Unnamed: 0,1_진관공영차고지,2_동산동능모퉁이.한국지역난방공사,3_은평뉴타운10단지,4_구파발역입구,5_구파발(가상),6_구파발역2번출구,7_롯데캐슬823동앞,8_진관중고교.약수사앞,9_아이파크714동앞,10_아이파크701동앞,11_푸르지오604동앞,12_푸르지오614동앞,13_삼천리골입구56사단북한산부대,14_입곡삼거리,15_하나고.삼천사.진관사입구,16_제각말5단지.은평뉴타운도서관,17_신도중학교,18_폭포동.은평노인종합복지관,19_은평경찰서,20_연신초등학교,21_불광지구대,22_새장골유래비,23_연서시장,24_연신내역,25_동명여고,26_불광역3.6호선,27_양광교회앞,28_불광역.불광1동주민센터,29_독박골.북한산래미안APT앞,30_구기터널입구,31_구기터널.삼성출판박물관,32_구기동,33_국민은행세검정지점,34_화정박물관,35_서울예술고등학교.평창동주민센터,36_예능교회,37_벽산평창힐스아파트,38_롯데아파트,39_평창동삼성아파트,40_국민대앞,41_청덕초등학교,42_북악중학교,43_봉국사,44_정릉2동주민센터,45_숭덕초교,46_정릉길음시장,47_돈암동삼성아파트입구,48_돈암1동주민센터,49_종암사거리,50_종암경찰서,51_종암동주민센터,52_숭례초교,53_고대앞,54_우신향병원,55_종암초등학교앞,56_용두시장앞,57_용두동한국의류시험연구원,58_신설동역,59_신설동역1번출구,60_대광고등학교앞,61_안암오거리,62_우신향병원,63_고려대학교앞,64_숭례초등학교,65_종암동주민센터,66_종암경찰서,67_돈암1동주민센터,68_길음역,69_길음뉴타운10단지.라온유아파트,70_숭덕초교,71_정릉2동주민센터,72_봉국사,73_고려대사범대학부속고등학교,74_청덕초교,75_국민대학교앞,76_롯데아파트,77_일성아파트,78_평창동주민센터,79_평창파출소,80_갑을씨티텔앞,81_국민은행세검정지점,82_구기동,83_구기터널.삼성출판박물관,84_구기터널입구,85_독박골.북한산래미안APT,86_불광역.불광1동주민센터,87_불광역1번출구,88_불광역3.6호선,89_동명여고,90_연신내역,91_연서시장,92_종로약국,93_불광지구대,94_북한산대창센시티아파트,95_은평경찰서,96_폭포동,97_은평노인종합복지관.신도중학교,98_기자촌11단지앞,99_제각말5단지.은평뉴타운도서관,100_하나고.삼천사.진관사입구,101_삼천리골입구56사단북한산부대,102_푸르지오621동앞,103_아이파크708동앞,104_진관중고교.약수사앞,105_래미안909동앞,106_구파발역.롯데몰,107_구파발역입구,108_은평뉴타운10단지,109_진관공영차고지,50_종암사거리입구,66_종암사거리입구
2022-03-05 04:00:00,0,0,1,0,0,2,0,0,1,0,1,2,0,0,0,1,0,0,0,2,0,3,0,2,0,3,4,5,0,4,0,0,6,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-05 05:00:00,0,0,1,0,0,1,0,0,1,3,2,0,0,1,0,2,1,3,2,4,6,4,4,5,5,0,4,6,0,3,4,7,11,14,13,13,5,15,0,2,14,15,3,7,15,14,11,0,10,9.0,8,8,6,5,1,4,4,4,5,1,3,4,5,7,4,9.0,0,9,11,14,18,0,17,4,5,1,18,0,19,18,0,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-05 06:00:00,0,0,0,1,0,4,1,3,2,1,1,3,0,0,2,3,4,0,3,6,6,4,3,4,5,6,8,12,8,2,6,4,11,9,6,7,6,6,3,5,4,9,0,5,6,3,4,4,2,3.0,4,5,4,3,1,2,1,0,6,5,1,2,3,4,5,6.0,3,8,8,8,9,8,8,9,8,7,5,6,7,6,10,11,5,3,9,14,8,7,5,4,6,5,3,7,3,2,5,2,3,2,0,5,9,5,9,2,1,0,0,,
2022-03-05 07:00:00,0,1,3,1,0,3,0,1,2,4,2,0,0,3,3,5,3,5,6,11,12,11,7,6,8,8,10,15,14,13,9,16,15,13,11,12,11,5,13,13,5,12,11,10,11,6,10,7,9,6.0,7,6,4,5,4,3,2,2,3,4,3,4,6,3,7,10.0,11,11,12,12,13,11,13,12,13,9,11,13,13,11,8,14,16,3,15,14,4,4,5,4,4,0,4,5,5,0,4,2,3,2,3,7,8,8,7,1,0,0,0,,
2022-03-05 08:00:00,2,1,2,1,0,13,11,8,5,5,6,6,4,7,8,8,8,9,12,17,19,18,8,10,8,7,9,16,16,15,16,18,15,16,14,12,12,11,10,10,12,14,6,13,15,21,14,16,14,16.0,13,11,9,8,7,6,3,3,2,3,2,2,3,7,8,15.0,13,15,17,18,16,18,17,17,17,15,10,17,20,21,23,21,14,13,19,16,10,9,8,9,11,13,11,11,11,6,10,9,9,4,4,7,12,15,8,1,0,0,0,,
2022-03-05 09:00:00,0,1,0,1,0,9,8,0,7,8,9,12,10,11,8,11,10,13,13,18,24,19,14,12,15,11,18,27,26,22,23,28,30,26,19,18,16,17,16,14,15,18,16,14,12,13,10,9,8,8.0,7,9,7,7,6,3,6,2,3,4,3,5,6,7,11,12.0,12,20,21,25,27,28,29,25,31,33,25,37,38,29,38,36,32,29,27,15,15,15,13,10,14,16,13,17,18,15,15,17,14,5,3,9,15,17,16,2,0,0,0,,
2022-03-05 10:00:00,0,1,1,0,0,13,8,7,7,9,5,12,13,12,8,13,14,13,12,19,20,18,9,12,12,10,13,28,36,26,28,32,34,33,32,30,29,27,20,17,19,18,7,17,17,15,10,10,8,7.0,10,6,5,3,4,3,3,2,3,2,1,4,7,6,9,10.0,9,13,17,19,19,17,18,16,17,18,19,19,21,23,24,26,20,0,27,22,15,13,12,18,34,29,33,33,33,22,33,30,25,5,6,9,14,13,11,2,1,0,0,,
2022-03-05 11:00:00,3,4,0,1,3,11,12,10,9,10,9,8,0,5,13,12,13,13,13,17,19,17,12,16,16,17,16,27,26,32,23,25,25,22,19,20,17,19,14,19,15,19,18,19,19,21,18,18,15,10.0,12,10,9,6,6,2,4,4,5,4,6,6,4,8,13,15.0,13,14,18,20,20,19,20,21,24,26,20,23,25,27,25,27,29,27,27,22,17,13,11,11,18,17,17,15,15,14,15,14,13,8,7,10,20,22,19,2,1,0,0,,
2022-03-05 12:00:00,0,1,1,0,0,13,12,11,13,10,9,7,7,9,12,21,22,20,14,21,20,19,17,13,13,12,19,24,24,20,26,30,31,28,25,24,23,20,19,23,25,26,26,24,25,25,19,17,17,11.0,12,10,7,6,6,3,5,3,4,7,10,11,12,14,11,17.0,10,22,20,21,21,17,18,19,22,22,29,32,36,29,37,37,40,28,40,29,28,28,23,21,33,33,29,27,25,20,18,11,10,10,6,12,18,21,20,2,1,0,0,,
2022-03-05 13:00:00,1,0,1,1,0,15,13,11,10,8,8,8,5,9,15,18,17,5,18,20,20,17,14,15,11,13,17,21,21,14,29,33,18,30,28,29,29,30,33,35,35,36,25,32,27,25,18,16,15,14.0,14,14,10,9,8,5,4,3,4,6,5,5,10,8,14,16.0,15,17,10,19,21,22,16,23,24,20,24,27,33,34,31,33,34,36,34,27,23,21,19,18,23,22,20,20,16,0,19,18,13,11,10,14,20,23,21,2,0,0,0,,
2022-03-05 14:00:00,0,0,0,1,0,19,20,18,15,13,13,12,3,11,18,22,18,22,21,20,15,18,16,14,13,13,15,20,27,18,27,28,27,24,23,18,22,25,20,25,25,31,29,20,17,13,12,13,11,11.0,9,7,6,5,5,4,2,3,4,3,4,6,7,7,10,11.0,10,17,15,17,23,24,15,22,20,20,21,22,22,21,22,24,27,26,26,17,11,10,9,12,13,14,14,16,18,20,21,14,10,14,14,12,16,17,14,5,0,0,0,,
2022-03-05 15:00:00,0,4,0,0,2,16,16,18,15,13,8,7,8,8,16,22,22,23,24,40,41,34,22,20,19,18,19,28,25,23,29,29,29,23,22,23,20,22,23,24,22,28,26,26,26,24,20,17,15,12.0,12,13,12,10,9,8,4,1,5,6,3,6,5,7,9,7.0,11,20,21,27,28,26,23,16,22,21,21,22,27,26,23,24,37,29,34,22,16,15,11,8,17,17,19,16,15,14,5,12,7,8,6,8,11,14,13,3,1,0,0,,
2022-03-05 16:00:00,0,0,1,1,0,7,4,5,4,3,4,3,10,25,40,38,41,43,42,44,42,39,27,18,18,16,16,25,26,23,29,30,30,28,25,20,26,26,23,22,27,32,30,30,28,24,21,11,10,12.0,16,13,9,8,5,3,5,4,5,5,7,8,9,8,10,13.0,13,22,21,23,23,25,23,25,26,30,32,35,41,39,32,34,35,22,33,28,14,14,12,11,23,23,22,22,20,19,21,19,14,17,18,15,23,21,18,4,2,0,0,,
2022-03-05 17:00:00,1,3,1,2,0,19,15,10,5,4,4,4,4,8,21,24,24,21,23,21,24,21,15,16,15,16,21,22,22,22,28,32,32,29,25,26,25,26,25,27,25,24,23,22,19,18,22,22,17,13.0,9,11,6,5,4,3,4,4,9,5,10,11,12,10,9,10.0,7,14,14,16,16,15,13,13,16,19,20,18,22,24,25,22,23,24,22,24,22,23,20,13,19,17,19,18,19,18,16,14,13,10,8,9,13,13,12,3,2,1,0,,
2022-03-05 18:00:00,0,0,1,1,0,16,17,15,12,10,5,5,6,6,16,22,17,20,19,16,19,19,13,12,12,11,14,19,19,18,21,22,20,22,22,23,22,21,20,22,20,24,20,20,15,11,10,9,9,10.0,10,7,2,5,5,6,4,5,8,9,8,3,9,9,6,9.0,9,11,13,12,13,11,11,11,14,11,10,15,20,19,15,13,19,10,21,14,8,14,12,7,18,21,18,16,12,11,10,9,10,16,15,12,17,14,13,4,1,0,0,,
2022-03-05 19:00:00,0,2,2,1,0,21,14,13,10,7,4,4,5,4,9,8,3,5,8,10,17,14,12,11,12,11,13,21,16,14,11,18,14,13,10,7,0,13,10,11,12,17,9,17,19,18,10,9,8,9.0,6,5,7,3,2,2,3,7,6,7,6,6,9,4,10,14.0,12,16,13,13,16,13,17,11,19,9,11,18,19,6,13,19,20,12,17,16,13,13,11,6,14,15,11,15,9,12,9,5,3,5,5,3,4,4,2,2,0,0,0,,
2022-03-05 20:00:00,0,1,1,2,0,10,10,7,8,6,4,5,4,6,9,1,11,12,11,10,14,12,13,16,16,15,14,20,21,20,21,22,21,18,17,15,16,12,14,13,14,14,7,14,9,7,8,9,7,6.0,2,2,2,0,2,1,2,3,4,5,5,6,2,5,6,12.0,11,20,19,10,18,18,16,11,14,12,9,14,15,14,13,13,15,14,13,11,8,6,6,7,20,19,16,13,10,12,5,10,6,5,4,4,3,2,0,1,0,0,0,,
2022-03-05 21:00:00,2,0,1,0,0,15,13,11,8,5,4,2,0,5,4,6,8,0,3,8,5,7,10,11,10,11,12,22,15,21,20,16,15,14,11,10,13,12,12,11,12,14,13,12,10,9,9,10,7,4.0,3,2,2,1,0,0,2,2,6,5,9,10,10,8,7,8.0,7,13,10,11,12,11,11,12,13,12,10,14,8,4,7,9,16,15,9,12,10,8,4,12,20,20,14,11,12,10,9,7,4,5,4,4,2,1,0,2,1,0,0,,
2022-03-05 22:00:00,0,0,1,1,0,17,17,17,11,7,5,3,1,6,3,7,0,9,2,7,3,9,8,9,5,8,9,14,15,13,12,17,18,19,18,15,16,17,20,19,16,15,10,11,11,11,8,8,7,7.0,6,6,6,4,2,1,1,4,6,4,5,8,8,9,8,13.0,12,17,11,18,12,11,17,15,16,14,0,9,15,0,12,12,11,0,8,10,9,6,5,6,16,14,13,12,12,8,5,7,6,5,4,3,1,1,2,2,0,0,0,,
2022-03-05 23:00:00,0,0,0,0,0,16,14,12,10,7,0,0,0,0,1,0,1,2,0,2,6,5,6,13,0,13,10,16,16,0,8,13,12,9,10,3,4,8,6,8,9,10,0,9,8,8,6,8,3,5.0,6,6,4,3,2,2,4,2,7,1,7,6,9,8,9,3.0,8,14,14,15,15,14,8,6,7,6,5,8,9,0,10,9,1,0,10,8,5,6,3,12,19,17,16,15,9,9,15,12,6,5,4,3,3,1,2,0,0,0,0,,
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 04:00:00,1,1,1,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,2,4,6,5,4,0,5,4,3,2,0,5,0,6,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 05:00:00,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,3,2,0,4,4,3,2,0,3,2,4,4,0,1,4,2,2,4,0,1,6,2,0,5,7,2,0,1,3,6,4,0,4,1.0,1,2,0,2,1,1,2,3,5,1,4,1,5,1,7,8.0,3,6,0,6,8,0,3,9,0,3,10,9,10,11,4,0,11,0,13,11,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 06:00:00,1,0,0,1,0,4,2,2,0,3,0,4,0,3,1,3,3,4,0,2,3,4,3,5,6,7,7,9,0,7,8,8,9,8,8,7,3,4,5,6,5,4,0,6,5,5,3,4,3,1.0,2,4,2,2,0,0,1,2,1,0,3,2,3,4,4,5.0,4,4,4,5,1,6,2,5,5,5,4,5,7,6,5,6,4,2,4,3,4,3,4,2,3,4,0,3,0,0,2,0,1,2,1,2,3,4,1,0,0,0,0,,
2022-03-06 07:00:00,0,0,1,0,0,2,0,2,2,1,2,3,3,4,4,5,4,4,6,9,10,6,4,5,6,6,7,10,7,9,7,8,8,7,6,5,2,4,5,6,5,7,0,6,5,5,4,5,4,3.0,4,5,3,2,3,2,4,3,2,1,0,2,3,1,3,5.0,5,6,4,9,8,5,7,8,9,10,11,8,0,9,7,6,8,0,9,8,2,3,2,3,5,1,4,3,3,0,2,0,2,0,2,2,6,10,10,0,0,0,0,,
2022-03-06 08:00:00,1,0,0,0,0,4,2,3,7,1,3,6,4,3,8,13,5,13,9,12,12,9,6,8,9,7,10,15,11,9,9,10,7,11,6,8,2,7,6,7,10,11,11,12,12,11,10,5,7,6.0,7,4,4,2,3,2,1,2,3,0,5,5,6,5,6,9.0,7,11,11,13,16,9,8,8,15,16,18,19,14,16,14,20,21,20,17,11,8,3,1,6,8,8,7,6,10,0,5,4,5,5,3,8,14,15,16,2,2,0,0,,
2022-03-06 09:00:00,0,0,0,1,0,7,4,1,3,5,5,4,5,6,6,7,8,0,7,14,9,10,6,8,12,10,12,31,29,25,21,22,23,18,20,16,17,16,15,14,16,17,12,11,13,10,12,8,10,7.0,5,4,4,4,4,3,3,2,3,4,5,5,5,7,8,10.0,11,19,18,20,23,23,22,22,24,23,22,22,19,25,24,23,23,21,20,13,12,12,10,11,23,24,23,22,24,15,21,18,18,6,1,4,8,11,10,8,0,0,0,,
2022-03-06 10:00:00,0,1,1,0,0,7,8,6,10,9,2,10,6,7,9,12,14,16,13,19,21,15,9,10,9,10,12,25,26,21,21,22,23,23,17,24,23,21,20,15,17,22,21,20,16,15,14,13,13,13.0,14,10,7,5,6,3,2,2,4,1,6,5,5,5,8,11.0,9,26,28,34,37,36,34,29,24,23,23,22,14,23,24,19,21,20,18,12,10,19,10,30,46,48,44,46,16,47,46,40,35,7,3,5,8,8,6,1,0,0,0,,
2022-03-06 11:00:00,0,0,0,0,0,11,12,11,9,13,13,7,4,11,13,15,17,16,15,10,17,14,11,11,12,11,12,15,17,16,13,13,13,13,13,12,10,8,0,11,11,13,10,12,12,12,6,7,6,7.0,8,8,7,6,5,4,2,1,3,1,2,6,8,7,7,11.0,10,13,16,15,16,17,16,16,12,19,13,19,16,18,16,19,19,18,18,13,11,9,3,7,13,14,16,6,15,14,13,7,11,6,5,8,15,17,15,2,0,0,0,,
2022-03-06 12:00:00,0,0,1,0,0,4,6,5,4,5,5,6,0,5,10,12,13,9,14,15,19,16,12,12,11,10,11,21,12,19,18,18,18,17,15,17,17,15,16,15,22,24,23,22,20,19,16,17,14,8.0,9,10,6,5,4,2,3,3,3,5,6,5,10,9,9,13.0,15,20,12,15,15,14,15,18,20,21,24,26,15,26,25,29,30,32,32,23,21,18,15,7,14,15,15,14,17,16,14,11,8,8,7,10,14,14,16,3,2,0,0,,
2022-03-06 13:00:00,0,1,0,1,0,7,8,9,9,7,4,8,8,11,30,32,34,17,32,33,34,24,13,9,11,8,11,15,17,15,18,17,18,17,17,16,0,17,11,16,17,24,23,21,21,19,13,8,11,8.0,7,8,8,7,5,6,4,2,6,3,7,5,7,7,10,14.0,11,18,18,23,25,26,25,25,27,19,26,30,30,31,30,34,44,24,40,28,23,23,22,11,14,15,14,12,12,12,11,9,8,7,7,12,15,21,15,1,0,0,0,,
2022-03-06 14:00:00,1,0,1,0,0,7,7,5,7,8,9,7,6,6,22,25,27,0,27,30,30,26,20,21,18,11,11,16,16,14,19,18,11,18,18,19,20,8,19,18,22,24,12,23,16,16,14,13,11,9.0,9,7,6,4,4,2,4,2,4,0,5,1,6,7,8,9.0,9,13,12,15,16,14,17,15,17,18,18,18,20,20,21,21,24,26,27,22,17,18,18,11,15,15,14,15,15,15,14,13,14,15,13,12,16,16,18,1,0,0,0,,
2022-03-06 15:00:00,0,1,0,2,1,8,6,7,5,6,4,5,5,15,28,29,32,33,26,33,31,30,20,15,14,9,15,20,22,21,28,20,19,20,28,27,20,16,21,27,30,24,26,21,17,17,13,16,11,9.0,8,10,5,3,3,1,6,6,6,2,3,7,10,10,10,16.0,13,17,15,13,12,10,11,11,12,14,15,18,23,15,24,25,33,21,33,16,14,14,9,11,24,19,23,25,18,23,9,21,16,14,19,14,15,15,15,2,0,0,0,,
2022-03-06 16:00:00,1,1,0,0,0,13,14,5,6,7,8,8,8,9,40,40,42,39,41,42,44,36,29,28,26,19,19,19,18,13,19,20,22,18,24,23,24,23,17,22,22,21,20,21,18,16,13,12,12,9.0,7,8,5,4,5,3,3,3,3,4,11,10,7,6,4,6.0,6,9,11,12,15,14,13,16,20,18,19,23,25,24,26,27,38,21,39,21,17,16,11,11,22,19,15,12,11,10,7,6,8,8,6,7,12,15,13,2,0,0,0,,
2022-03-06 17:00:00,1,0,0,0,0,9,8,8,9,7,6,3,3,6,29,30,28,30,26,28,29,26,16,16,14,19,21,23,22,23,22,28,27,26,25,23,18,21,19,18,23,23,19,17,13,11,7,9,8,8.0,8,9,8,7,6,5,1,2,5,4,7,7,8,7,8,11.0,10,16,17,19,24,15,16,14,18,17,16,16,16,10,17,14,33,28,34,22,18,15,11,13,23,25,20,18,20,16,8,18,11,8,6,8,12,11,10,1,0,0,0,,
2022-03-06 18:00:00,1,0,0,1,0,10,12,7,9,7,8,7,6,10,21,22,21,21,30,32,27,23,19,18,20,16,16,25,23,17,26,27,24,22,20,18,20,18,17,20,21,21,20,16,13,12,13,7,11,8.0,6,6,4,3,3,2,1,5,4,0,4,5,8,7,7,9.0,10,14,13,15,20,20,16,16,17,16,17,17,20,21,24,24,25,19,24,20,20,15,14,7,16,9,14,12,4,8,8,7,5,6,6,8,8,9,8,3,0,0,0,,
2022-03-06 19:00:00,0,1,2,0,0,13,12,13,7,3,4,3,3,9,10,9,15,14,14,20,22,21,15,12,11,9,11,20,12,8,20,18,19,19,17,0,17,17,18,17,18,21,18,16,15,12,10,12,9,6.0,7,5,5,1,2,4,6,6,8,5,2,4,8,8,10,9.0,10,13,10,14,15,10,13,12,14,16,16,17,18,9,18,16,20,18,18,12,11,5,10,7,16,19,20,12,10,9,9,5,6,7,4,7,9,8,6,1,0,0,0,,
2022-03-06 20:00:00,0,0,0,0,0,10,9,8,8,7,3,2,1,4,4,4,0,4,6,11,13,11,4,6,6,6,7,13,15,14,16,14,13,12,12,11,12,8,11,8,10,10,11,9,9,10,8,8,7,7.0,5,4,2,1,2,1,2,1,6,7,6,0,4,5,7,7.0,10,19,18,20,15,13,15,10,11,11,12,11,14,13,10,9,13,12,5,10,6,8,7,7,12,11,7,4,3,2,2,3,1,0,0,5,4,1,2,1,0,0,0,,
2022-03-06 21:00:00,0,1,2,1,0,17,18,16,12,5,3,2,1,5,6,4,2,0,3,3,9,2,7,7,8,12,11,13,14,2,10,14,15,9,15,14,6,13,12,11,10,9,5,7,6,5,7,7,5,5.0,2,3,3,2,1,1,0,2,6,3,5,6,7,8,7,9.0,8,12,12,12,11,9,10,6,7,11,2,11,12,6,11,12,13,12,11,7,6,6,5,6,19,17,11,10,10,8,5,5,4,0,3,2,6,7,7,1,0,0,0,,
2022-03-06 22:00:00,0,1,2,0,0,7,6,0,4,2,2,1,0,0,4,5,0,0,1,1,2,2,6,11,15,14,15,17,19,18,17,15,16,13,11,10,0,10,7,9,7,9,3,10,9,8,9,0,6,4.0,5,5,4,3,2,0,1,4,7,3,4,8,7,5,5,6.0,6,15,15,12,14,13,12,11,12,11,5,11,12,11,9,9,13,0,12,11,7,14,13,11,23,21,16,9,8,9,8,7,5,6,5,3,2,3,2,2,1,0,0,,
2022-03-06 23:00:00,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,5,6,5,14,12,6,6,13,5,12,4,11,10,4,0,9,4,4,8,7,7,6,6,3,2,3.0,5,4,2,2,3,0,3,0,4,3,5,1,2,4,4,2.0,2,10,7,11,11,7,10,5,11,9,3,3,5,5,8,5,8,0,6,6,5,3,11,13,19,21,17,13,6,13,2,10,7,7,6,3,2,1,0,1,0,0,0,,
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 04:00:00,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,1,0,0,0,2,3,4,5,8,0,10,11,14,13,12,0,4,13,5,0,3,0,0,10,9,10,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 05:00:00,0,0,1,0,0,0,1,0,2,0,2,0,0,0,3,3,2,4,6,7,11,10,5,4,4,5,7,6,5,6,5,7,9,8,5,9,6,6,5,0,2,6,8,10,10,11,7,2,9,5.0,4,6,4,4,3,2,3,6,7,2,8,9,8,7,7,11.0,10,11,11,13,16,0,15,3,7,14,15,0,16,17,18,19,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 06:00:00,0,0,0,1,0,3,3,3,4,5,6,6,0,0,1,14,16,17,19,29,31,23,5,6,8,9,13,16,15,0,11,9,12,11,11,10,12,8,11,7,10,12,9,10,12,13,9,7,5,8.0,7,7,5,5,3,2,4,1,1,0,1,2,4,5,8,13.0,11,14,13,15,19,12,20,20,18,15,16,18,11,19,20,21,21,0,19,13,7,4,4,3,9,10,8,3,4,3,0,3,7,2,1,13,32,27,28,1,0,0,0,,
2022-03-07 07:00:00,1,0,2,0,0,12,15,5,7,7,8,11,5,9,10,14,24,27,29,39,46,34,12,16,18,20,21,30,30,29,20,30,29,25,24,21,16,18,15,16,15,17,16,20,20,24,23,22,21,23.0,22,16,11,8,7,5,3,1,3,4,5,5,7,6,9,16.0,18,24,28,39,43,41,34,28,27,25,24,26,26,25,23,28,29,25,34,22,15,17,17,16,13,14,12,12,13,10,10,6,10,8,7,12,29,36,41,1,0,0,0,,
2022-03-07 08:00:00,0,1,2,0,1,19,18,13,9,5,5,6,7,0,9,18,18,20,19,24,27,23,12,15,15,17,18,35,29,32,31,33,28,26,25,24,24,24,25,25,25,26,20,19,20,26,21,20,20,14.0,16,19,14,10,8,7,6,3,6,7,6,7,9,15,20,22.0,24,30,32,36,44,43,40,38,35,34,38,43,40,36,36,35,37,31,39,25,19,17,24,26,32,31,23,19,20,17,13,10,8,7,6,13,26,32,27,3,2,0,0,,
