Unnamed: 0,1_진관공영차고지,2_동산동능모퉁이.한국지역난방공사,3_은평뉴타운10단지,4_구파발역입구,5_구파발(가상),6_구파발역2번출구,7_롯데캐슬823동앞,8_진관중고교.약수사앞,9_아이파크714동앞,10_아이파크701동앞,11_푸르지오604동앞,12_푸르지오614동앞,13_삼천리골입구56사단북한산부대,14_입곡삼거리,15_하나고.삼천사.진관사입구,16_제각말5단지.은평뉴타운도서관,17_신도중학교,18_폭포동.은평노인종합복지관,19_은평경찰서,20_연신초등학교,21_불광지구대,22_새장골유래비,23_연서시장,24_연신내역,25_동명여고,26_불광역3.6호선,27_양광교회앞,28_불광역.불광1동주민센터,29_독박골.북한산래미안APT앞,30_구기터널입구,31_구기터널.삼성출판박물관,32_구기동,33_국민은행세검정지점,34_화정박물관,35_서울예술고등학교.평창동주민센터,36_예능교회,37_벽산평창힐스아파트,38_롯데아파트,39_평창동삼성아파트,40_국민대앞,41_청덕초등학교,42_북악중학교,43_봉국사,44_정릉2동주민센터,45_숭덕초교,46_정릉길음시장,47_돈암동삼성아파트입구,48_돈암1동주민센터,49_종암사거리,50_종암경찰서,51_종암동주민센터,52_숭례초교,53_고대앞,54_우신향병원,55_종암초등학교앞,56_용두시장앞,57_용두동한국의류시험연구원,58_신설동역,59_신설동역1번출구,60_대광고등학교앞,61_안암오거리,62_우신향병원,63_고려대학교앞,64_숭례초등학교,65_종암동주민센터,66_종암경찰서,67_돈암1동주민센터,68_길음역,69_길음뉴타운10단지.라온유아파트,70_숭덕초교,71_정릉2동주민센터,72_봉국사,73_고려대사범대학부속고등학교,74_청덕초교,75_국민대학교앞,76_롯데아파트,77_일성아파트,78_평창동주민센터,79_평창파출소,80_갑을씨티텔앞,81_국민은행세검정지점,82_구기동,83_구기터널.삼성출판박물관,84_구기터널입구,85_독박골.북한산래미안APT,86_불광역.불광1동주민센터,87_불광역1번출구,88_불광역3.6호선,89_동명여고,90_연신내역,91_연서시장,92_종로약국,93_불광지구대,94_북한산대창센시티아파트,95_은평경찰서,96_폭포동,97_은평노인종합복지관.신도중학교,98_기자촌11단지앞,99_제각말5단지.은평뉴타운도서관,100_하나고.삼천사.진관사입구,101_삼천리골입구56사단북한산부대,102_푸르지오621동앞,103_아이파크708동앞,104_진관중고교.약수사앞,105_래미안909동앞,106_구파발역.롯데몰,107_구파발역입구,108_은평뉴타운10단지,109_진관공영차고지,50_종암사거리입구,66_종암사거리입구
2022-03-16 08:00:00,0,1,1,0,0,11,13,10,11,12,11,14,8,13,12,20,18,21,21,38,47,39,9,14,16,16,20,38,39,38,41,43,41,41,37,37,36,33,33,24,23,26,26,23,26,32,22,24,21,,27,27,21,19,14,13,11,4,8,7,5,5,7,11,17,,16,31,32,43,46,44,43,34,26,26,26,28,30,33,33,32,32,14,32,19,13,14,18,16,24,25,22,15,15,15,12,11,8,5,7,22,29,27,23,4,2,3,0,23.0,20.0
2022-03-16 09:00:00,0,1,1,2,0,8,7,6,7,9,10,6,0,0,7,12,15,16,15,18,18,16,10,15,15,15,19,37,39,37,37,35,35,34,32,31,31,23,28,18,17,19,12,20,20,22,19,17,12,,12,13,11,9,8,7,5,3,5,7,6,8,9,7,8,,9,27,23,28,30,22,25,23,20,20,22,24,25,25,24,28,29,28,34,20,14,11,8,7,9,10,8,12,11,10,11,12,13,8,11,15,20,22,21,2,1,1,0,14.0,10.0
2022-03-16 10:00:00,0,1,2,2,0,5,4,2,4,5,5,6,0,10,11,17,18,20,17,19,16,13,14,16,17,14,17,24,24,23,23,23,23,24,20,19,21,20,19,14,17,17,19,21,20,22,17,19,14,,12,16,9,8,7,7,7,3,5,5,7,7,8,9,6,,5,14,13,18,20,31,30,26,17,19,17,16,16,16,14,14,16,12,16,11,10,7,6,8,22,23,21,22,18,17,23,14,19,6,4,6,10,10,9,3,0,0,0,17.0,10.0
2022-03-16 11:00:00,1,3,1,2,0,8,5,6,6,5,6,7,3,6,8,17,11,16,17,18,16,15,10,13,13,13,11,16,18,11,16,13,14,14,17,15,14,13,15,12,8,15,14,11,12,12,12,11,9,,10,9,8,6,4,3,4,3,4,3,8,8,7,6,11,,11,12,16,15,17,0,17,17,14,15,17,23,25,24,23,20,25,22,24,22,14,15,12,7,13,19,16,16,10,15,14,13,9,10,7,7,16,17,13,1,0,0,0,9.0,13.0
2022-03-16 12:00:00,0,1,0,0,0,8,8,6,5,6,7,6,0,4,8,10,10,10,12,12,15,15,9,10,11,10,12,16,16,14,16,17,17,16,17,18,16,15,14,17,20,18,17,16,16,14,11,10,12,,9,9,7,6,5,5,3,6,7,2,4,8,9,8,10,,12,14,13,16,17,19,20,18,16,16,18,21,23,21,19,20,20,19,21,16,12,14,13,6,14,11,14,11,9,8,6,7,7,7,5,6,9,11,8,1,0,1,0,10.0,13.0
2022-03-16 13:00:00,0,0,1,1,0,8,9,7,9,8,7,7,6,9,10,13,18,19,18,22,21,20,16,19,17,15,18,24,26,20,29,32,42,39,25,24,18,14,15,20,22,21,21,18,20,20,18,10,9,,15,17,8,8,5,3,1,3,4,5,5,3,5,11,11,,12,24,22,22,22,23,21,13,13,13,14,14,17,19,20,21,21,0,20,16,9,11,10,8,9,11,15,13,11,12,13,8,7,4,6,11,18,18,19,1,0,0,0,17.0,14.0
2022-03-16 14:00:00,2,0,1,0,0,9,11,33,5,20,5,20,5,20,21,22,17,18,18,21,21,17,16,17,13,15,16,20,21,15,19,21,18,36,32,31,12,27,21,25,31,29,28,25,24,21,14,12,12,,9,7,6,4,4,4,3,3,4,6,8,8,10,9,12,,14,19,19,19,18,15,14,15,13,14,14,15,18,19,17,18,19,11,19,15,12,8,11,5,14,16,13,10,11,5,14,13,12,9,7,5,6,6,4,2,1,0,0,8.0,14.0
2022-03-16 15:00:00,0,0,1,2,0,7,9,12,29,29,9,28,10,12,25,24,23,17,16,14,14,11,12,12,14,12,14,20,21,20,19,19,23,19,16,16,14,15,15,18,20,30,30,32,29,24,11,9,10,,9,7,6,6,6,3,4,4,7,6,9,9,13,16,13,,11,14,16,16,20,15,19,19,21,18,20,22,21,21,22,23,25,17,24,18,16,14,18,15,20,21,18,17,12,16,15,11,9,10,11,10,13,13,11,2,0,0,0,11.0,12.0
2022-03-16 16:00:00,0,0,1,0,0,13,13,11,8,8,6,8,9,9,20,20,22,27,29,37,32,30,27,27,27,28,30,40,40,37,17,19,21,19,21,19,19,17,12,26,29,38,37,37,30,29,15,12,11,,9,8,6,5,5,2,5,5,6,10,7,8,13,14,18,,15,21,20,23,26,20,25,26,27,26,27,29,34,31,33,37,38,34,37,32,25,26,18,19,29,28,25,24,25,23,21,17,13,11,10,14,13,16,13,1,0,0,0,9.0,16.0
2022-03-16 17:00:00,1,2,1,0,0,20,19,16,12,11,8,7,11,7,18,20,20,23,23,24,24,21,13,16,18,16,24,29,31,28,37,38,39,39,38,32,31,39,37,53,53,55,49,43,39,35,28,27,18,,15,14,14,12,11,7,5,8,9,10,12,12,16,17,15,,14,20,22,20,27,18,26,31,39,38,40,43,43,33,32,37,40,38,38,21,17,16,24,17,33,31,26,21,20,19,17,10,9,10,11,10,13,15,16,2,1,0,0,15.0,17.0
2022-03-16 18:00:00,1,1,2,0,0,27,28,24,14,10,10,7,5,6,13,20,23,24,22,22,24,21,17,15,15,17,23,33,26,23,29,33,34,34,33,31,30,32,30,35,44,45,40,42,37,35,29,29,24,,11,10,8,7,4,6,6,7,13,15,19,17,20,22,22,,24,36,30,32,32,31,33,34,40,42,40,44,50,47,44,49,49,48,49,30,25,20,19,20,49,28,21,17,17,15,14,13,12,10,8,8,14,12,13,2,1,0,0,17.0,23.0
2022-03-16 19:00:00,0,0,0,0,0,29,30,25,17,13,7,5,5,6,9,8,9,10,9,11,11,9,6,10,9,11,14,35,34,13,32,34,36,33,31,32,31,31,11,33,33,34,32,30,26,24,20,18,17,,8,7,7,5,4,2,3,4,9,8,10,10,19,16,14,,12,22,19,19,17,17,17,16,20,21,21,23,24,25,26,29,27,24,24,18,14,15,11,14,25,49,44,36,34,26,24,14,8,6,6,4,3,4,2,1,0,0,0,10.0,15.0
2022-03-16 20:00:00,0,0,0,0,0,16,13,11,7,6,7,6,6,5,3,4,5,2,4,3,6,5,5,9,10,11,13,19,17,12,16,15,16,14,13,14,13,14,15,14,9,14,13,9,11,10,10,5,9,,7,5,4,3,4,3,3,7,10,11,11,13,14,12,11,,14,20,21,22,23,22,18,18,20,21,17,22,24,21,17,18,19,18,15,13,11,9,8,12,32,30,28,19,19,10,15,15,9,7,7,7,5,6,5,3,1,0,0,7.0,15.0
2022-03-16 21:00:00,0,0,1,0,0,15,14,12,10,9,6,3,2,2,3,5,6,3,5,6,0,4,7,6,7,9,11,16,19,8,19,20,22,21,20,21,13,10,12,21,19,15,13,16,13,14,11,10,8,,10,9,6,5,1,3,3,4,7,5,7,8,8,9,12,,14,20,18,18,24,11,21,20,17,17,16,16,21,20,25,24,22,0,19,12,10,11,12,13,20,17,17,16,14,12,12,9,8,1,2,3,4,3,2,3,1,0,0,8.0,14.0
2022-03-16 22:00:00,0,1,1,2,0,19,19,14,6,4,2,3,0,3,2,5,2,4,1,3,3,3,4,11,12,6,12,13,14,14,11,15,11,10,14,14,11,15,13,15,14,16,15,17,16,15,10,12,7,,11,8,6,3,1,2,1,3,9,10,11,12,14,10,10,,11,16,14,19,19,13,20,21,24,23,22,24,24,16,20,23,22,21,20,17,14,10,7,10,21,18,12,9,8,7,8,4,5,4,4,2,2,1,2,2,0,0,0,14.0,11.0
2022-03-16 23:00:00,0,0,0,0,0,16,15,14,8,5,2,1,0,2,0,0,0,1,1,0,3,2,1,3,3,0,4,9,8,7,5,6,5,5,4,7,10,9,2,9,10,11,9,9,11,11,14,10,10,,5,5,5,4,4,0,2,2,6,5,4,5,7,6,6,,4,14,12,15,16,15,8,10,12,16,15,14,15,14,10,9,10,8,14,11,2,6,9,14,16,15,15,14,11,10,8,5,3,1,0,1,0,0,1,2,1,0,0,6.0,5.0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-17 04:00:00,0,0,0,0,0,1,2,0,2,0,0,2,0,0,1,1,0,1,0,2,3,5,6,9,0,11,12,15,0,14,4,13,14,3,0,0,13,0,10,9,10,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-17 05:00:00,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,2,0,3,4,2,6,5,3,6,7,3,7,7,0,4,6,6,9,10,2,6,5,11,10,5,6,10,6,14,16,18,19,18,15,,13,12,10,8,5,4,5,10,10,11,11,11,11,9,4,,1,11,11,16,18,17,16,0,18,15,16,15,16,17,0,19,20,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,11.0
2022-03-17 06:00:00,0,0,1,0,0,5,2,1,3,4,5,7,0,8,9,11,12,13,12,23,25,17,7,8,9,10,11,13,12,11,12,14,14,15,14,8,8,14,14,15,16,15,8,15,17,17,12,13,3,,4,6,6,6,4,3,2,2,4,3,1,4,5,4,5,,5,8,8,11,13,14,13,14,12,9,10,11,12,11,9,12,14,12,15,15,10,8,6,5,6,4,4,5,5,3,4,6,3,3,2,10,26,31,30,3,1,0,0,4.0,7.0
2022-03-17 07:00:00,0,0,2,1,0,8,7,6,6,8,7,9,7,8,8,20,25,28,28,37,42,36,13,15,18,15,21,32,33,32,27,32,34,27,21,19,19,20,19,18,24,26,24,24,24,29,16,16,17,,14,14,9,8,7,5,4,3,5,4,5,6,5,8,13,,19,26,34,43,47,44,37,27,28,27,28,27,28,29,29,35,42,29,42,23,18,20,13,11,14,17,20,18,19,21,22,21,18,16,13,26,42,39,33,12,0,0,0,17.0,15.0
2022-03-17 08:00:00,1,1,2,1,1,15,19,13,8,8,8,9,8,7,9,14,15,18,18,30,38,29,11,19,22,17,20,34,35,34,33,34,35,31,27,28,26,25,22,19,17,16,16,16,15,18,17,17,16,,21,22,14,13,11,9,8,3,7,7,7,7,9,11,14,,17,34,36,42,43,44,31,37,28,30,29,28,27,27,29,33,35,34,34,21,16,12,24,22,30,29,29,17,11,17,16,13,11,13,9,26,42,47,41,3,2,0,0,18.0,20.0
2022-03-17 09:00:00,0,0,2,3,1,6,3,5,5,6,7,8,3,0,4,13,18,16,17,23,29,27,11,14,14,16,18,28,26,25,24,26,26,26,24,22,18,24,18,17,18,19,16,17,17,15,14,15,14,,15,15,9,7,7,6,4,3,3,4,4,3,8,9,10,,10,24,23,26,27,21,28,25,16,16,15,15,16,12,17,19,14,15,19,13,9,8,7,5,12,12,13,14,12,13,14,13,11,8,5,8,17,16,13,1,0,0,0,15.0,10.0
2022-03-17 10:00:00,0,0,0,1,0,6,7,6,6,7,6,7,4,5,5,7,6,7,9,11,14,10,7,6,10,9,10,18,14,17,17,19,17,19,18,17,17,17,15,18,18,22,13,16,16,16,14,14,12,,13,12,6,5,4,1,4,5,4,4,5,4,4,6,7,,8,13,12,20,24,16,22,19,15,16,10,17,15,15,15,13,16,15,16,13,8,9,8,8,10,10,9,10,11,7,8,10,6,4,3,5,9,10,10,2,0,0,0,13.0,9.0
2022-03-17 11:00:00,0,1,0,1,0,6,7,4,6,7,9,6,6,7,8,12,11,12,11,12,11,10,8,8,8,7,9,18,15,14,13,12,17,16,15,16,15,14,12,11,11,12,10,12,14,15,13,5,11,,9,8,6,5,6,4,3,4,4,4,5,5,5,6,9,,11,17,17,15,21,12,24,20,10,9,10,10,12,13,12,14,14,13,13,10,8,9,4,7,13,14,14,10,11,12,10,8,6,4,5,9,16,16,16,2,1,0,0,8.0,12.0
2022-03-17 12:00:00,0,0,1,2,0,5,5,4,5,5,4,3,5,6,6,13,7,15,8,14,13,12,11,10,10,9,9,16,18,17,16,16,17,11,11,10,16,18,9,18,21,19,19,16,15,16,15,13,10,,10,8,10,4,2,2,2,4,3,4,6,3,6,7,11,,11,15,14,16,18,0,18,19,19,21,19,22,22,11,21,21,20,10,17,14,14,11,9,7,11,12,11,12,13,11,12,9,10,8,8,6,6,7,8,5,1,0,0,11.0,11.0
2022-03-17 13:00:00,1,0,0,1,0,7,7,6,5,6,8,9,4,11,7,12,15,17,12,18,18,15,10,10,11,13,13,23,25,14,26,25,24,25,24,24,23,21,19,16,17,18,14,17,17,15,15,14,11,,13,13,7,5,6,5,4,3,4,7,5,8,7,9,15,,16,19,20,26,26,18,24,21,15,13,17,19,22,14,21,23,24,11,24,13,13,14,15,11,14,13,12,9,10,8,7,5,6,5,6,7,8,9,8,2,0,0,0,14.0,19.0
2022-03-17 14:00:00,0,1,1,2,0,8,8,6,8,7,6,7,2,5,10,10,8,10,8,15,9,10,7,9,8,8,11,16,10,14,15,16,16,14,15,14,15,15,11,18,22,29,28,14,21,17,11,11,10,,8,8,6,5,9,7,5,6,6,5,6,6,9,9,11,,13,15,17,14,21,22,24,23,18,18,20,20,24,23,22,21,21,23,22,17,12,13,10,11,17,18,20,19,13,17,15,10,10,11,4,11,13,11,12,6,1,0,0,9.0,13.0
2022-03-17 15:00:00,2,1,2,1,0,10,10,29,27,28,21,29,30,23,33,28,9,10,10,24,23,21,15,12,12,13,18,32,12,13,29,23,21,20,14,16,18,24,23,20,25,23,13,23,23,23,12,11,10,,10,9,10,5,9,3,3,4,6,3,5,5,8,11,12,,20,23,24,22,21,22,23,25,30,31,31,31,32,31,29,30,33,0,33,25,18,15,14,17,15,18,19,17,19,17,15,13,13,14,11,9,8,9,10,7,3,0,0,9.0,21.0
2022-03-17 16:00:00,2,1,2,0,0,12,11,10,8,10,8,15,16,9,32,29,29,27,29,26,25,23,21,21,18,18,17,24,22,21,24,26,23,22,20,17,19,12,13,27,31,38,37,34,33,32,26,24,22,,15,13,10,6,8,6,6,5,5,6,7,8,14,18,15,,17,20,20,17,15,14,19,14,22,25,19,26,27,26,26,30,32,22,31,24,19,16,14,16,25,28,24,21,16,17,15,11,8,11,11,11,18,17,15,1,2,0,0,17.0,17.0
2022-03-17 17:00:00,1,1,1,8,0,18,19,18,17,13,13,8,9,10,14,16,15,15,16,15,19,12,13,14,18,20,23,35,34,30,36,36,35,32,32,33,34,36,33,43,44,49,35,46,42,35,25,22,20,,11,9,7,6,6,5,7,10,13,15,16,15,18,20,18,,16,20,18,22,28,19,29,33,45,42,41,50,57,53,53,53,55,55,52,28,21,18,15,20,28,24,22,22,23,22,17,16,13,13,12,12,16,16,12,2,0,0,0,12.0,15.0
2022-03-17 18:00:00,1,2,1,0,0,49,43,40,18,14,8,9,10,10,20,20,24,26,23,25,24,23,15,16,16,20,19,36,32,30,30,36,37,34,36,35,33,36,33,44,49,49,49,44,38,36,18,16,14,,8,8,6,5,5,4,6,10,14,15,15,18,18,18,18,,21,29,28,32,33,24,32,29,33,32,31,31,32,30,29,31,39,19,36,26,19,21,17,15,26,26,21,19,18,14,13,11,11,10,8,7,8,9,8,3,2,0,0,9.0,20.0
2022-03-17 19:00:00,0,1,0,1,0,29,28,35,24,17,9,7,4,5,7,9,9,0,6,9,12,10,8,10,10,11,13,18,18,30,29,31,32,30,27,25,24,17,22,21,21,15,20,13,22,16,17,13,9,,6,8,6,4,4,3,2,7,9,11,13,7,17,20,19,,14,22,22,23,25,23,20,23,23,22,24,24,27,25,29,27,27,0,30,22,19,17,16,16,37,35,30,21,21,19,16,13,9,6,5,4,6,6,5,2,1,0,0,7.0,17.0
2022-03-17 20:00:00,0,1,0,0,0,15,14,12,8,6,3,3,4,6,8,10,2,11,10,9,6,8,6,11,12,13,15,20,19,18,18,20,21,16,15,14,14,13,12,19,18,16,9,10,12,8,12,10,8,,3,6,3,5,5,6,4,6,6,6,8,9,10,8,8,,10,17,15,16,14,13,11,10,10,10,9,11,13,10,11,14,15,14,19,18,14,10,8,15,24,23,20,17,17,14,13,9,6,4,3,2,4,6,5,1,0,0,0,8.0,10.0
2022-03-17 21:00:00,0,0,0,0,0,16,18,14,10,6,4,3,2,6,7,6,7,8,3,7,6,4,4,5,10,10,14,25,8,23,17,17,15,15,14,13,13,12,13,16,16,17,12,17,15,14,10,9,5,,8,7,6,2,4,2,2,4,6,5,6,8,7,8,13,,14,17,17,17,18,16,12,11,12,13,13,12,14,15,16,15,14,7,14,10,9,8,6,14,27,26,19,18,16,15,13,10,5,6,3,2,5,2,4,2,0,0,0,9.0,15.0
2022-03-17 22:00:00,0,1,2,1,0,11,11,9,8,4,6,1,1,5,1,4,5,7,8,7,1,5,4,8,7,8,9,13,12,11,11,12,11,9,10,9,0,8,11,12,11,17,8,15,18,12,9,9,8,,6,5,4,3,2,0,1,3,9,8,11,12,13,10,9,,12,15,14,15,18,17,12,16,17,11,2,18,20,12,18,16,11,9,12,8,8,5,4,14,21,20,16,12,12,13,14,12,5,4,2,2,3,3,2,0,0,0,0,7.0,11.0
2022-03-17 23:00:00,0,0,0,0,0,11,10,9,7,4,2,2,0,0,1,2,2,0,0,0,2,1,1,3,4,1,5,7,6,2,3,11,10,9,5,3,7,5,4,5,6,12,4,11,6,10,11,13,8,,6,5,5,5,2,0,3,4,5,3,6,5,7,7,7,,11,15,17,18,25,24,20,20,19,17,16,17,16,17,13,12,15,0,10,10,8,7,6,10,18,13,14,11,7,6,9,4,3,2,3,1,2,2,2,2,1,0,0,9.0,5.0
2022-03-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-18 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-18 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-18 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-18 04:00:00,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,4,5,11,0,12,13,16,0,14,0,6,16,4,0,0,17,0,13,0,12,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-18 05:00:00,0,0,0,0,0,2,0,1,1,2,2,1,0,0,3,4,3,5,6,10,12,10,4,7,8,0,5,8,7,6,6,4,6,6,3,5,6,3,6,0,5,13,12,15,6,16,13,6,10,,11,8,6,4,2,1,3,7,9,1,10,9,9,6,7,,9,6,11,14,16,14,5,6,14,0,14,15,19,0,18,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0
2022-03-18 06:00:00,0,1,1,0,0,4,4,3,4,6,4,5,0,5,6,8,11,15,17,22,24,21,7,9,10,12,11,12,11,6,7,11,9,10,10,9,10,6,6,9,6,12,13,13,12,13,9,7,6,,4,6,4,4,3,4,3,2,2,2,1,4,5,6,7,,9,18,19,19,25,25,23,21,10,10,23,21,22,23,13,29,30,6,15,14,10,9,6,3,5,5,6,5,4,3,3,3,3,3,1,8,18,19,17,3,0,0,0,5.0,9.0
2022-03-18 07:00:00,0,1,3,0,0,17,17,8,6,9,9,9,7,6,8,16,18,17,18,30,29,20,10,17,21,24,30,21,22,17,21,22,21,20,20,16,16,17,18,17,20,23,22,24,25,22,16,17,15,,14,13,9,7,6,5,4,4,3,3,4,4,4,5,9,,13,18,18,23,36,37,27,25,27,26,25,25,26,24,25,32,34,0,36,26,20,22,11,9,14,13,12,16,17,20,21,20,20,18,16,24,28,32,32,2,1,1,0,14.0,18.0
2022-03-18 08:00:00,0,1,2,0,0,20,20,14,11,9,8,7,7,4,11,16,16,20,19,21,34,27,15,20,16,19,22,44,45,45,42,44,42,39,31,31,31,31,30,26,25,30,28,26,23,31,20,21,22,,25,25,23,20,13,11,7,3,5,6,5,6,8,10,15,,18,31,35,37,41,41,37,36,32,32,33,32,34,36,35,35,37,0,39,26,22,21,26,25,39,41,34,24,25,20,17,11,14,5,5,12,20,20,22,1,0,0,0,24.0,18.0
2022-03-18 09:00:00,1,0,1,0,0,4,6,2,6,5,4,10,0,0,3,8,13,17,16,24,27,21,8,12,12,11,14,30,30,29,30,30,29,19,27,26,28,27,25,19,20,20,16,21,18,22,20,18,14,,14,11,10,10,9,8,6,3,6,6,5,6,8,6,9,,9,15,20,19,33,23,30,27,19,17,16,17,22,23,25,26,25,24,23,13,11,14,12,8,11,9,8,7,8,6,11,9,8,2,4,7,16,18,16,1,0,0,0,14.0,10.0
2022-03-18 10:00:00,0,1,0,1,0,7,8,7,5,6,6,2,4,2,11,6,12,13,14,19,18,16,10,13,16,14,15,20,24,23,23,22,26,26,26,24,25,25,21,18,24,29,28,24,21,20,15,17,15,,12,10,7,5,4,4,6,2,5,3,4,6,7,8,9,,10,20,21,22,26,25,21,18,16,17,16,15,18,19,20,19,17,0,19,16,12,8,7,6,10,11,11,9,10,8,9,4,5,4,6,10,12,14,16,1,0,0,0,13.0,12.0
2022-03-18 11:00:00,0,1,1,0,0,5,5,2,4,5,5,6,0,7,7,9,14,15,7,16,18,16,8,12,15,18,17,28,25,24,24,26,25,24,23,16,16,13,22,17,18,16,15,15,12,14,12,9,8,,10,8,5,4,3,2,4,8,2,6,7,6,8,8,9,,19,31,28,29,32,34,34,30,17,18,14,18,17,18,18,18,16,6,16,13,9,8,8,7,9,8,9,8,6,7,9,7,6,6,4,6,9,9,9,2,0,0,0,11.0,12.0
2022-03-18 12:00:00,0,1,1,0,0,8,8,7,5,4,5,4,6,7,5,8,10,9,12,13,14,11,9,12,14,14,17,25,12,24,21,20,19,19,17,18,11,17,16,18,20,19,17,19,14,15,11,11,10,,8,9,7,8,7,4,5,4,3,1,5,6,10,5,9,,11,21,20,22,13,23,22,16,11,12,8,13,14,11,11,17,15,15,16,12,10,11,9,5,13,15,14,13,12,11,9,6,8,7,7,7,10,12,9,2,0,0,0,9.0,11.0
