Unnamed: 0,1_진관공영차고지,2_동산동능모퉁이.한국지역난방공사,3_지축교앞,4_진관중고교약수사입구,5_진관초교입구,6_푸르지오625동앞.관음사입구,7_푸르지오621동앞,8_아이파크708동앞,9_진관중고교.약수사앞,10_래미안909동앞,11_구파발역.롯데몰,12_박석고개.신도고등학교,13_세명컴퓨터고등학교,14_연신내역.연서시장,15_동명여고.천주교불광동성당,16_불광역3.6호선,17_불광역3호선.서울혁신파크,18_한전성서지사.북한산푸르지오,19_녹번역,20_산골고개,21_홍제역(중).서대문세무서,22_홍제삼거리.인왕산한신휴플러스,23_무악재역,24_안산초등학교,25_독립문역.한성과학고,26_영천시장,27_서대문역,28_경찰청.동북아역사재단,29_서울역버스환승센터,30_숭례문,31_시청앞,32_서울신문사,33_KT광화문지사,34_사직동주민센터,35_사직단.어린이도서관,36_독립문역.한성과학고,37_무악재역,38_인왕산.홍제원아파트,39_홍제역(중).서대문세무서,40_산골고개,41_녹번역,42_한전성서지사.북한산푸르지오,43_불광역3호선.서울혁신파크,44_불광역3.6호선,45_동명여고.천주교불광동성당,46_연신내역.연서시장,47_세명컴퓨터고등학교,48_박석고개.신도고등학교,49_구파발(가상),50_구파발역2번출구,51_롯데캐슬823동앞,52_진관중고교.약수사앞,53_아이파크714동앞,54_아이파크701동앞,55_푸르지오604동앞,56_푸르지오614동앞,57_푸르지오618동앞.관음사입구,58_진관초교관음사입구,59_진관중고교약수사입구,60_지축교앞,61_진관공영차고지
2022-03-26 13:00:00,0,1,0,0,1,4,8,12,18,20,13,18,19,21,21,21,23,24,24,23,21,21,23,13,16,23,14,11,9,11,14,16,21,16,15,14,13,12,12,13,14,9,15,12,11,12,11,10,5,14,11,6,4,3,3,1,2,1,0,0,0
2022-03-26 14:00:00,0,1,0,0,0,3,8,14,15,16,20,20,19,13,13,12,14,12,15,16,18,20,21,22,32,28,17,13,7,8,7,7,8,7,7,8,8,7,9,14,13,14,15,14,14,18,15,13,12,15,11,10,5,5,3,0,1,2,0,1,0
2022-03-26 15:00:00,0,1,0,0,0,2,4,10,10,12,12,15,15,19,16,17,21,23,22,11,17,12,14,13,14,11,13,9,10,12,15,16,10,11,11,13,7,10,9,11,11,12,11,16,16,15,13,12,9,14,13,12,10,7,6,3,0,0,0,0,0
2022-03-26 16:00:00,0,4,0,0,0,4,9,12,12,19,14,16,24,24,13,11,12,13,14,14,12,18,6,0,14,11,10,7,8,7,10,13,15,12,14,16,10,12,14,14,13,15,15,19,15,18,15,18,17,17,14,13,7,6,4,3,5,2,0,0,0
2022-03-26 17:00:00,0,2,0,0,0,3,9,16,20,27,19,20,19,23,20,17,15,15,17,14,11,11,10,0,9,10,7,6,8,8,11,13,14,15,17,17,13,14,14,15,13,11,12,12,11,11,10,6,8,12,11,10,5,4,3,2,0,0,0,0,0
2022-03-26 18:00:00,0,0,0,0,0,2,6,10,12,13,19,16,14,9,8,11,12,9,12,11,12,13,12,0,13,10,9,5,5,7,14,12,12,11,12,13,15,14,13,12,15,13,14,18,17,19,19,18,16,20,19,16,9,13,11,8,6,0,0,0,0
2022-03-26 19:00:00,0,0,0,0,0,0,5,7,5,8,9,9,8,8,12,12,12,11,10,10,11,9,7,6,9,6,0,5,7,7,10,12,11,11,12,10,9,9,10,11,12,11,9,9,6,8,9,10,9,14,12,9,6,5,4,0,0,0,0,0,0
2022-03-26 20:00:00,0,0,0,0,0,0,2,3,0,2,10,13,10,16,14,12,11,9,7,9,3,6,7,0,5,7,7,8,5,5,6,10,14,13,15,16,15,6,14,12,12,10,8,9,8,13,12,6,9,8,7,4,6,1,4,3,0,0,0,0,0
2022-03-26 21:00:00,0,0,1,0,0,0,1,0,2,2,8,0,7,4,4,5,4,6,5,4,2,3,0,2,0,4,2,3,5,3,6,7,9,13,14,9,8,7,9,11,11,8,12,9,9,11,8,7,4,16,14,12,9,7,7,2,6,1,0,0,0
2022-03-26 22:00:00,0,0,0,0,0,1,1,2,2,4,6,4,5,7,6,4,5,4,3,6,5,1,0,6,5,3,2,1,3,4,5,6,6,10,15,8,14,13,13,12,10,9,9,11,11,18,16,16,0,19,12,9,8,9,7,4,3,1,0,0,0
2022-03-26 23:00:00,0,1,0,0,0,0,1,1,0,6,8,7,8,17,15,13,11,10,10,9,9,8,0,0,2,0,0,0,3,5,7,8,10,8,7,7,8,7,5,5,7,4,7,9,4,11,12,10,0,13,10,8,6,3,3,0,2,1,0,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,0,0,0,0,2,3,2,3,2,1,0,3,3,5,2,0,4,3,3,5,0,0,4,4,6,5,4,0,0,1,0,0,1,0,0,2,3,0,3,0,4,6,6,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,0,0,0,0,2,0,4,4,5,5,2,0,4,5,6,1,7,8,7,6,9,9,0,0,5,9,6,5,2,1,1,0,0,0,0,2,0,3,2,0,3,4,3,0,3,3,4,0,2,5,4,3,2,0,1,0,0,0,0,0,0
2022-03-27 07:00:00,0,0,0,0,0,2,1,4,4,6,4,6,6,7,7,8,4,7,7,7,9,10,8,12,13,5,9,7,1,0,0,0,0,1,2,0,0,0,0,1,0,3,2,2,1,3,2,1,0,4,3,2,1,2,1,0,0,0,0,0,0
2022-03-27 08:00:00,0,0,0,0,0,4,7,8,9,10,8,9,11,11,12,13,12,12,11,7,10,9,6,7,11,10,8,6,3,3,2,1,2,0,1,1,3,0,2,3,4,7,9,10,11,11,13,0,12,11,3,1,0,0,0,0,0,0,0,0,0
2022-03-27 09:00:00,0,0,0,2,0,5,13,17,21,23,15,15,22,20,21,20,17,17,13,14,19,20,21,20,17,16,9,5,4,3,2,3,2,4,4,8,6,11,14,18,16,14,11,10,7,9,7,8,6,20,17,7,3,2,0,0,0,1,0,0,0
2022-03-27 10:00:00,0,0,0,0,1,4,11,18,22,24,15,16,15,8,7,10,11,14,14,12,16,7,6,0,8,12,11,9,6,4,3,3,4,3,5,6,6,6,11,13,13,13,13,12,10,11,14,11,8,5,3,1,0,2,1,0,0,1,0,0,0
2022-03-27 11:00:00,0,0,1,1,0,2,7,14,15,14,11,15,20,13,15,19,18,20,17,15,13,13,0,0,18,10,16,14,10,6,7,6,5,11,9,2,11,9,9,7,10,11,6,12,12,7,8,6,7,6,2,1,2,1,5,0,0,3,0,0,0
2022-03-27 12:00:00,0,1,0,0,1,4,13,23,43,46,31,32,41,21,20,21,24,24,24,23,23,21,6,0,22,18,14,11,9,6,7,12,8,6,7,8,7,6,7,8,8,8,9,12,10,9,12,14,13,11,9,8,3,2,0,0,0,0,1,0,0
2022-03-27 13:00:00,0,0,0,0,0,2,14,15,12,16,16,17,18,20,21,22,21,23,23,23,20,20,21,9,16,16,11,12,9,6,5,3,9,11,12,7,6,7,6,3,5,3,8,11,8,16,18,15,13,14,11,9,7,3,2,0,4,1,0,0,0
2022-03-27 14:00:00,0,1,1,0,1,6,9,21,24,23,19,21,21,27,9,27,23,20,17,13,13,14,15,15,16,14,12,11,11,12,11,9,13,13,13,13,14,14,15,17,16,13,12,15,14,13,9,10,8,9,9,8,4,4,3,0,6,0,0,0,0
2022-03-27 15:00:00,0,1,0,0,0,3,8,13,14,19,17,18,18,14,14,16,19,22,23,18,17,11,7,10,15,6,10,8,7,7,11,12,10,17,16,16,18,14,10,15,10,13,11,13,7,9,6,5,4,9,8,1,7,4,2,1,0,0,0,0,0
2022-03-27 16:00:00,0,1,0,0,0,5,7,12,12,15,20,24,22,21,18,18,20,23,19,17,17,16,5,0,17,14,12,7,10,9,8,14,15,20,16,12,9,12,13,12,14,13,14,14,12,13,13,10,12,15,12,10,6,8,5,4,7,0,0,0,0
2022-03-27 17:00:00,0,0,0,0,0,2,8,12,12,10,13,15,16,23,22,22,18,19,18,19,14,16,17,16,18,19,15,5,6,5,10,12,18,21,20,14,19,19,16,17,18,17,19,17,14,14,13,5,12,16,10,9,5,4,0,1,2,0,0,0,0
2022-03-27 18:00:00,0,1,0,0,0,1,4,8,10,18,25,25,20,11,12,18,25,29,23,18,18,16,16,13,16,15,12,11,7,6,5,9,16,16,17,16,13,11,12,11,11,11,13,13,10,11,8,7,0,14,12,11,8,6,5,4,4,0,0,0,0
2022-03-27 19:00:00,0,1,0,0,0,3,4,5,6,5,9,9,11,14,5,6,8,10,9,8,7,3,8,3,0,8,6,8,10,9,8,9,12,15,12,11,10,9,10,8,7,6,7,8,5,8,6,3,4,9,9,8,6,0,2,2,2,0,0,0,0
2022-03-27 20:00:00,1,0,0,0,0,1,4,6,0,8,6,7,0,5,17,14,13,14,0,0,11,0,6,0,10,8,0,7,5,2,3,9,11,15,17,7,16,6,13,10,10,10,12,13,12,12,7,6,3,8,6,5,3,2,1,0,1,0,0,0,0
2022-03-27 21:00:00,0,1,0,0,0,2,3,4,2,6,6,4,3,5,1,0,5,3,3,0,0,0,0,0,2,3,1,0,8,7,7,7,9,10,11,9,7,11,10,5,9,0,0,11,8,13,11,10,9,11,10,8,5,2,0,0,0,0,0,0,0
2022-03-27 22:00:00,0,0,0,0,0,0,0,1,0,0,2,0,1,6,6,8,12,3,1,8,5,0,0,0,4,4,2,0,7,8,8,8,10,15,13,16,16,14,12,13,12,11,11,10,6,7,6,2,0,20,18,16,9,6,3,2,2,0,0,0,0
2022-03-27 23:00:00,0,1,0,0,0,0,0,2,0,0,4,5,5,11,7,7,6,7,6,5,5,0,0,0,0,0,2,0,2,0,4,7,5,7,8,9,3,7,4,3,5,4,4,4,2,13,14,14,3,22,20,17,13,8,5,4,3,1,0,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,0,0,1,0,0,0,1,2,0,0,4,5,6,3,0,5,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,0,0,0,0,0,2,5,10,11,12,6,6,14,14,13,17,16,17,14,16,20,11,9,12,21,20,17,12,5,3,2,0,3,2,0,0,3,0,1,5,0,4,4,0,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,1,0,0,0,2,8,12,23,26,29,20,25,13,15,21,22,21,23,23,22,36,16,37,39,20,19,17,13,5,2,1,3,0,2,1,0,2,0,3,5,4,7,4,5,5,5,6,5,0,2,1,2,1,0,0,0,0,0,0,0,0
2022-03-28 07:00:00,0,1,2,3,4,10,27,43,48,50,33,33,36,37,32,36,40,52,55,56,60,62,52,62,62,57,44,32,8,5,6,7,6,4,3,3,0,5,7,11,15,19,20,19,18,22,21,20,4,22,16,4,4,1,0,0,0,0,0,0,0
2022-03-28 08:00:00,1,1,0,0,3,12,22,38,47,44,31,39,55,45,44,44,47,49,54,56,59,60,65,65,72,68,45,27,14,13,8,10,6,4,4,3,0,4,3,5,6,6,7,11,13,15,15,12,13,15,13,8,5,2,4,3,1,2,1,0,0
2022-03-28 09:00:00,0,0,1,0,1,5,12,24,28,30,20,20,32,21,23,21,21,27,26,27,34,27,27,26,43,40,25,16,13,8,10,16,21,13,6,5,6,5,5,6,8,9,7,6,6,6,8,4,7,9,4,3,3,2,1,0,0,1,0,0,0
2022-03-28 10:00:00,0,0,0,0,1,6,9,15,18,18,16,15,14,17,16,12,10,14,16,11,19,20,21,16,23,21,19,17,6,5,6,6,5,5,5,5,3,5,3,4,4,5,6,8,4,5,5,1,4,7,6,5,3,2,1,0,0,1,0,0,0
2022-03-28 11:00:00,0,1,0,0,0,3,11,16,19,19,14,15,19,17,14,13,13,14,15,14,14,16,16,15,14,16,11,10,13,11,11,8,10,9,6,8,7,6,12,8,9,9,8,8,9,13,10,8,7,7,5,5,4,3,2,1,0,0,0,0,0
2022-03-28 12:00:00,0,1,1,0,0,5,9,13,14,16,12,13,13,13,12,11,13,17,18,19,18,14,17,18,19,20,14,13,7,9,8,7,9,6,11,12,11,7,8,12,8,13,11,10,9,12,6,3,4,15,13,11,6,5,3,0,1,1,0,0,0
2022-03-28 13:00:00,0,0,1,1,0,4,6,11,15,17,17,21,21,18,23,22,23,26,21,16,21,23,16,22,18,17,16,14,5,6,9,8,12,10,9,7,5,6,11,10,11,12,13,13,10,8,9,0,7,8,7,6,6,3,1,4,3,0,0,0,0
2022-03-28 14:00:00,0,0,0,0,0,4,9,16,23,26,23,20,18,17,16,17,22,17,19,17,14,13,14,15,10,20,13,10,7,5,9,9,11,17,18,15,10,14,10,9,12,13,11,11,10,12,10,9,9,12,6,11,9,8,5,3,2,0,0,0,0
2022-03-28 15:00:00,0,1,0,0,0,4,9,13,30,32,31,29,27,20,18,15,13,11,13,12,13,13,11,14,13,12,9,8,5,9,13,22,21,21,24,22,21,22,22,24,22,22,21,21,20,18,17,19,17,21,18,15,12,9,6,3,0,1,0,0,0
2022-03-28 16:00:00,0,0,0,0,2,3,6,16,17,19,22,22,38,29,49,45,43,37,29,26,14,14,8,19,16,15,13,8,7,9,17,21,25,18,22,20,19,20,24,29,27,24,23,27,32,26,26,24,21,22,16,13,13,11,6,8,7,3,2,0,0
2022-03-28 17:00:00,0,2,1,0,0,3,7,13,17,17,20,21,21,18,22,24,21,18,14,13,11,10,12,0,12,12,13,16,15,23,27,31,36,36,39,32,30,31,44,42,38,34,33,33,29,23,22,20,19,21,18,16,13,12,9,8,5,1,0,0,0
2022-03-28 18:00:00,1,2,0,1,0,4,9,17,18,4,10,12,13,11,14,13,13,12,17,13,10,11,10,9,10,11,21,25,11,14,22,32,44,44,47,44,43,37,35,36,36,36,34,37,30,30,27,23,20,25,21,20,14,11,7,4,2,0,0,0,0
2022-03-28 19:00:00,0,0,0,0,2,3,2,7,8,7,8,7,12,11,8,12,13,12,5,9,10,10,10,5,9,8,5,7,4,6,12,18,24,31,28,24,23,23,23,24,28,25,23,20,17,22,17,16,15,27,26,19,23,15,12,11,8,1,0,0,0
2022-03-28 20:00:00,0,1,0,0,0,1,2,5,2,4,8,10,11,9,2,9,9,11,8,9,9,8,6,6,5,5,6,9,6,4,6,11,19,20,22,21,19,18,17,16,13,12,13,12,9,18,10,8,8,20,22,19,13,6,5,3,1,0,0,0,0
2022-03-28 21:00:00,0,0,0,0,0,1,2,3,3,2,11,14,12,12,10,9,10,7,6,5,5,4,4,0,4,0,4,3,5,6,10,15,18,17,18,19,18,19,17,17,18,17,19,19,18,20,14,10,9,19,18,14,9,6,3,2,2,0,0,0,0
2022-03-28 22:00:00,0,0,0,0,0,0,0,1,1,0,3,0,4,5,0,4,5,3,2,2,3,0,0,0,4,3,4,4,4,5,8,11,13,16,17,15,14,14,15,18,17,13,13,13,10,21,15,17,15,25,25,24,12,10,6,4,3,1,0,0,0
2022-03-28 23:00:00,0,0,0,0,0,0,1,0,0,1,2,2,4,10,7,8,6,5,5,4,4,4,0,3,1,3,1,3,4,2,5,5,9,11,11,10,9,8,8,8,7,6,6,8,9,18,13,9,5,13,12,9,7,5,3,3,1,0,0,0,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,0,1,2,0,0,1,2,0,2,1,0,3,5,3,6,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,0,0,0,0,0,2,5,11,11,10,7,6,11,13,14,22,23,25,22,11,26,26,8,25,22,19,13,11,5,2,2,3,1,3,0,0,1,2,4,1,0,0,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 06:00:00,1,0,0,0,2,6,12,27,34,37,16,19,20,20,21,22,21,27,29,27,27,30,32,0,17,17,13,12,5,2,2,3,4,0,3,2,0,2,3,4,4,7,4,7,5,4,5,6,3,5,1,0,4,0,0,0,0,2,0,0,0
2022-03-29 07:00:00,0,2,1,2,5,11,30,42,51,41,41,38,53,35,34,27,31,34,35,37,48,53,53,51,56,47,28,22,7,5,4,5,4,4,4,5,4,7,16,10,30,35,38,32,14,17,20,20,19,20,17,1,0,2,1,0,0,3,0,1,0
2022-03-29 08:00:00,0,1,0,0,1,6,17,30,52,49,21,29,44,41,44,53,57,60,60,64,58,64,68,68,67,58,41,25,16,13,11,7,6,4,3,4,5,7,5,6,11,14,12,14,11,14,17,23,21,23,23,10,6,1,4,3,3,3,0,0,0
2022-03-29 09:00:00,0,0,0,0,0,7,15,22,30,27,13,20,28,26,23,20,28,22,34,33,39,25,20,38,37,45,37,21,14,10,11,11,9,5,4,7,7,6,8,10,9,11,11,8,8,8,10,9,8,5,4,3,2,0,0,0,0,1,0,0,0
2022-03-29 10:00:00,0,1,0,0,3,7,9,14,20,20,17,16,18,16,10,15,11,10,0,5,10,11,0,7,12,12,8,7,8,6,6,6,6,7,5,7,0,5,4,6,8,6,5,5,5,8,8,6,3,6,4,3,3,0,2,2,0,1,0,0,0
2022-03-29 11:00:00,0,0,0,0,1,3,8,6,15,6,14,12,15,17,16,17,16,17,15,12,11,12,0,9,11,12,13,10,7,6,10,10,7,6,6,7,10,11,15,15,18,23,18,15,11,8,9,9,7,8,8,7,6,5,3,1,0,0,0,0,0
2022-03-29 12:00:00,0,2,0,0,3,5,8,14,19,14,14,16,15,17,16,15,11,11,10,10,10,11,0,7,6,10,8,6,7,9,8,10,9,11,10,8,6,5,9,9,8,10,11,12,10,8,8,11,9,13,12,11,10,6,3,2,0,0,0,0,0
2022-03-29 13:00:00,0,0,1,0,2,7,9,11,18,15,13,12,14,19,18,16,14,15,11,14,17,8,17,19,18,14,11,9,6,7,8,10,9,9,8,10,8,6,8,9,10,8,8,7,7,9,10,9,4,12,7,6,3,5,2,1,1,0,0,0,0
2022-03-29 14:00:00,0,1,1,0,0,6,9,14,21,23,25,12,13,12,11,10,14,15,13,14,13,13,12,13,13,15,13,10,7,6,12,15,15,12,14,12,11,12,11,13,6,7,9,13,12,11,11,10,0,10,8,6,6,5,0,4,1,0,0,0,0
2022-03-29 15:00:00,0,1,0,0,1,3,10,17,23,25,22,23,22,12,13,9,10,9,9,10,12,6,7,11,13,11,13,11,5,6,10,14,19,21,30,19,17,16,17,15,15,12,17,17,14,20,19,32,30,38,31,26,17,13,7,2,1,0,0,0,0
2022-03-29 16:00:00,0,1,0,0,0,2,4,10,16,18,22,16,20,13,26,27,24,28,23,19,15,13,12,10,14,14,9,9,5,11,15,19,24,24,25,26,23,22,23,18,16,16,15,21,31,34,31,30,28,25,17,14,12,11,9,6,4,0,0,0,0
2022-03-29 17:00:00,0,3,0,1,0,4,10,16,17,18,19,21,20,15,13,16,15,16,13,12,11,12,7,14,12,17,13,14,16,18,21,23,25,23,27,25,21,23,24,25,24,23,28,30,22,26,25,17,15,26,21,19,13,9,5,5,4,0,0,0,0
2022-03-29 18:00:00,0,1,0,0,0,3,5,11,14,13,14,14,11,13,13,16,16,20,15,14,15,7,17,7,11,15,18,21,15,21,30,43,51,53,55,50,46,41,37,33,29,30,32,38,30,31,29,27,20,34,30,26,20,13,8,7,4,0,0,0,0
2022-03-29 19:00:00,0,4,0,0,0,2,4,10,10,13,14,13,13,8,8,7,9,8,8,7,4,5,3,0,4,8,10,8,3,5,11,14,26,28,26,28,27,24,19,19,18,20,17,17,16,18,16,13,11,25,20,19,14,11,9,4,6,0,0,0,0
2022-03-29 20:00:00,0,0,0,0,0,1,4,7,9,11,8,14,13,17,15,13,11,3,2,3,5,2,1,0,0,3,3,13,4,5,7,17,19,25,26,20,20,19,22,22,23,22,19,19,17,18,14,12,6,28,24,22,11,8,4,4,3,0,0,0,0
2022-03-29 21:00:00,0,0,0,0,0,1,2,4,3,5,8,4,5,8,8,9,14,6,13,6,5,4,0,0,5,4,4,1,7,9,13,15,16,22,24,23,21,16,15,16,14,12,13,13,14,20,16,14,8,29,26,24,15,12,10,6,4,1,0,0,0
2022-03-29 22:00:00,0,0,0,0,0,0,3,4,3,3,6,4,4,3,3,5,4,6,4,4,2,5,1,0,1,4,3,4,4,2,7,10,15,15,17,14,15,14,15,16,18,15,17,18,15,17,13,14,12,28,25,24,19,14,8,6,6,1,0,0,0
2022-03-29 23:00:00,0,0,0,0,0,0,2,3,4,6,7,0,6,10,11,10,14,12,11,7,6,5,4,0,3,4,1,6,8,7,13,16,16,15,14,16,14,12,11,10,5,4,7,9,8,9,6,7,5,19,18,16,14,7,6,4,3,0,0,0,0
2022-03-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 04:00:00,0,0,0,0,0,0,1,3,0,1,3,0,5,0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 05:00:00,0,0,0,0,0,2,6,9,14,16,10,9,10,7,10,8,7,8,2,9,11,13,0,10,8,10,10,9,3,2,3,4,2,4,3,2,2,0,5,10,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 06:00:00,0,0,0,1,4,11,17,30,35,36,18,20,26,26,26,27,26,29,30,31,19,20,21,18,23,25,21,15,5,4,2,3,2,2,2,0,3,2,4,3,4,5,3,8,5,8,6,5,0,3,4,2,3,1,0,0,0,0,0,0,0
2022-03-30 07:00:00,0,1,1,2,3,11,29,50,59,55,38,34,44,36,34,36,39,42,42,51,57,52,58,59,60,50,37,21,9,5,4,5,3,2,2,2,3,5,15,16,20,22,27,29,19,21,22,24,23,24,16,6,2,0,0,0,0,1,0,0,0
2022-03-30 08:00:00,0,1,1,0,1,4,23,47,56,64,34,42,47,35,41,44,51,55,54,55,65,64,64,67,68,62,46,32,16,10,11,14,9,8,6,6,1,7,11,13,15,16,15,14,14,15,17,11,10,15,13,15,12,6,3,0,3,1,0,0,0
2022-03-30 09:00:00,0,1,0,1,2,5,11,26,30,30,22,22,28,23,23,22,27,37,37,35,37,40,41,41,43,39,31,19,13,5,9,8,8,8,6,7,2,7,3,6,5,6,7,7,8,7,7,6,5,8,7,6,5,4,0,0,0,0,1,0,0
2022-03-30 10:00:00,0,1,0,1,0,4,6,11,15,19,11,11,14,33,30,29,27,27,27,25,25,26,25,24,24,20,15,12,8,7,4,8,8,4,4,7,5,4,3,3,5,7,8,8,9,8,10,9,4,7,5,6,5,4,3,2,0,1,0,0,0
2022-03-30 11:00:00,0,1,1,0,0,6,8,16,10,12,13,14,17,16,17,18,24,25,26,23,25,27,12,13,25,23,14,14,6,8,8,8,10,7,4,5,6,6,9,12,15,15,9,14,11,9,8,5,4,14,5,10,3,4,1,0,1,0,0,0,0
2022-03-30 12:00:00,0,0,0,0,0,3,6,12,15,16,13,11,12,16,16,11,11,13,11,10,12,16,16,0,13,14,11,9,6,6,13,12,12,10,11,11,10,0,9,10,11,10,8,9,10,11,11,10,7,6,6,5,3,3,2,1,0,0,0,0,0
2022-03-30 13:00:00,0,0,0,0,0,3,6,7,10,11,12,10,8,7,10,9,11,9,10,11,14,12,13,14,14,12,9,8,5,6,5,6,8,14,13,6,7,13,20,19,18,14,16,19,16,13,11,11,4,15,12,9,7,3,1,0,0,0,0,0,0
2022-03-30 14:00:00,0,1,0,0,0,1,6,8,33,34,15,13,16,15,14,11,8,10,9,7,6,5,6,0,7,5,7,8,6,5,9,15,16,13,9,12,7,12,10,8,9,14,15,14,12,14,15,19,1,21,16,15,10,7,5,3,1,0,0,0,0
