Unnamed: 0,1_진관공영차고지,2_동산동능모퉁이.한국지역난방공사,3_지축교앞,4_진관중고교약수사입구,5_진관초교입구,6_푸르지오625동앞.관음사입구,7_푸르지오621동앞,8_아이파크708동앞,9_진관중고교.약수사앞,10_래미안909동앞,11_구파발역.롯데몰,12_박석고개.신도고등학교,13_세명컴퓨터고등학교,14_연신내역.연서시장,15_동명여고.천주교불광동성당,16_불광역3.6호선,17_불광역3호선.서울혁신파크,18_한전성서지사.북한산푸르지오,19_녹번역,20_산골고개,21_홍제역(중).서대문세무서,22_홍제삼거리.인왕산한신휴플러스,23_무악재역,24_안산초등학교,25_독립문역.한성과학고,26_영천시장,27_서대문역,28_경찰청.동북아역사재단,29_서울역버스환승센터,30_숭례문,31_시청앞,32_서울신문사,33_KT광화문지사,34_사직동주민센터,35_사직단.어린이도서관,36_독립문역.한성과학고,37_무악재역,38_인왕산.홍제원아파트,39_홍제역(중).서대문세무서,40_산골고개,41_녹번역,42_한전성서지사.북한산푸르지오,43_불광역3호선.서울혁신파크,44_불광역3.6호선,45_동명여고.천주교불광동성당,46_연신내역.연서시장,47_세명컴퓨터고등학교,48_박석고개.신도고등학교,49_구파발(가상),50_구파발역2번출구,51_롯데캐슬823동앞,52_진관중고교.약수사앞,53_아이파크714동앞,54_아이파크701동앞,55_푸르지오604동앞,56_푸르지오614동앞,57_푸르지오618동앞.관음사입구,58_진관초교관음사입구,59_진관중고교약수사입구,60_지축교앞,61_진관공영차고지
2022-03-30 15:00:00,0,0,0,0,0,2,6,11,21,22,32,24,22,18,35,34,30,28,25,20,15,11,12,13,14,13,12,10,7,9,16,22,23,28,34,28,25,23,24,23,21,21,19,20,18,13,11,7,10,21,15,13,8,8,6,2,2,0,0,0,0
2022-03-30 16:00:00,2,1,0,0,0,4,8,18,14,16,14,12,16,12,13,15,16,17,15,16,13,14,13,11,13,11,8,8,7,6,11,16,19,27,35,34,29,24,22,22,24,22,18,21,18,21,14,15,14,23,21,20,13,8,5,4,3,0,0,0,0
2022-03-30 17:00:00,0,1,1,0,0,4,15,20,21,22,21,21,18,14,14,17,15,15,13,14,13,15,9,11,8,18,14,22,5,8,20,30,34,33,32,33,32,22,25,22,20,21,21,23,21,20,24,19,18,24,20,16,9,6,5,3,3,1,0,0,0
2022-03-30 18:00:00,2,2,1,0,0,2,4,10,14,17,28,29,34,24,22,21,20,16,14,12,11,10,9,11,15,21,36,39,10,14,24,34,39,44,44,43,40,42,45,40,39,34,34,36,28,31,16,14,13,40,36,34,26,17,8,6,4,1,2,0,0
2022-03-30 19:00:00,0,0,1,0,0,1,5,10,11,16,16,16,13,14,12,6,13,12,13,12,6,2,5,3,3,5,8,6,8,11,14,26,35,33,33,31,28,25,22,20,16,18,25,25,26,38,20,17,15,20,15,14,9,5,4,3,2,0,0,0,0
2022-03-30 20:00:00,0,1,0,0,0,1,3,5,7,5,6,7,6,6,8,6,6,5,6,4,5,0,0,0,4,1,8,7,5,6,12,16,21,24,26,25,23,20,23,20,22,22,15,21,19,19,14,11,13,20,19,18,14,11,6,4,2,0,0,0,0
2022-03-30 21:00:00,0,0,1,0,0,0,2,4,5,6,10,11,8,9,11,9,11,9,6,11,8,9,7,0,4,9,10,11,8,11,11,13,19,20,21,23,21,22,18,14,19,18,19,17,15,15,17,18,5,26,23,19,17,11,7,4,3,0,0,0,0
2022-03-30 22:00:00,0,0,0,0,0,1,1,3,2,5,6,0,5,8,7,6,7,5,5,4,3,3,2,0,0,2,4,5,4,6,9,15,20,19,21,19,13,12,12,11,14,11,12,10,9,18,13,12,5,28,28,22,13,9,5,5,4,0,0,0,0
2022-03-30 23:00:00,0,1,0,0,0,0,2,2,0,4,7,7,8,14,11,5,10,9,7,7,5,4,2,0,6,2,3,1,5,4,7,8,9,11,11,9,12,9,8,9,10,8,10,9,6,7,8,6,0,17,13,11,8,6,4,3,2,2,1,0,0
2022-03-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 04:00:00,1,0,0,0,0,0,2,1,1,2,3,4,6,8,9,12,14,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 05:00:00,0,0,0,0,0,3,7,8,9,11,6,5,9,9,12,12,13,12,12,12,15,16,0,17,15,16,13,11,7,6,2,1,2,2,0,3,2,0,2,5,6,6,2,2,3,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
2022-03-31 06:00:00,0,0,0,0,2,4,8,18,21,18,17,15,22,19,21,23,20,21,20,18,19,25,26,25,23,20,17,13,6,6,3,2,0,1,1,0,0,0,2,3,4,5,7,6,4,6,4,2,2,3,0,1,2,1,0,0,0,0,0,0,0
2022-03-31 07:00:00,0,1,2,3,5,12,28,49,55,51,41,35,36,34,30,33,36,41,45,48,56,48,56,58,58,46,25,20,7,6,4,4,1,1,4,2,1,4,5,4,11,10,11,13,11,10,14,13,8,16,11,7,4,2,3,0,0,2,0,0,0
2022-03-31 08:00:00,0,1,0,0,1,5,16,26,29,28,20,26,34,34,33,35,41,51,55,51,59,63,63,64,65,59,41,26,11,9,8,9,5,5,5,6,8,8,9,8,9,10,8,5,7,8,9,0,8,10,8,6,5,3,2,0,1,1,0,0,0
2022-03-31 09:00:00,0,0,1,0,0,6,18,22,27,21,16,15,27,27,27,26,26,27,27,28,26,28,31,31,33,31,26,17,10,7,6,8,13,11,3,3,0,3,5,10,5,9,7,6,7,6,5,4,2,8,5,3,3,1,1,0,0,1,0,0,0
2022-03-31 10:00:00,0,0,0,0,0,3,4,8,12,14,15,10,17,14,11,13,17,9,15,8,17,16,17,15,18,18,13,12,7,6,7,1,6,5,2,5,0,4,5,7,7,7,7,11,9,5,5,2,3,6,5,4,3,2,1,0,0,0,0,0,0
2022-03-31 11:00:00,0,0,0,0,0,2,10,16,16,17,12,14,25,28,25,22,21,20,21,19,16,11,12,15,16,15,13,12,5,5,5,6,5,5,4,6,6,6,11,13,9,10,9,10,9,8,8,9,7,7,5,3,2,0,3,2,1,0,0,0,0
2022-03-31 12:00:00,0,0,1,1,0,6,6,10,18,18,14,13,15,13,13,14,13,14,13,11,17,16,16,16,17,14,13,12,5,8,10,9,12,12,9,8,8,7,11,11,12,12,12,14,11,11,10,8,9,9,8,4,1,2,0,0,2,0,0,0,0
2022-03-31 13:00:00,0,0,0,0,0,5,10,16,18,20,14,13,13,16,15,13,13,6,12,5,15,17,18,17,13,9,6,7,5,6,9,9,11,10,10,9,8,8,11,15,15,14,15,15,19,18,17,16,14,15,10,8,6,5,3,1,1,0,0,0,0
2022-03-31 14:00:00,2,1,0,0,2,4,6,11,15,14,16,17,18,14,11,8,9,9,8,7,7,9,7,8,9,7,5,3,4,6,10,14,13,11,12,10,11,9,8,12,14,13,13,14,12,17,17,17,12,19,13,11,9,6,3,3,0,1,0,0,0
2022-03-31 15:00:00,0,2,0,1,0,3,5,10,29,30,23,24,22,15,16,12,13,14,13,12,10,9,12,15,17,15,8,7,6,6,12,18,18,18,33,21,17,15,19,20,18,22,19,22,17,17,15,17,15,18,11,9,7,6,1,0,0,0,0,0,0
2022-03-31 16:00:00,0,2,0,1,2,4,9,20,21,22,23,25,25,22,38,31,30,29,28,24,17,18,19,11,19,16,17,15,9,8,11,17,23,27,35,30,28,21,24,23,23,26,27,25,41,37,37,34,31,27,20,17,14,10,6,4,2,2,0,0,0
2022-03-31 17:00:00,0,1,2,1,0,2,7,11,15,16,13,13,18,17,18,18,19,23,19,17,12,11,12,11,13,9,18,17,7,9,15,22,25,19,26,25,24,24,28,26,26,23,22,26,22,17,14,12,11,30,27,22,16,11,7,6,5,0,0,0,0
2022-03-31 18:00:00,0,3,0,0,0,3,7,11,9,13,14,14,16,18,18,15,13,11,12,10,13,14,12,11,10,11,17,28,12,15,21,30,40,39,42,36,35,31,40,43,39,36,37,34,30,31,22,18,16,38,30,25,16,13,8,7,6,0,1,0,0
2022-03-31 19:00:00,0,0,0,0,2,2,5,12,13,11,12,11,11,15,18,23,21,17,16,13,11,10,8,11,10,7,3,8,7,14,20,31,36,39,38,39,34,32,30,26,28,23,23,24,20,23,19,18,12,41,42,36,23,16,9,8,7,2,0,1,0
2022-03-31 20:00:00,0,1,0,0,0,1,2,5,3,5,10,9,7,6,6,16,15,12,9,8,7,7,6,0,9,8,6,7,5,4,10,14,17,17,17,17,15,16,14,15,15,13,16,17,17,28,20,17,15,25,21,20,14,11,7,3,1,0,0,0,0
2022-03-31 21:00:00,0,0,0,0,0,1,4,3,9,11,11,9,11,13,14,15,16,15,12,11,8,8,9,10,4,9,7,7,6,5,10,14,24,21,25,24,22,20,19,19,18,18,17,18,14,14,13,11,10,13,12,9,7,6,3,2,1,0,0,0,0
2022-03-31 22:00:00,0,0,0,0,0,0,0,1,1,0,4,4,3,4,0,6,5,6,0,5,8,7,6,0,7,4,4,5,6,6,11,15,18,25,29,21,19,18,20,20,19,18,14,17,16,30,23,23,0,28,22,21,17,12,8,5,2,0,0,0,0
2022-03-31 23:00:00,0,1,0,0,0,0,0,0,1,4,7,6,5,4,0,5,6,3,5,2,2,1,1,1,8,3,7,4,10,8,9,9,14,15,16,11,13,12,10,13,10,11,8,8,6,8,12,10,8,12,9,7,8,4,3,3,2,0,0,0,0
2022-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 04:00:00,0,0,0,0,0,1,0,6,0,1,0,2,4,5,0,10,13,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 05:00:00,0,0,0,0,0,2,4,8,9,9,6,7,10,10,10,11,14,13,12,14,14,15,16,18,16,13,12,10,4,2,4,3,3,0,0,2,0,0,1,2,0,4,0,5,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 06:00:00,0,1,0,0,2,3,9,16,20,21,17,18,16,13,16,16,15,19,21,22,16,17,13,7,18,19,12,10,3,2,1,1,0,3,2,3,2,1,2,3,2,3,4,3,2,3,2,2,1,3,0,0,0,0,0,0,0,1,0,0,0
2022-04-01 07:00:00,0,1,1,1,3,15,32,47,51,48,26,29,39,32,34,34,39,40,43,44,53,50,54,56,57,51,35,25,8,2,4,3,1,3,4,3,5,9,22,25,27,28,33,35,17,19,13,5,4,7,5,2,2,1,2,0,0,0,0,0,0
2022-04-01 08:00:00,0,1,0,0,1,6,22,32,34,50,32,33,48,42,48,49,57,64,65,68,69,70,69,68,63,67,46,33,13,7,7,6,5,5,6,8,12,9,7,6,7,6,7,7,9,11,12,21,19,23,22,10,4,3,3,2,3,0,0,0,0
2022-04-01 09:00:00,1,0,0,0,0,6,11,16,17,20,16,20,28,21,17,19,15,19,22,23,26,37,29,36,37,36,26,18,12,7,6,6,5,7,8,9,10,8,9,8,9,8,9,9,7,6,6,4,1,4,2,0,0,3,1,3,1,0,0,0,0
2022-04-01 10:00:00,0,0,1,0,0,4,6,10,13,15,14,12,16,15,16,17,19,17,16,16,18,20,19,8,23,12,9,6,8,6,8,6,6,7,7,10,0,9,9,11,15,15,15,12,10,10,12,13,12,9,8,7,6,3,2,1,0,2,0,0,0
2022-04-01 11:00:00,0,0,0,0,0,6,7,10,13,14,11,10,16,17,18,15,20,21,20,17,20,19,20,16,19,22,21,19,12,12,9,6,6,6,7,7,7,1,6,6,6,5,9,9,13,18,16,7,14,11,6,3,4,3,1,1,0,0,0,0,0
2022-04-01 12:00:00,0,0,0,0,0,2,6,10,12,13,13,11,12,14,9,14,16,15,13,9,15,14,10,11,15,13,10,11,8,10,11,9,7,7,8,11,7,8,12,13,15,9,12,18,15,12,13,12,10,10,8,6,6,3,3,2,0,1,0,0,0
2022-04-01 13:00:00,0,4,3,0,2,4,9,20,34,36,30,23,16,24,23,20,21,21,17,14,12,13,14,7,16,15,12,11,13,10,8,8,9,8,6,9,5,7,9,12,11,13,7,12,13,17,17,15,12,13,11,4,6,3,1,0,0,0,0,0,0
2022-04-01 14:00:00,0,1,0,0,2,4,6,13,22,26,30,23,23,18,17,15,12,11,12,9,11,10,0,10,11,12,8,7,10,12,13,17,12,20,22,19,18,15,13,13,15,10,8,16,13,16,15,14,12,13,13,8,6,5,3,2,3,0,0,0,0
2022-04-01 15:00:00,0,0,0,0,0,4,7,11,15,18,15,14,23,24,22,19,20,19,18,16,19,19,19,17,19,19,14,12,7,7,9,24,22,21,33,22,18,21,20,19,18,17,19,18,17,16,23,21,16,27,20,18,15,10,7,3,0,0,0,0,0
2022-04-01 16:00:00,0,1,0,1,0,4,10,14,16,19,23,23,24,18,34,34,33,36,34,25,22,25,26,29,31,32,31,23,12,10,14,16,19,19,24,23,22,22,29,32,31,30,30,30,28,24,24,23,18,21,17,15,11,9,8,7,4,0,0,0,0
2022-04-01 17:00:00,1,2,1,0,0,3,6,12,12,14,13,12,15,12,11,11,14,16,19,20,17,15,15,16,16,16,14,15,16,19,24,27,27,25,28,27,26,26,31,37,35,34,36,36,35,33,32,19,20,40,29,22,15,12,7,5,4,1,0,0,0
2022-04-01 18:00:00,0,0,1,2,1,1,8,18,20,19,18,21,18,18,16,16,16,10,14,10,14,10,12,9,14,13,15,40,21,25,28,38,42,44,46,44,43,35,40,43,41,35,40,35,31,30,26,25,21,34,29,27,19,10,8,4,1,1,2,0,0
2022-04-01 19:00:00,1,0,0,0,0,3,5,8,7,9,12,12,11,17,13,12,12,15,13,12,9,10,9,9,10,12,12,9,7,11,13,20,28,29,31,31,27,23,21,24,23,19,23,25,21,21,13,15,9,27,21,16,11,9,4,3,2,1,0,0,0
2022-04-01 20:00:00,0,1,0,0,1,0,2,3,10,12,15,13,11,8,8,11,16,19,15,14,9,9,10,8,9,10,10,7,8,6,10,16,12,18,18,23,18,16,16,16,13,11,10,11,11,16,13,12,10,20,21,19,14,10,9,6,5,0,0,0,0
2022-04-01 21:00:00,0,0,0,0,0,1,2,2,3,4,10,6,10,13,7,6,7,7,5,5,5,6,4,0,3,4,3,5,5,7,13,14,16,18,19,10,18,13,16,15,15,14,13,11,10,14,14,12,10,28,26,24,12,9,5,4,2,1,0,0,0
2022-04-01 22:00:00,0,0,0,0,0,0,1,1,2,4,6,5,3,14,7,13,14,12,11,8,10,3,9,8,2,4,4,2,7,9,12,17,21,23,24,23,24,22,20,19,19,16,15,18,14,22,16,16,12,19,16,15,14,4,11,8,7,0,0,0,0
2022-04-01 23:00:00,0,0,0,0,0,1,1,2,0,3,7,4,8,12,9,11,12,13,12,12,10,11,11,6,9,9,7,4,6,4,16,17,21,24,26,19,16,13,12,10,12,11,12,13,11,17,15,14,4,25,22,18,13,6,4,3,1,1,0,0,0
2022-04-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 04:00:00,0,0,0,0,0,0,0,0,1,0,2,3,6,9,11,0,10,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 05:00:00,0,0,0,0,0,1,3,9,10,10,5,4,5,5,8,7,9,9,10,0,11,10,13,0,12,10,7,6,3,2,3,1,0,3,0,4,4,3,5,8,6,8,9,8,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 06:00:00,0,0,0,0,2,0,4,8,8,10,4,5,7,6,8,9,11,12,13,16,20,3,22,0,23,22,21,8,5,1,1,0,0,0,2,0,1,1,2,4,4,4,2,9,9,5,6,5,2,2,2,0,1,0,0,0,0,0,0,0,0
2022-04-02 07:00:00,0,0,0,0,0,3,4,8,13,13,9,3,16,18,20,19,19,22,21,20,21,10,20,12,19,15,13,12,3,0,4,3,1,2,3,2,0,2,1,1,3,1,3,0,2,2,3,2,0,2,2,0,1,0,0,0,0,1,0,0,0
2022-04-02 08:00:00,0,1,0,0,0,3,4,7,11,13,12,14,16,14,13,12,12,17,16,15,19,20,5,8,23,23,19,17,1,4,1,5,6,5,5,4,3,3,1,5,4,3,3,3,2,4,5,4,1,5,3,0,3,3,2,0,0,0,0,0,0
2022-04-02 09:00:00,0,0,0,0,0,5,12,16,19,19,11,13,16,10,8,11,12,14,13,12,14,13,12,0,12,15,15,12,3,1,6,2,1,5,3,4,3,1,6,7,4,6,6,7,9,10,10,8,2,5,2,0,1,0,2,0,0,0,1,0,0
2022-04-02 10:00:00,0,2,0,0,1,5,7,18,22,21,18,19,20,20,15,13,15,17,17,16,19,23,22,21,20,20,16,14,10,10,11,9,6,7,12,5,5,4,8,9,9,13,9,8,7,10,7,6,4,10,7,5,4,2,0,1,1,0,0,0,0
2022-04-02 11:00:00,0,0,0,0,0,4,10,17,21,22,18,19,23,24,25,27,35,36,33,31,26,8,7,21,20,18,5,16,7,6,9,9,5,7,8,9,8,11,14,15,16,13,15,14,12,9,10,1,9,9,10,8,6,1,5,3,2,0,0,0,0
2022-04-02 12:00:00,0,0,0,0,0,3,16,27,28,27,19,21,22,20,22,21,23,21,20,17,19,25,26,22,29,27,21,16,15,15,15,13,12,11,12,8,2,8,11,12,3,7,9,9,8,11,11,5,8,12,8,5,3,1,0,0,0,1,0,0,0
2022-04-02 13:00:00,0,1,0,0,0,4,12,18,21,28,25,24,26,26,23,25,25,23,21,20,18,19,21,13,22,20,16,15,11,16,17,19,16,13,11,10,12,9,11,8,11,3,7,8,8,10,7,9,6,9,6,3,5,3,1,0,0,1,0,0,0
2022-04-02 14:00:00,0,0,0,0,1,3,6,17,21,23,22,25,26,21,22,19,18,21,20,20,23,25,25,18,27,22,19,15,11,18,18,9,14,16,16,17,15,11,12,18,16,14,12,18,15,22,19,18,16,14,10,9,8,2,6,5,4,0,0,0,0
2022-04-02 15:00:00,0,1,0,0,1,4,8,13,15,20,18,19,18,20,22,23,29,31,26,25,26,27,28,24,27,24,18,14,10,12,14,16,14,17,16,21,18,20,19,20,21,16,20,18,16,18,19,15,11,14,9,8,5,4,4,0,2,0,0,0,0
2022-04-02 16:00:00,0,2,0,1,0,4,8,12,13,17,31,30,22,17,19,17,17,18,16,19,17,14,13,13,13,15,11,12,22,18,18,20,22,22,23,21,18,15,20,19,23,19,16,16,13,17,17,18,11,22,17,16,13,9,8,3,1,1,0,0,0
2022-04-02 17:00:00,1,1,0,0,0,2,5,9,13,17,20,18,18,13,10,13,14,15,14,13,20,10,17,5,20,23,19,20,9,9,11,13,16,15,18,13,17,15,24,24,29,30,29,26,25,17,14,13,8,17,16,14,10,5,7,5,3,0,0,0,0
2022-04-02 18:00:00,0,0,0,0,0,2,8,12,13,12,17,17,17,21,17,16,18,16,14,13,11,0,10,12,12,13,11,10,11,13,16,17,22,19,20,18,17,16,13,22,21,21,18,16,17,19,18,13,11,14,9,6,6,3,4,0,2,1,0,0,0
2022-04-02 19:00:00,0,1,0,0,2,1,3,11,13,19,11,11,10,11,10,12,15,13,14,12,9,8,7,4,3,6,5,1,7,6,16,16,17,15,11,14,14,11,15,14,14,12,14,13,13,25,23,11,8,25,21,17,11,8,6,3,2,0,0,0,0
2022-04-02 20:00:00,0,0,0,0,0,1,2,5,6,7,6,0,6,7,7,7,7,10,9,8,7,6,4,8,6,5,3,4,4,7,8,10,14,12,17,18,16,11,13,20,21,22,21,12,11,12,11,9,5,14,15,7,11,10,6,3,2,0,0,0,0
2022-04-02 21:00:00,0,2,0,0,0,1,0,3,4,6,12,14,10,21,18,12,12,8,7,3,7,8,0,9,6,0,4,5,2,3,6,7,9,13,16,13,11,11,19,19,19,18,20,20,19,18,18,17,15,23,18,9,10,6,4,3,2,0,0,0,0
2022-04-02 22:00:00,0,0,0,0,0,0,2,2,5,6,10,7,10,14,12,10,10,9,8,7,7,3,6,7,7,6,5,0,9,7,10,12,14,14,12,12,11,9,10,11,9,9,9,12,10,13,12,10,0,18,15,14,9,6,4,3,0,1,0,0,0
2022-04-02 23:00:00,0,0,0,0,0,0,0,1,0,1,4,6,3,14,12,9,10,9,9,8,6,5,0,0,4,3,0,1,2,3,5,9,11,13,13,13,4,13,12,6,13,11,9,8,7,10,9,5,0,17,16,13,9,6,2,1,1,1,0,0,0
2022-04-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 04:00:00,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,3,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 05:00:00,0,0,0,0,0,2,3,3,5,6,5,0,8,6,5,6,7,0,8,7,5,8,0,4,9,10,7,1,1,0,2,2,3,1,0,0,3,0,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 06:00:00,0,0,0,0,0,0,2,3,4,0,4,3,5,7,3,6,4,7,1,6,10,12,13,0,4,15,14,5,3,0,2,0,1,2,0,3,0,4,1,3,0,4,5,3,5,2,4,3,0,0,2,0,1,0,1,0,0,0,0,0,0
2022-04-03 07:00:00,1,0,0,0,2,4,5,7,4,6,4,0,4,2,1,3,4,6,0,7,10,11,13,0,12,11,7,4,1,0,2,0,0,0,1,0,0,2,2,0,1,0,2,1,2,3,2,2,0,4,3,2,1,0,0,0,0,0,0,0,0
2022-04-03 08:00:00,0,1,0,0,0,3,7,14,18,20,7,7,10,9,0,10,5,3,0,4,6,4,0,7,5,4,2,10,2,0,1,2,0,1,0,3,3,3,4,4,5,1,5,5,0,5,6,4,3,2,1,0,1,0,0,1,0,0,0,0,0
2022-04-03 09:00:00,0,1,0,0,0,5,13,25,26,23,11,13,14,17,20,19,17,16,18,16,18,19,12,0,17,16,17,10,1,0,3,4,5,4,7,5,6,7,10,3,11,4,12,12,11,9,8,5,4,3,0,3,1,2,0,1,0,0,0,0,0
2022-04-03 10:00:00,0,0,0,2,0,3,4,7,9,8,9,7,12,10,9,8,9,6,10,7,17,17,19,18,17,15,11,9,4,0,5,3,5,7,0,8,6,1,6,10,9,8,7,8,6,11,8,6,4,4,1,0,3,1,0,0,0,0,0,0,0
2022-04-03 11:00:00,0,0,1,0,0,3,9,16,17,19,15,14,16,11,11,10,11,12,7,10,10,12,0,11,11,8,8,9,8,9,9,7,6,3,4,1,0,0,6,8,5,5,8,8,7,7,8,7,6,7,5,0,2,0,1,0,1,0,0,0,0
2022-04-03 12:00:00,0,2,0,0,0,6,7,19,21,10,14,0,7,8,7,10,12,13,13,14,21,24,25,27,23,21,16,14,8,7,5,6,5,7,9,6,2,5,8,10,12,10,13,15,13,6,4,1,3,5,3,2,1,1,0,0,0,0,0,0,0
2022-04-03 13:00:00,0,0,0,0,0,2,5,13,14,15,18,20,20,20,19,16,20,21,23,20,21,18,19,13,5,10,5,9,4,7,10,11,14,16,16,15,0,14,20,8,6,6,8,7,6,11,9,10,0,18,11,10,7,6,3,5,4,1,0,0,0
2022-04-03 14:00:00,0,1,0,1,2,5,6,12,16,20,23,20,26,19,15,13,15,13,12,11,12,7,0,21,19,16,10,8,10,11,14,16,17,11,11,10,10,9,8,11,12,18,3,18,15,16,20,19,14,13,5,12,9,5,4,3,2,1,0,0,0
2022-04-03 15:00:00,0,2,2,1,2,3,8,15,16,18,20,20,20,23,19,16,16,14,15,12,11,13,15,15,13,9,12,11,12,14,13,13,15,14,17,12,10,8,14,19,20,19,12,14,13,10,15,8,14,17,10,4,8,6,6,0,5,1,0,0,0
2022-04-03 16:00:00,0,0,0,0,0,2,6,12,11,15,12,14,16,19,23,24,26,23,20,19,19,21,22,22,22,16,13,12,10,7,9,12,19,23,24,20,16,14,15,20,20,20,20,24,23,20,14,13,12,17,15,14,11,6,3,1,0,0,0,0,0
