Unnamed: 0,1_양천공영차고지,2_신정숲속마을아파트.댓골마을입구,3_서서울생활과학고.궁동도서관,4_예림디자인고.오류고.서울공연예술고,5_수궁119안전센터,6_수궁동주민센터,7_우신고등학교,8_온수역,9_성우아파트,10_차병원카센터,11_구로SKV1.제일풍경채포레스트,12_항동우남퍼스트빌,13_항동복합행정센터,14_푸른수목원,15_별장쉐르빌앞,16_오남중학교,17_천왕역2번출구,18_천왕이펜하우스3단지입구,19_천왕이펜하우스4단지,20_천왕이펜하우스6단지,21_구로우체국.이펜하우스5단지후문,22_연지타운2단지,23_천왕역4번출구,24_천왕역3번출구,25_퀸즈빌,26_푸른수목원,27_항동복합행정센터,28_항동우남퍼스트빌,29_구로SKV1지식산업센터,30_새소망교회,31_성우아파트,32_온수역,33_우신고등학교,34_수궁동주민센터,35_수궁119안전센터,36_예림디자인고.오류고.서울공연예술고,37_서서울생활과학고.궁동도서관,38_신정숲속마을아파트,39_양천공영차고지
2022-03-28 18:00:00,5,7,0,11,6,13,13,14,0,7,9,7,8,10,7,10,20,15,10,1,0,3,16,40,38,14,7,6,8,8,7,30,30,17,16,6,7,3,0
2022-03-28 19:00:00,2,3,0,4,5,5,1,9,13,11,8,6,4,5,4,5,19,12,7,2,3,2,11,55,46,16,8,5,4,4,5,14,11,10,9,7,0,1,0
2022-03-28 20:00:00,3,0,2,2,3,3,0,4,0,5,5,2,3,6,1,5,15,11,7,3,1,5,8,25,22,11,5,4,1,0,0,6,4,3,3,2,0,0,0
2022-03-28 21:00:00,2,0,1,5,5,0,0,5,0,2,0,1,1,2,0,1,18,13,7,0,0,0,2,18,17,8,4,3,2,0,0,10,8,3,6,3,0,2,0
2022-03-28 22:00:00,2,0,1,2,3,0,0,4,2,0,3,1,0,1,0,0,6,4,3,1,0,1,2,15,7,6,2,3,4,0,0,9,0,6,3,1,0,0,0
2022-03-28 23:00:00,0,0,0,1,2,0,1,3,4,0,0,2,1,2,0,1,4,0,0,0,0,0,0,11,10,4,4,0,0,0,0,7,0,4,6,3,1,1,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,0,0,0,2,3,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,0,1,0,3,5,4,5,1,0,1,1,5,6,10,0,9,0,0,0,6,7,3,2,2,0,1,0,3,3,4,3,4,0,0,0,3,0,2,0
2022-03-29 06:00:00,1,2,0,3,5,4,2,2,0,1,1,5,9,14,0,6,1,0,0,2,2,1,1,3,3,2,1,4,5,6,3,4,0,0,3,2,0,2,0
2022-03-29 07:00:00,14,17,12,23,37,37,29,2,0,2,4,20,40,67,0,57,3,0,0,11,13,15,8,12,8,14,22,31,34,45,24,52,48,19,47,14,3,0,0
2022-03-29 08:00:00,6,5,0,10,18,20,20,8,5,5,3,7,25,46,0,40,8,2,4,9,8,11,8,18,19,14,14,8,4,8,7,24,24,7,22,4,3,3,0
2022-03-29 09:00:00,2,3,1,10,2,11,5,2,1,0,2,4,9,13,10,22,1,0,0,7,8,7,3,6,7,3,4,3,3,5,1,6,0,4,2,2,0,1,0
2022-03-29 10:00:00,1,0,0,2,8,9,12,1,3,4,3,3,4,4,0,3,1,1,0,1,0,1,0,5,2,2,2,3,4,1,1,6,5,4,2,2,0,0,0
2022-03-29 11:00:00,0,2,0,2,4,3,6,2,1,3,1,2,3,5,3,5,5,2,1,5,0,5,4,8,4,5,4,3,2,2,1,3,0,0,2,1,0,0,0
2022-03-29 12:00:00,2,1,0,4,5,5,4,5,0,3,3,4,6,7,8,7,1,1,2,1,0,2,0,5,3,1,0,0,2,3,0,5,4,2,0,0,2,0,0
2022-03-29 13:00:00,1,0,1,1,1,2,3,2,0,2,1,4,5,7,6,5,3,1,2,3,0,3,3,5,4,2,1,3,6,3,5,3,3,2,2,1,1,0,0
2022-03-29 14:00:00,1,1,0,2,0,0,3,1,0,0,2,3,2,4,0,0,2,2,2,2,1,2,2,4,6,3,2,2,3,2,1,4,2,0,2,2,3,4,0
2022-03-29 15:00:00,6,0,0,1,7,1,1,2,4,2,0,6,4,6,7,6,5,2,1,2,4,5,4,11,4,5,6,5,6,5,0,2,0,0,0,0,0,3,0
2022-03-29 16:00:00,1,0,28,49,9,50,50,40,39,32,29,26,12,15,2,13,7,4,3,2,1,0,2,12,11,4,2,2,2,3,4,7,6,4,3,4,15,14,0
2022-03-29 17:00:00,3,2,7,15,15,16,16,11,4,12,13,13,14,21,20,9,15,12,6,5,6,2,4,20,19,11,5,2,4,5,1,13,12,10,4,2,0,0,0
2022-03-29 18:00:00,2,0,1,4,6,7,0,15,0,13,12,17,17,5,15,14,16,13,8,0,5,6,15,52,45,21,10,9,14,12,9,13,9,12,10,5,6,5,0
2022-03-29 19:00:00,4,0,1,19,5,0,17,9,4,7,12,10,7,6,6,5,14,10,5,4,4,3,12,52,46,23,9,4,5,4,0,8,6,1,2,0,0,1,0
2022-03-29 20:00:00,1,0,0,8,5,0,9,5,0,2,3,3,2,3,0,3,3,2,1,1,0,0,5,13,9,5,2,1,1,0,0,3,2,1,1,1,0,0,0
2022-03-29 21:00:00,2,0,0,3,4,0,0,2,4,3,4,4,4,7,0,5,9,5,2,1,1,1,2,13,7,4,2,1,2,1,0,10,5,4,3,1,0,0,0
2022-03-29 22:00:00,2,1,0,2,2,0,0,3,2,2,3,0,3,3,0,0,14,7,5,1,2,0,1,18,17,6,3,2,0,0,0,8,9,8,4,2,0,1,0
2022-03-29 23:00:00,0,0,0,1,0,0,0,3,0,0,0,1,1,2,1,0,12,8,7,0,1,0,0,13,12,6,2,1,0,0,0,9,1,0,6,3,0,0,0
2022-03-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 04:00:00,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 05:00:00,1,0,0,3,5,7,6,1,0,1,0,5,3,10,2,10,1,0,0,3,0,1,2,1,0,0,1,2,2,3,2,1,0,0,0,0,0,0,0
2022-03-30 06:00:00,2,3,0,7,9,8,7,2,0,0,3,9,21,28,0,25,2,1,2,4,0,5,3,4,0,6,5,8,9,6,5,1,0,1,0,0,0,0,0
2022-03-30 07:00:00,13,6,5,17,22,23,19,3,0,2,5,17,34,59,0,49,2,0,1,8,10,15,14,6,5,14,26,32,38,48,45,45,33,22,41,16,15,3,0
2022-03-30 08:00:00,5,0,4,17,27,30,33,4,5,3,3,7,33,53,45,42,16,3,4,8,8,10,6,23,12,12,9,7,7,12,8,24,1,23,20,5,9,8,0
2022-03-30 09:00:00,8,8,0,12,0,1,11,7,6,2,4,7,12,20,10,22,4,3,1,5,6,6,4,11,4,12,8,7,6,8,0,13,12,10,8,7,1,6,0
2022-03-30 10:00:00,2,3,3,5,6,7,8,4,3,2,0,4,6,7,0,6,2,1,1,2,0,3,3,6,7,5,2,3,2,1,0,1,0,0,1,0,0,0,0
2022-03-30 11:00:00,1,0,0,5,5,4,4,4,0,4,3,3,2,6,0,0,3,2,1,3,0,4,3,6,3,3,2,3,2,4,1,3,2,1,0,0,0,0,0
2022-03-30 12:00:00,3,2,0,3,5,6,5,4,2,2,2,2,3,4,0,2,4,2,1,2,2,0,0,4,3,2,1,2,3,5,4,5,0,4,3,2,0,0,0
2022-03-30 13:00:00,3,0,0,6,6,8,9,9,8,7,3,3,4,7,0,6,2,2,5,4,5,6,5,12,13,8,4,3,2,3,1,2,1,3,1,2,0,1,0
2022-03-30 14:00:00,1,2,2,19,2,18,1,4,3,0,6,7,6,5,0,5,3,3,1,3,1,3,1,7,6,2,0,1,4,0,1,4,0,5,3,0,2,1,0
2022-03-30 15:00:00,2,0,28,32,17,15,29,4,3,4,2,2,4,5,0,6,8,6,2,4,1,1,3,10,9,4,3,1,5,2,1,3,1,2,1,2,14,15,0
2022-03-30 16:00:00,1,0,2,44,46,24,54,36,35,30,28,23,4,5,3,5,9,8,5,4,3,2,4,15,14,7,4,3,1,5,6,14,17,13,6,5,4,1,0
2022-03-30 17:00:00,1,1,3,12,14,15,15,15,14,12,15,12,12,11,0,10,17,14,6,2,2,2,3,14,15,6,3,2,5,4,0,10,11,8,5,1,2,1,0
2022-03-30 18:00:00,2,4,5,7,10,5,9,15,1,12,11,16,18,25,24,19,18,15,10,5,5,6,19,55,22,12,4,3,6,8,7,30,29,23,12,5,0,4,0
2022-03-30 19:00:00,3,0,0,4,5,2,0,9,8,7,8,7,5,7,0,6,29,25,14,2,2,3,14,58,52,19,10,6,5,1,0,9,0,10,6,3,0,0,0
2022-03-30 20:00:00,0,0,0,2,5,6,0,6,2,5,2,2,4,6,1,0,6,0,3,2,2,3,3,22,17,7,2,1,1,2,0,12,11,10,7,4,0,2,0
2022-03-30 21:00:00,1,2,0,6,7,0,4,5,2,4,6,4,5,6,3,6,8,6,5,1,2,0,4,16,15,6,3,0,2,0,1,6,4,1,3,0,0,0,0
2022-03-30 22:00:00,3,0,3,2,3,1,2,3,2,0,1,0,2,2,0,4,8,4,1,1,2,1,1,14,13,4,3,1,2,0,0,8,5,6,4,1,0,0,0
2022-03-30 23:00:00,0,0,0,2,0,0,0,3,0,0,2,1,2,1,0,1,10,9,8,0,0,0,2,18,17,6,5,3,2,1,0,10,0,9,6,2,0,0,0
2022-03-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 04:00:00,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 05:00:00,1,0,0,3,8,7,6,1,0,0,1,4,6,10,0,8,0,0,0,2,2,1,1,0,0,0,0,3,0,3,2,3,0,0,0,2,0,0,0
2022-03-31 06:00:00,3,2,0,6,7,9,2,1,0,0,3,7,14,34,0,29,2,1,1,5,0,2,1,1,0,1,2,8,10,7,6,4,0,4,3,2,0,5,0
2022-03-31 07:00:00,6,9,8,14,19,15,18,3,3,2,4,15,37,64,20,41,2,1,1,9,11,13,8,8,6,12,18,23,26,33,32,24,23,24,23,6,4,4,0
2022-03-31 08:00:00,7,7,8,20,28,31,28,5,3,2,5,11,33,46,31,50,18,1,2,6,6,8,6,23,23,16,15,10,7,8,14,31,0,31,25,5,4,5,0
2022-03-31 09:00:00,4,5,0,11,17,18,22,6,4,3,3,5,8,12,13,11,4,3,1,9,10,12,6,8,0,8,5,4,4,4,2,3,0,1,2,1,0,2,0
2022-03-31 10:00:00,1,0,1,3,0,0,2,1,0,2,1,2,5,10,0,0,2,2,0,2,0,3,0,7,0,4,2,3,3,3,3,2,2,1,0,0,0,0,0
2022-03-31 11:00:00,0,1,3,5,7,0,0,2,0,0,1,2,3,4,0,0,2,1,1,1,0,2,0,6,5,4,2,3,2,1,2,3,0,2,1,2,1,0,0
2022-03-31 12:00:00,1,0,0,3,4,6,7,7,4,3,3,2,1,6,0,5,4,3,1,2,0,2,3,10,9,6,3,3,2,3,2,1,0,0,0,1,0,2,0
2022-03-31 13:00:00,1,0,0,2,3,3,4,1,0,3,3,3,3,6,0,5,3,2,2,5,4,3,2,5,4,4,2,3,4,4,4,7,6,4,0,2,0,2,0
2022-03-31 14:00:00,1,0,1,2,5,2,3,4,3,0,2,3,5,6,6,6,4,3,2,1,1,3,2,8,6,2,2,1,2,3,0,2,6,5,4,3,2,0,0
2022-03-31 15:00:00,13,6,0,16,4,17,16,6,5,4,3,3,4,5,6,6,6,5,1,2,2,3,2,11,12,6,3,2,4,3,2,9,0,7,3,1,0,0,0
2022-03-31 16:00:00,4,0,3,34,35,0,43,38,37,32,31,19,9,11,10,9,11,7,5,2,0,2,2,12,11,4,4,3,5,0,0,12,4,9,5,8,0,3,0
2022-03-31 17:00:00,2,2,0,3,5,6,7,7,0,8,9,11,11,12,11,5,6,6,3,3,3,4,8,24,24,11,7,3,4,6,4,20,18,14,14,5,4,5,0
2022-03-31 18:00:00,1,0,2,10,7,2,8,6,0,5,6,18,20,24,0,19,9,6,4,2,5,6,18,44,38,20,7,6,10,11,8,25,25,21,11,5,3,3,0
2022-03-31 19:00:00,2,0,0,3,2,1,4,7,1,2,8,5,5,8,1,7,28,20,12,3,1,0,11,53,45,13,6,3,4,5,3,32,31,26,13,4,0,3,0
2022-03-31 20:00:00,2,1,0,3,2,4,0,6,4,3,7,5,4,8,6,7,14,7,6,2,4,2,5,21,15,7,5,2,0,1,0,4,3,2,3,1,0,0,0
2022-03-31 21:00:00,1,0,0,2,3,0,2,3,0,1,0,3,4,4,1,2,12,11,3,1,0,4,9,24,21,9,5,3,2,2,0,3,0,1,0,1,0,0,0
2022-03-31 22:00:00,2,2,0,1,2,0,1,6,5,0,2,1,4,1,0,0,16,15,10,2,0,3,5,13,12,6,3,2,1,0,0,0,0,0,1,0,0,0,0
2022-03-31 23:00:00,0,0,0,0,1,0,0,3,0,0,0,2,3,4,2,0,12,11,10,0,0,0,0,14,12,6,2,1,2,1,0,6,0,3,3,2,1,0,0
2022-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 04:00:00,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 05:00:00,1,0,0,2,4,5,5,2,0,1,0,4,6,9,2,8,1,0,0,2,0,3,2,1,0,0,0,2,0,3,2,2,0,0,0,1,0,0,0
2022-04-01 06:00:00,4,0,1,3,4,4,5,2,0,0,2,3,5,14,15,12,3,2,1,7,0,9,8,3,0,4,0,11,13,16,2,6,0,5,3,2,0,0,0
2022-04-01 07:00:00,14,17,6,24,30,35,30,4,3,2,5,12,20,42,43,36,2,1,0,6,4,9,5,8,5,10,17,25,28,31,28,43,42,22,41,17,7,6,0
2022-04-01 08:00:00,10,14,7,22,38,40,37,9,10,8,4,11,32,41,28,31,7,3,2,11,13,18,5,18,16,9,8,4,6,9,5,27,5,2,22,6,5,0,0
2022-04-01 09:00:00,2,3,2,7,9,8,11,4,3,3,2,4,6,14,10,21,2,2,0,5,6,11,6,10,2,6,5,6,4,4,2,5,4,4,3,5,4,2,0
2022-04-01 10:00:00,0,0,0,9,10,0,8,2,0,2,2,3,4,6,0,1,4,2,2,2,0,3,2,6,1,4,0,1,3,2,2,2,1,0,1,1,0,0,0
2022-04-01 11:00:00,1,0,0,7,3,0,0,3,0,1,2,5,4,6,0,4,3,0,2,1,0,2,0,4,0,3,2,3,2,0,0,4,1,1,0,0,0,0,0
2022-04-01 12:00:00,0,0,0,3,4,2,5,3,2,1,2,5,6,8,4,7,4,0,1,4,0,7,2,8,5,6,4,2,3,3,2,4,0,2,3,1,2,0,0
2022-04-01 13:00:00,2,0,0,3,0,4,5,1,1,0,2,2,3,5,0,1,2,0,1,1,2,2,0,8,7,3,4,3,4,4,2,4,0,3,0,3,0,2,0
2022-04-01 14:00:00,1,3,2,9,3,10,9,8,2,0,2,1,1,5,6,4,7,7,5,3,4,1,1,4,3,2,0,0,2,0,1,4,0,2,1,1,0,2,0
2022-04-01 15:00:00,6,7,7,28,10,34,37,30,28,28,24,22,11,12,8,10,17,14,11,3,2,4,8,20,19,5,10,11,12,2,2,14,0,1,1,9,0,8,0
2022-04-01 16:00:00,2,0,3,25,26,0,24,8,9,8,7,6,5,7,8,6,5,3,2,3,3,3,12,11,10,8,6,4,6,8,7,9,7,5,4,2,3,0,0
2022-04-01 17:00:00,2,0,4,8,9,10,11,7,8,7,6,9,8,12,0,8,17,15,8,2,2,3,4,16,17,11,6,4,5,6,5,8,4,7,5,5,5,2,0
2022-04-01 18:00:00,2,3,3,7,10,4,9,12,11,10,11,15,14,15,0,14,16,13,9,6,3,7,17,44,43,20,9,4,14,0,12,6,5,5,3,3,0,0,0
2022-04-01 19:00:00,3,0,0,7,7,0,6,8,0,7,7,5,9,9,5,7,18,13,10,1,0,5,10,51,45,9,7,6,7,0,5,17,16,14,7,4,0,0,0
2022-04-01 20:00:00,1,0,0,3,4,4,0,8,5,0,5,3,4,6,0,1,9,4,4,1,1,2,3,13,12,6,2,0,1,0,0,8,7,5,5,5,0,3,0
2022-04-01 21:00:00,1,0,0,6,2,0,0,4,2,3,3,3,2,4,3,2,26,22,8,3,1,2,4,27,21,7,4,3,1,0,0,7,0,6,3,2,0,0,0
2022-04-01 22:00:00,1,0,0,12,13,0,12,3,0,1,2,3,2,4,0,0,10,8,4,3,4,0,1,15,15,9,5,4,1,3,2,7,4,6,2,1,0,0,0
2022-04-01 23:00:00,0,0,0,0,0,0,1,4,2,5,4,3,1,1,0,0,5,3,2,0,1,0,2,11,10,8,3,1,2,0,0,7,1,5,2,2,1,0,0
2022-04-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 04:00:00,0,0,0,0,0,1,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 05:00:00,0,0,0,1,5,2,4,2,1,0,0,4,5,7,0,3,1,0,0,5,0,1,1,2,0,0,0,2,3,4,3,2,0,3,0,0,0,0,0
2022-04-02 06:00:00,1,2,0,6,7,5,6,0,0,0,0,2,2,6,3,3,1,0,0,1,1,2,1,2,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0
2022-04-02 07:00:00,0,1,0,3,4,5,5,2,0,3,0,2,3,6,7,5,0,0,0,1,0,0,0,2,1,2,0,4,5,6,1,3,0,2,0,1,1,0,0
2022-04-02 08:00:00,2,2,1,3,7,3,4,2,0,0,1,2,4,7,0,3,1,0,0,3,4,3,3,5,0,7,6,6,8,10,11,7,0,4,4,3,2,0,0
2022-04-02 09:00:00,1,1,0,5,8,9,11,3,3,0,2,2,3,11,12,9,2,0,1,3,3,4,2,6,0,4,3,1,0,2,0,10,2,8,7,5,0,2,0
2022-04-02 10:00:00,0,1,2,7,14,8,15,4,3,1,2,3,6,10,0,6,2,0,4,7,0,4,2,9,0,1,4,4,5,2,1,7,0,1,8,2,0,1,0
2022-04-02 11:00:00,4,6,6,30,0,9,34,16,15,14,13,14,13,14,0,12,5,3,2,7,0,6,5,5,4,1,2,3,0,2,2,3,0,0,1,2,0,1,0
2022-04-02 12:00:00,2,0,3,3,4,5,6,2,0,0,3,5,6,9,0,2,3,1,1,3,0,7,5,16,12,4,1,1,3,5,3,7,4,5,0,2,5,0,0
2022-04-02 13:00:00,2,0,0,11,5,18,11,2,0,3,3,5,8,9,0,7,3,2,3,8,1,10,7,10,8,7,3,2,2,5,6,5,2,4,2,0,0,0,0
2022-04-02 14:00:00,1,0,0,4,5,4,5,2,0,1,3,4,8,9,0,4,9,2,1,2,4,5,2,11,8,4,3,2,2,4,2,8,7,5,1,2,0,1,0
2022-04-02 15:00:00,2,1,0,6,8,9,11,6,0,7,0,8,10,12,0,9,5,8,1,2,1,5,1,10,1,9,2,3,3,2,0,10,9,7,8,4,2,3,0
2022-04-02 16:00:00,0,0,1,3,3,4,5,4,0,2,3,2,2,5,0,2,13,6,9,5,2,4,1,6,0,8,7,5,3,4,3,15,13,12,5,3,4,0,0
2022-04-02 17:00:00,4,2,0,4,3,7,6,4,0,3,2,5,1,7,0,5,13,8,6,6,0,8,2,17,14,6,6,6,6,6,0,15,13,12,6,2,0,3,0
2022-04-02 18:00:00,2,0,0,3,5,0,5,3,2,0,1,2,0,1,0,0,10,8,4,1,2,0,1,10,1,5,3,1,3,0,2,13,12,10,6,2,1,0,0
2022-04-02 19:00:00,2,1,1,2,3,3,2,3,0,4,0,2,2,4,0,3,10,9,3,2,0,0,0,11,10,3,2,0,4,5,2,5,0,5,1,0,0,0,0
2022-04-02 20:00:00,1,0,0,2,3,0,0,5,0,4,0,2,0,2,0,0,1,3,0,0,1,0,2,3,3,0,1,0,0,1,0,3,1,0,0,0,0,0,0
2022-04-02 21:00:00,1,0,0,1,1,0,2,4,3,1,0,1,0,4,0,3,9,8,4,1,2,0,1,6,0,2,0,0,1,0,0,8,2,1,7,4,0,1,0
2022-04-02 22:00:00,1,0,0,6,0,0,5,5,4,3,1,2,2,3,2,0,5,4,1,0,1,2,2,9,8,5,5,4,2,1,0,8,7,5,4,0,0,0,0
2022-04-02 23:00:00,0,0,0,2,0,0,1,3,0,0,2,0,1,0,0,0,10,0,9,1,0,0,3,7,3,5,3,0,0,0,0,10,0,7,6,1,0,0,0
2022-04-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 04:00:00,1,0,0,0,2,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 05:00:00,0,0,0,3,0,2,4,0,0,1,0,4,5,2,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-04-03 06:00:00,2,2,3,1,0,0,2,1,0,0,0,1,0,3,0,0,2,0,1,1,0,2,1,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0
2022-04-03 07:00:00,0,0,0,1,0,2,0,2,0,0,1,2,1,4,0,3,1,0,0,2,1,1,0,1,0,0,1,0,2,3,2,2,1,0,0,0,0,2,0
2022-04-03 08:00:00,1,0,0,5,8,0,9,0,0,0,0,1,3,6,0,1,1,0,0,1,0,2,1,2,1,0,0,1,0,3,2,1,0,2,1,0,0,0,0
2022-04-03 09:00:00,1,2,0,1,3,0,0,2,3,0,0,4,2,2,3,4,2,1,0,2,0,0,0,6,2,3,0,3,0,2,0,9,7,6,6,7,0,4,0
2022-04-03 10:00:00,1,2,0,5,6,3,13,2,0,2,0,5,5,12,0,8,2,0,0,3,1,2,0,2,0,4,4,6,5,8,6,3,0,0,2,1,0,0,0
2022-04-03 11:00:00,3,1,2,5,6,0,0,5,4,0,5,4,5,6,5,11,3,1,0,3,0,0,0,3,1,1,0,1,1,0,0,3,0,2,2,1,0,0,0
2022-04-03 12:00:00,0,1,0,7,10,0,8,0,0,0,2,2,4,7,6,5,2,0,0,4,2,1,0,6,5,2,2,1,3,3,0,3,0,1,0,0,3,0,0
2022-04-03 13:00:00,1,0,0,6,8,11,10,2,1,3,2,3,4,11,8,7,6,2,1,3,2,5,4,5,4,4,5,2,4,5,1,11,10,11,6,3,0,0,0
2022-04-03 14:00:00,3,0,2,9,16,0,13,4,0,3,0,2,5,8,0,2,0,3,3,4,5,0,4,6,0,4,2,1,3,0,0,10,9,7,2,2,0,3,0
2022-04-03 15:00:00,0,0,0,1,2,0,2,0,1,1,0,2,1,2,0,1,4,0,0,1,0,2,0,5,6,3,2,2,0,3,2,7,6,4,5,1,0,1,0
2022-04-03 16:00:00,2,2,0,8,10,5,8,2,0,1,0,2,3,9,0,6,5,1,1,0,0,0,0,6,5,4,2,2,0,2,1,4,0,2,0,1,0,0,0
2022-04-03 17:00:00,2,0,0,3,6,2,5,4,3,4,3,3,4,7,0,3,5,4,2,1,0,0,0,7,0,4,5,4,6,4,0,15,14,10,5,1,0,0,0
2022-04-03 18:00:00,2,1,0,2,3,0,1,2,0,0,3,1,0,3,0,1,4,2,1,1,0,0,0,12,0,8,4,4,4,2,0,3,0,1,0,0,0,0,0
2022-04-03 19:00:00,0,0,0,1,0,0,2,4,0,0,3,1,2,4,0,3,9,6,2,0,1,0,2,6,4,1,1,2,0,2,1,4,0,4,2,2,1,0,0
2022-04-03 20:00:00,2,3,0,5,2,1,1,2,0,1,1,1,3,6,3,4,7,6,4,1,3,2,0,7,0,4,2,1,0,2,0,7,6,4,3,0,0,0,0
2022-04-03 21:00:00,0,0,0,0,0,0,4,2,0,1,2,1,1,2,0,0,4,3,3,3,0,0,2,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0
