Unnamed: 0,1_강동공영차고지,2_강일리버파크6단지,3_강일리버파크8단지,4_강일리버파크9단지후문,5_강일리버파크9단지.10단지,6_고덕리엔파크2단지.3단지,7_상일동역4번출구.센트럴푸르지오,8_상일동역1번출구,9_고덕그라시움,10_고덕평생학습관.온조대왕체육관,11_강동아트센터.강동경희대병원,12_명일동현대아파트,13_고덕삼환.주공9단지아파트,14_명일여자고등학교,15_명일1동주민센터,16_명일역3번출구.래미안솔베뉴,17_서울시동부기술교육원,18_암사3동주민센터(강동롯데캐슬퍼스트),19_강일중.선사고,20_신암중학교,21_삼성광나루아파트.암사동유적,22_암사역선사현대아파트,23_천호동공원,24_서울현대요양병원,25_천호역현대백화점.노동권익센터,26_천호역.풍납시장,27_영파여고.강동구청역,28_현대아파트앞,29_풍납동극동.쌍용아파트,30_잠실파크리오아파트상가.올림픽회관,31_몽촌토성역,32_신천동진주아파트,33_잠실역8번출구,34_잠실역.롯데월드,35_잠실5단지,36_잠실새내역.잠실2동주민센터,37_잠실엘스아파트앞,38_종합운동장사거리,39_잠실종합운동장,40_강남경찰서면허시험장,41_한국무역센터.삼성역,42_포스코사거리,43_한별구립어린이집,44_봉은사.코엑스북문,45_무역센타,46_강남경찰서.강남운전면허시험장,47_잠실종합운동장,48_종합운동장사거리,49_잠실새내역4번출구,50_잠실트리지움아파트앞,51_잠실역.롯데월드,52_잠실역1번.11번출구,53_잠실진주아파트,54_올림픽회관,55_풍납동극동.쌍용아파트,56_강동구청역농협중앙회,57_강동구청역1번출구.영파여고,58_천호역,59_천호역현대백화점.노동권익센터,60_서울현대요양병원,61_천호동공원,62_암사역2번출구.암사종합시장,63_삼성광나루아파트.암사동유적,64_신암중학교,65_강일중.선사고,66_암사3동주민센터프라이어팰리스,67_서울시동부기술교육원,68_명일역2번출구,69_명일1동주민센터,70_명일여자고등학교,71_고덕삼환.주공9단지아파트,72_한영중고한영외고,73_강동아트센터.강동경희대병원후문,74_강동경희대병원.명일동이마트,75_고덕그라시움,76_상일동역8번출구,77_상일동역6번출구.고덕아르테온,78_고덕리엔파크3단지.2단지,79_강일역3번출구,80_강일리버파크10단지.9단지,81_강일리버파크9단지후문,82_강일리버파크8단지,83_강일리버파크6단지
2022-03-05 04:00:00,11,0,3,5,8,10,10,0,0,9,10,0,8,5,7,9,3,9,10,0,14,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,2,3,5,6,8,10,12,14,14,9,10,11,2,2,7,3,6,9,10,9,10,13,7,8,9,24,9,25,6,23,24,19,17,8,3,13,10,8,5,4,3,2,1,2,0,0,3,4,3,4,0,0,5,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,1,2,4,7,7,6,5,1,0,0,2,2,12,13,12,14,12,12,9,8,9,8,13,8,8,10,5,11,9,0,10,6,5,4,2,0,2,4,4,3,1,0,1,2,0,3,5,5,4,4,5,0,4,3,0,3,2,2,6,0,8,9,9,9,11,10,8,3,16,4,18,3,6,0,5,2,1,0,0,0,1,0
2022-03-05 07:00:00,0,0,2,6,7,5,4,5,0,0,5,3,6,9,13,9,10,13,14,12,12,9,5,7,7,8,9,10,8,9,7,9,4,4,3,3,0,2,1,1,2,0,1,2,0,0,1,3,2,0,3,0,3,3,4,0,2,4,4,0,5,4,5,4,6,5,3,7,8,7,8,7,4,3,17,16,15,2,2,11,7,0,0
2022-03-05 08:00:00,0,1,6,4,8,7,5,6,7,5,5,6,8,7,9,14,13,14,16,19,16,17,19,20,18,17,21,22,23,19,19,15,14,13,11,8,4,3,4,3,2,0,0,0,0,1,1,4,5,6,6,6,4,3,1,2,6,7,12,15,13,11,11,13,11,14,12,9,8,11,10,8,5,4,4,3,2,1,0,0,0,0,0
2022-03-05 09:00:00,0,1,2,6,7,6,9,10,9,8,7,7,10,12,15,16,12,15,16,23,18,16,10,11,10,14,17,18,22,24,24,22,16,17,17,12,7,6,6,4,4,2,2,2,0,3,4,3,5,4,5,6,6,5,7,6,7,10,13,15,14,18,18,18,17,15,13,9,9,8,10,7,4,2,3,2,4,5,0,2,0,0,0
2022-03-05 10:00:00,0,0,4,12,16,11,11,8,12,8,7,8,12,14,12,19,24,30,42,41,35,29,17,19,13,18,17,14,16,17,17,17,17,15,18,12,10,6,5,5,4,4,2,3,4,3,2,5,7,9,8,8,6,7,8,7,8,7,8,8,7,9,8,10,11,9,9,10,12,10,10,11,11,12,0,9,5,4,0,2,0,0,0
2022-03-05 11:00:00,0,1,3,6,7,6,9,5,6,8,7,8,6,8,10,13,18,21,23,25,19,18,32,25,20,20,20,21,21,24,22,21,16,20,8,12,10,9,7,6,4,6,3,4,3,4,5,4,10,11,11,11,11,5,9,15,14,15,13,17,23,23,28,24,23,21,17,15,14,9,9,4,7,8,3,4,4,0,0,1,2,1,0
2022-03-05 12:00:00,0,1,2,4,8,7,9,11,11,11,9,13,15,16,16,19,19,27,30,30,24,21,23,21,15,19,22,24,27,28,27,23,16,18,19,12,10,8,7,6,6,2,4,3,6,7,9,10,16,17,15,18,17,15,14,7,14,13,14,15,17,18,17,14,13,18,15,11,13,13,15,12,9,8,0,7,5,2,6,3,2,1,0
2022-03-05 13:00:00,0,0,2,5,9,7,7,7,8,7,11,16,16,17,17,19,21,25,24,27,25,24,22,25,17,12,18,18,19,21,24,20,11,7,10,8,6,5,1,4,5,6,10,11,17,16,14,14,15,16,20,16,16,15,14,15,18,19,21,18,16,20,20,21,19,18,15,14,15,13,11,7,4,8,7,3,7,0,6,4,1,0,0
2022-03-05 14:00:00,0,1,2,5,7,6,11,10,10,9,8,11,9,11,11,14,19,24,31,32,28,22,23,18,18,18,14,19,22,22,25,24,21,19,16,12,8,8,3,3,3,4,2,3,12,14,14,16,17,17,16,17,20,18,15,7,11,11,18,24,22,25,25,26,23,21,18,14,16,19,17,16,9,12,11,10,9,3,5,4,1,0,0
2022-03-05 15:00:00,0,2,5,6,9,7,9,7,8,7,11,10,11,12,12,16,19,26,30,32,33,33,35,34,21,22,26,27,24,23,22,20,13,14,14,10,6,3,5,4,3,2,5,8,10,4,8,10,17,19,20,21,25,24,22,19,16,14,19,19,18,19,18,18,16,17,16,14,16,18,19,17,14,14,12,10,6,5,4,2,1,1,0
2022-03-05 16:00:00,3,2,1,1,5,5,8,6,0,6,8,13,13,17,18,20,19,17,18,21,17,17,20,24,20,20,22,16,18,19,22,18,12,11,13,14,12,4,11,1,5,7,6,7,6,5,8,9,12,11,18,22,24,20,22,21,21,22,25,26,24,26,28,27,24,25,21,16,21,19,20,20,20,17,15,12,9,8,5,4,0,1,0
2022-03-05 17:00:00,0,1,4,6,13,10,9,7,8,3,10,12,14,13,10,13,17,20,26,26,22,26,26,25,14,16,13,14,17,18,16,12,14,15,7,10,10,5,6,4,4,2,2,0,5,6,8,15,22,23,25,34,36,29,26,22,24,24,28,36,23,22,22,22,19,18,15,14,14,11,11,10,9,11,10,12,10,9,9,7,5,2,0
2022-03-05 18:00:00,0,2,1,3,7,6,8,8,7,7,12,10,13,14,13,16,12,14,16,16,14,13,13,15,16,12,10,11,7,10,9,8,7,8,0,5,4,8,0,7,6,4,1,0,4,6,7,6,11,12,17,18,18,13,16,13,18,17,30,25,31,34,31,33,24,17,13,13,12,14,13,11,10,12,10,9,11,9,8,5,3,1,0
2022-03-05 19:00:00,0,0,1,4,2,5,5,3,4,3,7,6,3,4,14,19,16,13,12,11,9,12,12,10,9,7,8,8,7,7,1,6,6,4,7,4,2,2,1,0,2,1,3,2,4,5,1,9,15,16,18,21,22,24,18,17,17,16,18,19,17,21,13,13,12,10,10,7,6,6,6,5,6,9,0,4,5,8,6,2,0,0,0
2022-03-05 20:00:00,0,0,0,2,1,2,4,4,3,0,5,3,0,5,6,8,8,6,6,6,5,7,10,4,4,6,6,5,7,6,0,5,4,6,0,4,2,1,0,3,3,1,1,2,3,3,4,6,10,9,17,19,21,20,18,12,13,10,18,19,17,20,22,19,16,14,11,13,9,8,3,6,6,7,4,6,7,0,8,4,0,0,0
2022-03-05 21:00:00,0,1,0,1,2,3,4,4,3,2,6,7,6,9,10,9,8,7,7,5,6,7,4,4,8,7,6,4,2,3,5,7,3,2,1,0,0,1,0,0,3,4,2,5,7,1,7,8,15,14,16,22,24,25,19,6,19,18,22,19,17,28,19,18,17,14,13,12,11,10,5,10,9,10,9,7,8,7,8,4,2,0,0
2022-03-05 22:00:00,0,0,2,0,0,0,2,0,0,0,9,8,4,7,7,8,7,7,7,6,5,5,7,4,5,4,3,0,1,2,4,5,4,3,0,1,4,0,0,0,5,1,4,5,7,4,6,11,16,15,19,24,27,26,25,21,19,16,27,22,22,27,27,21,16,13,11,10,9,9,8,8,10,10,9,8,10,3,14,9,6,0,0
2022-03-05 23:00:00,0,1,0,1,0,0,0,3,0,0,10,3,11,10,9,11,5,9,4,4,1,6,5,0,3,3,2,0,2,1,0,4,3,4,4,3,3,0,2,1,1,0,2,1,3,2,2,5,11,13,14,18,23,22,21,15,12,25,28,27,27,29,28,24,20,12,10,8,9,7,6,4,3,5,1,4,5,0,6,5,5,1,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,1,2,2,0,1,0,0,0,0,0,0,2,0,1,0,2,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,1,3,1,1,2,2,0,0,1,1,0,1,2,4,4,6,6,4,3,6,4,10,8,11,7,7,12,3,11,9,7,5,5,6,0,5,4,4,2,1,2,1,1,2,4,7,8,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,1,2,4,4,1,5,5,0,0,6,7,3,4,3,3,3,2,7,6,5,6,4,7,2,6,8,7,6,7,0,6,7,4,5,4,5,0,2,4,1,0,0,1,2,0,3,5,7,8,7,2,1,2,6,6,4,11,8,9,11,11,10,11,4,3,10,9,9,7,6,4,4,0,3,3,0,0,2,0,0,0,0
2022-03-06 07:00:00,1,0,1,3,3,2,3,4,1,3,4,5,7,6,5,5,5,7,7,9,7,5,6,7,6,4,5,3,9,0,7,3,4,3,3,3,2,2,2,2,1,1,0,1,0,0,1,0,1,5,4,3,4,0,3,4,2,2,6,2,3,3,4,3,5,1,2,4,3,3,0,2,0,1,0,0,1,2,0,1,0,0,0
2022-03-06 08:00:00,0,1,3,7,10,8,11,12,8,9,7,8,8,11,14,14,16,18,21,17,13,8,7,6,4,5,8,8,11,5,9,7,6,6,5,6,5,5,3,2,1,1,0,0,0,1,0,1,2,0,1,2,3,4,3,2,1,2,3,4,4,6,7,8,6,7,5,6,5,7,7,6,0,6,5,4,3,2,0,3,2,0,0
2022-03-06 09:00:00,0,1,3,4,7,8,11,12,11,10,6,5,7,5,8,9,11,11,17,23,18,15,15,15,13,10,8,8,12,12,11,10,5,4,1,4,3,2,3,0,3,1,2,1,2,1,3,4,1,3,5,4,2,1,4,6,7,7,12,12,8,7,9,10,11,12,7,13,8,9,9,7,2,1,1,0,2,1,0,1,0,0,0
2022-03-06 10:00:00,1,0,2,5,8,7,8,10,10,9,9,11,12,14,16,18,19,16,16,18,16,16,16,14,9,11,11,10,14,15,11,13,9,4,10,9,7,6,0,3,1,2,1,3,4,0,5,8,9,4,5,6,7,8,3,2,7,6,10,12,12,14,14,12,12,16,11,6,12,15,11,10,10,9,1,6,6,0,0,0,0,0,0
2022-03-06 11:00:00,0,0,2,5,8,6,10,9,10,9,8,9,9,9,8,7,10,12,17,21,16,16,22,16,13,14,12,13,13,12,0,12,8,11,10,8,7,6,5,2,2,2,1,2,4,0,5,4,5,4,7,7,5,5,4,4,6,5,11,10,9,6,7,7,6,15,14,10,8,7,8,8,6,6,4,2,4,3,0,2,0,0,0
2022-03-06 12:00:00,1,0,4,6,9,8,7,8,9,5,5,6,8,18,20,18,18,19,18,19,19,18,19,15,11,10,13,15,20,21,23,23,12,6,11,9,6,0,7,6,4,3,3,2,5,0,4,5,7,7,7,6,7,9,6,6,7,6,8,5,5,12,13,16,12,9,7,9,12,13,15,14,12,8,7,4,3,2,2,3,2,1,0
2022-03-06 13:00:00,0,0,2,3,7,8,9,10,9,9,8,9,10,11,13,13,15,19,27,27,32,28,30,28,17,14,11,15,17,18,17,15,16,11,9,13,8,7,7,8,5,3,3,1,2,6,8,9,13,11,8,9,10,11,7,6,5,6,10,8,7,12,13,12,11,12,11,12,14,12,9,14,15,12,7,9,8,7,5,6,2,0,0
2022-03-06 14:00:00,0,1,3,6,7,9,13,15,14,11,14,16,15,12,15,12,16,24,27,29,26,24,30,24,18,14,17,17,20,19,15,16,15,11,9,8,5,3,7,6,5,5,4,3,6,0,8,7,7,6,9,10,12,7,11,10,10,9,16,16,15,14,16,16,14,12,13,8,10,8,12,12,7,9,8,5,4,1,0,2,3,1,0
2022-03-06 15:00:00,0,0,0,1,8,7,5,6,5,8,12,13,12,12,13,17,20,19,22,28,28,25,27,25,19,19,16,14,14,15,12,9,7,8,5,3,2,2,1,0,1,2,3,2,6,0,7,8,11,13,14,17,15,17,18,18,24,23,27,30,19,9,19,14,17,16,7,10,7,15,9,16,16,18,15,15,11,9,8,4,2,0,0
2022-03-06 16:00:00,0,0,1,2,6,5,5,6,7,7,11,12,11,8,11,9,12,9,12,16,16,14,15,12,11,11,12,11,14,15,15,15,8,10,9,3,6,5,6,4,3,0,5,0,8,7,10,11,14,15,15,20,20,21,21,18,18,18,20,22,30,30,28,28,23,24,24,16,14,10,7,5,7,10,11,6,8,6,1,4,0,2,0
2022-03-06 17:00:00,0,1,1,2,6,5,6,9,0,6,8,13,14,14,17,15,16,16,20,23,19,12,13,8,5,9,12,12,13,15,4,13,12,6,5,8,4,3,1,0,1,0,0,1,3,3,3,7,10,0,18,19,23,21,21,18,18,18,19,22,21,18,17,18,17,20,17,12,14,15,3,14,12,9,4,5,12,2,13,8,5,0,0
2022-03-06 18:00:00,1,1,3,3,6,5,7,8,9,9,11,11,13,7,9,13,15,12,13,11,14,17,18,14,10,9,9,9,10,12,11,10,6,6,7,6,4,4,6,0,3,1,2,4,6,6,9,10,8,11,14,21,22,14,19,17,18,17,21,18,15,15,15,15,16,18,16,19,16,11,11,10,8,10,8,7,10,9,7,6,3,1,0
2022-03-06 19:00:00,0,0,1,1,2,1,5,0,0,3,5,4,0,6,7,6,6,5,4,5,5,4,10,10,7,8,8,8,7,9,7,8,6,7,6,5,4,1,4,3,3,4,4,2,6,6,5,5,12,12,16,19,20,18,19,11,18,16,15,13,20,18,19,20,13,10,10,7,9,5,6,2,4,5,1,2,6,0,7,4,4,2,0
2022-03-06 20:00:00,0,0,0,1,2,0,3,3,0,0,4,9,10,2,11,8,9,9,8,6,4,3,4,4,5,5,4,3,4,4,3,3,7,4,3,3,2,2,1,0,4,3,0,2,6,0,7,8,7,6,15,18,17,19,18,17,20,20,26,21,20,22,25,20,14,10,7,6,8,3,6,1,6,9,5,4,9,8,3,6,2,0,0
2022-03-06 21:00:00,0,0,0,2,2,0,4,4,0,3,5,5,6,15,17,17,15,14,15,13,12,8,7,8,6,6,7,0,0,5,5,4,8,7,2,6,6,2,0,1,1,1,3,4,5,6,5,5,10,7,14,17,18,18,16,14,11,11,16,18,17,15,14,13,12,10,8,9,8,22,18,21,6,22,19,17,14,11,15,8,6,0,0
2022-03-06 22:00:00,0,0,0,1,0,1,2,0,0,0,9,4,5,6,8,11,10,9,10,9,4,6,4,6,6,6,5,4,4,0,0,6,3,2,3,1,2,1,0,0,3,6,3,4,5,4,6,2,10,11,13,18,21,22,20,19,20,18,25,23,18,19,18,13,14,9,9,10,7,8,6,5,7,10,7,7,8,2,12,5,1,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,1,0,0,0,2,3,4,3,2,4,6,5,7,6,6,6,7,0,5,6,3,2,0,5,0,8,6,5,6,5,2,1,6,5,1,2,0,0,4,0,6,7,9,9,10,12,15,14,11,15,16,13,19,20,18,20,19,19,13,11,8,8,8,7,4,4,5,1,3,4,5,3,4,2,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,1,6,9,3,9,4,1,8,9,10,0,11,14,18,17,20,21,0,25,33,37,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,0,1,2,7,4,5,5,0,0,4,3,1,4,5,8,10,11,13,14,17,17,20,22,20,40,41,42,43,42,41,31,29,19,0,4,26,23,18,12,5,3,1,0,0,0,0,0,3,0,2,0,0,1,2,0,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,2,0,2,6,11,10,7,0,0,3,3,4,7,6,9,7,12,19,21,25,21,14,16,16,17,15,17,19,23,22,20,20,13,12,11,7,8,7,6,5,8,3,1,0,0,0,1,2,3,2,3,4,4,4,4,3,5,4,6,6,9,10,15,18,15,14,11,10,4,9,8,5,4,3,0,4,0,2,0,0,0,0,0
2022-03-07 07:00:00,2,1,10,13,21,19,11,10,8,9,10,12,18,19,24,21,25,31,42,44,41,21,28,31,25,26,24,26,29,32,33,31,22,22,19,16,18,18,18,12,14,2,1,0,0,0,2,3,5,4,2,5,5,7,6,5,6,6,12,11,19,21,26,30,32,41,39,34,31,24,17,6,3,3,1,2,2,0,0,1,0,0,0
2022-03-07 08:00:00,6,1,5,16,18,15,12,13,10,12,11,14,18,20,23,26,37,55,60,62,49,25,37,33,35,36,37,36,36,42,39,40,35,31,30,25,25,23,24,19,17,5,2,3,1,0,3,5,6,6,8,8,9,7,9,11,13,10,17,18,21,24,27,28,32,24,21,16,16,18,17,16,8,6,5,4,5,3,4,2,0,0,0
2022-03-07 09:00:00,0,1,4,11,16,12,13,8,2,11,13,14,17,20,18,17,21,25,27,30,24,18,21,20,20,24,26,26,30,34,33,31,22,21,21,18,12,14,15,12,12,4,2,1,0,1,5,4,3,6,7,8,8,9,7,8,7,8,9,10,9,10,12,15,14,16,12,12,14,13,11,7,5,3,0,2,1,1,2,1,0,0,0
2022-03-07 10:00:00,0,1,2,6,9,10,9,13,14,10,13,15,18,17,15,15,16,21,24,28,24,19,19,20,13,13,12,13,14,15,14,13,15,11,14,11,10,6,7,6,4,4,1,2,1,2,4,4,6,7,7,8,10,2,7,7,9,10,12,11,7,11,16,6,10,14,13,11,5,4,6,5,3,4,5,0,5,0,0,3,1,0,0
2022-03-07 11:00:00,0,0,5,7,10,6,6,6,5,6,7,8,7,7,10,11,12,16,17,18,16,14,12,13,11,9,13,14,17,16,15,14,11,10,10,9,7,9,8,6,4,2,0,3,4,3,0,3,6,7,6,5,7,4,6,2,7,5,8,8,7,8,10,6,9,11,9,7,13,12,10,7,6,7,8,6,5,4,0,1,1,0,0
2022-03-07 12:00:00,0,0,5,4,6,9,10,3,0,7,10,11,13,14,13,15,14,15,20,21,18,13,13,12,10,10,13,6,16,13,15,14,10,8,9,7,8,7,4,3,3,3,2,3,3,6,3,7,8,10,9,11,11,10,9,7,9,8,16,16,19,13,12,13,13,12,9,11,11,10,8,9,8,6,3,2,3,0,4,2,1,0,0
2022-03-07 13:00:00,0,2,1,6,8,9,9,11,0,8,10,8,13,13,15,17,19,21,24,24,21,10,11,11,13,14,13,15,16,15,14,11,9,7,7,6,6,4,3,6,7,5,6,4,8,9,7,6,7,8,11,12,12,7,9,9,11,9,9,11,11,14,16,9,19,21,20,14,11,10,8,7,7,9,6,6,6,0,5,3,2,1,0
2022-03-07 14:00:00,0,0,0,4,7,4,4,6,7,5,10,9,12,15,14,13,16,18,16,16,15,15,14,15,13,13,14,15,16,16,15,12,14,12,10,9,6,3,5,2,2,2,1,5,4,7,9,11,14,15,15,15,15,14,13,13,12,12,13,13,12,13,15,17,17,17,14,13,11,8,8,7,5,5,2,5,4,3,2,1,2,1,0
2022-03-07 15:00:00,0,0,2,4,8,8,9,8,5,6,9,9,12,16,17,22,23,20,21,23,20,21,22,21,11,10,11,8,12,12,12,11,11,9,8,7,4,3,2,3,3,5,2,5,8,9,9,10,17,12,18,20,19,20,21,24,22,15,16,16,15,14,13,13,17,16,12,9,11,12,12,12,12,15,12,13,11,9,8,3,2,0,0
2022-03-07 16:00:00,0,0,3,6,7,7,11,12,5,9,10,22,23,21,23,25,24,21,25,29,23,18,17,16,14,14,13,8,12,15,13,14,9,9,8,6,3,1,3,1,3,3,4,5,8,9,10,12,17,19,17,20,20,19,20,23,22,24,27,31,25,20,20,20,19,22,17,17,15,14,6,11,9,11,11,9,12,7,11,4,3,0,0
2022-03-07 17:00:00,0,1,4,6,11,12,11,9,9,9,15,19,16,20,20,23,24,26,27,35,33,26,16,13,14,13,12,13,15,17,14,14,12,16,15,4,3,5,4,3,3,3,5,3,6,11,13,9,14,13,16,20,26,27,27,29,32,31,38,38,35,40,39,34,25,21,19,17,13,11,9,10,7,10,7,10,10,7,6,4,3,1,0
2022-03-07 18:00:00,1,1,2,2,4,5,9,5,0,6,11,13,13,15,17,22,27,25,25,25,25,24,31,28,20,14,14,12,16,19,15,17,12,13,11,8,9,6,4,4,6,10,10,9,13,19,24,26,29,31,33,40,43,38,33,36,43,44,50,46,42,56,53,45,36,30,23,23,26,22,17,15,11,16,15,14,30,26,27,16,8,1,0
2022-03-07 19:00:00,0,1,1,2,5,4,6,10,11,10,10,12,0,12,12,21,19,14,13,14,11,14,13,13,12,11,9,10,10,10,14,13,7,0,5,4,3,6,5,2,5,8,10,8,10,11,14,16,22,17,21,24,23,25,21,27,30,32,55,51,41,36,35,31,21,14,10,6,8,6,8,6,8,11,10,10,23,21,18,13,6,5,0
2022-03-07 20:00:00,0,0,0,1,2,1,3,4,0,5,5,9,3,10,13,15,13,13,11,12,9,8,8,7,7,9,7,7,7,6,8,8,8,6,5,5,3,6,4,5,8,5,4,5,8,9,14,14,14,14,18,24,26,24,19,14,12,11,18,12,13,15,15,15,11,11,11,10,8,7,5,5,8,11,0,6,12,10,6,10,1,0,0
2022-03-07 21:00:00,0,0,1,2,2,1,3,2,0,1,5,7,7,8,12,20,18,15,10,4,9,6,6,8,6,6,6,6,7,5,6,5,6,6,5,4,6,4,3,4,4,6,6,7,8,7,10,15,18,17,19,22,25,24,20,18,18,19,25,27,26,35,34,27,20,12,8,7,8,7,7,8,2,9,4,8,11,7,9,7,3,0,0
2022-03-07 22:00:00,0,0,1,2,3,2,2,3,0,0,13,2,13,2,5,22,21,19,13,12,9,8,8,7,6,5,6,7,5,8,5,10,5,4,0,2,0,3,0,3,4,6,4,6,5,6,6,8,16,13,15,21,29,27,23,14,24,21,22,17,22,21,18,19,12,10,8,6,7,8,2,5,9,13,5,11,11,8,9,5,3,1,0
2022-03-07 23:00:00,0,0,1,0,2,1,0,0,0,0,5,5,2,6,5,5,0,6,7,3,8,7,7,6,5,4,6,3,5,5,6,8,7,9,8,6,3,3,5,3,4,4,2,3,3,0,5,7,14,12,16,19,21,20,17,16,15,15,24,22,18,20,17,17,14,12,11,8,8,6,6,3,2,5,0,4,8,4,4,5,1,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
