Unnamed: 0,1_강동공영차고지,2_강일리버파크6단지,3_강일리버파크8단지,4_강일리버파크9단지후문,5_강일리버파크9단지.10단지,6_고덕리엔파크2단지.3단지,7_상일동역4번출구.센트럴푸르지오,8_상일동역1번출구,9_고덕그라시움,10_고덕평생학습관.온조대왕체육관,11_강동아트센터.강동경희대병원,12_명일동현대아파트,13_고덕삼환.주공9단지아파트,14_명일여자고등학교,15_명일1동주민센터,16_명일역3번출구.래미안솔베뉴,17_서울시동부기술교육원,18_암사3동주민센터(강동롯데캐슬퍼스트),19_강일중.선사고,20_신암중학교,21_삼성광나루아파트.암사동유적,22_암사역선사현대아파트,23_천호동공원,24_서울현대요양병원,25_천호역현대백화점.노동권익센터,26_천호역.풍납시장,27_영파여고.강동구청역,28_현대아파트앞,29_풍납동극동.쌍용아파트,30_잠실파크리오아파트상가.올림픽회관,31_몽촌토성역,32_신천동진주아파트,33_잠실역8번출구,34_잠실역.롯데월드,35_잠실5단지,36_잠실새내역.잠실2동주민센터,37_잠실엘스아파트앞,38_종합운동장사거리,39_잠실종합운동장,40_강남경찰서면허시험장,41_한국무역센터.삼성역,42_포스코사거리,43_한별구립어린이집,44_봉은사.코엑스북문,45_무역센타,46_강남경찰서.강남운전면허시험장,47_잠실종합운동장,48_종합운동장사거리,49_잠실새내역4번출구,50_잠실트리지움아파트앞,51_잠실역.롯데월드,52_잠실역1번.11번출구,53_잠실진주아파트,54_올림픽회관,55_풍납동극동.쌍용아파트,56_강동구청역농협중앙회,57_강동구청역1번출구.영파여고,58_천호역,59_천호역현대백화점.노동권익센터,60_서울현대요양병원,61_천호동공원,62_암사역2번출구.암사종합시장,63_삼성광나루아파트.암사동유적,64_신암중학교,65_강일중.선사고,66_암사3동주민센터프라이어팰리스,67_서울시동부기술교육원,68_명일역2번출구,69_명일1동주민센터,70_명일여자고등학교,71_고덕삼환.주공9단지아파트,72_한영중고한영외고,73_강동아트센터.강동경희대병원후문,74_강동경희대병원.명일동이마트,75_고덕그라시움,76_상일동역8번출구,77_상일동역6번출구.고덕아르테온,78_고덕리엔파크3단지.2단지,79_강일역3번출구,80_강일리버파크10단지.9단지,81_강일리버파크9단지후문,82_강일리버파크8단지,83_강일리버파크6단지
2022-03-13 13:00:00,0,0,2,4,8,8,10,9,9,10,10,12,13,12,13,12,12,12,17,27,22,19,20,19,15,14,17,13,18,25,13,24,17,19,8,11,3,10,10,0,2,0,1,2,4,3,6,12,16,13,11,12,12,13,11,15,14,12,17,16,16,15,18,18,19,15,12,15,13,10,7,9,5,6,4,5,5,4,8,4,2,0,0
2022-03-13 14:00:00,0,0,1,3,4,5,8,5,7,8,9,8,7,11,11,15,16,19,22,28,25,21,15,0,13,12,15,15,17,16,15,18,19,21,7,15,11,9,4,3,4,4,4,7,10,0,8,10,9,10,11,16,14,14,13,12,13,11,13,18,17,16,19,16,18,17,17,11,10,16,5,15,12,10,0,8,9,8,7,2,1,0,0
2022-03-13 15:00:00,0,0,2,3,8,9,9,11,13,11,14,16,15,17,17,17,17,19,25,27,21,23,24,22,17,15,18,18,18,15,12,15,12,12,11,10,0,8,8,2,4,3,1,3,10,8,15,20,19,16,18,18,17,15,10,12,8,13,19,18,16,23,21,17,15,15,15,14,17,16,13,11,10,13,0,14,13,10,10,6,3,1,0
2022-03-13 16:00:00,1,0,0,4,7,8,11,11,12,14,15,16,15,12,13,13,14,19,21,21,18,15,18,17,10,13,14,17,19,16,16,14,12,11,8,8,7,2,2,1,2,3,3,6,7,5,6,8,14,8,13,16,18,20,17,20,20,18,19,17,15,16,15,17,15,17,13,10,7,6,5,5,5,11,10,9,5,2,4,2,1,1,0
2022-03-13 17:00:00,0,1,2,3,9,8,8,9,0,7,5,6,8,3,8,8,10,15,16,18,16,12,13,12,8,10,11,10,11,11,13,13,8,5,4,7,3,6,2,3,5,4,3,2,8,0,13,14,27,23,23,27,30,31,23,20,23,20,22,21,20,23,21,20,14,15,12,9,10,10,9,8,7,8,7,7,6,7,7,4,1,0,0
2022-03-13 18:00:00,0,3,4,5,6,6,11,12,4,11,16,17,18,14,13,14,13,16,19,20,16,12,12,14,12,7,6,9,9,11,10,10,9,4,5,4,3,2,0,0,1,1,0,3,8,9,7,8,11,0,17,24,29,26,24,23,18,15,33,32,26,30,29,26,19,15,14,14,14,13,12,9,8,9,7,7,11,10,9,6,3,1,0
2022-03-13 19:00:00,0,0,1,2,2,1,3,2,0,4,8,6,7,8,12,13,10,13,11,11,11,13,15,15,14,9,8,7,8,9,7,6,4,4,3,2,2,3,1,0,1,5,4,0,6,0,10,11,18,7,18,19,20,19,15,12,14,14,16,16,14,22,20,19,16,10,9,8,11,7,6,4,0,5,6,5,5,4,6,3,0,0,0
2022-03-13 20:00:00,0,0,0,1,2,1,2,2,3,2,7,5,10,9,9,9,11,14,14,6,12,9,13,5,8,6,5,6,7,8,6,6,4,2,1,1,1,3,5,1,2,1,2,1,7,6,7,4,13,14,15,18,24,13,22,14,18,17,19,22,12,18,17,16,10,6,8,7,5,15,14,0,15,15,0,14,7,0,4,3,1,0,0
2022-03-13 21:00:00,0,1,0,1,0,1,2,3,4,0,5,4,4,7,10,15,3,12,11,9,8,7,5,7,6,8,2,3,3,2,3,2,6,5,5,3,4,2,12,12,10,6,4,6,7,4,10,14,21,17,22,24,23,23,22,19,16,18,15,16,13,14,16,13,10,7,4,2,7,7,6,2,6,6,7,13,15,1,16,9,1,0,0
2022-03-13 22:00:00,0,0,0,1,2,3,0,4,0,3,10,3,1,11,12,16,14,9,10,9,8,7,7,6,5,3,0,4,3,0,2,4,2,3,0,2,1,1,0,0,1,0,0,3,5,6,6,8,14,12,15,19,20,19,18,19,18,19,26,29,21,21,20,19,15,12,11,10,10,6,0,7,10,11,0,5,8,7,0,3,0,0,0
2022-03-13 23:00:00,0,0,0,0,0,0,1,0,5,1,4,3,2,0,0,4,3,4,5,7,6,4,4,3,4,6,5,4,0,4,3,4,2,3,1,2,2,0,2,3,1,0,2,0,1,2,2,3,6,0,11,16,22,0,21,20,19,17,17,8,13,15,14,12,8,7,4,4,5,9,4,0,8,7,5,6,8,3,7,3,1,0,0
2022-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 04:00:00,0,0,0,3,4,4,5,5,0,0,0,6,0,7,11,13,12,14,16,0,21,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 05:00:00,0,0,2,6,6,4,4,0,3,0,4,1,7,3,7,6,7,11,13,16,15,17,20,33,32,33,34,16,35,34,29,22,17,16,15,14,16,14,11,6,2,1,0,1,2,0,3,5,7,3,0,0,0,0,4,5,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 06:00:00,2,1,3,8,16,15,3,4,5,0,6,9,11,9,12,13,18,32,39,44,30,17,24,28,15,15,16,16,23,24,22,21,11,8,7,7,8,8,8,7,8,2,1,1,2,0,2,4,3,4,7,8,3,3,9,8,9,9,9,6,11,9,13,11,13,14,13,13,11,10,9,7,3,5,3,3,4,3,0,1,0,0,0
2022-03-14 07:00:00,0,1,5,13,19,17,10,8,7,7,11,16,23,28,32,31,37,57,59,66,52,22,33,38,25,29,32,34,37,26,20,24,19,17,19,13,13,12,13,12,14,2,1,0,1,0,2,2,4,3,3,5,7,0,5,8,5,8,8,5,12,16,14,17,21,30,28,22,21,13,14,6,6,5,3,4,5,4,2,3,0,0,0
2022-03-14 08:00:00,0,1,5,18,26,20,12,14,11,13,8,17,22,18,21,19,24,45,54,61,52,18,25,26,29,28,31,32,38,39,36,35,25,24,24,21,23,23,23,17,21,4,2,1,3,2,2,3,6,7,3,10,9,11,10,12,10,9,13,13,12,12,14,15,18,21,15,12,11,12,9,8,5,7,5,3,6,5,5,3,0,1,0
2022-03-14 09:00:00,0,1,4,10,13,9,7,7,7,6,10,16,17,19,21,22,21,25,29,38,29,23,24,25,21,23,25,27,30,33,30,24,17,18,17,15,18,16,15,11,15,6,1,2,0,1,3,3,4,5,4,5,6,5,4,3,4,6,7,6,7,8,9,8,9,7,7,8,10,9,4,4,2,3,0,2,1,0,1,0,0,0,0
2022-03-14 10:00:00,0,0,3,7,10,9,10,9,7,4,7,7,8,8,11,12,13,15,19,20,19,15,16,18,17,17,15,15,17,19,16,16,13,12,11,9,6,5,5,6,4,3,2,1,0,3,3,5,7,4,5,7,4,5,5,3,5,5,7,8,6,7,8,8,7,11,10,9,10,9,10,9,4,5,0,5,5,4,3,2,2,0,0
2022-03-14 11:00:00,0,0,2,3,7,6,6,7,4,6,12,7,8,9,6,11,10,18,26,24,25,24,24,21,17,15,12,14,16,14,13,14,10,12,10,7,7,5,2,9,4,2,3,4,4,4,4,5,7,8,8,9,9,8,7,6,6,6,11,12,11,11,9,9,6,7,4,5,4,0,4,4,3,5,2,3,5,4,3,1,0,0,0
2022-03-14 12:00:00,0,1,2,3,5,3,4,6,5,4,5,6,11,11,13,14,16,16,17,22,17,12,14,15,13,14,14,15,16,8,0,13,9,8,5,4,3,3,2,1,3,4,3,2,3,1,5,6,9,10,10,14,16,15,13,6,9,8,13,14,11,10,12,11,12,13,10,8,6,6,5,4,4,6,5,6,7,6,4,3,2,0,0
2022-03-14 13:00:00,0,1,1,5,7,8,6,7,5,7,10,14,15,16,16,15,16,18,23,24,22,17,16,16,14,13,13,12,13,14,15,16,11,11,9,7,7,3,5,4,3,4,4,4,3,4,4,5,5,5,5,5,8,6,11,10,7,9,13,17,18,16,13,12,15,12,11,9,9,10,11,5,6,6,5,4,6,5,5,3,2,0,0
2022-03-14 14:00:00,0,0,2,4,10,6,8,7,8,5,9,11,12,30,33,34,33,24,21,16,15,16,14,15,13,13,9,15,17,14,12,12,11,10,10,8,6,4,4,3,4,3,2,0,0,5,6,8,8,7,11,13,15,5,13,14,8,15,21,24,24,28,22,19,17,17,14,10,9,12,8,10,6,8,4,2,5,0,3,4,3,0,0
2022-03-14 15:00:00,0,0,4,3,4,6,7,10,10,8,7,14,18,20,22,23,22,21,21,22,19,18,19,15,11,13,10,8,10,9,8,9,8,0,6,4,3,4,3,0,2,5,4,4,7,7,11,12,18,22,21,19,18,20,18,16,13,13,12,14,12,16,18,16,20,24,25,21,6,6,5,6,6,10,0,11,12,9,8,7,2,1,0
2022-03-14 16:00:00,0,0,2,4,9,9,9,4,3,6,9,20,12,22,21,23,18,17,20,23,22,22,23,21,16,15,14,13,14,11,10,12,8,6,5,6,5,4,4,4,4,5,0,7,6,9,13,12,13,16,16,15,17,14,16,16,22,24,21,19,18,24,27,24,24,20,18,19,18,15,17,16,14,19,18,16,12,13,10,6,1,0,0
2022-03-14 17:00:00,1,2,2,8,10,12,15,18,2,12,13,15,13,13,15,21,22,21,20,19,16,19,20,21,14,12,12,12,14,16,17,15,13,14,12,8,6,3,5,0,4,7,5,6,8,9,10,16,21,15,21,22,32,31,24,23,23,23,27,25,17,32,32,30,17,19,14,10,10,8,7,6,5,6,6,7,12,7,8,5,2,1,0
2022-03-14 18:00:00,0,0,2,2,4,5,6,8,9,9,9,11,8,10,11,21,20,21,32,34,30,22,21,17,16,17,18,18,21,21,20,19,16,15,14,10,6,7,7,6,3,6,7,7,15,17,19,18,21,22,23,24,36,30,28,26,24,24,28,29,23,33,38,30,26,19,18,14,16,15,11,13,14,15,14,11,15,14,14,10,5,0,0
2022-03-14 19:00:00,0,1,2,4,4,1,4,5,1,3,4,8,7,9,10,21,18,14,16,16,13,11,10,10,8,7,7,8,8,10,6,10,7,8,7,6,5,3,4,3,4,8,6,7,8,10,11,11,17,16,21,23,24,23,23,22,26,27,49,44,40,59,56,45,37,17,15,11,15,13,7,5,7,10,9,9,35,35,31,13,6,0,0
2022-03-14 20:00:00,0,0,1,2,1,3,2,0,1,1,6,8,10,7,9,10,12,11,8,9,7,7,7,6,8,10,12,14,13,9,14,14,13,4,6,11,12,9,8,7,7,6,3,3,5,6,6,7,15,14,17,19,18,17,18,16,17,18,29,26,25,35,35,31,21,12,9,10,10,10,8,7,7,16,9,15,14,10,5,5,2,0,0
2022-03-14 21:00:00,0,0,0,1,1,0,2,2,0,1,5,8,9,8,8,16,16,13,10,8,7,4,4,6,4,3,5,6,6,6,0,7,6,5,4,5,5,4,4,2,4,6,6,7,7,5,8,9,16,15,17,20,34,19,17,16,14,13,23,19,16,25,23,17,11,8,7,5,6,5,4,4,7,8,4,8,6,6,13,4,3,0,0
2022-03-14 22:00:00,0,0,0,0,2,0,1,2,3,1,10,9,11,12,12,19,19,17,13,11,11,7,6,0,7,7,6,5,3,6,0,5,4,1,1,0,1,3,3,0,4,5,7,8,11,12,12,12,13,12,13,16,19,36,32,30,26,25,30,30,24,30,30,23,15,13,7,7,7,5,3,0,7,11,10,8,9,8,8,6,3,0,0
2022-03-14 23:00:00,0,0,1,0,2,0,2,3,2,0,5,0,0,4,0,4,0,3,2,3,4,4,2,3,3,4,4,5,0,4,2,6,7,9,3,8,5,4,0,4,6,4,3,3,4,5,1,6,11,8,12,13,19,18,11,11,16,13,18,18,10,13,6,9,7,6,4,5,5,3,4,3,3,4,0,1,6,0,6,4,2,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,0,0,2,6,9,4,10,5,11,9,0,10,0,10,11,16,15,17,18,18,24,31,34,37,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,0,0,4,5,14,5,10,11,13,1,12,3,4,6,6,5,4,10,13,14,14,15,17,20,38,41,41,6,42,41,38,31,27,29,28,8,27,24,15,9,4,3,0,3,0,4,3,2,3,2,4,5,6,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 06:00:00,0,2,5,8,16,12,7,2,1,0,6,8,13,16,16,12,17,27,31,31,26,16,23,21,19,17,18,15,24,26,25,21,11,9,7,4,7,6,5,5,6,3,2,0,3,0,1,3,3,3,4,4,5,6,5,0,4,10,10,10,15,19,22,20,20,18,14,4,11,10,8,6,6,4,2,1,0,2,0,1,0,0,0
2022-03-15 07:00:00,0,3,6,13,21,18,11,12,11,9,11,16,25,31,31,23,31,43,46,53,45,21,28,27,22,23,28,29,33,32,31,27,19,19,16,14,16,14,11,8,7,3,2,0,2,1,2,4,7,8,9,5,6,6,7,4,6,6,6,4,8,21,22,20,25,34,29,30,29,18,15,6,5,3,2,4,4,1,3,3,2,1,0
2022-03-15 08:00:00,0,1,6,10,16,11,11,12,10,11,10,14,21,23,23,23,30,38,47,50,41,20,26,30,30,30,32,37,39,39,37,37,27,25,25,23,21,24,23,14,19,4,2,0,2,0,3,5,7,9,9,11,11,11,9,9,12,17,25,23,20,23,25,24,20,24,17,14,17,19,17,16,10,9,9,5,6,3,2,1,0,0,0
2022-03-15 09:00:00,0,1,4,8,11,9,10,12,8,12,16,18,22,20,20,19,25,29,32,37,32,22,27,29,30,31,30,31,32,33,27,28,24,27,26,20,16,15,13,10,10,5,1,1,1,2,3,2,2,7,2,9,9,8,11,10,3,11,8,8,7,9,8,8,10,11,9,8,7,4,4,3,2,3,2,1,4,0,1,2,0,0,0
2022-03-15 10:00:00,0,1,2,5,6,6,8,10,5,9,8,9,7,8,9,10,14,16,20,31,25,17,16,17,14,15,16,16,16,17,18,14,13,12,11,11,6,6,7,6,13,4,2,0,0,3,4,5,9,10,10,11,12,4,4,14,11,9,10,9,9,10,8,9,12,11,9,11,7,2,8,5,4,3,2,0,3,1,2,1,0,0,0
2022-03-15 11:00:00,0,1,2,5,5,5,5,5,4,6,6,9,10,10,15,18,18,19,22,22,20,17,18,18,19,18,17,8,14,14,14,14,10,9,8,6,2,7,6,4,4,3,3,5,3,3,7,9,7,8,7,11,10,8,8,9,8,9,9,7,6,8,8,8,11,8,8,7,8,6,6,6,4,3,4,2,3,1,0,2,1,0,0
2022-03-15 12:00:00,2,0,3,6,7,5,7,6,0,4,8,10,9,11,14,16,14,15,21,23,20,19,20,19,14,13,13,12,16,17,16,15,11,13,8,10,9,8,6,5,4,2,2,3,4,5,5,9,10,11,15,16,19,13,11,5,9,10,9,11,11,9,11,12,12,12,11,7,7,6,5,5,4,6,4,3,5,4,4,3,0,0,0
2022-03-15 13:00:00,1,0,3,7,7,7,8,11,5,6,11,13,14,14,14,15,17,20,23,27,22,20,25,24,19,18,16,13,15,15,13,17,15,14,12,11,9,8,7,5,5,2,1,2,3,5,6,7,7,8,9,9,9,10,12,11,14,16,11,10,11,10,12,13,12,12,14,13,10,6,9,8,7,6,2,5,4,5,3,2,1,0,0
2022-03-15 14:00:00,0,1,1,4,8,7,5,4,3,5,8,9,10,9,10,11,14,12,12,11,10,10,9,9,10,11,13,12,12,13,12,14,11,12,10,8,6,6,4,6,6,7,4,3,4,7,9,12,12,12,12,14,13,15,17,19,20,21,33,34,27,24,27,25,23,22,17,13,12,14,12,11,10,6,1,3,4,3,5,2,0,0,0
2022-03-15 15:00:00,0,1,2,4,6,7,7,7,4,5,13,24,25,30,32,40,39,34,27,28,27,20,13,10,17,19,20,19,21,22,21,19,10,9,7,7,8,6,5,4,3,5,4,5,9,7,12,15,18,15,14,17,20,20,21,20,17,12,16,15,16,16,20,18,22,25,19,10,9,9,9,10,11,12,12,7,12,9,10,3,2,1,0
2022-03-15 16:00:00,0,1,2,8,10,9,3,5,3,8,8,17,5,16,17,25,25,20,28,29,23,23,26,21,13,9,17,16,18,18,15,13,8,7,6,6,6,5,4,3,2,3,5,4,7,8,10,11,15,10,17,23,24,23,18,19,19,20,23,23,20,18,19,21,16,16,10,13,13,11,7,8,8,15,14,13,12,10,12,6,2,1,0
2022-03-15 17:00:00,0,0,2,5,11,12,11,11,0,7,12,15,17,16,18,22,22,25,23,25,23,22,13,14,12,12,14,13,11,12,10,11,10,11,8,5,5,4,3,2,5,10,10,8,11,13,13,15,18,17,17,27,26,25,21,20,19,18,22,22,18,33,31,29,26,24,20,18,19,17,14,13,10,10,11,8,8,7,9,4,2,0,0
2022-03-15 18:00:00,0,0,2,5,7,8,7,6,3,4,10,10,8,9,11,16,21,22,24,22,19,17,22,19,15,16,19,17,26,26,27,29,22,24,21,16,9,6,4,2,5,10,8,7,10,13,14,20,28,23,31,36,38,35,31,30,31,26,27,27,27,36,35,38,38,29,26,19,16,14,13,10,11,12,11,9,29,28,27,16,15,1,0
2022-03-15 19:00:00,0,0,1,2,7,6,7,7,6,5,9,11,10,11,10,14,9,15,15,13,12,16,16,17,11,9,5,6,5,5,0,9,8,6,5,5,3,3,3,3,4,7,9,8,11,10,13,16,19,20,26,28,31,25,31,28,23,24,37,40,31,51,49,43,28,17,17,17,18,12,11,9,9,9,7,10,14,12,16,8,9,1,0
2022-03-15 20:00:00,0,0,1,2,1,0,4,5,0,1,4,5,1,3,5,7,5,6,6,5,5,8,7,5,4,7,8,8,11,0,10,8,8,7,0,6,1,7,5,8,5,4,2,1,7,5,4,7,11,13,20,27,26,25,22,20,20,19,30,30,25,26,24,23,16,15,11,9,10,10,9,7,7,10,6,9,13,5,13,4,3,0,0
2022-03-15 21:00:00,0,0,1,2,0,0,2,3,2,3,7,10,0,11,10,11,10,9,10,10,5,5,5,6,7,6,5,5,5,0,4,4,3,4,3,2,3,3,0,2,3,5,6,8,12,12,15,16,18,16,16,21,23,23,18,19,18,19,24,24,21,20,23,21,11,8,7,8,6,7,3,4,4,8,7,8,7,5,7,4,2,0,0
2022-03-15 22:00:00,0,1,0,0,1,0,1,1,0,0,11,14,7,10,13,17,14,14,13,14,13,10,12,11,8,8,10,8,6,7,8,7,6,4,4,1,3,0,0,3,3,4,5,8,12,14,15,15,21,20,17,22,24,23,22,20,19,18,18,17,16,25,23,21,14,11,10,12,14,13,10,7,9,12,9,9,17,16,15,9,3,0,0
2022-03-15 23:00:00,0,0,0,0,1,0,2,0,3,0,5,4,0,0,4,10,3,5,6,4,7,5,8,7,8,7,7,8,4,7,6,7,7,7,0,7,6,5,0,5,4,5,3,5,6,9,2,8,10,12,14,9,18,10,19,12,17,15,21,19,17,23,22,18,10,6,5,6,5,0,5,2,6,7,1,5,9,7,4,3,1,0,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,0,0,3,5,6,5,7,4,0,0,0,8,5,8,10,13,13,16,18,19,22,28,31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,0,0,2,5,7,3,5,8,11,5,4,12,12,6,7,8,9,6,10,9,11,13,16,17,33,34,33,35,36,34,32,25,23,4,0,15,21,18,16,7,5,3,0,2,3,4,5,6,8,7,7,8,7,8,9,8,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,0,2,5,13,17,16,4,3,0,4,6,6,8,15,13,14,17,26,29,35,30,29,20,22,20,12,16,16,19,23,20,21,15,16,15,14,5,13,11,8,6,1,1,1,2,1,1,3,5,6,1,7,9,8,9,0,8,9,10,11,14,14,17,17,16,16,7,15,13,13,12,9,6,4,2,0,4,3,2,3,2,0,0
2022-03-16 07:00:00,0,1,4,19,26,23,12,13,14,10,10,15,19,23,26,24,40,56,62,64,33,18,22,24,24,23,29,27,34,35,30,31,18,16,16,13,12,14,13,10,16,4,1,1,3,2,3,5,7,6,7,7,4,8,7,6,9,6,8,5,10,14,19,25,32,39,39,34,32,16,9,6,5,4,4,3,2,0,3,2,0,0,0
2022-03-16 08:00:00,3,1,5,17,26,15,9,10,11,7,14,13,19,22,24,22,28,37,47,54,51,22,38,41,29,35,36,39,39,43,40,41,28,26,10,23,21,19,14,14,22,6,2,1,2,3,5,4,8,9,9,10,12,11,10,13,14,15,19,19,17,19,19,21,19,23,21,15,14,7,12,8,6,5,4,4,6,2,1,1,0,0,0
2022-03-16 09:00:00,2,2,5,10,14,12,8,8,5,7,8,8,12,17,15,18,24,28,37,46,34,19,21,25,18,19,22,24,26,26,24,23,19,19,19,16,18,18,16,11,12,3,2,0,0,1,2,2,6,7,6,6,7,7,9,11,10,12,12,10,11,12,17,17,17,14,13,12,11,11,10,2,6,5,3,4,6,2,5,3,0,0,0
2022-03-16 10:00:00,0,1,1,5,10,11,9,7,8,6,6,12,15,7,19,16,18,17,19,20,20,18,20,19,12,16,18,18,19,21,19,17,14,12,13,8,10,4,8,8,7,2,1,0,2,2,1,2,4,6,7,5,7,7,7,2,6,4,7,8,5,8,7,6,8,8,6,7,8,4,8,6,7,7,6,5,6,0,0,4,3,0,0
2022-03-16 11:00:00,0,1,1,3,7,6,8,8,7,6,6,9,10,9,10,13,16,16,17,18,15,29,30,25,24,30,32,32,30,31,29,25,12,11,10,8,6,6,5,4,2,1,1,4,0,5,6,8,7,6,7,11,10,13,11,10,9,11,11,16,11,13,6,11,11,13,11,10,13,5,12,9,7,6,4,5,5,2,1,1,0,0,0
