Unnamed: 0,1_김포교통(기점가상),2_방화도시7단지.국립국어원,3_방화역,4_한서고등학교.보람아파트,5_방화동동부센트레빌아파트,6_신방화사거리,7_서울항공비즈니스고등학교,8_신방화5번출구,9_마곡엠밸리6.7단지.마곡중학교,10_마곡나루역,11_마곡나루역5번출구.서울식물원,12_마곡역(가로변),13_마곡역교차로,14_이대서울병원,15_발산역.우장산힐스테이트,16_명덕고등학교.서울스타병원,17_우장산역,18_화곡중고등학교,19_대원시장,20_화곡역,21_화곡역.현대주유소,22_화원중학교,23_가로공원.나누리병원,24_가로공원공영주차장,25_국민은행신월동지점,26_신월3동주민센터.신월3동우체국,27_양서중학교,28_보람쉬움아파트,29_강서한방병원,30_화곡동유림아파트,31_KT강서지사,32_양강중학교,33_신정네거리역,34_경서농협,35_우리은행신정동지점,36_신정1동우체국,37_서울남부지방법원.서울남부지방검찰청,38_서울남부지방법원.서울남부지방검찰청,39_양천구청.양천보건소,40_양천구청,41_양천공원,42_목동중학교,43_목동8단지.한전,44_목동8단지지하도,45_서울남부지방법원.서울남부지방검찰청,46_신정1동우체국,47_우리은행신정동지점,48_신정4동경서농협,49_신정네거리역,50_제일여성병원,51_양강중학교,52_화곡동유림아파트,53_강서한방병원,54_보람쉬움아파트.신영시장,55_신월1동주민센터.신월보건지소,56_서부여성발전센터,57_국민은행신월동지점,58_가로공원공영주차장.신영시장,59_가로공원.나누리병원,60_화원중학교,61_화곡역,62_화곡역1번출구,63_대원시장,64_화곡중고등학교,65_우장산역,66_명덕고등학교.서울스타병원,67_발산역.우장산힐스테이트,68_발산역9번출구,69_마곡동로사거리,70_마곡역(가로변),71_마곡나루역1번출구.웰튼병원,72_마곡엠밸리7단지(712동),73_신방화역4번출구.마곡중학교,74_서울항공비즈니스고등학교,75_방화동동부센트레빌아파트,76_한서고등학교.보람아파트,77_방화역,78_방화3동주민센터.국립국어원,79_김포교통(종점가상)
2022-03-05 04:00:00,0,0,3,2,0,4,7,6,8,9,10,8,9,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,1,0,1,0,0,0,2,4,2,3,1,0,0,0,0,5,4,5,6,4,6,6,1,7,0,9,10,11,13,12,11,9,7,0,1,5,4,3,2,5,4,3,0,0,0,0,0,0,2,0,0,0,0,4,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,1,2,0,0,1,3,4,6,3,2,3,3,3,5,4,0,5,3,2,2,0,0,0,2,4,0,3,5,3,5,3,2,3,2,0,0,0,1,0,1,0,1,0,0,0,0,1,2,2,2,3,3,2,7,12,5,13,7,12,10,12,5,13,14,14,15,14,13,12,5,0,2,0,0,0,0,0,0
2022-03-05 07:00:00,0,2,0,0,3,4,4,5,8,9,9,7,6,5,4,3,3,2,1,0,3,2,1,4,3,3,5,7,9,8,7,6,5,0,4,2,5,4,3,2,1,0,0,0,2,0,0,1,1,2,0,3,2,4,5,5,7,9,10,10,11,12,18,17,16,5,15,12,10,5,6,0,5,3,1,0,0,0,0
2022-03-05 08:00:00,0,1,3,0,5,3,6,5,6,6,6,5,4,0,4,4,4,2,0,1,5,4,3,4,3,4,4,5,5,6,5,7,4,3,2,0,2,0,1,2,1,0,2,0,4,0,3,4,3,3,3,2,5,6,8,7,9,14,15,11,14,15,14,12,7,11,6,11,0,10,7,5,3,3,1,1,1,0,0
2022-03-05 09:00:00,0,1,4,6,4,4,6,7,13,10,14,12,10,6,10,8,3,5,4,3,5,2,5,0,4,7,10,15,16,17,18,16,14,13,11,0,0,10,4,7,6,0,0,1,1,0,3,2,3,5,4,7,8,8,15,19,21,26,26,31,29,31,34,27,24,20,19,17,14,5,11,9,3,3,2,0,0,0,0
2022-03-05 10:00:00,0,2,4,6,11,9,10,12,15,17,20,14,14,11,10,12,10,8,0,5,6,4,3,4,3,6,7,6,9,11,12,7,10,8,2,9,0,6,3,3,2,1,0,5,8,6,6,11,11,12,11,12,8,8,10,12,15,18,21,14,19,13,18,13,22,20,20,25,24,20,13,14,10,5,3,0,1,0,0
2022-03-05 11:00:00,0,2,1,0,6,9,10,12,14,14,19,19,20,18,13,13,16,15,12,9,9,10,7,9,7,7,12,16,17,17,15,14,9,7,8,0,4,4,4,4,3,3,4,0,0,4,7,5,8,9,9,7,7,7,9,11,15,17,18,16,20,23,25,27,31,28,27,21,13,20,16,15,11,9,5,2,0,0,0
2022-03-05 12:00:00,0,0,1,2,7,10,12,15,17,17,20,19,14,14,20,20,21,21,18,16,15,12,11,9,5,9,9,12,15,14,8,7,6,5,5,7,8,4,5,5,4,5,4,4,5,0,7,6,7,7,9,11,10,12,14,13,15,15,16,17,17,16,20,21,22,26,31,32,31,30,29,26,16,11,4,3,1,0,0
2022-03-05 13:00:00,0,4,7,2,3,7,10,12,16,17,17,9,16,16,20,17,11,14,12,11,11,9,12,6,13,12,10,10,12,13,14,14,10,7,4,3,2,0,3,2,3,3,2,3,4,5,0,2,3,4,5,7,11,12,10,9,14,15,13,18,20,24,27,27,28,30,28,25,24,22,16,13,13,6,5,3,2,0,0
2022-03-05 14:00:00,0,3,5,6,9,10,10,13,14,14,16,16,14,15,13,11,12,11,11,10,13,11,11,10,10,11,9,10,14,11,11,14,8,0,6,3,0,0,2,3,3,8,3,0,5,0,7,5,7,6,9,6,8,10,11,10,15,14,13,14,10,12,10,13,15,24,25,23,24,25,15,12,6,7,4,3,1,0,0
2022-03-05 15:00:00,0,0,3,1,11,0,12,13,15,16,21,21,25,25,26,24,21,24,22,17,16,15,14,13,12,9,9,9,10,10,10,8,5,4,4,0,0,5,4,2,3,3,5,0,7,0,7,13,15,9,15,14,9,9,6,6,11,12,7,11,5,6,9,12,18,21,22,19,17,18,11,10,8,7,7,6,3,0,0
2022-03-05 16:00:00,0,1,1,4,8,11,12,15,16,16,20,20,19,19,20,18,16,25,20,17,21,14,13,13,9,9,7,9,10,10,8,4,2,4,1,2,0,0,4,3,2,5,3,0,0,0,7,0,7,7,7,7,7,6,7,7,11,13,12,12,15,18,18,21,23,25,24,22,18,20,19,17,15,5,5,1,2,0,0
2022-03-05 17:00:00,0,2,2,4,5,7,12,15,15,18,19,18,16,16,19,19,18,21,21,20,17,15,13,10,11,9,5,9,13,0,10,9,8,7,5,3,2,0,0,0,0,2,2,0,5,4,7,7,6,8,9,12,18,14,13,10,11,13,13,15,15,14,17,21,23,22,21,18,19,17,22,21,17,15,7,6,4,0,0
2022-03-05 18:00:00,0,0,2,0,4,3,7,6,10,11,13,12,13,13,17,18,15,14,16,14,12,7,8,11,10,8,8,6,9,9,7,6,5,4,3,3,2,0,5,5,4,5,5,0,8,5,12,13,15,14,16,9,7,6,8,8,9,9,10,11,10,11,11,10,12,14,11,15,20,16,14,10,7,5,3,0,0,0,0
2022-03-05 19:00:00,0,0,2,0,3,3,4,5,7,7,11,10,11,14,13,14,11,13,11,10,13,13,11,5,12,5,4,10,10,7,5,2,1,0,0,0,0,1,1,0,0,2,3,0,2,2,3,2,5,0,5,7,5,5,8,5,5,7,5,4,10,9,10,13,11,11,9,13,15,14,16,13,11,10,7,3,4,0,0
2022-03-05 20:00:00,0,0,1,0,3,0,4,6,3,10,13,7,15,17,19,13,19,19,17,13,17,6,16,17,15,14,7,13,9,0,2,0,1,1,0,0,0,0,2,3,2,4,0,0,5,0,6,4,4,2,2,4,3,2,4,7,7,8,4,7,3,4,0,6,6,6,5,7,5,5,6,5,4,3,2,1,0,0,0
2022-03-05 21:00:00,0,0,4,2,4,2,3,4,5,8,9,8,9,12,13,12,11,13,12,18,16,15,9,8,9,5,5,3,5,7,4,3,3,2,1,0,0,0,1,1,0,4,5,0,2,0,0,0,5,6,4,4,8,7,9,4,7,2,6,7,6,4,0,9,11,10,9,6,9,3,9,6,6,4,2,0,1,0,0
2022-03-05 22:00:00,0,0,0,0,1,5,6,6,5,13,14,13,16,16,20,22,0,20,21,17,14,13,13,12,12,10,8,7,3,5,4,4,3,2,1,1,0,0,0,1,2,0,3,0,4,0,7,0,8,15,16,13,3,9,3,3,2,3,5,4,3,6,0,8,8,9,9,12,0,10,12,10,8,5,1,0,0,0,0
2022-03-05 23:00:00,0,0,1,0,0,0,0,2,3,5,13,0,16,14,15,18,14,16,13,11,11,8,5,0,6,5,3,2,4,0,3,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,4,5,7,8,9,8,6,2,6,4,4,3,2,0,2,5,6,3,9,4,2,8,11,7,11,8,4,1,3,2,1,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,1,0,0,1,2,0,2,0,4,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,1,0,0,1,2,3,3,1,0,0,2,0,2,3,2,2,0,3,4,0,2,5,2,7,1,8,8,7,3,2,6,0,5,0,0,4,0,1,2,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,0,0,0,2,0,0,0,2,2,1,1,0,1,0,0,0,0,2,2,3,0,1,2,3,3,4,6,5,5,4,4,3,2,0,0,1,1,0,0,0,1,0,2,0,0,1,0,1,2,0,1,2,2,3,4,2,0,5,5,3,0,0,4,4,1,0,0,4,1,0,0,0,0,0,0,0,0
2022-03-06 07:00:00,0,1,0,0,1,1,0,0,2,3,0,2,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,2,2,3,2,0,3,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,3,0,4,4,0,5,4,4,0,5,4,0,6,5,6,5,3,4,3,2,1,0,0,0,0
2022-03-06 08:00:00,0,1,0,0,1,3,1,4,3,3,5,4,3,0,4,6,1,2,0,0,2,4,3,1,4,3,4,5,7,7,5,4,5,4,2,3,1,0,0,0,0,0,0,0,0,1,0,2,3,0,4,2,3,2,6,5,6,6,10,8,6,2,5,6,6,5,4,2,0,0,2,1,0,0,0,0,0,0,0
2022-03-06 09:00:00,0,0,2,1,2,3,3,3,4,5,4,1,4,0,2,4,6,3,7,4,3,0,5,5,8,10,9,11,12,11,12,10,10,8,7,7,0,6,4,0,2,2,0,0,0,0,0,0,2,3,0,2,5,4,4,7,11,15,7,6,10,2,2,12,6,10,10,8,0,5,5,3,3,2,0,0,2,0,0
2022-03-06 10:00:00,0,0,1,0,3,4,5,6,5,6,7,5,1,0,2,3,2,4,5,0,7,7,6,6,4,2,3,3,4,3,2,0,2,1,0,0,0,0,0,0,0,1,2,0,1,1,3,0,1,4,5,6,2,3,10,5,13,16,14,14,8,12,11,12,13,12,13,12,7,12,2,1,0,1,0,0,0,0,0
2022-03-06 11:00:00,0,1,2,3,5,4,5,6,7,7,8,2,1,7,6,6,2,6,5,7,6,3,0,5,4,4,5,4,8,6,5,4,4,5,4,0,0,3,1,3,1,3,0,0,4,0,4,3,2,3,2,3,5,6,5,7,9,11,0,9,10,11,11,9,11,10,9,9,7,6,6,3,4,3,0,0,0,0,0
2022-03-06 12:00:00,0,0,2,0,4,9,11,11,10,12,18,16,17,15,12,12,13,14,15,13,10,9,11,10,8,9,8,7,9,8,7,6,4,2,3,0,0,2,3,2,0,1,0,0,2,2,6,6,8,10,8,5,5,6,9,10,14,9,15,11,10,12,5,3,12,8,5,10,9,10,4,3,2,4,3,0,2,0,0
2022-03-06 13:00:00,0,1,3,0,6,10,12,15,5,8,12,11,11,9,7,7,10,11,4,10,10,8,7,7,5,7,8,6,7,8,7,6,3,2,0,0,0,0,3,2,2,4,5,0,0,0,4,0,6,7,6,6,5,6,6,10,7,9,10,13,14,14,8,19,19,16,20,14,10,12,10,5,4,3,2,1,0,0,0
2022-03-06 14:00:00,0,1,3,5,7,9,8,6,11,15,16,4,15,9,14,10,8,6,5,5,6,4,7,5,4,8,7,7,10,8,7,6,6,4,3,0,1,0,2,2,1,2,3,0,3,0,3,4,4,3,4,3,4,4,6,7,11,13,13,12,11,13,14,14,15,14,12,9,9,10,9,8,7,5,3,1,0,0,0
2022-03-06 15:00:00,0,0,2,3,3,5,7,12,17,20,20,22,17,14,11,15,10,11,12,11,10,10,10,10,9,6,6,12,12,9,4,6,5,0,4,0,0,0,3,2,2,0,4,0,3,0,5,2,7,7,6,6,7,6,9,8,9,8,10,6,7,9,10,10,13,10,9,12,12,9,8,9,8,10,5,4,0,0,0
2022-03-06 16:00:00,0,1,3,2,2,4,5,5,6,6,11,11,11,12,11,14,14,14,11,12,13,11,12,9,5,6,5,3,4,5,6,5,6,0,2,0,1,0,0,1,0,1,0,0,0,1,4,3,4,5,2,5,4,4,9,6,12,16,20,0,17,18,19,18,18,15,11,3,9,8,4,4,7,0,0,0,0,0,0
2022-03-06 17:00:00,0,2,0,1,4,4,6,9,11,14,19,18,20,16,19,19,15,12,16,6,15,7,9,2,3,7,10,9,9,7,9,8,11,8,4,0,2,0,0,1,1,2,3,0,0,3,5,2,0,4,3,5,6,9,9,9,12,13,12,11,8,0,9,9,11,10,11,11,12,10,8,9,6,3,2,0,0,0,0
2022-03-06 18:00:00,0,2,3,5,6,8,7,9,7,8,9,10,8,9,10,12,11,13,13,12,16,12,19,17,9,10,7,6,8,8,6,0,4,2,10,8,6,7,2,3,3,4,8,7,6,0,9,6,9,5,7,3,2,3,4,6,10,0,11,10,10,6,0,10,13,15,8,11,5,8,7,6,6,5,3,2,1,0,0
2022-03-06 19:00:00,0,0,2,0,4,0,4,6,1,7,11,8,10,10,9,12,8,10,7,6,13,12,10,9,4,8,4,7,8,7,5,4,2,0,3,0,0,2,0,2,1,3,0,0,2,0,1,3,6,7,7,7,5,6,5,3,2,4,3,4,5,6,7,11,12,12,9,9,11,10,6,5,3,2,1,0,0,0,0
2022-03-06 20:00:00,0,0,2,0,1,3,4,4,0,6,9,8,10,9,11,11,13,13,8,7,12,11,3,7,6,4,1,2,1,2,6,0,4,0,2,0,0,0,3,2,1,0,0,0,0,1,3,0,3,4,5,4,5,2,5,4,5,2,4,3,8,4,3,3,8,7,8,10,7,5,8,7,3,6,5,4,1,0,0
2022-03-06 21:00:00,0,0,2,0,3,1,1,3,2,4,6,0,8,10,12,15,14,16,0,16,13,0,12,11,10,6,4,6,5,6,7,6,2,0,1,0,0,1,1,1,0,2,0,0,0,0,4,3,6,7,4,7,6,4,2,1,7,8,4,3,8,7,5,3,4,2,3,8,7,7,10,9,8,8,5,2,0,0,0
2022-03-06 22:00:00,0,1,2,0,4,0,3,1,2,8,14,9,15,9,14,12,13,11,14,12,12,8,10,7,5,2,1,2,0,1,1,0,0,1,0,0,0,0,0,1,2,0,0,0,2,0,3,0,5,3,5,4,7,5,4,2,0,2,4,0,3,7,0,0,0,9,10,14,6,3,12,8,7,5,1,0,0,0,0
2022-03-06 23:00:00,0,1,0,0,0,3,0,3,4,9,13,12,13,0,0,0,0,10,11,9,12,9,11,6,5,7,4,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,1,4,3,5,0,1,6,4,4,3,0,2,4,3,11,12,0,10,7,4,2,1,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,1,1,4,4,0,4,12,11,13,12,0,7,8,0,10,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,2,0,5,6,4,7,7,6,5,4,3,0,1,2,3,2,3,6,2,1,3,2,5,0,10,12,12,12,13,14,13,12,11,10,7,6,3,1,2,1,0,0,0,0,0,0,2,0,3,0,0,2,7,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,0,0,2,0,1,5,3,3,5,6,4,4,0,2,4,3,1,1,4,0,0,2,2,1,3,4,0,6,3,0,4,2,3,1,1,0,0,0,1,2,1,2,1,0,2,0,1,1,3,4,0,3,3,4,6,7,10,13,15,15,15,20,12,21,12,24,21,20,19,13,5,4,3,2,0,0,0,0,0
2022-03-07 07:00:00,0,2,4,3,5,9,11,9,19,19,18,17,12,16,14,8,9,10,8,6,7,6,7,9,9,9,12,28,27,21,18,17,13,11,6,4,4,5,1,1,1,1,2,0,1,1,2,1,3,0,1,5,4,7,18,19,25,27,27,27,25,28,29,25,28,19,20,19,13,17,10,13,17,10,8,1,0,0,0
2022-03-07 08:00:00,0,1,1,2,9,12,19,21,26,27,49,39,24,14,12,10,8,7,7,6,12,10,8,9,10,12,12,18,29,28,27,26,26,26,25,23,22,21,13,10,8,4,4,0,3,2,5,4,8,7,8,9,12,12,21,24,33,41,47,46,34,37,38,37,38,40,37,34,25,21,13,6,8,6,3,1,2,0,0
2022-03-07 09:00:00,0,1,3,3,5,7,9,12,14,16,24,23,12,7,9,8,8,9,8,5,3,6,5,4,6,8,12,19,17,17,16,16,15,13,10,9,8,7,4,6,4,3,1,0,3,0,4,3,5,6,0,6,7,5,9,14,15,18,21,21,24,27,26,28,26,24,24,20,18,17,6,7,5,3,2,0,1,0,0
2022-03-07 10:00:00,0,2,4,0,6,10,13,12,13,16,21,18,15,10,11,8,10,11,6,9,7,6,4,4,7,4,5,7,12,10,12,11,7,5,4,3,2,3,3,3,2,4,0,5,1,2,3,6,7,8,9,7,5,7,6,9,11,13,12,12,13,16,15,12,15,16,15,13,11,9,8,7,5,4,3,0,0,0,0
2022-03-07 11:00:00,0,1,1,0,5,5,8,8,9,9,10,7,6,7,7,13,12,13,12,10,9,6,6,7,5,11,10,10,9,9,9,8,4,3,2,5,4,1,6,9,3,6,0,7,9,9,11,13,13,14,13,10,9,7,6,7,8,9,9,7,10,12,14,12,12,15,12,13,14,8,8,10,4,6,2,1,1,0,0
2022-03-07 12:00:00,0,2,3,3,9,12,14,11,13,14,16,15,13,11,7,9,11,13,14,11,10,10,8,7,5,7,11,12,7,13,14,15,9,6,7,6,5,5,3,4,3,2,4,0,3,3,4,5,6,8,10,9,5,8,8,9,12,14,15,13,16,19,19,16,18,17,18,16,17,16,12,10,9,8,5,4,0,0,0
2022-03-07 13:00:00,0,0,11,12,11,17,17,9,12,14,16,13,15,15,15,13,12,12,12,10,12,11,12,11,10,10,11,7,10,12,12,13,11,8,9,7,4,6,7,9,9,10,0,5,9,0,6,10,9,10,10,7,6,7,13,12,14,14,15,13,14,15,14,14,16,8,11,16,16,15,11,9,8,5,4,2,1,0,0
2022-03-07 14:00:00,0,2,4,3,6,8,10,13,14,16,17,15,14,12,13,12,11,12,11,11,14,14,13,11,9,9,11,11,15,14,12,9,8,7,5,8,7,5,3,3,2,3,0,4,8,5,10,10,12,11,12,10,9,7,8,6,10,6,14,10,17,18,15,15,16,18,15,20,19,17,12,10,9,8,2,0,1,0,0
2022-03-07 15:00:00,0,2,6,6,10,13,17,17,18,22,23,19,19,27,28,24,24,30,25,22,19,18,16,16,17,14,14,12,14,13,12,10,8,8,8,0,7,0,3,5,4,3,8,0,10,6,9,9,10,11,12,12,12,13,11,9,12,12,13,11,10,13,12,12,15,21,27,25,25,22,22,14,15,12,6,3,1,0,0
2022-03-07 16:00:00,0,2,4,24,23,23,22,16,19,31,37,36,35,28,32,35,33,31,30,27,25,19,18,17,18,23,20,20,14,15,16,13,8,8,7,7,6,0,6,9,7,9,2,0,5,11,8,12,13,14,11,10,8,7,8,9,13,11,14,13,12,13,15,12,15,22,21,24,27,26,21,17,14,13,6,5,3,0,0
2022-03-07 17:00:00,0,1,3,1,5,7,8,9,13,21,25,23,20,22,21,21,21,21,19,17,21,19,9,18,12,12,10,8,10,10,8,8,7,9,7,0,0,8,6,4,2,5,7,8,7,8,9,11,17,18,14,14,11,10,8,7,11,12,13,16,15,13,15,16,19,21,24,24,25,24,21,20,15,11,12,9,2,0,0
2022-03-07 18:00:00,0,1,3,0,5,8,10,13,16,25,31,26,29,37,35,30,28,29,26,23,29,21,19,14,11,11,11,16,17,15,11,0,7,3,4,3,3,2,3,2,2,6,9,11,10,0,16,14,17,18,17,12,15,13,12,11,12,18,18,17,15,13,16,15,22,16,23,21,36,32,22,18,11,8,7,0,4,0,0
2022-03-07 19:00:00,0,1,3,4,6,10,4,9,7,12,20,18,19,19,18,20,21,20,18,15,22,19,19,13,11,8,7,8,3,6,5,2,2,1,1,0,0,1,2,4,3,4,4,0,5,5,7,5,7,9,9,12,6,3,5,12,15,16,16,14,16,22,25,24,27,26,29,28,31,32,16,15,11,11,7,3,2,0,0
2022-03-07 20:00:00,0,0,1,2,3,5,3,5,7,9,11,0,10,12,16,15,14,14,16,14,21,12,21,18,13,6,5,5,5,2,5,0,2,1,0,2,0,0,3,4,3,4,0,3,5,0,0,4,8,4,7,5,8,8,9,6,7,6,4,4,9,8,9,10,12,6,13,10,11,11,13,15,12,13,6,5,2,0,0
2022-03-07 21:00:00,0,0,1,1,0,3,4,5,6,11,13,14,15,19,19,19,8,14,13,9,12,11,10,9,8,8,7,7,4,5,3,3,2,1,1,0,0,2,2,1,1,4,0,2,5,6,2,3,4,6,5,5,5,2,5,2,5,6,1,5,3,4,3,3,4,6,6,7,8,9,9,6,6,5,1,3,1,0,0
2022-03-07 22:00:00,1,0,0,4,2,5,1,3,8,13,17,13,14,15,21,21,19,19,18,16,15,13,13,12,11,6,7,3,5,2,4,3,2,0,2,3,0,0,6,6,7,9,10,0,12,11,13,12,10,14,15,10,8,5,5,3,4,1,3,0,4,5,3,10,9,12,11,12,7,8,12,10,9,5,2,0,1,0,0
2022-03-07 23:00:00,0,0,0,1,2,3,2,3,0,7,10,6,9,8,11,7,10,5,0,3,9,7,8,5,5,3,2,0,3,0,2,1,0,1,0,0,0,0,1,2,0,4,1,0,2,0,3,5,8,9,10,5,3,6,6,4,5,3,3,0,1,2,2,0,1,1,2,5,4,0,5,4,2,1,0,0,0,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,0,1,3,3,0,4,8,7,9,3,7,4,0,0,6,5,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,0,1,0,4,2,3,6,6,5,5,4,2,0,0,0,3,3,4,7,5,8,1,3,12,12,13,14,5,15,16,16,15,10,3,2,8,0,0,4,3,1,0,0,0,0,1,2,3,0,0,0,0,0,3,4,6,7,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 06:00:00,0,1,2,2,2,4,4,3,6,7,6,5,4,4,3,4,0,1,2,1,2,0,2,2,3,6,2,8,3,2,4,3,3,2,0,1,0,0,0,0,0,1,0,0,1,1,2,0,2,3,4,3,3,5,8,11,13,12,13,13,13,15,14,14,16,18,17,15,14,10,3,2,1,2,0,0,0,0,0
2022-03-08 07:00:00,0,2,3,4,7,11,8,12,22,31,32,31,26,17,21,8,9,12,11,10,10,5,0,3,4,9,13,17,31,26,8,8,9,8,8,6,3,3,2,1,0,1,0,0,1,0,3,2,3,4,5,5,7,9,16,18,27,32,23,30,25,27,28,24,24,21,21,17,16,15,11,13,20,16,9,2,1,0,0
