Unnamed: 0,1_중곡초등학교,2_방약국앞,3_면남초등학교,4_지하철7호선사가정역,5_사가정역,6_면목두산아파트2차,7_사가정센트럴아이파크아파트,8_장안교앞,9_장안2동주민센터,10_장안동현대아파트앞,11_휘경여중고휘경주공아파트,12_휘경공고휘경주공아파트,13_한국산업인력공단서울지역본부,14_동부아동상담소.동국대부속중고,15_장안삼성래미안2차아파트,16_장안삼성래미안2차아파트.성복교회,17_장안현대홈타운앞,18_구민회관앞,19_파라브아파트,20_장한평,21_장한평역,22_북한연구소앞,23_우리은행장안지점앞,24_장평중학교앞,25_래미안장안1차아파트앞,26_장안치안센터,27_장안현대홈타운상가,28_국민은행장안동지점,29_장안사거리,30_동대문구.성동구선거관리위원회,31_촬영소사거리.세양청마루아파트앞,32_답십리2동한양아파트앞,33_한양아파트.청솔우성아파트후문,34_답십리래미안미드카운티,35_답십리1동주민센터.래미안위브,36_신답역앞,37_청계한신휴플러스아파트,38_동대문구청,39_서울시동부병원,40_신설동역.서울풍물시장,41_동묘앞,42_동대문(흥인지문),43_충신동,44_이화동(이화장),45_방송통신대.이화장,46_혜화역.마로니에공원,47_혜화역.동성중고(장면총리가옥),48_삼선교.성북문화원,49_성북동주민센터.동구마케팅고,50_경신중고입구,51_홍익대부속중고등학교입구,52_성북초교.성북선잠박물관,53_성북구립미술관.쌍다리앞,54_동방문화대학원대학교,55_서울다원학교.한용운활동터,56_서울다원학교.한용운활동터,57_동방문화대학원대학교,58_성북구립미술관.쌍다리앞,59_성북초교.성북선잠박물관,60_홍익대부속중고등학교입구,61_경신중고입구,62_성북동주민센터.동구마케팅고,63_삼선교.성북문화원,64_혜화역.서울연극센터(장면총리가옥),65_혜화역.서울대병원입구,66_방송통신대.이화장,67_충신동,68_동대문역.흥인지문,69_숭인동,70_동대문우체국.서울풍물시장,71_용두동신동아아파트,72_용두역,73_동대문구청.용두역4번출구,74_신답역,75_답십리1동주민센터.래미안위브,76_답십리래미안위브아파트,77_답십리종합상가,78_답십리2동두산아파트,79_답십리2동한양아파트앞,80_동답한신.대림아파트동대문체육관,81_촬영소사거리.동답초등학교,82_동대문구.성동구선거관리위원회,83_장안동삼성쉐르빌아파트앞,84_국민은행장안동지점,85_장안현대홈타운아파트앞,86_장안치안센터,87_장평중학교,88_파라브아파트,89_장한평,90_장한평역,91_북한연구소앞,92_우리은행장안지점앞,93_현대벤처빌,94_(구)경남호텔앞,95_장안동삼성쉐르빌아파트,96_새서울병원,97_NH농협장안평지점,98_장안동근린공원,99_장안2동주민센터,100_장안동현대아파트앞,101_휘경여중고휘경주공아파트,102_휘경공고휘경주공아파트,103_한국산업인력공단서울지역본부,104_홈플러스면목동점,105_면목두산아파트2차,106_사가정역,107_면목시장,108_면남초등학교,109_방약국앞,110_중곡초등학교
2022-03-13 18:00:00,0,0,0,0,2,0,1,0,0,0,1,2,0,0,2,5,4,0,3,3,11,7,9,8,7,6,5,9,11,8,7,6,4,3,4,3,4,6,8,0,10,11,11,7,9,5,6,9,7,0,0,4,3,0,2,0,0,6,7,5,8,5,7,9,13,13,13,13,15,22,20,19,19,21,18,14,14,15,14,14,13,9,12,6,5,4,3,4,7,16,17,16,16,16,14,8,6,5,4,2,3,3,3,4,1,0,0,0,0,0
2022-03-13 19:00:00,0,1,0,2,3,0,4,2,2,0,0,0,1,0,2,0,0,0,0,4,11,7,11,10,6,6,6,9,10,15,18,13,10,9,6,10,0,11,9,10,10,5,7,0,6,4,9,11,10,8,4,2,1,0,0,1,0,2,0,3,0,3,4,11,16,11,17,14,12,12,8,9,10,8,7,8,7,0,4,0,9,8,7,3,2,3,0,0,5,14,15,14,10,9,12,10,8,6,3,3,2,3,0,2,2,0,0,1,0,0
2022-03-13 20:00:00,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,8,14,13,10,10,9,6,3,2,3,0,4,0,1,6,6,3,8,7,3,4,5,4,6,5,5,6,5,6,2,3,0,2,1,0,0,4,0,6,1,7,0,6,6,14,18,20,9,18,13,15,14,13,8,14,9,8,9,4,0,0,6,7,5,3,1,2,1,0,5,16,0,16,13,12,9,7,6,4,3,1,2,3,3,0,2,1,0,1,1,0
2022-03-13 21:00:00,0,0,0,0,4,0,3,0,1,0,1,0,0,0,0,0,2,0,0,9,15,0,12,11,10,9,4,3,4,5,8,4,7,6,7,6,5,4,7,9,7,5,4,0,3,5,8,9,8,6,4,2,1,0,0,1,0,0,0,0,0,0,1,9,13,12,11,10,10,13,11,8,9,11,13,12,13,12,9,4,8,7,1,5,5,4,3,2,5,28,30,29,23,20,20,15,8,6,3,0,1,0,0,0,0,0,1,0,0,0
2022-03-13 22:00:00,0,0,0,0,2,0,1,0,0,2,1,0,0,0,3,0,0,4,3,4,12,0,11,10,9,7,6,4,5,4,4,2,1,4,3,4,0,5,3,6,5,5,6,0,6,6,9,9,6,3,1,0,0,3,2,0,0,1,0,0,2,2,0,7,10,12,10,9,8,7,8,0,8,0,6,0,9,8,6,7,4,2,3,2,2,0,1,0,5,12,0,11,7,8,5,1,7,5,2,1,0,2,0,0,1,0,0,0,0,0
2022-03-13 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,6,0,5,4,3,6,6,0,0,0,0,6,5,0,6,0,5,0,7,4,0,4,2,2,4,5,4,2,0,1,0,0,0,1,0,0,1,0,0,1,1,8,17,18,17,13,10,8,2,0,9,2,7,6,6,1,0,2,5,3,4,4,2,0,0,1,5,14,12,11,10,7,5,2,4,2,1,0,1,0,0,0,0,0,0,0,0,0
2022-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 04:00:00,0,0,0,0,0,0,1,0,1,0,0,2,4,0,2,0,0,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 05:00:00,0,0,0,0,0,1,1,1,0,0,0,1,2,0,3,3,6,5,9,4,3,0,0,1,1,0,3,4,0,5,6,7,3,4,10,9,10,9,9,2,9,12,10,0,6,2,3,2,0,1,0,0,0,0,0,1,0,3,0,4,0,4,4,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 06:00:00,0,0,0,0,5,3,2,1,0,0,0,1,1,4,7,8,13,17,11,14,8,6,4,5,2,4,6,8,10,12,14,10,18,21,14,16,17,10,17,15,14,12,12,9,10,5,2,6,0,5,2,4,3,1,1,1,3,6,0,7,9,10,6,7,5,5,4,5,4,6,8,7,5,4,3,0,4,3,5,2,2,4,3,2,3,5,4,4,5,10,0,11,10,5,3,1,2,1,0,0,0,2,3,0,2,0,0,1,0,0
2022-03-14 07:00:00,1,2,0,3,5,6,4,0,0,3,4,7,11,14,22,25,35,36,35,12,8,9,7,9,15,17,20,24,20,23,24,26,27,31,34,33,34,28,30,27,24,20,17,13,12,9,8,18,15,10,8,7,5,0,3,2,4,7,9,16,17,18,12,7,9,9,10,6,0,4,7,7,7,6,6,5,7,8,9,8,7,6,5,4,11,13,10,15,11,22,13,23,27,31,36,31,11,30,28,21,8,13,9,10,8,0,0,1,0,0
2022-03-14 08:00:00,0,2,1,3,10,10,14,12,11,10,6,7,6,8,11,10,15,41,41,19,29,29,19,22,26,28,35,34,35,35,37,39,40,42,44,48,46,44,43,40,35,37,35,25,21,12,6,12,12,10,5,3,2,4,1,3,2,7,3,12,13,17,15,15,14,14,15,19,20,24,18,14,15,14,14,12,13,14,13,13,12,12,10,11,9,9,13,8,12,22,23,24,22,21,14,15,24,23,20,19,16,9,10,9,9,4,1,0,0,0
2022-03-14 09:00:00,1,0,0,0,4,4,0,3,0,5,5,4,4,9,11,6,14,17,13,9,11,10,9,9,9,10,12,20,25,26,28,31,36,41,41,36,32,30,30,30,22,21,17,15,13,8,6,8,8,7,6,2,1,2,2,3,1,4,5,10,7,9,7,6,8,9,3,7,6,11,9,7,9,7,8,8,8,10,11,6,10,7,4,3,3,9,10,11,13,26,24,22,17,16,12,6,3,1,2,1,0,2,2,5,6,2,0,0,0,0
2022-03-14 10:00:00,1,0,0,1,4,0,3,3,1,2,0,0,3,3,3,0,6,6,5,6,6,8,9,8,9,11,10,13,19,20,20,19,22,23,25,23,19,17,17,16,14,16,16,10,10,6,4,7,2,4,6,1,2,1,0,1,2,3,4,5,6,8,8,5,7,8,8,12,6,10,10,8,13,10,9,8,7,9,9,3,0,8,6,3,2,3,2,5,6,8,3,9,4,7,5,5,3,3,1,2,2,3,4,5,4,2,0,0,0,0
2022-03-14 11:00:00,1,0,0,0,4,0,2,0,0,5,5,4,8,3,3,2,7,8,9,9,11,12,3,9,7,8,9,12,13,15,11,13,13,12,12,10,9,7,18,16,14,15,13,12,10,10,6,10,8,3,6,4,3,2,0,3,4,4,1,5,6,3,9,7,11,11,10,11,4,12,11,9,19,3,18,10,17,11,12,11,6,10,5,6,3,4,5,7,6,7,8,7,7,9,7,10,9,5,4,3,4,6,5,3,2,0,0,0,0,0
2022-03-14 12:00:00,0,1,0,1,3,0,0,2,1,2,0,2,3,11,13,0,18,19,18,13,14,11,12,13,12,11,9,10,11,13,14,13,14,19,17,14,13,10,11,13,14,15,12,11,10,5,8,7,5,4,3,1,2,0,0,5,0,7,1,7,9,11,7,7,10,10,10,9,10,12,12,6,13,12,10,0,10,10,18,8,16,9,10,7,6,6,5,3,6,6,6,5,4,5,6,7,7,5,3,2,3,0,7,4,4,1,0,0,0,0
2022-03-14 13:00:00,1,0,0,0,6,0,7,1,3,0,2,1,1,0,2,0,1,4,1,6,14,0,13,10,7,6,5,6,5,5,6,4,7,8,11,12,12,10,13,15,15,13,12,10,13,7,10,9,8,7,8,6,5,4,1,4,0,6,7,12,12,11,9,10,12,15,16,15,12,11,8,8,11,12,14,15,11,11,13,14,8,15,10,7,5,4,4,5,8,21,21,19,20,18,15,13,8,6,3,5,3,3,3,3,2,1,0,1,0,0
2022-03-14 14:00:00,0,0,2,1,6,7,6,4,1,0,3,6,20,22,11,9,8,9,10,5,11,11,10,7,11,10,7,7,10,13,14,13,11,12,9,10,11,14,16,12,13,14,13,12,9,7,7,7,3,3,4,3,1,0,2,3,1,4,4,7,8,7,6,7,12,12,12,12,10,9,11,9,9,10,9,10,8,11,9,12,9,11,9,7,4,6,5,5,8,15,16,17,14,11,9,8,7,6,4,2,1,2,4,4,2,0,0,0,0,0
2022-03-14 15:00:00,1,0,4,4,7,6,1,5,4,0,4,5,21,12,9,2,6,10,9,8,18,9,16,14,15,13,7,6,6,7,10,4,9,10,9,10,8,9,10,7,7,11,10,9,9,7,14,7,6,5,2,1,0,0,0,3,0,6,3,4,0,7,6,18,22,23,20,13,13,14,11,13,14,15,12,0,8,8,9,7,9,8,6,3,3,4,4,0,6,13,13,8,11,10,7,5,8,4,6,5,4,5,7,5,4,1,0,0,2,0
2022-03-14 16:00:00,0,0,2,0,4,0,6,4,5,4,6,7,11,13,12,11,11,7,6,7,19,18,17,17,16,14,9,13,12,11,11,9,9,9,10,10,10,11,15,18,18,8,7,6,9,6,12,12,10,9,4,5,4,3,0,9,4,11,11,14,16,17,12,18,21,23,26,21,20,21,22,20,20,21,25,22,21,22,22,23,21,19,13,12,10,9,9,10,14,39,37,32,23,20,15,11,10,8,6,3,6,7,7,5,5,3,1,0,2,0
2022-03-14 17:00:00,1,2,0,1,9,8,6,3,3,1,2,1,4,4,0,3,4,5,3,10,33,0,31,31,24,18,11,8,8,6,8,8,7,8,8,7,6,8,10,11,13,15,14,11,18,13,16,11,9,6,4,3,3,2,3,5,3,9,10,13,9,10,7,9,10,12,12,14,14,20,22,22,23,28,25,25,23,21,19,17,16,15,10,8,6,4,4,3,9,33,37,38,35,31,16,12,8,7,5,3,3,5,9,0,1,2,1,2,0,0
2022-03-14 18:00:00,1,0,1,0,15,13,9,6,2,0,2,3,4,5,6,5,8,9,6,23,52,51,51,40,36,26,11,11,14,18,21,20,17,18,14,15,15,15,18,16,14,15,16,14,14,11,17,21,17,13,8,4,5,4,3,4,5,10,9,11,9,10,8,12,16,23,22,25,21,19,18,18,22,30,26,25,22,22,20,22,21,18,10,6,6,6,7,3,19,51,49,49,43,35,21,15,12,10,7,3,6,4,5,5,4,3,2,1,0,0
2022-03-14 19:00:00,0,1,4,0,10,9,11,7,4,2,4,3,6,7,6,5,5,5,5,16,51,39,50,50,41,26,10,8,9,11,10,9,8,9,10,9,8,8,9,10,12,12,12,9,12,10,8,16,14,10,5,1,2,0,1,1,2,3,4,8,2,5,4,10,12,12,17,21,19,18,16,14,15,18,17,15,16,15,14,12,11,12,8,7,2,9,9,0,27,69,68,64,51,42,26,18,13,9,7,3,4,2,3,2,0,2,1,2,1,0
2022-03-14 20:00:00,0,0,0,0,7,3,0,5,1,0,2,2,0,5,1,0,0,0,0,11,29,34,33,31,29,25,11,10,10,8,9,8,9,7,7,4,6,5,7,9,10,9,6,4,6,6,7,9,10,8,3,0,1,0,0,1,2,3,4,4,3,4,2,10,11,9,10,11,12,13,12,11,11,12,12,8,4,1,12,0,11,9,7,6,4,1,0,0,3,22,19,18,16,13,10,7,5,4,2,1,4,1,1,3,0,0,3,2,0,0
2022-03-14 21:00:00,0,1,1,0,13,12,10,9,7,3,2,1,0,1,0,0,2,1,0,4,25,23,20,17,14,7,8,9,11,12,14,4,8,9,8,3,7,4,6,5,6,6,7,4,5,5,9,11,10,7,5,3,1,0,0,1,1,0,2,3,4,0,4,5,10,12,12,12,8,12,13,14,16,17,14,12,10,9,7,8,7,5,4,3,4,2,2,0,7,19,19,13,13,10,7,4,5,4,3,0,2,3,0,2,0,0,0,0,0,0
2022-03-14 22:00:00,1,0,0,0,2,0,2,2,2,1,3,4,0,0,2,0,2,3,2,5,16,16,15,13,11,10,5,7,9,7,8,6,6,7,6,7,0,10,10,11,10,10,10,8,6,6,7,10,8,3,2,1,0,0,0,0,1,0,0,2,0,3,3,7,13,12,11,11,12,14,11,10,13,12,12,9,8,8,5,5,6,7,6,4,5,2,1,2,6,25,26,23,16,13,8,6,3,3,2,1,0,1,0,2,0,1,2,0,0,0
2022-03-14 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,14,13,10,7,3,2,2,9,7,6,0,6,0,5,0,6,8,4,7,3,2,2,0,2,4,7,6,5,3,2,1,0,0,0,0,0,0,2,0,0,1,8,12,11,11,9,7,9,5,0,6,8,9,0,11,10,9,10,5,10,5,4,0,2,0,1,5,19,16,17,16,15,11,7,4,4,2,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,0,0,0,0,1,0,2,0,0,1,2,4,6,0,7,5,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,1,1,0,0,0,0,2,1,0,0,1,1,2,2,3,4,6,2,4,5,4,2,3,1,2,1,3,6,2,6,5,4,5,6,8,7,8,8,6,7,7,7,6,4,6,3,3,1,0,0,1,0,0,0,0,0,0,2,0,5,2,6,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 06:00:00,0,0,0,0,1,0,0,0,0,0,0,2,1,3,4,5,8,11,8,8,7,5,3,4,5,6,8,12,13,16,20,22,25,27,27,13,12,11,9,8,9,9,8,9,7,2,3,3,0,2,1,0,2,1,0,1,2,3,0,6,7,7,7,6,6,4,5,5,0,4,3,4,6,5,4,0,3,5,6,1,5,3,2,1,3,5,5,6,3,12,2,11,9,6,3,2,1,1,0,0,1,0,2,5,4,0,1,1,0,0
2022-03-15 07:00:00,2,3,4,3,14,15,16,11,8,6,5,7,9,13,20,22,34,40,40,16,4,3,4,5,10,14,18,22,27,30,24,25,26,29,29,30,26,28,25,25,21,19,16,11,12,10,6,17,16,11,8,7,5,3,2,1,3,6,3,11,15,18,15,15,17,16,4,10,6,11,9,10,9,3,9,8,10,11,10,7,8,7,6,2,9,12,15,18,14,19,18,18,12,13,17,17,15,11,12,8,3,10,12,14,10,1,1,0,0,0
2022-03-15 08:00:00,2,3,4,5,13,14,12,11,9,5,6,9,9,11,16,16,22,26,37,19,17,14,10,11,12,18,23,23,26,28,33,35,37,38,36,37,41,39,38,33,30,28,32,26,23,17,9,26,22,24,18,15,14,12,1,3,6,8,9,14,16,17,18,15,14,18,18,20,19,19,18,15,15,14,14,12,14,17,11,14,15,12,10,8,10,18,19,23,16,32,29,29,26,23,19,15,22,20,18,15,15,11,8,16,14,3,2,1,0,0
2022-03-15 09:00:00,1,1,0,0,2,2,2,0,0,0,1,3,8,9,12,9,16,16,19,13,10,8,11,11,12,12,10,15,16,19,21,22,24,27,29,21,26,20,21,21,19,17,14,12,10,7,6,14,13,5,10,6,4,1,0,1,4,6,0,11,12,9,6,6,10,9,7,6,8,9,8,7,9,8,10,10,5,7,1,6,0,7,4,4,4,5,7,10,9,16,17,14,12,9,7,5,3,2,1,0,3,3,4,0,4,1,2,1,1,0
2022-03-15 10:00:00,0,2,0,0,2,2,3,1,0,1,0,3,8,2,0,0,8,7,8,7,10,8,9,0,10,10,11,12,12,12,13,12,12,12,15,17,17,17,18,18,17,15,15,12,10,6,5,4,0,3,2,4,2,1,0,2,3,4,1,7,8,8,9,15,17,16,10,12,8,10,4,3,12,7,11,10,8,8,4,6,5,4,4,1,3,5,2,6,6,11,12,12,10,8,6,5,4,4,2,1,0,3,3,4,5,1,1,0,0,0
2022-03-15 11:00:00,0,0,0,0,5,3,6,4,5,1,2,6,6,0,8,1,5,9,12,7,14,8,7,13,12,11,7,8,14,16,18,17,17,19,19,18,17,16,15,17,15,17,17,15,12,6,3,10,9,9,6,4,3,2,1,2,0,8,9,16,18,15,11,12,12,15,13,17,18,16,17,14,12,11,9,9,8,7,6,6,6,4,4,3,5,6,6,7,5,11,12,13,11,13,12,4,10,9,8,0,0,6,5,1,2,2,1,0,0,0
2022-03-15 12:00:00,2,3,3,2,4,5,3,1,3,4,2,5,6,4,11,6,14,14,8,8,11,4,10,10,8,6,7,7,6,8,6,5,6,8,7,7,6,10,11,12,10,11,11,10,10,9,10,12,11,8,7,5,1,1,0,1,4,4,6,7,7,6,4,5,9,10,11,10,11,9,7,6,7,5,9,8,6,8,0,7,6,6,4,6,4,5,3,3,5,12,11,11,11,12,11,10,10,7,5,4,5,4,3,3,2,0,0,1,1,0
2022-03-15 13:00:00,2,1,3,4,7,6,4,5,4,3,2,3,9,4,5,5,9,11,4,10,12,11,14,12,12,12,9,10,11,11,13,12,14,14,16,17,15,14,15,9,12,14,11,10,12,10,9,8,7,6,5,3,1,1,5,3,5,8,7,10,12,13,12,9,12,12,13,11,12,14,5,12,14,11,14,14,15,18,18,17,15,13,8,8,5,6,5,5,6,17,16,16,15,15,9,7,4,3,4,0,3,2,3,3,1,1,0,0,0,0
2022-03-15 14:00:00,0,0,0,1,4,0,0,3,3,0,2,2,6,8,11,7,12,14,10,7,12,11,12,11,10,10,11,14,15,14,15,14,12,11,12,14,6,15,12,9,11,10,11,10,10,4,7,6,5,4,5,2,4,1,0,2,3,6,5,11,5,10,9,8,15,16,15,16,11,15,16,16,8,12,12,12,11,10,13,11,10,11,7,4,5,7,3,7,4,14,13,11,11,10,7,9,6,7,5,3,3,4,8,1,6,2,0,1,0,0
2022-03-15 15:00:00,0,1,1,3,6,0,0,1,6,3,3,6,14,14,14,9,13,14,13,13,26,26,25,12,13,12,11,10,13,9,10,9,8,10,11,11,7,9,10,13,12,12,14,9,10,8,8,7,5,5,5,1,4,1,0,2,0,2,3,4,4,6,4,8,15,16,16,17,16,16,15,14,18,19,19,16,13,12,13,16,15,13,9,7,6,5,4,2,7,20,21,18,14,10,6,3,5,1,1,4,0,9,11,9,6,2,0,1,0,0
2022-03-15 16:00:00,0,0,0,0,2,3,3,2,4,0,11,10,11,20,19,14,11,11,10,11,19,18,22,22,19,15,10,12,13,14,15,12,12,10,11,10,10,10,8,9,10,10,13,14,13,11,11,9,8,3,5,4,2,1,1,4,4,9,9,11,12,14,11,26,32,37,30,13,12,16,15,17,19,17,17,18,16,17,19,13,17,16,14,7,6,4,7,8,9,15,13,18,18,18,13,12,8,6,5,2,4,6,5,6,2,2,0,1,0,0
2022-03-15 17:00:00,1,2,0,0,7,6,7,5,4,2,2,4,7,6,8,8,10,12,11,17,35,27,26,29,26,25,14,12,11,10,12,11,7,9,11,7,6,11,13,13,11,14,17,11,15,15,15,18,11,14,8,10,6,1,2,5,1,8,13,15,16,13,10,12,20,19,18,25,23,20,22,21,23,23,21,19,18,18,14,17,15,13,11,4,4,3,6,6,8,32,35,32,29,30,20,16,6,5,4,3,4,4,5,5,4,0,1,1,0,0
2022-03-15 18:00:00,2,3,5,4,12,11,9,7,3,2,1,1,6,4,5,0,5,6,2,17,43,35,41,38,31,25,12,13,17,20,27,25,21,24,27,29,27,34,35,28,27,27,23,21,23,19,17,18,15,13,10,9,5,3,2,6,7,10,12,14,15,14,9,9,15,20,19,26,26,28,25,25,30,37,37,33,32,30,26,25,20,17,12,6,7,7,1,7,30,67,65,65,53,46,32,21,14,14,8,5,4,3,7,4,6,2,1,0,0,0
2022-03-15 19:00:00,1,1,2,0,15,12,10,8,6,4,4,4,4,3,5,2,6,1,5,15,41,38,42,40,35,29,15,6,8,8,7,5,6,7,8,8,6,7,11,11,11,11,8,6,8,6,13,16,13,12,10,11,9,7,4,3,4,2,5,8,4,4,5,7,8,8,11,17,19,23,25,24,29,28,24,21,21,22,19,18,15,16,11,8,5,3,12,12,30,63,60,57,47,38,25,20,13,10,6,4,4,0,3,2,0,2,1,0,0,0
2022-03-15 20:00:00,0,1,0,0,4,0,5,2,1,1,2,3,1,4,5,4,5,0,7,6,26,26,25,23,19,15,11,10,10,10,12,10,9,6,7,8,7,8,6,7,9,6,5,3,5,5,6,11,10,9,5,1,3,1,2,1,0,4,2,11,12,3,5,9,15,15,14,14,10,11,8,7,9,12,11,11,10,13,8,12,10,9,6,4,3,1,3,0,14,32,30,29,26,11,17,14,10,6,6,4,2,0,1,0,0,1,0,0,0,0
2022-03-15 21:00:00,0,0,0,0,2,0,2,0,1,0,1,2,2,4,0,3,3,5,0,7,21,0,26,22,19,17,9,6,7,7,6,3,3,8,9,9,8,8,8,6,8,10,8,10,10,9,9,12,5,10,2,1,0,0,0,2,3,4,0,0,0,1,4,7,9,10,10,13,8,16,18,17,18,17,18,17,18,17,16,7,4,13,10,6,4,3,1,0,8,33,33,30,22,19,15,12,7,3,4,4,3,0,2,2,1,0,2,1,0,0
2022-03-15 22:00:00,0,0,1,0,3,3,2,2,1,1,3,4,0,0,3,2,0,1,0,4,14,10,16,15,10,7,8,15,19,22,24,5,19,18,16,14,0,11,3,9,5,7,5,4,6,7,8,8,5,4,2,0,0,0,0,0,0,1,2,0,1,2,3,22,27,27,25,19,18,20,19,19,18,17,18,17,14,12,10,6,2,8,6,7,5,3,1,4,5,29,28,25,20,18,13,10,7,5,4,1,1,2,0,1,1,0,0,0,0,0
2022-03-15 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,3,5,6,7,6,6,4,4,0,0,0,5,5,0,4,3,3,4,1,5,4,2,4,0,0,0,0,0,1,0,0,0,0,1,1,2,7,13,14,6,9,8,7,6,0,3,7,7,0,6,4,4,3,1,2,2,1,1,0,0,0,2,12,6,10,8,7,7,6,5,4,2,3,2,2,0,1,0,0,1,0,0,0
