Unnamed: 0,1_교하차고지,2_오도삼거리(가상),3_산내마을6.8단지,4_산내마을8.12단지,5_운정광역보건지소,6_해솔마을4단지,7_지산중학교,8_해솔마을6.7단지,9_한빛마을1단지,10_한빛마을3.6단지,11_한빛마을4.8단지,12_한소망교회,13_앵골.광성교회,14_일산가구공단,15_철산아파트.탄현역앞,16_서울도시가스,17_성저초등학교,18_농수산물센터,19_장성중학교.대진고등학교,20_연세프라자,21_문촌마을6.7단지.쌍용아파트.기산아파트,22_유화프라자,23_강선초등학교,24_강선마을(중),25_일산동부경찰서,26_일산동구청(중),27_강촌마을8단지,28_우방아파트.강촌마을8단지,29_강촌한신아파트,30_백석초등학교,31_백송마을1.2단지,32_백석1동주민센터,33_백석도서관.일산병원,34_백석역.고양종합터미널,35_백석동.요진와이시티,36_대곡역(중),37_고양경찰서앞.고양어린이박물관앞,38_화정역.롯데마트,39_덕양구청,40_단독주택단지,41_명지병원.은빛마을5단지,42_화정1동주민센터,43_고양어울림누리.달빛동부아파트,44_성사2동주민센터,45_신원당마을7단지,46_신원당마을입구,47_원당역,48_흥도동주민센터,49_훼릭스,50_가시골,51_원흥동,52_달걀부리마을,53_삼송교,54_동산고등학교,55_동산마을22단지,56_스타필드고양,57_창릉동주민센터.용사촌입구,58_큰골입구,59_동산동능모퉁이.한국지역난방공사,60_은평뉴타운10단지,61_구파발역입구,62_박석고개.신도고등학교,63_세명컴퓨터고등학교,64_연신내역.연서시장,65_동명여고.천주교불광동성당,66_불광역3.6호선,67_불광역3호선.서울혁신파크,68_한전성서지사.북한산푸르지오,69_한전성서지사.북한산푸르지오,70_불광역3호선.서울혁신파크,71_불광역3.6호선,72_동명여고.천주교불광동성당,73_연신내역.연서시장,74_세명컴퓨터고등학교,75_박석고개.신도고등학교,76_구파발역입구,77_은평뉴타운10단지,78_동산동능모퉁이.한국지역난방공사,79_창릉동주민센터.용사촌입구,80_스타필드고양,81_동산마을22단지,82_동산고등학교,83_삼송교,84_달걀부리마을,85_원흥동,86_가시골,87_훼릭스,88_흥도동주민센터,89_원당역,90_신원당마을입구,91_신원당마을7단지,92_성사2동주민센터,93_고양어울림누리.달빛동부아파트,94_화정1동주민센터,95_달빛신안아파트.명지병원,96_단독주택단지,97_화정역.덕양구청,98_별빛마을8단지.롯데마트,99_고양경찰서앞.고양어린이박물관앞,100_대곡역(중),101_백석동.요진와이시티,102_백석역.고양종합터미널,103_백석도서관.일산병원,104_백석1동주민센터,105_백송마을8.9단지,106_백석고등학교,107_강촌한신아파트,108_동아아파트.강촌마을1단지,109_강촌마을8단지,110_일산동구청(중),111_일산동부경찰서,112_강선마을(중),113_강선초등학교,114_유화프라자,115_문촌마을.라이프아파트,116_연세프라자,117_장성중학교,118_농수산물센타,119_성저초등학교,120_서울도시가스,121_철산아파트.탄현역앞,122_일산가구공단,123_앵골.광성교회,124_송학동,125_한빛마을4.8단지,126_한빛마을3.6단지,127_한빛마을1단지,128_해솔마을6.7단지,129_지산중학교,130_가람마을9단지,131_운정광역보건지소,132_산내마을8.12단지,133_산내마을6.8단지,134_교하차고지,57_용사촌입구,79_용사촌입구.밥할머니공원앞,134_해오름마을중심상가,135_교하차고지
2022-03-10 08:00:00,3,3,15,16,20,25,23,27,29,39,41,47,50,44,39,37,38,40,39,40,48,46,42,39,33,24,22,27,28,28,27,21,21,21,17,15,16,18,19,20,17,23,24,25,0,34,33,0,0,38,38,37,37,29,30,27,27.0,24,23,22,20,22,32,17,15,10,3,0,6,0,5,8,8,11,12,15,16,12,10.0,8,15,16,19,18,17,20,16,0,15,16,18,0,17,23,22,31,29,28,30,28,26,36,26,8,7,6,15,14,2,12,15,15,18,6,22,21,18,5,20,18,20,25,24,23,19,16,13,12,12,11,11,6,3,0.0,,,,
2022-03-10 09:00:00,1,1,7,1,8,7,9,14,13,19,24,23,22,23,24,22,21,22,7,21,24,23,24,22,22,12,0,9,13,12,14,12,9,9,11,11,10,11,10,11,10,12,11,17,16,19,20,10,0,11,18,18,17,13,17,15,15.0,16,10,0,15,14,15,10,9,7,0,0,2,3,6,7,8,10,9,12,11,10,8.0,7,9,10,11,10,0,10,0,9,8,13,0,6,13,15,12,14,13,15,19,18,15,11,6,3,2,6,5,0,0,6,5,6,5,7,4,6,3,6,7,5,6,5,4,2,4,5,4,3,0,2,0,1,0,0.0,,,,
2022-03-10 10:00:00,0,0,6,0,9,6,7,6,5,11,10,11,12,13,10,17,0,18,18,20,19,20,11,19,14,10,0,11,0,12,7,9,8,8,7,8,6,8,7,5,8,9,10,0,10,11,12,0,11,11,9,11,4,13,12,7,9.0,8,7,6,6,7,9,4,3,2,0,0,3,3,5,6,6,5,6,6,8,4,7.0,6,9,11,9,9,10,11,0,4,8,9,10,5,0,8,9,11,10,8,11,10,11,7,6,5,0,4,0,6,0,7,9,0,5,0,0,3,0,5,0,4,5,4,4,5,3,6,0,3,0,5,0,0,1,0.0,,,,
2022-03-10 11:00:00,0,0,4,2,3,5,7,8,8,9,12,12,10,0,10,9,3,8,7,6,7,6,3,5,5,4,1,2,0,1,6,0,7,8,11,0,8,10,10,11,16,15,13,6,12,11,10,0,11,11,0,17,0,16,14,9,9.0,11,9,10,8,9,8,5,4,2,0,0,1,2,8,7,11,10,12,14,10,12,10.0,9,8,9,8,6,5,7,5,5,6,7,4,0,2,8,5,7,9,10,10,12,11,10,10,9,9,8,6,8,4,7,8,12,2,11,6,7,8,11,12,10,11,10,9,11,12,8,7,6,5,3,4,3,2,0.0,,,,
2022-03-10 12:00:00,0,0,2,3,0,3,5,10,8,16,17,22,23,21,21,22,0,19,20,23,15,19,20,18,15,11,0,11,10,12,14,13,13,14,15,16,10,11,12,10,11,11,11,10,0,12,13,14,0,12,0,10,13,10,9,8,8.0,0,8,9,7,8,4,6,5,1,0,0,1,3,8,5,9,11,10,10,11,10,12.0,12,11,11,4,7,0,12,0,0,9,10,9,0,5,6,10,10,9,8,9,7,7,7,7,6,8,7,9,8,7,5,7,10,12,13,12,11,12,13,9,9,12,10,11,0,11,9,8,7,4,4,3,3,0,0.0,,,,
2022-03-10 13:00:00,1,1,6,9,10,8,8,10,9,19,19,19,19,19,20,16,13,21,13,20,16,0,19,14,18,10,9,10,6,0,12,12,10,8,11,7,10,10,9,8,7,10,11,10,13,16,0,0,15,15,0,16,15,18,15,12,13.0,12,0,13,11,8,9,5,4,3,0,0,1,1,5,2,12,12,11,11,12,13,11.0,8,9,11,10,0,8,13,0,0,9,8,9,0,9,11,12,9,9,11,10,9,8,9,7,8,8,10,10,8,8,7,7,4,6,8,7,7,6,9,0,11,15,16,15,13,10,8,7,7,3,5,4,3,0,0.0,,,,
2022-03-10 14:00:00,1,1,2,4,5,6,7,8,9,10,11,6,9,8,10,9,7,8,10,12,11,11,10,10,8,6,5,7,0,12,9,14,12,11,11,12,13,8,8,10,10,11,11,0,10,12,14,0,13,12,11,11,10,10,9,9,11.0,3,3,10,9,10,12,9,8,4,2,0,2,1,4,5,8,9,6,9,9,8,8.0,6,7,8,9,8,0,8,0,0,6,10,8,9,10,12,12,10,13,11,0,9,7,7,8,9,5,0,7,10,9,13,12,10,9,11,11,12,0,8,9,9,12,13,8,10,7,8,7,8,3,0,7,5,2,0.0,,,,
2022-03-10 15:00:00,0,0,3,0,6,9,6,10,10,11,13,14,13,11,12,13,14,12,13,15,14,10,9,14,13,10,0,7,7,7,8,7,6,7,16,16,9,15,14,13,11,11,12,7,10,13,10,0,12,11,9,13,12,14,8,6,13.0,0,16,18,16,17,9,5,2,1,0,0,2,3,4,5,16,24,23,7,8,12,11.0,11,11,13,12,9,11,13,0,0,12,11,9,9,8,9,8,8,7,8,9,8,10,11,10,9,9,7,0,8,9,12,14,17,12,12,11,10,10,11,11,12,14,14,14,14,10,10,8,6,19,5,6,5,0,0.0,,,,
2022-03-10 16:00:00,0,0,2,4,5,5,6,5,8,11,15,11,13,11,7,12,6,14,25,27,25,22,17,16,15,12,7,11,10,8,10,15,17,20,20,15,19,17,19,17,18,18,17,0,15,18,17,10,15,14,15,16,16,12,11,11,6.0,10,11,11,6,13,28,15,12,3,1,0,2,5,7,6,16,18,22,24,28,25,18.0,22,23,22,19,20,18,19,17,18,16,16,16,15,15,14,11,14,13,13,13,11,12,11,13,12,13,11,11,12,10,12,11,13,18,17,15,14,24,32,33,26,22,21,14,13,12,13,14,10,9,20,17,13,1,0.0,,,,
2022-03-10 17:00:00,2,2,6,5,8,11,14,13,14,12,14,16,18,10,23,0,22,20,18,18,17,16,12,14,12,9,8,8,8,8,10,16,17,25,27,30,17,16,17,16,18,18,20,0,18,18,18,11,12,17,15,19,20,18,15,13,13.0,10,0,8,8,7,8,3,1,0,2,0,5,10,21,19,24,18,15,19,20,19,17.0,24,23,26,25,25,24,22,21,20,17,18,19,0,17,21,26,27,27,20,18,16,15,9,13,13,14,15,15,16,18,21,20,22,23,24,22,21,22,24,26,42,50,48,48,47,45,39,37,28,23,19,16,13,0,0.0,,,,
2022-03-10 18:00:00,4,4,10,11,12,13,14,18,17,18,19,18,18,20,17,17,15,17,16,19,14,16,16,14,14,10,7,10,9,10,12,23,17,24,28,27,20,18,21,25,20,20,21,18,18,18,15,12,14,14,15,18,18,20,23,25,27.0,29,20,31,27,25,17,8,0,7,0,0,5,8,15,16,23,20,17,21,20,20,17.0,24,25,29,29,32,33,34,19,0,31,30,32,33,30,21,22,23,20,22,24,19,23,24,25,32,29,29,28,28,29,36,40,38,38,41,35,35,34,33,0,32,35,33,32,32,26,23,19,18,14,13,11,6,0,0.0,,,,
2022-03-10 19:00:00,3,3,4,4,6,4,7,9,11,11,12,10,8,8,9,11,7,8,11,8,6,13,11,9,7,7,5,4,5,3,9,11,0,10,15,14,16,19,20,17,16,12,10,11,8,10,11,0,7,10,0,10,9,10,7,10,10.0,10,11,10,9,10,7,7,3,2,1,0,3,8,18,15,32,27,26,31,32,29,25.0,28,24,27,24,25,24,25,26,26,22,20,22,8,21,13,13,11,14,12,12,14,11,16,15,12,9,8,10,12,7,15,18,19,9,20,16,16,7,37,37,33,36,29,27,28,24,19,16,16,6,14,10,6,2,0.0,,,,
2022-03-10 20:00:00,2,2,6,7,4,9,5,9,5,10,10,9,10,11,15,6,14,10,8,7,3,7,6,5,5,7,0,5,6,6,7,8,9,10,14,15,12,16,15,12,8,1,8,0,8,8,10,0,9,7,8,9,8,8,6,10,0.0,0,8,6,4,2,2,2,2,1,1,0,1,3,4,5,9,11,15,13,14,13,12.0,20,18,17,16,17,0,16,0,15,13,15,9,7,7,14,8,6,8,12,10,11,8,10,8,9,8,9,8,0,5,13,16,14,12,14,13,12,0,12,0,11,13,14,13,10,8,9,8,6,7,5,3,0,0,0.0,,,,
2022-03-10 21:00:00,2,2,5,3,4,7,7,8,7,9,13,12,16,17,13,11,0,12,11,10,9,6,5,10,6,7,4,5,0,7,7,8,4,7,9,12,10,10,11,8,7,8,0,0,9,9,7,8,8,9,8,9,0,7,5,8,14.0,14,0,4,10,6,5,3,3,2,1,0,1,5,10,11,18,16,15,17,14,16,13.0,19,19,20,7,12,19,18,0,0,13,14,0,0,13,11,9,10,10,7,9,8,11,13,0,11,10,7,9,8,6,16,25,13,11,13,10,10,11,12,9,11,13,13,11,5,10,8,8,8,6,6,5,3,1,0.0,,,,
2022-03-10 22:00:00,0,0,1,2,3,6,7,10,10,10,10,9,11,13,11,10,0,0,9,8,0,9,6,8,5,5,1,4,5,4,9,4,0,8,11,13,15,25,29,26,23,21,20,19,15,10,9,0,8,5,9,11,12,11,11,6,10.0,9,0,6,7,5,3,2,0,1,0,0,0,4,6,1,11,9,12,12,11,12,13.0,19,19,19,18,5,18,7,0,6,21,16,15,13,12,10,12,8,8,10,10,11,12,11,10,8,7,4,6,5,5,10,26,27,14,23,21,22,21,22,0,22,21,19,18,15,11,11,10,6,8,4,3,1,0,0.0,,,,
2022-03-10 23:00:00,0,0,4,4,5,4,6,9,8,12,16,18,0,19,23,27,0,5,7,7,7,8,9,8,7,8,0,3,10,12,13,1,5,9,13,7,9,10,9,10,9,10,0,8,7,7,10,8,7,0,7,8,7,0,8,9,0.0,7,5,4,7,5,2,2,1,3,1,0,1,2,3,0,16,14,12,24,16,23,25.0,21,27,26,20,19,18,17,0,16,17,14,13,0,11,9,3,4,10,10,8,4,10,7,4,3,0,2,6,0,0,6,9,10,8,8,6,4,9,5,0,10,9,6,6,7,8,6,6,7,6,4,3,0,0,0.0,,,,
2022-03-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
2022-03-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
2022-03-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
2022-03-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
2022-03-11 04:00:00,0,0,3,5,6,7,2,9,10,13,23,24,25,22,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
2022-03-11 05:00:00,0,0,3,6,7,8,10,11,0,12,12,7,0,10,10,8,0,19,6,19,19,7,0,12,6,6,5,0,6,4,9,6,0,7,6,2,7,3,6,0,7,6,0,7,8,11,8,0,7,8,0,6,7,6,5,4,5.0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
2022-03-11 06:00:00,0,0,3,2,4,5,2,9,8,12,9,13,14,14,12,0,13,12,0,9,11,9,11,11,7,4,0,5,0,6,8,9,5,8,8,9,9,9,8,9,10,11,14,5,15,12,7,0,0,14,0,9,10,7,12,10,14.0,16,14,10,9,8,8,3,1,1,0,0,0,2,2,4,5,6,7,5,5,0,6.0,0,0,7,6,0,0,0,0,2,1,0,5,0,5,7,8,9,8,7,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
2022-03-11 07:00:00,1,1,11,12,17,21,24,29,31,39,30,30,33,31,32,33,30,28,26,28,32,33,30,15,12,13,0,15,6,18,18,17,8,8,14,10,9,12,11,13,10,13,14,9,16,18,18,8,0,18,12,18,19,16,21,21,14.0,23,14,21,16,16,12,6,5,4,0,0,3,0,4,7,17,12,13,14,12,10,9.0,10,12,13,14,14,13,15,14,4,12,12,11,7,12,21,21,24,25,29,28,27,25,9,7,7,5,6,3,4,3,4,5,7,9,9,6,13,12,12,13,17,13,14,15,14,12,0,11,9,0,8,0,7,0,0.0,,,,
2022-03-11 08:00:00,1,1,15,17,21,24,27,33,34,39,44,48,48,46,43,42,39,39,38,37,40,38,36,30,26,19,18,22,21,23,19,21,20,20,28,22,22,22,23,26,14,19,20,18,20,26,25,12,24,28,26,24,23,22,28,28,29.0,27,26,25,19,16,16,10,10,5,2,0,2,3,9,10,17,21,23,24,20,12,9.0,8,11,9,12,9,0,11,0,0,8,8,9,11,13,16,13,22,24,28,32,31,27,34,27,7,8,9,8,11,11,11,9,7,10,5,11,8,9,10,12,10,10,11,12,9,11,10,9,8,5,8,8,7,5,0.0,,,,
2022-03-11 09:00:00,1,1,5,3,7,12,14,16,17,24,25,25,27,26,25,24,23,22,24,25,0,24,24,24,19,9,10,5,8,9,10,10,9,11,13,15,12,10,8,8,9,13,10,12,7,15,17,17,16,14,0,15,14,16,14,11,13.0,8,12,11,6,8,12,13,9,7,1,0,1,3,4,3,4,5,10,11,9,8,6.0,7,7,8,9,8,0,12,14,7,12,8,7,7,7,11,12,12,13,12,14,13,12,12,10,7,6,8,5,9,8,8,7,6,0,7,0,7,0,7,8,6,7,6,6,5,4,5,4,3,0,0,1,1,0,0.0,,,,
2022-03-11 10:00:00,1,1,9,3,5,6,3,5,5,12,11,0,13,12,10,6,0,9,9,11,10,9,12,8,6,5,0,6,0,7,7,9,8,9,6,7,8,13,8,14,14,13,14,8,13,16,17,17,0,18,16,19,13,20,18,15,16.0,0,9,14,9,8,7,7,5,2,1,0,2,4,8,7,10,8,0,11,11,10,9.0,5,8,7,6,5,4,6,5,4,3,9,10,0,10,11,16,16,11,12,13,12,10,8,9,8,9,11,12,7,6,13,11,12,5,13,0,4,3,8,10,10,9,10,11,0,12,11,9,8,7,0,6,4,3,0.0,,,,
2022-03-11 11:00:00,0,0,1,1,12,13,6,10,9,11,10,13,12,12,13,12,10,12,11,12,12,9,0,12,7,6,4,0,7,0,8,8,8,8,8,0,6,11,12,0,5,14,0,6,13,12,12,0,11,12,13,11,9,10,9,8,5.0,0,8,0,7,0,8,6,5,2,0,0,1,1,7,8,16,14,14,16,10,13,11.0,11,12,13,10,9,12,12,11,9,10,9,6,6,7,8,8,8,3,6,7,6,8,7,11,10,11,11,12,11,3,11,10,10,0,12,9,10,9,12,11,12,14,13,13,0,14,11,10,10,8,7,0,4,2,0.0,,,,
2022-03-11 12:00:00,1,1,4,0,7,4,8,0,8,9,4,5,11,12,6,12,9,6,12,13,12,8,7,5,5,6,7,3,9,7,8,8,10,14,19,20,17,16,16,18,4,16,17,17,0,19,19,0,0,21,21,20,4,2,15,8,6.0,8,8,0,8,5,7,6,4,2,0,0,1,4,9,6,13,16,15,14,13,13,11.0,10,12,8,11,10,0,11,10,0,9,11,10,11,10,11,11,13,11,12,12,12,12,11,7,11,7,8,8,0,7,11,12,8,13,10,12,12,7,9,0,11,12,11,8,11,11,10,9,10,7,1,4,0,1,0.0,,,,
2022-03-11 13:00:00,2,2,4,6,8,10,9,10,9,10,9,8,7,8,8,8,0,9,5,9,10,10,9,10,7,6,7,6,5,8,9,9,7,8,13,11,11,14,14,17,17,19,12,0,10,20,20,21,11,20,0,21,12,20,19,14,12.0,8,0,10,9,6,10,10,5,3,1,0,2,3,8,9,16,17,8,19,20,20,18.0,15,18,18,17,6,0,18,17,0,14,14,14,15,16,21,21,18,17,15,12,11,10,7,6,5,6,6,0,9,5,10,8,7,7,9,8,4,8,9,7,6,8,8,10,11,11,11,9,6,3,5,4,2,0,0.0,,,,
2022-03-11 14:00:00,0,0,2,0,4,7,11,12,11,12,12,9,13,12,15,10,13,15,10,15,12,13,9,12,9,5,0,4,4,5,6,7,7,10,14,13,14,17,21,22,20,20,21,12,18,19,21,0,0,12,11,14,9,13,11,7,13.0,0,11,11,12,16,15,8,5,3,0,0,0,4,5,6,10,12,7,10,11,12,10.0,16,20,19,19,9,18,18,0,17,12,11,11,11,10,13,13,11,13,12,15,8,14,11,8,7,5,4,0,0,5,6,6,5,3,4,2,0,0,8,5,6,8,7,0,8,8,9,6,6,5,4,0,2,2,0.0,,,,
2022-03-11 15:00:00,0,0,6,3,7,9,11,4,13,13,11,12,13,11,10,12,12,12,11,16,19,18,19,21,24,19,18,12,12,11,19,20,13,18,15,10,16,13,13,12,13,13,13,12,11,13,12,19,18,19,23,22,14,22,20,15,17.0,5,16,12,11,11,13,8,8,4,1,0,4,8,9,8,12,14,13,17,16,19,17.0,14,15,14,0,14,13,14,15,14,14,13,14,18,10,16,22,24,17,13,16,15,13,11,14,16,15,19,19,21,19,23,11,24,24,23,23,13,9,10,0,12,14,16,15,14,14,14,13,8,20,8,17,15,1,0.0,,,,
2022-03-11 16:00:00,0,0,3,5,6,12,6,12,10,10,11,12,15,14,14,16,0,0,23,25,26,20,14,13,9,11,7,9,9,10,14,19,19,19,17,15,13,19,21,20,19,19,18,18,16,19,17,18,14,17,14,17,17,18,16,14,14.0,11,0,13,13,12,13,8,6,4,4,0,2,8,11,8,18,19,19,20,23,22,20.0,25,25,24,20,24,23,22,21,21,15,16,15,14,11,13,15,15,13,14,17,15,13,13,11,8,7,7,0,6,5,19,20,20,14,21,22,20,28,31,0,32,34,35,33,34,31,28,20,19,20,15,16,14,1,0.0,,,,
2022-03-11 17:00:00,4,4,9,7,10,9,11,13,12,16,22,21,21,20,19,21,0,19,21,18,17,14,11,15,11,10,9,6,6,5,5,10,11,16,22,21,16,20,19,19,20,18,17,16,15,17,19,0,15,20,22,22,14,19,20,19,12.0,21,9,12,19,17,13,8,5,3,0,0,4,8,12,12,20,23,22,26,30,31,29.0,25,26,32,30,31,28,28,0,27,20,15,15,16,16,14,16,15,12,13,9,8,15,20,22,21,12,13,14,15,15,20,22,21,24,21,20,19,16,23,10,27,33,33,34,29,24,20,18,15,14,8,11,9,2,0.0,,,,
2022-03-11 18:00:00,1,1,6,9,10,9,11,15,16,18,14,17,19,20,26,15,23,23,20,18,21,26,25,21,12,13,9,9,13,16,19,36,37,31,33,33,31,31,29,24,20,19,17,18,15,18,17,17,16,18,17,19,20,22,19,20,20.0,0,24,22,20,19,16,4,2,2,1,0,9,19,25,20,20,15,21,23,12,24,25.0,29,31,35,36,37,35,33,0,34,26,22,23,25,22,25,26,25,20,23,24,16,21,21,20,27,20,19,20,19,19,33,33,31,30,31,28,29,26,21,0,28,31,31,29,28,21,17,16,14,11,6,9,6,0,0.0,,,,
2022-03-11 19:00:00,4,4,7,8,0,4,7,10,12,11,7,11,9,9,8,16,15,14,11,12,8,12,11,9,9,9,0,11,0,9,12,14,10,13,23,28,25,25,23,22,20,18,18,17,16,14,14,13,6,13,14,8,14,14,7,9,11.0,5,4,10,9,8,5,4,3,1,0,0,2,5,9,8,10,14,10,7,11,10,24.0,24,27,23,25,26,25,24,0,0,21,17,17,16,18,14,14,14,14,12,11,12,16,16,0,14,13,13,13,14,13,17,17,20,17,21,20,15,16,16,0,17,22,22,22,20,19,21,20,15,14,9,8,6,0,0.0,,,,
2022-03-11 20:00:00,1,1,3,4,0,6,8,7,8,12,15,7,13,7,4,3,3,4,3,4,5,6,0,2,8,9,10,0,0,9,7,8,6,8,11,13,11,13,13,13,8,11,8,6,11,12,13,10,9,12,0,14,13,9,11,14,15.0,0,15,0,12,10,6,4,3,3,1,0,1,2,4,0,13,12,10,11,9,9,9.0,17,11,16,14,9,9,10,0,0,10,9,10,0,6,11,10,8,9,9,8,7,8,8,0,7,8,7,6,6,5,12,15,17,11,16,16,15,0,17,0,18,19,14,16,11,11,9,9,9,7,4,1,3,0,0.0,,,,
2022-03-11 21:00:00,1,1,3,5,5,6,5,7,9,9,11,10,12,12,10,9,7,10,9,9,7,10,0,10,6,8,0,7,5,3,7,6,5,6,8,9,7,9,12,10,3,2,3,9,0,8,7,0,0,3,0,9,8,7,8,13,10.0,14,0,12,9,8,4,2,3,0,2,1,1,2,4,3,12,12,11,14,0,13,12.0,15,14,12,13,10,11,13,0,0,12,13,12,13,13,11,12,5,14,21,20,18,17,14,13,12,10,11,12,14,6,19,21,21,13,17,12,13,0,12,0,0,10,7,9,8,7,6,6,5,0,5,4,2,1,0.0,,,,
2022-03-11 22:00:00,1,1,2,3,4,4,0,5,6,9,10,10,9,10,9,7,5,4,0,6,8,7,6,5,4,5,3,6,9,5,15,7,1,15,18,20,18,15,14,12,12,9,8,7,4,3,5,3,3,4,0,4,3,3,5,19,22.0,0,7,20,19,21,15,7,5,2,0,0,1,3,6,5,16,15,0,17,15,9,12.0,16,15,14,15,5,0,13,12,11,11,11,0,10,10,8,9,8,8,9,8,0,6,7,5,8,7,7,7,7,7,15,18,18,20,23,21,22,9,10,23,24,28,29,29,28,23,15,17,17,13,3,9,8,1,0.0,,,,
2022-03-11 23:00:00,0,0,4,6,8,10,11,16,20,19,21,16,23,24,25,19,0,0,17,17,19,17,6,16,13,16,15,13,9,0,9,8,8,10,14,18,14,13,14,13,10,11,0,10,8,12,9,8,8,6,5,14,0,0,9,0,11.0,10,0,0,3,8,4,2,0,0,1,0,0,3,7,6,18,17,10,22,19,21,20.0,20,22,20,19,17,12,17,10,0,12,13,11,6,6,11,10,6,5,6,7,7,7,6,6,5,5,7,7,0,0,11,21,22,23,14,23,25,7,0,24,10,11,11,10,0,8,6,4,4,7,0,5,4,0,0.0,,,,
2022-03-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
2022-03-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
