Unnamed: 0,1_도봉산입구,2_도봉고등학교,3_도봉동한신아파트,4_도봉역,5_노원교,6_성대야구장노원교앞,7_서울북부지방법원.검찰청.성우아파트,8_도봉시장,9_도봉구청,10_방학1동대상타운현대삼성아파트,11_서울문화고등학교,12_방학사거리,13_도봉보건소,14_창5동현대아파트,15_창동주공1단지아파트,16_창동고등학교,17_쌍문역,18_한신아파트101동앞,19_창2동한일아파트,20_창동청구빌라,21_창동대우아파트입구,22_국립현대미술관창동레지던시,23_신창.창동시장,24_창동서울탁주앞,25_금용아파트,26_창2동주민센터.보건지소,27_태영데시앙아파트,28_수유3동우체국,29_수유역.강북구청,30_삼성화재강북지점,31_수유역.노스페이스문화센터,32_수유3동우체국,33_태영데시앙아파트,34_창2동주민센터.보건지소,35_창번2교앞,36_창동서울탁주앞,37_창동.신창시장,38_국립현대미술관창동레지던시,39_창동대우아파트입구,40_창동청구빌라,41_창1동제1공영주차장입구,42_KT도봉지점,43_쌍문역,44_창동고등학교,45_창동주공1단지,46_창5동현대1차아파트,47_도봉보건소,48_방학사거리.바로선병원,49_서울문화고등학교,50_방학1동대상타운현대삼성아파트,51_도봉구청,52_서원아파트,53_도봉시장,54_서울북부지방법원.검찰청.성우아파트,55_도봉동서광아파트,56_노원교,57_도봉역,58_도봉동한신아파트,59_김근태기념도서관.도봉고등학교,60_도봉산입구
2022-04-09 14:00:00,2,4,4,5,4,0,0,3,5,0,6,4,0,11,0,5,7,6,3,6,6,7,10,9,10,13,12,11,1,3,11,7,5,8,2,7,6,7,8,8,7,4,5,6,3,0,9,6,5,6,7,0,0,8,0,0,5,0,1,0
2022-04-09 15:00:00,4,5,3,0,6,7,0,0,8,0,8,10,7,9,11,12,12,13,12,13,9,7,5,6,9,10,12,9,0,1,8,10,3,7,3,9,9,12,9,9,11,10,10,0,12,10,6,8,6,7,5,4,3,3,3,3,2,1,0,0
2022-04-09 16:00:00,5,3,1,4,0,1,3,0,8,5,12,11,7,13,13,8,16,13,8,10,12,8,11,10,9,8,8,8,0,2,8,2,8,6,5,7,7,8,9,12,11,7,11,12,11,7,11,11,9,5,9,5,0,4,6,10,0,8,4,0
2022-04-09 17:00:00,4,6,7,0,0,12,8,5,10,5,11,8,6,10,9,8,14,9,8,4,6,8,6,10,6,11,7,5,2,1,12,16,14,12,10,11,12,14,11,10,12,12,10,6,7,9,10,8,7,0,4,3,3,4,0,3,3,0,1,0
2022-04-09 18:00:00,4,6,5,2,0,3,0,1,1,3,5,7,0,8,9,10,16,9,14,12,10,7,9,9,8,8,7,5,0,2,12,11,11,10,9,6,7,10,9,1,9,8,7,6,3,2,3,6,0,4,4,0,3,1,1,0,2,1,0,0
2022-04-09 19:00:00,3,4,4,7,6,3,4,7,6,5,7,6,6,7,8,6,9,7,3,5,7,6,7,8,6,7,9,5,2,2,9,10,11,11,7,8,8,8,7,7,5,4,2,3,2,0,2,0,0,1,0,1,1,0,1,0,0,0,0,0
2022-04-09 20:00:00,2,1,0,0,0,2,1,2,3,4,2,1,2,2,3,2,5,4,4,4,2,5,4,7,1,5,0,4,0,1,13,15,13,11,12,11,10,6,5,4,4,3,3,4,2,0,3,2,2,2,4,0,2,2,0,0,0,0,0,0
2022-04-09 21:00:00,0,2,3,1,0,0,2,0,3,5,4,1,3,0,0,0,4,4,0,4,3,4,2,4,2,5,4,2,0,0,15,16,4,11,6,11,10,12,8,7,6,0,5,0,4,0,2,3,0,0,6,1,0,3,0,1,2,0,1,0
2022-04-09 22:00:00,0,0,0,0,0,2,0,0,3,0,0,2,0,2,2,2,10,8,5,4,4,2,0,4,2,3,3,1,0,1,12,14,5,8,7,3,3,3,4,5,2,1,3,0,2,1,4,0,3,0,0,2,1,1,0,0,2,0,0,0
2022-04-09 23:00:00,1,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,6,5,6,5,5,7,6,4,0,3,0,1,0,1,10,4,9,5,4,4,5,4,3,0,6,0,8,1,5,0,4,1,1,3,0,0,0,0,0,0,0,0,0,0
2022-04-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 05:00:00,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 06:00:00,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,4,5,6,7,3,5,0,0,1,0,0,0,1,2,1,0,1,3,0,2,3,2,2,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0
2022-04-10 07:00:00,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2,1,3,2,5,4,4,1,0,1,0,0,2,0,2,5,9,9,10,11,3,4,3,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
2022-04-10 08:00:00,1,1,3,2,0,0,3,4,4,5,6,5,3,0,0,2,4,5,1,0,4,4,5,6,11,16,5,12,1,1,5,0,3,2,0,3,4,7,8,9,8,4,6,3,4,0,0,0,5,2,5,1,1,2,4,0,0,3,2,0
2022-04-10 09:00:00,1,2,3,4,0,0,5,0,4,5,5,0,0,3,2,0,3,0,1,5,4,5,6,9,10,17,0,10,1,0,2,0,0,1,0,5,5,6,6,8,9,7,7,0,4,8,6,0,10,8,9,8,0,0,6,5,8,7,6,0
2022-04-10 10:00:00,2,1,3,1,0,0,4,2,7,7,7,3,0,6,5,4,7,5,4,2,3,8,8,11,9,12,11,9,2,0,4,5,3,0,2,7,8,11,10,11,0,11,9,12,8,10,6,9,15,4,13,12,11,0,6,0,10,6,8,0
2022-04-10 11:00:00,5,0,0,0,6,3,2,0,5,5,6,9,2,8,3,5,5,4,0,8,9,8,9,8,8,9,10,9,1,2,4,0,0,2,1,4,4,8,7,8,10,8,5,6,3,2,0,6,5,0,5,4,7,0,2,6,5,4,2,0
2022-04-10 12:00:00,0,3,4,5,4,0,8,7,8,7,9,8,7,7,4,2,8,3,4,10,10,6,11,11,12,16,14,12,1,0,4,3,0,4,7,1,10,12,10,11,3,5,8,10,5,1,11,0,8,7,7,6,4,5,0,0,5,4,3,0
2022-04-10 13:00:00,5,6,0,2,0,0,4,3,5,6,4,5,4,5,1,4,8,6,7,5,5,7,6,13,8,10,11,9,3,0,8,9,5,7,0,4,10,13,12,10,12,0,8,10,4,7,8,10,7,4,6,0,5,8,0,0,4,2,3,0
2022-04-10 14:00:00,4,8,4,0,0,2,5,6,4,4,10,10,4,11,5,10,9,8,6,1,7,7,7,9,10,13,12,8,1,1,11,12,10,9,3,4,6,7,9,13,6,11,12,0,7,6,6,6,3,3,3,0,2,3,0,2,1,0,0,0
2022-04-10 15:00:00,7,8,0,7,0,9,5,4,6,4,8,9,0,8,7,4,15,5,11,7,12,10,10,11,8,7,12,9,2,2,9,9,7,5,5,8,11,12,5,6,6,6,8,6,8,0,4,6,4,5,6,4,7,4,5,3,4,4,1,0
2022-04-10 16:00:00,5,9,5,0,0,9,8,3,7,11,15,13,13,5,4,12,13,14,12,6,11,8,9,11,9,13,16,12,1,1,9,7,8,6,4,6,7,7,10,8,8,6,7,3,6,6,3,0,4,3,5,0,0,0,0,0,0,4,1,0
2022-04-10 17:00:00,3,6,3,2,0,4,5,7,6,7,8,5,6,4,8,8,12,14,15,14,13,12,10,6,0,12,11,10,1,0,12,13,11,10,6,10,7,7,9,4,10,7,8,0,5,7,7,8,5,4,4,5,3,2,3,2,4,0,0,0
2022-04-10 18:00:00,4,2,3,3,0,3,4,2,5,3,9,10,10,12,4,11,10,11,8,11,10,9,7,4,6,10,11,6,3,3,13,16,14,10,9,10,11,8,11,14,15,8,3,3,6,5,2,2,1,1,0,0,1,1,0,6,4,0,2,0
2022-04-10 19:00:00,1,5,0,1,0,2,0,1,5,2,0,0,3,6,10,11,8,10,10,0,4,6,7,5,5,6,1,4,0,1,12,14,13,12,9,7,5,4,5,6,2,4,6,5,0,6,4,4,3,3,2,1,0,1,1,0,0,0,0,0
2022-04-10 20:00:00,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4,3,4,0,3,3,4,5,4,7,7,4,0,1,6,6,6,6,2,5,5,4,0,2,7,2,6,4,3,5,5,0,1,1,1,0,0,0,0,0,1,0,0,0
2022-04-10 21:00:00,1,2,2,1,0,3,2,0,2,1,2,1,2,3,3,0,6,5,2,2,2,1,3,4,4,4,3,2,0,2,8,11,7,10,9,8,7,11,0,4,2,10,8,1,2,0,0,3,4,0,1,0,0,2,0,0,2,0,0,0
2022-04-10 22:00:00,0,0,0,1,0,2,0,2,2,3,4,3,0,3,1,0,5,5,4,3,2,2,2,2,0,3,0,2,1,0,7,7,6,7,5,4,3,0,3,2,4,0,8,6,2,1,5,0,3,0,1,0,0,0,0,2,0,0,0,0
2022-04-10 23:00:00,1,2,0,0,0,0,0,1,3,0,2,3,0,2,3,0,3,4,0,2,3,1,0,1,0,0,0,2,0,0,3,6,5,1,6,5,0,5,2,5,2,0,6,0,5,4,0,0,3,0,2,0,0,0,0,1,1,0,0,0
2022-04-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 05:00:00,0,1,1,0,0,2,0,0,0,0,2,1,0,1,1,0,0,0,0,2,0,3,4,6,6,8,6,5,0,1,0,2,3,0,0,0,0,1,5,6,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 06:00:00,2,2,3,1,0,2,3,4,2,0,4,3,0,5,4,6,4,1,3,2,1,4,6,10,12,15,16,13,0,0,1,0,0,1,0,2,3,3,4,8,9,8,1,2,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0
2022-04-11 07:00:00,2,3,2,2,0,4,5,4,7,10,13,16,15,10,7,7,8,8,2,7,7,11,17,25,28,41,32,31,0,0,4,2,0,3,1,5,9,13,14,16,17,12,8,9,0,8,8,7,6,7,5,0,0,0,3,2,0,0,0,0
2022-04-11 08:00:00,1,2,0,4,0,5,4,9,10,10,11,13,15,18,17,10,10,9,10,10,8,14,23,28,21,27,32,23,1,0,1,0,2,2,4,5,11,19,26,32,35,30,16,18,20,21,0,20,18,17,6,5,0,4,3,1,0,0,1,0
2022-04-11 09:00:00,1,4,1,0,0,5,4,0,5,6,7,5,5,8,6,3,6,6,7,6,6,10,12,15,32,38,37,26,1,0,5,6,2,5,4,6,8,9,13,16,8,0,8,6,2,0,10,3,8,7,7,3,8,6,1,0,0,5,0,0
2022-04-11 10:00:00,1,0,2,3,0,1,5,3,3,4,5,5,6,7,6,1,7,7,6,5,5,5,7,9,10,12,11,12,1,0,3,0,3,1,4,4,4,6,8,9,8,9,9,9,7,10,8,10,10,9,5,0,1,3,0,4,2,0,1,0
2022-04-11 11:00:00,1,3,2,3,0,3,2,1,5,6,7,3,0,5,4,6,10,2,7,2,4,6,5,10,0,11,10,4,0,1,7,5,2,6,6,5,5,12,13,14,13,10,6,0,8,4,9,7,9,5,6,4,5,4,0,0,1,0,3,0
2022-04-11 12:00:00,1,2,0,0,2,3,3,0,4,5,0,6,0,4,6,5,8,7,6,5,8,8,7,10,11,12,11,8,0,2,2,4,7,4,4,2,4,5,5,3,3,5,8,0,5,4,4,5,2,2,4,3,0,0,1,0,0,0,2,0
2022-04-11 13:00:00,2,6,5,0,0,6,7,0,10,13,4,11,12,14,14,15,14,10,8,7,6,5,3,7,6,13,10,8,0,0,7,8,9,7,4,7,6,8,9,10,11,10,6,6,6,4,5,5,7,4,2,0,0,3,0,2,0,2,1,0
2022-04-11 14:00:00,2,2,3,1,0,1,5,6,10,6,9,6,10,11,9,8,6,6,4,6,7,8,8,8,7,7,3,4,0,1,7,6,9,10,9,6,13,3,11,9,5,8,9,11,0,3,4,9,4,4,5,5,0,3,0,0,4,3,0,0
2022-04-11 15:00:00,6,13,5,14,0,15,16,15,13,7,17,15,13,13,14,17,17,16,17,19,12,14,9,8,7,6,5,3,1,2,5,7,6,7,3,6,5,6,7,8,8,5,7,15,0,11,8,14,8,11,7,7,5,6,5,0,3,0,2,0
2022-04-11 16:00:00,2,3,2,0,0,1,5,14,12,9,9,7,6,10,11,5,10,9,9,7,9,8,6,8,8,8,7,6,0,0,8,8,8,8,8,7,7,8,7,8,8,7,11,11,13,11,10,9,7,5,6,4,3,3,1,1,2,0,0,0
2022-04-11 17:00:00,0,2,2,3,0,1,4,1,6,7,6,5,5,6,6,7,13,14,12,15,14,12,12,18,11,17,15,11,2,3,13,14,15,14,11,10,9,10,10,11,8,6,9,8,6,7,7,8,6,5,5,6,0,5,4,0,3,2,0,0
2022-04-11 18:00:00,2,3,3,3,0,4,6,0,11,11,13,10,10,9,8,7,14,12,0,11,8,5,6,5,6,7,6,10,1,3,17,17,17,14,10,10,14,18,19,18,17,11,12,13,11,3,10,9,7,5,11,5,4,10,9,7,8,0,1,0
2022-04-11 19:00:00,0,1,0,0,0,2,2,3,4,5,5,6,0,4,6,0,9,7,7,7,6,5,7,10,2,9,8,5,1,1,24,29,11,27,25,13,9,6,8,7,7,6,7,11,8,1,9,9,8,7,3,5,2,3,2,0,3,0,1,0
2022-04-11 20:00:00,1,0,0,0,0,2,3,2,3,5,6,0,3,5,8,0,12,10,11,10,6,6,4,5,3,6,0,3,0,1,10,12,20,13,11,5,5,5,4,5,8,7,5,4,4,0,8,7,4,1,2,1,7,6,1,0,0,0,0,0
2022-04-11 21:00:00,0,0,1,1,2,4,0,5,7,6,7,6,3,6,7,0,6,5,4,2,3,2,2,0,3,4,5,2,0,0,8,7,5,5,3,3,2,3,0,2,2,0,3,2,0,3,2,1,2,2,5,2,1,0,4,3,2,0,0,0
2022-04-11 22:00:00,1,0,0,0,1,2,0,1,2,3,2,0,0,0,3,1,2,2,1,2,1,1,0,2,0,0,1,0,0,0,11,12,14,11,9,7,5,4,4,3,3,3,4,1,4,0,3,3,0,2,4,2,1,0,0,0,0,0,0,0
2022-04-11 23:00:00,2,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0,3,0,2,0,1,0,2,0,0,0,0,0,9,10,9,7,6,6,3,3,2,1,1,0,3,0,2,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0
2022-04-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 05:00:00,0,1,0,0,0,3,0,0,0,2,2,1,0,1,2,1,2,0,0,2,1,2,4,5,7,7,0,5,0,0,0,1,0,0,2,3,0,4,6,8,9,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 06:00:00,1,3,0,3,0,1,2,3,3,3,4,3,0,4,5,2,4,2,2,1,0,7,9,12,0,14,14,10,1,0,1,0,0,0,0,3,2,4,6,10,8,8,2,0,3,4,5,0,3,4,0,1,0,1,0,0,0,0,0,0
2022-04-12 07:00:00,1,3,2,3,3,5,6,5,7,11,14,5,4,7,6,5,5,4,2,8,8,12,14,23,23,44,46,33,0,0,1,1,0,0,2,7,13,22,24,28,30,26,12,8,7,3,10,6,7,6,5,0,4,4,0,3,0,0,0,0
2022-04-12 08:00:00,1,2,3,4,0,5,4,5,8,11,14,18,18,20,19,13,12,12,11,10,9,9,10,18,23,26,26,20,1,0,2,3,3,4,5,10,19,24,31,36,37,34,27,17,18,19,22,23,14,19,7,4,0,5,3,2,3,0,0,0
2022-04-12 09:00:00,2,0,2,0,0,3,3,4,4,4,5,5,0,7,9,2,6,6,7,7,8,7,11,16,17,17,18,13,0,1,2,3,2,4,2,7,8,13,16,21,21,18,8,4,7,0,8,7,8,0,4,3,1,2,0,1,0,1,1,0
2022-04-12 10:00:00,2,3,2,4,0,5,4,1,7,8,0,5,0,6,3,9,6,5,5,5,0,7,10,8,9,11,13,9,0,0,5,4,5,3,0,4,6,8,8,9,9,8,5,5,6,6,7,4,5,4,4,0,0,2,0,0,2,0,0,0
2022-04-12 11:00:00,0,0,1,2,0,3,4,2,7,8,3,3,7,9,10,6,13,12,11,11,9,7,7,8,8,9,8,8,0,1,3,4,4,3,0,1,5,5,6,7,6,6,4,0,6,0,7,1,2,6,4,3,0,0,0,0,0,0,0,0
2022-04-12 12:00:00,0,3,2,4,3,3,4,5,6,5,5,4,0,6,3,7,6,4,5,5,5,6,8,8,8,6,8,6,0,2,6,7,7,8,5,5,8,11,10,9,5,6,8,6,4,4,6,4,0,4,3,5,4,3,0,2,1,0,1,0
2022-04-12 13:00:00,1,3,4,5,0,4,1,0,5,5,6,0,2,5,8,7,7,4,6,4,6,4,6,11,14,16,15,6,1,0,3,3,2,2,1,4,4,4,6,7,5,4,7,3,6,8,2,8,6,5,4,3,2,0,2,2,0,1,1,0
2022-04-12 14:00:00,2,2,3,0,0,1,2,6,9,3,6,7,6,5,4,0,6,8,3,7,7,5,9,10,3,13,0,8,0,2,8,9,6,5,6,4,9,8,8,6,7,5,11,2,12,13,14,6,0,3,5,3,2,1,0,1,3,0,0,0
2022-04-12 15:00:00,7,10,0,2,0,8,5,0,11,4,10,10,7,8,9,7,10,10,10,12,11,9,6,8,0,5,7,3,0,1,8,10,10,9,10,9,10,11,10,12,9,8,7,24,24,22,21,15,17,15,10,7,2,0,5,1,0,3,0,0
2022-04-12 16:00:00,2,2,4,0,4,6,7,8,13,9,18,17,15,16,15,17,21,23,21,20,17,12,11,13,13,10,14,6,1,1,8,8,8,8,8,7,7,9,8,7,7,0,11,17,5,6,16,17,15,16,13,11,9,8,2,4,2,0,1,0
2022-04-12 17:00:00,2,2,3,3,0,4,5,3,7,7,8,6,8,8,10,5,15,16,15,10,7,7,8,10,11,11,10,10,1,1,17,18,19,12,5,9,13,9,11,11,10,10,9,7,7,7,8,9,6,0,5,4,2,0,3,2,1,0,2,0
2022-04-12 18:00:00,2,3,5,1,0,6,5,8,10,11,14,10,12,12,12,14,25,21,14,20,17,15,9,9,8,8,9,7,1,2,27,27,24,17,15,11,11,13,12,12,13,9,9,8,8,6,8,7,6,3,4,2,2,1,0,1,0,0,0,0
2022-04-12 19:00:00,1,2,3,0,0,4,4,0,3,0,4,7,5,3,4,3,12,13,0,11,10,7,6,5,6,6,5,4,0,1,21,24,23,17,14,10,5,5,8,10,6,9,12,12,9,0,9,6,5,4,3,2,5,3,0,0,0,0,1,0
2022-04-12 20:00:00,0,1,1,0,0,2,3,4,5,3,6,8,4,8,9,1,8,10,8,7,8,5,5,4,0,5,3,4,1,2,16,15,20,17,14,10,11,10,6,4,4,3,4,2,3,2,2,0,3,2,2,0,1,0,0,1,0,0,0,0
2022-04-12 21:00:00,1,0,1,0,1,2,2,3,5,7,1,3,6,4,3,3,6,5,1,4,3,2,4,5,3,5,0,4,1,1,11,12,4,9,7,5,4,2,5,3,0,1,4,4,3,4,2,3,2,3,4,0,0,0,0,2,0,1,0,0
2022-04-12 22:00:00,0,0,0,0,0,0,0,0,1,1,2,0,0,0,4,1,8,3,0,6,2,2,3,0,0,1,0,0,0,0,9,8,1,7,7,6,3,4,3,5,4,6,4,7,3,2,2,0,4,0,3,2,4,0,3,2,1,0,0,0
2022-04-12 23:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,2,0,1,2,0,0,0,1,0,0,0,10,4,9,6,3,8,6,4,1,1,0,0,2,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0
2022-04-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 05:00:00,0,1,1,0,0,3,2,0,0,0,2,0,0,2,1,1,0,0,0,1,0,3,7,8,11,11,11,8,5,0,2,0,1,0,2,2,3,5,9,10,11,10,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 06:00:00,3,1,0,2,0,4,5,6,3,0,5,5,0,4,5,6,5,4,2,1,1,4,6,10,8,13,15,10,0,0,1,0,0,0,0,1,2,3,4,6,7,7,1,0,1,0,0,0,0,9,7,3,0,0,0,2,1,0,0,0
2022-04-13 07:00:00,2,2,3,3,2,4,5,4,8,12,13,17,16,8,9,8,4,4,4,5,3,10,14,21,24,33,32,28,0,0,5,0,1,6,4,8,12,25,28,31,33,29,15,13,12,8,7,6,6,8,5,1,0,2,0,4,2,0,1,0
2022-04-13 08:00:00,1,4,0,5,0,4,7,8,9,11,13,17,19,20,19,11,16,17,18,21,15,14,16,23,27,31,30,18,2,0,4,6,5,4,2,5,11,20,27,35,36,30,22,16,17,20,21,22,21,21,5,5,0,3,4,3,1,2,1,0
2022-04-13 09:00:00,1,3,2,2,0,3,0,0,2,3,2,5,0,5,8,3,9,7,10,9,8,8,9,15,16,22,13,15,0,1,2,0,1,1,0,2,6,6,9,10,9,10,7,0,6,0,1,5,4,2,3,3,0,2,1,0,0,0,1,0
2022-04-13 10:00:00,1,0,0,2,0,3,0,3,2,1,5,4,1,4,6,5,4,5,4,3,0,3,4,6,6,8,12,7,1,2,3,0,2,2,0,4,6,8,5,10,8,6,6,2,6,2,7,5,3,3,2,1,1,0,1,2,0,0,2,0
2022-04-13 11:00:00,4,3,5,4,0,0,4,3,5,5,6,4,3,4,5,6,5,4,3,0,7,5,4,7,8,9,5,5,2,2,4,6,5,2,0,5,7,9,12,13,14,15,9,8,9,9,8,7,4,3,5,2,4,5,4,3,3,0,2,0
2022-04-13 12:00:00,0,3,0,0,1,2,3,4,5,4,4,4,2,3,5,5,5,4,3,2,1,3,6,7,9,8,5,6,1,0,7,6,4,6,5,6,4,4,9,10,8,4,4,0,4,2,3,2,1,2,1,0,0,2,1,0,0,0,2,0
2022-04-13 13:00:00,5,4,5,4,0,1,5,4,6,5,0,6,6,4,6,6,7,8,4,6,9,8,7,9,7,9,8,4,0,0,3,4,0,3,2,3,5,7,10,8,8,7,6,9,8,0,7,7,5,6,3,2,2,3,0,0,2,0,0,0
2022-04-13 14:00:00,1,3,1,0,0,3,2,1,5,0,4,6,4,6,7,4,9,8,4,4,6,5,3,8,0,10,9,3,0,1,5,6,5,4,3,3,5,6,7,6,6,6,7,6,5,4,4,0,5,4,5,6,4,0,0,0,0,3,0,0
2022-04-13 15:00:00,1,1,3,4,0,3,6,7,10,5,10,11,7,11,10,7,8,7,8,8,8,8,7,10,10,6,5,9,2,1,8,9,8,6,4,4,5,5,6,8,10,9,6,11,6,5,2,10,5,3,0,2,0,0,0,0,0,1,1,0
2022-04-13 16:00:00,2,2,0,0,0,3,4,3,10,5,15,14,13,9,11,11,19,18,17,13,11,9,9,10,8,9,4,5,1,1,14,7,9,11,9,7,5,6,7,7,7,8,8,13,15,14,7,15,12,10,7,5,4,3,2,3,2,1,0,0
2022-04-13 17:00:00,1,2,1,1,2,3,7,7,13,13,14,7,13,9,14,10,14,13,13,11,10,11,7,8,5,7,0,5,0,4,16,18,18,15,12,10,8,10,8,9,9,10,8,2,7,5,12,9,5,6,6,5,4,2,5,1,4,2,0,0
