Unnamed: 0,1_도봉산입구,2_도봉고등학교,3_도봉동한신아파트,4_도봉역,5_노원교,6_성대야구장노원교앞,7_서울북부지방법원.검찰청.성우아파트,8_도봉시장,9_도봉구청,10_방학1동대상타운현대삼성아파트,11_서울문화고등학교,12_방학사거리,13_도봉보건소,14_창5동현대아파트,15_창동주공1단지아파트,16_창동고등학교,17_쌍문역,18_한신아파트101동앞,19_창2동한일아파트,20_창동청구빌라,21_창동대우아파트입구,22_국립현대미술관창동레지던시,23_신창.창동시장,24_창동서울탁주앞,25_금용아파트,26_창2동주민센터.보건지소,27_태영데시앙아파트,28_수유3동우체국,29_수유역.강북구청,30_삼성화재강북지점,31_수유역.노스페이스문화센터,32_수유3동우체국,33_태영데시앙아파트,34_창2동주민센터.보건지소,35_창번2교앞,36_창동서울탁주앞,37_창동.신창시장,38_국립현대미술관창동레지던시,39_창동대우아파트입구,40_창동청구빌라,41_창1동제1공영주차장입구,42_KT도봉지점,43_쌍문역,44_창동고등학교,45_창동주공1단지,46_창5동현대1차아파트,47_도봉보건소,48_방학사거리.바로선병원,49_서울문화고등학교,50_방학1동대상타운현대삼성아파트,51_도봉구청,52_서원아파트,53_도봉시장,54_서울북부지방법원.검찰청.성우아파트,55_도봉동서광아파트,56_노원교,57_도봉역,58_도봉동한신아파트,59_김근태기념도서관.도봉고등학교,60_도봉산입구
2022-04-13 18:00:00,2,4,8,10,0,13,14,2,20,21,24,24,17,17,17,14,23,22,20,19,17,17,13,12,12,13,13,9,0,2,24,26,23,19,19,19,17,17,16,15,14,11,10,10,8,9,8,6,5,4,4,3,1,0,1,0,2,1,0,0
2022-04-13 19:00:00,1,2,3,0,0,5,6,0,5,6,8,8,5,8,6,8,16,16,15,14,12,9,7,5,0,7,8,5,1,1,23,18,19,18,14,9,7,6,4,4,4,3,4,7,6,7,1,0,6,4,3,2,1,1,4,3,2,1,1,0
2022-04-13 20:00:00,0,1,3,0,0,2,0,2,5,4,6,2,5,5,4,6,7,6,5,6,3,3,2,3,4,0,3,2,0,0,16,18,16,14,13,8,6,8,6,4,5,3,5,3,3,5,6,5,2,1,3,0,1,2,0,1,0,0,0,0
2022-04-13 21:00:00,1,2,0,1,3,3,0,3,8,5,7,5,4,5,0,4,8,6,6,6,4,4,5,4,0,3,4,1,0,2,9,10,10,8,6,4,4,2,5,4,5,0,6,4,2,7,9,7,5,4,5,3,4,3,2,0,0,0,0,0
2022-04-13 22:00:00,0,0,0,1,0,2,0,3,4,2,6,0,1,1,8,8,11,10,3,6,9,4,3,2,0,4,2,3,0,2,15,16,15,4,13,6,5,6,4,3,1,0,4,0,3,2,1,0,2,1,2,0,0,3,0,0,1,1,0,0
2022-04-13 23:00:00,0,0,1,0,0,0,0,0,3,2,0,4,3,0,4,0,7,2,0,2,5,4,4,2,0,1,0,0,0,1,6,8,6,5,4,3,2,3,2,0,2,0,1,0,3,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0
2022-04-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 05:00:00,0,0,0,0,0,1,3,0,2,1,1,0,0,1,2,0,1,0,0,2,0,3,7,8,10,10,9,9,8,1,0,1,0,0,0,0,1,2,5,6,7,6,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 06:00:00,1,2,0,1,2,3,2,4,3,0,4,3,0,1,3,5,4,2,3,2,1,4,8,14,13,15,14,12,1,0,2,0,3,2,0,4,4,7,4,9,10,7,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
2022-04-14 07:00:00,1,2,0,2,3,3,4,3,5,8,10,14,15,9,8,9,4,3,3,4,3,9,15,23,27,39,41,30,1,0,2,0,3,2,3,6,9,16,19,21,24,20,12,9,0,8,11,7,6,10,7,3,0,1,0,2,0,0,0,0
2022-04-14 08:00:00,2,5,6,7,2,9,10,9,9,14,15,16,18,21,21,14,13,8,13,11,10,14,13,21,23,28,30,22,1,0,3,4,5,4,3,7,11,20,23,29,32,29,19,18,19,20,22,11,19,18,6,3,0,5,1,0,0,0,0,0
2022-04-14 09:00:00,1,2,0,0,0,4,5,0,6,8,9,3,8,3,5,7,6,8,2,7,6,9,10,9,13,17,10,20,1,0,7,0,2,3,5,6,6,6,11,14,14,0,7,4,4,5,6,7,4,5,7,0,2,4,2,1,6,5,0,0
2022-04-14 10:00:00,1,3,0,3,2,0,2,3,5,5,6,5,3,2,3,0,5,3,2,1,0,4,8,14,7,14,15,11,1,2,3,4,3,3,0,3,5,7,3,9,6,1,3,0,5,4,0,3,6,4,4,3,0,1,3,0,2,1,0,0
2022-04-14 11:00:00,1,0,2,1,0,3,4,2,5,4,4,6,0,7,6,3,6,6,0,6,3,9,8,12,15,18,4,9,0,1,5,6,6,4,5,4,5,7,6,10,11,8,4,3,3,4,4,7,4,5,5,4,4,3,3,2,0,0,0,0
2022-04-14 12:00:00,1,3,4,5,0,6,0,6,2,2,0,0,1,3,5,6,7,7,5,7,5,5,6,5,4,5,7,5,2,0,4,6,0,2,4,5,5,4,7,6,6,4,8,7,7,3,6,3,7,5,6,3,0,3,2,0,3,2,1,0
2022-04-14 13:00:00,3,1,1,2,0,3,3,2,9,3,11,0,10,8,9,4,12,15,4,17,19,12,10,11,8,10,9,6,0,0,6,5,6,7,0,4,5,5,10,5,11,2,9,7,8,8,7,8,2,6,3,4,3,2,0,0,3,0,0,0
2022-04-14 14:00:00,1,4,6,2,0,4,3,4,10,11,12,2,11,13,14,11,10,11,9,8,6,5,7,6,0,7,8,4,0,0,5,7,6,5,6,5,5,7,8,8,9,11,7,3,6,6,5,7,6,6,8,0,7,7,0,0,1,3,2,0
2022-04-14 15:00:00,3,8,9,7,0,11,11,4,11,12,13,12,11,7,5,11,12,13,14,14,12,11,9,9,6,7,5,5,1,1,11,5,5,6,0,8,6,4,6,6,5,5,5,9,3,2,0,7,4,4,5,5,4,2,0,1,3,0,1,0
2022-04-14 16:00:00,2,3,0,6,0,9,5,4,15,10,16,17,18,16,15,13,15,12,11,9,13,12,11,12,12,11,4,8,1,1,8,8,7,7,5,6,11,13,12,14,10,8,8,6,9,10,6,5,10,2,11,4,7,6,5,0,3,1,0,0
2022-04-14 17:00:00,2,0,2,3,0,4,7,5,8,7,8,8,6,8,9,8,13,12,8,11,10,9,12,11,5,10,0,8,1,1,16,15,14,12,11,7,7,9,7,10,9,9,7,7,5,5,6,7,5,2,3,3,0,2,0,1,2,1,0,0
2022-04-14 18:00:00,0,2,2,0,0,3,5,5,17,17,16,17,15,13,12,9,13,10,11,10,11,9,11,13,6,15,13,7,0,2,17,20,17,15,13,10,12,12,10,8,8,6,8,8,3,9,10,7,9,8,6,5,5,4,5,4,3,0,1,0
2022-04-14 19:00:00,0,0,2,0,0,1,1,2,3,6,8,6,3,5,6,5,14,16,0,15,0,9,5,7,1,8,7,5,0,0,19,16,16,12,11,10,7,7,5,6,6,5,5,5,8,9,8,4,6,5,5,5,0,3,0,0,2,0,0,0
2022-04-14 20:00:00,1,0,0,0,0,0,0,1,3,3,4,5,0,4,0,3,7,6,4,4,4,2,3,5,4,3,2,2,0,2,9,6,5,6,5,6,5,7,6,0,5,6,6,6,3,0,2,3,1,3,2,3,2,0,0,0,0,0,0,0
2022-04-14 21:00:00,1,0,2,3,2,0,1,0,3,5,4,6,2,4,7,0,6,4,3,3,3,3,5,6,2,8,7,6,0,1,13,9,9,6,0,4,5,5,5,2,0,0,3,6,5,0,4,0,2,0,5,0,3,2,1,1,0,0,0,0
2022-04-14 22:00:00,0,0,0,0,0,1,0,0,0,3,2,3,0,2,2,2,6,8,8,1,6,3,2,0,1,3,0,1,0,2,9,0,8,9,5,4,6,5,0,5,2,4,3,4,2,5,3,0,3,0,1,2,0,0,0,1,0,0,0,0
2022-04-14 23:00:00,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,1,0,0,2,0,1,1,0,0,1,0,0,7,5,0,3,6,5,1,0,2,0,2,0,2,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0
2022-04-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 05:00:00,0,1,1,0,0,4,3,0,2,1,3,0,0,2,1,0,0,0,0,1,0,3,6,6,9,11,6,6,1,2,0,0,0,0,1,2,0,3,8,8,9,7,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
2022-04-15 06:00:00,1,1,2,1,0,2,2,2,3,0,2,3,0,5,3,4,2,4,1,2,3,4,7,13,10,14,15,9,0,0,2,1,3,2,0,2,2,3,7,9,9,7,1,2,3,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0
2022-04-15 07:00:00,1,1,0,2,1,3,2,3,4,9,11,15,16,10,10,7,4,4,5,4,5,9,14,20,25,29,23,21,0,0,3,0,3,2,5,11,13,17,24,30,25,21,13,13,0,14,16,17,15,12,10,1,9,10,0,2,1,0,1,0
2022-04-15 08:00:00,1,3,4,5,0,6,7,9,10,13,15,15,15,19,18,11,13,10,14,12,11,13,18,21,23,33,36,25,1,2,3,4,4,5,4,7,15,19,23,27,32,31,21,15,17,16,18,17,11,15,10,0,3,8,7,4,3,0,4,0
2022-04-15 09:00:00,1,1,2,1,0,3,4,0,4,5,4,2,3,4,6,5,5,5,4,5,6,8,8,12,15,18,21,14,1,1,4,2,1,3,2,4,6,8,6,8,9,7,10,4,7,6,6,4,7,7,6,5,4,3,2,1,1,0,0,0
2022-04-15 10:00:00,2,2,3,3,0,2,3,4,3,4,5,6,5,7,3,6,6,4,4,5,3,6,8,10,9,12,0,9,1,1,3,1,0,0,0,3,5,10,11,10,9,5,5,9,7,5,3,8,6,8,7,1,0,6,0,1,0,0,5,0
2022-04-15 11:00:00,2,0,1,3,0,0,6,0,3,5,2,7,0,6,6,3,4,0,4,3,2,4,7,4,8,11,10,9,0,0,5,2,4,4,2,4,7,8,10,11,12,12,8,6,6,10,9,11,9,6,5,0,6,5,0,2,6,0,5,0
2022-04-15 12:00:00,1,2,3,0,3,3,3,0,5,5,1,3,2,4,5,6,10,9,10,11,9,9,8,9,8,9,10,7,0,1,3,0,3,5,4,4,3,5,8,9,8,8,3,0,2,2,2,3,0,0,3,0,0,0,0,4,0,3,1,0
2022-04-15 13:00:00,1,2,2,0,1,0,2,3,6,6,7,6,6,7,10,10,7,8,6,6,4,5,7,11,10,11,9,9,1,3,2,0,0,2,2,3,2,6,7,10,10,9,6,5,0,4,8,3,7,3,2,0,0,0,0,0,1,2,1,0
2022-04-15 14:00:00,2,4,5,6,0,5,6,2,7,6,7,5,6,6,8,7,9,8,10,11,8,3,3,4,5,6,5,4,2,2,4,7,6,7,6,6,8,10,5,7,9,8,6,6,3,3,6,7,6,5,2,0,0,3,0,0,0,1,2,0
2022-04-15 15:00:00,2,5,6,5,0,7,6,5,8,8,10,10,11,10,10,12,13,13,12,13,11,8,11,12,13,13,12,4,1,2,10,4,9,9,5,7,11,10,8,7,6,7,6,20,6,18,19,7,5,8,8,6,2,4,6,5,1,4,1,0
2022-04-15 16:00:00,2,4,1,2,0,8,0,4,10,9,13,14,13,8,12,9,18,17,18,4,16,13,14,17,15,14,8,9,1,1,15,7,14,10,6,8,9,9,12,9,8,7,10,12,10,8,11,15,9,9,5,3,4,3,0,3,2,1,1,0
2022-04-15 17:00:00,2,2,4,0,3,4,5,5,13,14,16,14,7,9,10,9,10,11,10,9,7,7,8,12,13,14,9,8,1,4,11,0,9,7,7,6,8,7,7,8,9,8,10,11,8,6,9,9,8,7,7,6,5,1,5,4,5,1,3,0
2022-04-15 18:00:00,1,2,3,3,0,4,6,3,16,17,15,16,13,12,14,13,13,12,11,12,9,12,11,14,13,16,17,10,1,2,20,20,19,17,16,15,14,19,22,24,24,23,13,10,10,10,8,9,4,6,5,5,4,3,3,2,1,0,0,0
2022-04-15 19:00:00,2,3,0,3,0,4,0,0,6,6,7,8,8,9,9,9,14,15,15,15,13,11,10,11,13,10,12,6,0,1,14,14,13,12,11,6,6,6,8,9,8,7,6,6,7,2,8,7,2,1,6,3,1,2,0,0,3,0,1,0
2022-04-15 20:00:00,0,2,1,0,3,2,1,2,3,4,3,2,0,4,3,3,5,5,6,4,5,4,6,7,4,8,7,3,0,2,16,20,21,13,11,11,10,5,4,5,6,5,7,6,5,0,1,1,0,2,6,0,1,5,1,3,0,0,1,0
2022-04-15 21:00:00,0,2,0,1,2,3,2,0,4,6,7,0,6,4,4,1,9,8,7,3,6,3,3,4,1,2,0,2,0,2,7,12,11,5,3,5,3,2,6,5,5,6,5,0,2,2,4,3,2,4,3,2,0,1,0,0,0,0,0,0
2022-04-15 22:00:00,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,4,5,0,4,4,2,3,2,1,2,2,1,0,1,13,12,11,9,8,5,3,5,4,5,3,0,5,4,3,0,3,1,2,2,3,1,2,0,1,1,0,0,0,0
2022-04-15 23:00:00,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,2,4,4,2,2,0,0,0,1,0,0,0,8,9,9,8,1,7,4,6,5,4,2,0,3,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0
2022-04-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
