Unnamed: 0,1_수유중학교혜화여고,2_서울정인학교,3_구세군강북종합사회복지관입구,4_미양중고등학교.팔팔·미송경로당,5_삼각산동SK아파트북한산시티미양초등학교,6_두산위브아파트입구,7_동북프라자,8_삼양동사거리,9_송천초등학교.미아뉴타운입구,10_미아초교,11_길음동동부아파트,12_길음뉴타운,13_미아리고개.미아리예술극장,14_돈암사거리.성신여대입구,15_삼선동주민센터,16_성북구청.성북경찰서,17_보문역,18_보문동성당,19_보문동주민센터,20_신설동로터리,21_동묘앞,22_동대문(흥인지문),23_종로6가.동대문종합시장,24_방산종합시장,25_을지로5가,26_을지로4가,27_을지로3가,28_을지로2가.기업은행본점.서울노동청,29_롯데백화점,30_북창동.남대문시장,31_숭례문(가상),32_숭례문,33_서울역버스환승센터,34_갈월동,35_숙대입구역,36_삼각지역,37_KT용산지사,38_신용산역,39_한강대교북단.LG유플러스,40_노들섬,41_노들역,42_사육신공원,43_노량진역,44_동작구청.노량진초등학교앞,45_장성교회,46_장승배기역,47_상도초등학교입구,48_성대시장,49_신대방삼거리,50_보라매병원입구,51_롯데백화점관악점,52_패션문화의거리입구,53_신림사거리,54_서원동승리교앞,55_서원동문화교앞,56_서림동주민센터.신화단지,57_삼성동시장,58_삼성동주민센터,59_미림고개,60_미림여고.미림여자정보과학고,61_신우초등학교,62_삼성산성지,63_산장아파트,64_삼성산주공아파트,65_산복터널.관악산휴먼시아2단지,66_벽산아파트1단지.호압사입구,67_벽산아파트5단지,68_경인교육대학교,69_벽산아파트5단지,70_벽산아파트1단지.호압사입구,71_산복터널.관악산휴먼시아2단지,72_삼성산주공아파트,73_산장아파트,74_삼성산성지,75_신우초등학교,76_미림여고.미림여자정보과학고,77_미림고개.고시촌입구,78_관악농협신림지점앞,79_영광메디컬센터,80_쑥고개입구,81_서원동문화교앞,82_신림역2번출구,83_패션문화의거리입구,84_보라매공원.보라매병원,85_보라매삼성아파트.모자원고개,86_신대방삼거리,87_성대시장,88_상도초등학교입구,89_청화병원,90_동작구청.노량진초등학교앞,91_노량진역,92_노들역,93_노들섬,94_한강대교북단.LG유플러스,95_신용산역,96_KT용산지사,97_삼각지역,98_숙대입구역,99_갈월동,100_서울역버스환승센터.강우규의거터,101_남대문시장앞.이회영활동터,102_롯데영프라자,103_을지로입구.로얄호텔,104_을지로2가.파인에빈뉴,105_을지로3가,106_을지로4가.베스트웨스턴국도,107_을지로5가.중부시장,108_을지로6가.국립중앙의료원,109_동대문역사문화공원,110_동대문역.흥인지문,111_동묘앞,112_신설동역1번출구,113_보문동주민센터,114_보문동성당,115_보문역,116_성북구청.성북경찰서,117_삼선동주민센터,118_돈암사거리.성신여대입구,119_미아리고개.미아리예술극장,120_돈암동삼성아파트입구,121_길음동동부아파트,122_미아초교,123_송천초등학교.미아뉴타운입구,124_삼양동사거리,125_동북시장,126_두산위브아파트입구,127_삼양동벽산라이브파크미양초등학교,128_미양중고등학교.팔팔·미송경로당,129_구세군강북종합사회복지관입구,130_우광타운,131_혜화여고
2022-03-05 04:00:00,3,5,7,8,14,15,17,20,21,23,24,18,17,18,16,17,18,19,17,18,18,24,23,19,22,18,20,18,16,16,9,14,13,2,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,1,4,7,8,10,12,14,16,15,17,18,14,16,17,17,11,13,18,15,12,12,14,14,12,12,11,10,9,8,9,0,9,7,2,12,11,9,8,9,0,10,6,9,5,7,8,9,11,13,13,12,11,11,0,9,10,10,11,10,10,5,9,8,7,6,7,0,1,3,5,0,9,11,0,12,14,15,16,17,19,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,2,2,4,5,8,8,4,7,7,10,9,9,13,12,10,11,12,8,13,11,11,9,7,7,7,5,5,5,4,1,0,0,3,2,4,4,5,4,5,0,3,0,5,6,5,6,7,8,7,5,7,6,6,3,5,5,6,4,4,3,0,0,3,2,4,3,1,4,5,6,7,8,3,0,6,12,15,16,20,24,31,16,14,12,12,10,14,16,18,13,10,11,4,11,6,12,5,11,3,0,10,10,8,7,6,0,5,0,4,4,3,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 07:00:00,3,3,6,7,7,7,8,8,10,13,14,12,10,10,9,8,9,9,12,10,9,9,7,7,7,6,7,5,3,4,0,5,5,6,7,8,0,8,5,1,8,6,7,7,8,8,9,7,9,9,9,8,10,11,10,7,6,5,4,5,0,2,4,4,4,1,0,2,4,10,12,11,8,0,9,14,17,16,23,24,28,20,18,17,19,22,26,18,20,15,13,13,8,13,11,11,10,10,10,8,6,6,5,5,4,5,1,4,5,4,3,3,4,3,2,0,3,4,3,5,0,5,0,3,2,1,1,0,0,0,0
2022-03-05 08:00:00,4,8,13,14,16,18,15,18,20,23,23,15,18,17,16,15,13,17,21,15,16,15,14,14,11,10,8,7,6,4,0,5,7,8,10,9,7,7,8,0,12,11,10,9,12,12,14,14,12,10,7,7,15,14,14,12,11,4,7,4,3,1,2,6,6,3,3,3,5,12,9,16,13,0,0,22,24,26,29,37,40,24,24,27,28,32,36,40,42,41,20,22,0,23,13,12,11,10,9,7,6,5,4,8,9,6,6,4,7,8,7,4,5,6,8,8,11,8,8,5,5,5,4,3,2,5,6,5,1,2,0
2022-03-05 09:00:00,4,8,9,11,11,12,12,15,19,22,25,24,22,15,14,19,24,27,28,20,20,19,16,15,14,12,11,12,7,7,3,3,5,5,8,9,9,10,14,7,14,11,11,10,10,12,11,9,10,9,13,10,16,18,16,19,22,15,13,12,5,7,11,10,6,3,2,2,5,12,14,14,19,10,13,23,25,27,36,52,51,22,21,23,26,31,36,36,35,32,21,16,0,19,15,12,13,13,14,12,11,11,10,9,10,8,8,7,6,7,7,10,8,10,11,11,13,10,8,10,9,12,9,8,5,4,3,4,3,2,0
2022-03-05 10:00:00,2,6,9,13,15,16,18,25,24,24,25,27,23,21,14,17,19,21,26,16,14,18,15,13,11,7,7,8,9,10,0,11,8,5,12,11,9,10,10,7,12,8,12,12,13,14,16,16,13,13,11,14,22,18,17,24,22,17,15,11,12,7,7,6,11,11,9,4,6,11,10,11,13,0,13,19,24,33,41,49,54,28,31,37,32,30,42,44,42,36,27,28,17,27,21,19,20,16,15,16,17,14,11,8,10,11,8,5,7,6,5,6,6,10,11,9,10,11,11,11,10,7,7,8,8,6,5,4,1,3,0
2022-03-05 11:00:00,2,4,6,8,13,16,15,17,20,23,23,28,30,20,21,20,23,25,29,24,30,29,24,18,16,18,14,13,11,9,0,8,9,11,15,17,14,19,20,17,22,21,24,26,24,25,21,19,20,22,16,18,23,21,22,20,15,16,11,13,11,14,15,17,13,8,5,5,12,27,29,26,29,5,28,33,36,41,47,48,55,31,35,41,37,44,48,48,45,45,36,39,33,36,31,31,27,30,0,28,27,27,25,24,23,19,20,19,14,9,8,10,13,11,11,13,14,15,12,13,8,7,6,5,6,5,9,5,4,1,0
2022-03-05 12:00:00,3,6,7,9,9,10,12,18,23,26,27,25,28,25,19,19,21,23,25,26,23,22,18,20,19,18,17,15,19,13,10,12,12,13,14,16,18,19,19,13,16,18,20,21,20,21,17,15,13,14,20,19,23,20,20,21,17,15,15,14,11,10,11,15,9,11,10,6,8,14,25,28,32,0,13,35,40,46,51,60,54,38,38,42,44,48,47,50,49,47,38,37,39,38,38,36,26,23,30,32,15,20,17,14,13,15,15,14,17,12,14,16,16,14,13,13,10,14,13,15,11,10,8,9,12,9,11,7,5,2,0
2022-03-05 13:00:00,3,6,7,9,11,16,17,21,24,23,24,18,23,20,19,22,23,26,29,26,25,24,24,22,23,21,20,17,18,20,11,9,14,11,16,17,21,20,16,19,17,15,16,20,20,24,24,20,22,23,21,22,25,26,25,18,17,21,12,19,18,15,13,12,9,7,5,8,11,18,16,20,21,12,22,26,28,34,47,58,57,33,42,39,40,40,42,42,39,36,27,29,28,28,26,25,16,25,24,23,30,22,20,20,19,24,21,20,26,22,22,23,20,20,22,22,20,28,26,21,16,14,11,12,13,16,11,7,5,4,0
2022-03-05 14:00:00,3,4,9,10,12,12,14,11,13,16,21,24,22,18,16,16,16,17,20,16,27,24,26,26,25,27,28,29,26,23,0,23,24,16,23,23,18,23,24,20,25,18,31,30,28,30,33,29,28,25,24,15,31,27,28,23,20,18,17,15,14,13,11,10,7,3,2,11,12,20,22,24,30,21,31,39,43,54,55,37,54,30,27,29,29,34,34,36,37,32,26,26,16,30,33,32,26,23,24,22,25,23,24,27,26,27,24,22,19,18,16,17,18,16,14,14,15,17,18,17,17,14,12,11,14,15,11,7,6,3,0
2022-03-05 15:00:00,2,3,5,4,11,15,16,17,15,11,15,14,13,14,13,14,15,12,18,21,25,20,22,21,23,22,28,29,24,26,19,25,26,20,26,18,25,32,33,25,34,24,33,32,31,31,28,30,29,26,28,20,30,25,26,23,23,19,17,16,18,16,12,11,10,8,6,4,6,11,11,12,3,10,14,19,23,38,40,42,38,19,26,29,26,32,34,39,43,39,28,28,21,19,16,16,10,9,10,11,14,13,15,19,23,22,24,25,23,17,22,22,23,26,23,26,24,23,22,21,20,16,15,16,24,24,14,5,3,1,0
2022-03-05 16:00:00,4,8,6,7,7,8,7,12,13,15,17,15,14,10,11,16,22,17,19,16,20,19,22,21,20,21,17,22,24,27,0,23,27,27,29,32,33,33,34,39,31,30,32,31,32,34,30,29,31,30,25,22,34,34,32,30,30,27,21,19,0,9,18,18,15,10,8,7,10,16,11,16,18,18,21,23,25,40,46,49,50,30,33,37,37,27,26,24,26,24,20,20,30,29,23,21,19,17,18,16,14,11,12,12,13,16,19,20,23,18,20,26,26,28,29,25,27,20,18,20,16,13,11,9,10,9,19,16,5,3,0
2022-03-05 17:00:00,2,3,6,7,10,12,13,15,17,18,19,22,16,11,10,10,10,12,16,16,23,17,17,20,20,20,17,16,22,25,24,12,22,23,26,31,32,33,35,34,35,34,48,45,44,41,40,32,35,36,35,30,47,43,38,30,27,26,24,20,9,19,18,17,16,3,1,8,8,9,8,11,12,13,14,16,18,28,35,37,37,21,32,32,30,32,32,32,32,25,23,22,21,15,20,17,16,15,16,9,15,17,16,15,16,17,15,15,22,23,20,23,21,20,21,19,23,24,18,22,23,20,19,18,15,12,10,6,1,4,0
2022-03-05 18:00:00,5,3,4,9,8,8,7,7,9,11,12,17,16,11,9,13,16,18,17,15,16,14,13,14,14,12,14,11,15,15,0,13,19,16,18,23,21,30,30,32,33,34,36,40,41,41,34,32,36,34,26,31,52,53,51,42,33,30,26,25,24,21,16,14,11,6,5,4,7,9,9,10,11,0,0,12,15,28,34,37,38,20,26,27,27,26,30,28,25,23,16,17,20,15,18,17,13,12,12,10,11,12,10,13,14,15,17,18,22,21,27,32,36,25,35,25,21,33,36,38,33,25,24,16,17,15,13,9,7,4,0
2022-03-05 19:00:00,1,2,3,3,3,5,4,7,10,10,12,11,13,7,6,7,10,8,9,9,9,13,10,8,9,11,12,13,18,13,0,16,21,23,19,19,18,21,23,18,24,25,34,35,37,33,35,29,26,22,20,18,30,31,33,31,26,20,18,19,8,19,17,18,13,7,6,5,4,4,7,6,8,12,7,6,10,19,23,26,25,24,23,18,17,15,22,20,20,18,13,12,9,11,10,8,11,6,0,5,6,9,5,10,10,12,11,11,14,16,19,21,21,19,22,16,16,23,24,26,18,12,22,15,16,16,17,7,6,5,0
2022-03-05 20:00:00,1,2,0,1,1,1,4,6,4,6,5,8,7,6,4,7,7,11,14,12,10,9,8,6,8,8,9,11,22,23,14,13,23,21,20,18,16,25,20,25,24,25,23,22,23,23,21,22,26,25,24,27,47,46,38,31,28,24,21,15,0,19,11,14,12,6,5,3,4,5,3,3,3,0,5,6,10,14,16,19,16,9,15,17,15,13,13,11,10,6,12,13,24,22,16,16,15,12,10,10,5,12,8,14,15,13,7,13,14,13,13,15,13,10,14,13,15,19,21,22,19,15,15,15,12,10,9,6,2,0,0
2022-03-05 21:00:00,2,0,0,2,0,1,2,4,6,5,6,6,7,6,6,6,5,5,6,7,6,5,4,6,7,6,10,9,11,8,9,7,11,4,13,17,20,26,24,27,24,22,30,30,30,31,29,33,33,29,25,21,37,35,33,30,26,20,20,17,13,10,12,15,12,4,2,6,2,5,5,3,4,4,2,6,6,12,13,15,16,12,16,14,12,15,21,23,21,19,15,10,14,14,12,11,9,13,12,14,15,14,8,18,18,19,17,16,18,16,13,14,16,15,14,13,14,26,23,29,17,14,13,12,16,17,15,7,3,2,0
2022-03-05 22:00:00,1,0,0,0,2,5,1,6,5,4,0,4,0,5,6,5,3,3,4,5,2,4,5,7,4,7,9,6,8,7,0,5,10,10,13,16,19,20,21,20,20,21,33,36,35,34,30,26,24,20,18,19,37,41,35,31,26,21,15,13,9,11,7,12,9,5,2,5,6,7,5,4,4,3,0,4,5,15,17,17,16,14,22,22,20,15,15,14,15,14,7,4,4,9,8,7,7,9,8,6,8,11,11,11,16,16,16,14,18,18,15,16,15,16,18,16,18,22,23,28,23,19,17,17,16,16,12,7,5,2,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,9,8,9,14,17,20,22,15,20,19,32,36,15,34,31,31,31,20,23,15,33,32,30,27,26,21,19,11,10,8,10,11,10,5,3,3,2,2,2,3,0,0,0,0,2,10,8,16,17,11,28,25,22,15,16,13,9,7,11,9,8,10,7,5,3,8,9,7,8,6,10,10,13,14,9,15,18,20,22,27,25,24,23,15,17,32,29,31,17,26,18,17,19,14,12,9,7,3,1
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,1,2,3,2,4,4,5,5,6,8,7,6,7,8,7,6,8,6,5,5,7,5,0,0,3,4,5,3,4,0,0,3,2,4,4,6,7,6,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,1,2,3,3,5,8,4,5,9,10,4,9,9,6,8,2,5,7,8,9,8,7,6,5,5,5,6,5,4,4,0,4,3,7,6,6,4,6,2,0,4,0,5,3,6,2,2,4,5,3,3,2,6,0,5,7,6,5,1,1,0,4,3,2,0,0,1,0,0,3,4,0,5,0,6,7,8,0,10,0,10,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,2,3,4,5,5,3,0,6,7,8,9,5,5,4,5,3,6,6,6,5,4,4,5,2,5,4,2,5,4,2,0,1,3,2,3,2,0,3,5,0,4,0,6,3,5,5,5,4,3,4,6,5,7,2,6,0,5,3,2,0,0,2,0,3,0,2,3,3,2,5,6,5,7,0,0,8,9,7,10,13,13,8,8,10,7,12,14,16,17,3,12,12,0,3,0,10,9,3,3,8,8,7,5,4,2,0,3,5,2,3,3,3,0,0,2,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 07:00:00,2,5,6,7,7,9,4,10,11,9,11,10,11,7,7,4,8,10,11,8,7,8,4,7,3,2,5,3,4,2,0,1,4,1,2,2,0,4,3,0,5,0,4,4,3,5,5,4,5,6,4,5,11,3,10,8,6,3,5,4,0,3,2,2,3,3,0,2,1,4,1,3,5,0,0,7,8,10,12,16,16,10,9,8,9,10,13,15,11,13,11,6,6,7,6,5,4,5,4,4,3,2,3,2,0,0,2,1,2,3,2,4,3,3,3,2,1,4,3,3,2,0,1,4,3,0,0,1,0,2,0
2022-03-06 08:00:00,3,5,8,10,11,11,8,9,14,16,17,10,13,11,10,10,9,12,13,10,17,16,17,16,14,13,11,10,7,6,0,2,7,9,6,9,8,11,9,12,11,10,9,9,10,11,11,10,7,7,5,9,12,11,11,12,9,7,5,3,2,6,5,6,5,3,2,3,2,6,7,10,12,11,8,13,15,16,20,23,24,11,13,15,17,19,24,23,24,21,11,8,10,10,7,5,6,9,6,6,5,5,3,5,5,2,1,4,4,3,3,2,4,6,4,5,5,6,6,7,6,5,3,4,2,1,1,1,0,0,0
2022-03-06 09:00:00,3,4,6,9,10,13,14,17,17,18,17,14,13,9,13,12,8,15,18,12,13,12,13,9,11,10,9,10,6,6,4,0,7,8,6,9,7,5,5,3,7,3,8,5,7,7,8,13,8,12,7,13,17,18,9,17,16,12,13,11,10,9,5,13,12,6,4,3,5,11,13,13,15,9,9,15,18,23,25,31,33,21,18,24,22,24,28,33,38,31,17,16,18,16,16,14,17,13,14,12,11,10,9,10,9,9,7,8,9,4,4,6,5,5,5,7,8,9,8,8,3,5,5,4,4,2,2,1,1,0,0
2022-03-06 10:00:00,4,5,10,8,11,13,13,13,15,19,18,15,16,13,17,16,18,19,19,16,14,12,12,9,12,7,11,5,6,4,1,0,7,5,9,7,8,8,8,0,11,4,12,13,12,12,9,8,14,15,16,11,15,0,19,18,18,15,14,11,8,8,8,9,5,5,6,3,3,10,12,12,13,13,12,20,29,35,37,39,38,13,15,16,15,16,22,24,23,23,17,18,17,15,15,12,16,17,18,12,16,13,12,13,10,9,11,8,9,10,10,6,12,10,12,9,10,8,7,9,6,7,5,6,8,7,5,1,1,0,0
2022-03-06 11:00:00,5,9,9,6,11,12,17,19,23,26,29,27,24,20,21,23,23,24,24,18,18,12,11,12,13,12,9,10,8,8,0,8,10,11,10,11,9,8,5,9,11,10,13,14,11,10,16,15,15,16,13,11,13,12,12,11,13,13,12,12,7,11,4,8,6,8,8,4,6,11,13,16,18,19,19,25,31,36,34,39,38,18,21,26,26,28,37,39,40,34,24,26,13,25,25,24,22,18,19,16,15,14,13,16,15,9,11,10,10,10,12,13,11,13,14,14,14,7,7,11,9,8,7,5,5,6,4,3,2,0,0
2022-03-06 12:00:00,7,8,10,10,12,13,17,18,20,26,31,23,21,17,18,18,15,16,16,15,19,18,19,16,15,18,12,14,14,9,13,10,13,14,13,14,12,14,14,0,16,14,19,18,18,21,23,22,23,21,22,19,18,16,17,16,12,11,12,14,10,11,13,16,15,12,10,9,7,17,20,21,22,23,24,28,32,39,43,55,52,28,28,35,33,29,37,43,43,40,30,28,29,28,26,19,21,21,22,23,24,21,22,24,24,13,24,21,21,10,14,12,11,14,10,13,12,15,16,13,9,8,6,5,7,7,5,5,4,3,0
2022-03-06 13:00:00,4,10,9,10,10,12,10,13,16,24,28,26,24,19,16,16,14,16,16,15,14,17,19,20,16,12,17,14,13,11,0,0,12,11,11,10,9,12,15,14,15,15,24,24,25,23,18,25,22,23,21,17,19,20,21,18,16,12,9,11,7,10,8,14,13,8,6,17,10,16,13,14,20,5,17,22,29,37,42,48,52,22,29,34,31,32,33,43,43,38,24,23,22,24,23,14,16,24,17,19,19,21,19,17,18,16,17,16,20,17,17,20,20,18,10,20,18,19,20,23,22,20,19,19,15,14,10,4,3,3,0
2022-03-06 14:00:00,2,4,7,6,12,11,13,14,16,19,20,17,17,15,14,16,19,17,18,19,32,35,32,16,33,25,16,14,15,14,13,11,19,19,15,16,21,23,24,19,21,16,22,20,20,20,19,17,17,16,17,18,26,24,22,21,21,17,14,14,13,13,11,10,9,6,6,10,15,21,15,22,23,3,21,25,29,29,31,43,44,27,25,23,26,25,31,30,27,26,26,26,25,22,20,20,19,16,14,26,24,22,15,23,25,26,27,21,19,14,16,18,19,17,12,13,13,13,12,12,9,11,3,10,8,8,9,7,4,6,0
2022-03-06 15:00:00,3,5,8,10,13,13,17,17,18,21,18,19,17,9,11,11,12,15,15,10,17,19,17,18,20,20,22,15,19,18,17,17,18,17,15,19,13,22,20,24,20,21,23,19,21,22,22,22,24,26,20,17,26,26,21,24,20,18,18,20,16,0,12,14,11,8,7,18,17,19,20,23,26,25,24,26,28,38,39,45,40,26,26,26,21,21,28,27,28,27,23,27,17,24,17,16,13,14,18,15,13,21,26,24,23,23,24,24,23,17,17,18,19,19,17,18,20,22,23,29,26,14,15,11,10,9,11,8,6,5,0
2022-03-06 16:00:00,3,5,8,3,7,8,6,10,12,14,14,18,20,18,17,18,19,19,20,24,25,19,22,20,21,20,18,17,19,16,10,22,24,22,18,25,18,28,27,28,27,26,32,31,30,29,28,31,28,27,26,21,42,43,43,38,31,23,22,17,11,16,15,13,10,7,6,8,11,17,19,15,30,31,30,31,37,38,46,49,44,29,26,24,23,22,22,24,24,20,17,16,19,18,19,19,13,14,16,12,15,15,14,17,18,22,19,20,26,25,23,21,21,21,18,16,17,16,15,18,24,20,15,14,13,14,9,5,3,2,0
2022-03-06 17:00:00,4,3,12,5,10,16,9,9,14,15,16,16,15,12,11,12,14,15,17,15,18,17,16,13,17,15,20,16,24,24,0,24,29,27,24,26,21,28,32,32,30,28,35,38,37,34,31,27,25,25,25,23,32,33,30,28,20,17,15,18,0,17,13,6,11,3,0,7,9,16,13,10,10,15,16,19,23,34,39,39,38,18,26,26,22,20,19,24,22,20,16,17,15,15,18,21,18,15,9,15,16,13,14,14,13,14,11,13,18,24,26,31,31,25,25,21,21,22,20,22,20,17,16,15,13,13,13,12,3,10,0
2022-03-06 18:00:00,3,3,4,1,4,7,6,10,10,14,17,15,14,8,11,13,9,9,8,10,11,12,12,13,13,11,14,15,22,21,18,25,26,24,26,31,26,42,46,37,44,28,45,29,28,41,30,26,21,19,20,23,45,46,41,37,34,28,27,25,0,11,24,23,16,15,0,6,2,8,9,6,6,10,6,14,17,31,33,35,41,25,32,31,16,18,16,17,26,18,16,13,13,12,13,14,12,12,15,11,10,10,10,14,10,11,11,17,19,19,23,33,32,27,30,26,24,23,22,25,19,15,14,13,15,11,12,7,4,2,0
2022-03-06 19:00:00,0,2,1,1,5,6,7,7,4,8,5,8,7,6,8,10,9,10,10,9,10,8,11,11,13,13,14,16,14,12,0,15,17,20,21,20,21,27,24,23,21,18,23,29,28,26,25,22,25,24,24,20,44,38,37,29,20,16,12,12,8,8,3,9,10,10,7,9,8,9,7,8,0,0,7,7,11,16,17,22,21,12,17,31,24,23,27,20,21,17,11,9,11,11,10,6,8,5,9,10,8,11,14,15,15,14,11,12,13,12,19,16,15,12,13,8,9,15,16,21,21,18,11,8,12,11,13,8,3,1,0
2022-03-06 20:00:00,1,2,1,2,2,2,3,4,5,6,3,6,6,7,7,9,9,8,10,10,11,9,9,8,7,8,12,11,13,10,0,7,16,15,17,20,23,31,31,27,30,29,33,33,33,29,26,23,23,21,17,17,36,40,36,35,33,20,15,11,6,11,10,12,8,3,3,5,1,4,2,2,4,0,0,7,12,17,25,26,23,12,13,14,13,19,16,16,13,13,10,9,8,7,9,11,9,9,8,7,8,10,9,13,17,16,17,18,20,19,19,21,20,17,16,15,13,11,11,16,8,9,9,11,14,13,12,6,3,1,0
2022-03-06 21:00:00,1,1,1,1,0,1,0,3,5,3,6,5,4,6,5,4,5,7,7,6,7,7,8,6,0,6,7,9,14,7,0,13,15,16,17,21,20,27,29,35,31,27,29,19,27,28,24,21,23,20,18,18,32,29,29,25,21,18,17,17,12,15,16,13,9,4,3,4,5,7,6,5,4,0,0,5,7,13,18,19,18,12,18,17,12,12,15,15,12,7,9,8,7,11,10,0,9,5,6,7,6,8,11,12,13,15,14,14,18,17,16,20,16,15,16,15,14,19,16,15,15,13,10,15,14,12,9,7,4,1,0
2022-03-06 22:00:00,0,0,1,1,0,4,0,5,6,3,0,4,4,9,11,12,11,9,10,6,5,6,5,4,3,7,8,7,8,5,0,0,10,7,11,13,15,22,16,13,23,24,34,34,32,31,28,27,28,26,24,21,35,33,28,26,22,17,15,14,8,0,12,10,8,3,2,1,1,3,2,2,2,0,0,1,5,13,16,14,14,8,14,14,11,10,12,12,12,10,9,8,7,8,9,6,7,7,6,5,8,10,11,12,14,0,16,16,19,21,19,18,16,19,17,15,16,26,21,23,22,17,15,13,14,10,12,9,7,4,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,8,12,11,11,0,13,14,21,19,19,29,25,22,19,18,20,18,25,24,23,18,15,12,11,10,7,0,8,9,8,3,1,1,0,1,0,0,1,0,0,2,3,5,6,5,4,3,15,14,13,8,6,8,7,6,10,9,0,6,9,8,10,7,8,6,0,7,9,7,12,12,3,13,13,12,11,11,12,10,12,9,15,25,25,27,26,21,17,17,18,15,16,10,8,6,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
