Unnamed: 0,1_경성여객(기점가상),2_용마문화복지센터,3_서일대학교,4_면일초등학교,5_용마공원입구,6_우림시장,7_봉우재고개,8_혜원여중고입구,9_상봉터미널입구,10_상봉신협,11_면목6거리,12_서울창업카페상봉점,13_금성시장,14_동부시장남문입구,15_중랑초등학교,16_서울우유앞,17_중랑교,18_삼육서울병원,19_시조사삼거리,20_떡전교사거리.동대문노인복지관,21_청량리미주아파트.동대문세무서,22_청량리역환승센타,23_청량리.청과물도매시장,24_제기동역.서울약령시,25_용두동사거리.한국의류시험연구원,26_신설동역,27_동묘앞,28_동대문(흥인지문),29_종로6가.동대문종합시장,30_종로5가.광장시장,31_종로4가.종묘,32_종로3가.탑골공원,33_종로2가,34_종로1가,35_광화문,36_서울역사박물관.경희궁앞,37_서대문역사거리,38_충정로역,39_아현역,40_웨딩타운,41_이대역,42_신촌오거리.2호선신촌역,43_신촌오거리.현대백화점,44_동교동삼거리,45_홍대입구역(가상),46_홍대입구역,47_서교동,48_합정역,49_메세나폴리스,50_성산초등학교입구,51_기업은행서교동지점(최규하대통령가옥),52_망원시장.망원동월드컵시장입구,53_마포구청역입구,54_마포구청.성산자동차검사소,55_월드컵경기장남측.월드컵공원,56_월드컵공원입구.문화비축기지,57_월드컵파크3단지후문,58_월드컵파크3단지정문,59_월드컵파크2단지.에스플렉스센터,60_상암DMC홍보관.YTN,61_누리꿈스퀘어.MBC,62_월드컵파크5단지.상암중고등학교입구,63_월드컵파크7단지,64_대덕동주민센터,65_월드컵파크9.10.11.12단지,66_상암고등학교,67_월드컵파크5단지,68_상암DMC홍보관.YTN,69_월드컵파크2단지.에스플렉스센터,70_월드컵파크3단지.난지천공원,71_월드컵공원입구.문화비축기지,72_마포농수산물시장.월드컵공원,73_마포구청,74_마포구청역입구,75_망원시장.망원동월드컵시장입구,76_기업은행서교동지점(최규하대통령가옥),77_성산초등학교입구,78_마포한강푸르지오,79_합정역,80_서교동,81_홍대입구역(가상),82_홍대입구역,83_동교동삼거리,84_신촌오거리.현대백화점,85_신촌오거리.2호선신촌역,86_이대역,87_웨딩타운,88_아현역,89_충정로역,90_서대문역사거리,91_서울역사박물관.경희궁앞,92_광화문,93_종로1가,94_종로2가,95_종로3가.탑골공원,96_종로4가.종묘,97_종로5가.광장시장,98_종로6가.동대문종합시장,99_동대문역.흥인지문,100_동묘앞,101_신설동역,102_용두동사거리,103_제기동역.서울약령시,104_청량리수산시장,105_청량리역환승센터,106_서울성심병원,107_휘경동입구,108_삼육서울병원,109_중랑교,110_서울우유앞,111_중랑초등학교,112_동부시장남문입구,113_88병원,114_서울창업카페상봉점,115_면목6거리,116_상봉신협,117_상봉터미널입구,118_혜원여중고입구,119_봉우재고개,120_우림시장,121_용마공원입구,122_우리은행망우동지점,123_서일대학교,124_용마문화복지센터,125_경성여객(종점가상)
2022-03-05 04:00:00,1,3,3,5,4,6,6,6,7,8,5,7,9,8,10,11,13,11,11,10,10,10,11,11,10,9,14,21,19,18,0,10,9,17,15,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,1,3,5,7,9,12,13,12,12,11,10,11,12,14,16,16,15,7,14,13,13,14,13,9,13,11,13,12,15,6,14,16,14,10,16,15,15,14,12,13,12,12,10,10,9,7,7,6,0,0,4,8,7,5,4,0,6,0,4,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,1,2,4,8,10,11,12,13,11,7,10,10,12,11,12,13,11,11,0,10,10,11,13,4,11,11,13,10,8,6,5,5,5,6,5,4,5,7,8,7,4,5,4,5,5,3,6,5,3,5,4,6,6,5,4,0,3,2,2,3,1,0,0,2,0,2,3,4,2,0,3,4,3,3,3,2,3,3,4,0,2,7,7,3,5,4,5,4,5,3,4,0,4,3,0,0,0,4,5,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 07:00:00,1,4,8,11,13,12,13,14,16,14,13,15,15,11,14,16,16,17,18,17,17,20,14,15,13,12,12,12,9,8,8,6,8,4,9,8,5,5,4,3,5,6,4,5,4,6,5,9,9,0,10,9,12,13,2,12,0,8,11,10,4,1,0,0,3,5,6,7,7,5,0,6,7,9,9,3,3,8,6,1,0,6,8,7,6,9,10,10,6,13,12,13,10,9,7,8,7,6,8,6,5,4,3,5,7,5,6,6,6,7,7,8,6,5,8,6,5,4,3,2,3,1,0,0,0
2022-03-05 08:00:00,1,4,7,8,11,12,14,16,19,19,19,19,19,20,23,25,23,25,23,27,26,26,25,24,25,21,20,17,19,13,12,12,13,12,12,13,8,7,7,9,10,9,8,4,5,2,3,7,10,7,7,8,8,10,11,10,6,9,5,3,1,0,0,1,4,6,9,10,11,12,5,10,12,9,11,13,14,13,10,11,7,11,16,17,19,20,24,26,24,25,22,25,22,17,14,5,13,11,9,10,8,9,8,7,11,12,6,11,13,10,11,16,16,16,15,16,8,14,9,3,4,2,0,0,0
2022-03-05 09:00:00,2,3,6,10,14,19,13,14,21,22,20,23,23,29,30,32,30,29,25,32,31,28,28,27,25,26,26,25,18,13,10,10,10,8,7,6,9,8,10,11,12,11,11,8,9,11,8,11,12,13,13,11,11,12,10,0,0,10,7,4,3,1,0,0,5,4,5,5,9,10,9,8,9,11,14,15,14,14,13,13,7,10,15,17,19,22,25,33,31,25,23,21,21,22,19,14,12,13,13,11,10,10,8,7,14,15,14,12,11,13,13,14,15,11,12,13,12,10,8,7,5,3,2,0,0
2022-03-05 10:00:00,0,4,6,12,13,16,18,20,21,20,23,22,22,25,24,24,22,21,20,20,22,22,28,32,29,27,24,23,18,17,16,13,12,16,13,13,13,13,16,14,16,16,13,12,11,15,15,13,18,14,13,14,13,9,9,8,7,8,6,5,4,1,0,1,5,7,9,11,14,12,7,12,18,27,27,26,25,22,21,23,20,16,18,18,16,15,16,15,19,17,20,20,20,22,20,20,20,15,14,12,15,14,11,10,10,11,10,13,17,8,8,10,9,6,9,9,8,8,7,4,2,1,0,0,0
2022-03-05 11:00:00,1,3,8,10,11,15,16,22,23,24,20,21,23,26,26,27,30,28,28,32,28,26,28,31,27,25,25,22,22,22,20,22,21,19,20,21,26,24,17,22,19,18,18,20,18,20,19,18,23,21,17,9,9,9,9,0,0,9,8,4,2,1,0,1,4,5,11,14,16,19,18,18,23,23,21,23,25,22,19,20,18,19,19,22,21,23,22,24,24,24,25,21,18,17,16,16,16,16,16,20,20,19,17,14,13,11,12,11,11,11,13,12,15,7,10,11,10,9,6,3,4,1,0,0,0
2022-03-05 12:00:00,0,4,7,13,14,13,16,17,17,18,17,15,17,21,24,23,26,27,24,25,25,23,28,30,29,26,29,30,29,28,26,25,25,26,24,26,30,32,31,27,25,23,24,23,21,23,22,23,24,25,23,17,15,13,11,0,10,9,8,6,4,2,0,0,7,11,11,14,16,18,16,16,19,23,23,26,26,24,27,28,25,25,25,25,25,24,22,21,20,22,21,23,21,18,22,17,22,20,21,26,28,19,17,16,18,16,14,15,16,16,13,16,15,14,13,9,9,7,6,5,4,5,3,0,0
2022-03-05 13:00:00,2,3,5,8,9,13,14,16,18,19,14,15,18,21,22,23,25,30,12,29,28,26,26,29,27,26,26,25,26,28,26,26,25,26,27,27,27,29,32,33,31,32,31,30,27,26,22,28,28,24,17,17,16,16,14,13,11,9,7,5,2,1,1,1,6,3,7,11,14,18,16,18,25,25,27,31,30,30,22,27,25,23,26,23,26,27,25,31,30,28,25,18,18,19,21,22,17,16,16,18,18,15,17,18,17,19,15,17,17,14,15,18,20,21,20,19,17,14,9,7,5,5,3,2,0
2022-03-05 14:00:00,1,4,6,8,10,13,14,9,15,18,16,17,16,17,23,22,20,24,25,28,28,24,30,22,28,25,24,24,24,31,29,24,24,24,24,26,27,26,26,27,25,23,23,27,26,25,23,22,25,24,23,17,12,15,14,12,8,10,9,3,1,1,0,0,6,9,14,22,17,23,22,22,25,27,30,33,29,29,28,29,25,24,22,19,21,22,21,20,21,15,23,19,21,23,22,24,22,27,25,28,30,27,28,30,29,30,21,30,28,23,19,17,16,17,15,13,12,10,7,5,4,3,2,1,0
2022-03-05 15:00:00,1,2,5,10,8,14,16,19,18,18,19,19,21,23,25,23,26,26,26,27,26,32,34,32,34,23,22,23,25,30,26,27,32,31,35,40,42,38,26,25,23,25,31,31,30,27,21,20,28,27,24,16,14,13,13,15,11,9,14,9,7,3,0,1,9,10,9,12,17,14,13,23,22,29,28,34,37,36,39,37,33,30,25,24,23,21,24,27,26,24,24,22,25,25,27,32,31,36,33,37,40,38,37,30,33,32,30,28,24,25,20,18,16,17,17,12,15,13,11,10,4,4,2,1,0
2022-03-05 16:00:00,0,3,9,13,10,13,11,11,14,14,13,13,14,16,17,17,19,18,21,18,19,20,23,26,13,31,28,34,31,32,31,30,32,32,34,37,39,37,32,32,31,32,33,37,35,36,35,29,33,28,25,26,26,18,16,2,6,6,13,11,6,4,0,1,6,7,6,15,21,13,20,22,24,30,30,32,30,30,28,24,22,32,26,26,28,33,36,38,38,35,34,26,27,23,19,22,23,23,23,27,28,29,29,30,34,32,27,31,31,25,19,22,19,18,16,12,9,8,8,6,6,3,1,0,0
2022-03-05 17:00:00,0,6,7,9,11,15,17,20,22,23,22,21,19,16,19,18,11,20,19,18,15,13,15,21,22,24,32,29,33,35,32,23,34,35,40,40,35,39,37,40,37,37,34,35,29,35,37,33,36,30,23,22,17,15,21,11,7,18,17,14,10,4,0,1,4,6,8,19,23,28,29,35,31,33,38,41,38,32,26,26,11,31,29,25,25,27,26,25,21,21,22,16,21,22,20,18,25,23,29,27,25,25,23,26,34,32,27,25,22,28,24,25,23,20,20,20,13,12,11,7,8,6,5,1,0
2022-03-05 18:00:00,0,4,6,7,10,12,13,12,14,13,12,11,9,9,9,11,12,10,8,6,8,10,15,16,17,15,18,17,17,27,30,32,31,28,30,27,30,27,28,30,31,32,35,33,30,33,31,27,28,28,21,22,29,22,19,0,20,19,16,8,4,2,0,1,4,4,5,11,19,17,5,20,21,23,23,29,23,30,27,26,22,22,23,29,26,25,24,25,25,22,21,19,23,22,19,20,19,20,25,32,28,23,26,23,27,25,23,22,22,19,18,17,17,18,16,18,16,14,14,9,7,7,3,1,0
2022-03-05 19:00:00,1,2,4,4,3,5,5,8,7,8,8,7,8,10,8,7,10,8,9,8,8,8,7,5,5,7,7,8,9,11,9,14,16,16,21,18,18,24,21,18,19,22,19,19,18,22,23,25,38,37,35,31,22,15,10,0,5,14,10,3,7,5,1,0,2,3,4,10,6,6,8,11,18,16,20,21,19,22,21,21,20,23,17,19,24,16,15,22,18,15,13,20,15,15,14,13,22,21,24,22,25,14,24,23,26,27,24,21,29,25,21,20,19,19,18,18,16,17,15,15,7,6,4,0,0
2022-03-05 20:00:00,0,2,3,4,4,6,3,4,3,4,5,4,5,4,4,0,5,4,0,4,3,4,3,3,2,5,7,10,5,12,8,13,12,14,14,22,23,23,17,15,16,11,9,8,14,13,13,15,17,15,14,10,10,7,5,4,0,4,5,3,4,3,0,0,2,3,3,10,11,0,5,6,7,8,9,11,10,8,9,10,7,13,12,15,17,19,17,18,14,11,10,10,9,12,13,12,15,9,15,15,16,15,16,16,30,31,14,16,20,18,16,12,10,12,13,12,10,8,5,9,7,2,1,0,0
2022-03-05 21:00:00,0,0,3,5,4,5,0,6,7,8,7,7,7,7,7,8,9,6,5,4,5,5,4,2,0,5,4,4,5,5,5,9,12,13,15,13,15,19,15,7,8,15,16,14,11,10,11,12,18,17,16,14,15,10,9,9,8,8,6,3,6,3,0,0,2,3,5,8,10,9,12,15,13,9,12,12,13,12,13,14,13,16,17,21,20,18,16,17,16,13,12,16,17,17,19,19,19,22,23,23,22,22,21,20,21,30,30,29,17,15,24,20,21,10,19,8,15,13,12,8,5,2,0,0,0
2022-03-05 22:00:00,0,1,0,1,2,4,4,5,6,6,5,4,7,4,5,5,5,4,5,5,0,6,5,5,6,7,7,4,6,8,8,13,17,18,19,20,20,19,18,11,13,11,14,10,13,13,13,15,20,16,18,22,15,8,9,0,0,10,0,5,7,5,0,0,2,2,3,5,10,0,0,7,5,11,14,13,11,12,9,12,0,16,16,19,18,16,6,8,5,15,13,17,17,21,22,17,22,23,22,20,20,18,18,19,19,17,20,17,16,16,15,12,10,9,10,9,7,7,8,6,3,2,1,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,4,15,0,11,14,14,17,16,14,13,12,17,16,3,19,24,23,32,22,23,22,19,11,9,8,10,9,4,7,0,2,1,0,4,3,5,8,3,0,7,8,8,7,7,8,7,10,12,13,12,18,19,20,23,23,19,18,15,14,9,10,19,17,20,21,22,21,15,14,16,14,14,11,16,14,13,16,15,15,16,13,14,13,14,14,12,11,10,9,6,5,3,2,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,2,4,0,2,3,3,4,3,3,1,3,4,4,3,2,7,6,4,0,4,5,7,0,8,7,5,3,7,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,2,2,3,4,7,5,6,6,8,6,8,7,2,5,6,7,6,7,6,4,6,6,5,1,5,6,5,4,5,3,6,7,6,4,5,4,5,11,10,2,3,11,9,3,8,1,6,1,0,5,4,3,2,0,0,0,0,0,1,0,0,0,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,2,3,3,4,5,6,5,6,5,9,5,6,8,9,10,9,10,9,8,6,8,5,9,9,8,5,7,2,4,3,4,1,3,1,1,1,2,2,0,0,3,4,3,2,3,2,2,5,4,5,4,3,4,0,0,0,1,0,0,0,0,0,0,2,0,2,3,3,2,0,4,3,4,1,0,3,4,2,0,0,1,0,2,0,3,2,3,4,0,2,7,3,6,0,2,6,0,0,5,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 07:00:00,0,1,3,3,6,3,7,7,9,11,10,7,11,8,15,13,8,12,3,12,11,8,6,7,8,6,5,3,1,2,2,3,4,4,0,3,4,3,4,1,0,2,0,2,1,1,2,2,2,3,4,6,4,6,5,0,2,4,3,4,2,0,0,0,2,3,5,4,4,0,0,3,5,5,4,5,3,2,4,0,0,0,3,4,1,4,3,3,6,4,3,7,6,4,5,5,6,5,3,4,5,1,3,2,3,3,4,4,5,4,4,5,7,0,3,0,6,0,2,3,2,2,0,0,0
2022-03-06 08:00:00,0,2,4,8,13,15,14,16,18,17,14,13,15,13,16,15,14,15,14,15,12,13,18,0,17,12,12,10,8,6,5,6,6,4,4,3,1,4,3,5,2,3,0,4,3,2,0,4,6,6,5,6,5,9,9,1,0,8,4,2,1,0,0,0,3,4,5,7,5,6,2,8,9,10,7,11,8,7,4,4,3,3,4,5,4,5,5,4,5,6,6,9,6,6,5,4,4,6,7,8,9,5,4,5,6,6,7,4,8,9,8,8,7,3,2,6,4,5,4,3,2,1,1,1,0
2022-03-06 09:00:00,2,2,7,9,11,12,15,15,16,17,18,19,22,23,23,25,25,26,24,21,18,21,21,22,19,12,13,11,8,10,9,7,9,7,6,4,6,7,8,4,4,5,6,7,0,5,4,8,7,6,7,6,6,7,4,5,0,6,5,3,1,1,0,1,4,6,8,7,5,6,3,9,8,10,11,12,12,11,10,9,3,9,10,7,7,10,7,10,10,8,7,8,7,6,8,11,3,2,5,5,4,3,4,3,5,4,4,5,6,6,6,6,4,7,8,7,6,5,2,3,2,1,2,0,0
2022-03-06 10:00:00,1,3,6,7,8,12,9,14,12,13,13,12,14,17,20,22,21,20,18,21,22,24,25,25,26,20,17,17,15,17,16,15,16,17,16,15,18,18,17,16,15,15,11,11,9,9,8,8,13,14,14,12,11,13,12,0,0,8,10,4,3,2,0,1,6,5,6,9,9,9,1,11,12,16,18,20,18,15,12,11,9,14,7,9,10,13,16,16,17,19,18,19,19,18,18,22,22,20,13,10,9,8,10,11,10,10,7,8,2,9,7,9,10,10,12,10,9,7,8,8,6,4,4,1,0
2022-03-06 11:00:00,4,9,11,14,16,24,0,25,25,21,20,15,18,25,26,26,25,26,22,26,23,27,28,24,26,22,15,15,11,11,10,12,12,9,11,13,14,12,12,10,11,15,15,14,13,12,10,9,12,11,10,12,12,10,8,4,3,2,2,3,1,0,0,0,5,5,8,15,16,10,0,11,17,17,19,19,18,14,13,14,13,16,21,17,17,14,15,17,17,18,17,15,15,14,13,11,11,9,13,16,15,13,13,11,16,5,10,13,8,12,6,8,7,10,10,8,6,5,4,3,4,3,1,0,0
2022-03-06 12:00:00,1,5,7,8,12,18,19,20,22,20,19,20,20,24,25,29,30,37,40,38,39,34,39,22,39,34,32,30,29,19,17,18,17,16,16,17,18,21,20,19,17,17,25,24,16,21,19,20,22,20,19,15,17,13,7,5,6,4,2,4,2,0,0,1,6,7,9,11,13,9,12,14,17,20,24,22,22,21,18,21,20,19,25,28,31,27,25,32,33,30,25,21,20,21,21,20,18,19,20,23,22,22,19,18,20,14,17,17,18,14,13,16,18,19,17,16,14,13,9,8,3,1,0,1,0
2022-03-06 13:00:00,0,2,5,9,12,16,13,17,19,21,18,19,21,23,25,28,29,28,29,31,29,25,29,28,31,29,28,33,29,28,28,27,26,26,26,26,27,25,26,25,23,24,28,32,26,28,25,19,24,21,18,17,17,15,18,20,12,17,13,12,11,5,0,0,5,8,12,15,16,18,19,19,18,17,19,24,26,21,28,18,17,18,23,25,26,26,28,28,32,29,21,23,25,22,21,19,22,21,16,25,24,21,17,16,19,18,16,14,15,13,12,14,14,12,11,11,10,6,6,4,3,2,2,1,0
2022-03-06 14:00:00,1,4,8,11,12,20,21,20,25,27,30,29,16,31,29,26,23,24,26,26,22,30,40,33,32,29,29,27,25,25,25,23,23,24,26,27,28,26,25,26,26,26,27,30,26,28,25,21,21,19,17,20,22,27,19,0,5,17,11,3,6,1,0,1,5,8,14,16,18,22,21,29,31,32,27,31,30,25,24,26,23,21,21,24,16,23,25,22,22,21,19,16,18,14,18,17,18,18,20,21,28,27,28,21,23,24,21,23,23,15,16,14,12,11,12,11,10,9,8,6,7,2,0,0,0
2022-03-06 15:00:00,1,4,7,12,12,14,13,12,14,14,14,14,14,13,15,16,16,20,22,27,26,28,25,25,25,22,22,26,24,28,27,25,26,28,30,29,28,27,31,20,30,25,29,31,22,27,26,28,34,33,27,24,24,17,15,10,0,9,4,4,3,2,0,0,5,6,7,9,12,16,15,16,18,30,35,33,31,30,33,32,18,25,29,27,26,24,28,24,19,19,24,27,25,23,21,17,20,18,19,27,28,25,19,20,21,21,22,21,24,23,21,19,16,17,18,15,15,14,13,11,8,10,7,2,0
2022-03-06 16:00:00,0,4,7,6,6,9,0,9,12,15,16,17,15,16,15,7,14,18,17,15,11,20,22,24,25,24,27,34,33,31,30,29,31,27,34,31,30,30,29,29,28,30,31,32,31,30,28,29,33,31,21,20,18,14,12,13,7,11,11,6,3,1,0,1,6,8,13,15,20,21,21,29,33,37,39,39,36,32,30,29,28,23,23,20,19,22,20,23,24,23,21,20,18,18,24,13,20,21,20,23,29,28,24,26,29,29,28,25,27,23,22,28,27,28,26,25,19,18,11,9,7,5,4,2,0
2022-03-06 17:00:00,0,3,5,7,7,9,10,11,11,12,10,11,11,13,12,11,11,14,13,14,14,17,21,23,24,23,17,22,21,24,23,24,27,35,42,46,45,44,38,36,37,36,38,35,32,29,26,23,22,22,21,22,14,17,15,10,9,14,11,9,5,2,0,0,4,4,5,7,8,8,10,19,22,28,29,31,31,26,29,30,28,26,25,25,19,21,13,19,14,16,22,19,24,26,28,17,28,27,24,26,21,22,27,24,29,24,27,26,26,23,22,23,23,23,23,21,19,15,12,8,6,4,5,1,0
2022-03-06 18:00:00,1,8,10,10,9,11,10,9,15,14,12,10,9,8,7,9,8,8,5,7,5,8,10,7,10,12,14,14,14,14,11,22,23,24,31,35,33,26,22,24,23,24,27,20,26,22,23,22,27,27,22,18,15,12,11,7,9,9,7,7,4,2,0,2,3,5,7,8,11,13,9,15,18,16,20,21,22,20,16,20,14,20,20,27,28,27,27,24,19,18,17,20,17,15,23,23,19,20,18,20,25,16,26,24,26,26,23,24,22,20,18,16,14,15,18,15,15,13,12,11,14,7,2,1,0
2022-03-06 19:00:00,0,1,4,6,5,8,8,7,12,15,17,16,11,9,10,12,11,10,9,9,8,5,7,7,6,6,10,10,11,13,12,13,16,17,21,22,23,21,19,19,16,10,13,11,18,23,21,23,27,24,26,19,18,11,12,9,11,10,8,5,4,2,0,0,3,4,8,12,14,5,13,12,13,13,17,24,21,20,24,22,20,19,12,16,13,12,13,14,14,12,15,10,12,14,15,15,16,16,16,18,21,20,25,25,27,25,24,21,21,20,18,19,19,7,19,18,17,15,13,12,11,7,3,1,0
2022-03-06 20:00:00,0,2,0,1,4,5,0,2,5,3,2,2,4,5,4,5,4,4,6,6,0,9,5,6,7,5,4,8,5,6,5,4,8,10,12,11,13,12,9,13,9,7,11,6,0,14,13,11,17,17,12,17,11,9,11,6,6,8,7,6,5,2,0,2,3,1,5,8,7,6,0,12,13,11,15,16,14,14,14,16,15,13,12,14,16,14,13,12,8,9,12,16,16,17,15,10,17,13,15,14,16,17,17,18,19,21,21,12,14,12,11,8,10,12,11,11,10,9,8,7,5,4,1,0,0
2022-03-06 21:00:00,0,1,2,2,3,2,3,1,3,5,4,3,5,6,3,7,4,7,3,4,3,5,5,6,5,5,5,8,11,10,9,9,12,13,14,14,15,15,15,14,12,11,12,13,12,13,18,16,22,23,22,18,14,9,7,8,6,7,6,4,3,2,0,0,1,2,3,5,8,0,7,9,8,11,12,10,10,11,11,12,0,17,15,16,15,14,13,12,9,7,11,16,10,14,19,21,22,21,22,22,22,13,23,19,23,19,17,22,21,18,14,15,12,11,13,14,13,12,10,6,3,2,1,0,0
2022-03-06 22:00:00,0,0,1,3,2,5,3,5,6,2,7,1,6,6,6,5,4,8,5,6,4,7,8,0,6,6,5,6,8,4,0,9,15,18,10,10,15,14,11,13,10,7,9,10,6,14,18,18,22,19,21,20,10,8,7,4,7,8,6,5,2,1,0,0,1,1,2,5,0,4,2,4,4,4,10,8,10,10,8,11,10,15,17,21,23,20,19,16,12,11,11,12,13,16,22,16,21,22,20,8,20,19,18,16,14,14,13,19,21,20,18,17,14,4,13,11,9,8,6,8,0,4,0,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,5,3,3,0,0,0,4,4,10,0,8,9,9,10,11,11,9,11,9,7,5,4,4,6,3,5,0,1,1,0,2,0,2,4,2,0,2,4,3,3,7,5,6,5,7,11,9,20,21,26,24,23,23,22,22,13,12,5,4,14,15,16,15,15,13,10,7,7,9,8,8,10,11,10,9,10,5,8,9,8,9,8,3,6,5,4,3,2,1,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
