Unnamed: 0,1_경성여객(기점가상),2_용마문화복지센터,3_서일대학교,4_면일초등학교,5_용마공원입구,6_우림시장,7_봉우재고개,8_혜원여중고입구,9_상봉터미널입구,10_상봉신협,11_면목6거리,12_서울창업카페상봉점,13_금성시장,14_동부시장남문입구,15_중랑초등학교,16_서울우유앞,17_중랑교,18_삼육서울병원,19_시조사삼거리,20_떡전교사거리.동대문노인복지관,21_청량리미주아파트.동대문세무서,22_청량리역환승센타,23_청량리.청과물도매시장,24_제기동역.서울약령시,25_용두동사거리.한국의류시험연구원,26_신설동역,27_동묘앞,28_동대문(흥인지문),29_종로6가.동대문종합시장,30_종로5가.광장시장,31_종로4가.종묘,32_종로3가.탑골공원,33_종로2가,34_종로1가,35_광화문,36_서울역사박물관.경희궁앞,37_서대문역사거리,38_충정로역,39_아현역,40_웨딩타운,41_이대역,42_신촌오거리.2호선신촌역,43_신촌오거리.현대백화점,44_동교동삼거리,45_홍대입구역(가상),46_홍대입구역,47_서교동,48_합정역,49_메세나폴리스,50_성산초등학교입구,51_기업은행서교동지점(최규하대통령가옥),52_망원시장.망원동월드컵시장입구,53_마포구청역입구,54_마포구청.성산자동차검사소,55_월드컵경기장남측.월드컵공원,56_월드컵공원입구.문화비축기지,57_월드컵파크3단지후문,58_월드컵파크3단지정문,59_월드컵파크2단지.에스플렉스센터,60_상암DMC홍보관.YTN,61_누리꿈스퀘어.MBC,62_월드컵파크5단지.상암중고등학교입구,63_월드컵파크7단지,64_대덕동주민센터,65_월드컵파크9.10.11.12단지,66_상암고등학교,67_월드컵파크5단지,68_상암DMC홍보관.YTN,69_월드컵파크2단지.에스플렉스센터,70_월드컵파크3단지.난지천공원,71_월드컵공원입구.문화비축기지,72_마포농수산물시장.월드컵공원,73_마포구청,74_마포구청역입구,75_망원시장.망원동월드컵시장입구,76_기업은행서교동지점(최규하대통령가옥),77_성산초등학교입구,78_마포한강푸르지오,79_합정역,80_서교동,81_홍대입구역(가상),82_홍대입구역,83_동교동삼거리,84_신촌오거리.현대백화점,85_신촌오거리.2호선신촌역,86_이대역,87_웨딩타운,88_아현역,89_충정로역,90_서대문역사거리,91_서울역사박물관.경희궁앞,92_광화문,93_종로1가,94_종로2가,95_종로3가.탑골공원,96_종로4가.종묘,97_종로5가.광장시장,98_종로6가.동대문종합시장,99_동대문역.흥인지문,100_동묘앞,101_신설동역,102_용두동사거리,103_제기동역.서울약령시,104_청량리수산시장,105_청량리역환승센터,106_서울성심병원,107_휘경동입구,108_삼육서울병원,109_중랑교,110_서울우유앞,111_중랑초등학교,112_동부시장남문입구,113_88병원,114_서울창업카페상봉점,115_면목6거리,116_상봉신협,117_상봉터미널입구,118_혜원여중고입구,119_봉우재고개,120_우림시장,121_용마공원입구,122_우리은행망우동지점,123_서일대학교,124_용마문화복지센터,125_경성여객(종점가상)
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,1,3,8,8,9,11,14,15,18,18,9,18,19,20,22,23,25,16,25,26,26,27,28,31,29,29,30,36,37,35,33,30,22,16,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,1,2,2,4,6,6,7,8,9,9,8,12,10,14,15,16,20,21,23,11,21,20,19,20,18,17,20,28,17,16,17,26,25,19,16,15,13,12,14,14,13,13,13,13,11,10,8,8,6,9,12,12,15,17,10,0,15,11,10,6,5,2,0,0,3,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,1,3,8,10,13,10,13,15,20,17,18,20,25,27,18,21,22,23,25,16,22,20,19,19,20,17,16,17,17,15,13,13,11,6,10,9,11,10,7,8,6,5,6,4,4,5,4,6,7,6,7,6,8,9,7,0,9,8,8,7,6,4,0,0,3,3,4,5,7,7,1,6,7,10,12,9,13,12,9,11,0,8,7,8,7,8,7,9,8,6,5,4,6,5,4,0,3,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 07:00:00,3,8,17,28,29,32,34,38,36,38,36,36,41,48,49,50,49,44,42,45,35,33,32,31,31,28,30,29,24,22,20,21,25,20,19,13,13,15,9,10,6,11,10,6,5,5,4,27,17,18,21,20,27,40,42,22,39,35,31,30,17,2,0,0,8,8,12,13,12,15,10,14,17,28,27,25,21,23,16,17,12,21,24,28,22,22,23,30,20,29,22,23,19,18,16,17,15,14,12,11,12,13,12,11,18,14,12,13,12,11,12,16,19,19,23,21,20,8,6,6,8,7,2,2,0
2022-03-07 08:00:00,3,10,14,21,30,32,36,42,45,45,42,45,45,49,52,55,53,53,52,58,57,53,52,53,50,50,53,56,48,42,40,38,38,33,27,22,19,13,15,17,14,13,11,12,10,14,18,52,56,56,55,58,59,63,61,64,63,59,47,33,17,1,0,1,20,18,12,16,18,23,14,22,23,30,33,36,36,29,28,28,26,32,33,34,36,43,44,46,44,38,30,25,17,15,20,17,16,15,13,17,16,15,16,16,24,24,21,23,26,26,25,31,35,41,41,43,40,32,28,20,21,19,10,3,0
2022-03-07 09:00:00,1,4,7,16,22,23,27,29,32,32,28,28,28,32,35,38,34,34,34,37,33,30,31,31,30,28,30,32,29,28,24,16,15,14,14,9,10,9,12,14,12,13,10,10,9,11,9,29,35,34,31,33,36,42,44,46,45,37,28,18,9,1,0,1,5,6,8,12,14,17,15,16,20,23,25,28,27,24,22,21,19,18,19,23,21,22,24,30,31,29,26,25,23,16,16,14,14,12,10,10,9,9,9,8,13,15,6,17,18,19,21,20,14,21,21,20,19,19,18,19,13,14,10,0,0
2022-03-07 10:00:00,1,3,6,10,13,16,18,19,21,20,19,24,24,28,30,32,27,31,30,30,29,30,28,22,26,25,24,19,17,17,16,16,13,13,12,13,18,13,17,16,13,14,13,14,13,14,11,14,25,22,17,15,17,18,19,0,7,25,13,9,5,2,0,1,8,7,9,9,12,14,12,13,16,19,13,17,16,17,13,12,8,15,17,17,15,18,15,19,10,18,18,21,19,19,18,16,15,14,14,15,16,16,13,10,11,12,9,15,11,14,12,12,11,10,10,10,6,7,7,5,4,2,4,1,0
2022-03-07 11:00:00,0,9,13,14,18,20,21,12,19,20,17,16,13,18,20,20,21,20,19,20,21,22,20,21,20,17,17,20,17,17,17,16,17,14,13,12,17,18,17,12,15,14,13,16,15,16,15,13,22,19,19,15,16,17,16,17,16,14,11,6,2,1,0,0,3,3,4,6,10,7,9,11,14,19,19,18,20,19,17,18,17,20,20,26,26,28,29,32,30,25,28,28,27,25,20,20,20,23,22,22,25,24,20,23,22,19,10,22,24,12,13,10,12,11,12,12,10,11,8,7,5,3,2,0,0
2022-03-07 12:00:00,1,4,8,9,10,14,16,27,28,24,25,25,20,20,20,17,22,23,23,19,22,21,20,19,19,19,18,19,21,20,20,21,18,21,27,27,27,27,18,17,14,14,12,10,10,13,12,14,17,15,14,14,15,14,13,0,9,12,9,4,3,2,0,0,5,5,6,10,11,12,11,13,22,22,21,22,22,21,17,15,14,14,19,16,17,17,19,22,21,19,21,16,14,13,16,14,13,16,18,19,19,17,17,17,20,18,16,17,19,20,19,17,19,20,20,20,18,12,15,13,11,9,6,0,0
2022-03-07 13:00:00,0,8,9,11,11,15,13,13,15,15,16,18,18,19,23,23,19,21,23,23,22,23,26,28,29,27,27,22,18,16,16,15,16,17,18,18,20,15,21,19,21,22,23,23,22,20,15,20,22,20,19,17,12,13,13,14,14,13,10,8,4,2,0,0,4,7,5,13,16,18,17,18,25,26,27,26,21,17,13,15,11,15,18,23,22,21,18,19,22,21,18,18,18,19,18,17,19,18,18,20,22,24,18,18,20,21,16,25,24,19,16,16,15,16,15,18,17,16,15,11,9,12,5,1,0
2022-03-07 14:00:00,1,11,13,14,15,19,18,15,20,17,16,18,21,22,22,21,20,19,14,21,22,21,20,21,23,22,22,23,24,20,19,16,16,15,17,19,22,21,19,17,15,16,17,17,15,18,16,18,27,25,24,20,17,11,13,9,11,10,12,6,3,1,0,2,4,29,31,32,34,27,26,29,19,25,25,28,24,22,19,16,18,18,18,23,16,23,22,20,19,15,16,18,19,21,22,19,19,19,20,19,18,15,17,17,16,17,16,29,28,19,13,14,16,15,14,13,12,6,10,5,7,5,3,1,0
2022-03-07 15:00:00,1,9,13,13,12,19,20,34,31,30,24,20,20,20,19,20,22,23,24,26,22,18,21,22,25,24,25,23,24,22,20,24,26,27,29,27,31,26,25,24,28,24,25,24,22,21,20,19,21,20,21,22,21,18,14,13,12,10,8,5,4,2,0,0,3,8,12,25,22,35,34,35,35,31,28,26,26,23,23,25,23,20,19,20,21,18,15,16,15,14,14,16,19,24,28,29,28,30,32,31,32,24,22,22,23,24,18,25,22,26,25,23,23,22,21,17,13,11,7,6,5,4,1,3,0
2022-03-07 16:00:00,1,6,8,11,12,15,18,15,19,22,20,18,16,14,15,19,18,21,21,17,18,17,19,17,16,18,19,18,25,22,20,26,29,24,23,26,27,31,29,27,30,25,28,28,27,21,18,21,32,32,24,23,18,13,14,8,13,10,9,7,3,2,0,1,6,6,11,16,18,20,22,21,21,22,23,23,22,23,24,20,15,24,23,23,20,21,19,19,17,15,14,16,17,17,19,20,21,22,25,26,29,31,32,31,31,29,31,35,27,31,30,29,29,25,29,28,22,21,20,13,8,6,5,2,0
2022-03-07 17:00:00,2,4,6,7,9,13,10,13,12,15,13,14,13,11,12,18,18,15,18,17,15,10,13,16,16,12,11,16,19,30,28,31,32,32,33,36,40,38,30,31,31,31,29,32,31,31,31,31,35,32,31,28,24,19,18,17,15,14,12,8,6,4,0,1,8,11,20,29,32,33,31,34,38,37,39,42,35,28,19,20,18,21,19,24,22,18,17,15,16,17,24,23,29,32,40,42,43,43,43,43,44,40,38,38,37,36,33,31,33,27,25,25,23,22,23,24,21,21,17,14,10,8,4,1,0
2022-03-07 18:00:00,1,4,8,7,10,19,22,22,23,24,21,20,20,18,17,16,16,19,18,18,17,17,16,20,20,29,31,26,26,29,28,32,31,43,49,56,57,53,47,48,46,47,52,42,40,31,32,36,42,35,33,28,23,23,23,22,20,14,17,7,5,3,0,3,4,16,31,47,61,52,54,60,57,57,60,60,56,43,25,26,22,19,19,21,20,23,21,20,24,29,30,27,37,34,36,35,33,37,36,39,42,42,42,40,40,39,37,40,33,32,28,27,26,21,22,21,14,15,12,9,6,4,2,0,0
2022-03-07 19:00:00,0,5,7,5,7,19,20,20,22,23,21,20,13,12,12,13,12,10,9,11,8,8,9,11,12,10,12,7,8,14,14,19,22,23,27,32,34,37,32,32,31,29,25,29,26,22,21,24,26,22,30,24,23,16,14,21,18,14,11,10,6,7,0,2,4,5,21,36,48,40,38,45,44,37,40,39,37,29,18,15,11,14,15,20,17,16,16,16,15,13,15,19,28,23,25,28,28,29,28,27,33,32,35,35,49,48,45,48,49,40,37,38,32,34,32,28,26,19,16,13,11,5,3,0,0
2022-03-07 20:00:00,2,3,4,7,6,6,6,9,10,9,7,9,8,9,11,10,8,7,4,7,3,5,7,5,6,7,6,7,7,6,4,8,10,11,15,17,21,19,21,18,15,14,15,14,9,14,15,16,22,22,21,16,18,18,18,5,8,14,12,6,5,2,0,1,2,5,7,17,22,14,21,21,17,19,19,18,18,17,12,12,11,13,13,16,16,12,13,11,15,11,13,12,14,14,15,16,19,21,23,20,24,25,23,26,24,24,23,24,23,21,18,18,17,16,18,17,15,12,11,8,7,3,2,0,0
2022-03-07 21:00:00,0,1,2,4,6,6,6,7,11,9,11,6,11,10,8,9,11,12,4,11,10,12,2,6,7,11,8,8,9,10,11,16,19,21,24,15,24,23,22,21,20,21,14,20,19,15,18,14,20,19,19,16,13,10,10,7,6,7,7,6,4,3,0,0,2,4,8,13,16,14,13,16,15,14,13,13,11,14,8,9,0,11,12,11,13,11,10,10,11,9,12,14,16,17,18,15,23,23,21,20,21,20,19,19,19,16,14,17,18,14,10,9,8,8,8,14,12,8,6,4,3,2,0,0,0
2022-03-07 22:00:00,0,2,0,2,4,5,2,4,4,5,6,5,10,9,9,4,8,6,3,5,5,8,7,3,7,5,6,7,6,9,11,15,15,17,19,23,24,23,20,21,20,19,17,16,16,21,23,21,25,26,24,24,17,10,12,9,11,12,8,4,4,3,0,0,2,1,5,9,10,17,8,15,16,17,18,19,18,16,9,6,8,14,13,15,17,13,9,14,11,10,12,12,14,13,21,22,24,25,26,27,27,23,21,15,21,19,21,20,18,15,16,14,13,5,11,10,9,8,10,6,4,3,2,1,0
2022-03-07 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,11,13,14,11,14,12,11,8,10,4,7,8,3,9,7,10,12,11,11,11,11,6,4,3,5,4,3,2,1,1,0,0,1,2,2,7,8,0,7,6,8,6,7,8,9,8,7,13,12,12,11,12,12,14,13,11,11,9,5,10,13,12,14,15,17,19,22,12,20,19,13,10,22,8,14,13,13,12,12,7,11,6,11,9,8,6,5,5,4,3,0,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,0,3,6,13,14,16,18,19,18,20,20,9,21,22,25,24,27,13,26,26,25,25,26,28,26,18,30,39,38,38,37,34,30,22,20,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,1,1,2,4,5,7,8,8,11,8,9,12,14,12,13,13,14,14,13,15,15,15,14,15,14,20,19,24,25,25,11,23,22,18,18,15,16,16,16,15,16,14,15,14,14,6,13,12,8,11,10,13,13,14,12,11,11,10,7,6,4,3,0,0,1,2,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 06:00:00,1,3,6,9,11,12,13,14,17,13,12,13,16,16,18,22,17,18,20,20,18,17,17,17,11,16,13,15,13,11,11,12,15,12,8,6,7,5,7,8,7,14,13,11,7,5,4,6,6,7,6,8,9,10,7,0,3,11,4,4,3,10,0,0,3,4,5,6,8,9,8,3,7,8,11,12,9,10,6,6,5,8,9,8,9,8,7,8,10,9,7,7,8,4,7,0,5,0,5,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 07:00:00,5,10,16,19,25,27,30,35,36,41,40,43,48,52,44,45,42,40,39,42,40,39,38,41,40,31,33,30,28,24,22,20,25,20,19,17,8,8,6,8,8,6,10,11,6,7,5,23,24,21,26,30,34,42,34,33,41,38,35,30,13,2,0,1,10,11,14,18,19,21,8,15,16,26,27,30,29,26,17,18,17,20,22,25,24,27,30,36,36,28,22,22,15,16,19,10,18,13,11,12,11,11,7,8,13,14,14,12,13,12,11,13,16,18,19,18,17,8,6,5,6,7,3,3,0
2022-03-08 08:00:00,3,9,18,24,32,35,38,44,46,46,42,43,47,51,55,57,52,50,48,49,48,46,44,50,49,48,44,42,34,29,27,25,28,31,25,16,10,12,9,10,9,10,12,14,12,15,16,40,48,46,49,51,54,57,59,60,58,53,47,39,20,1,0,2,14,16,10,9,12,17,16,19,20,23,28,36,35,28,23,24,21,29,28,33,35,43,47,54,51,46,35,28,21,25,22,16,19,18,14,13,12,15,14,16,19,20,19,21,21,20,22,32,31,35,36,35,33,22,19,16,20,19,8,1,0
2022-03-08 09:00:00,1,3,4,10,18,21,24,27,28,24,23,24,31,39,47,49,44,41,33,38,37,32,33,33,34,29,29,30,26,20,20,17,19,19,14,12,13,15,13,18,16,15,9,14,8,16,13,28,40,41,39,41,44,54,55,35,54,48,38,21,11,1,0,1,4,6,8,9,12,11,10,10,12,16,23,18,24,22,21,20,18,22,21,22,21,25,25,31,28,26,25,25,18,17,14,13,13,8,9,8,9,7,12,12,19,21,20,22,23,21,22,24,26,25,24,24,22,11,21,18,18,18,13,0,0
2022-03-08 10:00:00,1,4,6,8,10,14,16,17,18,17,18,20,21,22,24,24,29,34,35,24,34,31,28,29,33,31,26,23,19,17,16,17,15,14,12,11,19,19,18,19,20,15,17,15,13,11,11,16,15,16,15,16,16,19,17,0,14,15,11,6,3,1,0,1,5,8,6,9,11,13,12,12,13,21,21,22,20,16,16,14,13,15,16,17,18,16,16,14,14,14,16,16,17,18,18,18,16,11,13,11,10,12,11,12,13,7,13,12,13,12,4,8,13,9,5,11,10,3,6,4,4,4,3,1,0
2022-03-08 11:00:00,1,8,10,12,13,18,19,20,18,17,17,18,18,20,23,24,25,29,27,26,24,20,21,20,21,22,24,22,24,26,27,23,22,19,19,18,19,20,20,15,23,21,15,13,12,13,12,16,16,14,14,12,13,16,17,0,14,16,11,9,3,1,0,1,6,3,7,9,11,15,8,16,21,28,32,32,31,26,19,23,21,19,16,14,15,15,15,20,18,17,15,17,17,13,14,18,18,19,17,18,16,17,13,14,12,13,13,16,16,15,13,12,11,9,10,12,10,9,6,5,4,3,1,0,0
2022-03-08 12:00:00,0,8,13,14,15,18,17,26,24,25,24,23,20,21,21,23,22,21,15,23,22,21,20,19,19,18,19,20,20,20,19,19,20,23,20,19,21,20,17,18,17,14,22,24,21,19,15,16,19,18,15,17,16,17,15,10,14,12,10,5,3,1,0,0,4,5,6,13,19,20,19,20,13,16,17,18,18,18,14,15,12,19,21,23,21,20,18,19,18,16,15,15,17,19,15,18,14,13,16,16,19,19,16,17,21,20,18,18,24,23,21,23,22,23,23,9,21,20,19,17,14,10,5,1,0
2022-03-08 13:00:00,1,6,10,10,11,11,9,11,12,11,12,14,13,10,14,16,17,20,22,21,19,18,23,25,25,19,17,16,21,17,14,16,19,15,14,16,16,15,16,14,17,17,19,21,18,18,17,21,20,20,18,18,17,13,12,9,12,12,9,4,3,3,0,1,7,8,11,18,20,21,20,21,22,24,25,27,22,21,21,21,18,25,26,23,25,23,22,23,22,20,20,24,18,18,21,25,29,30,29,25,17,23,21,23,21,17,17,17,18,17,17,18,13,13,12,13,12,10,8,7,6,4,3,0,0
2022-03-08 14:00:00,1,14,16,14,14,17,15,16,17,14,16,15,15,17,16,16,14,19,13,17,17,16,22,17,22,22,21,19,18,18,15,15,15,17,16,21,24,22,20,19,20,20,20,20,19,19,17,21,21,21,20,19,19,23,13,12,22,18,14,10,6,4,0,1,3,21,28,31,33,18,17,17,21,18,23,23,22,18,16,15,14,19,18,20,17,18,13,22,18,22,18,18,20,22,23,20,21,28,31,34,33,33,27,23,24,24,18,26,24,21,19,16,17,15,14,14,10,8,8,11,10,8,5,3,0
2022-03-08 15:00:00,0,8,12,11,12,13,16,17,19,20,21,19,17,18,19,22,24,20,22,21,24,21,23,24,25,21,21,20,19,21,23,23,24,28,28,29,33,34,36,34,35,16,35,35,33,32,31,27,27,25,23,24,23,17,18,11,18,11,10,5,3,3,1,2,6,11,14,20,25,35,34,31,37,35,25,25,23,22,18,18,17,21,23,21,23,25,26,24,24,24,24,24,31,31,29,30,29,31,30,29,30,28,24,23,22,23,22,30,30,25,23,20,19,14,13,11,10,9,7,5,4,3,2,1,0
2022-03-08 16:00:00,1,7,9,12,15,13,13,34,29,34,36,32,26,19,18,15,19,20,12,19,17,25,26,27,17,25,29,26,29,22,24,31,31,28,30,33,35,31,28,29,28,25,25,26,21,25,24,27,35,33,23,22,21,18,18,16,15,15,14,8,5,1,0,1,5,7,10,18,25,18,26,32,28,29,25,30,28,20,15,22,20,22,24,26,26,27,30,28,25,23,26,27,29,30,33,34,33,28,29,29,27,29,28,31,31,30,30,31,30,29,24,22,22,22,22,23,19,15,12,10,7,4,2,1,0
2022-03-08 17:00:00,1,5,7,10,11,13,10,15,15,16,12,16,14,17,18,18,19,21,19,17,18,23,22,24,24,24,31,33,34,36,35,34,31,30,29,31,35,34,30,35,36,33,32,31,29,30,29,32,35,28,26,21,20,16,15,7,7,14,10,8,4,2,0,1,6,11,20,30,39,33,31,36,35,39,35,36,35,31,22,25,23,24,27,28,27,27,26,27,26,27,28,32,33,33,35,37,37,40,38,42,38,38,40,36,34,33,29,33,28,30,25,23,24,23,21,23,18,16,16,14,12,10,6,1,0
2022-03-08 18:00:00,0,3,5,6,10,20,18,23,22,21,18,17,15,16,15,15,15,17,18,17,16,18,20,23,22,21,22,21,23,30,32,32,35,40,51,58,60,55,49,46,37,37,35,37,34,32,30,27,30,26,26,26,21,18,16,13,14,15,15,11,5,3,1,3,8,22,35,58,62,58,61,65,56,54,48,48,46,35,32,32,27,29,27,35,31,30,23,25,29,27,38,36,34,32,32,29,36,43,42,43,42,43,42,39,43,41,39,42,44,40,35,32,27,26,23,20,19,19,15,12,11,4,2,1,0
2022-03-08 19:00:00,0,5,8,6,7,12,13,15,15,14,14,12,11,11,15,17,12,11,12,12,12,15,14,19,20,9,18,13,15,17,18,24,26,26,29,36,39,36,23,24,25,29,28,27,26,29,31,32,35,31,27,24,18,14,18,10,17,12,10,6,5,4,0,2,4,11,23,41,46,47,42,47,50,51,49,47,44,35,17,19,17,23,21,24,21,21,20,21,18,16,21,24,28,27,28,33,29,33,33,35,32,30,28,28,28,25,36,37,37,36,32,31,30,32,30,21,17,16,14,10,9,5,4,1,0
2022-03-08 20:00:00,2,5,6,5,5,7,8,9,9,8,7,6,6,9,11,10,9,8,5,7,5,7,7,10,8,8,9,8,13,14,7,12,14,15,41,43,40,41,39,37,42,43,41,40,36,20,20,19,25,25,22,18,18,20,13,7,11,11,10,8,5,4,0,1,1,4,7,14,20,15,19,16,13,15,15,15,20,18,12,12,9,15,18,15,14,15,14,15,12,9,12,12,18,21,23,18,23,19,26,26,27,26,23,18,23,22,22,25,24,21,17,17,15,13,14,13,13,11,9,7,5,3,1,0,0
2022-03-08 21:00:00,0,2,3,4,6,7,8,7,9,11,10,7,12,11,13,14,13,10,9,9,2,8,8,10,11,10,5,7,10,10,8,13,14,15,38,40,41,40,36,24,31,21,28,20,16,20,23,22,32,29,24,17,18,17,18,15,17,14,12,8,6,3,0,0,3,5,8,19,21,8,19,22,18,21,24,24,23,16,11,7,6,12,11,11,13,13,12,10,11,10,9,12,19,18,22,22,22,24,24,20,23,21,20,20,28,29,29,26,25,21,20,19,15,12,13,12,9,10,8,7,6,4,2,0,0
2022-03-08 22:00:00,0,1,3,2,3,5,3,7,5,5,6,7,8,9,8,4,9,9,10,3,7,7,8,7,9,8,7,7,8,9,9,13,18,21,22,24,24,14,20,10,18,17,16,17,18,21,23,25,28,23,27,26,20,14,13,12,10,8,7,5,4,2,1,1,0,3,6,11,16,10,3,14,12,10,14,16,17,12,11,12,11,13,12,16,15,14,13,14,13,12,13,12,14,15,21,21,23,28,30,32,32,30,28,19,32,26,23,21,21,19,19,17,14,12,13,11,10,9,7,7,6,3,2,0,0
2022-03-08 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,13,15,13,11,10,9,10,12,9,9,12,9,18,17,19,21,17,20,20,12,7,9,2,7,6,5,3,1,2,1,0,2,1,3,7,8,0,5,9,8,8,7,7,7,17,11,12,11,22,24,25,24,27,23,20,16,17,16,16,16,28,30,28,28,21,28,27,26,24,22,23,21,20,19,21,22,20,17,15,14,10,13,14,12,10,8,7,4,5,2,0,0
2022-03-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
