Unnamed: 0,1_북부운수차고지(가상),2_방약국앞,3_면남초등학교,4_지하철7호선사가정역,5_면목우체국.녹색병원,6_면동초등학교,7_면목본동주민센터.면목정보도서관,8_지하철7호선면목역,9_면목초등학교,10_지하철7호선상봉역,11_상봉1동주민센터,12_신내쌍용아파트,13_쌍용아파트신내테크노타운앞,14_엘지아파트앞,15_신현중학교,16_중랑구청,17_중랑구청사거리,18_성원아파트경남아너스빌앞,19_국민은행망우동지점,20_망우역.망우지구대,21_상봉터미널,22_혜원여중고입구,23_봉우재고개,24_우림시장,25_용마공원입구,26_우리은행망우동지점,27_서일대학교,28_용마문화복지센터,29_중화중학교.다문화가족지원센터,30_면중초등학교,31_용마산교차로,32_사가정시장,33_사가정역,34_면목두산아파트2차,35_사가정센트럴아이파크아파트,36_장안교앞,37_장안2동주민센터,38_배봉초등학교.전농우성아파트,39_전동초등학교.전농동SK아파트,40_전농사거리,41_서울시동부교육지원청.해성국제컨벤션고교,42_서울시립대입구,43_떡전교앞,44_서울성심병원,45_청량리미주아파트.동대문세무서,46_청량리역환승센타,47_경동시장앞,48_동대문중앙새마을금고,49_현대코아,50_청량리역환승센터,51_서울성심병원,52_떡전교앞,53_서울시립대학교앞,54_전농로터리시장.동부교육지원청,55_전농사거리,56_전동초등학교.전농동SK아파트,57_배봉초등학교.전농우성아파트,58_장안2동주민센터,59_장안교은석초등학교,60_홈플러스면목동점,61_면목두산아파트2차,62_사가정역,63_사가정시장,64_면중초등학교,65_중화중학교,66_용마문화복지센터,67_서일대학교,68_면일초등학교,69_용마공원입구,70_우림시장,71_봉우재고개,72_혜원여중고입구,73_상봉터미널입구,74_상봉터미널,75_망우역,76_국민은행망우동지점,77_성원아파트경남아너스빌앞,78_중랑구청,79_신현중학교,80_엘지아파트앞,81_쌍용아파트신내테크노타운앞,82_신내쌍용아파트,83_상봉1동주민센터,84_지하철7호선상봉역,85_면목초등학교,86_지하철7호선면목역,87_면목본동주민센터.면목정보도서관,88_면동초등학교,89_면목우체국.녹색병원,90_지하철7호선사가정역,91_면목시장,92_면남초등학교,93_방약국앞,94_중곡초등학교(가상)
2022-03-05 04:00:00,1,1,3,1,1,0,0,2,2,1,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,2,0,0,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,1,1,3,0,2,4,3,3,3,2,5,2,2,0,0,3,4,3,2,1,2,3,1,5,4,4,5,4,2,3,3,2,3,0,5,0,4,5,7,5,8,7,6,4,5,1,1,1,1,9,3,4,4,10,5,11,13,16,18,16,13,6,8,5,0,3,4,4,3,1,0,4,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,1,1,0,2,1,1,2,1,1,3,1,0,2,0,0,2,3,0,0,4,3,4,0,1,6,5,5,5,5,6,7,4,5,4,3,4,7,6,7,4,5,6,0,5,5,2,1,1,0,2,3,7,8,4,7,5,6,7,6,4,4,2,8,9,9,8,4,3,2,4,0,3,0,1,0,0,0,2,0,1,3,2,2,3,1,2,1,3,1,0,1,1,0,0
2022-03-05 07:00:00,0,1,0,2,0,0,2,3,0,3,4,0,2,4,1,3,5,0,0,5,6,1,2,6,7,9,8,5,8,8,11,8,8,7,8,8,9,9,10,12,13,10,6,8,4,3,0,3,2,4,5,7,5,4,8,7,5,5,6,0,5,4,6,5,5,4,3,2,3,0,4,2,5,1,4,1,0,2,0,1,2,3,5,3,3,4,0,0,2,0,2,1,1,0
2022-03-05 08:00:00,2,5,7,4,7,6,3,10,5,10,10,3,5,5,9,8,7,6,4,5,7,4,6,7,6,11,12,13,12,10,9,6,7,9,9,10,13,17,18,20,19,18,13,12,11,3,3,1,1,6,7,8,11,10,10,13,15,18,22,20,20,12,14,14,15,17,20,23,22,18,16,6,14,11,10,8,8,2,4,8,3,3,8,7,7,8,6,0,4,3,1,1,0,0
2022-03-05 09:00:00,1,2,3,4,5,7,7,8,7,10,12,3,9,11,10,5,8,8,5,7,7,5,6,9,9,8,8,7,11,12,9,8,10,9,10,12,18,17,17,16,19,16,17,16,12,4,1,2,1,6,5,7,8,9,9,12,14,17,18,16,13,6,13,14,15,12,14,14,12,12,12,9,12,9,6,6,2,4,3,5,6,7,0,4,2,3,0,3,2,2,0,1,0,0
2022-03-05 10:00:00,1,3,3,0,2,3,4,5,9,8,7,1,7,6,4,6,6,5,4,4,6,5,5,9,9,9,6,7,8,7,7,6,7,9,10,11,16,16,19,19,19,17,18,17,15,3,2,1,3,9,11,11,11,7,11,9,9,11,11,13,13,7,8,6,7,9,15,17,19,18,0,4,14,11,5,6,5,4,3,1,2,4,5,6,5,3,4,3,4,4,3,2,0,0
2022-03-05 11:00:00,2,6,6,5,6,3,5,5,6,8,7,8,8,6,7,5,8,9,7,6,7,7,9,7,13,13,13,10,12,15,12,9,15,16,15,18,20,27,25,23,25,24,19,19,18,2,2,0,2,7,7,11,11,10,12,15,15,13,16,14,12,10,12,9,11,10,14,23,23,23,21,11,19,16,11,12,12,10,9,8,8,3,9,7,3,4,3,2,3,2,0,0,0,0
2022-03-05 12:00:00,1,4,0,7,11,12,10,8,10,12,8,5,7,7,1,10,9,6,10,6,12,12,9,13,13,12,10,10,12,13,12,8,10,8,9,10,18,20,22,25,24,23,24,23,18,7,4,7,8,19,11,18,18,15,17,18,22,19,16,17,15,7,17,15,15,12,11,16,20,24,0,8,21,13,13,13,14,9,9,7,9,8,9,5,3,4,5,4,3,3,2,0,1,0
2022-03-05 13:00:00,0,2,1,2,3,4,6,13,8,15,14,13,11,10,9,9,11,11,12,12,13,14,14,16,17,17,17,17,25,21,18,10,15,16,18,17,28,33,36,37,39,38,35,27,19,3,4,2,4,13,13,14,12,15,14,14,15,16,15,14,13,10,11,10,11,9,11,12,15,15,16,8,13,13,7,5,4,7,7,7,8,8,6,5,5,6,5,4,4,1,0,2,0,0
2022-03-05 14:00:00,2,3,2,4,2,5,5,7,0,7,5,3,4,7,5,6,6,8,9,7,12,11,11,13,15,15,18,12,19,10,18,5,12,12,11,10,19,19,20,21,22,18,18,16,12,4,3,2,8,15,16,15,16,17,18,16,16,15,14,13,10,9,12,13,14,11,12,11,9,8,5,3,9,7,6,7,5,5,3,5,1,6,4,5,4,3,3,4,2,1,1,1,0,0
2022-03-05 15:00:00,0,3,4,2,5,6,3,5,6,9,7,8,6,4,5,10,13,15,13,11,13,11,0,11,13,10,10,12,13,15,13,8,7,6,8,9,13,19,25,26,24,18,17,16,15,3,4,1,8,21,22,22,24,27,25,23,18,18,17,16,15,9,11,14,15,10,11,12,11,9,10,4,9,8,8,11,9,9,8,3,4,2,7,7,5,8,9,7,3,4,4,2,0,0
2022-03-05 16:00:00,1,3,5,6,5,6,6,8,7,12,9,9,5,10,8,7,5,6,4,5,14,14,14,15,11,13,15,19,18,18,17,9,13,14,15,12,14,14,12,13,14,12,11,10,10,3,1,0,6,25,26,29,28,30,29,22,22,21,22,19,15,14,17,19,20,17,17,12,12,13,11,0,12,10,10,9,8,4,6,6,4,6,5,4,3,5,0,5,1,3,4,3,1,0
2022-03-05 17:00:00,1,2,2,4,6,5,6,13,11,7,6,5,10,6,8,4,5,6,4,7,18,19,21,19,19,19,20,13,13,12,11,7,15,13,15,13,16,21,25,25,24,22,20,19,12,4,3,0,6,23,26,25,28,29,28,26,20,18,20,16,13,12,15,13,10,12,11,13,12,11,10,9,8,7,6,10,9,5,3,3,5,6,3,9,7,8,8,4,3,6,4,3,2,0
2022-03-05 18:00:00,2,6,6,4,5,3,4,7,4,5,4,3,2,3,2,4,6,7,7,15,21,20,10,20,19,20,22,22,20,4,18,13,17,19,21,21,17,16,16,13,17,16,14,12,10,3,2,3,6,22,23,21,23,22,19,16,14,11,11,11,13,10,12,14,16,15,17,17,16,9,0,7,5,6,4,6,4,7,8,7,7,0,0,8,2,13,12,9,8,11,3,6,4,0
2022-03-05 19:00:00,1,1,4,5,7,6,5,10,8,9,8,4,7,4,5,3,2,3,4,7,14,12,9,12,10,12,11,11,9,9,8,5,7,7,8,9,9,9,8,3,6,7,7,1,6,1,1,2,4,13,12,11,15,17,16,13,11,10,9,9,7,13,15,13,11,10,9,10,9,8,5,6,8,12,11,12,10,7,6,3,3,1,1,7,4,6,8,5,6,4,2,2,1,0
2022-03-05 20:00:00,0,0,1,1,3,1,0,4,2,5,5,0,7,6,5,4,2,3,6,8,11,10,9,8,8,5,5,3,4,2,3,1,9,8,10,8,9,9,7,9,8,6,5,4,3,2,1,2,6,19,21,16,20,21,17,16,15,10,11,7,9,8,15,11,10,6,5,5,6,7,0,8,7,3,3,2,3,4,3,0,2,2,3,3,4,1,2,3,2,0,0,0,0,0
2022-03-05 21:00:00,2,1,4,5,5,4,3,4,3,7,4,3,3,3,0,4,2,2,3,5,10,4,10,11,6,11,7,8,4,5,7,4,15,14,15,10,10,9,4,6,7,6,0,3,2,2,1,0,1,18,18,19,18,17,17,14,9,8,8,9,6,8,11,9,8,9,7,5,4,2,0,2,0,3,4,5,3,4,3,1,1,0,1,1,0,2,2,0,0,1,0,0,0,0
2022-03-05 22:00:00,0,1,3,4,6,7,6,7,6,9,7,6,2,0,1,2,3,2,5,4,7,0,8,7,5,4,3,5,0,0,6,5,10,9,6,7,4,5,4,3,5,5,2,0,4,1,1,0,2,10,8,8,9,7,10,8,8,7,7,7,6,6,10,8,7,6,7,6,2,3,2,3,2,6,2,4,2,1,0,2,0,2,2,4,3,4,0,4,5,6,0,5,1,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,3,4,2,5,0,3,3,2,13,12,0,7,6,6,6,0,5,5,4,0,1,0,1,2,0,7,6,7,7,7,8,11,4,6,6,3,1,4,6,4,3,6,5,4,5,3,1,3,0,2,0,3,2,1,2,1,0,2,1,3,5,2,2,3,0,2,2,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,1,2,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,1,0,0,1,0,1,0,2,2,3,2,0,1,0,1,1,0,1,0,2,2,0,3,0,2,3,2,1,3,0,1,1,2,2,4,1,4,3,5,4,5,6,7,6,4,0,0,0,0,4,5,2,0,0,2,3,3,6,6,0,5,6,5,4,2,3,0,2,1,0,0,3,4,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,2,2,0,1,3,0,2,2,3,4,3,2,0,1,1,1,4,3,2,4,2,5,5,3,4,4,4,3,3,1,2,0,0,1,0,0,1,0,0,3,4,6,1,5,3,3,7,3,7,3,6,4,3,2,1,2,1,3,1,2,1,1,1,1,0,0,0,2,2,3,1,2,2,0,2,1,0,0
2022-03-06 07:00:00,0,0,1,1,1,0,1,1,0,0,0,0,0,2,0,0,1,0,0,1,2,3,0,4,9,2,8,0,8,9,8,4,7,2,8,6,7,6,6,5,3,0,4,5,5,2,0,0,0,2,0,3,1,3,4,4,5,6,6,7,6,2,3,4,3,1,7,9,10,0,0,0,8,7,4,2,3,3,2,0,2,3,2,0,2,1,0,0,0,0,0,0,0,0
2022-03-06 08:00:00,1,3,0,1,3,2,1,4,2,3,2,5,1,3,4,3,5,1,2,3,3,4,3,5,7,6,7,8,8,9,8,4,8,7,10,13,13,11,17,8,8,16,14,6,5,3,2,1,0,4,6,7,10,9,12,13,10,14,16,17,16,9,9,7,6,4,6,7,6,5,8,5,7,6,5,6,3,1,3,4,0,3,1,1,4,0,0,0,0,3,0,0,1,0
2022-03-06 09:00:00,1,1,2,3,4,3,6,4,3,5,3,3,0,0,2,3,7,0,0,3,3,2,0,4,4,6,7,7,8,6,10,8,7,6,7,6,9,12,12,13,9,12,8,9,8,3,1,2,0,8,8,9,10,9,8,12,11,17,18,19,16,11,12,12,11,10,12,12,13,11,0,9,10,8,4,5,5,3,3,2,4,4,3,3,2,2,3,1,1,1,0,1,0,0
2022-03-06 10:00:00,1,0,2,3,6,5,4,3,3,3,2,3,2,3,2,2,4,2,4,4,2,3,0,4,7,8,2,4,11,10,11,8,9,10,15,9,19,20,22,21,19,15,16,14,13,2,4,3,4,6,7,8,7,8,10,11,12,16,19,15,13,8,8,11,12,11,8,12,15,15,0,14,13,10,8,9,9,5,6,4,5,6,3,5,4,5,1,1,2,1,3,1,0,0
2022-03-06 11:00:00,0,1,1,1,3,5,4,4,1,3,3,5,6,7,7,7,2,4,2,3,4,5,2,3,6,9,10,7,9,9,9,7,10,9,11,10,10,14,16,15,15,15,15,13,12,1,5,3,6,11,8,11,8,12,9,9,10,11,10,11,10,8,9,6,7,7,8,10,8,9,8,0,6,4,3,3,4,2,5,2,2,0,3,3,0,4,3,3,0,2,1,1,0,0
2022-03-06 12:00:00,1,3,4,5,4,5,8,7,1,9,10,2,1,5,8,10,12,10,6,7,10,0,4,9,8,10,12,14,13,11,9,6,9,12,13,13,15,22,24,14,23,13,14,13,12,2,1,2,4,14,13,15,15,17,19,23,18,14,15,16,11,10,8,10,9,10,11,12,10,10,11,9,10,5,4,6,2,3,3,0,4,0,3,3,2,4,4,2,2,1,1,0,0,0
2022-03-06 13:00:00,1,1,0,2,2,3,2,4,0,5,4,0,5,0,5,4,10,11,8,8,9,7,6,10,14,11,11,10,11,12,11,8,11,14,15,16,17,23,24,23,25,24,22,20,17,6,3,5,8,12,14,7,10,13,15,14,12,9,9,9,11,9,13,11,8,7,9,9,12,9,10,6,9,7,6,5,2,4,4,5,7,8,10,4,3,3,2,3,2,4,0,2,1,0
2022-03-06 14:00:00,0,0,2,2,5,4,5,8,0,6,5,6,7,8,6,5,9,8,8,4,10,0,5,8,11,11,9,10,11,11,10,8,12,12,14,13,22,23,23,21,22,18,22,21,19,5,2,3,5,21,22,21,22,21,24,21,16,11,12,12,11,10,12,16,16,15,18,16,11,11,2,9,10,7,6,8,7,7,8,9,0,7,8,5,4,4,2,2,3,2,1,0,0,0
2022-03-06 15:00:00,1,3,2,4,8,9,6,9,3,4,7,0,9,4,4,2,5,7,7,10,16,15,9,18,16,15,17,16,14,13,13,11,12,13,14,11,14,16,22,20,24,20,21,20,17,2,3,4,9,21,20,19,18,17,19,16,15,13,11,10,7,10,14,7,9,9,11,15,13,11,0,7,9,9,5,7,6,6,5,0,4,5,3,5,4,6,7,4,6,3,2,0,0,0
2022-03-06 16:00:00,1,3,3,1,3,2,4,5,4,7,6,2,4,4,8,9,7,9,11,11,11,10,7,9,7,9,9,8,9,8,6,7,12,13,17,9,10,16,15,13,15,17,16,0,14,5,3,7,6,22,21,22,21,20,20,19,15,16,14,12,10,9,14,12,11,8,11,14,15,10,8,7,8,4,4,5,5,3,3,4,5,5,6,4,1,5,0,4,3,2,0,1,0,0
2022-03-06 17:00:00,0,1,3,3,7,5,4,6,7,5,5,4,5,4,0,5,7,7,8,9,18,16,16,16,18,16,15,14,13,12,11,8,8,5,16,17,20,20,15,14,13,12,13,12,11,6,1,2,3,23,24,27,25,26,22,19,16,10,11,10,7,6,12,8,8,13,12,12,13,17,8,18,14,8,8,7,5,5,3,4,4,3,0,7,1,3,6,5,3,2,1,0,0,0
2022-03-06 18:00:00,1,1,4,5,6,4,2,4,2,6,5,3,6,3,3,7,8,0,7,11,22,21,0,20,9,18,17,15,17,15,13,6,9,7,9,10,10,8,9,7,8,5,0,4,4,1,2,0,4,17,19,14,14,18,17,16,10,7,8,8,8,9,10,7,8,9,10,11,9,10,6,7,9,9,5,6,5,5,3,4,4,2,3,5,0,6,3,5,2,4,6,5,3,0
2022-03-06 19:00:00,1,1,6,1,7,7,7,6,0,7,5,4,3,3,2,4,5,5,1,7,11,7,11,10,14,9,7,8,9,8,5,6,11,9,10,8,5,6,7,0,7,6,6,7,4,2,1,0,2,15,21,20,18,17,18,18,13,14,12,10,12,11,12,10,12,10,11,13,10,8,7,0,6,7,5,7,6,3,2,1,0,1,0,3,4,3,2,3,2,3,0,0,0,0
2022-03-06 20:00:00,0,4,4,2,4,0,4,7,3,9,7,4,5,4,5,3,3,2,1,3,7,6,5,7,4,2,6,7,2,9,0,4,10,3,11,6,7,7,10,10,7,6,4,7,4,1,1,1,3,15,11,14,12,11,10,10,9,9,6,5,4,5,8,8,6,6,8,6,3,3,0,1,0,4,6,5,4,3,1,2,0,1,0,1,0,0,2,3,0,2,0,1,0,0
2022-03-06 21:00:00,0,1,3,4,6,7,6,6,1,11,7,6,5,4,2,4,4,4,2,4,11,9,8,9,9,7,9,5,12,4,10,11,12,5,10,9,12,14,12,6,11,9,7,6,5,2,1,0,3,13,14,5,14,6,7,10,8,8,7,5,0,6,7,8,8,5,10,3,9,9,8,0,3,8,5,6,2,8,4,1,3,2,3,2,0,0,0,2,0,3,0,1,0,0
2022-03-06 22:00:00,0,3,4,3,4,3,2,3,4,6,3,2,4,0,1,6,3,3,5,6,10,10,8,9,8,7,7,5,7,6,1,4,9,5,10,6,7,3,6,8,1,5,4,3,2,1,0,1,1,9,5,6,9,10,14,12,11,12,10,8,6,4,8,9,7,6,5,6,5,3,0,4,3,3,9,8,4,6,3,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,3,0,2,4,0,5,0,4,0,3,0,7,7,9,7,10,8,7,6,6,5,4,3,3,1,0,0,0,7,4,5,3,5,7,8,4,5,3,1,4,5,8,6,5,6,5,4,3,2,1,0,1,0,2,3,0,4,2,0,0,3,2,4,2,0,1,0,0,0,0,0,2,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,2,1,2,0,2,3,1,4,2,3,4,3,0,3,2,0,0,0,1,0,2,0,0,2,4,5,0,0,5,0,2,4,0,3,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,1,2,1,2,1,3,3,4,3,3,0,2,1,0,3,4,5,4,3,2,1,2,4,2,7,6,6,7,6,9,6,6,5,5,6,6,9,10,12,7,16,13,14,11,8,0,1,1,0,5,4,3,5,8,0,11,10,9,8,8,4,3,4,4,0,3,5,1,4,0,0,5,0,4,2,2,1,1,2,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,1,3,2,1,0,3,2,3,3,1,0,0,1,0,0,2,2,2,1,1,1,1,2,3,5,13,7,13,13,16,14,4,6,5,9,9,10,9,14,13,13,13,13,9,8,2,1,1,2,7,4,3,8,10,4,9,12,10,7,11,10,5,8,10,9,8,6,9,10,9,5,8,4,4,3,1,1,2,6,2,8,4,9,4,2,2,2,0,0,2,1,1,0,0
2022-03-07 07:00:00,1,4,4,2,6,7,9,10,9,10,6,8,8,8,8,6,6,12,13,15,17,9,9,13,15,18,20,17,18,21,25,13,25,25,30,28,43,50,55,54,32,30,31,31,25,8,5,2,3,9,9,11,16,15,16,29,39,40,39,47,46,40,45,42,15,16,12,13,17,14,14,15,15,12,12,12,12,6,6,8,6,9,11,4,2,3,2,3,0,1,2,1,0,0
2022-03-07 08:00:00,3,6,10,6,10,13,12,12,14,20,22,16,22,21,18,13,10,9,12,34,39,36,35,42,43,41,31,17,16,19,16,13,19,20,30,32,38,43,48,44,43,41,41,37,32,7,4,5,4,18,20,19,20,21,23,23,23,30,39,37,35,27,52,55,50,19,19,20,18,17,18,16,16,13,11,14,14,11,12,10,10,15,16,9,6,8,9,5,4,8,5,3,2,0
2022-03-07 09:00:00,1,1,2,0,5,1,6,6,7,7,9,7,3,5,4,9,9,8,8,29,38,31,39,40,42,38,22,13,16,17,14,8,11,12,13,14,18,26,29,32,29,28,27,22,14,3,4,2,1,11,12,11,15,13,16,17,19,21,27,31,37,41,64,55,54,15,13,11,13,14,10,12,12,10,8,9,7,7,6,7,4,4,8,8,6,5,7,8,0,5,4,2,1,0
2022-03-07 10:00:00,1,2,3,4,5,6,5,7,0,8,6,5,5,3,3,4,5,6,5,8,11,10,11,12,11,11,10,14,9,16,17,16,11,10,10,11,19,21,22,22,21,22,22,20,14,3,1,1,2,7,8,8,7,6,9,11,8,14,17,19,16,9,17,16,14,10,13,14,12,12,10,12,14,9,7,6,7,10,13,12,11,3,5,9,8,7,1,7,5,6,3,0,0,0
2022-03-07 11:00:00,1,2,2,4,5,5,3,6,6,8,8,3,8,0,3,5,7,8,6,8,10,9,8,8,9,17,17,27,28,19,14,8,8,7,9,9,14,18,17,16,14,13,9,11,10,1,2,1,3,8,10,11,11,13,15,14,11,7,9,10,8,8,11,14,12,13,17,18,17,13,18,13,15,9,5,6,7,3,4,5,6,5,6,4,2,3,4,2,1,0,0,0,0,0
2022-03-07 12:00:00,0,2,2,4,5,5,3,6,5,8,3,7,6,1,4,6,7,3,7,12,13,24,25,26,27,34,32,33,33,33,28,12,12,10,14,13,14,17,18,18,29,28,27,26,23,7,4,5,6,17,19,22,23,42,44,45,41,35,38,34,25,15,26,24,22,12,15,19,17,19,18,32,29,24,21,16,7,5,4,4,1,3,4,2,1,1,0,3,0,2,0,0,0,0
2022-03-07 13:00:00,1,1,3,3,5,6,5,7,8,7,9,11,10,6,9,9,10,9,8,9,12,10,11,11,13,13,12,17,15,18,16,12,10,9,14,11,15,14,17,16,16,15,16,15,9,4,1,2,3,11,12,13,14,13,14,13,18,12,11,13,9,11,20,18,17,12,15,13,13,11,9,12,11,10,7,7,6,5,6,5,4,4,5,5,3,6,6,6,4,3,2,0,1,0
2022-03-07 14:00:00,0,1,2,7,2,2,6,5,4,5,5,5,5,6,5,6,5,5,6,5,9,10,9,13,12,13,15,24,40,45,34,29,26,23,20,14,13,22,22,18,21,16,6,14,11,2,3,6,9,17,18,22,21,23,22,19,16,14,13,11,10,9,11,11,11,23,22,23,23,24,25,21,23,15,12,10,5,7,6,6,7,6,9,8,1,6,6,4,1,4,3,0,2,0
2022-03-07 15:00:00,1,3,4,5,5,6,4,7,8,9,8,9,10,9,4,8,9,10,11,11,12,12,12,12,10,13,16,37,40,39,36,25,22,23,17,19,20,21,22,21,19,19,18,17,12,2,5,6,9,26,28,18,22,21,18,18,15,16,17,18,14,7,14,15,14,22,29,30,31,27,26,26,26,21,10,13,7,6,4,6,6,7,7,4,2,6,5,6,5,3,1,1,1,0
2022-03-07 16:00:00,0,3,5,7,10,11,9,9,8,11,11,10,8,4,7,7,5,6,6,12,19,12,11,15,11,15,16,29,29,27,25,24,17,18,19,29,29,34,29,21,19,15,6,12,11,4,5,6,6,21,27,26,25,26,25,22,20,17,17,18,14,11,17,16,14,12,12,11,10,12,12,10,9,9,8,10,10,9,10,8,9,8,9,8,7,8,2,7,1,3,3,2,0,0
2022-03-07 17:00:00,2,3,6,6,7,9,7,10,9,10,8,4,7,7,6,4,5,7,5,10,12,12,18,20,18,18,16,17,16,13,16,16,17,17,17,18,16,17,17,17,17,14,13,7,9,5,4,4,4,24,25,29,32,33,35,27,22,22,21,22,21,18,25,23,22,18,20,19,18,17,15,17,16,13,13,14,14,9,8,9,9,9,11,6,5,6,7,6,5,4,3,2,0,0
2022-03-07 18:00:00,2,5,6,10,12,13,14,16,18,24,23,21,19,18,11,15,10,11,11,11,18,14,17,22,22,17,16,17,21,20,18,14,39,38,38,21,17,21,20,15,20,18,19,17,11,2,5,6,14,35,37,37,39,41,37,29,26,24,36,31,27,15,20,18,20,24,24,22,21,17,18,18,18,16,11,15,13,14,13,14,14,15,15,16,15,11,11,12,7,10,6,5,4,0
2022-03-07 19:00:00,2,4,7,8,11,10,11,13,12,23,22,21,19,19,17,12,11,10,9,9,14,14,13,19,22,24,28,29,29,28,24,20,26,25,25,20,19,17,12,10,9,8,7,6,5,2,3,4,7,28,27,35,34,30,31,27,24,31,33,29,26,22,26,23,21,15,14,13,13,12,8,11,8,10,8,8,4,5,2,1,2,2,4,5,4,8,6,7,6,5,3,1,0,0
