Unnamed: 0,1_북부운수차고지(가상),2_방약국앞,3_면남초등학교,4_지하철7호선사가정역,5_면목우체국.녹색병원,6_면동초등학교,7_면목본동주민센터.면목정보도서관,8_지하철7호선면목역,9_면목초등학교,10_지하철7호선상봉역,11_상봉1동주민센터,12_신내쌍용아파트,13_쌍용아파트신내테크노타운앞,14_엘지아파트앞,15_신현중학교,16_중랑구청,17_중랑구청사거리,18_성원아파트경남아너스빌앞,19_국민은행망우동지점,20_망우역.망우지구대,21_상봉터미널,22_혜원여중고입구,23_봉우재고개,24_우림시장,25_용마공원입구,26_우리은행망우동지점,27_서일대학교,28_용마문화복지센터,29_중화중학교.다문화가족지원센터,30_면중초등학교,31_용마산교차로,32_사가정시장,33_사가정역,34_면목두산아파트2차,35_사가정센트럴아이파크아파트,36_장안교앞,37_장안2동주민센터,38_배봉초등학교.전농우성아파트,39_전동초등학교.전농동SK아파트,40_전농사거리,41_서울시동부교육지원청.해성국제컨벤션고교,42_서울시립대입구,43_떡전교앞,44_서울성심병원,45_청량리미주아파트.동대문세무서,46_청량리역환승센타,47_경동시장앞,48_동대문중앙새마을금고,49_현대코아,50_청량리역환승센터,51_서울성심병원,52_떡전교앞,53_서울시립대학교앞,54_전농로터리시장.동부교육지원청,55_전농사거리,56_전동초등학교.전농동SK아파트,57_배봉초등학교.전농우성아파트,58_장안2동주민센터,59_장안교은석초등학교,60_홈플러스면목동점,61_면목두산아파트2차,62_사가정역,63_사가정시장,64_면중초등학교,65_중화중학교,66_용마문화복지센터,67_서일대학교,68_면일초등학교,69_용마공원입구,70_우림시장,71_봉우재고개,72_혜원여중고입구,73_상봉터미널입구,74_상봉터미널,75_망우역,76_국민은행망우동지점,77_성원아파트경남아너스빌앞,78_중랑구청,79_신현중학교,80_엘지아파트앞,81_쌍용아파트신내테크노타운앞,82_신내쌍용아파트,83_상봉1동주민센터,84_지하철7호선상봉역,85_면목초등학교,86_지하철7호선면목역,87_면목본동주민센터.면목정보도서관,88_면동초등학교,89_면목우체국.녹색병원,90_지하철7호선사가정역,91_면목시장,92_면남초등학교,93_방약국앞,94_중곡초등학교(가상)
2022-03-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 04:00:00,1,0,1,0,1,2,0,2,0,0,3,0,0,2,2,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 05:00:00,1,0,0,0,0,0,1,2,0,1,3,0,0,0,2,2,2,0,1,0,0,0,0,2,2,2,2,1,2,0,2,0,1,2,3,1,2,4,6,0,4,2,2,5,3,0,0,0,0,1,2,3,0,2,0,4,5,0,6,5,3,2,3,0,3,0,5,6,5,3,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 06:00:00,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,3,4,1,5,2,5,3,4,3,3,2,3,2,3,4,5,4,1,3,6,3,5,1,0,0,0,1,2,1,2,3,4,7,5,8,5,4,7,3,5,6,2,7,5,6,4,4,2,1,3,2,2,1,0,2,0,3,0,4,0,3,3,3,0,0,1,0,2,0,0,0
2022-03-13 07:00:00,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,3,4,7,8,9,3,9,6,5,4,2,0,1,4,3,5,7,6,8,4,0,0,6,2,2,1,0,2,0,2,3,2,2,2,2,3,3,2,3,2,3,4,3,4,2,5,1,2,0,0,2,2,1,3,0,2,0,1,1,2,2,0,0,0,0,1,0,1,0,0,0,0
2022-03-13 08:00:00,2,1,3,0,4,2,0,3,2,1,0,0,1,3,4,3,4,5,4,2,3,3,2,4,6,7,9,7,4,8,8,4,7,8,5,8,16,20,11,10,20,18,6,6,4,4,4,2,1,5,4,6,7,8,9,11,9,10,13,12,10,8,9,7,8,8,6,7,7,4,6,6,6,5,4,4,5,3,4,3,1,5,0,4,0,0,0,0,0,2,0,0,0,0
2022-03-13 09:00:00,0,1,1,3,0,1,1,2,2,2,5,0,0,0,4,2,2,4,3,1,0,4,3,11,5,12,12,11,10,8,7,5,8,5,7,6,12,14,18,19,20,19,13,17,13,3,2,2,2,5,7,10,10,8,7,12,9,9,6,4,10,5,7,9,10,5,7,8,9,9,0,8,7,7,4,5,3,3,3,0,1,3,3,3,2,1,4,6,5,3,0,0,0,0
2022-03-13 10:00:00,1,4,3,2,2,4,5,1,6,7,6,0,0,3,3,4,6,5,5,5,6,5,0,6,9,7,6,4,8,7,5,3,9,10,11,11,17,21,27,25,24,21,24,22,19,4,2,3,4,11,10,9,8,10,9,10,9,13,18,18,15,9,7,9,11,13,15,18,16,12,11,10,15,12,4,3,1,2,3,4,6,6,7,5,3,4,2,5,4,2,2,1,0,0
2022-03-13 11:00:00,4,5,2,3,3,5,7,8,7,5,3,4,2,5,7,7,6,5,3,5,5,1,2,5,6,6,7,8,8,7,4,3,3,5,2,5,8,9,11,14,12,15,16,15,14,3,3,0,4,7,6,8,5,7,10,9,7,8,8,7,6,4,6,4,4,1,5,3,6,6,0,5,5,3,1,4,5,5,2,3,4,4,2,5,3,4,3,2,2,1,1,0,0,0
2022-03-13 12:00:00,1,1,2,3,4,3,5,8,6,10,3,0,4,3,0,3,5,6,5,5,8,1,0,8,5,11,10,11,9,10,10,8,15,14,15,13,14,17,20,19,24,19,24,21,19,4,2,1,2,15,17,15,19,21,19,23,22,21,23,23,20,13,9,8,8,8,7,10,12,10,13,12,12,8,6,6,7,2,1,1,0,0,2,3,0,2,2,4,1,2,1,0,0,0
2022-03-13 13:00:00,1,2,2,0,3,2,5,10,11,11,10,9,7,7,5,3,4,7,6,5,10,8,7,9,10,12,10,8,8,7,6,3,5,3,7,10,12,20,22,23,21,23,22,23,18,6,3,2,2,16,17,15,8,10,13,14,14,12,14,10,9,8,9,12,14,16,17,16,15,16,14,7,13,11,9,7,5,2,2,0,4,5,5,6,4,4,5,4,2,2,0,1,0,0
2022-03-13 14:00:00,0,1,1,0,2,4,5,4,3,5,3,6,0,2,0,4,5,3,4,5,9,7,7,6,9,11,10,8,9,9,10,6,5,6,9,11,13,15,16,14,12,14,9,10,7,4,1,1,4,18,19,21,23,17,16,15,12,11,11,12,10,7,9,7,8,7,8,6,9,6,7,5,4,4,3,4,3,3,3,3,2,5,6,4,0,3,3,2,1,3,0,1,0,0
2022-03-13 15:00:00,1,0,3,6,7,8,0,7,6,7,7,1,6,6,5,5,5,6,5,5,8,0,7,6,7,4,4,8,5,4,7,4,7,3,8,8,12,14,15,13,13,13,13,14,13,1,0,1,4,13,8,14,12,6,22,13,16,12,9,8,9,5,7,6,4,11,10,8,8,7,0,7,8,6,4,3,4,4,4,2,3,4,6,8,7,4,7,8,5,4,0,2,0,0
2022-03-13 16:00:00,1,1,0,2,4,2,5,7,8,9,8,6,5,4,3,7,8,8,7,7,8,9,8,7,8,9,7,6,7,4,4,5,7,10,8,9,13,14,14,14,11,13,0,11,12,7,1,0,4,14,17,16,17,19,18,19,18,12,10,8,8,9,12,15,15,15,17,12,11,9,9,8,10,6,4,8,5,4,4,0,5,3,5,5,2,2,1,1,2,0,1,0,0,0
2022-03-13 17:00:00,0,0,1,1,7,5,2,9,8,9,7,3,4,6,3,3,5,4,6,6,8,0,7,10,10,10,11,9,11,13,12,8,13,11,14,15,11,14,12,11,11,8,10,5,8,3,1,2,4,13,14,13,15,18,19,18,17,15,0,0,12,10,10,11,10,9,8,8,6,5,3,4,1,4,3,4,4,5,1,6,5,4,3,3,0,6,5,2,3,0,0,2,0,0
2022-03-13 18:00:00,0,0,3,4,4,3,4,6,5,9,8,0,6,4,3,1,3,2,0,8,12,10,9,13,11,11,9,8,6,6,5,5,8,6,10,9,8,12,13,3,14,13,12,10,9,1,2,0,3,16,16,14,14,13,13,11,9,9,11,10,10,7,9,8,7,7,5,6,7,6,3,6,5,8,9,9,8,5,2,3,0,1,4,4,0,6,6,5,4,2,0,2,0,0
2022-03-13 19:00:00,0,3,4,2,5,3,6,3,2,6,4,0,6,5,2,4,7,2,8,14,12,7,11,14,10,8,8,7,5,4,6,4,7,8,5,8,7,10,9,8,9,11,11,10,9,1,1,0,5,16,15,17,15,17,13,14,12,10,11,11,8,9,11,11,8,7,8,2,7,5,3,3,2,6,3,7,6,4,2,1,0,0,2,1,0,3,0,1,2,3,0,2,0,0
2022-03-13 20:00:00,0,0,0,0,1,1,3,4,0,5,5,1,0,3,2,1,5,4,3,4,4,3,0,4,4,4,7,10,4,8,6,3,8,7,7,6,9,11,9,10,11,9,8,7,4,2,1,1,3,10,11,5,10,11,13,15,10,11,4,8,7,7,11,7,8,5,8,6,4,0,2,4,0,2,2,4,4,4,1,1,3,0,0,2,0,3,0,3,0,1,0,0,0,0
2022-03-13 21:00:00,1,2,5,10,9,7,6,8,0,11,10,0,8,7,0,5,1,0,2,2,5,0,4,5,5,5,6,6,5,5,7,5,6,0,4,6,5,7,6,6,2,4,1,3,0,1,3,2,4,11,3,11,10,11,12,13,10,9,6,4,2,4,6,6,5,5,5,5,3,2,0,3,2,5,6,9,8,6,5,3,3,0,2,3,0,2,1,1,0,2,1,0,0,0
2022-03-13 22:00:00,1,2,0,0,0,1,0,5,0,8,0,7,5,4,3,2,3,2,1,3,5,4,3,7,6,6,2,1,5,2,4,3,8,5,7,4,7,5,6,7,6,7,3,6,0,0,1,0,0,11,14,12,9,10,7,6,6,6,7,7,6,10,12,9,8,7,9,5,4,4,3,1,4,4,4,3,2,1,2,1,3,2,0,1,0,1,0,0,0,2,1,0,0,0
2022-03-13 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,3,9,2,0,6,8,5,4,4,3,2,1,0,1,0,0,0,0,5,6,4,3,3,7,6,5,4,3,4,2,4,4,4,3,5,5,2,3,6,3,4,5,2,6,7,0,5,4,1,2,2,3,3,2,1,5,1,0,4,1,0,0,0
2022-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 04:00:00,1,1,1,2,3,4,1,4,3,0,4,2,0,0,3,2,0,2,1,2,1,0,0,2,3,0,4,3,4,0,3,0,2,1,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 05:00:00,2,0,0,2,3,4,0,1,3,2,2,3,0,4,3,2,2,3,1,0,1,3,3,4,5,6,7,6,5,7,6,5,6,7,9,10,10,10,8,9,14,6,13,10,7,0,1,1,2,6,0,7,3,8,3,8,7,10,7,8,5,6,5,5,4,5,5,6,4,3,0,4,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 06:00:00,1,2,2,2,1,1,1,2,0,3,2,0,0,0,2,2,4,1,3,3,0,2,4,6,7,10,10,9,11,14,15,8,12,8,15,14,11,15,17,17,15,13,10,12,9,4,1,2,1,5,6,7,8,9,10,12,13,12,11,9,6,4,6,5,6,5,4,4,4,3,3,5,3,2,2,2,3,6,3,2,4,5,6,4,2,3,4,5,4,2,0,1,0,0
2022-03-14 07:00:00,2,6,2,5,6,8,10,10,10,12,13,7,15,14,6,6,8,14,14,16,8,8,5,10,15,17,17,11,13,14,18,17,22,25,37,34,39,46,47,45,28,28,31,25,26,5,5,3,4,13,14,17,14,14,16,24,31,35,34,38,42,32,34,34,20,19,18,12,12,13,14,15,13,11,10,13,13,9,7,8,7,8,11,4,0,5,6,7,5,2,1,0,0,0
2022-03-14 08:00:00,2,5,10,10,15,16,19,19,23,27,26,25,23,24,23,7,7,8,7,25,30,19,30,30,31,33,24,19,17,20,19,13,19,23,25,29,32,46,53,52,47,47,43,39,26,8,5,4,2,17,19,26,29,30,30,31,33,37,42,44,50,38,49,50,52,24,22,24,26,23,23,25,22,19,17,19,13,9,7,8,7,12,11,6,5,7,8,9,8,5,3,2,4,0
2022-03-14 09:00:00,1,2,3,5,5,4,4,4,3,7,6,4,4,0,6,7,5,7,6,29,33,14,32,33,36,31,16,14,17,16,16,9,14,10,17,18,23,27,30,29,28,23,21,19,15,4,1,1,2,13,5,13,11,16,17,20,23,26,31,29,25,21,50,51,50,15,10,8,9,7,3,8,7,6,4,4,4,5,4,2,3,5,8,7,4,4,2,4,3,2,1,1,0,0
2022-03-14 10:00:00,0,3,5,4,5,6,8,6,0,7,7,5,6,0,4,3,3,7,5,7,8,5,7,11,10,8,10,11,10,12,10,6,5,0,7,9,14,16,18,19,20,18,18,17,14,3,1,0,2,13,14,13,16,15,15,13,8,9,11,6,10,6,13,12,11,5,7,9,10,8,10,11,10,10,6,10,10,6,4,4,6,3,5,5,3,5,1,3,2,1,1,0,0,0
2022-03-14 11:00:00,1,1,3,3,2,3,0,5,2,3,4,1,2,4,3,6,9,9,11,10,12,11,7,9,9,8,6,11,12,13,12,7,11,8,16,16,20,20,17,15,18,18,16,15,14,2,4,0,3,15,9,11,10,12,11,12,12,10,12,6,9,11,13,13,15,16,19,19,18,17,16,9,6,9,7,8,5,8,8,7,8,8,6,6,5,6,5,3,4,3,3,1,0,0
2022-03-14 12:00:00,1,3,4,6,5,5,5,8,6,8,8,7,8,8,8,9,9,6,8,10,21,23,22,22,20,19,16,26,13,27,23,11,16,6,19,18,18,20,21,19,17,16,16,15,12,3,5,3,3,18,18,20,19,20,21,18,15,12,12,15,15,12,25,24,20,15,22,25,24,21,22,23,17,14,11,8,8,5,6,5,3,4,3,3,2,3,3,4,3,1,2,0,0,0
2022-03-14 13:00:00,0,2,3,5,1,6,1,5,4,6,6,4,4,7,5,7,9,11,9,14,15,14,11,13,13,13,12,12,13,15,13,7,9,9,6,9,14,14,19,17,16,12,12,10,9,4,8,8,11,17,19,20,27,27,26,22,17,13,14,10,11,13,17,19,19,14,12,12,10,11,0,9,7,9,8,12,10,7,6,7,6,4,6,4,2,2,3,1,1,0,2,0,0,0
2022-03-14 14:00:00,1,0,4,5,3,6,3,2,5,6,6,5,4,2,3,1,3,3,5,8,10,9,2,10,11,12,13,12,17,9,6,14,12,9,9,10,7,10,14,13,8,15,14,14,11,3,2,3,3,16,17,16,14,12,11,12,14,12,12,14,14,10,14,12,13,20,21,22,21,16,10,18,16,14,10,10,9,13,9,12,5,8,11,8,7,4,0,2,1,1,2,0,1,0
2022-03-14 15:00:00,1,1,2,3,4,5,4,7,7,12,11,4,7,6,5,7,10,7,7,7,8,9,9,13,14,12,13,32,34,23,30,16,11,9,11,10,14,15,16,14,15,17,18,17,13,2,3,3,4,14,17,18,18,20,20,19,13,12,12,9,9,8,14,12,12,29,34,34,33,38,37,7,34,26,10,10,10,12,11,8,7,6,5,4,0,6,4,2,3,2,1,1,0,0
2022-03-14 16:00:00,1,4,5,6,12,11,10,7,3,14,11,5,6,10,9,8,8,10,10,14,14,18,19,22,22,31,33,51,52,51,49,30,26,22,21,24,24,21,21,17,20,18,16,15,12,6,5,11,13,24,28,27,26,39,43,41,34,25,23,18,16,13,22,14,18,24,44,40,39,36,35,37,36,30,23,22,12,13,22,7,20,17,15,13,12,11,10,9,3,4,8,4,2,0
2022-03-14 17:00:00,1,1,4,5,7,7,9,13,11,10,10,8,10,6,9,6,8,5,7,14,19,17,7,19,20,17,17,22,23,21,44,22,17,19,19,18,22,24,22,21,23,19,11,9,17,3,4,4,9,23,24,22,27,28,26,23,28,24,27,21,18,15,23,23,18,27,35,37,38,40,14,42,41,31,19,15,12,9,9,8,6,7,7,6,5,6,3,6,5,2,2,1,0,0
2022-03-14 18:00:00,3,6,7,11,14,16,15,16,16,28,22,21,20,18,17,11,10,13,12,9,15,15,15,18,16,14,13,15,16,17,15,10,30,28,15,17,19,28,33,31,34,42,40,36,32,2,4,6,12,40,41,38,38,37,47,38,34,30,27,22,18,15,27,24,24,20,20,22,10,19,18,17,14,10,9,11,10,14,13,15,16,18,18,11,9,9,7,6,5,6,3,3,1,0
2022-03-14 19:00:00,1,5,5,7,11,10,8,15,16,27,13,25,25,24,21,13,8,8,7,10,13,14,13,21,25,27,28,25,22,21,14,10,19,27,20,15,17,13,14,13,11,10,8,10,7,3,3,2,5,24,27,27,30,33,28,25,19,18,18,17,13,25,28,25,22,23,26,24,23,18,0,20,16,12,10,7,8,6,5,4,1,2,5,7,6,7,8,6,4,3,4,3,1,0
2022-03-14 20:00:00,0,3,0,1,2,2,0,6,5,16,15,4,14,2,13,9,4,5,6,8,10,10,9,10,9,8,11,10,11,5,12,9,15,14,12,12,10,11,8,7,7,7,8,6,5,0,1,0,4,20,21,12,22,13,21,22,20,18,17,13,11,10,13,9,8,9,8,6,4,7,2,17,15,13,7,6,7,3,3,3,0,1,0,3,1,5,4,4,3,3,2,0,1,0
2022-03-14 21:00:00,1,1,3,4,4,3,4,5,1,6,5,4,3,2,1,2,4,6,0,3,6,7,5,10,11,16,15,14,11,13,12,10,15,14,13,7,10,7,6,6,7,5,5,4,4,2,1,1,1,14,13,13,13,14,17,13,9,9,10,10,7,10,15,15,17,14,19,17,5,14,4,0,11,8,6,4,4,3,3,4,2,4,6,6,4,4,3,3,3,2,1,0,0,0
2022-03-14 22:00:00,1,1,2,3,2,1,2,3,0,10,9,0,7,4,2,3,6,5,4,8,8,7,6,7,4,7,6,7,2,1,3,5,15,14,13,10,8,7,5,4,6,4,5,3,4,0,1,0,5,17,19,18,21,21,22,21,18,18,7,13,12,9,13,10,9,8,9,5,7,4,3,2,2,5,2,3,2,4,1,0,4,3,4,5,3,4,4,2,1,3,1,0,0,0
2022-03-14 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,2,0,0,1,0,0,2,2,3,1,5,6,13,13,14,12,9,7,6,5,2,3,1,2,1,0,0,0,0,10,6,7,0,6,5,6,6,6,5,6,0,6,8,8,6,5,3,1,2,2,0,4,1,2,3,3,2,1,1,0,0,2,1,2,3,3,3,0,2,1,1,0,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,1,2,1,0,3,0,4,2,3,0,3,0,0,0,3,3,4,3,1,1,0,0,0,2,0,3,4,3,4,0,0,3,2,1,2,1,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,1,2,1,1,2,3,2,3,0,0,1,0,0,1,1,2,1,0,1,2,0,0,3,3,6,5,4,5,4,6,6,5,5,6,7,8,9,11,8,3,11,12,11,9,6,0,0,1,1,6,5,8,6,9,10,9,12,18,10,17,10,6,7,8,7,6,7,7,6,5,4,5,5,7,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 06:00:00,1,0,2,2,0,0,5,3,4,4,3,2,0,0,2,1,2,3,2,3,2,0,2,4,6,10,9,8,6,9,13,8,11,6,12,11,10,12,15,14,15,15,10,11,10,2,1,1,0,3,3,3,4,4,4,6,12,14,13,12,9,3,6,6,6,6,7,5,7,6,4,8,4,6,2,2,3,1,2,1,2,3,4,3,2,3,0,3,1,2,0,1,0,0
2022-03-15 07:00:00,2,6,6,6,8,11,11,11,12,13,12,11,14,13,5,6,6,11,13,12,14,6,8,11,13,15,14,13,16,21,23,18,24,26,33,32,41,50,52,51,34,32,35,33,25,8,7,4,0,8,9,11,16,18,25,37,47,24,36,32,39,31,38,44,27,26,28,12,13,12,14,15,14,10,9,13,11,9,6,6,7,13,15,8,3,3,8,0,2,5,4,1,3,0
2022-03-15 08:00:00,3,7,9,10,12,12,14,18,19,27,27,28,28,27,24,10,9,8,10,22,29,29,27,29,29,30,23,24,24,23,21,14,16,17,20,23,28,38,42,44,38,36,42,40,30,5,6,5,6,15,15,17,17,18,18,20,23,47,38,37,32,29,49,50,47,18,17,20,19,20,19,22,25,21,8,18,14,9,9,10,9,13,14,11,10,10,11,12,9,8,2,5,2,0
2022-03-15 09:00:00,2,1,2,3,6,8,7,8,5,6,5,6,4,6,5,6,9,8,8,24,28,26,25,31,31,33,23,13,11,15,16,12,13,12,16,14,16,22,26,25,25,19,22,24,17,2,2,1,1,8,9,12,17,18,18,19,22,19,21,13,21,28,56,55,55,15,16,20,17,18,12,6,11,15,11,9,6,4,3,4,5,4,5,3,4,5,6,4,2,1,1,1,0,0
2022-03-15 10:00:00,1,2,1,1,3,0,2,4,5,6,6,7,8,8,6,6,5,5,5,8,9,8,7,8,9,12,12,10,6,9,9,5,8,9,11,13,19,21,25,19,23,22,19,16,13,5,1,0,1,7,7,5,8,9,6,10,7,6,9,12,9,7,10,12,11,8,8,9,8,7,6,7,6,8,5,7,5,5,0,3,3,3,4,3,2,3,2,4,2,0,1,0,0,0
2022-03-15 11:00:00,0,2,3,4,2,4,5,5,5,5,5,2,3,0,0,3,4,5,5,6,9,7,8,11,6,8,8,14,15,15,14,7,8,5,11,12,19,23,23,16,22,21,21,17,14,5,3,2,5,13,15,15,7,16,18,17,17,10,13,8,14,8,9,10,8,10,11,11,10,9,10,0,9,10,7,6,6,4,4,4,5,5,6,5,3,5,4,3,5,0,2,2,0,0
2022-03-15 12:00:00,1,2,5,6,2,4,7,5,3,6,4,6,5,3,4,3,6,5,7,14,21,20,8,17,19,16,14,20,21,10,11,8,9,8,10,10,12,16,17,19,19,20,21,20,18,4,3,6,4,14,16,18,21,22,22,22,19,18,17,15,15,16,28,28,28,18,25,27,22,23,24,8,19,12,11,8,7,5,4,3,0,3,3,2,2,3,4,0,3,1,1,0,0,0
2022-03-15 13:00:00,2,4,3,5,10,11,5,10,6,11,10,9,6,6,4,3,5,3,5,7,13,7,14,16,17,16,15,15,15,21,20,16,14,13,14,14,16,19,23,22,20,18,15,14,13,3,4,3,6,17,18,19,18,19,19,19,21,19,20,21,17,15,34,33,30,12,13,10,12,12,0,0,10,7,5,8,7,6,7,8,6,9,10,10,9,7,6,4,1,2,2,0,1,0
2022-03-15 14:00:00,2,4,2,6,5,6,5,8,9,11,11,4,12,13,12,7,8,9,10,9,12,7,11,11,11,12,17,25,24,20,19,13,11,10,14,15,14,18,21,19,18,20,16,15,12,1,2,0,5,13,15,14,17,17,18,18,15,14,13,11,10,7,13,11,12,11,14,15,13,17,18,9,9,15,4,7,6,5,6,6,7,7,6,4,5,5,4,3,2,1,1,0,0,0
2022-03-15 15:00:00,1,4,3,4,9,6,9,6,7,9,6,7,7,6,7,4,6,7,6,8,14,11,5,12,14,12,12,21,37,45,41,39,35,32,29,14,11,11,12,12,13,11,10,10,10,3,5,2,19,18,18,19,20,20,20,20,16,15,12,15,14,13,15,13,15,18,23,25,25,26,28,14,13,14,11,12,8,8,6,4,2,3,5,3,1,2,3,3,2,2,2,1,0,0
2022-03-15 16:00:00,2,5,5,4,5,3,4,7,4,8,6,6,6,5,3,11,10,15,16,11,19,19,17,21,20,28,32,51,49,49,47,24,23,20,20,25,25,29,24,23,21,18,17,13,12,4,3,7,9,24,25,28,29,33,36,33,29,21,25,23,17,13,19,20,19,33,39,40,39,36,34,50,48,28,20,17,14,10,13,0,14,3,15,12,0,10,10,8,4,6,4,3,0,0
