Unnamed: 0,1_은평공영차고지,2_덕은교.은평차고지앞,3_수색교,4_월드컵파크11.12단지,5_월드컵파크9.10.11.12단지,6_상암고등학교,7_월드컵파크5단지,8_상암DMC홍보관.YTN,9_상암초등학교,10_상암휴먼시아아파트,11_증산종합시장.증산중학교입구,12_증산역.증산동주민센터,13_연서중학교입구,14_와산교,15_새절역.숭실고입구,16_응암오거리,17_응암3동주민센터,18_서서울농협본점,19_백련산SK뷰아이파크아파트,20_신진과학기술고등학교,21_본서부병원,22_은평세무서,23_은평구청,24_녹번역,25_산골고개,26_유진상가,27_문화촌현대아파트,28_서울여자간호대학,29_유원하나아파트,30_홍지문.옥천암,31_세검정.상명대,32_세검정초등학교,33_국민은행세검정지점,34_구기동,35_구기동현대빌라,36_승가사입구,37_이북오도청,38_승가사입구,39_구기동현대빌라,40_구기동,41_국민은행세검정지점,42_세검정초등학교,43_세검정.상명대,44_홍지문,45_유원하나아파트,46_서울여자간호대학,47_문화촌현대아파트,48_유진상가,49_홍은사거리.북한산더샵아파트앞,50_산골고개,51_녹번역,52_은평구청,53_은평세무서,54_본서부병원,55_신진과학기술고등학교,56_응암시장,57_응암3동주민센터,58_응암오거리,59_새절역.숭실고입구,60_와산교,61_연서중학교입구,62_증산역.증산동주민센터,63_증산종합시장.증산중학교입구,64_월드컵경기장북측,65_디지털미디어시티역2번출구,66_상암휴먼시아아파트,67_상암초등학교,68_상암DMC홍보관.YTN,69_누리꿈스퀘어.MBC,70_월드컵파크5단지.상암중고등학교입구,71_하늘초등학교,72_월드컵파크10단지,73_수색교,74_덕은교.은평차고지앞,75_은평공영차고지(가상)
2022-03-05 04:00:00,0,0,0,1,1,0,0,1,3,0,2,0,1,2,2,3,5,6,0,5,4,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,0,1,0,3,2,2,2,1,3,2,1,2,2,3,4,7,8,9,11,14,14,12,6,8,7,1,6,0,0,4,2,4,1,3,0,1,0,0,2,0,3,0,1,6,8,8,6,6,4,5,3,6,5,7,10,6,11,5,12,11,12,0,0,14,0,13,8,5,4,1,0,0,0,0
2022-03-05 06:00:00,0,1,0,2,3,3,0,4,2,2,2,3,0,2,5,5,6,9,11,14,14,16,14,10,9,8,7,4,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,2,4,4,0,3,3,3,2,2,2,3,3,0,4,2,3,0,4,7,6,4,3,2,3,3,3,0,0,0,0,0
2022-03-05 07:00:00,0,1,3,4,4,6,4,5,5,6,6,4,4,4,6,5,6,11,12,15,17,17,12,6,6,4,4,4,5,0,2,3,2,0,1,0,1,0,1,3,2,2,0,1,3,5,6,8,6,6,7,7,7,9,8,8,9,10,7,7,7,7,8,6,12,10,8,7,5,3,2,1,1,0,0
2022-03-05 08:00:00,0,0,0,7,8,5,7,7,8,9,7,9,6,8,11,13,16,18,17,18,19,23,18,9,11,8,5,4,3,3,3,5,3,2,1,0,1,0,1,2,2,0,0,3,4,6,7,7,8,8,9,10,10,11,13,16,17,10,13,12,10,10,8,6,12,10,11,9,6,3,3,2,1,0,0
2022-03-05 09:00:00,0,0,1,7,11,13,16,14,14,15,8,8,8,9,10,9,13,17,19,21,22,23,19,10,7,5,7,3,5,0,4,5,1,3,2,0,2,1,4,5,3,4,0,0,5,5,8,9,9,11,13,15,10,9,8,13,11,12,10,10,6,14,16,15,19,19,16,13,10,5,3,2,0,0,0
2022-03-05 10:00:00,0,0,2,7,10,11,12,8,11,10,9,12,12,13,14,13,16,17,19,21,19,17,14,9,11,13,6,9,6,7,6,7,6,4,1,0,1,2,3,4,6,6,3,5,3,7,10,11,12,13,10,10,11,9,8,9,11,7,7,8,7,9,8,7,7,5,8,7,6,4,2,3,0,1,0
2022-03-05 11:00:00,0,0,1,6,8,9,10,11,16,17,15,17,19,8,18,20,19,24,22,20,21,25,23,16,14,8,7,5,5,3,9,4,6,4,4,3,2,0,2,7,7,8,11,10,9,12,14,12,19,16,12,14,10,11,14,14,13,13,12,13,12,11,14,11,13,11,12,11,9,11,3,1,0,0,0
2022-03-05 12:00:00,1,2,4,9,12,12,13,16,16,17,14,14,12,13,12,11,13,13,14,16,15,19,16,7,10,8,7,6,1,5,4,4,3,4,2,0,2,3,6,7,7,7,4,4,8,8,10,10,10,9,14,19,21,19,18,14,16,15,12,10,9,11,11,7,16,12,10,11,9,8,2,1,1,0,0
2022-03-05 13:00:00,0,1,0,5,8,5,9,5,9,8,10,13,15,15,16,15,16,18,19,20,29,30,24,14,15,14,12,10,9,8,8,7,1,6,0,0,3,6,1,8,6,8,10,0,11,11,16,14,15,15,15,11,18,16,15,14,11,13,12,13,14,12,13,8,16,16,18,16,13,8,2,0,1,0,0
2022-03-05 14:00:00,0,1,4,8,9,9,10,15,17,18,10,8,10,8,10,10,11,16,16,12,14,13,10,10,12,14,8,6,1,1,7,6,3,5,4,3,4,6,6,9,9,11,10,10,12,13,11,18,19,18,16,18,18,18,15,19,18,15,11,10,12,10,19,17,22,19,19,17,15,13,5,1,0,0,0
2022-03-05 15:00:00,0,0,0,3,5,5,8,9,13,16,17,15,13,14,17,16,16,18,19,19,21,22,20,13,14,9,7,7,7,6,4,5,3,2,0,0,2,2,8,9,9,8,11,0,12,16,22,25,25,26,18,18,19,22,18,16,12,10,10,8,7,9,9,8,15,12,15,14,13,11,6,2,2,1,0
2022-03-05 16:00:00,1,0,0,3,7,9,10,6,8,9,7,7,8,10,14,19,20,18,19,19,22,22,21,12,13,11,9,10,6,5,2,5,3,2,1,0,2,1,4,5,0,5,4,6,8,12,13,15,17,17,21,19,18,18,19,22,22,15,14,15,8,14,11,8,12,10,10,13,11,12,7,1,1,0,0
2022-03-05 17:00:00,0,1,1,3,8,9,11,14,11,14,12,10,7,7,13,17,15,13,13,12,16,16,15,15,15,12,12,9,8,4,5,5,2,3,2,0,1,0,1,3,6,5,7,3,4,10,12,15,15,14,23,25,22,17,14,12,10,13,12,13,12,15,14,6,15,16,13,14,17,13,6,2,1,0,0
2022-03-05 18:00:00,0,0,3,4,5,4,6,7,8,9,7,9,7,6,9,9,10,10,10,13,11,12,13,10,11,12,9,11,10,0,9,9,12,8,2,0,2,3,4,2,0,8,10,9,11,12,11,12,15,17,19,21,18,15,20,14,11,12,8,8,11,10,13,12,13,12,14,14,16,18,14,3,0,0,0
2022-03-05 19:00:00,0,0,0,2,4,4,7,11,12,12,9,6,8,8,10,9,10,10,11,9,8,9,10,6,9,10,9,9,8,3,6,6,4,1,2,1,0,0,0,6,0,5,5,6,6,6,7,8,11,12,18,17,16,15,13,13,13,12,11,9,9,7,3,8,12,11,9,10,7,10,7,3,0,0,0
2022-03-05 20:00:00,1,0,0,0,2,7,8,9,10,10,7,8,9,8,12,10,10,7,6,8,10,9,10,7,12,9,7,7,5,3,2,3,2,1,0,0,4,0,4,5,4,3,4,7,4,6,7,10,11,6,11,14,15,12,13,11,10,12,10,8,5,7,6,2,9,8,9,10,12,11,6,2,1,0,0
2022-03-05 21:00:00,0,0,0,0,1,1,5,8,11,12,12,12,4,13,14,7,8,6,6,7,10,6,7,10,10,5,6,4,1,0,2,1,0,1,0,0,1,0,2,3,2,4,1,3,3,3,4,6,5,7,13,14,12,11,8,8,10,4,5,8,7,7,7,6,15,11,9,11,3,8,4,1,0,0,0
2022-03-05 22:00:00,1,2,0,1,2,0,6,7,8,4,7,10,0,8,10,9,11,13,13,13,14,12,12,10,10,8,7,7,6,2,4,2,1,0,0,0,0,0,0,3,0,2,3,2,4,3,3,3,4,5,9,8,6,8,7,8,9,6,3,2,0,3,2,0,16,9,10,10,9,8,5,2,0,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,3,6,12,18,16,15,14,0,12,11,9,8,7,7,3,4,9,7,7,6,4,3,2,0,0,1,0,0,0,0,0,0,0,1,1,3,1,4,0,4,5,3,6,6,11,14,12,12,8,7,6,4,3,3,4,4,3,3,8,6,11,13,11,11,8,5,3,1,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,1,0,0,2,0,2,3,3,0,4,3,2,0,0,0,3,4,5,0,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,0,2,2,2,0,2,2,0,0,3,2,1,2,1,1,6,5,6,4,5,4,5,4,4,4,2,3,0,3,3,1,2,1,0,0,0,1,0,0,0,0,0,2,4,5,0,4,2,3,4,0,3,3,5,0,0,5,7,6,0,0,0,5,0,4,3,2,1,0,0,0,0,0
2022-03-06 06:00:00,0,0,0,1,1,1,2,4,3,0,0,3,2,0,0,3,1,4,3,4,4,6,5,5,5,3,1,0,0,0,0,1,0,0,1,0,0,1,0,1,2,1,0,1,2,3,0,1,2,3,2,2,3,0,4,4,3,4,3,3,2,4,5,4,5,2,3,2,3,4,1,0,0,0,0
2022-03-06 07:00:00,0,0,0,1,2,3,4,6,0,3,2,3,0,2,3,2,4,6,3,7,7,7,6,3,4,2,0,2,0,0,1,1,0,0,0,0,1,0,1,2,3,2,1,0,0,3,3,4,4,3,2,3,2,2,4,4,1,2,4,1,0,4,4,3,4,3,3,1,1,0,0,0,0,0,0
2022-03-06 08:00:00,0,0,1,4,5,0,6,6,6,5,5,5,4,5,6,8,9,14,15,16,18,17,11,8,6,4,2,2,0,2,1,3,0,1,1,0,0,0,2,3,6,4,5,4,1,7,9,7,8,5,7,5,4,4,6,8,8,10,8,7,0,9,9,7,8,6,4,2,2,1,0,0,0,0,0
2022-03-06 09:00:00,0,1,1,4,6,6,6,6,8,5,9,8,5,9,8,8,8,8,11,12,13,16,15,6,8,5,5,5,5,0,5,5,3,2,1,0,1,3,3,5,6,5,4,1,0,6,8,4,3,8,14,11,9,8,8,8,6,9,8,9,4,9,11,3,11,9,7,4,3,3,0,0,0,0,0
2022-03-06 10:00:00,0,0,2,5,8,8,8,7,8,9,6,10,11,12,11,12,11,12,13,13,14,15,12,12,12,7,8,6,7,0,4,2,3,0,3,2,1,0,2,4,6,5,4,5,6,7,7,8,7,8,10,12,11,13,9,10,3,9,8,7,4,11,1,5,9,4,2,8,5,4,3,0,0,0,0
2022-03-06 11:00:00,0,0,5,6,5,6,4,4,4,6,5,4,5,5,6,8,8,9,10,15,16,16,12,11,10,8,10,6,7,6,4,5,4,3,1,0,0,0,2,3,4,4,2,4,7,6,7,0,6,3,6,6,9,11,7,7,7,9,8,11,11,14,10,12,16,15,12,11,8,7,3,1,1,0,0
2022-03-06 12:00:00,1,0,1,5,7,8,9,9,8,10,8,13,10,15,19,9,8,12,12,14,15,16,16,13,12,8,6,7,8,0,8,7,7,6,5,4,2,3,9,10,6,5,5,4,5,15,17,14,16,13,13,7,13,8,9,11,10,10,5,2,4,5,7,3,11,10,8,6,6,5,3,2,1,1,0
2022-03-06 13:00:00,0,0,0,3,7,11,6,13,8,12,12,6,5,7,9,15,14,16,19,19,18,18,13,11,13,9,10,6,5,3,3,7,4,3,1,0,3,2,3,7,7,6,6,5,3,10,8,9,8,8,9,10,10,11,12,15,14,16,13,15,13,14,9,11,13,11,11,10,7,8,4,2,1,0,0
2022-03-06 14:00:00,0,1,3,5,7,7,8,7,9,12,10,11,6,6,9,10,5,7,8,11,11,12,9,7,8,10,3,2,3,5,3,5,0,3,0,1,6,8,10,12,13,12,16,0,18,13,12,12,10,11,13,12,14,17,17,15,14,14,12,12,11,10,7,8,10,8,8,6,5,6,5,1,0,0,0
2022-03-06 15:00:00,1,0,1,4,5,6,6,9,8,5,6,10,4,8,2,4,12,7,4,13,9,9,8,5,8,11,11,7,7,6,5,6,5,2,0,2,4,2,12,15,14,13,15,13,15,23,25,25,22,19,14,17,18,17,17,13,16,10,13,4,13,10,9,8,13,5,10,10,9,10,5,1,1,0,0
2022-03-06 16:00:00,1,0,1,2,4,5,5,6,11,12,10,12,11,8,10,9,10,9,8,9,9,11,7,9,13,10,9,8,3,6,5,7,3,1,0,0,3,7,8,10,10,13,16,1,11,21,20,16,19,18,18,21,26,22,22,20,17,17,15,14,15,12,12,11,12,11,12,15,0,11,7,5,2,0,0
2022-03-06 17:00:00,0,1,0,1,2,3,1,7,9,10,9,10,11,10,14,14,16,16,17,16,15,16,15,12,10,9,8,6,5,0,4,4,3,1,2,1,0,1,2,1,2,9,11,10,6,8,8,10,9,10,11,15,13,14,10,13,12,8,10,11,8,12,10,9,11,12,14,10,7,8,5,2,0,0,0
2022-03-06 18:00:00,0,0,1,2,3,1,4,7,6,7,8,6,3,6,13,9,12,13,14,13,15,17,15,11,15,14,10,9,7,0,6,6,5,4,2,1,6,0,7,8,7,10,10,0,8,10,10,13,12,13,20,23,23,23,23,21,20,17,17,16,15,10,11,10,14,16,14,16,17,16,6,3,2,0,0
2022-03-06 19:00:00,0,1,0,2,4,5,4,7,5,10,7,7,5,7,9,8,9,11,10,12,11,9,9,9,10,10,7,4,1,1,3,5,4,1,1,0,0,0,2,1,0,4,3,0,2,5,9,12,7,13,10,13,14,15,16,8,6,8,9,8,7,6,3,3,7,6,6,6,5,5,4,3,1,0,0
2022-03-06 20:00:00,0,1,0,3,6,3,9,7,8,10,9,9,8,4,10,6,8,5,3,4,9,8,7,6,6,5,3,2,3,0,2,4,1,4,1,0,2,0,1,4,5,3,1,4,6,6,8,6,7,8,11,8,9,11,10,12,7,8,7,7,6,5,6,5,12,6,12,10,9,7,4,2,0,0,0
2022-03-06 21:00:00,0,0,0,0,1,2,2,9,11,13,11,9,6,11,11,6,12,8,6,5,6,7,6,5,5,6,5,4,1,3,2,6,4,2,1,1,0,0,0,1,0,3,6,0,7,5,6,4,7,7,16,18,16,10,8,5,6,4,5,5,6,6,5,2,14,13,9,11,8,12,6,1,0,0,0
2022-03-06 22:00:00,0,0,0,2,1,2,3,5,10,11,9,6,0,6,8,8,5,6,5,6,9,0,7,7,11,10,6,3,0,0,2,4,3,2,1,0,1,0,0,1,2,0,3,0,0,2,3,2,4,3,6,8,7,4,7,6,4,3,4,1,0,5,2,0,5,0,5,5,0,6,5,1,0,0,0
2022-03-06 23:00:00,0,0,0,0,1,0,4,2,5,7,6,5,4,2,3,0,4,7,6,1,6,1,7,6,8,0,5,0,3,0,2,4,3,2,1,0,1,0,0,2,1,2,1,0,1,1,2,3,4,5,6,1,7,2,1,2,1,3,3,4,3,4,3,0,5,3,4,3,2,2,2,1,2,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,0,2,1,0,0,3,1,0,3,0,2,0,1,3,0,0,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,0,0,1,3,4,0,9,0,0,4,3,0,2,5,4,6,7,9,10,11,10,12,6,5,3,4,3,2,0,1,2,1,1,0,0,0,0,0,1,1,2,0,1,5,13,15,16,14,11,3,13,13,14,16,21,7,17,19,20,19,20,22,0,21,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,1,2,2,3,5,5,7,6,6,5,4,6,3,2,7,2,7,11,15,20,21,21,15,9,10,4,5,3,0,0,3,4,0,3,3,2,1,1,0,2,2,4,0,0,5,7,11,6,5,5,6,5,4,5,8,10,11,12,10,8,0,10,10,8,13,8,18,14,10,7,5,4,1,2,0
2022-03-07 07:00:00,1,1,4,19,22,14,8,10,10,11,13,13,13,17,17,11,21,27,41,49,52,57,47,15,11,9,7,7,2,0,2,5,1,1,1,0,2,0,3,4,3,2,1,1,4,8,14,15,16,15,14,15,18,23,25,30,32,31,23,25,27,27,29,15,43,42,39,25,15,3,3,2,5,0,0
2022-03-07 08:00:00,1,3,5,13,14,15,9,11,15,11,16,13,12,16,19,21,24,33,41,55,60,61,48,23,24,22,16,15,17,16,11,9,12,11,8,3,0,0,4,4,4,5,5,0,6,9,11,14,13,11,19,14,23,24,30,38,39,40,36,38,29,32,36,34,50,47,44,32,16,6,0,2,4,0,0
2022-03-07 09:00:00,0,1,3,6,7,7,8,7,7,6,11,10,10,11,14,17,16,20,23,27,24,26,19,12,11,9,8,4,2,0,3,4,2,1,0,0,2,0,3,6,7,6,7,2,5,6,8,8,8,7,8,11,11,12,16,23,21,23,23,27,28,28,29,23,41,39,34,23,12,3,1,2,1,0,0
2022-03-07 10:00:00,0,1,2,7,6,8,9,10,9,11,11,8,9,6,11,12,14,15,18,19,22,21,20,15,11,8,9,7,3,2,3,3,2,2,1,0,1,2,1,4,3,3,4,3,7,7,8,5,8,9,8,8,10,9,13,13,14,12,14,14,16,16,17,16,22,23,20,16,7,4,2,1,2,0,0
2022-03-07 11:00:00,0,1,1,3,7,5,4,6,7,8,7,7,8,9,10,11,13,15,15,13,14,16,16,13,13,11,9,7,5,4,2,4,4,3,1,0,2,1,2,2,3,3,4,5,6,8,10,11,16,13,9,13,12,9,13,10,9,8,7,11,11,11,13,11,13,8,11,8,5,3,2,2,0,0,0
2022-03-07 12:00:00,0,1,1,5,7,4,8,9,7,10,6,6,8,9,11,10,10,8,9,11,16,15,14,11,12,9,6,7,5,6,4,3,1,1,1,0,1,0,2,5,3,3,4,4,7,9,10,9,9,9,8,12,12,14,15,15,15,14,12,12,10,11,12,11,21,17,16,9,8,7,3,2,1,0,0
2022-03-07 13:00:00,0,0,2,2,6,6,4,6,9,8,11,12,21,22,21,24,24,23,23,21,20,19,15,9,8,9,7,7,5,4,3,3,4,2,1,0,1,3,6,7,8,8,6,9,4,8,7,9,9,10,12,15,10,16,18,15,16,16,13,8,14,11,14,13,28,25,17,15,13,6,4,2,1,0,0
2022-03-07 14:00:00,1,0,3,7,6,10,18,20,12,13,13,12,12,15,16,16,20,16,15,16,15,11,9,8,7,8,7,6,5,6,4,2,3,2,0,0,1,1,3,4,4,7,9,4,9,11,10,13,15,8,17,19,20,18,17,15,13,10,8,9,4,10,12,9,15,15,16,15,18,25,7,1,0,0,0
2022-03-07 15:00:00,0,1,2,4,7,8,12,18,18,20,17,19,16,20,20,16,20,19,19,27,25,18,13,12,12,13,14,7,4,2,5,5,4,1,2,1,3,0,5,7,1,9,3,5,11,17,20,20,19,20,21,22,21,20,25,21,14,13,10,11,9,8,6,5,12,11,12,8,7,24,13,7,3,0,0
2022-03-07 16:00:00,0,3,2,3,8,7,8,12,18,13,15,16,16,14,20,23,22,19,17,17,19,17,15,10,13,13,13,7,6,5,6,8,4,2,3,1,5,4,6,8,10,11,19,18,12,15,18,21,19,17,18,17,18,17,15,15,17,20,15,14,13,13,13,12,17,12,12,12,10,9,2,6,0,0,0
2022-03-07 17:00:00,0,3,2,5,8,11,21,27,29,30,28,26,25,20,24,24,21,21,18,21,19,22,17,16,14,16,15,15,15,13,13,9,7,5,3,2,3,1,3,5,6,7,16,14,6,24,25,29,29,26,37,27,24,24,24,22,19,20,17,16,9,12,14,13,15,13,14,11,13,13,6,1,4,0,0
2022-03-07 18:00:00,1,0,1,3,8,17,25,38,40,42,38,33,34,30,36,33,28,29,30,28,28,32,30,21,21,12,11,8,7,0,7,10,7,2,1,2,2,1,3,5,4,6,10,11,15,19,22,26,25,24,51,55,47,42,36,31,27,26,18,16,17,16,15,12,34,29,26,28,28,27,16,1,2,0,0
2022-03-07 19:00:00,0,0,1,1,3,5,13,23,25,24,26,27,24,20,29,28,23,19,16,19,18,17,12,10,12,11,9,5,3,4,4,5,4,5,4,0,1,0,2,6,7,12,9,9,9,16,18,19,19,21,28,30,27,29,25,29,21,19,16,14,13,13,12,7,25,20,19,22,20,20,12,6,2,0,0
2022-03-07 20:00:00,0,0,0,2,4,7,11,12,13,15,12,12,12,11,12,18,18,17,18,16,17,15,14,10,11,10,7,10,7,6,5,4,2,2,1,0,0,1,1,3,2,1,3,4,3,5,5,7,6,7,14,21,19,17,14,10,10,10,9,5,8,7,4,8,10,10,9,7,10,13,6,3,2,0,0
2022-03-07 21:00:00,0,0,1,1,2,4,5,10,13,11,11,13,10,11,13,13,10,13,12,11,10,11,11,10,12,12,7,3,2,1,2,4,3,3,0,0,2,1,2,3,1,6,7,3,6,5,5,6,8,9,10,13,11,14,11,8,6,7,6,6,5,6,5,4,11,6,7,9,11,11,9,4,2,0,0
2022-03-07 22:00:00,0,1,1,1,3,4,6,10,14,13,11,9,8,9,14,12,10,9,7,6,5,8,6,5,8,7,8,4,2,0,1,5,4,3,3,0,0,0,0,2,1,2,3,1,5,4,5,6,7,9,13,8,12,12,10,8,8,7,4,3,2,4,5,0,12,9,12,12,8,13,8,4,2,1,0
2022-03-07 23:00:00,0,1,0,0,0,0,0,5,6,9,11,10,8,0,9,8,5,7,8,7,8,4,5,7,8,2,6,4,3,0,2,2,1,0,0,0,0,0,0,2,2,4,3,4,1,4,4,5,6,7,7,6,6,7,7,5,5,2,5,4,0,3,1,0,15,0,14,12,5,9,3,2,0,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,1,0,0,2,1,0,3,0,0,0,5,0,0,0,1,6,0,7,8,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,0,0,0,1,1,3,2,3,2,1,4,2,2,4,3,6,8,8,12,15,14,14,11,6,6,6,5,5,6,2,4,2,2,1,0,0,1,0,1,3,0,3,0,4,7,12,12,7,9,5,6,8,3,8,6,13,9,14,11,12,13,13,0,12,12,11,9,8,0,0,0,0,0,0,0
2022-03-08 06:00:00,2,1,0,3,4,5,3,3,6,5,5,3,3,2,4,5,6,11,14,23,25,25,19,7,7,6,5,3,3,0,2,2,0,0,0,0,1,1,1,3,4,3,0,3,3,10,10,9,8,9,8,8,10,5,9,9,10,9,7,10,11,12,14,12,15,7,13,11,9,4,4,3,1,1,0
2022-03-08 07:00:00,1,1,3,14,18,15,16,17,20,19,23,24,25,27,25,10,24,18,23,33,36,39,32,12,11,6,7,7,6,1,3,2,1,3,1,0,2,1,1,3,3,2,0,2,4,7,9,8,9,10,14,18,16,17,20,22,22,24,20,21,20,18,22,18,37,37,29,23,15,2,1,2,1,0,0
2022-03-08 08:00:00,1,2,4,12,16,16,12,12,14,14,18,17,17,18,21,23,30,38,40,46,49,47,42,25,26,18,13,10,7,9,8,4,3,3,4,1,2,1,3,4,4,6,10,11,12,15,15,17,17,14,25,28,32,36,51,59,58,59,55,56,49,48,50,44,55,54,51,34,16,6,1,2,2,0,0
2022-03-08 09:00:00,0,0,3,6,9,8,7,7,5,9,8,8,8,7,13,13,13,19,22,26,25,27,24,13,12,9,8,4,2,2,2,2,3,2,1,1,1,0,3,4,0,5,5,6,3,12,10,11,11,9,13,14,14,15,16,19,16,18,16,17,18,19,21,12,45,44,40,34,15,5,2,1,0,0,0
2022-03-08 10:00:00,2,1,1,5,5,4,6,8,10,11,8,10,11,12,15,12,17,22,23,25,25,24,16,12,11,8,6,5,5,3,2,1,1,1,0,0,1,1,1,3,2,3,1,3,3,4,6,8,8,10,15,16,15,15,18,17,16,9,15,14,15,14,15,13,30,25,21,8,5,7,4,2,0,0,0
2022-03-08 11:00:00,0,1,1,5,7,5,8,7,7,10,8,9,9,11,11,13,12,12,11,19,20,17,11,8,8,6,4,4,3,2,2,3,1,2,0,0,1,2,2,2,2,3,4,3,4,7,9,11,12,12,13,13,11,12,12,11,11,11,18,15,13,13,11,12,19,16,13,9,7,6,3,1,0,0,0
