Unnamed: 0,1_신풍역,2_래미안에스티움,3_래미안에스티움북문,4_신길보라매sk뷰.바다마을아파트,5_해군회관,6_신길바다마을아파트.보라매sk뷰,7_래미안에스티움북문,8_영진시장,9_래미안에스티움,10_신풍역,11_신길5동주민센터,12_대영중학교.신길센트럴아이파크,13_대영고등학교.신길센트럴아이파크,14_신길3동주민센터,15_도림동자치회관,16_신길동홍어거리,17_대신시장,18_신길역,19_전경련회관,20_여의도환승센터,21_유진투자증권.파이낸셜뉴스신문,22_한국거래소,23_여의도지하차도입구,24_여의도공원,25_신길역,26_신길역1호선,27_대윤병원,28_대신시장,29_영등포농협.신길2동새마을금고,30_영등포역후문,31_꼬추말,32_영등포동.영등포푸르지오아파트,33_신길3동주민센터,34_코끼리유통,35_SG메디피움,36_대영초중고,37_신길5동주민센터,38_신풍역(종점가상)
2022-04-12 08:00:00,0,0,0,0,4,7,9,12,11,11,13,13,21,26,32,34,38,32,25,9,5,1,1,0,3,5,4,2,3,2,4,6,7,8,9,8,5,0
2022-04-12 09:00:00,1,0,0,0,1,0,0,3,1,3,4,0,5,5,8,11,12,10,10,7,5,1,1,1,2,0,2,3,2,2,3,4,3,2,2,2,0,0
2022-04-12 10:00:00,0,0,0,0,0,1,0,0,1,2,2,1,4,3,5,6,11,8,6,3,2,0,1,0,0,2,3,3,0,2,1,2,2,3,3,1,2,0
2022-04-12 11:00:00,0,0,0,0,2,0,3,4,1,1,0,0,3,5,6,5,6,4,3,3,2,1,2,1,0,1,0,1,0,6,4,1,1,2,2,0,1,0
2022-04-12 12:00:00,0,1,0,0,1,0,1,0,2,3,6,2,3,2,4,2,3,3,1,1,1,1,2,4,3,0,5,2,2,3,0,3,1,1,1,0,0,0
2022-04-12 13:00:00,0,0,0,0,1,1,1,0,2,0,1,0,1,2,1,3,4,1,3,1,0,2,2,2,3,4,3,3,2,2,1,2,1,0,1,0,0,0
2022-04-12 14:00:00,0,0,0,0,0,0,2,3,5,4,0,1,0,0,2,3,1,5,5,3,0,3,5,7,6,8,8,5,3,3,2,1,0,1,1,0,0,0
2022-04-12 15:00:00,0,0,0,1,1,2,0,3,0,4,3,5,5,5,4,6,5,5,0,4,3,7,9,11,8,6,11,9,6,8,7,6,2,1,2,0,1,0
2022-04-12 16:00:00,0,0,0,0,0,0,1,2,3,2,4,3,4,3,2,3,5,6,5,4,4,8,10,11,14,16,14,15,8,7,8,2,4,4,3,1,0,0
2022-04-12 17:00:00,1,1,0,0,1,0,0,1,1,2,0,2,2,8,4,11,12,6,2,2,4,8,9,12,11,12,11,11,9,15,12,9,5,2,2,0,1,0
2022-04-12 18:00:00,0,1,0,0,0,0,1,3,3,5,2,1,5,5,6,5,6,1,2,2,5,12,17,23,23,21,18,15,12,19,18,13,9,6,4,3,2,0
2022-04-12 19:00:00,2,1,1,0,0,0,1,2,0,3,2,2,0,1,2,0,2,2,1,2,2,6,8,10,11,9,11,11,6,9,7,6,2,1,0,0,0,0
2022-04-12 20:00:00,3,1,1,1,0,1,0,2,1,0,0,4,1,0,5,3,4,2,0,2,3,5,9,8,11,10,10,10,7,9,8,5,4,3,2,0,0,0
2022-04-12 21:00:00,0,0,0,0,0,0,0,2,2,1,3,0,2,4,0,1,4,2,0,3,4,7,13,14,15,14,13,9,8,12,11,9,6,6,4,1,0,0
2022-04-12 22:00:00,1,0,0,0,0,0,1,2,1,1,2,2,1,1,1,1,0,0,1,0,1,8,13,16,0,17,12,8,3,5,5,3,2,1,1,0,3,0
2022-04-12 23:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,8,6,7,3,1,4,0,2,2,0,0,0,0,0
2022-04-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 04:00:00,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 05:00:00,0,0,0,0,0,0,1,2,0,0,3,2,4,10,13,16,19,17,13,2,1,2,2,3,0,3,0,1,1,1,0,0,1,0,0,1,0,0
2022-04-13 06:00:00,0,0,0,0,1,2,0,0,3,1,0,0,4,5,6,8,14,11,9,7,5,1,0,0,0,0,0,3,2,3,4,2,2,1,1,4,1,0
2022-04-13 07:00:00,0,1,2,1,5,2,3,2,7,4,5,8,13,20,23,22,26,14,11,6,4,1,3,2,1,0,1,2,2,4,2,3,2,3,3,4,0,0
2022-04-13 08:00:00,2,0,1,1,2,3,4,6,7,9,8,10,17,22,26,33,43,35,27,9,5,2,1,2,3,4,5,2,3,5,4,6,7,6,6,8,5,0
2022-04-13 09:00:00,1,0,1,0,0,2,0,3,0,3,3,4,5,8,13,17,19,19,13,5,4,2,2,2,4,2,5,1,2,4,3,2,2,3,3,5,2,0
2022-04-13 10:00:00,0,0,0,0,0,0,0,0,1,1,0,2,2,3,5,5,13,7,6,4,2,1,1,0,4,3,0,2,1,2,0,6,5,5,0,0,4,0
2022-04-13 11:00:00,1,0,0,0,3,0,1,6,0,5,0,0,1,1,3,2,4,5,3,0,0,0,1,0,1,1,3,0,2,2,0,0,0,1,0,0,0,0
2022-04-13 12:00:00,1,2,0,1,0,1,0,1,1,2,2,3,0,5,5,5,3,6,4,1,2,1,2,3,4,7,5,2,4,2,3,2,2,1,1,2,0,0
2022-04-13 13:00:00,0,0,0,0,0,0,1,1,0,2,1,3,4,2,0,3,2,2,3,2,4,3,3,0,2,3,2,3,3,6,5,3,1,1,0,0,0,0
2022-04-13 14:00:00,2,0,0,0,0,0,1,0,0,0,1,0,2,0,1,2,3,2,2,5,3,5,7,7,4,8,7,7,7,6,5,3,4,0,0,4,0,0
2022-04-13 15:00:00,0,0,0,1,2,2,3,1,0,4,3,0,5,6,7,7,13,4,1,2,1,5,8,9,5,6,9,9,6,10,9,7,4,4,3,3,1,0
2022-04-13 16:00:00,1,1,0,0,0,0,0,1,0,2,2,2,6,6,0,8,7,6,5,6,11,14,17,6,17,16,15,6,4,10,0,9,6,5,4,3,1,0
2022-04-13 17:00:00,2,1,0,0,1,3,0,1,2,3,0,0,3,1,2,5,8,2,4,4,6,12,17,18,18,17,16,10,8,13,10,8,7,4,5,0,3,0
2022-04-13 18:00:00,1,1,0,0,2,0,0,1,2,5,0,4,4,6,7,8,7,3,3,2,4,13,19,24,24,25,22,15,10,18,13,17,11,7,5,4,2,0
2022-04-13 19:00:00,1,0,2,0,1,0,0,0,2,1,2,2,1,3,2,3,5,4,2,5,1,4,5,8,12,16,17,13,9,16,12,15,9,4,2,0,3,0
2022-04-13 20:00:00,2,0,0,0,0,0,1,0,0,1,0,0,2,3,0,0,5,4,3,1,4,11,6,0,6,0,3,5,6,8,0,5,2,1,0,0,0,0
2022-04-13 21:00:00,0,0,0,0,1,0,0,1,0,2,0,1,0,0,1,0,2,4,3,2,3,5,14,15,10,16,13,8,3,11,10,8,4,2,2,1,0,0
2022-04-13 22:00:00,0,0,0,0,0,0,0,0,0,2,2,1,2,0,2,1,0,2,0,1,3,4,6,8,3,9,11,6,4,9,4,6,4,3,0,0,2,0
2022-04-13 23:00:00,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,5,2,4,2,4,3,1,4,2,2,2,1,0,0,0,0
2022-04-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 04:00:00,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 05:00:00,0,0,0,0,0,0,1,1,0,0,0,0,5,11,14,15,18,15,9,4,2,1,2,0,0,3,0,0,0,0,0,0,1,0,0,0,2,0
2022-04-14 06:00:00,1,0,0,0,1,1,0,1,3,0,1,4,6,5,8,10,13,10,8,6,4,1,1,0,1,0,0,2,1,1,0,1,1,2,1,0,2,0
2022-04-14 07:00:00,1,1,0,1,2,3,2,2,6,4,7,10,13,19,22,21,21,21,15,8,5,1,1,0,0,1,0,1,1,2,4,6,5,6,5,9,8,0
2022-04-14 08:00:00,0,0,0,0,1,3,6,9,10,7,9,9,15,25,31,38,47,32,25,11,6,0,1,1,3,3,2,1,2,3,3,8,9,10,7,13,10,0
2022-04-14 09:00:00,1,0,0,0,1,0,1,2,1,2,2,1,3,6,10,12,23,19,12,7,2,1,0,1,2,1,1,1,2,3,1,3,2,1,3,0,2,0
2022-04-14 10:00:00,0,0,1,2,0,0,1,2,3,1,0,0,2,4,3,11,13,13,3,3,2,1,1,0,2,3,2,1,0,1,2,2,1,2,1,2,1,0
2022-04-14 11:00:00,1,0,0,0,0,0,1,1,0,0,2,2,0,5,6,7,8,6,6,2,1,3,3,3,1,3,6,4,7,4,1,3,2,2,2,0,1,0
2022-04-14 12:00:00,0,1,0,0,0,1,0,1,2,3,0,2,1,5,4,3,5,3,2,2,3,2,3,2,0,2,1,2,2,2,1,4,2,3,1,0,1,0
2022-04-14 13:00:00,0,0,0,0,2,3,2,2,3,3,1,1,2,2,2,3,4,3,2,3,3,3,2,3,6,8,6,4,5,7,2,3,2,0,1,3,0,0
2022-04-14 14:00:00,2,1,0,0,1,2,0,1,0,1,2,0,4,3,0,4,3,5,3,0,5,2,5,6,4,6,4,5,3,8,9,7,2,6,0,5,0,0
2022-04-14 15:00:00,0,0,0,1,0,2,1,2,3,5,2,2,5,4,6,3,9,2,0,2,4,5,8,11,0,10,8,7,7,9,0,5,3,1,0,0,0,0
2022-04-14 16:00:00,0,0,0,0,0,0,1,1,3,4,3,2,3,3,4,5,8,4,3,4,6,10,6,11,9,12,11,10,7,7,9,8,6,6,4,3,2,0
2022-04-14 17:00:00,0,0,1,0,1,0,0,2,2,0,2,0,0,3,4,5,5,3,2,3,5,12,14,17,15,11,12,8,8,12,10,6,4,4,3,2,1,0
2022-04-14 18:00:00,1,0,0,0,0,0,0,2,0,1,3,2,2,1,0,2,7,1,1,2,4,10,15,21,20,20,17,13,11,19,16,12,7,4,7,0,0,0
2022-04-14 19:00:00,1,0,0,0,0,0,0,1,1,2,3,2,0,2,1,0,3,1,0,3,3,5,7,8,9,8,6,5,4,13,18,11,7,4,2,0,0,0
2022-04-14 20:00:00,0,1,0,0,0,0,0,1,2,1,0,1,2,3,5,4,4,1,2,1,3,6,14,6,8,13,11,6,4,10,9,7,5,4,3,0,1,0
2022-04-14 21:00:00,1,0,0,0,0,0,0,1,0,3,4,3,2,3,1,2,1,2,1,3,0,7,10,11,12,11,9,5,4,9,5,8,6,4,3,0,1,0
2022-04-14 22:00:00,1,0,0,0,1,0,2,1,2,1,2,0,2,1,0,1,1,0,0,2,1,1,8,11,9,10,7,4,4,7,3,3,2,1,0,0,0,0
2022-04-14 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,5,4,9,10,9,5,3,7,5,5,2,2,2,0,1,0
2022-04-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 04:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 05:00:00,0,0,0,0,0,0,0,1,0,0,0,0,4,10,13,16,18,15,11,4,2,1,0,1,0,1,0,1,0,2,0,2,2,2,0,0,1,0
2022-04-15 06:00:00,1,0,0,0,1,2,3,0,2,2,1,3,4,5,6,8,13,5,6,4,3,1,1,1,0,7,5,2,1,1,1,0,2,0,1,2,2,0
2022-04-15 07:00:00,0,1,0,0,3,3,4,3,7,6,5,6,11,19,20,19,19,19,18,6,5,1,1,2,0,1,3,1,0,3,3,4,3,4,5,5,4,0
2022-04-15 08:00:00,1,0,0,0,3,5,7,10,10,11,10,10,13,21,30,35,47,42,33,10,8,2,2,1,1,2,0,1,1,4,4,5,6,7,0,8,6,2
2022-04-15 09:00:00,1,1,0,0,1,2,0,3,1,2,3,3,4,5,7,11,19,11,9,5,4,2,1,3,0,2,0,2,1,3,4,4,4,3,2,4,3,0
2022-04-15 10:00:00,0,1,0,0,1,3,1,0,0,2,0,0,3,1,3,3,5,5,3,2,1,0,0,2,0,2,1,3,2,3,2,2,1,0,1,0,1,0
2022-04-15 11:00:00,0,0,0,0,0,1,2,7,7,5,1,4,4,3,6,6,8,5,4,3,1,2,3,3,1,5,3,3,3,2,0,3,1,3,0,2,0,0
2022-04-15 12:00:00,1,0,0,0,2,10,2,0,1,1,0,0,0,11,2,2,13,13,11,9,0,1,1,5,4,2,5,3,2,2,4,1,0,2,0,0,1,0
2022-04-15 13:00:00,0,0,0,0,0,0,20,19,2,1,20,2,22,25,24,23,4,17,16,1,1,1,0,1,2,2,2,3,1,4,0,3,0,1,3,0,1,0
2022-04-15 14:00:00,2,0,0,0,0,0,0,2,0,0,1,0,7,1,4,6,8,3,4,5,1,6,7,8,6,8,6,6,5,5,2,3,2,1,1,0,2,0
2022-04-15 15:00:00,0,0,0,1,2,4,0,6,7,4,3,4,5,4,3,1,5,3,4,1,4,8,6,9,10,16,13,12,11,10,7,7,9,5,1,0,3,0
2022-04-15 16:00:00,1,0,0,0,0,0,0,2,0,4,0,0,2,5,6,4,9,6,3,3,5,7,8,6,9,10,11,8,6,9,6,9,5,2,1,0,1,0
2022-04-15 17:00:00,0,0,0,0,1,0,0,2,3,3,4,2,3,6,5,1,6,7,5,3,2,7,9,12,14,14,13,13,6,13,12,8,6,7,6,6,4,0
2022-04-15 18:00:00,1,0,0,0,1,0,0,4,5,7,3,3,1,4,5,4,10,8,3,4,7,12,15,18,21,25,24,11,9,14,9,11,7,5,4,3,5,0
2022-04-15 19:00:00,0,0,1,0,0,0,0,1,2,3,4,2,3,3,4,3,10,6,4,3,0,7,13,15,2,18,19,14,11,18,16,14,10,5,3,1,3,0
2022-04-15 20:00:00,1,1,0,0,0,0,0,2,4,5,0,4,3,1,3,0,7,2,0,2,2,7,5,6,7,6,6,6,5,7,8,5,4,3,1,0,0,0
2022-04-15 21:00:00,2,0,1,0,1,0,0,2,0,2,1,1,2,2,0,4,0,2,2,1,3,8,11,12,11,7,11,7,4,7,0,7,5,3,0,0,2,0
2022-04-15 22:00:00,1,0,0,0,1,0,0,0,0,2,2,0,1,0,0,1,2,1,4,0,1,3,5,6,9,6,10,7,8,10,11,7,5,3,1,0,0,0
2022-04-15 23:00:00,0,0,0,0,0,0,0,1,0,2,0,0,1,2,0,0,0,2,1,1,2,3,3,4,5,7,9,5,3,7,6,3,2,1,0,0,1,0
2022-04-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
