Unnamed: 0,1_중랑공영차고지(기점가상),2_중랑공영차고지삼거리,3_당너머,4_신내SKV1센터,5_신내데시앙포레아파트220동앞,6_새솔초등학교입구,7_우디안아파트114동앞,8_중랑경찰서후문,9_새우개마을,10_신내능마을,11_신내데시앙아파트후문,12_서울의료원후문,13_봉화산역2번출구,14_신내6단지,15_신내7단지아파트홈플러스,16_중랑소방서,17_신내8단지아파트.서울의료원,18_신내9단지아파트,19_신내10단지아파트,20_중랑구청사거리,21_성원아파트경남아너스빌앞,22_국민은행망우동지점,23_망우역.망우지구대,24_망우역.상봉터미널,25_상봉역.중랑우체국,26_중랑역.동부시장,27_중랑교,28_삼육서울병원,29_시조사삼거리,30_떡전교사거리.동대문노인복지관,31_청량리미주아파트.동대문세무서,32_청량리역환승센타,33_청량리.청과물도매시장,34_제기동역.서울약령시,35_서울시동부병원,36_동아제약앞,37_e편한세상청계센트럴포레아파트,38_텐즈힐아파트.청계벽산아파트,39_숭신초등학교,40_왕십리도선동주민센터,41_황학동주민센터,42_신당초등학교앞,43_금호베스트빌.래미안하이베르,44_왕십리자이.신당현대아파트,45_극동아파트,46_벽산아파트,47_행당역,48_무학여고,49_행당신동아.행당푸르지오아파트,50_응봉동주민센터,51_응봉동현대아파트,52_삼성래미안아파트앞,53_금남시장앞.백범학원터,54_금옥초등학교앞,55_옥수삼성아파트.래미안옥수리버젠,56_옥정중학교입구,57_한남시범아파트,58_한남동,59_신사역.푸른저축은행,60_영동시장,61_논현동사거리.학동역,62_논현동고개,63_언주역2번출구.차병원사거리,64_삼정호텔,65_신논현역,66_논현역,67_신사역,68_한남대교전망카페,69_한남5거리,70_한남동,71_한남시범아파트,72_옥정중학교입구,73_옥수삼성아파트.래미안옥수리버젠,74_미타사입구,75_금옥초등학교앞,76_금남시장앞.백범학원터,77_삼성래미안아파트앞,78_응봉동현대아파트,79_응봉동주민센터,80_응봉사거리,81_무학여고,82_행당역,83_대림아파트후문,84_대림아파트,85_풍림아파트,86_왕십리자이.신당현대아파트,87_금호베스트빌.래미안하이베르,88_신당초등학교,89_신당파인힐하나유보라,90_뉴타운아파트,91_상왕십리역,92_청계벽산아파트.텐즈힐아파트,93_동아제약앞,94_서울시동부병원,95_제기동역.서울약령시,96_청량리수산시장,97_청량리역환승센타,98_서울성심병원,99_휘경동입구,100_삼육서울병원,101_중랑교,102_중랑역.동부시장,103_상봉역.중랑우체국,104_망우역.상봉터미널,105_망우역.망우지구대,106_국민은행망우동지점,107_성원아파트경남아너스빌앞,108_중랑구청사거리,109_신내동성3차아파트,110_신내동성1.2차아파트,111_신내9단지아파트.서울의료원,112_중랑소방서,113_신내7단지아파트홈플러스,114_신내6단지아파트,115_봉화산역3번출구,116_서울의료원후문,117_신내데시앙아파트후문,118_신내능마을,119_중랑경찰서후문,120_우디안아파트114동앞,121_새솔초등학교,122_신내데시앙포레아파트222동앞,123_신내데시앙포레아파트220동앞,124_당너머,125_중랑공영차고지.종점
2022-03-28 18:00:00,0,5,0,7,5,4,7,12,7,6,8,11,3,5,12,9,12,16,19,24,23,18,23,21,19,14,12,11,10,13,15,15,13,14,17,20,22,19,20,18,23,29,24,22,21,18,19,18,18,13,10,8,14,12,13,12,16,24,19,15,21,21,14,13,13,26,21,21,21,30,28,25,23,23,18,19,18,17,16,15,17,32,21,16,15,9,9,10,11,11,23,29,40,37,33,31,34,39,41,48,45,48,42,31,32,37,31,29,14,12,9,7,4,6,25,24,22,12,21,16,7,3,4,0,0
2022-03-28 19:00:00,0,4,0,4,4,7,0,5,1,4,3,4,3,4,7,4,8,7,13,16,16,16,15,17,18,13,14,8,14,4,15,13,16,15,16,15,13,11,13,13,11,16,12,2,9,6,18,17,16,10,8,7,11,9,7,9,13,12,9,7,13,12,9,11,10,18,33,7,32,39,36,30,28,25,23,23,23,21,20,18,17,31,30,21,14,12,2,10,11,13,25,21,18,22,27,17,33,32,29,33,33,39,38,36,40,37,30,25,24,17,13,5,6,6,30,28,21,27,24,21,14,3,4,2,0
2022-03-28 20:00:00,0,1,0,3,4,2,0,2,0,1,0,3,1,1,1,0,3,2,1,5,7,7,8,10,14,10,8,7,4,6,5,6,8,9,5,8,2,7,10,9,11,10,9,9,6,6,9,8,8,5,6,7,6,3,4,4,5,7,8,6,9,6,7,6,6,9,14,0,14,18,13,17,15,11,12,12,10,11,10,13,15,19,15,16,12,9,9,9,10,4,9,6,4,10,9,9,14,14,18,14,16,18,18,25,24,23,17,15,14,12,9,7,6,4,14,13,7,8,15,12,9,4,2,1,0
2022-03-28 21:00:00,0,1,0,1,0,1,2,2,3,0,2,2,1,4,2,2,2,3,8,7,7,4,7,7,9,8,3,4,0,4,4,8,5,4,6,6,4,6,5,5,6,8,7,3,5,5,6,7,5,6,4,0,5,6,6,5,6,10,11,7,9,9,9,7,8,13,19,19,17,23,21,23,21,9,20,16,17,15,15,14,16,17,11,8,7,6,7,6,8,4,10,8,7,8,9,11,17,15,16,16,14,17,16,14,15,14,11,12,8,5,4,2,3,2,7,6,0,5,4,4,4,0,1,0,0
2022-03-28 22:00:00,0,2,0,0,2,1,0,1,0,0,0,2,2,4,3,5,1,8,0,7,6,6,7,8,10,6,4,4,5,6,4,8,3,10,2,9,1,3,1,6,11,11,11,4,10,6,8,7,6,6,4,4,5,4,7,6,4,12,7,6,7,6,8,8,7,11,15,10,15,17,14,14,13,8,11,10,11,10,9,10,14,18,15,10,8,5,8,5,5,0,11,10,7,7,8,7,12,9,10,11,10,14,14,14,15,15,14,11,10,8,5,4,4,2,13,0,12,2,11,10,5,2,0,0,0
2022-03-28 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,4,5,2,3,5,9,6,4,4,3,5,4,5,4,5,8,6,4,7,1,0,5,4,5,4,3,5,3,2,2,2,3,3,4,5,4,7,3,4,2,2,4,3,5,3,5,5,7,6,7,13,4,12,10,4,8,11,10,9,7,12,8,14,9,9,6,3,5,2,4,0,5,5,3,6,5,1,6,6,4,6,8,8,8,9,10,10,8,6,6,4,3,2,1,2,8,7,6,2,0,4,2,0,1,0,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,4,7,3,0,3,6,4,7,8,7,9,12,12,13,15,14,3,13,0,11,11,0,0,12,14,0,15,18,0,22,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,0,1,0,0,3,5,5,0,0,4,4,4,1,1,2,0,3,1,8,8,6,7,6,9,10,7,11,11,0,5,6,5,2,4,3,1,1,0,0,4,0,5,7,5,8,12,29,22,10,11,23,23,28,27,26,27,0,21,18,14,11,7,3,1,0,1,1,0,0,2,0,3,4,0,0,0,3,0,0,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 06:00:00,2,4,0,2,2,12,13,5,1,4,9,12,1,2,2,0,5,6,8,9,14,11,14,11,14,16,7,11,0,10,10,10,8,9,8,6,5,0,3,4,3,4,6,7,8,9,9,8,8,9,12,8,15,14,16,14,13,9,8,7,6,4,4,3,2,5,6,0,5,4,2,2,2,0,4,3,3,4,6,4,4,2,5,9,15,16,16,7,0,4,15,4,9,8,7,4,3,5,3,6,4,8,6,2,3,2,2,2,3,4,5,3,1,0,5,0,0,0,3,1,0,0,0,0,0
2022-03-29 07:00:00,0,2,1,0,8,18,18,17,19,7,21,19,4,6,7,5,9,12,16,25,29,30,36,35,37,37,39,39,40,38,34,18,13,16,16,12,11,10,10,11,11,6,14,17,24,28,23,15,13,15,22,26,25,28,28,32,32,31,14,10,16,12,8,9,6,10,10,9,6,6,6,7,8,9,4,9,10,12,13,15,12,15,16,23,28,35,37,27,22,21,12,11,14,9,14,13,9,7,5,5,10,9,8,4,6,8,10,11,14,19,23,17,4,2,15,5,4,3,2,1,0,4,5,0,0
2022-03-29 08:00:00,0,21,17,2,6,10,0,7,6,11,13,11,2,5,6,5,9,18,22,31,39,36,43,41,37,37,39,39,43,43,38,32,26,31,27,19,15,14,14,13,12,13,16,17,22,21,22,24,25,27,28,29,35,44,49,39,38,38,26,21,36,30,16,10,6,7,10,9,9,12,7,8,7,8,7,10,11,14,16,13,10,6,6,11,15,18,22,23,25,26,25,29,25,18,16,14,13,14,16,17,19,22,16,11,13,13,12,9,8,6,7,6,3,2,31,30,0,29,16,13,12,10,9,0,0
2022-03-29 09:00:00,0,11,10,0,3,6,5,4,0,1,9,8,3,5,6,0,5,10,14,18,22,22,32,34,31,30,27,24,23,24,20,16,12,10,9,7,8,6,6,5,5,6,5,10,14,16,16,12,13,16,23,13,26,26,26,30,27,32,22,17,21,20,14,7,5,7,11,3,8,8,5,5,6,3,4,5,6,5,7,8,9,10,5,11,8,13,15,14,14,14,13,9,11,12,14,13,12,4,11,12,11,17,9,8,8,9,7,6,6,4,5,0,3,2,9,8,1,0,7,6,5,1,1,0,0
2022-03-29 10:00:00,0,1,0,1,5,4,5,0,2,0,0,4,3,3,6,6,8,10,11,17,17,13,11,12,13,12,14,16,15,15,13,10,12,13,12,13,13,10,10,9,6,11,10,11,9,9,12,10,10,8,9,9,10,11,13,14,12,12,12,10,11,9,8,6,6,6,7,8,6,7,3,6,5,1,1,5,3,6,7,7,8,11,2,12,14,16,15,14,13,12,12,13,12,9,7,5,6,5,4,6,8,8,9,10,12,17,15,13,11,7,3,0,1,0,5,6,5,1,3,2,0,0,1,0,0
2022-03-29 11:00:00,0,1,0,1,2,4,0,0,3,5,6,5,2,3,2,0,7,10,12,17,14,12,12,14,18,14,13,12,4,13,12,8,12,12,10,10,0,8,6,8,10,11,10,11,8,7,9,10,9,11,9,9,10,8,11,10,11,11,8,6,8,7,4,5,3,5,8,0,9,7,1,7,9,0,8,6,6,6,6,7,7,8,7,11,9,10,8,7,6,6,12,6,9,8,7,7,5,5,3,6,5,7,7,8,6,7,6,7,6,5,6,5,3,3,6,6,5,4,3,3,1,1,0,0,0
2022-03-29 12:00:00,0,0,0,1,2,3,4,1,4,5,6,7,2,5,7,4,9,13,12,11,14,13,18,20,18,13,9,14,9,14,15,11,13,6,11,12,8,12,10,11,12,15,13,12,12,9,8,7,6,7,7,9,7,8,9,13,12,10,5,4,6,7,8,5,5,4,8,7,8,14,15,16,15,15,12,9,8,9,6,8,8,9,10,12,13,15,16,15,14,8,13,14,13,9,5,5,6,7,6,9,10,13,10,8,6,9,8,6,7,3,6,3,3,3,5,4,0,3,0,1,2,1,0,0,0
2022-03-29 13:00:00,0,4,0,3,3,5,0,0,0,5,5,4,2,4,6,2,7,8,9,11,16,16,17,16,15,16,14,15,14,14,11,9,12,12,12,11,10,11,6,11,10,9,7,9,10,8,12,10,11,10,11,10,16,14,13,10,10,10,10,11,14,12,7,8,4,9,11,0,9,10,9,9,11,1,10,9,12,12,12,11,9,12,13,16,16,17,16,7,14,10,11,11,10,9,10,14,10,11,9,9,10,10,11,9,9,12,11,8,6,6,5,4,3,3,6,4,5,0,4,2,4,3,4,0,0
2022-03-29 14:00:00,0,0,0,0,3,2,5,2,1,3,4,7,3,4,5,0,9,12,12,13,16,11,16,15,13,12,11,10,11,10,11,7,13,8,10,11,10,12,12,11,13,16,6,7,7,8,10,8,8,7,10,11,9,9,8,9,9,14,7,6,7,6,6,6,5,8,7,3,7,13,10,15,19,17,15,12,7,7,8,10,9,9,8,10,11,13,14,13,8,5,9,10,13,10,6,12,17,18,19,15,11,19,16,15,13,16,11,11,6,9,8,3,4,2,7,4,0,0,6,3,1,0,3,0,0
2022-03-29 15:00:00,0,3,0,2,5,6,5,2,3,4,2,5,4,6,7,0,7,12,11,13,13,12,10,14,13,10,9,9,6,7,10,11,15,16,17,18,14,14,3,15,16,14,17,16,15,14,16,18,19,20,18,14,13,12,12,11,8,9,10,8,10,10,12,12,9,8,11,10,10,13,14,23,22,15,19,15,14,10,13,11,10,12,11,9,12,12,15,9,6,8,20,8,21,20,17,20,12,13,14,14,16,12,13,13,18,19,16,14,10,12,8,7,6,4,10,8,7,6,7,4,4,1,0,0,0
2022-03-29 16:00:00,0,2,0,1,3,6,7,6,0,5,6,5,4,5,6,6,9,14,12,18,17,13,14,18,14,11,9,7,8,8,9,12,16,14,17,16,16,16,34,36,38,41,37,36,34,30,24,22,21,19,20,21,14,11,10,10,10,10,11,10,12,8,8,9,10,14,15,5,13,16,10,9,14,12,11,13,12,14,15,15,21,20,18,20,16,12,7,9,9,8,5,10,9,10,12,13,17,20,21,25,27,28,25,27,24,22,20,16,13,13,7,12,10,8,10,6,4,3,8,7,4,3,1,0,0
2022-03-29 17:00:00,0,1,2,1,1,5,6,5,4,6,3,8,6,8,9,10,17,19,20,18,20,15,16,19,20,17,14,13,10,15,14,11,18,23,21,19,21,22,23,22,24,25,21,21,19,16,14,14,12,13,13,9,12,13,8,12,14,19,13,11,9,10,10,7,13,15,18,13,16,20,21,22,19,17,19,20,25,13,26,29,26,15,12,11,10,8,8,2,10,12,18,17,14,14,13,21,27,30,27,31,30,28,24,26,27,27,25,23,17,12,10,8,7,6,18,12,9,0,9,15,9,1,2,0,0
2022-03-29 18:00:00,4,6,3,10,8,12,6,13,8,14,3,15,5,7,10,13,14,11,9,18,24,22,19,21,19,9,9,9,9,9,8,12,13,13,14,15,15,14,15,14,18,19,17,16,12,12,13,14,14,16,16,16,15,13,15,16,15,24,13,14,20,16,16,16,25,38,40,37,33,33,31,31,28,14,28,25,22,23,22,19,18,27,26,22,17,14,13,11,10,9,17,16,20,22,26,32,34,38,25,41,40,39,35,34,38,40,29,24,19,16,12,14,11,8,26,24,13,22,21,15,12,2,3,0,0
2022-03-29 19:00:00,0,3,0,3,4,6,3,5,0,0,0,5,3,5,7,4,6,9,11,11,12,10,11,14,13,12,11,12,9,9,7,10,12,14,15,14,8,16,9,10,21,20,14,14,12,7,17,18,16,15,9,9,4,7,7,6,8,9,8,7,16,21,22,20,9,15,18,22,22,25,26,29,24,16,23,17,16,16,17,20,19,35,16,33,25,18,8,17,16,17,18,21,22,20,23,24,32,35,34,36,37,33,31,27,25,25,20,20,16,11,9,8,6,6,32,27,26,24,24,21,17,6,9,5,0
2022-03-29 20:00:00,0,1,0,1,2,3,0,3,3,2,0,2,2,3,3,0,1,2,3,5,7,5,8,12,11,11,10,9,8,6,0,6,5,6,6,6,5,4,6,8,10,11,10,9,7,7,7,8,7,8,7,5,5,4,5,6,7,11,7,6,8,6,5,2,10,16,21,21,22,22,22,21,20,6,18,15,12,10,11,10,10,12,9,11,10,7,8,7,7,8,14,13,13,13,13,11,14,15,14,16,18,19,15,16,18,20,15,16,15,7,6,5,3,6,16,14,13,8,11,9,7,1,1,0,0
2022-03-29 21:00:00,0,1,0,1,0,0,0,2,0,1,2,2,2,3,2,0,4,3,5,8,10,11,7,9,10,9,6,8,6,2,5,5,7,7,6,7,5,4,0,8,11,15,16,15,11,5,11,13,11,10,5,7,8,0,6,7,5,8,7,4,6,5,5,5,9,11,11,0,13,16,12,15,16,15,13,13,11,10,10,10,11,18,16,12,11,6,4,4,6,0,8,6,5,7,8,7,13,10,11,13,13,17,16,17,11,12,9,13,15,11,4,8,5,4,17,15,9,12,4,8,7,1,1,0,0
2022-03-29 22:00:00,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4,5,5,0,4,10,11,10,10,7,8,6,5,5,4,6,7,9,5,2,9,4,6,3,7,10,12,13,11,10,11,8,9,12,5,9,6,7,7,4,4,11,5,11,6,6,6,6,7,5,5,10,14,0,13,23,22,19,16,12,15,11,13,11,12,15,16,17,16,10,8,6,7,4,3,5,10,9,6,4,6,9,19,17,10,13,13,12,16,13,12,11,9,9,8,6,7,6,5,4,16,17,17,7,16,15,13,1,1,0,0
2022-03-29 23:00:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,2,2,5,5,4,2,0,5,6,4,6,7,5,7,6,5,0,6,8,9,8,0,4,4,6,9,11,10,8,4,6,5,6,6,5,3,4,3,5,5,4,5,6,8,9,8,10,15,14,12,12,11,8,10,8,8,7,8,8,12,10,8,7,4,3,3,3,4,14,9,6,5,6,2,7,7,5,5,6,12,13,12,11,9,8,8,7,6,5,1,4,1,7,5,5,4,4,4,6,2,0,0,0
2022-03-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 04:00:00,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,2,3,3,4,6,6,10,12,10,7,9,3,10,12,11,12,6,13,13,13,12,0,14,17,0,18,21,0,26,32,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 05:00:00,0,1,0,2,3,6,7,0,2,0,4,4,2,2,1,0,3,4,5,6,8,6,8,10,11,12,11,10,3,6,5,6,3,4,3,4,3,0,2,6,0,10,12,13,17,21,22,22,5,15,17,24,25,20,18,26,11,23,20,12,9,6,3,2,1,1,1,0,0,1,0,2,0,0,3,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 06:00:00,0,3,0,1,2,7,6,4,0,3,7,6,1,3,4,5,5,5,8,9,12,13,13,9,10,11,10,10,8,11,11,12,8,7,5,6,4,0,1,3,3,4,5,6,8,8,9,8,9,6,11,12,14,13,13,13,12,11,10,5,6,6,4,3,2,3,4,0,6,5,2,2,4,2,2,3,3,4,3,5,6,3,3,7,11,13,12,11,6,0,10,3,10,11,11,8,6,0,5,6,5,3,4,3,0,2,4,4,0,3,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0
2022-03-30 07:00:00,0,1,0,0,5,11,13,14,13,14,17,16,5,3,5,5,9,13,16,22,30,30,38,38,38,43,39,39,39,34,29,27,18,16,15,15,12,10,11,13,12,10,11,18,25,30,29,23,22,22,24,24,30,22,26,33,24,20,16,13,15,10,7,5,6,7,7,2,5,5,3,4,8,0,9,9,8,12,15,17,15,18,21,24,29,33,34,21,14,13,14,15,12,11,11,12,10,8,5,9,10,9,5,5,4,5,6,10,4,12,12,8,2,1,10,9,5,3,2,1,2,5,6,0,0
2022-03-30 08:00:00,0,18,13,2,6,12,0,6,7,13,16,15,2,8,10,4,11,13,21,26,29,31,34,34,37,36,42,41,43,41,43,43,36,42,38,25,21,16,14,13,14,15,14,16,21,24,22,19,18,19,22,26,35,40,49,49,46,53,29,29,50,44,23,12,12,10,13,9,9,8,5,3,6,7,8,8,6,15,16,12,14,7,8,14,23,29,31,28,26,25,22,22,16,15,11,11,12,7,13,17,11,21,17,17,15,13,11,11,12,12,13,11,2,0,25,14,13,24,19,16,14,9,14,0,0
2022-03-30 09:00:00,0,9,7,0,3,5,6,2,7,7,8,9,4,6,10,12,16,26,31,36,34,32,29,28,25,21,24,24,24,22,20,14,12,9,11,8,8,7,7,6,5,7,8,8,11,11,11,10,10,14,18,19,24,23,20,21,21,22,16,16,24,16,12,11,10,9,10,10,8,9,8,7,10,9,6,5,8,13,11,13,13,7,7,11,13,15,14,12,14,11,19,13,12,11,11,9,9,8,11,11,14,16,9,6,4,6,3,5,5,2,6,5,3,0,10,8,3,7,7,2,6,3,2,0,0
2022-03-30 10:00:00,0,1,0,2,3,4,0,0,4,0,0,7,5,6,7,2,10,7,8,16,20,22,21,20,13,17,16,15,11,16,13,11,9,11,9,7,5,8,7,8,7,6,8,5,7,8,11,10,9,10,11,11,10,11,12,16,13,14,11,9,10,9,11,8,7,5,5,4,6,7,5,5,5,4,4,6,7,8,7,3,5,4,5,7,10,12,7,11,9,6,7,9,10,3,7,8,9,6,3,7,9,11,9,7,8,11,10,8,4,7,6,3,3,1,6,7,0,2,2,1,3,3,2,1,0
2022-03-30 11:00:00,0,1,0,0,2,8,2,0,1,0,5,7,1,4,5,0,7,4,8,11,13,10,8,8,7,8,8,10,0,8,14,12,9,8,9,8,7,10,6,9,10,10,9,9,9,9,9,12,11,10,10,9,9,10,8,9,8,10,6,4,6,6,6,5,3,6,7,6,3,7,4,8,6,0,4,7,6,10,9,8,7,8,7,9,9,10,8,6,11,10,10,9,11,10,11,12,12,12,10,11,13,16,13,13,13,10,10,10,9,6,6,5,2,1,8,6,4,1,3,2,2,0,1,0,0
2022-03-30 12:00:00,0,0,0,1,4,6,0,5,2,3,2,6,1,5,6,7,8,6,10,14,16,15,15,17,15,14,12,13,11,14,13,11,13,13,12,13,14,13,12,10,13,12,10,10,11,9,9,9,8,6,5,7,8,9,10,11,8,8,7,5,9,9,7,9,9,8,9,0,8,10,9,14,17,15,13,9,8,7,8,10,8,8,7,15,9,15,10,14,10,13,9,8,10,9,6,8,11,10,10,12,16,21,21,17,14,14,9,8,4,6,5,2,3,0,6,5,3,2,0,2,4,1,0,0,0
2022-03-30 13:00:00,0,0,0,0,2,6,0,4,5,6,5,4,2,4,5,6,6,8,12,17,19,16,19,20,20,18,17,18,10,18,16,11,14,13,13,13,12,11,10,13,15,15,14,13,13,13,14,11,10,11,10,9,12,9,11,9,9,13,11,7,9,7,6,5,8,9,7,6,6,10,3,9,6,6,5,12,12,12,13,13,14,15,17,20,20,10,11,17,15,0,15,16,13,13,11,11,11,10,10,12,12,13,14,15,16,15,15,13,11,6,5,4,2,2,4,3,0,2,1,0,3,2,2,0,0
2022-03-30 14:00:00,0,0,0,2,6,6,5,4,9,6,10,6,6,5,5,4,6,7,11,16,16,11,11,12,9,7,8,7,4,12,10,8,8,8,10,9,9,9,9,8,9,11,9,9,9,8,10,8,7,10,9,9,6,7,8,11,10,12,9,7,6,7,6,5,6,8,9,8,9,9,9,14,12,0,9,7,9,8,8,7,8,7,8,5,9,7,7,6,10,11,12,13,14,10,13,9,11,12,13,15,15,19,16,16,15,15,11,14,12,11,10,6,7,6,10,9,0,0,3,5,2,0,0,0,0
2022-03-30 15:00:00,0,1,0,1,5,7,3,0,0,9,11,8,3,5,5,0,9,10,10,13,13,15,13,18,16,15,8,8,4,11,10,10,8,8,7,9,9,9,6,8,8,10,9,9,8,8,10,9,8,8,9,7,9,7,9,9,9,10,10,7,8,8,9,5,6,7,7,7,10,13,15,13,15,11,10,13,12,10,9,11,12,19,17,17,15,14,5,12,11,10,12,8,9,10,6,8,11,10,11,12,10,15,13,15,10,13,11,9,8,8,7,5,5,4,11,10,0,5,6,8,5,2,0,0,0
2022-03-30 16:00:00,0,2,0,3,4,5,4,4,3,5,0,5,4,6,12,13,12,13,14,13,14,14,17,18,14,15,17,15,19,5,17,16,20,21,13,13,13,13,43,43,53,49,46,40,29,22,19,18,9,10,12,7,13,14,13,14,16,17,11,8,9,8,8,8,7,9,10,9,10,17,16,15,15,14,13,13,10,15,12,17,16,24,23,16,9,7,6,4,4,5,9,11,10,10,10,11,16,17,17,19,20,24,22,23,23,21,18,14,12,13,10,7,5,4,12,13,11,14,10,8,7,2,4,0,0
