Unnamed: 0,1_중랑공영차고지(기점가상),2_중랑공영차고지.신내역,3_신내차량사업소입구,4_동서울교회,5_양원리,6_양원역입구,7_경남아파트,8_망우금호어울림아파트,9_망우동고개,10_금란교회앞,11_능산지하차도,12_신내새한아파트앞,13_우남푸르미아아파트,14_신내초등학교,15_경남아파트,16_성원아파트경남아너스빌앞,17_중랑구청사거리,18_신내동성3차아파트,19_신내동성1.2차아파트,20_신내9단지아파트.서울의료원,21_봉화산역2번출구,22_태릉고등학교.원묵초등학교,23_신내4단지아파트,24_구립도서관체육관,25_신내우체국.5단지두산대림아파트,26_봉화산역3번출구,27_신내8단지아파트.서울의료원,28_신내9단지아파트,29_신내10단지아파트,30_중랑구청사거리,31_성원아파트경남아너스빌앞,32_건영아파트,33_대명프라자,34_신내초등학교,35_우남푸르미아아파트,36_신내초등학교,37_금란교회앞,38_망우동고개,39_망우동금호어울림아파트,40_서울특별시북부병원,41_양원역입구,42_양원리,43_동서울교회,44_신내역1번출구,45_중랑공영차고지,46_중랑공영차고지.신내역,47_중랑공영차고지(가상)
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,0,0,1,0,0,1,0,2,0,1,0,0,0,0,2,3,1,2,2,3,0,1,0,0,0,1,1,1,2,2,1,0,3,0,2,2,0,0,1,0,0,0,0,0,0,0,0
2022-03-27 07:00:00,0,0,1,0,2,1,1,3,2,0,3,1,0,0,1,1,0,3,3,2,1,0,1,0,2,3,0,2,1,1,1,0,0,4,0,0,1,1,1,0,2,0,0,0,0,0,0
2022-03-27 08:00:00,0,0,2,0,0,0,3,5,1,0,1,2,1,3,0,5,4,4,3,4,1,0,0,0,3,4,6,7,5,4,6,2,0,0,7,8,3,2,0,0,1,1,0,0,0,0,0
2022-03-27 09:00:00,0,2,3,0,1,0,0,2,2,2,3,1,0,0,4,5,4,1,3,3,1,0,2,1,0,5,4,2,3,5,4,3,1,0,0,1,0,2,2,1,0,0,0,0,0,0,0
2022-03-27 10:00:00,0,0,4,0,1,3,4,3,0,4,0,3,2,4,3,6,10,8,13,9,4,1,1,3,2,6,7,4,6,5,2,5,0,6,5,4,3,3,4,1,3,1,3,2,0,0,0
2022-03-27 11:00:00,0,1,2,0,0,1,0,2,4,5,0,4,2,2,1,3,2,3,3,4,5,0,2,1,0,2,6,5,3,2,2,3,2,0,3,4,3,2,0,0,1,2,1,0,0,0,0
2022-03-27 12:00:00,0,0,1,2,3,1,0,3,5,7,2,5,4,5,6,7,4,4,8,6,3,2,4,2,4,6,7,8,8,5,0,4,5,4,0,4,3,1,0,0,0,0,0,0,0,0,0
2022-03-27 13:00:00,0,1,0,0,0,0,1,2,3,5,4,4,4,3,4,6,7,9,9,5,3,0,0,3,4,7,6,3,4,6,4,3,3,1,4,0,2,2,0,1,0,0,0,0,0,0,0
2022-03-27 14:00:00,0,0,3,0,1,1,2,5,3,2,4,3,2,0,2,5,5,4,4,5,2,1,0,1,2,5,2,0,1,5,3,1,0,0,0,2,1,1,0,3,0,0,0,0,0,0,0
2022-03-27 15:00:00,0,0,1,0,2,1,0,2,3,4,2,5,6,0,2,3,5,6,5,5,3,1,3,3,4,8,0,0,8,8,1,6,5,3,0,2,1,1,2,0,3,2,1,0,0,0,0
2022-03-27 16:00:00,0,1,2,0,2,3,4,5,5,7,0,2,1,3,0,1,1,7,6,7,1,0,1,3,1,7,6,5,4,5,0,8,3,5,4,3,2,0,1,0,0,2,0,0,0,0,0
2022-03-27 17:00:00,0,0,1,1,4,0,3,4,0,6,5,1,4,5,0,3,7,1,8,0,3,4,4,1,3,11,10,8,10,9,9,4,7,2,9,2,5,2,1,0,2,1,0,0,0,0,0
2022-03-27 18:00:00,0,1,4,1,0,2,0,4,1,2,0,1,0,1,1,2,3,3,3,2,2,1,1,2,3,4,4,5,9,5,3,5,4,2,3,5,3,1,2,3,1,0,0,0,1,0,0
2022-03-27 19:00:00,0,1,0,0,0,0,0,2,3,7,6,0,3,0,0,7,5,4,2,1,1,0,0,1,0,10,7,3,6,4,1,3,2,4,5,0,4,1,1,0,4,2,0,1,0,0,0
2022-03-27 20:00:00,0,0,0,0,0,1,0,3,1,2,0,3,3,4,3,5,4,2,3,2,2,3,1,0,0,5,0,0,0,5,7,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2022-03-27 21:00:00,0,0,1,0,0,0,1,0,1,1,0,2,0,0,0,0,2,4,3,0,0,0,2,1,2,5,3,0,3,2,1,1,5,0,6,2,2,1,0,0,0,0,0,0,0,0,0
2022-03-27 22:00:00,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,3,2,0,1,1,2,1,2,1,9,6,5,0,8,0,6,0,10,2,2,9,3,0,0,1,0,0,0,0,0,0
2022-03-27 23:00:00,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,4,3,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,0,0,1,0,1,1,1,3,0,1,2,5,4,0,5,6,4,3,5,5,2,0,0,0,0,3,2,3,2,2,0,0,0,0,3,4,1,2,3,2,2,2,1,0,0,0,0
2022-03-28 07:00:00,0,15,32,33,29,3,2,6,4,5,5,11,11,17,29,31,48,56,54,51,26,11,2,3,3,6,7,7,8,11,14,19,19,21,24,26,24,27,25,15,2,1,1,0,0,0,0
2022-03-28 08:00:00,0,26,34,0,36,31,4,5,5,6,5,8,9,9,10,12,14,17,28,27,3,1,4,2,3,15,18,14,13,11,4,0,3,4,5,9,8,6,5,4,2,5,4,2,0,0,0
2022-03-28 09:00:00,0,0,2,0,1,0,1,2,1,2,0,0,3,3,4,4,5,4,7,7,2,1,1,1,0,5,6,6,6,7,3,4,6,5,5,4,4,2,2,1,1,2,1,0,0,0,0
2022-03-28 10:00:00,0,0,1,1,1,2,2,6,8,7,6,5,3,5,6,7,5,6,8,6,3,3,2,1,1,4,3,0,0,5,5,3,2,4,2,6,5,5,6,0,4,3,2,0,0,0,0
2022-03-28 11:00:00,0,1,0,1,1,1,4,2,4,3,2,3,2,0,0,2,4,5,5,4,1,0,1,2,1,4,4,3,5,7,6,0,3,2,0,3,2,1,0,0,0,0,0,0,0,0,0
2022-03-28 12:00:00,0,0,1,0,2,0,4,2,3,5,3,3,0,2,5,7,5,9,8,8,0,0,0,1,0,6,8,4,3,5,0,4,1,0,5,3,2,0,1,0,0,0,0,0,0,0,0
2022-03-28 13:00:00,0,1,2,1,1,3,5,5,4,3,3,2,2,3,4,5,6,5,5,6,2,1,4,4,1,5,6,5,6,4,2,0,3,4,4,3,2,1,2,0,2,0,0,0,0,0,0
2022-03-28 14:00:00,0,0,1,0,1,0,8,1,3,9,11,2,12,11,3,7,5,6,6,5,3,0,1,2,0,6,4,3,4,2,0,3,0,3,4,5,3,4,3,14,15,0,0,0,14,0,0
2022-03-28 15:00:00,0,1,2,0,3,4,6,3,0,7,4,7,5,4,4,5,4,5,3,7,6,4,3,2,0,8,9,8,9,9,0,10,9,5,6,5,4,5,4,3,23,23,20,1,3,0,0
2022-03-28 16:00:00,0,0,1,0,2,12,13,0,15,13,16,13,13,10,9,7,7,4,0,4,2,15,24,45,45,47,44,44,41,25,23,18,15,14,13,11,6,5,3,4,6,4,3,1,0,0,0
2022-03-28 17:00:00,0,0,1,2,4,4,5,0,6,7,8,6,4,3,4,6,9,9,8,13,3,4,7,6,4,17,16,13,11,10,9,5,8,4,5,4,3,2,1,5,6,4,3,2,1,0,0
2022-03-28 18:00:00,0,1,4,5,3,4,0,5,3,4,3,4,4,4,0,4,5,5,3,4,5,4,3,3,2,29,22,20,17,13,11,10,9,7,8,6,6,3,2,0,4,4,0,3,1,0,0
2022-03-28 19:00:00,0,0,4,0,5,4,4,3,0,4,4,6,7,0,3,8,2,7,3,4,6,6,4,5,3,33,25,18,14,13,12,10,7,8,6,5,5,4,2,2,4,0,0,0,0,0,0
2022-03-28 20:00:00,0,0,2,1,1,0,0,2,2,2,0,4,0,1,0,0,3,4,1,1,2,1,1,2,0,18,16,14,12,8,7,11,8,7,5,6,2,3,2,1,1,0,0,2,1,0,0
2022-03-28 21:00:00,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,2,1,0,3,2,1,0,0,0,0,10,7,6,3,3,4,2,0,4,5,4,4,3,3,0,0,1,0,0,0,0,0
2022-03-28 22:00:00,0,0,1,1,1,0,1,2,0,3,0,0,0,2,0,0,4,0,3,0,2,1,0,1,3,10,7,7,6,8,8,6,3,4,3,2,2,1,0,0,0,0,0,0,0,0,0
2022-03-28 23:00:00,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,1,0,4,1,15,10,6,4,4,3,3,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,0,0,0,0,0,1,0,1,0,0,0,2,0,0,2,3,3,6,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 06:00:00,0,1,2,0,1,1,1,2,0,1,2,4,3,4,2,6,7,8,19,18,0,0,1,0,0,1,2,1,0,0,0,0,2,0,3,1,1,2,4,4,3,5,2,0,0,0,0
2022-03-29 07:00:00,0,13,20,0,3,2,1,5,8,9,8,11,11,12,20,24,30,34,44,48,27,13,2,3,3,7,6,7,7,13,14,19,20,22,27,31,30,21,29,9,2,3,2,0,0,0,0
2022-03-29 08:00:00,0,14,21,0,22,18,4,6,5,7,5,7,6,8,9,11,12,13,17,22,6,2,6,1,5,10,5,6,5,5,4,7,6,7,3,6,3,4,2,2,5,6,2,5,2,0,0
2022-03-29 09:00:00,0,0,2,0,2,4,3,5,4,2,2,4,3,5,7,6,6,6,9,8,2,0,3,3,2,9,9,4,7,6,5,3,6,6,0,1,4,3,3,2,0,3,2,0,0,0,0
2022-03-29 10:00:00,0,0,1,0,1,0,1,5,6,7,6,5,0,4,4,6,6,0,5,6,2,3,2,3,2,7,7,4,8,7,4,4,2,4,5,5,2,1,2,2,0,2,1,0,0,0,0
2022-03-29 11:00:00,0,0,0,0,1,1,0,2,2,2,3,3,4,3,0,1,4,2,2,4,1,0,2,2,3,4,2,3,0,4,4,2,3,5,3,0,1,4,5,3,1,0,0,0,0,0,0
2022-03-29 12:00:00,0,0,3,3,1,0,2,2,2,3,3,4,3,0,0,4,3,5,5,3,2,2,2,2,3,9,4,4,4,3,2,3,2,2,3,0,2,4,3,2,0,0,0,1,0,0,0
2022-03-29 13:00:00,0,2,1,0,2,2,1,1,0,5,5,3,4,6,7,9,5,10,8,7,2,1,1,4,3,9,7,11,13,8,6,2,0,4,2,5,2,0,0,1,1,0,0,0,0,0,0
2022-03-29 14:00:00,0,1,0,0,1,1,3,4,5,3,3,3,3,4,3,5,5,2,4,2,3,1,2,0,1,8,7,7,5,4,0,0,5,6,5,5,4,1,5,10,9,9,6,8,6,0,0
2022-03-29 15:00:00,0,0,2,0,1,3,3,3,2,4,6,5,4,6,2,4,6,4,4,5,2,21,27,26,2,30,30,8,27,15,13,7,4,5,3,4,5,3,1,0,6,0,7,1,0,0,0
2022-03-29 16:00:00,0,2,3,0,4,15,17,18,4,18,18,14,13,10,10,8,8,6,6,5,2,1,6,24,25,31,30,32,30,23,24,23,18,7,18,16,12,6,3,0,7,5,4,0,3,0,0
2022-03-29 17:00:00,0,0,1,0,0,4,2,3,3,7,4,7,4,9,5,9,8,7,6,5,2,0,1,2,1,14,15,9,14,12,5,12,10,7,8,7,5,3,1,0,2,0,1,0,0,0,0
2022-03-29 18:00:00,0,1,3,1,2,3,5,6,8,10,7,9,8,7,8,9,8,9,0,8,3,1,1,1,2,38,30,13,10,10,9,6,3,4,4,4,2,1,2,3,7,6,5,0,0,0,0
2022-03-29 19:00:00,0,1,0,0,1,0,0,1,2,4,4,2,3,1,1,2,6,3,2,3,4,5,3,4,6,21,18,20,15,13,14,13,8,9,10,6,3,2,1,0,0,1,0,0,0,0,0
2022-03-29 20:00:00,0,0,0,0,1,1,0,2,0,3,4,0,3,2,2,1,4,5,4,3,3,2,0,0,2,15,13,10,9,6,0,4,6,4,3,5,3,2,2,3,2,2,1,0,0,0,0
2022-03-29 21:00:00,0,0,0,0,0,1,0,3,1,4,3,2,1,2,2,4,5,4,5,5,4,2,0,2,0,10,9,5,8,7,6,2,5,3,4,5,2,0,3,0,2,0,0,0,0,0,0
2022-03-29 22:00:00,0,1,3,0,1,4,3,1,0,2,3,0,2,0,1,0,1,0,1,2,2,0,0,0,2,12,9,6,5,7,5,6,6,4,0,3,2,1,1,0,0,0,0,0,0,0,0
2022-03-29 23:00:00,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,2,1,1,1,0,0,0,2,0,5,4,5,0,3,4,2,3,3,2,1,2,1,1,0,2,0,0,0,0,0,0
2022-03-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 05:00:00,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,3,5,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 06:00:00,0,0,0,0,0,1,1,0,0,1,2,5,1,3,3,4,4,6,9,13,1,0,1,0,0,2,2,3,3,2,1,3,1,0,2,0,1,2,4,1,1,0,0,0,0,0,0
2022-03-30 07:00:00,0,19,23,24,19,2,3,8,3,9,4,9,8,11,20,30,37,41,55,56,30,10,3,2,3,9,11,13,14,18,17,19,19,20,26,27,27,26,24,9,4,6,3,0,0,0,0
2022-03-30 08:00:00,0,19,20,10,2,16,3,7,6,5,4,7,8,9,12,14,17,18,26,26,3,2,1,2,2,10,13,12,9,8,5,4,0,3,5,4,6,7,6,5,4,5,4,0,0,0,0
2022-03-30 09:00:00,0,1,0,0,3,2,2,3,5,6,5,0,4,0,6,5,6,7,8,8,0,1,1,0,2,5,6,3,5,4,3,2,3,4,1,3,4,3,3,2,1,1,0,0,0,0,0
2022-03-30 10:00:00,0,0,3,0,4,1,3,2,5,4,3,0,2,2,4,3,4,5,4,4,2,1,1,0,0,1,2,0,2,2,1,0,0,3,0,0,0,1,0,2,0,1,0,0,0,0,0
2022-03-30 11:00:00,0,0,2,0,2,2,0,3,2,3,2,3,0,4,3,4,4,3,3,2,1,2,4,0,3,5,4,3,1,3,3,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0
2022-03-30 12:00:00,0,1,1,0,3,0,2,3,1,4,5,4,4,0,5,5,5,4,5,5,2,1,0,1,0,6,5,6,4,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-03-30 13:00:00,0,0,1,0,2,4,4,5,10,11,10,5,9,7,8,9,9,8,8,2,6,2,4,1,3,7,6,7,5,6,5,4,4,5,1,4,3,3,3,1,2,2,0,0,0,0,0
2022-03-30 14:00:00,0,0,1,0,0,0,1,2,1,0,2,0,4,5,0,3,5,2,4,4,1,3,2,6,0,10,8,6,10,7,2,6,4,3,3,2,4,3,2,1,2,0,1,0,0,0,0
2022-03-30 15:00:00,0,1,1,0,3,7,9,11,12,15,6,17,15,13,0,10,5,4,5,5,3,1,5,17,16,25,25,5,22,16,14,14,9,7,7,6,3,1,2,11,20,4,19,8,9,0,0
2022-03-30 16:00:00,0,0,2,0,2,19,21,21,21,7,21,15,19,16,14,13,8,8,7,7,2,18,17,8,9,21,20,12,15,12,13,9,8,8,0,7,4,4,5,3,8,7,6,4,3,0,0
2022-03-30 17:00:00,0,0,4,4,5,6,7,7,7,8,9,4,7,6,5,6,5,0,6,6,2,2,2,5,6,15,14,13,12,9,8,6,5,5,4,5,1,2,1,0,3,0,0,2,0,0,0
2022-03-30 18:00:00,0,1,4,0,2,4,2,2,3,6,7,6,6,4,1,6,7,11,2,10,3,3,2,2,2,41,32,27,22,13,9,7,11,2,4,4,3,4,5,2,7,4,0,2,1,0,0
2022-03-30 19:00:00,0,1,2,0,1,1,1,2,0,3,3,1,3,2,0,4,5,4,4,2,2,2,1,0,4,26,24,15,14,9,8,6,10,9,10,9,6,5,5,5,5,4,2,0,0,0,0
2022-03-30 20:00:00,0,1,0,0,0,1,0,2,1,2,2,1,1,2,0,2,5,4,4,5,3,0,2,0,1,14,20,15,12,9,9,0,8,11,12,10,5,2,1,0,1,0,0,0,0,0,0
2022-03-30 21:00:00,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,13,11,11,9,8,4,5,6,5,6,7,6,3,0,0,2,0,0,0,0,0,0
2022-03-30 22:00:00,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,2,3,0,2,1,1,2,4,13,10,7,6,6,5,4,3,0,3,2,1,1,0,0,0,0,0,0,0,0,0
2022-03-30 23:00:00,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,2,3,11,9,6,0,4,3,4,2,3,0,2,1,0,0,0,0,0,0,0,0,0,0
2022-03-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 05:00:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 06:00:00,0,0,1,0,0,1,1,2,0,2,3,6,3,1,2,7,7,8,11,9,0,0,1,1,0,2,2,4,3,1,0,0,2,0,3,0,1,2,4,2,0,0,0,0,0,0,0
2022-03-31 07:00:00,0,16,23,0,2,3,3,4,5,6,4,9,9,12,22,27,35,37,46,43,24,10,4,4,4,5,7,6,8,12,16,20,22,27,29,33,32,32,28,11,7,2,4,1,0,0,0
2022-03-31 08:00:00,0,15,28,6,26,18,5,6,5,7,5,5,6,7,10,14,15,15,20,27,5,1,3,4,4,15,11,12,13,8,7,0,6,7,9,7,4,3,2,1,3,8,5,1,0,0,0
2022-03-31 09:00:00,0,0,1,0,4,2,5,4,7,8,6,7,6,0,5,5,4,3,8,10,1,1,2,1,2,6,3,2,8,3,4,7,6,6,2,4,1,1,1,2,3,0,2,0,0,0,0
2022-03-31 10:00:00,0,1,1,0,1,0,1,4,4,5,5,3,0,4,5,3,3,4,5,4,3,2,1,0,2,4,4,2,3,3,0,0,0,2,2,3,4,2,1,0,2,1,0,0,0,0,0
2022-03-31 11:00:00,0,0,0,0,1,0,0,2,3,3,4,5,4,2,3,3,4,5,5,3,2,0,1,0,4,7,0,0,0,3,0,5,3,1,6,0,1,2,0,1,0,1,0,0,0,0,0
2022-03-31 12:00:00,0,0,2,0,2,2,4,7,1,8,7,5,3,2,4,3,5,6,5,5,3,2,4,5,6,8,6,7,6,6,1,5,5,3,4,3,3,2,1,0,0,2,1,0,0,0,0
2022-03-31 13:00:00,0,0,1,0,2,3,1,2,2,3,4,5,1,3,1,4,4,5,5,4,2,1,2,1,4,7,4,6,7,6,6,4,5,5,6,6,4,1,0,0,0,0,0,0,0,0,0
2022-03-31 14:00:00,0,2,0,0,1,1,1,2,3,4,4,2,5,2,3,0,3,4,4,3,2,1,2,0,1,4,4,3,2,5,4,3,4,2,6,6,5,2,1,4,0,0,0,0,0,0,0
2022-03-31 15:00:00,0,0,1,0,0,3,2,3,3,4,4,3,2,3,4,2,3,4,1,2,2,15,20,1,21,25,20,19,18,11,4,9,7,5,6,5,5,4,0,5,13,13,9,2,0,0,0
2022-03-31 16:00:00,0,0,3,0,4,20,21,20,15,21,20,19,16,13,15,19,15,7,14,11,5,6,11,28,9,29,24,22,12,17,13,11,8,7,8,8,5,5,4,3,3,1,2,0,1,0,0
2022-03-31 17:00:00,0,0,0,0,0,3,3,0,6,5,6,5,6,5,4,4,7,8,7,10,3,4,2,3,5,15,13,7,11,12,11,0,7,4,4,6,4,4,5,8,9,7,5,1,0,0,0
2022-03-31 18:00:00,0,0,1,0,2,3,0,2,3,4,6,6,5,4,5,5,11,5,10,8,2,1,2,2,0,24,16,13,12,15,9,13,9,9,9,7,5,6,5,4,3,1,0,0,0,0,0
2022-03-31 19:00:00,0,0,5,0,4,4,5,8,7,1,4,0,2,1,2,3,5,3,4,5,4,3,1,2,3,26,22,16,15,9,7,8,6,5,0,5,3,1,0,1,2,3,2,0,1,0,0
2022-03-31 20:00:00,0,0,1,0,1,3,0,4,1,3,5,3,2,0,2,5,7,6,7,6,3,0,0,1,2,17,17,16,14,18,17,15,12,13,5,11,8,4,2,1,2,1,0,0,0,0,0
2022-03-31 21:00:00,0,0,0,0,0,0,0,0,1,1,1,1,0,2,3,4,3,2,1,3,2,0,1,2,0,10,9,7,0,4,5,6,5,6,5,6,3,2,0,2,1,0,0,0,0,0,0
2022-03-31 22:00:00,0,1,2,0,1,0,1,1,2,4,4,3,3,2,3,4,1,0,0,0,0,2,1,0,2,14,11,8,4,8,7,3,6,6,3,7,6,4,2,1,0,0,0,0,0,0,0
2022-03-31 23:00:00,0,1,0,0,3,2,0,3,2,3,2,2,1,0,1,0,3,2,2,0,2,0,0,3,4,17,12,6,8,8,7,5,4,5,0,4,1,0,1,0,0,0,0,0,0,0,0
2022-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 05:00:00,0,0,1,0,0,0,1,2,0,0,0,0,0,0,3,0,4,0,5,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 06:00:00,0,2,1,0,0,1,0,1,2,1,2,4,2,3,5,6,8,6,11,8,1,0,0,0,1,2,3,1,3,1,0,0,2,0,3,0,0,1,4,3,4,4,2,1,0,0,0
2022-04-01 07:00:00,0,20,21,0,19,5,3,4,5,6,5,9,8,11,21,29,32,37,49,48,24,11,3,4,3,7,9,8,7,9,15,16,17,18,21,21,22,21,16,8,4,1,1,0,0,0,0
