Unnamed: 0,1_중랑공영차고지(기점가상),2_중랑공영차고지.신내역,3_신내차량사업소입구,4_동서울교회,5_양원리,6_양원역입구,7_경남아파트,8_망우금호어울림아파트,9_망우동고개,10_금란교회앞,11_능산지하차도,12_신내새한아파트앞,13_우남푸르미아아파트,14_신내초등학교,15_경남아파트,16_성원아파트경남아너스빌앞,17_중랑구청사거리,18_신내동성3차아파트,19_신내동성1.2차아파트,20_신내9단지아파트.서울의료원,21_봉화산역2번출구,22_태릉고등학교.원묵초등학교,23_신내4단지아파트,24_구립도서관체육관,25_신내우체국.5단지두산대림아파트,26_봉화산역3번출구,27_신내8단지아파트.서울의료원,28_신내9단지아파트,29_신내10단지아파트,30_중랑구청사거리,31_성원아파트경남아너스빌앞,32_건영아파트,33_대명프라자,34_신내초등학교,35_우남푸르미아아파트,36_신내초등학교,37_금란교회앞,38_망우동고개,39_망우동금호어울림아파트,40_서울특별시북부병원,41_양원역입구,42_양원리,43_동서울교회,44_신내역1번출구,45_중랑공영차고지,46_중랑공영차고지.신내역,47_중랑공영차고지(가상)
2022-04-01 08:00:00,0,18,27,0,28,19,4,6,5,4,3,5,6,7,10,11,13,14,16,22,4,1,3,2,3,8,6,7,7,4,3,6,5,1,7,8,4,10,10,8,7,0,5,3,2,0,0
2022-04-01 09:00:00,0,1,2,0,3,4,1,2,4,3,0,4,2,2,3,3,4,8,10,7,3,4,2,5,6,7,9,8,10,10,8,6,6,7,3,5,5,4,3,1,2,0,0,0,0,0,0
2022-04-01 10:00:00,0,0,1,0,2,1,0,2,2,3,4,3,5,2,3,3,1,0,2,4,1,1,4,2,2,6,5,4,7,11,4,6,10,5,0,9,3,2,0,2,1,1,0,0,0,0,0
2022-04-01 11:00:00,0,0,0,1,0,1,0,0,0,2,1,1,0,2,4,6,7,8,10,10,1,0,1,3,2,6,1,3,5,7,5,4,0,0,2,5,3,2,1,1,1,0,0,0,0,0,0
2022-04-01 12:00:00,0,1,2,0,1,1,3,3,1,1,3,5,4,4,3,3,4,1,5,4,3,2,2,4,0,7,4,3,6,6,3,5,5,6,1,4,2,3,2,3,2,1,0,0,0,0,0
2022-04-01 13:00:00,0,0,1,0,2,3,0,3,2,2,4,3,5,5,2,5,5,6,7,7,1,0,2,0,3,5,6,5,6,6,0,6,7,5,8,5,4,3,0,0,1,0,1,0,0,0,0
2022-04-01 14:00:00,0,1,0,0,0,7,10,12,11,7,6,5,2,1,1,1,2,1,2,1,4,0,0,0,2,3,2,2,1,4,2,2,4,3,4,4,4,2,1,8,9,0,3,7,1,0,0
2022-04-01 15:00:00,0,1,2,0,2,13,15,10,16,20,19,14,13,10,9,8,9,8,6,6,4,3,5,11,2,13,12,5,6,5,0,6,3,2,5,6,4,5,4,3,6,3,2,5,4,0,0
2022-04-01 16:00:00,0,1,3,0,2,3,4,6,6,8,10,12,8,10,0,9,6,6,7,6,5,24,24,30,30,34,32,32,31,26,7,17,13,12,10,7,7,4,3,3,4,6,3,5,3,0,0
2022-04-01 17:00:00,0,1,2,0,0,4,5,6,11,17,11,16,11,8,12,11,7,5,7,6,3,1,2,2,3,11,9,7,8,10,9,8,5,6,5,4,3,0,1,0,0,0,1,0,0,0,0
2022-04-01 18:00:00,0,0,3,0,2,2,3,4,6,7,9,5,5,2,7,7,7,9,8,11,6,2,2,5,5,21,19,15,15,15,13,12,10,6,6,7,6,4,2,1,6,8,7,4,0,0,0
2022-04-01 19:00:00,0,0,1,0,1,2,0,3,4,4,4,8,6,2,8,7,9,9,8,8,6,6,3,3,4,26,19,13,12,14,9,0,7,6,7,3,3,2,3,2,6,5,4,2,1,0,0
2022-04-01 20:00:00,0,0,1,0,0,1,0,1,2,2,1,0,2,0,0,2,5,5,4,2,2,0,3,2,3,19,15,12,11,7,4,7,7,7,2,5,3,1,0,0,1,0,0,0,0,0,0
2022-04-01 21:00:00,0,0,0,0,1,0,0,0,2,3,2,0,2,0,2,3,1,4,0,3,1,0,0,1,3,13,12,8,11,12,7,11,9,0,11,9,6,1,1,0,2,1,0,0,0,0,0
2022-04-01 22:00:00,0,1,2,2,2,1,0,2,1,2,0,0,1,1,0,2,3,2,2,0,0,1,0,1,3,13,11,8,7,11,0,8,9,1,7,8,3,1,0,1,0,0,0,0,0,0,0
2022-04-01 23:00:00,0,1,3,0,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,3,16,10,8,5,5,4,3,3,0,4,3,3,1,2,0,1,1,0,0,0,0,0
2022-04-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 05:00:00,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 06:00:00,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0,1,1,0,0,7,3,4,3,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
2022-04-02 07:00:00,0,0,0,0,0,0,0,1,0,1,1,2,0,3,4,6,0,7,8,10,1,0,0,0,1,3,1,2,1,0,0,0,0,2,0,1,1,2,0,0,0,1,0,0,0,0,0
2022-04-02 08:00:00,2,1,0,0,1,0,3,4,3,0,1,4,3,1,4,5,6,3,6,5,3,2,0,0,2,2,2,3,4,3,1,4,0,4,5,7,7,6,4,4,3,1,2,0,0,0,0
2022-04-02 09:00:00,0,2,0,0,3,3,2,3,2,1,2,3,3,0,6,8,9,10,12,12,2,1,4,4,4,7,8,3,5,5,4,3,2,3,3,4,5,3,2,3,2,0,0,1,0,0,0
2022-04-02 10:00:00,0,1,0,0,1,0,0,2,4,5,4,5,6,5,5,6,5,3,7,10,2,0,2,0,0,3,4,6,5,4,0,2,1,2,1,3,2,1,3,0,2,0,0,1,0,0,0
2022-04-02 11:00:00,0,0,0,0,1,1,2,5,6,6,4,7,0,8,7,6,8,4,4,5,0,1,2,3,0,7,3,2,5,7,6,0,6,4,0,6,4,2,0,6,0,0,0,0,0,0,0
2022-04-02 12:00:00,0,1,0,0,3,0,6,6,7,8,3,4,8,3,4,8,10,10,11,8,6,4,3,8,7,10,8,12,11,9,12,0,0,11,6,6,4,2,1,0,0,0,0,0,0,0,0
2022-04-02 13:00:00,0,1,1,0,3,2,3,2,6,4,4,4,5,4,4,3,6,5,7,7,6,4,0,0,1,3,3,3,6,6,6,3,8,7,5,4,2,2,1,0,0,0,0,0,0,0,0
2022-04-02 14:00:00,0,0,0,0,2,3,1,1,3,7,3,5,6,6,3,5,7,6,3,5,3,3,5,7,5,9,8,5,8,9,8,2,8,8,0,5,4,6,2,1,2,1,1,0,0,0,0
2022-04-02 15:00:00,0,0,0,0,1,1,1,3,4,7,0,7,6,7,4,9,10,9,8,8,5,3,3,3,0,6,5,7,6,11,10,8,11,5,0,9,6,5,0,3,3,1,0,0,0,0,0
2022-04-02 16:00:00,0,0,1,0,2,4,1,3,2,4,5,5,2,3,4,5,6,5,5,7,3,0,1,2,2,15,13,12,10,7,6,4,6,5,7,2,4,2,3,0,0,2,1,0,0,0,0
2022-04-02 17:00:00,0,1,2,0,1,3,0,5,6,7,6,3,5,0,6,0,6,7,4,3,3,1,4,1,4,16,13,10,9,8,3,5,4,3,4,5,3,2,1,0,0,0,0,0,0,0,0
2022-04-02 18:00:00,0,0,0,0,2,2,0,2,3,5,0,5,0,4,1,6,5,7,4,2,2,1,1,1,3,9,8,7,4,5,0,0,3,3,0,4,2,1,1,0,0,0,0,1,0,0,0
2022-04-02 19:00:00,0,0,1,0,3,1,2,2,4,4,1,3,1,0,0,3,4,2,4,3,2,1,0,2,3,10,10,9,5,6,7,6,5,4,0,3,1,0,1,0,1,0,0,0,0,0,0
2022-04-02 20:00:00,0,0,0,0,0,0,0,3,0,1,2,1,0,2,1,3,0,2,2,2,2,1,2,1,2,7,3,5,0,5,0,5,0,4,0,2,2,0,1,1,0,0,0,0,0,0,0
2022-04-02 21:00:00,0,1,0,2,1,1,0,0,2,0,0,0,2,1,0,2,3,3,0,2,1,1,0,1,3,8,7,5,0,4,0,5,4,4,5,8,5,4,2,0,0,0,0,0,0,0,0
2022-04-02 22:00:00,0,0,0,0,0,1,2,3,0,2,3,2,1,0,0,0,2,3,1,3,1,0,1,1,2,11,10,8,5,3,3,4,2,5,0,4,3,2,1,1,1,0,0,0,0,0,0
2022-04-02 23:00:00,0,3,0,0,1,2,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,2,8,6,5,2,4,3,0,2,5,0,4,1,1,3,0,2,0,0,0,0,0,0
2022-04-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 05:00:00,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 06:00:00,0,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,0,0,4,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0
2022-04-03 07:00:00,0,0,1,0,0,1,2,1,2,2,1,3,0,2,0,3,3,4,6,5,1,0,1,2,0,3,2,0,0,2,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 08:00:00,0,1,4,1,2,3,0,2,4,4,5,1,2,3,3,4,5,6,7,7,2,0,1,3,0,5,3,4,5,6,5,4,0,5,0,4,1,2,1,0,0,0,0,1,0,0,0
2022-04-03 09:00:00,0,0,0,0,1,0,2,0,2,3,1,0,5,2,6,5,4,2,4,2,2,0,1,2,3,7,7,4,7,4,3,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0
2022-04-03 10:00:00,0,0,0,1,2,4,0,7,4,11,12,6,10,7,5,7,8,10,12,13,4,2,2,1,0,4,3,4,5,4,5,0,0,0,0,4,3,2,3,5,4,0,0,0,0,0,0
2022-04-03 11:00:00,0,0,0,1,1,1,0,4,4,1,0,0,0,0,1,2,6,5,6,3,1,0,3,3,1,2,0,4,0,3,2,0,1,3,0,5,4,1,0,0,1,0,3,0,0,0,0
2022-04-03 12:00:00,0,1,0,2,1,0,1,2,3,4,2,10,8,8,3,9,4,3,4,8,7,0,1,0,3,6,3,7,7,6,0,5,3,2,3,4,1,2,0,0,0,2,0,0,0,0,0
2022-04-03 13:00:00,0,0,0,0,1,2,1,3,5,4,6,0,3,2,0,1,6,2,3,4,1,0,0,3,0,5,4,4,0,6,5,2,3,0,3,3,4,1,3,2,0,3,0,0,0,0,0
2022-04-03 14:00:00,0,1,4,0,2,2,0,2,4,2,4,5,6,0,6,3,4,5,7,2,4,0,2,1,3,5,7,6,0,6,0,4,4,4,6,0,4,2,2,1,1,2,1,0,0,0,0
2022-04-03 15:00:00,0,0,2,0,1,2,0,3,2,0,0,1,0,1,2,2,4,0,3,2,2,2,1,0,0,6,9,8,9,7,6,5,4,3,4,5,4,2,0,0,1,0,0,0,0,0,0
2022-04-03 16:00:00,0,1,2,0,0,3,0,3,5,6,0,0,0,0,7,2,3,4,4,4,2,0,3,4,0,11,11,8,6,6,5,3,5,5,0,4,3,1,1,0,3,4,3,2,0,0,0
2022-04-03 17:00:00,0,1,3,0,3,0,4,3,4,5,6,6,3,3,0,5,1,6,0,5,4,0,1,4,5,12,13,10,11,8,7,7,4,2,0,3,2,4,5,1,1,0,0,0,0,0,0
2022-04-03 18:00:00,0,0,1,0,1,3,4,6,4,2,4,6,3,5,6,6,6,5,5,4,2,1,1,1,0,13,10,8,2,7,0,2,5,2,12,13,10,8,2,1,2,2,1,0,0,0,0
2022-04-03 19:00:00,0,0,2,0,0,5,0,2,0,6,7,9,8,9,0,2,3,5,1,7,5,3,2,2,0,7,6,4,4,4,2,0,1,1,3,5,4,0,1,2,0,1,0,0,0,0,0
2022-04-03 20:00:00,0,0,0,0,0,0,0,1,0,1,0,1,3,0,2,1,0,3,3,1,1,0,0,0,2,6,6,4,2,3,0,2,2,0,0,1,0,0,1,2,0,0,1,0,0,0,0
2022-04-03 21:00:00,0,0,0,1,0,2,1,1,0,1,0,0,1,1,0,0,0,2,0,1,1,1,0,4,4,13,12,10,9,8,3,0,3,4,5,4,2,1,3,0,2,0,0,0,0,0,0
2022-04-03 22:00:00,0,0,1,0,0,0,1,2,3,0,0,2,0,0,0,1,2,0,1,2,1,0,0,1,1,11,8,7,5,7,4,3,1,6,5,6,5,4,3,2,0,0,0,0,0,0,0
2022-04-03 23:00:00,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,5,0,11,12,1,1,11,9,4,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0
2022-04-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 05:00:00,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,2,4,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 06:00:00,0,0,1,0,0,1,0,2,0,1,4,4,4,2,5,6,6,7,10,14,1,0,1,2,2,1,4,5,4,3,0,0,0,2,3,0,1,4,3,2,2,1,0,0,0,0,0
2022-04-04 07:00:00,0,17,29,18,25,16,15,4,7,8,7,10,12,14,25,33,34,35,45,44,29,11,5,1,4,7,7,7,8,15,19,20,19,22,24,27,26,27,24,11,2,2,0,1,0,0,0
2022-04-04 08:00:00,0,10,17,0,19,14,7,8,8,7,6,9,11,10,12,13,15,13,25,22,4,1,3,4,0,16,13,12,9,7,6,7,5,9,8,10,8,7,8,4,3,3,1,0,2,0,0
2022-04-04 09:00:00,0,1,3,0,0,2,1,3,3,2,4,3,3,3,5,6,8,7,8,6,2,3,2,3,2,8,7,7,4,7,11,5,10,11,12,3,5,3,2,6,5,0,3,1,0,0,0
2022-04-04 10:00:00,0,0,2,0,2,3,3,5,4,5,4,4,5,3,4,4,6,7,7,6,4,5,3,0,0,3,4,4,5,3,4,8,3,6,7,8,3,2,0,1,0,0,0,0,0,0,0
2022-04-04 11:00:00,0,0,0,0,1,3,3,2,0,4,4,4,3,3,4,3,5,0,4,2,1,0,3,0,2,3,6,2,1,6,1,0,0,5,3,4,3,3,4,1,0,2,0,0,0,0,0
2022-04-04 12:00:00,0,0,3,0,1,1,2,4,4,2,5,6,5,3,6,4,4,5,6,0,2,1,3,4,5,10,7,8,4,5,3,4,4,0,1,3,3,2,1,2,3,2,0,1,0,0,0
2022-04-04 13:00:00,0,1,3,0,1,2,3,2,3,5,0,3,2,0,0,2,3,5,6,5,2,1,3,2,3,8,4,0,9,8,7,5,5,4,0,5,4,3,1,1,1,0,0,0,0,0,0
2022-04-04 14:00:00,0,1,2,0,0,2,8,7,3,6,5,6,0,5,2,4,6,5,5,4,1,0,2,0,0,5,4,1,0,4,3,4,3,2,2,3,2,2,1,16,2,0,0,14,0,0,0
2022-04-04 15:00:00,0,1,2,1,4,6,2,0,5,6,0,6,1,5,3,4,3,3,3,1,2,0,1,2,5,12,11,8,9,11,13,11,12,12,9,8,5,3,0,5,9,3,8,0,5,0,0
2022-04-04 16:00:00,0,1,2,0,0,12,15,17,3,23,21,20,16,11,10,8,7,8,6,5,3,24,28,45,46,53,49,47,45,30,28,23,16,14,13,10,5,3,2,1,2,2,1,0,0,0,0
2022-04-04 17:00:00,0,2,3,0,4,4,6,0,8,7,6,0,4,6,7,6,8,3,8,7,4,1,3,2,3,14,11,9,7,8,9,11,10,6,9,7,6,3,3,4,5,6,0,3,1,0,0
2022-04-04 18:00:00,0,0,3,2,2,2,0,2,3,6,6,6,5,5,7,6,7,7,4,6,7,3,3,6,2,29,25,16,14,11,9,8,8,9,10,9,8,3,3,4,5,4,2,1,0,0,0
2022-04-04 19:00:00,0,0,5,2,4,5,4,3,0,5,5,4,0,2,0,1,3,0,2,4,3,2,1,2,1,21,25,17,17,12,11,10,8,8,9,7,8,4,6,5,2,5,3,0,0,0,0
2022-04-04 20:00:00,0,0,0,0,1,3,3,2,3,2,2,3,3,1,0,4,4,4,4,1,1,3,2,0,2,6,5,5,0,6,0,9,6,7,4,8,5,3,1,1,4,0,0,1,0,0,0
2022-04-04 21:00:00,0,0,0,0,0,0,0,1,1,0,2,0,2,1,3,0,4,2,0,2,0,0,1,1,3,14,8,6,2,5,4,3,4,6,5,5,4,3,1,0,4,1,0,0,0,0,0
2022-04-04 22:00:00,0,0,3,3,1,0,1,2,0,3,2,2,1,0,0,0,4,3,2,0,2,0,0,2,1,11,8,7,4,4,0,4,3,3,4,3,1,2,0,0,1,0,0,0,0,0,0
2022-04-04 23:00:00,0,0,1,0,0,0,1,0,1,0,3,1,0,2,0,0,2,0,1,1,1,2,1,0,0,10,8,6,5,1,4,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-04-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 05:00:00,0,0,0,0,1,1,1,0,1,2,0,3,0,0,4,5,0,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 06:00:00,0,1,1,0,2,2,1,2,0,2,2,3,1,4,1,5,6,7,9,11,2,0,0,0,1,6,3,4,3,0,0,0,2,0,3,0,1,3,4,5,3,4,3,0,0,0,0
2022-04-05 07:00:00,1,12,22,0,19,3,1,5,2,6,5,12,13,16,25,33,37,40,52,54,29,13,5,6,5,5,8,9,10,17,20,21,22,22,27,31,29,28,24,10,4,4,3,0,0,0,0
2022-04-05 08:00:00,0,15,19,0,20,15,3,4,6,10,5,5,10,9,13,18,26,26,29,30,6,3,3,2,0,10,10,11,12,8,4,12,11,10,12,13,7,6,4,5,6,7,2,6,3,0,0
2022-04-05 09:00:00,0,1,2,0,4,5,1,3,3,4,1,2,5,4,5,6,5,5,6,6,2,1,2,1,3,5,5,5,6,4,3,3,3,4,3,4,2,2,3,2,3,3,1,0,0,0,0
2022-04-05 10:00:00,0,0,1,0,1,1,0,3,3,6,6,3,4,4,7,8,5,4,5,6,3,2,2,2,3,4,3,5,3,4,0,1,4,4,4,5,4,3,1,0,0,1,0,0,0,0,0
2022-04-05 11:00:00,0,1,0,0,2,1,0,0,3,4,5,0,1,4,5,5,5,5,3,3,1,0,2,3,2,6,6,7,7,8,7,6,2,8,7,6,5,3,2,1,0,0,0,0,0,0,0
2022-04-05 12:00:00,0,0,1,0,0,1,1,3,2,3,3,4,5,0,4,4,5,6,4,6,2,2,1,2,0,7,6,5,6,7,6,2,4,3,4,2,3,2,1,1,0,0,0,0,0,0,0
2022-04-05 13:00:00,0,0,0,0,1,2,0,0,3,3,5,0,1,4,2,3,4,3,5,6,1,1,1,1,4,11,9,7,9,6,5,4,6,6,5,4,2,1,0,0,1,0,0,0,0,0,0
2022-04-05 14:00:00,0,0,0,0,1,2,4,4,4,3,3,4,5,4,4,3,5,4,4,5,2,2,3,3,3,8,10,7,5,7,7,8,6,3,9,9,6,5,5,11,0,0,10,1,0,0,0
2022-04-05 15:00:00,0,1,2,0,3,7,5,7,4,4,5,4,2,3,2,5,4,0,3,4,2,11,10,9,10,15,12,2,11,8,8,6,5,5,6,5,3,3,1,2,7,6,5,3,2,0,0
2022-04-05 16:00:00,0,2,0,0,3,24,27,17,26,27,23,18,14,11,9,10,11,9,8,6,3,7,8,12,13,20,13,14,16,13,11,9,10,10,3,9,5,3,1,3,28,26,21,9,7,0,0
2022-04-05 17:00:00,0,0,3,2,3,5,6,5,8,9,0,8,9,8,7,9,10,5,12,8,4,4,3,3,2,21,20,17,16,11,10,9,7,6,5,6,5,4,2,0,1,0,0,1,0,0,0
2022-04-05 18:00:00,0,6,8,2,3,5,4,4,5,6,7,8,7,6,6,8,6,7,6,3,5,3,3,3,4,28,25,20,15,14,13,11,9,10,9,8,7,5,3,4,5,5,3,1,2,0,0
2022-04-05 19:00:00,0,0,2,0,1,3,3,3,5,7,7,6,4,3,0,3,4,2,4,5,3,4,6,5,6,22,20,18,16,14,14,12,7,7,6,9,5,4,3,1,0,0,0,0,0,0,0
2022-04-05 20:00:00,0,0,1,0,2,0,1,3,2,4,2,3,1,0,2,4,5,6,0,4,2,1,1,2,0,19,16,11,9,8,7,8,5,7,4,6,5,2,1,0,2,1,0,0,0,0,0
2022-04-05 21:00:00,0,0,1,0,0,3,0,4,0,2,3,1,3,2,3,4,11,2,7,4,2,1,1,0,0,16,14,10,9,9,8,7,9,7,8,7,6,5,3,1,0,0,0,0,0,0,0
2022-04-05 22:00:00,0,1,1,0,0,0,0,0,0,3,0,0,1,2,0,2,4,5,0,4,5,3,1,0,4,20,16,12,8,12,11,10,9,9,10,8,7,5,3,2,1,0,0,0,0,0,0
2022-04-05 23:00:00,0,2,0,0,0,2,0,0,1,2,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,6,6,5,3,4,0,2,3,4,4,3,2,1,0,0,0,0,0,0,0,0,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,2,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 06:00:00,0,0,0,0,0,0,0,2,0,1,2,3,2,0,3,5,6,2,12,12,1,0,1,0,1,2,2,3,2,2,0,0,0,1,2,3,1,2,1,0,0,2,1,0,0,0,0
2022-04-06 07:00:00,0,21,37,38,34,4,4,7,7,8,6,13,16,10,24,34,42,44,53,47,32,11,4,0,5,7,8,9,11,24,27,28,27,30,37,42,39,38,34,14,4,2,2,0,0,0,0
2022-04-06 08:00:00,1,23,30,1,31,26,7,8,5,6,3,7,8,3,9,10,12,12,17,20,5,2,6,7,8,16,20,9,19,15,11,10,8,7,8,8,7,9,8,6,3,4,3,2,0,0,0
2022-04-06 09:00:00,0,3,2,2,3,3,2,3,3,4,5,5,6,5,4,8,9,5,12,11,1,2,2,1,3,8,7,8,10,9,9,0,8,7,8,7,5,3,2,2,0,1,0,1,0,0,0
2022-04-06 10:00:00,0,1,1,0,1,2,0,4,3,3,4,3,2,4,4,4,8,8,10,11,2,1,0,0,2,3,0,0,0,3,0,0,4,3,0,4,2,0,1,0,0,1,0,0,0,0,0
2022-04-06 11:00:00,0,0,1,0,2,2,0,0,3,3,2,3,2,1,0,7,7,0,5,3,1,1,1,3,1,3,0,2,2,2,2,1,1,3,0,0,4,3,2,1,0,0,0,0,0,0,0
2022-04-06 12:00:00,0,0,1,0,1,1,1,0,3,5,4,2,5,6,0,7,3,8,6,0,2,3,1,1,3,7,1,8,6,6,6,2,7,5,4,3,1,1,1,0,0,0,0,0,0,0,0
