Unnamed: 0,1_신자초등학교앞,2_제일은행사거리,3_자양우성아파트앞,4_자양고교앞,5_신양초등학교앞,6_뚝도변전소앞,7_광진문화예술회관,8_건대입구(가상),9_건대입구역사거리.건대병원,10_어린이대공원역.화양천주교회,11_화양리,12_화양사거리,13_성동세무서,14_제인병원,15_성수2가3동주민센터,16_리버하우스,17_상원,18_한양대정문앞,19_서울숲삼부아파트,20_왕십리역,21_성동구청,22_도선사거리,23_마장축산물시장,24_동대문구청.용두역3번출구,25_동대문구청.용신동주민센터,26_경동시장앞,27_제기동한신아파트,28_제기시장,29_고려대학교앞,30_고려대역.고대앞삼거리,31_홍파초등학교,32_경동시장,33_경동시장사거리,34_동대문구청.용신동주민센터,35_마장축산물시장,36_도선사거리,37_성동구청,38_왕십리역,39_행당1동주민센터.성동소방서,40_한양대정문,41_상원,42_리버하우스,43_성수2가3동주민센터,44_성동세무서앞,45_우리은행화양동지점,46_화양리,47_어린이대공원역.화양천주교회,48_서울화양초등학교,49_건대입구역사거리.건대병원,50_건대로데오거리입구,51_대동아파트앞,52_신양초등학교앞,53_자양고교앞,54_자양우성아파트앞,55_신자초등학교앞
2022-04-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 04:00:00,3,0,2,1,5,3,0,4,5,2,6,7,10,11,0,10,11,12,9,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 05:00:00,3,4,5,3,1,1,3,2,5,2,4,6,9,5,7,7,9,8,6,4,5,9,7,4,3,2,1,1,3,7,10,9,0,12,17,18,5,16,16,6,16,4,13,8,10,8,6,4,2,1,0,2,0,0,0
2022-04-11 06:00:00,5,10,7,8,7,5,5,4,5,2,8,6,10,6,10,7,10,8,6,6,5,5,4,3,1,2,2,2,4,8,6,7,8,9,9,4,7,10,6,9,3,8,5,4,3,6,4,3,2,2,1,0,1,0,0
2022-04-11 07:00:00,12,13,15,22,23,21,11,10,10,9,19,17,22,17,21,18,17,12,13,12,12,10,7,5,4,2,3,3,5,11,12,13,13,15,15,15,15,16,15,23,18,16,15,8,5,7,8,3,6,3,0,5,1,0,0
2022-04-11 08:00:00,15,20,29,36,38,34,15,10,16,17,32,32,47,49,46,46,45,18,15,13,12,11,9,5,5,6,5,11,16,23,25,29,35,34,31,33,33,39,39,40,35,32,24,14,6,6,7,5,4,8,10,7,7,6,0
2022-04-11 09:00:00,5,9,11,18,19,15,13,11,14,15,18,21,19,18,17,16,14,12,14,16,14,9,10,9,6,4,3,5,9,11,13,14,15,14,14,16,19,21,19,17,17,15,17,12,9,11,7,9,3,3,0,7,2,0,0
2022-04-11 10:00:00,2,3,6,7,7,8,10,9,10,13,13,14,16,18,0,20,17,15,14,15,7,13,11,10,8,8,5,6,7,9,10,14,16,16,19,20,19,18,17,15,11,14,13,8,11,9,8,7,2,3,0,3,0,1,0
2022-04-11 11:00:00,3,3,4,6,7,7,4,2,7,7,7,7,13,10,10,14,12,11,1,8,7,5,9,9,7,6,5,5,4,5,5,8,8,18,22,12,18,19,18,16,15,15,9,14,13,11,10,8,9,7,6,4,1,0,0
2022-04-11 12:00:00,2,4,6,5,9,8,8,2,9,12,10,11,12,5,13,12,10,9,10,8,9,8,10,7,7,4,3,3,5,7,8,11,13,17,11,15,18,18,15,14,10,15,11,10,13,13,11,12,5,3,4,2,3,1,0
2022-04-11 13:00:00,4,5,6,5,8,9,6,8,7,8,9,10,12,14,11,13,14,12,13,11,11,10,9,10,9,8,7,3,9,11,12,13,15,15,15,13,20,19,16,21,17,10,13,12,15,11,10,10,2,9,8,5,3,2,0
2022-04-11 14:00:00,6,7,2,9,0,2,11,1,13,7,10,9,12,13,15,15,11,14,13,9,9,8,9,7,3,3,3,3,3,6,3,8,9,10,12,11,11,13,12,15,11,9,8,9,11,15,13,10,5,8,8,6,2,1,0
2022-04-11 15:00:00,5,5,6,7,11,15,11,10,14,14,17,19,27,27,26,16,26,22,19,16,19,18,16,15,12,6,3,2,5,8,10,11,15,17,17,16,16,19,19,14,13,15,19,17,13,10,9,8,7,9,8,4,6,2,0
2022-04-11 16:00:00,5,7,8,14,13,13,19,17,20,22,18,12,14,15,14,15,15,15,13,14,13,16,18,14,10,6,3,4,7,7,7,14,15,16,15,15,16,15,13,23,17,24,24,22,16,12,9,7,6,8,6,5,4,2,0
2022-04-11 17:00:00,5,7,8,12,14,12,10,9,11,12,12,10,23,22,19,23,21,19,17,14,18,17,11,16,14,14,13,10,5,6,7,16,20,21,25,27,25,24,22,24,22,23,20,21,25,21,13,13,12,21,21,17,12,9,0
2022-04-11 18:00:00,8,13,14,16,5,14,8,6,13,12,10,18,47,46,50,51,54,31,28,21,23,20,20,15,16,15,8,7,6,12,12,15,14,18,20,19,21,24,21,28,28,32,35,35,39,37,20,14,16,30,29,28,20,9,0
2022-04-11 19:00:00,4,5,4,5,9,0,7,8,12,13,10,14,17,16,16,14,19,17,17,16,24,23,19,12,9,14,9,7,5,6,6,7,8,9,11,10,11,9,10,13,15,13,18,16,17,14,11,9,14,23,20,17,16,12,0
2022-04-11 20:00:00,2,1,2,3,0,4,4,2,8,9,12,10,12,10,10,7,11,12,13,12,12,13,12,9,7,7,5,3,5,8,6,3,9,8,11,9,6,11,0,11,13,14,7,12,12,11,8,4,7,12,11,11,9,5,0
2022-04-11 21:00:00,2,4,4,7,9,10,10,8,10,10,8,9,15,18,0,17,16,15,14,10,11,7,4,9,3,4,8,6,3,4,3,5,6,0,8,3,4,8,7,14,16,18,19,18,12,8,10,11,8,11,7,7,7,6,0
2022-04-11 22:00:00,1,2,2,5,7,8,5,0,11,13,17,17,16,15,5,15,11,19,21,21,21,5,16,13,11,11,1,7,3,3,0,3,5,7,6,7,10,7,11,14,15,16,16,16,12,7,5,4,3,10,0,9,7,5,0
2022-04-11 23:00:00,1,2,0,0,0,2,1,0,2,3,5,0,4,4,5,6,7,8,9,10,13,11,12,9,8,6,9,8,7,7,3,4,5,8,7,9,5,8,9,12,13,11,10,8,9,8,6,6,5,7,7,5,5,3,0
2022-04-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 04:00:00,3,2,4,1,3,4,3,0,5,3,7,11,18,20,0,19,18,18,10,10,14,11,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 05:00:00,3,4,4,4,3,3,3,2,3,4,3,13,14,8,0,9,10,5,3,6,6,7,8,6,5,6,2,3,1,4,6,9,9,8,9,5,8,13,11,11,10,10,7,4,4,0,3,2,1,2,2,0,0,1,0
2022-04-12 06:00:00,3,9,8,8,10,9,8,7,8,9,6,5,8,4,7,3,6,7,5,4,5,5,4,3,1,2,2,2,4,4,6,7,8,8,9,10,10,12,8,12,11,10,9,6,3,2,1,1,0,1,2,1,0,0,0
2022-04-12 07:00:00,7,8,11,16,18,16,10,7,11,10,17,18,24,21,23,20,18,12,12,10,13,13,11,8,5,5,5,8,7,9,13,15,17,19,17,15,13,17,15,27,26,22,20,8,12,17,15,14,13,14,10,11,3,2,0
2022-04-12 08:00:00,10,16,26,31,32,29,17,10,17,19,21,25,32,31,29,27,25,14,14,13,16,14,12,11,10,10,9,7,7,15,22,27,27,26,26,31,28,32,33,36,32,26,22,14,6,8,7,6,3,7,3,6,4,2,0
2022-04-12 09:00:00,10,15,16,21,22,18,13,12,12,14,21,21,31,29,33,31,27,14,11,10,10,8,10,7,6,4,3,4,5,9,7,13,15,14,17,18,18,19,23,27,26,22,15,12,6,7,6,6,3,4,5,4,3,1,0
2022-04-12 10:00:00,3,8,13,12,11,10,8,7,12,13,15,14,16,16,17,16,17,15,15,14,15,12,9,9,5,4,3,4,4,6,7,12,11,13,14,13,15,10,15,15,16,11,15,16,13,10,8,7,5,3,2,2,1,0,0
2022-04-12 11:00:00,1,2,4,5,2,6,7,6,8,8,11,11,13,13,13,15,11,14,13,14,13,11,12,9,6,6,4,2,3,5,4,14,16,15,13,17,16,17,15,15,12,11,9,8,11,11,9,7,5,6,5,4,2,2,0
2022-04-12 12:00:00,3,3,5,5,0,6,5,4,6,6,10,13,17,18,21,25,25,12,9,7,10,7,3,6,5,1,0,3,4,6,9,14,13,14,16,14,13,18,17,15,15,10,14,12,13,13,12,10,8,5,4,3,2,1,0
2022-04-12 13:00:00,2,4,3,5,6,4,5,3,7,9,8,8,13,13,10,14,11,13,15,13,14,13,11,7,4,7,5,4,5,8,9,13,17,19,19,17,14,15,14,15,20,11,21,23,15,11,10,6,3,4,5,4,3,2,0
2022-04-12 14:00:00,7,8,9,7,9,8,8,3,21,22,24,25,30,29,30,29,19,27,28,26,27,10,28,25,24,21,3,17,3,4,4,9,9,12,7,13,17,18,17,13,9,10,14,12,13,11,10,5,8,8,6,6,3,1,0
2022-04-12 15:00:00,2,4,7,4,9,8,8,7,8,10,9,8,10,9,10,15,17,16,14,13,12,11,11,8,8,5,4,3,5,5,6,13,15,19,19,20,11,19,15,13,14,11,12,13,15,14,6,7,4,9,5,7,6,4,0
2022-04-12 16:00:00,5,6,10,11,3,8,11,9,13,11,10,9,16,17,7,17,15,20,20,19,20,16,14,11,11,10,9,6,5,8,10,12,16,15,21,20,23,25,23,22,21,21,20,17,14,12,11,11,8,9,5,8,7,5,0
2022-04-12 17:00:00,2,4,3,5,6,7,7,5,9,9,10,11,17,16,18,20,17,21,16,20,17,12,18,10,11,8,4,5,6,6,9,14,15,16,17,18,18,21,22,26,24,25,29,27,27,20,18,13,12,18,19,19,11,7,0
2022-04-12 18:00:00,3,7,8,10,11,13,12,9,11,9,12,17,49,49,50,53,55,38,37,32,31,24,26,18,16,14,8,7,6,8,10,13,17,22,28,25,21,19,18,26,32,35,41,41,49,44,28,25,22,30,28,21,18,12,0
2022-04-12 19:00:00,4,7,8,4,2,5,5,4,13,10,14,12,19,19,20,22,23,16,21,20,19,16,15,10,9,7,6,7,5,4,6,4,8,7,14,15,16,16,16,21,23,22,26,24,27,21,17,15,10,32,17,28,17,8,0
2022-04-12 20:00:00,1,3,4,6,2,5,3,1,8,7,8,7,9,7,0,7,8,9,9,9,12,8,10,8,9,7,4,7,4,5,3,1,4,3,8,8,6,10,7,13,9,12,10,12,9,10,7,5,8,14,9,12,10,5,0
2022-04-12 21:00:00,2,3,4,5,7,5,8,0,9,8,9,8,11,13,12,4,11,13,13,12,13,11,10,9,7,6,5,5,6,9,2,7,6,7,8,5,8,8,5,10,9,10,9,9,10,9,8,2,5,19,17,15,11,7,0
2022-04-12 22:00:00,1,3,2,5,0,3,4,0,9,6,10,10,12,12,12,13,13,13,13,11,13,8,11,11,4,3,8,5,4,4,0,2,9,6,10,11,11,12,13,18,18,18,18,18,17,11,9,5,10,12,3,10,9,6,0
2022-04-12 23:00:00,1,3,0,3,0,2,1,0,5,3,7,7,4,8,3,2,10,10,11,10,12,10,7,8,6,4,5,4,7,6,4,5,0,4,6,7,8,9,6,15,14,16,3,13,7,6,4,0,3,10,0,9,5,3,0
2022-04-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 04:00:00,3,2,3,2,3,4,3,3,4,2,3,7,10,12,0,13,14,13,8,9,12,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 05:00:00,3,5,4,4,6,6,4,3,5,3,5,8,8,8,8,8,7,6,4,5,4,6,6,5,4,2,3,2,2,3,6,3,5,6,8,7,8,11,9,11,12,11,10,6,6,5,4,2,0,0,0,0,0,0,0
2022-04-13 06:00:00,6,5,7,9,7,8,4,5,5,4,4,6,9,6,10,9,6,5,4,4,5,2,3,1,3,2,2,3,5,6,6,8,0,5,7,9,10,11,10,6,11,9,8,6,6,6,5,4,3,1,1,1,0,2,0
2022-04-13 07:00:00,6,10,15,20,22,22,13,12,13,16,20,22,28,26,27,27,22,14,14,10,11,8,9,8,7,4,2,3,8,18,22,24,27,27,28,14,13,15,13,16,13,8,14,8,10,12,8,7,5,7,0,5,3,1,0
2022-04-13 08:00:00,9,20,22,25,26,21,17,15,17,18,31,33,37,36,38,36,32,17,16,14,15,16,9,9,10,5,9,11,11,23,26,25,30,32,26,32,29,35,36,45,42,34,29,22,9,9,6,10,6,10,4,3,8,6,0
2022-04-13 09:00:00,9,16,22,23,24,19,12,10,14,12,13,17,20,20,20,18,15,11,12,9,10,8,6,6,3,4,3,3,3,6,9,12,13,14,13,14,14,19,29,36,38,33,26,16,9,9,5,4,1,3,2,1,1,1,0
2022-04-13 10:00:00,3,4,6,12,13,11,7,6,8,9,11,12,11,12,13,13,14,16,15,11,10,8,6,9,7,6,2,2,1,2,5,8,12,15,14,14,16,18,9,15,12,13,12,14,6,5,4,2,4,5,4,2,2,2,0
2022-04-13 11:00:00,4,5,8,7,8,7,6,3,11,8,11,9,10,9,8,9,8,8,9,10,11,6,5,10,7,4,2,3,4,5,5,7,7,9,11,12,13,7,10,13,11,9,6,10,8,7,5,4,5,5,3,2,1,0,0
2022-04-13 12:00:00,4,5,5,8,7,8,8,5,9,7,9,10,9,6,0,7,9,7,5,3,4,5,8,6,2,4,1,3,3,4,4,9,11,12,13,14,14,16,10,10,8,10,7,8,8,7,7,6,4,6,5,4,5,3,0
2022-04-13 13:00:00,4,6,12,13,5,5,14,3,8,7,10,11,13,11,13,9,13,11,9,9,10,9,7,8,8,5,6,5,5,6,6,10,11,10,10,10,13,19,17,24,22,19,14,8,10,9,8,8,5,11,4,9,3,0,0
2022-04-13 14:00:00,4,4,5,6,6,7,7,3,9,7,6,8,13,14,8,13,13,11,11,9,10,7,11,8,6,6,5,3,2,3,4,8,11,13,15,14,16,16,16,15,10,11,17,18,19,18,13,8,7,8,6,5,2,1,0
2022-04-13 15:00:00,1,2,4,5,6,3,6,5,6,5,8,8,14,16,15,10,14,12,11,12,11,10,10,9,6,5,5,3,5,7,10,13,12,13,15,14,14,13,12,14,11,15,14,12,12,8,10,8,5,8,9,4,7,5,0
2022-04-13 16:00:00,4,6,11,12,14,14,13,8,13,14,16,13,16,16,11,14,19,20,19,17,11,15,14,8,7,6,4,3,3,4,5,9,10,12,10,12,12,17,15,20,19,17,16,13,16,9,10,6,6,8,6,4,4,3,0
2022-04-13 17:00:00,3,5,8,12,11,9,5,4,9,8,12,14,20,23,19,26,18,26,25,21,22,19,18,16,13,9,8,6,4,6,8,13,16,17,22,21,17,19,19,22,21,20,21,19,22,22,17,8,13,19,17,15,5,2,0
2022-04-13 18:00:00,5,12,4,14,15,13,8,6,12,12,9,12,56,57,58,62,57,36,33,25,24,23,22,19,18,17,10,8,4,7,5,8,13,14,21,20,18,18,20,32,27,25,26,33,37,34,20,19,17,20,17,16,14,9,0
2022-04-13 19:00:00,4,5,5,7,7,8,8,7,13,10,8,9,10,13,10,13,10,14,16,17,17,14,15,8,9,4,7,6,4,2,4,3,4,7,8,5,7,8,8,11,11,13,17,16,17,15,10,10,9,21,22,19,11,8,0
2022-04-13 20:00:00,1,3,2,5,0,0,2,4,9,10,11,4,7,7,8,6,5,8,5,12,11,10,9,6,8,7,6,3,7,8,9,10,14,15,16,14,15,15,12,13,15,15,15,14,15,15,15,15,14,16,14,13,9,5,0
2022-04-13 21:00:00,0,3,2,5,6,2,4,3,8,8,8,5,7,7,10,12,8,11,11,9,9,8,9,7,8,7,5,1,4,4,0,2,4,3,5,4,3,4,5,9,11,10,10,10,11,10,8,6,7,12,11,8,7,4,0
2022-04-13 22:00:00,1,3,2,6,6,3,7,5,8,9,9,8,11,10,11,10,13,13,13,13,19,15,13,10,9,7,6,5,5,5,6,5,6,4,8,7,9,10,9,10,11,7,12,10,7,5,4,3,5,17,15,14,10,4,0
2022-04-13 23:00:00,2,3,0,1,3,0,0,0,7,6,8,7,8,10,2,0,9,9,10,11,13,12,11,10,6,8,6,5,2,2,3,6,7,4,6,5,7,9,11,13,7,9,13,10,7,6,5,3,5,12,8,3,9,7,0
2022-04-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 04:00:00,2,3,3,1,4,5,4,4,6,6,7,9,13,14,4,6,14,11,8,11,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 05:00:00,3,4,6,5,2,4,5,3,5,3,4,8,6,9,2,5,7,8,7,6,6,12,9,6,3,4,3,2,4,4,6,7,6,7,10,8,7,8,5,8,2,1,8,5,4,3,3,2,1,2,0,1,0,0,0
2022-04-14 06:00:00,3,7,10,11,10,7,7,6,4,5,7,8,10,9,12,12,8,5,4,5,4,3,2,2,1,0,3,1,3,8,5,6,10,6,8,6,7,6,7,8,9,7,6,3,2,3,2,2,1,2,0,2,0,1,0
2022-04-14 07:00:00,13,16,27,31,31,18,13,11,10,12,23,19,21,21,23,21,19,11,10,8,11,9,6,4,2,3,2,4,8,13,14,17,18,9,17,12,15,15,14,18,15,14,13,5,6,9,8,3,7,12,0,10,3,2,0
2022-04-14 08:00:00,8,18,21,23,23,27,15,13,16,21,34,42,51,46,47,47,41,14,12,11,16,9,11,9,8,7,6,8,10,20,24,25,29,26,25,26,30,41,43,58,54,46,36,17,9,9,6,5,3,9,1,9,8,6,0
2022-04-14 09:00:00,9,16,18,19,20,19,11,10,16,17,24,21,23,21,20,20,19,15,12,10,9,9,8,9,8,7,6,5,4,8,12,8,11,11,13,16,17,20,24,30,26,22,20,19,9,7,6,9,3,6,5,2,2,0,0
2022-04-14 10:00:00,5,6,10,11,11,8,8,6,10,6,14,13,16,14,9,15,12,11,9,10,9,7,8,8,7,4,2,4,4,7,8,11,9,13,14,14,14,14,12,13,11,13,10,8,5,4,4,3,3,3,2,2,0,0,0
2022-04-14 11:00:00,3,6,8,8,8,9,4,3,7,6,9,8,10,11,12,13,12,12,10,12,9,11,12,9,8,6,5,5,5,6,7,10,12,12,11,12,14,15,12,13,12,6,10,9,9,9,8,5,5,6,4,3,4,3,0
2022-04-14 12:00:00,4,3,6,8,9,8,7,5,5,6,6,8,9,10,11,9,10,7,7,7,6,5,9,6,6,6,2,4,3,5,5,9,10,8,10,10,14,13,13,21,21,12,10,9,8,12,11,10,9,6,4,7,5,3,0
2022-04-14 13:00:00,4,6,8,9,11,9,9,8,10,9,12,15,12,12,9,11,11,14,13,14,11,6,9,7,7,8,6,3,4,6,7,5,10,10,11,13,16,21,23,27,26,26,24,20,16,17,15,13,10,9,9,6,5,3,0
2022-04-14 14:00:00,3,4,6,6,5,8,9,8,11,10,11,12,14,15,11,11,11,15,13,11,14,13,16,15,10,4,2,3,5,7,8,10,12,7,14,12,12,13,12,17,18,17,16,12,11,10,9,5,5,5,4,3,1,1,0
2022-04-14 15:00:00,2,3,5,4,5,4,5,4,8,9,12,12,14,15,15,13,12,13,13,9,8,7,7,7,6,8,4,2,7,8,6,14,12,13,12,11,12,14,13,15,17,18,12,13,15,13,10,8,10,8,5,3,2,4,0
2022-04-14 16:00:00,2,3,4,8,9,9,11,3,12,9,13,12,15,16,17,6,16,29,28,26,28,26,24,19,12,11,6,4,5,6,7,11,15,13,15,16,12,17,16,20,17,17,18,15,12,13,10,9,9,10,9,8,5,3,0
2022-04-14 17:00:00,2,8,10,4,5,8,8,5,12,9,7,9,24,26,27,29,27,22,22,18,15,16,16,13,10,9,7,7,6,7,8,13,16,18,18,19,17,19,21,25,22,23,26,28,31,24,14,12,11,21,17,17,12,9,0
2022-04-14 18:00:00,4,10,12,13,13,13,15,12,12,12,11,20,33,35,37,38,38,32,32,32,31,31,29,20,18,18,14,6,8,9,8,8,13,13,22,24,27,19,22,28,23,23,22,23,35,30,20,21,17,36,34,28,18,12,0
2022-04-14 19:00:00,3,8,7,11,6,10,7,6,13,10,9,8,12,12,15,14,13,15,14,14,14,13,13,9,11,10,7,10,5,7,9,6,11,11,11,11,11,13,10,15,14,15,16,19,20,16,12,11,9,18,16,12,9,8,0
2022-04-14 20:00:00,2,4,6,2,6,7,11,9,12,11,10,10,12,13,6,14,9,12,10,11,12,8,10,7,8,7,5,3,5,6,7,4,8,5,10,6,9,18,19,25,23,20,18,13,13,12,8,4,6,16,16,13,12,7,0
2022-04-14 21:00:00,1,2,2,3,0,3,6,0,9,8,10,9,12,13,12,14,11,13,11,14,15,16,14,11,9,6,3,2,1,6,7,0,8,9,11,10,8,6,8,17,19,6,16,13,8,8,6,2,6,7,0,5,4,3,0
2022-04-14 22:00:00,0,1,2,6,0,7,5,0,9,8,11,10,15,17,18,5,17,18,18,16,18,13,17,19,16,8,13,10,5,6,3,0,7,0,10,10,9,12,13,18,17,14,17,14,14,9,6,6,9,16,5,12,10,7,0
2022-04-14 23:00:00,1,0,2,2,0,0,3,1,5,5,7,6,6,7,0,6,5,8,10,9,8,8,7,6,3,2,2,4,3,9,3,4,10,11,6,11,13,13,6,15,8,5,14,12,11,8,8,0,2,9,8,9,9,5,0
2022-04-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 04:00:00,3,0,2,0,2,4,1,3,4,5,5,6,10,11,0,4,11,12,8,8,9,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 05:00:00,3,5,4,4,6,5,6,5,6,7,3,8,9,10,4,11,10,5,4,6,6,7,5,5,5,3,3,2,2,3,4,3,6,6,7,8,5,6,6,7,8,5,6,3,7,1,2,6,5,3,2,1,0,0,0
2022-04-15 06:00:00,3,6,7,5,7,6,6,5,4,3,4,6,11,6,13,12,13,4,4,5,4,3,4,5,3,2,2,1,4,5,7,7,0,5,9,8,9,8,2,9,7,7,5,3,4,6,5,3,2,3,1,1,0,2,0
2022-04-15 07:00:00,8,14,19,24,23,20,11,9,12,11,13,17,24,25,26,26,24,11,12,11,10,8,7,8,6,2,4,3,4,15,14,8,16,16,13,14,13,14,13,22,19,15,13,10,7,10,8,9,8,7,0,5,2,1,0
2022-04-15 08:00:00,14,19,26,27,28,27,17,15,17,20,30,41,34,33,35,34,26,15,16,12,12,10,7,8,7,5,5,6,7,15,20,27,31,28,24,27,27,30,29,27,26,21,17,12,6,11,12,12,4,9,5,7,5,2,0
2022-04-15 09:00:00,6,10,12,15,16,16,11,9,13,12,17,20,19,15,14,12,14,13,11,8,9,9,11,9,7,4,3,4,6,11,12,11,14,13,11,15,14,18,21,23,21,19,16,11,9,8,7,6,3,6,0,6,5,2,0
2022-04-15 10:00:00,2,4,6,6,7,6,7,6,8,9,16,20,24,25,25,26,23,17,14,12,14,10,10,8,7,5,2,4,4,6,9,11,12,9,10,13,14,16,15,13,10,13,12,9,5,6,5,4,3,6,0,4,2,1,0
2022-04-15 11:00:00,3,3,4,4,4,6,6,5,6,7,7,8,9,10,8,0,9,12,10,12,12,10,9,8,7,6,5,5,4,5,9,8,8,12,12,10,11,11,9,9,10,11,10,8,7,5,7,4,3,3,0,2,0,1,0
2022-04-15 12:00:00,4,5,6,7,8,6,7,5,7,6,8,13,14,13,12,12,13,11,10,10,12,9,12,10,8,4,5,5,4,5,6,12,13,14,14,15,15,13,14,17,15,19,11,15,16,13,12,7,7,6,8,5,3,3,0
2022-04-15 13:00:00,6,8,2,9,10,8,7,3,7,8,11,12,15,15,15,12,13,13,14,16,14,13,11,8,10,6,4,6,4,7,5,10,11,9,10,13,15,11,12,13,15,9,12,11,11,10,6,5,7,8,8,6,5,2,0
2022-04-15 14:00:00,5,8,5,11,0,10,7,0,7,7,9,11,16,15,16,18,17,16,13,14,13,11,16,14,10,6,7,5,5,5,8,12,15,14,14,15,16,15,13,12,11,11,9,8,12,11,7,6,6,9,8,7,5,4,0
2022-04-15 15:00:00,3,8,5,10,0,11,8,6,10,9,11,9,14,15,14,13,12,17,15,14,14,13,14,15,9,6,5,4,5,6,9,10,12,9,15,11,14,13,12,12,13,14,15,15,14,16,14,12,6,7,5,4,2,1,0
