Unnamed: 0,1_수유중학교혜화여고,2_서울정인학교,3_구세군강북종합사회복지관입구,4_미양중고등학교.팔팔·미송경로당,5_삼각산동SK아파트북한산시티미양초등학교,6_삼각산119안전센터,7_강북구보건소삼각산분소,8_삼각산동삼각산아이원아파트정문,9_삼각산동삼각산아이원아파트후문,10_삼각산고.래미안트리베라,11_미아초교,12_길음동동부아파트,13_길음역,14_성북우체국현대백화점,15_미아사거리역.롯데백화점,16_삼양동사거리입구,17_성암국제무역고등학교,18_삼양동사거리,19_삼양동사거리,20_송천초등학교.미아뉴타운입구,21_삼각산고.래미안트리베라,22_삼각산동삼각산아이원아파트후문,23_삼각산동삼각산아이원아파트정문,24_강북구보건소삼각산분소,25_삼각산119안전센터,26_삼양동벽산라이브파크미양초등학교,27_미양중고등학교.팔팔·미송경로당,28_구세군강북종합사회복지관입구,29_우광타운,30_혜화여고
2022-04-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 05:00:00,0,0,2,0,0,0,4,7,11,12,8,0,2,1,2,0,0,0,0,0,4,5,3,2,0,0,0,0,0,0
2022-04-14 06:00:00,1,1,2,4,2,0,6,9,14,17,17,10,1,2,3,4,3,0,1,0,3,1,1,0,0,0,1,0,0,0
2022-04-14 07:00:00,9,13,14,12,15,3,19,27,30,34,37,34,4,4,14,16,18,8,0,0,12,4,8,12,16,22,17,20,17,0
2022-04-14 08:00:00,2,3,5,6,7,4,10,19,26,24,23,20,5,6,13,12,12,11,10,10,13,20,22,27,26,29,7,8,4,0
2022-04-14 09:00:00,2,3,4,5,5,4,4,5,11,14,13,10,6,5,2,3,0,1,2,3,3,4,5,0,3,2,1,1,0,0
2022-04-14 10:00:00,1,2,0,1,2,1,6,8,12,7,10,11,8,2,7,4,6,5,9,6,5,4,1,2,1,3,1,0,0,0
2022-04-14 11:00:00,1,1,1,0,0,0,4,5,7,6,7,5,5,3,7,0,6,0,7,6,4,3,5,4,0,4,3,0,0,0
2022-04-14 12:00:00,1,2,1,4,4,6,7,9,11,7,10,8,3,2,16,6,7,5,9,8,6,5,3,2,2,1,0,1,0,0
2022-04-14 13:00:00,3,3,4,0,2,1,3,2,9,10,11,10,3,1,10,0,10,13,12,2,11,6,4,2,2,2,3,1,1,0
2022-04-14 14:00:00,2,3,3,2,5,0,2,8,8,6,6,4,3,0,12,0,0,0,10,10,11,7,4,2,1,1,0,0,0,0
2022-04-14 15:00:00,9,11,6,20,21,9,21,24,21,18,15,9,10,6,17,17,16,16,12,7,12,7,3,3,2,3,7,9,0,0
2022-04-14 16:00:00,26,11,25,28,27,26,22,19,20,30,29,30,17,12,29,28,28,31,27,25,23,16,13,9,6,7,6,3,2,0
2022-04-14 17:00:00,3,3,0,4,6,8,11,9,10,12,11,4,5,4,30,31,29,30,29,27,29,21,13,4,3,6,3,2,1,0
2022-04-14 18:00:00,1,0,3,3,5,6,7,7,10,12,13,15,10,7,35,36,33,31,29,23,31,24,12,8,7,6,3,2,0,0
2022-04-14 19:00:00,0,0,1,2,7,0,5,3,4,4,4,0,4,4,37,37,0,36,29,27,25,14,7,3,1,7,5,2,1,0
2022-04-14 20:00:00,0,0,0,0,3,0,4,2,4,2,2,4,2,2,18,18,17,16,17,13,13,9,4,2,3,5,3,0,0,0
2022-04-14 21:00:00,0,1,0,1,1,1,1,1,2,1,1,0,1,1,8,0,0,8,5,9,7,5,3,1,0,3,2,0,0,0
2022-04-14 22:00:00,0,0,2,0,5,3,4,4,5,4,0,3,4,4,22,21,19,16,16,0,22,14,5,2,0,5,4,3,2,0
2022-04-14 23:00:00,1,0,1,0,0,0,1,0,0,0,4,3,0,0,15,15,12,15,16,12,14,9,5,1,0,3,1,0,0,0
2022-04-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 05:00:00,0,0,0,0,0,0,3,6,9,4,6,0,0,1,5,4,0,0,0,0,6,6,3,2,0,0,0,0,0,0
2022-04-15 06:00:00,1,2,0,3,1,1,7,15,16,18,18,15,3,1,3,4,0,5,0,0,6,5,1,4,2,1,1,0,0,0
2022-04-15 07:00:00,10,13,15,13,16,3,21,26,30,38,40,32,4,2,14,15,17,0,0,0,14,5,9,13,17,19,16,15,9,0
2022-04-15 08:00:00,3,5,8,6,7,6,11,18,24,26,23,15,4,4,9,8,8,5,11,0,14,22,20,23,22,21,6,8,4,0
2022-04-15 09:00:00,2,4,3,4,3,2,5,8,19,19,17,17,4,3,2,2,3,0,1,0,2,2,2,1,0,2,1,0,0,0
2022-04-15 10:00:00,0,0,4,0,0,1,3,7,11,12,10,8,4,2,7,9,7,6,7,6,7,7,5,3,1,2,1,0,0,0
2022-04-15 11:00:00,2,1,4,5,3,4,5,6,7,8,7,6,4,3,10,5,9,8,6,4,7,5,4,3,2,1,0,0,0,0
2022-04-15 12:00:00,4,0,5,3,5,0,4,5,6,9,8,7,3,2,9,5,7,5,6,1,4,5,3,0,1,2,0,1,0,0
2022-04-15 13:00:00,2,3,3,4,5,0,5,5,9,10,6,8,4,4,11,9,7,7,7,6,7,5,3,3,0,2,1,2,0,0
2022-04-15 14:00:00,4,1,3,11,14,13,12,10,14,18,6,6,4,4,8,9,9,5,13,12,13,10,5,2,2,2,3,0,0,0
2022-04-15 15:00:00,19,1,2,4,4,5,7,16,22,26,23,22,13,8,25,24,19,18,16,15,14,11,8,5,2,3,2,1,1,0
2022-04-15 16:00:00,27,25,23,24,25,18,16,15,15,14,11,13,8,7,20,24,24,22,22,17,21,17,15,3,2,4,3,2,1,0
2022-04-15 17:00:00,3,2,2,3,5,4,5,9,12,11,10,11,5,5,27,25,22,20,20,17,19,14,7,4,3,6,4,2,1,0
2022-04-15 18:00:00,1,3,0,2,6,8,9,4,6,9,0,7,3,4,44,44,42,34,26,21,24,15,7,5,4,8,6,1,1,0
2022-04-15 19:00:00,0,1,0,0,4,5,3,4,4,6,4,5,4,9,43,42,40,36,33,21,30,18,9,3,2,5,1,1,0,0
2022-04-15 20:00:00,1,0,1,0,2,1,1,2,4,5,2,3,4,3,15,16,15,16,15,14,14,8,4,1,0,3,2,1,0,0
2022-04-15 21:00:00,1,0,0,0,2,3,1,1,2,3,3,0,3,3,13,11,12,14,12,11,9,9,5,2,1,4,3,2,0,0
2022-04-15 22:00:00,2,0,4,4,8,9,7,4,0,5,0,4,5,1,23,15,12,22,16,13,16,14,9,5,2,3,2,0,0,0
2022-04-15 23:00:00,0,0,0,0,0,0,0,2,0,0,3,2,2,0,17,18,13,4,16,15,15,11,9,5,0,2,2,0,0,0
2022-04-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
