Unnamed: 0,1_진관공영차고지,2_동산동능모퉁이.한국지역난방공사,3_지축교앞,4_래미안922동앞,5_래미안909동앞,6_구파발역.롯데몰,7_박석고개.신도고등학교,8_한일탕,9_갈현1동주민센터,10_갈현동성당앞,11_선일여고입구,12_갈현동미미아파트,13_한솔아파트입구선정중학교후문,14_구산사거리,15_역촌중앙시장,16_구산역2번출구.예일여고,17_하나은행역촌동지점,18_역촌역.역촌오거리,19_서부경찰서후문,20_본서부병원,21_은평세무서,22_은평구청,23_녹번역,24_녹번동대림JR아파트앞,25_녹번역,26_은평구청,27_은평세무서,28_본서부병원,29_서부경찰서후문,30_역촌역.역촌오거리,31_삼성타운,32_구산역1번출구.예일여고,33_역촌중앙시장,34_구산사거리,35_한솔아파트입구선정중학교후문,36_갈현동미미아파트,37_선일여고입구,38_갈현동성당앞,39_갈현1동주민센터,40_갈현노인복지센터,41_한일탕,42_박석고개.신도고등학교,43_구파발(가상),44_구파발역2번출구,45_롯데캐슬823동앞,46_롯데캐슬820동앞,47_지축교앞,48_진관공영차고지
2022-03-05 04:00:00,0,0,1,2,0,0,0,0,1,0,0,0,2,0,3,0,0,4,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,1,0,0,1,2,2,0,3,0,4,1,2,6,5,5,3,3,2,0,4,4,2,7,3,1,4,0,6,7,9,0,7,0,2,7,5,4,7,6,4,5,3,2,1,0,0,0,0
2022-03-05 06:00:00,0,0,0,2,3,2,0,5,6,5,0,6,5,4,4,3,2,2,1,2,2,2,1,1,1,2,3,0,2,2,0,3,3,4,5,4,5,6,5,4,7,5,4,2,0,0,0,0
2022-03-05 07:00:00,0,0,0,3,5,4,5,7,8,9,8,10,9,8,8,7,0,6,4,5,5,8,0,0,2,1,3,0,1,2,2,2,1,3,5,8,2,1,8,4,8,6,5,1,0,0,0,0
2022-03-05 08:00:00,0,0,1,3,6,7,7,7,8,12,11,13,19,19,22,22,18,13,10,9,6,2,1,0,2,3,3,3,4,5,7,4,4,5,7,9,9,12,12,0,13,10,8,1,1,1,0,0
2022-03-05 09:00:00,0,0,0,4,9,8,7,8,9,10,13,13,16,16,16,15,16,13,11,13,11,7,1,2,4,5,4,8,4,5,7,8,8,10,11,14,9,16,17,13,16,13,11,3,0,0,0,0
2022-03-05 10:00:00,1,0,2,4,8,8,8,10,8,11,14,13,16,12,9,7,8,5,4,5,7,5,2,4,1,4,5,6,0,15,13,6,6,9,9,10,10,8,9,10,12,9,8,2,1,0,0,0
2022-03-05 11:00:00,0,1,0,7,9,15,15,14,13,13,15,14,16,14,15,13,11,8,8,10,6,6,1,3,5,8,12,11,12,15,14,14,13,13,14,12,11,14,16,14,17,15,9,3,2,0,0,0
2022-03-05 12:00:00,0,0,0,3,8,16,18,17,18,16,16,16,21,15,15,12,9,9,5,6,6,5,0,1,3,10,12,13,12,14,16,12,14,16,16,19,16,18,16,19,19,12,11,4,2,0,0,0
2022-03-05 13:00:00,0,0,0,4,7,17,23,20,19,18,19,20,18,16,15,15,14,13,12,14,13,8,1,2,3,5,6,6,11,16,15,14,12,14,23,23,23,23,22,23,23,16,15,8,2,0,0,0
2022-03-05 14:00:00,0,0,1,4,4,16,14,12,11,13,11,12,9,13,11,13,11,12,11,8,8,3,2,3,5,7,9,9,11,12,16,17,19,19,16,18,17,21,20,22,18,16,10,5,1,0,0,0
2022-03-05 15:00:00,1,0,2,4,6,10,12,17,15,14,16,16,11,11,12,12,11,8,7,6,5,4,2,3,4,9,9,12,13,17,16,14,17,15,17,16,16,15,13,18,16,15,12,7,1,0,0,0
2022-03-05 16:00:00,0,0,2,3,4,20,22,20,19,18,17,16,13,14,12,13,11,10,8,7,10,9,1,1,5,8,11,12,14,15,16,16,15,18,19,17,18,19,17,18,13,13,15,7,4,0,0,0
2022-03-05 17:00:00,0,1,0,5,7,18,21,20,20,20,19,14,14,11,11,13,8,7,6,6,7,8,3,3,9,11,12,10,11,16,19,19,17,16,16,17,15,17,15,15,15,14,11,7,3,1,0,0
2022-03-05 18:00:00,0,0,1,3,9,24,26,25,29,25,25,24,21,15,16,13,10,8,3,0,4,1,0,3,7,9,13,12,13,17,17,19,18,19,18,17,12,17,20,7,15,12,10,4,2,0,0,0
2022-03-05 19:00:00,0,4,0,5,3,18,17,16,13,17,16,12,11,10,9,10,10,7,6,3,1,1,4,0,1,6,5,6,8,8,8,7,6,8,12,3,10,9,8,9,8,7,5,6,5,0,0,0
2022-03-05 20:00:00,0,1,0,3,5,11,15,13,16,12,11,10,7,6,7,8,7,5,6,7,6,3,1,0,2,5,6,7,8,9,10,9,11,13,11,12,10,11,11,10,5,0,9,9,2,1,0,0
2022-03-05 21:00:00,0,1,0,2,3,16,17,19,16,15,13,13,8,7,5,7,5,6,5,4,3,1,1,1,6,9,5,9,10,8,0,7,6,7,7,6,9,8,5,0,5,2,0,2,3,1,0,0
2022-03-05 22:00:00,0,0,0,1,4,9,13,11,12,13,14,10,9,7,6,12,10,9,7,6,5,1,3,0,3,0,4,2,5,4,0,6,5,9,9,2,7,9,3,1,2,7,6,6,1,2,0,0
2022-03-05 23:00:00,0,0,0,1,3,13,6,11,9,9,8,7,5,3,4,6,4,3,0,3,2,0,0,0,3,2,3,2,3,4,3,4,2,5,2,1,6,2,5,6,0,5,4,7,1,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,1,0,0,2,2,1,3,4,4,5,6,2,4,3,3,5,4,3,2,1,0,0,3,5,1,7,6,6,6,7,7,0,0,2,8,6,0,6,0,4,3,0,2,0,0,0,0,0
2022-03-06 06:00:00,1,0,0,4,3,5,4,7,3,6,8,8,9,2,9,8,5,7,6,5,2,1,0,1,0,2,1,0,2,0,1,0,1,3,5,2,3,4,3,0,3,1,0,0,0,0,0,0
2022-03-06 07:00:00,0,0,0,1,1,1,0,1,4,1,0,5,6,6,3,4,5,3,2,3,1,1,0,1,1,0,1,0,0,0,3,0,0,4,4,4,5,4,3,3,4,3,1,0,0,0,0,0
2022-03-06 08:00:00,0,0,0,2,2,4,5,6,9,11,12,6,13,14,8,13,11,11,8,9,8,4,0,1,0,3,1,2,1,4,6,5,3,4,7,0,0,6,5,5,6,3,5,2,0,0,0,0
2022-03-06 09:00:00,0,0,0,1,4,5,6,7,5,9,6,10,10,11,6,10,9,6,6,9,6,5,1,2,3,5,5,5,6,11,10,10,9,10,7,9,8,9,10,0,12,11,6,4,1,0,0,0
2022-03-06 10:00:00,0,0,1,7,9,9,10,10,13,15,15,11,18,18,0,17,9,14,8,7,6,4,2,4,4,8,7,4,10,9,0,9,9,11,12,17,5,17,15,10,16,14,13,7,0,0,0,0
2022-03-06 11:00:00,0,0,0,3,5,11,13,11,11,10,9,10,12,13,13,12,10,9,7,8,7,2,0,1,2,4,3,5,6,9,5,7,7,13,17,18,14,20,18,19,15,15,13,5,2,0,0,0
2022-03-06 12:00:00,0,0,1,2,5,10,10,10,10,11,12,11,11,9,10,11,4,9,3,7,8,3,2,3,6,13,5,13,16,18,5,16,13,14,17,20,18,13,10,0,12,10,8,3,0,0,0,0
2022-03-06 13:00:00,0,1,0,5,11,15,17,18,21,19,16,17,12,11,12,12,7,10,11,8,7,5,1,3,4,5,5,1,6,11,0,9,11,17,11,18,17,18,13,12,19,15,8,5,3,0,0,0
2022-03-06 14:00:00,0,0,0,2,6,12,12,12,17,15,14,10,13,13,15,16,14,12,10,9,9,4,2,1,3,8,6,10,15,19,4,11,11,14,18,18,17,15,13,10,12,11,9,3,1,0,0,0
2022-03-06 15:00:00,0,0,0,3,6,23,23,20,15,18,15,14,11,13,16,15,11,9,7,8,6,7,2,4,2,4,2,4,7,11,10,8,11,13,11,13,12,15,15,6,13,10,9,4,0,0,0,0
2022-03-06 16:00:00,0,0,1,1,4,9,14,16,14,15,14,14,10,8,8,11,3,9,7,8,7,4,2,0,3,8,9,10,11,11,10,16,17,18,17,17,15,13,12,13,7,9,12,6,3,0,0,0
2022-03-06 17:00:00,0,1,0,2,3,14,15,9,16,14,9,11,11,7,6,5,6,7,5,5,4,4,2,1,7,10,12,4,6,12,14,9,12,12,12,12,11,14,12,12,11,7,6,6,1,0,0,0
2022-03-06 18:00:00,0,1,0,3,5,13,15,14,13,9,13,9,8,8,7,9,9,8,6,7,7,3,1,1,5,6,6,11,9,13,11,14,15,16,10,8,7,7,7,6,6,4,8,5,1,0,0,0
2022-03-06 19:00:00,0,0,0,1,3,24,25,24,26,29,29,27,19,10,8,7,5,2,3,4,0,6,4,2,4,1,2,4,3,9,7,6,5,6,14,12,11,9,10,8,3,7,6,4,0,0,0,0
2022-03-06 20:00:00,0,1,0,1,0,8,9,8,8,9,8,6,7,5,5,6,2,4,3,2,1,1,0,0,5,6,3,3,4,5,4,5,8,6,0,0,4,4,4,3,1,2,2,5,3,0,0,0
2022-03-06 21:00:00,0,2,0,3,5,16,17,17,16,18,16,14,12,11,9,6,4,4,5,2,5,0,1,0,2,2,3,0,4,10,0,11,1,10,6,3,5,6,6,5,1,5,2,3,0,0,0,0
2022-03-06 22:00:00,0,1,0,2,3,7,10,8,7,8,6,5,4,4,3,3,4,3,1,3,2,0,0,0,3,4,4,5,4,6,0,7,7,8,7,7,6,4,4,0,2,3,3,3,1,0,0,0
2022-03-06 23:00:00,0,0,0,0,2,6,7,6,4,5,4,2,1,2,0,1,1,2,0,0,1,0,0,0,5,2,0,2,5,5,4,3,2,3,3,2,5,1,2,0,0,0,0,4,2,1,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,0,2,0,1,0,1,0,0,0,2,0,0,2,3,0,4,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,0,0,1,1,1,0,1,2,2,3,3,5,3,2,4,2,1,0,4,4,3,5,3,3,6,2,4,7,3,10,9,3,3,11,10,0,10,0,4,6,3,2,2,0,0,0,0
2022-03-07 06:00:00,0,0,2,8,11,9,11,12,15,7,4,4,11,12,10,5,1,3,4,6,10,7,1,1,0,2,2,3,6,8,9,9,3,11,6,6,8,9,8,5,9,6,4,2,1,0,0,0
2022-03-07 07:00:00,0,0,4,15,33,35,38,40,39,36,23,24,20,16,14,10,10,6,8,18,17,15,0,2,9,14,22,25,29,36,33,37,35,38,47,44,17,22,24,25,17,14,12,6,1,1,0,0
2022-03-07 08:00:00,0,1,2,11,13,15,17,22,22,19,25,26,30,30,30,27,26,23,19,27,46,32,1,1,13,10,3,6,10,20,28,15,16,17,19,19,18,19,20,18,19,13,8,5,2,1,0,0
2022-03-07 09:00:00,0,0,1,4,11,8,10,8,9,10,12,15,17,17,18,16,15,12,8,10,12,10,2,2,2,3,4,5,7,10,9,9,10,13,16,17,15,15,15,14,13,12,10,6,1,0,0,0
2022-03-07 10:00:00,0,0,0,3,7,8,11,13,15,16,6,18,16,12,12,13,12,12,12,11,13,7,1,2,2,5,6,3,6,11,8,7,8,10,10,9,10,11,12,11,15,13,10,5,1,0,0,0
2022-03-07 11:00:00,0,0,0,2,4,8,9,9,10,8,10,12,11,9,8,7,6,8,7,5,7,5,1,2,3,3,4,7,8,7,8,13,11,13,13,12,12,11,5,13,14,13,10,4,1,0,0,0
2022-03-07 12:00:00,0,0,0,3,5,9,11,11,11,10,9,10,12,13,13,17,16,15,7,6,6,4,0,2,3,2,3,4,5,7,8,8,9,11,13,13,11,12,8,12,8,13,9,4,2,0,0,0
2022-03-07 13:00:00,0,0,0,2,4,11,9,10,13,11,12,13,14,12,12,10,10,10,8,9,8,5,3,3,4,8,9,9,10,11,12,12,13,15,20,18,26,27,26,24,16,21,16,7,6,5,0,0
2022-03-07 14:00:00,0,1,0,3,5,11,16,20,21,19,19,19,22,18,18,15,12,13,12,8,4,2,1,2,6,13,15,14,15,12,10,9,10,10,10,12,13,12,10,8,11,10,7,4,3,1,0,0
2022-03-07 15:00:00,0,0,0,3,5,13,15,17,18,13,33,20,24,27,26,30,25,19,15,11,7,5,2,2,7,11,12,11,11,14,16,15,18,19,24,23,27,21,21,19,20,17,12,6,3,1,0,0
2022-03-07 16:00:00,0,3,0,5,11,18,20,20,19,17,34,36,38,35,32,28,27,19,20,17,9,5,3,3,8,12,15,17,18,21,20,13,13,18,21,40,56,55,54,53,54,46,42,16,5,1,0,0
2022-03-07 17:00:00,0,1,2,3,6,15,17,15,19,17,16,16,18,12,11,14,13,12,9,11,8,3,2,1,8,13,13,14,15,18,19,18,15,18,14,11,13,15,11,13,10,9,10,5,2,1,0,0
2022-03-07 18:00:00,0,1,0,4,8,21,25,22,23,18,21,20,18,17,16,17,16,13,12,13,11,8,4,3,15,23,28,26,25,41,39,35,27,25,26,25,23,23,22,14,18,15,11,12,2,0,0,0
2022-03-07 19:00:00,0,1,0,3,6,14,16,17,14,14,14,11,13,10,10,8,8,7,6,6,5,4,4,2,13,19,21,22,20,23,20,21,31,30,22,15,16,14,12,10,11,11,9,11,8,1,0,0
2022-03-07 20:00:00,0,0,0,2,5,11,12,14,14,15,10,13,12,9,8,7,5,4,3,1,2,3,2,1,3,7,6,9,8,11,8,9,10,10,9,7,7,8,8,8,7,4,5,5,1,0,0,0
2022-03-07 21:00:00,0,0,0,2,4,14,12,14,11,11,12,13,11,12,11,10,8,4,5,6,5,3,3,2,4,5,5,5,6,7,8,11,13,9,12,11,11,10,7,0,5,3,2,7,4,0,0,0
2022-03-07 22:00:00,0,2,2,3,4,8,6,5,7,8,7,3,4,3,4,12,5,10,9,6,4,0,0,1,4,10,9,0,10,6,6,9,12,11,10,9,11,12,13,12,11,8,10,8,4,0,1,0
2022-03-07 23:00:00,1,0,2,1,3,6,9,4,10,10,3,7,5,5,6,5,4,4,3,0,1,0,0,0,5,4,4,5,4,6,4,1,2,7,5,3,5,3,3,2,2,4,1,8,4,0,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,0,0,0,1,0,0,0,2,1,0,0,2,1,2,3,0,0,0,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,1,0,0,3,1,2,3,2,4,2,4,4,8,6,5,3,1,3,1,3,5,2,7,2,2,8,2,2,9,10,10,9,8,2,13,12,11,12,0,11,6,3,1,0,0,0,0,0
2022-03-08 06:00:00,0,1,1,10,8,7,8,7,10,9,8,6,10,9,3,3,2,2,1,4,4,2,0,2,7,2,2,4,7,3,7,7,7,9,5,8,8,7,7,2,9,7,4,2,1,0,0,0
2022-03-08 07:00:00,0,0,3,17,35,48,54,56,55,54,30,29,19,19,19,11,13,6,14,21,24,22,0,1,7,12,15,23,25,27,28,32,35,34,37,32,15,15,18,19,16,12,7,4,2,1,0,0
2022-03-08 08:00:00,0,0,1,16,22,16,18,22,23,25,28,31,37,32,33,32,30,26,24,21,30,24,1,1,3,4,5,3,8,18,21,13,12,11,16,23,28,30,32,31,28,23,17,7,5,0,0,0
2022-03-08 09:00:00,0,1,1,10,17,10,6,11,11,11,15,16,18,18,19,15,16,13,13,14,16,16,1,1,2,4,3,6,7,10,6,7,11,14,18,18,18,19,15,18,17,17,14,3,2,0,0,0
2022-03-08 10:00:00,0,0,1,4,4,8,9,8,10,11,15,15,14,12,11,10,11,10,10,10,7,4,0,0,4,4,4,5,8,6,9,9,10,10,13,14,14,13,13,0,12,12,6,3,1,0,0,0
2022-03-08 11:00:00,0,0,0,4,5,7,6,5,9,8,7,9,9,9,8,9,8,6,5,5,5,3,1,2,4,5,6,6,7,9,8,12,8,12,12,13,12,10,9,12,11,7,4,5,3,0,0,0
2022-03-08 12:00:00,0,0,2,6,8,15,0,16,15,9,8,8,9,11,12,21,5,14,3,12,8,3,1,2,4,5,5,6,6,8,4,10,11,11,10,9,10,10,11,6,6,8,7,5,0,0,0,0
2022-03-08 13:00:00,0,0,2,5,6,11,11,11,13,11,12,16,13,12,10,21,20,15,11,8,8,5,1,1,3,8,13,14,8,15,12,14,10,14,14,16,25,15,24,25,25,18,16,7,2,0,0,0
2022-03-08 14:00:00,0,1,0,3,4,8,9,12,16,15,17,16,15,13,12,14,11,9,7,7,9,6,5,3,9,14,9,11,10,11,10,14,15,20,21,19,18,21,21,23,21,18,14,5,2,1,0,0
2022-03-08 15:00:00,0,2,0,3,8,15,22,21,20,17,21,24,21,16,17,13,11,9,5,6,6,4,2,2,3,7,12,12,13,17,12,9,14,16,21,18,25,26,25,24,24,23,16,6,4,0,0,0
2022-03-08 16:00:00,1,1,0,3,8,29,33,34,34,35,54,53,51,46,44,39,31,29,25,15,11,6,1,2,5,7,8,13,12,18,17,13,11,14,25,33,49,54,53,52,50,41,37,23,4,0,0,0
2022-03-08 17:00:00,0,3,3,5,11,23,25,24,25,20,19,18,15,12,14,16,15,13,7,9,13,6,4,1,11,14,19,16,23,27,24,17,17,18,19,17,16,16,14,14,15,11,9,8,2,0,0,0
2022-03-08 18:00:00,0,3,0,6,10,18,21,21,22,26,26,25,21,14,13,12,11,9,10,9,9,7,2,1,11,17,20,19,22,27,25,23,23,24,18,22,20,22,21,20,17,15,14,12,5,1,0,0
2022-03-08 19:00:00,0,0,0,6,7,14,20,17,17,13,16,15,14,13,13,11,9,8,7,5,4,3,1,1,12,16,16,16,16,23,23,25,22,16,14,10,12,13,14,15,14,10,9,5,3,1,0,0
2022-03-08 20:00:00,0,1,0,2,2,9,17,15,15,11,10,10,8,8,4,12,13,11,10,10,7,5,2,0,7,10,10,10,8,14,14,13,12,10,12,9,9,13,11,10,8,8,6,10,2,0,0,0
2022-03-08 21:00:00,0,0,0,2,3,15,14,15,15,16,15,12,10,8,8,9,8,6,4,4,3,2,1,1,3,7,8,8,10,15,8,14,15,14,12,9,12,15,12,11,9,3,8,7,3,1,2,0
2022-03-08 22:00:00,0,0,0,0,3,9,9,10,7,11,9,9,7,4,5,13,14,10,8,5,6,4,3,0,2,3,3,3,4,8,3,10,11,13,13,5,14,15,14,6,3,5,12,10,5,0,0,0
2022-03-08 23:00:00,0,0,0,1,2,6,7,4,3,6,6,7,2,6,5,7,4,5,4,3,3,1,0,1,7,11,9,5,10,12,9,8,1,6,7,4,2,3,4,3,0,0,3,4,2,0,0,0
2022-03-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 04:00:00,0,0,1,2,1,0,0,0,1,0,0,0,0,0,2,3,0,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 05:00:00,0,0,0,1,2,0,3,0,1,4,0,5,7,7,6,4,3,1,0,2,4,3,2,5,3,6,0,8,6,6,7,0,0,4,6,5,0,6,5,4,3,2,0,1,0,0,0,0
2022-03-09 06:00:00,1,0,0,1,1,2,1,2,4,3,0,4,2,1,0,3,0,2,1,0,3,0,0,0,2,0,1,1,3,2,0,3,0,2,3,2,2,3,0,1,5,3,1,2,0,0,0,0
2022-03-09 07:00:00,0,0,0,2,4,4,4,5,0,7,9,10,9,1,8,6,5,3,3,3,2,0,0,1,2,1,2,0,1,4,0,4,1,2,1,4,5,4,0,1,4,2,2,1,0,0,0,0
2022-03-09 08:00:00,0,0,0,3,2,6,5,7,9,7,8,11,11,13,8,9,12,10,9,10,8,6,1,0,1,2,2,0,0,5,4,3,2,3,6,8,9,9,10,11,13,13,10,2,1,0,0,0
2022-03-09 09:00:00,0,0,1,4,5,7,6,12,8,10,9,11,11,12,7,17,15,15,14,11,7,2,1,1,3,4,5,1,5,7,5,4,6,6,10,9,11,11,10,11,10,8,7,3,1,0,0,0
2022-03-09 10:00:00,0,0,0,5,6,5,4,6,6,5,4,6,9,7,10,8,8,7,5,3,3,1,0,1,2,6,7,8,8,9,9,10,10,9,9,12,11,12,11,11,11,9,6,3,2,0,0,0
2022-03-09 11:00:00,0,1,0,4,6,11,12,12,12,9,10,13,13,13,10,9,8,5,4,6,5,4,2,1,2,4,3,4,5,7,5,6,7,10,9,13,13,7,16,17,14,13,9,3,0,0,0,0
2022-03-09 12:00:00,0,0,0,1,9,12,13,11,11,12,10,9,10,9,10,13,9,6,8,7,5,5,1,0,2,9,11,4,11,14,14,13,14,14,16,15,16,15,16,13,13,10,9,2,1,1,0,0
2022-03-09 13:00:00,0,1,4,9,15,13,12,12,14,16,15,14,15,13,14,13,15,2,13,11,7,3,3,2,4,4,3,5,6,10,11,11,7,11,13,15,18,21,19,19,18,16,14,4,1,0,0,0
2022-03-09 14:00:00,0,2,1,3,7,21,24,14,14,11,11,9,7,10,9,7,6,5,6,8,8,3,0,2,5,8,9,11,6,15,16,11,15,15,19,17,14,16,15,16,14,10,9,8,6,5,0,0
2022-03-09 15:00:00,2,0,3,6,5,12,15,22,20,13,20,11,14,11,7,10,8,5,4,6,5,3,1,0,3,5,3,7,9,11,13,15,14,14,13,11,15,16,17,16,14,11,10,6,0,4,1,0
2022-03-09 16:00:00,1,0,0,4,7,18,21,23,26,25,24,24,16,16,14,11,12,8,7,6,6,5,1,1,6,6,9,9,10,16,11,13,11,13,14,13,11,11,11,8,9,7,4,4,2,1,0,0
2022-03-09 17:00:00,0,1,0,4,9,17,19,20,20,20,19,17,17,15,12,12,9,8,4,4,7,4,2,3,5,9,9,10,12,13,12,12,11,12,11,12,13,14,14,0,13,9,5,4,2,0,0,0
2022-03-09 18:00:00,0,2,1,4,6,11,12,15,16,14,15,14,12,7,6,8,8,6,5,3,4,3,1,3,8,9,4,8,7,15,14,10,12,10,7,6,7,8,6,6,6,5,5,3,2,0,0,0
2022-03-09 19:00:00,0,1,0,2,3,11,13,12,13,10,5,5,8,6,3,8,9,5,4,6,5,4,2,1,3,3,5,8,9,11,12,10,10,10,11,10,8,10,10,0,9,7,6,11,6,0,0,0
2022-03-09 20:00:00,0,0,1,2,4,11,13,12,13,16,16,17,14,10,6,7,4,6,5,4,4,2,0,2,1,3,4,3,6,7,9,9,9,11,10,9,7,8,9,8,6,7,5,6,0,0,0,0
2022-03-09 21:00:00,0,1,0,3,6,18,19,22,22,20,22,20,15,6,6,10,10,0,3,3,2,0,0,0,1,3,4,7,4,6,5,6,5,6,4,7,8,9,6,5,3,4,3,4,1,0,0,0
2022-03-09 22:00:00,0,2,0,1,4,7,8,9,6,12,8,10,8,7,10,14,13,11,10,9,7,2,1,1,1,3,2,2,5,8,7,11,13,18,13,12,14,16,15,14,12,10,9,7,3,0,0,0
2022-03-09 23:00:00,0,0,0,0,2,6,8,7,6,7,6,6,6,7,5,4,5,4,3,2,2,1,0,0,2,4,3,2,0,4,5,3,5,8,6,5,6,7,7,6,3,4,0,5,4,2,0,0
2022-03-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 04:00:00,0,0,0,1,0,0,1,0,0,0,0,2,1,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 05:00:00,0,0,0,1,2,2,2,2,4,2,6,7,10,8,7,5,0,4,2,5,5,3,4,3,2,5,6,6,8,9,9,8,0,7,10,9,8,9,2,0,5,3,0,0,0,0,0,0
2022-03-10 06:00:00,1,0,3,9,11,10,11,13,15,5,9,9,8,6,5,4,3,2,4,6,7,5,0,1,1,3,4,3,5,3,4,5,5,6,7,13,11,13,5,6,6,4,3,0,0,0,0,0
