Unnamed: 0,1_가산동기점(가상),2_가산디지털단지역,3_마리오아울렛,4_금천패션아울렛사거리.W몰,5_디지털단지오거리,6_가리봉시장,7_구로4동자치회관,8_구로시장,9_구로4동우체국.고대구로병원정문,10_구로119안전센터,11_구로변전소.구로초등학교,12_구로역.나인스애비뉴,13_구일역.중앙유통상가,14_동양미래대학.구로성심병원,15_고척중학교,16_고척시장,17_목동아파트11단지(1117동),18_계남초등학교,19_양명초교.신서중,20_신정1동주민센터.신오새마을금고,21_신정네거리역,22_제일여성병원,23_양강중학교,24_까치산역2번출구,25_화곡동백구사,26_화곡동대림아파트.화곡중앙시장,27_가로공원.나누리병원,28_신월초등학교,29_화곡역,30_화곡본동시장,31_한국폴리텍1.서울강서대학교,32_우장초등학교,33_강서구청.한국건강관리협회,34_강서구청사거리.서울디지털대학교,35_등촌중학교백석초등학교,36_등촌역.강서보건소,37_염창역.서울도시가스,38_안양천입구,39_양평동한솔아파트,40_양평한신아파트.선유도공원입구,41_양화대교전망카페,42_합정역(가상),43_합정역,44_서교동,45_홍대입구역(가상),46_홍대입구역,47_홍대입구역(가상),48_홍대입구역,49_서교동,50_합정역(가상),51_합정역,52_양화대교전망카페,53_양평한신아파트.선유도공원입구,54_영등포아리수정수센터,55_염창역.서울도시가스,56_등촌역.강서보건소,57_등촌중학교백석초등학교,58_강서구청사거리.서울디지털대학교,59_강서구청.한국건강관리협회,60_우장초등학교,61_한국폴리텍1.서울강서대학교,62_화곡본동시장,63_화곡역.현대주유소,64_신월초등학교,65_가로공원.나누리병원,66_화곡중앙골목시장,67_화곡대림아파트,68_화곡동백구사,69_다운어린이공원.치유하는교회,70_까치산역4번출구,71_KT강서지사,72_양강중학교,73_신월2동우체국,74_신정네거리역,75_신정1동주민센터.신오새마을금고,76_남명초교.신정3동주민센터,77_신트리사거리,78_계남초등학교,79_고척파크푸르지오아파트,80_고척시장,81_고척중학교,82_동양미래대학.구로성심병원,83_구일역.제일제당,84_쌍용구로정비사업소,85_우리유앤미아파트,86_구로119안전센터,87_구로4동우체국.고대구로병원정문,88_구로시장,89_남구로역,90_가리봉시장,91_스타밸리앞,92_가산디지털단지역,93_가산동종점(가상)
2022-03-27 21:00:00,0,6,6,17,15,16,19,15,14,13,9,10,9,11,12,9,10,8,17,17,17,18,10,17,11,11,11,10,9,10,11,9,11,11,9,9,8,5,0,0,1,4,4,2,0,0,3,20,25,18,47,0,12,46,41,33,31,23,21,17,16,14,16,14,11,11,12,8,4,11,10,9,8,13,11,12,12,10,10,9,7,10,5,9,7,7,4,3,3,1,0,0,0
2022-03-27 22:00:00,0,3,4,5,6,4,8,10,11,12,4,12,11,13,12,11,12,8,11,10,11,11,9,17,16,11,10,7,10,9,10,10,8,11,9,7,6,0,2,3,0,5,2,4,0,2,10,26,31,21,37,37,36,34,38,42,36,32,29,23,17,13,14,13,13,11,8,11,4,9,9,9,11,10,11,8,9,8,7,5,3,5,4,18,16,9,4,2,1,0,0,0,0
2022-03-27 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,12,0,14,14,7,7,0,13,13,11,7,11,11,8,8,8,2,9,6,0,5,8,6,5,0,0,20,28,22,38,20,18,36,37,34,30,26,26,20,15,14,13,12,12,9,8,6,6,10,15,12,12,11,8,8,8,6,8,6,1,3,7,7,0,3,3,2,1,1,0,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,0,3,0,5,8,9,10,11,13,16,11,0,12,12,14,0,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,0,1,0,2,3,6,7,8,7,9,13,11,7,13,17,13,15,14,16,15,15,16,15,12,10,9,13,12,9,12,13,12,13,13,14,10,10,3,9,9,8,7,6,2,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,0,2,1,2,3,5,7,6,9,11,8,14,11,12,10,20,22,23,24,23,20,18,19,11,10,12,16,16,13,15,17,18,21,25,26,13,13,8,9,9,8,11,5,4,3,0,1,2,2,0,5,4,3,4,4,5,0,4,6,7,9,8,10,11,13,16,18,26,23,16,19,20,24,30,32,23,30,28,28,26,28,20,18,17,0,0,0,0,0,0,0,0,0
2022-03-28 07:00:00,1,22,17,4,6,7,10,13,13,16,16,16,15,16,17,27,38,34,42,44,45,23,22,16,18,27,34,33,29,29,30,29,31,34,35,44,24,23,25,29,26,24,14,11,5,0,5,2,3,0,9,6,9,8,12,8,9,8,10,20,23,19,20,22,22,28,43,53,43,29,28,30,33,36,36,37,39,34,36,39,40,41,39,39,37,31,29,27,19,14,7,1,0
2022-03-28 08:00:00,0,26,25,7,9,10,17,16,16,16,19,23,18,17,19,26,39,39,41,37,29,45,42,26,33,42,48,52,52,53,57,52,53,53,52,53,56,57,52,53,48,46,24,17,10,0,7,6,7,0,23,20,19,20,23,23,21,21,24,25,31,23,23,22,21,46,61,68,57,35,36,41,43,50,56,53,51,47,55,59,60,61,53,46,45,38,32,30,20,14,8,1,0
2022-03-28 09:00:00,0,9,9,4,7,7,10,8,12,14,15,15,9,11,12,18,26,22,25,24,22,20,20,16,20,22,26,28,32,33,33,36,35,38,43,29,27,25,28,28,26,25,17,11,9,0,0,4,4,0,9,8,7,8,10,13,14,15,13,15,13,11,10,11,14,19,22,29,23,15,17,19,20,26,26,26,27,24,25,29,29,33,31,26,26,19,15,10,10,10,5,0,0
2022-03-28 10:00:00,4,6,3,6,6,7,8,9,10,12,12,13,13,11,11,16,17,17,18,16,16,17,15,13,15,16,14,12,13,15,17,17,20,21,20,20,19,19,12,21,12,19,9,7,6,1,0,3,2,0,4,1,2,1,3,11,10,8,11,12,12,12,13,12,14,19,21,25,22,17,16,19,18,23,26,27,18,28,22,23,22,26,27,25,18,17,9,7,6,6,3,0,0
2022-03-28 11:00:00,0,4,0,3,5,7,8,7,16,14,16,15,15,13,12,14,17,19,13,12,11,14,16,14,19,15,19,21,20,22,22,25,20,18,16,13,14,16,13,12,0,17,9,5,4,0,0,2,3,0,5,0,0,2,11,18,18,17,19,18,19,14,14,13,11,14,15,19,18,17,18,10,17,17,17,17,17,16,15,18,15,17,17,15,14,13,12,11,7,5,4,0,0
2022-03-28 12:00:00,1,6,4,5,4,10,7,7,12,13,14,13,14,16,17,19,23,25,22,19,17,18,15,18,20,19,20,20,15,16,17,19,22,23,21,17,15,15,13,14,13,12,8,5,5,0,0,5,6,4,12,0,11,10,12,15,17,15,15,16,14,16,13,12,9,12,15,18,16,12,14,16,14,20,22,22,22,20,19,17,17,18,18,23,21,19,12,9,6,4,3,0,0
2022-03-28 13:00:00,0,2,2,6,8,10,11,10,14,16,15,18,18,15,15,12,16,17,14,16,14,14,15,14,15,18,17,17,16,19,27,26,27,27,27,22,24,16,14,14,12,21,10,8,4,0,0,5,7,6,9,0,9,11,14,21,21,19,20,19,18,19,19,18,17,22,20,23,21,15,18,20,24,21,21,23,15,20,17,16,15,17,17,14,15,12,10,9,6,6,5,0,0
2022-03-28 14:00:00,0,6,8,11,10,9,10,9,17,17,13,18,18,15,17,18,20,20,24,21,17,15,15,15,15,15,15,16,13,13,14,13,15,20,19,15,16,6,9,17,10,15,6,3,3,0,3,5,6,0,11,6,0,10,12,13,12,12,16,18,12,17,15,12,10,13,12,13,12,11,15,15,16,16,18,19,21,19,18,14,14,15,14,16,18,11,9,12,6,4,2,0,0
2022-03-28 15:00:00,0,3,6,7,12,15,19,20,24,22,23,23,32,36,32,28,31,31,31,26,23,20,19,16,12,14,15,15,13,17,17,19,20,24,22,19,16,15,15,16,15,14,9,5,6,0,2,14,18,0,23,0,22,17,27,30,27,23,22,20,16,17,20,20,16,17,16,16,13,18,22,23,24,29,33,22,21,16,14,12,13,12,15,19,10,13,10,8,6,3,1,0,0
2022-03-28 16:00:00,1,6,3,9,11,14,20,18,27,31,26,27,30,29,30,34,41,39,41,38,35,22,22,20,18,22,20,16,20,19,24,24,31,34,28,23,22,19,17,18,20,19,14,10,9,0,0,6,9,7,15,14,19,15,23,21,21,28,38,37,37,33,38,41,20,19,24,25,22,20,21,15,18,22,32,32,30,28,22,15,14,16,15,15,13,12,11,8,6,3,1,0,0
2022-03-28 17:00:00,1,9,10,16,21,25,29,29,34,35,37,36,46,50,55,51,52,49,49,40,33,32,31,31,28,24,22,22,21,23,22,18,17,19,23,21,19,17,18,18,7,15,9,8,5,0,7,10,15,14,25,21,25,28,35,32,28,30,28,32,30,33,38,27,36,33,28,25,24,29,32,27,25,32,33,32,34,30,21,18,17,26,27,31,29,24,16,12,7,5,2,0,0
2022-03-28 18:00:00,6,16,19,29,35,39,48,46,48,51,47,50,54,55,49,46,49,55,53,44,42,41,38,42,33,25,23,22,25,27,26,26,24,27,30,32,27,26,31,33,27,30,10,8,6,0,28,24,31,29,53,44,54,53,53,51,49,45,41,42,37,33,42,42,41,33,37,37,33,38,38,38,36,46,47,45,45,39,26,23,22,23,26,34,31,24,14,13,8,5,2,0,0
2022-03-28 19:00:00,0,9,10,11,15,19,20,20,24,21,23,25,28,31,31,30,38,38,31,25,23,22,19,50,42,16,17,21,25,23,20,12,10,13,16,17,15,12,13,12,14,18,9,8,4,2,22,17,26,0,47,44,41,44,53,53,50,41,34,36,27,21,19,16,27,24,21,20,18,26,26,28,27,36,36,35,32,27,16,11,10,8,19,13,11,7,6,5,6,3,3,0,0
2022-03-28 20:00:00,1,6,5,11,13,15,17,8,20,22,12,22,21,24,22,22,21,21,21,19,17,16,15,23,17,9,8,10,7,14,10,10,8,9,8,9,7,7,5,5,0,5,3,2,1,2,0,17,22,0,31,30,25,31,30,29,25,19,20,19,16,16,18,17,13,13,14,13,12,14,13,13,12,18,22,20,21,20,13,8,7,5,6,6,2,4,3,1,2,0,0,0,0
2022-03-28 21:00:00,0,5,7,13,13,11,13,11,14,13,12,19,17,16,14,13,13,0,14,14,14,13,13,19,18,10,9,7,9,10,11,12,8,10,12,10,8,7,8,7,3,5,2,2,0,0,0,16,18,16,26,17,27,25,30,30,31,28,26,24,20,20,22,21,19,13,14,12,10,11,12,11,8,13,15,12,13,12,9,11,9,8,8,8,9,6,3,3,2,0,0,0,0
2022-03-28 22:00:00,0,2,1,0,4,5,7,8,5,7,6,9,7,11,11,12,14,15,14,11,9,11,10,14,12,9,9,8,9,9,6,8,11,8,7,6,7,6,0,0,2,5,2,0,1,0,0,22,25,0,31,21,32,33,38,40,37,37,36,29,20,18,14,15,15,12,11,8,3,9,13,14,16,16,18,12,11,10,8,8,7,8,8,7,6,4,3,2,2,1,1,0,0
2022-03-28 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,8,9,10,13,16,16,23,21,12,11,0,8,10,5,5,5,5,4,4,5,5,5,6,4,4,3,2,2,0,0,20,22,3,31,30,29,28,31,32,32,31,27,24,18,17,14,13,11,7,10,10,9,8,9,8,9,10,16,13,11,9,7,7,3,7,8,8,7,6,5,4,3,1,0,0,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,0,1,0,3,9,9,10,10,11,14,14,0,13,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,0,1,0,2,5,7,9,9,10,13,13,12,9,12,14,20,23,23,20,16,14,14,15,10,12,13,11,13,9,11,10,11,12,13,13,12,10,7,8,6,5,4,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 06:00:00,0,2,1,2,2,4,5,6,8,10,14,14,11,12,18,19,21,12,20,20,18,16,16,8,9,11,14,15,14,14,14,16,21,20,14,16,15,11,13,14,0,11,9,5,4,1,0,1,2,0,6,1,3,4,7,5,7,4,4,6,8,7,8,9,11,16,15,21,18,14,15,16,20,26,28,28,27,24,29,25,26,21,0,20,0,0,0,0,0,0,0,0,0
2022-03-29 07:00:00,0,12,10,6,4,2,6,7,11,15,18,21,24,11,15,20,33,25,32,25,25,27,28,17,22,28,37,38,30,31,35,39,38,37,37,42,45,35,29,30,28,22,14,13,7,0,6,3,7,2,10,9,10,12,11,13,14,16,12,17,24,20,19,20,24,38,43,48,45,36,37,36,33,33,35,35,36,35,39,40,42,48,44,32,30,25,23,23,20,17,7,0,0
2022-03-29 08:00:00,0,20,18,6,9,10,14,17,19,23,25,26,19,26,28,38,47,50,49,47,40,37,36,28,35,38,42,45,38,43,43,46,45,50,49,53,52,51,49,49,47,45,27,18,15,1,8,3,9,0,28,27,25,28,33,34,32,30,24,30,35,23,21,25,23,30,38,52,41,29,39,40,42,42,47,46,43,41,52,56,57,59,59,57,53,51,39,37,22,17,7,1,0
2022-03-29 09:00:00,0,15,12,4,5,6,7,8,12,14,13,12,11,14,13,15,19,18,20,19,16,14,17,26,34,30,35,33,30,32,34,30,31,38,38,34,32,28,24,33,32,31,18,10,7,0,0,4,5,3,10,5,9,11,18,23,14,19,20,20,20,16,16,16,15,17,20,30,25,18,21,24,27,30,22,22,23,24,30,32,32,30,31,28,24,27,20,19,11,8,6,2,0
2022-03-29 10:00:00,0,13,2,4,8,8,10,11,23,24,23,24,22,18,16,21,25,26,25,22,21,20,17,14,13,17,20,17,15,17,19,22,23,23,24,22,23,22,23,26,10,24,17,10,9,0,0,3,4,0,4,3,5,6,7,8,8,10,15,15,12,12,13,12,12,15,15,17,16,17,19,19,21,28,32,33,35,36,33,28,29,30,29,28,26,17,11,10,9,6,2,0,0
2022-03-29 11:00:00,0,4,5,3,4,4,5,5,12,13,15,18,17,18,18,21,23,24,23,21,11,13,14,11,14,16,15,16,15,18,19,20,27,31,28,21,17,16,9,18,0,13,11,9,6,1,0,5,6,1,11,4,3,9,10,15,14,12,17,16,17,14,16,17,16,18,19,19,18,16,18,18,20,20,21,20,20,18,18,17,16,18,17,13,14,11,10,10,8,6,4,0,0
2022-03-29 12:00:00,0,9,2,5,7,7,8,10,14,16,15,16,16,16,14,13,15,18,17,19,16,17,15,14,16,18,18,20,18,17,19,20,21,21,20,18,21,20,20,22,20,20,14,7,5,0,0,6,4,5,8,3,3,10,10,11,11,12,14,14,13,12,14,8,11,18,18,18,16,14,19,18,15,17,18,15,18,17,15,13,13,15,14,13,11,10,8,6,5,4,3,0,0
2022-03-29 13:00:00,0,5,3,8,11,12,11,12,20,21,20,13,21,16,17,14,14,12,15,17,19,18,15,15,15,17,15,13,14,15,18,16,16,17,20,18,13,11,9,13,11,13,9,11,4,0,4,7,11,9,15,0,16,16,19,19,18,17,18,21,23,22,25,24,22,22,23,20,18,18,17,15,16,20,21,20,19,17,14,18,19,23,27,22,21,13,7,8,5,6,1,0,0
2022-03-29 14:00:00,0,3,1,6,5,6,3,7,17,18,19,18,15,17,16,15,18,20,19,20,19,20,18,15,13,12,13,17,17,17,18,16,22,22,23,20,20,21,8,22,14,19,11,8,6,1,0,5,7,6,13,14,13,14,12,16,14,13,19,22,20,20,17,17,13,15,16,14,13,17,24,22,22,25,20,25,24,22,18,18,20,20,19,17,18,12,7,7,6,7,4,0,0
2022-03-29 15:00:00,0,4,3,9,12,13,16,18,28,30,29,32,34,34,38,32,32,32,29,26,21,20,18,18,15,20,22,21,15,16,17,18,26,27,22,19,19,20,19,16,6,16,15,12,5,1,2,11,13,0,19,14,20,21,24,21,20,17,20,21,18,20,18,19,16,15,13,13,12,18,20,23,24,21,25,24,25,23,16,14,15,15,15,15,14,18,12,6,8,6,4,0,0
2022-03-29 16:00:00,0,9,0,9,9,11,21,22,31,32,32,34,35,29,25,24,26,30,32,25,20,18,21,26,21,21,21,16,23,19,17,17,13,22,26,20,18,18,17,20,19,15,9,8,5,1,0,14,10,9,23,14,25,19,33,32,31,28,30,30,27,25,27,26,23,19,20,19,17,22,22,22,22,25,28,29,29,27,26,24,24,19,20,16,14,11,9,7,6,1,2,0,0
2022-03-29 17:00:00,0,7,8,14,16,19,22,22,33,36,37,40,37,48,49,50,46,46,42,39,31,31,28,38,35,18,17,17,15,17,18,16,20,22,21,23,26,25,27,29,21,26,12,10,6,1,0,17,19,18,42,22,42,26,34,30,26,27,30,32,28,25,31,30,24,25,24,24,22,34,35,37,39,43,44,46,45,42,29,22,23,24,25,32,27,18,22,21,6,4,3,0,0
2022-03-29 18:00:00,1,12,16,26,35,38,40,41,42,43,42,42,47,50,53,53,55,57,52,45,38,32,32,36,25,21,23,23,26,27,28,22,23,31,33,32,34,22,35,38,36,35,13,11,8,0,8,21,32,29,48,45,51,51,56,50,49,50,49,47,46,43,48,44,39,36,36,37,33,43,40,39,33,35,36,34,35,29,22,21,20,18,18,25,24,20,13,15,6,6,3,0,0
2022-03-29 19:00:00,1,7,6,12,18,24,25,24,26,27,26,28,28,37,36,31,31,31,27,27,23,28,26,32,24,13,12,11,15,16,15,13,9,10,7,8,11,7,10,8,7,9,4,2,2,1,3,21,22,21,30,28,26,43,55,60,59,45,29,25,26,24,24,21,19,20,18,18,11,20,20,32,34,45,49,46,46,41,29,22,17,17,19,21,16,12,6,7,5,4,2,0,0
2022-03-29 20:00:00,0,6,8,14,16,12,19,18,18,18,20,21,21,19,21,22,23,21,21,14,22,20,16,24,18,11,12,10,12,12,11,9,9,9,9,8,8,0,6,7,8,7,3,1,0,1,0,11,10,6,29,28,27,26,27,27,26,23,24,23,19,19,26,24,21,15,15,13,12,20,16,18,16,19,24,22,18,15,11,8,6,6,6,7,6,6,3,3,2,1,1,0,0
2022-03-29 21:00:00,0,5,6,10,9,12,12,10,13,19,9,22,20,20,24,20,21,20,17,15,15,13,10,16,12,6,6,6,14,14,10,7,9,10,9,12,9,8,7,0,7,5,5,4,1,0,0,16,20,15,32,26,29,33,29,29,27,24,21,23,22,24,25,22,21,20,17,15,12,13,14,13,12,18,21,13,19,20,14,13,14,14,15,12,12,7,7,5,2,1,0,0,0
2022-03-29 22:00:00,0,3,2,6,5,6,9,7,8,9,9,10,9,12,14,12,12,10,13,10,9,11,10,15,12,8,8,4,6,8,10,7,9,7,9,8,5,5,3,5,1,4,3,2,2,2,16,21,29,0,38,25,40,31,37,35,35,31,27,25,24,21,23,22,19,15,12,8,5,12,12,14,15,18,19,18,15,15,11,8,5,6,8,8,8,8,7,3,3,1,0,0,0
2022-03-29 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,13,14,13,20,19,16,17,4,16,15,15,12,10,11,9,8,9,10,3,3,2,7,4,0,3,0,0,10,15,8,20,0,0,19,19,15,15,24,20,14,14,11,12,11,10,9,7,6,5,10,14,11,12,11,11,7,9,11,9,8,8,8,6,7,6,6,4,1,2,0,0,0,0
2022-03-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 04:00:00,0,1,0,2,4,8,11,13,14,11,13,9,11,11,15,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 05:00:00,0,3,0,2,5,9,10,9,13,18,18,12,13,16,15,16,18,19,20,17,15,14,12,8,5,9,13,14,10,13,13,10,10,11,10,9,7,8,8,0,0,5,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 06:00:00,0,2,1,1,3,5,6,5,9,11,11,10,7,8,11,17,19,17,11,12,11,12,13,11,11,12,15,16,13,14,14,17,19,19,21,19,13,13,14,13,0,11,9,6,4,0,0,2,3,0,5,0,4,5,4,3,4,7,6,7,8,8,8,5,8,13,16,24,21,12,14,18,21,25,31,31,29,28,30,24,28,23,21,24,0,0,0,0,0,0,0,0,0
2022-03-30 07:00:00,0,10,6,3,7,13,9,8,9,13,15,19,19,12,15,21,30,32,31,28,27,27,29,23,23,26,37,41,37,41,41,46,44,41,42,42,41,32,31,36,22,32,13,8,7,0,1,9,7,1,13,10,8,11,15,17,14,13,15,21,27,17,16,18,20,36,45,52,46,31,35,40,42,41,45,43,42,37,38,46,49,39,37,34,31,25,26,22,15,12,10,0,0
2022-03-30 08:00:00,0,27,20,7,11,12,25,25,21,24,28,26,18,19,21,27,38,40,37,39,38,39,36,25,29,34,36,40,38,40,41,40,46,49,47,52,48,50,53,54,52,45,23,18,12,0,6,8,7,5,26,23,18,19,26,36,23,24,17,18,27,19,19,20,20,35,39,50,41,31,40,41,43,47,50,48,42,40,47,48,51,56,56,46,45,41,33,31,23,15,10,1,0
2022-03-30 09:00:00,0,11,9,6,3,8,6,6,9,9,10,12,13,10,12,19,23,24,24,22,19,21,19,16,17,20,24,26,28,30,35,30,32,33,35,37,35,39,43,46,26,42,28,18,11,0,1,6,4,2,6,5,3,4,5,13,14,14,12,15,16,11,13,13,16,20,23,26,22,22,24,27,25,31,33,33,31,28,29,31,27,29,27,33,32,26,25,13,17,15,9,0,0
2022-03-30 10:00:00,0,7,6,2,2,3,4,6,12,10,12,10,9,13,15,17,15,16,18,15,14,14,12,13,14,15,17,18,19,19,20,20,22,23,25,22,22,22,21,24,22,17,13,9,7,1,0,4,4,2,5,0,4,6,8,13,15,14,13,14,16,12,11,10,13,23,22,23,20,24,25,26,26,29,35,34,35,33,33,32,26,24,22,21,13,16,13,11,10,6,2,0,0
2022-03-30 11:00:00,1,4,4,4,4,6,6,7,11,13,12,14,13,9,8,11,20,21,19,19,15,14,14,16,12,13,13,13,12,16,20,18,25,30,26,22,20,19,17,16,11,15,11,8,6,1,0,3,4,0,6,0,1,8,10,12,9,13,12,6,11,12,15,9,12,12,13,12,11,12,14,14,15,20,20,22,19,17,16,15,12,12,13,11,14,13,10,9,4,3,2,0,0
2022-03-30 12:00:00,0,4,1,4,5,5,8,5,12,11,12,19,20,18,19,24,28,30,27,24,16,15,15,13,15,15,18,19,18,20,22,22,28,27,27,22,22,22,20,23,21,19,16,14,10,0,0,4,0,3,6,0,8,10,10,13,16,14,17,19,19,19,18,16,14,18,19,20,16,21,23,21,22,24,24,23,22,16,16,19,15,19,20,13,11,9,7,6,4,3,2,0,0
