Unnamed: 0,1_가산동기점(가상),2_가산디지털단지역,3_마리오아울렛,4_금천패션아울렛사거리.W몰,5_디지털단지오거리,6_가리봉시장,7_구로4동자치회관,8_구로시장,9_구로4동우체국.고대구로병원정문,10_구로119안전센터,11_구로변전소.구로초등학교,12_구로역.나인스애비뉴,13_구일역.중앙유통상가,14_동양미래대학.구로성심병원,15_고척중학교,16_고척시장,17_목동아파트11단지(1117동),18_계남초등학교,19_양명초교.신서중,20_신정1동주민센터.신오새마을금고,21_신정네거리역,22_제일여성병원,23_양강중학교,24_까치산역2번출구,25_화곡동백구사,26_화곡동대림아파트.화곡중앙시장,27_가로공원.나누리병원,28_신월초등학교,29_화곡역,30_화곡본동시장,31_한국폴리텍1.서울강서대학교,32_우장초등학교,33_강서구청.한국건강관리협회,34_강서구청사거리.서울디지털대학교,35_등촌중학교백석초등학교,36_등촌역.강서보건소,37_염창역.서울도시가스,38_안양천입구,39_양평동한솔아파트,40_양평한신아파트.선유도공원입구,41_양화대교전망카페,42_합정역(가상),43_합정역,44_서교동,45_홍대입구역(가상),46_홍대입구역,47_홍대입구역(가상),48_홍대입구역,49_서교동,50_합정역(가상),51_합정역,52_양화대교전망카페,53_양평한신아파트.선유도공원입구,54_영등포아리수정수센터,55_염창역.서울도시가스,56_등촌역.강서보건소,57_등촌중학교백석초등학교,58_강서구청사거리.서울디지털대학교,59_강서구청.한국건강관리협회,60_우장초등학교,61_한국폴리텍1.서울강서대학교,62_화곡본동시장,63_화곡역.현대주유소,64_신월초등학교,65_가로공원.나누리병원,66_화곡중앙골목시장,67_화곡대림아파트,68_화곡동백구사,69_다운어린이공원.치유하는교회,70_까치산역4번출구,71_KT강서지사,72_양강중학교,73_신월2동우체국,74_신정네거리역,75_신정1동주민센터.신오새마을금고,76_남명초교.신정3동주민센터,77_신트리사거리,78_계남초등학교,79_고척파크푸르지오아파트,80_고척시장,81_고척중학교,82_동양미래대학.구로성심병원,83_구일역.제일제당,84_쌍용구로정비사업소,85_우리유앤미아파트,86_구로119안전센터,87_구로4동우체국.고대구로병원정문,88_구로시장,89_남구로역,90_가리봉시장,91_스타밸리앞,92_가산디지털단지역,93_가산동종점(가상)
2022-03-05 04:00:00,0,1,0,3,4,10,7,15,19,24,20,8,5,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,1,0,1,4,6,8,11,12,15,14,12,11,12,13,14,14,11,14,15,13,10,11,7,11,9,15,5,14,8,15,16,15,12,11,5,7,8,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,2,0,0,3,4,6,5,7,9,10,8,6,7,7,13,14,15,9,15,13,14,10,10,10,8,9,8,8,11,11,13,11,12,10,8,9,8,9,0,0,8,5,2,2,0,0,2,2,0,4,0,1,2,5,2,3,6,6,9,7,8,10,9,11,10,11,11,4,12,14,15,16,18,19,20,0,18,17,13,11,10,8,7,0,0,0,0,0,0,0,0,0
2022-03-05 07:00:00,0,2,0,2,4,2,4,4,6,7,10,11,9,6,7,11,10,7,9,10,10,11,11,8,10,11,12,12,12,16,17,17,9,11,11,11,12,14,5,5,4,7,5,4,3,0,0,1,1,0,3,0,4,5,6,7,4,6,5,10,11,8,8,7,12,16,14,18,17,17,22,11,8,9,9,11,10,9,9,11,10,9,9,10,10,8,9,9,7,3,4,0,0
2022-03-05 08:00:00,0,3,1,4,6,5,5,5,6,6,7,9,7,11,15,16,21,11,21,22,19,8,17,13,13,21,25,27,24,25,26,25,27,30,26,22,19,13,14,15,0,18,10,8,5,0,0,4,5,0,7,0,6,5,6,9,9,8,13,14,13,13,13,12,14,19,21,20,13,19,22,22,23,25,23,23,22,20,16,16,16,14,15,12,13,10,10,9,6,2,2,0,0
2022-03-05 09:00:00,0,8,2,3,5,8,10,9,13,15,15,14,9,10,11,18,21,22,22,19,17,15,16,18,20,25,33,31,25,24,24,26,29,32,28,26,25,19,14,24,16,21,16,12,8,0,0,4,6,0,8,0,0,8,7,9,9,9,10,13,16,15,13,4,12,12,15,20,18,15,15,16,18,17,12,16,5,15,14,16,16,13,14,12,16,16,13,8,6,3,3,0,0
2022-03-05 10:00:00,0,5,0,1,4,9,11,11,20,8,8,7,12,14,14,13,21,22,21,18,16,16,16,15,19,17,21,22,23,24,27,29,31,35,34,29,27,24,26,23,19,25,14,9,7,0,0,2,4,0,6,4,6,5,8,11,9,9,12,14,14,15,17,17,16,18,19,19,18,20,23,24,22,22,21,22,22,19,20,22,25,21,20,17,17,17,11,10,6,5,4,0,0
2022-03-05 11:00:00,0,11,8,6,7,7,9,5,14,20,18,14,15,16,14,17,24,22,21,22,22,20,14,17,17,19,26,28,24,26,28,26,35,34,31,27,26,28,29,30,24,27,15,8,6,0,1,5,6,4,11,0,12,10,10,13,12,13,20,23,25,26,24,23,22,22,23,22,22,17,21,19,18,20,21,21,18,20,17,20,22,23,20,18,20,20,12,11,8,3,4,0,0
2022-03-05 12:00:00,0,4,4,6,4,8,8,10,20,13,11,13,11,13,14,16,21,17,19,10,14,14,21,15,17,19,21,23,22,25,28,31,38,49,49,48,45,47,25,16,24,24,13,12,8,2,6,9,11,10,22,0,15,16,18,16,15,16,18,19,18,16,20,9,22,24,23,25,20,16,17,12,18,22,26,20,22,25,22,16,16,14,13,13,11,11,9,10,9,7,2,0,0
2022-03-05 13:00:00,1,4,4,6,7,8,11,10,22,23,18,20,17,20,20,29,36,32,33,34,27,28,23,24,19,21,24,24,24,25,23,27,29,36,41,42,44,45,47,48,46,43,23,15,13,0,0,8,10,0,19,18,19,20,20,22,21,20,21,27,26,22,21,14,18,17,17,16,14,20,23,21,23,24,26,25,25,21,19,18,16,24,26,22,21,18,18,19,14,11,3,0,0
2022-03-05 14:00:00,0,4,1,7,8,8,10,9,9,10,10,10,10,9,15,19,23,23,23,19,16,16,16,21,17,22,23,22,24,25,32,33,38,37,32,34,33,32,24,29,23,26,20,16,15,0,0,14,14,13,23,22,22,22,22,20,22,19,20,22,22,18,22,21,21,26,26,26,23,16,16,17,14,18,19,19,15,16,15,11,10,14,15,13,11,11,7,8,6,5,3,0,0
2022-03-05 15:00:00,1,8,10,12,10,11,12,12,18,19,17,16,18,23,25,29,30,26,30,23,16,18,19,16,14,17,22,23,24,27,25,22,28,32,31,28,29,33,34,35,34,32,21,17,14,0,13,12,16,0,24,20,25,24,28,28,25,27,22,24,23,21,21,17,17,19,21,23,12,19,26,20,18,18,18,19,18,17,18,18,18,21,20,18,17,14,11,9,7,5,3,0,0
2022-03-05 16:00:00,0,4,4,6,9,12,14,15,20,24,12,25,26,23,22,19,29,29,29,29,22,22,19,25,25,26,27,28,27,30,32,27,35,36,38,52,56,58,37,60,34,49,31,23,20,1,0,14,16,0,24,12,14,16,36,36,38,32,24,20,19,22,23,24,23,18,18,15,13,23,27,18,28,27,28,23,29,26,22,23,24,30,31,27,25,24,19,17,13,9,4,0,0
2022-03-05 17:00:00,0,7,6,8,11,14,14,12,17,18,18,25,25,27,26,24,25,26,26,27,24,19,19,19,17,16,18,17,18,20,26,23,25,28,25,26,25,26,25,25,38,36,20,19,17,1,0,31,32,31,37,35,30,34,38,40,41,36,30,37,34,30,21,19,18,16,17,18,16,14,14,15,16,22,20,18,18,16,15,14,13,13,12,16,15,16,12,10,4,2,1,0,0
2022-03-05 18:00:00,0,4,5,9,14,16,17,18,21,14,17,11,16,22,26,26,29,29,27,24,21,23,23,21,21,15,13,17,20,25,25,25,25,31,30,25,24,24,22,0,0,20,17,11,8,1,24,25,31,18,43,21,41,40,41,37,33,34,30,28,26,22,21,20,18,17,21,19,19,15,16,19,20,25,27,26,25,23,15,14,8,15,14,11,10,12,7,5,6,1,0,0,0
2022-03-05 19:00:00,0,3,2,8,7,11,10,11,14,18,11,18,17,18,19,12,19,20,20,22,16,10,16,18,15,13,13,13,13,12,11,8,11,12,8,9,9,10,4,9,7,7,9,7,4,1,9,13,19,13,40,26,23,39,34,34,30,27,20,17,15,14,16,16,14,19,17,19,13,16,21,17,15,19,20,18,18,15,13,9,7,8,6,7,4,5,4,1,3,2,2,0,0
2022-03-05 20:00:00,0,3,4,8,11,10,11,10,8,8,9,13,14,15,17,12,22,21,19,14,15,14,13,18,14,11,10,7,11,12,11,10,11,11,10,10,10,8,9,10,0,3,5,1,2,1,7,17,22,20,35,19,32,35,35,36,26,23,22,25,26,24,26,26,21,19,13,11,10,13,14,12,14,20,13,17,16,14,9,7,6,6,5,6,6,3,4,1,2,0,0,0,0
2022-03-05 21:00:00,0,1,2,7,10,10,15,14,13,16,13,11,13,15,13,12,13,12,11,7,10,12,11,16,15,11,9,8,11,9,6,7,7,8,7,8,11,6,10,11,8,8,6,5,4,0,21,22,30,28,47,15,14,46,42,45,38,34,30,27,22,17,21,20,14,14,12,11,10,14,14,10,10,15,10,0,14,10,11,12,11,11,10,8,7,8,6,1,3,1,0,0,0
2022-03-05 22:00:00,0,5,6,8,3,5,7,6,9,11,2,12,11,14,12,14,15,0,13,12,12,11,9,11,7,6,10,7,8,10,8,5,8,8,8,10,8,8,7,0,0,5,2,2,1,0,0,24,28,11,44,39,43,37,38,36,34,34,32,30,28,23,22,22,18,14,14,14,8,15,13,11,11,12,14,11,13,12,10,9,9,12,11,11,10,8,3,4,3,0,0,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,9,5,0,12,15,16,19,17,14,17,8,13,14,12,10,13,12,0,9,7,3,0,8,0,0,6,4,2,2,18,21,23,0,45,34,25,42,40,35,32,30,28,25,17,18,15,13,12,10,11,10,9,13,12,11,7,13,11,13,13,11,7,7,4,3,9,6,4,3,2,2,1,1,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,0,0,1,0,1,2,4,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,1,0,2,1,2,3,4,4,5,6,4,1,4,4,5,7,0,0,8,7,5,6,4,3,5,6,4,6,4,5,5,5,6,4,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,0,0,1,2,3,4,2,4,4,0,4,3,4,4,5,4,4,5,4,2,6,5,5,6,5,7,5,5,8,7,3,7,6,4,5,0,1,6,0,3,1,0,0,0,2,2,1,0,3,0,2,3,1,0,1,2,2,3,5,1,4,0,5,3,5,0,0,5,5,9,0,7,0,8,8,5,8,5,0,0,4,0,0,0,0,0,0,0,0,0,0
2022-03-06 07:00:00,0,1,0,1,2,2,3,3,5,5,4,4,5,6,5,5,6,5,6,5,3,6,7,3,4,6,8,7,8,5,10,12,13,12,10,11,8,7,5,0,4,4,3,1,0,0,0,3,4,1,9,8,0,0,8,5,6,4,5,7,10,0,4,2,3,3,6,7,3,6,7,3,9,9,10,5,4,4,11,10,11,5,3,4,2,2,3,3,2,2,1,0,0
2022-03-06 08:00:00,0,7,0,1,4,5,6,7,8,12,10,7,8,7,5,5,8,9,8,6,6,5,7,5,6,11,14,14,14,13,12,14,20,22,22,18,13,8,4,14,13,9,7,5,4,0,1,0,1,0,6,1,4,5,5,4,3,4,5,6,6,8,8,7,8,11,10,11,10,8,10,12,13,14,7,9,14,12,9,9,10,11,10,7,7,5,4,2,3,3,1,0,0
2022-03-06 09:00:00,0,3,2,0,5,6,2,3,6,9,11,9,10,7,7,10,13,14,9,11,12,9,8,11,13,13,15,16,15,16,15,16,20,22,23,23,20,20,21,16,12,19,13,9,7,0,3,1,1,0,4,0,3,5,9,10,11,1,14,13,13,11,11,5,10,12,14,16,14,14,17,16,17,16,18,17,16,15,16,19,17,15,15,12,13,11,7,4,3,2,1,0,0
2022-03-06 10:00:00,0,8,5,3,3,8,8,8,10,13,11,7,8,10,13,8,9,11,14,13,10,9,10,12,14,15,16,17,14,17,19,21,19,20,22,21,23,23,24,22,0,21,14,11,8,0,0,1,1,0,5,6,3,6,8,10,8,11,14,13,11,10,11,13,10,12,13,14,12,13,13,12,12,13,15,14,12,11,11,15,17,15,15,14,14,17,14,10,7,4,3,4,0
2022-03-06 11:00:00,0,4,4,4,7,8,9,7,12,8,13,11,8,10,10,10,14,13,13,12,11,10,8,7,12,13,14,18,19,17,19,23,22,28,27,21,22,23,26,27,0,24,13,9,5,1,0,2,1,0,8,0,5,5,10,8,10,12,11,13,14,9,10,11,10,13,9,11,10,11,13,13,14,18,19,3,18,15,16,16,15,9,10,13,15,12,10,11,9,6,4,1,0
2022-03-06 12:00:00,0,6,5,9,11,11,8,7,11,14,14,11,10,9,7,11,14,15,16,14,16,16,12,11,10,14,19,12,16,21,28,31,34,36,37,44,48,47,50,22,47,43,31,19,16,0,0,9,8,0,11,0,12,10,15,16,10,15,20,23,22,17,17,20,19,19,18,17,12,12,15,13,11,13,16,16,14,15,17,17,13,18,21,27,31,27,16,16,11,5,4,0,0
2022-03-06 13:00:00,0,2,3,7,8,11,8,11,21,21,19,11,10,10,11,14,15,13,14,11,13,11,12,13,13,17,18,13,17,20,27,29,30,32,30,31,38,41,30,42,29,41,24,21,15,0,0,7,6,0,13,10,9,6,15,13,15,15,16,14,17,15,19,12,16,14,16,17,16,12,14,15,14,19,18,21,20,17,18,20,18,18,19,15,14,13,15,13,9,7,2,0,0
2022-03-06 14:00:00,0,3,2,10,8,10,10,9,13,14,13,14,16,16,16,19,20,20,18,18,14,11,11,14,15,12,13,13,19,23,24,26,28,32,31,36,38,26,25,35,0,32,20,16,14,1,3,10,16,6,23,3,17,18,17,20,18,23,17,16,16,16,15,11,12,13,16,19,20,14,16,15,15,18,18,11,15,17,16,19,19,20,21,14,12,8,6,6,5,3,1,0,0
2022-03-06 15:00:00,0,5,5,13,15,15,18,17,18,17,14,14,11,16,16,15,17,14,17,16,15,15,10,12,9,10,16,13,17,21,22,23,27,32,33,31,38,40,39,40,39,38,27,20,18,1,0,10,11,5,14,13,25,26,21,28,25,24,21,16,15,17,16,15,15,18,20,24,22,16,13,15,14,17,19,19,19,18,15,14,13,11,13,17,17,16,11,8,4,4,2,0,0
2022-03-06 16:00:00,1,3,2,8,7,9,10,9,17,12,13,16,13,15,16,14,15,15,16,16,14,15,10,14,15,14,18,16,17,22,23,23,25,26,28,30,33,34,35,37,36,34,19,14,9,1,5,11,17,0,31,29,30,30,35,38,38,31,30,33,31,27,16,11,14,15,17,17,14,14,15,14,13,19,18,14,20,13,12,13,14,15,11,14,11,9,8,7,6,6,3,0,0
2022-03-06 17:00:00,2,11,5,8,10,12,12,11,14,14,16,16,18,18,18,17,21,21,20,18,18,18,16,17,15,15,15,16,22,26,28,30,31,31,30,32,33,29,20,32,31,26,13,11,8,1,0,20,22,3,34,36,32,32,29,32,31,33,26,25,18,18,26,24,17,18,15,17,14,12,12,15,14,19,21,13,20,18,15,12,10,11,6,9,9,8,8,9,6,4,3,0,0
2022-03-06 18:00:00,0,2,10,7,9,15,13,11,18,18,16,9,13,14,15,16,20,21,22,22,23,18,21,18,12,12,15,16,13,12,15,19,19,22,23,21,23,24,24,25,23,22,14,10,5,0,0,15,30,29,33,31,19,30,37,34,33,26,29,24,22,20,19,19,19,18,16,16,14,13,17,14,16,20,24,11,23,22,18,14,12,15,14,12,12,12,11,8,7,7,4,1,0
2022-03-06 19:00:00,0,2,1,10,8,7,9,10,13,13,14,14,12,16,19,22,18,19,12,7,14,12,11,12,11,7,6,9,10,10,13,16,18,17,15,14,15,2,13,12,0,11,8,5,3,0,0,13,15,9,28,23,22,29,25,28,25,24,23,22,21,20,17,13,14,11,13,14,11,13,14,13,13,13,13,8,7,9,8,8,5,5,6,10,8,7,5,6,3,4,3,0,0
2022-03-06 20:00:00,0,3,4,5,6,7,5,6,9,6,10,11,10,16,13,11,14,14,9,13,11,10,9,15,11,9,11,11,9,11,10,6,6,7,3,6,2,4,3,4,2,3,5,4,2,2,12,21,25,13,24,0,0,20,27,25,16,15,15,13,11,10,10,8,7,8,7,6,5,11,12,8,12,14,13,11,13,12,11,9,8,8,7,7,6,7,6,7,3,1,0,0,0
2022-03-06 21:00:00,0,2,3,11,10,13,17,14,13,13,10,13,11,14,12,11,11,10,7,9,9,7,12,18,16,10,9,6,9,8,8,6,8,9,8,7,5,6,5,3,0,0,4,3,1,1,5,12,14,0,35,27,26,18,30,28,27,27,27,24,20,16,17,14,11,10,12,10,8,11,11,10,12,17,17,0,15,13,9,7,6,8,8,11,8,7,3,1,1,0,0,0,0
2022-03-06 22:00:00,0,1,1,5,3,6,12,13,13,11,7,7,10,13,11,12,11,9,9,8,11,12,8,15,11,7,7,8,7,8,5,7,7,4,3,5,4,2,3,0,0,3,2,1,0,0,6,19,23,0,29,0,23,28,25,24,22,20,21,17,15,14,16,14,12,10,9,8,6,8,9,8,9,10,9,4,9,6,8,7,6,7,7,11,9,5,4,3,1,0,0,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,9,16,18,13,11,10,11,14,13,10,8,5,5,4,5,6,5,0,4,4,4,3,2,0,0,13,19,0,36,0,33,33,33,34,33,29,24,16,14,12,12,10,10,7,9,7,0,11,13,13,14,16,17,4,18,17,11,8,6,6,6,4,4,3,3,2,0,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,1,0,2,6,9,11,12,18,18,19,12,12,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,1,0,2,3,10,10,10,12,12,10,10,9,9,10,16,21,20,18,14,12,10,11,9,10,8,9,10,12,5,11,11,11,12,10,11,8,8,7,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,0,2,1,0,2,3,3,2,4,8,10,9,8,7,9,10,13,13,16,17,17,14,13,7,7,10,13,14,16,15,16,16,16,19,21,20,15,8,14,4,0,11,8,7,5,0,0,2,2,0,4,2,0,5,1,1,2,4,6,8,8,8,10,11,14,22,28,29,27,20,24,25,23,27,29,30,30,29,35,36,38,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 07:00:00,1,10,8,4,11,4,15,18,18,22,21,21,19,20,25,30,37,27,28,25,24,29,28,17,18,20,27,30,26,29,30,33,36,39,42,43,35,34,35,35,15,20,12,8,5,0,0,4,0,1,6,4,9,10,10,14,15,14,19,24,31,18,15,14,19,31,40,52,46,28,34,36,40,38,44,48,45,40,46,51,51,62,54,48,46,33,29,26,19,15,10,0,0
2022-03-07 08:00:00,15,28,26,11,10,13,19,16,17,23,18,21,15,17,20,30,43,42,46,43,36,36,33,22,26,33,42,46,47,52,55,59,62,62,48,46,46,47,46,49,45,41,27,15,11,0,4,8,8,0,20,18,18,19,25,32,30,28,22,29,34,25,24,23,21,40,46,52,47,35,38,35,38,46,48,49,52,48,56,64,63,61,61,59,54,42,35,34,21,16,11,1,0
2022-03-07 09:00:00,1,10,11,6,5,7,8,9,12,15,20,20,16,13,13,22,25,21,25,24,21,19,19,16,19,32,36,35,29,34,39,38,42,48,45,34,30,32,31,33,32,31,17,9,8,1,3,3,4,0,9,8,7,6,9,18,18,17,15,15,15,12,13,12,14,24,28,37,34,20,21,25,23,22,28,27,27,27,28,32,31,28,26,23,23,31,20,18,12,9,5,0,0
2022-03-07 10:00:00,0,8,6,5,6,7,6,7,16,17,16,15,14,17,18,19,22,20,20,19,17,18,16,16,15,19,19,22,22,26,26,28,32,23,23,22,22,23,20,24,23,19,11,8,5,0,0,4,4,1,6,0,3,5,12,17,14,14,16,17,15,15,17,16,15,14,15,22,18,16,15,17,19,20,19,20,19,14,17,16,17,18,19,22,21,18,17,15,8,7,3,0,0
2022-03-07 11:00:00,0,3,3,3,4,5,5,6,19,19,12,18,12,14,13,14,13,14,15,13,12,11,11,10,11,14,15,11,14,14,14,14,31,33,30,23,21,22,15,20,15,18,13,8,6,0,1,3,4,0,7,0,5,4,9,13,13,14,15,14,13,13,12,13,15,15,17,18,16,12,12,14,13,16,16,16,15,14,13,17,11,15,12,14,9,10,6,5,4,2,2,0,0
2022-03-07 12:00:00,0,3,2,2,4,5,6,5,20,18,18,19,18,17,21,22,15,19,18,17,15,13,10,12,13,13,15,16,15,14,14,14,16,18,18,15,17,15,14,15,10,11,13,11,9,0,0,7,10,5,14,0,13,12,14,20,17,14,17,19,15,14,14,16,16,18,24,27,23,16,17,16,18,18,19,15,13,16,15,15,16,18,15,16,13,10,6,5,4,3,1,0,0
2022-03-07 13:00:00,1,7,1,4,5,4,7,7,20,21,23,22,19,19,17,22,24,25,25,25,22,21,19,25,18,18,22,21,21,22,25,27,28,30,31,24,19,8,0,11,0,17,12,9,7,0,0,4,6,2,10,0,6,8,12,18,16,15,19,18,21,21,19,19,19,21,20,21,21,16,20,19,20,24,27,25,23,21,19,19,22,23,27,21,12,9,7,6,5,4,1,0,0
2022-03-07 14:00:00,0,4,2,4,6,7,7,7,12,13,4,14,15,21,21,23,23,23,20,18,16,18,14,19,21,17,20,20,15,15,18,18,18,19,15,9,9,8,9,9,10,8,7,5,4,0,7,6,9,8,13,0,16,14,16,20,18,20,21,21,21,20,21,21,16,17,17,18,16,16,18,16,14,14,18,17,17,15,13,11,10,11,12,11,20,13,7,6,6,4,2,0,0
2022-03-07 15:00:00,0,4,6,8,10,11,13,14,22,23,20,22,22,24,25,22,22,23,24,22,21,17,19,23,19,16,20,19,20,20,18,18,23,24,22,13,14,15,8,0,0,13,8,5,7,1,8,9,11,0,22,21,23,23,28,33,32,32,26,25,25,20,24,22,21,18,18,17,15,15,20,20,17,19,22,21,21,18,16,19,17,13,13,15,11,9,8,5,4,1,1,0,0
2022-03-07 16:00:00,1,4,6,10,12,17,17,15,27,29,33,26,33,26,24,28,35,32,31,27,24,21,20,19,20,15,16,19,19,19,19,15,14,26,25,20,18,16,16,18,14,15,7,5,5,0,0,12,17,7,22,0,17,21,26,35,35,35,32,33,32,25,31,30,24,23,21,21,20,21,24,26,24,25,27,19,28,26,23,22,16,24,22,24,22,16,15,14,10,7,5,0,0
2022-03-07 17:00:00,0,7,6,11,16,16,20,18,30,35,34,37,35,37,35,35,41,42,39,34,34,34,32,28,23,16,17,16,19,18,20,20,31,33,28,26,20,15,16,20,16,15,9,8,6,3,21,12,24,12,48,47,44,41,38,42,40,38,36,35,31,30,26,27,24,18,22,20,17,18,21,19,22,26,27,28,25,23,20,22,18,18,18,25,25,25,21,16,8,6,3,0,0
2022-03-07 18:00:00,2,13,18,32,40,45,48,48,54,54,47,39,55,55,53,58,64,67,66,58,50,43,38,48,37,27,23,24,26,29,26,21,26,29,30,27,28,25,26,30,28,26,10,7,6,3,0,27,38,0,51,50,48,50,45,43,42,49,49,49,43,46,41,38,35,31,27,26,21,36,35,36,33,41,45,42,41,37,22,18,14,17,22,18,18,16,13,13,8,6,5,1,0
2022-03-07 19:00:00,0,7,6,12,14,17,21,23,25,24,23,29,29,32,30,24,24,22,21,23,20,23,19,31,23,15,15,11,18,18,17,11,8,11,10,10,8,8,5,7,7,6,3,4,2,0,10,21,26,14,48,45,43,40,45,42,39,40,36,35,32,24,31,27,21,25,24,23,22,23,25,28,24,27,29,29,30,25,18,15,16,14,12,13,12,11,5,5,3,1,0,0,0
