Unnamed: 0,1_은평공영차고지,2_덕은교.은평차고지앞,3_수색교,4_수색119안전센터,5_수색초등학교,6_수색대림아파트,7_상신중학교앞,8_미성아파트앞,9_새마을금고앞,10_새절역.숭실고입구,11_응암오거리,12_은평문화예술정보학교,13_응암초등학교,14_명지전문대.충암중고등학교,15_명지중고등학교,16_명지대삼거리,17_명지대,18_DMC센트럴아이파크아파트,19_명지대사거리제일은행앞,20_백련시장,21_연희파크푸르지오앞,22_홍연시장,23_연희홍연아파트,24_서대문구청,25_서대문구청.서대문구의회,26_서대문자연사박물관입구,27_한성화교중고교.서대문소방서,28_연희초등학교,29_연희3거리,30_연희교차로,31_서대문우체국,32_연세대학교앞,33_세브란스병원,34_신촌기차역,35_이대역,36_웨딩타운,37_아현역,38_종근당.충정로역,39_한국경제신문사.서소문역사공원,40_서울역버스환승센터,41_숭례문,42_남대문시장앞.이회영활동터,43_롯데영프라자,44_우리은행종로지점,45_청계1가.광교,46_을지로2가.기업은행본점.서울노동청,47_롯데백화점,48_북창동.남대문시장,49_염천교,50_한국경제신문사.서소문역사공원,51_충정로역2호선,52_아현역,53_웨딩타운,54_이대역,55_신촌기차역입구,56_신촌기차역,57_이대부중,58_이대부고,59_이대부중,60_세브란스병원,61_연대앞,62_서대문우체국,63_연희교차로,64_연희3거리,65_연희초등학교,66_한성화교중고교.서대문소방서,67_서대문자연사박물관입구,68_서대문구청.보건소.구의회,69_서대문문화체육회관입구,70_홍연2교두산아파트앞,71_홍남교,72_백련시장,73_명지대사거리국민은행앞,74_명지대,75_명지대삼거리,76_명지중고등학교,77_명지전문대.충암중고등학교,78_응암초등학교,79_은평문화예술정보학교,80_응암오거리,81_새절역.숭실고입구,82_새마을금고앞,83_미성아파트앞,84_상신중학교앞,85_수색대림아파트,86_수색초등학교,87_수색역앞,88_수색교,89_덕은교.은평차고지앞,90_은평공영차고지(가상)
2022-03-05 04:00:00,0,0,1,0,0,2,3,2,0,4,5,7,4,6,5,0,6,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,1,2,0,0,1,0,2,3,1,2,5,0,0,1,6,4,8,7,3,5,0,6,7,0,14,16,4,15,7,8,0,10,8,7,8,6,7,6,5,3,2,1,1,0,0,1,0,2,0,1,3,0,2,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,1,1,0,0,1,3,6,2,5,8,8,7,6,4,5,3,2,3,1,2,2,4,5,0,4,5,5,0,6,6,5,3,7,4,3,6,4,5,4,2,0,1,0,0,0,1,2,1,0,1,2,3,0,4,2,5,4,2,5,4,5,6,5,4,3,3,4,0,2,2,0,0,1,0,2,4,4,3,4,0,3,2,2,1,4,3,2,0,1,0
2022-03-05 07:00:00,1,2,2,0,3,2,5,6,5,7,4,7,0,6,7,6,4,7,1,4,8,0,0,3,4,7,6,2,8,10,9,8,6,4,8,7,8,10,9,4,3,1,0,0,0,1,2,3,1,1,1,3,0,4,0,5,4,3,2,0,2,3,2,3,0,1,2,0,3,4,2,2,2,1,1,3,4,4,6,4,5,1,5,2,4,1,0,0,0,0
2022-03-05 08:00:00,0,0,2,1,0,6,12,13,11,6,10,1,10,7,8,6,7,6,7,8,4,6,7,4,10,9,12,13,14,16,18,18,16,15,14,14,16,15,14,9,8,1,0,0,0,1,0,1,0,0,3,4,2,5,6,7,6,3,4,4,6,8,7,5,4,5,3,2,4,0,0,4,4,3,5,6,7,3,9,6,9,7,5,2,4,5,1,0,0,0
2022-03-05 09:00:00,1,1,0,2,2,6,8,10,8,7,11,10,7,8,7,9,10,10,11,12,14,16,16,15,16,17,20,21,12,23,22,16,17,17,20,19,22,24,10,6,4,1,0,0,0,1,1,2,0,1,3,2,4,5,6,7,6,5,5,5,6,10,8,6,7,5,3,4,7,4,6,6,6,7,5,8,7,8,8,6,5,5,5,5,6,4,4,3,2,0
2022-03-05 10:00:00,0,0,1,0,1,3,5,6,6,6,4,7,7,8,9,9,10,11,17,10,17,19,20,19,19,18,19,19,17,19,23,21,16,16,13,13,16,19,18,17,11,4,3,0,2,1,3,5,4,4,7,9,5,11,14,15,13,12,10,11,12,12,12,11,11,10,5,6,5,6,5,6,6,6,5,5,5,7,7,7,5,5,2,6,8,1,3,0,1,0
2022-03-05 11:00:00,2,0,2,3,2,7,13,14,10,8,13,13,14,16,13,12,8,8,8,9,10,13,14,12,15,15,15,10,19,22,22,22,24,20,17,16,19,22,25,19,11,5,2,0,1,4,6,8,8,9,10,9,10,7,9,8,5,9,10,14,17,15,11,9,8,8,7,11,10,9,8,7,12,9,10,12,12,12,11,12,10,10,8,7,11,10,7,4,1,0
2022-03-05 12:00:00,5,2,2,3,2,6,12,10,8,8,8,10,10,8,10,9,9,8,10,10,9,13,10,14,18,18,21,22,27,25,25,25,26,23,22,20,19,20,19,13,8,3,2,0,0,2,3,8,9,8,7,9,8,10,11,15,13,11,13,15,24,24,23,22,20,18,15,12,14,12,10,10,13,8,16,15,11,9,11,8,8,11,10,5,5,3,3,1,1,0
2022-03-05 13:00:00,3,2,2,3,6,5,8,15,14,17,17,18,20,12,12,8,8,8,7,8,6,8,10,11,5,12,15,13,13,17,16,15,16,16,13,14,15,16,13,11,8,3,1,2,0,2,7,11,6,10,10,11,11,10,11,14,13,9,11,11,16,19,13,13,11,11,12,10,13,13,8,7,12,11,12,10,12,14,14,9,12,12,11,6,7,6,3,2,0,0
2022-03-05 14:00:00,0,1,1,2,2,3,6,6,5,13,14,15,17,14,15,12,12,11,11,16,19,20,19,13,21,17,18,17,18,21,23,22,20,23,23,17,18,24,20,12,11,4,1,0,0,4,6,10,10,10,9,8,8,10,8,16,13,14,19,17,22,21,18,15,13,12,10,9,9,8,10,8,9,7,12,13,12,7,13,10,11,11,9,4,9,3,2,0,1,0
2022-03-05 15:00:00,1,1,2,0,4,7,9,8,7,12,12,14,11,9,7,7,5,6,8,7,6,9,8,9,8,11,16,19,17,19,22,17,15,15,14,15,16,13,16,10,6,5,3,1,0,4,9,12,11,10,11,9,9,10,9,10,7,9,12,13,17,21,19,18,16,14,9,7,8,8,9,8,12,14,15,8,18,20,19,12,13,13,9,5,5,4,2,1,1,0
2022-03-05 16:00:00,0,1,4,2,5,6,8,8,7,9,11,14,10,13,10,9,9,9,12,15,14,8,16,7,16,19,22,19,17,19,23,24,23,16,20,17,18,18,20,10,7,4,1,3,2,2,16,23,24,21,20,15,11,8,11,14,9,10,10,12,16,18,14,13,12,11,11,12,12,12,13,7,12,10,13,14,12,13,11,12,11,10,12,10,7,6,2,0,0,0
2022-03-05 17:00:00,0,1,0,0,2,4,6,6,7,11,13,19,16,12,12,9,9,9,8,8,7,3,4,8,9,10,17,16,22,22,21,18,15,16,17,16,16,13,12,7,6,5,2,3,0,3,10,11,9,13,14,13,12,13,14,13,12,12,14,16,23,22,20,19,17,14,10,11,13,11,8,10,9,16,15,16,15,18,16,13,10,8,9,5,4,5,3,0,2,0
2022-03-05 18:00:00,2,0,3,6,5,8,9,8,6,7,9,13,16,15,14,11,9,4,8,9,10,9,6,8,9,12,15,15,14,17,17,15,14,13,7,11,12,9,9,4,3,4,1,1,0,1,9,13,11,14,11,11,11,14,14,11,13,16,13,16,17,18,19,20,19,18,17,13,16,13,14,13,11,14,12,11,11,12,11,10,10,10,7,4,6,2,3,1,0,0
2022-03-05 19:00:00,1,1,2,1,4,2,4,3,1,8,10,9,7,8,3,6,1,4,4,0,7,6,6,0,6,8,10,7,10,13,12,11,14,15,14,15,13,12,6,2,1,0,3,1,0,5,8,11,12,11,11,10,9,10,10,10,8,8,7,8,14,13,10,12,8,9,8,4,9,5,0,7,9,12,11,7,14,11,10,9,9,9,8,4,2,0,0,0,0,0
2022-03-05 20:00:00,0,1,2,0,1,0,1,2,1,3,5,4,3,2,3,1,3,2,2,6,1,2,5,2,7,3,6,9,7,8,9,6,10,11,0,8,8,2,11,5,4,2,2,0,0,4,3,7,2,11,10,8,4,8,7,8,7,6,7,8,12,12,13,14,0,12,9,4,11,7,0,8,9,12,13,14,12,11,10,9,14,19,12,8,1,0,0,0,0,0
2022-03-05 21:00:00,0,1,2,2,1,1,4,3,0,5,6,7,8,5,4,3,3,2,1,1,5,3,0,1,5,3,4,6,7,15,14,8,10,8,7,3,5,4,8,1,0,1,2,0,0,2,5,6,3,0,4,5,0,9,10,14,0,8,6,8,14,16,14,13,7,12,7,6,7,6,4,3,7,6,5,0,4,2,5,4,15,16,13,5,3,2,1,0,0,0
2022-03-05 22:00:00,0,0,0,1,0,1,0,0,2,9,10,9,5,7,6,4,3,3,4,4,0,5,2,0,2,0,2,5,7,9,8,0,11,10,9,6,4,5,3,2,0,1,0,1,0,4,6,8,3,6,9,5,9,12,10,11,0,8,11,14,21,22,19,18,17,14,9,8,10,10,7,3,9,6,9,7,6,4,5,5,13,8,9,3,2,2,1,1,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,1,0,5,7,10,11,10,9,8,5,4,3,0,0,0,1,0,0,0,2,3,4,6,4,6,10,6,11,2,8,6,5,2,1,0,0,0,0,1,2,3,5,1,6,5,0,9,2,11,1,6,11,13,16,16,14,14,13,11,10,9,8,6,4,5,5,7,7,8,10,4,8,4,10,7,6,3,0,1,0,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,4,6,0,0,0,4,0,0,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,0,0,0,2,2,2,1,2,3,0,2,4,4,2,3,5,3,4,4,1,5,0,8,9,8,9,4,5,5,6,3,2,4,3,4,3,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,0,0,0,1,2,2,1,3,2,1,0,1,0,0,0,0,2,3,0,0,3,2,0,4,5,0,6,5,0,0,4,4,5,3,1,6,5,3,0,1,0,0,0,1,1,2,2,3,1,2,0,3,2,4,3,2,0,4,10,9,7,7,6,4,2,2,2,3,2,3,0,0,2,2,2,1,3,0,2,3,2,2,0,0,0,0,0,0
2022-03-06 07:00:00,1,0,0,0,0,2,3,2,2,5,6,4,5,3,4,5,5,4,3,2,3,3,0,0,1,4,0,4,2,4,4,5,3,0,4,2,1,0,2,1,0,0,0,0,0,0,1,2,0,1,1,2,0,0,1,2,1,3,0,5,3,4,4,3,2,5,4,0,4,3,2,3,3,0,0,2,2,4,3,2,1,0,0,1,2,0,1,0,0,0
2022-03-06 08:00:00,0,0,1,0,2,3,5,5,3,2,5,6,7,7,1,5,0,7,5,4,6,0,7,6,4,5,3,0,6,6,2,7,8,7,9,0,4,4,3,3,3,1,0,0,0,2,3,1,2,2,1,2,3,0,2,2,1,0,1,2,3,5,0,4,0,3,3,0,3,6,5,3,4,2,1,6,4,7,7,9,4,0,2,4,5,0,3,2,0,0
2022-03-06 09:00:00,0,0,0,0,1,2,6,7,6,5,7,9,8,7,10,7,6,5,9,8,7,8,10,10,12,11,11,10,11,12,14,11,13,10,9,9,12,13,15,4,4,2,1,0,0,1,0,0,0,0,2,2,3,2,3,5,4,4,2,5,6,8,6,7,0,0,3,6,3,5,5,5,5,7,2,8,8,7,6,4,4,3,2,3,3,0,1,0,0,0
2022-03-06 10:00:00,0,1,1,2,2,5,7,6,7,7,7,7,6,6,10,9,10,11,8,8,9,11,12,14,11,14,12,13,14,15,19,17,16,12,14,12,11,6,8,4,3,2,0,0,0,1,2,4,0,2,3,4,2,3,7,2,5,4,4,5,5,8,9,8,7,9,8,6,7,8,7,6,5,4,4,5,3,0,4,4,3,10,12,6,12,13,3,2,0,0
2022-03-06 11:00:00,0,0,2,0,0,6,7,3,4,5,4,3,3,5,5,6,5,4,4,3,5,6,7,8,10,7,9,8,10,17,11,9,8,9,7,5,8,8,5,1,3,1,0,0,0,0,3,4,3,5,6,4,5,7,2,8,2,6,6,7,5,8,11,7,9,6,9,8,4,6,0,8,3,6,5,6,4,5,5,3,2,0,3,2,1,0,0,1,0,0
2022-03-06 12:00:00,1,0,0,1,0,5,10,11,8,9,16,14,12,10,3,7,8,6,6,4,2,7,8,4,12,12,12,10,11,16,14,16,14,14,14,12,9,11,11,4,2,2,1,0,0,2,4,5,5,1,7,9,8,9,11,13,0,6,6,5,11,12,11,9,9,8,9,10,10,12,0,8,9,10,8,8,7,4,11,4,5,8,6,3,4,0,1,0,0,0
2022-03-06 13:00:00,1,1,2,0,3,7,9,10,8,8,7,8,10,10,9,8,12,10,9,11,10,12,8,4,12,14,15,16,16,17,13,16,15,17,13,14,15,16,14,10,5,9,2,1,0,0,8,10,0,7,8,6,4,8,7,9,11,9,11,12,14,14,14,10,8,7,12,11,9,8,10,8,9,9,10,9,8,9,10,9,12,9,11,7,5,4,1,2,0,0
2022-03-06 14:00:00,0,0,2,0,0,3,6,8,6,10,11,6,6,7,0,7,9,6,7,5,8,10,12,11,13,15,17,16,14,18,19,20,13,23,21,19,21,20,10,12,9,6,3,3,0,6,6,9,0,6,6,7,7,8,9,8,8,7,8,11,13,18,14,13,12,10,9,9,10,9,8,9,7,6,9,8,10,7,8,9,4,2,3,6,2,0,1,0,0,0
2022-03-06 15:00:00,0,0,0,1,1,1,6,5,5,7,9,9,6,8,5,5,7,7,5,4,5,7,5,8,6,10,11,8,15,19,10,18,10,20,24,22,20,21,17,12,10,8,5,0,0,1,12,11,6,10,10,10,9,8,8,10,0,8,9,11,16,17,16,15,12,11,12,12,11,10,9,8,6,7,8,10,10,15,19,10,8,13,10,6,2,2,2,0,1,0
2022-03-06 16:00:00,0,1,0,0,1,3,8,7,5,12,13,11,12,10,7,9,8,9,7,6,5,9,11,8,9,13,13,11,11,17,16,16,0,13,11,10,10,11,5,9,7,1,3,0,4,4,8,8,8,7,10,9,8,9,10,10,0,9,10,12,12,14,12,9,8,9,10,14,13,9,12,13,11,12,13,14,15,16,18,13,9,9,5,5,2,1,0,0,0,0
2022-03-06 17:00:00,0,1,1,2,2,1,3,4,3,10,11,12,10,12,8,9,7,8,6,7,0,6,5,4,5,9,7,11,10,11,13,10,7,9,6,6,7,5,6,3,0,3,1,3,0,2,11,13,12,8,12,10,9,13,6,13,10,3,10,11,22,23,23,11,17,15,12,10,11,11,6,10,12,10,13,13,12,9,8,10,14,14,10,3,4,0,0,0,0,0
2022-03-06 18:00:00,1,0,2,2,3,7,8,6,5,11,10,9,11,10,6,5,11,10,11,9,6,9,11,10,10,7,11,7,8,12,10,8,8,8,7,6,9,8,7,3,1,2,1,0,0,3,6,7,6,6,8,14,15,14,12,11,11,9,4,12,20,26,25,22,21,19,16,17,16,17,14,13,12,10,13,5,11,11,9,7,12,13,9,4,2,3,0,0,0,0
2022-03-06 19:00:00,0,0,3,4,3,2,3,2,2,7,11,9,8,7,6,5,6,3,7,5,4,3,4,3,3,5,7,6,7,11,12,8,7,6,5,5,7,9,8,1,0,0,1,0,0,3,5,10,8,7,12,10,0,7,11,12,10,9,8,12,13,13,12,7,11,8,7,9,8,7,6,2,6,8,9,11,14,7,11,9,8,6,6,4,3,2,1,3,2,0
2022-03-06 20:00:00,0,0,2,1,1,2,1,2,0,10,10,11,9,6,4,4,5,0,3,0,0,3,4,5,3,1,1,3,3,4,2,5,4,2,7,6,5,4,3,1,0,0,0,0,0,0,4,6,7,11,7,6,0,5,3,7,6,5,6,9,18,19,19,19,18,15,12,10,10,8,7,5,9,8,8,9,10,0,8,7,10,11,10,4,1,0,2,1,0,0
2022-03-06 21:00:00,0,1,0,0,0,1,0,0,1,7,12,9,6,5,5,5,3,4,3,4,4,4,5,1,7,6,0,5,7,11,4,12,13,12,7,6,5,4,3,3,1,2,3,0,0,2,7,8,3,7,4,8,7,8,10,12,6,8,9,13,14,12,10,10,9,7,5,5,4,7,4,2,6,7,5,6,6,7,4,5,7,9,8,2,2,0,0,0,0,0
2022-03-06 22:00:00,0,0,0,0,0,0,0,1,0,6,8,4,9,8,7,5,7,2,0,6,5,3,0,0,6,4,4,0,1,6,7,3,7,5,11,5,8,0,7,4,2,0,1,0,0,3,6,7,8,9,10,7,8,8,9,10,11,10,11,12,13,14,9,8,0,7,5,8,9,8,0,6,7,6,6,5,8,8,0,8,8,8,6,2,0,0,0,0,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,3,0,0,3,2,0,3,2,3,4,2,3,0,2,0,0,0,0,0,3,2,1,0,3,2,2,0,4,4,3,1,0,0,0,1,0,0,3,2,3,3,4,5,0,6,5,8,7,4,8,11,12,12,12,13,12,12,10,3,10,9,0,0,4,11,9,7,4,4,2,3,5,5,3,2,1,0,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,0,0,0,3,0,3,6,7,10,13,14,11,12,13,16,17,0,22,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,1,1,0,1,2,6,3,3,2,3,0,4,2,5,4,5,5,7,9,0,6,0,23,23,25,24,25,11,11,6,17,15,13,10,9,10,8,6,4,1,1,0,0,0,0,0,1,3,1,1,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,0,1,0,0,0,2,9,10,8,9,10,12,10,5,6,5,6,0,6,6,7,9,11,10,8,12,11,0,12,14,14,14,10,8,10,12,11,11,9,7,3,1,0,0,0,2,3,4,5,5,7,6,7,9,9,11,8,5,3,6,5,6,5,0,2,5,4,3,4,5,0,4,3,5,5,4,8,14,18,18,3,1,2,3,5,4,2,1,0,0
2022-03-07 07:00:00,2,5,8,10,6,15,23,29,22,14,29,29,22,14,7,8,8,8,12,14,14,16,21,23,21,25,27,26,28,30,29,26,24,25,30,29,33,30,27,14,10,2,1,1,0,2,2,3,3,3,6,8,11,19,21,22,19,8,7,7,8,7,4,5,6,6,11,9,8,7,8,8,14,12,13,13,9,20,24,25,12,13,13,10,18,17,3,0,0,0
2022-03-07 08:00:00,0,1,5,1,7,13,27,30,26,27,36,34,34,23,21,19,20,19,20,21,24,25,27,24,22,26,25,22,23,22,24,24,22,22,27,26,26,28,27,14,13,4,2,0,0,8,9,9,4,4,5,8,9,14,15,18,10,9,8,6,10,15,16,16,15,14,14,5,5,7,0,5,6,8,11,13,16,24,26,25,9,12,14,12,15,12,5,3,2,0
2022-03-07 09:00:00,0,1,1,2,3,5,13,15,14,28,31,30,25,6,9,9,11,13,12,7,10,9,11,10,11,15,14,15,15,19,18,17,15,14,17,17,19,17,16,11,8,3,1,0,0,4,3,5,4,3,2,5,5,11,11,8,8,7,6,5,6,7,6,7,3,6,5,6,5,5,6,7,8,9,9,10,12,13,15,11,7,5,4,5,7,6,2,0,0,0
2022-03-07 10:00:00,0,1,2,3,5,6,9,9,8,9,7,9,8,8,8,9,11,11,9,13,14,16,15,15,15,16,15,15,17,18,18,16,15,15,18,16,17,16,14,10,6,2,1,0,0,2,1,5,4,4,4,6,5,6,7,6,5,3,7,8,4,9,7,8,5,6,6,10,11,7,6,8,7,5,9,8,6,8,7,6,4,5,4,5,6,2,2,0,0,0
2022-03-07 11:00:00,1,2,4,3,3,4,8,12,9,10,10,11,12,16,18,12,13,12,14,14,13,12,13,10,8,10,12,12,13,17,16,17,14,16,13,14,13,12,15,13,10,5,1,0,3,3,3,5,6,3,4,8,2,6,7,7,6,8,7,11,13,12,12,9,10,7,9,9,8,8,9,8,8,8,9,9,9,11,9,11,8,7,3,4,5,3,2,0,0,0
2022-03-07 12:00:00,0,0,1,0,2,3,7,5,6,12,14,16,15,13,11,12,9,17,18,18,6,17,15,14,14,13,19,17,20,22,18,19,15,15,15,16,14,12,13,11,10,3,2,1,0,6,7,8,6,7,7,6,7,9,10,9,6,6,6,8,6,9,7,7,6,8,6,4,9,7,7,8,9,8,12,10,14,13,13,12,8,9,8,6,4,4,1,0,0,0
2022-03-07 13:00:00,0,2,3,4,3,4,4,7,7,14,16,16,14,6,8,9,10,10,11,15,11,18,18,17,17,17,18,17,16,18,16,17,16,16,17,16,21,21,19,13,11,3,1,0,0,3,3,5,9,10,8,7,7,10,10,10,10,11,11,13,14,15,14,15,14,15,13,15,13,10,0,5,11,12,12,8,7,6,6,5,6,7,8,5,4,5,1,0,0,0
2022-03-07 14:00:00,2,0,3,2,2,5,8,10,5,14,15,12,10,10,7,7,6,8,8,11,7,8,8,7,10,11,13,11,15,17,17,14,10,15,13,12,9,10,8,7,5,4,3,1,2,4,6,8,10,9,11,12,11,12,15,14,8,11,11,12,12,13,11,14,10,10,13,14,15,13,12,11,11,13,15,6,18,20,15,14,10,9,8,6,3,4,2,0,1,0
2022-03-07 15:00:00,0,3,4,1,5,6,8,7,8,13,15,15,15,14,10,9,10,9,9,10,11,12,11,8,12,17,17,18,17,20,18,17,16,14,13,12,10,10,11,6,5,2,2,0,1,2,2,8,10,9,9,9,5,9,10,7,8,9,11,13,16,16,13,13,13,11,13,11,12,8,10,7,7,7,6,9,26,28,32,32,14,13,12,12,8,7,4,3,1,0
2022-03-07 16:00:00,1,1,3,0,2,4,8,8,5,13,13,14,13,15,24,24,23,24,25,25,24,21,25,24,23,20,21,20,23,24,23,23,20,18,16,13,12,11,11,6,5,5,3,0,0,0,6,17,18,19,16,15,13,11,9,13,13,18,25,27,29,27,24,22,22,20,20,20,15,14,13,12,14,13,12,19,29,31,29,30,19,18,12,21,23,5,17,3,1,0
2022-03-07 17:00:00,1,1,2,3,4,7,8,6,5,10,10,10,7,12,15,15,17,16,16,13,12,12,9,12,13,12,14,14,15,17,16,14,15,17,15,14,14,15,16,7,5,3,2,0,0,2,6,14,15,14,15,14,13,10,14,13,14,12,15,17,20,14,18,18,16,15,13,16,18,17,19,18,13,12,14,13,21,21,18,17,15,17,13,7,6,3,3,2,1,0
2022-03-07 18:00:00,1,3,5,3,4,7,10,8,5,28,30,22,18,9,8,10,12,10,9,11,4,10,13,12,15,13,13,15,17,20,17,13,16,14,13,10,9,10,27,4,1,1,1,2,3,6,9,9,15,18,17,19,18,17,16,17,15,12,21,17,25,23,21,20,18,19,16,15,15,13,15,16,14,13,12,15,14,15,17,13,28,26,19,6,4,3,3,3,1,0
2022-03-07 19:00:00,2,3,6,0,4,6,6,5,2,20,18,19,9,5,4,4,5,2,4,4,2,5,6,0,7,7,8,8,10,11,6,10,11,9,7,8,6,8,12,2,3,0,1,2,0,4,8,11,13,13,11,10,8,8,8,14,13,11,11,13,15,16,23,22,23,21,18,17,16,12,15,14,14,13,13,12,11,12,11,8,16,17,17,8,9,0,5,2,1,0
2022-03-07 20:00:00,0,1,2,2,2,3,6,6,0,11,14,14,9,9,8,7,7,6,6,5,1,2,2,4,6,6,8,7,8,11,10,7,9,10,8,7,6,4,5,2,1,1,3,0,0,2,4,9,11,10,10,9,7,8,4,11,9,8,7,11,11,8,10,11,9,9,10,9,8,8,6,8,5,8,8,9,13,11,10,6,16,15,13,11,5,1,1,1,0,0
2022-03-07 21:00:00,1,1,3,2,3,3,0,0,0,13,11,11,10,9,6,5,6,5,5,4,5,5,2,3,7,8,6,7,8,9,7,6,8,9,7,7,5,7,9,2,1,0,1,0,0,2,5,6,6,7,4,6,12,11,10,12,11,9,11,12,13,11,9,8,7,6,8,6,7,4,7,3,6,10,7,6,10,9,9,8,21,20,19,4,1,0,0,0,0,0
2022-03-07 22:00:00,1,1,0,0,0,1,3,0,0,18,17,14,7,5,2,2,5,4,6,7,3,8,2,2,7,6,5,2,5,9,5,8,7,6,6,5,7,7,8,4,1,0,0,0,1,2,4,5,7,4,10,4,9,2,6,10,5,5,12,15,17,9,15,14,12,11,10,9,8,7,6,7,9,9,9,8,6,7,5,8,14,14,13,3,2,0,1,0,0,0
