Unnamed: 0,1_삼화상운(기점가상),2_염광고등학교,3_신창중학교후문,4_유원극동아파트,5_쌍용스윗닷홈아파트,6_초안아파트.흥화브라운빌아파트,7_한승미메이드아파트,8_창3동염광아트빌,9_북서울농협창동지점,10_신화초교입구,11_창번교,12_창동서울탁주앞,13_번동사거리,14_북부시장입구,15_강북경찰서입구,16_수유사거리,17_수유역.노스페이스문화센터,18_강북구청사거리,19_수송초등학교,20_번동사거리,21_창번교앞,22_신화초교입구,23_북서울농협창동지점,24_창3동염광아트빌,25_한승미메이드아파트,26_초안아파트.흥화브라운빌아파트,27_쌍용스윗닷홈아파트,28_유원극동아파트,29_신창중학교후문,30_염광고등학교,31_월계주공1단지상가,32_월계종합사회복지관,33_월계주공1단지,34_인덕대학교,35_인덕삼거리,36_신도브래뉴.한전노원변전소,37_광운대역,38_월계현대아파트,39_물류센터,40_석계역1번출구.B,41_물류센터,42_월계현대아파트,43_광운대역,44_신도브래뉴.한전노원변전소,45_인덕삼거리,46_인덕대학교,47_월계주공2단지,48_월계종합사회복지관,49_월계공단,50_염광고등학교(가상)
2022-03-23 23:00:00,0,3,0,0,2,1,3,0,0,0,0,2,0,2,0,2,10,9,7,0,6,8,6,3,3,5,4,0,4,3,1,0,4,0,2,0,5,3,4,6,7,6,6,2,1,5,4,4,1,0
2022-03-24 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 04:00:00,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 05:00:00,0,3,2,0,0,6,8,9,9,8,10,11,0,10,3,9,5,2,0,6,7,4,8,9,11,14,7,9,0,10,9,8,9,9,8,0,5,6,0,5,0,0,1,0,0,0,0,0,0,0
2022-03-24 06:00:00,0,1,1,2,0,3,1,4,3,6,5,6,5,0,0,6,4,4,1,0,4,0,4,6,7,8,10,10,8,10,13,14,14,15,13,12,7,10,8,3,0,1,2,0,0,0,2,0,1,0
2022-03-24 07:00:00,0,6,4,3,2,7,12,16,15,16,17,19,18,21,20,19,8,9,10,9,12,18,19,16,22,31,33,36,36,28,28,29,37,36,37,32,17,16,16,7,11,16,16,15,13,12,11,0,10,0
2022-03-24 08:00:00,0,6,5,5,5,11,12,17,19,21,26,25,27,26,23,21,11,8,11,13,16,18,24,30,39,42,23,42,34,29,33,37,45,42,37,34,15,20,18,11,11,14,17,16,15,5,2,13,3,0
2022-03-24 09:00:00,0,3,0,5,2,6,8,8,9,10,11,12,13,9,8,10,8,9,10,0,8,9,12,14,14,15,18,19,19,17,16,17,17,16,17,12,10,10,9,27,2,13,18,24,20,2,1,0,0,0
2022-03-24 10:00:00,0,2,0,3,3,4,3,4,4,2,6,7,0,5,6,7,5,7,0,6,8,1,0,9,2,10,10,7,9,8,7,7,12,12,10,9,9,8,5,7,8,9,4,8,4,5,2,1,0,0
2022-03-24 11:00:00,0,3,0,0,1,3,4,5,9,10,0,9,4,8,1,7,6,7,1,0,6,7,8,9,3,8,9,10,6,10,9,9,12,13,12,12,8,0,6,6,0,0,2,0,1,1,0,0,0,0
2022-03-24 12:00:00,1,2,2,3,4,0,3,7,9,3,10,12,6,10,9,9,7,7,0,8,7,5,8,5,8,10,11,11,0,14,13,4,14,10,13,0,9,7,4,7,7,4,10,9,7,5,2,1,0,0
2022-03-24 13:00:00,0,2,3,3,4,7,3,5,9,10,6,9,6,6,7,6,9,10,4,9,6,6,7,7,5,6,6,0,6,7,7,9,10,10,12,11,11,12,11,4,3,0,11,1,9,6,3,2,0,0
2022-03-24 14:00:00,0,6,7,4,1,6,6,7,8,9,6,7,3,3,8,8,8,6,8,8,7,7,8,7,9,10,0,8,18,21,23,9,25,24,25,20,14,12,6,12,14,4,16,4,14,4,1,0,0,0
2022-03-24 15:00:00,8,15,11,12,13,10,9,9,7,8,5,3,0,0,6,8,16,15,14,11,10,9,7,6,7,6,8,0,6,9,12,13,15,17,18,13,17,15,14,10,15,0,17,16,15,12,10,9,6,2
2022-03-24 16:00:00,0,27,26,27,26,25,4,24,24,23,20,19,12,0,9,7,13,9,13,14,11,11,9,9,9,9,10,11,12,41,41,14,43,15,43,39,37,9,8,8,7,3,6,2,3,4,3,2,1,0
2022-03-24 17:00:00,8,4,8,5,7,6,2,6,7,7,6,7,9,7,17,16,22,22,20,18,17,13,14,13,12,12,12,14,16,36,39,40,39,43,23,42,29,24,14,14,13,8,13,13,13,12,9,8,7,0
2022-03-24 18:00:00,4,5,0,4,2,3,4,5,4,7,7,4,7,6,6,8,24,21,23,23,20,18,16,14,14,13,12,12,7,12,12,12,12,15,26,13,15,11,12,27,27,27,29,25,24,21,11,9,6,0
2022-03-24 19:00:00,0,3,0,0,0,3,1,0,4,4,4,5,6,4,3,4,20,21,22,18,18,17,17,16,13,11,9,9,12,10,9,8,9,8,10,9,8,5,7,25,27,9,34,32,30,23,14,8,7,0
2022-03-24 20:00:00,0,5,0,0,3,6,0,3,1,2,0,3,0,0,0,8,27,13,14,22,17,10,14,10,7,6,5,4,4,6,6,3,6,0,8,0,7,5,4,21,11,19,23,22,21,18,13,9,6,0
2022-03-24 21:00:00,1,3,0,2,0,1,0,0,3,4,2,4,2,0,1,5,19,20,19,19,18,17,14,11,10,10,7,5,4,4,3,2,2,1,4,0,5,3,4,10,9,5,9,0,8,5,5,0,4,0
2022-03-24 22:00:00,3,4,0,0,2,1,3,1,3,0,0,2,3,4,0,3,15,14,12,12,13,11,9,5,7,7,6,1,5,3,4,3,4,0,5,2,4,0,1,7,8,5,9,4,4,7,3,6,0,0
2022-03-24 23:00:00,1,2,2,0,3,1,0,2,0,0,0,0,0,0,0,1,20,24,17,22,17,15,12,9,7,7,6,4,6,4,6,5,0,6,5,0,4,0,3,14,10,13,12,11,8,8,6,5,3,0
2022-03-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 05:00:00,0,1,0,1,0,3,4,5,7,8,6,4,0,0,5,6,7,6,0,7,9,7,9,10,12,13,12,13,0,10,11,8,12,11,12,0,9,0,5,1,0,0,0,0,0,0,0,0,0,0
2022-03-25 06:00:00,0,0,0,0,0,2,1,4,2,6,5,7,5,5,4,7,5,4,4,1,5,4,7,8,13,17,13,16,11,15,11,17,19,16,17,7,11,12,6,1,1,2,4,0,3,1,1,0,0,0
2022-03-25 07:00:00,0,4,3,4,2,8,9,12,13,15,18,21,19,14,17,17,10,4,5,5,11,13,14,17,20,28,30,34,32,31,33,37,44,42,40,39,22,24,26,8,12,13,19,0,4,3,2,18,1,0
2022-03-25 08:00:00,0,4,5,6,5,8,13,18,21,22,23,23,22,18,18,21,12,13,15,16,18,21,22,23,28,34,36,36,29,25,28,28,32,33,33,36,21,24,21,6,12,17,22,21,11,20,3,7,15,0
2022-03-25 09:00:00,1,4,0,4,5,9,10,11,11,10,13,11,5,11,10,10,8,7,0,8,7,7,6,7,8,9,10,12,13,11,11,14,18,14,12,23,12,11,10,9,8,0,13,10,11,4,4,0,1,0
2022-03-25 10:00:00,0,3,2,5,0,4,4,6,6,8,10,9,2,7,8,6,5,6,5,4,5,3,7,3,6,8,11,0,5,14,16,12,19,17,16,17,10,6,8,10,12,10,11,11,9,8,5,1,0,0
2022-03-25 11:00:00,0,3,0,1,0,4,5,6,7,8,6,7,8,0,8,7,6,6,6,7,8,8,7,7,8,4,6,8,9,9,10,11,12,16,15,4,9,8,0,4,5,3,4,0,0,2,1,0,2,1
2022-03-25 12:00:00,0,3,0,0,4,4,3,4,4,6,5,8,0,6,1,6,12,15,4,1,12,0,11,10,9,8,11,10,12,11,10,11,12,16,15,11,9,11,0,5,3,2,6,3,0,1,0,0,0,0
2022-03-25 13:00:00,0,3,1,3,3,5,6,7,6,8,7,8,5,9,6,8,8,13,4,8,5,13,12,10,11,10,11,15,13,13,14,12,11,14,18,17,15,8,7,11,12,0,16,9,8,3,2,1,1,0
2022-03-25 14:00:00,0,12,0,0,0,6,14,15,15,16,16,10,11,6,10,8,11,7,0,8,9,10,11,9,10,10,3,11,9,22,22,18,0,23,23,10,13,9,6,3,6,3,6,0,4,3,1,1,0,0
2022-03-25 15:00:00,0,31,15,4,0,34,34,12,12,32,32,12,9,11,4,9,14,13,15,15,14,13,9,10,10,10,8,0,17,20,20,19,20,21,20,16,17,14,6,6,7,4,9,7,8,6,4,0,4,0
2022-03-25 16:00:00,0,22,6,27,26,22,20,18,14,9,10,33,0,6,7,28,17,16,18,17,15,12,11,11,12,13,10,14,12,28,29,17,33,36,17,10,21,16,11,10,11,0,12,9,8,8,4,3,1,0
2022-03-25 17:00:00,3,9,0,10,15,16,15,19,21,23,0,17,9,16,15,14,27,29,29,29,19,17,17,19,19,19,9,18,12,14,13,10,14,14,25,0,17,16,8,9,10,9,12,0,9,8,5,0,2,0
2022-03-25 18:00:00,7,5,0,0,5,7,8,11,12,9,13,12,9,11,10,11,29,32,32,31,23,22,16,20,15,13,13,0,13,13,15,6,18,16,19,16,12,13,11,33,33,31,41,38,36,31,15,9,7,0
2022-03-25 19:00:00,2,11,0,1,10,8,2,7,6,7,0,9,10,3,9,11,36,37,38,35,31,28,21,20,13,11,12,11,11,9,10,8,7,0,7,8,11,10,9,24,23,22,26,24,24,21,14,12,8,0
2022-03-25 20:00:00,1,2,0,3,0,4,1,0,5,2,1,4,0,1,2,4,16,16,17,14,15,12,10,10,9,7,4,5,6,6,7,4,8,7,8,3,4,6,3,14,15,13,17,14,15,18,12,6,5,0
2022-03-25 21:00:00,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,7,18,18,13,15,12,11,10,9,9,6,5,0,6,6,5,4,5,3,3,0,3,2,4,18,20,10,22,10,21,16,15,14,9,0
2022-03-25 22:00:00,2,2,0,0,0,2,0,1,4,5,0,3,0,0,2,3,17,16,11,15,16,12,9,11,10,6,5,5,1,4,4,2,5,3,4,3,4,5,3,12,11,7,13,5,11,9,5,4,2,0
2022-03-25 23:00:00,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,3,17,20,15,21,18,14,13,12,11,5,4,3,0,3,2,4,3,2,1,0,3,1,0,8,9,5,15,8,14,13,7,4,1,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,1,0,0,2,0,4,4,5,1,5,3,4,2,4,1,3,6,0,0,6,9,0,10,2,11,13,0,5,12,12,13,0,12,0,11,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 06:00:00,0,2,0,0,0,3,0,3,0,0,3,1,1,2,2,4,5,4,0,0,3,2,1,3,2,6,0,3,0,3,4,3,7,5,6,0,5,3,3,1,2,0,0,1,1,0,0,0,0,0
2022-03-26 07:00:00,0,2,0,0,2,2,1,4,5,0,4,3,4,4,2,3,4,2,3,0,2,0,3,3,5,6,5,7,6,2,0,1,8,0,6,1,5,0,0,1,0,1,1,0,0,0,0,0,0,0
2022-03-26 08:00:00,0,2,0,3,0,4,8,6,10,12,12,8,10,11,11,9,6,7,2,6,7,6,7,7,6,7,8,9,8,10,11,12,14,12,10,12,8,10,7,2,3,0,2,0,0,2,1,0,0,0
2022-03-26 09:00:00,0,7,8,10,0,10,9,12,5,6,14,15,3,16,0,3,3,5,2,6,7,5,5,8,5,8,9,10,9,10,11,12,18,0,17,16,16,14,9,4,0,5,5,4,1,3,3,0,2,1
2022-03-26 10:00:00,0,4,4,6,3,8,0,9,8,10,11,11,0,13,10,8,7,9,6,7,7,5,5,7,8,10,6,11,12,11,13,10,12,13,14,10,12,11,8,4,8,0,7,6,5,6,4,3,0,0
2022-03-26 11:00:00,0,6,3,0,5,12,9,9,12,12,13,13,0,15,14,11,6,9,7,8,0,7,2,8,10,9,11,14,15,14,15,18,19,17,20,18,16,10,3,5,7,8,10,9,7,4,2,0,1,0
2022-03-26 12:00:00,2,3,4,0,5,8,2,11,14,11,12,15,15,13,0,14,10,0,10,9,8,6,7,10,9,10,11,9,10,11,13,13,13,11,15,0,11,7,5,2,3,4,5,5,3,3,3,2,1,0
2022-03-26 13:00:00,0,6,0,3,7,8,4,6,10,11,12,11,7,8,10,9,8,9,8,6,6,7,6,7,9,11,12,9,12,10,11,11,13,10,9,0,12,11,9,8,10,7,11,6,0,5,7,6,1,0
2022-03-26 14:00:00,1,0,0,2,0,5,4,5,6,9,7,8,7,4,6,7,9,9,6,10,8,5,9,10,10,9,7,6,9,8,11,12,13,7,11,12,10,7,6,3,5,6,4,3,2,2,1,0,0,0
2022-03-26 15:00:00,2,3,0,4,4,5,6,7,8,8,9,8,0,11,8,9,13,15,13,12,11,12,11,9,9,10,9,7,8,7,10,0,11,12,13,12,9,10,9,9,7,10,11,10,9,8,2,3,1,0
2022-03-26 16:00:00,2,3,0,2,2,5,7,8,3,8,4,9,9,0,8,8,11,8,12,10,10,10,10,11,10,12,12,13,13,14,15,15,15,12,17,18,16,7,6,9,0,7,10,9,0,10,8,5,4,0
2022-03-26 17:00:00,6,3,0,8,0,7,8,9,9,7,5,9,10,0,9,5,13,14,15,14,14,13,8,9,8,9,12,9,0,10,12,12,11,7,11,0,10,12,8,7,4,1,9,1,2,7,6,0,4,0
2022-03-26 18:00:00,0,7,0,0,6,1,6,7,0,9,3,9,10,5,4,13,16,10,12,14,15,11,13,13,10,12,9,11,10,10,13,0,16,16,12,18,12,14,12,10,9,0,16,15,16,15,8,9,4,0
2022-03-26 19:00:00,1,4,0,3,2,2,4,7,2,7,2,11,3,8,10,10,13,10,14,8,15,14,14,15,14,13,9,0,4,4,12,11,6,8,7,0,7,6,3,8,9,0,13,2,11,12,7,4,3,1
2022-03-26 20:00:00,0,2,0,1,0,2,0,1,2,0,3,4,3,0,4,3,13,8,12,11,10,7,10,9,10,9,5,8,2,6,5,3,5,6,3,0,7,7,5,14,17,0,19,17,18,16,11,7,5,0
2022-03-26 21:00:00,4,2,3,2,3,1,1,2,0,3,0,5,4,0,1,4,17,17,14,18,12,16,15,12,11,9,5,4,5,5,8,7,8,6,7,6,10,8,4,4,0,5,7,8,0,7,5,3,2,0
2022-03-26 22:00:00,0,5,0,4,2,1,0,1,1,0,0,0,2,0,0,3,15,14,13,9,14,12,10,9,8,8,3,7,6,6,8,2,7,6,7,4,5,4,2,9,10,11,15,14,13,11,8,4,2,0
2022-03-26 23:00:00,0,3,0,0,0,2,1,1,3,0,0,2,0,0,1,2,12,14,10,13,12,8,7,8,10,9,7,0,6,8,4,3,3,5,6,5,6,4,4,5,7,6,8,0,0,7,6,5,4,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,0,0,0,0,1,0,1,2,1,0,3,0,0,1,2,4,4,0,5,6,0,4,3,1,3,4,5,5,3,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
2022-03-27 06:00:00,0,1,0,0,0,2,0,3,1,0,2,0,1,0,0,2,2,4,0,5,5,0,6,0,1,7,3,4,0,1,6,5,5,6,4,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 07:00:00,0,1,0,0,0,0,0,0,1,2,0,3,4,5,4,1,2,1,0,0,3,0,1,0,2,6,3,0,5,5,4,1,8,7,6,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0
2022-03-27 08:00:00,0,2,0,4,3,6,3,7,6,7,8,7,8,7,5,4,3,3,4,0,2,3,2,2,3,5,6,7,0,9,7,11,3,11,13,0,6,7,5,1,0,0,2,0,0,0,0,0,0,0
2022-03-27 09:00:00,0,5,0,0,5,7,6,8,6,8,9,8,0,9,8,7,3,4,3,3,0,4,3,3,5,4,6,7,6,7,9,8,11,12,7,0,8,9,1,1,2,0,1,0,1,0,0,0,0,0
2022-03-27 10:00:00,0,1,3,0,0,4,5,3,5,6,7,8,5,4,7,7,7,7,7,3,6,6,5,3,4,6,5,8,0,9,13,6,14,15,16,2,10,11,9,3,1,0,4,0,0,0,1,0,0,0
2022-03-27 11:00:00,0,2,0,0,1,4,5,6,5,10,11,8,0,0,7,5,6,2,0,5,4,6,5,2,0,9,3,10,0,14,13,12,16,14,12,1,7,5,6,4,3,0,5,6,7,8,6,0,1,0
2022-03-27 12:00:00,0,3,5,0,0,4,5,7,8,7,9,6,0,0,4,9,6,2,3,4,5,5,5,6,6,9,9,6,7,7,8,0,9,11,12,7,10,4,5,6,12,0,8,0,1,0,0,0,0,0
2022-03-27 13:00:00,0,5,0,0,0,5,4,6,6,8,14,14,0,0,15,11,14,15,5,11,10,9,12,11,9,12,0,13,12,15,16,18,18,8,16,10,9,8,7,3,4,4,7,0,7,5,5,4,0,0
2022-03-27 14:00:00,0,3,0,4,0,5,6,6,8,9,10,7,3,0,6,7,11,0,0,6,10,10,3,10,0,11,11,0,0,7,11,12,13,12,17,8,8,9,6,5,0,5,9,3,2,1,5,2,1,0
2022-03-27 15:00:00,0,3,0,2,0,3,4,5,4,3,4,7,0,0,4,5,9,11,8,9,6,8,9,8,7,9,8,7,8,13,14,11,13,9,4,8,6,5,5,5,6,5,8,4,7,4,5,3,1,0
2022-03-27 16:00:00,1,0,0,2,0,6,0,7,3,3,0,9,0,0,6,7,15,15,0,10,13,14,12,7,13,15,14,16,10,14,14,13,14,13,13,0,12,12,9,3,0,3,4,0,3,2,3,2,1,0
2022-03-27 17:00:00,0,7,8,9,5,6,0,6,9,12,11,12,0,0,10,9,15,15,9,14,13,11,12,11,11,12,9,11,8,8,7,6,5,6,7,0,4,6,5,13,3,2,14,13,0,2,6,5,3,0
2022-03-27 18:00:00,1,3,5,3,8,0,10,12,14,11,0,9,8,0,7,8,23,22,13,21,15,14,13,13,8,9,5,0,7,3,10,8,12,11,10,0,8,2,5,8,9,8,7,8,7,3,3,1,0,0
2022-03-27 19:00:00,1,2,0,0,0,0,0,0,3,2,5,6,0,0,5,7,14,17,15,15,14,9,11,9,8,10,5,0,4,3,4,2,0,0,4,0,2,2,0,9,11,12,14,1,13,2,7,4,0,0
2022-03-27 20:00:00,1,3,0,0,1,1,0,2,4,3,0,4,0,0,0,5,13,15,16,14,12,0,11,4,10,5,4,4,3,5,9,8,11,9,8,0,5,4,1,4,0,4,11,10,1,4,8,5,2,0
2022-03-27 21:00:00,0,4,0,0,3,2,1,2,0,1,3,3,0,2,0,2,13,9,10,9,8,7,7,6,4,3,8,5,0,3,1,0,4,2,4,0,3,1,2,7,8,7,9,0,0,8,4,4,3,0
2022-03-27 22:00:00,0,3,1,4,3,2,0,1,5,0,4,5,0,0,1,7,18,0,19,12,16,15,14,10,7,7,4,0,4,3,4,1,3,0,3,0,5,2,4,9,9,8,10,9,8,7,2,0,0,0
2022-03-27 23:00:00,0,4,0,0,3,2,0,1,0,0,1,0,0,0,1,2,8,9,7,8,6,4,4,7,6,4,3,0,0,5,4,3,0,1,3,2,1,2,1,3,2,1,4,0,0,0,2,0,1,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,0,1,0,0,0,3,2,6,7,8,6,7,0,6,5,6,5,6,3,7,9,5,11,12,15,17,7,8,9,12,13,6,13,12,11,0,8,0,5,2,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,0,0,0,1,0,4,2,6,0,3,7,7,8,3,7,6,1,2,0,0,3,2,3,6,7,12,14,17,0,19,21,12,27,24,23,22,12,12,10,1,0,1,1,0,1,0,0,0,0,0
2022-03-28 07:00:00,4,7,2,0,3,6,11,14,16,17,23,25,25,20,24,24,6,7,9,6,10,14,16,20,23,28,30,31,30,25,28,31,38,39,36,29,20,26,21,5,19,22,23,9,0,8,4,0,21,0
2022-03-28 08:00:00,0,5,5,6,8,11,14,18,21,24,27,30,32,31,30,25,11,12,13,16,18,20,23,30,39,46,51,52,43,28,31,33,37,37,38,27,23,24,22,5,6,9,11,6,0,9,8,4,6,0
2022-03-28 09:00:00,0,3,0,4,2,5,6,8,10,10,11,10,8,10,9,9,6,4,0,3,5,6,8,9,9,12,15,16,0,11,12,13,17,16,12,12,10,12,6,14,14,6,16,15,3,4,2,1,2,0
2022-03-28 10:00:00,0,1,0,2,2,5,3,6,0,8,10,11,8,7,10,7,6,7,0,0,7,2,8,10,10,13,8,12,6,9,11,10,9,7,8,0,8,7,6,4,3,3,6,4,0,2,1,1,0,0
2022-03-28 11:00:00,0,4,0,0,0,3,5,6,7,7,11,10,7,9,7,8,8,9,6,7,6,7,4,7,6,7,8,7,3,7,10,7,13,10,11,0,9,6,3,3,4,2,2,1,0,1,1,0,0,0
2022-03-28 12:00:00,1,3,1,4,0,2,2,0,5,6,5,8,6,0,5,7,9,10,11,4,10,10,6,6,7,6,4,6,0,7,11,7,12,11,9,0,9,10,3,4,5,6,5,4,4,3,1,2,0,0
2022-03-28 13:00:00,0,3,4,2,1,6,9,10,6,8,9,10,3,9,0,7,9,10,8,12,13,5,12,11,10,11,10,10,0,12,12,13,15,13,10,0,11,12,8,23,9,22,29,27,21,4,2,1,1,0
2022-03-28 14:00:00,0,4,17,16,14,12,13,12,1,15,14,12,11,11,0,9,10,10,8,10,7,6,6,6,4,6,6,7,20,24,26,4,25,23,9,21,15,11,8,6,7,1,6,3,7,3,1,2,1,0
2022-03-28 15:00:00,0,14,4,5,0,4,0,14,3,12,11,7,5,0,0,7,14,15,12,14,11,11,12,11,8,10,8,9,10,37,36,23,37,39,40,21,23,21,17,11,12,0,12,11,7,10,4,3,2,0
2022-03-28 16:00:00,12,18,0,13,12,18,10,20,20,0,21,22,7,0,0,15,14,11,8,13,11,10,8,9,12,14,12,13,14,32,37,18,38,38,39,37,29,21,9,9,8,8,11,10,8,8,7,5,2,0
2022-03-28 17:00:00,7,10,10,9,0,5,10,6,4,9,5,11,7,9,10,8,19,21,17,12,19,13,11,17,15,15,16,9,13,14,14,8,16,16,16,14,29,12,23,14,17,17,20,19,18,15,11,7,4,0
2022-03-28 18:00:00,0,7,0,5,0,6,7,8,0,2,10,10,9,8,7,7,35,41,43,40,20,19,19,18,13,12,6,5,11,13,11,11,13,15,18,18,11,14,10,39,40,39,50,27,25,22,13,9,6,0
2022-03-28 19:00:00,2,8,5,3,7,5,0,2,3,0,2,3,0,4,0,4,29,28,25,39,33,28,25,20,18,13,12,11,1,10,5,4,9,4,10,0,6,5,4,23,14,14,49,47,45,39,32,21,8,0
2022-03-28 20:00:00,2,2,0,0,0,2,2,2,0,0,1,3,0,2,2,3,11,12,0,11,10,8,7,5,5,3,4,0,0,5,6,4,5,3,6,0,5,0,6,15,22,20,26,9,24,21,10,8,5,0
