Unnamed: 0,1_삼화상운(기점가상),2_염광고등학교,3_신창중학교후문,4_유원극동아파트,5_쌍용스윗닷홈아파트,6_초안아파트.흥화브라운빌아파트,7_한승미메이드아파트,8_창3동염광아트빌,9_북서울농협창동지점,10_신화초교입구,11_창번교,12_창동서울탁주앞,13_번동사거리,14_북부시장입구,15_강북경찰서입구,16_수유사거리,17_수유역.노스페이스문화센터,18_강북구청사거리,19_수송초등학교,20_번동사거리,21_창번교앞,22_신화초교입구,23_북서울농협창동지점,24_창3동염광아트빌,25_한승미메이드아파트,26_초안아파트.흥화브라운빌아파트,27_쌍용스윗닷홈아파트,28_유원극동아파트,29_신창중학교후문,30_염광고등학교,31_월계주공1단지상가,32_월계종합사회복지관,33_월계주공1단지,34_인덕대학교,35_인덕삼거리,36_신도브래뉴.한전노원변전소,37_광운대역,38_월계현대아파트,39_물류센터,40_석계역1번출구.B,41_물류센터,42_월계현대아파트,43_광운대역,44_신도브래뉴.한전노원변전소,45_인덕삼거리,46_인덕대학교,47_월계주공2단지,48_월계종합사회복지관,49_월계공단,50_염광고등학교(가상)
2022-03-19 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 05:00:00,1,2,0,2,0,3,3,3,3,4,3,2,5,5,4,4,3,0,0,4,6,0,9,4,10,11,3,0,0,7,4,8,3,0,9,0,5,0,3,1,0,0,0,0,0,0,0,0,0,0
2022-03-19 06:00:00,0,1,0,0,0,1,3,6,0,0,3,4,3,4,4,3,2,1,2,4,2,0,6,5,7,9,3,0,5,7,3,6,7,2,6,3,5,4,4,1,1,1,2,0,0,1,0,0,0,0
2022-03-19 07:00:00,0,2,0,1,0,3,3,5,6,5,8,9,0,10,9,7,3,4,0,2,2,3,4,6,5,4,5,6,3,5,6,5,8,7,8,11,9,0,0,1,0,0,3,0,0,2,1,0,0,0
2022-03-19 08:00:00,3,3,0,0,2,3,0,5,8,7,9,10,11,10,9,6,5,4,3,7,6,3,2,8,8,10,12,13,12,13,12,14,16,15,16,15,8,10,7,2,3,2,3,2,0,0,1,0,0,0
2022-03-19 09:00:00,0,3,0,4,0,7,0,6,8,11,9,10,0,9,8,9,4,5,4,3,2,3,4,6,6,8,8,9,4,9,15,16,19,18,18,17,7,8,6,3,1,0,6,2,2,1,2,0,0,0
2022-03-19 10:00:00,2,2,3,5,1,6,0,8,9,9,10,10,0,0,8,6,9,9,3,0,8,8,6,3,6,8,9,10,12,7,9,10,17,14,16,15,11,13,12,2,3,4,3,2,2,2,0,1,1,0
2022-03-19 11:00:00,0,7,0,5,9,11,13,2,6,7,12,12,13,11,9,8,12,14,0,11,0,8,8,9,7,12,11,15,8,13,16,17,18,17,17,0,15,15,14,4,5,4,6,2,5,4,1,0,0,0
2022-03-19 12:00:00,0,4,0,5,0,8,9,11,12,13,14,10,4,5,13,12,11,13,7,12,12,11,0,12,12,13,12,12,0,9,12,13,14,14,13,12,11,9,13,5,6,5,7,5,4,3,2,0,1,0
2022-03-19 13:00:00,0,4,1,2,3,8,6,7,7,10,8,7,0,7,6,4,9,9,6,8,7,7,8,11,9,9,8,0,9,10,11,7,10,11,12,11,8,8,5,4,0,0,6,0,7,6,3,2,0,0
2022-03-19 14:00:00,2,4,0,0,0,4,2,2,4,0,5,10,9,0,8,8,11,6,4,11,10,7,10,11,9,9,10,8,7,8,10,11,13,12,13,6,10,6,6,3,1,0,4,2,0,3,3,2,0,0
2022-03-19 15:00:00,0,3,0,4,0,4,5,6,5,5,6,7,8,6,7,5,9,9,10,9,8,7,2,7,7,9,4,8,5,8,7,5,9,6,0,0,5,4,0,6,5,4,8,0,6,0,7,1,6,0
2022-03-19 16:00:00,0,5,0,3,0,5,5,6,3,7,5,4,0,5,5,4,11,13,12,8,10,0,9,12,11,11,10,9,10,8,8,0,9,8,7,0,5,5,3,5,5,4,9,8,2,7,4,2,1,0
2022-03-19 17:00:00,0,8,0,0,4,3,7,12,0,0,6,13,14,0,13,8,15,18,12,17,11,0,10,11,10,11,10,11,9,10,8,9,12,7,5,3,8,7,6,8,6,5,6,5,7,6,5,0,3,0
2022-03-19 18:00:00,0,2,0,0,1,0,2,4,4,5,0,6,4,2,5,11,21,11,10,19,17,14,16,10,14,12,11,4,3,6,9,3,8,7,2,0,5,4,0,8,9,4,8,7,0,5,4,3,2,0
2022-03-19 19:00:00,0,4,0,0,3,3,4,3,3,4,3,6,0,4,5,7,14,15,14,9,12,11,8,8,8,9,9,8,5,3,9,0,9,7,10,0,10,8,6,8,12,13,14,10,6,7,4,3,1,0
2022-03-19 20:00:00,0,4,0,5,4,7,0,1,6,5,5,6,2,0,2,4,12,15,15,13,11,10,9,8,7,5,0,0,0,4,3,1,3,0,3,10,5,1,4,8,9,5,11,10,0,8,6,4,3,0
2022-03-19 21:00:00,0,6,0,7,1,4,0,3,0,0,2,0,0,0,0,2,15,16,12,13,13,12,8,10,8,6,5,6,0,6,6,7,7,6,0,2,5,1,4,7,8,6,12,12,11,6,7,5,3,0
2022-03-19 22:00:00,0,3,0,0,2,1,0,1,1,0,2,3,0,2,1,3,9,10,10,9,8,8,7,7,8,2,0,6,0,2,5,4,3,3,5,0,3,1,1,10,4,2,4,0,1,5,4,3,0,0
2022-03-19 23:00:00,0,3,0,0,3,1,0,0,0,0,2,0,0,0,0,2,18,20,15,18,15,11,12,10,8,8,7,4,6,6,7,6,0,2,1,0,1,4,0,7,7,6,11,9,8,10,5,4,2,0
2022-03-20 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 04:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 05:00:00,0,0,0,1,0,4,5,2,3,4,4,4,0,0,3,4,3,0,0,4,5,0,0,4,6,8,3,2,7,5,0,0,6,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 06:00:00,0,0,0,0,0,1,0,2,2,0,1,0,0,1,0,1,3,1,3,0,1,0,0,0,2,3,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-03-20 07:00:00,0,0,0,0,0,2,1,0,0,2,2,0,0,0,1,1,3,3,0,5,4,0,3,5,6,3,0,0,0,6,6,5,7,0,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-03-20 08:00:00,0,3,0,0,0,1,2,5,6,5,7,5,4,0,6,2,3,3,3,0,3,2,3,2,3,5,0,0,0,3,5,6,4,7,6,0,4,4,0,2,0,1,3,0,5,4,0,0,0,0
2022-03-20 09:00:00,5,3,0,0,2,3,0,7,5,8,10,13,0,0,10,8,5,4,0,3,2,3,3,4,5,7,5,7,5,6,7,8,8,0,7,0,5,6,5,1,2,0,2,0,0,1,0,0,0,0
2022-03-20 10:00:00,4,2,0,0,0,0,0,1,4,6,7,7,9,10,8,3,3,0,2,0,0,2,3,2,4,6,7,8,0,8,12,10,13,14,13,13,8,9,6,4,0,3,3,0,2,0,0,0,0,0
2022-03-20 11:00:00,0,2,0,0,0,6,10,11,5,6,12,13,14,0,6,9,6,8,0,0,1,0,3,2,4,4,6,6,3,7,7,0,7,6,0,6,5,4,4,3,0,4,4,3,0,0,0,0,1,0
2022-03-20 12:00:00,2,3,0,3,4,6,8,6,0,5,7,10,11,0,9,5,7,8,6,5,5,6,7,0,0,7,6,7,0,6,9,4,9,7,6,0,6,8,2,2,3,0,6,0,0,0,4,3,2,0
2022-03-20 13:00:00,0,5,0,0,3,4,3,4,0,6,0,6,5,4,3,5,6,5,0,6,7,6,7,6,7,6,3,6,4,5,6,7,8,0,7,4,5,5,4,2,3,5,5,4,1,3,3,2,0,0
2022-03-20 14:00:00,0,3,0,1,2,2,2,6,3,7,5,0,0,0,0,7,6,7,8,5,7,9,8,9,7,7,6,4,0,5,4,5,7,9,7,6,3,0,2,1,2,0,0,0,1,0,0,0,0,0
2022-03-20 15:00:00,2,4,3,0,4,7,8,9,10,5,0,11,0,0,10,9,12,11,12,2,11,11,8,11,8,10,0,11,4,10,8,0,10,0,10,6,7,5,1,8,0,6,10,9,8,7,4,0,2,0
2022-03-20 16:00:00,0,6,0,0,0,7,5,7,10,8,0,6,0,8,0,10,11,13,10,11,8,10,10,10,9,8,3,4,11,10,10,13,8,7,6,4,10,7,8,3,3,4,6,5,2,1,5,0,3,0
2022-03-20 17:00:00,0,4,0,5,2,5,4,4,0,5,4,8,0,0,3,9,15,16,14,15,14,12,12,14,10,9,13,13,9,9,9,9,11,9,10,7,6,3,4,3,0,0,5,4,0,3,2,2,1,0
2022-03-20 18:00:00,0,2,2,0,0,4,0,4,0,0,5,5,0,0,4,6,7,0,8,8,9,10,9,10,4,7,6,7,0,3,7,6,0,0,7,6,6,5,4,7,6,0,7,1,0,2,6,4,0,0
2022-03-20 19:00:00,0,3,3,0,2,2,3,4,3,5,5,5,0,0,4,5,11,12,13,12,13,12,7,11,7,11,5,9,8,6,5,0,5,5,4,4,6,4,2,13,4,11,14,13,12,15,14,13,7,0
2022-03-20 20:00:00,0,3,3,0,2,2,0,1,3,4,0,1,0,0,0,7,14,9,0,13,7,8,10,9,9,9,6,5,0,6,4,3,5,2,5,0,4,3,0,7,9,10,13,0,11,2,5,2,0,0
2022-03-20 21:00:00,0,4,0,1,0,0,3,2,0,3,0,3,1,0,0,4,14,15,14,13,10,10,8,6,6,6,3,1,0,4,5,0,4,3,3,0,2,3,0,4,7,6,7,6,4,3,4,3,0,0
2022-03-20 22:00:00,0,5,0,3,2,3,1,1,0,1,0,2,1,0,4,5,13,12,10,11,9,10,9,8,8,7,6,5,7,5,8,7,3,5,3,2,4,2,2,5,4,0,6,0,0,0,1,0,0,0
2022-03-20 23:00:00,0,3,0,0,0,1,0,0,0,3,1,0,0,0,2,2,10,12,11,0,7,9,7,5,8,2,4,7,0,3,7,2,6,0,1,2,4,0,0,7,0,5,6,5,0,5,3,0,3,0
2022-03-21 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 04:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 05:00:00,0,1,0,3,0,5,0,6,6,7,7,6,7,2,5,6,5,6,5,7,9,4,10,11,14,16,7,18,11,15,16,0,10,14,11,0,8,7,6,3,2,1,0,0,0,0,0,0,0,0
2022-03-21 06:00:00,1,1,0,0,1,2,3,4,5,6,8,5,7,9,0,9,4,0,0,0,4,0,6,8,9,14,10,18,17,16,14,17,24,23,24,6,8,7,6,0,1,0,0,0,0,0,0,0,0,0
2022-03-21 07:00:00,0,3,0,0,1,9,12,15,12,18,21,23,22,19,15,18,9,6,8,10,13,14,16,10,19,27,28,32,31,26,30,29,36,34,33,32,20,16,16,7,18,22,26,0,16,25,23,22,21,0
2022-03-21 08:00:00,1,6,7,7,2,9,12,15,18,14,17,18,18,19,17,15,16,18,19,6,21,21,24,29,36,40,45,46,41,28,26,27,37,35,34,33,19,18,15,9,6,9,14,13,12,8,6,6,3,0
2022-03-21 09:00:00,1,3,0,0,0,6,5,8,8,9,11,15,8,15,14,9,7,8,7,4,4,8,9,12,13,14,16,19,8,15,15,13,16,14,15,0,11,13,6,6,0,5,5,0,3,0,1,1,0,0
2022-03-21 10:00:00,0,3,0,0,2,5,3,5,6,7,0,7,7,6,6,8,8,10,0,8,8,8,10,7,8,11,12,13,10,8,11,9,11,12,13,0,9,8,8,5,6,2,3,0,4,2,1,0,0,0
2022-03-21 11:00:00,0,2,0,1,5,5,0,5,8,0,0,10,5,6,6,8,6,5,4,5,4,4,2,6,6,7,6,8,9,10,11,11,14,13,12,0,10,7,5,5,6,3,14,13,2,7,4,1,3,2
2022-03-21 12:00:00,0,3,0,0,1,3,4,5,5,9,8,5,0,0,0,8,9,12,11,5,4,12,11,1,10,9,8,10,11,10,11,12,13,12,11,0,7,5,4,8,9,8,10,9,8,4,2,0,0,0
2022-03-21 13:00:00,0,2,3,1,0,4,4,5,5,9,10,10,4,9,4,6,6,8,5,0,9,7,10,9,9,9,7,8,11,6,6,6,9,7,7,9,6,5,1,17,18,7,23,20,20,5,3,3,1,0
2022-03-21 14:00:00,0,4,12,3,0,13,14,12,4,10,7,7,8,6,5,6,7,8,8,7,8,8,7,6,7,10,8,11,14,16,16,17,16,17,17,0,13,6,5,9,4,3,10,3,2,3,2,1,0,0
2022-03-21 15:00:00,0,21,0,22,9,23,9,8,24,23,22,21,9,0,7,9,16,17,16,13,11,9,7,6,12,16,13,5,7,27,27,28,30,29,29,28,17,16,9,7,8,9,12,11,1,9,6,5,2,0
2022-03-21 16:00:00,13,20,0,0,19,19,19,12,13,16,15,12,11,12,8,17,18,11,12,16,14,10,13,12,10,10,12,14,10,24,25,26,26,26,15,0,15,10,8,11,10,10,13,9,10,8,5,1,0,0
2022-03-21 17:00:00,5,7,5,8,4,6,4,4,5,0,6,7,7,11,8,10,22,24,23,22,20,18,17,15,16,12,7,9,11,12,13,0,14,14,26,14,19,20,12,6,9,6,12,7,11,9,6,5,2,0
2022-03-21 18:00:00,1,5,0,0,5,4,0,6,7,6,9,10,7,11,5,9,30,29,31,28,24,22,20,19,14,11,11,11,10,12,13,0,11,12,16,15,13,12,10,34,35,35,29,30,29,24,14,11,5,0
2022-03-21 19:00:00,1,5,0,2,5,5,0,5,5,6,5,7,0,8,7,8,28,28,26,24,21,20,20,18,15,12,12,10,5,9,10,9,7,3,8,7,7,5,6,21,20,20,46,29,43,41,24,16,10,0
2022-03-21 20:00:00,0,7,0,0,0,5,2,3,2,3,4,2,0,0,6,5,24,25,24,12,21,16,12,11,7,10,3,2,1,16,17,7,17,18,5,0,13,11,5,14,7,10,14,0,7,12,10,8,6,0
2022-03-21 21:00:00,0,4,0,1,0,2,1,2,2,0,4,0,0,0,2,0,17,18,20,19,17,14,12,10,8,6,6,1,0,7,8,1,0,10,4,0,3,10,9,7,7,0,9,5,10,7,3,2,1,0
2022-03-21 22:00:00,0,3,2,1,0,1,0,0,0,1,2,0,0,0,3,3,11,12,0,10,10,8,7,7,8,3,5,4,3,2,1,7,0,1,5,0,2,3,3,6,6,2,8,2,2,6,0,5,2,0
2022-03-21 23:00:00,0,3,0,0,2,0,1,0,0,0,1,0,0,0,0,1,11,9,10,8,7,5,6,5,5,4,2,3,0,3,0,0,2,3,0,4,3,0,2,8,8,5,9,0,6,8,4,0,3,0
2022-03-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 04:00:00,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 05:00:00,0,3,2,0,0,4,5,6,7,8,8,8,2,4,7,7,6,6,1,7,7,8,10,9,11,13,9,16,12,12,10,0,13,11,13,0,10,11,10,0,0,0,1,0,0,0,0,0,0,0
2022-03-22 06:00:00,0,1,0,1,2,4,2,6,7,4,8,5,6,4,3,4,3,3,0,1,2,2,4,3,5,10,11,12,11,13,17,19,26,18,25,24,9,12,9,2,2,3,5,0,0,0,0,0,0,0
2022-03-22 07:00:00,0,2,0,2,3,7,11,20,19,21,25,23,24,25,26,21,8,6,7,7,11,14,16,18,22,30,35,37,33,30,33,41,48,43,39,31,36,19,17,5,10,11,13,12,8,4,7,6,5,0
2022-03-22 08:00:00,0,4,0,3,5,7,10,15,13,16,17,20,21,20,18,16,9,6,11,12,13,16,19,24,27,36,39,42,38,28,29,36,44,42,46,47,28,32,28,9,10,12,13,6,0,11,0,10,3,0
2022-03-22 09:00:00,0,3,1,3,2,6,6,6,7,9,9,11,12,0,11,12,13,7,14,7,15,14,9,15,13,15,17,18,17,17,17,18,19,19,18,19,11,14,13,20,23,18,29,28,20,2,1,0,1,0
2022-03-22 10:00:00,0,2,0,1,2,2,4,3,4,5,5,9,7,0,8,6,5,6,0,5,4,2,3,5,6,9,10,9,6,10,6,5,4,9,8,8,5,1,4,7,2,0,8,7,6,2,1,0,0,0
2022-03-22 11:00:00,0,2,0,2,3,5,2,4,7,9,10,7,3,9,5,6,10,4,9,4,7,3,6,5,0,8,3,8,7,6,7,0,9,11,12,4,4,3,2,4,0,1,6,0,5,4,2,1,0,0
2022-03-22 12:00:00,0,4,4,5,0,6,4,7,8,9,0,9,9,5,8,8,5,6,4,7,3,6,7,9,9,10,9,8,9,8,8,5,8,10,15,16,16,9,15,5,6,5,10,9,8,6,4,1,0,0
2022-03-22 13:00:00,1,14,2,0,13,14,12,9,10,11,8,10,9,7,7,5,8,13,14,9,10,8,11,12,11,10,11,6,7,18,7,19,21,22,20,0,15,5,9,16,19,15,25,0,15,9,7,6,5,0
2022-03-22 14:00:00,0,1,0,2,0,2,3,4,8,9,0,11,10,0,0,9,8,6,10,7,11,8,7,10,4,9,10,6,4,9,7,6,5,7,9,1,8,7,6,8,9,7,10,8,2,9,5,3,0,0
2022-03-22 15:00:00,8,15,22,24,23,9,8,16,16,17,14,14,8,15,16,17,17,18,10,9,16,15,12,10,11,8,10,10,25,30,32,30,11,32,30,24,23,20,8,6,0,5,8,0,2,6,3,2,1,0
2022-03-22 16:00:00,3,5,7,6,8,6,8,10,6,9,9,10,0,9,6,11,15,16,18,17,16,15,13,15,15,12,10,11,11,13,15,16,19,27,21,16,20,19,10,12,14,14,17,15,0,13,6,3,2,0
2022-03-22 17:00:00,0,8,7,8,5,7,6,8,9,8,8,8,5,6,6,9,22,24,18,24,23,21,19,17,16,14,14,14,9,15,17,13,16,14,31,11,23,22,18,12,12,13,16,14,12,11,9,6,5,0
2022-03-22 18:00:00,0,2,1,0,0,0,3,3,4,3,6,8,6,0,7,6,27,25,26,23,18,16,13,11,9,8,9,9,2,8,9,5,10,12,17,18,14,16,15,24,25,24,33,30,29,24,13,10,6,0
2022-03-22 19:00:00,1,9,0,3,8,6,2,0,8,9,0,7,4,3,7,7,36,38,37,33,26,20,15,15,12,8,7,8,5,6,7,6,7,10,6,0,6,8,6,24,24,23,34,32,30,29,19,13,6,0
2022-03-22 20:00:00,0,4,0,0,1,3,0,2,1,0,0,3,0,0,2,4,21,23,0,20,18,13,12,10,8,7,6,6,7,8,5,4,7,4,6,5,3,4,2,10,11,9,22,7,9,21,9,8,3,0
2022-03-22 21:00:00,0,2,0,0,1,0,0,1,0,2,0,2,3,1,2,3,14,14,13,11,15,14,11,9,8,7,6,5,0,13,11,10,1,9,10,11,8,2,4,10,9,9,14,13,12,11,7,5,1,0
2022-03-22 22:00:00,0,2,0,0,0,1,2,0,2,3,2,3,0,4,3,2,16,15,14,13,11,10,8,7,7,6,5,4,4,3,3,2,1,3,3,0,4,2,3,9,7,7,10,7,6,7,5,4,2,0
2022-03-22 23:00:00,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,6,12,11,10,9,7,6,5,5,2,4,0,0,3,2,0,0,1,0,6,5,4,13,16,8,17,9,6,14,10,8,7,0
2022-03-23 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 04:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 05:00:00,0,2,1,3,0,5,6,7,7,8,8,4,0,1,3,7,7,8,1,8,8,9,11,12,14,16,14,16,14,10,8,7,11,9,10,0,9,5,0,2,0,0,1,0,3,0,0,0,0,0
2022-03-23 06:00:00,0,1,0,1,0,2,3,6,3,3,7,6,8,0,7,6,6,2,5,0,6,0,7,7,6,8,10,10,10,11,15,18,21,10,20,19,8,6,6,2,0,1,0,0,0,0,1,0,0,0
2022-03-23 07:00:00,0,3,0,2,3,5,9,11,12,16,22,21,22,21,20,19,6,8,10,7,15,17,18,21,28,31,31,33,30,30,34,41,47,43,34,30,19,23,22,7,14,16,25,4,24,5,23,4,3,0
2022-03-23 08:00:00,0,5,2,6,6,12,14,17,20,23,23,19,17,17,16,17,15,14,13,15,12,18,21,28,30,37,37,40,38,30,30,31,35,34,39,36,24,29,26,9,9,12,18,15,16,13,11,10,19,0
2022-03-23 09:00:00,0,3,0,3,4,5,11,12,6,13,14,13,14,13,9,12,7,7,9,9,10,11,12,8,13,14,14,15,16,15,15,17,22,24,23,18,14,15,11,15,16,3,19,18,16,2,0,0,0,0
2022-03-23 10:00:00,1,5,0,0,1,5,7,10,9,0,11,12,0,0,11,6,7,3,0,0,4,6,5,5,8,9,8,10,7,9,14,8,19,19,18,9,12,7,11,6,2,4,8,0,7,4,1,0,0,0
2022-03-23 11:00:00,0,5,0,1,1,4,7,7,6,4,0,5,7,8,5,6,5,5,0,0,4,4,5,6,7,6,8,9,8,8,6,9,9,9,9,0,8,6,5,7,0,4,8,7,4,3,0,2,0,0
2022-03-23 12:00:00,0,2,0,0,0,3,2,4,5,3,6,7,7,5,3,3,7,6,7,0,3,0,7,8,4,10,10,5,9,8,10,9,10,13,18,10,16,14,13,7,5,8,10,9,6,2,1,0,1,0
2022-03-23 13:00:00,1,3,0,1,2,4,5,6,0,7,4,7,6,1,5,6,8,9,9,8,9,8,8,8,8,9,8,9,6,7,9,9,9,10,14,8,13,10,11,15,5,3,20,5,19,10,1,8,6,0
2022-03-23 14:00:00,0,2,8,7,8,10,4,11,12,12,10,9,8,7,5,4,9,0,8,7,6,6,7,5,6,7,7,9,20,23,24,24,25,21,20,0,13,13,7,4,5,4,5,0,0,3,1,1,0,0
2022-03-23 15:00:00,15,17,18,17,1,16,17,18,18,12,17,16,4,6,3,16,12,13,0,14,12,8,7,8,9,10,11,13,15,37,36,0,38,38,36,0,30,25,11,9,10,11,14,13,5,12,7,6,4,0
2022-03-23 16:00:00,0,23,3,25,24,21,19,12,12,10,5,6,6,0,17,17,15,17,10,10,13,12,5,10,11,12,13,14,12,27,26,28,27,28,27,28,21,16,10,6,7,8,10,8,7,6,3,2,0,0
2022-03-23 17:00:00,0,5,3,4,3,3,3,6,7,8,9,8,9,6,8,8,17,19,20,19,18,17,14,15,13,11,0,12,12,11,13,14,15,10,14,0,15,9,8,11,12,0,14,11,9,13,10,9,5,0
2022-03-23 18:00:00,3,7,8,9,3,8,1,7,6,7,8,4,0,8,6,7,19,21,22,20,18,16,15,14,11,13,11,10,10,10,10,9,14,19,25,26,24,21,17,28,29,30,27,26,23,24,14,10,7,0
2022-03-23 19:00:00,2,9,0,8,6,4,0,1,3,4,0,4,0,5,4,4,32,34,24,29,27,22,18,14,10,8,7,6,7,7,8,5,0,7,8,4,6,7,6,20,22,21,41,38,22,32,19,12,8,0
2022-03-23 20:00:00,0,5,0,3,1,3,1,3,2,3,2,2,3,0,1,2,18,21,20,23,20,18,15,12,10,7,6,7,0,5,7,4,4,7,6,7,4,2,3,16,6,14,20,19,17,12,8,6,4,0
2022-03-23 21:00:00,0,4,0,2,0,1,0,1,3,2,0,3,0,1,1,1,17,19,18,13,15,15,7,14,13,8,5,2,0,7,4,0,6,6,6,5,7,6,2,9,11,11,17,7,9,15,9,8,4,0
2022-03-23 22:00:00,0,2,0,0,0,3,2,2,2,1,3,0,0,0,2,4,18,18,12,15,15,10,14,12,8,7,6,0,4,6,6,5,0,2,4,5,4,0,3,9,7,4,14,11,12,11,7,6,4,0
