Unnamed: 0,1_성수동차고지,2_뚝도시장구길,3_서울숲지구대앞,4_성수1가새마을금고,5_천주교성수동성당앞,6_뚝도아리수정수센터수도박물관,7_경일초등학교입구,8_성수공고앞,9_성원중성수동이마트앞,10_뚝도시장,11_경수중학교,12_성수119안전센터,13_노룬산시장앞,14_국민은행신자양지점,15_신양초등학교앞,16_자양고교앞,17_자양우성아파트앞,18_자양미소약국.자양골목시장,19_국민은행자양지점앞,20_자양아파트앞,21_잠실대교전망쉼터,22_잠실역.잠실대교남단,23_석촌호수.한솔병원,24_석촌역,25_송파역.헬리오시티,26_가락1동주민센터,27_가락시장.헬리오시티,28_수서역KT수서지점,29_수서역,30_쟁골마을,31_강남더샵라르고오피스텔,32_못골마을.LH강남아이파크,33_래미안강남힐즈,34_세곡중학교.세명초등학교,35_세곡푸르지오,36_강남신동아파밀리에1단지,37_은곡마을.강남신동아파밀리에,38_대왕초등학교,39_은곡마을.LH이편한세상,40_은곡마을진입로,41_세곡푸르지오,42_세곡중학교.세명초등학교,43_래미안강남힐즈,44_못골마을,45_강남현대힐스테이트에코,46_쟁골마을,47_고속철도수서역,48_수서역5번.출구,49_수서역,50_가락시장.헬리오시티,51_송파역,52_석촌역,53_석촌호수.한솔병원,54_잠실역.롯데월드몰,55_잠실역.잠실대교남단,56_잠실대교전망쉼터,57_자양아파트앞,58_국민은행자양지점앞,59_자양미소약국.자양골목시장,60_자양우성아파트앞,61_자양고교앞,62_국민은행신자양지점,63_노룬산시장앞,64_성수119안전센터,65_경수중학교,66_뚝도시장,67_성원중성수동이마트앞,68_성수공고앞,69_경일초등학교입구,70_뚝도아리수정수센터수도박물관,71_천주교성수동성당앞,72_성수1가1동새마을금고,73_서울숲지구대앞,74_뚝도시장구길,75_성수동차고지(종점가상)
2022-03-05 04:00:00,0,0,1,0,2,1,0,0,1,2,3,0,3,3,4,3,0,3,6,8,1,3,3,1,5,0,4,3,1,0,0,0,1,0,0,1,2,1,0,0,0,3,0,0,4,0,3,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,0,0,0,1,2,1,3,4,4,2,5,3,9,0,5,10,11,11,15,5,13,15,11,16,14,12,9,12,9,6,3,2,0,1,0,2,1,0,0,2,6,7,9,10,0,8,6,7,6,7,6,7,4,5,4,4,1,5,4,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,0,2,0,0,0,1,0,0,4,1,2,8,9,5,4,8,13,18,19,17,16,11,12,11,9,10,9,5,4,3,2,1,1,0,0,2,1,1,2,2,5,7,6,9,8,7,6,2,2,2,3,5,2,0,0,3,4,2,1,3,4,2,0,0,1,0,1,0,0,0,0,0,0,0
2022-03-05 07:00:00,0,0,2,1,5,0,0,3,0,4,0,1,4,6,6,7,6,9,9,10,5,11,8,5,6,8,6,5,7,0,5,0,2,3,0,1,2,3,3,0,6,11,12,16,17,0,14,6,5,9,10,8,9,8,9,8,9,9,13,14,8,5,4,5,1,3,0,1,0,0,0,0,0,0,0
2022-03-05 08:00:00,5,0,1,3,1,2,0,8,9,5,11,10,11,14,15,9,16,19,20,25,21,15,13,14,14,11,15,14,8,6,7,8,6,2,1,0,2,1,3,0,4,16,22,28,38,33,28,14,15,14,12,11,13,9,10,3,10,15,16,17,14,11,10,8,8,8,6,4,2,2,2,1,0,0,0
2022-03-05 09:00:00,0,0,4,0,1,5,2,7,10,9,10,12,10,7,13,14,12,16,23,25,20,18,13,14,15,16,18,14,12,10,9,8,4,3,3,1,4,5,6,2,5,13,15,18,23,23,25,16,17,20,18,13,13,9,4,0,10,11,12,13,12,9,4,8,6,6,5,3,0,0,0,1,0,0,0
2022-03-05 10:00:00,0,1,1,0,1,1,3,4,2,6,0,3,3,7,11,14,15,17,20,20,16,13,13,13,12,4,5,11,14,7,11,10,4,3,1,2,4,6,2,0,8,9,13,17,20,13,24,24,26,28,27,26,27,11,9,0,11,9,10,11,12,12,10,8,6,2,3,2,2,3,1,2,0,0,0
2022-03-05 11:00:00,0,2,0,0,3,1,2,5,6,8,6,6,9,10,12,7,17,21,20,24,21,12,9,7,10,10,11,9,16,0,15,14,7,3,2,0,3,1,2,0,8,11,18,26,33,32,28,20,24,28,19,19,17,11,12,12,11,14,16,20,19,15,15,13,8,10,8,6,4,1,1,2,0,0,0
2022-03-05 12:00:00,1,1,2,2,3,1,3,5,7,9,8,10,13,13,12,17,18,19,20,24,23,17,14,16,14,13,16,15,13,6,11,8,7,6,4,2,3,5,6,7,11,16,20,26,30,26,32,26,25,29,27,24,20,12,15,16,16,16,20,17,20,17,15,17,15,8,10,5,2,0,1,3,2,0,0
2022-03-05 13:00:00,1,0,2,3,3,6,2,7,7,9,10,9,13,15,10,17,19,18,22,24,22,18,16,14,23,20,22,11,15,14,12,9,8,5,2,1,0,1,4,3,8,15,24,28,35,36,30,30,33,38,35,34,25,14,15,0,14,14,16,17,16,15,14,11,9,8,10,8,6,2,1,0,0,0,0
2022-03-05 14:00:00,0,0,1,2,2,1,3,5,11,15,16,17,18,22,23,23,23,18,19,23,24,16,12,12,13,12,11,11,17,0,15,13,9,6,5,3,2,2,3,2,6,10,12,13,16,18,20,20,21,20,21,18,17,21,22,0,14,12,12,11,12,11,13,13,11,6,3,4,2,1,0,0,0,0,0
2022-03-05 15:00:00,1,2,1,3,4,2,5,6,8,9,5,9,6,9,10,11,13,24,24,25,23,22,20,18,19,15,17,14,18,19,15,13,13,8,5,3,7,4,6,0,8,10,13,18,25,24,24,20,23,23,24,23,24,14,14,0,17,18,18,22,21,20,18,17,13,10,8,7,4,3,0,0,0,0,0
2022-03-05 16:00:00,2,5,3,2,5,4,7,4,14,15,8,13,23,19,25,23,19,20,21,23,22,25,23,23,26,25,24,16,25,14,21,17,13,6,4,2,2,5,7,5,9,11,14,15,23,23,24,22,22,27,28,27,26,18,17,15,18,20,21,17,16,14,12,8,12,7,5,2,0,0,0,0,0,0,0
2022-03-05 17:00:00,0,1,1,0,2,1,7,7,9,12,11,12,14,17,18,19,15,21,22,19,20,19,21,20,21,14,21,18,24,13,17,11,9,5,4,1,3,0,6,7,9,10,15,16,23,0,27,25,26,32,29,28,29,29,28,10,27,25,22,18,14,14,13,14,13,12,12,4,4,3,6,6,2,0,0
2022-03-05 18:00:00,0,1,3,0,5,8,10,11,11,12,0,11,15,19,15,17,15,12,11,11,10,19,28,31,28,27,26,22,28,23,20,19,15,8,6,4,2,2,3,0,4,7,11,15,20,15,21,15,19,19,17,18,15,16,17,17,17,14,14,21,21,19,16,14,12,8,7,1,0,0,2,0,0,0,0
2022-03-05 19:00:00,0,0,1,0,1,3,2,4,3,5,11,6,12,13,12,12,11,15,13,12,11,15,15,21,22,20,17,12,23,22,20,18,13,2,1,0,1,1,1,2,3,5,8,7,10,3,12,12,13,12,10,11,14,15,14,0,20,18,16,14,15,9,2,8,7,4,3,2,3,0,0,1,0,0,0
2022-03-05 20:00:00,0,1,1,2,1,3,2,4,10,12,13,12,11,13,12,12,11,12,10,11,9,11,11,11,9,8,7,8,18,19,18,14,10,6,4,2,2,3,2,3,0,1,4,4,8,0,9,8,10,10,9,10,22,28,20,0,15,13,11,11,10,10,4,8,5,1,3,1,0,0,0,0,0,0,0
2022-03-05 21:00:00,1,2,1,1,0,0,1,2,5,8,0,8,10,11,12,12,12,12,11,9,8,20,22,22,22,20,17,15,24,0,20,15,12,5,3,2,1,1,2,0,5,1,5,8,8,10,12,11,8,12,10,9,10,30,29,12,27,22,19,15,12,7,5,6,2,5,5,4,0,0,2,2,0,0,0
2022-03-05 22:00:00,0,0,0,0,1,2,4,6,7,9,3,10,11,12,10,11,10,9,7,7,6,21,23,21,22,21,19,10,26,13,19,14,12,9,6,0,1,1,1,2,2,2,3,0,7,3,11,11,12,15,14,5,8,18,19,7,15,12,14,12,11,9,7,0,0,0,4,3,0,4,0,3,1,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,14,14,13,10,7,19,20,17,13,9,4,1,2,1,1,2,0,1,2,3,0,5,3,2,3,7,4,3,5,5,10,6,0,8,6,5,6,4,5,4,2,3,2,0,1,0,0,0,0,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,0,1,0,0,0,1,2,1,0,0,3,2,0,0,3,1,4,3,1,3,2,4,0,3,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,1,0,0,0,0,1,0,0,0,0,2,0,2,0,6,7,3,7,8,2,6,5,6,2,7,0,6,7,0,5,4,2,0,0,1,0,0,1,0,2,3,2,4,5,4,5,3,4,3,2,2,2,1,3,2,5,4,2,0,0,3,0,2,1,0,0,1,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,0,0,0,0,1,1,2,0,1,0,2,2,3,4,3,6,6,5,4,5,5,7,5,6,1,4,5,3,0,3,1,1,0,0,0,0,2,0,4,5,8,5,7,0,5,2,3,4,0,5,4,4,3,0,3,5,7,6,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0
2022-03-06 07:00:00,0,0,1,0,1,0,2,0,2,3,0,4,1,3,4,0,5,5,5,5,0,7,5,1,2,3,2,3,2,0,1,1,0,0,0,0,2,1,2,0,2,4,5,5,6,0,7,5,6,1,5,5,5,5,4,0,7,8,9,8,7,7,5,7,5,1,3,0,2,0,0,0,0,0,0
2022-03-06 08:00:00,2,1,2,3,3,0,0,0,4,5,6,6,8,9,12,5,13,15,12,14,13,8,6,5,6,7,11,9,8,4,7,0,5,2,1,2,3,1,0,0,4,8,11,11,15,4,15,10,11,11,10,9,7,7,8,3,5,6,8,7,8,6,6,6,0,3,2,1,0,1,0,0,0,0,0
2022-03-06 09:00:00,0,0,1,3,2,0,3,4,5,7,0,8,9,11,12,13,15,16,20,21,20,13,11,9,9,10,13,8,10,7,8,7,5,3,2,0,1,3,1,1,6,12,15,17,19,18,16,10,8,12,10,10,7,6,3,2,8,10,14,16,12,9,6,2,3,0,2,1,0,0,0,0,0,0,0
2022-03-06 10:00:00,0,0,2,2,4,3,2,4,9,12,10,7,10,9,7,10,10,12,16,17,19,6,6,4,4,6,7,6,8,11,9,8,5,1,1,1,2,0,2,3,7,16,18,23,24,16,23,18,18,22,21,24,21,10,9,0,8,10,13,10,17,15,12,10,9,9,5,3,1,0,0,0,0,0,0
2022-03-06 11:00:00,1,1,2,4,5,3,3,4,6,7,5,5,7,9,11,9,10,12,16,15,15,17,15,16,16,15,10,8,8,7,6,0,4,2,1,0,1,2,4,3,6,8,14,16,25,13,17,16,17,18,19,15,13,7,8,6,7,12,15,8,12,10,9,8,7,4,2,0,0,0,0,1,0,0,0
2022-03-06 12:00:00,0,1,0,1,1,0,4,5,10,7,3,10,11,14,15,14,13,16,18,21,18,15,16,10,12,10,12,12,14,10,6,9,8,3,1,0,2,3,3,4,6,14,17,20,28,29,27,22,23,24,23,22,18,14,6,11,11,12,15,14,17,16,6,14,13,5,4,3,1,0,0,1,0,0,0
2022-03-06 13:00:00,0,1,3,0,4,2,3,5,9,13,12,5,12,16,12,18,19,19,19,21,19,16,15,16,15,14,17,15,12,13,13,11,9,3,1,0,5,7,12,1,13,14,19,18,21,0,27,22,24,24,23,21,18,25,14,14,17,14,14,14,11,12,12,10,9,5,3,5,3,0,0,0,0,0,0
2022-03-06 14:00:00,0,0,1,1,0,3,0,4,5,10,8,8,11,11,13,15,8,15,18,19,18,11,15,16,15,15,14,6,16,15,14,13,8,6,3,3,1,2,3,0,4,11,18,21,26,28,25,18,12,22,21,21,21,18,26,0,25,22,19,16,17,14,12,14,11,9,6,4,3,1,1,0,0,0,0
2022-03-06 15:00:00,0,1,0,2,0,2,4,5,8,6,5,9,11,14,16,18,13,18,20,11,22,21,19,16,17,18,22,15,16,17,16,13,12,7,1,0,2,0,4,1,7,9,12,15,17,10,25,25,24,23,22,22,22,14,15,0,18,16,18,19,18,18,17,18,10,14,4,2,3,2,0,0,0,0,0
2022-03-06 16:00:00,0,1,1,0,0,4,4,6,13,15,10,12,12,14,16,14,17,18,20,21,11,20,21,19,21,20,21,12,26,25,20,19,12,6,3,0,2,5,6,0,9,10,12,14,24,0,24,25,22,27,25,23,24,19,23,0,18,17,13,11,9,14,6,15,12,11,10,3,4,2,4,0,2,0,0
2022-03-06 17:00:00,0,4,7,0,8,5,4,8,12,14,0,13,16,15,13,15,11,15,18,16,16,21,19,24,24,18,19,11,15,0,13,8,11,4,3,2,1,0,5,2,7,6,9,11,13,12,16,21,26,21,20,15,12,13,14,15,14,12,12,10,4,9,7,13,12,7,4,5,4,2,0,1,0,0,0
2022-03-06 18:00:00,1,1,0,0,2,1,6,0,9,8,5,9,11,20,19,12,13,13,11,11,12,20,20,17,21,15,16,15,25,26,21,18,12,5,3,1,1,0,1,2,3,6,9,10,11,4,17,16,18,18,17,15,15,13,17,0,15,12,10,6,7,8,8,4,4,4,3,1,0,0,0,0,0,0,0
2022-03-06 19:00:00,0,2,0,2,0,1,2,3,5,11,6,13,14,7,17,8,9,14,10,12,12,23,23,23,25,20,15,18,25,23,18,14,12,6,5,1,0,1,0,2,2,3,6,7,11,5,12,12,10,11,13,13,12,16,17,0,14,14,11,10,11,8,7,7,5,4,4,3,0,0,0,0,0,0,0
2022-03-06 20:00:00,0,1,0,0,1,2,3,4,12,13,14,16,19,20,21,16,20,17,15,14,0,20,23,24,28,20,26,21,30,31,25,16,12,7,4,1,1,0,2,0,1,2,4,3,5,6,14,12,14,11,12,11,11,19,18,17,16,14,13,11,8,7,6,5,4,3,2,4,0,1,1,2,0,0,0
2022-03-06 21:00:00,0,1,1,0,2,0,3,2,6,9,0,6,12,6,14,13,8,11,10,7,5,18,19,18,19,15,17,15,25,25,19,16,7,6,3,1,0,1,2,3,5,5,4,6,11,7,8,9,11,12,11,11,9,14,17,11,15,11,11,9,8,6,5,4,2,2,1,1,2,1,0,0,0,0,0
2022-03-06 22:00:00,0,0,0,2,4,2,1,3,9,10,4,10,14,15,9,16,10,11,6,7,4,20,18,19,20,18,5,17,24,24,20,16,13,7,6,5,0,0,2,2,1,2,7,6,7,0,16,17,16,17,12,14,13,12,13,0,14,9,13,12,10,6,5,0,3,2,1,0,0,0,0,0,0,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,16,16,0,15,10,18,18,19,17,12,3,1,0,0,0,1,1,0,1,2,0,2,0,4,6,5,4,13,12,13,10,9,0,7,8,6,6,5,7,6,5,3,2,1,1,0,0,0,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,0,0,1,1,3,0,2,1,1,2,3,4,5,2,5,13,21,30,17,8,5,6,7,6,5,4,5,0,2,4,3,0,0,4,3,2,3,0,4,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,0,0,0,0,0,1,3,2,6,6,7,8,12,13,8,9,15,17,20,11,15,13,15,15,12,13,10,10,8,5,3,2,3,2,1,1,0,3,0,4,9,10,13,9,12,11,8,9,8,6,5,6,5,5,4,5,6,6,0,5,5,3,4,3,2,0,0,1,0,0,0,0,0,0
2022-03-07 06:00:00,1,0,1,2,0,0,1,3,4,5,5,5,8,10,0,12,13,15,19,25,19,20,12,14,13,11,14,9,10,8,6,4,3,1,0,0,1,2,2,0,5,10,14,19,21,20,19,8,9,16,16,13,12,6,5,1,7,6,9,9,6,4,1,4,2,2,3,1,0,0,0,0,0,0,0
2022-03-07 07:00:00,0,1,3,4,5,6,7,9,10,11,13,16,19,24,25,34,35,43,50,59,52,37,26,26,24,25,33,22,19,17,13,7,4,3,1,1,9,10,30,14,33,41,49,55,63,62,53,18,23,27,25,30,29,15,16,0,17,18,28,30,30,28,24,19,15,11,8,7,1,2,1,0,0,0,0
2022-03-07 08:00:00,5,0,8,7,4,3,5,7,10,13,14,15,19,24,25,31,33,38,54,59,56,29,27,28,31,32,35,21,45,26,33,19,16,12,4,1,15,17,28,0,34,33,42,60,71,70,53,28,31,38,33,30,36,17,14,0,17,25,32,32,32,32,30,27,22,15,10,6,1,1,0,1,0,0,0
2022-03-07 09:00:00,0,0,1,0,2,1,1,5,6,7,7,8,11,18,17,16,22,25,38,39,47,27,18,18,19,19,22,16,26,25,18,9,4,3,0,1,1,2,0,2,3,13,28,34,39,40,38,14,16,26,20,18,20,12,12,0,12,16,20,21,20,10,16,14,10,9,6,3,1,0,0,1,0,0,0
2022-03-07 10:00:00,0,0,0,1,0,1,2,2,5,5,4,5,6,7,7,9,7,12,18,19,18,10,10,10,7,5,10,10,11,6,8,8,6,4,2,1,0,1,4,0,7,11,16,22,23,22,20,13,17,23,20,19,19,7,8,0,6,10,11,13,14,9,13,9,5,5,3,2,1,1,0,0,0,0,0
2022-03-07 11:00:00,0,1,1,0,1,0,2,3,5,4,5,6,7,6,5,9,10,11,10,13,10,10,11,10,12,10,8,6,12,10,8,8,5,4,1,0,2,1,2,1,4,7,13,15,16,12,15,12,12,11,10,9,9,8,8,0,10,12,12,11,9,6,4,5,3,5,3,2,0,0,0,0,0,0,0
2022-03-07 12:00:00,1,3,2,1,3,2,2,3,8,9,10,9,12,13,8,14,13,12,12,14,11,15,14,14,14,12,16,13,24,24,21,21,16,13,9,4,1,0,2,3,3,5,8,18,20,12,20,15,18,18,20,19,15,8,8,0,7,10,11,12,12,10,13,9,9,5,4,2,1,0,0,1,0,0,0
2022-03-07 13:00:00,0,2,1,0,0,0,1,5,7,7,0,7,8,9,11,14,8,13,13,16,15,15,11,10,9,8,9,7,20,0,19,14,8,4,3,2,2,0,2,0,5,11,18,20,23,22,21,15,17,14,12,11,20,13,11,0,11,12,13,14,13,9,8,6,5,3,2,2,1,0,2,1,0,0,0
2022-03-07 14:00:00,0,1,1,1,2,1,3,4,8,10,3,10,6,5,0,7,9,12,11,13,12,15,13,11,9,6,11,5,10,8,10,13,11,19,19,5,3,4,5,3,5,11,13,14,20,20,15,10,13,22,21,20,18,9,8,8,10,12,13,12,10,7,8,9,10,8,7,6,2,1,2,1,0,0,0
2022-03-07 15:00:00,0,1,0,0,0,0,2,5,5,7,8,5,11,17,18,14,15,13,14,15,14,15,17,17,15,14,12,11,17,9,14,10,11,7,5,4,2,1,3,0,4,8,11,12,15,0,18,18,20,18,18,15,12,10,11,13,13,12,12,11,11,9,7,8,6,4,5,2,0,0,0,0,0,0,0
2022-03-07 16:00:00,0,3,1,1,2,3,2,10,15,17,15,15,16,11,15,17,16,19,21,20,19,19,22,20,23,22,21,18,31,32,29,27,18,7,4,3,2,3,5,0,7,13,19,30,33,19,31,25,27,16,18,15,18,20,18,12,19,17,16,14,14,13,11,9,6,6,6,2,3,2,0,0,0,0,0
2022-03-07 17:00:00,2,1,4,6,3,4,4,8,13,16,17,16,18,18,19,25,27,26,25,28,29,24,24,23,24,22,25,22,25,0,21,17,18,14,5,1,7,4,5,3,6,11,12,24,27,27,30,27,35,40,33,28,29,24,28,30,27,21,21,18,17,14,15,10,8,6,3,5,3,3,0,1,2,1,0
2022-03-07 18:00:00,0,0,0,1,1,1,4,7,12,17,21,22,24,25,26,28,17,28,27,28,25,32,29,28,29,25,21,18,57,46,48,43,29,10,6,2,1,2,4,4,16,23,33,68,71,70,61,37,51,52,42,33,36,35,39,40,36,36,24,18,15,13,11,12,11,6,4,2,1,3,1,2,0,0,0
2022-03-07 19:00:00,0,1,0,0,2,5,7,11,12,15,12,15,19,24,29,30,28,27,17,15,13,28,26,25,24,21,18,17,50,49,39,29,21,12,4,1,1,1,1,2,8,7,9,18,18,0,21,19,21,17,17,19,19,32,33,0,30,25,27,21,17,13,11,12,10,9,7,6,4,0,3,0,2,1,0
2022-03-07 20:00:00,0,0,0,0,1,0,2,4,6,8,9,12,14,14,12,14,11,15,11,11,0,17,20,18,18,16,16,14,24,22,19,18,14,5,2,0,1,2,3,0,2,4,5,9,12,13,21,20,22,18,19,21,18,19,20,12,16,14,13,10,9,6,5,5,4,4,2,1,0,0,2,1,0,0,0
2022-03-07 21:00:00,1,0,0,0,0,1,2,4,8,10,9,8,11,12,13,12,13,12,9,11,0,18,16,14,16,14,7,13,28,25,21,19,14,7,4,2,1,2,0,0,3,4,9,8,12,9,11,10,11,11,11,8,13,14,16,13,16,14,12,9,7,6,5,7,5,6,5,3,1,0,1,3,0,2,0
2022-03-07 22:00:00,1,0,0,0,1,0,2,2,6,9,6,8,10,13,15,16,15,13,11,6,10,13,17,20,25,15,25,23,37,37,29,26,22,8,3,2,1,1,2,2,2,1,4,4,5,6,6,9,10,9,11,8,10,14,13,15,13,9,7,6,10,5,3,1,4,3,2,0,2,1,0,1,0,0,0
2022-03-07 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,8,10,11,12,12,7,11,24,6,21,17,10,6,2,1,0,0,0,1,2,2,3,4,4,1,4,4,5,3,3,4,6,6,7,6,6,5,6,7,6,5,1,4,2,1,1,0,0,0,0,0,0,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,0,0,0,0,2,1,0,0,3,2,1,0,4,5,4,5,5,9,16,26,15,6,5,5,6,5,5,4,2,0,1,0,3,0,2,0,2,1,2,0,3,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,0,0,0,0,0,3,5,0,2,3,4,6,3,9,10,7,7,12,12,16,12,13,14,19,15,14,13,9,7,5,5,3,2,1,0,2,2,0,5,0,6,8,9,14,16,8,13,6,8,8,7,4,5,2,4,1,3,6,6,3,5,4,2,0,0,1,0,0,1,0,0,0,0,0,0
2022-03-08 06:00:00,0,0,1,1,1,0,0,1,4,4,5,5,8,12,9,17,21,23,27,30,29,24,16,14,15,13,16,12,16,0,12,6,3,2,1,1,1,2,1,0,3,10,15,19,26,24,15,8,11,13,13,13,12,8,7,3,5,7,9,10,8,5,4,4,2,2,0,1,1,0,0,0,0,0,0
2022-03-08 07:00:00,0,1,2,3,4,1,7,10,8,13,15,18,26,34,36,28,37,48,61,62,54,53,19,19,21,23,30,22,36,37,35,22,7,5,3,4,13,10,17,14,25,30,36,38,46,30,43,29,28,26,26,26,26,22,15,0,14,19,22,24,23,22,19,16,14,9,8,5,4,3,1,1,0,0,0
2022-03-08 08:00:00,4,3,8,8,7,3,4,6,9,14,12,15,17,21,22,27,33,38,49,60,58,42,31,23,24,22,26,19,55,50,40,21,17,8,3,2,14,19,33,25,47,34,40,46,59,44,51,32,36,40,39,45,43,20,19,0,18,27,32,34,32,32,28,24,18,15,10,4,1,0,2,1,0,0,0
2022-03-08 09:00:00,1,0,2,1,1,2,2,3,6,9,9,9,5,11,14,17,20,25,35,39,37,21,14,14,15,16,21,13,23,22,18,9,4,2,1,0,1,0,2,3,5,16,25,28,36,0,44,20,19,24,23,25,25,11,10,0,11,16,16,17,15,14,13,10,7,6,5,3,1,1,0,0,0,0,0
2022-03-08 10:00:00,0,1,2,3,1,2,2,4,6,3,5,8,9,8,9,7,8,10,15,19,14,15,9,11,11,7,11,10,9,8,6,4,0,3,1,2,1,0,2,1,4,12,16,19,26,24,23,16,17,20,21,17,16,11,12,0,11,12,12,15,9,13,12,9,7,4,3,3,1,0,0,0,0,0,0
2022-03-08 11:00:00,1,0,1,0,0,0,0,3,2,5,7,8,9,6,10,6,11,13,15,15,13,12,8,7,9,8,9,8,12,8,10,11,2,3,2,0,1,0,2,0,6,9,12,15,19,0,17,15,15,17,12,20,21,8,11,10,13,12,9,10,11,12,11,10,8,6,6,3,1,0,1,0,0,0,0
