Unnamed: 0,1_성수동차고지,2_뚝도시장구길,3_서울숲지구대앞,4_성수1가새마을금고,5_천주교성수동성당앞,6_뚝도아리수정수센터수도박물관,7_경일초등학교입구,8_성수공고앞,9_성원중성수동이마트앞,10_뚝도시장,11_경수중학교,12_성수119안전센터,13_노룬산시장앞,14_국민은행신자양지점,15_신양초등학교앞,16_자양고교앞,17_자양우성아파트앞,18_자양미소약국.자양골목시장,19_국민은행자양지점앞,20_자양아파트앞,21_잠실대교전망쉼터,22_잠실역.잠실대교남단,23_석촌호수.한솔병원,24_석촌역,25_송파역.헬리오시티,26_가락1동주민센터,27_가락시장.헬리오시티,28_수서역KT수서지점,29_수서역,30_쟁골마을,31_강남더샵라르고오피스텔,32_못골마을.LH강남아이파크,33_래미안강남힐즈,34_세곡중학교.세명초등학교,35_세곡푸르지오,36_강남신동아파밀리에1단지,37_은곡마을.강남신동아파밀리에,38_대왕초등학교,39_은곡마을.LH이편한세상,40_은곡마을진입로,41_세곡푸르지오,42_세곡중학교.세명초등학교,43_래미안강남힐즈,44_못골마을,45_강남현대힐스테이트에코,46_쟁골마을,47_고속철도수서역,48_수서역5번.출구,49_수서역,50_가락시장.헬리오시티,51_송파역,52_석촌역,53_석촌호수.한솔병원,54_잠실역.롯데월드몰,55_잠실역.잠실대교남단,56_잠실대교전망쉼터,57_자양아파트앞,58_국민은행자양지점앞,59_자양미소약국.자양골목시장,60_자양우성아파트앞,61_자양고교앞,62_국민은행신자양지점,63_노룬산시장앞,64_성수119안전센터,65_경수중학교,66_뚝도시장,67_성원중성수동이마트앞,68_성수공고앞,69_경일초등학교입구,70_뚝도아리수정수센터수도박물관,71_천주교성수동성당앞,72_성수1가1동새마을금고,73_서울숲지구대앞,74_뚝도시장구길,75_성수동차고지(종점가상)
2022-03-15 20:00:00,0,0,0,0,1,3,4,4,6,8,6,9,13,14,17,17,15,13,13,12,11,26,25,26,27,24,22,19,32,29,25,21,17,5,3,2,1,2,0,0,4,5,7,8,12,12,14,16,20,13,9,11,12,16,18,0,19,13,12,14,11,9,7,6,5,5,3,1,1,0,2,1,0,0,0
2022-03-15 21:00:00,0,1,0,0,1,2,2,6,9,10,6,10,12,13,13,15,14,10,10,11,10,22,23,14,17,16,15,14,31,30,26,19,12,4,2,1,0,2,3,2,4,7,9,12,15,13,17,17,17,13,12,12,13,19,23,0,20,16,12,10,9,5,8,8,7,6,5,3,0,0,1,0,0,0,0
2022-03-15 22:00:00,0,0,0,1,1,3,4,5,8,10,9,10,12,13,15,14,15,13,9,10,9,20,23,25,30,26,25,23,38,0,31,24,23,7,4,1,1,0,0,0,2,0,6,9,12,11,11,9,11,10,10,14,17,18,20,22,19,12,10,9,9,10,11,12,9,8,5,3,1,0,0,2,0,0,0
2022-03-15 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,9,8,9,8,9,9,8,30,31,19,16,8,4,2,1,0,1,1,0,0,1,1,1,3,0,4,6,7,6,5,8,10,12,13,3,10,10,8,6,6,5,3,5,4,3,0,1,0,2,0,1,0,0,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,0,0,0,1,2,1,0,0,3,4,2,4,5,9,10,8,8,13,21,26,14,6,5,4,3,0,0,2,4,0,0,0,0,5,0,3,3,1,2,0,3,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,1,0,0,0,0,1,3,4,7,6,4,3,5,8,8,5,8,14,16,17,16,14,15,22,21,17,11,9,10,3,5,3,4,3,2,0,3,2,3,0,5,8,8,9,9,8,7,7,9,9,7,6,6,3,6,2,5,6,7,7,5,3,5,4,3,0,0,2,1,0,0,0,0,0,0
2022-03-16 06:00:00,1,0,2,2,0,0,0,5,3,6,5,5,6,10,7,14,15,18,25,28,27,17,16,14,15,12,15,11,14,6,9,5,1,2,0,0,2,2,3,0,6,18,19,25,32,0,31,8,8,13,12,13,10,4,2,0,4,7,9,7,8,6,4,3,2,2,1,0,0,0,0,0,0,0,0
2022-03-16 07:00:00,1,2,3,5,6,5,8,14,16,20,17,21,26,29,30,27,34,47,51,49,46,27,23,29,26,27,34,18,33,31,25,24,3,2,2,3,8,10,19,8,31,48,55,55,66,55,51,25,25,33,30,33,35,16,15,14,12,19,28,29,25,24,17,16,15,11,9,8,1,0,0,0,0,0,0
2022-03-16 08:00:00,2,1,3,5,5,4,5,8,13,15,15,15,18,23,27,28,33,44,65,64,61,36,26,27,32,30,38,25,46,45,34,31,29,14,2,3,11,15,22,5,34,24,24,32,46,33,44,31,35,39,35,29,25,13,12,0,20,24,27,25,26,27,25,21,20,11,7,3,2,1,0,0,1,0,0
2022-03-16 09:00:00,0,1,2,3,2,1,5,6,5,6,7,4,6,14,15,14,19,21,30,34,33,18,18,14,16,18,21,17,22,12,17,7,4,1,1,0,0,0,2,1,8,19,31,33,48,47,39,20,21,22,19,20,19,10,9,10,13,18,19,25,20,22,19,17,13,15,6,2,1,0,1,0,0,0,0
2022-03-16 10:00:00,0,0,1,2,1,1,2,4,3,1,5,4,5,6,7,8,8,12,16,19,17,13,8,7,7,7,12,10,11,8,8,4,3,3,2,3,4,0,2,0,8,12,15,18,20,19,21,12,13,17,16,18,18,12,12,0,8,11,14,12,13,15,10,9,7,7,3,2,2,1,1,0,0,0,0
2022-03-16 11:00:00,1,1,0,0,1,0,0,3,4,4,3,5,7,11,8,16,16,14,14,14,11,14,15,14,13,12,6,3,8,7,7,7,5,4,1,0,2,5,5,0,7,13,13,17,18,15,15,16,15,15,13,14,15,10,0,9,10,10,9,9,8,5,6,5,3,3,1,0,0,0,0,0,0,0,0
2022-03-16 12:00:00,1,1,6,7,8,7,3,8,6,12,7,13,15,15,16,14,15,20,18,22,21,16,16,11,12,12,15,14,13,11,9,7,4,2,1,0,0,1,2,3,6,13,19,25,27,19,23,18,13,18,18,18,17,14,6,4,14,16,11,10,8,8,7,7,6,4,4,3,4,1,2,3,1,0,0
2022-03-16 13:00:00,0,3,3,1,3,2,4,5,6,7,3,6,8,9,8,12,13,10,12,15,14,11,11,12,11,10,8,6,12,13,9,9,6,2,2,1,1,2,0,0,6,10,18,20,23,12,26,16,23,26,21,25,26,20,19,6,16,16,17,15,13,12,10,10,8,5,2,1,0,0,2,1,0,0,0
2022-03-16 14:00:00,0,2,4,2,2,1,4,7,8,11,8,10,10,16,15,18,18,18,16,15,15,15,15,15,13,7,14,13,16,15,16,11,10,5,2,0,2,1,1,2,8,11,14,15,14,13,13,12,13,15,15,12,15,15,17,0,16,15,14,13,12,11,9,8,6,5,4,2,1,1,2,1,0,0,0
2022-03-16 15:00:00,0,1,0,0,2,1,4,8,9,10,9,8,13,17,18,20,21,18,15,14,13,17,16,13,16,12,12,11,26,25,22,13,9,14,11,5,13,1,3,2,4,15,22,24,25,13,18,20,24,24,26,22,21,16,16,0,16,15,14,13,24,21,19,15,10,7,5,2,1,1,1,0,0,0,0
2022-03-16 16:00:00,0,1,1,0,2,0,3,6,9,10,11,12,12,15,16,17,17,16,19,22,22,24,22,21,26,23,18,16,27,26,25,27,25,17,11,5,2,3,2,0,5,11,13,19,25,31,21,23,21,21,20,16,20,25,29,28,29,27,26,23,17,14,7,10,8,5,4,3,1,0,0,0,0,0,0
2022-03-16 17:00:00,0,2,4,5,1,4,6,10,12,11,13,14,14,19,20,19,22,20,22,22,8,31,26,29,31,29,25,22,37,36,28,19,13,6,3,1,2,1,3,4,7,13,17,28,36,35,33,26,28,26,24,26,29,32,36,0,28,18,14,14,13,11,9,10,8,8,7,4,3,2,1,0,0,0,0
2022-03-16 18:00:00,2,0,3,1,4,4,8,12,16,26,23,25,30,32,35,35,33,34,29,31,29,34,32,34,38,32,26,23,55,51,42,35,25,13,8,7,2,2,2,3,9,13,20,52,54,53,56,33,42,35,29,30,32,30,32,25,26,21,21,17,17,14,12,14,11,8,6,3,1,2,0,2,1,0,0
2022-03-16 19:00:00,1,1,0,0,2,2,4,7,10,11,6,11,16,18,26,27,27,19,15,17,25,48,46,42,40,33,30,27,33,32,26,24,24,10,5,1,2,0,3,0,5,6,10,14,18,15,19,19,26,18,17,21,29,40,41,20,38,32,21,17,15,13,13,9,6,8,2,1,0,1,2,2,1,0,0
2022-03-16 20:00:00,0,1,0,0,1,2,2,3,11,12,12,11,14,16,15,16,15,15,15,15,13,22,22,20,19,17,16,14,35,25,26,20,13,5,3,1,0,2,0,0,1,2,3,7,11,10,14,17,18,13,12,10,13,17,24,0,22,19,18,13,11,8,6,7,6,5,3,1,0,0,0,1,0,0,0
2022-03-16 21:00:00,0,1,0,1,1,2,4,5,4,6,7,11,14,17,20,19,18,16,13,11,11,19,21,20,21,19,19,18,33,0,32,19,15,5,3,1,1,0,1,0,2,2,5,8,12,9,14,13,15,12,9,9,10,13,17,0,14,10,10,3,7,6,4,5,3,2,3,0,0,2,1,0,0,0,0
2022-03-16 22:00:00,0,0,0,1,0,2,3,5,10,11,0,10,13,14,15,14,11,11,9,6,5,12,16,20,25,23,22,8,36,35,32,28,19,12,7,6,1,0,3,1,4,6,8,7,9,0,11,9,16,15,14,12,15,17,18,11,16,10,9,9,8,6,4,5,3,2,3,2,1,0,0,0,0,0,0
2022-03-16 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,6,7,3,6,12,0,11,10,11,6,5,0,0,0,1,2,0,3,2,2,3,0,3,2,6,4,2,3,12,13,14,0,12,9,9,7,3,4,4,5,3,3,2,0,0,0,0,1,0,0,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,0,0,0,0,1,2,0,0,2,3,1,0,3,6,6,0,7,14,22,27,15,13,5,6,6,5,0,3,4,0,3,0,0,4,0,3,3,0,9,0,1,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,2,0,1,0,0,2,3,4,5,5,3,6,7,10,12,12,13,13,18,21,7,18,16,15,14,10,15,13,11,10,5,3,1,1,0,1,2,0,3,0,12,13,12,11,10,0,9,5,7,8,7,6,7,5,5,4,6,6,6,5,3,7,4,2,3,2,1,2,1,0,0,0,0,0,0
2022-03-17 06:00:00,0,1,1,2,1,0,1,3,2,4,3,4,6,8,0,10,15,15,24,28,17,17,18,18,20,16,18,12,13,0,8,6,4,1,2,1,2,2,3,0,4,13,15,20,23,0,20,10,11,17,18,16,16,5,0,2,5,7,8,6,7,7,9,6,5,3,2,0,1,0,0,0,0,0,0
2022-03-17 07:00:00,0,1,2,4,5,3,6,11,12,15,19,20,23,26,28,28,40,47,52,49,46,35,25,22,19,20,25,15,30,31,28,7,4,1,2,3,20,23,34,33,30,43,52,47,55,53,51,31,33,41,22,23,22,13,14,9,16,21,24,23,21,24,21,18,17,16,15,10,2,1,1,0,0,0,0
2022-03-17 08:00:00,2,2,4,5,6,5,8,8,10,12,13,12,18,27,26,31,31,45,55,56,52,36,32,32,29,32,34,25,55,14,44,20,14,8,3,2,10,8,24,4,37,26,33,43,59,45,50,27,30,45,38,38,37,21,20,0,22,32,38,38,38,36,32,27,21,19,12,7,3,2,0,0,0,0,0
2022-03-17 09:00:00,1,1,5,7,6,1,2,3,4,7,7,8,11,14,15,9,15,18,25,46,42,28,15,15,15,14,18,13,23,23,18,7,3,2,1,1,3,3,4,3,5,19,24,32,36,35,32,14,14,18,17,20,19,9,10,0,10,13,18,19,18,15,13,10,8,6,4,1,0,1,0,0,0,0,0
2022-03-17 10:00:00,1,1,2,3,2,3,4,5,8,4,5,11,4,11,13,16,20,22,25,25,20,10,9,10,11,9,10,8,10,8,9,5,4,2,1,1,0,0,1,0,6,10,15,16,15,0,13,12,14,14,13,17,16,14,9,13,11,13,15,14,14,11,10,8,7,6,4,1,2,1,0,0,0,0,0
2022-03-17 11:00:00,2,0,0,0,0,1,2,3,4,5,7,4,8,9,7,10,6,10,11,12,12,10,8,8,11,11,12,10,15,4,3,0,3,1,0,2,3,2,4,3,4,12,15,18,21,20,23,17,10,20,16,17,16,8,9,0,10,11,11,7,10,12,4,11,10,7,5,0,3,2,1,0,0,0,0
2022-03-17 12:00:00,1,1,3,0,1,1,2,4,4,5,3,6,7,8,10,11,15,17,16,16,15,14,12,11,10,9,11,9,15,14,13,13,8,6,3,0,1,0,1,0,4,8,17,22,23,11,21,18,20,23,22,20,19,10,10,9,11,11,11,11,21,18,19,18,17,13,9,7,2,1,0,0,0,0,0
2022-03-17 13:00:00,1,0,2,1,4,3,4,6,8,6,7,8,9,11,13,15,11,18,17,16,14,14,11,14,14,0,12,10,14,0,12,11,6,3,2,0,0,0,1,0,2,7,15,18,22,17,20,17,18,16,17,19,21,14,12,13,11,11,8,11,10,9,8,7,5,6,4,1,2,0,0,0,0,0,0
2022-03-17 14:00:00,1,3,2,2,3,0,6,9,6,10,6,12,10,11,11,14,14,15,18,13,12,14,9,12,12,8,9,7,18,6,17,14,11,41,39,19,1,1,2,3,4,11,15,18,23,25,24,19,21,22,18,14,16,12,11,0,10,11,12,9,9,7,6,7,5,4,4,3,2,0,2,0,0,0,0
2022-03-17 15:00:00,0,0,1,0,1,1,3,5,5,6,6,6,9,11,16,16,17,16,12,13,14,15,14,9,15,12,11,8,26,25,17,14,5,4,1,0,0,1,3,0,5,7,11,13,16,0,15,14,20,21,22,19,14,11,12,10,12,13,12,10,12,12,9,8,6,4,5,4,2,2,0,1,0,0,0
2022-03-17 16:00:00,0,2,1,0,1,0,2,4,9,7,8,9,11,9,11,12,12,18,19,20,20,19,19,20,21,20,15,14,24,20,17,34,31,15,9,4,3,2,3,0,9,17,18,33,35,36,36,26,28,29,18,19,20,18,20,11,16,13,14,13,12,8,8,5,4,4,6,0,1,1,0,0,0,0,0
2022-03-17 17:00:00,1,1,2,1,3,4,6,9,15,14,10,13,19,16,18,19,19,16,19,19,18,30,24,24,23,21,19,15,37,34,34,25,18,11,8,3,2,3,4,4,10,14,16,35,39,35,31,24,26,26,29,29,27,26,31,30,25,19,17,17,14,10,9,8,7,4,3,1,2,3,2,0,0,0,0
2022-03-17 18:00:00,0,0,3,1,1,3,10,13,19,20,21,24,30,32,34,34,34,28,23,22,21,39,34,33,35,26,25,26,48,49,39,35,25,10,4,3,2,2,2,5,7,14,23,37,47,39,52,32,38,38,33,40,40,43,45,46,37,30,26,19,16,12,11,12,10,8,7,5,4,4,2,5,3,1,0
2022-03-17 19:00:00,0,2,3,1,2,4,4,5,7,9,11,13,16,21,24,24,23,18,16,16,13,21,22,20,20,18,20,16,39,38,29,25,23,11,6,3,0,2,0,0,1,5,7,11,14,0,15,16,19,17,15,18,19,27,30,28,25,16,19,14,13,12,10,9,6,4,6,3,3,0,4,3,0,0,0
2022-03-17 20:00:00,0,1,1,3,1,3,3,3,8,10,10,8,14,13,14,17,18,14,12,12,6,23,22,21,18,15,17,15,33,34,25,18,15,9,5,3,2,0,1,0,1,3,6,9,14,6,14,16,16,13,11,14,15,20,19,0,16,11,11,12,11,10,9,6,5,3,2,3,2,1,0,2,0,0,0
2022-03-17 21:00:00,0,0,0,1,2,3,4,7,10,11,11,12,17,16,16,17,16,15,13,8,14,20,21,23,25,23,19,14,21,0,16,14,12,4,2,0,1,2,4,5,3,1,5,10,14,16,14,16,20,18,8,7,13,17,21,18,18,15,13,11,10,8,5,5,3,3,3,0,0,0,0,0,0,0,0
2022-03-17 22:00:00,0,1,1,0,0,3,5,4,8,9,8,8,10,11,11,13,11,12,10,9,11,16,17,21,23,20,21,12,34,35,27,23,15,8,5,2,1,1,3,0,3,1,4,3,5,0,8,9,9,17,15,13,17,20,22,16,20,17,14,13,9,3,7,6,5,5,8,7,4,0,2,1,0,1,0
2022-03-17 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,6,9,8,8,0,8,17,17,16,10,6,4,2,0,0,0,2,1,3,2,4,3,3,0,4,6,7,4,5,5,5,8,9,0,9,8,10,9,7,7,2,8,5,1,3,1,0,1,1,0,0,0,0
2022-03-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 04:00:00,0,0,0,1,2,0,1,0,3,3,0,2,3,6,1,6,7,15,21,30,22,5,4,4,6,0,2,4,1,0,0,0,3,5,0,3,2,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 05:00:00,0,0,0,0,0,3,4,1,2,5,5,6,7,10,11,9,6,13,15,17,2,14,13,12,12,12,10,8,11,9,5,2,2,2,0,1,2,0,5,0,7,11,8,14,10,9,12,5,8,7,7,7,6,4,3,2,4,3,4,0,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0
2022-03-18 06:00:00,0,0,1,2,1,0,0,4,5,4,1,0,8,7,9,15,19,21,22,26,26,22,17,15,14,12,17,15,7,3,4,4,2,2,1,1,2,2,3,0,4,9,12,16,17,9,15,6,5,9,9,11,12,7,8,0,6,9,9,9,9,8,7,7,1,4,4,1,3,2,0,0,0,0,0
2022-03-18 07:00:00,1,3,6,5,9,8,9,11,13,18,19,22,30,33,33,30,35,44,48,45,41,33,27,26,24,27,35,19,20,21,16,15,7,4,4,5,12,13,20,21,20,42,54,59,70,0,58,21,22,33,28,28,26,15,13,0,14,22,26,25,27,25,24,21,19,14,13,11,4,3,0,0,0,2,0
2022-03-18 08:00:00,5,7,9,9,7,6,7,7,12,15,14,14,17,20,22,27,29,35,53,54,52,41,34,30,31,32,39,25,40,38,29,16,16,12,3,1,19,23,27,5,33,21,29,30,42,40,35,21,22,28,30,31,39,14,16,0,16,24,29,29,30,28,26,22,18,14,9,4,1,0,0,0,0,0,0
2022-03-18 09:00:00,0,2,3,3,3,2,3,6,5,7,6,9,13,17,18,23,26,25,31,36,32,27,19,18,20,20,19,16,24,23,19,9,6,7,6,4,2,2,1,0,6,19,24,27,41,40,33,18,20,21,20,21,18,10,3,9,10,14,17,16,14,14,13,10,9,8,8,3,2,0,0,0,0,0,0
2022-03-18 10:00:00,0,1,1,1,0,2,2,4,5,8,6,4,7,11,12,15,17,20,22,24,21,15,10,10,7,7,9,7,14,13,11,7,4,2,0,0,1,3,4,0,8,13,14,17,20,6,23,18,13,20,21,22,19,10,11,7,13,14,17,16,15,13,15,12,9,7,4,3,1,0,0,1,0,0,0
2022-03-18 11:00:00,0,0,1,0,1,0,1,6,7,9,1,11,10,5,6,8,10,13,17,19,15,15,11,10,10,7,9,7,6,0,4,3,2,1,0,0,1,0,0,0,3,6,15,17,20,0,20,17,15,20,17,19,16,11,12,5,11,10,10,0,9,8,7,11,10,7,3,2,0,3,3,0,1,0,0
2022-03-18 12:00:00,1,1,0,1,2,3,3,8,8,10,9,11,12,14,16,17,21,20,15,15,16,14,14,13,12,10,11,8,23,4,18,14,7,4,2,1,0,2,3,4,8,13,18,18,20,19,21,18,20,17,15,13,15,11,13,11,9,10,11,10,11,11,12,11,7,4,5,0,0,0,0,0,0,0,0
2022-03-18 13:00:00,0,1,0,1,0,1,2,4,5,8,9,6,9,9,9,11,7,14,16,17,15,15,13,10,13,12,9,8,18,15,15,14,9,5,1,1,1,0,2,4,6,8,13,16,20,21,17,12,17,18,15,17,19,11,12,0,16,12,14,11,8,9,6,6,3,4,2,3,2,0,1,2,0,0,0
2022-03-18 14:00:00,0,0,1,0,1,2,5,4,5,10,12,11,15,17,13,19,19,18,16,16,16,16,13,12,14,11,15,11,15,6,14,12,5,3,1,0,1,2,3,2,5,10,15,18,23,18,21,16,18,19,19,16,15,8,9,0,20,22,10,10,8,9,7,9,4,5,4,2,2,2,3,2,0,0,0
2022-03-18 15:00:00,1,0,0,0,1,0,3,4,9,11,8,10,12,14,17,17,18,20,16,20,15,27,25,24,25,24,23,21,29,0,15,13,8,19,18,9,2,1,2,3,7,15,22,25,32,32,33,29,28,28,25,24,22,14,16,0,14,14,25,23,16,17,12,17,15,11,8,4,3,1,1,0,1,0,0
2022-03-18 16:00:00,0,2,3,4,3,4,7,8,13,16,16,14,19,24,27,28,28,25,23,22,19,15,17,19,21,16,14,14,28,28,26,29,24,18,12,6,1,3,4,4,7,10,16,24,33,37,38,20,25,24,21,22,23,21,23,17,22,18,18,14,13,10,9,8,5,7,6,3,4,0,0,0,0,0,0
2022-03-18 17:00:00,1,1,0,1,2,4,6,6,10,12,12,12,19,21,22,24,23,21,21,19,16,22,20,19,25,21,21,16,39,37,33,26,15,8,6,1,1,1,2,5,12,14,17,30,37,32,37,29,33,39,33,30,33,27,30,0,30,25,23,19,19,13,10,10,12,7,6,4,1,2,2,1,0,0,0
2022-03-18 18:00:00,0,2,2,1,3,8,3,7,10,15,16,18,23,25,26,26,27,29,29,31,28,33,30,25,27,26,21,22,47,46,41,31,20,8,5,1,1,2,5,5,12,18,25,53,59,58,51,31,37,37,30,31,34,40,46,46,39,34,25,17,15,12,11,11,10,7,7,5,0,1,0,0,0,0,0
2022-03-18 19:00:00,0,1,1,0,0,2,4,5,9,10,11,17,22,24,23,24,23,20,18,18,16,32,33,32,30,25,24,22,43,37,40,39,27,9,4,1,2,0,3,2,4,6,8,14,14,9,19,18,19,17,27,21,22,21,24,19,24,14,14,22,17,11,8,9,8,7,5,2,5,5,4,3,1,0,0
2022-03-18 20:00:00,0,0,0,0,1,3,4,2,5,7,10,9,14,15,15,15,12,10,10,9,8,20,20,20,20,18,18,15,22,17,14,14,14,7,4,2,1,1,1,0,4,6,9,12,17,15,20,19,20,21,16,19,16,18,19,19,18,11,11,10,9,7,7,8,6,5,6,3,2,3,0,2,0,0,0
2022-03-18 21:00:00,0,1,0,0,0,2,4,7,13,17,8,13,19,19,20,22,23,24,20,22,0,27,26,21,18,15,14,13,29,28,25,22,11,5,2,1,0,3,3,1,4,3,7,1,8,9,10,13,15,14,14,13,15,18,19,15,21,19,16,13,11,8,6,4,2,3,3,0,2,0,1,1,0,0,0
2022-03-18 22:00:00,0,0,0,0,1,2,3,4,3,8,4,9,10,13,11,16,15,11,9,10,5,17,20,20,19,18,14,11,48,47,37,31,24,10,4,3,1,2,4,0,3,4,8,3,11,0,12,11,13,13,12,11,12,20,23,17,19,19,14,15,12,12,7,3,5,3,4,3,0,1,2,1,0,0,0
2022-03-18 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,9,8,10,8,5,7,0,24,23,20,14,10,4,2,0,0,0,0,0,0,2,2,3,5,4,3,12,13,11,11,4,12,12,13,8,13,8,10,9,7,8,6,7,6,3,4,3,2,0,0,1,0,0,0
2022-03-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
