Unnamed: 0,1_수락산입구.동부거성아파트,2_청학리주공2.3단지.농협,3_청학리주공5단지.별내도서관,4_별내면사무소앞,5_경은학교앞,6_아랫미아리.퇴뫼,7_퇴메,8_중문마을,9_임촌마을,10_넉바위마을,11_별내하우스토리후문,12_별내하우스토리.중말사거리,13_유승한내들2차.세종로묘원입구,14_우미린스타포레.유승한내들이노스타,15_LH남양주사업단,16_대원칸다빌.모아미래도.유승한내들이든힐즈,17_현대아이파크1차후문,18_KCC스위첸후문,19_샛말.신안인스빌,20_불암동,21_202번종점,22_삼육대후문.논골.한화아파트,23_담터고개,24_삼육대앞,25_한국스포츠정책과학원,26_태릉선수촌,27_태릉,28_태릉국제사격장,29_서울여대.육군사관학교행정안내소,30_경춘선숲길화랑대역공원,31_화랑대사거리,32_화랑대역2번출구,33_경춘선숲길.토끼굴앞,34_서울생활사박물관.농협앞,35_태릉입구역,36_한진한화그랑빌아파트,37_석계역2번출구,38_석계역1번출구.A,39_석계역굴다리앞,40_석계역,41_태릉입구역,42_태릉입구역7번출구.서울생활사박물관,43_주유소앞다운복지관,44_화랑대역1번출구,45_화랑대사거리,46_경춘선숲길화랑대역공원,47_서울여대.육군사관학교행정안내소,48_태릉국제사격장,49_태릉,50_태릉선수촌,51_한국스포츠정책과학원,52_삼육대앞,53_담터고개,54_삼육대후문.논골.한화아파트,55_202번종점,56_불암동,57_샛말.신안인스빌,58_KCC스위첸후문,59_현대아이파크1차후문,60_대원칸다빌.모아미래도.유승한내들이든힐즈,61_LH남양주사업단,62_유승한내들2차.세종로묘원입구,63_별내하우스토리.중말사거리,64_별내하우스토리후문,65_넉바위마을,66_임촌마을,67_중문마을,68_퇴메,69_아랫미아리.퇴뫼,70_경은학교앞,71_별내면사무소앞,72_청학리주공5단지.별내도서관,73_청학리주공2.3단지.농협,74_수락산입구.동부거성아파트,75_청학리
2022-03-05 04:00:00,1,2,1,0,3,0,0,0,0,0,0,4,0,0,0,5,8,0,0,0,2,9,0,0,0,0,0,0,0,0,0,8,7,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,3,5,6,4,5,0,0,0,0,0,5,4,0,0,6,7,9,10,10,10,0,11,0,0,0,0,8,0,9,12,6,12,3,8,7,0,4,4,2,6,2,5,3,7,9,6,0,0,0,0,0,9,7,7,4,6,7,6,7,0,0,8,7,0,3,0,0,3,0,6,5,2,0,1,0
2022-03-05 06:00:00,4,5,8,9,0,0,4,0,0,0,10,12,0,13,4,12,10,13,15,9,0,14,0,0,0,16,0,0,15,11,13,12,8,12,6,4,4,4,5,4,5,9,10,11,9,0,10,0,9,5,8,0,0,9,8,6,5,3,1,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0
2022-03-05 07:00:00,5,6,8,0,0,6,4,0,0,6,8,12,13,0,10,14,20,25,27,23,0,32,0,8,0,0,0,0,23,16,20,14,11,7,10,0,3,3,4,5,3,7,9,10,9,7,8,0,5,0,0,10,9,8,8,5,8,8,9,8,4,0,0,5,3,0,4,6,1,0,5,3,2,1,0
2022-03-05 08:00:00,9,16,25,0,13,24,23,0,11,12,24,25,16,0,25,26,27,28,31,32,31,33,30,23,0,23,22,0,0,33,29,22,19,15,11,10,8,5,6,6,5,8,9,10,11,12,9,11,9,0,7,10,10,12,10,8,9,10,10,7,7,8,7,8,6,0,7,5,4,3,6,3,2,0,0
2022-03-05 09:00:00,4,7,13,11,10,0,0,0,0,9,10,11,10,9,12,17,20,21,24,10,15,25,13,25,29,15,10,12,24,26,26,23,22,19,15,9,12,9,6,5,0,16,17,19,18,16,15,0,0,0,14,13,13,20,14,9,9,8,4,7,6,11,9,8,0,0,0,7,4,5,7,4,1,0,0
2022-03-05 10:00:00,5,9,11,10,10,7,0,0,0,9,10,13,14,0,19,26,27,32,34,30,33,34,31,33,0,31,0,26,34,35,34,31,30,19,14,13,13,6,7,10,6,17,20,24,24,15,20,0,16,0,15,13,19,17,13,10,9,2,10,10,5,0,6,0,7,0,3,0,4,6,5,3,0,0,0
2022-03-05 11:00:00,5,10,13,14,13,0,13,0,12,11,13,22,23,7,25,31,21,21,22,24,24,25,22,28,0,0,0,0,28,29,27,21,17,16,13,10,9,8,0,4,7,14,15,18,14,13,10,0,0,17,17,18,17,21,16,22,18,16,14,12,11,12,13,14,15,10,10,7,10,9,8,6,5,2,0
2022-03-05 12:00:00,4,9,12,11,12,0,0,0,12,8,13,21,22,0,24,25,31,30,31,31,28,33,31,35,27,0,0,34,37,42,39,29,22,22,16,0,10,11,2,7,11,16,15,16,13,14,10,0,0,0,15,0,12,22,21,20,13,12,10,12,11,0,13,9,14,0,13,0,8,12,10,6,4,2,0
2022-03-05 13:00:00,3,7,10,4,0,0,10,5,0,0,11,13,14,0,21,26,27,26,28,31,30,32,0,30,34,0,0,0,33,34,32,27,20,14,11,12,9,8,8,11,9,24,11,30,31,26,22,0,9,0,21,13,20,21,20,17,18,17,17,17,14,4,16,7,0,0,0,8,0,16,6,5,2,0,0
2022-03-05 14:00:00,2,4,11,12,5,0,0,0,0,14,15,19,14,6,17,20,21,25,34,36,44,46,43,45,0,0,20,44,15,43,40,32,28,24,20,10,10,16,17,20,17,26,27,33,32,31,28,0,0,27,26,15,20,27,17,24,25,24,10,11,0,12,12,11,11,0,0,0,0,12,11,5,2,2,0
2022-03-05 15:00:00,5,6,10,12,6,12,7,7,0,12,12,13,15,9,19,14,19,21,19,20,19,25,27,28,0,0,0,27,30,29,26,19,16,13,11,12,7,15,17,10,11,21,19,22,28,20,27,0,19,26,0,25,24,23,19,7,26,25,19,22,19,10,16,15,11,0,0,0,0,14,13,7,5,2,0
2022-03-05 16:00:00,8,11,9,12,13,10,5,0,8,9,9,16,17,0,16,17,20,22,25,27,22,29,31,32,0,0,0,36,39,43,35,28,25,16,10,8,12,18,11,20,14,32,33,37,38,37,39,36,0,37,35,39,36,35,22,31,27,24,20,16,15,13,12,10,0,0,0,0,0,7,8,5,3,2,0
2022-03-05 17:00:00,5,7,11,9,12,9,13,0,0,11,12,16,15,0,13,16,17,17,20,23,21,26,26,24,0,0,25,0,35,27,25,22,23,19,12,11,9,23,21,25,21,38,39,43,42,40,26,0,0,0,0,39,38,32,34,32,33,34,26,26,22,20,19,7,0,0,0,17,6,16,15,7,5,3,0
2022-03-05 18:00:00,6,7,10,5,12,3,14,0,0,0,4,16,6,15,17,18,17,18,16,18,0,22,16,17,0,0,0,0,21,22,20,18,15,11,9,10,10,25,19,28,30,44,43,47,47,43,42,0,0,0,0,37,36,43,42,36,34,33,24,22,21,19,12,12,10,0,0,0,11,6,0,5,4,2,0
2022-03-05 19:00:00,2,1,6,0,7,2,0,0,0,0,6,8,7,0,8,9,9,12,13,12,13,14,15,16,0,0,0,0,0,16,15,11,11,8,6,7,6,12,11,14,15,26,28,32,30,29,28,0,26,0,23,50,49,46,22,45,37,36,22,20,21,10,19,10,20,0,0,0,9,0,19,7,3,2,0
2022-03-05 20:00:00,6,7,4,5,8,9,6,0,0,2,8,0,5,0,6,9,7,8,11,12,3,14,17,19,0,0,0,0,13,10,11,9,9,8,6,5,5,7,6,9,10,14,15,19,21,20,18,0,0,0,0,17,24,19,16,17,15,14,12,7,13,6,10,0,0,6,0,0,2,0,0,5,3,2,0
2022-03-05 21:00:00,1,1,6,0,7,5,0,0,3,4,5,7,0,0,8,0,10,11,12,13,12,13,0,0,0,7,0,0,14,11,12,16,13,10,11,7,5,14,16,11,17,27,15,28,28,22,25,0,22,0,14,26,22,20,13,19,22,16,11,9,9,8,8,6,0,0,0,5,0,4,0,4,2,3,0
2022-03-05 22:00:00,2,3,5,0,0,0,0,0,0,0,6,0,0,0,5,3,4,9,9,0,0,9,0,9,0,0,0,0,10,8,6,9,5,8,4,5,8,12,15,14,16,25,26,35,32,30,0,0,0,29,24,25,26,27,23,0,25,23,21,17,16,14,13,11,7,0,0,3,10,9,0,5,2,1,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,4,0,0,0,0,0,6,7,6,5,3,1,1,0,11,12,0,0,19,0,23,22,21,0,0,0,0,0,19,21,24,15,22,26,26,22,21,18,17,13,0,0,0,0,0,0,0,11,7,5,2,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,1,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,4,5,6,0,0,0,0,0,0,0,0,2,0,0,3,3,6,5,8,3,0,5,0,0,0,0,7,0,3,6,2,5,3,4,4,1,3,3,0,1,2,3,3,4,4,0,0,0,0,3,0,4,3,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,2,2,2,0,3,0,0,0,0,0,3,7,0,0,0,8,3,10,10,10,3,8,0,0,0,0,0,0,0,8,6,4,5,3,1,4,1,3,2,0,4,8,4,4,4,0,3,0,3,3,0,0,9,8,6,4,1,1,1,2,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0
2022-03-06 07:00:00,7,9,12,0,8,1,11,0,0,0,1,11,4,5,11,14,16,17,17,7,0,16,0,0,9,0,0,0,18,0,17,12,5,4,4,3,3,3,0,0,2,5,1,6,2,3,2,4,3,0,0,5,1,5,4,4,5,2,6,0,5,0,4,5,0,0,0,2,1,0,0,3,2,0,0
2022-03-06 08:00:00,6,8,9,0,8,7,0,0,0,10,8,11,7,9,13,16,17,17,17,16,0,21,12,21,0,12,0,11,0,21,17,15,15,11,6,5,4,3,3,4,0,11,10,14,12,15,0,5,0,0,13,14,9,8,5,3,8,5,7,8,9,0,4,3,0,0,3,7,4,2,0,2,0,0,0
2022-03-06 09:00:00,7,11,14,0,10,9,8,6,0,9,8,11,12,0,14,20,23,25,28,29,28,28,27,17,0,0,18,0,0,23,21,16,15,10,7,7,5,8,8,6,9,24,25,26,20,28,0,0,0,0,0,15,16,23,17,12,11,8,2,6,5,1,5,0,3,0,2,4,0,0,3,1,0,0,0
2022-03-06 10:00:00,3,6,7,0,13,0,0,3,0,0,8,16,10,15,16,23,25,27,28,27,10,28,29,33,34,0,0,26,35,36,35,31,26,19,15,9,12,6,6,9,8,25,27,28,29,16,30,0,0,0,11,28,14,22,17,13,9,8,8,9,6,7,8,0,9,0,6,10,0,8,4,3,2,0,0
2022-03-06 11:00:00,2,5,8,0,0,0,0,0,0,4,8,11,9,0,11,14,15,19,22,23,0,24,0,24,19,0,25,0,18,25,23,19,16,14,10,8,10,7,6,8,9,15,10,16,17,15,14,0,18,0,17,15,14,17,7,16,15,14,11,8,7,0,5,4,4,0,0,9,2,7,3,2,1,0,0
2022-03-06 12:00:00,7,13,19,20,6,0,5,0,0,0,22,28,30,0,29,28,27,27,29,32,0,26,18,20,0,17,0,0,26,26,23,18,17,13,10,9,9,11,11,14,13,18,19,25,26,25,15,0,0,0,13,26,23,24,11,9,11,4,7,5,0,6,3,6,0,0,0,0,0,0,6,4,1,0,0
2022-03-06 13:00:00,6,7,13,14,15,0,0,0,0,14,0,15,10,10,14,13,30,30,29,31,15,30,0,19,0,29,0,0,21,27,28,21,19,15,9,10,6,11,10,10,11,21,17,20,21,17,19,0,12,0,18,18,19,18,17,17,14,14,12,11,10,11,9,0,11,0,0,0,11,4,10,7,2,1,0
2022-03-06 14:00:00,3,6,10,0,3,11,4,0,0,0,4,11,8,0,13,16,16,18,20,28,17,24,14,25,0,0,0,0,23,29,27,17,13,13,9,8,7,8,8,11,10,20,21,24,23,23,21,7,0,0,22,17,21,16,15,13,11,9,11,9,0,7,5,0,8,0,0,7,0,0,6,4,2,0,0
2022-03-06 15:00:00,7,9,15,14,9,0,13,10,0,0,14,19,3,0,21,18,22,20,24,30,32,40,30,25,29,30,42,0,25,26,40,37,35,23,15,13,10,14,15,17,19,22,26,29,30,30,31,0,30,31,0,17,28,27,24,21,21,21,16,15,12,10,5,0,6,0,0,0,7,8,7,6,3,1,0
2022-03-06 16:00:00,5,8,10,0,11,8,0,0,0,0,10,13,0,0,15,16,17,15,18,46,45,45,44,43,0,43,43,39,44,43,41,30,23,19,17,13,8,7,4,9,11,19,20,27,26,27,27,0,0,0,0,16,25,23,22,22,19,18,16,14,11,13,12,8,0,0,0,0,11,9,8,4,2,1,0
2022-03-06 17:00:00,8,10,6,11,0,6,12,0,0,9,10,13,11,0,13,16,18,20,22,27,0,31,30,18,0,17,18,0,16,29,42,37,28,26,12,5,8,17,0,20,9,29,20,31,32,29,29,0,0,33,25,30,27,29,21,19,17,16,9,7,13,11,7,8,0,6,2,0,0,9,5,3,0,0,0
2022-03-06 18:00:00,3,4,6,0,5,0,0,0,0,0,5,12,3,9,5,10,12,11,10,13,17,20,10,13,0,0,0,0,0,18,26,14,25,12,6,5,8,15,17,22,21,25,24,28,31,22,21,21,0,0,0,30,17,27,0,28,22,21,19,16,10,8,6,4,5,0,0,5,0,0,7,4,2,1,0
2022-03-06 19:00:00,4,5,9,4,0,5,8,0,5,2,7,6,9,8,7,6,9,10,11,14,0,11,12,13,0,0,0,0,19,20,19,19,18,20,16,0,12,12,0,14,15,22,23,32,31,30,29,0,0,0,0,24,23,23,17,22,20,14,11,9,14,12,10,8,0,0,0,0,7,0,2,3,2,1,0
2022-03-06 20:00:00,3,4,5,4,7,0,0,0,0,0,3,6,4,0,7,6,7,5,9,10,0,7,13,10,0,9,0,0,8,14,8,13,7,13,7,8,6,14,13,14,10,22,23,29,14,27,13,0,0,0,0,0,0,22,15,21,18,16,13,12,7,11,8,0,7,0,0,0,0,5,4,4,0,1,0
2022-03-06 21:00:00,4,5,8,0,0,0,1,0,0,0,2,0,9,0,8,10,9,8,8,12,13,14,18,0,0,8,0,0,19,9,17,14,11,8,7,1,7,17,11,22,12,23,13,26,22,21,20,0,0,0,16,20,17,15,14,15,14,13,13,12,10,9,7,8,0,0,0,8,7,0,6,3,1,0,0
2022-03-06 22:00:00,4,4,5,0,0,0,0,0,0,0,0,4,3,0,5,6,7,8,10,9,0,10,0,0,7,0,0,9,11,9,11,9,8,9,6,7,10,22,0,24,23,36,11,40,41,38,0,0,0,25,37,34,33,26,24,22,24,23,22,19,20,9,4,21,0,0,0,0,8,0,7,9,3,1,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,8,0,9,8,20,22,23,0,0,21,0,0,0,0,0,11,21,20,0,15,14,10,9,4,8,7,0,0,0,0,0,6,0,4,3,2,1,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,2,1,3,0,0,0,3,4,0,0,0,6,0,0,0,7,9,10,11,0,10,11,0,0,0,0,0,10,0,11,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,3,5,6,0,0,0,0,0,0,0,4,9,10,0,8,11,13,14,13,9,3,15,9,0,0,0,0,0,7,14,11,11,4,7,6,4,13,4,1,3,3,5,3,4,5,3,3,0,0,0,4,4,3,4,2,3,4,3,4,0,0,5,0,0,0,0,0,0,0,0,3,1,0,0,0
2022-03-07 06:00:00,7,10,16,0,7,0,8,5,0,17,19,25,26,27,30,35,28,35,37,38,0,38,0,36,0,39,0,36,12,37,33,22,19,15,9,2,8,6,7,5,2,15,6,20,19,0,10,0,18,6,0,17,7,8,6,5,6,4,3,3,0,2,0,2,0,0,1,1,1,0,0,0,0,0,0
2022-03-07 07:00:00,19,26,33,0,19,24,32,23,22,19,33,38,40,0,43,55,60,64,65,67,64,67,62,59,0,0,0,56,57,63,55,44,37,21,12,9,9,12,15,15,2,22,26,27,31,29,28,0,29,0,19,22,20,22,20,18,12,8,15,9,13,12,8,7,5,0,10,6,6,5,6,3,2,1,0
2022-03-07 08:00:00,18,26,30,20,31,30,17,0,29,28,31,39,39,36,43,42,43,53,56,57,47,58,49,55,0,0,0,0,47,62,61,36,30,17,15,17,13,6,9,19,20,46,50,54,51,45,34,27,26,15,33,31,33,36,33,13,35,37,43,41,41,35,28,26,6,0,25,24,23,21,15,4,1,0,0
2022-03-07 09:00:00,7,9,14,15,13,13,13,0,8,15,17,19,17,13,21,28,29,26,35,33,32,36,0,37,35,25,0,24,36,37,36,31,28,19,15,14,11,7,8,13,14,16,5,19,15,16,11,6,0,11,10,10,9,14,10,11,9,7,8,9,8,6,7,6,0,0,0,4,3,5,0,4,1,0,0
2022-03-07 10:00:00,4,5,8,0,7,5,7,4,7,5,9,12,13,8,10,14,17,15,17,16,0,19,0,17,0,18,0,0,20,22,20,17,15,12,9,7,8,8,7,10,11,31,13,37,21,31,18,0,0,7,13,16,15,11,11,10,11,11,9,7,6,3,6,4,5,0,4,5,2,2,4,1,0,0,0
2022-03-07 11:00:00,4,7,9,7,7,11,10,0,9,0,8,11,12,8,13,14,15,15,17,17,14,18,14,19,15,0,0,0,21,22,19,25,14,15,13,12,10,8,7,11,12,45,46,52,52,50,23,0,0,0,22,22,20,17,13,10,12,14,14,12,4,10,6,4,0,0,0,1,5,0,3,1,0,0,0
2022-03-07 12:00:00,4,9,12,0,7,6,12,0,5,0,13,15,6,0,9,17,15,16,19,23,20,21,16,22,0,23,0,22,27,29,25,21,15,15,10,8,8,5,6,6,6,16,16,20,7,17,15,0,0,0,14,15,13,14,11,10,10,8,9,12,7,11,10,9,10,11,10,7,8,0,6,2,1,0,0
2022-03-07 13:00:00,3,6,8,4,11,2,6,0,13,6,12,15,0,0,13,16,17,19,19,18,21,25,20,0,0,12,0,0,40,42,40,38,37,29,19,9,12,13,10,15,7,22,26,28,27,27,24,5,0,0,0,12,23,19,18,17,16,13,15,14,11,9,8,14,13,0,0,0,0,3,9,7,5,3,0
2022-03-07 14:00:00,3,5,9,8,9,0,5,8,0,11,0,14,0,3,7,10,16,17,16,17,16,18,18,24,0,0,14,23,27,26,22,17,14,11,8,9,10,9,6,10,12,30,26,35,36,28,24,17,0,0,23,26,25,27,19,16,26,18,17,13,9,12,7,6,11,0,0,0,13,11,12,5,3,0,0
2022-03-07 15:00:00,7,6,7,7,7,0,6,7,5,8,7,9,9,6,10,11,10,16,18,20,10,29,16,18,28,27,0,21,35,33,33,25,21,20,15,17,15,16,10,18,12,27,25,31,29,26,24,0,24,0,23,24,20,21,20,19,24,22,19,18,16,14,14,15,16,15,0,0,0,6,13,6,3,1,0
2022-03-07 16:00:00,4,5,9,8,11,12,6,0,8,5,7,13,10,9,12,15,16,14,13,12,0,14,13,22,15,16,0,0,37,26,35,33,29,19,17,13,13,16,17,18,18,33,34,36,36,33,35,0,30,0,32,34,32,32,30,31,27,25,20,18,17,16,17,14,9,12,0,17,12,13,17,7,2,1,0
2022-03-07 17:00:00,4,7,19,9,20,9,16,0,19,9,21,18,15,13,19,17,17,17,16,18,20,29,30,33,34,31,32,0,40,41,37,33,31,18,13,14,15,26,25,29,32,41,32,45,44,41,43,42,0,0,40,38,38,40,38,37,37,49,44,45,45,43,35,20,36,0,0,0,35,33,30,10,6,1,0
2022-03-07 18:00:00,3,4,9,11,5,4,7,0,9,12,10,28,29,28,27,26,25,29,31,40,39,40,41,21,0,0,0,42,46,32,37,24,22,13,12,14,23,33,35,38,38,54,56,65,63,40,57,0,0,41,0,38,57,55,43,41,33,30,25,18,17,21,16,14,17,17,11,16,0,12,14,6,3,1,0
2022-03-07 19:00:00,3,4,5,0,8,9,11,0,0,10,11,11,0,0,10,9,11,12,12,13,12,16,8,6,11,0,0,0,13,21,19,19,16,11,11,11,18,24,25,27,40,50,51,56,56,52,0,0,0,0,49,36,59,55,53,51,45,40,32,23,20,19,16,15,0,0,11,12,9,0,14,7,3,1,0
2022-03-07 20:00:00,2,3,7,6,7,3,5,3,0,8,8,9,10,2,11,3,11,7,10,11,10,11,12,13,0,6,0,16,15,20,19,15,13,10,5,4,9,19,11,12,18,29,30,38,36,45,35,30,0,0,28,44,40,40,39,38,30,26,22,14,13,11,10,9,0,0,0,7,7,8,10,5,2,0,0
2022-03-07 21:00:00,2,3,4,0,2,5,2,0,0,0,4,4,6,3,2,7,6,5,6,6,7,9,0,5,0,0,0,0,7,11,14,11,11,8,8,7,6,14,14,19,18,27,27,31,31,22,28,21,0,0,23,0,27,25,26,18,24,23,17,14,13,12,8,5,0,0,0,3,3,0,7,5,4,3,0
2022-03-07 22:00:00,1,1,2,0,0,1,0,1,0,0,0,0,0,0,2,2,3,3,4,6,0,10,5,6,0,0,0,2,6,5,8,4,7,0,5,5,7,14,8,16,16,26,15,31,14,29,29,0,0,0,0,30,20,30,29,28,22,23,17,14,7,13,10,9,0,0,0,0,5,4,4,5,2,1,0
2022-03-07 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,3,4,0,5,0,0,0,0,1,0,3,5,0,3,4,0,3,13,0,4,0,19,19,25,24,18,17,0,0,0,0,0,23,21,7,21,16,11,11,8,10,8,3,2,0,0,0,0,0,0,2,2,1,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,1,1,3,0,4,0,0,0,0,0,5,6,0,0,0,8,9,8,9,0,0,11,0,0,0,0,0,0,0,11,10,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,4,6,7,0,3,2,0,0,0,0,4,9,6,0,11,13,14,13,14,15,0,12,0,13,0,0,0,0,16,15,14,11,13,12,7,13,5,4,3,3,2,5,2,1,7,3,6,0,0,0,5,4,2,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
2022-03-08 06:00:00,8,9,12,0,9,0,10,8,0,0,14,23,14,18,23,25,29,31,32,35,17,36,22,37,0,0,0,31,30,36,34,22,20,21,14,4,12,5,5,6,6,14,9,16,17,15,14,0,13,7,6,10,9,10,9,8,3,6,4,2,2,0,3,0,0,0,2,0,2,0,0,1,0,0,0
2022-03-08 07:00:00,16,23,29,0,28,19,0,18,29,27,34,40,45,17,51,64,72,73,72,73,41,71,69,64,0,0,0,0,46,44,39,28,27,21,18,20,15,13,13,14,7,24,30,35,37,21,32,21,20,32,28,18,17,17,16,14,14,14,16,15,8,9,8,7,4,7,0,11,10,5,5,2,0,0,0
2022-03-08 08:00:00,22,27,33,0,34,30,18,0,33,32,32,39,40,23,41,43,46,58,67,51,48,53,67,67,0,51,66,49,64,67,60,44,35,25,21,21,15,9,12,14,19,39,45,50,50,46,38,37,25,24,35,32,18,32,25,22,21,21,22,20,22,20,16,16,12,0,13,15,14,14,11,6,3,2,0
2022-03-08 09:00:00,7,17,21,13,24,25,15,0,24,0,26,28,21,0,31,33,36,39,42,40,41,42,40,40,0,0,32,0,41,44,42,33,26,18,17,16,14,4,4,6,9,14,14,17,18,17,16,12,0,9,10,16,14,13,10,7,10,9,7,6,5,5,14,12,6,0,0,11,9,4,4,4,3,2,0
2022-03-08 10:00:00,6,7,11,12,3,0,0,0,0,3,6,16,11,6,16,17,19,19,21,20,11,21,0,18,0,21,0,13,23,24,29,21,17,13,8,9,8,9,0,11,3,22,12,25,19,22,14,13,0,11,12,11,11,12,10,8,12,12,11,8,7,5,2,3,3,0,0,3,4,0,4,2,0,1,0
2022-03-08 11:00:00,2,5,11,12,12,9,11,0,5,0,7,13,9,0,10,15,18,19,21,16,20,19,15,18,0,0,0,0,19,21,19,15,13,13,12,6,10,8,10,14,10,39,18,42,41,34,13,0,11,0,9,7,12,13,10,10,11,9,12,11,12,11,4,0,3,0,1,6,6,8,4,3,2,1,0
