Unnamed: 0,1_수락산입구.동부거성아파트,2_청학리주공2.3단지.농협,3_청학리주공5단지.별내도서관,4_별내면사무소앞,5_경은학교앞,6_아랫미아리.퇴뫼,7_퇴메,8_중문마을,9_임촌마을,10_넉바위마을,11_별내하우스토리후문,12_별내하우스토리.중말사거리,13_유승한내들2차.세종로묘원입구,14_우미린스타포레.유승한내들이노스타,15_LH남양주사업단,16_대원칸다빌.모아미래도.유승한내들이든힐즈,17_현대아이파크1차후문,18_KCC스위첸후문,19_샛말.신안인스빌,20_불암동,21_202번종점,22_삼육대후문.논골.한화아파트,23_담터고개,24_삼육대앞,25_한국스포츠정책과학원,26_태릉선수촌,27_태릉,28_태릉국제사격장,29_서울여대.육군사관학교행정안내소,30_경춘선숲길화랑대역공원,31_화랑대사거리,32_화랑대역2번출구,33_경춘선숲길.토끼굴앞,34_서울생활사박물관.농협앞,35_태릉입구역,36_한진한화그랑빌아파트,37_석계역2번출구,38_석계역1번출구.A,39_석계역굴다리앞,40_석계역,41_태릉입구역,42_태릉입구역7번출구.서울생활사박물관,43_주유소앞다운복지관,44_화랑대역1번출구,45_화랑대사거리,46_경춘선숲길화랑대역공원,47_서울여대.육군사관학교행정안내소,48_태릉국제사격장,49_태릉,50_태릉선수촌,51_한국스포츠정책과학원,52_삼육대앞,53_담터고개,54_삼육대후문.논골.한화아파트,55_202번종점,56_불암동,57_샛말.신안인스빌,58_KCC스위첸후문,59_현대아이파크1차후문,60_대원칸다빌.모아미래도.유승한내들이든힐즈,61_LH남양주사업단,62_유승한내들2차.세종로묘원입구,63_별내하우스토리.중말사거리,64_별내하우스토리후문,65_넉바위마을,66_임촌마을,67_중문마을,68_퇴메,69_아랫미아리.퇴뫼,70_경은학교앞,71_별내면사무소앞,72_청학리주공5단지.별내도서관,73_청학리주공2.3단지.농협,74_수락산입구.동부거성아파트,75_청학리
2022-04-05 13:00:00,4,5,8,9,7,0,0,0,8,9,9,12,13,0,16,19,23,18,18,21,20,21,0,23,15,0,19,22,39,40,34,27,23,18,15,14,13,15,7,22,23,35,42,35,37,43,41,0,28,0,27,27,25,19,18,17,16,14,7,15,7,13,7,6,8,0,0,0,3,5,12,4,1,0,0
2022-04-05 14:00:00,5,5,7,0,3,0,5,0,5,7,0,11,12,0,10,14,14,15,14,17,13,25,19,8,18,17,17,24,51,52,51,41,39,38,9,8,7,17,18,21,9,34,30,40,42,41,33,0,31,14,30,29,26,11,8,11,11,11,10,10,9,8,7,7,8,6,0,4,0,5,9,5,4,1,0
2022-04-05 15:00:00,4,6,11,10,12,0,7,7,0,13,14,15,0,10,17,23,21,22,21,20,21,35,36,28,13,38,39,29,53,54,52,37,33,27,19,20,17,13,15,18,18,28,28,36,36,33,34,35,15,0,33,30,26,28,26,25,23,14,21,19,18,16,16,0,7,15,0,0,11,14,12,9,6,3,0
2022-04-05 16:00:00,2,5,8,0,10,0,9,9,7,6,7,9,10,10,11,12,12,11,11,13,14,27,25,32,28,29,26,28,59,61,60,45,43,27,23,22,16,31,30,31,32,43,50,55,53,51,52,30,0,31,31,53,51,50,48,45,38,36,33,30,29,26,26,18,14,0,0,17,16,14,25,9,6,5,0
2022-04-05 17:00:00,5,8,25,11,26,12,28,29,29,28,26,27,28,27,26,27,23,19,22,29,32,50,51,55,57,33,55,0,66,61,53,54,49,40,39,27,25,22,20,24,29,52,51,57,56,55,49,40,0,39,42,41,39,48,49,49,43,34,28,25,23,24,21,0,22,8,0,10,21,16,15,6,4,1,0
2022-04-05 18:00:00,2,7,10,9,11,0,12,0,9,14,13,31,31,20,32,33,26,34,35,37,36,52,53,52,53,51,0,36,57,60,52,39,37,31,27,26,28,31,18,33,29,50,53,59,59,51,35,24,0,0,50,59,47,48,45,47,41,40,33,28,24,22,22,23,24,0,0,17,0,23,14,11,6,5,0
2022-04-05 19:00:00,3,4,7,0,0,8,7,0,6,5,10,13,0,0,14,15,14,12,14,16,8,24,6,25,7,19,23,0,28,24,24,22,20,18,21,20,19,21,22,24,32,49,40,52,51,46,52,0,40,0,0,46,51,45,42,41,34,32,28,23,26,23,21,13,0,0,12,13,20,18,17,8,3,0,0
2022-04-05 20:00:00,3,6,8,0,0,5,0,0,0,0,8,9,0,0,10,9,8,10,11,10,7,16,10,13,0,0,0,0,19,19,18,17,13,12,10,8,10,17,14,18,21,31,27,37,34,33,38,0,22,0,22,34,34,35,37,35,29,24,21,19,18,14,14,10,0,0,0,0,9,0,13,5,2,1,0
2022-04-05 21:00:00,1,2,4,0,3,10,4,0,0,1,0,11,2,2,10,2,9,4,10,14,15,16,7,17,17,0,0,0,19,18,17,17,15,11,10,2,6,11,11,13,14,28,13,30,31,29,25,26,0,0,24,23,26,26,24,25,24,20,15,13,12,10,8,7,7,0,0,3,7,0,6,4,3,1,0
2022-04-05 22:00:00,3,4,7,0,0,0,0,0,2,6,6,3,0,2,4,5,6,5,7,0,4,9,10,11,0,11,0,0,12,4,10,9,9,8,6,4,4,20,22,9,19,31,32,35,34,32,22,0,0,21,31,27,26,23,17,22,23,23,20,17,13,12,14,9,13,0,0,0,0,5,4,6,2,1,0
2022-04-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,4,0,0,5,0,0,0,0,0,6,8,3,6,0,5,4,3,3,10,8,11,9,20,17,22,21,19,16,0,0,0,0,0,17,16,15,13,13,12,11,9,14,13,10,8,7,0,5,0,0,0,0,5,3,1,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,3,4,5,0,4,0,0,0,0,0,0,6,2,7,4,8,14,0,15,0,1,16,0,0,0,0,0,0,15,16,0,17,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,4,7,9,0,0,0,0,1,0,0,9,7,10,0,12,14,15,16,15,7,0,14,0,0,15,0,0,0,0,14,15,14,8,11,7,1,10,5,6,5,4,4,5,6,9,8,3,0,0,0,4,9,7,6,0,5,4,4,4,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0
2022-04-06 06:00:00,6,8,13,0,0,0,12,0,0,13,16,28,30,18,20,24,26,28,27,26,25,26,24,23,0,0,0,24,20,25,22,15,12,9,10,11,9,8,4,6,5,10,11,15,10,9,14,0,3,7,9,6,13,12,7,6,4,6,5,5,2,2,3,4,0,0,3,1,2,2,1,0,1,0,0
2022-04-06 07:00:00,13,19,22,0,20,19,0,0,16,19,23,35,36,27,40,50,52,62,65,65,58,65,60,64,0,0,0,0,59,61,54,41,35,19,12,13,10,10,12,13,15,22,24,30,32,31,24,21,30,29,24,18,16,16,15,13,15,16,16,15,13,13,12,14,9,8,12,11,10,0,9,3,1,0,0
2022-04-06 08:00:00,16,21,30,21,31,19,16,0,25,26,34,37,41,33,47,50,53,55,60,61,60,65,61,61,45,23,0,33,58,63,56,43,40,20,16,18,18,16,18,22,24,55,57,63,60,53,36,16,34,33,31,29,28,28,24,24,22,20,25,23,19,20,14,13,6,0,10,5,12,11,7,5,2,0,0
2022-04-06 09:00:00,8,15,19,0,11,19,18,0,13,21,23,29,21,14,31,34,35,36,39,40,39,40,0,0,0,0,40,39,39,40,43,32,27,16,13,14,11,11,11,14,15,34,37,39,40,38,26,0,15,0,20,18,17,18,16,11,11,12,11,9,14,6,8,12,11,0,9,6,8,4,11,3,1,0,0
2022-04-06 10:00:00,4,8,18,8,11,10,0,0,11,10,19,21,12,0,22,26,29,30,35,37,36,36,0,36,0,0,0,18,35,32,30,25,22,14,12,13,12,10,11,11,13,50,51,55,56,52,21,0,16,20,18,18,23,22,20,18,16,8,14,7,13,12,10,6,0,0,0,5,4,0,6,4,2,1,0
2022-04-06 11:00:00,7,14,12,0,0,0,0,0,0,13,14,17,0,0,18,19,15,22,23,24,22,28,12,30,0,0,0,13,33,34,30,26,25,17,12,12,9,11,12,22,23,48,47,53,50,46,19,0,10,18,15,14,10,11,8,10,8,9,9,7,7,5,8,5,0,2,0,4,0,0,7,3,2,1,0
2022-04-06 12:00:00,6,8,16,7,13,0,8,0,12,15,12,15,17,7,13,17,18,20,19,17,17,21,12,24,0,14,0,19,27,30,22,25,23,22,14,13,10,14,15,16,15,34,33,36,33,31,27,0,0,0,16,25,21,19,16,15,10,7,8,7,7,0,0,6,0,0,3,0,0,7,6,6,5,3,0
2022-04-06 13:00:00,10,12,12,12,13,9,13,10,12,8,14,16,11,0,15,20,21,24,26,27,27,35,17,37,14,0,0,36,41,25,40,32,29,20,12,11,6,16,0,20,22,34,35,38,37,33,31,22,27,12,26,24,20,18,16,10,11,9,8,9,6,7,8,5,7,8,0,3,0,8,7,3,2,1,0
2022-04-06 14:00:00,3,5,18,0,6,17,0,9,8,6,16,16,13,5,17,19,17,18,19,18,21,26,16,25,0,0,0,24,39,43,42,21,20,15,13,12,7,12,12,15,15,36,34,46,35,38,23,0,0,17,30,24,29,22,22,21,20,21,20,20,19,16,8,15,5,0,13,4,5,10,7,3,1,1,0
2022-04-06 15:00:00,4,8,12,5,12,7,9,0,11,12,14,15,6,0,16,17,16,14,13,15,19,34,24,35,36,26,0,19,39,38,37,34,30,24,14,12,11,13,11,14,11,20,22,25,29,20,26,0,21,0,19,27,25,28,21,26,23,17,23,20,21,19,19,18,19,0,0,0,12,15,18,6,4,3,0
2022-04-06 16:00:00,4,8,12,0,13,13,12,5,14,7,4,15,14,0,14,14,15,13,14,16,0,35,33,37,0,0,0,27,57,59,53,45,43,30,22,21,20,22,10,24,19,34,36,40,41,41,38,0,0,35,34,41,40,46,43,40,29,29,32,35,33,32,28,26,27,0,0,24,23,22,19,7,6,3,0
2022-04-06 17:00:00,6,8,17,10,18,19,21,0,24,26,25,26,18,19,18,28,32,27,24,26,30,47,33,54,37,0,35,37,66,65,63,61,60,45,33,28,28,24,25,28,33,40,42,44,42,37,43,38,44,29,39,45,41,43,42,40,41,41,35,33,32,28,25,20,22,0,21,11,24,19,17,8,3,2,0
2022-04-06 18:00:00,6,8,12,13,14,0,17,0,0,19,17,19,22,0,16,24,27,30,31,34,38,44,43,33,32,33,32,0,51,57,53,40,33,35,22,23,28,32,22,34,33,51,52,60,59,48,47,0,40,0,0,42,45,44,41,43,42,40,32,30,27,25,21,21,23,0,0,24,18,25,14,13,5,2,0
2022-04-06 19:00:00,5,7,9,3,6,9,10,0,9,8,10,11,4,0,10,7,8,12,11,15,14,25,13,27,13,0,0,25,28,32,28,27,15,22,10,9,15,22,12,24,30,48,51,57,51,54,53,0,0,0,38,58,56,53,52,50,37,33,28,22,21,14,11,10,0,0,0,10,8,0,9,12,4,3,0
2022-04-06 20:00:00,3,4,5,2,6,0,4,0,2,0,7,8,3,0,4,9,10,8,11,8,8,13,0,14,15,0,0,0,25,26,20,14,14,19,11,7,9,17,17,20,21,35,34,42,41,39,37,0,25,0,15,26,53,53,50,47,38,35,31,19,15,20,18,7,0,0,9,10,17,18,9,7,3,2,0
2022-04-06 21:00:00,2,4,6,0,6,8,0,0,0,7,9,8,8,8,1,7,5,7,12,8,15,17,12,13,0,15,3,0,25,27,24,21,7,17,8,9,7,20,10,21,22,28,21,30,31,32,21,0,0,12,30,36,31,28,21,25,21,19,17,13,12,16,13,11,0,0,0,0,5,9,0,5,2,1,0
2022-04-06 22:00:00,1,4,5,0,2,4,3,0,3,0,3,4,0,3,4,5,4,5,7,8,2,14,10,13,0,14,0,4,21,19,18,13,11,9,7,6,13,16,17,8,18,34,35,41,39,25,24,0,0,0,9,38,35,27,26,25,24,23,18,18,16,14,11,9,0,0,9,8,0,0,0,7,4,2,0
2022-04-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,5,0,0,0,0,11,0,10,9,0,8,8,7,6,10,0,0,0,15,20,24,21,20,0,0,0,0,0,7,19,20,9,8,16,15,10,8,7,6,6,3,3,0,0,0,0,0,2,2,0,2,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,1,2,4,0,5,0,0,0,0,0,0,7,0,0,0,8,10,9,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,10,10,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,5,7,9,0,0,0,3,0,0,0,5,11,12,0,8,13,16,15,17,16,6,21,0,10,0,0,0,0,9,11,14,13,7,11,7,8,4,4,4,6,4,6,7,9,4,7,2,0,0,0,0,7,2,7,1,5,5,0,3,4,0,3,0,0,0,0,0,0,0,1,2,1,0,0,0
2022-04-07 06:00:00,6,8,12,9,0,0,11,0,0,10,13,18,19,22,26,31,33,36,38,21,14,36,22,35,0,25,24,0,25,36,30,21,20,19,11,9,8,5,5,6,6,11,10,13,11,0,12,8,11,0,10,7,10,8,9,6,6,6,5,6,5,4,5,2,0,0,1,1,1,4,0,1,0,0,0
2022-04-07 07:00:00,18,22,29,0,29,19,18,0,30,32,37,44,41,0,47,56,63,68,70,71,59,68,66,60,0,0,0,38,59,60,55,41,37,19,15,16,13,15,12,16,9,22,25,27,30,29,26,22,25,24,20,17,14,17,15,16,16,18,13,7,11,10,10,11,7,8,7,10,8,5,6,2,1,0,0
2022-04-07 08:00:00,13,23,30,10,29,30,25,0,27,28,30,35,38,34,41,43,48,52,58,56,58,63,56,62,0,0,33,45,60,61,62,45,37,25,23,24,21,11,12,20,21,43,46,51,51,47,30,28,0,19,29,30,29,28,26,25,24,21,21,18,20,18,12,12,11,7,11,3,9,9,6,3,1,0,0
2022-04-07 09:00:00,8,11,16,14,16,13,14,17,0,15,17,23,20,0,24,30,31,34,38,39,48,47,27,29,0,42,48,41,39,50,41,32,26,16,11,16,10,11,12,13,14,26,23,29,30,27,28,0,27,17,25,23,21,13,10,10,12,13,14,14,13,12,12,13,10,0,0,12,11,9,8,4,2,1,0
2022-04-07 10:00:00,6,8,10,10,9,9,0,0,11,10,9,15,12,0,15,16,17,19,21,23,0,26,24,11,23,13,0,18,28,28,33,24,16,15,13,8,10,8,8,14,16,27,16,31,30,28,18,14,11,8,17,15,14,12,10,8,8,8,4,8,7,7,4,6,2,0,0,2,5,4,4,2,2,0,0
2022-04-07 11:00:00,4,4,8,0,7,8,0,8,7,9,12,17,13,0,14,18,16,21,19,20,21,27,20,28,0,0,29,8,38,40,36,28,20,16,11,5,8,9,10,16,18,69,52,54,47,61,18,17,13,0,14,15,11,13,13,10,13,9,8,9,8,4,4,0,0,0,0,3,3,7,4,4,3,1,0
2022-04-07 12:00:00,5,8,10,11,6,10,10,0,11,8,12,14,8,5,19,17,13,15,15,16,15,22,22,23,14,0,23,15,32,35,32,27,26,20,15,17,15,11,12,14,14,28,30,35,34,25,23,0,0,0,14,26,20,18,16,10,8,12,10,11,7,7,7,5,6,4,0,6,0,5,4,3,1,2,0
2022-04-07 13:00:00,6,9,10,0,4,6,5,0,9,9,12,13,14,0,20,23,24,24,21,24,23,27,28,29,0,16,0,15,52,52,46,35,34,25,17,9,17,16,18,20,20,26,29,31,32,31,30,23,29,7,28,26,25,25,12,24,24,9,22,21,7,9,20,19,0,0,0,0,6,13,4,4,0,0,0
2022-04-07 14:00:00,3,3,8,9,9,8,10,0,0,10,7,13,14,13,14,14,15,15,18,16,21,24,17,18,25,0,0,15,45,47,45,37,36,21,15,14,12,12,13,15,16,48,50,52,50,48,28,12,0,0,15,26,25,20,10,19,18,16,16,12,5,11,10,2,9,0,0,11,9,8,0,5,1,0,0
2022-04-07 15:00:00,5,7,11,12,15,13,0,8,15,9,16,17,18,17,16,17,14,12,14,16,11,23,17,26,0,22,0,11,39,42,40,35,33,21,11,0,9,12,13,14,16,28,28,34,35,17,34,33,12,0,32,33,32,31,25,24,23,20,24,21,21,19,15,19,20,0,0,17,16,14,12,4,2,0,0
2022-04-07 16:00:00,5,7,14,6,15,9,16,6,0,9,14,14,15,0,16,15,17,17,17,22,25,38,27,40,38,0,39,40,64,63,58,47,42,33,25,23,23,18,12,19,17,27,27,29,28,29,25,0,20,0,24,30,31,38,36,37,32,28,34,33,32,29,32,10,11,0,31,10,30,28,20,10,5,2,0
2022-04-07 17:00:00,8,11,22,23,14,16,16,8,17,17,19,27,20,10,26,21,25,23,24,24,27,41,22,42,31,25,29,39,59,60,58,51,48,33,31,27,25,18,19,20,22,33,34,42,40,39,43,32,0,0,33,34,33,44,41,39,36,34,33,34,34,29,28,22,25,29,28,22,24,23,22,10,5,1,0
2022-04-07 18:00:00,5,7,11,10,12,12,19,21,13,23,21,33,36,0,35,37,39,39,39,41,42,45,44,40,32,33,34,33,47,54,52,41,39,31,22,23,25,28,29,30,35,37,40,49,50,49,0,0,0,0,49,43,45,45,42,41,34,32,28,27,25,25,23,23,0,0,0,0,24,26,13,12,3,2,0
2022-04-07 19:00:00,6,9,10,5,0,9,10,0,0,8,10,13,9,12,14,13,13,12,14,15,15,23,16,19,0,9,7,0,24,24,25,21,19,17,18,16,18,22,15,22,27,55,54,59,57,57,56,0,0,0,55,29,51,57,56,53,40,36,31,25,24,23,19,17,5,0,0,0,6,2,16,9,5,3,0
2022-04-07 20:00:00,4,5,6,0,3,2,2,0,0,6,6,8,0,0,3,10,8,7,8,9,7,13,3,0,14,0,0,0,25,24,19,16,15,10,10,6,11,21,17,23,26,31,30,33,43,41,23,0,0,31,32,39,35,38,35,34,28,25,25,20,17,17,14,13,0,0,0,0,12,12,11,5,3,2,0
2022-04-07 21:00:00,2,3,6,0,6,0,6,0,0,5,6,5,5,4,3,3,8,6,7,10,4,10,9,10,0,9,0,9,11,15,12,8,6,8,8,4,9,15,7,14,16,29,30,31,32,21,26,0,0,0,26,0,29,29,23,22,24,20,16,12,15,12,10,9,8,0,9,9,0,9,8,3,2,0,0
2022-04-07 22:00:00,5,6,8,0,4,0,7,0,0,6,8,0,9,4,8,7,8,8,12,9,10,14,9,12,0,12,0,3,16,16,15,7,14,6,6,0,8,13,14,15,14,21,22,25,24,23,22,0,25,0,17,24,22,24,23,27,26,25,21,20,17,15,11,7,0,5,0,0,10,0,9,6,3,2,0
2022-04-07 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,6,0,0,8,0,0,0,0,0,0,0,5,0,7,4,8,3,0,5,13,12,0,7,22,16,25,24,21,0,0,0,0,0,0,15,21,20,14,15,14,12,11,11,9,6,7,0,0,0,0,0,6,6,3,3,3,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,2,2,4,0,5,0,0,0,0,0,0,7,8,0,0,10,14,0,15,0,0,15,0,0,0,0,0,14,0,16,15,16,15,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,4,6,7,0,2,0,0,0,0,0,7,9,5,0,11,12,15,16,11,12,0,16,9,0,0,15,0,0,0,16,12,12,0,10,5,13,7,3,4,2,2,5,4,7,8,6,4,0,5,3,3,9,8,6,4,5,5,4,6,0,0,0,0,0,5,0,0,2,0,0,4,2,1,0,0
2022-04-08 06:00:00,5,7,11,0,0,0,8,1,0,0,12,16,19,21,23,24,25,29,32,25,26,29,18,0,0,0,0,0,25,29,23,18,16,14,10,7,6,5,5,7,6,10,11,12,11,8,9,0,0,0,6,9,7,8,7,5,6,3,6,5,5,5,4,0,0,0,0,0,0,4,3,1,0,0,0
2022-04-08 07:00:00,11,18,23,18,19,24,0,0,23,25,29,32,34,27,42,48,54,57,62,62,60,65,62,58,0,0,0,57,56,55,51,30,27,18,14,14,14,14,10,17,13,20,27,28,33,32,30,0,29,30,26,19,16,21,20,12,20,21,22,23,10,20,19,17,14,13,7,6,9,8,7,3,2,0,0
2022-04-08 08:00:00,14,20,29,12,28,27,27,21,20,21,28,33,33,18,36,39,41,50,51,51,47,54,52,58,57,0,22,48,58,60,53,35,29,20,16,17,14,16,11,20,22,49,57,67,66,52,35,22,28,25,33,34,32,30,28,26,29,26,22,21,21,16,11,12,3,0,11,9,10,14,7,3,1,0,0
2022-04-08 09:00:00,9,16,22,0,18,17,18,0,16,22,23,26,25,16,28,30,33,41,42,35,41,46,0,37,29,0,0,26,46,49,41,37,32,17,13,5,10,7,7,8,8,20,21,25,24,22,14,0,12,0,13,21,20,18,15,11,10,12,11,9,8,8,7,9,0,7,6,6,7,1,6,3,1,1,0
2022-04-08 10:00:00,4,6,9,0,8,0,0,0,0,0,8,12,14,15,15,19,22,23,26,30,10,35,34,35,36,31,0,35,32,33,31,26,23,16,13,7,9,12,14,19,19,34,35,47,46,45,22,0,0,19,18,14,15,15,12,8,10,10,8,8,0,9,10,9,5,8,0,0,7,6,4,4,1,0,0
2022-04-08 11:00:00,7,10,10,11,8,0,7,0,0,11,12,15,10,0,16,19,20,23,24,16,20,29,21,0,22,13,0,20,34,36,35,28,25,15,9,6,7,7,6,9,10,27,27,32,34,32,21,0,0,12,20,18,16,14,13,13,11,12,11,11,12,7,6,8,8,0,3,0,7,8,0,4,2,0,0
2022-04-08 12:00:00,5,7,13,9,11,9,10,0,0,11,14,14,7,11,15,18,14,14,16,17,16,32,14,21,20,16,0,10,34,37,36,34,23,15,13,12,10,7,6,8,9,25,26,27,25,25,20,0,18,16,8,17,16,13,12,8,9,9,9,10,1,8,7,6,0,0,4,0,0,4,4,3,2,0,0
2022-04-08 13:00:00,7,10,15,6,9,10,7,0,10,9,14,16,0,0,17,18,17,20,23,22,15,29,20,19,0,21,0,19,36,38,32,26,24,19,12,10,13,11,8,13,8,18,19,25,22,21,18,12,15,0,16,17,15,19,18,14,15,14,12,12,6,4,4,3,4,4,0,2,0,3,10,2,0,1,0
2022-04-08 14:00:00,5,7,6,0,0,8,8,0,6,7,8,10,10,0,11,14,12,15,18,20,19,29,31,32,15,23,28,0,45,46,45,34,20,21,14,13,12,10,10,15,15,36,38,47,31,41,26,0,0,8,0,27,25,32,31,30,27,10,12,9,10,6,9,3,0,4,0,8,6,5,2,4,3,1,0
2022-04-08 15:00:00,5,11,15,9,17,18,8,0,10,9,16,17,19,0,12,22,23,22,16,17,17,32,23,35,0,12,14,22,42,43,41,33,30,23,11,10,8,12,11,22,12,29,33,39,29,38,23,0,0,0,21,32,31,33,32,33,32,29,23,23,21,19,17,12,14,15,0,0,8,16,14,8,2,1,0
2022-04-08 16:00:00,4,7,13,14,19,12,11,10,21,7,22,21,22,7,23,24,16,24,28,30,13,24,25,32,31,25,29,25,43,48,47,36,31,29,21,17,15,18,19,17,22,40,40,43,27,42,43,0,23,0,28,28,26,30,20,23,26,30,28,27,26,21,19,12,14,0,18,14,10,11,12,8,4,3,0
2022-04-08 17:00:00,5,8,19,20,21,16,19,0,17,11,21,22,22,0,17,21,22,23,25,32,33,41,18,41,33,29,42,0,60,59,58,56,53,37,25,23,22,28,18,30,34,46,47,49,47,46,47,46,26,0,26,46,42,49,39,47,40,37,35,33,32,30,25,24,25,12,11,14,24,23,21,6,2,1,0
2022-04-08 18:00:00,10,3,9,11,12,12,13,13,0,15,18,33,23,22,34,33,33,35,27,36,35,44,45,48,51,0,32,52,57,58,51,39,34,29,22,20,24,30,20,30,32,50,52,58,57,53,52,0,56,29,51,55,47,50,48,45,35,34,35,35,30,30,27,28,15,0,14,29,19,30,29,14,10,7,0
2022-04-08 19:00:00,2,4,6,7,7,9,10,0,5,6,12,15,14,0,15,16,11,20,20,21,20,26,23,19,11,0,0,0,30,31,28,23,21,17,12,10,14,23,24,26,29,36,38,42,43,58,38,0,0,0,39,57,56,52,36,52,33,32,25,20,18,17,16,10,0,0,0,0,18,15,12,8,4,1,0
2022-04-08 20:00:00,2,4,12,0,8,3,13,0,0,12,10,8,9,6,7,8,9,7,13,14,17,18,0,13,16,17,0,12,17,19,20,20,16,10,10,8,8,11,0,10,12,21,21,35,34,23,0,18,0,0,0,27,31,30,29,26,21,18,19,17,14,13,11,9,10,5,0,9,6,0,5,6,5,3,0
