Unnamed: 0,1_월계동진아교통,2_월계역,3_월계사슴아파트3단지,4_인덕대학,5_월계주공108동앞롯데캐슬루나아파트,6_오현초등학교,7_북서울꿈의숲,8_장곡초교앞,9_하나은행장위동지점,10_장위동원천주유소,11_장위2동주민센터,12_돌곶이역,13_석관시장,14_석관동새마을금고,15_한국예술종합학교,16_의릉입구,17_이문동우체국,18_외대앞,19_경희중고,20_회기시장,21_회기동현대아파트,22_떡전교사거리.동대문노인복지관,23_청량리미주아파트.동대문세무서,24_청량리역환승센타,25_청량리.청과물도매시장,26_제기동역.서울약령시,27_서울시동부병원,28_동아제약앞,29_e편한세상청계센트럴포레아파트,30_텐즈힐아파트.청계벽산아파트,31_상왕십리역.센트라스아파트,32_상왕십리역,33_왕십리센트라스아파트,34_성동고등학교,35_신당동떡볶이타운.중구여성플라자,36_신당동.청구역,37_약수역2번출구.가온도서관,38_약수역5번출구.금호터널입구,39_금호역,40_압구정역4번출구,41_국민은행,42_강남을지병원,43_학동역,44_논현동고개,45_언주역2번출구.차병원사거리,46_차병원,47_역삼역,48_영동중앙교회,49_총지사,50_예림당아트홀.신한은행전산센터,51_역삼동개나리아파트,52_역삼e-편한세상이아파트,53_한티역,54_한티역7번출구,55_역삼중학교.강남세브란스병원,56_도곡1차아이파크.역삼청소년수련관,57_총지사,58_영동중앙교회,59_역삼역.GS타워,60_차병원,61_언주역3번출구,62_논현고개,63_학동역,64_강남을지병원,65_국민은행압구정지점,66_압구정역3번출구,67_금호역,68_약수역4번출구.금호터널입구,69_약수역3번출구.약수하이츠,70_신당동.청구역,71_신당동떡볶이타운.중구여성플라자,72_신당역.중앙시장앞,73_성동고등학교,74_신당파인힐하나유보라,75_뉴타운아파트,76_상왕십리역,77_청계벽산아파트.텐즈힐아파트,78_동아제약앞,79_서울시동부병원,80_제기동역.서울약령시,81_청량리수산시장,82_청량리역환승센터,83_서울성심병원,84_우산빌딩앞,85_회기시장,86_경희중고,87_외대앞,88_이문동교회,89_의릉입구,90_한국예술종합학교,91_석관동새마을금고,92_석관시장,93_돌곶이역,94_장위동원천주유소,95_하나은행장위동지점,96_장곡초교앞,97_북서울꿈의숲,98_북서울꿈의숲,99_장월초등학교,100_롯데캐슬루나아파트,101_인덕대앞,102_월계사슴아파트2단지,103_월계역,104_월계동진아교통
2022-03-05 04:00:00,1,0,3,4,3,5,6,5,5,6,7,8,9,8,10,11,8,8,12,13,13,14,14,13,11,16,17,16,0,15,0,16,12,13,16,18,7,21,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,1,1,3,4,6,7,4,6,8,9,5,4,5,8,8,9,7,4,9,8,7,9,7,8,7,7,8,7,5,7,8,10,8,10,13,10,11,11,9,20,18,20,16,14,12,10,7,6,2,0,5,5,0,5,4,2,5,4,5,4,5,3,6,5,6,8,9,11,13,16,16,14,2,15,0,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,1,3,2,2,4,6,7,8,11,11,8,7,8,6,7,6,8,9,9,9,10,11,10,9,6,8,7,10,11,9,8,10,8,9,10,12,16,22,15,17,17,12,10,9,9,8,5,1,2,1,2,1,0,2,3,3,5,6,8,6,8,7,10,2,3,1,4,3,7,10,10,5,2,0,0,5,6,17,16,14,5,10,2,9,8,6,4,3,0,4,5,4,7,3,6,3,2,1,2,0,0,0,0,0
2022-03-05 07:00:00,1,2,2,2,4,6,10,12,14,15,13,12,7,12,11,13,15,16,16,16,14,17,10,15,10,10,9,9,10,10,8,7,5,8,8,9,8,15,15,20,22,11,22,17,14,13,5,5,3,4,1,3,2,2,3,5,5,6,7,7,6,8,6,8,7,6,5,5,7,4,6,6,5,5,4,5,9,6,5,8,7,6,8,3,8,0,3,0,7,10,9,8,5,0,4,5,4,3,3,3,1,1,2,0
2022-03-05 08:00:00,2,6,6,5,10,13,16,20,25,25,14,9,10,11,13,16,17,19,19,20,25,27,29,19,16,18,20,20,19,22,17,13,14,16,15,20,18,18,18,21,21,9,13,10,12,9,8,7,4,5,5,3,3,9,8,7,15,16,15,15,18,16,22,18,15,11,8,9,10,10,11,10,8,7,6,7,9,11,10,9,6,6,7,6,6,6,5,4,6,8,9,7,8,6,5,3,3,4,6,5,4,4,4,0
2022-03-05 09:00:00,1,3,5,6,8,13,16,22,26,29,22,21,17,16,14,17,15,18,19,22,21,20,13,14,13,15,18,20,24,25,22,22,19,22,22,21,18,18,19,18,16,19,25,23,17,11,10,8,6,5,5,4,3,6,5,6,9,7,12,14,19,22,26,24,12,8,7,8,12,12,14,9,8,10,6,11,12,11,9,9,10,10,12,10,13,6,7,5,11,14,13,11,18,16,14,4,10,6,4,4,2,3,8,0
2022-03-05 10:00:00,4,4,3,5,9,14,16,17,20,19,16,14,14,14,16,18,17,23,26,25,23,23,23,23,19,16,16,16,17,19,14,16,14,14,18,22,21,16,16,15,14,14,17,17,15,13,12,9,9,5,6,5,3,6,6,7,17,20,26,24,25,24,26,19,19,11,13,10,20,19,21,17,16,10,10,14,15,13,11,10,10,10,9,8,8,7,7,8,7,8,7,6,6,8,5,5,4,5,6,7,5,3,5,0
2022-03-05 11:00:00,3,3,6,6,9,11,12,15,18,23,19,15,15,18,24,15,26,27,27,28,31,27,23,16,23,24,23,23,22,19,17,14,13,18,18,14,19,17,18,22,24,26,31,28,22,15,11,12,9,8,8,8,6,7,10,10,12,14,23,28,30,31,29,24,20,19,18,16,13,15,12,13,13,15,15,17,19,20,18,15,15,13,14,9,14,8,14,7,14,10,9,10,12,10,8,6,3,6,4,4,5,4,5,0
2022-03-05 12:00:00,5,2,8,9,6,9,11,15,19,23,18,15,15,16,21,22,21,22,21,21,22,20,21,18,21,23,22,20,20,22,17,13,13,20,18,16,16,15,16,15,21,21,20,22,22,20,15,10,10,7,8,6,5,3,9,16,27,27,32,32,37,35,35,31,26,26,27,14,17,19,18,16,18,18,17,20,11,10,11,10,16,15,15,15,16,15,13,12,13,18,16,18,22,19,14,10,9,11,13,15,10,9,10,0
2022-03-05 13:00:00,7,7,8,6,5,8,12,16,21,20,16,21,20,19,21,27,29,25,26,27,27,22,23,21,22,23,25,25,25,22,18,14,11,18,21,21,18,19,18,15,18,19,24,22,28,24,13,10,11,9,10,8,6,9,9,15,19,16,18,19,23,21,23,23,21,13,13,24,27,25,30,21,20,19,18,17,18,15,13,14,16,17,21,14,19,15,13,12,13,12,11,13,16,15,12,9,8,7,8,7,4,6,5,0
2022-03-05 14:00:00,6,4,8,6,7,9,11,15,23,29,25,16,16,15,18,21,22,25,26,28,30,30,27,17,17,18,18,19,20,19,16,15,12,20,17,17,15,16,14,14,19,19,21,13,13,14,12,12,11,10,12,7,6,10,8,10,18,19,25,26,23,25,22,21,17,15,12,11,17,17,19,16,14,17,16,19,20,17,17,17,18,20,20,21,22,18,19,17,17,14,12,14,18,15,14,8,7,9,9,7,6,5,6,0
2022-03-05 15:00:00,7,10,10,12,12,11,11,13,17,18,14,10,9,12,13,16,16,20,19,20,22,20,18,16,21,22,21,18,18,19,15,12,12,14,16,14,13,7,6,9,14,15,13,12,10,11,9,10,10,9,11,9,6,8,8,9,15,14,14,18,18,17,24,26,22,21,17,14,16,17,19,16,17,17,13,21,22,22,21,21,29,36,37,33,28,20,19,20,16,16,14,17,24,19,16,14,7,7,6,7,4,6,7,0
2022-03-05 16:00:00,14,9,11,9,11,9,16,15,15,17,13,14,12,11,11,17,13,19,16,17,18,16,18,20,22,23,20,21,23,20,20,16,14,16,15,15,10,11,7,9,14,18,14,13,14,10,12,9,4,5,6,3,4,9,7,9,16,19,18,18,19,19,16,19,22,25,21,20,21,19,19,18,18,19,13,18,17,18,21,14,17,20,25,19,29,26,22,19,10,11,18,17,21,20,17,16,12,9,9,6,7,5,3,0
2022-03-05 17:00:00,9,8,9,10,12,13,12,15,17,19,17,13,11,10,12,13,13,12,11,15,13,12,12,11,15,17,15,17,17,17,16,14,15,18,16,17,12,13,18,15,16,18,18,18,14,15,11,9,8,7,7,3,7,8,7,9,13,12,13,17,20,18,17,18,22,23,24,22,22,19,16,18,18,16,15,18,17,15,14,27,28,26,25,23,29,25,28,27,23,24,23,22,31,28,20,11,11,11,9,7,8,5,5,0
2022-03-05 18:00:00,8,7,8,10,11,13,13,14,16,8,7,12,14,12,11,11,10,12,11,13,16,17,7,14,17,21,16,17,15,15,14,13,12,17,15,16,12,6,8,10,16,12,10,10,9,8,6,8,4,3,6,7,4,7,5,9,13,9,14,14,19,22,25,20,21,18,17,16,20,17,19,17,17,17,17,23,21,19,18,19,21,24,24,22,23,21,22,13,20,19,18,15,25,18,13,10,8,6,4,3,3,1,2,0
2022-03-05 19:00:00,7,4,4,4,2,3,5,6,9,6,11,8,8,11,11,16,8,18,14,12,11,10,7,10,11,9,16,15,12,11,10,8,8,8,9,7,9,10,11,12,13,15,12,7,13,11,9,5,6,4,3,2,3,3,4,6,7,7,7,9,9,10,8,8,8,10,9,6,9,13,15,16,14,12,11,13,11,9,10,11,8,21,20,20,30,28,28,23,16,17,16,14,24,22,19,15,14,11,11,8,5,4,4,0
2022-03-05 20:00:00,11,9,10,7,6,5,4,8,8,11,5,10,9,6,6,5,3,7,6,7,7,7,6,8,8,9,9,9,6,11,6,7,8,7,6,8,6,7,8,10,12,14,12,14,13,12,12,11,7,4,4,4,7,4,3,6,7,6,13,15,17,14,12,13,12,13,13,15,17,13,16,14,10,15,8,16,15,14,13,14,10,20,22,19,22,19,15,11,14,11,10,9,18,17,9,7,5,7,4,5,4,3,0,0
2022-03-05 21:00:00,7,6,3,5,2,4,5,2,5,6,4,5,7,5,5,9,6,8,7,8,10,10,11,6,7,12,7,10,11,10,11,8,6,9,8,9,7,5,5,9,11,12,9,8,10,10,8,7,5,4,4,5,6,7,0,9,14,13,15,12,15,17,11,10,11,14,13,10,13,14,12,12,13,13,0,17,16,14,13,13,13,14,16,13,18,16,13,12,11,10,9,8,20,18,16,12,9,7,5,4,2,1,0,0
2022-03-05 22:00:00,9,5,1,4,3,4,6,6,6,0,4,5,4,3,3,1,2,8,2,10,11,9,6,12,13,5,14,13,12,13,12,8,6,10,9,9,9,11,5,10,9,8,9,8,7,11,11,11,7,6,5,3,4,7,8,8,10,11,13,12,8,15,14,15,15,17,15,14,21,16,16,16,15,14,13,24,24,14,11,12,11,14,15,12,15,11,12,11,10,9,8,7,11,8,10,5,9,8,2,1,2,1,1,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,8,6,0,5,0,0,8,6,5,3,4,4,6,6,8,8,7,8,9,8,7,4,3,2,5,4,5,4,2,8,3,7,5,5,8,7,7,7,6,6,7,8,8,8,11,13,12,5,17,23,19,18,17,18,25,31,28,25,20,20,18,13,9,6,14,17,12,15,13,7,7,4,3,2,1,1,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,1,2,1,2,4,3,5,6,2,7,3,8,4,0,0,7,8,3,5,0,8,0,1,8,5,4,5,0,7,0,5,8,9,10,0,6,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,1,1,2,1,3,4,3,4,5,5,4,1,5,5,4,2,2,6,0,3,2,5,0,12,4,5,3,5,0,5,1,6,0,8,8,8,7,5,3,5,5,4,3,3,6,4,4,0,0,0,0,3,2,1,0,2,3,2,3,2,3,4,6,2,5,7,0,0,7,0,9,9,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,3,5,1,4,3,4,4,5,6,7,3,5,4,3,0,4,3,2,4,0,4,5,4,3,5,6,8,4,7,6,4,5,6,6,7,7,8,9,10,9,8,6,4,4,4,2,2,1,1,1,0,1,0,2,2,2,4,5,5,5,4,4,5,4,2,4,3,3,4,3,3,3,4,5,1,3,4,7,3,6,3,2,2,4,4,3,3,0,1,5,2,4,4,3,4,3,1,2,2,0,1,0,0,0
2022-03-06 07:00:00,1,1,2,2,3,7,6,9,10,10,9,10,7,9,9,8,10,10,10,11,11,12,11,10,10,10,11,13,13,8,12,9,10,12,8,10,10,5,4,5,2,2,5,6,5,4,2,0,1,1,1,0,0,2,3,2,3,3,4,5,6,4,3,4,4,5,3,3,3,3,4,2,2,6,5,4,5,3,3,5,4,5,3,2,3,2,2,1,4,2,3,4,8,7,2,2,4,4,6,1,1,2,2,0
2022-03-06 08:00:00,1,2,4,3,6,8,10,13,15,14,13,15,15,14,15,18,22,23,23,20,21,22,16,13,13,13,9,15,17,16,16,15,13,12,12,12,10,13,17,16,17,13,17,15,13,11,8,5,7,4,4,3,2,3,2,4,8,9,7,7,9,7,6,5,6,5,5,6,6,7,7,6,7,6,0,3,8,6,5,5,4,4,5,5,5,5,5,4,6,7,6,5,3,0,0,2,2,2,5,4,3,3,2,0
2022-03-06 09:00:00,1,3,5,6,8,11,11,15,20,21,15,11,10,11,12,12,15,19,20,22,18,18,20,14,12,13,12,14,15,17,12,13,15,16,14,13,12,13,13,12,13,11,15,13,13,8,7,6,6,5,4,2,4,2,5,5,10,10,11,9,13,12,13,12,10,6,7,5,9,9,9,8,6,6,7,7,2,6,2,5,4,8,10,4,9,9,8,2,5,8,0,7,6,6,5,4,5,5,8,6,4,5,5,0
2022-03-06 10:00:00,2,6,4,5,9,14,15,18,20,19,16,18,18,20,11,12,22,24,22,21,23,24,22,22,22,13,18,19,18,19,14,12,12,14,17,17,14,12,12,14,16,16,17,17,16,14,8,8,5,3,5,4,3,5,4,5,12,12,11,8,11,13,12,11,9,8,9,9,12,11,13,11,7,12,12,11,10,11,10,7,7,8,8,7,9,7,6,7,6,8,9,12,10,8,7,9,8,5,9,8,6,1,5,0
2022-03-06 11:00:00,7,5,6,7,4,9,13,15,11,21,19,10,15,18,17,16,19,22,24,26,26,24,22,13,14,17,17,15,14,16,13,13,8,12,14,13,6,12,15,20,17,16,13,12,11,10,7,6,6,4,4,2,2,4,5,5,8,11,12,14,14,15,24,23,19,14,12,12,12,12,11,8,7,9,6,10,10,9,10,9,7,7,9,8,7,7,8,4,7,6,5,6,8,7,8,6,7,6,7,6,5,6,6,0
2022-03-06 12:00:00,5,8,7,6,7,8,12,14,15,21,17,14,20,24,26,24,25,27,28,26,28,20,17,14,18,21,15,16,15,16,15,13,12,10,11,11,10,10,12,11,15,18,11,12,14,17,14,16,8,7,8,3,5,9,10,10,15,17,14,17,18,17,18,19,20,23,20,24,25,16,14,13,17,20,19,20,22,21,12,12,10,10,10,11,11,12,11,9,9,8,7,6,11,8,8,7,6,8,8,7,5,4,5,3
2022-03-06 13:00:00,4,5,9,11,9,13,20,22,23,21,25,24,26,24,23,24,19,23,26,30,29,28,26,23,24,24,21,19,19,19,17,13,12,14,19,21,20,15,16,13,14,16,21,20,18,15,12,11,11,9,5,3,3,6,9,10,12,12,14,13,12,14,12,12,10,10,10,10,10,14,15,17,22,23,20,19,20,21,19,14,17,17,18,17,15,12,7,7,9,11,11,10,10,9,7,9,7,7,8,5,6,5,3,0
2022-03-06 14:00:00,7,7,9,7,10,9,13,15,17,16,14,19,20,22,15,29,19,27,28,25,26,25,22,20,28,28,28,29,30,25,22,19,15,14,14,13,7,8,7,8,11,6,7,5,6,6,6,7,9,11,10,8,4,5,3,7,13,8,15,21,22,20,20,19,17,14,12,9,13,13,15,10,14,15,15,15,19,21,25,17,14,22,21,20,20,19,15,16,13,11,6,13,17,18,15,12,12,11,10,8,6,4,7,0
2022-03-06 15:00:00,11,12,11,10,8,8,12,13,14,17,17,17,11,15,13,11,11,14,12,13,13,8,11,11,15,14,16,16,17,19,18,16,14,17,13,12,10,7,7,8,8,10,10,11,10,11,14,6,10,7,6,4,5,7,8,9,13,12,10,13,15,15,14,13,13,13,12,10,19,19,17,11,14,15,14,13,10,17,16,15,18,23,27,22,22,21,23,24,22,21,20,19,16,15,10,13,9,9,6,5,3,5,4,0
2022-03-06 16:00:00,11,9,6,12,13,13,12,14,17,16,14,16,16,12,19,21,22,19,21,16,18,17,13,11,14,14,14,15,16,17,16,15,13,15,18,13,11,9,9,14,17,11,9,9,10,12,11,9,6,6,4,3,6,9,10,9,10,9,12,28,30,25,15,14,14,14,12,11,11,13,15,14,15,14,13,15,15,14,13,15,17,21,21,20,17,16,15,14,12,9,11,22,24,19,16,13,10,8,7,4,5,4,4,0
2022-03-06 17:00:00,7,7,9,8,5,7,13,14,14,15,14,13,10,11,12,13,11,21,19,19,22,24,21,21,18,19,21,22,23,21,22,20,18,18,18,18,15,11,6,12,9,9,11,10,11,11,9,8,4,4,5,6,5,5,6,7,12,11,15,16,20,19,18,14,15,14,13,11,15,16,12,16,13,12,11,14,15,17,18,21,23,25,27,23,25,21,23,17,17,18,11,16,20,21,16,13,10,11,7,7,6,2,3,0
2022-03-06 18:00:00,8,7,4,6,5,7,10,11,12,14,10,13,12,12,15,13,12,13,12,12,13,12,10,12,15,17,19,19,21,21,14,16,16,19,18,21,16,9,10,9,9,9,14,18,7,6,7,5,3,5,5,2,7,6,5,7,8,5,10,9,8,12,9,9,11,13,12,10,11,12,11,13,9,8,9,11,6,5,12,13,18,26,27,26,27,27,23,23,19,16,12,17,24,15,11,10,9,7,6,5,8,4,6,0
2022-03-06 19:00:00,9,8,0,8,7,6,10,11,9,10,3,10,11,12,11,12,9,12,12,10,9,5,7,8,8,11,6,13,9,8,13,12,11,9,15,13,7,5,4,6,8,8,9,19,17,18,6,4,2,1,2,1,3,2,5,6,7,5,6,10,12,10,11,11,13,13,12,9,13,13,15,15,15,13,12,17,15,14,11,13,12,17,16,13,14,21,18,17,16,11,11,12,15,15,10,8,7,6,8,4,4,2,2,0
2022-03-06 20:00:00,4,6,4,5,3,3,5,10,5,10,9,5,4,2,1,3,4,5,4,7,5,6,4,5,6,7,6,6,7,7,6,7,8,10,10,7,8,5,4,8,13,13,10,6,7,6,7,5,4,2,2,2,3,5,4,6,6,8,9,10,10,11,11,9,8,17,16,15,17,19,19,16,13,7,9,15,14,8,10,10,11,21,17,19,15,14,19,17,15,13,14,9,23,18,11,10,7,7,4,3,3,3,0,0
2022-03-06 21:00:00,9,8,2,7,6,4,5,4,3,4,3,13,6,9,6,6,5,9,8,5,6,7,5,7,6,5,7,7,7,5,4,5,4,6,8,8,7,9,2,9,10,11,12,9,10,8,4,8,6,3,2,4,2,6,4,4,8,9,10,11,12,13,15,14,14,17,14,11,14,13,11,12,13,14,15,22,21,17,16,12,11,20,19,20,23,20,16,15,14,13,10,9,16,14,11,8,6,4,3,2,3,2,0,0
2022-03-06 22:00:00,4,2,0,3,0,2,2,1,5,2,4,4,4,5,2,1,1,5,4,5,5,6,0,6,5,5,4,5,6,2,4,4,3,5,6,7,6,7,5,6,9,11,8,6,8,6,6,5,2,3,3,2,3,2,4,6,8,10,9,10,12,9,12,16,18,17,13,11,12,10,10,12,10,7,6,11,10,6,6,11,10,12,15,15,15,13,13,10,6,4,5,6,9,7,8,5,6,4,3,0,3,2,1,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,0,8,9,9,7,7,0,7,5,6,4,7,3,4,5,5,3,2,3,3,4,7,8,8,12,10,11,10,9,1,10,12,11,10,9,8,10,10,8,10,9,10,8,13,8,11,0,7,10,12,13,13,17,15,15,13,10,7,6,5,10,8,6,6,4,1,1,1,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,1,0,6,7,10,15,11,4,16,17,12,21,22,23,25,11,26,28,29,25,25,27,30,29,26,26,27,27,18,27,27,29,21,31,31,35,31,41,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,1,2,3,4,5,6,6,8,10,9,8,9,9,9,8,10,9,11,12,9,11,13,11,10,10,11,14,12,15,8,13,12,16,15,18,20,19,31,36,37,38,38,36,31,28,21,8,6,4,5,4,4,3,1,2,3,5,4,4,5,4,4,4,1,3,3,4,4,8,10,11,9,7,0,3,8,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,1,2,2,3,4,7,12,25,29,28,14,11,10,10,14,12,13,16,15,13,13,16,14,12,12,13,12,16,16,19,18,13,13,17,13,14,13,15,16,18,17,15,21,19,19,18,12,6,7,2,3,2,3,6,3,4,11,12,10,9,8,9,14,8,7,6,8,10,6,7,8,6,6,7,0,10,7,6,5,10,9,10,9,10,11,8,6,7,8,10,11,7,8,4,2,6,6,6,6,5,2,0,0,0
2022-03-07 07:00:00,4,5,7,8,11,21,35,60,65,53,50,20,18,21,25,29,33,34,30,30,26,27,28,34,33,37,28,33,40,45,42,23,23,27,30,34,33,35,31,48,42,40,48,45,42,39,29,28,11,7,8,6,4,20,13,12,24,26,28,23,27,24,26,23,14,8,7,8,11,13,15,11,9,10,5,14,14,10,10,9,11,13,7,6,4,4,2,3,5,12,14,12,9,7,6,8,4,8,12,11,6,2,2,0
2022-03-07 08:00:00,5,12,14,18,16,34,38,56,59,53,24,28,27,27,29,35,37,45,42,33,35,40,40,38,32,34,36,38,43,46,40,29,34,37,38,37,35,48,40,61,59,55,61,57,59,51,51,41,26,10,9,8,8,28,26,18,24,27,53,41,37,30,37,30,21,10,16,18,25,29,26,23,21,19,10,18,21,19,18,16,16,20,24,28,30,28,13,12,11,16,17,15,19,13,9,14,11,9,10,11,7,4,3,0
2022-03-07 09:00:00,1,6,8,7,9,10,14,19,26,26,17,17,22,23,23,28,27,26,29,22,23,23,22,16,14,17,19,21,26,30,24,17,16,24,26,29,28,32,37,51,48,41,57,52,56,55,44,30,14,5,4,2,3,10,12,12,25,29,51,42,48,44,44,23,15,12,11,9,11,13,13,13,9,10,9,9,10,10,8,9,8,9,9,8,7,6,6,3,8,7,8,9,11,13,2,12,11,12,16,12,6,4,3,0
2022-03-07 10:00:00,1,3,4,7,13,11,12,15,20,21,19,16,16,12,17,19,20,20,23,24,25,26,23,19,14,14,14,16,21,20,15,11,10,16,21,21,17,19,20,21,20,17,25,21,20,19,13,12,6,4,4,3,3,6,7,7,14,12,27,19,26,21,23,15,12,10,8,8,11,14,15,14,10,6,6,12,13,10,12,13,11,18,18,17,22,21,15,14,10,11,13,12,12,10,10,9,7,7,6,7,5,4,4,0
2022-03-07 11:00:00,5,4,4,8,9,15,18,23,24,23,17,19,19,16,18,21,21,22,25,25,26,25,22,17,17,21,21,20,23,23,16,14,6,20,15,15,13,13,10,10,12,13,13,12,12,13,11,6,5,7,7,7,6,5,7,11,12,11,12,14,15,15,16,15,9,9,7,6,9,10,10,12,13,6,7,8,10,8,10,11,12,15,15,12,15,13,11,12,13,12,11,12,13,11,11,10,8,8,8,7,7,7,7,0
2022-03-07 12:00:00,5,9,8,15,15,16,20,20,14,16,13,12,13,18,15,17,18,21,24,23,22,21,22,20,18,21,20,12,20,12,19,14,12,15,14,15,13,10,12,18,23,22,23,20,18,18,11,10,8,6,6,6,8,8,7,7,12,12,18,14,15,17,16,15,12,11,9,8,13,15,13,12,11,13,12,14,13,12,9,12,13,14,17,16,16,15,13,13,11,13,11,12,14,12,13,9,9,8,6,4,5,4,7,0
2022-03-07 13:00:00,5,3,4,7,9,9,8,10,21,23,17,15,15,11,18,17,10,16,15,21,20,21,20,20,20,17,16,21,15,19,18,16,15,15,14,14,10,10,15,17,15,11,13,14,15,16,13,13,9,7,10,4,7,9,8,12,18,18,16,11,19,18,13,13,12,12,13,14,16,19,20,18,18,17,17,18,17,20,17,15,16,14,14,16,17,14,15,16,10,9,11,8,14,13,13,11,9,8,8,8,5,4,4,0
