Unnamed: 0,1_제2공학관,2_유회진학술정보관.제1공학관,3_유전공학연구소.반도체공동연구소,4_교수회관입구,5_관악사삼거리,6_국제대학원,7_수의대입구.보건대학원앞,8_경영대,9_서울대학교,10_서울대학교치과병원.동물병원,11_서울여상.서울문영여중고앞,12_관악구청,13_서울대입구역,14_봉천사거리.봉천중앙시장,15_봉원중학교.행운동우성아파트,16_관악푸르지오아파트,17_봉현초등학교,18_관악드림타운115동,19_관악드림타운북문,20_구암중학교,21_벽산아파트.선의사회복지관,22_벽산블루밍아파트종점,23_벽산블루밍벽산아파트303동앞,24_벽산아파트.선의사회복지관,25_구암중학교,26_관악드림타운북문,27_관악드림타운115동,28_동아아파트105동앞,29_성현동동아아파트,30_봉원중학교.행운동우성아파트,31_봉천사거리.위버폴리스,32_서울대입구역,33_관악경찰서.관악소방서,34_서울여상.서울문영여중고앞,35_서울대학교치과병원.동물병원,36_서울대학교,37_서울대정문,38_법대.사회대입구,39_자연대.행정관입구,40_농생대,41_공대입구,42_신소재,43_건설환경종합연구소앞,44_제2공학관
2022-04-12 08:00:00,1,0,0,0,6,0,3,4,6,5,6,3,4,7,7,7,15,4,6,5,3,0,23,22,19,34,41,46,47,48,51,55,57,56,55,54,48,44,32,17,5,6,0,0
2022-04-12 09:00:00,2,1,1,0,7,2,4,3,4,2,3,5,5,7,9,9,7,4,3,1,1,0,10,12,15,21,26,33,38,43,49,62,62,56,47,62,61,49,31,15,10,7,4,0
2022-04-12 10:00:00,2,3,1,0,8,0,6,11,7,12,6,6,6,9,11,10,6,3,2,2,2,0,5,6,9,11,16,17,22,22,32,60,61,42,60,60,59,53,35,16,10,6,7,0
2022-04-12 11:00:00,1,2,3,0,3,3,9,10,11,12,8,7,6,7,8,7,6,3,2,2,1,0,3,5,8,9,10,12,17,19,23,48,50,27,34,31,26,30,24,13,10,9,8,0
2022-04-12 12:00:00,9,15,6,5,18,20,22,32,22,16,15,14,11,15,17,16,12,7,5,2,0,0,6,5,8,12,14,15,17,17,31,56,55,0,0,56,52,52,28,14,7,6,4,0
2022-04-12 13:00:00,6,8,0,10,13,10,14,23,37,39,20,24,13,12,15,14,11,9,6,3,5,0,3,4,6,8,12,16,17,19,28,53,56,42,52,55,48,46,30,15,13,12,8,0
2022-04-12 14:00:00,3,3,0,4,6,7,12,20,29,31,29,23,11,17,20,19,14,10,6,9,5,0,2,3,21,10,14,17,15,13,12,29,20,0,19,30,28,27,18,13,7,2,4,0
2022-04-12 15:00:00,15,17,10,0,24,24,28,46,52,28,45,42,17,22,27,26,23,12,10,12,9,0,2,3,30,34,25,31,25,23,11,28,25,10,27,28,26,24,16,12,13,10,9,0
2022-04-12 16:00:00,9,16,8,10,20,21,25,40,42,43,37,34,24,35,37,35,29,11,10,10,9,0,5,3,11,13,15,16,16,13,17,20,16,14,15,14,13,12,8,5,2,0,0,0
2022-04-12 17:00:00,11,14,23,5,31,36,41,54,56,25,50,49,23,35,37,38,26,18,14,11,9,0,3,4,7,8,9,11,11,12,9,16,12,0,11,9,11,6,7,4,3,0,0,0
2022-04-12 18:00:00,18,21,23,26,45,47,53,44,44,43,38,34,31,45,48,39,29,21,15,13,7,0,3,7,8,8,12,10,14,12,11,24,22,0,12,13,20,15,8,7,3,0,0,0
2022-04-12 19:00:00,8,10,14,16,24,22,26,31,40,43,42,24,26,40,42,45,34,22,16,14,11,0,2,3,6,3,8,2,5,6,4,17,16,0,4,9,4,6,6,1,2,0,0,0
2022-04-12 20:00:00,7,8,10,10,14,15,24,27,28,30,30,22,18,30,30,29,23,15,8,4,7,0,1,0,0,2,1,3,0,3,2,7,6,0,15,0,16,13,8,1,2,0,0,0
2022-04-12 21:00:00,8,12,13,12,22,17,26,34,37,35,49,42,22,30,27,25,22,14,13,9,5,0,0,1,2,3,1,2,1,2,1,8,6,1,4,3,3,5,3,2,2,0,0,0
2022-04-12 22:00:00,3,4,3,0,8,3,12,21,20,22,23,21,26,30,30,27,24,14,9,8,7,0,2,2,0,3,2,2,2,1,1,7,3,1,0,2,4,2,2,3,1,0,0,0
2022-04-12 23:00:00,5,6,7,0,8,9,11,19,14,20,0,17,19,19,20,18,15,9,7,6,5,0,0,0,0,0,1,0,0,2,0,9,1,1,0,10,0,0,7,4,0,0,0,0
2022-04-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 05:00:00,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 06:00:00,0,0,2,0,3,3,2,5,5,0,0,2,2,3,0,0,2,1,1,0,0,0,4,4,6,13,19,17,19,18,14,14,13,9,10,8,7,8,5,2,1,0,0,0
2022-04-13 07:00:00,1,0,1,0,8,1,4,5,7,1,0,4,4,7,10,17,16,1,16,3,2,0,15,18,21,29,37,39,39,39,36,44,40,19,19,23,21,18,10,5,4,2,3,0
2022-04-13 08:00:00,1,0,0,0,4,0,1,2,7,7,6,4,5,7,7,6,8,11,5,4,3,1,25,21,24,34,41,48,52,53,50,57,53,52,50,50,51,47,29,16,5,3,0,0
2022-04-13 09:00:00,0,0,1,0,5,0,1,5,4,1,6,5,8,9,7,6,5,5,5,3,2,1,11,11,14,18,25,28,35,37,39,56,57,43,56,61,60,54,37,16,10,8,7,0
2022-04-13 10:00:00,2,2,0,3,9,7,7,7,10,9,6,9,4,4,7,8,5,4,3,0,1,0,6,3,5,9,12,16,23,26,37,52,54,47,52,56,58,55,27,15,13,3,9,0
2022-04-13 11:00:00,3,4,6,2,9,5,10,17,15,9,0,13,6,11,15,15,11,5,3,1,0,0,4,4,7,11,12,12,15,17,17,48,31,30,32,32,31,25,17,10,6,5,4,0
2022-04-13 12:00:00,3,6,3,0,15,17,19,31,32,0,31,23,6,13,17,16,10,6,4,2,1,0,5,1,5,7,13,16,19,23,26,54,53,0,44,0,44,48,29,13,7,0,6,0
2022-04-13 13:00:00,0,2,1,0,5,6,6,12,15,13,3,10,6,8,11,15,10,14,10,8,1,0,4,6,5,8,10,11,15,19,33,57,60,32,61,60,58,53,37,19,9,8,7,0
2022-04-13 14:00:00,2,1,6,2,11,12,13,20,25,14,0,19,10,15,18,15,13,6,4,5,5,0,4,4,14,16,22,16,12,12,10,19,19,17,15,16,17,16,18,7,6,5,4,0
2022-04-13 15:00:00,13,11,12,3,17,14,19,34,35,30,33,29,13,16,23,21,14,8,9,6,3,0,6,3,25,27,12,28,26,19,8,38,39,18,24,23,38,30,16,13,9,3,3,0
2022-04-13 16:00:00,10,9,10,3,17,20,26,44,45,46,62,60,36,42,49,45,36,26,18,16,14,0,7,8,14,15,18,18,15,12,15,16,13,10,14,13,12,13,10,9,7,0,0,0
2022-04-13 17:00:00,12,20,21,23,34,38,44,53,56,57,51,42,25,34,38,39,30,23,16,16,8,0,4,7,8,9,12,12,12,13,11,12,6,5,11,5,4,9,4,3,2,0,1,0
2022-04-13 18:00:00,26,31,35,37,54,61,63,67,66,42,64,32,38,53,54,48,36,18,14,10,8,0,5,8,9,13,12,4,13,14,13,25,24,0,13,23,21,13,3,2,0,0,0,0
2022-04-13 19:00:00,9,13,21,19,24,25,41,43,48,42,24,38,31,46,46,47,38,17,10,9,6,0,4,0,5,6,10,6,11,8,8,13,12,0,13,10,7,8,3,3,1,0,0,0
2022-04-13 20:00:00,10,16,15,16,24,25,39,45,40,42,41,25,21,24,27,25,22,13,6,5,4,0,3,0,3,4,5,4,2,3,3,6,4,0,0,3,3,2,3,1,2,1,0,0
2022-04-13 21:00:00,11,13,14,16,22,23,31,32,27,26,30,26,23,25,27,25,19,10,6,3,2,0,3,1,2,2,4,0,3,4,3,6,5,4,0,5,5,4,3,2,0,0,0,0
2022-04-13 22:00:00,7,11,13,6,18,20,21,25,28,18,26,17,19,28,27,25,19,11,8,2,5,0,1,1,0,3,4,2,3,4,2,6,3,0,0,4,5,4,3,1,2,2,1,0
2022-04-13 23:00:00,4,3,4,3,10,7,12,14,17,14,14,14,15,23,15,9,17,12,11,8,6,0,1,0,0,2,0,3,0,4,1,6,4,0,0,0,2,0,2,0,1,0,0,0
2022-04-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 05:00:00,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 06:00:00,0,0,1,0,3,1,2,5,0,4,0,3,3,4,5,0,4,0,1,0,0,0,5,6,8,12,14,16,17,14,12,16,6,14,12,11,10,6,6,3,2,1,1,0
2022-04-14 07:00:00,0,0,0,0,3,0,2,1,6,0,7,5,5,6,9,14,21,19,6,1,0,0,13,15,16,27,34,40,36,38,30,37,25,15,14,16,13,12,11,8,5,2,4,0
2022-04-14 08:00:00,0,0,0,2,2,0,0,1,3,2,3,5,5,6,5,8,7,5,4,3,2,0,23,21,17,27,36,43,49,49,53,58,59,58,51,59,60,52,32,18,4,3,2,0
2022-04-14 09:00:00,2,0,0,0,9,0,8,5,4,4,2,5,4,7,5,7,5,4,3,2,1,0,8,10,14,23,29,30,33,36,35,59,61,54,59,58,59,48,32,14,7,6,4,0
2022-04-14 10:00:00,2,1,0,0,4,0,1,10,11,5,4,9,5,7,9,7,5,4,1,1,2,0,5,4,8,13,16,16,21,26,36,58,60,25,58,59,56,53,30,15,11,7,7,0
2022-04-14 11:00:00,2,4,3,0,7,9,8,14,16,0,16,12,10,12,15,13,10,6,4,3,2,0,2,3,3,6,8,10,13,14,20,51,52,0,29,33,33,32,16,9,6,6,5,0
2022-04-14 12:00:00,2,3,0,0,8,4,10,27,30,31,21,28,10,11,16,17,12,7,6,3,1,0,4,5,5,9,9,11,12,16,24,53,54,43,51,54,54,52,28,15,9,9,3,0
2022-04-14 13:00:00,5,5,6,0,12,9,22,31,20,24,15,16,8,12,12,14,11,7,4,2,0,0,4,7,8,13,17,16,18,21,33,58,43,0,43,57,56,49,38,17,10,11,4,0
2022-04-14 14:00:00,5,4,1,6,7,2,9,19,33,0,21,30,14,16,19,17,14,7,6,5,4,0,2,3,17,11,11,13,16,14,12,35,25,23,32,31,31,30,21,13,9,8,6,0
2022-04-14 15:00:00,14,15,0,6,23,25,27,33,36,38,39,30,18,18,16,15,10,7,5,4,4,0,4,5,28,32,35,35,29,26,10,30,31,10,25,32,31,27,19,12,11,4,9,0
2022-04-14 16:00:00,14,18,12,6,16,19,31,49,50,37,54,41,20,23,31,31,24,17,14,9,7,0,3,4,12,15,16,15,14,21,15,18,18,8,0,17,19,16,16,11,9,0,2,0
2022-04-14 17:00:00,9,19,20,9,39,46,52,59,59,44,43,34,26,27,32,30,22,11,9,13,11,0,3,3,5,7,8,11,10,11,9,13,13,11,0,10,10,8,5,2,1,0,0,0
2022-04-14 18:00:00,14,17,22,23,43,49,59,64,64,36,59,36,32,52,55,46,35,21,18,16,14,0,6,10,11,12,8,13,12,11,9,19,16,15,14,12,0,9,6,5,1,0,0,0
2022-04-14 19:00:00,7,8,9,11,21,14,26,31,38,40,38,24,25,41,43,41,27,21,11,8,6,0,4,2,5,6,5,5,8,4,3,13,14,7,3,13,12,10,5,5,2,0,4,0
2022-04-14 20:00:00,5,8,11,11,17,9,18,18,33,35,33,26,18,22,21,22,17,12,8,6,5,0,1,1,1,2,2,3,2,3,3,11,10,0,0,2,5,5,8,3,2,0,0,0
2022-04-14 21:00:00,7,8,13,15,18,20,24,29,30,34,24,24,23,27,24,27,22,12,10,7,2,0,1,2,0,1,1,0,1,0,1,5,5,3,2,5,0,0,4,2,0,0,0,0
2022-04-14 22:00:00,7,9,11,0,17,12,19,24,25,27,26,22,21,25,25,25,20,13,10,9,6,0,2,4,0,3,1,2,2,0,1,8,4,0,0,3,0,2,4,0,2,0,0,0
2022-04-14 23:00:00,2,3,4,0,11,0,13,7,15,18,11,9,16,15,16,14,13,9,7,6,5,0,2,0,0,3,4,0,3,0,2,6,3,0,0,4,5,0,2,2,0,0,0,0
2022-04-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 05:00:00,1,0,0,0,2,0,1,2,3,0,0,2,3,0,1,1,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 06:00:00,0,0,1,0,2,3,3,1,3,0,0,3,4,5,6,1,5,2,1,0,0,0,5,0,6,11,14,18,19,18,16,12,12,11,11,13,10,9,7,4,3,1,1,0
2022-04-15 07:00:00,1,2,0,1,5,4,4,2,4,2,3,4,4,11,13,16,10,9,15,1,0,0,15,19,27,36,47,47,49,50,39,40,39,25,15,26,25,24,16,7,2,2,5,0
2022-04-15 08:00:00,1,0,1,0,3,0,0,4,6,0,5,4,3,6,5,7,11,10,6,4,2,0,21,22,30,49,51,56,62,61,53,56,56,55,54,54,47,52,35,16,9,8,7,0
2022-04-15 09:00:00,1,1,0,0,5,4,3,6,7,4,7,4,5,6,7,4,4,3,2,2,0,0,12,13,20,27,37,40,43,43,42,54,56,30,53,54,50,45,33,20,12,7,5,0
2022-04-15 10:00:00,6,6,2,0,9,10,11,13,14,13,12,8,4,8,12,10,7,1,0,3,0,0,5,6,8,11,13,17,20,23,29,52,52,0,50,47,46,44,27,20,15,14,4,0
2022-04-15 11:00:00,5,0,7,0,10,7,9,15,8,0,6,9,5,23,28,14,8,7,6,4,2,1,3,9,12,17,19,20,22,20,18,28,27,28,27,26,26,25,19,11,9,8,6,0
2022-04-15 12:00:00,4,5,6,7,14,0,16,21,26,17,15,20,25,42,44,43,35,21,19,8,7,0,2,0,6,12,15,14,16,18,25,54,33,53,0,54,53,48,33,16,9,7,8,0
2022-04-15 13:00:00,6,8,9,10,11,14,16,20,22,23,22,16,14,21,29,30,24,21,15,9,8,1,5,6,10,13,15,20,19,17,17,46,46,46,45,46,44,40,28,18,13,12,11,0
2022-04-15 14:00:00,12,13,14,6,17,10,18,28,27,24,20,18,14,21,23,19,17,11,5,4,2,0,4,6,27,35,36,35,26,23,24,32,31,23,19,27,21,20,20,14,13,11,8,0
2022-04-15 15:00:00,6,8,9,10,18,19,21,26,29,28,46,41,43,44,46,42,37,31,22,13,11,0,2,2,4,6,10,9,8,9,7,20,18,17,16,18,16,15,10,6,5,5,3,0
2022-04-15 16:00:00,5,7,8,0,13,16,24,47,53,28,57,49,34,41,48,43,34,24,19,11,10,0,9,8,15,16,17,18,16,14,12,17,14,13,12,7,0,11,5,2,3,1,2,0
2022-04-15 17:00:00,20,25,26,27,41,46,52,50,51,52,45,34,33,24,30,30,25,16,15,11,9,0,13,14,7,10,14,16,19,20,15,19,17,18,14,15,16,15,6,2,0,0,0,0
2022-04-15 18:00:00,13,16,20,23,36,30,42,49,48,48,48,36,32,40,44,43,35,19,14,10,7,0,3,4,16,22,23,23,23,13,9,24,14,0,13,12,7,22,6,3,2,1,1,0
2022-04-15 19:00:00,11,9,13,14,23,23,25,27,32,35,43,31,28,40,42,42,34,22,17,16,12,0,4,0,6,10,12,14,5,10,7,10,8,7,6,8,7,7,5,1,0,0,0,0
2022-04-15 20:00:00,4,6,5,8,13,9,21,33,36,22,22,15,17,25,25,26,25,16,11,11,10,1,3,4,2,6,4,8,10,8,7,7,6,5,0,6,5,2,5,2,1,0,0,0
2022-04-15 21:00:00,2,2,3,3,14,19,20,27,23,16,15,19,23,33,34,34,26,20,15,12,10,1,1,0,0,2,2,4,2,3,1,10,7,0,0,6,3,2,4,4,1,0,0,0
2022-04-15 22:00:00,2,2,3,5,7,5,12,17,21,24,23,20,28,32,31,29,25,20,14,10,8,0,1,2,0,2,3,2,2,2,3,6,2,0,0,5,0,4,6,0,2,0,0,0
2022-04-15 23:00:00,3,4,0,0,9,4,8,15,17,19,7,14,15,21,22,23,19,12,6,5,2,0,2,0,0,1,0,0,0,2,1,5,2,0,0,1,0,0,1,0,0,0,0,0
2022-04-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
