Unnamed: 0,1_가산동기점,2_한일유엔아이아파트,3_디지털3단지.롯데정보통신,4_디지털3단지운동장,5_디지털3단지.(주)로옴코리아,6_가산디지털단지역,7_가산디지털단지역1호선,8_에이스하이엔드타워5차,9_구일우성아파트,10_철산리버빌아파트,11_개봉역,12_개봉1동사거리.개봉푸르지오아파트,13_신정학마을아파트,14_서부트럭터미널.신정동일하이빌아파트,15_강신중학교,16_신한은행신월동지점,17_신곡시장.금빛새마을금고,18_동방아파트.신월종합사회복지관,19_신정네거리.신정119안전센터,20_신정네거리역,21_경서농협,22_우리은행신정동지점,23_신정1동우체국,24_서울남부지방법원.서울남부지방검찰청,25_진명여고,26_목동역,27_목동7단지,28_목동대학학원,29_오목교역.동신한방병원,30_관악고등학교,31_양평신동아아파트,32_교보앞,33_당산동진로아파트,34_김안과병원,35_영등포시장,36_영등포시장로터리방면,37_전경련회관,38_여의도환승센터,39_유진투자증권.파이낸셜뉴스신문,40_한국거래소,41_여의도역,42_샛강역4번출구.여의도자이,43_샛강역.앙카라공원,44_진주아파트,45_시범아파트,46_원효대교북단,47_용산전자상가.전자랜드,48_용산전자상가12동,49_신용산지하차도,50_신용산역3번출구,51_용산푸르지오써밋,52_용산역광장앞,53_용산전자상가10동,54_용산전자상가.전자랜드,55_원효대교북단,56_시범아파트.대교아파트,57_KBS별관,58_샛강역1번출구.여의도자이,59_여의도역,60_한국거래소,61_더현대서울,62_여의도환승센터,63_여의도공원,64_영등포로터리,65_영등포시장입구,66_김안과병원,67_당산동진로아파트,68_양남동로타리,69_양평1동주민센터,70_관악고등학교,71_오목교역.동신한방병원,72_목동대학학원,73_목동7단지.종로학원,74_진명여고,75_서울남부지방법원.서울남부지방검찰청,76_신정1동우체국,77_우리은행신정동지점,78_신정4동경서농협,79_신정네거리역,80_신정네거리해누리분수광장,81_동방아파트,82_신곡시장.금빛새마을금고,83_신한은행신월동지점,84_금실어린이공원,85_신월시영아파트중문,86_경창빌딩,87_강신중학교,88_서부트럭터미널.신정동일하이빌아파트,89_신정현대아파트.서부트럭터미널,90_개봉1동사거리,91_개봉고가,92_개봉역,93_철산리버빌아파트,94_구일우성아파트,95_디지털단지입구,96_디지털3단지.롯데정보통신,97_디지털3단지.영창실업,98_가산디지털단지역,99_디지털3단지.한일합섬,100_디지털3단지운동장,101_한일유앤아이아파트,102_가산동종점
2022-03-25 04:00:00,0,0,0,1,0,1,2,1,2,0,5,8,7,5,8,10,13,19,21,22,23,24,23,23,20,21,14,0,20,22,22,24,24,25,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 05:00:00,0,1,0,0,0,4,1,0,4,5,4,6,7,3,4,5,6,7,8,10,11,9,10,11,10,10,9,6,10,16,17,9,16,14,11,14,14,12,3,9,8,6,4,3,0,1,0,2,1,0,0,3,2,1,0,1,0,0,0,0,0,2,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 06:00:00,1,1,2,3,0,2,4,0,5,6,6,10,11,9,8,13,18,18,12,13,14,16,15,8,15,14,13,13,14,16,10,9,9,7,8,10,12,8,6,5,8,6,9,2,8,2,3,2,0,2,0,3,2,2,5,6,4,2,2,1,3,5,0,4,2,3,2,0,0,3,2,1,0,2,1,0,3,4,2,5,6,7,8,9,11,13,9,9,11,12,9,10,10,9,6,5,4,2,0,0,1,0
2022-03-25 07:00:00,4,6,0,0,0,7,7,5,8,0,6,9,10,13,19,27,31,35,25,24,26,27,29,30,27,19,17,17,19,18,19,20,21,18,20,18,17,10,9,7,10,9,14,15,15,13,14,11,9,8,5,11,5,7,11,11,13,10,9,7,7,5,0,6,0,5,4,2,3,6,3,4,6,5,5,5,5,6,7,8,9,11,10,0,12,13,19,18,23,25,29,28,29,24,27,26,16,2,0,0,0,0
2022-03-25 08:00:00,5,6,7,0,6,25,24,4,6,7,14,21,20,21,23,25,37,34,24,28,33,36,36,37,31,29,27,24,26,24,25,32,32,29,32,35,26,16,15,14,24,21,20,19,24,17,15,7,5,21,21,24,24,18,22,26,25,20,15,13,7,7,0,6,7,8,9,9,11,12,11,9,9,8,8,9,12,0,12,13,12,13,14,14,17,19,19,18,20,21,22,24,24,25,23,22,23,8,4,2,2,0
2022-03-25 09:00:00,2,3,0,4,3,17,21,6,7,7,6,7,9,11,12,15,16,21,19,21,20,22,22,21,22,21,22,20,18,16,17,19,19,18,14,19,16,11,9,8,14,10,11,11,12,10,7,7,2,14,10,17,16,12,9,8,7,8,7,7,6,5,6,5,4,4,7,6,6,9,7,7,6,8,8,7,6,7,6,7,8,8,8,6,7,8,10,11,12,16,16,15,14,17,16,17,13,2,0,0,0,0
2022-03-25 10:00:00,1,0,0,2,3,4,3,4,4,0,11,12,11,12,12,12,12,13,12,13,14,15,8,15,16,15,14,13,14,14,16,15,15,13,10,14,10,9,8,10,12,12,12,11,5,4,2,3,0,5,2,5,5,6,6,7,8,9,7,2,6,5,6,5,5,5,5,4,4,5,5,6,4,8,9,10,9,8,7,7,7,5,7,6,5,8,10,14,15,14,10,5,3,0,6,5,4,3,2,0,0,0
2022-03-25 11:00:00,1,0,2,2,1,2,4,0,4,1,6,5,7,10,9,12,14,19,19,18,11,19,19,21,20,17,15,13,15,9,14,12,9,7,5,7,8,6,4,4,6,4,6,10,11,13,11,0,7,7,4,10,11,12,14,14,16,14,15,13,7,7,10,8,5,7,6,8,12,12,15,16,15,8,16,2,11,8,8,7,6,5,6,5,7,5,6,8,8,9,8,6,4,5,5,6,5,1,0,0,0,0
2022-03-25 12:00:00,0,1,0,0,1,4,5,7,0,1,9,9,11,12,12,17,17,15,16,19,21,21,0,20,19,20,15,17,17,17,18,15,16,9,8,13,10,5,5,2,6,8,1,2,6,8,10,2,9,4,6,8,8,10,11,11,9,7,7,4,8,11,5,7,9,8,7,5,6,7,6,6,7,16,16,13,11,10,11,16,15,10,8,8,7,9,10,8,9,9,6,5,5,4,2,2,3,1,0,0,0,0
2022-03-25 13:00:00,1,1,2,3,5,7,8,8,9,9,15,17,17,19,17,16,11,15,13,16,19,20,14,24,22,23,21,17,14,14,15,17,14,11,10,10,9,9,8,7,9,8,8,8,11,7,11,9,5,7,4,9,9,6,10,8,10,7,9,8,8,10,6,7,7,10,10,8,11,9,12,9,12,14,15,15,10,10,7,10,10,7,6,6,5,0,7,7,7,9,7,5,0,4,1,2,3,0,0,0,0,0
2022-03-25 14:00:00,1,0,1,2,1,3,2,10,10,10,13,16,17,18,18,18,18,21,22,25,22,26,24,25,23,20,18,17,15,14,12,15,12,11,8,9,8,8,9,10,12,13,6,12,13,13,13,11,12,6,9,10,10,10,7,14,14,16,19,16,15,20,17,16,12,12,11,8,7,10,9,14,16,19,19,17,22,24,22,15,13,11,8,7,6,8,14,14,6,12,10,6,5,4,3,0,2,1,0,0,0,0
2022-03-25 15:00:00,0,0,2,3,3,15,22,5,20,14,18,14,22,21,17,19,16,16,16,17,18,9,17,18,18,16,17,13,11,16,17,16,16,11,9,13,12,12,12,11,11,12,12,10,11,10,15,14,7,10,5,8,11,12,14,14,15,14,15,14,20,22,21,17,22,23,12,21,21,22,22,28,29,30,32,32,29,27,25,17,15,12,10,7,7,8,7,5,6,5,3,4,2,1,2,1,1,4,0,0,1,0
2022-03-25 16:00:00,2,1,3,4,5,15,22,23,20,17,17,17,20,42,41,39,38,28,26,24,18,17,16,16,18,17,13,13,14,15,16,15,12,9,6,10,8,10,11,12,12,13,14,14,14,15,14,11,13,10,11,12,17,16,19,19,19,19,18,19,18,23,24,22,21,21,22,21,20,21,16,20,22,25,24,22,21,20,22,23,21,18,18,15,11,9,14,15,16,18,13,10,7,9,8,3,6,2,0,2,0,0
2022-03-25 17:00:00,0,1,1,3,8,24,27,33,35,30,32,25,27,22,21,20,21,23,18,18,20,20,21,24,22,16,12,16,13,14,14,14,13,12,11,12,10,11,12,15,20,21,15,15,17,21,20,20,18,9,7,15,14,13,16,18,22,22,18,21,21,24,26,24,22,26,22,20,20,24,23,23,22,24,23,19,21,20,17,17,14,13,16,13,12,9,11,10,10,7,6,5,4,3,3,6,0,3,0,1,0,0
2022-03-25 18:00:00,2,3,7,12,25,36,41,44,44,42,32,26,26,23,21,18,20,20,18,21,21,24,25,26,25,22,22,21,17,14,16,18,17,15,9,12,14,10,12,16,21,25,23,26,31,54,59,56,48,7,9,11,18,18,24,20,20,22,20,24,35,46,45,34,34,31,33,30,29,30,29,40,41,39,36,32,31,29,24,25,26,23,20,19,15,14,17,19,18,15,10,12,0,10,8,8,6,10,0,0,0,0
2022-03-25 19:00:00,0,1,3,3,7,29,18,27,21,19,23,31,29,27,24,24,22,19,18,17,15,13,12,11,10,10,9,7,10,9,8,6,6,6,3,4,4,5,5,7,16,7,13,10,8,11,11,11,11,6,8,10,9,16,15,14,16,16,14,8,17,19,14,19,20,19,16,18,17,18,25,22,20,24,23,20,19,15,15,14,13,14,10,9,9,9,11,11,12,9,4,4,3,5,4,4,4,3,0,0,1,0
2022-03-25 20:00:00,2,0,1,2,3,12,15,16,14,11,11,10,14,13,10,5,9,7,7,10,7,9,5,8,6,5,7,6,8,6,3,4,3,3,6,5,3,2,6,6,5,0,8,7,8,5,12,2,11,5,4,7,6,5,8,5,7,7,6,6,10,16,10,14,11,14,13,15,16,15,13,17,20,19,15,13,18,15,14,16,15,9,11,8,7,7,8,7,9,4,2,3,0,1,2,3,1,3,0,2,0,0
2022-03-25 21:00:00,1,0,0,4,5,8,9,9,9,10,9,7,6,4,9,7,9,6,3,7,8,6,6,5,5,6,7,6,5,6,5,5,4,3,5,6,5,6,7,7,8,0,3,6,4,2,4,3,2,4,4,7,8,4,3,4,6,5,7,7,8,14,13,10,9,12,10,16,19,20,22,25,24,23,22,9,21,21,22,23,9,14,11,10,7,11,10,8,5,4,2,2,0,1,0,1,0,3,2,2,1,0
2022-03-25 22:00:00,1,0,2,3,3,8,11,10,8,4,13,8,7,7,5,4,4,5,6,8,5,6,7,8,2,6,5,11,13,12,10,4,6,4,4,5,0,4,4,5,6,7,6,0,6,5,2,2,0,3,2,4,6,7,6,4,5,4,6,6,7,6,7,6,7,11,8,12,12,10,11,17,22,26,27,25,26,25,25,23,19,16,15,14,13,12,11,10,8,7,3,4,3,2,2,0,2,2,0,1,1,0
2022-03-25 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,6,8,5,3,0,2,0,1,0,0,0,0,0,2,0,2,3,0,3,2,0,0,3,3,5,4,5,8,7,9,11,10,10,9,9,0,10,12,14,15,12,15,15,12,19,19,16,0,12,11,10,11,12,15,9,7,6,6,0,6,8,7,7,5,4,2,0,0,2,0,2,0,0,0,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,0,2,0,1,0,4,0,2,0,1,5,6,7,4,1,3,1,0,4,3,5,6,0,0,0,0,8,0,7,0,8,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,0,1,0,0,0,2,0,2,3,4,5,5,4,4,3,4,3,5,4,5,7,3,5,0,6,5,7,6,7,4,8,9,10,8,1,9,6,7,4,6,4,1,4,3,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 06:00:00,0,0,0,1,0,2,1,0,0,1,4,4,5,0,6,4,4,6,5,5,4,7,0,0,6,5,0,3,5,3,2,3,4,5,3,6,7,4,3,5,6,0,4,3,0,2,1,0,1,1,0,2,1,1,2,1,1,1,2,2,0,1,0,0,0,1,5,0,2,2,0,2,3,4,0,3,5,5,1,4,1,4,5,4,4,0,5,4,4,0,4,3,0,2,0,0,1,0,0,0,0,0
2022-03-26 07:00:00,0,0,0,0,0,1,2,0,3,1,4,6,7,6,6,8,5,9,11,9,5,11,12,6,5,4,5,3,5,4,3,2,3,2,2,4,2,1,3,0,3,2,0,2,3,3,1,2,1,1,0,0,1,2,4,1,3,0,2,0,1,3,2,0,2,0,1,2,1,3,4,3,5,6,5,3,4,3,2,3,6,5,0,0,1,4,1,3,6,7,7,8,0,3,7,6,1,0,0,0,0,0
2022-03-26 08:00:00,1,1,2,0,1,5,4,3,3,5,6,9,9,8,11,12,13,15,15,16,17,21,18,20,17,15,14,10,10,10,9,12,12,7,7,6,5,2,5,0,6,4,2,0,1,2,2,4,0,2,3,3,3,2,4,5,5,3,4,2,0,3,0,3,1,6,0,2,7,3,2,9,5,7,2,5,4,5,5,5,5,5,6,3,6,7,3,6,1,8,6,5,0,5,4,0,3,2,1,0,0,0
2022-03-26 09:00:00,0,0,1,0,0,2,3,2,4,0,5,8,10,10,11,15,15,17,18,18,18,14,13,16,14,13,12,12,10,11,6,10,10,10,8,9,10,6,9,9,8,7,7,7,7,6,4,3,1,2,0,4,2,2,3,6,5,2,4,4,2,3,1,4,5,4,2,4,5,2,3,4,2,3,2,4,4,5,3,3,3,4,1,0,3,4,3,5,5,8,6,3,5,6,4,0,5,2,0,0,0,0
2022-03-26 10:00:00,1,3,0,0,2,2,3,4,3,2,5,6,8,11,11,9,12,13,13,16,15,13,10,12,13,15,14,13,14,10,13,16,15,10,5,4,4,3,2,2,12,5,10,8,9,9,8,4,3,2,4,5,6,5,3,5,7,6,7,6,3,2,0,2,4,5,7,5,8,7,9,10,7,8,7,7,6,5,5,5,5,5,6,3,5,0,6,4,6,7,5,5,0,4,3,3,2,0,0,0,0,0
2022-03-26 11:00:00,2,0,0,0,1,2,2,0,0,0,6,8,7,10,9,10,13,12,12,14,14,17,19,20,19,17,16,14,13,10,12,0,11,6,3,4,3,3,2,2,3,4,3,3,7,6,6,5,1,3,1,6,9,5,11,9,11,12,10,8,8,10,6,6,5,6,7,8,8,12,12,15,11,11,10,7,11,10,8,2,8,8,7,4,7,6,7,6,9,5,7,7,6,7,0,0,4,1,0,0,0,0
2022-03-26 12:00:00,1,0,0,2,3,7,10,7,12,12,10,8,9,11,15,17,21,23,24,24,28,31,0,31,26,23,18,14,20,19,20,18,17,10,11,12,11,6,7,4,8,10,4,5,5,7,4,2,0,4,4,8,9,9,10,11,10,8,13,11,4,9,9,6,7,8,6,6,0,4,8,11,14,15,10,14,12,8,13,10,9,10,9,8,7,0,9,10,10,9,9,5,3,7,3,4,5,0,0,0,0,0
2022-03-26 13:00:00,3,4,7,2,3,6,9,10,4,0,14,13,15,16,12,15,13,22,18,16,21,23,22,21,20,17,18,16,15,13,12,13,12,10,10,13,8,7,6,8,9,10,6,10,9,9,8,7,5,5,6,5,7,8,11,11,13,15,19,16,7,7,0,6,6,5,9,5,3,6,10,12,14,12,11,0,1,13,12,10,10,11,11,11,10,9,10,8,9,11,7,7,6,7,8,0,5,1,0,0,0,0
2022-03-26 14:00:00,4,2,0,5,0,4,7,8,10,3,10,10,13,13,16,14,15,19,16,19,23,25,25,25,23,22,23,14,12,11,11,12,11,5,7,11,5,5,5,10,11,12,14,13,11,12,10,9,6,10,11,20,22,22,16,22,23,26,25,22,11,13,14,9,7,9,8,9,7,8,9,14,14,15,19,17,7,8,9,12,10,10,9,7,6,6,9,7,17,18,10,5,3,0,4,0,1,1,2,0,0,0
2022-03-26 15:00:00,0,0,0,0,1,5,0,5,7,8,10,11,12,10,9,9,14,15,13,17,18,18,18,11,18,17,15,12,14,10,11,11,12,11,11,8,7,10,11,12,15,8,7,13,12,11,11,11,10,10,9,16,15,15,16,13,14,15,17,15,14,17,0,13,14,16,11,15,11,12,14,18,22,18,16,17,15,12,9,10,6,9,5,4,0,7,0,8,7,7,5,4,0,3,0,0,2,0,0,0,0,0
2022-03-26 16:00:00,1,0,2,1,2,6,9,0,2,9,16,16,15,13,13,13,12,17,19,19,21,19,19,23,20,18,17,11,13,11,7,5,12,8,9,13,4,9,15,16,17,15,10,17,18,19,16,7,7,8,4,9,12,11,12,12,12,8,10,12,9,9,10,8,10,14,15,17,24,25,23,24,26,27,26,23,17,13,13,15,13,10,12,10,4,6,4,6,7,7,6,7,6,5,5,4,4,2,0,0,0,0
2022-03-26 17:00:00,1,1,1,2,2,11,13,12,7,0,14,12,13,10,10,13,14,16,15,18,20,23,23,25,19,17,16,14,11,12,9,7,6,5,5,6,0,6,9,8,11,13,14,13,11,12,11,10,10,6,4,9,11,9,10,8,10,12,14,10,16,18,12,15,19,17,18,15,16,18,17,18,21,23,15,22,18,18,13,14,13,9,9,9,5,8,11,6,9,7,7,6,4,3,2,5,4,4,3,0,2,0
2022-03-26 18:00:00,0,0,2,0,1,7,10,6,12,11,11,11,12,12,10,11,12,16,12,14,11,15,14,16,17,16,14,14,15,14,14,15,13,11,10,11,1,8,6,8,13,12,11,8,11,10,7,11,6,2,2,6,11,13,8,6,8,7,8,7,12,13,10,9,15,23,25,26,27,31,29,37,34,38,36,37,34,34,32,35,30,22,13,12,10,11,13,11,13,12,9,5,3,3,0,4,2,6,5,0,0,0
2022-03-26 19:00:00,0,1,2,0,2,4,4,3,5,0,8,9,11,12,13,11,10,8,6,7,8,5,6,7,9,8,7,5,4,7,8,7,1,4,7,8,0,8,9,7,0,9,11,6,7,5,2,3,7,5,4,8,2,7,8,4,4,5,6,5,9,10,0,8,8,17,10,9,0,9,11,18,19,20,18,17,20,19,17,24,19,14,11,6,9,7,7,3,5,4,3,3,0,3,1,0,0,3,2,2,4,0
2022-03-26 20:00:00,1,2,0,0,2,4,6,0,7,5,9,0,3,4,4,6,7,7,5,6,8,9,0,0,7,10,0,7,6,6,5,6,7,10,8,10,9,4,7,6,9,6,0,6,8,4,3,3,1,2,2,6,8,6,9,7,6,6,8,6,12,15,13,13,12,13,17,15,14,15,14,22,23,25,24,23,23,16,16,23,22,14,13,8,7,8,10,8,7,6,6,3,2,0,0,0,2,2,0,0,1,0
2022-03-26 21:00:00,0,0,0,0,0,7,6,7,6,7,12,9,5,4,3,5,4,3,4,4,4,4,5,1,0,4,0,3,11,6,5,3,4,0,6,7,8,5,3,5,6,0,5,7,5,4,0,2,3,5,2,6,0,3,0,4,5,4,4,4,5,9,0,9,13,11,12,11,13,12,17,14,17,20,19,17,16,16,15,16,15,9,12,10,11,8,10,9,8,5,4,3,2,0,0,0,0,2,0,1,0,0
2022-03-26 22:00:00,2,0,0,0,1,5,2,4,1,0,9,7,4,6,5,5,5,6,3,3,4,5,7,0,6,8,4,7,4,3,7,1,5,3,4,4,2,3,4,1,3,0,2,2,4,3,3,2,0,3,4,6,5,5,7,6,7,6,7,0,8,7,5,8,7,9,9,7,9,10,9,14,22,25,29,28,26,23,20,18,13,16,14,9,9,8,6,0,8,8,5,5,4,2,1,0,0,2,0,0,1,0
2022-03-26 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,1,3,0,2,0,0,4,0,3,2,0,1,2,0,0,1,2,4,1,1,1,3,4,5,6,7,0,6,9,9,8,10,6,9,8,11,10,18,20,23,13,21,20,19,18,21,19,13,11,9,9,8,5,6,8,6,4,3,1,0,3,0,0,2,1,0,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,0,0,1,0,5,1,0,0,0,5,7,0,3,0,3,4,5,1,0,0,2,4,0,3,0,2,0,2,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,0,2,0,0,7,0,0,8,0,7,5,6,5,3,3,4,4,5,0,5,0,0,0,2,3,5,4,5,3,6,8,0,6,5,4,5,6,0,5,7,0,6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,0,1,1,0,0,2,0,0,1,0,2,3,2,2,3,1,4,5,1,6,0,1,0,0,3,5,4,0,3,2,3,3,4,2,0,5,4,3,1,0,0,0,0,0,1,4,3,1,2,0,0,1,1,0,1,2,3,0,0,0,0,1,0,1,0,1,2,0,1,3,1,2,1,2,1,0,2,1,0,2,1,1,0,0,2,2,4,0,0,2,2,3,0,0,0,0,2,0,0,0,0,0
2022-03-27 07:00:00,0,2,0,1,1,2,3,0,1,1,2,0,3,1,2,9,11,11,10,6,11,10,5,0,9,8,5,5,4,2,4,0,3,1,3,0,1,2,1,2,3,0,2,0,1,3,0,0,0,1,1,0,0,2,5,5,4,3,2,0,3,0,0,0,2,4,1,0,2,0,0,1,0,3,2,0,1,0,0,2,3,1,5,0,2,0,0,0,2,3,3,4,1,1,1,0,3,2,0,0,1,0
2022-03-27 08:00:00,1,1,0,0,0,1,0,0,1,0,3,4,4,3,4,6,7,7,6,5,6,6,4,0,4,3,2,2,5,7,0,4,7,4,4,0,2,2,1,0,2,0,1,0,2,3,4,3,2,0,0,3,4,4,4,3,4,3,4,3,0,4,2,1,3,0,5,0,4,3,3,3,5,6,4,4,4,3,5,4,3,4,5,0,4,3,5,5,7,8,5,6,5,3,2,9,8,1,0,0,0,0
2022-03-27 09:00:00,2,0,0,0,0,0,1,0,0,2,7,9,7,8,10,14,17,18,15,16,17,19,16,17,19,15,18,17,19,23,0,18,9,16,6,5,5,4,0,0,6,0,7,6,6,7,5,2,1,1,1,2,1,3,4,4,6,4,4,2,2,7,0,6,4,6,5,6,5,6,5,4,0,4,3,3,3,3,4,2,3,3,5,0,2,6,7,7,8,9,4,6,0,4,4,0,7,1,0,0,0,0
2022-03-27 10:00:00,2,0,0,3,2,3,3,1,4,5,7,6,6,8,7,9,10,13,12,14,15,20,0,9,15,14,9,13,16,19,11,20,21,16,8,9,8,6,5,0,8,7,5,2,8,7,4,8,7,4,1,4,4,0,5,7,8,7,8,4,3,4,0,3,4,3,4,0,5,4,6,7,0,7,6,5,3,4,3,6,7,7,6,5,5,3,3,0,5,5,4,3,1,2,3,4,3,1,0,0,0,0
2022-03-27 11:00:00,3,1,0,0,2,2,0,0,3,2,5,9,10,9,8,12,13,12,15,21,7,22,22,13,13,22,13,20,19,18,19,18,18,15,13,17,15,8,7,4,0,5,1,5,6,8,8,9,8,8,9,12,10,9,9,8,9,10,9,7,6,4,0,3,4,3,3,2,3,6,2,3,4,8,4,2,10,9,6,9,8,8,9,8,4,10,13,14,13,11,9,6,5,0,6,9,4,2,1,0,0,0
2022-03-27 12:00:00,0,1,2,2,3,3,4,2,10,8,9,10,11,10,13,17,20,24,24,29,28,29,9,28,28,25,23,19,17,16,0,16,22,14,9,9,6,7,6,4,7,0,9,9,8,7,6,0,6,6,4,4,9,2,11,9,10,10,7,8,4,6,0,4,6,5,6,7,7,7,6,9,10,13,5,11,10,11,13,6,14,11,8,7,6,10,14,15,7,17,14,8,7,8,10,6,8,2,0,0,0,0
2022-03-27 13:00:00,2,4,0,1,0,5,2,1,4,2,5,8,9,9,10,14,16,0,15,17,18,19,22,15,20,18,17,16,12,10,16,18,16,11,7,10,10,9,6,8,12,9,5,8,4,3,7,3,6,5,3,7,7,6,7,10,6,11,11,12,9,9,0,6,5,4,4,6,4,6,3,9,12,13,11,12,12,13,14,14,13,16,14,12,12,6,14,14,12,11,9,5,4,2,3,0,2,1,0,0,0,0
2022-03-27 14:00:00,1,2,0,0,0,4,0,0,6,0,11,14,11,12,10,10,15,15,16,19,22,27,26,14,26,22,20,18,17,15,15,16,15,9,6,12,10,7,8,8,8,10,9,9,12,11,11,8,5,4,5,7,4,3,6,11,12,9,7,6,7,10,11,6,7,12,8,14,4,3,6,7,6,6,12,11,9,8,10,11,11,8,9,8,0,10,9,9,13,12,9,6,5,5,0,0,4,1,0,0,0,0
