Unnamed: 0,1_범일운수종점,2_은행나무로입구,3_화인전자산업,4_경동택배,5_문일고입구,6_금천구청.금천경찰서,7_말미고개.금천소방서,8_금천우체국.독산1동주민센터,9_진도아파트,10_시흥모터스,11_제일모직아울렛,12_벽산디지털밸리,13_마리오아울렛,14_국민연금공단.구로금천지사앞,15_가산디지털단지역,16_마리오아울렛,17_벽산디지털밸리,18_제일모직아울렛,19_진도아파트,20_현대지식산업센터,21_홈플러스금천점,22_말미고개.금천소방서,23_금천구청.금천경찰서,24_시흥사거리,25_삼화약국,26_대우당약국,27_시흥동은행나무.은행나무시장,28_범일운수종점
2022-04-12 11:00:00,3,11,5,4,7,0,12,12,8,10,8,9,6,1,5,6,6,0,5,5,5,5,3,4,3,0,0,0
2022-04-12 12:00:00,4,8,9,8,9,10,8,13,14,13,11,9,6,1,8,9,8,9,8,5,8,5,5,4,0,2,0,0
2022-04-12 13:00:00,3,5,2,3,5,8,7,9,8,9,1,6,7,1,10,10,12,10,9,10,9,9,8,8,7,6,2,0
2022-04-12 14:00:00,5,9,8,0,8,8,9,10,9,0,8,8,7,3,8,9,11,7,9,6,10,11,6,5,4,4,0,0
2022-04-12 15:00:00,3,9,0,2,3,8,1,6,8,7,9,8,10,4,9,12,17,12,14,13,11,9,9,10,6,4,3,0
2022-04-12 16:00:00,7,11,6,10,12,10,11,16,18,0,12,12,9,4,12,16,18,19,15,17,17,16,15,15,14,12,4,0
2022-04-12 17:00:00,2,4,5,5,6,8,9,30,35,37,0,36,28,12,31,39,47,50,49,46,45,37,33,18,14,9,2,0
2022-04-12 18:00:00,3,6,0,4,6,7,9,32,35,36,43,49,38,16,31,38,58,59,56,54,52,41,34,36,33,23,10,0
2022-04-12 19:00:00,1,4,0,3,2,3,4,21,23,24,26,26,25,12,24,27,34,36,33,30,26,22,18,23,17,15,8,0
2022-04-12 20:00:00,1,2,0,2,0,3,4,8,9,4,5,5,7,8,16,26,28,30,24,24,21,18,18,16,13,9,3,0
2022-04-12 21:00:00,1,1,0,2,1,2,3,6,7,6,0,13,11,6,17,14,17,18,17,15,16,11,10,10,8,8,2,0
2022-04-12 22:00:00,0,1,0,2,1,2,1,7,6,0,6,7,6,5,19,9,12,20,17,14,14,12,9,14,11,8,2,0
2022-04-12 23:00:00,0,0,0,1,0,0,1,2,3,4,0,3,0,2,8,6,0,9,5,8,7,4,4,3,2,1,1,0
2022-04-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 04:00:00,7,7,8,9,10,11,14,13,12,11,11,10,8,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0
2022-04-13 05:00:00,3,10,11,13,12,12,16,16,16,14,13,10,8,1,3,0,0,0,3,0,0,0,1,1,0,0,0,0
2022-04-13 06:00:00,4,11,10,12,11,12,13,15,14,13,11,10,8,4,9,0,0,0,7,4,2,3,2,3,1,0,0,0
2022-04-13 07:00:00,21,33,34,38,39,43,51,49,49,47,35,27,24,12,22,21,20,21,18,6,7,4,6,4,0,0,0,0
2022-04-13 08:00:00,23,34,35,40,42,50,57,57,59,59,57,32,27,22,45,44,44,45,31,8,6,4,0,4,3,0,2,0
2022-04-13 09:00:00,8,14,17,20,24,29,32,39,40,41,37,29,26,7,16,17,17,17,16,7,4,5,4,3,2,1,0,0
2022-04-13 10:00:00,3,7,8,8,6,10,13,15,16,17,16,12,9,2,5,6,4,7,5,2,3,1,2,2,0,0,1,0
2022-04-13 11:00:00,2,10,12,13,8,10,11,13,14,12,13,9,8,3,4,4,0,6,6,5,5,2,4,4,6,5,2,0
2022-04-13 12:00:00,7,9,10,0,12,12,11,13,6,4,11,11,7,2,6,6,9,8,9,4,6,4,4,3,0,1,0,0
2022-04-13 13:00:00,3,7,5,4,7,6,5,10,4,5,6,9,7,1,8,9,8,8,5,6,5,7,5,6,4,3,1,0
2022-04-13 14:00:00,2,6,4,7,1,8,7,8,9,11,4,8,5,1,5,12,9,10,11,9,8,7,8,7,0,5,2,0
2022-04-13 15:00:00,4,8,5,8,5,6,7,11,10,0,9,9,6,4,7,10,11,7,10,9,10,9,7,8,7,4,2,0
2022-04-13 16:00:00,7,13,14,15,15,10,14,17,11,0,14,12,8,3,9,12,15,16,15,15,15,7,8,10,7,4,4,0
2022-04-13 17:00:00,6,9,6,10,11,12,14,24,26,27,51,47,40,9,32,35,44,46,45,45,38,36,29,26,25,21,5,0
2022-04-13 18:00:00,4,5,0,7,7,8,9,32,35,35,51,52,41,14,37,43,56,58,52,46,43,34,28,23,20,17,7,0
2022-04-13 19:00:00,2,4,5,6,9,9,9,22,28,29,30,32,29,15,29,35,39,38,38,34,32,30,25,26,25,20,6,0
2022-04-13 20:00:00,1,1,0,2,4,5,2,8,8,6,8,8,9,7,15,18,19,15,16,16,16,15,14,13,12,10,3,0
2022-04-13 21:00:00,1,3,2,0,2,3,3,9,0,10,0,10,11,8,16,19,24,25,23,23,22,20,15,9,7,6,2,0
2022-04-13 22:00:00,0,1,0,0,1,2,0,5,5,1,4,4,4,6,16,11,17,0,16,14,17,13,7,7,14,10,3,0
2022-04-13 23:00:00,1,3,0,1,0,3,2,3,0,1,0,0,3,3,9,10,0,8,9,9,9,6,6,8,7,6,2,0
2022-04-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 04:00:00,8,10,11,12,12,12,14,14,12,0,12,8,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-04-14 05:00:00,6,11,12,15,14,13,16,19,16,18,18,17,15,3,3,0,0,0,4,0,0,3,1,2,0,1,0,0
2022-04-14 06:00:00,4,8,9,10,7,9,11,13,14,12,11,7,5,2,6,0,4,0,3,2,0,1,1,0,0,1,0,0
2022-04-14 07:00:00,21,32,35,40,29,34,39,42,45,47,42,35,29,13,23,0,0,22,19,7,5,7,6,5,4,0,4,0
2022-04-14 08:00:00,24,41,42,43,44,52,60,62,58,58,49,32,28,24,45,41,36,43,29,9,8,4,5,3,2,3,0,0
2022-04-14 09:00:00,5,13,15,19,21,28,38,47,47,49,44,32,29,9,17,18,18,16,16,7,6,6,0,3,2,1,2,0
2022-04-14 10:00:00,9,15,12,8,10,14,17,16,15,16,14,13,9,4,8,9,7,8,10,9,2,4,2,4,0,3,0,0
2022-04-14 11:00:00,3,11,5,10,9,10,4,14,13,12,11,9,4,2,4,6,0,7,6,6,7,6,5,2,0,2,1,0
2022-04-14 12:00:00,3,1,0,3,4,7,8,10,11,10,9,7,5,3,6,7,9,9,8,7,6,4,4,5,3,3,2,0
2022-04-14 13:00:00,3,8,9,9,10,13,12,12,11,0,10,9,6,2,11,15,16,0,14,10,12,11,10,8,7,3,5,0
2022-04-14 14:00:00,2,5,0,0,8,4,5,9,13,0,12,8,7,3,12,17,18,10,17,10,5,9,10,11,0,6,0,0
2022-04-14 15:00:00,2,4,0,0,6,7,6,11,10,11,10,9,6,5,13,16,20,21,16,18,17,14,12,14,4,11,4,0
2022-04-14 16:00:00,10,11,11,9,14,15,17,18,14,14,19,18,13,5,10,14,15,16,12,15,17,16,16,11,11,9,5,0
2022-04-14 17:00:00,2,4,5,6,9,8,8,21,26,28,29,30,29,10,27,34,38,41,40,38,35,28,24,20,17,12,4,0
2022-04-14 18:00:00,4,2,0,5,4,5,7,26,33,35,42,45,36,16,39,41,49,34,50,46,36,28,25,22,17,15,7,0
2022-04-14 19:00:00,1,1,0,2,2,3,3,20,21,17,26,25,20,13,24,28,31,32,32,33,28,23,22,25,19,18,5,0
2022-04-14 20:00:00,2,5,2,2,4,5,3,11,12,9,11,12,12,5,12,14,17,19,18,19,18,16,14,14,11,8,3,0
2022-04-14 21:00:00,0,2,0,0,1,3,2,8,7,6,0,10,11,6,16,17,21,11,17,17,17,10,10,9,6,5,2,0
2022-04-14 22:00:00,0,0,0,1,2,4,5,7,6,7,3,8,6,7,16,19,20,0,18,16,13,11,10,11,9,8,2,0
2022-04-14 23:00:00,0,0,1,0,2,1,1,2,2,0,2,0,1,1,8,9,0,8,7,7,8,4,5,4,3,2,2,0
2022-04-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 04:00:00,8,11,12,14,11,13,14,16,17,0,15,13,11,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0
2022-04-15 05:00:00,8,12,13,14,13,12,17,18,13,17,18,13,8,1,2,0,0,0,0,3,0,0,0,1,0,0,0,0
2022-04-15 06:00:00,6,11,5,11,9,12,12,14,10,13,12,10,9,4,8,0,0,0,2,1,0,2,3,1,1,1,0,0
2022-04-15 07:00:00,16,28,29,34,36,36,40,41,42,46,39,34,31,13,28,29,0,29,23,22,6,10,5,4,3,2,0,0
2022-04-15 08:00:00,18,29,21,32,35,48,59,61,59,61,55,29,25,17,39,29,22,37,24,8,6,5,6,1,4,0,3,0
2022-04-15 09:00:00,8,16,18,19,22,22,32,34,34,36,32,21,19,11,25,23,23,24,22,9,6,5,4,1,1,0,0,0
2022-04-15 10:00:00,9,13,15,15,18,9,20,24,25,24,23,18,6,5,8,9,7,0,6,5,4,3,3,6,2,4,0,0
2022-04-15 11:00:00,3,10,11,10,9,12,14,14,15,17,8,11,9,3,7,8,10,0,8,8,11,10,10,7,6,4,3,0
2022-04-15 12:00:00,4,10,0,2,11,12,13,21,22,9,4,19,11,3,8,10,12,13,10,10,11,10,9,9,7,3,4,0
2022-04-15 13:00:00,4,11,12,14,15,16,18,12,11,7,12,10,9,1,5,6,9,0,8,10,10,9,11,12,6,9,1,0
2022-04-15 14:00:00,9,11,10,11,10,10,9,11,3,8,9,4,7,9,15,20,20,0,22,22,21,12,11,9,7,5,3,0
2022-04-15 15:00:00,10,13,0,12,14,14,13,20,7,5,11,11,5,3,13,19,18,12,13,16,13,11,10,8,7,6,2,0
2022-04-15 16:00:00,4,9,0,3,8,6,10,15,18,18,21,19,12,7,15,19,18,17,17,14,16,14,12,11,8,6,1,0
2022-04-15 17:00:00,4,5,4,6,8,7,11,28,31,32,34,31,24,11,27,39,44,46,44,43,41,31,28,22,19,12,7,0
2022-04-15 18:00:00,3,6,7,7,6,9,13,37,42,47,49,49,41,24,46,30,50,50,48,42,38,36,18,15,13,13,3,0
2022-04-15 19:00:00,2,3,1,4,4,5,9,26,17,29,30,31,21,11,23,30,35,34,34,34,28,30,26,26,20,19,5,0
2022-04-15 20:00:00,2,5,0,4,4,5,4,10,7,3,8,9,9,5,14,16,18,17,15,17,18,12,12,17,12,8,3,0
2022-04-15 21:00:00,3,4,0,0,4,3,3,8,7,6,6,8,7,4,10,14,16,17,15,14,14,10,8,9,5,6,3,0
2022-04-15 22:00:00,0,0,1,0,1,2,0,5,5,0,5,0,3,4,10,12,13,8,12,12,11,11,10,11,8,8,4,0
2022-04-15 23:00:00,1,0,0,0,0,1,1,2,0,1,1,0,0,2,10,11,7,14,7,11,13,11,8,9,6,4,2,0
2022-04-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
