Unnamed: 0,1_범일운수종점,2_은행나무로입구,3_화인전자산업,4_경동택배,5_문일고입구,6_금천구청.금천경찰서,7_말미고개.금천소방서,8_금천우체국.독산1동주민센터,9_진도아파트,10_시흥모터스,11_제일모직아울렛,12_벽산디지털밸리,13_마리오아울렛,14_국민연금공단.구로금천지사앞,15_가산디지털단지역,16_마리오아울렛,17_벽산디지털밸리,18_제일모직아울렛,19_진도아파트,20_현대지식산업센터,21_홈플러스금천점,22_말미고개.금천소방서,23_금천구청.금천경찰서,24_시흥사거리,25_삼화약국,26_대우당약국,27_시흥동은행나무.은행나무시장,28_범일운수종점
2022-04-04 05:00:00,6,10,0,0,0,10,12,17,13,16,17,16,12,3,2,0,0,0,1,2,0,2,3,4,0,2,1,0
2022-04-04 06:00:00,3,7,8,9,8,10,14,13,11,12,9,7,6,5,5,0,0,0,4,2,3,0,0,1,0,0,0,0
2022-04-04 07:00:00,23,40,42,45,32,36,43,44,43,40,35,29,27,14,31,32,0,15,21,5,3,1,4,0,3,0,0,0
2022-04-04 08:00:00,27,34,36,40,44,51,55,67,67,64,55,38,28,20,38,38,34,33,26,8,6,3,0,3,4,2,1,0
2022-04-04 09:00:00,7,13,10,14,16,24,27,33,35,35,31,19,15,8,18,19,15,19,16,5,4,4,5,4,3,2,1,0
2022-04-04 10:00:00,2,7,7,3,0,11,14,17,15,17,15,15,9,2,7,4,7,4,6,6,2,3,1,1,0,0,0,0
2022-04-04 11:00:00,5,8,4,9,10,9,9,14,0,0,13,12,4,1,7,8,0,0,7,6,6,4,7,6,0,2,1,0
2022-04-04 12:00:00,5,7,7,9,9,6,5,8,4,9,0,5,6,5,8,9,11,0,9,8,4,7,6,1,5,4,0,0
2022-04-04 13:00:00,4,7,6,5,0,14,14,11,14,9,0,11,7,5,8,10,12,0,11,8,7,7,7,9,0,8,3,0
2022-04-04 14:00:00,2,4,5,1,7,5,5,7,0,9,3,8,5,4,9,11,13,15,13,10,11,9,8,8,7,6,2,0
2022-04-04 15:00:00,2,4,0,0,6,8,0,13,6,5,8,10,7,5,5,8,9,8,7,7,8,10,10,6,6,5,1,0
2022-04-04 16:00:00,8,9,9,10,12,11,14,15,17,16,14,14,13,10,16,20,21,17,19,15,16,13,12,11,9,7,1,0
2022-04-04 17:00:00,8,10,0,1,2,8,6,21,24,25,28,30,25,10,24,26,33,37,34,31,26,24,14,20,16,13,4,0
2022-04-04 18:00:00,5,4,7,3,5,2,9,27,30,32,36,40,37,21,45,48,60,61,59,55,56,50,42,31,26,22,9,0
2022-04-04 19:00:00,3,4,2,6,2,3,1,21,25,26,0,17,18,12,23,27,40,42,42,44,39,32,27,25,22,19,5,0
2022-04-04 20:00:00,1,2,0,0,3,5,3,6,8,5,7,5,4,8,14,17,21,20,19,18,14,10,10,11,9,8,2,0
2022-04-04 21:00:00,2,2,0,1,3,4,5,7,5,6,0,7,8,14,22,25,29,0,27,25,22,17,13,11,7,5,4,0
2022-04-04 22:00:00,1,1,0,1,3,0,0,6,5,4,5,6,5,4,10,12,13,0,12,8,13,8,7,13,12,10,3,0
2022-04-04 23:00:00,1,0,0,0,0,1,0,2,2,2,1,0,0,3,7,8,0,0,6,5,4,5,6,4,3,2,1,0
2022-04-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 04:00:00,9,11,7,10,11,10,12,12,0,0,11,8,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-04-05 05:00:00,8,11,6,12,11,11,15,16,16,15,13,12,10,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0
2022-04-05 06:00:00,4,7,7,9,8,10,17,17,16,13,11,8,6,7,12,1,0,11,2,0,0,0,2,0,0,1,0,0
2022-04-05 07:00:00,26,36,40,44,32,37,43,44,40,42,39,30,25,14,22,0,0,21,18,6,2,5,3,2,1,0,2,0
2022-04-05 08:00:00,23,36,20,39,48,53,57,61,59,58,50,34,25,21,37,39,26,37,28,6,5,4,3,3,3,2,0,0
2022-04-05 09:00:00,7,18,18,20,23,26,33,36,39,41,39,31,27,12,24,25,19,6,20,10,6,5,1,4,0,0,2,0
2022-04-05 10:00:00,4,9,9,10,8,11,12,16,14,14,13,13,8,4,9,4,5,3,7,6,0,3,2,3,0,0,1,0
2022-04-05 11:00:00,3,11,5,4,7,0,12,12,8,10,8,9,6,1,5,6,6,0,5,5,5,5,3,4,3,0,0,0
2022-04-05 12:00:00,4,8,9,8,9,10,8,13,14,13,11,9,6,1,8,9,8,9,8,5,8,5,5,4,0,2,0,0
2022-04-05 13:00:00,3,5,2,3,5,8,7,9,8,9,1,6,7,1,10,10,12,10,9,10,9,9,8,8,7,6,2,0
2022-04-05 14:00:00,5,9,8,0,8,8,9,10,9,0,8,8,7,3,8,9,11,7,9,6,10,11,6,5,4,4,0,0
2022-04-05 15:00:00,3,9,0,2,3,8,1,6,8,7,9,8,10,4,9,12,17,12,14,13,11,9,9,10,6,4,3,0
2022-04-05 16:00:00,7,11,6,10,12,10,11,16,18,0,12,12,9,4,12,16,18,19,15,17,17,16,15,15,14,12,4,0
2022-04-05 17:00:00,2,4,5,5,6,8,9,30,35,37,0,36,28,12,31,39,47,50,49,46,45,37,33,18,14,9,2,0
2022-04-05 18:00:00,3,6,0,4,6,7,9,32,35,36,43,49,38,16,31,38,58,59,56,54,52,41,34,36,33,23,10,0
2022-04-05 19:00:00,1,4,0,3,2,3,4,21,23,24,26,26,25,12,24,27,34,36,33,30,26,22,18,23,17,15,8,0
2022-04-05 20:00:00,1,2,0,2,0,3,4,8,9,4,5,5,7,8,16,26,28,30,24,24,21,18,18,16,13,9,3,0
2022-04-05 21:00:00,1,1,0,2,1,2,3,6,7,6,0,13,11,6,17,14,17,18,17,15,16,11,10,10,8,8,2,0
2022-04-05 22:00:00,0,1,0,2,1,2,1,7,6,0,6,7,6,5,19,9,12,20,17,14,14,12,9,14,11,8,2,0
2022-04-05 23:00:00,0,0,0,1,0,0,1,2,3,4,0,3,0,2,8,6,0,9,5,8,7,4,4,3,2,1,1,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,8,9,10,10,9,12,12,13,0,0,11,8,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,6,11,11,8,8,12,13,14,13,13,15,10,13,3,5,0,4,0,3,1,0,0,1,0,0,0,0,0
2022-04-06 06:00:00,3,8,6,10,7,9,10,14,13,9,12,10,9,8,4,0,0,2,4,3,2,2,0,0,2,1,0,0
2022-04-06 07:00:00,19,29,30,35,38,36,39,45,43,43,41,34,28,13,22,0,0,19,19,8,4,5,0,3,2,0,1,0
2022-04-06 08:00:00,25,40,41,42,46,53,55,57,54,54,52,31,25,25,51,50,48,32,33,12,9,9,10,9,8,3,3,0
2022-04-06 09:00:00,11,17,17,20,24,28,29,38,38,41,34,21,17,7,17,18,17,18,16,6,3,5,1,6,2,2,1,0
2022-04-06 10:00:00,6,9,0,8,6,8,12,12,12,10,9,9,6,1,6,0,7,7,6,3,3,1,2,5,0,4,2,0
2022-04-06 11:00:00,4,7,9,10,9,8,6,8,0,0,5,6,4,4,7,7,9,0,10,10,5,9,4,7,0,0,1,0
2022-04-06 12:00:00,6,8,10,11,13,12,10,7,7,8,5,8,6,2,5,8,9,5,7,6,6,5,4,4,3,0,1,0
2022-04-06 13:00:00,4,7,0,8,9,9,12,11,11,11,9,8,6,2,7,11,13,10,12,12,12,11,9,11,10,3,3,0
2022-04-06 14:00:00,2,6,0,0,6,8,9,11,6,6,5,9,6,3,9,13,11,5,11,10,10,8,5,8,7,5,1,0
2022-04-06 15:00:00,7,0,0,8,7,4,3,12,6,7,11,9,4,5,10,17,10,0,8,9,8,9,7,8,5,5,1,0
2022-04-06 16:00:00,6,8,0,9,1,7,6,18,11,12,13,12,9,7,13,18,20,21,21,18,17,13,14,11,0,8,3,0
2022-04-06 17:00:00,1,5,1,5,4,6,7,25,32,36,37,37,35,9,24,38,49,51,50,48,39,33,28,23,17,14,6,0
2022-04-06 18:00:00,2,3,6,7,4,6,8,38,42,33,44,43,37,19,34,41,47,46,45,41,37,33,29,30,27,17,5,0
2022-04-06 19:00:00,2,0,0,0,3,4,5,17,18,17,11,18,16,16,30,32,37,46,46,44,38,30,24,23,20,19,7,0
2022-04-06 20:00:00,2,4,0,4,1,4,1,9,10,9,9,10,10,3,18,21,23,24,23,18,13,10,9,11,11,8,3,0
2022-04-06 21:00:00,2,3,0,1,4,2,0,6,7,4,5,7,7,5,18,22,23,24,24,21,18,12,11,10,8,6,2,0
2022-04-06 22:00:00,0,0,0,0,2,1,0,4,2,0,0,4,3,5,12,13,10,8,10,8,9,9,10,10,5,8,1,0
2022-04-06 23:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,2,12,13,12,6,10,6,11,8,9,8,1,1,4,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,10,9,7,8,9,11,12,12,12,0,10,8,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,9,15,16,10,11,12,17,16,16,11,15,13,8,2,5,0,3,0,2,1,0,1,0,2,0,1,0,0
2022-04-07 06:00:00,2,7,8,9,7,12,13,13,12,12,10,9,7,5,3,0,0,0,5,0,2,3,0,4,1,0,1,0
2022-04-07 07:00:00,24,37,38,43,45,36,45,59,58,60,59,26,23,9,17,16,0,18,18,5,5,3,3,5,4,0,1,0
2022-04-07 08:00:00,23,37,26,39,45,49,58,64,61,61,51,40,33,24,43,41,42,41,33,11,6,5,0,3,2,0,0,0
2022-04-07 09:00:00,9,16,18,20,22,26,28,32,33,34,28,21,18,6,22,22,24,8,19,6,4,3,2,1,0,0,0,0
2022-04-07 10:00:00,7,13,14,13,14,15,17,18,19,17,14,13,10,2,8,16,0,17,15,23,21,12,10,2,3,2,0,0
2022-04-07 11:00:00,6,8,9,10,9,7,9,12,12,7,13,9,7,5,8,11,13,0,11,6,5,0,1,2,0,2,1,0
2022-04-07 12:00:00,3,7,4,8,5,5,6,7,8,0,9,8,3,2,6,7,7,8,8,8,7,5,7,6,1,5,4,0
2022-04-07 13:00:00,3,4,5,4,5,7,8,14,0,15,14,12,8,2,8,13,12,8,13,11,10,12,11,11,7,8,4,0
2022-04-07 14:00:00,9,11,0,6,5,10,8,12,13,12,11,8,8,8,11,15,16,7,15,13,11,9,8,8,5,7,1,0
2022-04-07 15:00:00,1,6,0,5,6,6,7,9,0,6,8,7,6,3,13,15,18,13,16,16,13,10,13,10,5,2,2,0
2022-04-07 16:00:00,9,12,13,15,16,15,16,19,10,18,18,7,15,6,14,17,19,7,9,16,14,13,10,14,8,10,4,0
2022-04-07 17:00:00,4,6,6,6,7,9,11,22,29,30,36,37,32,12,29,30,42,43,39,34,33,27,25,22,19,17,4,0
2022-04-07 18:00:00,0,2,6,4,7,8,9,41,41,42,46,47,40,19,35,37,49,54,49,42,34,26,25,20,20,15,5,0
2022-04-07 19:00:00,1,3,0,2,3,3,4,17,19,10,21,10,16,13,25,32,36,38,35,37,28,25,24,22,21,17,9,0
2022-04-07 20:00:00,2,2,0,3,4,3,4,7,10,5,6,12,12,12,18,21,22,17,20,14,16,14,13,11,8,7,3,0
2022-04-07 21:00:00,0,1,0,1,2,0,3,10,11,0,10,8,7,7,15,18,23,18,19,21,20,17,16,13,11,9,2,0
2022-04-07 22:00:00,2,2,0,0,3,2,0,5,5,2,4,0,5,5,12,10,13,0,12,12,12,9,8,10,7,8,3,0
2022-04-07 23:00:00,0,1,0,0,1,3,0,3,2,2,0,4,0,2,10,6,5,7,9,8,7,7,6,7,6,5,2,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,9,9,10,10,11,14,16,16,10,0,14,11,8,3,0,0,0,0,2,0,3,0,0,0,0,0,0,0
2022-04-08 05:00:00,3,15,16,8,0,13,15,16,15,14,15,14,8,3,3,0,0,0,0,0,0,1,1,2,1,0,0,0
2022-04-08 06:00:00,3,7,8,7,8,9,11,12,11,10,9,7,5,4,4,0,0,0,4,3,2,3,1,1,2,1,0,0
2022-04-08 07:00:00,18,37,37,40,41,40,43,46,47,47,32,28,23,11,20,0,10,7,15,5,4,2,0,3,1,0,0,0
2022-04-08 08:00:00,23,35,35,39,42,50,58,61,55,55,49,30,28,24,42,40,35,39,28,9,8,7,3,7,5,3,2,0
2022-04-08 09:00:00,7,13,14,17,19,20,26,29,32,32,28,23,17,10,17,15,15,17,14,7,5,5,4,5,4,0,1,0
2022-04-08 10:00:00,4,10,12,0,13,14,12,15,16,14,13,10,9,3,8,0,7,7,4,13,3,12,10,3,2,2,2,0
2022-04-08 11:00:00,2,9,10,11,12,9,13,12,14,15,14,10,7,2,7,6,8,0,9,6,5,6,5,4,3,2,1,0
2022-04-08 12:00:00,5,11,4,12,11,12,13,15,8,9,8,11,5,3,5,6,4,0,4,7,7,2,3,3,0,3,1,0
2022-04-08 13:00:00,2,7,6,8,7,8,9,6,7,6,3,7,7,4,11,14,4,8,12,13,12,8,6,7,6,4,1,0
2022-04-08 14:00:00,5,5,0,2,4,0,6,9,7,8,9,0,4,4,9,13,16,17,10,15,16,17,16,8,0,7,2,0
2022-04-08 15:00:00,3,4,4,6,4,5,8,11,10,10,11,10,7,4,9,12,13,16,15,15,12,12,10,10,8,9,3,0
2022-04-08 16:00:00,4,6,6,7,10,9,12,17,18,19,17,16,15,6,12,15,14,15,15,15,15,15,16,17,14,13,3,0
2022-04-08 17:00:00,4,7,6,9,7,10,12,18,23,24,25,25,22,14,28,30,32,35,33,34,28,21,21,23,19,15,5,0
2022-04-08 18:00:00,4,7,7,2,8,10,10,39,43,45,35,42,36,24,29,35,46,47,45,41,37,29,27,25,22,15,4,0
2022-04-08 19:00:00,1,2,0,1,1,2,3,16,17,16,16,21,16,13,20,21,24,27,24,28,25,23,19,17,15,14,9,0
2022-04-08 20:00:00,2,1,1,0,2,3,2,9,10,0,8,9,12,6,12,18,17,17,15,14,22,17,15,13,10,7,3,0
2022-04-08 21:00:00,1,2,0,0,2,2,1,4,6,7,3,5,9,4,12,14,14,16,16,14,14,12,10,8,7,8,3,1
2022-04-08 22:00:00,0,1,0,1,2,1,0,4,7,4,5,6,3,6,10,11,12,13,12,10,16,13,11,9,8,7,2,0
2022-04-08 23:00:00,0,1,0,0,0,2,3,5,3,4,0,6,5,3,11,11,0,10,6,4,10,5,6,7,6,2,1,0
2022-04-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 04:00:00,6,6,6,6,5,5,7,7,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 05:00:00,3,7,8,9,0,12,12,11,10,5,9,5,8,3,3,0,0,2,0,0,0,2,0,1,0,0,0,0
2022-04-09 06:00:00,1,4,0,6,7,4,8,7,8,7,7,5,5,2,1,0,0,0,3,2,0,3,2,1,0,0,1,0
2022-04-09 07:00:00,2,5,8,5,5,7,4,9,8,0,4,6,5,3,9,0,0,4,8,2,2,0,1,0,0,0,0,0
2022-04-09 08:00:00,4,11,10,12,0,11,12,8,8,0,7,6,5,4,8,2,0,5,9,5,4,3,3,0,1,0,2,0
2022-04-09 09:00:00,3,9,10,12,11,15,19,16,18,17,16,15,11,1,5,0,5,6,5,4,5,6,2,2,1,1,0,0
2022-04-09 10:00:00,3,13,0,0,8,12,12,9,11,7,10,0,7,1,8,0,0,3,7,6,7,6,5,6,3,4,1,0
2022-04-09 11:00:00,6,12,14,15,13,14,12,14,13,12,13,10,7,1,6,0,9,10,7,6,5,4,2,2,0,0,0,0
2022-04-09 12:00:00,5,7,8,0,14,18,19,20,21,23,22,16,13,3,6,14,0,0,10,8,12,10,5,5,0,4,3,0
2022-04-09 13:00:00,6,9,0,8,14,14,17,22,21,22,20,18,8,4,8,15,16,15,14,14,14,13,11,14,12,11,3,0
2022-04-09 14:00:00,7,8,12,15,20,20,12,21,18,22,21,18,9,7,6,14,15,16,13,11,10,9,6,8,5,5,3,0
2022-04-09 15:00:00,6,7,7,11,12,14,15,19,18,0,21,21,12,3,8,21,23,24,24,24,25,21,16,18,17,12,7,0
2022-04-09 16:00:00,4,8,9,0,11,9,10,14,17,0,16,13,11,5,19,32,33,32,29,29,26,22,19,18,14,11,5,0
2022-04-09 17:00:00,1,6,2,7,8,9,5,10,11,13,13,16,13,7,15,31,37,38,24,34,34,34,26,22,16,15,7,1
2022-04-09 18:00:00,1,1,0,1,3,5,6,7,9,8,3,5,9,6,10,20,27,29,24,26,26,21,19,14,9,13,6,0
2022-04-09 19:00:00,2,4,0,0,3,0,3,5,0,4,3,7,8,11,16,22,12,23,23,18,17,16,15,13,12,10,2,0
2022-04-09 20:00:00,0,4,0,1,0,1,3,3,3,0,0,1,3,2,5,14,0,17,14,11,13,14,12,9,6,5,2,0
2022-04-09 21:00:00,0,0,0,0,0,2,1,5,4,4,5,8,6,7,11,12,15,13,13,14,14,13,10,10,9,4,1,0
2022-04-09 22:00:00,1,1,0,0,0,0,0,1,0,0,1,2,0,2,5,3,18,19,18,4,16,13,4,12,8,6,2,0
2022-04-09 23:00:00,1,0,0,3,4,5,0,2,1,0,0,0,0,2,5,0,0,6,3,4,7,5,4,3,2,1,1,0
2022-04-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 04:00:00,2,2,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 05:00:00,1,3,0,3,3,2,4,4,2,0,3,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2022-04-10 06:00:00,2,4,0,0,2,0,1,4,2,3,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-04-10 07:00:00,0,1,0,3,0,0,2,4,3,1,2,0,1,0,2,3,0,0,2,0,1,0,0,0,0,0,0,0
2022-04-10 08:00:00,2,3,0,0,2,1,2,2,1,0,0,0,0,2,4,5,0,2,3,2,1,1,0,0,0,0,0,0
2022-04-10 09:00:00,4,9,0,7,6,7,8,7,10,9,7,4,6,4,6,0,0,0,4,2,2,0,0,0,0,1,0,0
2022-04-10 10:00:00,5,6,6,3,0,8,6,11,11,7,0,7,4,2,2,0,0,0,1,0,3,0,1,0,0,0,0,0
2022-04-10 11:00:00,5,8,0,8,8,9,13,12,13,13,12,10,5,5,6,7,0,0,4,0,2,1,0,3,2,0,0,0
2022-04-10 12:00:00,10,17,18,0,4,16,17,24,12,0,24,20,13,5,6,12,8,9,6,8,6,5,2,2,1,0,0,0
2022-04-10 13:00:00,6,11,13,0,13,17,24,22,15,0,16,18,6,5,6,15,16,0,5,15,9,9,8,6,5,4,0,0
2022-04-10 14:00:00,5,9,10,13,15,14,12,20,0,14,17,12,8,3,5,13,14,0,13,11,10,8,7,6,2,3,3,0
2022-04-10 15:00:00,4,6,0,5,5,6,8,12,6,13,12,10,6,4,10,24,29,20,24,19,18,12,9,8,7,5,1,0
2022-04-10 16:00:00,2,6,5,6,4,8,10,16,16,11,17,13,11,8,14,21,26,24,25,25,24,23,16,17,7,14,2,0
2022-04-10 17:00:00,2,7,6,3,5,6,6,10,8,9,0,8,7,7,12,17,20,21,18,20,18,22,21,14,12,11,2,0
2022-04-10 18:00:00,0,2,2,3,7,10,6,11,13,7,9,5,8,11,14,19,21,7,19,20,18,17,13,12,5,10,4,0
2022-04-10 19:00:00,2,4,3,0,0,4,7,9,9,0,0,4,6,8,12,17,22,0,20,18,19,15,16,12,10,9,4,1
2022-04-10 20:00:00,2,1,0,0,0,3,0,2,0,4,0,3,5,7,11,12,13,0,12,12,12,11,12,13,11,10,6,0
2022-04-10 21:00:00,1,2,0,0,0,2,0,3,0,0,0,6,9,7,7,11,14,0,13,8,12,7,7,3,4,2,1,0
2022-04-10 22:00:00,0,0,0,1,1,0,0,0,1,2,0,0,1,1,4,6,7,6,5,5,6,7,4,5,0,4,1,0
2022-04-10 23:00:00,1,0,0,2,0,1,0,2,2,1,0,0,0,1,5,0,6,0,4,0,3,3,2,2,1,1,0,0
2022-04-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 04:00:00,9,8,7,7,8,10,10,10,11,9,7,5,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-04-11 05:00:00,7,12,10,14,13,11,14,15,16,6,15,11,12,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2022-04-11 06:00:00,6,9,10,9,11,10,11,13,13,12,9,8,6,2,5,0,0,0,4,2,2,1,2,0,0,1,0,0
2022-04-11 07:00:00,26,36,39,45,48,37,45,48,52,53,48,40,35,11,24,0,0,26,18,5,5,4,5,1,0,1,3,0
2022-04-11 08:00:00,22,31,32,35,46,49,54,61,60,66,54,38,31,19,34,31,33,33,23,10,7,6,5,4,4,0,3,0
2022-04-11 09:00:00,9,18,18,24,25,25,27,34,37,35,33,24,21,7,19,18,18,19,13,5,2,1,3,3,0,2,0,0
2022-04-11 10:00:00,2,7,8,9,0,9,13,14,15,16,15,10,8,2,8,4,7,7,7,3,5,4,1,1,1,0,0,0
2022-04-11 11:00:00,4,6,8,4,8,12,13,14,0,14,13,10,6,3,6,7,6,7,2,4,3,4,4,3,2,1,1,0
2022-04-11 12:00:00,7,8,0,6,9,9,8,10,11,11,10,11,6,3,10,7,9,7,9,8,7,5,7,5,2,1,0,0
2022-04-11 13:00:00,5,10,11,0,10,8,10,7,4,0,5,6,4,4,10,13,16,10,17,17,17,16,14,12,6,9,3,1
2022-04-11 14:00:00,4,5,6,0,8,7,7,8,9,3,5,7,7,5,10,13,12,13,12,11,13,13,10,8,3,6,7,0
2022-04-11 15:00:00,4,0,4,0,7,9,8,10,9,9,8,7,6,3,10,12,16,10,14,18,16,14,11,11,9,8,1,0
2022-04-11 16:00:00,6,9,9,11,9,11,12,13,12,8,12,11,10,5,23,27,29,30,26,24,23,19,17,18,16,12,3,0
2022-04-11 17:00:00,2,8,4,4,5,7,9,19,30,28,32,36,29,10,25,27,36,38,36,32,30,28,25,19,16,11,6,0
2022-04-11 18:00:00,3,8,8,7,9,8,10,33,40,45,52,53,46,18,42,43,42,43,42,41,38,33,28,28,22,18,9,0
2022-04-11 19:00:00,0,1,0,1,8,10,5,17,16,18,29,28,26,15,25,29,49,49,46,46,42,32,25,25,19,17,7,0
2022-04-11 20:00:00,1,2,0,0,0,2,0,9,12,7,3,11,11,6,12,14,15,12,16,19,17,14,13,13,12,10,5,0
2022-04-11 21:00:00,1,0,0,1,2,1,2,5,0,1,5,8,12,11,15,18,23,16,21,22,21,17,13,12,10,6,2,0
2022-04-11 22:00:00,1,1,0,0,4,2,1,7,8,4,0,9,8,4,14,0,15,8,14,3,12,11,10,3,6,8,3,0
2022-04-11 23:00:00,0,1,0,1,0,0,0,2,0,0,1,0,3,3,9,11,12,8,10,8,8,5,5,6,1,3,2,0
2022-04-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 04:00:00,9,11,7,10,11,10,12,12,0,0,11,8,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-04-12 05:00:00,8,11,6,12,11,11,15,16,16,15,13,12,10,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0
2022-04-12 06:00:00,4,7,7,9,8,10,17,17,16,13,11,8,6,7,12,1,0,11,2,0,0,0,2,0,0,1,0,0
2022-04-12 07:00:00,26,36,40,44,32,37,43,44,40,42,39,30,25,14,22,0,0,21,18,6,2,5,3,2,1,0,2,0
2022-04-12 08:00:00,23,36,20,39,48,53,57,61,59,58,50,34,25,21,37,39,26,37,28,6,5,4,3,3,3,2,0,0
2022-04-12 09:00:00,7,18,18,20,23,26,33,36,39,41,39,31,27,12,24,25,19,6,20,10,6,5,1,4,0,0,2,0
2022-04-12 10:00:00,4,9,9,10,8,11,12,16,14,14,13,13,8,4,9,4,5,3,7,6,0,3,2,3,0,0,1,0
