Unnamed: 0,1_신자초등학교앞,2_자양미소약국.자양골목시장,3_국민은행자양지점앞,4_자양아파트앞,5_잠실대교전망쉼터,6_잠실역,7_잠실역.롯데월드,8_잠실5단지,9_잠실새내역.잠실2동주민센터,10_잠실엘스아파트앞,11_종합운동장사거리,12_잠실종합운동장,13_강남경찰서면허시험장,14_삼성역7번출구,15_봉은사역3번출구.삼성1파출소,16_청담역.경기고교,17_진흥아파트,18_청담역,19_센트럴아이파크.강남구도시관리공단,20_한별구립어린이집,21_포스코사거리,22_대치사거리,23_대치동현대아파트,24_농협대치지점,25_대치SKVIEW아파트.서울교회,26_대치역1번출구,27_래미안대치팰리스,28_도곡역2번출구.동부센트레빌,29_중대부고,30_단대부고.대치아이파크아파트,31_한티역3번출구.서울강남고용노동지청,32_삼성아파트입구,33_대치현대아파트,34_대치사거리,35_포스코사거리,36_한별구립어린이집,37_센트럴아이파크.강남구도시관리공단,38_진흥아파트청담역,39_청담역.경기고교,40_봉은사.삼성1파출소앞,41_무역센타,42_강남경찰서.강남운전면허시험장,43_잠실종합운동장,44_종합운동장사거리,45_잠실새내역4번출구,46_잠실트리지움아파트앞,47_잠실역,48_잠실대교전망쉼터,49_자양아파트앞,50_국민은행자양지점앞,51_자양미소약국.자양골목시장,52_신자초등학교앞
2022-04-03 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 04:00:00,1,2,3,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 05:00:00,0,3,2,3,0,3,4,2,3,3,2,1,0,3,1,1,3,2,0,2,0,0,3,1,0,0,0,0,0,1,2,0,3,0,0,1,2,1,0,4,5,4,1,5,1,2,0,0,0,0,0,0
2022-04-03 06:00:00,1,4,6,3,2,5,4,0,3,0,2,1,0,2,1,1,2,5,3,2,3,2,1,1,0,2,1,0,0,0,1,1,1,1,2,3,1,2,2,1,0,1,2,0,3,4,5,0,4,3,0,0
2022-04-03 07:00:00,2,3,7,4,4,4,4,4,4,1,0,5,3,2,4,3,5,7,8,7,6,3,4,2,2,2,0,0,1,1,1,0,1,3,3,4,5,1,0,2,1,1,2,2,3,0,3,0,2,0,2,0
2022-04-03 08:00:00,4,10,19,20,17,7,5,7,6,6,3,5,0,1,3,3,6,10,3,10,11,10,12,4,0,2,0,0,2,3,8,7,5,5,6,1,4,4,8,6,1,2,2,1,0,3,3,0,2,2,0,0
2022-04-03 09:00:00,1,6,10,14,9,9,10,10,9,7,4,3,0,3,5,3,6,12,12,11,9,10,7,4,3,1,4,3,5,6,8,7,3,4,4,5,4,4,7,3,3,4,0,2,3,2,4,0,2,2,0,0
2022-04-03 10:00:00,3,7,12,15,13,6,6,7,6,7,6,3,3,4,7,6,6,9,12,9,12,10,8,4,5,3,3,2,3,3,8,5,6,8,7,5,4,3,8,9,6,5,5,0,1,0,5,3,4,3,1,0
2022-04-03 11:00:00,3,7,10,15,14,9,10,11,9,6,4,3,0,4,5,2,4,10,11,11,9,7,7,6,5,4,2,1,4,6,8,5,5,2,7,5,0,3,3,3,2,1,1,6,6,4,4,4,3,2,0,0
2022-04-03 12:00:00,2,8,14,15,14,9,10,5,5,3,4,0,2,3,4,3,7,11,14,15,14,11,12,9,7,8,5,4,8,11,11,13,15,12,10,14,9,7,10,7,4,0,6,5,6,5,11,5,4,8,7,0
2022-04-03 13:00:00,3,6,14,18,20,15,5,15,17,16,7,7,5,4,7,7,13,8,16,15,9,14,19,20,5,16,12,9,14,12,14,11,14,13,15,12,11,8,8,9,9,6,6,6,10,8,11,8,7,4,1,0
2022-04-03 14:00:00,5,8,10,12,10,8,6,5,6,5,7,5,4,6,4,5,5,5,7,4,7,7,5,5,4,6,4,2,3,2,13,11,8,9,8,9,6,4,5,7,5,8,6,10,7,8,13,11,7,4,2,1
2022-04-03 15:00:00,5,6,8,12,11,4,6,5,6,5,2,1,2,6,9,5,3,6,7,6,7,12,11,3,2,6,4,2,5,7,11,10,9,10,10,8,7,9,11,6,6,7,8,10,10,8,20,19,8,2,1,0
2022-04-03 16:00:00,6,7,9,18,17,10,11,14,14,13,9,10,8,7,8,6,7,6,10,8,9,8,8,10,4,7,4,5,6,7,6,8,9,11,9,9,8,7,9,7,6,7,5,7,7,7,17,8,13,8,3,0
2022-04-03 17:00:00,5,6,11,14,16,10,6,5,5,6,9,11,9,9,11,6,17,17,16,1,14,12,7,8,9,8,9,10,11,10,9,19,24,25,26,25,12,13,12,13,9,6,13,12,11,10,16,5,10,9,6,0
2022-04-03 18:00:00,3,5,9,10,9,5,6,2,4,4,3,3,4,8,9,5,5,8,7,7,7,6,7,8,7,6,4,8,7,8,9,12,17,16,16,15,10,8,7,3,4,5,6,9,16,17,27,25,17,7,1,0
2022-04-03 19:00:00,3,6,7,6,8,3,5,5,3,8,7,2,0,8,8,5,8,6,5,6,5,10,8,8,3,8,5,4,5,3,4,4,6,10,12,10,10,7,5,5,7,0,6,10,8,10,22,11,7,3,0,0
2022-04-03 20:00:00,1,3,4,4,3,2,0,0,0,3,4,1,0,6,7,2,3,3,3,0,5,5,1,5,0,6,1,0,3,0,4,7,10,11,14,13,11,3,2,3,6,6,8,10,12,2,16,18,14,6,3,0
2022-04-03 21:00:00,0,0,1,1,2,0,3,0,0,3,1,3,2,4,7,3,5,4,3,3,0,3,7,9,8,7,7,6,4,3,4,6,11,12,11,11,10,5,4,5,8,5,7,11,13,12,17,11,12,6,5,0
2022-04-03 22:00:00,1,0,4,5,0,4,4,0,1,3,0,2,0,3,5,3,5,7,6,3,4,8,7,13,11,7,7,5,4,1,4,13,23,29,15,27,15,7,4,8,9,1,7,8,10,11,16,0,9,4,1,0
2022-04-03 23:00:00,1,3,5,3,2,1,1,0,0,2,0,0,0,2,2,2,3,0,2,3,0,2,1,4,0,3,3,2,2,3,5,4,6,7,1,4,4,2,2,1,0,2,0,1,4,7,13,12,12,6,2,0
2022-04-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 04:00:00,3,8,15,19,23,21,15,0,11,16,15,15,11,9,8,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 05:00:00,4,5,8,10,8,14,17,5,7,6,13,8,10,7,3,4,2,5,2,3,0,2,0,1,1,0,2,0,0,0,1,0,2,1,1,1,0,1,0,5,8,3,1,3,1,0,1,0,0,0,0,0
2022-04-04 06:00:00,2,9,14,15,13,6,6,7,5,4,4,4,3,4,3,2,13,13,12,11,8,4,6,4,3,2,1,1,1,0,2,3,4,5,6,2,5,2,6,3,2,0,1,1,1,2,5,0,2,1,0,0
2022-04-04 07:00:00,6,16,24,28,25,12,13,18,12,15,11,11,8,9,9,15,28,53,54,53,23,17,17,17,19,18,16,4,8,15,22,26,31,31,34,33,8,22,32,31,6,6,5,5,1,6,4,3,3,3,1,0
2022-04-04 08:00:00,8,18,22,28,24,16,19,21,20,19,17,16,9,17,19,17,48,73,72,49,19,9,8,10,6,4,5,3,5,5,9,22,19,15,13,16,12,36,57,46,23,6,5,3,4,5,10,6,7,4,2,0
2022-04-04 09:00:00,3,6,11,15,14,7,14,13,12,9,8,7,6,5,6,7,19,39,36,32,7,4,4,3,2,1,1,2,3,4,11,9,8,10,7,6,5,13,25,14,10,6,7,3,4,1,6,5,4,2,2,0
2022-04-04 10:00:00,3,5,7,12,11,8,13,11,8,5,2,7,2,4,3,4,9,20,20,14,4,7,8,5,4,3,2,3,4,2,3,5,5,3,3,4,3,5,11,5,4,3,0,2,3,2,8,2,6,3,2,0
2022-04-04 11:00:00,1,3,11,6,6,5,5,6,4,5,3,3,2,3,2,1,5,10,10,10,7,7,8,5,2,3,1,0,3,3,5,3,4,4,6,6,5,5,4,2,2,3,4,4,7,2,9,7,1,4,2,0
2022-04-04 12:00:00,2,4,6,15,13,7,2,4,6,3,3,2,2,3,6,7,4,7,5,7,5,6,5,3,2,3,5,0,3,2,4,3,4,6,7,4,5,3,3,3,2,2,3,2,5,4,7,3,6,2,1,0
2022-04-04 13:00:00,3,4,9,12,13,8,10,9,5,4,3,3,3,4,3,3,4,5,6,6,6,14,5,14,12,10,11,9,5,5,6,4,5,4,5,4,7,5,3,5,2,1,7,4,7,5,6,0,5,2,1,0
2022-04-04 14:00:00,2,7,3,7,6,5,8,10,8,5,4,3,4,5,8,6,6,9,9,8,7,10,10,7,8,7,5,4,7,7,7,7,4,9,12,13,14,4,5,5,5,5,6,5,7,5,11,0,9,6,2,0
2022-04-04 15:00:00,3,4,7,8,7,3,5,4,2,4,4,3,3,5,6,17,18,20,36,37,38,30,26,20,16,11,10,9,8,6,12,11,10,13,16,15,14,8,10,6,7,7,11,12,11,9,20,12,19,9,4,0
2022-04-04 16:00:00,2,5,7,7,6,6,7,7,7,8,9,9,9,10,12,9,12,18,16,17,15,13,12,13,12,6,5,6,48,42,37,19,12,13,19,16,14,4,3,6,8,8,9,9,10,9,16,15,12,5,4,0
2022-04-04 17:00:00,1,5,8,10,10,8,8,8,4,6,7,6,7,13,23,13,10,12,12,13,15,12,13,13,12,10,7,9,13,13,12,13,12,12,31,34,32,7,8,6,4,6,7,9,10,9,18,4,14,9,6,0
2022-04-04 18:00:00,3,3,5,6,6,3,8,7,5,4,6,5,21,36,43,10,9,14,15,19,16,17,17,13,9,9,12,5,9,8,14,10,12,19,63,66,62,12,9,13,13,18,20,22,20,21,45,46,34,16,6,0
2022-04-04 19:00:00,1,4,6,8,4,5,1,3,2,5,5,4,6,13,21,8,7,14,17,16,19,17,17,9,11,7,5,4,5,6,9,10,14,18,30,34,34,6,6,3,6,8,10,8,8,9,22,22,17,14,6,0
2022-04-04 20:00:00,1,2,3,5,6,5,3,4,3,3,4,4,6,6,11,8,9,10,4,4,5,4,6,5,6,6,7,1,9,4,7,6,7,10,18,19,16,4,3,4,10,11,13,12,13,13,23,14,16,9,3,0
2022-04-04 21:00:00,0,2,3,3,1,3,2,3,4,5,7,3,7,9,10,5,4,3,2,7,9,8,6,11,10,6,8,3,3,4,7,9,12,13,16,23,21,8,9,11,12,14,15,15,12,10,20,14,15,10,3,0
2022-04-04 22:00:00,1,2,3,2,3,1,2,0,1,4,2,0,2,5,4,2,5,3,4,5,5,9,15,21,20,16,13,13,15,9,6,17,33,38,40,41,25,6,4,8,10,9,8,9,13,15,21,20,12,5,4,0
2022-04-04 23:00:00,0,2,3,0,0,1,1,2,2,0,1,1,2,3,4,2,3,3,4,6,3,4,2,4,2,2,2,0,3,0,4,6,7,9,9,10,8,4,0,3,3,4,3,3,10,7,15,14,11,3,2,0
2022-04-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 04:00:00,1,9,16,19,19,17,12,0,10,18,16,11,8,6,7,7,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 05:00:00,2,4,9,15,9,16,15,7,6,14,9,4,3,2,3,6,5,6,6,4,2,3,1,1,0,2,0,0,0,1,3,0,1,1,0,4,2,3,2,1,2,1,0,0,0,0,1,0,0,0,0,0
2022-04-05 06:00:00,3,5,12,17,16,9,7,8,8,5,4,4,3,2,2,3,7,10,11,8,8,3,3,2,1,2,1,0,3,0,2,2,3,3,5,7,6,3,8,5,3,2,3,3,3,0,3,0,2,1,0,0
2022-04-05 07:00:00,8,15,19,21,19,13,10,16,15,17,16,9,8,11,5,10,28,54,56,49,16,17,20,19,17,17,13,3,8,11,22,22,27,24,24,20,19,10,21,13,8,4,3,3,7,5,6,5,5,4,2,0
2022-04-05 08:00:00,5,14,29,31,30,20,19,17,16,15,15,13,8,11,8,23,48,76,73,63,18,10,8,7,6,3,2,3,6,9,14,17,17,17,14,13,10,41,60,41,15,5,8,3,3,4,10,11,9,6,2,0
2022-04-05 09:00:00,5,8,18,21,19,9,10,17,16,13,14,13,10,10,11,8,28,48,45,31,8,5,5,3,3,3,3,2,11,11,13,10,11,10,8,8,6,17,26,16,7,4,2,5,6,7,7,0,5,2,0,0
2022-04-05 10:00:00,3,6,9,11,10,7,7,8,8,8,4,7,2,5,6,5,11,16,27,23,8,7,6,5,5,1,2,2,4,5,4,4,4,3,4,2,4,7,10,8,4,3,2,5,4,3,7,1,4,2,2,0
2022-04-05 11:00:00,2,3,6,9,3,4,7,6,6,5,2,3,3,4,2,4,8,8,6,9,8,7,4,7,5,3,2,1,3,2,6,5,5,5,6,5,4,2,4,6,5,3,3,4,5,4,5,4,3,1,1,0
2022-04-05 12:00:00,1,7,9,12,6,6,5,6,6,3,3,4,2,2,3,2,5,11,8,8,8,7,6,5,4,4,5,4,6,3,5,4,4,4,5,7,6,5,3,4,2,5,4,4,7,2,9,0,3,3,2,0
2022-04-05 13:00:00,2,4,5,7,6,7,9,8,6,6,5,0,4,9,10,6,8,11,11,11,9,11,10,8,6,7,6,6,3,1,5,6,5,5,7,8,6,8,9,7,4,3,4,6,8,4,7,3,5,3,1,0
2022-04-05 14:00:00,3,6,7,9,8,5,5,7,6,4,4,3,4,4,7,6,8,7,12,12,11,8,9,6,5,6,5,4,5,4,9,9,8,8,12,13,12,4,8,10,9,7,5,5,8,13,11,11,9,4,3,0
2022-04-05 15:00:00,2,4,6,6,7,5,4,5,4,4,4,7,2,5,7,7,6,5,9,10,10,13,12,11,8,13,12,8,47,45,38,15,7,11,18,17,13,5,4,5,5,6,6,8,8,6,13,12,10,3,1,0
2022-04-05 16:00:00,3,5,7,10,9,4,6,6,7,9,7,8,8,8,12,22,26,32,46,44,43,35,31,24,19,17,15,13,24,25,24,15,13,14,16,19,17,5,6,3,6,7,17,13,12,9,16,15,10,7,4,0
2022-04-05 17:00:00,2,6,7,11,12,11,8,6,4,5,8,6,9,14,21,11,12,18,22,21,21,23,17,15,10,7,6,9,11,10,17,18,15,15,31,38,33,8,7,4,6,8,9,12,14,15,31,19,15,9,4,0
2022-04-05 18:00:00,4,3,4,6,7,6,11,6,8,5,7,4,14,25,41,13,12,18,20,23,24,24,26,14,13,9,9,11,15,14,13,10,9,22,67,70,52,9,13,10,12,20,21,20,25,26,43,41,29,14,8,0
2022-04-05 19:00:00,2,4,4,6,6,4,7,8,5,5,6,5,10,12,13,6,8,9,9,12,12,12,10,11,11,6,7,6,8,7,9,10,11,17,34,38,29,7,8,9,10,11,13,12,12,13,39,16,25,14,7,0
2022-04-05 20:00:00,0,2,5,5,5,1,4,5,4,5,6,4,5,8,12,7,6,7,9,6,9,11,7,8,8,9,10,7,5,4,5,6,6,11,15,20,17,8,5,5,8,4,5,8,12,11,20,19,13,8,4,0
2022-04-05 21:00:00,2,3,0,6,4,3,2,0,2,3,5,6,7,11,17,7,6,7,7,8,8,8,12,9,9,8,6,3,5,3,6,10,9,11,19,23,22,5,4,6,8,7,8,9,11,0,19,18,13,8,2,0
2022-04-05 22:00:00,1,3,3,5,6,4,6,5,4,4,3,5,2,5,5,4,5,5,5,9,9,9,11,18,17,14,12,11,9,6,11,19,27,38,41,36,26,8,8,9,7,10,11,13,18,19,21,18,14,7,4,0
2022-04-05 23:00:00,1,2,4,0,5,3,3,0,2,1,2,0,3,5,9,4,3,5,4,7,4,2,3,3,0,5,2,1,2,0,3,4,3,5,11,11,8,4,0,1,1,2,5,3,7,8,15,14,8,4,2,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,3,10,19,22,25,22,16,0,11,0,15,12,11,7,6,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,3,4,10,12,8,8,7,0,6,12,11,6,4,3,4,9,1,8,7,4,3,1,2,2,1,1,1,0,2,1,2,0,3,1,1,2,0,2,1,5,7,2,0,1,0,0,1,0,1,0,0,0
2022-04-06 06:00:00,2,6,10,13,10,8,5,3,6,3,5,7,6,5,4,2,10,13,11,8,4,3,3,2,1,1,1,0,2,1,4,5,4,5,4,3,2,6,11,8,2,0,2,3,4,1,3,2,1,0,0,0
2022-04-06 07:00:00,8,18,28,30,14,12,9,11,10,9,8,6,5,3,3,9,27,55,55,47,16,13,19,17,17,13,13,6,5,8,12,17,27,27,31,14,5,19,18,17,11,9,11,5,4,3,8,3,4,1,1,0
2022-04-06 08:00:00,4,13,22,26,22,14,16,17,17,16,15,12,8,10,8,26,44,72,69,62,18,5,6,5,2,3,3,1,7,10,17,16,16,18,15,5,7,23,31,25,15,4,5,5,4,3,8,6,5,4,2,0
2022-04-06 09:00:00,4,8,18,17,19,13,14,16,12,10,9,8,7,6,7,6,18,43,36,38,9,5,5,4,2,2,3,2,4,6,7,7,8,9,8,10,10,18,29,20,11,4,7,7,7,6,6,5,5,2,0,0
2022-04-06 10:00:00,1,8,9,11,8,7,7,7,7,6,8,7,2,4,1,3,6,13,13,11,6,5,4,3,4,3,3,2,4,3,7,9,7,7,9,8,7,6,8,5,3,2,5,2,4,6,8,7,5,3,2,0
2022-04-06 11:00:00,2,2,5,7,5,8,7,6,5,4,5,5,4,3,5,4,6,8,5,9,5,4,5,4,1,2,0,1,2,2,6,5,5,5,5,5,6,4,5,5,5,6,7,6,6,2,8,6,5,3,2,0
2022-04-06 12:00:00,1,5,10,12,11,4,7,5,5,5,4,3,4,2,5,4,6,10,12,11,10,8,6,3,3,2,3,0,3,0,3,4,4,3,6,7,6,3,4,3,4,1,3,3,4,3,5,5,4,1,2,0
2022-04-06 13:00:00,4,5,9,10,10,5,6,7,4,3,4,3,3,1,4,5,11,14,14,7,15,15,9,11,8,11,6,6,8,6,8,6,4,5,6,5,5,4,5,4,3,4,10,11,6,9,10,3,8,5,2,0
2022-04-06 14:00:00,2,6,7,9,10,4,6,7,5,5,1,4,5,6,8,5,7,10,10,11,10,10,10,6,8,5,3,3,4,7,8,6,4,3,14,12,10,5,8,4,5,7,6,3,5,6,12,8,11,5,2,1
2022-04-06 15:00:00,1,4,4,6,5,5,5,7,5,5,4,4,3,6,6,4,7,9,11,7,10,7,13,12,11,6,5,4,9,10,11,7,7,8,13,14,13,5,6,5,6,7,8,9,6,7,15,14,9,7,3,0
2022-04-06 16:00:00,4,5,8,12,13,8,7,5,6,5,7,5,7,7,12,25,28,33,36,37,37,33,25,14,13,10,9,11,53,52,42,23,15,19,16,16,15,8,9,6,8,10,16,15,9,10,18,17,13,6,1,0
2022-04-06 17:00:00,2,6,7,11,10,8,9,10,8,8,6,5,7,18,20,8,9,11,14,16,19,19,17,15,8,7,7,6,12,13,19,21,18,15,40,44,42,5,6,6,6,9,10,15,18,17,26,19,24,8,2,0
2022-04-06 18:00:00,3,8,7,10,8,6,3,6,6,5,5,4,16,31,49,12,11,15,15,12,13,17,18,14,12,8,9,6,7,5,7,13,14,23,60,65,57,10,10,10,15,17,20,21,22,23,42,40,28,14,8,0
2022-04-06 19:00:00,1,4,5,8,6,5,7,8,7,4,5,3,4,7,10,5,8,13,15,15,16,19,12,11,7,7,6,3,6,6,6,7,8,9,35,41,31,7,9,8,7,6,10,10,13,10,39,37,26,15,5,0
2022-04-06 20:00:00,3,2,5,4,8,7,9,11,7,5,2,3,4,7,8,6,7,6,6,6,7,5,7,9,5,4,6,1,8,7,8,8,10,11,19,17,14,3,4,6,6,7,9,9,11,6,28,24,14,6,3,0
2022-04-06 21:00:00,1,1,2,3,4,2,1,5,3,5,4,4,4,6,10,5,5,3,4,6,8,10,13,12,8,7,9,6,5,3,5,12,19,22,23,28,23,6,0,5,5,8,9,9,13,14,18,19,13,5,2,0
2022-04-06 22:00:00,1,3,4,2,0,2,2,1,2,0,4,0,4,7,8,4,5,8,3,9,12,9,15,26,24,24,19,15,16,14,15,31,37,40,39,37,29,9,8,7,9,12,15,20,20,20,32,31,21,8,3,0
2022-04-06 23:00:00,1,2,3,0,0,2,2,0,3,4,4,4,5,7,8,4,5,4,2,4,6,6,6,7,1,4,3,2,4,3,2,5,4,5,6,8,8,3,0,2,3,4,4,5,8,7,15,9,12,5,2,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,3,8,17,21,25,21,17,0,14,15,13,12,8,8,8,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,3,3,7,9,8,6,11,10,5,9,7,5,6,3,3,8,1,8,5,4,2,3,2,2,1,0,0,1,0,2,4,0,3,1,0,1,2,3,3,5,6,3,1,2,0,0,3,0,0,1,0,0
2022-04-07 06:00:00,9,4,13,17,15,8,8,10,9,2,4,3,4,3,5,5,7,9,10,7,5,2,2,5,2,2,2,1,3,0,4,5,3,4,6,2,5,3,4,3,2,2,2,1,2,2,2,0,1,0,0,0
2022-04-07 07:00:00,7,14,17,21,20,13,8,17,15,14,13,11,7,6,8,10,24,39,39,36,17,15,22,19,19,17,14,5,4,12,17,19,23,23,24,22,6,12,14,12,9,4,5,4,1,3,5,4,3,2,0,0
2022-04-07 08:00:00,5,14,25,27,23,15,17,15,15,14,14,14,8,9,10,17,40,67,65,61,14,13,14,13,12,5,7,2,8,11,16,15,18,16,10,10,9,39,56,39,26,7,5,3,4,3,6,0,6,3,2,0
2022-04-07 09:00:00,3,6,18,20,19,12,12,10,10,8,15,13,13,11,12,9,28,46,48,34,9,4,5,3,2,3,2,3,5,6,8,7,8,8,8,7,7,18,26,15,11,6,5,4,6,3,6,5,6,5,3,0
2022-04-07 10:00:00,3,6,8,14,13,9,8,5,7,4,6,2,6,3,5,5,10,22,22,19,6,4,3,5,3,4,3,2,3,3,6,6,5,7,6,3,6,7,8,6,5,3,2,4,5,5,6,3,5,3,1,0
2022-04-07 11:00:00,2,3,6,10,4,5,9,8,8,6,2,5,5,3,3,2,6,7,7,8,5,4,3,1,1,2,1,0,2,1,5,4,4,7,8,7,6,5,4,4,3,4,1,2,4,5,5,0,4,1,0,0
2022-04-07 12:00:00,1,3,8,9,7,5,7,6,5,6,5,6,5,4,5,6,7,9,7,8,10,10,7,5,3,4,3,3,4,2,7,4,4,5,6,7,9,6,8,7,5,5,4,5,4,5,5,2,4,1,0,0
2022-04-07 13:00:00,3,6,8,8,7,7,7,6,5,6,7,6,3,6,4,6,9,12,11,10,9,15,4,12,1,11,10,11,9,5,7,7,7,10,9,12,10,8,9,7,6,4,6,6,6,7,11,0,7,11,3,0
2022-04-07 14:00:00,3,5,7,9,6,6,7,7,5,3,4,3,4,4,7,4,6,7,9,8,8,13,13,7,3,4,4,6,7,9,8,9,7,7,14,13,11,5,6,4,3,6,7,4,9,7,14,15,12,6,3,0
2022-04-07 15:00:00,2,7,13,18,17,6,6,5,5,3,3,2,1,3,9,5,7,7,8,10,8,14,15,13,12,11,11,9,16,9,8,7,7,8,12,14,11,7,8,5,3,4,5,4,7,10,19,17,12,7,2,0
2022-04-07 16:00:00,2,5,10,16,9,8,10,11,10,12,12,6,12,17,19,29,30,30,33,30,32,27,22,14,12,11,11,11,47,50,35,20,20,16,17,19,17,7,8,7,7,5,19,15,14,12,17,18,17,5,1,0
2022-04-07 17:00:00,2,5,10,13,14,10,11,9,9,5,8,7,9,16,29,10,16,17,18,12,17,18,17,11,16,15,15,14,16,14,17,12,16,12,23,29,27,8,7,9,13,12,16,24,22,23,39,38,30,18,7,0
2022-04-07 18:00:00,3,5,4,9,8,5,8,9,7,5,7,12,17,31,45,9,13,26,28,27,28,26,19,19,16,9,7,8,11,10,12,10,14,29,71,71,57,10,12,10,13,18,19,20,22,22,34,29,31,16,6,0
2022-04-07 19:00:00,2,5,7,8,8,5,7,5,8,8,6,3,6,8,11,8,6,9,9,11,10,16,22,18,16,8,8,4,6,4,6,7,10,14,31,37,36,6,7,6,16,18,9,16,19,22,27,27,26,12,3,0
2022-04-07 20:00:00,1,1,4,7,5,4,3,4,4,5,1,0,4,11,13,6,3,4,7,8,7,7,6,5,4,4,6,3,4,3,4,9,11,12,17,21,17,5,3,3,4,5,6,5,7,6,18,9,16,10,3,0
