Unnamed: 0,1_신자초등학교앞,2_자양미소약국.자양골목시장,3_국민은행자양지점앞,4_자양아파트앞,5_잠실대교전망쉼터,6_잠실역,7_잠실역.롯데월드,8_잠실5단지,9_잠실새내역.잠실2동주민센터,10_잠실엘스아파트앞,11_종합운동장사거리,12_잠실종합운동장,13_강남경찰서면허시험장,14_삼성역7번출구,15_봉은사역3번출구.삼성1파출소,16_청담역.경기고교,17_진흥아파트,18_청담역,19_센트럴아이파크.강남구도시관리공단,20_한별구립어린이집,21_포스코사거리,22_대치사거리,23_대치동현대아파트,24_농협대치지점,25_대치SKVIEW아파트.서울교회,26_대치역1번출구,27_래미안대치팰리스,28_도곡역2번출구.동부센트레빌,29_중대부고,30_단대부고.대치아이파크아파트,31_한티역3번출구.서울강남고용노동지청,32_삼성아파트입구,33_대치현대아파트,34_대치사거리,35_포스코사거리,36_한별구립어린이집,37_센트럴아이파크.강남구도시관리공단,38_진흥아파트청담역,39_청담역.경기고교,40_봉은사.삼성1파출소앞,41_무역센타,42_강남경찰서.강남운전면허시험장,43_잠실종합운동장,44_종합운동장사거리,45_잠실새내역4번출구,46_잠실트리지움아파트앞,47_잠실역,48_잠실대교전망쉼터,49_자양아파트앞,50_국민은행자양지점앞,51_자양미소약국.자양골목시장,52_신자초등학교앞
2022-03-29 09:00:00,5,8,15,18,17,11,6,10,10,8,7,6,5,6,5,9,28,56,48,34,9,5,5,3,4,3,2,2,3,4,6,5,6,7,5,7,5,14,23,16,13,6,3,2,4,5,6,0,4,3,0,0
2022-03-29 10:00:00,3,9,13,17,16,11,10,9,6,4,5,6,4,3,2,3,9,19,19,17,8,5,6,5,5,1,4,0,5,6,7,8,7,7,4,5,5,6,9,6,4,4,5,5,6,6,9,8,6,2,1,0
2022-03-29 11:00:00,1,3,10,11,7,5,8,7,6,4,1,1,2,4,2,3,5,12,11,9,8,10,8,7,3,4,3,2,5,4,5,5,5,8,7,9,4,5,2,2,1,2,3,5,4,2,6,2,3,1,0,0
2022-03-29 12:00:00,1,6,9,12,11,9,8,8,7,6,5,2,5,6,3,5,6,8,9,8,8,4,3,3,3,3,5,1,8,4,8,5,6,8,8,3,7,4,2,3,2,3,3,4,5,5,8,5,6,4,2,0
2022-03-29 13:00:00,2,4,5,6,7,5,6,5,5,2,3,4,2,3,2,3,6,8,9,11,10,21,21,10,5,11,4,4,7,5,6,7,8,6,6,8,6,4,4,3,4,3,4,5,4,5,8,3,4,2,2,0
2022-03-29 14:00:00,3,5,6,8,9,6,4,5,4,3,3,3,1,6,5,2,4,8,10,8,10,10,8,6,3,4,8,2,35,33,34,14,11,8,14,16,8,3,4,5,5,6,4,4,8,12,9,5,5,4,3,0
2022-03-29 15:00:00,1,3,4,7,7,5,3,4,3,2,2,1,5,5,7,3,5,9,8,7,7,11,9,9,8,9,11,12,31,9,25,8,8,10,13,14,16,9,8,5,6,5,11,13,13,9,15,14,10,4,1,0
2022-03-29 16:00:00,2,4,5,12,8,5,3,6,3,5,3,4,4,2,5,22,22,31,34,32,17,30,27,19,18,16,14,12,11,11,16,13,13,12,16,17,14,6,6,5,6,7,8,8,10,12,12,0,10,6,1,0
2022-03-29 17:00:00,2,3,6,8,9,6,4,8,4,8,6,5,8,12,16,10,14,14,12,10,10,10,10,15,18,11,9,5,10,10,18,17,13,14,33,33,25,3,2,3,4,4,5,5,9,12,24,22,18,9,7,0
2022-03-29 18:00:00,4,5,7,8,0,6,8,6,7,5,9,10,18,32,49,17,9,16,22,23,25,24,21,20,15,11,6,5,10,6,9,18,15,21,65,66,53,10,11,10,13,16,16,15,16,16,37,36,24,9,5,0
2022-03-29 19:00:00,4,7,6,9,8,6,5,3,4,6,4,7,6,9,12,7,9,8,5,11,8,10,10,10,11,10,6,4,7,7,8,8,7,12,33,34,32,10,9,8,10,11,12,14,18,20,32,18,25,9,3,0
2022-03-29 20:00:00,4,6,9,5,3,4,3,0,2,3,4,2,2,8,11,4,4,3,3,5,4,5,5,7,2,5,5,4,4,2,9,10,11,11,19,22,19,8,8,7,9,6,8,10,11,12,20,18,11,5,2,0
2022-03-29 21:00:00,3,2,3,7,5,3,2,4,6,2,5,3,5,6,6,5,4,3,5,2,5,6,11,10,11,5,5,5,7,6,7,10,14,17,20,23,15,5,5,9,8,10,11,11,12,11,18,13,13,9,4,0
2022-03-29 22:00:00,1,2,4,6,0,3,0,3,2,4,3,0,3,5,7,3,5,4,0,6,7,16,25,28,24,20,17,15,13,10,12,17,22,31,33,35,27,8,7,0,8,9,8,9,10,10,15,14,12,6,2,0
2022-03-29 23:00:00,2,4,5,4,5,2,4,1,2,1,0,0,0,2,1,1,5,7,6,4,5,3,1,4,0,3,5,4,6,4,5,4,6,4,6,6,5,3,3,2,4,5,5,0,10,10,14,12,10,7,2,0
2022-03-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 04:00:00,3,8,18,20,17,19,14,0,11,15,14,11,8,8,8,9,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 05:00:00,2,4,5,9,10,10,10,9,7,9,7,5,2,3,3,4,0,5,3,5,4,5,4,1,2,2,1,0,0,3,2,0,0,1,3,2,4,2,0,3,5,2,1,0,0,0,2,0,1,0,0,0
2022-03-30 06:00:00,1,4,10,15,14,11,7,8,9,0,5,8,6,3,4,3,8,13,12,10,5,5,2,4,2,1,1,0,4,0,1,5,4,3,4,2,3,3,9,3,1,2,1,0,1,1,2,0,1,0,0,0
2022-03-30 07:00:00,7,13,21,23,21,19,11,17,14,13,12,10,7,6,6,13,24,43,46,43,21,22,27,24,26,27,25,6,6,11,17,19,24,20,19,20,6,11,14,11,7,2,3,4,1,3,4,3,3,2,0,0
2022-03-30 08:00:00,6,16,24,24,22,14,14,16,15,13,16,14,10,10,8,24,60,71,66,58,26,9,7,5,4,3,5,6,10,14,24,27,28,25,18,16,6,40,52,34,13,6,6,5,5,6,13,7,12,5,3,0
2022-03-30 09:00:00,3,8,16,18,19,14,13,7,12,9,10,8,4,6,6,8,18,45,45,33,7,4,3,4,3,2,1,1,6,5,7,8,6,8,5,5,5,15,26,19,15,3,4,5,5,6,5,0,4,3,1,0
2022-03-30 10:00:00,2,5,11,15,5,14,12,12,9,8,6,0,4,3,2,2,7,16,14,13,6,4,2,3,1,2,2,1,3,3,5,5,7,8,7,7,7,5,7,6,0,2,2,5,4,4,7,5,4,2,1,0
2022-03-30 11:00:00,1,3,5,7,7,7,3,6,5,4,4,5,4,3,3,3,6,8,9,6,5,5,6,6,5,2,1,1,3,1,6,5,6,6,7,4,4,3,3,5,4,2,3,3,4,3,6,0,4,3,1,0
2022-03-30 12:00:00,1,2,7,11,4,7,7,6,5,6,5,4,5,4,5,3,6,7,7,8,8,9,9,6,4,3,4,3,3,4,4,5,6,6,8,8,8,4,4,2,1,2,4,3,6,5,6,8,5,3,2,0
2022-03-30 13:00:00,2,5,8,8,9,6,8,8,7,8,7,2,5,6,3,3,5,9,10,11,10,16,17,14,11,9,10,10,10,7,12,9,7,7,7,7,6,5,6,5,6,1,3,2,5,6,10,6,6,3,2,0
2022-03-30 14:00:00,3,5,7,9,9,7,8,7,4,4,5,0,4,4,6,3,9,12,11,10,9,10,9,8,6,4,4,2,5,12,13,6,6,11,10,10,10,5,7,6,5,7,6,7,8,7,17,12,10,8,2,0
2022-03-30 15:00:00,2,5,4,11,6,7,7,5,6,4,3,2,4,3,7,4,7,10,12,11,9,8,9,9,9,7,11,10,13,9,14,8,7,9,17,18,14,7,10,9,9,10,13,13,15,14,14,11,10,6,3,0
2022-03-30 16:00:00,1,3,7,9,6,7,7,4,2,3,6,7,1,4,8,19,26,26,37,36,28,33,25,18,13,9,9,7,43,42,32,18,16,11,13,15,11,6,17,17,15,9,4,8,9,7,15,16,10,5,2,0
2022-03-30 17:00:00,1,4,4,7,5,6,10,10,3,6,8,8,7,16,30,13,10,13,16,14,14,14,12,12,9,6,6,5,9,11,13,13,8,10,33,35,23,19,5,5,3,5,8,13,13,15,25,0,19,8,3,0
2022-03-30 18:00:00,3,4,7,10,8,3,5,6,7,7,7,8,17,32,40,12,8,10,13,14,19,14,12,9,8,6,8,7,8,12,14,13,21,34,63,65,54,9,12,12,13,16,18,20,21,14,54,30,42,24,9,0
2022-03-30 19:00:00,1,3,5,8,8,7,8,9,8,7,3,8,8,6,5,6,9,9,9,9,8,9,9,16,14,7,5,5,5,6,14,10,9,14,34,40,38,7,8,8,7,9,11,12,13,14,20,19,23,11,4,0
2022-03-30 20:00:00,1,1,2,3,5,1,8,9,1,7,5,2,4,6,6,5,4,3,6,9,9,10,7,8,5,5,6,4,6,5,6,7,7,8,19,21,18,3,4,2,5,6,7,8,11,13,18,17,15,6,2,0
2022-03-30 21:00:00,1,3,5,6,0,4,5,2,3,0,4,3,4,5,5,4,5,5,5,7,6,6,5,6,4,4,6,7,9,5,7,12,19,20,26,28,25,4,3,5,10,6,7,8,12,12,22,23,18,12,7,0
2022-03-30 22:00:00,1,1,4,3,1,2,5,0,4,3,1,2,1,3,5,4,4,5,4,5,6,8,14,19,17,16,12,10,7,5,8,16,23,27,29,28,21,12,0,10,11,11,10,12,16,10,24,12,13,7,4,0
2022-03-30 23:00:00,3,4,3,4,0,3,1,1,2,1,3,2,0,4,5,4,5,4,5,4,5,0,4,2,4,0,6,2,6,7,3,10,11,12,15,16,13,6,7,7,7,6,7,8,10,10,20,13,13,7,4,0
2022-03-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 04:00:00,4,9,17,22,21,20,14,0,13,15,15,16,12,10,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 05:00:00,3,4,6,11,12,12,13,4,9,12,8,5,2,2,1,9,9,8,7,3,1,2,3,1,0,0,2,0,0,2,3,0,4,0,1,1,0,3,2,5,8,4,3,2,5,3,2,0,0,0,0,0
2022-03-31 06:00:00,1,4,14,19,18,7,7,8,9,5,4,5,3,2,3,2,10,12,13,4,3,2,2,3,2,2,0,0,1,1,3,3,2,2,3,1,2,4,9,4,2,0,2,3,3,2,3,0,1,0,0,0
2022-03-31 07:00:00,7,13,16,19,17,14,12,20,9,7,9,9,5,6,6,13,33,42,38,36,12,15,18,22,21,16,16,7,4,12,20,23,25,29,33,33,21,5,12,7,5,5,2,6,5,6,5,5,4,2,1,0
2022-03-31 08:00:00,5,12,23,26,23,14,16,19,18,13,17,14,11,9,9,19,41,60,55,60,25,6,6,6,3,2,4,6,9,8,13,12,14,11,9,10,7,27,41,31,21,8,6,4,5,5,8,7,5,2,1,0
2022-03-31 09:00:00,4,7,14,23,19,13,13,14,11,12,14,11,9,8,9,7,24,59,56,39,14,5,4,4,3,2,3,2,4,5,7,7,10,8,7,7,6,13,23,14,12,5,5,4,5,4,7,0,7,3,0,0
2022-03-31 10:00:00,1,3,7,7,5,7,6,6,5,5,5,2,4,3,3,4,9,17,17,16,5,3,4,3,1,2,2,1,4,3,6,5,6,8,7,4,5,5,10,5,2,3,0,4,4,0,7,0,5,3,2,0
2022-03-31 11:00:00,3,4,5,9,7,5,5,5,4,4,4,1,2,2,1,4,6,4,4,7,5,3,2,3,3,2,3,0,5,7,8,6,7,4,6,4,2,2,4,2,3,3,4,4,4,4,7,6,3,4,3,0
2022-03-31 12:00:00,1,4,8,9,3,4,5,4,3,5,4,3,5,5,6,4,6,7,10,9,6,6,6,3,2,3,4,2,5,4,5,6,4,5,4,5,4,5,6,3,3,1,4,7,6,7,8,0,4,1,1,0
2022-03-31 13:00:00,2,5,7,9,9,6,6,5,6,4,3,3,2,4,3,2,4,7,6,7,6,9,9,8,8,7,7,6,6,4,9,6,6,5,6,6,5,5,9,6,5,4,3,5,8,5,9,5,7,5,3,0
2022-03-31 14:00:00,2,5,6,8,4,3,7,5,6,5,4,3,4,3,9,9,5,8,13,15,13,9,10,8,6,5,6,5,5,7,12,7,6,6,8,11,10,5,9,6,5,5,6,7,5,6,9,8,5,3,1,0
2022-03-31 15:00:00,3,8,10,9,8,5,6,6,5,4,2,2,3,6,9,8,5,11,8,9,10,16,21,22,20,19,15,10,20,4,8,11,7,11,22,17,13,4,5,5,4,7,9,7,11,16,17,14,11,5,1,0
2022-03-31 16:00:00,1,4,6,8,8,4,4,5,4,6,4,3,7,12,13,30,34,40,43,46,43,39,26,13,11,9,9,10,49,46,40,18,12,12,16,15,12,9,13,7,6,7,9,6,8,9,13,7,10,4,1,0
2022-03-31 17:00:00,2,4,5,9,10,6,10,12,8,4,4,2,8,14,17,13,9,13,17,18,18,15,15,11,10,6,8,5,7,8,12,9,8,12,32,40,34,6,8,9,10,11,11,13,15,17,24,19,21,9,5,0
2022-03-31 18:00:00,3,5,7,8,6,4,7,7,6,4,7,8,23,48,55,16,11,17,18,23,25,27,22,14,15,9,8,7,14,12,12,10,17,24,62,59,47,11,9,13,16,19,18,17,17,16,28,26,23,14,7,0
2022-03-31 19:00:00,3,4,3,6,4,6,10,9,9,7,5,5,8,11,12,7,7,13,12,11,9,8,8,15,2,13,6,4,8,8,7,7,7,11,30,37,40,7,8,7,8,7,8,13,15,15,44,17,34,14,6,0
2022-03-31 20:00:00,0,2,2,5,3,2,5,3,4,4,0,0,2,7,13,8,7,3,4,4,5,3,2,4,3,5,1,4,5,4,6,7,9,12,16,18,17,3,4,3,5,5,6,11,10,9,24,23,15,8,4,0
2022-03-31 21:00:00,1,2,2,5,2,2,3,5,3,1,2,1,2,4,6,4,5,4,4,4,5,5,6,7,8,8,7,5,7,8,10,13,13,18,20,24,19,6,5,5,6,9,9,12,13,14,28,26,17,10,4,0
2022-03-31 22:00:00,0,2,3,7,1,4,4,0,4,5,3,0,4,4,5,4,4,6,4,5,9,6,13,22,22,26,30,27,19,14,15,24,30,36,39,39,27,8,6,7,8,12,13,15,19,17,21,19,12,6,1,0
2022-03-31 23:00:00,1,3,4,2,0,0,2,1,2,1,4,3,3,4,4,4,5,2,2,6,5,2,0,6,4,3,3,3,3,2,2,3,5,8,11,13,9,3,2,3,5,8,9,8,11,10,23,19,13,9,1,0
2022-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 04:00:00,3,11,20,22,18,6,15,0,13,14,2,13,9,8,6,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 05:00:00,4,6,8,11,8,9,11,12,6,11,9,6,5,2,4,6,0,6,3,3,3,0,3,2,1,1,1,1,2,1,2,1,1,3,1,1,2,3,0,4,5,4,2,2,0,0,3,0,2,0,0,0
2022-04-01 06:00:00,2,5,12,18,16,9,4,3,8,4,2,4,3,3,1,2,5,6,3,4,5,2,3,2,2,2,1,0,2,1,2,2,3,5,5,6,2,2,5,3,3,2,3,1,2,3,4,0,2,1,0,0
2022-04-01 07:00:00,6,9,18,21,20,15,9,20,18,22,19,15,10,6,5,8,23,29,29,26,14,17,23,16,19,17,16,5,8,17,26,26,28,22,22,23,5,11,10,7,6,3,3,3,4,5,7,0,5,4,1,0
2022-04-01 08:00:00,6,15,22,24,22,14,16,18,17,16,17,16,13,14,10,25,53,70,70,62,27,9,12,11,11,4,2,2,4,7,9,10,10,11,10,9,8,25,36,29,19,5,7,5,5,4,8,4,6,3,1,0
2022-04-01 09:00:00,5,7,22,27,24,10,12,13,14,12,11,9,8,7,6,8,22,38,36,29,9,4,2,2,1,1,4,0,5,3,9,7,7,10,9,5,10,14,22,16,12,5,4,3,5,6,4,4,3,2,1,0
2022-04-01 10:00:00,3,7,9,11,9,8,9,7,8,5,5,5,4,5,4,3,8,20,19,18,8,5,5,6,2,5,3,4,6,5,5,6,7,8,8,4,9,5,15,7,4,3,5,2,6,4,8,7,4,4,2,0
2022-04-01 11:00:00,3,5,6,7,5,5,4,3,1,2,1,0,1,2,3,2,4,10,6,9,3,3,4,2,3,3,4,4,2,3,6,4,6,6,5,4,3,4,9,5,3,3,2,4,7,3,6,2,5,3,1,0
2022-04-01 12:00:00,4,7,9,10,8,9,9,9,7,3,7,2,3,4,4,5,6,7,7,7,5,5,4,4,3,3,3,2,4,4,4,6,7,7,6,5,5,4,4,6,5,4,6,4,4,5,7,5,5,5,3,0
2022-04-01 13:00:00,2,5,7,11,10,8,7,7,6,3,4,3,4,5,6,6,9,18,19,14,10,19,17,10,9,8,8,9,11,6,5,3,5,5,5,6,6,5,6,6,8,5,6,5,8,7,10,7,8,3,1,0
2022-04-01 14:00:00,3,4,6,7,6,6,5,4,3,3,6,6,6,5,8,5,6,11,13,13,11,12,12,12,8,4,4,4,7,7,11,10,10,9,13,13,15,5,5,5,6,7,7,6,13,10,14,9,13,4,3,0
2022-04-01 15:00:00,1,4,7,7,3,3,5,6,4,5,4,3,4,4,5,6,8,7,10,11,9,12,11,9,7,9,5,4,27,13,26,14,11,11,19,22,16,6,11,9,7,9,5,10,11,15,19,18,11,5,4,0
2022-04-01 16:00:00,4,9,13,15,16,6,10,14,9,7,7,9,11,12,8,23,25,24,45,43,42,41,32,21,17,12,11,12,35,33,33,14,11,14,18,18,20,6,8,4,5,7,11,11,12,11,21,21,16,9,4,0
2022-04-01 17:00:00,2,5,8,8,7,7,6,5,4,5,4,3,8,13,17,6,9,16,22,24,26,22,17,12,11,10,9,10,9,9,16,11,12,16,36,37,31,9,4,4,5,9,11,14,15,16,35,34,24,8,6,0
2022-04-01 18:00:00,6,8,9,14,8,7,12,11,8,5,7,2,21,33,48,9,16,20,22,28,28,22,19,16,13,8,9,8,10,11,13,21,22,31,63,68,54,12,13,15,10,20,20,16,21,22,47,49,20,10,6,0
2022-04-01 19:00:00,4,4,10,2,0,5,8,7,9,6,5,4,5,8,11,8,8,20,19,17,16,15,11,10,7,7,6,5,8,6,14,16,13,13,25,21,32,7,8,6,7,10,12,13,19,20,28,8,33,13,8,0
2022-04-01 20:00:00,2,4,5,6,11,4,7,5,4,3,1,0,4,8,9,6,4,6,8,9,9,8,6,5,4,5,6,6,7,3,6,8,9,10,11,14,8,3,3,4,6,5,6,7,9,8,16,15,11,9,4,0
2022-04-01 21:00:00,2,5,2,4,3,3,5,5,6,5,5,5,4,6,7,4,5,4,5,8,11,11,10,10,9,8,6,4,3,2,6,8,12,19,21,21,17,6,0,7,7,6,7,8,11,14,16,16,12,6,3,0
2022-04-01 22:00:00,0,2,4,2,2,4,3,4,5,6,5,0,2,6,6,3,4,5,5,6,6,6,15,19,11,16,16,13,11,7,9,23,32,37,45,50,30,8,6,6,10,11,12,12,15,12,25,13,14,8,4,0
2022-04-01 23:00:00,1,1,1,0,0,0,2,0,2,4,1,1,5,4,5,4,6,5,5,6,5,4,4,4,2,1,3,1,3,1,3,4,7,8,13,15,12,3,3,1,3,4,6,5,9,13,23,20,11,7,5,0
2022-04-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 04:00:00,1,3,4,8,0,4,6,4,0,0,7,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 05:00:00,1,3,6,8,7,6,5,0,3,5,2,4,4,4,3,2,1,2,0,2,0,0,0,2,2,1,1,0,2,0,1,1,2,2,2,3,2,3,4,3,0,0,2,1,2,0,1,0,1,0,0,0
2022-04-02 06:00:00,1,3,7,8,7,4,5,6,5,3,1,1,4,3,3,1,6,10,3,6,5,4,3,2,1,0,0,0,1,1,2,1,0,1,3,1,0,4,3,3,1,0,1,3,2,2,2,1,1,0,0,0
2022-04-02 07:00:00,3,6,9,10,9,7,0,5,6,5,4,1,3,4,5,2,3,6,4,5,3,3,4,3,0,1,0,0,2,3,5,2,2,3,3,2,3,3,6,3,1,2,3,0,4,0,2,2,1,0,0,0
2022-04-02 08:00:00,3,6,12,17,16,8,6,7,4,6,7,6,1,5,5,7,16,20,18,16,14,9,7,5,3,1,0,0,3,4,11,7,6,6,7,8,8,9,8,4,3,1,2,2,3,0,5,6,3,3,1,0
2022-04-02 09:00:00,3,6,13,18,14,10,10,11,9,7,7,2,7,7,6,4,10,19,19,19,18,14,9,5,4,5,4,2,7,10,9,8,6,7,5,8,7,11,16,8,2,3,3,0,0,3,5,0,4,3,1,0
2022-04-02 10:00:00,3,8,12,14,14,9,10,9,8,7,8,4,4,4,5,3,7,10,12,13,10,9,9,6,3,4,4,4,6,5,7,5,6,8,6,5,2,6,12,5,4,5,2,5,6,2,7,5,6,2,1,0
2022-04-02 11:00:00,2,6,11,15,10,9,10,12,10,7,5,3,6,4,5,3,6,6,11,10,8,6,8,7,5,2,0,1,4,3,6,9,6,7,8,9,7,4,6,3,6,5,0,7,9,12,10,6,4,2,1,0
2022-04-02 12:00:00,2,8,13,19,18,14,17,16,13,10,8,6,1,5,4,5,13,22,10,20,9,17,17,9,8,6,8,5,7,7,19,21,20,15,16,11,15,13,15,12,10,7,8,7,5,8,10,11,7,5,2,0
2022-04-02 13:00:00,5,8,12,16,16,11,14,15,14,13,10,8,3,5,5,5,10,23,27,23,21,21,13,12,10,6,5,6,11,10,14,18,19,17,18,16,13,12,6,7,9,13,13,12,11,7,19,20,16,10,4,0
2022-04-02 14:00:00,3,5,11,16,15,6,9,11,7,8,7,3,4,4,5,4,8,12,13,12,13,10,12,11,9,8,7,5,10,6,8,12,12,13,14,11,10,8,8,7,8,5,4,7,8,10,16,13,10,3,2,0
2022-04-02 15:00:00,5,7,7,9,9,5,7,5,5,3,0,3,2,4,5,5,5,9,8,10,10,8,7,9,7,8,5,4,8,8,16,18,19,15,17,14,11,9,8,7,10,11,11,11,10,11,20,16,9,5,1,0
2022-04-02 16:00:00,9,12,14,15,9,8,10,0,5,4,3,4,3,4,4,3,4,12,11,13,14,11,10,14,11,14,15,14,14,17,16,12,11,13,10,9,10,9,12,14,8,7,8,10,14,15,27,28,19,11,3,0
2022-04-02 17:00:00,3,9,9,7,8,7,8,7,5,6,6,25,23,19,17,8,6,11,8,7,4,9,11,17,17,10,11,7,9,8,12,14,26,32,28,26,18,9,9,6,10,9,16,17,19,10,30,29,24,20,5,0
2022-04-02 18:00:00,2,4,8,11,9,6,10,11,10,9,7,7,0,6,7,8,6,7,6,7,6,9,5,7,6,6,7,6,8,9,10,12,22,22,20,25,21,9,9,8,10,0,10,11,16,15,22,20,15,8,7,0
2022-04-02 19:00:00,4,5,6,8,7,9,9,10,9,7,5,3,4,5,4,4,9,9,11,1,0,12,10,10,4,7,7,10,8,6,5,8,13,14,14,12,11,5,3,5,2,5,4,8,10,9,22,21,17,12,5,0
2022-04-02 20:00:00,0,0,4,3,6,5,8,9,8,4,5,1,1,6,10,5,4,3,2,4,7,3,4,3,4,3,2,3,5,3,3,4,5,7,4,7,7,5,6,5,8,4,7,6,9,10,19,15,12,9,5,0
2022-04-02 21:00:00,1,4,3,6,4,3,2,0,1,0,0,0,2,5,6,5,4,5,0,3,4,7,5,10,6,10,11,6,4,2,3,10,14,18,19,22,17,4,3,5,7,0,6,9,11,10,11,13,9,6,4,0
2022-04-02 22:00:00,1,2,3,3,0,2,3,2,1,2,5,0,6,4,4,5,9,6,5,5,0,11,23,22,18,13,10,7,7,3,5,20,23,26,27,29,22,9,0,8,11,0,8,10,13,11,16,14,12,5,2,0
2022-04-02 23:00:00,1,0,1,3,1,2,3,3,2,2,0,2,0,3,5,2,4,3,2,7,4,6,4,2,0,0,0,0,0,1,1,3,5,2,6,5,4,3,2,0,3,2,4,4,7,6,10,6,6,3,1,0
2022-04-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
