Unnamed: 0,1_성수동차고지,2_성수동진주타운,3_제민약국,4_영동대교,5_영동대교북단,6_노룬산시장앞,7_국민은행신자양지점,8_자양4동주민센터앞,9_신양초등학교앞,10_국민은행신자양지점,11_노룬산시장앞,12_영동대교,13_제민약국,14_성수동진주타운,15_뚝도시장구길,16_서울숲지구대앞,17_성수1가새마을금고,18_천주교성수동성당앞,19_뚝도아리수정수센터수도박물관,20_서울숲,21_성동구민종합체육센터,22_성동교남단,23_한양대정문앞,24_서울숲삼부아파트,25_왕십리역,26_코스모타워.서울신용보증재단성동지점,27_상왕십리역,28_왕십리센트라스아파트,29_성동고등학교,30_신당역.중앙시장앞,31_충무아트센터.스포츠센터.중부소방서,32_을지로6가.국립중앙의료원,33_방산시장.훈련원종합체육관,34_종로5가,35_동대문역사문화공원,36_동대문역사문화공원,37_충무아트센터.스포츠센터.중부소방서,38_신당역.중앙시장앞,39_성동고등학교,40_신당파인힐하나유보라,41_뉴타운아파트,42_상왕십리역,43_왕십리2동주민센터,44_왕십리역,45_행당1동주민센터.성동소방서,46_한양대정문,47_성동교남단,48_성동구민종합체육센터,49_서울숲,50_뚝도아리수정수센터수도박물관,51_천주교성수동성당앞,52_성수1가1동새마을금고,53_서울숲지구대앞,54_뚝도시장구길,55_성수동진주타운,56_제민약국,57_영동대교,58_영동대교북단,59_노룬산시장앞,60_국민은행신자양지점,61_자양4동주민센터앞,62_신양초등학교앞,63_국민은행신자양지점,64_노룬산시장앞,65_영동대교,66_제민약국,67_성수동진주타운
2022-04-05 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 04:00:00,0,0,0,0,1,0,0,2,3,2,6,7,0,0,8,9,9,0,8,10,11,15,17,15,14,12,12,13,11,12,11,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 05:00:00,1,1,1,0,0,0,0,1,2,3,5,3,4,6,7,8,10,10,9,10,9,7,8,7,6,6,6,5,4,3,5,3,1,1,3,7,10,15,17,7,18,18,17,15,16,14,11,12,9,5,4,10,10,0,5,9,4,3,0,0,0,0,0,0,0,0,0
2022-04-05 06:00:00,1,0,0,0,1,0,0,0,1,3,5,5,7,9,8,15,18,23,21,18,16,15,11,12,9,9,10,9,7,7,5,5,3,1,2,0,1,5,4,3,0,4,6,6,5,5,4,7,6,4,7,8,7,8,9,8,7,6,2,5,0,0,0,0,0,0,0
2022-04-05 07:00:00,1,4,4,0,3,2,2,0,3,5,9,10,12,16,19,29,37,42,42,34,30,26,24,24,20,19,18,15,16,18,15,5,4,3,5,0,6,3,8,10,10,10,11,12,7,13,7,8,11,10,12,13,13,10,11,3,10,5,3,2,0,0,1,0,0,0,0
2022-04-05 08:00:00,2,4,1,0,1,0,3,0,12,16,14,15,17,18,21,34,42,49,48,39,39,36,27,23,20,16,15,18,17,14,11,12,10,3,6,7,6,8,9,11,9,14,17,20,23,23,22,23,25,19,15,12,8,5,6,5,5,2,0,0,0,1,1,0,0,0,0
2022-04-05 09:00:00,1,1,0,0,2,0,0,1,4,7,11,14,17,18,21,28,29,30,29,29,29,27,21,18,14,17,15,13,15,13,12,9,8,2,4,5,4,5,7,9,10,12,15,14,15,17,15,12,12,13,12,9,8,8,9,8,7,5,0,3,1,1,1,0,2,0,0
2022-04-05 10:00:00,1,0,0,0,0,0,0,1,6,8,9,10,11,17,18,20,23,27,24,23,22,20,18,10,16,16,19,18,16,16,15,13,8,5,10,12,10,9,16,17,14,17,15,13,16,17,14,13,14,4,15,14,11,8,9,3,9,8,4,0,0,0,1,0,0,0,0
2022-04-05 11:00:00,1,0,1,0,0,0,0,0,3,5,3,10,11,7,13,17,17,18,15,15,16,16,13,13,13,20,18,16,12,13,12,11,8,6,9,7,8,10,9,8,6,11,19,20,11,19,19,9,9,8,8,7,7,3,5,5,4,5,4,2,0,0,1,0,1,0,0
2022-04-05 12:00:00,1,0,0,0,1,0,0,1,4,5,7,5,6,8,14,22,27,31,24,18,21,17,15,14,12,12,13,8,10,13,12,7,5,11,17,20,18,21,20,21,20,23,23,21,23,24,22,20,15,14,13,12,8,7,2,0,3,5,4,2,0,1,1,0,0,0,0
2022-04-05 13:00:00,0,0,0,0,1,0,0,2,2,3,4,12,13,4,16,14,14,12,12,15,20,19,19,18,12,13,13,5,10,14,13,10,11,7,17,11,17,22,19,19,7,12,13,13,14,17,16,18,19,16,16,13,9,9,8,5,4,3,0,2,0,0,0,0,0,0,0
2022-04-05 14:00:00,1,5,1,1,0,0,0,0,2,6,7,9,6,8,11,10,11,12,12,11,17,16,14,13,10,12,10,13,13,13,13,11,8,12,17,16,14,20,16,21,21,24,25,30,29,17,18,27,26,27,11,8,10,5,6,5,4,4,3,1,0,1,1,0,0,0,0
2022-04-05 15:00:00,0,0,0,0,0,0,0,0,6,8,3,11,12,7,15,14,13,14,13,12,16,15,20,19,16,12,9,9,10,9,7,6,5,10,24,21,19,19,19,22,20,21,20,16,16,22,25,17,22,21,23,19,17,9,10,0,7,6,6,3,0,3,2,0,1,0,0
2022-04-05 16:00:00,0,0,0,0,2,0,0,4,6,8,7,10,5,9,10,14,18,20,22,19,19,21,23,22,18,16,17,12,11,12,10,10,9,12,16,14,28,34,36,13,35,36,34,28,27,27,23,25,29,22,27,18,21,18,18,17,4,2,5,11,0,4,0,1,2,0,0
2022-04-05 17:00:00,0,2,0,0,1,0,0,1,5,7,11,12,13,10,12,19,25,26,17,24,27,24,26,25,23,20,17,12,10,11,12,13,9,12,18,17,15,13,16,8,18,20,18,24,26,30,29,29,32,30,29,25,21,21,20,19,20,17,15,6,1,4,6,0,2,0,0
2022-04-05 18:00:00,2,0,0,0,6,1,2,0,6,6,8,9,12,14,15,16,16,20,27,28,32,34,31,31,23,21,16,12,8,7,6,5,9,22,26,27,32,34,35,27,33,29,26,31,31,35,36,36,43,38,32,26,25,18,21,12,18,13,8,10,1,1,2,0,5,1,0
2022-04-05 19:00:00,0,0,0,0,1,2,0,0,3,5,5,7,8,6,10,14,14,16,15,14,15,20,18,16,13,14,13,11,9,8,4,6,4,5,8,9,10,11,10,10,10,10,10,12,12,15,13,21,30,27,21,17,14,13,11,5,0,10,1,6,4,2,3,4,6,5,0
2022-04-05 20:00:00,1,0,0,0,0,0,0,2,4,5,7,8,0,8,9,7,10,10,0,14,20,23,20,19,16,12,9,8,6,4,5,3,3,18,22,6,20,19,17,16,0,15,15,15,14,17,18,18,20,18,15,15,12,8,9,10,8,7,6,4,0,3,4,3,0,2,0
2022-04-05 21:00:00,0,1,0,0,3,0,1,1,3,6,5,8,4,0,7,9,9,12,11,13,21,11,20,18,16,10,9,7,5,6,5,4,6,9,5,9,9,11,10,9,8,8,11,12,9,12,13,15,13,10,11,9,8,7,5,6,4,3,3,2,1,0,0,0,0,0,0
2022-04-05 22:00:00,0,1,0,0,1,0,0,0,4,2,3,7,4,6,7,9,3,11,12,6,14,14,15,14,12,7,7,4,6,5,4,3,3,7,12,9,13,17,15,14,9,12,11,12,13,17,16,17,21,19,18,12,10,8,7,6,6,4,4,3,0,0,0,0,0,0,0
2022-04-05 23:00:00,0,0,0,0,1,0,0,0,1,1,2,3,3,0,5,4,3,5,6,5,4,5,0,3,3,4,3,4,3,4,5,2,3,2,3,0,5,9,10,5,0,6,5,9,1,10,11,15,16,11,13,12,11,6,5,1,4,3,2,0,0,2,1,0,0,0,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,0,1,0,0,0,0,0,2,4,3,7,7,0,8,9,10,14,0,11,13,13,18,20,20,16,15,15,15,16,17,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,1,0,0,0,0,0,0,0,2,4,6,4,5,4,6,9,9,10,9,8,9,8,7,5,2,4,5,3,5,6,5,4,9,1,4,9,14,18,17,18,19,22,21,20,19,19,15,14,15,4,1,15,17,3,2,13,9,6,1,0,0,0,0,0,0,0,0
2022-04-06 06:00:00,1,1,0,0,0,0,0,1,2,3,4,6,7,8,10,10,13,15,14,12,11,10,9,6,5,9,7,5,7,6,5,4,2,2,3,1,1,2,2,4,2,4,6,8,7,9,7,8,8,5,7,9,9,8,5,7,4,6,3,5,2,0,0,0,0,0,0
2022-04-06 07:00:00,1,1,1,0,0,0,0,1,2,3,6,6,8,15,20,25,31,35,35,27,23,20,18,18,15,11,13,15,18,14,9,5,7,2,3,0,3,5,9,4,3,9,11,12,10,13,11,8,10,9,7,7,7,8,6,7,5,4,3,3,0,2,1,0,1,0,0
2022-04-06 08:00:00,2,4,0,0,2,5,3,1,10,13,14,13,15,18,22,32,38,47,49,41,42,43,27,26,23,19,15,14,14,13,12,11,7,2,3,4,6,11,12,14,7,15,20,23,23,22,21,25,33,27,23,17,15,14,11,5,7,2,3,2,0,5,1,3,2,1,0
2022-04-06 09:00:00,0,2,2,1,0,0,1,1,6,7,9,13,17,20,22,27,34,36,31,30,32,28,23,22,18,15,13,13,13,15,14,11,9,3,4,4,7,2,7,7,4,9,10,12,12,13,11,12,9,7,8,8,9,10,6,9,6,3,2,1,0,0,2,0,0,0,0
2022-04-06 10:00:00,0,1,0,0,1,0,0,2,4,8,7,9,12,9,16,20,25,26,23,15,18,17,16,15,13,13,13,12,13,12,11,10,7,7,6,6,6,6,7,9,8,10,14,14,12,14,11,8,8,7,8,8,7,5,5,3,2,2,0,1,0,0,1,0,1,0,0
2022-04-06 11:00:00,1,0,0,0,0,0,0,0,2,3,4,5,6,5,7,10,12,11,11,10,10,14,11,11,12,10,9,13,13,12,10,9,7,4,12,9,11,13,14,15,14,14,14,15,15,19,16,18,15,13,10,8,7,8,6,5,4,3,4,1,0,2,3,2,0,1,0
2022-04-06 12:00:00,1,1,0,2,1,1,1,0,3,4,7,8,7,0,6,10,12,14,13,10,14,12,12,12,10,12,11,11,9,11,6,9,6,5,12,15,13,13,12,13,5,11,16,21,23,25,7,11,10,11,10,10,10,9,9,9,5,5,4,1,1,1,0,0,0,0,0
2022-04-06 13:00:00,0,2,0,1,2,3,2,0,4,5,7,8,9,7,10,12,14,17,15,18,21,21,21,22,16,14,13,12,14,15,12,6,10,11,12,14,15,13,13,10,11,13,14,19,20,16,20,15,14,14,11,10,5,7,2,6,4,3,0,1,1,1,4,5,3,0,0
2022-04-06 14:00:00,0,1,0,0,0,0,0,0,1,2,4,5,7,7,10,12,15,16,13,14,15,15,24,23,20,10,10,8,8,7,11,8,7,10,17,16,14,17,21,21,22,24,20,28,27,15,25,24,23,18,16,17,11,11,3,10,6,6,4,5,1,1,2,1,0,0,0
2022-04-06 15:00:00,0,0,0,0,1,1,1,1,4,8,8,11,10,10,11,12,13,13,14,14,16,16,17,15,13,12,13,12,9,10,12,11,10,8,18,17,18,18,20,18,20,21,19,15,16,20,20,23,20,19,14,14,10,9,9,8,6,9,5,4,3,0,2,1,1,0,0
2022-04-06 16:00:00,1,2,0,0,1,1,0,0,4,8,9,11,12,15,16,18,19,19,17,19,26,28,24,22,20,18,12,10,8,7,10,9,6,15,24,21,20,20,23,22,21,17,21,25,25,31,30,40,39,32,27,22,20,17,14,12,13,12,11,4,3,2,3,0,2,1,0
2022-04-06 17:00:00,0,2,0,0,3,0,2,3,10,12,6,13,14,6,13,14,18,20,23,24,26,29,28,22,24,21,18,18,13,15,11,13,8,10,17,18,17,16,17,22,22,17,17,18,15,20,23,20,21,21,20,18,18,15,12,2,7,10,8,5,0,1,1,0,0,0,0
2022-04-06 18:00:00,0,0,0,1,3,2,0,0,8,14,11,16,15,14,16,18,20,23,23,28,27,35,37,37,35,26,18,17,17,17,14,8,3,16,23,22,19,21,21,23,23,27,26,29,30,36,36,32,37,35,30,28,22,21,18,10,5,14,12,10,3,1,2,3,2,1,0
2022-04-06 19:00:00,0,1,0,0,1,0,0,2,8,8,4,10,8,6,8,9,14,11,12,19,25,27,24,19,16,16,17,16,13,12,11,8,7,11,20,19,20,21,19,13,18,15,14,18,19,16,19,20,24,19,22,18,15,11,10,10,8,7,5,4,0,3,2,0,0,1,0
2022-04-06 20:00:00,1,0,1,0,3,0,2,0,4,6,7,7,4,5,8,6,12,15,9,17,21,13,13,11,19,15,13,11,6,6,6,3,3,12,20,21,19,20,16,19,14,19,20,22,21,25,23,21,28,26,18,15,11,10,9,7,3,6,4,5,1,2,2,0,4,0,0
2022-04-06 21:00:00,0,0,0,0,0,0,0,0,3,3,4,6,5,2,7,5,6,7,7,8,16,17,15,14,13,8,8,7,8,7,7,5,3,4,8,8,14,10,8,9,6,8,12,14,12,18,11,20,27,24,20,21,14,12,8,4,11,9,7,6,1,1,2,0,1,0,0
2022-04-06 22:00:00,0,0,0,0,1,0,0,0,1,2,1,6,7,6,6,5,6,10,11,15,17,16,16,17,13,12,9,6,6,6,3,3,4,12,20,20,20,21,18,8,9,13,12,13,11,13,14,9,17,14,12,12,10,9,6,5,6,6,5,2,2,1,4,3,0,2,0
2022-04-06 23:00:00,0,0,0,0,0,0,0,0,5,3,0,6,3,2,8,7,5,4,4,5,8,10,5,8,6,6,6,5,4,3,2,0,2,3,10,0,11,12,11,0,3,12,13,14,0,15,16,15,14,12,10,9,9,6,3,2,5,4,2,0,0,1,0,0,0,0,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,0,0,0,0,0,0,0,3,4,2,7,3,0,8,11,12,14,0,13,12,11,15,16,15,0,15,15,16,14,14,12,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,1,1,0,0,0,0,0,1,2,6,9,3,10,11,6,14,14,15,14,13,11,9,10,9,4,8,8,7,4,8,9,7,6,1,3,7,9,13,16,5,17,21,19,18,19,17,14,15,13,2,12,11,12,0,1,10,5,4,2,1,0,0,0,0,0,0,0
2022-04-07 06:00:00,1,2,1,0,0,0,0,0,3,4,5,6,7,3,10,12,13,19,17,12,11,11,6,5,8,9,4,8,5,4,0,2,1,0,1,2,0,2,1,4,3,3,6,7,7,7,5,5,0,0,4,6,6,7,5,5,4,4,3,3,0,2,2,1,0,0,0
2022-04-07 07:00:00,2,2,1,0,0,0,0,1,7,4,5,12,15,15,18,24,26,31,29,28,25,24,21,20,18,18,15,14,13,14,13,11,4,1,3,0,6,3,6,9,9,12,14,17,18,18,10,13,15,13,12,11,10,8,10,6,5,9,8,2,0,0,2,0,1,0,0
2022-04-07 08:00:00,2,3,0,0,3,0,2,0,8,12,11,20,23,26,24,36,45,49,50,44,45,42,35,34,28,25,25,19,17,15,14,13,9,4,4,6,4,9,10,14,11,21,22,29,30,30,27,28,31,26,22,17,12,12,11,9,8,5,1,6,0,2,3,2,1,0,0
2022-04-07 09:00:00,1,1,0,0,1,0,0,0,4,7,6,7,8,9,11,16,22,24,21,19,28,21,19,16,14,12,10,13,15,16,14,11,9,3,5,3,6,8,9,11,0,15,12,12,12,15,13,11,14,13,10,10,14,14,13,12,8,4,3,2,1,1,2,0,0,0,0
2022-04-07 10:00:00,0,0,2,0,1,0,0,0,3,5,5,9,11,9,12,16,19,19,16,18,16,14,14,13,11,11,12,14,12,9,12,10,6,6,7,10,5,9,10,11,9,10,12,13,12,14,13,11,10,7,7,5,6,5,3,1,2,3,2,1,0,1,1,0,1,0,0
2022-04-07 11:00:00,0,1,0,0,0,0,0,1,4,5,8,7,7,9,11,12,12,14,12,12,14,15,12,13,13,10,13,11,10,9,10,7,8,9,12,14,10,12,14,12,11,13,14,18,19,23,16,15,8,4,7,7,5,8,8,2,7,5,2,0,0,0,2,1,0,0,0
2022-04-07 12:00:00,0,3,0,0,1,0,0,0,2,4,4,3,5,6,4,7,11,13,13,13,14,13,12,8,11,13,15,14,16,16,11,10,7,10,14,11,13,13,14,14,13,15,14,16,18,22,20,16,15,13,8,10,8,6,5,2,6,3,2,0,0,2,0,0,0,0,0
2022-04-07 13:00:00,2,0,0,0,1,0,0,0,2,5,5,7,7,8,14,19,20,21,19,17,19,17,14,15,12,15,15,17,11,14,13,11,9,7,14,11,14,14,13,15,11,16,19,22,23,23,17,18,18,15,14,11,10,10,10,10,6,5,4,3,1,0,0,0,0,0,0
2022-04-07 14:00:00,0,0,0,4,0,0,0,1,2,8,9,5,10,6,11,11,13,16,17,16,19,17,17,10,17,16,10,13,17,16,12,14,10,9,17,16,18,16,20,15,15,24,22,23,23,26,25,19,17,17,15,15,14,11,10,0,4,8,0,7,0,1,0,0,0,0,0
2022-04-07 15:00:00,0,0,0,1,0,0,0,0,3,5,4,7,6,6,7,9,10,12,10,15,20,18,21,20,12,17,15,14,12,13,13,9,9,10,19,20,21,18,20,23,22,20,19,22,23,24,22,22,23,23,18,20,16,11,10,9,7,8,9,4,1,1,2,1,0,1,0
2022-04-07 16:00:00,1,0,1,0,1,1,0,1,12,13,5,6,7,4,13,14,16,18,17,18,26,26,24,20,20,19,14,12,14,11,8,6,6,10,17,15,34,32,33,33,32,16,30,20,21,30,27,27,27,23,24,21,18,15,14,11,13,10,10,6,2,3,0,1,0,0,0
2022-04-07 17:00:00,1,0,0,0,0,0,0,2,7,9,15,17,18,10,19,26,30,29,26,26,33,34,28,26,26,25,12,8,14,13,15,15,11,12,17,21,20,23,24,25,24,27,26,25,15,30,30,25,30,27,22,21,16,14,13,11,8,7,4,4,1,2,0,0,1,0,0
2022-04-07 18:00:00,0,3,0,0,4,0,1,2,11,14,13,17,18,13,16,20,21,23,23,28,33,34,28,26,21,18,19,18,14,12,12,13,9,16,25,27,29,32,32,32,30,30,30,31,18,34,31,28,35,28,25,22,21,18,17,14,12,9,8,8,0,2,2,0,0,0,0
2022-04-07 19:00:00,2,0,1,0,0,1,0,0,5,6,3,9,8,5,11,10,14,15,14,16,18,19,18,16,12,11,11,12,9,6,7,0,6,9,14,15,16,16,16,15,13,12,15,15,16,17,19,22,30,25,21,17,13,8,10,4,6,9,5,4,0,4,0,0,2,1,0
2022-04-07 20:00:00,1,1,1,0,3,2,1,1,7,5,7,8,7,4,9,12,18,22,22,20,22,23,21,18,15,14,11,10,8,9,8,6,3,9,14,8,15,14,15,14,12,15,15,14,12,13,16,18,23,25,23,21,15,11,6,9,8,6,4,3,1,2,1,0,1,0,0
2022-04-07 21:00:00,0,0,0,0,1,0,0,0,3,3,4,7,8,9,9,8,7,8,9,10,13,12,13,14,10,9,9,1,6,8,6,4,4,5,7,8,8,11,9,9,7,12,15,16,17,21,19,10,21,19,19,17,12,11,9,0,8,6,5,4,1,2,1,0,0,0,0
2022-04-07 22:00:00,1,3,0,0,1,0,0,0,4,6,5,7,3,8,7,7,5,9,4,8,10,11,10,12,7,9,6,6,5,7,6,3,3,8,9,9,12,19,19,20,18,14,13,19,18,20,19,18,24,23,21,15,11,8,5,5,4,4,1,3,1,2,1,0,2,1,0
2022-04-07 23:00:00,0,0,0,0,1,0,0,0,3,2,2,3,5,1,4,1,2,7,7,11,12,13,10,12,10,10,9,6,6,4,5,3,1,7,7,8,7,8,7,7,4,4,7,9,7,9,6,6,11,8,9,8,5,3,4,1,3,2,1,1,1,1,0,0,0,0,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,0,1,0,0,0,0,0,2,3,4,8,7,0,8,9,10,14,13,11,13,14,15,16,15,12,12,10,11,14,12,12,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,1,2,0,0,0,0,0,1,2,4,5,3,7,8,7,8,11,9,9,9,8,7,9,7,8,6,7,6,5,7,6,5,4,2,4,8,12,15,17,17,17,19,17,15,16,11,8,8,7,2,4,7,6,7,3,4,3,2,0,0,0,0,0,0,0,0,0
2022-04-08 06:00:00,1,2,3,0,2,0,0,0,2,3,4,5,6,5,10,17,18,19,16,15,12,9,11,12,10,9,6,7,5,4,3,3,2,1,2,0,2,4,4,4,0,5,7,6,0,5,6,3,2,0,6,7,9,8,4,7,1,6,2,5,0,0,0,0,0,0,0
2022-04-08 07:00:00,0,1,0,2,0,0,0,0,3,4,7,6,8,10,17,23,28,31,29,24,22,17,15,19,15,17,15,15,14,14,10,9,3,1,3,3,5,5,5,5,6,9,12,14,16,17,7,14,10,8,9,10,13,12,12,11,9,7,0,6,0,2,1,1,1,0,0
2022-04-08 08:00:00,2,6,3,0,5,0,4,1,5,10,14,16,18,22,24,35,40,47,46,41,39,34,31,30,25,22,24,22,21,20,16,13,11,3,4,5,8,12,14,22,21,20,20,25,23,18,13,17,27,24,19,17,12,10,9,7,8,4,3,1,0,6,1,4,0,3,0
2022-04-08 09:00:00,1,0,0,0,1,0,0,1,5,6,9,13,14,18,20,24,26,28,27,20,20,20,16,15,12,13,11,11,11,12,11,8,7,3,7,3,6,6,7,14,15,12,12,13,13,14,11,9,14,6,14,11,9,6,6,4,5,4,1,4,0,2,1,0,1,1,0
2022-04-08 10:00:00,0,1,0,0,1,0,0,1,4,7,6,9,9,10,14,20,24,25,24,21,22,20,16,17,17,15,14,13,14,12,12,11,9,4,9,8,9,12,8,13,11,12,12,17,17,11,14,11,11,8,7,10,5,3,4,1,2,2,2,0,0,0,1,0,0,0,0
2022-04-08 11:00:00,0,1,0,0,0,0,0,1,3,5,4,7,9,8,10,14,15,19,18,16,15,16,13,14,11,12,14,13,9,13,11,9,7,6,9,10,14,11,12,13,0,13,15,16,15,23,18,11,11,10,9,9,9,9,7,6,5,5,0,2,1,2,0,0,1,0,0
2022-04-08 12:00:00,1,2,0,0,1,0,0,2,5,2,8,9,6,9,10,15,16,19,17,17,14,16,15,9,11,13,19,18,11,17,11,7,7,9,19,22,20,25,23,20,21,23,21,20,21,21,19,18,18,13,10,10,12,10,11,10,10,7,6,3,2,0,0,0,1,0,0
2022-04-08 13:00:00,0,0,0,0,2,0,0,0,2,5,7,10,11,10,11,13,16,17,19,20,24,22,18,15,17,16,15,12,12,16,15,12,7,5,10,11,9,10,11,9,14,14,17,22,22,22,16,21,23,21,18,17,15,16,17,16,15,14,1,12,0,2,0,1,0,0,0
2022-04-08 14:00:00,0,0,0,0,1,0,0,0,4,6,8,9,11,15,14,14,14,18,17,15,20,22,31,18,25,19,17,12,12,12,12,8,8,10,20,21,20,22,19,23,22,23,25,26,29,29,25,16,20,20,19,17,15,14,15,11,11,10,9,6,2,1,0,2,0,0,0
2022-04-08 15:00:00,0,0,0,1,0,0,0,0,5,7,8,9,9,10,9,14,16,18,18,21,33,36,36,34,30,29,21,21,21,17,17,15,10,10,19,21,22,22,24,25,23,29,23,24,18,22,23,24,19,16,14,15,13,12,8,9,7,4,3,2,0,3,2,0,1,0,0
2022-04-08 16:00:00,0,0,0,0,6,0,4,3,6,7,9,12,2,11,12,14,14,14,13,16,21,24,21,25,24,21,19,18,18,15,17,8,7,13,23,24,23,20,21,23,17,20,19,20,26,31,28,23,26,25,23,21,17,16,15,13,12,8,13,6,2,0,0,0,1,0,0
2022-04-08 17:00:00,1,1,0,0,1,0,0,2,5,9,11,12,13,13,18,28,37,38,41,42,48,24,22,18,19,16,12,10,8,10,8,11,10,10,16,17,17,17,17,18,21,27,31,30,34,42,37,33,37,32,28,22,20,18,16,15,13,11,10,7,3,7,7,0,6,1,0
2022-04-08 18:00:00,0,3,0,0,5,6,2,0,12,15,17,21,19,17,19,23,29,35,28,28,37,48,37,33,28,29,24,22,18,15,13,10,6,17,21,23,21,23,24,25,24,25,26,31,27,30,31,24,35,34,31,28,23,21,19,0,20,18,17,13,4,2,4,0,0,0,0
2022-04-08 19:00:00,1,0,0,0,2,3,0,2,8,10,12,15,0,15,14,14,19,23,18,19,27,38,36,32,23,18,16,16,15,12,10,7,6,14,24,27,23,23,21,21,15,21,22,23,22,23,28,33,35,34,31,27,20,15,14,13,10,12,11,10,1,6,6,0,7,4,0
