Unnamed: 0,1_화계사입구.종점,2_인수동청수탕입구,3_우이초등학교후문,4_서울영어마을수유캠프국립재활원입구,5_인수중학교,6_인수동백운교회입구,7_국립419묘지삼거리.윤극영가옥,8_국립4.19민주묘지입구사거리,9_북부성모병원,10_수유2동주민센터우이시장,11_광산사거리,12_강북구청,13_수유(강북구청)역,14_수유역,15_신일병원,16_강북노인종합복지관,17_화계사입구사거리,18_수유동삼양탕앞,19_화계사입구.한신대학교대학원,20_수유중학교혜화여고,21_서울정인학교,22_구세군강북종합사회복지관입구,23_미양중고등학교.팔팔·미송경로당,24_SK아파트.벽산아파트상가,25_솔샘터널,26_SK아파트.벽산아파트상가,27_삼각산동SK아파트북한산시티미양초등학교,28_두산위브아파트입구,29_동북프라자,30_삼양동사거리,31_성암국제무역고등학교,32_삼양동사거리입구,33_미아사거리역,34_성북우체국현대백화점,35_미아사거리역,36_삼양동사거리입구,37_성암국제무역고등학교,38_삼양동사거리,39_동북시장,40_두산위브아파트입구,41_삼양동벽산라이브파크미양초등학교,42_SK아파트.벽산아파트상가,43_솔샘터널,44_SK아파트벽산아파트상가,45_미양중고등학교.팔팔·미송경로당,46_구세군강북종합사회복지관입구,47_우광타운,48_혜화여고,49_화계사입구.한신대학교대학원,50_수유동삼양탕앞,51_화계사입구사거리,52_강북노인종합복지관,53_신일병원,54_수유역.강북구청,55_강북구청,56_광산사거리,57_수유2동주민센터우이시장,58_북부성모의원,59_국립4.19민주묘지입구사거리,60_국립419묘지삼거리.윤극영가옥,61_인수동백운교회입구,62_인수중학교,63_서울영어마을수유캠프국립재활원입구,64_우이초등학교후문,65_인수동청수탕입구,66_한신대학교,67_화계사입구.종점(가상)
2022-04-05 17:00:00,4,6,2,6,8,11,13,16,11,15,15,16,20,18,25,26,16,14,21,22,19,18,13,11,17,16,15,15,16,17,18,17,3,3,18,21,22,25,26,26,23,18,17,16,16,17,16,26,27,28,28,20,24,22,28,22,19,16,15,13,13,11,9,8,5,2,0
2022-04-05 18:00:00,2,3,5,4,8,9,11,12,12,16,13,19,27,29,31,31,29,28,26,22,23,19,15,11,10,8,10,12,20,28,26,23,2,7,29,27,25,26,25,23,24,18,14,15,14,17,18,16,13,14,16,16,14,31,35,28,22,20,17,11,5,4,3,3,1,0,0
2022-04-05 19:00:00,2,4,7,7,6,10,11,6,12,14,15,19,19,19,22,22,20,21,20,19,14,13,10,9,8,6,7,7,8,12,13,11,0,4,29,36,26,34,25,20,21,18,15,15,17,18,17,18,19,18,18,20,19,29,36,30,23,19,19,14,7,6,1,5,2,1,0
2022-04-05 20:00:00,0,3,2,3,4,4,2,5,6,7,9,6,11,12,16,13,15,11,14,12,9,7,6,4,5,5,8,6,7,8,8,9,0,3,20,21,17,15,24,18,15,13,10,9,8,7,9,10,6,7,10,11,9,16,17,15,14,13,15,11,8,5,3,3,1,0,0
2022-04-05 21:00:00,1,1,1,0,0,1,2,4,6,4,6,8,20,19,23,24,23,22,20,21,16,11,9,8,3,6,4,4,7,6,8,7,0,2,14,13,14,12,16,15,14,11,8,9,9,8,3,9,7,0,6,8,6,11,18,17,16,10,13,7,6,4,3,2,0,0,0
2022-04-05 22:00:00,2,0,3,1,3,2,2,2,2,3,4,3,13,18,19,9,18,16,15,12,11,10,8,5,6,5,5,4,5,5,4,4,1,2,10,9,9,8,10,12,11,10,8,9,8,10,3,11,8,13,1,5,11,24,27,22,19,13,11,7,5,3,3,2,1,0,0
2022-04-05 23:00:00,0,1,0,0,3,2,0,2,1,0,3,4,10,11,10,11,4,10,9,8,7,5,5,5,3,3,5,5,7,6,5,1,3,2,18,5,14,13,11,12,12,10,9,7,5,1,3,2,0,0,2,3,2,10,10,12,9,7,6,4,2,1,1,0,0,0,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,0,1,2,1,4,0,0,3,4,3,4,5,4,2,0,0,3,0,0,4,5,6,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,1,0,1,2,4,6,6,7,6,9,11,9,8,8,6,8,7,6,1,5,0,6,3,7,4,5,6,8,9,10,11,9,1,3,7,5,6,4,0,2,2,3,2,4,5,5,2,6,6,5,8,2,9,3,2,0,0,0,1,0,0,0,0,0,0,0,0
2022-04-06 06:00:00,1,2,2,3,6,8,11,13,15,13,14,14,7,5,8,5,7,6,6,4,4,1,3,4,4,5,5,8,9,11,14,13,0,1,3,3,4,2,6,4,3,4,8,10,10,4,10,12,15,6,16,8,15,4,5,5,4,3,0,1,0,1,0,0,0,0,0
2022-04-06 07:00:00,2,1,3,5,9,17,20,27,32,34,44,41,39,41,43,42,44,44,41,26,22,17,10,6,8,16,17,20,24,33,35,26,1,5,6,8,7,8,7,8,6,9,14,27,28,33,31,22,23,18,22,21,17,5,8,8,4,1,3,7,3,4,5,6,0,4,0
2022-04-06 08:00:00,3,4,6,4,8,15,22,27,29,41,43,39,13,14,19,18,15,17,14,16,12,11,11,9,12,18,25,35,36,43,43,35,2,2,12,12,10,11,11,9,8,12,16,20,21,24,26,27,28,31,21,31,27,17,22,18,14,5,13,12,7,4,3,1,0,0,0
2022-04-06 09:00:00,1,2,4,5,6,13,14,18,17,19,29,25,8,8,8,7,6,4,4,6,7,5,6,7,9,12,13,20,23,25,27,18,2,3,10,10,11,8,8,6,5,5,7,11,12,14,15,14,15,16,15,15,14,6,7,5,5,4,5,3,0,2,1,1,0,0,0
2022-04-06 10:00:00,1,1,4,3,8,10,10,14,14,20,19,16,7,5,6,5,6,5,5,6,7,7,7,6,9,10,13,16,16,19,21,20,5,1,9,11,9,7,7,6,5,4,5,7,10,9,5,8,10,10,8,13,12,7,7,8,7,5,5,4,5,2,3,2,1,0,0
2022-04-06 11:00:00,1,2,3,1,6,7,8,9,9,11,10,8,8,11,12,12,11,3,10,9,8,9,11,7,8,12,14,16,15,16,16,12,3,1,13,9,13,11,10,10,9,6,6,7,8,7,8,8,10,11,11,7,9,5,6,6,5,4,4,3,2,0,1,1,0,0,0
2022-04-06 12:00:00,2,2,3,4,4,7,8,9,10,9,10,11,15,17,18,13,15,14,14,16,13,12,10,10,10,13,12,11,16,19,18,15,3,3,10,11,11,11,15,15,14,11,8,10,10,10,11,11,12,9,9,12,11,6,8,7,8,7,5,4,3,3,1,1,0,0,0
2022-04-06 13:00:00,1,2,3,4,8,20,21,23,22,21,21,18,15,17,21,20,9,18,15,14,15,13,14,13,10,11,17,18,17,20,12,18,2,5,14,14,13,11,13,13,11,9,8,12,14,13,8,11,11,12,13,14,12,8,10,7,5,7,5,5,4,3,3,2,0,1,0
2022-04-06 14:00:00,1,5,6,5,8,12,10,12,12,13,12,14,23,22,23,23,13,8,18,17,17,15,14,14,13,11,13,15,16,17,18,16,5,3,17,12,12,11,19,23,21,19,13,11,8,14,7,14,13,6,12,14,12,8,8,8,8,7,8,6,5,4,5,4,1,0,0
2022-04-06 15:00:00,24,25,24,3,8,12,14,8,7,17,17,14,17,13,14,15,16,14,10,11,13,10,13,12,13,15,17,18,21,17,14,11,2,2,15,17,19,18,18,17,15,17,15,18,43,46,48,49,47,48,47,16,43,26,25,9,8,3,11,8,5,3,3,3,2,1,0
2022-04-06 16:00:00,18,5,19,27,27,23,23,21,18,18,17,15,19,22,21,19,16,18,15,35,34,31,29,25,16,15,17,16,17,18,17,15,4,6,25,28,29,26,31,31,27,22,18,17,17,16,15,50,48,14,47,45,41,22,30,13,17,17,9,13,8,5,3,2,1,0,0
2022-04-06 17:00:00,2,6,4,6,8,5,9,9,14,13,16,15,19,21,24,24,21,20,17,17,16,15,12,10,10,9,11,13,17,14,14,13,1,8,23,25,22,26,23,23,19,17,16,16,17,19,21,15,21,20,17,20,19,24,26,26,20,13,8,7,5,4,1,2,1,0,0
2022-04-06 18:00:00,1,7,4,7,6,10,11,13,14,15,15,15,25,26,28,24,23,21,19,21,19,18,16,11,8,8,10,10,17,20,16,10,1,6,31,30,28,25,21,20,21,20,18,18,17,17,16,14,17,12,18,17,15,24,25,18,19,15,12,7,4,4,3,3,1,0,0
2022-04-06 19:00:00,2,5,3,4,6,5,7,12,12,13,14,15,19,20,22,23,22,20,19,16,14,16,14,11,10,8,12,13,14,17,15,13,1,3,31,31,30,25,27,24,25,19,12,11,11,11,8,9,11,8,12,13,13,20,24,21,14,13,14,9,6,4,2,1,1,0,0
2022-04-06 20:00:00,1,2,3,4,3,8,5,5,7,8,11,12,15,17,19,18,17,17,15,15,12,9,7,6,5,6,6,9,11,12,12,9,1,3,19,13,12,21,18,20,20,15,14,12,7,7,6,7,5,0,5,12,11,19,25,22,21,17,14,9,7,5,4,2,0,0,0
2022-04-06 21:00:00,1,2,0,2,3,4,3,3,3,8,5,8,17,20,9,19,18,17,16,16,14,12,11,10,7,8,6,3,5,5,4,3,1,2,19,18,16,17,15,15,17,15,13,11,10,11,11,10,9,8,7,0,5,16,18,15,11,12,11,10,6,3,2,1,0,0,0
2022-04-06 22:00:00,1,1,3,2,1,2,2,2,3,4,3,5,17,19,24,26,13,24,22,20,15,12,13,10,6,4,4,3,5,6,5,5,1,3,17,11,16,15,15,15,16,13,10,9,8,5,4,3,5,3,2,4,1,26,25,17,13,12,10,7,5,4,3,1,2,0,0
2022-04-06 23:00:00,0,0,0,0,2,0,1,1,1,2,4,5,13,13,11,4,10,6,12,13,12,8,6,7,5,5,3,2,4,8,3,7,1,1,10,7,6,9,8,7,8,6,5,5,4,2,1,0,3,1,0,0,3,14,16,17,11,9,6,8,7,5,1,3,1,0,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,0,0,1,0,2,0,0,2,4,5,0,7,5,6,5,6,6,0,8,0,0,6,4,2,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,1,1,2,2,5,6,7,9,9,10,11,8,6,4,4,3,1,0,1,2,0,4,3,4,4,5,7,10,10,12,13,9,0,1,10,3,2,7,0,5,0,6,2,6,4,4,4,6,0,8,4,5,9,3,2,1,0,1,0,0,0,0,0,0,0,0,0
2022-04-07 06:00:00,0,1,1,2,7,10,12,15,15,18,18,18,9,4,4,5,6,2,4,2,3,2,3,1,8,4,5,12,13,14,21,8,1,0,5,2,5,6,4,1,5,1,5,8,7,5,6,6,9,10,11,8,10,3,3,2,3,1,1,0,0,0,0,0,0,0,0
2022-04-07 07:00:00,1,2,2,5,8,14,19,23,25,31,37,42,44,45,47,48,23,47,44,32,31,21,7,8,9,14,18,21,26,28,29,20,2,1,4,7,7,4,5,7,7,8,12,22,26,28,32,22,21,22,21,20,19,5,6,3,5,4,4,2,5,6,7,9,0,8,0
2022-04-07 08:00:00,3,3,5,6,6,14,16,20,29,40,43,36,16,18,22,23,23,19,22,16,9,15,16,18,20,23,25,29,35,37,34,24,2,1,11,11,10,10,9,13,11,14,13,18,20,23,26,25,27,29,27,30,26,13,14,11,10,7,8,7,6,4,3,2,1,0,0
2022-04-07 09:00:00,2,4,5,4,9,12,11,13,17,22,22,18,8,6,7,6,4,4,5,5,5,5,8,6,6,10,9,13,14,16,20,14,1,2,9,9,5,9,6,8,7,5,8,10,14,15,15,16,15,14,14,14,12,8,6,5,4,3,4,3,2,2,2,0,1,0,0
2022-04-07 10:00:00,0,2,3,5,7,9,10,10,9,15,16,12,10,12,12,9,10,7,9,11,8,8,6,6,9,11,12,12,13,16,15,12,4,4,8,8,9,8,6,7,6,6,6,8,11,8,7,13,9,14,11,10,6,4,5,6,4,4,5,2,5,4,2,1,1,0,0
2022-04-07 11:00:00,1,3,4,4,5,8,10,11,12,12,11,8,8,8,7,7,9,6,8,6,7,7,5,6,12,13,14,18,23,21,22,19,4,1,8,7,4,7,10,11,10,11,15,14,11,10,9,9,9,7,14,11,10,8,8,5,3,2,3,2,1,2,1,1,0,0,0
2022-04-07 12:00:00,2,2,3,4,6,8,9,11,11,13,12,12,8,9,11,11,11,9,8,10,9,9,7,8,10,11,13,13,17,18,18,15,3,2,11,11,8,9,12,17,14,13,12,12,15,16,15,17,16,0,19,16,13,8,8,8,6,7,5,2,4,2,1,1,1,0,0
2022-04-07 13:00:00,1,3,3,5,8,13,13,4,9,10,9,13,12,13,14,13,16,14,15,15,16,15,14,11,10,9,13,13,14,15,13,13,1,4,10,10,10,10,9,9,11,10,10,13,9,13,13,18,18,19,20,19,16,8,10,10,7,2,5,4,5,2,2,1,0,0,0
2022-04-07 14:00:00,1,3,3,3,5,7,6,15,5,15,13,11,16,15,14,12,13,13,14,16,16,15,12,10,8,8,12,16,15,14,13,11,3,4,15,16,12,18,13,16,17,17,13,16,11,11,8,13,16,16,15,16,14,10,13,10,7,7,7,3,5,3,3,0,1,0,0
2022-04-07 15:00:00,6,0,5,2,7,7,9,10,11,12,12,15,11,9,8,11,10,9,9,22,18,17,18,15,19,17,11,17,29,30,29,20,4,4,20,16,20,19,21,22,20,19,16,11,37,39,14,47,47,8,27,27,24,18,21,24,24,22,18,15,9,7,6,2,0,0,0
2022-04-07 16:00:00,29,31,32,28,22,19,17,18,14,15,13,16,22,23,22,21,20,19,17,30,29,29,20,23,15,12,13,18,18,20,16,14,1,3,21,22,23,21,22,25,19,25,17,15,17,16,13,30,29,28,25,44,42,25,27,21,23,13,12,9,6,5,6,4,3,2,0
2022-04-07 17:00:00,5,9,5,13,12,12,9,15,14,18,17,12,19,18,20,20,22,22,18,20,19,12,13,11,13,13,10,10,12,16,17,16,2,5,18,17,16,19,21,19,17,14,18,16,18,14,21,21,22,23,23,15,22,21,25,20,21,20,17,14,11,7,6,4,3,1,0
2022-04-07 18:00:00,0,5,2,3,7,11,10,12,11,14,16,17,31,33,33,33,32,31,28,23,23,20,16,14,13,12,15,19,26,28,25,22,2,5,31,30,26,25,24,22,20,15,12,19,24,21,18,19,19,18,19,19,20,32,39,34,29,21,16,12,8,6,5,3,1,0,0
2022-04-07 19:00:00,2,1,2,4,3,8,7,11,12,14,16,20,20,22,23,22,24,18,21,18,16,15,12,9,7,5,7,6,7,13,14,9,3,3,32,34,35,32,32,35,35,25,21,21,14,13,12,13,12,13,9,12,12,16,24,20,15,17,19,14,7,6,5,3,0,0,0
2022-04-07 20:00:00,1,2,0,2,3,3,3,4,4,6,6,10,15,16,15,14,17,18,16,15,12,9,7,9,6,5,8,4,9,11,11,8,0,4,17,18,12,15,16,16,13,10,8,10,8,7,7,7,5,8,9,8,6,9,13,12,11,12,9,6,3,4,6,3,2,1,0
2022-04-07 21:00:00,1,2,0,0,2,3,2,5,3,4,5,8,20,27,29,30,15,7,13,11,8,7,7,5,4,3,4,4,5,10,6,9,1,1,14,16,17,18,18,16,19,15,13,10,9,10,5,10,13,2,3,9,6,23,20,17,15,16,13,8,4,3,2,1,2,0,0
2022-04-07 22:00:00,2,0,2,3,2,1,3,4,1,2,5,5,13,14,16,11,31,30,26,31,23,20,19,17,15,9,7,5,4,6,1,5,1,2,16,17,15,14,16,19,17,15,13,14,14,14,12,10,9,14,12,7,9,15,18,19,17,10,14,11,5,4,3,2,0,0,0
2022-04-07 23:00:00,0,1,0,0,0,2,0,1,2,1,2,5,9,8,8,10,5,11,5,11,10,8,5,4,3,2,3,1,2,4,3,4,1,1,9,9,8,8,9,8,7,6,5,3,3,3,5,3,4,0,0,2,4,18,19,14,11,8,11,8,4,3,2,2,1,0,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,1,0,1,1,2,3,0,3,0,0,5,5,4,0,0,0,3,0,0,0,4,5,5,0,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,1,0,1,0,3,8,9,8,8,12,13,8,6,7,6,6,2,0,5,1,0,6,1,5,8,9,11,10,7,8,9,8,0,2,13,3,12,9,2,8,6,0,3,7,6,2,5,4,4,0,6,3,4,4,4,0,0,2,1,0,0,0,0,0,0,0,0
2022-04-08 06:00:00,1,1,1,1,4,9,11,11,14,16,15,16,7,3,8,3,7,4,2,5,3,2,2,2,4,6,6,14,13,12,14,11,1,2,4,0,3,3,2,2,2,2,2,6,7,5,7,8,8,7,10,11,6,6,5,4,2,0,3,2,0,0,1,0,0,0,0
2022-04-08 07:00:00,1,2,2,3,9,13,15,17,25,31,36,31,26,29,32,22,24,23,26,32,31,18,6,5,10,14,19,23,25,30,27,21,2,2,5,6,6,6,5,8,8,9,11,19,11,12,20,21,20,22,23,19,18,5,5,5,3,1,4,4,1,2,1,2,0,0,0
2022-04-08 08:00:00,2,5,5,4,8,11,16,18,26,37,37,34,21,23,24,26,12,26,23,14,12,13,12,10,15,19,19,24,26,31,31,23,3,1,12,13,11,11,10,10,11,12,14,21,27,27,30,31,32,31,31,32,28,14,13,9,9,11,11,9,8,7,4,2,3,2,0
2022-04-08 09:00:00,2,4,4,3,7,14,17,18,19,22,22,21,7,6,7,7,8,9,10,9,8,6,7,8,7,8,12,16,19,23,26,19,4,2,8,6,8,6,7,7,4,6,7,11,10,13,13,13,15,18,19,18,17,11,10,9,5,6,5,3,2,1,2,1,0,0,0
2022-04-08 10:00:00,1,1,2,4,7,9,10,13,17,22,23,16,10,11,10,12,10,4,9,9,10,9,7,7,11,13,14,15,16,18,18,15,2,2,7,7,5,3,6,6,4,4,5,7,8,10,8,11,11,12,13,12,14,8,6,5,5,3,4,2,2,1,1,0,0,1,0
2022-04-08 11:00:00,1,2,4,1,4,6,6,8,9,11,13,14,14,15,18,16,8,5,4,7,6,7,8,7,8,13,16,15,19,20,17,15,2,1,6,10,10,9,10,10,5,7,5,6,9,8,11,11,12,13,15,14,12,5,5,5,6,3,7,5,3,3,2,0,2,0,0
2022-04-08 12:00:00,1,0,2,2,7,6,6,7,6,9,11,9,10,11,10,16,17,18,17,18,16,12,13,10,9,12,15,19,20,19,19,15,2,4,15,17,13,14,15,13,10,10,8,8,10,9,10,10,12,14,15,14,13,6,10,11,10,11,8,7,4,3,4,2,1,0,0
2022-04-08 13:00:00,1,2,4,2,8,12,13,14,11,17,15,12,14,13,11,15,12,11,12,11,11,11,12,9,11,12,14,13,15,14,9,11,2,3,13,13,14,13,14,15,9,10,7,12,11,11,12,13,12,15,17,13,13,7,10,10,9,10,5,6,4,2,1,1,0,0,0
2022-04-08 14:00:00,6,8,7,8,9,15,13,15,14,14,13,14,12,15,16,14,14,17,14,24,25,24,25,24,23,24,27,30,27,23,20,14,4,2,14,15,14,15,19,16,15,15,14,15,42,43,45,48,48,0,46,45,41,25,20,18,15,8,13,10,6,5,3,0,2,1,0
2022-04-08 15:00:00,2,3,4,6,8,12,13,11,11,15,13,11,20,19,22,23,22,21,22,20,18,17,20,14,15,13,18,16,20,22,20,19,2,5,19,16,17,18,21,20,21,20,17,14,20,24,25,21,24,23,24,25,21,24,21,16,12,10,7,6,7,4,4,3,2,0,0
2022-04-08 16:00:00,1,3,3,4,6,12,13,16,14,16,14,15,21,22,23,24,25,23,21,17,20,18,16,15,13,14,12,12,14,18,19,16,5,11,30,35,39,40,41,32,29,27,19,21,23,24,21,26,24,23,16,17,20,16,17,16,13,12,10,7,5,3,4,3,0,0,0
2022-04-08 17:00:00,1,2,5,7,10,16,18,18,17,17,14,17,19,20,22,24,23,22,22,21,15,14,11,9,10,9,11,13,11,13,13,17,2,8,32,31,31,28,29,30,29,21,17,18,15,20,21,22,24,25,26,26,20,20,20,19,13,13,10,7,4,5,3,1,2,0,0
2022-04-08 18:00:00,3,4,4,6,9,13,14,16,16,17,21,20,30,33,39,38,38,36,32,32,27,29,33,24,22,18,15,14,19,28,30,23,1,11,24,23,24,24,23,27,26,25,20,23,22,22,21,19,17,16,14,19,15,22,28,23,18,19,17,10,4,3,4,1,0,0,0
2022-04-08 19:00:00,2,2,3,3,7,12,6,13,18,19,17,22,20,22,22,18,20,18,18,17,14,14,12,11,8,7,8,11,12,16,17,14,2,7,25,25,24,25,21,25,23,21,14,15,14,13,11,14,11,10,12,16,15,21,21,17,13,11,11,8,5,6,5,2,2,1,0
2022-04-08 20:00:00,2,2,3,3,4,8,7,8,6,5,6,9,15,15,20,18,16,14,14,15,14,11,10,7,8,6,6,10,12,14,16,13,1,5,14,18,17,18,23,25,24,19,15,15,9,8,9,10,11,8,14,19,16,10,13,19,14,11,7,6,4,3,1,1,0,0,0
2022-04-08 21:00:00,1,2,1,0,3,2,2,3,3,5,8,7,16,17,20,18,12,19,18,18,12,8,8,6,4,4,3,5,6,9,9,9,2,2,14,14,13,10,13,16,14,12,8,10,6,8,6,7,7,5,11,11,7,25,25,20,13,12,9,8,5,2,4,2,1,0,0
2022-04-08 22:00:00,1,1,2,0,2,5,4,6,7,8,5,6,16,18,21,21,17,20,17,15,16,10,8,7,4,5,5,6,9,7,3,6,2,2,21,23,22,18,17,15,17,15,14,13,12,9,8,7,6,0,5,4,3,15,18,17,12,5,15,11,4,3,1,1,0,0,0
2022-04-08 23:00:00,0,2,0,0,1,2,2,2,3,3,2,4,12,13,14,4,13,13,11,10,9,8,8,6,7,6,3,2,4,5,0,3,0,1,12,14,13,20,17,18,18,15,11,8,6,6,3,6,0,1,2,1,3,14,19,16,15,13,11,6,2,2,3,2,1,0,0
2022-04-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 04:00:00,0,1,0,0,0,0,0,1,2,3,0,3,3,4,0,0,3,0,2,0,0,0,3,0,2,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 05:00:00,2,0,2,1,3,8,4,4,9,11,10,9,4,5,3,4,3,1,0,0,1,2,3,1,4,1,5,4,5,4,4,4,1,1,7,5,7,4,3,6,5,4,3,4,5,3,0,7,3,0,8,6,8,0,2,4,0,0,1,0,0,0,0,0,0,0,0
2022-04-09 06:00:00,0,1,1,1,3,5,4,6,7,8,9,10,5,2,3,4,0,5,4,2,3,4,0,2,5,2,2,6,6,7,8,6,0,0,5,2,5,7,4,3,2,3,3,7,6,7,7,6,6,5,8,9,6,3,2,0,2,1,0,1,0,0,0,0,0,0,0
2022-04-09 07:00:00,1,0,1,2,3,7,7,9,10,14,18,15,3,3,4,2,1,1,6,5,3,2,1,4,4,5,6,8,7,10,8,8,2,2,5,3,4,3,4,3,3,4,4,6,7,8,6,10,12,13,3,7,9,5,4,2,2,1,1,1,1,0,0,0,0,0,0
2022-04-09 08:00:00,1,2,3,4,3,10,14,14,14,19,22,20,8,9,10,8,7,6,5,7,8,8,9,7,9,10,12,13,14,19,18,12,3,2,7,8,7,6,5,7,6,5,6,9,10,9,15,16,15,16,15,20,17,10,7,7,6,4,3,2,1,1,0,1,0,0,0
2022-04-09 09:00:00,1,2,3,4,10,21,21,23,22,24,21,22,13,11,9,12,7,11,10,11,11,12,14,11,14,18,17,17,22,31,35,22,2,1,10,9,10,9,8,8,13,14,11,15,17,18,24,26,28,22,26,24,20,6,7,6,4,3,3,2,2,2,2,4,1,0,0
