Unnamed: 0,1_화계사입구.종점,2_인수동청수탕입구,3_우이초등학교후문,4_서울영어마을수유캠프국립재활원입구,5_인수중학교,6_인수동백운교회입구,7_국립419묘지삼거리.윤극영가옥,8_국립4.19민주묘지입구사거리,9_북부성모병원,10_수유2동주민센터우이시장,11_광산사거리,12_강북구청,13_수유(강북구청)역,14_수유역,15_신일병원,16_강북노인종합복지관,17_화계사입구사거리,18_수유동삼양탕앞,19_화계사입구.한신대학교대학원,20_수유중학교혜화여고,21_서울정인학교,22_구세군강북종합사회복지관입구,23_미양중고등학교.팔팔·미송경로당,24_SK아파트.벽산아파트상가,25_솔샘터널,26_SK아파트.벽산아파트상가,27_삼각산동SK아파트북한산시티미양초등학교,28_두산위브아파트입구,29_동북프라자,30_삼양동사거리,31_성암국제무역고등학교,32_삼양동사거리입구,33_미아사거리역,34_성북우체국현대백화점,35_미아사거리역,36_삼양동사거리입구,37_성암국제무역고등학교,38_삼양동사거리,39_동북시장,40_두산위브아파트입구,41_삼양동벽산라이브파크미양초등학교,42_SK아파트.벽산아파트상가,43_솔샘터널,44_SK아파트벽산아파트상가,45_미양중고등학교.팔팔·미송경로당,46_구세군강북종합사회복지관입구,47_우광타운,48_혜화여고,49_화계사입구.한신대학교대학원,50_수유동삼양탕앞,51_화계사입구사거리,52_강북노인종합복지관,53_신일병원,54_수유역.강북구청,55_강북구청,56_광산사거리,57_수유2동주민센터우이시장,58_북부성모의원,59_국립4.19민주묘지입구사거리,60_국립419묘지삼거리.윤극영가옥,61_인수동백운교회입구,62_인수중학교,63_서울영어마을수유캠프국립재활원입구,64_우이초등학교후문,65_인수동청수탕입구,66_한신대학교,67_화계사입구.종점(가상)
2022-03-05 04:00:00,1,0,0,0,1,2,0,2,3,4,1,2,3,0,0,2,2,0,0,0,2,3,0,0,1,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,1,0,0,2,3,5,8,5,9,10,10,10,4,7,6,5,3,0,4,2,2,1,0,2,4,5,5,8,9,10,11,10,1,1,5,0,3,3,2,3,3,0,4,5,3,0,5,5,6,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,1,0,1,1,3,3,4,6,6,6,6,7,3,0,1,1,3,0,2,2,0,1,2,1,4,3,4,5,5,6,9,5,1,0,7,6,5,6,3,3,0,2,1,3,2,3,7,1,4,5,0,4,4,4,4,3,1,0,2,1,4,0,0,0,0,0,0
2022-03-05 07:00:00,0,1,0,1,2,7,8,8,9,11,12,10,3,3,5,1,0,0,5,4,2,4,4,3,5,6,5,8,9,9,10,9,2,0,5,1,3,3,5,5,3,4,5,8,9,11,12,13,6,8,7,12,11,4,3,2,1,0,0,0,0,1,3,2,0,0,0
2022-03-05 08:00:00,1,3,2,3,5,10,11,13,15,19,24,16,6,7,8,6,7,6,4,8,8,8,7,6,8,10,11,13,13,15,17,17,4,2,11,9,10,7,7,7,4,2,6,8,9,11,13,15,9,12,11,15,9,10,10,7,6,4,1,1,2,0,1,1,1,0,0
2022-03-05 09:00:00,2,3,3,3,8,20,20,26,26,28,29,21,8,7,6,2,7,5,4,5,7,7,7,7,9,14,15,15,16,20,23,20,1,1,10,10,9,5,6,13,11,9,11,14,17,19,22,23,24,26,29,17,27,9,9,5,8,6,4,1,1,0,1,0,0,0,0
2022-03-05 10:00:00,0,3,4,5,9,11,12,13,16,20,23,20,16,15,14,12,8,5,7,9,8,11,9,12,11,14,21,22,27,23,21,18,2,2,12,10,12,10,9,8,8,7,5,13,14,10,11,16,15,19,18,19,14,6,8,5,4,4,2,2,2,0,0,1,0,0,0
2022-03-05 11:00:00,0,2,3,5,7,13,17,19,20,15,13,16,12,13,13,11,10,13,9,8,8,7,8,10,14,16,16,18,21,17,19,17,3,6,14,15,16,14,12,12,13,11,9,13,13,16,9,18,18,13,16,15,14,11,8,8,8,7,7,5,2,5,2,1,0,1,0
2022-03-05 12:00:00,0,3,5,6,10,15,13,14,13,16,16,14,21,10,21,17,15,17,16,17,14,12,13,14,14,17,20,23,24,29,27,24,5,4,15,14,11,11,12,12,12,11,7,11,14,12,13,14,13,14,19,20,19,14,17,10,13,12,9,7,4,3,5,1,1,1,0
2022-03-05 13:00:00,2,2,0,2,5,12,7,18,20,20,21,17,16,19,20,19,14,13,13,17,16,14,12,10,9,12,13,15,18,22,17,16,2,5,12,13,11,11,16,19,20,15,15,16,18,22,19,18,21,24,23,21,17,12,15,13,12,8,9,8,7,5,4,1,0,2,0
2022-03-05 14:00:00,3,3,4,5,6,10,11,12,14,18,16,12,14,14,16,17,18,16,14,16,14,14,12,12,15,15,18,19,23,20,21,16,6,2,15,12,13,16,15,16,15,15,12,14,15,18,20,23,25,11,23,22,18,12,17,17,11,9,9,7,6,4,4,2,2,1,0
2022-03-05 15:00:00,1,4,3,6,7,10,13,13,10,17,15,12,18,20,20,18,17,20,18,16,14,12,11,10,10,14,15,15,17,18,16,15,3,2,15,15,14,13,17,17,16,14,13,12,8,8,9,9,14,16,17,14,19,10,12,9,8,9,9,8,7,5,4,2,0,0,0
2022-03-05 16:00:00,0,2,3,5,6,7,9,11,9,9,11,8,17,14,18,19,18,13,17,12,11,15,10,14,17,16,16,16,19,23,20,14,5,9,22,22,20,16,16,16,14,14,9,14,14,15,20,22,22,24,25,24,20,13,15,10,8,8,8,8,5,4,6,1,2,0,0
2022-03-05 17:00:00,1,2,3,4,7,13,14,20,22,23,21,18,16,17,20,20,21,20,19,15,13,13,11,10,11,11,15,15,16,20,22,19,2,5,17,16,18,17,20,22,20,18,13,15,16,15,18,21,23,13,23,28,27,27,23,18,14,7,8,6,6,4,3,5,4,2,0
2022-03-05 18:00:00,2,2,5,2,6,9,6,12,11,13,13,14,20,22,27,25,24,22,20,18,18,15,14,11,10,9,10,13,17,21,13,17,2,4,24,23,12,17,20,20,20,18,17,19,12,15,12,14,14,15,14,17,15,16,17,16,11,14,11,9,5,3,3,2,1,0,0
2022-03-05 19:00:00,1,2,2,4,5,6,5,0,6,13,11,10,18,20,20,20,19,17,17,15,12,11,11,10,7,7,6,8,10,13,4,11,1,6,25,22,22,19,20,18,18,15,13,12,7,6,4,7,5,7,9,9,7,19,19,17,14,14,15,10,9,6,6,4,2,1,0
2022-03-05 20:00:00,0,1,3,4,5,6,6,0,4,10,12,9,17,18,23,15,12,11,20,18,11,9,7,5,4,5,6,8,7,13,3,13,3,3,19,22,23,22,19,19,18,15,12,8,6,5,6,3,5,6,3,2,3,12,15,11,8,6,7,8,6,4,3,2,0,0,0
2022-03-05 21:00:00,1,2,3,0,5,3,3,6,3,3,7,7,20,21,22,22,22,21,18,14,14,12,5,2,6,2,4,7,3,4,3,0,0,1,18,17,14,17,16,17,14,10,8,13,6,5,5,4,5,6,3,7,3,13,19,18,15,13,12,10,4,1,2,1,0,0,0
2022-03-05 22:00:00,1,1,4,5,0,5,4,5,2,2,4,7,18,20,21,20,18,17,15,12,10,8,10,6,4,4,5,2,5,5,5,4,0,1,16,13,14,15,18,18,16,14,7,6,7,7,7,4,3,5,6,5,6,22,24,21,15,16,14,10,4,1,3,2,0,0,0
2022-03-05 23:00:00,0,0,2,0,3,0,0,3,1,5,6,12,17,20,18,12,14,14,15,14,14,11,11,8,4,5,3,4,3,4,4,2,1,2,26,8,25,24,23,20,18,16,11,7,5,5,4,0,1,0,0,3,2,17,20,18,14,14,8,7,6,4,3,2,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,1,0,0,0,0,2,0,2,0,0,2,0,1,0,0,2,0,0,0,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,1,0,0,1,3,5,5,4,3,6,8,6,4,5,4,5,3,1,4,0,2,3,1,1,2,6,7,10,4,8,0,6,0,2,6,0,1,3,7,3,2,0,6,2,1,0,0,0,0,0,1,0,0,2,4,4,0,0,3,1,0,0,0,0,0,0,0
2022-03-06 06:00:00,1,0,0,1,1,7,4,8,7,4,5,7,3,2,4,5,4,2,3,2,1,2,3,0,2,2,3,4,4,3,4,2,0,0,4,3,2,1,2,3,2,1,0,3,0,3,1,2,0,4,4,1,5,1,2,3,2,1,0,2,0,0,1,0,0,0,0
2022-03-06 07:00:00,0,0,0,1,2,4,5,0,6,9,10,7,7,4,9,8,0,7,6,7,5,2,3,2,2,3,4,5,4,3,2,4,0,1,2,3,4,1,3,2,1,0,2,4,4,4,5,5,4,4,3,4,4,4,5,2,0,2,0,0,1,0,0,0,0,0,0
2022-03-06 08:00:00,1,0,2,3,3,11,11,7,7,12,11,9,6,5,5,4,5,4,3,4,5,3,4,2,7,7,6,8,8,11,9,9,2,1,4,5,2,4,7,6,0,5,4,5,5,6,10,12,7,13,9,8,7,6,5,3,2,2,2,1,2,0,1,1,0,0,0
2022-03-06 09:00:00,1,1,3,2,4,11,7,15,13,16,10,15,8,9,10,9,7,5,5,4,6,7,5,8,9,8,8,10,14,15,16,13,3,1,5,4,4,6,5,7,7,7,7,8,11,13,16,13,18,19,17,16,14,7,5,3,3,2,3,2,2,1,1,0,1,0,0
2022-03-06 10:00:00,1,2,1,3,9,15,22,21,19,19,18,14,9,10,2,11,10,0,9,10,9,6,7,9,16,17,24,27,24,20,21,18,5,1,5,6,4,5,7,9,7,3,7,10,9,11,11,12,12,14,14,12,11,10,7,5,2,3,2,1,2,0,1,0,0,0,0
2022-03-06 11:00:00,1,2,4,6,8,15,18,20,21,22,21,19,8,9,11,10,12,3,11,10,6,8,9,8,14,14,16,21,22,26,25,18,2,1,7,8,9,4,9,11,8,7,7,8,8,9,9,10,10,11,9,10,7,4,5,5,3,2,4,3,1,3,2,1,0,0,0
2022-03-06 12:00:00,2,4,5,6,12,13,13,15,15,13,14,15,12,15,15,13,12,11,13,15,7,13,12,9,11,12,14,16,16,17,15,15,3,4,9,11,6,9,10,11,11,10,8,13,13,14,17,18,28,15,27,26,19,10,9,9,8,6,7,6,4,3,2,0,0,0,0
2022-03-06 13:00:00,3,5,8,9,9,9,8,11,10,14,19,19,16,14,11,13,14,7,9,8,6,7,7,6,8,9,11,15,14,14,14,11,3,2,10,12,13,11,20,18,18,18,14,15,9,14,16,14,14,16,15,15,13,13,10,11,7,4,3,5,4,3,1,0,0,0,0
2022-03-06 14:00:00,1,2,3,1,4,9,12,5,15,19,21,21,15,18,18,10,11,7,13,15,13,9,11,8,10,15,16,16,18,18,19,13,3,1,12,13,15,14,17,16,14,11,10,14,10,11,9,11,13,8,10,10,9,16,15,12,13,12,12,6,10,5,4,0,1,0,0
2022-03-06 15:00:00,1,2,4,6,4,7,10,11,12,11,13,13,16,11,12,15,10,14,13,12,6,11,10,10,12,14,13,12,14,17,8,16,4,11,13,14,13,13,12,15,12,14,11,14,13,13,7,12,12,13,11,14,10,14,16,14,9,8,0,6,2,2,2,1,0,0,0
2022-03-06 16:00:00,1,1,3,3,6,7,8,10,11,10,9,8,12,14,16,17,14,18,17,12,15,15,14,13,11,15,14,14,12,15,17,15,6,5,21,16,20,19,15,16,16,17,14,14,13,8,12,8,11,12,7,12,11,14,17,13,16,5,15,4,2,4,3,0,0,0,0
2022-03-06 17:00:00,0,4,6,4,8,10,8,10,9,11,12,12,15,18,18,18,11,5,17,16,15,13,11,8,10,10,10,12,13,19,14,15,2,4,12,14,11,14,19,20,16,17,13,11,9,12,13,17,16,15,16,15,13,12,10,9,7,4,6,5,5,3,4,1,1,0,0
2022-03-06 18:00:00,2,3,4,2,6,9,3,6,8,6,8,10,19,21,27,24,25,24,23,22,22,21,16,13,11,8,10,10,12,16,16,15,3,4,14,12,11,13,19,19,18,14,14,15,12,13,12,7,14,12,9,8,8,15,15,13,9,8,8,6,5,3,2,2,2,1,0
2022-03-06 19:00:00,0,2,3,4,4,7,9,9,10,11,11,12,13,15,16,21,22,19,17,16,12,11,9,5,5,10,9,5,8,10,9,8,1,4,15,14,12,7,14,13,15,12,11,8,7,7,5,4,10,4,15,15,11,11,16,12,13,12,11,10,9,7,5,2,1,0,0
2022-03-06 20:00:00,0,0,1,1,2,5,10,5,9,7,6,4,13,17,20,19,18,17,16,14,12,11,9,7,7,5,4,5,9,4,10,10,0,4,17,15,16,14,16,15,14,10,8,8,6,5,4,4,3,3,6,5,5,11,16,13,13,6,7,9,7,3,2,0,0,0,0
2022-03-06 21:00:00,1,0,1,1,1,3,2,4,5,7,9,9,15,11,10,15,4,10,14,13,12,10,8,6,8,5,4,2,2,7,5,4,1,2,9,10,9,10,12,11,10,4,9,8,6,4,4,5,3,0,0,4,2,20,20,19,16,13,10,8,5,4,6,2,0,0,0
2022-03-06 22:00:00,0,1,2,0,0,3,2,3,4,5,7,7,11,13,14,6,13,0,13,11,9,6,5,2,3,1,4,4,4,6,6,5,0,2,13,13,12,11,12,11,12,9,8,7,8,7,5,4,2,0,6,0,5,12,14,13,10,9,8,6,2,1,5,1,2,1,0
2022-03-06 23:00:00,0,0,1,0,0,2,0,3,3,2,2,4,10,12,11,11,8,0,11,12,9,5,4,3,2,2,0,1,2,1,2,0,0,1,12,10,13,14,12,14,12,9,5,9,6,6,0,5,1,0,4,0,3,10,13,12,10,8,9,7,6,3,2,1,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,1,0,2,1,2,3,3,1,3,5,4,4,2,0,0,0,1,0,0,0,2,3,0,0,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,1,0,1,2,4,4,7,4,6,7,6,5,4,6,5,1,4,4,2,3,3,2,2,4,4,4,6,9,10,11,12,9,4,2,5,0,3,4,4,4,3,0,5,4,5,8,3,9,10,10,2,0,7,4,3,2,2,1,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,1,1,1,1,3,12,13,10,10,17,18,12,4,6,7,5,4,4,3,2,2,2,3,2,4,6,7,8,9,10,12,10,0,0,4,3,4,4,6,4,1,3,4,7,6,6,10,9,7,6,8,5,8,5,3,2,2,2,3,2,1,2,0,0,0,0,0
2022-03-07 07:00:00,1,1,2,4,8,15,21,25,36,43,46,41,37,38,27,33,39,35,35,23,24,13,7,6,11,16,17,23,29,31,29,24,2,2,7,10,11,10,9,9,8,9,12,22,26,24,30,24,23,23,24,20,23,9,9,4,6,5,4,5,4,4,6,7,0,6,0
2022-03-07 08:00:00,2,4,7,5,8,14,16,17,20,28,30,28,17,18,22,22,22,22,19,22,19,20,19,10,11,14,16,21,22,33,35,29,2,3,17,6,16,11,9,10,11,12,13,22,24,25,23,24,23,22,23,24,18,14,12,10,8,10,5,9,8,7,2,2,2,1,0
2022-03-07 09:00:00,1,3,5,5,7,10,14,16,16,19,21,16,11,11,12,11,11,10,6,8,8,8,8,6,11,12,12,16,20,21,23,20,2,2,5,6,6,7,6,7,7,5,6,11,12,15,15,19,19,20,19,17,14,9,8,6,5,5,4,1,3,1,0,1,0,0,0
2022-03-07 10:00:00,1,2,4,4,5,9,11,14,11,18,20,14,10,8,12,7,12,9,11,8,12,9,7,6,9,13,14,17,14,15,16,11,2,1,7,8,5,4,7,8,6,10,10,11,7,12,11,12,14,5,15,14,13,6,6,5,4,5,6,5,4,2,1,1,2,0,0
2022-03-07 11:00:00,1,1,2,3,6,9,12,12,11,11,14,13,16,18,18,20,21,19,20,28,26,23,14,13,12,12,15,16,13,14,13,12,3,1,9,8,7,8,13,13,14,12,8,9,9,10,4,11,12,11,11,11,10,8,16,5,11,10,8,3,1,3,2,1,1,0,0
2022-03-07 12:00:00,3,1,2,0,6,12,13,12,13,14,16,13,9,7,11,12,11,11,9,12,11,12,10,8,10,10,14,15,15,19,12,16,2,2,14,9,7,10,11,12,10,11,10,13,35,36,37,38,35,34,27,33,26,13,14,11,10,7,6,8,5,4,1,2,0,2,0
2022-03-07 13:00:00,2,3,4,5,6,8,9,10,10,14,17,11,13,13,9,16,13,9,13,10,12,10,8,7,7,12,18,18,22,21,19,14,5,4,14,13,13,12,12,11,7,11,10,11,13,10,15,16,16,18,18,17,14,10,10,9,6,7,6,6,6,2,1,1,0,0,0
2022-03-07 14:00:00,18,3,4,4,6,7,13,11,13,14,16,14,18,19,20,10,9,10,18,16,15,12,11,10,13,11,9,9,11,12,15,12,4,8,15,16,14,11,11,13,11,12,10,10,14,10,14,21,22,20,11,19,13,12,13,13,12,12,11,7,5,3,1,0,2,1,0
2022-03-07 15:00:00,20,21,6,21,17,17,17,16,12,13,11,15,22,21,27,25,23,20,20,32,30,24,23,21,17,19,14,16,20,18,17,13,3,3,23,24,22,12,17,20,18,16,12,15,13,12,13,40,18,0,42,42,39,16,16,15,10,10,9,9,6,5,3,2,1,0,0
2022-03-07 16:00:00,5,4,3,4,5,7,8,11,8,9,10,10,19,18,20,21,23,0,22,21,22,22,23,20,20,17,16,15,17,18,19,15,4,6,19,19,20,18,24,24,23,17,16,16,44,46,48,50,21,47,44,41,39,23,28,20,13,14,9,8,6,3,1,2,1,0,0
2022-03-07 17:00:00,2,3,5,10,14,14,11,12,13,16,15,22,26,29,33,32,30,17,27,25,25,24,20,18,16,10,10,11,14,17,11,16,2,6,29,27,24,20,21,18,20,19,13,13,12,13,12,16,13,12,13,15,16,21,23,22,13,14,11,11,5,6,5,3,2,1,0
2022-03-07 18:00:00,3,6,7,2,9,14,12,16,17,18,19,17,23,24,25,25,25,23,21,22,19,16,12,9,8,10,10,10,13,15,14,9,2,6,32,30,26,21,18,20,20,13,16,15,13,11,15,14,13,12,15,15,13,29,30,27,14,13,9,8,5,5,2,2,1,0,0
2022-03-07 19:00:00,1,3,2,2,3,7,8,6,11,12,14,13,22,18,23,24,21,15,17,15,12,11,10,10,11,9,9,7,14,20,19,15,1,7,27,30,29,25,27,28,30,23,17,18,15,12,11,9,10,9,11,10,9,38,40,38,24,20,17,12,7,6,5,2,1,0,0
2022-03-07 20:00:00,2,0,1,1,3,8,4,4,2,7,8,10,14,15,13,14,12,13,12,11,10,9,4,7,5,5,3,5,6,5,5,5,1,2,21,23,11,21,21,18,16,13,10,10,8,7,4,6,6,6,6,7,6,11,14,12,11,9,9,7,5,2,1,0,0,0,0
2022-03-07 21:00:00,1,1,0,3,4,4,3,5,4,6,5,8,14,15,15,10,14,13,13,14,10,10,8,6,5,4,1,4,6,8,8,4,1,1,10,11,10,10,18,17,16,13,9,10,6,5,5,4,4,1,1,3,4,14,16,16,12,11,8,6,4,2,2,0,1,0,0
2022-03-07 22:00:00,2,1,2,1,0,2,1,3,2,4,5,4,14,14,17,17,16,15,12,14,10,13,10,6,5,6,7,5,6,8,2,9,0,3,12,10,10,9,13,13,11,9,7,7,6,4,5,3,6,2,5,1,3,15,14,13,14,12,11,7,6,3,3,2,0,0,0
2022-03-07 23:00:00,0,0,1,0,0,1,0,0,2,0,1,4,11,12,14,15,13,13,10,11,10,11,9,7,4,5,3,1,3,7,3,6,1,0,9,8,7,7,8,6,7,4,3,4,2,3,3,1,3,3,4,6,0,10,12,20,18,17,17,7,2,3,2,0,0,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,1,1,2,2,1,2,2,3,2,4,5,4,2,0,0,3,2,0,0,0,0,0,0,1,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,1,1,0,2,4,4,8,4,7,8,7,8,3,4,5,4,2,0,0,0,2,4,2,2,5,3,7,11,13,10,14,9,1,1,7,4,2,4,3,2,3,0,3,4,0,3,2,4,6,5,0,4,5,2,3,2,2,0,1,0,0,1,0,0,1,0,0
2022-03-08 06:00:00,1,1,2,3,6,11,14,14,16,15,17,15,4,5,4,4,4,3,2,3,0,4,3,4,3,7,6,13,14,15,16,15,2,0,5,2,5,4,4,3,4,4,4,6,5,7,8,9,11,12,13,6,9,6,5,4,3,2,1,2,2,0,1,0,0,0,0
2022-03-08 07:00:00,2,2,3,2,8,14,15,20,24,32,36,42,35,36,38,32,39,28,36,25,27,15,6,5,9,13,16,24,27,32,37,25,3,2,5,4,7,5,5,8,9,9,13,20,20,22,24,19,21,17,21,22,22,5,6,5,4,5,2,2,2,3,4,5,6,4,0
2022-03-08 08:00:00,3,4,3,4,7,17,15,22,24,30,36,29,16,17,16,18,19,17,17,12,13,12,12,9,13,18,20,26,29,35,36,30,3,1,12,12,11,10,8,8,9,8,11,15,16,21,24,25,27,27,28,29,26,12,13,11,10,12,9,10,8,3,2,0,2,1,0
2022-03-08 09:00:00,2,1,3,1,4,9,16,18,20,24,25,20,12,12,8,11,9,6,7,6,8,8,9,7,8,11,13,15,15,16,17,15,3,1,6,6,5,4,3,5,4,6,7,12,16,19,20,23,23,22,22,22,21,9,9,7,5,6,5,4,3,1,0,1,0,0,0
2022-03-08 10:00:00,0,2,2,4,6,9,9,10,10,13,14,11,10,12,10,13,12,11,11,12,9,9,10,7,9,11,13,14,14,16,16,11,2,1,9,7,5,6,10,9,5,5,4,7,9,11,8,11,12,13,13,15,14,10,7,5,4,4,4,3,3,2,2,1,1,0,0
2022-03-08 11:00:00,2,1,3,5,3,7,8,10,9,12,17,12,13,14,16,20,21,15,20,19,19,11,8,6,7,7,10,14,12,12,13,12,3,1,8,10,11,10,10,10,8,7,7,13,10,10,11,11,11,8,8,10,7,4,6,6,5,7,4,6,4,3,1,1,0,0,0
2022-03-08 12:00:00,1,1,2,3,8,9,8,9,10,11,13,13,8,8,9,8,8,10,10,7,8,8,13,12,15,14,19,14,17,19,19,16,2,2,17,16,13,13,15,15,14,14,11,11,20,23,23,29,21,21,28,26,19,10,9,8,7,5,7,5,3,3,2,0,1,0,0
2022-03-08 13:00:00,1,2,2,3,5,8,8,9,10,13,12,11,10,11,12,12,11,11,10,10,9,8,9,7,6,9,12,11,13,14,14,12,4,3,11,6,8,9,11,12,10,9,6,9,10,11,11,12,12,12,8,12,11,7,6,5,5,6,5,5,2,3,1,1,0,0,0
2022-03-08 14:00:00,4,5,4,5,8,9,9,10,10,12,10,9,14,16,19,20,17,14,16,11,15,16,16,15,17,15,17,19,15,17,14,12,3,3,13,14,15,15,10,11,10,10,9,9,11,11,13,13,15,9,17,16,13,10,10,10,10,7,5,4,3,3,2,1,0,0,0
2022-03-08 15:00:00,11,3,3,3,5,9,8,8,9,9,11,12,15,15,22,9,21,20,19,20,18,15,14,13,15,16,15,14,19,19,18,13,2,2,11,12,13,11,23,25,22,19,18,16,14,16,18,19,17,18,19,19,20,13,18,16,12,13,11,8,6,5,2,3,0,0,0
2022-03-08 16:00:00,17,19,20,16,13,14,16,19,17,17,19,17,17,20,22,15,21,22,21,27,26,27,30,24,20,16,19,20,21,22,22,17,3,4,27,26,25,24,33,26,23,25,18,16,25,22,26,41,29,40,26,32,27,26,24,18,15,14,11,5,3,3,2,2,1,0,0
2022-03-08 17:00:00,3,4,5,9,14,15,9,13,17,17,19,20,17,11,17,14,16,14,14,15,13,14,14,11,9,12,11,13,16,16,18,14,5,8,21,21,20,21,30,32,30,25,20,17,16,18,19,20,23,22,23,23,21,21,28,22,16,15,13,8,5,7,6,4,3,2,0
2022-03-08 18:00:00,2,4,3,4,5,7,8,14,15,19,19,18,22,23,26,28,29,28,27,17,24,20,16,14,10,12,11,13,16,20,10,14,2,6,28,25,22,19,22,21,17,15,12,15,12,12,14,13,14,10,15,14,13,26,29,28,24,22,16,11,7,4,5,3,2,1,0
2022-03-08 19:00:00,2,1,2,3,5,8,9,10,9,17,15,11,23,26,28,24,19,22,20,17,14,9,7,8,7,6,7,9,9,13,10,10,1,7,20,23,26,29,29,25,23,22,17,19,14,13,10,12,11,13,14,11,12,16,21,18,17,18,15,10,5,4,4,2,1,0,0
2022-03-08 20:00:00,2,3,1,2,4,5,5,6,5,6,4,6,14,12,15,15,14,11,13,11,9,8,6,6,4,4,5,6,8,9,8,8,1,6,22,21,20,21,23,21,22,18,15,15,12,10,8,6,5,0,5,7,5,13,20,14,10,7,9,7,5,4,1,1,0,0,0
