Unnamed: 0,1_범일운수종점,2_은행나무로입구,3_백산초등학교,4_시흥사거리,5_금천구청.금천경찰서,6_말미고개.금천소방서,7_금천우체국,8_문성초등학교,9_구로디지털단지역(중),10_문성초등학교,11_금천우체국,12_말미고개.금천소방서,13_금천구청.금천경찰서,14_시흥사거리,15_백산초등학교,16_대우당약국,17_시흥동은행나무.은행나무시장,18_범일운수종점
2022-04-07 15:00:00,8,11,8,12,11,9,9,10,13,13,14,12,10,10,18,11,5,0
2022-04-07 16:00:00,36,36,25,23,21,19,19,19,27,26,27,22,21,18,15,11,4,0
2022-04-07 17:00:00,8,12,12,11,12,11,14,9,36,35,28,23,20,19,19,13,5,0
2022-04-07 18:00:00,13,15,15,14,17,19,27,24,57,47,48,48,46,43,36,33,13,0
2022-04-07 19:00:00,7,8,7,7,9,7,16,14,56,55,48,42,38,41,35,29,14,0
2022-04-07 20:00:00,2,2,2,3,4,0,4,1,42,36,31,29,30,27,25,17,4,0
2022-04-07 21:00:00,2,3,1,4,3,3,4,6,29,25,21,17,19,17,15,10,7,0
2022-04-07 22:00:00,5,5,6,6,6,2,5,2,40,33,23,16,17,18,14,13,7,0
2022-04-07 23:00:00,1,0,0,2,0,1,2,0,29,27,27,24,22,17,16,14,4,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,3,5,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,6,12,12,12,18,19,17,15,7,11,10,7,6,3,2,1,0,0
2022-04-08 06:00:00,12,14,15,16,18,22,21,10,8,4,3,6,5,2,0,2,0,0
2022-04-08 07:00:00,28,38,41,40,45,46,51,43,13,11,9,10,9,7,7,3,4,0
2022-04-08 08:00:00,32,45,45,51,61,61,60,50,21,19,16,13,7,4,5,1,3,0
2022-04-08 09:00:00,14,22,26,30,35,37,36,33,10,10,11,10,9,8,10,9,3,1
2022-04-08 10:00:00,8,15,16,18,19,19,16,15,7,7,6,5,4,3,3,0,1,0
2022-04-08 11:00:00,7,9,11,15,17,16,15,17,5,6,8,9,8,8,6,4,1,0
2022-04-08 12:00:00,6,10,9,12,12,17,12,11,13,7,18,16,12,10,7,4,1,0
2022-04-08 13:00:00,6,10,9,9,11,13,12,10,13,11,13,12,11,9,8,6,4,0
2022-04-08 14:00:00,25,30,23,22,21,9,8,7,23,19,16,15,12,12,18,16,11,0
2022-04-08 15:00:00,14,10,10,12,20,18,17,11,22,23,22,19,15,15,16,15,6,0
2022-04-08 16:00:00,11,15,11,16,13,10,10,8,27,25,26,19,15,13,14,12,3,0
2022-04-08 17:00:00,9,11,11,13,14,15,24,23,54,49,43,37,26,21,20,15,7,0
2022-04-08 18:00:00,12,15,15,19,18,15,29,28,57,42,35,29,28,27,27,21,9,0
2022-04-08 19:00:00,7,7,7,9,8,9,10,12,42,52,43,36,30,31,28,20,8,0
2022-04-08 20:00:00,5,6,5,9,7,7,7,6,37,35,31,26,25,24,25,15,9,0
2022-04-08 21:00:00,3,4,2,7,3,2,6,5,36,26,23,19,17,16,17,16,9,0
2022-04-08 22:00:00,2,1,1,6,5,4,8,7,19,15,18,18,18,18,17,15,7,0
2022-04-08 23:00:00,1,0,0,3,2,2,1,0,39,38,37,35,32,25,23,21,7,0
2022-04-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 04:00:00,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 05:00:00,7,11,11,10,11,13,14,14,5,8,8,0,6,3,2,1,0,0
2022-04-09 06:00:00,9,7,8,10,9,10,10,8,7,6,7,2,6,2,4,1,2,0
2022-04-09 07:00:00,12,13,13,15,15,18,16,18,5,6,4,4,4,3,2,0,0,0
2022-04-09 08:00:00,11,15,16,22,26,27,32,27,11,10,8,4,7,5,6,4,1,0
2022-04-09 09:00:00,9,18,19,19,23,24,23,17,16,15,11,9,6,3,2,1,0,0
2022-04-09 10:00:00,17,26,22,22,24,30,33,35,11,11,10,8,9,6,6,5,4,0
2022-04-09 11:00:00,10,22,21,30,29,26,24,23,5,5,7,7,7,6,6,5,3,0
2022-04-09 12:00:00,10,13,10,18,24,31,26,24,9,11,13,12,10,8,9,7,3,0
2022-04-09 13:00:00,8,15,14,20,22,26,28,27,10,10,10,9,8,7,6,4,2,0
2022-04-09 14:00:00,11,17,9,17,20,23,23,22,17,18,18,14,12,15,10,8,3,0
2022-04-09 15:00:00,9,13,14,18,23,17,16,11,20,20,20,28,31,24,22,21,6,0
2022-04-09 16:00:00,14,11,12,20,22,23,21,21,33,32,31,24,20,24,19,16,4,0
2022-04-09 17:00:00,8,10,11,12,14,19,13,14,37,35,35,31,20,22,17,12,9,0
2022-04-09 18:00:00,6,12,4,16,17,18,14,15,31,24,26,24,22,17,12,11,4,0
2022-04-09 19:00:00,4,8,5,7,12,11,11,10,35,29,24,23,19,18,17,13,4,0
2022-04-09 20:00:00,3,4,2,4,0,3,5,2,28,30,28,24,21,18,18,9,6,0
2022-04-09 21:00:00,1,3,5,6,0,5,0,0,23,21,32,23,19,19,17,14,7,0
2022-04-09 22:00:00,3,2,2,7,4,3,5,0,25,21,24,18,17,15,13,13,6,0
2022-04-09 23:00:00,1,1,0,2,3,2,3,1,27,26,24,18,14,12,11,10,5,0
2022-04-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 05:00:00,2,3,3,2,2,0,0,2,4,0,2,0,4,2,3,2,1,0
2022-04-10 06:00:00,5,8,8,7,2,9,9,10,4,5,3,0,2,1,1,1,0,0
2022-04-10 07:00:00,4,7,8,8,11,10,4,8,3,2,0,0,1,0,2,0,0,0
2022-04-10 08:00:00,4,8,7,9,9,8,9,8,4,5,5,4,3,2,2,1,0,0
2022-04-10 09:00:00,4,7,7,10,12,15,19,17,5,3,6,7,6,3,5,4,1,0
2022-04-10 10:00:00,13,19,9,16,17,20,18,19,5,3,4,5,8,8,2,7,4,0
2022-04-10 11:00:00,6,18,16,19,20,19,13,14,7,0,0,4,5,6,5,2,4,0
2022-04-10 12:00:00,7,11,12,13,12,12,14,13,8,7,7,8,7,6,7,5,4,0
2022-04-10 13:00:00,12,13,12,17,12,15,17,15,11,10,8,3,9,8,7,4,2,0
2022-04-10 14:00:00,9,14,13,14,14,16,19,21,14,13,12,11,9,6,6,5,4,0
2022-04-10 15:00:00,7,6,6,11,11,12,12,13,16,13,12,13,11,9,8,5,3,0
2022-04-10 16:00:00,8,13,12,13,16,18,14,11,20,20,19,12,11,10,8,5,2,0
2022-04-10 17:00:00,6,9,8,10,10,11,13,10,31,29,19,14,11,11,10,9,4,0
2022-04-10 18:00:00,6,6,6,8,6,7,7,9,23,27,24,25,22,12,11,8,4,0
2022-04-10 19:00:00,4,7,6,8,8,9,8,7,22,15,15,14,12,12,10,9,5,0
2022-04-10 20:00:00,4,3,4,6,9,8,9,7,21,20,18,15,16,13,12,11,5,0
2022-04-10 21:00:00,2,5,1,7,1,7,8,5,31,29,23,10,19,18,16,12,3,0
2022-04-10 22:00:00,2,2,0,6,2,7,5,6,21,21,18,17,11,16,12,10,9,0
2022-04-10 23:00:00,1,2,1,3,3,3,2,2,17,15,15,13,12,10,7,6,4,0
2022-04-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 04:00:00,6,4,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 05:00:00,8,13,12,16,18,19,16,18,8,8,10,9,7,4,1,0,2,0
2022-04-11 06:00:00,15,20,16,15,24,25,26,26,13,11,11,2,7,4,3,2,1,0
2022-04-11 07:00:00,33,36,38,40,42,51,50,44,33,21,21,21,20,5,19,2,5,0
2022-04-11 08:00:00,32,42,46,45,51,59,58,49,17,21,16,10,5,5,9,2,1,0
2022-04-11 09:00:00,14,21,23,24,29,31,27,26,12,8,6,5,4,3,4,4,2,0
2022-04-11 10:00:00,12,16,16,19,21,20,19,17,12,7,9,7,7,6,7,5,2,0
2022-04-11 11:00:00,6,10,11,10,14,18,16,13,13,10,9,10,6,8,6,5,0,0
2022-04-11 12:00:00,6,8,9,10,8,10,10,9,11,11,11,8,7,6,5,4,1,0
2022-04-11 13:00:00,5,10,10,13,14,13,12,13,11,10,13,12,10,8,6,4,2,0
2022-04-11 14:00:00,7,11,10,11,13,13,11,10,19,16,13,9,11,11,31,26,24,0
2022-04-11 15:00:00,7,10,7,8,10,12,8,9,18,20,19,19,18,18,12,6,15,0
2022-04-11 16:00:00,31,27,21,19,16,17,18,16,31,28,32,28,22,21,23,13,4,0
2022-04-11 17:00:00,9,12,13,16,15,15,14,14,54,45,34,29,22,22,18,17,6,0
2022-04-11 18:00:00,12,15,10,13,13,13,29,23,59,56,50,49,38,35,31,25,8,0
2022-04-11 19:00:00,5,6,7,10,9,9,14,14,56,49,43,44,43,42,37,32,8,0
2022-04-11 20:00:00,1,3,2,9,8,7,3,1,30,28,25,24,25,19,19,17,5,0
2022-04-11 21:00:00,5,2,5,5,5,3,4,0,33,24,24,21,17,16,14,11,5,0
2022-04-11 22:00:00,3,5,4,7,4,5,2,3,30,25,25,23,23,20,22,16,9,0
2022-04-11 23:00:00,1,1,0,3,1,2,0,2,24,23,23,17,14,12,9,7,2,0
2022-04-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 04:00:00,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 05:00:00,4,9,9,11,10,12,12,13,9,10,11,7,5,1,2,0,1,0
2022-04-12 06:00:00,11,16,17,17,18,17,18,15,8,8,7,6,4,5,3,1,0,0
2022-04-12 07:00:00,40,48,48,51,51,59,57,46,14,14,13,15,16,7,8,5,3,0
2022-04-12 08:00:00,33,45,47,45,50,51,50,46,25,23,12,8,7,10,8,3,3,0
2022-04-12 09:00:00,13,20,23,25,24,23,26,31,12,9,12,9,7,6,4,3,2,0
2022-04-12 10:00:00,7,14,12,14,16,16,17,16,9,8,9,10,8,7,4,2,2,0
2022-04-12 11:00:00,8,15,15,14,15,12,14,11,8,6,8,10,8,5,5,3,2,0
2022-04-12 12:00:00,8,11,14,16,14,17,17,15,10,9,12,12,7,10,6,4,3,0
2022-04-12 13:00:00,8,9,9,8,12,13,13,9,11,10,9,9,9,8,7,5,3,0
2022-04-12 14:00:00,6,8,8,10,8,7,7,6,11,12,16,13,10,10,8,7,2,0
2022-04-12 15:00:00,15,15,11,9,10,11,10,9,21,25,17,18,17,17,26,23,15,0
2022-04-12 16:00:00,31,31,19,18,20,17,17,15,37,34,32,29,20,19,17,13,5,0
2022-04-12 17:00:00,9,11,11,16,18,17,20,16,42,41,28,27,26,23,20,15,6,0
2022-04-12 18:00:00,8,9,8,13,13,12,24,24,64,61,52,46,37,39,33,29,14,0
2022-04-12 19:00:00,4,5,5,6,6,6,5,6,68,62,53,46,45,37,29,24,12,0
2022-04-12 20:00:00,2,4,4,6,4,3,7,8,37,29,28,26,26,24,22,16,6,0
2022-04-12 21:00:00,2,4,4,6,2,3,5,0,39,37,32,26,22,14,12,10,4,0
2022-04-12 22:00:00,3,4,4,8,0,6,5,4,32,28,26,24,20,20,15,13,5,0
2022-04-12 23:00:00,3,1,1,2,3,0,1,0,26,25,14,23,18,18,13,8,2,0
2022-04-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 04:00:00,6,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 05:00:00,8,11,12,11,10,12,17,18,6,5,8,7,5,4,2,0,0,0
2022-04-13 06:00:00,11,16,17,19,21,18,20,17,8,7,5,4,4,3,4,1,0,0
2022-04-13 07:00:00,27,38,33,32,27,28,31,34,12,9,8,9,8,7,8,7,5,0
2022-04-13 08:00:00,38,49,53,51,53,54,54,51,28,24,12,10,7,4,7,6,4,0
2022-04-13 09:00:00,13,23,21,23,21,23,32,30,10,8,9,7,7,5,3,2,1,0
2022-04-13 10:00:00,8,15,13,14,13,11,15,16,6,4,5,5,6,8,7,6,1,0
2022-04-13 11:00:00,7,13,11,12,11,9,10,9,10,5,5,0,6,6,6,3,0,0
2022-04-13 12:00:00,5,9,8,11,8,13,14,13,11,10,8,7,6,7,5,3,2,0
2022-04-13 13:00:00,4,6,6,8,10,10,10,9,7,9,11,14,13,12,10,7,2,0
2022-04-13 14:00:00,6,11,12,15,15,11,10,8,16,11,17,17,14,13,13,11,4,0
2022-04-13 15:00:00,10,12,12,8,9,10,12,9,22,20,19,18,18,15,26,23,10,0
2022-04-13 16:00:00,31,30,22,23,22,19,16,14,34,30,28,25,22,18,21,16,6,0
2022-04-13 17:00:00,7,12,11,15,24,22,23,22,28,28,30,26,26,25,20,16,5,0
2022-04-13 18:00:00,11,19,16,20,20,18,37,36,62,58,51,37,35,32,28,23,9,0
2022-04-13 19:00:00,4,5,4,4,3,7,10,11,47,40,40,39,30,31,27,23,8,0
2022-04-13 20:00:00,2,3,3,5,6,5,7,5,36,34,25,20,17,17,22,18,6,0
2022-04-13 21:00:00,2,3,2,7,3,6,8,5,31,27,30,28,27,27,27,24,5,0
2022-04-13 22:00:00,3,4,8,13,0,1,9,7,27,23,24,17,25,25,24,20,12,0
2022-04-13 23:00:00,2,3,2,5,4,4,2,2,20,18,21,20,15,18,15,12,4,0
2022-04-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 04:00:00,5,5,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 05:00:00,5,9,9,10,11,14,10,11,7,2,8,6,4,2,1,0,0,0
2022-04-14 06:00:00,12,17,15,17,23,22,20,15,9,6,0,2,5,6,0,1,0,0
2022-04-14 07:00:00,28,38,42,45,48,51,55,50,24,10,8,10,9,7,6,5,3,0
2022-04-14 08:00:00,34,48,50,54,56,62,62,54,27,24,10,7,10,7,6,5,3,0
2022-04-14 09:00:00,15,22,23,21,23,27,35,30,15,11,9,10,9,5,9,5,2,0
2022-04-14 10:00:00,6,11,15,16,17,23,28,27,14,13,12,7,9,9,9,7,3,0
2022-04-14 11:00:00,4,10,10,14,10,12,9,7,8,8,11,9,3,10,9,5,2,0
2022-04-14 12:00:00,6,14,13,16,12,11,10,11,13,12,10,8,3,8,6,3,2,0
2022-04-14 13:00:00,8,8,9,10,20,19,22,19,12,13,11,6,11,8,6,4,3,0
2022-04-14 14:00:00,8,13,14,15,16,15,13,13,11,11,15,12,11,9,18,16,11,0
2022-04-14 15:00:00,7,10,11,11,10,7,12,10,24,20,20,18,16,10,10,8,6,0
2022-04-14 16:00:00,33,32,31,31,28,26,25,19,32,28,27,26,24,18,16,12,5,0
2022-04-14 17:00:00,7,11,11,15,17,18,18,17,33,32,30,30,27,25,21,15,6,0
2022-04-14 18:00:00,12,11,10,16,21,25,32,28,53,50,43,34,33,31,32,27,9,0
2022-04-14 19:00:00,5,5,7,8,8,11,10,8,46,44,41,37,35,34,36,31,11,0
2022-04-14 20:00:00,3,3,2,4,5,6,7,6,27,26,25,20,26,23,21,14,6,0
2022-04-14 21:00:00,2,3,4,5,6,3,3,2,32,30,28,22,21,17,17,14,8,0
2022-04-14 22:00:00,3,6,6,8,7,6,8,5,29,24,27,21,19,18,16,15,9,0
2022-04-14 23:00:00,3,4,2,4,5,4,2,1,40,37,30,22,14,19,14,12,3,0
2022-04-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 04:00:00,4,4,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 05:00:00,6,16,17,16,15,16,18,20,6,7,4,4,3,2,1,0,1,0
2022-04-15 06:00:00,9,13,15,15,14,13,14,13,8,5,5,4,3,2,0,2,1,0
2022-04-15 07:00:00,32,38,40,49,53,46,57,45,15,12,10,7,12,7,8,7,3,0
2022-04-15 08:00:00,28,43,49,53,63,65,61,51,27,22,11,12,9,7,7,6,3,0
2022-04-15 09:00:00,13,21,24,24,30,29,29,30,10,12,9,7,7,5,4,3,1,0
2022-04-15 10:00:00,9,15,18,18,17,15,16,11,13,10,10,9,8,7,6,6,2,0
2022-04-15 11:00:00,6,12,14,16,15,16,12,4,10,5,9,7,6,5,5,6,2,0
2022-04-15 12:00:00,6,12,13,11,10,12,16,14,8,8,9,10,8,9,9,8,4,0
2022-04-15 13:00:00,6,8,10,15,14,14,18,18,15,13,12,10,10,9,7,5,2,0
2022-04-15 14:00:00,33,35,21,12,10,8,9,8,14,13,16,14,10,11,26,24,20,0
2022-04-15 15:00:00,26,30,24,22,26,23,18,14,16,13,15,17,15,13,15,12,6,0
2022-04-15 16:00:00,13,14,15,17,16,15,13,12,30,26,23,21,12,21,18,16,3,0
2022-04-15 17:00:00,9,16,14,22,24,25,27,24,32,31,32,30,26,24,21,17,6,0
2022-04-15 18:00:00,13,15,15,24,24,20,35,36,57,44,43,38,33,32,26,23,7,0
2022-04-15 19:00:00,5,6,6,9,7,6,6,9,46,48,40,36,31,33,29,21,8,0
2022-04-15 20:00:00,5,6,7,7,7,6,6,5,38,38,35,31,32,28,26,18,9,0
2022-04-15 21:00:00,1,2,2,3,4,2,1,3,32,28,28,22,17,15,12,11,8,0
2022-04-15 22:00:00,2,4,3,2,3,2,4,2,16,29,24,22,15,13,12,11,6,0
2022-04-15 23:00:00,3,1,1,4,3,2,2,0,26,23,22,21,19,12,10,9,5,0
2022-04-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
