Unnamed: 0,1_신월동기점,2_황외과앞,3_화곡동대림아파트.화곡중앙시장,4_가로공원.나누리병원,5_신월초등학교,6_화곡역,7_화곡본동시장,8_한국폴리텍1.서울강서대학교,9_우장초등학교,10_강서구청.한국건강관리협회,11_강서구청사거리.서울디지털대학교,12_등촌중학교백석초등학교,13_등촌역.강서보건소,14_염창역.서울도시가스,15_안양천입구,16_양평동한솔아파트,17_양평한신아파트.선유도공원입구,18_양화대교전망카페,19_합정역(가상),20_합정역,21_서교동,22_홍대입구역(가상),23_홍대입구역,24_동교동삼거리,25_신촌역,26_신촌로터리,27_서강대학교,28_광성중고등학교,29_대흥역,30_용강초등학교,31_동도중학교.서울디자인고등학교,32_공덕역.1번.출구,33_서울대동창회관,34_공덕시장,35_신덕성결교회,36_한겨레신문사,37_만리동고개,38_손기정체육공원,39_서울역서부,40_서울역버스환승센터,41_남대문시장.회현역,42_명동입구,43_충무로역.매일경제,44_초동,45_을지로4가.베스트웨스턴국도,46_중구청앞.덕수중학교,47_충무로역8번출구.대한극장앞,48_퇴계로3가.한옥마을.한국의집,49_퇴계로2가.명동역,50_남대문시장.회현역,51_중림동교차로,52_서울의료보건고등학교.서울역서부,53_손기정체육공원입구,54_만리동고개,55_한겨레신문사,56_신덕성결교회,57_공덕역.공덕시장,58_공덕역.2번.출구,59_동도중학교.서울디자인고등학교,60_대흥역,61_광성중고등학교,62_서강대학교,63_신촌로터리,64_신촌오거리.현대백화점,65_동교동삼거리,66_홍대입구역(가상),67_홍대입구역,68_서교동,69_합정역(가상),70_합정역,71_양화대교전망카페,72_양평한신아파트.선유도공원입구,73_영등포아리수정수센터,74_염창역.서울도시가스,75_등촌역.강서보건소,76_등촌중학교백석초등학교,77_강서구청사거리.서울디지털대학교,78_강서구청.한국건강관리협회,79_우장초등학교,80_한국폴리텍1.서울강서대학교,81_화곡본동시장,82_화곡역.현대주유소,83_신월초등학교,84_가로공원.나누리병원,85_화곡중앙골목시장,86_화곡대림아파트,87_하나은행신월동지점,88_신월동기점
2022-03-05 04:00:00,2,4,7,5,8,8,9,11,12,9,9,10,11,12,10,11,0,0,8,16,17,0,19,12,10,0,9,8,0,0,9,7,5,7,0,9,11,13,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,5,7,6,5,6,7,8,10,11,11,13,15,14,15,9,0,14,7,12,11,9,10,11,10,9,10,11,8,12,5,7,4,7,10,11,12,11,7,11,8,6,3,2,1,0,3,1,0,6,0,0,6,12,0,11,11,13,14,13,12,11,8,9,10,9,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,5,8,4,9,11,12,7,11,10,11,11,9,11,10,9,6,0,8,7,6,5,5,2,1,2,3,4,3,5,6,0,6,4,4,2,6,7,6,6,9,8,6,4,2,2,0,0,3,4,3,2,1,5,4,4,2,4,5,4,2,0,2,3,3,1,4,4,0,5,0,0,6,10,11,1,11,9,8,6,4,3,0,3,3,1,0,0
2022-03-05 07:00:00,3,2,6,8,9,7,9,11,9,12,14,5,14,14,9,8,9,8,12,10,9,8,7,6,6,0,3,5,7,8,9,7,10,14,13,12,11,12,7,9,5,2,1,0,0,0,0,0,1,2,0,2,0,6,9,3,6,0,7,5,4,2,1,4,5,0,4,3,0,5,2,3,2,8,4,5,3,3,4,5,4,3,0,1,0,0,0,0
2022-03-05 08:00:00,0,7,10,16,15,16,18,21,22,23,24,24,20,14,6,0,6,0,0,11,12,0,10,12,11,12,10,10,11,12,3,11,9,10,6,8,12,7,13,8,4,2,0,1,1,0,1,1,2,4,0,5,4,6,5,6,5,6,8,9,9,8,7,5,5,3,3,3,0,3,1,0,1,4,4,3,2,4,7,9,5,8,7,9,2,8,0,0
2022-03-05 09:00:00,0,8,13,17,18,15,23,29,32,33,34,32,34,28,19,27,29,25,27,21,18,16,15,16,12,15,13,15,10,12,16,15,12,18,9,16,22,21,20,16,7,4,3,3,1,3,4,3,5,5,3,5,4,10,13,15,14,15,13,15,7,14,12,7,7,6,6,4,0,7,0,4,5,6,6,7,5,9,12,11,9,8,8,6,5,4,0,0
2022-03-05 10:00:00,6,4,13,18,21,17,24,27,29,34,36,34,29,29,23,22,22,0,21,19,20,19,16,18,16,12,18,15,15,17,19,18,19,20,19,19,19,19,18,14,8,4,4,3,2,0,3,3,1,3,0,5,9,14,19,20,15,16,21,20,6,20,18,13,13,10,9,4,0,8,0,9,0,8,14,13,10,9,8,10,8,8,7,4,3,2,0,0
2022-03-05 11:00:00,3,10,10,18,19,18,14,22,24,32,39,41,39,40,41,42,23,27,39,28,27,20,23,23,18,15,18,15,19,21,19,20,21,23,22,22,22,23,17,20,10,1,0,1,5,4,5,6,7,13,10,16,18,21,23,27,25,23,9,24,23,24,12,22,19,17,19,17,15,13,0,3,0,12,13,12,11,17,18,21,21,14,9,11,6,4,0,0
2022-03-05 12:00:00,0,7,12,17,18,18,17,21,25,30,35,36,40,38,34,36,37,33,34,28,25,22,26,24,25,24,25,27,25,27,26,26,33,29,19,30,31,32,18,33,19,9,4,3,1,4,4,0,6,15,13,16,18,22,29,30,28,29,26,27,23,22,24,23,22,21,20,18,16,17,0,0,11,16,17,16,19,16,17,18,14,15,15,13,8,6,0,0
2022-03-05 13:00:00,0,7,9,10,13,18,24,26,31,35,36,37,35,33,34,25,0,33,26,26,26,24,17,15,16,17,20,20,22,15,22,22,23,24,20,27,28,29,23,16,10,6,4,5,4,0,3,0,11,25,20,22,21,24,26,26,27,29,30,29,32,28,29,32,32,17,24,22,21,23,0,18,20,23,21,20,15,16,15,14,12,9,10,9,5,2,0,0
2022-03-05 14:00:00,5,9,20,22,12,18,20,26,25,32,36,39,35,40,30,25,31,39,35,24,20,19,14,17,20,17,18,20,20,19,18,18,22,18,16,21,19,18,17,18,11,10,4,1,1,4,5,7,9,19,13,21,19,24,28,27,25,27,28,29,28,29,25,26,24,22,23,22,21,18,14,14,17,16,15,16,16,12,12,10,9,10,8,8,5,5,0,0
2022-03-05 15:00:00,0,7,7,8,10,9,9,13,13,20,26,26,30,35,36,0,37,35,32,20,23,19,27,25,27,29,31,34,17,19,18,30,33,34,31,28,21,18,14,12,9,9,7,2,2,2,3,6,9,29,31,33,29,32,35,36,32,33,38,40,40,37,34,35,33,31,27,27,18,27,20,17,26,27,18,14,19,16,16,15,12,11,7,7,5,4,0,0
2022-03-05 16:00:00,0,6,10,11,13,14,15,14,17,13,21,20,21,23,18,21,24,0,22,18,19,18,17,19,19,23,17,18,24,21,21,23,18,14,16,12,9,6,8,5,4,5,3,2,1,1,2,6,9,26,24,23,21,24,29,26,23,26,28,32,33,31,30,30,27,21,27,25,23,32,31,28,29,29,26,25,22,21,19,19,17,17,14,12,6,4,0,0
2022-03-05 17:00:00,0,8,14,17,9,18,16,17,15,12,11,12,14,15,17,0,18,17,16,15,16,15,20,22,21,20,15,23,18,17,19,20,20,21,24,22,12,14,14,12,10,4,2,1,0,3,5,6,12,23,16,19,18,21,30,29,24,16,23,24,25,20,27,32,33,32,31,35,23,41,35,0,38,33,33,30,27,24,21,17,16,16,15,14,9,6,0,0
2022-03-05 18:00:00,4,4,10,12,11,12,14,17,15,18,19,18,23,26,27,27,29,28,27,19,24,21,15,15,20,21,21,14,19,18,15,15,19,19,15,10,6,4,3,3,4,0,0,2,1,0,3,4,9,14,5,25,21,22,21,23,17,22,19,20,18,19,19,23,23,21,27,26,18,43,13,43,39,34,31,32,29,23,22,20,12,12,13,7,4,1,0,0
2022-03-05 19:00:00,0,11,12,7,11,10,13,12,9,14,13,10,11,11,13,0,3,0,0,9,8,5,14,8,13,11,0,11,8,9,10,8,9,11,9,9,8,5,1,3,2,0,0,1,3,1,1,4,8,13,15,14,11,18,22,21,22,21,20,11,15,19,20,21,24,23,27,25,24,32,23,33,28,33,31,28,24,21,19,15,12,11,10,9,9,9,0,0
2022-03-05 20:00:00,0,4,5,0,4,7,8,6,2,5,6,8,9,8,0,0,0,0,6,9,10,5,13,14,15,17,16,18,17,15,16,14,13,19,18,14,9,4,7,4,2,4,0,0,2,0,0,3,7,11,0,10,10,9,10,12,7,9,13,7,12,11,12,18,19,17,19,22,21,23,20,21,26,19,28,27,24,20,19,13,11,12,0,8,3,2,0,0
2022-03-05 21:00:00,3,2,3,3,0,3,4,5,6,10,11,3,11,9,8,0,9,0,8,9,10,6,13,7,20,21,20,11,21,22,21,15,20,16,10,8,5,4,3,4,3,1,1,0,0,1,2,2,7,8,0,7,9,8,9,6,11,12,8,13,10,9,10,11,10,4,24,24,0,33,0,31,32,34,29,25,23,23,19,14,13,14,13,10,6,5,0,0
2022-03-05 22:00:00,0,3,7,8,0,7,4,3,8,7,6,3,6,7,4,5,8,2,5,9,11,0,19,18,21,23,17,24,23,24,26,22,20,23,20,15,10,8,9,5,4,0,2,1,0,0,1,7,9,11,3,12,10,5,5,6,4,11,9,8,0,9,8,17,18,17,21,25,0,46,44,40,40,34,32,29,30,27,20,16,12,14,12,5,3,6,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,3,0,8,7,6,7,8,0,0,0,0,6,8,14,0,18,21,25,29,28,27,25,25,25,23,21,20,17,13,6,5,3,2,1,1,0,0,2,0,4,5,6,6,7,13,10,12,11,12,14,8,16,16,17,4,14,20,21,20,34,41,38,44,42,41,40,41,36,34,26,24,21,17,14,11,8,10,8,6,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,2,0,0,3,3,2,4,5,5,5,8,5,7,9,8,10,9,0,7,10,7,9,13,11,10,0,9,3,0,0,0,0,8,10,0,0,11,0,10,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,2,3,8,0,7,0,4,7,9,8,6,8,6,3,8,0,0,7,5,4,2,3,0,1,3,7,0,6,0,0,1,5,4,0,8,10,8,6,4,4,3,1,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,3,0,2,0,3,3,0,0,0,5,0,7,0,6,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,5,6,4,3,5,4,7,3,8,8,0,7,9,3,0,0,0,8,8,7,0,7,5,0,1,2,2,1,0,0,2,3,2,0,5,5,2,0,5,5,4,3,3,0,2,0,0,0,1,0,0,0,3,1,0,3,0,2,0,3,0,2,0,1,0,0,0,0,2,1,0,0,2,2,6,5,5,2,3,4,0,4,3,1,0,0,0
2022-03-06 07:00:00,2,0,4,5,6,4,5,6,5,7,9,8,10,10,0,0,0,6,9,8,6,4,5,4,2,0,4,1,3,4,3,0,4,5,3,2,5,5,2,3,0,0,2,0,0,0,0,0,1,1,0,1,1,4,5,0,4,3,3,5,0,1,2,2,2,1,2,0,0,3,0,0,4,3,4,5,4,5,5,3,2,3,2,1,2,0,0,0
2022-03-06 08:00:00,2,4,6,8,9,8,10,11,13,14,13,14,11,9,10,9,10,9,7,11,8,9,6,5,4,0,0,2,5,3,4,2,3,0,0,5,4,0,5,2,3,0,2,1,1,2,2,0,1,2,4,2,0,4,6,3,4,5,5,5,4,3,4,3,2,2,2,1,0,3,0,0,4,3,5,5,5,6,8,8,6,6,4,3,1,2,0,0
2022-03-06 09:00:00,0,5,8,9,10,11,11,16,21,24,26,26,25,26,0,0,0,25,24,18,14,12,10,11,7,6,8,8,8,8,9,9,10,11,10,14,18,18,14,6,2,1,0,0,1,1,2,0,1,2,0,3,4,7,11,7,8,5,9,8,8,0,7,6,0,3,8,9,8,9,10,11,9,13,13,11,9,9,11,10,8,4,3,2,1,0,0,0
2022-03-06 10:00:00,0,6,8,16,12,12,13,15,15,16,19,22,25,24,25,26,26,25,24,22,19,18,14,12,10,0,10,7,8,7,8,7,11,13,13,10,12,13,10,11,4,2,0,1,1,0,2,2,4,4,5,3,5,11,14,14,15,14,10,8,9,0,9,9,8,5,6,7,5,10,9,8,7,6,8,13,6,6,4,7,5,5,4,3,2,0,0,0
2022-03-06 11:00:00,4,5,8,11,13,12,11,16,19,19,21,13,15,16,15,17,12,0,14,13,9,12,10,8,7,5,6,8,9,9,12,11,10,12,13,10,16,11,11,9,6,5,4,1,0,0,1,2,1,1,2,4,6,11,13,0,12,7,18,17,8,16,15,13,9,7,12,14,13,13,6,11,12,11,9,8,10,9,8,9,8,3,0,4,2,0,0,0
2022-03-06 12:00:00,0,4,5,6,7,7,9,11,13,22,24,26,27,32,34,36,20,19,34,23,19,16,12,10,9,6,5,11,12,11,12,12,12,14,13,7,17,13,15,11,5,2,0,1,2,3,2,4,5,9,5,10,12,16,23,24,22,23,23,24,25,21,16,14,12,10,12,11,9,9,0,6,0,10,14,13,9,8,12,12,11,7,4,5,4,0,0,0
2022-03-06 13:00:00,8,9,9,12,14,14,16,19,21,20,25,25,23,24,26,26,23,0,24,20,19,17,16,17,15,15,13,16,10,11,15,14,11,20,19,19,17,16,12,7,5,1,1,2,1,1,2,4,5,17,6,23,21,23,24,24,16,15,19,20,19,19,15,16,14,13,13,12,8,15,8,14,17,18,18,7,17,16,18,16,15,11,9,9,8,2,0,0
2022-03-06 14:00:00,8,4,13,16,17,12,11,13,20,24,27,29,31,36,37,38,43,40,37,20,18,14,18,19,16,15,13,14,13,11,13,12,12,10,11,11,11,10,13,11,8,3,2,1,2,0,1,3,10,12,11,13,14,28,35,21,25,26,22,22,21,20,16,18,19,17,16,14,11,14,13,5,13,14,17,10,13,12,10,10,8,7,5,4,3,2,0,0
2022-03-06 15:00:00,0,3,6,12,14,13,15,20,24,25,28,22,27,29,24,25,18,24,23,17,17,15,20,18,18,13,12,19,20,16,14,15,18,23,21,18,13,12,10,5,4,3,0,1,0,2,2,6,8,10,7,14,13,10,34,35,33,27,24,23,25,21,24,17,16,13,19,18,17,25,23,0,21,21,20,17,15,10,9,10,7,8,6,6,5,4,0,0
2022-03-06 16:00:00,1,4,8,13,14,10,11,13,15,16,16,16,17,18,19,0,16,15,15,15,12,12,12,8,12,14,0,16,11,7,13,12,12,14,12,14,8,9,9,9,2,3,0,2,2,1,4,6,10,13,11,16,17,23,25,23,21,27,25,26,30,32,27,23,28,26,25,22,21,24,23,21,19,27,26,24,24,25,20,14,13,11,11,9,3,7,0,0
2022-03-06 17:00:00,1,3,5,7,8,8,6,12,12,15,16,17,15,17,12,19,13,11,18,19,17,15,12,14,20,21,16,20,22,19,16,0,19,24,23,21,15,11,10,7,8,7,6,1,2,0,4,9,15,15,14,16,18,17,15,14,11,13,13,14,16,11,18,22,23,22,27,29,26,28,0,27,27,23,22,20,17,18,17,16,11,9,8,5,4,3,0,0
2022-03-06 18:00:00,6,5,7,8,7,7,8,8,9,10,12,14,11,11,11,7,13,0,11,10,9,8,15,11,12,13,13,13,13,17,15,16,16,21,18,18,9,8,5,6,6,0,3,1,2,0,4,7,11,15,0,19,18,14,15,10,16,15,14,11,12,7,10,20,18,16,19,20,12,28,12,15,30,31,31,32,15,13,11,10,9,10,9,8,6,5,3,3
2022-03-06 19:00:00,0,6,6,7,7,6,7,5,5,5,6,7,8,7,6,0,7,0,0,7,9,6,12,14,16,17,9,16,13,8,9,12,10,17,14,7,5,1,3,1,0,2,1,0,1,6,5,6,9,10,11,18,17,16,20,16,12,12,13,13,15,16,15,26,13,25,19,17,16,21,20,21,21,25,21,31,26,24,22,17,13,10,6,8,6,5,0,0
2022-03-06 20:00:00,0,3,4,6,5,6,8,8,8,12,6,4,6,6,6,2,0,0,5,7,7,0,12,13,15,9,6,0,14,16,21,20,17,22,8,22,7,5,3,1,2,0,1,0,1,0,2,4,11,13,11,16,15,13,13,9,12,16,15,14,13,12,10,14,14,12,22,22,0,28,14,23,27,26,27,25,25,19,17,15,13,11,10,10,4,3,0,0
2022-03-06 21:00:00,0,3,5,3,4,5,5,4,7,5,13,12,11,9,8,0,9,0,8,6,7,0,12,14,18,14,13,17,16,16,14,13,12,14,13,10,3,2,0,1,2,3,0,0,0,1,0,0,6,10,2,19,19,18,21,5,19,17,16,17,0,18,3,21,21,18,21,23,21,28,26,30,26,35,32,31,27,23,21,17,14,10,8,6,6,5,0,0
2022-03-06 22:00:00,1,3,4,6,8,9,8,9,7,8,9,8,8,7,8,0,0,0,0,9,7,7,12,12,14,12,12,11,13,14,11,13,13,11,9,6,2,0,0,2,1,1,0,1,1,0,2,2,3,0,3,6,5,13,11,0,10,12,0,5,13,12,9,12,13,11,18,24,15,37,20,22,33,30,30,27,21,19,18,14,16,11,10,8,7,6,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,3,7,6,4,2,0,6,0,0,5,8,9,0,16,19,21,23,20,19,8,18,16,14,16,21,16,12,7,8,1,3,1,1,1,0,0,2,1,4,1,4,5,8,5,10,10,0,6,7,4,6,5,0,8,17,18,16,26,28,0,39,0,37,35,27,27,26,24,20,12,9,11,9,6,7,5,3,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,4,11,13,10,15,17,20,22,24,24,22,24,21,19,25,26,0,25,23,24,20,21,16,9,14,13,12,13,14,13,11,11,15,14,17,23,25,18,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,4,5,8,9,10,9,12,16,17,18,19,18,18,19,20,0,8,19,15,12,11,10,9,7,8,6,7,7,5,7,8,8,7,7,6,10,14,14,13,11,7,6,2,1,1,0,1,0,0,2,0,0,1,4,2,0,5,6,7,8,7,6,5,0,0,0,6,9,8,11,0,12,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,0,6,10,12,9,9,11,15,17,19,18,9,16,16,13,17,19,0,13,12,9,11,9,10,8,9,8,7,6,8,8,8,9,8,9,10,16,16,15,13,5,1,0,0,1,0,1,2,2,1,0,2,3,8,7,5,5,3,6,4,4,6,5,4,3,3,2,2,0,4,0,3,1,4,4,3,11,10,10,11,8,8,1,6,5,3,0,0
2022-03-07 07:00:00,0,15,24,32,39,31,37,30,38,36,42,41,39,31,29,30,29,27,23,22,21,19,18,17,13,16,17,19,18,18,20,18,19,18,21,27,39,39,35,17,10,8,6,4,1,2,1,3,5,8,1,3,9,10,15,16,13,12,8,10,10,10,6,8,8,7,10,9,0,18,17,14,21,25,30,26,19,16,23,6,7,6,5,4,3,1,0,0
2022-03-07 08:00:00,0,15,31,45,54,48,48,50,56,52,55,56,48,43,46,47,50,46,42,27,25,24,23,27,24,25,21,21,18,17,18,17,22,27,28,26,24,25,24,16,11,10,6,5,1,1,4,5,4,6,9,10,11,23,41,40,15,14,16,17,18,18,14,15,14,13,18,15,11,25,22,19,19,21,24,16,12,15,22,30,17,11,10,8,11,8,0,0
2022-03-07 09:00:00,6,7,13,22,25,22,25,35,37,43,50,47,45,42,19,40,33,0,36,25,22,21,19,14,11,10,13,11,12,13,12,11,12,16,17,17,17,18,17,11,6,5,3,2,1,1,3,4,6,5,5,7,10,20,20,21,17,11,18,10,18,13,10,8,10,7,14,9,0,12,0,10,13,12,19,21,25,24,22,24,19,14,12,11,8,3,0,0
2022-03-07 10:00:00,0,8,9,13,15,16,20,23,25,26,28,24,22,19,18,19,20,16,19,15,10,14,11,14,14,12,13,13,11,13,13,16,12,17,16,17,15,15,13,14,9,6,4,3,3,4,4,2,7,8,2,10,10,13,14,13,15,11,10,14,12,12,13,13,9,8,5,5,3,6,0,5,6,8,15,6,12,8,7,9,8,5,0,4,3,0,0,0
2022-03-07 11:00:00,0,5,9,13,12,12,13,15,16,16,18,16,18,22,24,15,24,14,20,16,15,11,14,15,12,13,14,11,13,11,12,9,11,15,16,15,15,14,14,9,4,1,2,1,2,3,3,4,6,12,7,15,14,18,19,15,14,14,11,13,11,10,12,18,17,11,9,6,8,11,0,8,9,12,12,13,10,11,12,10,8,6,5,4,2,1,0,0
2022-03-07 12:00:00,1,9,14,23,24,23,23,22,21,20,22,21,18,16,17,18,15,0,16,18,20,18,19,15,15,12,12,15,13,16,18,15,17,17,12,13,12,11,10,9,4,1,1,1,3,4,3,2,5,7,4,8,9,11,13,12,12,10,12,8,9,8,8,9,10,15,16,15,14,19,0,17,0,12,10,13,13,14,15,14,11,11,10,8,5,3,0,0
2022-03-07 13:00:00,1,4,6,11,11,9,11,14,19,21,21,20,21,21,21,15,24,0,22,19,20,17,17,17,17,17,13,13,15,14,12,14,14,15,16,15,13,14,12,11,4,0,1,3,3,6,5,3,4,11,10,12,12,13,15,18,17,16,15,17,16,15,15,17,11,10,18,16,15,17,0,10,15,10,12,11,11,12,11,11,8,7,6,5,3,4,0,0
2022-03-07 14:00:00,0,4,10,13,13,17,18,16,17,20,19,20,18,15,0,12,14,4,13,9,10,9,9,10,12,9,11,7,13,12,16,16,15,15,13,11,11,10,10,11,5,3,2,1,0,0,2,6,8,14,13,15,18,17,18,16,17,17,15,16,13,14,14,20,13,10,14,15,11,18,13,9,16,18,21,19,19,21,22,17,16,16,15,9,6,5,0,0
2022-03-07 15:00:00,2,7,8,9,8,9,15,19,22,22,24,22,15,21,0,11,14,8,13,10,11,5,12,11,13,10,14,13,15,18,21,20,18,18,18,15,11,10,11,12,10,9,7,3,2,4,4,4,5,19,18,13,21,19,20,16,17,17,19,17,20,19,18,20,17,19,18,18,12,19,17,12,17,15,20,20,18,18,18,19,19,19,17,14,11,9,0,0
2022-03-07 16:00:00,7,5,13,12,14,15,16,17,18,17,19,19,18,16,12,13,15,0,14,16,15,10,12,11,12,14,10,14,15,14,19,11,19,22,19,13,12,12,10,7,6,2,1,1,2,5,3,8,14,26,22,27,30,36,39,40,41,42,37,35,36,39,38,41,42,41,38,31,0,29,24,25,23,20,21,22,21,21,20,20,18,26,24,17,10,8,0,0
2022-03-07 17:00:00,0,4,5,6,7,10,13,17,20,20,21,24,27,26,29,30,36,18,32,20,17,16,17,16,20,19,20,19,17,19,19,17,15,18,16,15,13,14,13,6,5,4,2,1,0,2,6,7,10,19,19,22,18,34,27,35,34,34,33,36,35,33,34,37,39,37,35,32,24,34,34,35,31,33,33,33,28,26,24,26,28,29,24,20,11,10,0,0
2022-03-07 18:00:00,2,8,11,14,15,19,24,20,19,22,29,28,25,25,27,27,32,0,27,20,19,17,17,15,15,16,18,17,17,19,18,21,21,27,25,25,18,17,16,12,10,3,2,3,6,8,14,16,23,32,32,34,33,37,42,42,30,33,34,33,34,31,28,27,26,24,39,47,46,51,49,45,47,45,44,41,32,27,29,27,23,23,22,17,10,9,0,0
2022-03-07 19:00:00,3,5,9,7,10,22,26,21,16,21,21,23,18,16,0,0,4,16,15,11,12,8,16,16,18,16,15,13,13,12,17,19,16,21,19,15,11,9,9,6,4,3,0,2,1,2,3,9,10,13,12,14,19,16,16,15,14,16,15,32,33,30,12,30,34,32,34,34,32,39,38,36,38,41,44,38,31,28,23,23,20,28,26,18,12,9,0,0
2022-03-07 20:00:00,2,2,3,4,4,6,9,10,8,6,8,9,11,8,7,7,0,0,5,5,6,5,8,6,9,10,5,10,11,13,13,14,13,15,9,10,7,3,3,2,2,2,0,2,1,0,4,9,8,14,15,14,12,15,12,13,12,12,11,10,13,11,10,16,15,11,21,28,27,38,37,35,34,33,33,31,28,23,17,14,14,13,12,10,9,6,0,0
2022-03-07 21:00:00,0,4,3,6,5,5,5,6,6,11,5,10,8,8,8,6,8,6,5,6,8,0,16,9,16,13,5,10,14,13,16,20,19,16,15,13,6,5,0,2,1,0,1,1,1,0,3,6,10,14,13,15,13,13,9,5,7,9,9,9,9,10,11,15,15,12,20,26,21,34,27,36,33,29,31,29,31,25,24,18,13,15,13,9,8,6,0,0
2022-03-07 22:00:00,0,3,4,5,0,5,5,3,3,5,4,4,6,7,6,3,7,0,6,5,8,4,13,15,16,13,15,16,14,17,16,18,17,19,19,15,12,10,4,8,5,3,1,1,2,1,3,6,7,9,8,9,10,26,25,24,21,18,14,13,10,0,11,17,16,0,29,32,30,36,0,27,37,39,37,35,26,25,19,17,17,14,14,10,5,3,0,0
2022-03-07 23:00:00,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0,8,8,0,11,12,18,23,22,4,21,20,20,19,16,14,0,14,5,4,1,3,1,1,0,1,2,3,4,5,6,10,11,12,11,12,12,12,9,7,7,8,7,7,9,12,13,9,15,18,14,30,0,29,16,28,27,26,22,16,10,7,6,7,7,7,6,5,0,0
