Unnamed: 0,1_신월동기점,2_황외과앞,3_화곡동대림아파트.화곡중앙시장,4_가로공원.나누리병원,5_신월초등학교,6_화곡역,7_화곡본동시장,8_한국폴리텍1.서울강서대학교,9_우장초등학교,10_강서구청.한국건강관리협회,11_강서구청사거리.서울디지털대학교,12_등촌중학교백석초등학교,13_등촌역.강서보건소,14_염창역.서울도시가스,15_안양천입구,16_양평동한솔아파트,17_양평한신아파트.선유도공원입구,18_양화대교전망카페,19_합정역(가상),20_합정역,21_서교동,22_홍대입구역(가상),23_홍대입구역,24_동교동삼거리,25_신촌역,26_신촌로터리,27_서강대학교,28_광성중고등학교,29_대흥역,30_용강초등학교,31_동도중학교.서울디자인고등학교,32_공덕역.1번.출구,33_서울대동창회관,34_공덕시장,35_신덕성결교회,36_한겨레신문사,37_만리동고개,38_손기정체육공원,39_서울역서부,40_서울역버스환승센터,41_남대문시장.회현역,42_명동입구,43_충무로역.매일경제,44_초동,45_을지로4가.베스트웨스턴국도,46_중구청앞.덕수중학교,47_충무로역8번출구.대한극장앞,48_퇴계로3가.한옥마을.한국의집,49_퇴계로2가.명동역,50_남대문시장.회현역,51_중림동교차로,52_서울의료보건고등학교.서울역서부,53_손기정체육공원입구,54_만리동고개,55_한겨레신문사,56_신덕성결교회,57_공덕역.공덕시장,58_공덕역.2번.출구,59_동도중학교.서울디자인고등학교,60_대흥역,61_광성중고등학교,62_서강대학교,63_신촌로터리,64_신촌오거리.현대백화점,65_동교동삼거리,66_홍대입구역(가상),67_홍대입구역,68_서교동,69_합정역(가상),70_합정역,71_양화대교전망카페,72_양평한신아파트.선유도공원입구,73_영등포아리수정수센터,74_염창역.서울도시가스,75_등촌역.강서보건소,76_등촌중학교백석초등학교,77_강서구청사거리.서울디지털대학교,78_강서구청.한국건강관리협회,79_우장초등학교,80_한국폴리텍1.서울강서대학교,81_화곡본동시장,82_화곡역.현대주유소,83_신월초등학교,84_가로공원.나누리병원,85_화곡중앙골목시장,86_화곡대림아파트,87_하나은행신월동지점,88_신월동기점
2022-03-24 14:00:00,0,4,8,9,10,13,15,18,17,18,24,21,19,22,0,10,21,0,18,13,10,8,14,12,15,17,16,14,14,13,11,12,14,17,16,15,12,14,14,11,8,5,1,0,0,1,4,4,6,11,10,14,14,16,16,18,22,23,22,20,9,6,16,13,12,9,11,12,0,18,17,17,18,22,28,24,23,21,20,20,19,15,13,9,5,3,0,0
2022-03-24 15:00:00,0,3,8,6,7,5,4,6,6,11,11,11,14,14,15,17,18,19,17,16,15,12,13,14,12,11,11,12,13,0,16,18,13,12,7,11,7,9,11,10,9,3,2,3,3,4,5,7,12,22,24,26,18,17,21,22,23,19,18,19,19,0,14,21,22,20,22,24,23,27,28,29,27,26,25,22,22,20,16,14,11,13,12,11,9,8,0,0
2022-03-24 16:00:00,3,4,10,7,11,11,17,19,16,19,20,21,20,17,17,17,18,0,13,11,10,8,12,13,16,16,14,19,17,18,17,18,17,15,14,11,10,8,9,6,6,5,4,3,4,5,6,6,10,19,19,22,25,40,41,19,22,20,31,32,35,39,38,34,31,30,28,28,27,35,18,34,32,30,27,27,24,16,15,13,11,13,12,7,4,2,0,0
2022-03-24 17:00:00,0,5,13,17,15,13,17,22,24,33,34,35,33,36,37,21,39,38,36,20,19,12,15,16,14,13,14,13,14,16,17,16,17,15,14,13,12,13,13,12,10,8,2,3,2,3,3,12,16,22,23,26,25,30,36,42,38,33,34,39,40,41,39,37,34,31,32,30,22,30,29,30,30,32,29,30,28,28,30,27,21,18,17,14,6,4,0,0
2022-03-24 18:00:00,0,9,10,9,11,16,15,19,22,32,38,38,34,39,36,40,42,39,38,26,27,25,30,27,26,27,28,25,23,27,27,25,26,39,33,32,11,12,12,7,7,5,2,2,3,5,9,16,20,25,26,31,31,33,34,33,30,29,25,29,31,26,30,29,26,28,25,33,31,44,43,43,38,47,50,46,43,38,35,32,31,31,29,25,14,10,0,0
2022-03-24 19:00:00,0,3,4,5,4,8,11,12,12,14,15,14,17,19,26,28,29,13,27,16,18,16,29,26,27,27,25,26,25,27,25,25,19,20,18,26,12,14,12,8,5,3,3,5,4,2,6,12,16,22,23,26,26,26,27,17,27,29,26,26,25,26,23,22,23,21,31,36,30,50,42,47,42,44,46,42,39,27,26,24,21,23,21,16,9,7,0,0
2022-03-24 20:00:00,0,5,4,10,7,6,8,8,6,9,8,9,10,7,8,7,9,8,12,11,12,4,11,10,9,11,12,11,9,11,12,13,12,16,15,9,6,7,6,5,3,2,1,1,2,1,3,5,9,11,9,13,12,21,20,21,19,18,15,14,14,14,14,20,19,18,20,18,15,20,16,14,14,16,21,19,15,38,33,28,26,19,14,10,7,5,0,0
2022-03-24 21:00:00,2,4,3,5,4,11,15,13,11,12,13,10,11,11,7,0,8,0,10,8,12,11,14,15,16,15,16,16,15,14,18,17,14,18,14,10,7,6,5,6,5,4,2,3,1,3,9,10,12,14,11,17,17,16,18,8,18,17,16,19,15,18,14,14,13,12,18,21,18,29,27,15,26,23,23,24,25,23,19,12,12,11,11,9,6,5,0,0
2022-03-24 22:00:00,0,5,1,4,0,6,6,5,1,5,7,6,5,4,6,3,7,0,3,9,9,7,17,15,22,23,12,24,19,27,26,25,16,19,17,12,8,5,4,3,2,0,1,2,0,0,3,7,8,12,11,14,5,13,12,13,13,11,12,12,14,15,13,20,20,15,27,29,26,34,29,34,28,29,29,26,29,29,21,18,18,16,16,12,9,7,0,0
2022-03-24 23:00:00,0,0,0,0,0,0,0,0,4,7,9,7,0,8,9,11,0,0,10,13,13,11,18,20,21,20,20,20,19,21,21,21,21,20,16,16,13,12,11,5,2,1,1,0,1,0,2,5,7,9,4,10,7,9,8,6,7,9,7,8,7,0,8,11,13,0,25,27,17,46,13,45,44,29,27,24,23,21,21,18,16,17,10,14,11,5,0,0
2022-03-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 04:00:00,0,6,12,8,9,12,16,19,21,19,20,16,19,20,19,20,16,17,19,22,23,16,19,14,15,0,11,16,15,0,16,14,11,14,0,17,25,26,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 05:00:00,0,6,9,10,10,11,11,14,14,15,14,13,15,14,18,0,0,12,10,15,15,8,14,8,3,7,0,7,6,6,7,8,8,9,8,10,14,13,12,10,6,5,4,3,2,1,3,0,0,4,3,0,2,6,7,5,4,5,4,4,4,3,6,7,0,0,8,13,0,16,0,0,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 06:00:00,0,6,13,14,16,13,14,19,16,19,22,19,23,24,13,25,25,0,14,11,10,6,12,11,11,14,13,13,6,8,9,10,10,11,12,14,16,18,14,6,3,2,1,0,0,2,0,0,0,3,0,5,3,6,9,10,5,5,5,0,0,0,4,4,4,3,2,3,2,5,1,4,1,6,15,9,14,11,10,7,5,7,7,5,3,0,0,0
2022-03-25 07:00:00,0,14,21,30,34,29,32,34,33,32,43,42,38,34,37,39,38,23,24,22,20,20,20,19,18,19,20,22,20,19,19,16,23,23,20,24,23,22,19,14,12,11,3,2,1,1,5,6,7,12,5,7,13,19,32,29,21,8,9,10,7,13,9,6,6,5,10,3,0,18,6,0,7,6,8,6,8,6,9,13,6,5,2,4,3,2,0,0
2022-03-25 08:00:00,0,22,24,33,37,34,35,38,37,37,43,42,41,39,37,37,38,37,34,23,23,21,19,21,21,18,18,17,18,17,16,15,18,23,22,26,27,29,26,21,11,8,6,4,4,3,6,17,15,12,11,13,14,20,29,29,19,21,15,17,18,15,15,17,16,14,16,14,0,22,21,18,19,25,29,23,17,14,16,22,14,12,8,12,8,6,0,0
2022-03-25 09:00:00,0,10,19,24,25,24,28,30,33,37,39,37,34,33,35,36,38,0,36,29,21,18,15,13,10,9,10,12,7,13,17,18,19,18,18,19,22,11,23,17,9,4,1,1,3,1,2,2,4,9,5,8,9,13,15,19,14,16,14,13,9,15,12,10,8,6,7,6,2,8,5,3,9,11,12,11,9,12,14,15,9,8,6,5,4,2,0,0
2022-03-25 10:00:00,5,5,9,10,9,10,11,17,18,20,21,20,21,23,22,18,18,0,25,19,17,16,14,13,9,10,15,7,13,12,11,11,14,16,14,16,17,17,12,11,8,4,2,1,2,3,4,5,7,9,3,3,8,13,17,15,11,12,7,13,12,10,10,12,9,6,8,6,5,9,0,8,8,8,10,7,7,8,7,7,5,6,0,5,3,0,0,0
2022-03-25 11:00:00,0,4,7,10,11,11,16,22,23,26,9,10,12,16,18,15,19,0,18,18,19,18,22,23,26,25,22,20,14,21,21,19,17,20,14,19,17,16,15,13,6,4,3,2,0,1,2,3,5,10,9,10,11,12,16,16,16,12,12,15,17,15,13,14,13,7,13,11,9,11,0,9,11,9,10,11,11,12,13,12,12,10,0,8,6,4,0,0
2022-03-25 12:00:00,0,5,7,8,9,9,16,21,25,30,33,31,24,25,26,19,24,25,23,20,21,19,15,17,16,17,15,16,12,15,25,17,21,18,17,15,22,26,24,21,12,6,2,2,0,2,3,6,9,12,11,15,14,17,20,21,19,21,20,19,20,19,17,18,17,12,14,14,13,16,0,14,13,12,13,11,11,8,7,7,5,3,2,6,3,1,0,0
2022-03-25 13:00:00,0,9,12,14,15,16,20,20,24,23,30,31,31,32,24,31,31,0,30,24,23,21,20,17,12,15,13,13,14,15,14,15,17,19,12,17,12,14,14,12,6,5,4,2,1,2,5,6,9,13,12,14,14,17,18,23,26,28,26,28,29,28,24,19,19,17,19,11,10,17,0,18,19,21,27,10,28,28,25,19,18,14,13,10,6,2,0,0
2022-03-25 14:00:00,0,5,8,10,12,11,14,15,15,16,19,20,17,15,17,20,16,0,19,17,15,15,23,19,19,18,17,18,17,16,20,18,17,25,23,24,24,23,18,12,5,4,2,6,3,4,4,5,7,17,10,16,18,20,22,16,21,19,22,22,22,22,22,24,23,17,25,24,23,21,19,10,18,22,22,19,12,13,10,11,7,9,3,7,4,2,0,0
2022-03-25 15:00:00,3,5,11,13,13,11,13,12,12,15,19,19,19,15,15,16,17,0,16,13,13,12,13,14,24,24,25,29,28,27,25,24,20,19,18,14,13,13,12,10,6,3,2,1,4,2,5,6,7,19,20,21,17,26,27,24,18,19,21,22,21,23,20,19,17,18,13,13,8,20,13,21,20,22,20,18,19,19,21,16,19,20,19,15,9,8,5,5
2022-03-25 16:00:00,0,7,11,13,16,12,14,15,18,27,35,36,30,29,29,17,19,0,16,14,14,10,12,10,9,12,11,18,16,17,18,15,17,17,14,9,18,15,15,8,6,6,4,4,4,6,6,6,11,18,17,22,22,25,28,31,29,25,25,26,27,25,22,26,25,23,30,33,19,41,26,28,40,35,31,30,29,26,26,24,15,16,14,12,10,9,0,0
2022-03-25 17:00:00,0,8,12,18,7,17,18,25,21,23,28,23,26,27,25,31,33,31,30,21,20,18,17,17,20,18,17,17,17,19,21,21,22,28,30,25,25,24,21,11,8,6,5,3,2,4,8,12,16,22,20,22,25,33,36,31,26,23,29,29,30,18,28,26,26,24,30,30,28,33,31,31,32,33,35,35,35,33,29,30,27,22,19,19,16,10,0,0
2022-03-25 18:00:00,0,11,15,11,15,29,36,33,25,29,35,36,35,33,35,40,45,0,42,25,28,27,29,26,25,24,14,15,23,22,23,24,24,21,20,20,14,14,13,7,5,8,5,3,4,6,7,10,14,22,28,33,31,33,35,37,38,42,42,45,42,30,30,29,25,26,29,37,35,50,40,49,50,57,63,56,46,44,42,35,29,25,23,16,12,10,0,0
2022-03-25 19:00:00,0,5,6,9,12,19,22,21,17,18,21,23,22,23,23,17,22,20,15,15,14,9,18,16,15,13,11,13,12,19,19,21,18,21,20,17,10,9,10,5,2,3,1,3,2,3,5,9,16,20,18,20,19,21,23,22,22,21,17,19,18,40,34,28,28,13,34,34,18,39,0,38,28,35,32,29,29,30,25,21,22,24,22,16,10,9,0,0
2022-03-25 20:00:00,0,4,6,5,0,4,6,7,5,8,5,0,11,14,16,14,4,0,13,10,11,9,11,9,13,15,16,17,18,20,14,19,16,19,17,13,7,6,3,4,3,3,1,4,3,3,6,9,16,19,19,22,22,23,24,23,21,20,19,21,15,16,11,19,17,12,17,15,0,21,0,13,19,22,18,19,16,20,20,21,16,13,9,9,7,6,0,0
2022-03-25 21:00:00,0,7,1,3,6,13,14,12,8,12,11,12,9,14,12,0,13,0,6,10,9,0,14,8,9,10,10,14,8,13,12,15,16,18,17,13,6,6,4,3,2,1,0,2,2,1,4,5,8,13,12,14,14,17,15,6,15,16,15,14,14,20,17,18,18,4,22,24,10,30,22,21,30,36,36,30,26,24,20,17,17,20,19,14,11,10,0,0
2022-03-25 22:00:00,0,1,2,2,3,6,2,4,3,10,10,9,10,10,10,0,4,0,8,9,11,10,15,16,24,25,18,25,20,25,32,34,33,29,27,18,7,6,4,2,2,3,1,2,1,0,2,4,5,9,5,10,9,12,16,16,14,14,14,10,15,17,17,19,19,18,27,31,30,43,41,39,32,42,42,39,25,23,17,15,14,13,10,10,9,6,0,0
2022-03-25 23:00:00,0,0,0,0,0,0,0,4,0,13,12,8,4,3,0,0,0,2,0,6,9,8,27,29,29,28,27,26,24,24,26,24,20,17,15,12,9,7,5,4,3,2,1,1,2,0,4,8,11,17,4,9,7,7,9,11,9,0,8,8,9,7,6,10,11,6,25,31,0,51,50,48,35,43,37,33,29,25,22,22,20,15,12,7,8,5,0,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,0,3,4,4,4,6,10,8,12,10,8,7,8,9,10,0,0,0,8,13,14,5,15,11,9,0,0,8,0,0,9,8,0,9,0,10,12,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,5,1,8,10,9,6,7,7,10,12,13,9,13,14,9,10,13,0,9,10,9,7,9,7,6,5,6,0,5,6,7,7,6,4,5,7,8,8,6,4,2,1,1,0,1,0,1,0,0,3,0,0,2,5,6,2,6,7,5,0,6,0,4,5,6,0,10,13,12,13,0,12,0,9,8,10,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 06:00:00,3,4,8,13,12,9,8,9,11,11,12,12,12,12,0,3,13,4,11,8,6,4,2,4,5,4,2,4,5,5,6,5,8,7,4,9,13,16,15,11,4,2,1,2,1,2,0,3,0,3,2,2,2,5,0,2,3,3,4,0,3,0,1,2,0,0,1,1,0,2,0,3,4,4,0,3,9,9,8,5,5,5,0,3,2,2,0,0
2022-03-26 07:00:00,0,3,4,6,6,9,10,6,7,9,8,9,8,8,7,0,8,0,7,9,0,5,0,8,9,10,5,11,4,7,8,4,9,11,10,9,13,14,12,4,1,0,0,0,0,0,0,1,2,1,2,2,1,4,7,6,1,7,0,7,7,6,6,5,1,2,4,5,0,4,3,0,3,7,4,7,6,4,6,5,4,6,1,4,0,3,0,0
2022-03-26 08:00:00,6,8,9,14,8,15,17,16,16,20,21,22,24,20,9,21,0,19,0,15,15,13,13,12,12,7,11,11,10,12,13,10,14,16,8,16,9,8,7,4,3,3,2,1,0,1,0,2,3,0,0,4,7,8,17,8,13,10,4,5,8,5,9,7,4,3,5,6,4,7,0,6,2,7,7,5,0,8,6,7,5,3,0,2,0,1,0,0
2022-03-26 09:00:00,7,7,11,20,13,21,23,23,23,23,26,24,24,25,24,23,24,0,21,17,18,11,18,15,12,12,11,9,9,11,11,12,11,12,11,13,15,15,13,9,3,2,1,0,0,1,0,2,3,4,3,3,5,12,14,12,14,14,12,14,12,11,12,8,8,2,7,7,0,9,8,6,9,10,12,11,13,12,11,10,9,8,7,5,3,2,0,0
2022-03-26 10:00:00,0,6,9,11,13,12,15,19,19,25,30,27,27,26,26,21,28,19,22,27,25,22,18,19,16,16,15,16,16,16,17,16,14,18,17,18,19,19,19,11,7,7,5,4,0,0,2,0,3,6,7,6,8,13,19,16,14,13,13,12,13,14,14,14,6,10,9,9,0,11,0,8,0,6,10,9,7,7,9,8,6,8,5,7,4,3,0,0
2022-03-26 11:00:00,0,6,7,7,8,7,14,16,16,16,23,16,24,23,24,25,19,21,24,24,23,21,22,23,20,22,23,21,22,24,28,27,13,33,33,29,29,30,29,21,11,6,3,3,1,3,4,6,6,17,15,17,11,22,24,22,20,18,20,19,19,18,18,19,18,16,10,11,0,12,11,10,7,11,11,9,10,11,11,13,14,8,3,3,2,6,0,0
2022-03-26 12:00:00,0,7,14,19,19,17,21,30,35,43,49,51,45,45,43,25,45,0,41,27,24,21,21,20,16,18,19,23,21,22,22,22,20,23,24,22,24,29,25,21,10,9,3,0,0,1,3,6,7,13,12,18,17,33,34,36,32,32,31,32,32,30,25,24,19,13,14,14,9,14,0,13,9,16,15,12,14,16,16,15,9,12,8,8,6,5,0,0
2022-03-26 13:00:00,0,6,13,15,17,18,23,22,25,31,40,42,42,45,46,45,45,0,36,26,21,20,17,17,20,19,21,20,19,20,22,18,21,23,20,20,18,18,18,13,7,5,3,3,2,4,6,4,13,17,5,20,23,33,38,40,36,36,32,25,26,27,24,21,19,15,13,12,9,13,0,11,13,12,12,11,11,13,13,12,13,17,16,11,8,7,0,0
2022-03-26 14:00:00,0,16,17,16,0,15,28,36,43,43,46,47,48,42,40,0,41,40,38,28,29,27,24,25,28,33,30,34,34,17,35,15,32,29,27,29,24,21,16,12,8,4,1,3,3,5,5,7,13,18,9,19,21,25,28,27,23,23,21,34,0,33,31,33,34,32,25,25,24,30,30,31,27,18,18,16,20,16,13,13,12,12,11,10,7,5,0,0
2022-03-26 15:00:00,0,9,14,16,17,15,18,20,21,24,29,30,29,31,32,26,34,32,29,20,20,19,22,20,21,22,21,25,25,24,25,26,22,22,23,23,20,17,14,11,6,3,0,3,3,0,3,6,15,26,20,29,31,30,38,36,31,28,30,29,30,16,29,31,22,21,19,17,16,20,0,21,15,14,15,11,15,13,12,13,12,11,0,9,5,3,0,0
2022-03-26 16:00:00,0,13,13,20,18,14,20,21,23,24,30,33,34,40,41,19,33,0,38,23,19,14,14,13,16,18,16,17,16,19,19,18,16,18,15,13,14,6,11,9,4,3,2,2,2,1,7,8,9,21,19,19,19,23,28,33,30,33,32,37,38,37,38,34,18,30,25,31,29,40,38,35,36,36,35,29,27,18,15,13,12,11,10,9,2,8,0,0
2022-03-26 17:00:00,0,6,12,16,19,19,19,18,20,19,29,28,31,34,37,38,41,40,29,32,31,30,29,24,25,28,27,24,21,21,21,19,15,15,12,14,11,9,7,6,6,5,2,1,2,1,5,8,15,27,26,23,21,24,27,28,28,23,23,22,23,22,21,35,31,28,30,32,30,37,34,31,29,28,28,28,24,20,17,18,19,16,16,10,9,3,0,0
2022-03-26 18:00:00,0,5,10,11,12,12,12,11,9,10,17,17,13,15,16,16,15,14,19,13,14,12,12,23,21,22,21,19,18,15,12,17,17,16,15,12,10,6,8,7,5,3,3,3,3,1,4,4,9,16,17,19,21,24,32,34,29,25,27,29,27,22,22,23,20,16,22,22,14,34,32,31,28,35,37,39,28,21,20,18,15,16,15,14,11,8,0,0
2022-03-26 19:00:00,0,7,10,11,14,14,11,9,10,14,17,21,18,16,15,0,0,15,14,16,15,14,25,22,23,24,18,22,18,20,16,21,19,22,20,11,7,4,4,2,0,1,0,0,0,1,5,6,7,15,15,18,19,18,21,23,18,19,19,18,12,15,17,18,19,14,18,20,19,28,27,28,26,23,19,16,21,19,16,14,15,17,13,10,5,0,0,0
2022-03-26 20:00:00,0,2,5,7,6,5,7,7,8,7,8,0,8,10,11,10,9,0,6,9,9,8,14,21,25,21,20,12,24,24,22,13,11,11,10,7,6,4,6,2,1,3,2,2,2,3,6,5,11,12,9,13,12,13,13,12,13,11,12,13,13,15,16,25,26,24,27,29,27,37,29,11,31,32,34,32,33,28,26,25,21,23,23,15,9,7,0,0
2022-03-26 21:00:00,0,3,5,0,0,4,5,6,5,4,7,4,9,11,0,13,13,0,6,9,9,5,12,14,16,19,20,16,21,23,12,24,24,26,26,17,13,10,5,7,5,1,1,1,1,0,1,3,4,9,0,10,5,11,12,13,14,16,19,20,21,21,24,24,20,19,32,33,25,36,36,34,31,29,27,26,20,19,18,13,12,9,7,5,3,2,0,0
2022-03-26 22:00:00,0,5,6,0,3,5,5,4,6,10,8,7,6,5,5,0,6,4,0,10,9,3,14,13,16,17,17,19,15,0,22,23,24,23,18,13,6,7,6,3,1,0,2,0,0,3,3,4,8,9,8,6,7,7,9,4,10,3,7,8,12,10,12,16,18,17,29,36,0,42,39,41,28,35,33,32,32,30,25,20,21,20,18,13,8,5,0,0
2022-03-26 23:00:00,0,0,0,0,0,0,0,0,0,0,8,6,6,7,0,0,0,0,6,7,11,0,21,19,27,29,28,29,30,31,30,29,31,34,32,22,11,10,5,4,2,1,0,1,2,3,3,4,5,6,5,12,13,8,6,5,8,9,8,8,7,8,6,17,15,12,31,33,0,48,0,46,45,44,42,35,29,25,24,21,17,10,8,6,6,3,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,1,1,5,2,3,6,7,4,5,8,11,4,10,12,11,12,11,0,8,12,0,12,13,10,9,0,8,0,0,8,9,8,7,9,0,0,8,0,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,4,6,1,0,6,8,13,15,15,3,12,12,9,10,4,0,9,7,5,0,4,5,4,3,0,3,3,0,0,4,1,4,3,0,5,11,10,3,7,5,4,1,0,1,0,2,0,0,3,0,4,0,1,0,0,0,2,0,0,3,0,2,3,0,0,4,5,0,5,0,4,0,3,5,0,4,4,5,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,1,2,4,4,6,5,5,6,5,4,6,6,5,5,0,0,4,0,4,3,0,2,5,0,4,3,5,0,2,0,1,0,2,3,4,3,4,0,0,3,1,0,0,0,0,0,0,0,1,3,2,0,0,2,3,2,3,0,4,0,0,3,0,0,1,0,0,0,0,2,0,0,5,6,0,0,4,5,3,6,7,8,3,7,5,3,0,0
2022-03-27 07:00:00,0,3,5,9,0,6,3,8,9,14,14,6,5,3,3,0,0,2,0,5,3,4,5,2,3,2,2,3,3,0,4,3,4,4,5,4,6,7,8,5,2,1,1,0,0,0,0,1,2,3,1,2,0,5,7,8,7,0,6,0,0,0,5,4,0,0,0,0,0,5,0,0,0,0,5,2,1,4,4,1,3,0,0,0,0,0,0,0
2022-03-27 08:00:00,1,2,7,9,10,7,8,9,10,13,17,19,19,17,13,14,15,0,13,11,0,10,12,11,8,0,9,0,9,8,10,7,8,2,0,6,7,8,3,7,1,1,0,1,0,0,1,2,2,4,1,2,3,4,8,7,5,5,4,5,6,0,5,4,0,3,2,3,1,4,0,0,7,4,2,2,2,3,6,9,4,2,3,0,0,0,0,0
2022-03-27 09:00:00,0,4,9,13,16,15,17,19,23,25,25,23,23,25,26,19,0,0,24,22,21,18,15,12,8,8,7,8,8,9,10,11,11,12,0,15,18,16,14,10,3,1,0,0,1,0,2,1,2,4,3,0,4,6,9,9,6,8,4,9,3,8,0,6,5,1,3,2,1,2,0,1,4,9,10,2,9,11,2,9,5,6,4,4,3,0,0,0
