Unnamed: 0,1_삼화상운차고지,2_인덕삼거리,3_신도브래뉴.한전노원변전소,4_월계삼거리,5_광운대학교,6_광운전자공업고등학교,7_벼루말교,8_장위래미안아파트,9_꿈의숲아이파크아파트,10_장곡초교사거리,11_장곡초교,12_국민은행장위동지점,13_장위1동치안센터,14_장위1동주민센터,15_장위동고개,16_장위동입구,17_월곡1동주민센터,18_밤나무골시장,19_월곡동두산아파트,20_생명의전화,21_KT월곡지사,22_종암경찰서,23_종암동주민센터,24_숭례초교,25_고대앞,26_우신향병원,27_종암초등학교앞,28_용두시장앞,29_서울시동부병원,30_동아제약앞,31_e편한세상청계센트럴포레아파트,32_텐즈힐아파트.청계벽산아파트,33_상왕십리역.센트라스아파트,34_상왕십리역,35_왕십리센트라스아파트,36_왕십리교회,37_왕십리도선동주민센터,38_도선고등학교.꽃재교회,39_청계벽산아파트.텐즈힐아파트,40_동아제약앞,41_서울시동부병원,42_용두시장앞,43_안암오거리,44_우신향병원,45_고려대학교앞,46_숭례초등학교,47_종암동주민센터,48_종암경찰서,49_KT월곡지사,50_종암SK아파트,51_성북구보건소,52_생명의전화,53_월곡동두산아파트,54_월곡삼성래미안아파트,55_월곡1동주민센터,56_창문여고,57_장위동고개,58_장위1동주민센터,59_장위1동치안센터,60_국민은행장위동지점,61_장곡초교,62_장곡초교사거리,63_꿈의숲아이파크아파트,64_장위래미안아파트,65_벼루말교,66_광운중학교,67_광운대학교,68_월계삼거리,69_신도브래뉴.한전노원변전소,70_인덕삼거리,71_삼화상운차고지,6_광운중.광운인공지능고등학교,22_종암사거리입구,48_종암사거리입구,66_광운중.광운인공지능고등학교
2022-03-05 04:00:00,0,1,0,0,1,0.0,0,0,1,0,1,3,4,5,5,0,7,7,8,9,6,4.0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,
2022-03-05 05:00:00,1,0,0,0,0,0.0,0,1,2,1,2,0,0,3,4,2,6,7,9,0,10,5.0,2,3,4,0,4,3,1,2,1,1,2,2,2,1,2,0,3,4,2,3,0,4,3,1,0,3.0,0,0,0,0,4,0,0,1,0,2,0,2,0,0,3,0,0,0.0,0,1,0,0,0,,,,
2022-03-05 06:00:00,0,0,0,1,0,1.0,3,0,0,3,0,0,4,3,5,4,3,4,6,5,3,7.0,8,8,4,9,8,6,4,3,0,4,2,2,2,3,1,0,4,1,7,6,2,5,2,3,3,1.0,0,0,0,1,0,2,1,0,1,1,0,0,0,1,2,2,0,0.0,0,1,1,0,0,,,,
2022-03-05 07:00:00,1,1,2,3,2,1.0,0,2,4,4,4,3,5,5,6,8,11,12,7,6,11,9.0,9,7,10,0,9,8,7,5,4,6,5,4,3,2,0,0,3,5,4,0,3,2,2,4,5,4.0,3,0,2,2,0,0,0,2,1,0,3,3,0,0,3,2,1,0.0,0,0,0,0,0,,,,
2022-03-05 08:00:00,0,2,2,3,1,3.0,0,4,4,4,6,8,10,12,15,15,19,20,18,16,17,14.0,15,17,15,19,18,17,16,17,17,18,8,7,3,2,6,3,5,6,8,7,7,6,8,8,6,5.0,5,6,6,7,6,2,8,9,5,4,3,2,2,1,3,2,0,0.0,1,0,0,0,0,,,,
2022-03-05 09:00:00,0,0,0,4,3,4.0,3,3,4,5,5,7,8,11,14,15,13,14,15,10,14,8.0,7,7,6,10,11,10,5,7,11,12,10,5,4,1,0,3,4,5,6,4,10,8,7,4,3,4.0,5,4,6,8,5,3,7,9,10,7,5,6,4,3,4,0,4,0.0,1,0,0,0,0,,,,
2022-03-05 10:00:00,0,2,3,2,3,2.0,0,5,6,6,3,6,5,7,8,8,9,10,9,8,13,10.0,9,11,9,9,13,12,9,10,8,8,7,2,2,0,4,4,5,5,5,7,5,6,6,8,9,9.0,7,0,8,10,3,5,9,7,6,9,8,4,4,4,4,5,6,8.0,7,1,0,0,0,,,,
2022-03-05 11:00:00,0,3,0,8,8,8.0,2,8,6,7,8,10,12,13,13,14,12,14,13,13,14,14.0,14,15,16,11,19,18,12,18,21,20,16,3,1,0,2,6,7,6,9,8,7,3,8,9,10,12.0,0,7,14,13,15,13,15,14,11,6,0,5,4,5,4,7,8,7.0,4,2,0,0,0,,,,
2022-03-05 12:00:00,0,1,0,4,1,3.0,0,4,5,7,8,7,6,10,11,7,13,10,12,14,15,15.0,15,15,15,16,15,16,14,15,10,13,8,8,6,5,4,0,4,5,6,7,4,3,5,6,5,6.0,0,7,8,9,9,7,8,12,8,8,7,7,3,6,4,0,5,2.0,3,1,0,0,0,,,,
2022-03-05 13:00:00,0,2,0,3,4,4.0,3,2,1,0,4,6,7,10,13,12,11,12,11,9,8,7.0,8,7,7,8,8,7,8,7,8,9,6,6,6,3,5,0,6,5,8,9,4,6,8,9,13,11.0,10,7,11,11,13,12,12,13,10,6,4,7,0,3,3,2,0,1.0,1,0,0,0,0,,,,
2022-03-05 14:00:00,1,0,0,3,2,0.0,0,0,2,3,3,2,1,3,8,0,10,12,11,12,10,7.0,7,13,14,14,16,14,9,15,13,11,8,8,7,10,10,11,12,16,16,16,13,12,10,9,9,10.0,11,10,11,12,12,13,0,16,8,5,3,5,2,0,2,0,0,0.0,1,1,0,0,0,,,,
2022-03-05 15:00:00,0,2,1,3,1,2.0,0,0,3,5,8,9,7,9,11,10,11,0,10,11,10,8.0,8,8,8,8,9,9,6,7,7,8,9,6,7,8,6,12,11,13,16,14,14,12,15,12,12,13.0,11,11,12,12,10,8,9,8,5,4,3,1,0,0,3,4,0,5.0,4,2,0,1,0,,,,
2022-03-05 16:00:00,0,0,2,3,4,0.0,2,0,2,3,4,8,10,15,15,16,12,13,12,11,6,4.0,5,7,7,10,11,12,10,11,12,9,10,5,4,0,3,9,11,7,14,14,14,14,12,9,10,14.0,15,11,17,19,16,17,18,17,14,11,9,8,6,4,4,5,5,4.0,3,0,0,0,0,,,,
2022-03-05 17:00:00,3,0,1,2,0,2.0,0,3,6,3,4,7,9,9,7,7,8,7,7,8,9,11.0,10,12,13,13,14,15,13,11,9,10,8,11,10,8,15,0,10,17,14,13,10,9,11,12,12,14.0,10,0,13,11,13,10,11,16,11,8,6,5,5,7,9,2,10,0.0,8,2,0,0,0,,,,
2022-03-05 18:00:00,0,1,0,5,2,2.0,1,3,4,2,2,1,3,6,7,7,3,8,7,6,0,5.0,6,6,4,10,11,10,7,7,6,0,6,11,5,12,14,14,7,9,16,15,12,10,9,12,14,14.0,9,0,12,11,11,12,11,15,9,7,5,1,5,6,5,0,0,0.0,3,3,1,0,0,,,,
2022-03-05 19:00:00,0,1,0,1,1,0.0,0,2,0,6,6,6,4,7,8,0,5,7,5,4,3,4.0,5,2,3,5,8,4,4,5,4,2,2,5,4,6,5,0,0,7,8,8,6,5,6,7,9,12.0,0,13,8,15,19,18,6,22,15,11,8,7,5,2,1,4,0,0.0,2,1,0,0,0,,,,
2022-03-05 20:00:00,0,0,0,1,3,3.0,0,2,3,4,2,0,3,5,5,6,4,0,4,0,0,5.0,4,6,3,4,5,4,5,0,4,4,0,8,7,7,0,0,8,10,11,10,6,6,6,5,6,6.0,4,0,7,7,7,7,0,7,3,2,0,0,2,1,0,0,0,0.0,0,0,0,0,0,,,,
2022-03-05 21:00:00,0,0,0,2,4,0.0,3,2,3,2,5,0,3,0,5,0,6,2,4,3,2,4.0,2,3,3,5,5,4,1,3,3,2,1,6,5,0,6,0,10,0,9,8,9,8,10,6,7,6.0,2,0,5,7,8,6,7,10,9,5,4,3,2,2,3,2,1,0.0,0,1,0,0,0,,,,
2022-03-05 22:00:00,0,0,0,3,0,2.0,0,1,0,0,2,1,5,6,4,5,4,2,0,4,4,2.0,1,0,4,7,9,3,7,8,7,5,3,12,8,9,13,14,15,11,12,13,12,12,10,9,11,13.0,7,4,5,10,8,7,7,8,6,4,3,0,3,0,1,0,0,0.0,1,2,1,0,0,,,,
2022-03-05 23:00:00,0,0,0,0,0,0.0,0,0,0,1,3,0,4,0,0,0,3,0,2,4,1,2.0,3,4,0,6,5,3,5,2,4,3,1,6,5,6,0,0,0,6,4,8,8,8,0,7,6,7.0,8,0,10,9,5,4,5,17,9,7,5,2,1,1,0,0,0,0.0,0,1,0,0,0,,,,
2022-03-06 00:00:00,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,
2022-03-06 01:00:00,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,
2022-03-06 02:00:00,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,
2022-03-06 03:00:00,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,
2022-03-06 04:00:00,0,0,0,0,0,0.0,0,0,0,0,1,1,2,3,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,
2022-03-06 05:00:00,0,0,0,0,1,0.0,0,0,2,1,2,1,4,2,3,0,3,3,3,4,0,4.0,5,7,2,8,4,6,5,6,5,4,3,2,0,1,2,0,3,2,4,0,3,1,5,4,0,5.0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,,,,
2022-03-06 06:00:00,0,1,0,2,2,0.0,0,3,2,0,3,3,4,5,4,5,3,3,3,0,5,4.0,5,4,5,0,6,4,3,2,0,3,0,2,1,0,0,0,0,2,1,0,1,0,0,2,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,,,,
2022-03-06 07:00:00,0,1,0,1,0,0.0,0,0,1,3,0,2,3,4,3,3,3,2,4,1,0,5.0,4,4,2,2,3,4,3,0,3,0,0,2,1,0,0,0,0,0,3,1,1,2,0,0,4,0.0,0,0,1,0,3,0,2,3,4,2,0,0,0,0,1,0,0,0.0,0,1,0,0,0,,,,
2022-03-06 08:00:00,0,1,0,1,1,0.0,2,2,4,2,4,0,5,8,10,10,11,11,8,6,0,5.0,5,6,5,5,0,2,8,9,0,8,7,3,0,1,1,1,2,3,3,5,4,4,3,4,3,4.0,0,4,4,5,6,0,0,1,3,3,2,4,3,0,4,0,0,0.0,2,2,1,0,0,,,,
2022-03-06 09:00:00,0,0,1,2,1,2.0,4,2,0,2,7,3,8,10,11,5,10,9,10,7,6,5.0,4,7,3,6,7,6,5,0,0,4,3,2,3,3,0,2,4,5,0,3,1,3,4,5,6,8.0,7,4,3,3,1,0,0,3,1,0,0,2,0,1,0,3,5,0.0,1,0,0,0,0,,,,
2022-03-06 10:00:00,0,2,0,0,4,1.0,2,0,3,5,3,5,6,8,14,8,9,12,8,9,8,7.0,9,10,0,13,8,14,13,13,17,15,12,8,4,5,4,2,2,4,0,4,4,5,6,5,3,5.0,0,4,4,8,10,8,11,14,12,8,7,0,8,6,4,6,6,7.0,5,1,0,0,0,,,,
2022-03-06 11:00:00,0,0,0,3,1,3.0,4,0,2,1,2,2,3,7,5,8,8,11,10,12,11,12.0,10,7,8,6,7,6,5,7,12,6,11,3,2,3,0,0,4,5,7,5,3,2,2,2,3,4.0,0,5,4,6,5,0,7,6,4,3,2,2,3,2,0,0,0,3.0,2,0,0,0,0,,,,
2022-03-06 12:00:00,0,1,0,5,7,0.0,0,6,5,7,9,10,9,9,11,12,13,13,11,10,7,8.0,12,13,12,11,14,0,13,15,16,9,17,5,8,8,3,9,10,9,11,12,8,7,6,7,8,12.0,4,5,14,13,15,14,15,24,19,13,11,9,8,7,7,4,9,0.0,4,1,0,0,0,,,,
2022-03-06 13:00:00,0,0,0,2,3,0.0,0,0,2,5,6,0,0,7,4,0,7,6,7,6,7,8.0,10,9,9,10,8,8,6,7,9,10,6,4,3,5,7,8,4,9,11,5,8,6,5,6,6,9.0,0,7,10,8,15,0,0,18,7,6,4,4,3,4,3,5,0,0.0,3,2,1,0,0,,,,
2022-03-06 14:00:00,0,1,3,3,0,0.0,2,2,3,0,6,5,5,8,9,7,6,3,5,3,1,3.0,5,6,0,7,7,0,5,7,8,9,6,5,6,6,7,9,5,11,11,12,6,4,5,6,5,6.0,7,6,11,6,4,9,12,18,17,15,13,12,8,11,12,14,2,12.0,7,1,0,0,0,,,,
2022-03-06 15:00:00,0,1,0,0,1,0.0,1,2,3,2,3,3,6,3,4,5,7,6,7,6,7,4.0,5,1,3,7,6,0,7,3,0,4,6,4,2,4,6,0,0,4,8,5,8,9,4,11,13,14.0,11,14,15,17,17,15,14,9,7,6,0,1,0,1,5,0,4,1.0,3,1,2,0,0,,,,
2022-03-06 16:00:00,0,1,1,4,5,0.0,0,3,4,3,4,0,5,2,7,0,8,10,9,4,3,5.0,7,6,10,12,4,10,6,3,10,5,9,7,5,6,7,8,7,7,8,5,6,4,4,5,7,8.0,0,0,10,11,9,10,10,7,8,7,6,6,0,4,0,1,0,0.0,1,0,0,0,0,,,,
2022-03-06 17:00:00,0,0,0,1,1,2.0,0,0,0,1,1,4,5,10,12,14,3,9,9,13,7,10.0,10,11,10,10,9,0,8,9,11,12,11,9,8,9,9,10,12,6,7,10,9,10,9,8,10,10.0,8,10,11,11,12,10,11,10,6,4,2,1,3,3,0,0,4,3.0,1,0,0,0,0,,,,
2022-03-06 18:00:00,0,1,0,4,0,3.0,3,3,2,4,4,4,5,4,3,4,6,2,7,5,5,6.0,4,5,6,4,5,4,3,3,2,0,0,4,2,3,0,0,8,9,10,10,9,8,9,7,9,10.0,9,0,12,10,13,12,10,11,7,4,3,3,1,3,1,0,0,4.0,3,2,0,0,0,,,,
2022-03-06 19:00:00,0,0,0,2,3,1.0,0,0,2,4,4,3,5,4,3,4,6,5,1,6,5,8.0,7,8,4,0,5,5,4,0,3,4,2,5,6,7,6,0,3,6,5,5,3,0,6,6,5,6.0,7,0,9,9,8,0,10,11,7,5,0,3,4,1,0,3,0,0.0,2,0,0,0,0,,,,
2022-03-06 20:00:00,0,1,0,4,1,0.0,0,0,3,2,0,0,0,4,5,0,2,3,5,4,0,3.0,3,4,7,3,6,5,6,7,6,2,0,3,3,5,6,0,7,0,12,3,9,10,10,8,9,7.0,5,6,8,10,7,12,13,5,5,2,4,2,0,0,4,0,0,0.0,0,0,0,0,0,,,,
2022-03-06 21:00:00,0,0,0,3,2,0.0,0,2,1,0,0,0,0,0,0,2,3,0,4,1,3,3.0,0,0,5,6,7,9,4,1,3,2,3,12,14,5,6,0,15,17,5,16,14,13,12,12,10,13.0,15,9,11,17,14,7,11,12,6,8,0,5,4,4,0,5,3,2.0,4,1,2,0,0,,,,
2022-03-06 22:00:00,0,1,0,2,3,2.0,0,1,0,0,0,0,0,0,2,0,0,3,5,6,5,3.0,4,4,1,2,5,0,0,6,5,3,1,6,7,9,10,0,7,9,12,11,9,7,5,6,6,6.0,7,0,0,7,6,6,8,7,5,3,0,3,4,0,3,0,2,0.0,3,2,1,0,0,,,,
2022-03-06 23:00:00,0,0,0,1,0,0.0,0,0,0,0,0,2,1,0,0,0,0,2,3,0,0,3.0,0,2,2,3,4,0,0,3,0,0,0,4,1,0,2,0,1,2,0,1,3,1,2,6,7,6.0,0,0,7,0,10,6,4,3,3,0,0,0,2,3,0,2,0,1.0,1,2,0,0,0,,,,
2022-03-07 00:00:00,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,
2022-03-07 01:00:00,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,
2022-03-07 02:00:00,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,
2022-03-07 03:00:00,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,
2022-03-07 04:00:00,1,1,0,1,2,2.0,0,1,2,1,1,3,2,4,0,0,6,5,7,8,0,4.0,5,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,
2022-03-07 05:00:00,1,0,0,0,0,0.0,0,0,0,1,3,0,2,3,4,3,5,5,6,0,8,6.0,8,7,3,2,8,3,0,1,4,4,2,2,4,3,0,1,4,3,4,3,4,0,3,1,1,3.0,0,4,3,2,4,0,3,0,1,2,0,1,3,0,2,3,0,0.0,0,2,0,0,0,,,,
2022-03-07 06:00:00,0,1,0,1,0,0.0,3,0,0,2,3,3,5,8,7,8,10,12,13,13,9,11.0,12,16,15,12,14,17,6,6,7,8,6,2,1,0,2,2,3,4,7,6,5,5,4,3,2,0.0,0,1,1,1,2,0,0,1,0,2,0,3,3,2,4,5,0,0.0,3,2,1,0,0,,,,
2022-03-07 07:00:00,1,2,1,10,9,2.0,0,5,7,11,8,7,12,18,24,25,29,29,34,36,34,33.0,34,30,25,25,32,28,23,26,28,32,25,5,5,0,2,0,6,7,6,3,5,0,0,4,3,6.0,4,5,8,6,9,10,6,6,5,6,4,4,5,4,8,7,10,11.0,10,2,1,0,0,,,,
2022-03-07 08:00:00,1,5,7,12,11,6.0,7,6,8,11,17,18,20,25,22,29,30,30,33,31,31,33.0,39,40,36,39,38,36,37,39,41,41,31,6,3,3,4,5,9,10,12,12,10,8,10,7,8,9.0,11,13,14,16,17,11,0,19,18,19,18,13,11,9,10,8,9,7.0,5,3,1,0,0,,,,
2022-03-07 09:00:00,1,2,5,8,8,9.0,8,9,10,7,11,13,14,20,22,12,22,23,23,20,16,11.0,20,20,15,14,14,14,11,12,13,14,12,4,5,7,6,1,7,8,9,8,8,10,9,10,11,13.0,0,11,9,9,12,13,12,11,9,10,9,8,7,5,3,4,6,5.0,3,3,2,0,0,,,,
2022-03-07 10:00:00,1,0,0,1,1,2.0,0,2,2,1,4,7,7,9,11,11,9,9,11,13,15,14.0,10,10,9,8,7,6,6,8,6,0,5,2,2,4,4,4,6,4,4,8,5,6,3,4,6,7.0,2,1,9,10,12,7,9,13,11,10,9,10,6,6,4,0,7,6.0,5,5,0,0,0,,,,
2022-03-07 11:00:00,0,2,1,12,10,11.0,5,2,4,3,2,4,5,5,9,5,8,9,9,9,8,8.0,6,7,4,8,8,9,10,10,11,9,8,3,2,3,2,4,2,3,8,6,6,8,10,9,9,12.0,13,8,12,11,13,14,15,16,13,13,13,12,10,6,0,5,8,6.0,1,0,0,0,0,,,,
2022-03-07 12:00:00,1,2,0,3,6,3.0,3,3,5,0,6,8,8,11,11,8,9,9,10,12,11,10.0,8,10,9,8,9,8,7,9,8,9,8,5,4,5,3,1,6,8,8,7,6,6,6,8,8,11.0,7,9,9,6,11,11,3,10,6,6,3,7,6,5,6,6,0,5.0,4,4,3,0,0,,,,
2022-03-07 13:00:00,1,2,2,6,7,8.0,7,4,3,10,12,10,11,17,19,10,15,13,17,17,16,13.0,11,12,11,11,12,12,16,14,4,9,7,2,0,4,5,3,9,10,11,7,9,9,7,8,8,11.0,12,9,12,12,15,13,13,16,14,11,6,8,8,10,9,10,11,10.0,4,1,0,0,0,,,,
2022-03-07 14:00:00,0,2,2,4,8,2.0,4,8,4,10,8,9,6,11,12,14,14,13,12,11,10,10.0,10,10,9,8,7,8,6,6,7,7,6,4,3,5,5,6,6,8,11,10,11,11,10,11,12,14.0,18,15,13,13,13,12,11,13,10,9,8,6,0,3,7,8,2,8.0,5,1,0,0,0,,,,
2022-03-07 15:00:00,0,1,0,6,7,11.0,11,12,11,11,13,15,14,11,17,13,16,13,13,13,12,11.0,9,7,9,10,11,9,11,9,7,7,4,3,4,3,4,0,4,7,9,10,11,10,9,26,25,29.0,0,20,29,27,24,20,15,15,12,12,10,9,4,2,2,3,2,3.0,2,0,0,1,0,,,,
2022-03-07 16:00:00,1,7,0,5,4,2.0,5,5,0,7,7,6,8,9,11,7,15,16,13,12,13,10.0,7,9,8,8,14,15,16,15,14,12,8,7,6,7,4,9,7,8,9,10,9,8,8,10,8,7.0,7,7,12,12,14,11,10,19,16,16,13,11,10,8,6,5,5,3.0,3,3,2,1,0,,,,
2022-03-07 17:00:00,1,3,0,5,7,8.0,2,8,9,9,10,9,11,13,8,14,13,12,15,16,15,16.0,12,12,17,18,21,20,22,23,26,22,18,8,9,10,8,6,11,13,14,13,14,12,11,13,17,19.0,12,18,19,23,23,24,18,26,19,16,14,13,10,6,5,4,5,4.0,4,3,2,0,0,,,,
2022-03-07 18:00:00,0,1,0,5,9,8.0,4,8,7,7,9,11,8,10,10,0,8,9,8,9,2,12.0,11,12,13,14,18,16,21,19,20,20,15,11,7,9,9,10,14,20,24,22,19,18,21,17,15,18.0,12,19,22,27,31,27,23,20,17,12,0,10,9,8,3,5,4,0.0,4,2,0,0,0,,,,
2022-03-07 19:00:00,0,2,1,3,4,0.0,1,4,7,6,4,9,10,10,4,4,9,8,8,9,7,7.0,9,10,10,11,15,14,15,16,14,11,6,9,10,10,11,8,17,21,26,16,22,0,11,22,16,17.0,15,14,22,21,22,21,19,23,17,14,13,11,6,5,1,3,2,0.0,4,1,0,0,0,,,,
2022-03-07 20:00:00,0,0,0,4,5,1.0,5,1,3,4,5,5,5,6,7,0,9,8,9,7,6,6.0,4,5,7,9,8,4,5,6,6,5,4,8,7,7,6,7,8,8,10,12,11,9,11,11,11,11.0,0,0,11,9,12,11,5,13,10,10,7,6,3,2,0,3,1,0.0,2,0,0,0,0,,,,
2022-03-07 21:00:00,0,0,0,6,0,1.0,5,0,4,0,2,5,6,7,8,0,3,4,7,4,1,4.0,6,7,8,8,6,7,8,9,8,0,7,8,6,10,5,5,11,12,13,14,11,8,9,12,10,16.0,9,3,15,16,12,10,8,9,7,9,7,5,3,4,5,3,4,3.0,2,1,0,0,0,,,,
2022-03-07 22:00:00,0,1,0,3,1,0.0,1,0,0,3,0,2,0,1,0,0,3,2,2,3,2,3.0,3,4,4,4,8,7,8,6,4,4,2,6,7,6,7,0,9,7,13,15,15,12,11,11,11,12.0,16,0,18,19,19,12,6,9,9,5,5,3,4,3,2,0,1,0.0,0,0,0,0,0,,,,
2022-03-07 23:00:00,0,0,0,2,0,0.0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,3.0,1,3,3,0,4,7,0,5,3,5,4,3,0,3,4,0,2,8,8,7,7,6,6,4,2,3.0,3,1,6,0,5,3,0,10,5,3,3,1,0,0,1,0,0,0.0,1,0,0,0,0,,,,
2022-03-08 00:00:00,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,
2022-03-08 01:00:00,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,
2022-03-08 02:00:00,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,
2022-03-08 03:00:00,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,
2022-03-08 04:00:00,1,1,0,3,0,4.0,0,3,4,2,4,2,5,6,5,0,7,6,9,8,0,2.0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,
2022-03-08 05:00:00,0,1,0,0,0,0.0,0,0,0,0,1,1,2,2,4,5,5,5,7,7,6,6.0,7,7,8,5,9,9,7,6,4,5,4,2,4,3,5,0,6,1,6,5,7,0,6,4,1,5.0,0,0,0,4,3,0,2,3,0,2,1,0,0,0,2,4,5,6.0,0,2,1,0,0,,,,
2022-03-08 06:00:00,0,0,0,1,2,0.0,3,2,0,2,0,0,3,6,5,6,8,9,12,11,9,10.0,10,13,11,10,11,12,10,10,10,11,9,2,1,3,3,0,0,2,5,1,5,0,4,3,2,1.0,0,1,0,0,2,3,0,2,0,3,2,2,3,2,5,5,6,5.0,4,0,0,0,0,,,,
2022-03-08 07:00:00,1,0,1,3,3,0.0,0,0,4,0,5,6,11,12,20,22,24,28,32,35,36,38.0,42,33,31,35,26,24,23,23,22,27,25,4,3,3,0,4,8,6,7,6,6,5,5,5,6,6.0,7,8,7,8,11,9,8,8,7,7,6,6,5,3,5,6,9,8.0,7,2,0,0,0,,,,
2022-03-08 08:00:00,0,3,3,9,6,4.0,5,9,10,10,12,14,19,27,28,31,32,32,29,28,27,27.0,28,26,26,34,34,33,26,27,29,31,27,10,6,8,9,5,11,14,16,17,15,12,11,12,14,15.0,5,16,14,18,21,23,23,23,24,22,20,10,9,11,12,16,17,15.0,9,2,0,0,0,,,,
2022-03-08 09:00:00,1,2,3,4,4,2.0,5,3,4,2,8,6,8,11,12,15,15,16,18,18,20,18.0,16,18,13,12,13,21,17,15,19,19,15,4,3,5,3,6,6,8,7,6,6,6,5,7,9,10.0,11,8,10,9,9,10,8,11,10,6,6,10,10,9,8,9,0,0.0,8,7,6,0,0,,,,
