Unnamed: 0,1_중부운수앞(가상),2_신월동우성상가,3_신월문화체육센터,4_신월시영아파트중문,5_금실어린이공원,6_신한은행신월동지점,7_신곡시장.금빛새마을금고,8_동방아파트.신월종합사회복지관,9_신정네거리.신정119안전센터,10_신정네거리역,11_경서농협,12_우리은행신정동지점,13_신정1동우체국,14_서울남부지방법원.서울남부지방검찰청,15_진명여고,16_목동역,17_목동7단지,18_목운초등학교.목운중학교,19_목동운동장남문.아이스링크,20_목동5단지C상가.목동운동장북문,21_파리공원,22_목동5단지B상가.목5동주민센터,23_목동이대병원.목동6단지앞,24_한신아파트.선유도역,25_선유도역.롯데제과,26_당산역,27_선유도공원,28_합정역(가상),29_합정역,30_서교동,31_홍대입구역(가상),32_홍대입구역,33_동교동삼거리,34_신촌오거리.현대백화점,35_신촌오거리.2호선신촌역,36_이대역,37_웨딩타운,38_아현역,39_종근당.충정로역,40_서소문,41_삼성본관앞,42_숭례문(가상),43_숭례문,44_서울역버스환승센터,45_한국경제신문사.서소문역사공원,46_충정로역2호선,47_아현역,48_웨딩타운,49_이대역,50_신촌오거리.2호선신촌역,51_신촌오거리.현대백화점,52_동교동삼거리,53_홍대입구역(가상),54_홍대입구역,55_서교동,56_합정역(가상),57_합정역,58_선유도공원,59_당산역,60_선유도역.롯데제과,61_한신아파트.선유도역,62_월촌중학교.목동1단지,63_목동2단지,64_목동3단지,65_목동4단지상가.목동종합운동장,66_목1동주민센터,67_목동7단지,68_목동7단지.종로학원,69_진명여고,70_서울남부지방법원.서울남부지방검찰청,71_신정1동우체국,72_우리은행신정동지점,73_신정4동경서농협,74_신정네거리역,75_신정네거리해누리분수광장,76_동방아파트,77_신곡시장.금빛새마을금고,78_신한은행신월동지점,79_금실어린이공원,80_신월시영아파트중문,81_신월동우성상가,82_중부운수앞(가상)
2022-03-24 19:00:00,1,6,3,5,3,7,4,5,6,6,8,9,11,10,11,13,17,21,20,18,15,15,17,18,28,45,43,42,25,21,18,19,14,13,10,9,8,8,7,8,6,0,5,10,12,13,14,13,14,15,13,14,13,15,16,13,23,0,33,35,35,25,23,27,27,31,33,35,39,37,37,33,33,31,40,32,28,18,17,15,6,0
2022-03-24 20:00:00,1,2,0,0,2,5,6,6,4,7,6,8,8,9,10,9,7,11,11,12,12,15,20,18,17,17,9,15,13,12,11,9,8,8,8,7,6,5,8,5,7,5,5,7,1,7,6,4,5,6,8,9,3,16,11,2,20,9,18,20,21,23,26,27,26,32,32,29,27,25,23,21,20,21,25,24,17,13,12,14,8,0
2022-03-24 21:00:00,0,2,3,1,2,5,6,6,5,8,7,7,0,8,6,5,8,11,15,13,13,16,19,21,20,17,16,10,10,9,8,11,8,7,5,0,5,6,4,7,4,3,5,8,8,7,8,6,7,11,13,15,6,18,21,0,28,0,25,27,26,24,31,19,31,31,27,28,27,14,19,17,16,16,18,17,16,12,10,9,3,0
2022-03-24 22:00:00,0,1,0,0,0,7,0,7,0,9,10,12,24,3,25,22,25,26,23,20,23,30,27,20,22,19,0,17,13,17,0,17,14,16,17,14,10,12,9,8,4,3,2,7,3,0,6,7,8,10,11,12,11,20,27,0,42,32,42,33,32,34,38,34,35,38,36,29,26,25,21,20,16,18,18,18,12,10,7,3,3,0
2022-03-24 23:00:00,0,0,1,0,0,1,4,5,0,2,4,6,5,0,6,6,8,11,10,11,13,14,15,12,13,14,12,12,10,10,9,13,18,18,18,12,8,13,11,8,7,3,5,4,3,5,6,5,6,6,9,8,0,22,24,15,40,7,42,41,36,25,24,24,26,29,27,23,24,25,24,18,14,17,7,15,10,8,0,6,1,0
2022-03-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 04:00:00,10,17,3,6,22,25,28,29,32,31,30,29,28,27,26,28,33,31,26,26,23,19,17,14,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 05:00:00,2,7,7,8,8,10,11,13,15,16,14,16,15,0,14,9,15,16,9,16,15,15,11,11,10,15,3,14,16,7,14,13,11,11,11,5,5,9,6,3,1,2,2,4,2,1,4,0,5,6,0,6,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 06:00:00,5,7,8,8,5,13,16,17,17,16,17,17,12,15,17,16,13,17,15,15,16,15,14,12,7,8,6,0,6,5,3,9,10,9,6,11,13,6,7,4,2,0,2,2,2,1,3,2,3,1,2,0,1,0,0,0,4,7,8,4,6,3,5,6,5,0,4,3,2,2,0,4,2,3,4,4,3,1,0,2,0,0
2022-03-25 07:00:00,7,15,18,20,21,31,37,38,29,33,35,38,37,38,34,31,33,30,30,35,36,38,45,31,24,22,16,19,18,15,16,17,17,14,16,16,0,17,16,15,7,6,2,3,1,2,4,4,5,5,6,7,0,12,14,9,24,0,38,17,20,19,23,26,29,26,22,20,10,8,4,3,0,4,3,5,4,2,2,1,0,0
2022-03-25 08:00:00,7,16,20,19,20,25,27,37,37,36,37,41,42,44,45,42,43,41,37,43,50,47,46,31,28,20,19,19,18,15,12,18,18,18,19,21,21,19,18,10,6,5,3,6,4,4,7,6,5,6,7,8,4,12,15,14,26,0,37,31,25,25,22,17,24,20,17,16,12,8,7,9,7,7,17,15,9,7,2,7,1,0
2022-03-25 09:00:00,6,12,13,13,15,17,20,21,20,27,29,32,32,26,35,35,35,31,28,30,34,33,31,23,24,21,19,17,14,12,11,11,12,12,11,13,12,9,14,5,6,4,3,7,5,1,5,4,6,7,8,11,10,9,7,0,10,11,16,13,12,15,13,16,15,12,10,9,12,10,9,9,8,8,8,8,8,7,6,4,2,0
2022-03-25 10:00:00,2,10,11,13,14,15,18,16,15,16,18,18,12,17,20,18,17,18,16,15,18,18,19,17,17,15,0,13,11,11,10,13,13,13,12,13,9,14,12,6,5,3,2,3,0,4,5,2,5,6,7,9,5,11,11,5,13,0,14,11,11,15,15,8,17,14,12,16,17,16,15,14,11,11,11,9,8,9,5,5,1,0
2022-03-25 11:00:00,3,10,13,16,17,15,18,19,19,17,18,20,20,23,24,22,20,20,15,16,17,20,20,18,18,14,13,12,12,11,9,7,10,10,11,2,12,9,8,7,6,0,6,10,8,11,10,11,7,10,9,11,9,17,16,14,17,18,14,16,19,20,15,19,15,16,16,15,16,15,14,13,11,11,9,6,6,7,5,3,1,0
2022-03-25 12:00:00,4,8,7,9,12,16,16,18,17,17,17,20,20,20,19,20,18,20,20,19,19,21,24,26,28,23,21,19,17,15,15,12,13,14,10,11,10,8,11,8,7,6,2,8,7,5,2,7,8,7,8,9,8,12,10,11,15,0,19,19,22,23,21,20,19,20,15,13,13,12,11,12,9,9,12,10,9,12,10,6,1,0
2022-03-25 13:00:00,4,14,15,16,17,15,18,21,17,18,17,19,20,18,19,22,24,19,17,17,19,23,24,20,23,21,13,20,12,10,11,11,11,11,11,10,8,10,12,7,6,3,4,9,8,8,11,8,6,10,8,8,7,12,12,6,19,7,26,27,24,18,20,18,19,17,19,17,18,17,14,18,17,18,17,13,11,11,9,7,1,0
2022-03-25 14:00:00,3,9,11,11,11,11,12,15,16,17,18,22,21,22,26,21,22,22,21,20,21,25,23,24,25,21,5,20,15,11,14,12,12,12,8,9,8,6,8,6,6,3,5,11,11,12,11,5,13,14,13,13,6,14,14,11,17,12,18,19,22,24,23,22,20,21,18,18,19,17,16,16,15,16,13,11,7,7,7,6,3,0
2022-03-25 15:00:00,3,8,10,10,9,14,14,16,19,22,25,23,24,25,42,43,49,45,47,35,22,25,29,30,17,15,14,12,12,14,8,13,12,10,10,7,8,11,9,8,7,4,4,11,12,11,10,11,10,13,15,16,11,19,18,17,25,24,25,27,29,38,34,31,30,34,30,24,23,27,21,28,26,25,25,17,16,15,14,11,1,0
2022-03-25 16:00:00,3,7,7,6,8,16,15,18,19,18,20,27,25,27,33,31,33,30,24,20,19,19,25,29,34,31,25,29,17,19,16,15,16,14,14,13,11,5,11,9,10,5,9,11,0,12,16,13,16,17,22,24,23,28,28,16,22,16,22,26,30,35,36,35,36,42,41,41,37,38,34,29,23,25,26,22,16,12,10,10,4,0
2022-03-25 17:00:00,4,8,9,10,11,14,14,18,16,21,23,24,27,28,27,30,30,36,36,37,34,31,35,38,42,38,37,36,23,24,22,20,20,13,13,12,10,9,7,7,11,10,13,24,25,24,26,19,26,24,26,29,26,31,35,27,39,0,46,49,59,58,47,24,52,48,46,40,39,38,37,32,29,28,28,26,22,21,20,15,2,0
2022-03-25 18:00:00,3,11,10,12,6,13,15,17,17,18,21,26,28,29,29,30,30,28,32,31,30,32,29,33,37,36,30,32,24,24,23,22,17,20,16,13,11,14,13,14,13,9,10,17,19,20,19,21,20,19,19,24,16,25,30,7,42,41,41,47,53,50,47,48,49,52,49,43,38,36,34,33,31,30,38,30,23,23,21,14,6,0
2022-03-25 19:00:00,1,5,7,6,4,7,8,9,7,11,13,13,14,15,17,18,20,26,25,25,25,28,24,21,26,25,22,19,16,15,14,15,10,12,10,9,6,6,3,8,7,3,4,7,5,4,20,7,20,20,22,23,22,28,30,14,45,47,48,50,54,44,42,38,42,47,41,31,28,31,23,30,28,30,32,33,28,29,23,19,5,0
2022-03-25 20:00:00,1,2,1,2,4,3,5,2,3,6,6,8,13,13,9,13,11,12,15,16,14,14,17,14,17,16,16,15,12,12,5,12,11,9,4,8,7,2,5,5,5,0,4,7,6,3,4,3,6,6,9,9,1,15,16,15,19,0,25,29,27,25,31,31,32,35,30,26,24,22,20,17,17,19,17,14,11,10,8,7,2,0
2022-03-25 21:00:00,0,1,1,2,0,2,4,1,2,5,4,9,9,6,9,8,10,9,10,9,13,19,20,17,19,17,0,15,10,11,10,8,6,6,5,6,2,2,7,6,6,2,4,11,13,10,9,4,10,11,9,8,7,15,16,10,18,0,24,22,25,22,27,26,23,26,24,23,21,22,19,20,17,15,19,14,10,10,8,7,2,0
2022-03-25 22:00:00,2,4,0,1,3,3,0,0,0,0,0,3,7,6,7,10,15,24,25,25,26,29,30,30,12,25,23,22,14,14,12,11,12,10,11,11,5,10,9,10,4,0,9,7,0,5,5,7,8,8,10,11,0,23,24,13,31,0,30,26,24,31,48,49,49,47,49,44,37,34,31,27,26,21,21,18,16,12,8,9,3,0
2022-03-25 23:00:00,1,0,0,0,0,2,4,0,5,7,0,10,0,11,10,8,7,10,10,10,9,13,10,9,9,9,0,8,8,9,6,14,13,21,19,17,10,16,15,12,10,4,7,4,7,2,5,4,5,4,13,15,1,21,27,0,41,40,43,41,39,30,26,24,26,19,18,25,25,26,22,23,21,20,18,17,13,11,8,7,4,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,2,3,0,4,8,10,4,13,15,16,0,17,16,15,16,17,18,17,16,13,11,9,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,1,4,4,5,5,7,9,8,9,4,9,10,9,0,7,10,11,13,6,12,9,9,7,8,7,7,0,5,6,5,4,7,6,3,2,5,1,2,3,2,1,0,2,2,1,0,5,0,6,0,0,7,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 06:00:00,1,3,0,0,3,4,6,7,6,7,4,8,9,10,11,10,2,10,9,9,10,7,2,4,3,2,1,1,1,0,0,2,5,7,2,2,6,3,4,2,0,0,0,2,0,4,2,1,0,0,1,3,0,1,0,0,4,0,6,5,5,6,7,8,6,7,1,3,6,3,1,1,0,5,6,3,5,0,3,1,0,0
2022-03-26 07:00:00,4,8,6,9,10,6,10,12,11,9,11,12,11,10,10,10,10,8,7,6,7,8,6,5,0,4,0,3,4,3,4,5,4,3,4,0,0,3,5,4,2,0,3,2,0,1,1,0,0,1,2,2,0,3,3,0,4,0,4,5,6,8,7,4,6,7,5,3,6,5,4,3,1,1,1,0,2,0,1,0,0,0
2022-03-26 08:00:00,4,8,10,9,9,12,15,15,15,16,18,19,19,20,20,17,20,20,18,15,14,13,13,11,12,11,9,8,7,8,0,8,7,4,4,5,1,5,5,2,2,0,1,2,0,3,7,3,6,8,9,10,4,14,12,11,17,0,19,22,23,18,15,11,11,12,10,8,5,6,5,4,4,4,5,3,5,5,1,4,1,0
2022-03-26 09:00:00,4,11,13,14,14,20,22,29,30,26,30,32,34,33,31,29,30,24,24,21,20,20,19,17,17,19,7,16,14,12,11,10,8,7,5,6,5,4,5,3,5,4,2,4,0,2,4,5,7,6,5,4,3,7,9,0,12,0,16,16,22,19,14,14,10,8,6,8,7,4,6,8,8,6,5,6,4,9,8,5,2,0
2022-03-26 10:00:00,6,15,16,17,10,19,19,23,21,24,26,27,22,28,26,26,27,27,24,21,19,18,21,18,19,14,13,12,11,8,5,7,6,7,4,4,0,5,4,4,2,0,3,9,6,7,9,10,9,10,11,10,5,6,6,5,9,0,11,10,10,10,9,4,8,4,4,9,8,5,6,6,7,5,7,9,6,4,1,2,1,0
2022-03-26 11:00:00,5,7,9,10,9,22,29,32,30,26,29,35,34,35,21,19,20,18,18,19,19,22,23,22,22,30,29,26,15,12,11,9,10,11,10,6,13,12,5,7,4,3,2,9,5,8,10,6,9,11,11,15,14,12,13,2,14,13,16,15,18,18,21,22,22,17,24,22,23,21,19,18,6,12,11,10,6,6,6,4,3,1
2022-03-26 12:00:00,4,11,13,10,12,15,16,21,15,24,24,26,28,26,37,36,38,43,43,42,47,48,50,46,47,50,22,19,34,27,25,22,21,21,20,17,7,8,15,9,13,4,5,8,7,5,8,8,11,12,11,11,10,13,12,11,19,18,23,18,21,20,19,18,23,24,21,21,19,18,12,17,14,14,14,13,13,9,9,7,1,0
2022-03-26 13:00:00,3,9,8,12,9,12,19,22,23,28,26,33,39,40,39,40,41,35,30,29,32,37,44,34,37,32,26,31,27,28,26,19,19,21,22,22,20,18,17,6,12,0,8,14,17,19,18,17,18,16,20,20,13,23,22,14,29,28,29,29,30,30,32,28,25,21,21,21,17,14,13,12,12,16,15,13,12,8,7,6,1,0
2022-03-26 14:00:00,3,7,8,8,9,15,17,19,19,20,20,24,24,26,24,22,24,30,27,28,27,26,27,27,26,25,25,23,19,22,20,12,15,14,14,8,13,13,12,12,10,8,5,9,10,5,12,10,12,14,17,14,16,22,25,10,26,15,35,35,31,32,32,30,27,30,26,23,18,6,17,15,14,16,23,21,17,19,15,8,1,0
2022-03-26 15:00:00,6,13,7,11,11,18,20,21,23,25,26,30,35,37,36,37,33,26,24,22,22,25,27,28,29,28,21,27,23,21,20,18,17,14,13,11,10,5,11,6,4,2,3,9,9,10,11,12,9,12,16,15,14,19,23,12,31,24,26,26,30,32,30,33,31,33,33,31,30,29,27,25,24,22,21,20,17,13,10,6,3,0
2022-03-26 16:00:00,2,11,13,8,15,11,14,18,15,19,20,22,23,24,26,28,30,29,27,27,29,33,35,32,34,34,32,28,26,30,29,24,22,21,18,8,5,7,6,5,9,0,11,10,11,12,13,15,16,13,16,10,7,17,20,18,21,19,31,33,33,28,36,35,30,30,27,29,24,22,20,21,19,21,21,20,15,11,8,6,1,0
2022-03-26 17:00:00,0,5,7,8,14,18,20,19,15,12,13,17,18,21,20,23,28,27,29,32,33,34,34,33,31,35,34,32,23,23,21,16,15,16,15,15,14,12,11,12,15,14,10,8,10,10,11,11,11,12,16,18,15,23,23,22,33,28,30,25,28,31,34,34,39,38,37,29,28,27,24,19,17,14,17,14,12,12,10,9,3,0
2022-03-26 18:00:00,2,5,4,4,5,9,10,15,15,16,11,12,14,17,19,23,26,22,27,29,29,26,26,28,32,30,18,27,22,18,16,21,20,14,14,13,12,8,10,12,14,13,6,9,0,8,11,12,11,15,10,12,0,18,21,19,27,28,29,28,27,27,36,26,34,37,35,34,29,24,24,22,18,20,21,18,17,12,10,3,6,0
2022-03-26 19:00:00,1,3,4,0,0,5,6,9,6,7,2,8,6,10,10,13,17,16,12,11,11,16,17,17,25,23,25,24,15,15,13,12,13,14,10,12,10,8,7,9,8,0,7,6,5,4,5,8,3,10,9,11,10,16,19,18,22,13,23,21,22,20,24,23,23,21,20,23,21,17,23,22,18,19,18,16,11,10,9,6,2,0
2022-03-26 20:00:00,2,4,0,5,0,11,10,5,9,11,10,11,14,5,13,13,16,14,16,13,14,10,11,7,11,11,0,10,12,14,13,15,12,17,9,8,7,5,0,8,5,0,4,5,3,4,3,0,4,6,11,7,4,17,19,16,27,28,24,23,21,21,21,19,18,25,23,22,21,17,12,17,16,14,12,8,9,7,5,8,4,0
2022-03-26 21:00:00,0,3,4,4,0,5,6,4,0,9,4,10,11,0,11,8,0,13,14,5,6,10,12,10,10,10,6,5,9,6,2,7,9,17,15,13,7,12,3,5,8,6,4,5,0,2,3,0,5,5,15,18,19,26,28,15,35,0,38,36,28,33,35,33,26,25,21,20,21,20,13,19,18,17,17,14,13,10,9,8,3,0
2022-03-26 22:00:00,0,2,1,3,1,6,5,6,5,8,9,9,18,5,18,17,19,25,27,22,25,24,24,23,24,21,20,13,13,16,14,22,20,22,18,21,20,19,21,19,16,3,8,3,2,4,5,4,6,5,9,5,0,17,22,0,29,30,27,27,25,27,35,34,37,41,40,31,30,15,28,24,23,20,20,18,10,6,6,4,4,0
2022-03-26 23:00:00,0,0,0,0,0,3,4,2,3,4,6,7,0,0,0,6,5,8,11,10,5,10,9,12,10,9,0,0,7,9,8,16,16,15,11,9,7,7,11,4,9,8,7,4,2,3,2,3,5,4,8,8,0,28,33,31,50,48,53,40,36,30,29,28,29,31,29,21,14,20,19,14,13,10,14,14,18,14,9,6,1,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,3,5,3,5,4,6,5,6,8,11,6,12,12,0,8,11,12,11,6,7,6,5,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,1,3,0,5,0,6,7,6,7,8,7,9,8,7,4,7,8,0,3,9,9,6,5,5,5,4,0,3,5,6,5,6,7,6,0,5,0,0,4,3,2,3,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,2,4,0,2,4,6,6,7,6,4,6,7,5,6,7,8,7,7,5,7,8,7,5,3,2,1,2,0,0,1,0,3,4,0,0,2,0,0,0,1,2,0,0,1,0,2,0,0,0,1,0,2,0,2,2,0,4,0,4,1,3,2,1,2,2,0,3,0,1,0,0,0,0,2,0,1,3,0,0,0,2,0
2022-03-27 07:00:00,2,3,3,4,6,7,7,7,7,7,8,9,0,8,8,10,9,6,6,0,6,7,10,7,9,8,0,0,6,5,0,6,5,1,0,0,1,4,3,3,2,0,2,1,0,0,2,0,3,0,0,0,0,0,2,0,3,0,3,4,5,4,2,3,3,0,2,1,2,1,0,1,1,2,0,3,1,1,0,1,0,0
2022-03-27 08:00:00,2,5,6,8,8,9,10,12,12,10,12,10,0,0,15,7,16,13,9,8,10,9,9,8,9,7,0,5,7,7,5,3,3,7,1,6,2,1,4,1,2,0,1,3,0,2,0,2,0,3,3,2,0,2,1,0,5,2,8,9,11,9,4,0,3,4,2,3,1,0,2,1,1,3,4,3,1,0,1,0,0,0
2022-03-27 09:00:00,2,4,5,6,8,10,14,23,23,23,16,23,24,23,26,23,25,20,20,20,12,10,13,12,14,9,8,6,14,11,10,9,6,4,3,4,3,5,3,2,1,0,0,1,0,2,4,2,0,0,2,3,0,5,4,0,5,3,8,6,10,9,8,8,7,8,6,5,5,0,5,4,3,2,1,2,2,1,0,2,0,0
2022-03-27 10:00:00,3,6,8,9,12,11,13,15,17,18,17,21,15,21,19,19,16,17,13,14,16,16,17,19,18,21,0,19,16,14,13,15,10,9,8,3,9,7,8,6,4,2,2,6,5,1,4,4,5,6,7,2,0,8,4,0,6,0,7,6,8,7,6,6,6,4,3,6,5,4,2,5,4,3,5,4,3,5,2,4,0,0
2022-03-27 11:00:00,3,7,10,12,12,16,18,23,17,18,21,19,22,23,26,28,11,22,22,18,19,23,22,20,24,15,19,17,12,10,6,8,6,5,3,2,3,3,2,3,2,0,0,4,5,2,7,0,4,6,7,7,5,8,10,0,13,4,17,6,18,17,16,15,13,9,4,4,5,7,5,4,3,4,5,5,4,4,3,2,1,0
2022-03-27 12:00:00,2,10,12,6,10,10,15,16,15,18,18,21,22,25,27,28,28,23,22,23,23,26,29,25,25,22,21,0,17,18,15,20,18,15,16,15,14,13,13,9,6,5,4,7,2,4,7,7,10,10,12,15,12,11,14,11,13,0,14,15,18,23,25,12,18,21,18,15,15,12,10,11,9,10,11,8,9,11,10,7,3,0
2022-03-27 13:00:00,2,7,8,9,7,15,18,20,19,19,25,26,30,31,27,27,27,26,27,27,29,35,38,37,39,36,27,32,22,21,18,17,16,11,10,9,7,9,11,6,8,4,5,12,0,13,17,17,16,11,13,11,0,12,12,9,14,16,16,14,18,14,18,16,20,25,23,24,24,21,17,15,12,10,12,9,4,9,8,5,1,0
2022-03-27 14:00:00,8,11,0,12,13,15,18,17,15,17,19,23,23,27,25,26,27,24,24,20,25,28,33,29,33,33,34,32,27,26,22,15,15,12,0,10,8,5,4,4,5,3,7,12,0,0,13,13,4,13,12,10,9,14,16,15,16,19,20,21,24,17,20,18,21,23,16,22,21,10,20,20,15,16,15,14,11,10,5,2,1,0
2022-03-27 15:00:00,6,9,9,0,5,9,11,16,15,16,19,22,23,19,29,28,28,26,21,26,33,35,40,32,35,30,31,29,23,18,15,16,16,17,15,13,11,10,10,8,11,10,9,10,12,12,14,16,17,15,17,15,16,17,16,14,25,24,21,17,20,18,20,21,24,25,26,26,26,24,25,23,20,16,17,16,12,7,5,5,1,0
2022-03-27 16:00:00,2,6,9,8,6,16,15,16,15,19,20,22,20,23,24,29,29,22,20,20,24,26,27,29,32,32,34,32,26,25,20,23,21,21,20,19,18,11,10,6,9,6,6,11,10,9,12,14,14,15,15,18,17,23,26,2,34,38,38,35,39,37,36,35,36,47,42,33,29,27,25,20,18,21,20,16,11,9,8,5,2,0
2022-03-27 17:00:00,0,7,9,0,3,13,6,16,12,14,13,14,11,16,20,21,21,23,22,22,21,25,27,25,28,26,22,25,17,14,15,15,12,12,10,14,9,13,11,8,14,7,13,19,21,22,20,22,20,21,18,21,20,24,28,0,38,36,35,30,28,32,31,29,30,29,26,26,25,24,22,20,18,18,15,13,8,8,7,5,3,0
2022-03-27 18:00:00,2,5,5,7,6,7,8,9,8,9,9,10,13,11,13,15,15,16,19,20,20,21,20,18,19,17,11,11,10,9,7,12,13,13,11,9,12,3,4,8,13,6,6,6,7,7,6,8,12,13,11,12,0,16,18,17,25,27,26,25,27,16,20,6,22,27,26,26,24,22,17,22,20,24,22,22,18,14,13,11,2,0
2022-03-27 19:00:00,1,2,2,1,2,8,9,12,11,6,0,7,9,4,5,9,11,12,14,13,14,15,16,14,16,11,16,0,10,13,12,13,16,12,2,10,9,8,0,3,2,7,6,6,5,5,7,5,6,2,5,9,4,14,13,11,14,15,20,19,16,17,17,12,16,16,17,20,18,10,17,16,14,14,18,15,13,11,11,8,4,0
