Unnamed: 0,1_중부운수앞(가상),2_신월동우성상가,3_신월문화체육센터,4_신월시영아파트중문,5_금실어린이공원,6_신한은행신월동지점,7_신곡시장.금빛새마을금고,8_동방아파트.신월종합사회복지관,9_신정네거리.신정119안전센터,10_신정네거리역,11_경서농협,12_우리은행신정동지점,13_신정1동우체국,14_서울남부지방법원.서울남부지방검찰청,15_진명여고,16_목동역,17_목동7단지,18_목운초등학교.목운중학교,19_목동운동장남문.아이스링크,20_목동5단지C상가.목동운동장북문,21_파리공원,22_목동5단지B상가.목5동주민센터,23_목동이대병원.목동6단지앞,24_한신아파트.선유도역,25_선유도역.롯데제과,26_당산역,27_선유도공원,28_합정역(가상),29_합정역,30_서교동,31_홍대입구역(가상),32_홍대입구역,33_동교동삼거리,34_신촌오거리.현대백화점,35_신촌오거리.2호선신촌역,36_이대역,37_웨딩타운,38_아현역,39_종근당.충정로역,40_서소문,41_삼성본관앞,42_숭례문(가상),43_숭례문,44_서울역버스환승센터,45_한국경제신문사.서소문역사공원,46_충정로역2호선,47_아현역,48_웨딩타운,49_이대역,50_신촌오거리.2호선신촌역,51_신촌오거리.현대백화점,52_동교동삼거리,53_홍대입구역(가상),54_홍대입구역,55_서교동,56_합정역(가상),57_합정역,58_선유도공원,59_당산역,60_선유도역.롯데제과,61_한신아파트.선유도역,62_월촌중학교.목동1단지,63_목동2단지,64_목동3단지,65_목동4단지상가.목동종합운동장,66_목1동주민센터,67_목동7단지,68_목동7단지.종로학원,69_진명여고,70_서울남부지방법원.서울남부지방검찰청,71_신정1동우체국,72_우리은행신정동지점,73_신정4동경서농협,74_신정네거리역,75_신정네거리해누리분수광장,76_동방아파트,77_신곡시장.금빛새마을금고,78_신한은행신월동지점,79_금실어린이공원,80_신월시영아파트중문,81_신월동우성상가,82_중부운수앞(가상)
2022-03-05 04:00:00,5,9,0,4,10,10,9,11,12,14,0,15,16,9,17,18,20,19,18,16,14,9,7,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,1,4,2,5,3,9,6,6,8,9,6,11,10,0,11,11,15,15,15,9,15,9,8,7,7,5,2,4,6,8,1,2,7,5,2,2,1,2,4,3,1,0,1,3,2,2,3,0,4,0,3,2,0,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,2,3,0,4,6,5,7,8,8,9,10,10,11,6,7,8,6,9,8,6,6,6,6,4,0,3,0,2,4,3,0,3,1,4,3,3,4,2,2,1,3,2,2,3,0,4,2,3,5,3,4,3,3,5,0,4,6,0,7,6,9,7,6,5,5,4,2,3,2,0,2,0,3,1,1,0,0,0,0,0,0,0
2022-03-05 07:00:00,4,7,2,6,7,10,11,12,10,10,11,13,11,12,9,10,10,5,9,8,9,8,11,10,11,10,0,4,4,3,0,2,2,2,0,4,2,3,3,1,2,0,0,2,2,1,2,0,0,3,3,0,0,3,4,0,5,0,6,7,10,9,0,10,9,6,8,9,8,5,4,5,0,4,4,2,3,2,0,2,0,0
2022-03-05 08:00:00,3,6,7,9,9,19,24,27,27,27,29,31,30,31,28,29,25,21,16,14,14,13,11,10,10,11,0,10,8,6,5,10,10,9,2,8,8,3,4,6,3,1,2,3,0,2,5,1,5,4,6,3,0,8,9,0,9,0,11,11,12,14,12,13,14,11,7,10,10,9,8,7,8,7,7,6,5,4,3,2,0,0
2022-03-05 09:00:00,7,11,15,14,17,18,22,24,21,24,27,29,28,29,32,34,18,33,29,25,19,16,17,17,18,15,0,14,5,15,11,10,9,10,6,10,9,6,8,3,3,1,2,4,0,2,2,5,4,5,4,6,3,8,8,0,15,0,17,16,17,11,12,8,9,7,5,3,3,0,2,6,3,4,2,6,3,4,5,2,0,0
2022-03-05 10:00:00,4,17,13,15,17,21,24,26,27,24,25,26,21,27,29,32,24,20,16,17,14,16,23,26,26,25,24,23,22,21,3,17,18,16,5,4,5,6,5,6,3,2,3,6,5,6,8,6,7,0,8,7,4,7,3,6,6,3,8,7,10,11,13,13,11,11,9,10,9,7,6,7,6,7,8,7,4,4,3,2,1,0
2022-03-05 11:00:00,3,19,14,20,19,19,21,21,20,19,22,25,26,22,23,25,31,25,19,19,19,25,30,32,33,25,15,18,15,14,13,12,9,7,15,11,7,7,10,7,5,4,4,7,5,6,10,6,9,9,11,12,10,14,8,7,17,8,20,20,19,22,21,19,19,23,19,14,12,11,7,11,12,8,10,9,6,9,6,5,1,0
2022-03-05 12:00:00,2,6,8,4,7,13,15,24,23,27,33,37,38,40,41,41,27,28,24,19,19,25,27,25,23,24,22,22,17,16,15,13,16,15,14,11,8,5,6,4,5,2,6,9,10,9,8,9,9,12,13,14,0,15,16,15,21,14,22,20,19,18,24,25,24,25,22,19,21,19,22,21,19,24,21,19,16,16,13,8,1,0
2022-03-05 13:00:00,3,6,8,9,10,18,25,26,28,30,31,33,22,34,36,34,36,34,30,33,34,35,28,27,25,26,21,18,21,21,18,15,16,17,15,12,14,11,9,9,14,3,13,15,12,5,13,14,14,12,12,13,12,14,12,0,16,15,19,19,20,19,21,16,20,22,19,16,18,16,11,15,11,14,13,15,13,12,10,10,9,0
2022-03-05 14:00:00,5,14,6,14,15,20,26,28,25,34,33,33,36,36,33,34,36,27,23,21,24,28,31,27,28,31,22,30,24,20,19,26,24,22,5,19,16,18,14,13,7,5,6,11,14,16,15,7,13,15,14,14,13,17,17,16,17,10,18,18,21,18,19,22,24,28,26,23,24,25,11,23,17,20,21,16,14,15,13,10,4,0
2022-03-05 15:00:00,2,6,7,11,15,22,22,24,20,20,19,24,26,27,32,32,32,28,29,27,28,31,35,32,33,27,24,24,20,21,20,21,20,17,15,12,10,5,8,5,5,4,5,12,11,12,15,10,11,12,12,15,14,14,15,9,19,21,18,19,17,21,26,26,27,30,30,26,24,25,23,22,19,19,24,23,22,20,16,14,6,0
2022-03-05 16:00:00,7,11,6,12,13,9,15,18,15,17,21,26,19,27,28,34,34,29,25,31,35,34,37,31,28,30,30,26,20,19,17,17,16,14,10,1,9,8,9,6,8,5,6,17,14,14,16,17,17,19,13,17,15,25,24,22,31,15,28,28,32,25,28,26,28,32,30,25,24,0,24,15,21,21,23,20,16,13,8,9,3,0
2022-03-05 17:00:00,4,8,1,11,12,14,15,17,14,17,19,21,18,20,23,24,24,21,23,24,23,24,29,31,31,27,28,27,22,21,19,15,17,19,21,17,8,14,9,7,12,9,16,16,18,17,16,10,17,17,17,15,16,17,20,18,20,17,26,27,29,30,34,29,29,34,33,32,28,26,24,21,18,18,20,17,15,12,12,12,5,0
2022-03-05 18:00:00,2,5,6,4,5,9,10,11,12,13,14,18,11,19,19,25,23,24,28,29,29,31,34,30,32,34,20,32,18,18,15,14,11,14,11,9,8,4,7,5,6,1,4,10,0,9,13,8,11,16,14,15,11,17,22,20,34,35,31,29,27,20,26,19,28,28,27,25,25,23,21,25,23,20,24,23,15,15,14,11,3,0
2022-03-05 19:00:00,1,2,1,2,2,4,6,6,5,9,13,14,15,16,19,20,18,14,10,11,7,13,16,18,16,14,13,4,11,15,12,13,12,7,11,10,9,7,7,8,5,5,6,6,5,6,7,2,5,6,8,10,0,14,16,0,24,25,26,23,23,19,22,13,23,31,29,30,27,25,13,24,22,25,23,16,16,12,11,10,4,0
2022-03-05 20:00:00,1,3,3,4,4,4,3,4,0,6,7,7,0,5,8,2,0,9,10,9,10,9,4,12,11,9,7,7,10,13,10,13,14,16,11,8,7,6,5,0,4,4,3,4,3,0,4,4,3,1,7,6,0,14,13,12,19,0,19,19,20,14,16,14,16,32,17,28,27,8,16,15,21,21,20,12,14,17,14,10,4,0
2022-03-05 21:00:00,2,0,3,0,0,6,4,5,4,3,0,5,3,4,5,7,8,15,16,10,15,14,13,11,11,11,10,8,7,8,5,9,8,11,12,11,8,8,7,0,7,0,7,8,4,8,3,5,6,5,7,6,0,12,15,9,24,20,23,20,21,23,23,13,19,23,22,18,16,15,25,12,20,20,15,13,12,12,8,6,2,0
2022-03-05 22:00:00,1,1,0,0,1,2,3,6,2,8,2,10,20,0,19,17,18,21,25,21,24,25,22,19,18,17,0,16,12,12,11,13,13,15,13,13,11,5,10,8,5,4,3,2,0,0,2,0,3,8,12,13,0,20,20,18,28,0,32,35,32,27,29,28,29,29,28,28,27,25,23,20,12,10,23,19,15,10,5,4,2,0
2022-03-05 23:00:00,1,2,3,2,0,5,7,3,6,5,6,9,0,0,9,6,7,14,18,6,16,15,13,5,6,6,0,5,9,15,14,26,25,19,18,14,11,10,5,0,5,3,7,5,0,6,5,0,3,6,11,5,0,21,31,0,35,25,37,37,36,24,22,21,13,22,15,17,14,14,11,13,10,11,13,12,9,8,5,3,1,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,3,5,0,6,9,10,3,11,12,2,11,12,11,10,9,8,9,8,3,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,1,2,0,3,2,4,5,6,5,6,0,7,0,0,6,5,4,6,6,3,2,5,5,4,2,6,5,0,4,4,2,2,0,3,3,0,1,2,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,1,3,2,2,4,6,3,5,7,7,3,9,4,8,5,7,5,8,7,6,5,5,5,2,3,2,0,1,3,2,0,0,2,0,0,0,0,0,1,0,2,1,1,1,0,2,1,0,0,3,0,1,0,3,3,0,3,0,3,4,6,4,4,5,5,4,2,3,1,4,0,3,0,1,0,0,0,2,0,0,0,0
2022-03-06 07:00:00,3,5,2,4,6,8,12,6,10,12,13,14,6,0,15,13,4,8,7,8,0,10,12,5,0,3,0,2,2,2,0,2,1,2,0,0,1,1,2,1,0,0,0,1,0,0,1,0,2,0,3,4,0,4,3,3,2,0,4,6,7,6,2,7,2,6,2,3,1,0,0,0,0,0,2,0,0,1,0,0,0,0
2022-03-06 08:00:00,3,4,5,3,6,8,12,14,13,12,12,15,16,11,13,17,18,15,8,10,7,8,11,8,8,8,0,7,6,2,0,5,7,6,5,5,4,4,3,1,0,0,1,2,1,2,3,0,0,0,0,1,0,4,4,0,6,0,6,8,9,6,4,8,8,8,9,4,8,8,7,8,6,5,5,3,2,3,0,2,0,0
2022-03-06 09:00:00,4,7,8,10,14,16,16,17,16,19,22,25,26,25,28,17,29,22,17,16,12,12,11,10,10,11,0,9,10,11,10,9,10,11,9,8,7,7,5,2,2,0,0,1,1,2,5,1,6,7,6,7,0,5,0,0,8,0,6,8,13,14,6,10,12,10,9,8,7,6,0,5,2,3,4,0,1,4,3,3,1,0
2022-03-06 10:00:00,5,11,17,17,16,13,16,14,16,15,16,18,19,8,21,17,18,17,13,14,14,16,17,14,6,13,10,0,8,7,6,6,11,10,0,5,4,1,6,5,5,4,2,4,3,1,5,4,6,5,4,8,7,7,6,0,6,0,8,7,6,8,11,11,10,7,9,7,6,6,1,4,3,6,5,3,3,0,2,1,0,0
2022-03-06 11:00:00,4,5,7,12,10,18,20,23,23,25,31,34,0,35,35,37,36,27,19,21,26,25,27,25,24,29,0,26,14,13,5,11,12,11,12,4,0,0,2,0,2,0,0,6,3,2,7,8,8,6,6,8,6,7,7,6,6,6,7,8,9,13,12,9,16,20,16,14,9,8,8,6,7,8,6,5,4,6,5,4,3,0
2022-03-06 12:00:00,5,9,16,15,14,22,20,25,25,27,30,32,33,38,40,33,34,29,20,16,18,23,26,23,24,22,14,19,13,14,13,10,9,9,8,8,2,7,5,5,6,5,3,7,1,0,11,13,8,8,9,12,10,10,12,0,11,5,11,12,19,19,18,16,17,16,15,17,14,8,11,12,12,9,8,6,5,6,5,3,1,0
2022-03-06 13:00:00,3,8,11,12,14,18,20,25,21,30,31,37,38,38,38,37,38,37,30,29,28,25,26,26,29,31,16,28,19,13,8,7,6,6,7,5,4,8,7,2,3,0,2,8,5,6,8,9,10,13,11,10,9,11,10,5,13,10,16,15,18,14,17,12,19,20,15,16,14,12,11,9,7,6,10,8,6,6,4,3,1,0
2022-03-06 14:00:00,5,7,9,8,9,12,14,21,21,24,26,25,21,27,31,31,27,25,19,24,25,25,26,23,23,23,20,18,16,15,14,18,16,10,12,4,4,10,3,10,6,1,4,10,11,13,16,17,19,17,20,24,16,14,15,10,16,0,15,14,13,16,17,19,21,31,31,19,23,13,12,17,12,12,17,9,7,5,4,3,2,0
2022-03-06 15:00:00,2,9,11,7,10,13,20,27,25,27,30,33,24,27,34,36,35,20,18,19,17,20,21,20,20,20,19,19,16,17,15,20,16,11,7,9,9,8,8,7,5,0,5,9,9,8,9,12,13,11,12,11,23,20,15,14,20,23,21,22,25,28,29,14,28,32,30,28,27,25,22,20,12,19,19,17,15,14,12,8,3,0
2022-03-06 16:00:00,4,9,7,8,6,16,17,17,16,21,23,25,24,25,26,28,29,21,22,21,23,27,28,28,29,29,29,26,21,18,15,14,19,17,11,15,9,11,9,8,10,9,4,8,5,4,9,4,8,5,10,12,5,14,16,15,22,12,27,24,27,22,24,23,25,30,26,34,34,14,32,31,26,22,20,18,17,13,9,8,3,0
2022-03-06 17:00:00,2,5,5,6,7,10,11,12,12,15,17,19,20,21,16,20,18,17,17,16,18,23,26,26,25,25,11,21,16,15,13,12,0,14,15,6,14,13,10,9,11,9,4,12,14,15,14,13,10,11,11,13,0,23,26,0,33,34,36,37,39,36,38,36,36,40,37,33,35,33,18,32,30,31,33,24,19,11,6,6,1,0
2022-03-06 18:00:00,2,3,0,5,6,8,9,11,0,8,9,13,14,15,18,18,21,19,20,20,19,23,25,24,23,22,24,23,17,16,14,16,12,19,14,10,9,10,9,8,9,0,6,7,8,7,8,7,7,5,8,10,0,20,16,14,26,25,32,29,26,21,25,23,23,31,29,27,23,22,22,23,20,20,21,17,13,12,12,7,4,0
2022-03-06 19:00:00,1,2,0,4,1,3,7,9,1,11,0,2,3,7,6,14,3,7,9,16,19,17,15,13,11,15,11,14,13,11,10,8,9,12,10,11,8,7,6,5,5,4,2,6,5,5,5,7,7,7,9,10,8,9,10,9,21,0,20,16,16,22,20,17,18,22,22,23,21,21,11,22,16,26,28,20,14,11,9,7,1,0
2022-03-06 20:00:00,0,0,0,0,0,4,5,4,0,3,4,5,1,0,4,5,6,5,9,7,10,4,8,4,6,6,0,0,5,6,5,12,13,14,14,13,9,3,6,2,8,1,2,4,2,5,5,4,5,6,6,6,5,10,10,7,17,16,18,17,16,18,21,19,21,17,17,15,14,14,11,12,11,13,9,9,8,7,5,3,3,0
2022-03-06 21:00:00,1,2,0,0,0,1,0,3,2,3,4,4,3,0,2,2,3,7,8,5,9,13,14,11,7,10,0,6,6,5,4,7,6,8,7,12,11,9,3,0,3,8,4,9,8,7,6,4,7,5,8,9,8,11,11,10,15,0,17,17,16,14,13,9,11,19,5,18,16,0,10,15,13,12,7,13,9,5,6,5,2,0
2022-03-06 22:00:00,0,1,0,0,0,3,0,5,0,5,4,5,9,2,7,6,5,10,10,9,10,12,12,10,5,8,0,6,7,9,3,13,11,14,14,12,10,8,5,4,3,4,3,4,0,4,4,4,5,8,12,13,0,19,21,20,23,23,24,24,20,18,22,0,21,23,24,20,18,17,15,13,9,8,8,5,9,3,2,3,1,0
2022-03-06 23:00:00,1,2,0,0,1,2,0,0,1,0,0,3,0,0,0,4,4,5,7,4,4,6,5,3,4,5,0,4,4,5,2,9,9,4,3,3,2,2,0,2,1,0,2,2,0,2,3,2,4,3,8,11,0,22,28,27,33,0,34,31,31,27,25,12,21,20,19,15,14,13,12,13,12,12,13,10,10,10,8,7,2,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,9,17,4,6,21,22,24,24,26,27,27,26,25,17,26,27,31,30,25,23,21,18,18,17,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,2,5,3,6,5,9,10,10,10,11,8,13,12,0,9,10,13,12,11,19,16,13,14,11,10,17,2,4,18,19,17,16,15,13,3,15,14,5,14,7,1,4,3,3,2,2,4,2,0,3,4,5,0,0,0,0,6,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,3,6,8,8,13,9,13,16,13,15,18,16,19,17,20,20,16,18,17,18,18,21,16,14,13,11,8,7,10,9,8,7,6,8,6,8,7,7,9,3,2,1,1,1,1,2,2,2,3,3,2,4,3,2,3,2,4,0,8,5,6,3,2,4,5,3,2,4,2,0,0,3,0,2,0,1,3,0,0,2,0,0
2022-03-07 07:00:00,10,21,25,22,23,38,41,39,30,29,31,35,34,34,41,41,43,41,40,41,37,44,42,32,30,20,21,20,19,20,19,21,22,20,20,17,14,14,15,8,6,4,3,3,2,3,5,2,4,5,8,10,1,12,11,0,26,0,28,19,21,31,37,37,37,37,35,34,16,11,9,11,0,9,9,8,6,3,2,1,0,0
2022-03-07 08:00:00,9,17,19,19,27,36,41,44,37,41,43,44,42,45,47,49,50,47,41,43,43,48,57,37,34,25,20,24,24,25,24,27,25,23,26,24,22,20,21,12,11,9,5,5,4,2,4,0,6,9,10,13,5,13,13,12,22,9,31,29,27,23,24,23,22,17,14,12,15,14,11,13,6,14,17,14,10,9,7,5,2,0
2022-03-07 09:00:00,4,11,14,15,15,23,31,35,33,38,40,38,38,40,43,38,36,31,27,31,32,30,28,24,22,19,18,15,9,8,7,6,8,8,8,8,10,12,14,7,2,0,2,4,4,4,7,8,7,6,8,5,5,7,6,3,10,4,14,11,11,17,20,20,20,15,9,11,11,8,10,8,7,6,9,11,8,7,5,4,1,0
2022-03-07 10:00:00,4,9,8,11,9,13,15,17,17,19,24,24,22,23,23,23,25,22,19,20,21,20,19,15,12,12,0,9,9,5,3,7,8,8,4,5,6,8,7,3,2,1,2,5,5,2,3,5,3,1,2,4,3,6,6,5,9,0,10,9,10,14,17,15,15,13,14,13,12,4,12,10,8,11,10,9,8,7,5,3,1,0
2022-03-07 11:00:00,3,6,8,10,10,15,18,21,19,20,21,23,23,15,18,18,14,19,14,14,14,17,17,15,16,15,5,12,10,9,9,9,9,7,7,6,5,5,4,5,4,1,4,5,5,6,10,9,8,7,9,10,9,9,10,0,11,0,12,11,13,22,23,9,22,22,21,19,15,13,9,12,11,9,10,10,9,14,5,8,6,0
2022-03-07 12:00:00,2,7,7,7,8,12,13,15,15,14,17,21,21,18,19,17,18,17,18,16,16,16,18,18,20,19,18,16,12,11,3,13,12,13,14,13,9,7,7,5,4,0,3,6,7,8,7,8,10,7,8,12,7,11,13,8,19,11,22,21,20,16,15,11,16,14,15,14,14,12,8,10,9,14,10,7,10,9,5,4,1,0
2022-03-07 13:00:00,4,10,11,13,12,14,17,18,20,17,20,17,22,24,26,30,36,30,26,22,23,24,17,15,18,15,8,14,8,9,7,9,10,11,7,8,12,9,8,5,7,5,8,10,0,12,10,11,10,15,18,11,13,12,15,14,17,11,18,19,19,15,17,14,16,16,14,16,19,20,19,18,8,13,12,10,11,11,10,8,1,0
2022-03-07 14:00:00,5,12,13,15,15,16,16,19,17,24,23,21,20,22,23,29,27,25,25,23,21,20,21,20,34,31,7,27,25,23,22,18,10,9,8,7,6,3,6,2,4,2,6,8,7,10,10,5,10,13,11,12,9,14,14,13,16,12,19,20,19,20,23,20,20,22,21,22,20,20,20,20,19,21,18,15,13,12,12,7,2,0
2022-03-07 15:00:00,2,11,12,11,14,16,17,19,17,21,23,26,24,26,26,25,25,26,23,19,25,20,20,22,22,23,0,22,19,19,11,16,14,12,11,5,4,6,10,8,8,7,7,9,10,8,9,10,10,12,13,12,0,15,17,16,17,10,21,22,23,37,38,38,37,42,39,37,35,34,33,30,24,24,24,21,15,15,15,9,3,0
2022-03-07 16:00:00,1,7,9,8,12,13,13,12,13,15,18,24,24,23,52,52,48,45,45,36,20,18,20,21,23,25,7,24,18,17,15,17,15,15,14,12,11,8,8,7,6,4,4,7,6,7,7,7,11,11,13,15,9,17,17,9,24,25,32,33,26,46,47,47,47,50,49,42,47,45,39,36,31,32,28,24,15,17,14,11,5,0
2022-03-07 17:00:00,4,8,10,11,10,9,11,13,14,15,18,19,20,22,23,24,24,26,25,24,18,19,24,27,28,24,23,20,14,13,10,15,10,8,9,6,6,10,7,10,11,0,10,19,20,22,19,23,19,20,20,21,20,24,27,26,28,29,35,33,35,36,39,36,38,46,45,37,34,32,31,26,24,22,26,23,18,20,18,18,3,0
2022-03-07 18:00:00,3,10,11,11,12,12,14,18,15,15,16,18,20,22,28,28,30,31,31,31,32,31,32,35,40,37,35,31,20,16,13,13,10,9,7,7,7,7,6,7,8,5,11,21,24,26,33,35,30,26,27,27,26,27,28,28,36,0,38,44,52,42,41,37,37,40,39,38,37,39,35,36,35,35,37,35,32,26,20,12,5,0
2022-03-07 19:00:00,0,3,4,4,4,4,6,7,5,6,10,12,15,11,13,15,17,15,20,17,14,16,16,15,16,14,11,11,12,12,11,12,11,10,9,8,8,6,5,5,4,3,5,8,8,8,10,9,14,15,15,15,12,14,17,0,22,0,28,25,30,31,28,26,25,27,28,24,23,22,33,31,26,24,32,29,25,21,16,11,6,0
2022-03-07 20:00:00,0,2,2,0,0,5,6,0,4,5,6,8,9,0,8,9,11,13,13,13,13,14,15,15,16,14,13,12,8,9,0,8,6,6,7,5,3,3,3,2,5,0,4,4,5,7,9,11,8,8,6,9,14,12,13,0,22,15,23,20,20,19,22,20,21,27,19,27,25,23,21,20,14,23,30,24,21,18,13,11,3,0
2022-03-07 21:00:00,0,2,1,3,2,3,4,0,3,6,7,8,4,8,9,10,9,13,16,16,15,16,16,17,8,15,0,5,6,6,3,8,4,7,6,6,4,1,0,3,4,0,4,6,5,5,2,0,3,5,10,5,0,9,10,0,15,0,16,18,22,20,24,23,24,26,25,21,20,19,17,16,14,13,12,11,10,9,4,7,3,0
2022-03-07 22:00:00,0,1,0,0,1,1,2,1,2,4,1,7,20,22,23,25,32,39,42,37,33,36,31,24,22,18,10,12,12,16,14,13,10,8,7,6,6,5,6,6,0,5,1,5,0,5,6,7,6,9,9,11,10,13,14,0,22,16,24,23,24,30,32,32,32,34,35,30,24,20,21,21,19,19,18,16,10,10,8,7,2,0
2022-03-07 23:00:00,1,0,2,2,0,2,3,5,2,6,3,7,6,6,7,6,0,6,7,7,6,8,7,6,5,7,4,4,6,9,0,8,5,7,8,7,4,4,3,0,3,1,2,4,5,0,4,4,5,6,8,10,0,13,15,0,23,0,31,29,24,21,23,21,22,10,21,18,19,18,17,16,8,7,17,15,13,9,6,4,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,6,10,4,6,13,17,19,23,25,25,24,23,21,20,22,23,29,26,21,10,18,15,17,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
