Unnamed: 0,1_강동공영차고지,2_강일리버파크6단지,3_강일리버파크8단지,4_강일고등학교.강일리버파크7단지,5_강일리버파크5단지.4단지,6_강일리버파크2단지.4단지,7_강일리버파크1단지.3단지,8_강일동주민센터,9_강동공영차고지,10_고덕리엔파크1단지,11_해뜨는주유소,12_고덕천교차로,13_고덕자이.고덕천물놀이장,14_고덕자이,15_강동첨단업무단지.상일여고입구,16_상일초등학교,17_초이동,18_강동자이.프라자아파트,19_길동주민센터.둔촌2동주민센터,20_길동사거리.강동세무서,21_강동역,22_천호역,23_광나루역,24_새밭교회,25_어린이대공원후문아차산역,26_중곡동입구삼거리,27_군자역4번출구.용마초등학교,28_군자교입구,29_장한평역,30_청년회의소,31_답십리역사거리,32_신답초등학교.청계한신휴플러스,33_동대문구청,34_서울시동부병원,35_신설동역.서울풍물시장,36_동묘앞,37_동대문(흥인지문),38_종로6가.동대문종합시장,39_종로5가.광장시장,40_종로4가.종묘,41_종로3가.탑골공원,42_종로2가,43_종로1가,44_광화문,45_서울역사박물관.경희궁앞,46_서대문경찰서,47_한국경제신문사.서소문역사공원,48_충정로역2호선,49_충정로역5호선,50_서대문역사거리,51_서울역사박물관.경희궁앞,52_광화문,53_종로1가,54_종로2가,55_종로3가.탑골공원,56_종로4가.종묘,57_종로5가.광장시장,58_종로6가.동대문종합시장,59_동대문역.흥인지문,60_숭인동,61_동대문우체국.서울풍물시장,62_용두동신동아아파트,63_용두역,64_동대문구청,65_신답초등학교.청계한신휴플러스,66_답십리역사거리,67_청년회의소.서울새활용플라자,68_장한평역,69_군자교입구,70_군자역5번출구.용마초등학교,71_중곡동입구삼거리,72_어린이대공원후문아차산역,73_새밭교회,74_광나루역,75_천호역,76_강동역,77_길동사거리.강동세무서,78_길동주민센터.둔촌2동주민센터,79_강동자이·프라자아파트,80_초이동,81_상일초교,82_강동첨단업무단지.상일여고입구,83_고덕리엔파크3단지,84_강명초등학교,85_고덕천교차로,86_해뜨는주유소,87_고덕리엔파크1단지,88_강일리버파크3단지,89_강일동주민센터,90_강일리버파크3단지.1단지,91_강일리버파크4단지.2단지,92_강일리버파크4단지.5단지,93_강일고등학교.강일리버파크7단지,94_강일리버파크8단지,95_강일리버파크6단지
2022-03-05 04:00:00,1,0,2,4,2,5,7,8,9,10,6,11,12,5,14,12,13,13,16,16,15,20,20,22,30,28,29,28,27,28,34,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,2,0,1,2,2,0,4,4,2,3,5,2,6,7,8,9,9,8,11,15,14,17,16,15,16,17,21,21,22,22,24,23,22,21,18,15,12,10,7,8,7,6,1,4,4,1,3,1,0,3,5,3,6,5,6,0,0,2,13,18,24,0,5,26,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,0,1,2,2,4,6,5,5,6,5,5,9,9,9,11,5,10,9,11,11,10,12,11,8,12,13,14,14,15,18,19,19,16,13,13,12,10,8,6,5,4,4,3,2,0,2,2,1,4,2,4,3,3,4,0,5,5,7,5,9,6,0,6,7,8,9,19,20,23,24,26,27,27,28,29,23,19,18,16,16,12,3,11,3,7,5,1,0,0,0,0,0,0,0
2022-03-05 07:00:00,0,0,1,2,3,6,7,9,11,11,8,12,13,18,19,21,15,24,26,12,12,15,14,14,13,18,16,16,15,17,16,10,13,11,9,8,8,7,5,4,1,4,1,2,3,0,1,1,0,3,4,6,4,4,5,4,2,5,6,5,11,9,10,12,13,13,14,15,6,19,17,20,19,17,17,20,19,22,18,7,12,7,6,5,8,7,4,2,1,1,0,0,0,0,0
2022-03-05 08:00:00,0,1,2,3,4,7,10,10,12,13,14,14,16,20,19,22,23,23,25,25,23,25,29,28,27,27,27,26,25,21,26,31,27,27,22,19,17,12,8,6,6,6,5,3,2,2,0,2,1,3,2,4,5,3,5,2,6,5,13,12,13,15,15,8,7,15,11,12,11,13,13,15,18,18,15,17,13,10,10,9,9,6,8,7,1,4,0,3,2,0,1,0,0,0,0
2022-03-05 09:00:00,2,0,1,4,4,7,10,12,11,13,15,13,20,21,20,23,15,26,28,22,23,23,20,17,23,23,21,23,24,27,31,32,29,30,25,23,21,14,13,8,7,6,4,1,0,0,1,1,2,7,4,6,7,3,8,6,10,13,19,10,19,20,17,17,17,17,12,16,15,15,16,14,15,12,11,14,14,10,11,8,11,7,6,5,6,2,0,4,3,2,1,0,0,0,0
2022-03-05 10:00:00,0,0,1,3,4,6,7,10,14,13,15,17,19,21,26,34,34,34,43,36,31,35,35,29,27,32,37,34,36,35,35,37,40,39,31,28,24,18,14,11,7,5,4,1,1,2,4,1,1,6,13,20,18,18,14,15,15,15,12,16,16,19,16,20,15,13,14,15,15,18,18,19,21,22,16,13,11,10,10,8,10,9,8,10,8,6,0,3,4,3,1,0,0,0,0
2022-03-05 11:00:00,0,0,2,3,4,8,7,11,12,14,16,17,17,17,21,27,26,27,36,39,41,35,35,31,28,29,33,30,28,33,33,35,36,34,30,29,25,18,17,13,13,12,6,4,3,1,3,2,2,3,6,9,10,10,13,11,12,20,18,19,24,20,20,21,21,22,22,23,24,22,22,22,22,19,17,21,18,16,16,8,17,13,14,4,11,10,0,9,8,0,4,0,0,0,0
2022-03-05 12:00:00,0,0,3,4,5,9,10,10,13,14,16,17,18,22,28,34,32,34,38,34,33,26,31,32,32,33,33,32,36,35,38,38,39,36,31,29,17,14,16,14,11,7,5,3,2,3,5,4,3,4,6,12,13,14,17,20,20,25,24,18,30,30,28,33,33,32,27,26,27,28,27,28,25,19,21,21,21,20,19,14,9,7,10,5,7,7,0,4,4,3,0,0,0,0,0
2022-03-05 13:00:00,1,0,1,2,4,7,11,12,16,11,17,12,16,20,22,28,28,38,47,46,36,30,30,29,25,24,24,28,32,27,34,34,35,32,26,22,18,15,20,13,14,9,7,5,2,2,2,2,0,4,9,10,14,16,19,17,23,24,27,31,32,31,21,29,29,31,29,30,30,28,27,27,27,27,20,20,20,16,10,5,16,13,14,11,10,9,8,5,3,3,2,1,0,0,0
2022-03-05 14:00:00,0,0,3,5,7,9,10,11,13,15,14,14,15,20,27,29,21,28,27,24,26,26,26,27,32,33,31,32,30,29,28,28,25,26,27,25,25,18,14,12,10,9,7,8,8,6,3,1,5,6,5,14,15,16,19,16,17,23,28,27,27,30,28,29,27,26,29,35,36,33,32,37,32,29,35,34,30,20,16,14,15,11,11,12,11,8,3,6,5,4,4,2,1,0,0
2022-03-05 15:00:00,2,0,1,3,4,5,6,7,11,12,14,15,19,22,21,25,26,28,38,33,29,27,29,28,24,23,27,27,24,25,26,27,28,27,24,22,18,19,17,15,9,7,5,3,3,5,7,5,6,8,5,12,19,22,21,23,32,32,36,39,44,38,36,35,34,34,33,33,30,32,33,31,29,31,30,32,27,25,28,23,18,17,15,12,11,7,5,7,3,4,3,2,0,0,0
2022-03-05 16:00:00,0,0,1,2,2,3,5,5,13,15,19,18,18,17,18,18,17,19,26,26,25,24,28,25,23,23,19,17,22,26,28,30,31,29,24,20,20,20,19,15,13,12,9,6,3,4,3,5,1,4,6,9,20,22,15,23,25,29,31,32,36,37,35,34,35,35,36,41,38,40,37,34,34,33,27,27,22,23,24,25,29,25,21,19,18,15,13,9,2,1,3,4,3,1,0
2022-03-05 17:00:00,0,0,1,2,2,5,7,8,9,13,15,16,18,16,19,19,18,21,25,25,21,28,32,31,28,32,29,26,26,30,50,50,50,52,46,38,21,16,16,18,12,11,8,3,7,4,5,4,2,5,7,9,13,17,18,19,20,31,39,44,51,49,49,51,49,46,43,42,38,38,36,32,30,28,25,24,21,18,20,19,20,16,15,13,11,10,3,6,4,3,2,0,0,0,0
2022-03-05 18:00:00,0,0,1,2,3,4,6,7,9,10,9,9,10,11,10,12,11,14,17,16,16,24,26,24,27,26,27,23,20,21,17,18,19,19,17,18,16,18,18,17,9,7,5,4,4,3,3,4,0,3,3,10,7,15,15,19,19,22,23,29,33,33,32,33,31,32,34,34,31,29,26,27,28,32,32,29,30,29,26,26,23,18,14,13,12,11,9,7,8,6,5,3,0,0,0
2022-03-05 19:00:00,0,0,1,1,2,3,4,5,9,10,11,7,12,12,11,11,11,13,14,14,15,17,15,14,15,14,12,10,9,8,10,8,12,13,13,12,11,11,12,13,11,5,5,1,1,0,7,5,1,3,4,9,13,19,23,16,22,20,24,26,33,30,27,32,29,24,23,23,27,24,23,22,19,20,23,26,24,20,20,18,17,12,10,7,6,9,5,5,6,3,2,1,1,0,0
2022-03-05 20:00:00,0,0,1,1,2,4,5,2,6,5,6,5,5,6,5,6,5,9,10,11,11,21,21,19,18,18,17,15,14,13,13,14,12,10,7,6,5,7,8,6,6,3,7,5,6,4,3,6,1,4,6,9,7,13,15,9,13,20,24,26,29,27,25,14,7,18,19,17,18,19,14,21,21,18,19,23,22,21,20,16,16,13,11,9,7,8,8,5,5,4,2,1,0,0,0
2022-03-05 21:00:00,0,0,0,1,2,4,2,6,7,4,6,8,7,8,9,9,6,11,13,11,14,14,13,13,13,12,8,9,8,4,12,11,11,4,10,7,6,3,4,5,4,1,2,3,0,2,1,1,0,2,5,6,7,8,13,7,9,14,16,16,23,21,16,20,21,17,16,15,15,17,16,16,14,16,19,19,17,15,15,12,11,10,9,9,7,9,8,4,6,2,1,1,1,0,0
2022-03-05 22:00:00,0,0,1,1,2,1,1,3,4,2,5,2,5,6,8,7,1,7,9,9,9,12,13,12,14,11,13,13,9,9,8,7,8,9,7,5,6,3,7,0,5,4,3,0,2,4,1,4,0,2,5,6,6,10,12,13,14,16,22,23,22,21,19,19,16,16,12,16,16,19,16,18,17,20,17,22,21,20,18,17,19,17,13,10,7,8,7,7,6,2,4,3,2,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,7,0,0,8,7,5,11,10,9,10,9,9,7,6,7,6,4,8,8,7,4,1,3,5,0,4,3,3,0,1,0,2,0,0,5,2,8,12,13,15,16,16,18,21,23,24,22,21,22,12,23,19,19,19,20,17,16,15,14,21,20,16,16,15,12,12,10,9,7,6,4,5,4,5,3,2,1,1,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,2,0,2,0,1,3,2,5,2,0,3,6,3,4,6,5,0,3,9,7,3,7,0,0,15,14,14,17,18,17,19,0,9,0,6,5,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,1,1,0,3,4,0,1,2,0,0,4,5,5,5,0,5,5,7,7,10,7,8,9,10,11,12,10,10,12,20,17,16,14,9,7,6,3,5,2,0,4,1,0,0,0,2,0,0,3,4,0,5,0,5,5,2,5,3,7,5,1,0,7,0,6,5,4,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,1,2,3,4,5,6,7,2,8,10,10,9,9,10,4,8,8,9,9,8,8,6,7,7,10,7,9,6,10,11,10,8,7,6,9,8,2,1,2,0,1,0,1,0,0,1,1,2,2,1,1,3,5,3,0,1,3,3,5,5,4,3,3,5,3,2,4,4,3,6,7,6,7,8,2,4,6,5,4,3,0,5,2,4,1,1,0,0,0,0,0,0,0
2022-03-06 07:00:00,0,0,1,1,2,2,5,6,3,7,5,8,5,11,12,11,0,14,15,15,9,8,6,8,6,5,6,9,9,9,10,10,10,10,7,6,4,5,7,5,0,2,1,4,1,0,0,1,0,1,1,4,1,5,1,4,2,4,6,5,8,9,8,8,7,6,7,8,8,11,4,5,4,6,6,9,6,7,7,5,5,4,4,0,3,2,1,1,1,0,0,0,0,0,0
2022-03-06 08:00:00,0,0,2,3,3,8,9,11,7,9,11,11,11,13,15,14,14,17,22,21,10,10,11,10,12,12,12,15,9,15,15,10,14,10,7,4,4,2,3,2,1,3,2,1,1,0,1,1,1,3,0,3,4,0,4,3,3,2,5,6,8,7,6,5,6,8,5,8,9,14,13,17,15,13,13,15,15,14,12,9,6,5,5,5,4,2,2,1,0,0,0,0,0,0,0
2022-03-06 09:00:00,0,1,3,1,4,6,9,7,9,10,11,13,14,15,17,22,22,22,31,32,26,26,22,19,22,23,21,19,21,20,19,20,16,13,13,9,8,5,6,4,5,2,3,2,0,0,2,2,1,2,3,6,7,6,7,6,9,9,11,9,8,11,13,13,9,14,10,9,15,14,13,14,13,14,10,14,14,12,11,10,10,7,4,3,3,2,0,1,6,4,0,3,0,0,0
2022-03-06 10:00:00,0,0,4,3,4,7,9,10,11,11,14,15,13,14,17,25,23,22,27,31,28,23,22,22,21,19,22,24,27,29,32,32,31,26,19,16,15,14,11,6,8,4,3,2,1,2,2,2,1,3,5,7,6,8,9,7,8,9,15,14,12,12,9,10,13,14,15,19,15,17,15,14,13,13,13,16,15,11,12,10,9,9,7,1,6,0,0,2,2,0,2,1,0,0,0
2022-03-06 11:00:00,0,0,1,5,11,13,14,15,16,16,14,8,17,18,19,23,25,24,23,27,25,31,28,22,24,25,26,30,33,36,40,38,37,37,24,18,13,8,7,5,5,5,2,1,0,1,1,1,3,4,6,9,7,9,11,9,9,11,16,15,15,17,16,18,19,21,22,19,16,17,18,18,18,16,14,14,16,12,10,11,10,7,8,8,7,8,7,6,3,2,1,0,0,0,0
2022-03-06 12:00:00,0,0,2,4,7,9,12,13,6,14,16,15,18,20,21,23,21,25,27,26,23,30,38,34,26,28,30,33,33,35,38,38,40,30,29,21,20,16,14,12,9,10,6,3,1,1,3,5,2,11,12,15,20,21,17,13,17,19,17,17,18,18,17,15,16,15,15,17,21,14,15,16,19,18,19,24,22,18,18,13,14,11,10,9,8,6,7,5,3,1,1,2,1,0,0
2022-03-06 13:00:00,0,0,2,3,5,4,6,8,11,11,12,9,15,15,16,24,19,31,33,32,25,39,36,37,40,37,34,31,35,37,43,41,40,32,26,22,19,16,12,11,9,7,3,5,4,2,7,1,2,9,7,12,10,9,10,11,11,15,18,22,29,30,31,31,30,27,29,26,25,26,20,29,26,24,18,19,20,16,14,11,10,7,8,7,5,7,2,4,0,2,1,2,1,0,0
2022-03-06 14:00:00,0,0,1,1,2,5,6,8,10,11,11,13,15,18,21,23,23,24,36,35,27,29,30,28,29,28,27,29,30,31,35,35,36,33,25,21,18,16,9,9,7,6,4,3,4,2,3,2,3,2,4,5,7,7,11,9,11,24,26,35,37,37,35,34,33,30,29,32,30,29,27,29,29,28,25,26,23,16,15,17,15,13,6,12,5,7,3,3,3,1,1,0,0,0,0
2022-03-06 15:00:00,0,0,1,2,2,6,6,9,10,6,10,12,12,14,18,19,17,20,23,23,28,34,30,27,22,20,20,21,24,24,25,24,24,25,21,16,15,16,13,5,7,5,4,4,2,1,2,1,0,2,5,12,12,15,17,15,21,21,25,30,34,33,30,32,31,33,31,30,33,33,28,31,30,28,27,27,25,21,20,16,18,17,18,15,13,12,11,10,8,6,2,0,1,0,0
2022-03-06 16:00:00,0,0,2,1,2,5,6,9,12,10,8,9,11,13,18,20,21,26,24,26,25,22,21,19,28,27,26,27,30,25,22,23,21,21,19,18,16,18,16,15,11,10,8,7,4,3,2,1,1,3,2,6,12,13,14,7,16,26,36,38,50,49,49,48,44,38,35,35,28,29,28,30,31,33,29,34,31,27,27,26,24,25,17,11,15,13,11,9,5,7,4,3,1,0,0
2022-03-06 17:00:00,0,0,1,2,0,3,7,8,10,10,8,11,12,12,14,14,15,15,18,19,17,24,24,20,20,21,18,18,18,20,22,21,21,25,22,19,15,11,9,8,7,4,4,4,4,3,4,4,0,2,1,6,6,8,10,16,15,15,18,23,32,31,27,29,29,32,32,31,28,31,32,31,28,29,24,22,22,23,22,23,21,14,12,11,9,10,3,8,7,2,3,2,1,0,0
2022-03-06 18:00:00,0,0,2,3,3,4,3,4,4,8,5,9,8,10,12,18,21,19,23,22,20,23,21,17,15,19,18,17,20,16,15,16,17,17,18,21,20,14,7,15,9,7,3,4,1,3,2,3,0,3,5,7,9,10,14,12,14,15,17,22,32,32,29,32,29,27,27,31,27,27,23,24,20,22,28,28,25,22,18,15,15,11,10,15,11,9,7,5,3,4,2,0,0,0,0
2022-03-06 19:00:00,1,0,1,2,0,2,0,5,4,3,4,7,5,6,7,8,5,9,10,10,12,24,19,14,13,12,14,16,18,17,14,16,15,13,9,12,6,8,7,8,4,5,4,4,4,0,5,2,0,3,5,4,8,6,12,11,12,15,14,16,26,25,16,22,19,20,19,17,23,19,18,19,18,19,23,26,24,21,17,15,14,10,9,7,6,6,4,7,6,5,4,2,0,0,0
2022-03-06 20:00:00,0,0,1,2,1,4,4,5,6,3,5,7,5,6,10,11,0,11,15,14,12,14,16,12,9,9,7,10,9,9,10,11,10,11,9,7,3,3,3,1,6,2,1,4,0,3,3,1,0,2,2,5,7,11,14,12,14,15,14,16,15,14,13,15,14,15,14,11,15,12,12,15,15,15,19,18,21,21,20,12,19,14,8,6,6,5,3,3,4,2,1,0,0,0,0
2022-03-06 21:00:00,0,1,1,0,5,6,3,9,5,0,10,11,10,8,7,6,8,8,7,9,9,11,16,13,12,11,13,14,12,5,8,5,9,10,5,6,5,3,6,4,4,4,2,1,1,0,2,1,0,3,3,6,10,11,12,14,12,15,22,22,27,25,24,21,18,21,20,19,11,20,19,16,15,17,18,16,17,16,15,13,14,11,8,6,5,5,6,5,4,2,3,1,0,0,0
2022-03-06 22:00:00,0,0,1,1,1,2,3,2,4,0,6,7,6,8,9,8,9,7,10,8,10,20,22,18,17,16,7,4,15,4,14,13,8,8,7,6,5,4,3,2,3,4,3,2,1,0,1,1,0,2,3,5,7,12,15,16,10,17,15,17,20,16,19,0,18,18,16,14,14,15,11,15,14,14,26,29,28,24,17,16,12,8,7,4,7,6,0,4,3,3,2,1,0,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,7,0,8,11,11,11,14,11,10,8,6,7,6,7,4,5,0,6,6,4,5,3,4,0,3,2,1,1,0,0,1,0,0,0,1,1,2,3,7,6,7,5,4,11,10,13,12,11,9,10,12,14,14,13,13,12,13,9,7,14,19,18,16,13,7,12,10,6,5,3,5,2,3,1,4,2,0,1,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,2,4,4,5,6,5,7,10,11,10,12,13,14,14,7,15,15,17,16,23,26,25,30,31,31,33,35,35,47,44,42,39,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,0,1,1,3,3,4,5,6,7,3,0,8,7,8,9,6,9,9,11,13,20,18,19,21,23,22,26,26,27,29,23,27,36,29,31,30,27,29,27,23,18,11,5,4,3,0,4,3,4,5,4,6,4,0,3,5,0,6,8,6,10,0,8,9,9,10,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,0,1,2,3,4,8,9,12,8,9,10,11,14,17,20,23,16,28,29,25,18,20,24,24,23,20,24,21,19,16,21,22,22,21,19,19,14,10,8,6,6,6,6,5,4,1,1,2,1,3,5,9,5,6,3,5,4,3,7,7,10,9,8,12,14,16,16,15,18,23,24,29,22,19,18,21,21,19,20,17,18,11,3,10,4,6,4,3,3,1,0,1,0,0,0
2022-03-07 07:00:00,0,0,3,4,8,14,21,25,31,30,29,32,31,34,34,31,32,41,51,45,33,36,38,44,41,43,47,30,27,30,35,35,30,33,32,29,25,21,18,13,13,13,8,7,5,2,2,2,3,6,8,14,13,10,11,11,10,9,13,16,25,27,27,27,28,27,27,28,34,36,37,41,45,41,38,52,57,54,56,51,30,14,14,12,10,9,8,5,4,7,4,5,0,0,0
2022-03-07 08:00:00,0,1,3,26,7,13,21,27,28,29,31,31,34,34,35,38,33,43,50,42,39,38,40,44,44,43,40,49,48,46,51,51,51,55,53,47,43,30,26,26,27,27,31,22,8,4,4,6,7,12,20,19,18,16,16,14,16,18,19,23,27,29,29,28,30,30,30,28,27,37,43,50,42,36,39,45,50,52,53,51,35,9,11,9,6,9,6,7,5,3,0,0,1,0,0
2022-03-07 09:00:00,8,1,2,12,7,10,15,16,17,17,19,20,23,22,23,31,23,35,36,32,25,24,28,31,36,26,34,32,33,34,39,39,39,35,33,28,24,19,18,14,12,9,10,7,6,3,2,2,3,4,8,15,12,12,15,13,12,9,12,13,18,20,19,19,18,19,17,14,13,16,17,18,21,27,24,23,19,16,15,12,15,6,5,4,6,5,5,4,1,0,2,1,0,0,0
2022-03-07 10:00:00,0,0,2,3,4,6,8,8,9,9,8,10,11,13,14,15,16,18,19,18,20,19,21,20,19,19,20,20,20,23,26,27,29,30,30,26,22,20,16,14,12,5,4,3,3,2,2,0,2,5,11,12,9,10,11,13,12,14,14,13,17,17,16,17,17,14,18,20,22,24,14,21,9,20,20,18,12,12,13,9,7,5,5,6,4,5,0,4,1,2,0,1,0,0,0
2022-03-07 11:00:00,0,0,1,1,2,3,6,9,10,10,11,12,13,19,22,29,29,29,27,23,22,28,31,20,34,33,32,28,26,27,30,28,29,27,26,24,20,13,10,8,10,6,4,2,2,1,4,2,1,2,4,5,8,8,9,9,9,11,19,18,15,16,14,19,18,16,16,15,14,18,18,20,19,14,16,20,16,15,14,6,10,9,7,4,5,4,3,3,2,1,1,0,0,0,0
2022-03-07 12:00:00,0,0,1,2,3,3,6,7,8,9,11,13,16,15,22,26,19,30,29,24,21,22,20,18,19,18,20,25,31,30,30,26,23,21,22,18,17,16,13,8,7,4,4,1,0,2,3,4,3,4,5,8,9,9,9,9,10,16,19,24,25,25,19,22,22,22,18,17,20,21,16,20,19,19,15,14,14,17,10,8,13,11,10,11,8,7,6,4,3,2,2,0,0,0,0
2022-03-07 13:00:00,0,0,1,2,3,6,9,10,10,9,11,12,15,17,15,21,16,23,25,23,20,18,18,18,19,17,18,16,18,20,22,21,22,21,20,16,14,15,14,12,9,9,5,5,5,3,3,3,2,4,6,9,10,11,12,13,13,13,18,17,20,20,21,24,24,23,24,23,25,22,18,27,28,17,19,20,18,14,12,11,13,10,10,9,6,8,6,7,6,4,2,1,0,0,0
2022-03-07 14:00:00,2,0,1,5,6,7,9,7,7,8,7,11,12,13,17,20,22,22,24,25,25,25,28,25,24,23,21,20,23,22,21,21,21,23,21,19,18,18,16,14,8,7,6,5,3,3,3,5,6,6,3,7,11,12,14,15,20,24,23,26,32,32,34,32,27,24,24,21,20,18,20,27,28,26,27,24,22,22,19,18,16,16,14,13,10,10,9,7,6,3,1,2,1,0,0
2022-03-07 15:00:00,0,0,4,10,11,9,11,18,21,24,26,27,26,27,26,28,27,25,25,24,25,22,22,19,22,22,22,20,17,21,23,21,20,22,20,19,19,13,14,13,6,5,4,3,2,3,2,3,4,6,8,12,13,14,21,25,28,32,36,35,35,33,29,32,30,25,26,26,28,25,24,29,25,23,26,27,26,26,18,23,24,21,24,20,15,14,13,11,8,7,5,2,0,0,0
2022-03-07 16:00:00,0,1,2,2,4,7,9,8,8,10,12,14,14,18,24,27,28,27,26,25,22,25,23,19,21,23,23,25,32,30,29,26,24,21,20,14,10,8,7,7,5,6,6,3,3,7,7,3,6,7,10,14,16,16,19,20,23,31,33,36,41,40,35,38,38,36,32,35,31,30,24,36,34,32,26,31,29,21,18,19,19,18,15,16,15,14,13,6,6,2,4,3,0,0,0
2022-03-07 17:00:00,0,1,2,3,4,4,7,10,11,12,13,12,14,20,36,43,45,46,46,40,32,35,36,31,28,30,31,28,28,28,29,31,30,31,24,20,18,14,11,8,7,8,5,4,4,5,3,3,3,8,13,17,20,22,27,27,29,33,37,42,47,51,48,43,40,39,36,39,38,36,41,43,42,37,26,31,26,25,24,23,23,19,21,19,17,16,15,13,9,5,2,2,0,0,0
2022-03-07 18:00:00,0,1,3,2,5,6,7,9,10,11,14,18,27,48,52,57,57,59,59,56,39,55,52,49,40,40,37,31,26,25,32,32,32,29,26,20,16,12,13,11,10,8,8,5,6,8,8,7,10,17,23,25,27,31,34,39,40,46,49,50,54,47,48,46,43,37,44,47,49,52,50,39,39,39,38,45,42,41,40,34,36,28,32,34,29,27,26,20,14,10,4,3,0,0,0
