Unnamed: 0,1_강동공영차고지,2_강일리버파크6단지,3_강일리버파크8단지,4_강일고등학교.강일리버파크7단지,5_강일리버파크5단지.4단지,6_강일리버파크2단지.4단지,7_강일리버파크1단지.3단지,8_강일동주민센터,9_강동공영차고지,10_고덕리엔파크1단지,11_해뜨는주유소,12_고덕천교차로,13_고덕자이.고덕천물놀이장,14_고덕자이,15_강동첨단업무단지.상일여고입구,16_상일초등학교,17_초이동,18_강동자이.프라자아파트,19_길동주민센터.둔촌2동주민센터,20_길동사거리.강동세무서,21_강동역,22_천호역,23_광나루역,24_새밭교회,25_어린이대공원후문아차산역,26_중곡동입구삼거리,27_군자역4번출구.용마초등학교,28_군자교입구,29_장한평역,30_청년회의소,31_답십리역사거리,32_신답초등학교.청계한신휴플러스,33_동대문구청,34_서울시동부병원,35_신설동역.서울풍물시장,36_동묘앞,37_동대문(흥인지문),38_종로6가.동대문종합시장,39_종로5가.광장시장,40_종로4가.종묘,41_종로3가.탑골공원,42_종로2가,43_종로1가,44_광화문,45_서울역사박물관.경희궁앞,46_서대문경찰서,47_한국경제신문사.서소문역사공원,48_충정로역2호선,49_충정로역5호선,50_서대문역사거리,51_서울역사박물관.경희궁앞,52_광화문,53_종로1가,54_종로2가,55_종로3가.탑골공원,56_종로4가.종묘,57_종로5가.광장시장,58_종로6가.동대문종합시장,59_동대문역.흥인지문,60_숭인동,61_동대문우체국.서울풍물시장,62_용두동신동아아파트,63_용두역,64_동대문구청,65_신답초등학교.청계한신휴플러스,66_답십리역사거리,67_청년회의소.서울새활용플라자,68_장한평역,69_군자교입구,70_군자역5번출구.용마초등학교,71_중곡동입구삼거리,72_어린이대공원후문아차산역,73_새밭교회,74_광나루역,75_천호역,76_강동역,77_길동사거리.강동세무서,78_길동주민센터.둔촌2동주민센터,79_강동자이·프라자아파트,80_초이동,81_상일초교,82_강동첨단업무단지.상일여고입구,83_고덕리엔파크3단지,84_강명초등학교,85_고덕천교차로,86_해뜨는주유소,87_고덕리엔파크1단지,88_강일리버파크3단지,89_강일동주민센터,90_강일리버파크3단지.1단지,91_강일리버파크4단지.2단지,92_강일리버파크4단지.5단지,93_강일고등학교.강일리버파크7단지,94_강일리버파크8단지,95_강일리버파크6단지
2022-03-12 14:00:00,0,0,2,3,4,6,7,8,12,15,16,18,22,24,27,40,40,41,45,46,40,25,26,25,29,30,31,32,35,27,34,33,35,33,28,26,23,20,12,9,8,4,5,4,4,3,4,2,2,3,4,5,8,9,11,13,15,21,22,25,31,33,32,26,27,26,30,33,26,29,28,27,26,27,22,24,26,21,21,20,16,13,8,8,7,9,8,6,4,4,1,1,0,0,0
2022-03-12 15:00:00,0,0,1,3,4,4,6,7,9,8,10,12,15,27,27,30,20,29,28,27,24,31,33,27,31,31,33,33,31,28,28,24,26,27,22,23,19,20,17,16,12,10,6,2,2,2,3,4,2,4,6,8,15,20,21,19,22,31,37,36,45,47,45,43,42,43,31,43,38,37,32,29,28,33,37,41,42,23,20,14,13,11,10,9,8,7,7,4,4,3,1,0,1,0,0
2022-03-12 16:00:00,0,1,3,5,6,7,9,13,18,21,24,21,20,20,22,23,25,25,30,28,26,29,27,24,22,22,23,27,24,26,24,29,25,25,28,26,23,18,16,13,11,9,8,5,4,3,6,5,0,7,11,15,19,26,28,27,33,33,37,34,43,41,40,40,40,38,36,37,36,35,32,32,33,32,34,34,31,32,31,29,22,19,16,15,14,13,12,7,6,4,3,2,1,0,0
2022-03-12 17:00:00,1,1,2,2,5,6,7,11,15,15,14,21,25,24,23,24,25,27,42,44,40,43,39,34,36,35,36,35,35,32,34,35,34,28,29,24,18,16,18,16,15,12,7,5,6,6,3,7,1,10,8,13,17,25,32,33,35,37,34,38,45,42,40,42,39,37,36,35,32,34,27,30,31,31,29,29,27,28,22,26,24,20,16,12,11,12,11,8,7,6,5,3,1,0,0
2022-03-12 18:00:00,0,0,2,2,3,4,5,5,4,8,8,10,9,15,16,16,17,17,18,19,17,21,26,22,20,18,18,16,15,12,14,12,14,13,22,18,15,12,11,10,8,5,5,7,3,6,4,4,1,4,8,12,13,16,18,19,23,29,37,42,42,38,41,34,34,33,32,38,34,40,34,34,32,31,23,27,25,23,21,17,17,16,14,11,10,11,7,8,4,3,2,0,0,0,0
2022-03-12 19:00:00,0,0,1,2,2,4,6,6,5,7,7,9,9,9,9,10,11,12,15,13,14,20,19,18,13,15,12,10,12,7,14,14,14,13,15,11,7,5,5,5,4,3,2,0,4,1,3,5,5,4,4,7,8,10,15,16,18,19,24,27,30,31,30,29,30,21,27,26,27,24,20,25,26,24,30,31,27,23,21,20,19,15,14,12,13,15,5,9,5,8,3,1,0,0,0
2022-03-12 20:00:00,0,0,0,0,1,3,1,4,5,3,6,6,8,7,8,6,0,7,8,7,8,9,11,10,10,12,9,8,10,11,14,11,9,8,7,6,4,5,7,6,4,4,3,4,4,2,4,2,0,3,5,4,6,8,13,12,16,19,22,25,28,30,29,27,29,24,22,20,19,18,17,18,13,14,22,26,25,17,18,14,12,11,11,4,10,12,10,8,6,4,3,2,1,0,0
2022-03-12 21:00:00,0,0,1,0,1,1,0,3,4,3,5,6,3,4,7,12,11,10,9,9,11,18,17,14,14,13,12,11,10,10,9,9,8,7,4,3,4,0,3,1,0,3,2,5,1,1,0,1,1,3,0,6,9,10,11,12,16,19,20,21,27,25,19,24,28,27,29,25,26,27,26,24,21,20,22,26,25,25,21,22,24,19,17,16,14,11,10,8,6,5,4,3,1,1,0
2022-03-12 22:00:00,0,0,1,2,2,1,0,2,3,2,4,7,8,7,8,6,1,10,9,9,12,16,16,12,13,14,10,12,9,9,8,10,7,7,6,4,2,5,5,4,1,4,2,2,3,1,2,3,2,4,6,8,10,14,19,21,20,21,19,19,20,19,17,18,16,19,11,17,18,18,15,17,15,14,19,21,23,22,20,18,17,15,13,10,9,8,6,6,5,4,2,1,0,0,0
2022-03-12 23:00:00,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,5,7,7,7,3,10,9,6,5,5,7,8,6,5,4,0,4,4,2,2,1,3,1,3,2,4,3,3,4,0,2,3,3,2,2,4,6,9,14,15,19,20,24,27,27,25,22,21,20,19,18,18,14,17,7,12,13,12,17,16,17,15,13,11,14,11,9,8,7,6,0,4,0,5,4,3,0,0,0
2022-03-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 04:00:00,0,0,1,1,0,2,1,0,2,2,3,0,0,3,4,6,5,3,5,5,2,8,1,7,10,9,11,12,4,13,16,15,13,12,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 05:00:00,0,0,1,0,1,1,2,0,2,3,4,0,2,3,4,0,0,3,4,6,4,12,10,5,7,9,8,12,10,12,12,10,8,5,8,6,4,7,4,4,3,2,6,2,1,0,0,0,0,2,3,4,0,2,3,0,0,2,2,0,3,4,0,0,1,5,7,6,7,7,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 06:00:00,0,0,1,1,1,2,3,4,2,3,2,5,4,5,4,5,2,6,5,5,4,4,3,2,6,7,8,6,7,9,8,7,6,5,5,4,4,3,1,0,1,2,0,0,0,0,1,1,1,2,2,3,0,0,2,0,0,0,2,3,2,2,0,1,3,3,0,3,3,6,0,7,8,9,6,6,7,7,7,6,7,6,5,4,3,2,1,1,1,0,0,0,0,0,0
2022-03-13 07:00:00,0,0,3,4,4,5,5,0,6,7,8,9,6,8,8,10,11,14,14,11,8,9,5,5,6,7,6,6,4,7,9,8,9,10,9,7,6,6,4,0,3,3,1,0,1,1,0,1,0,2,3,6,6,7,1,6,6,5,4,5,6,5,7,6,4,6,6,7,7,5,8,12,12,10,7,8,5,7,6,3,5,5,4,0,3,2,1,0,0,0,0,1,0,0,0
2022-03-13 08:00:00,1,0,1,3,4,4,3,5,8,6,9,6,11,13,15,11,11,14,17,19,16,17,17,8,18,14,11,10,13,13,11,12,8,11,10,9,8,6,5,0,5,4,3,2,1,1,3,4,5,1,0,3,3,0,3,3,3,4,5,6,8,10,5,5,4,11,12,6,12,10,8,9,10,9,9,10,9,5,6,5,5,5,5,6,4,2,2,1,2,0,1,0,0,0,0
2022-03-13 09:00:00,0,0,1,1,3,5,6,7,8,8,10,8,15,14,13,16,15,17,21,18,14,15,14,15,18,19,17,19,16,18,25,25,24,25,21,20,19,16,13,6,5,4,2,1,1,1,2,1,2,3,4,5,5,6,6,9,10,7,8,7,9,8,4,10,11,9,9,10,10,11,14,16,14,15,13,14,13,11,12,7,8,6,7,6,6,8,4,7,6,2,3,0,0,0,0
2022-03-13 10:00:00,1,0,2,2,3,8,11,9,12,10,13,16,19,20,18,23,16,24,26,28,25,25,23,22,24,25,23,23,22,21,28,29,27,31,22,16,17,9,16,14,9,6,5,3,4,1,1,1,2,4,5,7,4,8,6,7,4,7,11,10,11,12,14,16,13,17,15,18,11,11,12,17,15,13,9,15,14,15,15,11,9,8,3,3,4,5,3,3,1,0,1,0,1,0,0
2022-03-13 11:00:00,0,0,1,5,2,6,8,10,14,13,14,14,16,17,16,16,15,17,19,20,16,20,21,20,19,20,21,21,19,22,24,24,23,22,17,16,13,12,9,8,5,6,2,0,1,1,2,0,0,3,2,6,8,9,9,9,8,6,10,8,12,13,12,15,7,18,14,18,18,18,13,25,24,19,14,14,13,10,9,9,8,6,4,6,5,4,3,2,1,0,1,0,0,0,0
2022-03-13 12:00:00,0,0,2,2,4,6,7,10,11,11,13,9,16,24,27,31,17,32,38,34,23,21,24,25,25,26,25,24,24,24,28,29,31,29,20,18,14,13,12,9,9,7,6,4,4,4,3,1,2,3,2,5,5,6,5,4,7,5,10,14,21,20,13,18,17,19,18,18,18,17,16,22,19,18,13,17,15,11,14,15,14,9,7,8,5,2,4,5,1,0,1,0,0,0,0
2022-03-13 13:00:00,0,0,2,3,0,6,5,7,7,7,9,12,12,17,21,23,18,25,26,26,28,25,23,24,20,21,22,23,22,18,24,27,28,28,25,20,16,13,11,10,4,5,5,4,2,3,3,3,1,5,7,5,7,5,6,5,7,9,11,12,15,16,19,19,21,19,18,18,18,17,16,15,17,19,16,23,25,23,21,18,21,16,16,12,8,7,6,3,2,1,1,0,0,0,0
2022-03-13 14:00:00,0,0,1,2,3,5,6,8,8,7,9,10,12,13,15,17,15,18,21,21,19,21,20,21,20,21,23,26,30,31,34,33,34,33,28,24,16,14,11,9,6,5,2,2,0,0,1,1,0,2,4,9,12,12,13,13,14,12,15,16,20,20,21,18,20,19,20,22,21,25,22,24,25,22,21,15,16,12,14,14,14,9,7,10,8,7,4,4,3,2,1,1,0,0,0
2022-03-13 15:00:00,0,1,1,2,3,7,5,6,8,9,9,12,10,12,14,15,12,16,17,18,20,21,16,15,19,19,17,18,20,19,25,18,24,24,21,23,14,14,12,11,9,6,5,1,1,1,4,2,0,4,6,9,10,10,13,11,14,17,21,20,30,30,30,29,23,20,19,22,20,23,22,23,22,16,19,27,25,20,20,9,20,14,13,10,6,11,0,5,2,4,1,2,0,0,0
2022-03-13 16:00:00,0,0,1,3,2,4,5,8,10,9,6,10,11,13,15,16,18,18,17,19,24,20,19,18,19,20,18,20,19,18,19,15,21,23,21,12,7,11,14,13,12,6,5,3,1,3,3,2,3,3,3,5,7,11,16,12,14,16,20,22,27,26,21,26,25,26,25,26,26,26,22,22,20,21,17,19,21,19,19,17,14,10,7,5,7,5,4,3,2,3,1,0,0,0,0
2022-03-13 17:00:00,0,0,1,0,1,5,5,7,10,4,15,16,15,16,25,22,23,24,22,20,16,15,19,16,15,14,14,11,15,14,17,18,20,15,13,13,11,11,11,9,9,8,6,3,2,1,3,1,1,5,6,8,9,9,10,11,12,13,19,26,31,32,31,30,25,30,29,32,32,31,30,33,32,27,24,25,23,24,21,18,14,12,10,9,7,5,6,4,5,2,3,2,0,0,0
2022-03-13 18:00:00,0,0,1,2,2,4,4,4,6,5,5,8,8,9,10,12,14,13,13,14,12,19,19,17,12,11,11,10,16,15,14,11,13,12,17,16,15,14,11,8,8,6,5,3,4,0,2,2,1,5,7,11,11,12,16,11,20,17,22,22,29,28,27,27,26,25,25,31,27,27,24,21,20,20,25,29,31,30,24,24,22,15,15,13,10,9,1,6,5,4,2,1,1,0,0
2022-03-13 19:00:00,0,0,2,1,1,3,4,5,7,5,10,11,12,12,10,8,0,10,11,13,14,19,22,18,14,15,12,14,13,12,12,10,10,11,8,10,6,7,7,6,8,6,3,3,1,2,1,1,0,2,4,7,10,11,12,13,12,19,29,26,30,28,26,22,23,28,27,30,25,24,23,22,21,20,18,24,24,23,14,21,21,18,17,9,7,6,10,5,3,3,1,0,0,0,0
2022-03-13 20:00:00,0,0,1,2,0,3,0,3,4,3,5,6,5,7,10,11,0,10,11,12,8,14,15,12,9,9,14,13,9,12,11,13,12,12,12,12,5,2,4,3,3,4,3,2,1,2,1,1,0,3,4,5,5,8,14,8,15,10,13,13,15,14,13,12,13,12,14,13,15,14,15,15,14,15,22,22,22,20,18,17,13,11,13,12,10,8,7,5,4,2,1,0,0,0,0
2022-03-13 21:00:00,0,0,1,0,1,1,0,4,3,2,4,7,8,8,9,10,9,9,10,11,12,15,17,14,11,10,11,12,13,11,10,8,7,6,7,7,6,2,1,2,0,3,2,1,0,0,1,0,1,1,4,5,3,7,10,11,14,16,15,16,21,18,12,17,16,16,10,12,11,12,13,16,11,12,11,12,18,10,18,16,17,13,5,11,5,8,4,6,3,2,1,0,0,0,0
2022-03-13 22:00:00,0,0,1,0,1,2,0,3,4,4,3,5,7,6,8,8,1,9,9,6,6,11,19,12,15,17,13,10,9,8,8,7,8,9,4,6,6,4,0,2,2,4,1,3,0,0,2,2,0,1,2,2,5,7,9,0,6,11,16,16,20,10,8,17,5,14,13,13,11,13,12,13,14,11,17,22,23,22,17,16,10,8,6,8,0,7,4,4,0,1,0,1,1,0,0
2022-03-13 23:00:00,0,0,0,0,0,0,0,0,0,0,3,4,4,0,6,6,0,0,10,8,7,12,11,8,12,12,11,8,6,10,8,10,11,13,12,10,3,4,1,2,1,5,3,2,2,1,1,0,0,4,3,2,7,5,8,7,9,9,14,16,17,16,19,18,0,15,16,16,13,15,14,13,13,9,14,20,20,20,19,18,14,10,12,8,7,4,1,3,6,4,1,0,0,0,0
2022-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 04:00:00,0,0,3,7,8,9,12,3,13,16,6,7,19,6,20,20,0,19,20,18,16,26,27,26,30,30,33,33,33,35,43,41,39,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 05:00:00,0,0,1,3,4,3,5,5,6,7,6,8,8,9,8,11,9,10,13,12,14,14,15,14,16,17,21,20,22,21,25,28,30,28,30,26,25,23,19,21,20,19,12,5,3,2,0,2,1,1,3,1,4,0,2,3,5,3,11,15,20,11,0,12,0,20,0,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 06:00:00,0,1,2,3,6,8,11,10,14,13,16,17,23,27,27,19,16,24,25,21,19,17,19,20,22,23,25,26,24,26,28,24,27,25,25,21,17,13,8,9,7,6,6,2,0,1,1,1,2,4,8,9,6,7,2,5,4,5,12,13,14,8,6,9,16,12,13,14,15,16,17,25,28,28,26,28,30,26,30,26,21,18,16,4,3,8,6,3,2,1,1,1,0,0,0
2022-03-14 07:00:00,0,2,4,6,10,18,28,31,32,33,36,37,38,33,32,38,31,49,48,44,41,44,43,47,47,46,33,31,34,37,38,40,40,30,26,26,25,22,15,13,13,11,8,9,5,2,2,4,2,7,11,15,16,16,16,15,15,11,13,16,29,27,29,31,33,26,25,23,23,33,30,36,40,47,48,53,49,49,52,52,25,6,13,11,7,6,5,3,3,3,3,1,0,0,0
2022-03-14 08:00:00,0,1,2,3,7,12,23,27,28,29,28,32,35,30,31,39,40,46,53,47,49,47,51,49,50,49,51,52,49,55,58,60,57,53,45,45,39,34,29,25,24,21,19,20,12,4,3,6,7,15,18,20,20,18,22,19,19,17,22,24,30,30,30,29,31,29,28,27,30,46,47,51,48,44,37,52,49,52,53,54,47,10,9,7,8,9,7,4,2,0,2,1,0,0,0
2022-03-14 09:00:00,0,1,4,5,8,10,11,13,15,16,17,23,25,26,30,30,30,30,30,28,32,31,32,32,30,30,30,29,31,35,42,41,39,38,36,34,29,22,21,19,12,13,11,8,3,1,1,2,2,4,5,10,9,12,13,9,11,12,16,16,18,18,18,21,22,20,18,19,17,16,16,23,22,19,17,19,18,19,16,16,14,6,4,4,5,6,5,2,0,1,1,0,0,0,0
2022-03-14 10:00:00,0,0,1,5,3,7,9,9,10,10,11,13,15,19,20,22,23,27,29,27,26,27,28,26,27,25,32,33,28,28,34,33,30,30,29,27,19,16,16,13,10,6,5,4,3,2,1,2,1,6,10,13,7,8,17,18,17,12,14,13,18,16,15,12,15,18,16,15,12,16,18,18,15,19,15,15,12,10,9,9,7,6,7,5,4,3,4,3,3,2,1,1,0,0,0
2022-03-14 11:00:00,0,0,1,3,2,5,9,9,10,11,10,10,11,15,15,18,17,19,22,21,22,24,27,28,33,33,31,32,35,34,35,34,31,28,26,27,22,18,16,13,10,7,4,3,3,2,2,2,2,4,8,10,13,13,11,12,18,16,19,16,20,16,15,15,16,18,15,14,14,17,16,17,17,19,16,16,13,12,10,9,8,7,7,8,3,5,1,2,3,1,2,1,0,0,0
2022-03-14 12:00:00,1,1,3,9,7,10,10,11,14,16,17,18,20,20,23,24,22,23,19,18,21,20,19,19,22,22,24,19,21,21,25,22,23,24,23,23,25,23,21,16,11,10,8,6,5,3,1,2,1,5,6,10,9,11,12,11,15,16,17,14,18,21,22,24,23,20,18,17,13,19,19,15,14,14,16,17,17,13,14,15,14,11,10,8,7,7,6,5,4,4,2,1,0,0,0
2022-03-14 13:00:00,0,1,2,3,2,6,6,7,9,11,12,13,14,16,18,19,19,20,20,20,22,21,25,25,20,20,22,17,23,26,25,23,24,22,20,17,14,13,10,7,4,5,4,2,2,3,4,3,1,4,5,9,12,9,12,13,21,29,34,32,37,30,16,28,27,23,21,20,17,19,17,20,18,18,14,16,15,13,12,11,13,10,10,9,9,2,5,5,4,1,3,0,0,0,0
2022-03-14 14:00:00,0,0,1,2,3,4,5,7,8,3,8,8,9,7,11,11,8,14,19,16,17,16,43,40,30,22,17,16,16,16,20,20,20,19,18,17,15,12,8,9,7,4,3,2,2,1,2,3,1,5,6,6,8,9,11,14,16,21,26,27,32,31,26,25,24,22,21,19,18,19,19,19,21,18,18,19,15,15,14,13,12,10,9,11,9,7,8,6,2,5,4,1,1,0,0
2022-03-14 15:00:00,0,1,0,4,3,6,5,8,8,7,8,12,12,13,19,22,23,24,22,21,15,18,22,19,18,19,18,17,19,17,18,19,18,19,22,19,15,13,10,8,10,6,5,4,3,4,6,5,6,5,7,7,10,15,20,18,19,25,27,28,29,29,27,29,20,22,20,19,17,17,18,22,21,21,18,18,21,15,14,13,13,11,11,9,10,10,8,6,4,3,1,2,0,0,0
2022-03-14 16:00:00,0,1,1,3,4,7,12,17,20,10,19,19,21,28,44,50,48,47,45,41,36,34,34,31,25,24,21,18,17,16,22,21,16,15,17,18,14,11,12,11,10,11,9,6,3,3,4,3,4,6,9,17,18,21,21,21,23,29,30,30,31,29,28,29,28,29,27,30,26,22,21,28,28,24,33,35,36,32,32,30,29,35,35,33,30,26,22,18,16,11,4,3,2,0,0
2022-03-14 17:00:00,0,0,1,2,1,3,4,5,8,13,13,15,15,21,37,44,45,43,43,43,34,35,34,33,35,32,29,25,24,22,21,20,21,17,14,13,11,11,11,8,7,6,8,7,8,7,2,2,2,5,23,21,16,18,21,25,26,35,37,37,37,32,33,35,33,29,30,31,31,30,34,38,38,30,25,29,28,24,22,21,18,21,21,17,14,12,9,11,6,4,4,3,2,0,0
2022-03-14 18:00:00,0,0,3,1,2,4,7,8,11,10,11,13,18,24,35,46,45,46,50,44,44,46,45,43,39,36,32,27,23,25,30,27,26,25,16,14,12,12,12,10,9,8,7,6,6,9,10,5,7,12,14,21,28,34,40,40,44,51,57,53,56,53,56,53,45,38,37,38,37,37,34,34,33,36,55,56,53,54,53,29,29,26,25,24,22,23,21,12,10,9,3,2,1,0,0
2022-03-14 19:00:00,0,0,0,1,2,3,4,5,6,5,7,9,6,12,19,21,21,24,24,24,23,23,24,26,21,19,21,21,22,20,23,23,22,25,23,20,10,9,7,6,4,5,3,3,3,4,2,4,2,3,8,13,16,19,23,25,32,42,44,43,44,42,41,37,31,27,26,27,25,24,24,25,24,25,36,41,34,25,23,49,53,46,30,23,21,18,17,13,9,8,3,1,0,0,0
2022-03-14 20:00:00,0,0,0,1,0,2,1,3,4,6,8,8,3,13,21,21,20,21,25,22,20,24,20,17,15,15,16,14,13,13,14,13,12,10,8,8,5,4,3,2,5,4,4,3,2,1,1,2,2,4,7,6,8,12,13,14,15,20,23,23,25,27,27,27,26,24,22,22,21,27,25,25,24,24,22,23,26,21,18,22,24,20,12,10,7,9,7,6,6,4,3,2,0,0,0
2022-03-14 21:00:00,0,2,0,1,0,2,2,4,5,1,2,6,6,6,9,13,14,14,13,12,11,15,16,15,15,13,12,13,12,12,12,10,11,8,9,8,5,5,6,5,4,4,5,6,5,3,4,3,3,4,8,5,8,11,17,15,17,19,22,22,23,23,21,23,20,22,21,20,15,20,18,24,23,19,22,24,20,18,15,15,16,17,16,15,14,13,12,9,8,6,4,1,0,0,0
2022-03-14 22:00:00,0,0,1,0,1,3,0,4,6,5,6,8,7,8,11,12,6,11,13,12,9,12,13,12,13,9,12,9,8,9,11,11,9,8,5,7,5,4,2,3,4,3,2,1,2,2,2,5,4,2,4,10,13,17,20,23,23,22,24,24,30,29,28,26,26,23,22,23,23,24,23,21,18,17,18,22,19,20,18,9,16,14,12,12,11,10,9,8,7,5,4,2,1,0,0
2022-03-14 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,6,7,10,11,11,11,8,10,6,9,6,7,8,9,7,10,10,6,7,5,7,6,6,4,7,6,5,1,4,1,1,1,3,2,3,8,12,14,13,12,16,19,16,20,19,15,20,19,16,15,17,13,16,11,16,14,10,14,21,20,19,18,18,15,11,8,8,7,6,3,4,3,2,2,1,0,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,0,0,2,5,6,7,5,2,3,9,9,7,11,8,13,16,0,18,20,20,19,27,28,27,34,36,41,41,45,46,57,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
