Unnamed: 0,1_노온사동차고지,2_온신초등학교,3_사들,4_동창골,5_장절리,6_원가학,7_뒷골사거리,8_호봉골,9_무의공이순신장군묘,10_기형도문학관.황용사,11_충현중학교.광휘고등학교.이원익기념관,12_충현고등학교,13_광명시여성회관,14_서면초.안서중.창의경영고,15_설월리마을,16_소하성당,17_갑종주유소,18_수자원공사광명가압장,19_가리대삼거리.소하상업지구,20_소하초중고등학교,21_신촌마을,22_시흥대교,23_금천구청.금천경찰서,24_말미고개.금천소방서,25_금천우체국,26_문성초등학교,27_구로디지털단지역,28_동작상떼빌아파트,29_신대방경남아파트,30_신대방현대아파트,31_보라매공원,32_보라매역.동작세무서,33_강남중학교,34_서울지방병무청앞,35_공군호텔,36_샛강역.앙카라공원,37_진주아파트,38_시범아파트,39_원효대교북단,40_용산전자상가.전자랜드,41_용산전자상가12동,42_용산전자상가19동,43_문배동이안아파트앞,44_남영역,45_숙대입구역,46_갈월동,47_서울스퀘어앞,48_남대문시장.회현역,49_남산3호터널.서울애니메이션센터,50_북창동.남대문시장,51_숭례문(가상),52_숭례문,53_서울역버스환승센터,54_갈월동,55_갈월동4호선숙대입구,56_숙대입구,57_남영역,58_문배동이안아파트앞,59_용산전자상가17동,60_용산전자상가10동,61_용산전자상가.전자랜드,62_원효대교북단,63_시범아파트.대교아파트,64_KBS별관,65_공군호텔,66_서울지방병무청,67_보라매역.동작세무서,68_보라매공원,69_경남아너스빌아파트,70_강남성심병원.대림성모병원,71_서울영림초등학교,72_구로디지털단지역,73_문성초등학교,74_금천우체국,75_말미고개.금천소방서,76_금천구청.금천경찰서,77_시흥사거리.시흥대교,78_신촌마을,79_소하초중고등학교,80_가리대.소하3단지.소하상업지구,81_가리대사거리.소하상업지구,82_수자원공사광명가압장,83_도돌이주유소,84_소하성당,85_설월리마을,86_서면초.안서중.창의경영고,87_광명시여성회관,88_소하2동주민센터.광명동굴길입구,89_충현중학교.광휘고등학교.이원익기념관,90_기형도문학관.황용사,91_이케아.롯데아울렛.광명점,92_코스트코광명점,93_KTX광명역8번출구,94_양지사거리.체육공원,95_뒷골,96_원가학,97_장절리,98_동창골,99_사들,100_온신초등학교앞,101_노온사동차고지
2022-03-05 04:00:00,0,0,0,0,0,1,0,1,2,0,5,9,6,0,7,6,0,12,14,15,18,19,5,7,20,20,19,18,18,19,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,0,0,1,0,2,0,3,5,6,8,12,14,15,7,0,0,5,7,14,15,13,13,16,18,18,16,10,19,20,19,19,18,19,17,13,12,11,11,6,10,5,9,8,9,6,5,4,3,5,0,2,0,4,0,0,0,0,0,0,0,6,7,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,2,5,3,2,0,0,1,1,0,0,2,7,8,9,9,10,8,9,11,10,13,12,13,14,13,11,12,13,15,16,17,17,18,20,20,14,12,11,12,12,0,11,2,8,8,7,4,3,1,0,0,0,1,1,3,2,3,0,0,3,3,5,6,7,7,6,6,12,14,11,14,16,18,18,18,18,15,17,0,16,14,12,0,11,9,0,8,6,7,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 07:00:00,1,1,0,2,1,1,0,7,1,8,12,18,19,21,8,12,13,8,16,18,22,18,23,23,21,23,14,14,13,14,11,11,12,10,8,9,10,7,9,8,5,6,7,6,7,5,3,0,1,2,0,1,3,5,0,5,6,5,4,5,0,6,7,6,5,8,7,8,9,11,0,16,14,13,11,10,14,11,9,11,7,5,10,9,7,6,5,2,1,2,1,1,1,0,0,0,0,2,0,0,0
2022-03-05 08:00:00,0,2,1,0,0,1,1,6,10,3,11,16,14,18,19,22,20,21,23,24,28,26,35,35,35,31,20,20,16,19,19,18,21,23,23,22,15,13,12,11,9,4,8,7,5,6,5,3,3,4,0,0,6,4,7,5,8,9,8,6,7,8,10,9,10,11,10,9,9,9,6,13,13,15,15,16,19,12,13,12,8,13,12,0,13,7,11,8,3,0,0,1,1,1,1,0,0,0,0,0,0
2022-03-05 09:00:00,0,1,3,0,0,3,0,5,6,4,9,17,22,24,23,0,23,23,25,30,33,30,36,33,28,26,17,18,16,17,17,18,23,25,29,23,17,19,19,17,15,15,14,12,8,7,6,3,2,5,0,6,8,8,9,10,11,8,9,9,4,12,9,9,6,7,7,10,9,10,10,14,14,18,18,18,24,23,21,15,16,17,11,16,10,15,13,14,8,0,1,0,2,1,0,2,0,0,0,0,0
2022-03-05 10:00:00,1,3,2,3,0,4,1,8,3,0,6,14,16,19,21,16,21,19,23,23,26,25,28,26,28,28,15,17,18,22,23,28,29,27,28,26,25,27,28,28,25,24,10,20,17,17,15,13,1,5,0,2,8,8,8,9,10,11,12,10,9,11,10,9,12,15,14,14,15,14,14,20,23,22,27,22,26,26,25,23,14,5,22,0,13,21,21,18,4,16,8,2,0,0,0,0,0,1,1,0,0
2022-03-05 11:00:00,1,3,4,4,0,2,5,7,9,0,12,16,18,22,13,0,19,17,18,19,27,26,28,29,27,26,12,14,16,22,19,18,20,21,23,19,19,21,22,22,21,16,0,19,17,12,9,4,8,7,0,6,15,17,19,11,17,10,15,14,13,15,14,22,18,18,18,13,20,20,17,20,20,21,20,22,22,23,21,18,11,10,0,8,18,16,15,14,6,9,6,4,2,0,1,0,0,1,0,0,0
2022-03-05 12:00:00,1,1,0,2,5,4,3,10,12,8,14,17,24,28,11,0,27,26,21,20,26,27,27,27,29,28,17,17,20,25,22,21,22,27,27,22,19,22,21,22,21,24,23,19,17,15,13,6,4,6,0,5,7,8,10,12,13,13,12,11,13,15,14,20,14,15,14,13,10,11,11,16,18,18,20,20,25,25,24,16,12,13,0,15,12,15,12,11,9,8,6,5,5,0,4,0,3,0,2,0,0
2022-03-05 13:00:00,0,0,1,0,1,1,3,6,6,8,9,17,18,22,13,0,21,20,25,26,31,32,26,26,26,26,13,14,14,20,15,18,20,18,21,18,18,18,16,15,16,15,11,13,12,12,8,6,6,9,0,10,12,13,8,13,13,10,13,13,14,20,18,20,16,16,16,15,15,15,16,22,22,26,27,24,28,25,22,23,24,14,19,23,12,21,16,14,15,12,9,4,3,0,0,2,0,1,0,0,0
2022-03-05 14:00:00,1,1,0,0,0,2,3,9,12,17,18,19,22,21,12,16,17,22,22,21,24,22,33,30,30,27,18,10,24,24,26,23,24,25,23,18,19,16,17,13,18,19,18,18,16,13,12,7,6,9,8,10,12,11,12,13,14,15,9,15,13,16,21,21,16,15,15,14,17,16,10,22,22,22,20,21,29,27,28,30,32,20,15,34,18,19,16,12,0,9,5,5,3,0,2,0,0,0,0,0,0
2022-03-05 15:00:00,2,2,0,0,1,4,0,5,7,11,10,12,12,14,15,9,9,15,18,23,23,20,22,24,25,26,10,6,12,15,12,16,19,19,17,16,14,14,14,15,13,14,12,13,12,11,10,9,7,13,0,14,14,13,16,16,14,20,18,19,18,17,19,21,18,15,16,19,17,17,14,21,22,23,24,26,34,26,28,24,21,18,16,22,15,28,22,19,6,10,7,4,3,2,1,0,2,1,0,0,0
2022-03-05 16:00:00,1,0,0,1,2,3,4,4,10,12,10,11,17,19,16,21,12,15,22,24,29,28,28,27,25,24,13,13,14,15,11,15,18,21,20,14,14,13,12,11,11,12,10,11,9,7,6,4,6,12,0,13,13,13,14,14,16,14,12,20,22,23,21,36,33,32,28,20,20,14,6,18,18,20,20,19,27,25,25,26,25,25,0,12,24,20,17,17,16,12,11,1,2,0,0,0,0,0,0,0,0
2022-03-05 17:00:00,1,1,1,3,2,4,5,8,12,16,17,19,20,21,17,16,16,20,24,21,25,27,28,30,30,28,14,12,11,14,13,14,10,9,11,10,11,12,11,11,11,12,7,3,10,9,7,6,12,14,0,18,18,18,17,19,18,16,14,17,18,15,20,17,17,12,14,13,12,15,18,25,21,26,25,29,33,29,30,29,12,23,0,21,18,18,13,7,7,4,4,3,2,2,1,1,0,2,0,1,0
2022-03-05 18:00:00,0,1,0,0,1,4,5,6,8,9,6,11,15,16,0,22,9,21,28,28,29,31,26,27,27,25,14,8,12,16,15,15,14,13,12,11,7,8,10,6,12,14,13,10,5,4,4,3,6,10,0,8,10,17,14,15,17,18,20,24,28,22,29,28,24,24,23,20,18,17,17,29,27,27,25,23,23,20,19,16,29,31,15,14,30,24,18,16,13,11,7,4,3,0,1,0,0,0,0,0,0
2022-03-05 19:00:00,0,2,0,1,0,0,0,4,8,11,12,13,13,4,0,0,0,17,22,21,23,22,19,18,16,15,16,15,14,12,13,10,7,5,5,5,6,3,4,5,3,2,1,3,3,3,1,3,5,8,0,8,9,11,10,12,9,9,14,6,9,13,12,17,17,18,24,16,14,14,13,28,28,30,15,27,25,20,14,11,10,0,0,0,10,7,8,6,1,4,3,1,0,0,2,1,0,2,3,0,0
2022-03-05 20:00:00,0,0,0,0,0,2,0,2,4,6,0,9,7,5,6,0,0,6,14,13,11,13,12,12,13,11,10,8,9,9,10,9,9,12,10,5,5,3,4,2,4,5,3,3,4,0,1,1,3,4,0,5,6,9,10,4,13,15,14,14,12,14,6,20,19,17,19,18,19,15,13,21,20,20,17,15,20,15,14,16,15,18,0,8,16,13,11,8,6,4,4,1,1,0,0,0,0,0,0,0,0
2022-03-05 21:00:00,0,0,0,0,1,2,1,3,11,15,16,17,15,16,0,0,0,13,16,0,17,19,18,16,14,14,9,0,2,5,0,6,5,1,6,5,5,6,4,5,4,4,3,3,2,3,1,1,3,5,0,8,10,12,4,15,14,13,0,13,0,14,15,21,20,17,15,14,13,14,11,21,21,21,20,10,27,25,23,17,16,12,8,0,10,13,12,6,4,3,3,2,0,0,0,0,0,0,0,0,0
2022-03-05 22:00:00,0,0,0,0,0,0,0,3,6,6,4,5,9,10,0,11,10,9,13,10,11,10,9,0,11,11,10,11,8,7,4,8,6,5,4,4,4,1,3,3,5,0,3,2,2,0,0,0,4,5,4,5,6,5,4,6,7,5,0,9,6,10,11,17,18,14,16,16,13,12,12,22,20,16,15,18,20,15,14,15,14,14,0,0,12,13,8,4,0,2,2,0,1,0,0,0,1,0,0,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,12,0,11,8,7,7,5,4,6,5,4,0,0,3,4,0,5,3,2,2,1,1,2,3,0,5,9,5,7,7,11,0,2,8,8,6,3,12,12,2,14,13,4,10,4,20,20,21,16,14,24,16,13,13,14,8,9,15,13,10,8,4,0,0,2,1,2,0,0,1,0,0,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,1,0,2,0,0,0,0,1,4,5,6,5,0,0,5,7,6,9,5,4,11,9,8,7,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,0,0,0,1,0,1,2,0,3,7,0,8,0,0,0,7,7,6,9,6,9,13,15,16,11,11,10,12,13,13,12,0,9,8,7,6,7,0,6,0,0,0,5,4,0,2,3,1,0,0,4,0,0,5,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,1,0,0,0,1,0,1,0,0,1,4,4,4,0,6,5,2,0,3,5,6,11,12,10,0,7,0,6,10,6,5,7,5,7,9,4,4,8,2,8,0,7,6,5,4,3,2,1,0,0,1,2,3,0,3,4,4,2,3,2,6,7,9,8,6,4,5,5,5,4,6,7,6,6,5,9,7,0,3,6,5,5,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 07:00:00,0,1,0,0,0,1,0,2,0,0,4,9,3,13,10,0,10,9,14,15,17,15,17,16,15,15,12,7,9,6,6,7,8,2,10,9,8,0,7,4,3,0,4,3,3,2,1,0,1,2,0,0,4,5,0,4,0,1,4,6,6,5,7,6,6,7,2,8,7,3,8,7,5,7,9,5,9,5,3,2,0,0,0,0,4,1,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 08:00:00,0,1,0,1,0,2,1,3,4,0,4,9,9,11,10,0,11,10,13,13,17,17,22,24,22,16,10,11,12,12,11,11,8,10,10,8,5,7,5,5,0,0,4,5,6,4,5,2,2,1,0,1,2,5,2,0,2,7,5,2,4,5,5,6,7,8,8,2,6,8,11,16,20,16,14,13,16,18,19,18,18,6,15,11,10,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 09:00:00,1,3,4,0,0,4,0,7,8,5,9,14,15,16,17,0,16,19,18,21,28,28,26,24,23,21,13,13,18,21,23,20,19,17,17,16,12,11,11,8,10,11,0,10,9,8,7,2,2,4,3,2,4,5,4,5,3,5,4,3,4,6,6,6,8,7,5,5,6,7,6,12,9,21,21,21,16,19,12,17,18,15,17,9,15,14,12,9,8,0,0,1,2,1,0,0,0,0,0,0,0
2022-03-06 10:00:00,0,0,1,0,0,0,1,5,8,0,9,16,17,19,9,21,13,21,22,21,22,21,23,29,29,28,15,14,15,14,14,16,17,14,18,21,19,18,17,12,12,11,11,10,8,6,5,2,0,0,0,1,4,6,0,4,2,5,4,5,3,6,7,9,10,9,8,7,6,5,7,8,11,11,12,13,16,18,22,19,0,17,15,14,0,12,5,10,5,8,1,0,0,0,0,0,0,0,0,0,0
2022-03-06 11:00:00,0,1,0,0,0,0,0,3,4,4,8,14,15,16,17,0,16,15,18,15,17,17,18,18,29,30,16,15,16,16,18,18,21,16,23,19,17,19,18,16,15,7,0,14,9,13,9,4,1,5,0,0,6,8,7,8,9,8,0,5,9,9,9,11,10,11,12,11,10,8,6,11,12,13,17,11,19,16,15,15,14,10,0,12,12,11,10,10,0,0,7,5,4,4,3,2,0,3,0,0,0
2022-03-06 12:00:00,0,0,2,0,0,2,0,4,7,0,9,17,20,24,0,25,22,22,26,28,28,28,26,28,32,34,17,16,16,20,23,24,22,24,26,26,24,24,18,22,20,19,17,16,16,11,6,2,4,5,0,0,9,10,4,11,10,11,10,12,11,15,14,14,13,14,14,11,13,14,14,16,18,12,16,23,25,22,15,12,11,0,10,14,8,12,11,9,6,5,3,0,1,1,0,0,1,0,0,0,0
2022-03-06 13:00:00,0,2,0,0,0,1,1,8,10,5,9,16,21,25,0,16,25,21,26,26,31,31,32,31,33,35,19,0,17,17,17,15,16,15,15,14,10,15,13,0,13,15,14,10,6,7,4,5,1,2,0,3,6,5,4,8,8,9,9,10,13,15,11,16,12,14,18,19,19,16,15,19,20,24,20,18,21,19,18,15,15,17,0,8,15,14,12,10,11,10,3,2,3,0,2,0,0,0,0,0,0
2022-03-06 14:00:00,0,2,0,0,4,5,5,2,6,0,8,10,11,13,0,14,10,12,17,18,23,20,21,21,25,23,17,0,16,16,14,15,16,16,21,19,17,17,11,17,12,16,13,12,7,5,5,7,8,10,0,11,12,11,14,9,13,11,11,12,8,7,8,10,10,10,12,11,18,13,12,13,12,16,10,18,18,14,13,11,11,0,0,12,11,11,10,8,7,0,5,2,1,0,0,0,0,0,0,0,0
2022-03-06 15:00:00,1,0,0,1,0,1,0,4,5,7,9,11,14,16,16,14,0,17,19,21,24,22,23,19,26,26,20,18,16,10,17,17,16,12,11,17,9,9,7,9,9,11,9,11,6,5,3,3,5,8,0,6,13,12,10,15,12,14,15,16,19,20,22,22,22,17,12,11,10,12,12,17,17,24,21,21,21,17,13,14,15,14,0,15,14,8,12,10,9,0,5,2,0,0,2,1,0,2,0,0,0
2022-03-06 16:00:00,0,1,0,0,1,2,0,4,11,13,12,15,16,15,14,15,14,16,20,20,25,22,21,17,18,21,14,11,17,15,16,18,19,15,17,17,15,13,13,12,12,12,13,11,9,7,4,4,7,14,0,8,15,17,5,17,19,0,0,19,12,21,19,21,22,23,19,18,19,18,18,22,21,19,21,19,23,20,17,16,15,17,14,0,14,11,10,8,9,8,4,2,2,0,0,0,0,1,0,0,0
2022-03-06 17:00:00,0,0,1,1,0,2,3,5,9,15,16,15,16,15,4,0,14,12,15,15,20,19,17,19,18,21,10,10,13,13,15,13,11,8,12,11,13,8,13,3,14,0,0,12,8,7,7,3,7,12,0,16,17,18,17,19,20,0,8,18,10,11,12,17,16,15,19,18,14,16,17,24,19,18,19,18,20,21,20,20,0,19,21,20,18,17,15,15,8,7,7,6,1,0,0,2,1,0,0,0,0
2022-03-06 18:00:00,0,0,0,0,0,0,2,5,8,8,9,8,9,11,0,0,10,11,13,15,18,17,20,20,18,20,16,15,11,11,10,10,8,9,10,8,3,6,6,10,5,11,10,8,5,2,0,1,4,7,0,2,8,7,9,13,14,11,15,14,9,11,15,19,17,15,17,17,21,20,14,21,22,21,18,20,23,16,15,14,13,13,12,12,11,10,8,9,4,7,2,1,1,0,0,0,0,0,0,0,0
2022-03-06 19:00:00,0,0,0,0,0,1,0,4,9,12,13,17,4,4,16,5,0,14,16,15,18,15,14,13,16,16,9,8,8,6,6,7,9,0,9,4,8,7,6,6,8,7,6,5,5,3,2,1,3,2,0,0,6,7,6,11,10,9,7,12,11,12,11,14,14,16,13,13,11,11,13,29,27,23,22,21,30,26,24,23,13,25,0,13,23,18,12,8,7,3,7,3,0,0,0,0,0,0,0,0,0
2022-03-06 20:00:00,1,0,0,2,0,3,0,2,4,7,6,6,7,8,7,0,0,8,12,13,16,15,15,14,8,8,12,13,12,12,14,11,8,10,9,8,9,8,7,4,6,5,5,5,3,2,2,3,6,10,0,11,12,7,8,9,10,9,0,9,10,11,11,16,13,10,10,9,8,7,9,20,20,24,22,19,20,10,14,12,11,13,0,0,11,10,6,5,4,0,3,2,0,0,0,0,0,0,0,0,0
2022-03-06 21:00:00,1,0,0,0,0,1,0,3,8,11,12,10,13,0,0,0,0,11,14,11,15,14,14,12,10,9,10,0,7,8,7,8,9,8,10,7,11,8,7,7,8,3,5,4,2,1,0,0,1,5,0,0,10,15,3,16,18,18,17,18,14,0,17,19,17,16,17,16,14,8,13,27,26,29,26,25,22,16,12,14,8,15,14,6,9,10,6,4,3,1,2,0,1,0,2,0,0,0,0,0,0
2022-03-06 22:00:00,0,0,0,0,0,0,1,0,4,2,5,6,5,0,8,0,1,10,11,10,11,9,9,11,13,12,10,12,12,11,10,9,8,0,6,5,4,0,4,2,0,2,2,0,2,0,1,0,1,0,0,2,5,4,0,7,6,5,7,9,0,8,7,16,15,15,18,16,14,10,11,16,15,16,15,16,22,14,12,11,11,13,0,12,10,11,9,5,4,0,1,3,1,0,1,0,0,0,0,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,3,0,0,0,0,0,5,4,0,0,2,3,1,0,0,0,1,2,0,1,4,5,3,5,6,5,4,5,0,0,6,7,6,5,4,0,3,3,3,11,11,8,7,8,14,11,5,13,11,9,0,8,4,5,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,1,0,0,0,0,0,0,2,3,0,6,11,13,14,0,0,0,13,15,19,28,20,22,20,23,24,28,26,29,31,27,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,0,0,0,0,1,0,3,4,5,7,9,11,13,9,12,6,9,14,15,17,16,22,21,26,25,21,22,26,30,29,32,32,35,33,26,22,20,19,18,16,15,9,13,11,8,7,5,3,1,0,1,4,5,0,7,1,6,5,5,0,7,8,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,0,2,1,0,0,1,0,6,7,7,15,32,35,29,0,21,18,22,27,34,42,40,31,33,36,29,18,19,21,23,27,29,28,27,28,27,19,12,17,16,11,16,10,14,12,8,3,3,4,3,0,1,7,8,8,5,5,0,3,4,4,7,8,5,6,8,8,6,9,10,9,11,12,11,9,13,17,16,9,10,8,10,0,6,9,8,6,7,0,0,1,0,1,0,0,0,0,0,0,0,0
2022-03-07 07:00:00,1,2,1,0,1,3,2,11,9,11,18,34,36,40,31,39,40,45,51,56,61,61,58,59,59,53,26,28,31,32,33,30,36,35,39,36,33,28,24,25,23,23,24,20,19,13,10,5,4,5,2,0,14,14,21,26,28,33,30,28,14,23,23,27,28,30,19,17,18,22,19,21,26,26,30,30,34,32,31,18,12,12,0,11,17,16,12,13,11,3,1,0,4,0,3,0,2,1,0,0,0
2022-03-07 08:00:00,1,6,3,4,3,0,4,11,17,17,24,31,34,42,25,43,44,45,53,53,61,59,64,70,63,60,36,35,38,44,43,43,46,49,48,45,42,39,30,29,22,31,30,29,27,23,22,10,8,7,6,3,19,23,31,34,40,39,33,32,23,31,28,28,34,35,27,27,44,43,31,32,31,29,30,30,36,31,31,33,30,31,28,32,31,27,27,23,22,2,0,1,5,0,3,2,2,1,0,0,0
2022-03-07 09:00:00,1,6,8,0,8,6,5,8,12,13,14,17,20,31,32,23,31,32,37,42,49,47,51,50,50,50,30,32,30,35,35,36,39,39,40,36,36,36,29,25,17,16,15,13,11,12,11,6,3,3,2,6,17,19,22,23,26,27,18,14,15,14,11,10,16,15,15,13,14,19,18,19,18,19,19,20,22,20,18,15,16,15,0,12,13,15,14,12,10,1,1,1,1,0,0,0,1,1,0,0,0
2022-03-07 10:00:00,1,2,0,1,0,2,0,4,5,0,7,14,15,16,15,0,0,17,18,21,26,26,25,20,25,23,14,14,17,19,18,19,17,19,23,21,21,21,20,19,18,19,15,15,13,12,10,4,3,4,0,7,11,12,11,10,13,12,13,9,7,9,8,6,9,8,9,8,7,7,8,11,15,14,15,15,21,18,12,14,11,13,0,12,7,13,9,6,1,2,4,0,1,0,0,0,0,2,0,0,0
2022-03-07 11:00:00,1,3,2,0,3,2,3,6,5,5,7,8,9,12,6,9,9,12,14,12,17,16,19,20,18,21,12,9,12,16,18,16,13,13,20,15,17,17,13,12,13,13,12,8,9,8,5,3,2,6,5,3,9,11,10,11,11,10,10,8,8,9,9,12,11,10,8,7,7,9,7,10,10,12,11,12,14,12,12,10,10,8,9,8,8,9,9,8,4,5,4,3,1,2,1,2,1,0,0,0,0
2022-03-07 12:00:00,0,1,0,0,0,0,1,4,6,7,6,11,10,14,0,0,13,14,16,15,18,17,18,19,18,20,13,15,14,15,12,14,13,13,21,19,19,22,20,21,19,19,16,14,12,11,8,6,4,6,0,10,10,9,10,11,10,10,9,10,9,13,11,12,8,9,10,7,7,11,9,14,16,16,13,13,16,13,12,9,8,9,0,7,7,7,5,5,9,3,5,3,3,2,1,1,3,1,0,0,0
2022-03-07 13:00:00,1,3,0,1,2,3,2,5,1,5,7,14,16,17,13,12,0,13,19,21,24,23,21,18,21,20,13,13,13,11,16,14,15,13,19,16,16,17,16,15,17,13,16,15,11,10,5,6,3,5,0,6,8,10,0,15,17,16,15,15,13,14,15,19,16,12,14,13,13,14,13,18,11,16,17,16,16,16,13,11,7,12,0,2,10,9,8,7,8,0,5,2,3,2,2,4,2,1,0,0,0
2022-03-07 14:00:00,1,1,1,2,0,3,3,4,4,7,8,10,11,12,0,10,11,13,16,20,19,17,18,18,17,18,16,15,16,15,15,14,10,11,10,14,9,10,13,12,13,15,10,9,7,7,6,2,5,8,0,7,8,10,9,13,14,14,12,11,12,13,13,20,19,18,19,18,16,17,16,18,16,18,17,21,25,21,19,14,15,11,8,16,15,12,10,7,0,6,4,2,0,0,1,0,0,0,0,0,0
