Unnamed: 0,1_노온사동차고지,2_온신초등학교,3_사들,4_동창골,5_장절리,6_원가학,7_뒷골사거리,8_호봉골,9_무의공이순신장군묘,10_기형도문학관.황용사,11_충현중학교.광휘고등학교.이원익기념관,12_충현고등학교,13_광명시여성회관,14_서면초.안서중.창의경영고,15_설월리마을,16_소하성당,17_갑종주유소,18_수자원공사광명가압장,19_가리대삼거리.소하상업지구,20_소하초중고등학교,21_신촌마을,22_시흥대교,23_금천구청.금천경찰서,24_말미고개.금천소방서,25_금천우체국,26_문성초등학교,27_구로디지털단지역,28_동작상떼빌아파트,29_신대방경남아파트,30_신대방현대아파트,31_보라매공원,32_보라매역.동작세무서,33_강남중학교,34_서울지방병무청앞,35_공군호텔,36_샛강역.앙카라공원,37_진주아파트,38_시범아파트,39_원효대교북단,40_용산전자상가.전자랜드,41_용산전자상가12동,42_용산전자상가19동,43_문배동이안아파트앞,44_남영역,45_숙대입구역,46_갈월동,47_서울스퀘어앞,48_남대문시장.회현역,49_남산3호터널.서울애니메이션센터,50_북창동.남대문시장,51_숭례문(가상),52_숭례문,53_서울역버스환승센터,54_갈월동,55_갈월동4호선숙대입구,56_숙대입구,57_남영역,58_문배동이안아파트앞,59_용산전자상가17동,60_용산전자상가10동,61_용산전자상가.전자랜드,62_원효대교북단,63_시범아파트.대교아파트,64_KBS별관,65_공군호텔,66_서울지방병무청,67_보라매역.동작세무서,68_보라매공원,69_경남아너스빌아파트,70_강남성심병원.대림성모병원,71_서울영림초등학교,72_구로디지털단지역,73_문성초등학교,74_금천우체국,75_말미고개.금천소방서,76_금천구청.금천경찰서,77_시흥사거리.시흥대교,78_신촌마을,79_소하초중고등학교,80_가리대.소하3단지.소하상업지구,81_가리대사거리.소하상업지구,82_수자원공사광명가압장,83_도돌이주유소,84_소하성당,85_설월리마을,86_서면초.안서중.창의경영고,87_광명시여성회관,88_소하2동주민센터.광명동굴길입구,89_충현중학교.광휘고등학교.이원익기념관,90_기형도문학관.황용사,91_이케아.롯데아울렛.광명점,92_코스트코광명점,93_KTX광명역8번출구,94_양지사거리.체육공원,95_뒷골,96_원가학,97_장절리,98_동창골,99_사들,100_온신초등학교앞,101_노온사동차고지
2022-03-24 14:00:00,1,0,1,0,0,2,2,4,3,5,6,10,11,12,0,13,5,12,14,16,16,14,12,16,12,11,8,8,9,10,10,11,12,14,14,15,16,12,11,11,15,14,13,11,12,8,6,5,8,10,0,11,13,14,17,15,18,13,16,17,18,19,18,21,19,19,16,15,13,16,13,17,17,18,17,16,18,15,11,12,12,0,10,11,9,9,8,8,0,2,5,4,3,0,2,1,0,0,0,0,0
2022-03-24 15:00:00,1,2,0,2,0,1,7,4,7,10,7,12,14,16,17,0,9,16,20,20,24,21,19,18,21,19,15,16,15,16,16,15,15,15,20,18,15,17,17,17,17,18,12,16,12,11,10,7,7,13,8,14,17,17,18,19,18,16,18,19,17,20,20,22,19,18,20,19,19,21,21,22,21,19,18,17,18,14,14,15,14,13,12,0,12,12,7,7,6,5,3,2,0,1,0,0,1,0,0,0,0
2022-03-24 16:00:00,1,2,3,0,7,8,6,10,16,9,36,42,45,47,46,17,47,45,21,20,24,23,21,18,15,15,9,10,12,12,13,15,14,15,16,16,15,16,14,16,16,15,15,15,10,7,5,9,9,14,13,15,19,18,18,21,24,25,25,27,29,29,46,52,33,39,42,36,21,20,20,26,27,28,27,25,28,22,24,24,16,18,15,15,17,16,12,9,16,5,6,4,1,1,2,3,0,2,0,0,0
2022-03-24 17:00:00,2,3,4,3,5,7,9,15,17,20,21,25,28,31,32,16,31,38,30,31,33,33,30,31,30,30,22,13,16,16,21,19,15,14,17,14,16,17,17,17,18,25,24,16,14,13,8,5,10,14,0,18,23,24,25,29,29,29,18,22,22,28,34,49,44,45,40,37,33,30,29,44,40,37,36,36,48,36,33,28,29,38,27,37,36,23,20,13,10,15,6,4,1,0,1,2,1,1,0,1,0
2022-03-24 18:00:00,2,7,4,8,3,11,17,18,18,17,18,22,18,23,17,19,16,24,37,38,38,34,29,28,27,29,39,39,36,37,37,36,34,28,37,34,34,39,37,37,34,39,36,31,13,9,5,4,15,23,22,24,27,28,25,32,34,29,33,35,38,49,51,59,52,48,53,57,55,46,40,54,56,56,51,50,52,43,37,31,35,28,26,34,33,29,21,19,17,15,10,6,2,2,2,1,0,0,1,0,0
2022-03-24 19:00:00,1,1,2,2,3,1,2,6,12,11,12,16,17,18,0,12,17,14,15,13,18,17,21,21,29,26,17,10,19,20,16,15,13,14,11,13,16,15,38,35,34,33,31,28,13,7,2,2,7,12,0,13,18,14,19,20,21,22,23,23,24,29,37,46,34,30,30,26,23,28,29,49,46,45,41,50,54,41,36,33,33,32,30,22,21,25,16,13,10,6,5,4,1,0,0,0,0,0,0,0,0
2022-03-24 20:00:00,0,2,0,2,0,2,6,5,7,8,7,8,10,12,0,0,0,13,15,16,17,16,10,9,10,11,22,19,14,10,9,10,14,13,12,11,9,9,10,11,7,12,11,3,7,6,2,2,5,10,2,6,11,12,12,14,15,13,14,14,11,14,16,25,18,16,20,20,16,17,13,26,27,31,26,27,25,20,17,18,5,17,16,15,15,14,12,8,7,6,2,1,1,0,0,1,0,0,0,0,0
2022-03-24 21:00:00,1,0,0,0,0,2,2,4,10,11,11,11,12,13,0,0,14,12,15,15,17,17,16,15,13,12,9,10,13,10,11,10,11,11,12,9,9,8,5,6,9,8,7,7,6,3,4,4,7,8,5,8,10,10,9,11,13,16,17,16,10,15,10,25,26,26,21,19,20,18,17,24,23,25,21,24,25,20,19,18,13,12,0,0,16,14,11,7,6,5,2,1,2,0,1,0,2,0,0,0,0
2022-03-24 22:00:00,0,0,0,0,0,2,2,1,5,7,6,8,0,3,0,0,0,4,9,8,11,8,8,8,10,6,9,8,7,7,8,9,12,8,9,7,8,9,10,9,7,9,5,8,8,7,4,2,4,6,5,4,7,11,9,13,15,9,16,17,16,14,13,20,22,21,21,18,15,15,19,33,31,31,27,28,31,28,26,23,19,22,9,11,19,17,12,10,5,4,3,0,2,0,0,0,0,0,0,0,0
2022-03-24 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,4,0,0,0,0,3,4,3,2,2,4,2,3,3,3,0,2,0,3,7,5,2,2,4,0,7,8,5,9,3,8,9,0,6,3,5,10,14,15,14,13,11,12,10,6,23,20,23,22,22,26,19,19,19,18,16,0,4,14,12,9,4,3,3,2,0,1,0,0,0,0,0,0,0,0
2022-03-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 04:00:00,1,0,0,0,0,0,1,3,3,0,5,9,12,14,0,0,10,15,17,22,31,21,18,19,23,24,24,22,30,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 05:00:00,0,0,0,1,0,3,0,5,6,0,7,8,11,12,10,11,0,9,12,15,18,14,17,19,20,24,21,22,24,26,24,35,36,35,30,20,11,17,16,4,15,16,14,13,11,10,9,4,3,2,0,0,3,0,0,4,0,0,3,0,0,4,1,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 06:00:00,0,0,0,0,0,0,1,4,6,7,15,29,30,23,12,6,14,24,25,29,31,28,27,29,33,29,18,19,20,24,26,22,21,22,22,21,20,19,16,13,14,13,13,12,10,6,3,1,2,1,0,2,4,4,5,4,7,8,1,9,2,3,5,3,4,5,0,5,8,6,9,9,10,13,13,14,15,15,11,13,11,12,11,10,5,9,8,4,7,0,0,0,1,0,0,0,0,0,0,0,0
2022-03-25 07:00:00,1,3,2,2,0,3,0,8,11,13,24,39,43,48,32,49,0,51,56,59,64,49,62,61,63,58,28,34,40,51,55,50,46,45,49,42,34,26,25,23,20,15,19,18,13,10,10,4,4,4,3,4,9,8,12,16,18,20,18,17,16,24,21,17,20,21,23,19,23,23,19,19,20,22,24,29,26,24,23,24,0,13,12,12,10,9,11,11,0,1,1,2,3,0,4,1,2,0,1,0,0
2022-03-25 08:00:00,2,7,4,3,1,2,4,28,31,30,18,27,33,35,36,26,33,37,43,41,66,65,64,62,64,60,31,31,36,42,43,47,48,52,55,46,42,38,35,33,27,25,23,22,20,18,18,9,4,3,1,4,11,13,18,23,26,24,21,19,18,23,22,22,25,25,27,27,32,28,27,26,26,22,25,23,27,24,23,22,23,23,20,16,16,22,20,17,14,1,3,4,3,4,1,0,3,2,1,1,0
2022-03-25 09:00:00,1,4,1,1,2,2,1,9,12,5,15,30,35,37,35,34,33,32,32,33,35,34,45,45,47,54,23,24,27,33,34,33,35,32,39,34,23,30,24,23,16,16,12,9,8,8,7,6,2,6,2,4,13,13,16,18,21,22,20,18,15,17,15,15,13,12,15,13,16,15,16,18,18,19,18,16,21,21,20,15,16,12,15,10,14,14,13,11,0,0,0,0,0,0,0,1,3,5,0,1,0
2022-03-25 10:00:00,0,4,0,0,1,1,3,6,8,6,10,11,15,18,13,19,0,16,22,20,26,23,28,26,26,24,15,13,14,16,18,21,22,24,25,20,18,19,18,18,15,15,14,13,10,9,11,4,1,5,0,3,7,7,11,11,11,12,11,10,9,11,10,8,9,12,10,8,9,9,8,10,16,17,20,21,21,20,19,16,17,6,0,5,16,13,11,10,10,2,1,0,2,0,0,0,1,1,0,0,0
2022-03-25 11:00:00,1,2,0,1,0,3,2,6,8,7,8,15,17,19,8,20,0,20,22,23,23,21,23,23,24,23,13,15,16,23,26,24,22,21,24,21,19,22,23,19,17,17,14,13,12,9,8,3,2,4,0,6,11,10,6,11,9,13,10,11,8,9,8,12,13,14,12,10,12,22,22,29,30,27,26,25,24,25,27,23,9,24,5,0,11,11,11,14,13,0,4,1,3,0,1,1,0,0,0,0,0
2022-03-25 12:00:00,1,1,2,0,1,3,1,5,7,5,10,11,14,17,18,11,17,14,17,18,19,21,24,25,27,27,18,15,20,22,21,19,17,18,19,17,14,16,16,22,13,24,23,18,19,12,8,5,7,11,10,11,15,22,23,13,12,22,19,16,17,13,11,16,12,10,12,11,10,9,9,16,16,18,15,15,21,19,17,18,10,11,0,9,19,16,15,12,11,8,4,3,1,0,0,0,1,0,0,0,0
2022-03-25 13:00:00,0,0,1,0,4,2,5,7,12,13,12,11,12,14,0,15,13,17,19,20,22,20,21,20,18,19,11,12,10,14,15,15,16,15,14,14,13,15,16,17,10,13,12,14,10,9,8,6,7,7,0,5,8,10,8,14,15,12,13,12,10,18,11,19,17,16,13,16,14,10,12,20,20,20,19,21,22,22,17,18,17,11,8,10,12,15,14,10,9,8,6,4,2,0,1,0,1,0,0,0,0
2022-03-25 14:00:00,0,1,0,0,2,1,3,6,4,5,6,10,9,11,12,14,13,15,19,18,17,19,23,22,26,23,13,12,13,15,15,13,13,12,14,13,13,14,12,10,9,8,12,6,11,7,4,5,6,9,0,9,12,17,18,13,15,17,17,16,16,18,45,43,31,19,16,15,14,15,13,18,16,17,17,15,16,16,15,12,13,10,15,8,8,13,10,8,5,4,4,2,2,0,1,0,0,0,0,0,0
2022-03-25 15:00:00,1,3,0,4,3,1,3,4,10,10,11,12,17,21,21,9,20,21,20,21,24,21,17,17,13,16,15,14,14,16,15,16,13,14,20,15,14,16,15,15,12,13,12,13,13,10,9,6,6,10,6,12,14,16,17,20,21,23,23,24,20,22,22,26,25,23,26,27,20,27,23,33,36,31,29,28,28,24,20,15,10,0,13,0,11,10,8,7,6,5,2,2,3,2,1,3,1,0,0,0,0
2022-03-25 16:00:00,2,1,0,2,4,4,7,10,11,15,29,35,39,39,20,21,38,33,28,25,25,26,25,23,25,24,17,18,20,20,25,22,12,11,15,17,16,12,15,13,14,15,14,11,10,7,7,5,8,17,8,19,20,23,24,27,22,28,26,28,28,29,27,38,27,25,25,20,18,22,21,38,34,33,27,24,28,23,19,17,18,19,14,14,12,16,10,9,15,11,7,5,2,0,1,1,1,0,0,0,0
2022-03-25 17:00:00,4,5,5,0,8,11,12,16,18,18,19,24,22,25,26,24,28,27,28,30,32,30,32,32,32,32,22,22,24,25,24,22,21,21,24,20,24,23,25,22,22,21,20,17,11,8,4,6,11,13,12,13,17,19,20,23,22,19,23,26,29,38,33,41,41,38,35,32,33,33,31,50,43,42,39,39,39,37,32,27,29,30,10,23,28,26,20,18,17,14,7,4,1,0,0,1,0,3,0,1,0
2022-03-25 18:00:00,4,6,6,7,8,9,8,8,14,19,20,24,30,34,13,35,34,33,42,44,48,42,36,34,37,36,27,23,27,28,30,30,28,27,31,27,28,38,34,35,35,45,41,33,23,15,9,9,16,24,0,14,25,26,24,24,26,26,35,46,50,61,56,63,48,50,44,40,38,33,34,52,52,47,45,44,47,38,37,34,32,33,33,32,30,24,19,17,15,13,8,6,3,2,1,3,4,7,8,4,0
2022-03-25 19:00:00,2,2,0,4,5,1,9,11,13,14,6,15,18,22,0,16,21,18,21,23,21,20,21,22,26,25,16,15,18,13,15,12,11,10,10,11,10,11,12,10,10,11,9,9,6,5,6,6,4,11,0,14,17,24,14,25,23,22,23,17,22,22,44,48,39,38,39,38,33,27,30,53,50,49,45,45,55,45,42,36,21,42,41,19,40,36,27,20,17,16,12,8,2,0,1,0,0,0,0,0,0
2022-03-25 20:00:00,1,0,0,1,0,2,3,5,7,8,6,8,12,15,14,0,6,15,21,12,22,21,19,13,17,16,10,9,10,7,9,10,9,7,10,9,9,6,5,3,5,7,6,4,6,3,1,2,6,7,0,8,11,12,10,12,10,9,10,11,11,12,13,16,16,15,19,18,17,14,17,31,32,33,32,30,30,26,18,19,19,20,17,18,14,17,11,8,6,4,5,1,1,0,0,0,0,1,0,0,0
2022-03-25 21:00:00,0,0,0,0,0,2,1,4,7,12,11,9,12,10,0,6,10,14,19,14,18,17,18,15,13,12,13,14,11,10,13,11,9,2,2,7,8,10,8,11,9,7,8,7,3,2,3,1,2,5,0,5,8,8,9,12,11,14,8,13,13,14,16,26,19,20,17,16,15,14,12,31,23,30,28,25,24,22,21,20,19,13,4,18,15,11,4,5,4,3,1,0,2,0,1,0,0,0,0,0,0
2022-03-25 22:00:00,0,0,0,0,0,0,1,7,11,12,7,10,5,12,2,0,11,8,11,13,12,10,12,10,10,7,16,6,17,15,12,5,11,10,9,10,7,9,6,3,7,3,5,2,4,3,0,2,2,2,0,3,8,8,10,14,15,15,14,15,14,14,14,21,20,15,18,16,14,14,14,25,26,25,21,22,24,19,18,17,15,17,16,15,15,16,11,7,4,4,2,0,1,0,0,0,1,0,0,0,0
2022-03-25 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,7,7,0,5,6,3,3,5,3,0,4,4,0,5,3,0,0,1,1,6,0,1,7,7,1,7,8,8,0,9,7,9,8,13,15,16,18,15,15,11,11,24,23,24,19,26,23,14,13,12,11,16,0,15,14,10,6,6,5,2,2,1,0,0,0,0,0,0,0,0,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,0,0,0,1,1,0,0,2,3,0,6,8,9,9,0,11,12,8,0,13,16,15,14,14,17,15,15,0,19,20,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,1,0,0,1,0,0,0,2,1,0,3,7,7,9,0,0,0,5,7,6,10,9,13,16,24,17,9,10,14,18,13,12,19,20,20,14,7,13,13,6,0,5,0,12,10,8,3,6,5,0,0,4,0,0,0,1,0,0,0,5,4,5,0,0,0,6,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 06:00:00,1,2,0,0,0,2,0,2,4,0,2,7,8,12,0,0,10,11,10,11,12,12,13,12,13,14,9,10,11,11,12,12,11,12,11,10,8,9,6,6,5,4,3,5,1,4,3,0,1,0,0,1,3,5,0,4,0,1,0,5,3,3,2,4,6,4,6,5,2,5,7,10,11,12,14,11,16,13,12,5,6,11,9,3,8,7,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2022-03-26 07:00:00,0,1,0,1,1,1,0,3,5,2,7,17,21,22,10,23,22,8,25,26,28,27,28,28,14,25,9,10,9,4,10,8,11,12,9,8,10,8,8,9,4,8,7,5,4,5,2,0,1,2,0,0,2,3,0,3,5,4,2,3,0,4,3,7,4,5,8,8,9,13,4,17,10,12,13,15,18,8,14,13,14,13,8,12,11,8,7,5,8,0,0,0,1,0,0,0,0,0,0,0,0
2022-03-26 08:00:00,1,1,0,0,0,1,0,2,3,2,5,10,13,17,18,19,18,20,20,23,22,21,30,28,28,29,17,14,15,16,17,19,16,13,15,15,14,13,15,14,14,14,2,10,7,6,3,4,1,2,0,3,5,4,8,2,2,8,9,8,6,7,8,8,9,11,11,10,9,11,9,19,20,16,15,17,19,19,17,15,14,13,10,10,0,12,8,11,10,1,1,0,1,0,0,0,0,1,0,0,0
2022-03-26 09:00:00,0,1,1,3,2,2,0,5,8,0,10,17,20,19,19,20,22,23,26,24,28,26,28,26,26,27,23,15,14,15,17,15,16,17,18,16,14,15,15,16,12,13,12,11,9,8,5,2,1,2,0,2,5,5,7,7,9,8,9,7,6,8,7,12,11,13,12,10,12,14,13,13,16,18,19,18,21,19,16,16,15,14,10,15,14,6,13,12,11,0,0,0,0,0,0,0,1,0,0,0,0
2022-03-26 10:00:00,2,3,0,1,0,1,1,8,9,9,10,15,19,21,15,0,19,18,19,22,24,24,28,27,28,29,16,15,15,16,16,15,19,23,25,22,20,21,18,16,13,11,10,9,8,7,5,4,3,6,0,4,10,13,14,8,14,7,11,10,0,11,10,12,9,7,7,6,10,10,12,20,25,29,31,31,31,29,27,23,22,23,0,12,8,23,21,20,13,3,10,8,1,0,0,0,0,2,0,0,0
2022-03-26 11:00:00,1,2,0,0,2,2,2,7,8,9,11,15,20,21,15,0,18,20,26,28,33,32,30,28,31,31,21,24,26,25,28,30,33,34,31,27,25,27,18,25,25,27,15,14,10,14,10,7,4,5,0,6,6,7,10,10,11,6,12,16,18,16,16,18,17,13,13,15,15,18,16,20,21,21,23,23,31,26,23,17,16,11,0,12,13,14,7,15,16,14,8,7,5,0,1,1,0,0,0,0,0
2022-03-26 12:00:00,0,1,0,2,0,1,4,6,8,7,9,14,17,19,18,0,18,20,25,24,29,30,33,33,35,32,18,14,24,25,33,31,29,33,34,29,26,27,26,29,27,26,27,22,19,18,16,11,12,7,0,13,15,13,11,16,17,12,15,11,12,18,11,23,23,24,23,15,13,13,13,20,20,23,22,23,30,26,22,22,18,0,17,0,9,17,15,16,9,13,8,7,5,3,1,1,1,0,0,0,0
2022-03-26 13:00:00,0,2,0,1,0,0,2,5,9,11,13,20,24,30,26,9,24,29,33,35,37,26,24,25,28,28,21,20,20,23,25,24,19,19,18,16,17,17,21,21,22,23,23,21,19,17,10,5,3,7,0,13,7,18,21,17,22,23,24,25,21,28,25,22,21,20,19,22,23,24,23,28,27,29,29,31,32,33,31,25,24,25,0,0,23,20,15,14,12,12,8,4,3,0,0,2,3,0,1,0,0
2022-03-26 14:00:00,1,1,0,2,0,1,4,3,5,8,9,13,17,25,23,20,22,20,26,28,33,36,34,32,32,30,15,13,16,16,16,18,20,16,20,18,19,20,18,17,19,21,19,15,17,14,10,8,6,12,0,10,13,14,14,6,18,16,20,21,20,14,20,21,15,13,15,13,13,13,12,22,23,24,27,27,24,21,17,16,13,17,0,0,16,14,13,14,9,11,6,5,2,0,0,1,0,0,1,0,0
2022-03-26 15:00:00,0,1,0,0,4,4,1,6,8,11,10,17,16,20,19,20,21,23,25,26,29,29,27,30,28,26,17,17,18,19,19,24,24,23,22,20,18,19,16,16,15,16,17,15,11,8,4,6,11,14,0,15,17,21,13,16,16,15,14,15,19,22,21,22,23,24,24,22,20,18,17,22,21,22,22,21,23,23,20,18,17,8,17,14,16,15,15,13,9,8,7,4,2,1,1,0,1,1,0,0,0
2022-03-26 16:00:00,3,1,1,0,0,4,5,8,8,12,17,19,19,22,0,22,21,23,30,30,34,30,27,26,27,27,13,14,15,13,16,12,19,18,23,21,16,16,17,13,14,14,11,13,11,12,10,4,4,12,0,10,12,14,16,24,22,23,24,27,28,26,25,26,23,22,27,28,26,19,15,25,21,21,21,22,36,30,27,27,27,26,0,0,25,24,15,12,4,14,11,4,4,0,2,1,4,0,0,0,0
2022-03-26 17:00:00,0,2,0,0,1,2,3,5,12,10,13,17,20,20,21,12,22,27,30,30,32,29,30,30,30,27,12,9,10,13,13,17,18,19,19,15,15,16,17,16,16,18,15,14,11,8,6,6,8,8,0,9,12,13,12,15,18,13,18,21,18,20,18,23,23,23,22,23,22,21,15,31,30,30,29,29,34,25,23,24,26,25,24,25,23,19,16,11,10,0,8,2,2,1,1,0,0,0,0,0,0
2022-03-26 18:00:00,1,1,0,2,0,3,4,6,11,14,12,14,19,17,9,0,17,17,18,21,21,19,22,23,26,25,13,12,11,11,10,11,11,10,11,13,12,12,10,10,13,16,14,10,9,5,4,4,6,12,0,13,15,16,15,16,15,16,14,15,16,17,17,18,20,20,17,15,14,10,18,25,25,27,25,21,23,18,16,19,19,17,17,17,19,17,16,15,12,10,5,4,3,0,1,0,1,0,0,0,0
2022-03-26 19:00:00,0,1,0,0,0,0,1,3,5,7,9,10,7,8,0,0,0,9,14,12,15,13,15,15,18,20,12,13,15,17,11,12,11,10,8,8,8,9,7,10,12,15,12,9,9,6,2,4,5,4,0,6,6,9,8,11,11,9,8,9,11,13,11,28,27,23,24,16,13,11,12,32,36,35,30,25,24,23,23,19,20,0,14,0,16,14,9,6,6,1,4,0,1,0,1,0,0,0,0,0,0
2022-03-26 20:00:00,1,0,0,0,0,3,1,4,11,9,4,9,6,11,0,12,0,11,13,13,14,10,12,11,9,11,9,6,8,6,5,4,7,2,5,4,5,4,4,5,6,2,0,4,2,2,3,1,6,11,0,9,13,14,15,16,18,17,8,19,20,21,20,24,18,19,17,15,14,15,12,25,26,25,24,21,20,17,16,10,9,8,9,8,7,6,9,5,5,2,5,4,3,0,0,0,0,0,0,0,0
2022-03-26 21:00:00,0,0,0,0,1,0,1,4,9,14,16,16,13,14,17,0,19,17,21,20,22,19,23,20,20,19,11,3,7,5,5,8,6,7,4,4,6,4,7,6,7,2,0,2,6,0,3,0,9,7,0,7,8,8,9,14,13,13,12,13,10,9,12,24,22,20,17,16,13,13,11,21,19,20,18,19,22,19,12,15,14,17,0,0,10,13,8,5,3,2,4,3,0,1,3,0,0,0,0,0,0
2022-03-26 22:00:00,0,0,0,0,0,0,0,5,9,10,9,8,11,12,0,9,0,13,17,18,10,9,15,13,11,13,10,10,8,12,10,7,6,7,5,7,6,5,4,0,5,0,4,4,3,2,1,0,3,0,0,4,6,7,0,10,11,12,10,8,11,12,13,24,23,24,22,19,13,16,18,33,32,32,27,26,26,24,23,22,13,15,0,13,12,12,9,7,6,5,5,4,1,0,0,0,0,0,0,0,0
2022-03-26 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,6,5,4,3,4,3,4,0,4,5,5,4,3,2,0,2,3,5,2,1,0,3,3,0,4,5,6,7,7,10,11,0,12,10,9,8,11,11,9,12,13,11,9,9,19,13,20,19,19,27,24,20,18,20,16,15,0,18,11,8,6,3,0,2,1,1,0,0,0,0,0,0,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
