Unnamed: 0,1_범일운수종점,2_시흥동은행나무.은행나무시장,3_은행나무입구사거리,4_경남아파트,5_시흥초등학교.금천구보훈회관,6_동산교회앞,7_현대시장.시흥4동주민센터,8_남부여성발전센터,9_독산동정훈단지,10_독산4동주민센터,11_독산동성당앞,12_독산동쌈지공원,13_독산동남문시장,14_독산3동주민센터,15_모두의학교.금천문화예술정보학교,16_삼부르네상스.효성아파트,17_가리봉파출소,18_디지털단지오거리,19_가리봉시장,20_구로4동자치회관,21_구로시장,22_구로4동우체국.고대구로병원정문,23_고대구로병원후문,24_구로구청,25_구로고등학교,26_거리공원,27_한국SGI,28_서울미래초등학교,29_신도림역,30_서울미래초등학교,31_거리공원.구로신협본점앞,32_구로도서관.대성스카이렉스,33_영림중학교,34_구로구청,35_구로4동우체국.고대구로병원정문,36_구로시장,37_남구로역,38_가리봉시장,39_디지털단지오거리.가산파출소,40_디지털단지오거리,41_가산초등학교,42_모두의학교.금천문화예술정보학교,43_독산3동주민센터,44_독산동남문시장,45_독산동쌈지공원,46_독산동성당앞,47_독산동정훈단지,48_남부여성발전센터,49_현대시장.시흥4동주민센터,50_동산교회앞,51_시흥초등학교.금천구보훈회관,52_은행나무입구사거리,53_시흥동은행나무.은행나무시장,54_범일운수종점
2022-03-27 06:00:00,0,2,0,3,2,2,4,5,5,7,6,6,5,7,8,9,0,3,8,8,5,4,3,3,4,2,3,0,3,0,3,2,4,4,5,4,5,7,9,10,0,9,3,2,1,8,5,3,2,2,1,0,0,0
2022-03-27 07:00:00,1,2,2,3,0,3,7,9,11,6,11,8,13,9,14,12,0,6,11,9,6,7,6,5,3,4,4,4,2,1,4,2,0,3,6,6,5,6,7,6,7,5,2,5,4,1,0,5,4,0,2,1,0,0
2022-03-27 08:00:00,2,3,5,7,7,10,12,13,15,15,14,15,16,14,16,14,8,12,9,10,8,7,8,7,7,8,8,3,3,3,5,6,5,7,5,6,6,7,5,9,11,11,8,9,8,0,6,6,5,3,2,1,0,0
2022-03-27 09:00:00,4,6,6,9,8,11,16,17,21,25,25,25,26,30,27,24,22,20,15,12,13,12,3,12,10,8,7,5,4,1,2,4,5,9,9,9,12,15,10,11,12,11,11,9,9,8,8,6,5,4,2,1,0,0
2022-03-27 10:00:00,3,4,4,8,7,8,12,14,18,25,26,27,21,24,25,24,21,18,18,16,13,12,10,9,10,13,18,13,9,10,11,12,11,12,16,15,16,16,16,17,18,15,15,11,14,11,11,11,10,6,8,5,1,0
2022-03-27 11:00:00,2,7,8,10,10,15,22,22,23,24,24,26,31,32,32,29,27,24,21,17,12,9,8,7,7,7,8,7,10,9,8,10,11,10,16,19,24,25,19,25,20,21,19,18,18,18,15,12,9,9,7,4,3,1
2022-03-27 12:00:00,2,6,7,9,12,13,18,30,31,29,20,30,33,35,33,24,21,20,16,13,13,11,11,10,11,9,8,7,21,18,6,0,7,7,11,15,16,15,18,21,23,21,20,17,16,15,14,9,6,4,3,5,2,0
2022-03-27 13:00:00,4,8,12,8,6,6,15,14,16,20,17,15,17,18,20,21,18,16,17,13,11,9,10,12,13,11,11,9,11,13,11,10,8,11,14,17,17,18,20,19,19,21,15,14,12,11,14,13,8,7,3,5,3,0
2022-03-27 14:00:00,4,6,6,9,10,7,15,17,19,20,19,22,23,25,24,22,19,13,11,16,16,18,18,18,17,16,15,8,7,3,5,6,6,8,17,15,15,16,15,14,15,15,15,14,19,19,16,17,13,9,7,4,0,0
2022-03-27 15:00:00,4,9,8,10,10,5,14,13,16,16,16,13,15,19,20,20,18,15,12,10,4,13,14,13,11,9,23,20,13,10,13,11,12,14,19,23,23,25,24,25,25,23,11,20,17,14,11,12,12,11,6,5,1,0
2022-03-27 16:00:00,1,6,8,9,6,9,16,17,18,19,25,26,25,26,27,28,23,18,20,14,11,10,9,10,12,11,12,8,10,13,15,14,13,14,18,18,19,22,24,21,23,20,18,14,23,13,17,13,9,9,8,5,1,0
2022-03-27 17:00:00,2,5,0,6,4,6,9,10,13,14,12,12,14,14,13,14,14,19,20,21,15,15,12,14,14,12,13,8,14,15,14,13,13,8,17,13,22,23,21,28,24,24,24,23,21,20,15,15,10,9,6,3,4,1
2022-03-27 18:00:00,2,4,1,6,3,5,10,11,13,13,14,14,16,18,17,15,16,17,17,15,9,7,8,8,9,11,10,8,8,7,9,4,7,9,13,15,18,21,21,23,24,22,19,18,19,14,14,11,14,11,8,3,1,0
2022-03-27 19:00:00,3,4,5,5,5,5,13,17,19,10,9,19,10,18,15,14,12,11,8,8,6,8,7,5,7,6,4,4,15,11,10,10,10,12,16,15,16,17,20,23,24,25,24,22,20,19,15,16,13,11,9,7,1,0
2022-03-27 20:00:00,2,4,0,6,7,9,15,16,15,11,9,11,11,10,3,8,7,4,6,3,5,7,1,6,8,6,6,1,12,18,16,12,8,8,12,10,13,15,16,17,13,15,14,13,11,10,12,10,8,6,5,2,0,0
2022-03-27 21:00:00,1,3,0,3,2,3,4,2,8,4,0,9,10,9,10,10,5,5,9,5,5,4,3,5,6,4,0,0,13,14,14,13,9,9,9,11,12,15,10,14,11,15,14,13,12,11,9,7,5,3,2,0,2,0
2022-03-27 22:00:00,1,0,1,2,0,3,2,1,4,4,6,7,0,6,8,6,5,7,6,5,4,5,4,2,1,2,2,0,17,19,17,3,9,10,11,12,17,18,19,18,16,14,15,14,12,7,7,5,5,3,2,2,3,0
2022-03-27 23:00:00,0,3,0,7,1,8,7,6,5,4,5,4,3,3,4,5,0,5,8,8,6,6,4,4,3,3,1,2,12,7,9,15,11,9,10,9,12,15,16,12,10,12,11,10,9,8,6,6,5,4,3,2,1,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,2,6,7,11,14,18,26,28,31,32,36,42,33,42,44,43,41,36,25,20,17,15,12,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,3,4,3,5,6,10,11,15,19,22,23,26,27,30,31,31,28,25,18,15,19,18,13,12,13,14,13,9,5,3,4,0,5,7,10,11,11,9,7,7,0,8,6,0,2,7,5,4,4,3,2,3,2,0
2022-03-28 06:00:00,2,5,4,6,8,8,12,13,15,16,17,21,23,23,20,13,12,11,12,8,8,6,5,6,8,10,9,7,3,5,4,7,10,11,10,6,11,10,9,9,7,6,3,9,7,6,5,3,3,2,1,1,0,0
2022-03-28 07:00:00,7,9,11,14,19,23,30,24,30,34,36,41,43,46,44,34,33,30,23,21,16,14,13,11,9,12,18,16,8,12,15,18,19,21,22,24,30,31,30,27,27,22,20,19,19,10,9,17,11,10,11,8,5,0
2022-03-28 08:00:00,8,15,16,21,22,25,31,34,39,40,39,45,46,53,52,44,34,30,23,28,24,23,25,19,17,30,44,38,22,25,25,29,31,29,29,30,31,25,21,19,25,23,20,20,17,16,18,15,4,14,12,9,4,0
2022-03-28 09:00:00,6,12,14,11,16,17,19,18,25,27,29,32,33,35,33,29,27,22,20,20,16,12,12,11,11,15,17,13,13,12,11,10,10,15,12,14,16,16,12,11,12,9,10,14,7,6,6,6,5,8,3,7,3,0
2022-03-28 10:00:00,2,4,5,4,6,5,12,10,16,15,16,17,20,19,25,21,18,17,16,18,11,10,9,11,12,10,9,11,7,9,7,8,8,11,20,18,18,15,15,21,20,13,11,12,13,10,8,8,5,1,5,3,2,0
2022-03-28 11:00:00,1,5,6,7,8,10,10,13,11,11,14,13,15,16,15,14,13,9,11,9,7,10,9,7,9,11,14,12,8,12,13,16,14,16,17,16,19,17,18,21,22,19,17,16,18,20,15,14,12,11,9,5,1,0
2022-03-28 12:00:00,2,6,3,7,8,7,10,11,13,14,11,15,13,14,16,14,10,14,11,10,7,7,8,8,7,9,10,8,5,7,8,9,9,8,15,14,15,14,14,12,15,14,13,13,11,11,9,11,10,9,7,4,2,0
2022-03-28 13:00:00,2,3,5,4,4,9,11,12,13,15,8,16,18,18,20,19,17,19,14,13,10,11,10,9,10,7,9,8,12,11,12,11,16,14,17,18,20,20,18,18,20,20,16,14,12,10,10,6,3,4,2,3,2,0
2022-03-28 14:00:00,2,6,1,5,6,6,10,13,11,0,14,17,18,20,21,18,18,17,8,14,7,8,11,11,12,9,9,8,13,16,14,12,16,15,16,16,14,17,14,15,17,14,16,15,14,14,10,8,7,6,4,4,1,0
2022-03-28 15:00:00,4,8,9,12,13,10,11,11,15,14,14,12,13,16,15,17,16,13,11,8,7,9,11,12,15,14,11,9,14,16,17,17,17,16,18,20,22,21,26,28,32,27,31,19,30,26,19,13,9,8,6,6,3,0
2022-03-28 16:00:00,7,13,15,18,16,19,22,25,27,27,29,29,32,30,27,24,22,21,18,16,10,11,11,13,8,15,14,8,14,14,14,14,11,14,24,27,29,35,33,32,33,30,29,25,23,21,18,16,11,10,7,4,3,0
2022-03-28 17:00:00,4,5,8,11,8,12,13,14,16,18,18,19,20,21,24,25,23,21,19,14,12,12,11,8,10,9,11,10,17,20,22,21,22,23,30,32,41,43,44,45,47,40,36,30,29,27,25,19,15,14,12,7,3,0
2022-03-28 18:00:00,4,7,6,5,10,7,14,18,18,19,24,27,26,25,25,24,24,24,23,19,18,22,21,18,19,20,19,14,29,26,25,22,19,17,25,27,28,34,35,37,41,40,36,34,33,30,21,16,12,10,8,9,3,0
2022-03-28 19:00:00,4,3,0,7,8,7,13,13,14,16,15,14,15,17,18,15,13,14,14,12,10,8,8,14,15,16,16,10,19,21,14,13,13,13,18,20,23,24,27,30,30,28,28,27,24,27,22,16,13,9,8,7,3,0
2022-03-28 20:00:00,1,3,3,4,4,3,5,7,6,8,6,8,11,12,12,9,4,11,11,9,9,7,6,5,4,3,3,1,14,15,14,13,12,13,18,19,22,22,22,21,24,25,24,21,19,18,15,12,10,11,10,6,4,0
2022-03-28 21:00:00,1,4,0,5,4,2,4,4,5,7,8,6,0,9,9,8,6,7,7,8,7,5,5,4,4,3,7,1,13,18,17,10,9,11,15,16,22,23,24,24,24,25,24,21,20,19,15,13,8,7,7,5,2,0
2022-03-28 22:00:00,0,1,1,0,0,0,2,3,4,5,5,6,7,7,5,3,1,6,6,3,2,1,2,2,4,3,2,6,14,8,12,13,12,14,17,15,16,19,22,22,22,23,21,19,18,17,12,11,8,6,3,5,1,0
2022-03-28 23:00:00,0,1,0,5,6,2,5,5,7,0,6,7,8,7,6,7,0,9,8,5,5,5,4,4,4,4,0,1,9,13,11,11,9,9,11,11,11,12,13,13,13,14,11,11,11,9,8,7,6,4,3,3,2,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,1,4,5,7,11,16,23,27,32,33,36,42,44,45,48,45,46,41,36,28,24,18,15,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,5,6,4,6,7,12,14,18,20,22,27,32,35,35,32,33,29,23,25,20,17,14,10,11,13,8,12,6,9,9,6,6,5,6,7,8,9,8,7,7,6,8,8,5,3,4,3,2,3,0,2,1,0,0
2022-03-29 06:00:00,3,6,7,7,8,10,15,16,12,13,12,15,16,21,18,13,10,9,11,10,6,6,8,6,9,10,13,12,5,3,6,6,7,8,6,6,7,6,7,6,8,7,4,4,6,5,5,6,7,5,6,3,1,0
2022-03-29 07:00:00,3,5,6,10,14,18,22,26,35,37,36,38,43,46,43,39,34,29,26,24,19,16,14,12,12,13,22,21,8,12,13,17,18,17,14,13,16,17,16,16,18,16,19,18,20,22,21,21,24,17,22,18,15,0
2022-03-29 08:00:00,6,12,13,21,22,23,25,28,33,34,38,41,43,41,40,34,29,25,25,29,28,30,27,17,16,19,37,30,21,21,16,16,16,18,19,18,25,25,20,18,24,18,19,21,23,22,16,15,16,12,11,9,4,0
2022-03-29 09:00:00,3,7,10,10,13,11,15,19,22,23,26,30,31,33,32,25,20,17,19,17,13,12,11,9,9,10,14,13,9,13,15,18,16,14,12,13,11,9,9,10,11,9,10,10,11,13,12,13,9,7,5,2,3,0
2022-03-29 10:00:00,3,7,4,8,11,13,14,13,16,21,23,24,21,25,25,23,21,20,21,17,14,13,7,14,10,8,7,4,9,10,11,12,12,10,16,16,14,13,10,15,15,11,12,9,8,10,10,8,6,5,3,4,1,0
2022-03-29 11:00:00,2,3,5,5,6,7,9,11,16,17,0,18,19,23,22,16,11,13,12,10,6,9,10,10,6,9,9,8,12,13,14,14,16,15,12,14,16,18,19,21,22,19,8,8,17,18,12,9,6,2,4,3,1,0
2022-03-29 12:00:00,2,3,2,4,4,4,8,11,11,11,11,12,14,16,16,14,14,14,14,11,7,7,8,7,6,5,6,5,7,8,7,4,6,6,11,12,14,12,15,14,18,14,12,10,13,12,12,10,8,6,5,3,1,0
2022-03-29 13:00:00,3,3,6,7,10,11,13,16,20,5,22,24,13,25,25,24,22,18,17,14,10,11,11,9,8,10,9,8,6,7,12,13,12,11,15,12,15,15,15,20,18,16,16,15,17,16,16,8,6,0,4,3,1,0
2022-03-29 14:00:00,2,3,4,0,0,6,12,10,11,15,15,15,16,18,19,17,15,14,11,9,7,8,9,9,12,11,10,9,13,10,11,15,13,14,12,13,9,15,17,17,18,11,8,10,9,13,10,7,7,4,6,5,2,0
2022-03-29 15:00:00,4,9,8,10,13,13,17,16,14,14,14,17,16,17,20,19,18,16,16,14,12,11,9,8,7,5,8,5,15,19,13,15,16,18,21,22,20,18,18,24,23,24,22,21,22,17,17,11,8,8,7,4,2,0
2022-03-29 16:00:00,4,7,5,8,9,7,12,13,11,15,1,16,16,16,20,18,19,7,9,8,8,11,12,12,15,14,13,12,14,14,17,15,15,16,26,26,31,30,29,31,30,29,21,25,22,23,22,18,15,13,14,14,3,0
2022-03-29 17:00:00,2,5,6,7,10,9,17,19,23,24,17,24,26,27,27,25,25,24,20,18,15,12,13,15,14,13,13,9,14,16,18,18,18,22,28,32,30,34,35,36,39,38,30,30,27,25,19,16,12,11,9,7,5,0
2022-03-29 18:00:00,3,8,9,12,10,11,11,12,13,14,16,15,15,15,17,19,19,24,27,24,21,18,20,19,20,21,20,16,24,23,28,31,24,29,30,29,40,47,50,52,53,47,43,39,35,33,29,22,16,14,10,8,3,0
2022-03-29 19:00:00,2,4,6,10,14,12,11,9,14,15,16,18,20,22,24,17,11,17,17,14,14,13,11,10,8,9,8,5,19,17,14,13,10,13,16,14,20,22,31,34,36,31,32,31,30,26,24,19,13,14,11,8,3,0
2022-03-29 20:00:00,4,5,0,5,6,6,8,9,5,4,8,9,11,10,10,9,8,8,15,17,10,9,7,7,7,6,10,6,12,17,13,12,12,14,13,14,17,20,22,31,34,31,27,18,25,23,11,10,9,8,7,6,2,0
2022-03-29 21:00:00,2,4,4,7,0,4,5,7,8,9,10,11,12,11,10,9,3,12,14,12,11,10,8,8,10,9,7,5,14,13,13,15,8,8,12,15,19,20,22,27,29,25,12,23,21,19,13,10,8,7,6,3,1,0
2022-03-29 22:00:00,2,3,2,5,4,5,3,6,6,6,5,6,4,7,6,5,0,8,7,4,4,5,1,4,3,2,3,1,21,21,15,14,13,10,10,13,15,19,19,21,13,19,18,17,14,12,11,10,7,6,5,4,1,0
2022-03-29 23:00:00,0,2,0,4,0,2,5,2,3,3,4,5,4,0,3,3,2,5,8,2,6,7,4,2,0,3,2,1,14,15,13,14,10,12,14,17,16,17,17,16,17,14,15,13,12,10,9,7,5,5,4,3,1,0
2022-03-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 04:00:00,2,4,6,10,16,20,26,27,32,33,38,44,47,52,51,49,46,40,30,23,19,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 05:00:00,4,6,2,6,8,12,15,13,17,18,19,23,26,28,31,26,22,18,22,28,27,28,24,25,26,28,28,27,2,3,2,2,3,3,8,11,15,14,13,9,0,8,6,0,4,1,4,4,0,4,5,3,2,0
2022-03-30 06:00:00,4,6,7,8,11,13,17,17,17,16,19,24,27,30,29,24,22,18,17,13,11,8,8,7,9,11,12,9,3,3,4,4,5,6,6,0,5,6,5,4,6,7,4,8,3,5,6,5,5,3,1,1,0,0
2022-03-30 07:00:00,4,7,8,13,16,18,24,32,36,38,34,41,47,47,46,40,37,35,29,29,30,25,26,20,13,18,21,18,17,10,13,16,16,15,15,17,22,20,14,20,17,19,19,16,14,19,17,19,15,18,16,12,11,0
2022-03-30 08:00:00,6,15,23,25,28,35,40,37,35,39,42,46,47,49,48,47,37,30,26,25,24,20,17,18,14,24,31,27,16,19,24,23,21,29,26,27,29,26,23,24,23,20,18,17,16,12,11,9,10,5,6,6,5,0
2022-03-30 09:00:00,3,7,8,10,11,15,22,19,23,25,25,29,33,35,32,29,26,22,16,14,13,11,10,12,13,12,12,10,5,6,7,8,10,11,13,12,12,11,11,12,10,11,11,9,12,12,11,8,7,3,6,2,0,0
2022-03-30 10:00:00,3,6,7,10,8,12,14,13,14,18,19,24,27,27,26,24,20,20,21,22,14,10,9,10,11,11,13,10,7,8,10,11,14,13,25,25,23,23,11,23,13,12,14,12,11,11,11,9,7,6,5,3,2,0
2022-03-30 11:00:00,4,5,5,6,8,8,9,11,12,15,12,15,16,15,16,14,14,15,13,11,6,9,10,11,10,10,10,8,7,9,8,8,10,12,16,17,18,18,16,17,18,21,19,19,20,17,15,13,9,8,5,4,1,0
2022-03-30 12:00:00,2,4,7,5,6,10,12,14,16,15,19,14,20,16,17,15,17,12,12,9,7,9,7,7,6,6,8,6,7,9,9,12,11,12,17,18,18,18,13,12,18,17,11,13,10,12,13,11,8,5,5,2,0,0
2022-03-30 13:00:00,6,11,15,9,16,15,16,16,16,17,16,18,16,19,16,17,16,16,17,17,15,12,9,10,8,5,5,4,11,15,13,14,13,15,13,13,10,13,19,19,15,17,17,19,20,18,14,10,8,6,5,5,1,0
2022-03-30 14:00:00,3,6,7,8,10,10,11,12,12,11,12,13,13,13,12,11,10,10,10,13,13,13,11,8,10,11,11,9,8,10,11,10,9,12,16,19,19,17,20,22,25,25,23,23,22,19,21,18,13,12,9,9,6,0
2022-03-30 15:00:00,3,5,5,6,7,7,10,9,12,13,10,15,16,15,15,16,13,15,13,11,8,11,12,12,13,11,11,10,13,16,15,13,13,17,14,13,16,19,24,24,19,22,18,18,23,17,14,12,11,9,6,5,3,0
2022-03-30 16:00:00,4,9,7,11,5,10,16,13,17,19,10,20,20,20,20,19,19,19,23,20,16,9,9,10,12,9,13,12,18,20,21,21,17,19,20,21,25,29,29,30,32,30,28,25,23,25,18,14,14,12,10,8,3,0
2022-03-30 17:00:00,7,9,10,8,0,7,13,13,15,16,17,18,17,18,19,21,16,21,16,14,13,15,16,16,18,19,19,11,21,22,22,20,19,28,33,36,38,28,34,37,36,33,32,30,28,25,19,17,15,13,12,9,4,0
2022-03-30 18:00:00,5,11,10,10,11,12,14,15,14,15,15,18,14,14,20,16,16,16,18,16,14,15,16,17,17,15,13,11,24,22,18,17,16,19,27,28,28,45,46,44,42,35,31,30,29,28,26,21,12,11,8,5,2,0
2022-03-30 19:00:00,2,6,7,8,2,5,10,12,13,14,16,18,22,18,24,19,19,17,16,13,11,8,12,10,12,9,11,10,15,18,15,14,8,8,14,16,17,18,22,26,26,30,22,27,25,28,26,20,19,18,16,13,5,0
2022-03-30 20:00:00,1,3,4,5,3,6,8,8,8,8,9,10,13,11,9,10,0,9,9,9,7,7,6,7,7,5,4,4,12,11,9,8,9,11,15,16,18,22,24,22,24,28,24,16,22,23,20,15,12,11,10,3,2,0
2022-03-30 21:00:00,1,2,4,5,3,3,5,5,6,7,6,8,11,9,10,8,7,6,4,6,5,5,7,7,8,3,4,3,12,14,13,11,12,11,12,14,16,17,13,18,17,18,17,16,16,14,12,9,8,5,4,8,4,0
2022-03-30 22:00:00,1,1,2,3,3,2,4,5,4,3,4,0,5,5,3,6,5,7,8,1,2,9,7,7,5,6,4,4,12,16,10,10,9,11,13,11,13,15,17,19,20,12,18,15,16,17,11,7,5,4,3,3,1,0
2022-03-30 23:00:00,0,2,0,5,0,0,4,3,4,2,1,2,2,3,2,3,3,4,0,4,5,7,7,3,3,2,4,2,12,13,11,8,10,7,11,13,12,13,16,13,11,15,14,13,11,9,6,7,6,5,3,2,1,0
2022-03-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 04:00:00,1,6,5,8,13,17,24,27,32,33,40,46,49,54,56,52,48,41,30,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 05:00:00,3,4,1,6,4,8,12,16,18,20,21,25,31,34,33,30,26,20,24,23,20,20,15,17,11,11,16,10,6,3,3,0,3,4,10,12,11,10,3,9,10,11,10,11,10,8,6,0,4,3,0,0,0,0
2022-03-31 06:00:00,1,3,5,7,10,12,13,12,13,9,15,17,19,21,21,18,17,14,13,9,8,7,6,7,7,12,14,13,3,2,4,5,7,4,6,9,9,8,8,7,8,8,7,6,6,8,6,6,4,5,4,3,1,0
2022-03-31 07:00:00,5,9,10,14,19,21,26,31,34,33,35,40,44,46,45,32,29,29,25,23,22,19,21,17,19,20,24,20,7,9,9,9,10,12,12,10,16,16,15,15,16,18,17,16,14,14,17,16,16,15,11,8,6,0
2022-03-31 08:00:00,6,16,19,24,24,28,37,38,40,40,42,44,45,49,48,41,37,29,24,27,23,18,20,17,15,17,27,23,19,20,15,17,17,21,25,28,29,29,26,21,20,17,16,17,17,14,11,10,8,8,6,5,4,1
2022-03-31 09:00:00,4,7,8,10,14,15,18,19,21,24,27,26,29,31,31,26,21,18,17,20,17,10,10,9,11,11,11,21,9,9,9,10,11,15,15,17,22,16,13,14,14,13,12,10,8,9,8,9,7,8,7,3,1,0
2022-03-31 10:00:00,1,3,5,4,5,6,10,14,15,19,20,22,26,19,25,21,22,20,16,11,12,11,11,11,10,6,9,9,9,12,14,6,10,13,16,15,15,14,11,11,11,12,10,12,13,14,13,9,6,6,1,5,1,0
2022-03-31 11:00:00,1,5,6,9,3,10,16,17,18,23,24,25,23,19,18,17,16,17,16,12,9,8,8,8,9,7,8,6,10,9,9,10,8,9,16,0,19,20,21,22,23,16,17,15,10,11,7,6,7,6,4,2,0,0
2022-03-31 12:00:00,2,6,4,5,8,9,13,12,14,15,15,16,18,19,18,17,12,14,12,11,9,10,10,10,10,10,12,10,8,9,10,10,9,10,16,18,18,15,14,14,15,15,14,12,14,12,9,9,6,7,6,2,2,0
2022-03-31 13:00:00,2,8,5,9,5,10,13,12,10,9,13,14,13,13,14,13,13,12,14,12,9,7,6,6,6,7,6,5,7,8,12,13,13,14,13,16,17,15,14,15,14,15,14,13,15,14,15,12,9,8,7,6,2,0
2022-03-31 14:00:00,3,7,11,6,10,8,14,16,22,24,16,23,24,26,28,28,27,24,21,15,14,11,12,14,12,11,10,7,7,10,9,11,10,10,10,9,12,13,14,15,18,18,15,14,11,13,13,11,12,3,8,5,1,0
2022-03-31 15:00:00,3,6,8,9,10,9,15,16,18,13,21,16,21,23,25,19,20,15,19,17,14,20,19,20,22,16,12,10,9,10,9,10,17,17,22,24,28,25,27,28,29,28,29,26,26,26,28,23,24,22,17,8,3,0
2022-03-31 16:00:00,9,14,7,8,16,19,20,20,12,21,22,23,22,20,20,20,18,16,23,21,12,11,10,11,11,11,13,10,16,17,20,17,14,16,21,22,27,27,25,32,33,31,27,26,25,22,19,15,13,12,11,7,3,0
2022-03-31 17:00:00,4,9,10,7,8,11,20,26,28,15,18,30,31,32,32,28,25,20,15,20,16,18,20,17,19,18,19,14,26,27,23,27,25,26,20,21,28,36,38,37,40,40,37,30,29,28,21,20,15,14,9,6,4,0
2022-03-31 18:00:00,3,5,0,8,11,11,18,17,17,18,17,18,18,17,18,18,21,23,21,18,13,14,13,12,18,18,18,14,24,25,17,16,20,24,38,39,43,46,54,58,56,53,50,44,37,34,27,21,18,14,7,11,7,0
2022-03-31 19:00:00,2,5,4,5,7,5,11,13,13,7,12,10,10,11,13,14,13,14,16,17,14,17,14,12,13,12,10,9,19,16,16,14,12,14,18,17,22,22,24,26,26,27,24,25,24,25,27,22,16,13,10,9,3,0
