Unnamed: 0,1_범일운수종점,2_시흥동은행나무.은행나무시장,3_은행나무입구사거리,4_경남아파트,5_시흥초등학교.금천구보훈회관,6_동산교회앞,7_현대시장.시흥4동주민센터,8_남부여성발전센터,9_독산동정훈단지,10_독산4동주민센터,11_독산동성당앞,12_독산동쌈지공원,13_독산동남문시장,14_독산3동주민센터,15_모두의학교.금천문화예술정보학교,16_삼부르네상스.효성아파트,17_가리봉파출소,18_디지털단지오거리,19_가리봉시장,20_구로4동자치회관,21_구로시장,22_구로4동우체국.고대구로병원정문,23_고대구로병원후문,24_구로구청,25_구로고등학교,26_거리공원,27_한국SGI,28_서울미래초등학교,29_신도림역,30_서울미래초등학교,31_거리공원.구로신협본점앞,32_구로도서관.대성스카이렉스,33_영림중학교,34_구로구청,35_구로4동우체국.고대구로병원정문,36_구로시장,37_남구로역,38_가리봉시장,39_디지털단지오거리.가산파출소,40_디지털단지오거리,41_가산초등학교,42_모두의학교.금천문화예술정보학교,43_독산3동주민센터,44_독산동남문시장,45_독산동쌈지공원,46_독산동성당앞,47_독산동정훈단지,48_남부여성발전센터,49_현대시장.시흥4동주민센터,50_동산교회앞,51_시흥초등학교.금천구보훈회관,52_은행나무입구사거리,53_시흥동은행나무.은행나무시장,54_범일운수종점
2022-03-22 16:00:00,15,22,11,23,26,24,24,25,26,26,25,12,24,25,27,23,25,26,29,14,9,11,10,10,9,14,13,7,22,20,21,22,22,21,29,30,33,30,28,31,31,28,28,27,25,25,18,13,10,9,6,5,3,0
2022-03-22 17:00:00,4,10,12,14,3,13,15,15,14,12,13,17,16,21,25,25,24,21,24,15,20,19,18,19,18,16,17,12,17,18,18,17,17,20,26,28,35,38,37,36,37,35,34,32,32,31,30,27,20,15,13,11,5,0
2022-03-22 18:00:00,4,5,5,6,7,6,10,12,15,16,18,19,20,18,17,17,17,17,17,16,15,18,17,17,18,16,20,17,22,27,21,21,19,30,38,35,37,40,41,44,44,43,43,43,39,38,34,26,17,12,12,7,5,0
2022-03-22 19:00:00,1,3,4,6,4,7,7,12,13,16,15,17,21,23,22,19,18,16,17,11,10,9,8,8,10,6,10,6,24,19,13,12,12,12,17,18,22,23,25,25,25,31,30,29,31,29,25,24,15,14,11,7,2,0
2022-03-22 20:00:00,3,2,0,6,0,5,8,6,6,8,9,7,9,12,13,9,8,7,7,6,5,6,5,5,5,4,3,2,25,26,20,17,12,14,14,15,16,19,20,25,27,24,23,22,20,19,16,11,9,8,7,4,3,0
2022-03-22 21:00:00,2,6,0,4,0,5,3,4,6,7,6,5,7,6,6,8,6,6,6,5,4,4,5,4,4,5,6,3,14,15,8,13,10,8,12,13,19,16,16,16,17,21,19,20,17,12,11,9,6,6,4,5,3,0
2022-03-22 22:00:00,1,3,4,5,0,0,4,5,3,7,4,7,6,8,7,5,1,5,7,3,5,4,3,4,6,4,5,2,14,17,19,16,13,14,14,12,14,16,18,18,19,17,11,16,13,12,13,10,6,4,6,4,2,0
2022-03-22 23:00:00,0,1,0,1,2,0,1,0,4,0,4,2,0,0,3,3,2,1,2,3,4,3,1,2,1,2,1,0,14,16,13,14,11,10,11,12,14,16,17,18,18,17,14,7,13,15,12,9,6,3,5,3,2,0
2022-03-23 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 04:00:00,2,5,6,10,13,16,20,25,35,37,39,42,43,48,51,47,45,36,31,26,23,21,16,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 05:00:00,6,7,3,8,9,10,12,15,17,18,20,23,26,51,54,46,44,37,20,11,12,14,9,8,9,12,13,12,3,2,6,5,7,10,12,12,8,6,7,5,0,7,3,7,6,5,5,7,5,5,6,0,3,0
2022-03-23 06:00:00,2,2,3,5,6,8,8,10,15,16,17,21,25,22,24,15,13,13,12,9,10,8,8,9,10,10,14,13,3,2,4,3,5,5,5,7,11,12,5,11,9,7,6,7,6,5,6,5,4,3,2,3,1,0
2022-03-23 07:00:00,9,8,9,12,14,17,21,31,38,42,36,44,49,50,48,38,33,31,22,20,23,18,10,17,15,20,18,15,6,9,6,8,13,13,14,16,22,23,23,25,23,22,22,20,20,18,16,14,12,10,11,6,5,0
2022-03-23 08:00:00,7,14,16,21,25,27,33,37,42,42,42,45,45,51,49,45,42,33,27,26,21,21,19,16,17,19,45,40,19,23,22,22,20,21,26,31,38,33,27,20,21,19,19,19,17,16,13,14,7,9,8,6,5,0
2022-03-23 09:00:00,4,9,10,11,13,14,18,22,27,25,27,29,32,31,34,30,25,22,21,22,21,17,18,17,18,16,17,14,8,10,10,11,13,12,14,14,15,16,15,17,17,19,18,18,15,17,15,10,8,10,2,9,2,0
2022-03-23 10:00:00,3,4,3,4,6,8,11,13,15,16,18,19,15,18,25,21,19,17,16,14,11,9,8,9,8,11,15,13,11,12,13,9,11,10,16,17,18,20,20,19,18,13,9,14,14,13,10,8,7,1,7,4,1,0
2022-03-23 11:00:00,2,4,5,5,6,7,10,14,15,12,16,17,19,20,19,16,14,11,12,12,8,8,7,6,7,9,7,5,6,4,5,6,7,11,15,9,16,17,17,18,22,20,18,17,15,12,10,8,8,6,5,3,0,0
2022-03-23 12:00:00,3,5,6,6,7,8,9,10,11,9,11,15,16,18,20,17,16,14,14,14,8,9,10,10,12,5,9,8,8,7,8,10,11,9,16,15,15,16,17,17,17,16,17,16,15,16,14,12,6,0,4,4,1,0
2022-03-23 13:00:00,5,6,2,7,6,8,11,13,16,16,9,17,18,17,17,15,13,13,14,12,10,9,8,7,10,10,10,8,10,13,12,15,14,11,13,10,11,12,12,13,15,14,11,13,12,11,10,8,9,10,12,6,2,0
2022-03-23 14:00:00,2,4,6,8,10,11,11,10,11,13,11,12,14,17,12,16,15,16,10,8,6,9,10,8,8,6,6,4,10,9,12,13,11,12,19,18,20,17,19,22,19,19,16,16,15,14,14,12,7,5,1,3,2,0
2022-03-23 15:00:00,5,7,9,6,7,11,14,11,14,13,16,17,14,15,20,19,17,18,16,15,11,13,5,12,11,8,15,11,18,21,15,15,23,25,25,20,18,20,22,19,21,21,20,17,16,17,15,14,11,9,5,8,3,0
2022-03-23 16:00:00,9,10,15,6,18,20,22,21,20,22,20,19,20,22,23,21,19,20,18,12,10,10,10,9,9,5,20,18,23,22,17,15,16,17,23,20,21,23,25,30,31,27,28,25,26,27,27,21,19,17,14,6,3,0
2022-03-23 17:00:00,2,5,6,6,5,7,8,12,11,12,13,13,16,18,21,19,14,17,16,18,13,13,14,16,17,14,16,13,19,19,17,17,17,22,36,37,47,52,52,54,54,44,41,39,38,33,24,17,14,5,11,8,4,0
2022-03-23 18:00:00,4,5,0,7,8,7,8,11,13,15,16,15,14,15,18,17,16,21,19,16,14,14,16,15,15,11,12,9,32,32,23,22,18,25,29,27,36,29,38,39,39,41,35,35,33,29,25,21,17,15,14,8,5,0
2022-03-23 19:00:00,2,5,3,6,7,6,9,9,13,11,13,14,17,18,21,16,16,17,15,15,11,11,0,7,10,7,8,7,21,21,17,14,8,9,16,17,19,21,21,24,26,32,31,31,35,31,31,24,17,13,12,9,5,0
2022-03-23 20:00:00,0,2,1,3,0,3,4,6,7,7,6,8,11,10,9,8,10,15,12,9,9,8,7,5,7,6,5,3,15,16,14,11,9,10,12,12,16,17,19,19,22,22,20,16,17,23,16,11,10,8,3,4,0,0
2022-03-23 21:00:00,1,4,3,3,5,2,4,7,8,6,9,8,9,8,10,9,5,9,9,10,8,7,6,5,4,3,2,1,16,10,13,8,7,8,15,8,18,20,21,23,13,18,18,16,15,14,11,10,6,7,6,3,1,0
2022-03-23 22:00:00,3,2,1,4,3,5,4,5,7,9,4,5,7,6,5,6,5,8,6,4,5,6,4,4,6,5,1,1,9,13,13,9,10,11,9,10,10,12,14,15,17,17,15,11,14,15,14,8,8,5,7,5,2,0
2022-03-23 23:00:00,1,3,1,5,0,0,5,2,5,6,1,6,1,5,7,5,3,2,4,3,2,4,3,4,3,1,1,1,16,17,17,12,9,9,12,17,16,17,20,21,20,17,16,11,14,11,13,5,6,3,4,1,1,0
2022-03-24 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 04:00:00,2,6,7,9,16,18,23,26,33,35,38,40,43,46,48,44,41,35,26,20,14,16,13,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 05:00:00,3,6,5,6,8,10,14,16,19,20,21,24,26,28,34,30,27,22,19,19,16,18,15,14,14,17,19,17,6,3,7,9,10,13,15,0,11,5,4,5,0,9,3,8,0,5,3,4,3,5,4,3,2,1
2022-03-24 06:00:00,3,5,4,4,8,9,13,14,15,12,18,17,21,22,20,14,16,9,11,13,5,11,10,7,8,11,14,13,2,3,4,6,8,4,9,5,12,5,12,12,12,11,4,8,3,6,2,4,1,1,2,1,0,0
2022-03-24 07:00:00,5,8,7,11,14,17,22,27,34,36,37,45,51,46,44,41,36,34,33,14,12,9,6,9,10,12,17,15,7,11,13,15,17,18,17,20,25,25,22,18,13,15,16,13,17,17,21,20,22,23,22,8,5,0
2022-03-24 08:00:00,5,14,19,25,28,32,35,40,43,45,44,50,50,48,51,46,43,37,29,28,26,20,16,13,14,27,44,39,15,21,21,22,23,21,22,23,27,25,22,21,23,21,22,19,18,17,14,12,13,9,7,5,2,0
2022-03-24 09:00:00,1,6,8,10,9,13,17,17,20,21,24,25,27,29,28,24,21,19,16,15,12,8,10,10,9,9,12,9,9,10,9,11,17,18,19,21,20,17,14,14,14,13,12,12,12,10,9,6,6,9,8,3,1,0
2022-03-24 10:00:00,3,5,6,8,14,14,16,16,17,18,20,22,24,25,25,20,16,16,16,14,13,12,8,12,10,9,8,8,4,6,10,11,10,9,10,11,14,16,12,12,14,10,11,10,8,9,8,6,5,4,0,2,1,0
2022-03-24 11:00:00,2,8,8,7,7,8,9,10,13,11,0,15,16,15,14,15,15,13,9,9,9,10,8,8,9,8,6,6,8,9,10,8,11,9,15,14,16,8,10,18,18,15,14,15,17,9,16,12,9,8,6,6,2,0
2022-03-24 12:00:00,4,9,5,6,10,8,12,12,14,15,13,15,17,14,18,16,13,13,12,12,11,10,7,8,10,10,10,7,7,8,12,11,10,11,15,17,14,14,15,14,16,11,14,11,16,15,14,13,10,7,6,5,2,0
2022-03-24 13:00:00,3,6,3,7,8,9,11,11,13,15,10,16,18,12,20,16,15,15,17,18,17,12,9,8,8,8,9,6,14,4,12,11,10,6,12,9,9,13,16,12,15,8,15,14,12,11,11,9,4,3,1,3,1,0
2022-03-24 14:00:00,1,5,0,7,10,8,10,9,12,13,12,11,13,15,17,15,15,13,13,12,9,11,7,11,12,10,7,5,7,8,7,8,8,9,17,19,19,17,16,14,17,18,13,12,16,15,18,14,11,6,5,3,2,0
2022-03-24 15:00:00,2,7,4,2,5,6,7,9,11,6,10,12,13,13,14,10,11,11,8,9,5,8,10,12,14,12,11,9,12,13,10,16,14,12,21,22,21,20,17,21,19,21,22,20,20,18,11,14,10,11,11,6,2,0
2022-03-24 16:00:00,15,19,13,20,19,19,19,19,20,19,18,18,16,19,18,22,23,23,16,17,14,14,14,12,12,12,15,7,16,16,16,15,24,27,29,26,29,30,30,34,36,34,32,30,28,24,22,20,16,15,11,8,3,0
2022-03-24 17:00:00,2,9,11,12,13,13,14,13,15,16,14,20,18,23,21,20,21,21,18,15,14,11,14,19,23,24,25,13,22,26,28,27,25,29,32,32,35,40,40,41,40,41,35,33,32,27,27,19,18,15,11,10,3,0
2022-03-24 18:00:00,4,10,4,11,6,13,17,19,17,17,16,18,21,20,20,21,22,28,24,22,21,23,23,23,28,25,20,16,22,24,21,21,19,23,25,26,26,30,36,38,42,40,40,39,36,36,29,25,23,20,18,9,5,0
2022-03-24 19:00:00,0,5,6,7,8,5,10,13,13,12,13,12,8,9,14,13,12,12,15,11,10,8,9,8,8,6,9,7,27,34,29,18,16,17,23,24,28,27,33,35,30,35,33,29,27,25,26,19,19,18,16,14,3,0
2022-03-24 20:00:00,2,4,7,6,5,5,9,7,6,8,10,9,10,9,8,9,7,10,11,9,5,5,7,7,6,7,7,5,18,17,13,13,11,13,12,9,14,17,19,21,22,19,18,18,17,16,14,9,6,5,0,3,2,0
2022-03-24 21:00:00,1,2,1,0,0,2,5,8,10,3,10,9,10,6,9,8,7,7,6,8,7,6,4,6,5,4,6,2,9,8,9,7,5,11,15,10,16,20,17,20,20,23,22,21,18,13,11,8,8,5,4,7,1,0
2022-03-24 22:00:00,3,4,2,3,3,4,3,4,5,6,3,5,6,6,5,4,0,7,5,6,4,5,5,1,4,4,3,4,12,14,14,12,13,12,13,14,14,11,16,16,13,15,17,15,16,14,11,9,6,5,2,1,3,0
2022-03-24 23:00:00,1,1,2,3,0,1,2,4,5,3,5,4,0,6,2,6,7,6,6,5,5,6,8,3,2,3,3,4,24,26,25,23,21,17,17,17,19,21,24,10,25,23,22,18,15,11,9,4,7,3,5,3,1,0
2022-03-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 04:00:00,2,5,6,9,11,14,20,23,29,30,35,40,43,46,47,44,42,35,27,24,15,16,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 05:00:00,4,4,5,6,8,10,13,18,21,21,32,35,35,40,45,44,42,33,18,26,24,16,14,14,14,13,12,11,4,4,9,10,11,12,17,17,12,10,11,13,0,18,16,0,13,12,8,5,3,0,0,0,0,0
2022-03-25 06:00:00,2,3,3,4,6,6,8,9,11,13,14,17,20,20,21,16,14,15,13,12,11,7,10,10,6,10,11,0,3,4,5,5,4,8,11,12,13,12,13,13,14,15,14,4,13,14,12,10,5,4,8,3,1,0
2022-03-25 07:00:00,5,6,8,12,15,19,25,29,31,36,37,42,44,45,46,39,35,28,20,14,16,11,9,9,10,11,10,9,10,14,17,18,19,17,13,15,20,19,18,17,16,15,13,11,10,12,13,13,11,12,11,8,6,0
2022-03-25 08:00:00,6,11,15,18,21,25,29,29,33,35,36,39,41,47,48,37,32,26,22,29,29,29,26,19,18,22,39,35,19,19,16,17,21,22,23,22,26,25,22,24,22,29,26,23,18,14,15,14,8,12,8,7,5,0
2022-03-25 09:00:00,6,8,12,15,17,19,25,27,27,27,26,27,30,31,29,28,22,18,17,20,16,12,9,10,13,15,14,12,12,14,14,15,13,16,13,16,19,19,16,20,21,18,16,13,6,11,8,8,5,0,0,1,0,0
2022-03-25 10:00:00,2,6,7,6,7,11,13,13,13,19,20,20,18,22,23,21,21,18,14,10,11,10,8,9,11,10,13,9,9,12,12,11,10,12,13,12,13,16,16,15,14,13,10,10,9,9,8,5,4,0,3,1,0,0
2022-03-25 11:00:00,1,5,0,9,11,9,9,10,10,10,8,12,13,14,14,11,11,12,10,11,9,10,8,9,12,13,13,8,9,12,14,16,15,16,15,13,13,12,13,14,13,15,11,13,13,11,10,8,7,6,5,4,0,0
2022-03-25 12:00:00,2,4,5,7,8,8,16,19,24,23,22,23,27,27,24,22,14,19,16,14,10,16,15,18,16,15,11,9,11,13,16,15,14,8,12,14,16,16,18,14,13,15,13,12,11,9,10,8,6,5,3,3,0,0
2022-03-25 13:00:00,2,5,6,5,6,6,9,10,12,15,11,18,17,16,18,17,18,16,15,13,13,10,8,8,9,9,8,5,11,14,9,15,23,20,19,18,17,17,18,17,18,15,13,15,16,15,13,12,6,11,10,6,2,0
2022-03-25 14:00:00,4,11,15,6,14,14,12,9,11,12,15,16,11,12,18,17,16,16,18,18,16,13,13,13,13,13,10,6,11,11,12,16,15,14,27,25,24,28,25,21,21,22,23,21,25,24,20,20,18,22,16,13,2,0
2022-03-25 15:00:00,11,12,6,14,16,17,19,20,23,22,25,28,27,27,24,21,20,18,15,12,9,9,10,12,13,11,8,7,9,12,13,14,13,16,13,15,17,16,18,24,25,23,17,17,14,13,13,11,8,7,4,5,3,0
2022-03-25 16:00:00,12,13,16,21,20,18,19,18,20,21,15,23,22,21,22,17,16,16,14,10,9,8,9,12,17,15,14,8,10,11,10,10,9,11,27,26,30,35,33,30,33,34,30,27,23,21,18,17,9,7,6,6,2,0
2022-03-25 17:00:00,7,11,6,11,7,11,15,13,14,16,16,18,19,19,21,23,21,23,19,14,11,13,16,18,24,27,25,18,16,18,17,17,15,19,24,24,31,37,40,42,42,32,28,25,27,23,19,18,12,12,11,10,4,0
2022-03-25 18:00:00,3,9,11,12,11,9,15,16,17,16,15,16,21,22,26,26,25,22,22,22,17,19,15,15,19,18,32,28,27,28,24,20,19,16,27,32,33,37,40,43,43,41,38,40,38,34,25,20,19,16,15,11,3,0
2022-03-25 19:00:00,1,4,5,6,0,7,9,13,16,18,19,17,21,20,20,17,16,16,16,15,10,9,9,8,6,7,7,5,23,24,17,15,14,17,19,21,22,22,22,23,28,31,28,28,28,29,23,20,19,16,11,7,3,0
2022-03-25 20:00:00,2,4,5,6,5,6,11,9,9,10,7,9,10,11,10,10,9,9,8,7,10,7,7,5,6,3,4,1,11,13,12,9,9,12,16,14,17,19,24,26,28,28,24,20,18,16,14,10,7,8,7,3,1,0
2022-03-25 21:00:00,1,3,3,2,4,5,8,7,6,6,7,10,5,6,11,4,10,7,9,4,3,5,6,4,6,4,8,5,13,15,15,14,10,9,16,12,20,21,24,27,26,24,22,22,21,20,13,10,10,9,8,6,3,0
2022-03-25 22:00:00,2,4,0,1,5,0,5,5,7,3,7,6,6,5,4,3,0,5,4,4,4,5,7,8,7,5,5,3,13,20,20,18,16,14,15,15,18,22,21,23,21,19,18,13,13,11,9,7,5,4,3,3,1,0
2022-03-25 23:00:00,1,3,5,4,5,6,4,4,4,5,7,6,0,3,5,6,3,7,6,9,8,9,7,4,5,6,5,2,19,27,28,26,21,21,25,25,25,27,26,27,29,24,21,20,9,15,13,8,7,6,5,3,0,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,2,5,2,6,10,12,19,20,25,26,0,29,13,29,32,30,28,26,24,17,14,11,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,2,3,3,4,5,7,8,11,14,17,12,19,21,21,22,20,18,18,16,11,10,8,7,8,6,9,10,8,2,2,2,0,1,4,8,4,6,4,2,7,0,2,6,0,2,5,0,3,2,1,0,1,0,0
2022-03-26 06:00:00,2,4,5,3,3,6,7,8,5,10,12,11,12,13,14,12,11,6,9,8,7,6,9,7,7,9,6,4,5,6,3,8,9,0,10,9,6,4,7,6,5,7,4,4,6,3,5,4,1,3,2,0,0,0
2022-03-26 07:00:00,5,6,7,12,12,13,8,13,13,13,14,14,17,15,15,17,13,11,10,9,8,6,5,7,4,8,5,3,2,1,2,3,4,3,5,7,8,9,11,10,14,11,10,0,9,8,6,4,2,0,0,2,0,0
2022-03-26 08:00:00,4,11,12,7,2,8,14,14,18,21,15,22,16,22,18,16,15,16,15,16,12,11,8,6,9,5,6,4,3,5,7,8,11,8,17,18,18,20,19,20,19,17,14,13,12,13,9,7,7,6,5,3,2,0
2022-03-26 09:00:00,3,8,7,9,14,15,16,23,26,27,29,28,32,32,29,23,20,19,17,15,14,11,10,9,14,13,14,12,7,5,4,5,6,12,14,14,17,13,14,13,15,17,14,8,13,7,9,7,6,1,5,2,0,0
2022-03-26 10:00:00,2,0,3,4,4,5,12,14,17,19,19,19,22,22,28,24,22,17,17,15,11,9,10,12,12,9,10,9,9,10,8,10,10,8,11,11,12,11,10,11,13,11,10,9,9,8,7,6,5,4,3,3,2,0
2022-03-26 11:00:00,4,9,10,11,12,12,17,18,25,17,25,19,26,28,30,27,23,19,18,13,11,12,11,10,9,13,14,12,7,7,7,7,7,11,10,11,14,13,5,23,22,21,19,19,23,18,14,15,10,7,6,5,3,0
2022-03-26 12:00:00,3,6,4,7,12,13,16,16,23,24,22,21,23,24,25,26,25,21,19,16,10,14,17,15,15,12,12,9,17,11,17,15,8,11,17,18,20,20,17,18,17,16,17,15,16,16,12,10,9,7,3,2,0,0
2022-03-26 13:00:00,1,4,6,9,10,12,15,14,14,17,18,18,20,22,24,23,20,18,16,13,12,14,15,18,20,17,18,14,16,13,15,13,13,12,11,11,16,18,15,16,19,18,18,18,18,16,13,13,15,8,7,10,3,0
2022-03-26 14:00:00,2,4,1,6,8,7,12,4,17,18,19,18,18,20,21,14,12,16,15,14,15,13,12,11,12,10,11,8,25,9,10,9,9,9,12,13,15,13,16,15,16,15,13,11,11,6,10,8,9,8,10,6,1,0
2022-03-26 15:00:00,3,3,0,5,7,6,10,11,14,15,16,16,19,19,18,18,17,16,12,11,10,10,10,13,18,18,15,14,24,20,16,15,15,21,20,21,23,25,23,34,33,32,27,26,15,24,12,11,9,8,6,6,2,1
2022-03-26 16:00:00,1,7,6,8,11,14,17,16,19,20,19,16,19,24,24,23,22,14,13,11,7,8,7,8,9,7,6,6,15,18,19,16,18,15,16,17,22,21,18,21,23,24,21,20,21,17,13,8,8,9,3,8,2,0
2022-03-26 17:00:00,2,7,10,16,17,20,26,25,27,26,26,27,28,27,25,22,20,20,22,15,10,8,10,9,11,13,32,21,20,20,22,23,23,27,29,29,37,44,44,45,49,44,41,39,36,29,23,18,17,16,10,9,2,1
2022-03-26 18:00:00,1,3,2,3,4,7,9,15,17,18,16,15,17,17,20,18,12,17,14,14,12,9,11,12,13,12,10,10,13,13,17,18,17,18,18,21,23,21,25,26,27,27,24,23,21,21,17,17,15,6,11,6,2,0
2022-03-26 19:00:00,0,3,3,4,4,7,9,10,10,12,11,10,12,14,11,9,11,16,5,18,12,10,6,4,6,4,5,4,12,12,13,11,13,13,15,15,16,19,19,23,21,22,20,19,22,18,13,11,10,9,7,2,3,0
2022-03-26 20:00:00,2,3,1,2,0,0,4,2,6,8,9,5,5,10,9,9,7,8,9,6,4,4,3,5,4,3,5,1,13,12,13,13,13,16,19,19,20,20,22,23,24,24,18,20,19,17,12,9,6,7,6,3,0,0
2022-03-26 21:00:00,1,5,6,6,0,4,8,7,9,10,11,4,9,8,7,8,7,2,8,9,10,10,8,4,2,6,0,2,9,7,8,8,7,9,12,14,16,17,23,23,22,20,20,19,18,17,14,12,9,5,3,6,2,0
2022-03-26 22:00:00,0,3,0,5,0,6,8,7,7,8,8,8,9,6,8,6,3,9,8,5,4,5,4,6,2,7,5,6,13,15,13,12,9,9,16,15,19,24,24,24,23,24,23,21,20,10,15,11,10,8,5,4,1,0
2022-03-26 23:00:00,0,3,2,4,3,5,5,0,8,7,1,3,10,9,8,6,5,4,5,7,6,7,5,3,2,2,3,1,18,18,16,15,12,11,12,12,15,14,16,17,16,15,13,13,14,14,11,12,8,6,4,4,2,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,1,3,0,0,2,4,6,8,9,10,10,11,14,15,14,16,15,12,8,9,8,6,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,2,1,0,2,2,5,7,8,9,11,12,9,14,10,12,13,13,12,9,7,4,5,4,0,5,7,3,6,2,2,0,0,3,4,5,2,3,1,2,0,0,3,4,3,0,2,2,2,2,1,0,0,0,0
