Unnamed: 0,1_성북생태체험관,2_정릉초교,3_정릉동풍림상가앞,4_정릉동풍림아파트.청소년문화의집,5_북한산보국문역2번출구,6_성북청수도서관.정릉4동성당,7_정릉시장입구,8_정릉우체국앞,9_정릉입구,10_아리랑고개.아리랑시네미디어센터,11_돈암2동주민센터입구.흥천사,12_성신여대입구역,13_돈암시장입구,14_성북구청.성북경찰서,15_보문역,16_보문동성당,17_보문동주민센터,18_신설동로터리,19_동묘앞,20_동묘역.롯데캐슬천지인,21_숭인1동주민센터.창신역4번출구,22_보문역,23_성북구청.성북경찰서,24_돈암시장입구,25_성신여대입구역,26_돈암2동주민센터입구.흥천사,27_아리랑고개.아리랑시네미디어센터,28_정릉입구,29_정릉우체국앞,30_정릉시장입구,31_성북청수도서관.정릉4동성당,32_북한산보국문역1번출구,33_정릉대림아파트.청소년문화의집,34_정릉동풍림상가앞,35_풍림아파트삼거리,36_정릉초교,37_성북생태체험관
2022-03-28 06:00:00,2,5,18,19,8,10,13,14,16,19,16,12,11,10,9,11,10,8,3,8,7,2,7,5,6,7,6,7,6,4,4,0,3,1,1,0,0
2022-03-28 07:00:00,7,27,40,44,14,17,22,26,24,44,40,22,19,18,9,12,8,3,3,4,13,11,4,3,4,4,5,5,4,5,3,8,7,6,4,2,0
2022-03-28 08:00:00,3,14,28,34,16,18,22,25,24,36,30,23,21,20,20,21,18,8,7,7,8,11,6,6,7,5,6,7,7,10,9,14,39,41,36,6,0
2022-03-28 09:00:00,1,6,17,22,16,18,22,23,24,27,24,12,10,8,7,15,17,12,7,5,6,7,5,6,8,6,8,6,6,5,5,12,7,5,4,2,0
2022-03-28 10:00:00,11,8,15,19,19,8,18,16,16,20,19,15,12,11,8,7,6,5,6,5,6,7,7,7,10,10,9,6,6,10,9,10,7,3,2,1,0
2022-03-28 11:00:00,2,6,13,16,11,12,12,13,16,16,14,9,6,7,4,8,9,5,3,6,7,7,7,9,12,14,12,12,7,10,9,13,9,6,4,4,0
2022-03-28 12:00:00,1,4,10,14,9,9,14,13,13,13,12,9,9,8,3,7,6,7,6,12,10,8,12,14,17,15,13,15,11,19,19,20,15,11,8,2,0
2022-03-28 13:00:00,2,13,14,12,9,10,12,9,11,19,19,13,10,11,12,10,10,6,4,5,5,7,8,13,12,12,11,10,9,10,11,12,11,9,7,3,0
2022-03-28 14:00:00,3,6,11,11,8,9,9,11,10,11,9,9,8,9,6,4,8,7,4,5,5,8,11,9,12,7,11,8,6,11,14,16,14,10,7,3,0
2022-03-28 15:00:00,2,6,11,13,14,13,16,16,11,13,12,7,8,6,8,8,7,2,8,12,7,12,18,18,20,19,12,10,13,20,23,28,24,19,13,3,0
2022-03-28 16:00:00,3,10,17,23,23,24,20,20,21,24,23,19,10,10,8,8,7,10,11,10,12,16,18,29,28,27,23,16,17,20,25,29,25,19,11,2,0
2022-03-28 17:00:00,3,8,10,13,9,7,9,11,14,16,15,15,14,11,11,10,9,7,8,12,10,15,16,20,24,24,20,21,20,30,25,38,32,22,15,5,0
2022-03-28 18:00:00,1,2,6,8,6,6,13,13,14,13,8,7,9,9,8,7,7,10,13,16,13,21,19,18,28,26,17,21,20,21,23,40,29,20,13,4,0
2022-03-28 19:00:00,0,2,5,4,9,8,7,9,10,8,8,6,7,8,5,7,6,5,9,15,17,17,15,19,31,29,23,25,25,25,27,41,29,19,16,6,0
2022-03-28 20:00:00,0,2,2,3,3,3,2,4,7,5,6,5,7,6,7,5,6,6,6,7,7,8,9,15,21,23,16,16,17,19,20,27,23,15,10,2,0
2022-03-28 21:00:00,1,2,3,4,3,4,4,6,6,5,4,5,8,7,4,6,7,5,7,9,8,9,9,15,17,14,15,17,17,16,16,23,19,13,12,4,0
2022-03-28 22:00:00,0,1,2,3,2,4,5,5,4,5,5,6,9,6,9,8,7,7,9,10,8,9,11,17,28,29,23,20,20,17,18,27,22,17,12,3,0
2022-03-28 23:00:00,0,0,1,0,2,4,7,8,10,4,8,7,7,6,7,8,9,8,5,9,8,17,11,14,17,15,15,15,13,13,13,20,12,11,6,1,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,0,1,8,10,8,11,10,12,8,8,11,5,2,8,10,9,8,4,5,7,7,6,6,0,4,3,0,2,1,0,0,0,0,0,0,0,0
2022-03-29 06:00:00,2,5,14,18,6,7,11,13,14,16,16,9,8,6,5,3,4,5,3,9,10,10,2,4,11,8,7,4,4,3,2,3,1,0,0,0,0
2022-03-29 07:00:00,5,16,31,35,26,20,27,29,28,37,35,20,18,15,12,14,12,5,2,2,6,11,3,2,3,0,5,4,4,4,3,5,4,2,2,1,0
2022-03-29 08:00:00,2,12,26,32,19,20,23,36,35,40,40,35,30,27,21,18,11,8,5,7,9,12,7,8,9,9,7,6,7,8,10,16,23,22,18,5,0
2022-03-29 09:00:00,4,7,16,20,17,14,16,18,19,25,36,14,12,12,17,18,18,12,8,5,6,7,8,7,7,8,11,12,5,4,3,6,5,3,4,2,0
2022-03-29 10:00:00,3,9,15,17,13,15,11,10,12,17,19,15,12,8,7,6,5,5,4,5,4,4,6,7,6,5,7,6,6,11,7,8,6,4,1,2,0
2022-03-29 11:00:00,2,8,13,13,10,9,10,12,14,20,16,11,7,5,5,3,4,4,2,5,7,8,8,13,16,16,14,12,14,15,13,17,16,10,9,3,0
2022-03-29 12:00:00,0,5,10,14,13,11,12,13,13,17,14,9,8,8,7,3,4,3,4,5,6,7,8,13,18,16,13,12,17,21,17,22,16,11,8,4,0
2022-03-29 13:00:00,3,7,15,17,7,7,11,10,9,12,14,9,6,5,5,4,4,3,4,4,5,6,10,13,18,17,15,12,12,12,10,18,12,9,7,1,0
2022-03-29 14:00:00,2,8,9,15,15,14,12,12,12,15,14,8,7,8,8,6,6,7,4,7,5,9,10,10,12,11,13,14,15,23,22,23,20,13,8,3,0
2022-03-29 15:00:00,3,6,9,10,9,10,12,10,11,12,11,9,7,6,4,5,7,6,5,9,8,9,10,14,16,15,13,14,16,20,21,28,22,12,11,5,0
2022-03-29 16:00:00,4,9,12,14,13,11,13,20,23,20,16,8,9,9,8,9,9,9,8,10,12,15,15,18,20,19,18,15,19,26,26,38,26,20,14,4,0
2022-03-29 17:00:00,3,11,15,15,10,12,15,14,17,15,13,9,11,8,8,7,7,7,8,10,14,18,16,18,23,20,18,18,22,24,24,37,22,14,9,3,0
2022-03-29 18:00:00,2,5,7,10,9,11,11,20,22,18,18,17,16,12,11,10,10,8,10,13,16,27,19,24,31,30,27,29,31,29,32,42,38,29,19,3,0
2022-03-29 19:00:00,1,3,6,7,7,8,10,11,14,13,10,8,15,16,11,9,8,6,6,10,11,17,15,17,27,25,18,18,27,25,26,44,29,19,14,3,0
2022-03-29 20:00:00,0,2,4,3,5,6,7,8,7,5,6,5,4,4,4,2,4,4,5,7,9,10,13,14,18,18,15,16,17,19,19,38,29,17,12,7,0
2022-03-29 21:00:00,0,1,4,5,3,2,3,4,6,7,6,5,6,5,5,4,3,5,3,6,7,9,11,16,19,18,17,16,13,16,16,21,19,11,8,2,0
2022-03-29 22:00:00,0,2,1,1,2,2,3,5,4,6,4,6,8,7,7,5,8,6,13,14,13,12,11,18,22,27,24,22,23,25,26,29,23,16,13,2,0
2022-03-29 23:00:00,0,0,1,0,2,3,5,5,5,6,5,7,9,12,9,8,7,6,7,9,8,12,10,16,17,14,15,14,15,13,12,16,13,9,4,1,0
2022-03-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 05:00:00,0,3,9,11,9,12,11,15,16,11,17,16,15,12,11,7,9,3,5,10,11,9,8,7,9,10,10,9,7,5,2,1,1,0,0,0,0
2022-03-30 06:00:00,1,6,13,16,9,10,13,16,10,18,15,10,7,8,7,8,10,6,5,3,2,2,3,2,2,3,3,5,1,3,2,3,1,2,1,0,0
2022-03-30 07:00:00,4,16,32,40,19,20,26,29,31,39,35,21,18,14,13,12,15,3,2,1,4,3,5,3,3,3,4,5,5,3,4,6,4,3,1,1,0
2022-03-30 08:00:00,2,10,27,32,16,17,26,30,33,38,36,25,24,21,23,17,16,8,7,8,9,19,7,6,8,11,10,9,5,9,9,20,39,38,31,3,0
2022-03-30 09:00:00,2,7,20,21,13,12,14,18,17,21,25,18,15,14,11,14,14,8,8,6,7,4,6,6,5,7,6,7,5,3,3,6,3,3,3,0,0
2022-03-30 10:00:00,1,8,16,18,10,11,16,17,17,23,21,15,10,8,9,8,9,4,5,7,9,4,7,10,8,8,7,8,11,8,7,7,6,2,1,0,0
2022-03-30 11:00:00,1,5,10,12,10,6,12,14,13,18,19,14,12,10,7,8,8,6,5,7,12,14,16,11,13,12,11,9,10,13,13,16,11,9,7,4,0
2022-03-30 12:00:00,1,7,13,15,12,13,13,12,13,16,14,8,6,4,2,3,4,3,6,9,6,8,10,12,18,17,16,14,12,15,16,18,13,9,8,3,0
2022-03-30 13:00:00,4,9,11,14,11,13,19,17,17,15,16,11,8,6,5,3,3,4,5,6,8,7,7,12,13,12,10,10,7,8,9,13,11,8,6,3,0
2022-03-30 14:00:00,3,9,8,14,13,9,13,11,14,15,13,6,6,6,5,6,7,7,7,6,7,7,10,14,13,14,13,12,9,10,10,13,12,8,6,1,0
2022-03-30 15:00:00,2,2,7,7,6,6,11,10,12,11,11,9,8,5,5,6,5,4,4,11,9,11,18,18,20,15,16,16,15,23,24,28,21,16,9,2,0
2022-03-30 16:00:00,2,8,13,19,14,14,14,13,13,13,14,13,13,11,10,9,6,6,8,12,14,17,20,22,26,27,21,16,17,15,17,24,22,17,11,6,0
2022-03-30 17:00:00,4,8,17,18,13,12,14,17,19,22,19,11,7,8,6,7,9,10,9,15,15,16,13,17,20,19,16,23,21,25,28,35,26,15,9,5,0
2022-03-30 18:00:00,1,4,8,10,9,11,14,21,22,23,21,18,15,14,14,13,12,9,11,21,25,25,23,21,24,23,17,19,21,24,25,39,32,18,15,4,0
2022-03-30 19:00:00,1,1,3,5,6,7,10,10,12,11,9,8,7,6,7,8,6,7,8,13,16,16,16,24,32,33,26,27,25,26,29,49,37,24,17,7,3
2022-03-30 20:00:00,1,3,4,6,3,1,4,4,4,6,7,6,5,4,4,3,3,4,5,8,8,12,13,16,27,25,20,22,17,16,14,22,18,16,15,5,0
2022-03-30 21:00:00,1,1,5,6,1,2,5,4,0,4,3,5,8,7,6,5,4,6,7,9,8,9,12,18,32,31,23,22,15,15,14,26,17,13,9,2,0
2022-03-30 22:00:00,0,1,1,2,1,3,2,4,5,7,8,5,7,8,7,6,8,6,9,8,8,8,10,16,22,20,16,21,18,17,18,23,17,11,9,4,0
2022-03-30 23:00:00,0,0,2,0,2,2,5,6,4,2,5,4,6,5,7,8,5,11,9,11,12,12,12,14,22,22,22,19,16,13,14,18,14,11,9,2,0
2022-03-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 05:00:00,0,3,6,7,6,7,9,12,13,14,15,14,3,10,10,11,5,3,5,9,8,2,1,6,5,4,4,0,2,1,0,0,0,0,0,0,0
2022-03-31 06:00:00,4,7,16,19,7,6,8,11,12,15,16,9,5,7,6,5,3,3,1,4,4,5,4,3,2,4,6,2,3,4,1,3,0,0,2,0,0
2022-03-31 07:00:00,4,17,36,38,26,19,24,25,28,44,41,21,17,18,13,13,15,4,3,4,9,8,6,5,2,5,5,4,3,1,1,5,3,1,2,1,0
2022-03-31 08:00:00,3,9,23,33,16,20,20,23,25,27,28,18,19,17,17,16,12,5,3,5,9,17,7,6,8,8,9,8,5,6,8,16,31,32,29,3,0
2022-03-31 09:00:00,2,9,17,20,13,15,17,20,22,27,27,14,11,8,8,8,8,7,5,4,6,6,6,6,7,6,6,7,7,6,5,7,8,6,4,2,0
2022-03-31 10:00:00,1,7,16,18,10,14,20,22,21,25,23,14,9,7,6,7,7,5,4,5,10,2,10,8,9,5,4,7,7,9,8,9,8,4,2,1,0
2022-03-31 11:00:00,2,8,11,15,13,16,20,22,22,26,23,19,11,9,8,7,6,4,5,8,15,13,11,14,15,14,15,16,16,16,16,19,16,14,4,4,0
2022-03-31 12:00:00,1,10,16,19,10,12,11,15,15,16,16,12,11,7,7,5,4,6,6,9,8,10,10,11,18,19,16,15,15,13,10,13,12,11,10,2,0
2022-03-31 13:00:00,2,8,11,13,11,8,11,15,18,22,21,12,8,7,5,5,2,5,7,10,11,11,10,16,20,19,19,16,15,15,11,14,10,8,7,2,0
2022-03-31 14:00:00,4,12,14,14,10,12,11,14,18,20,18,10,8,7,6,6,6,10,11,12,12,12,11,12,12,13,12,10,13,12,10,16,15,13,5,2,0
2022-03-31 15:00:00,1,4,9,11,7,11,14,11,10,11,12,12,8,4,3,2,4,5,8,9,10,10,12,14,19,20,16,16,18,21,22,25,20,12,9,4,0
2022-03-31 16:00:00,2,9,11,14,11,16,19,23,26,25,21,16,12,7,6,7,7,7,8,12,17,16,18,23,23,23,21,21,20,20,20,29,21,14,8,5,0
2022-03-31 17:00:00,1,7,11,17,14,14,19,18,13,13,11,9,11,13,10,8,7,6,6,13,13,16,15,19,24,21,16,16,21,30,33,45,31,16,14,6,0
2022-03-31 18:00:00,1,4,6,14,16,15,14,19,18,20,17,12,10,8,7,6,7,12,13,13,12,16,21,25,30,33,28,25,27,28,32,52,38,28,13,2,0
2022-03-31 19:00:00,1,3,4,7,9,6,9,9,11,9,8,6,8,7,6,7,5,6,7,10,13,18,17,21,26,23,19,13,26,21,21,46,31,20,14,4,0
2022-03-31 20:00:00,0,1,2,3,4,3,5,8,9,8,9,5,7,7,6,3,4,6,6,8,8,9,10,14,17,16,15,18,20,26,25,33,25,18,12,5,0
2022-03-31 21:00:00,1,2,2,1,3,3,4,5,5,3,7,6,7,7,5,7,6,4,6,7,7,9,15,21,23,21,20,19,16,16,15,29,21,14,10,4,0
2022-03-31 22:00:00,0,1,1,2,1,2,2,5,6,5,7,8,14,12,9,8,9,9,8,9,7,10,9,13,23,23,22,19,23,23,26,33,28,22,16,3,0
2022-03-31 23:00:00,0,0,1,1,4,3,5,7,5,7,7,6,9,11,10,9,8,8,6,7,9,15,14,18,27,26,21,8,14,13,10,14,12,7,7,2,0
2022-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 05:00:00,1,3,8,9,7,10,11,17,8,10,5,16,15,12,4,14,14,5,6,9,10,5,8,4,6,0,4,6,5,3,2,0,1,0,0,0,0
2022-04-01 06:00:00,2,9,16,17,9,9,9,11,14,21,20,12,6,11,8,10,9,7,2,3,3,4,4,3,4,4,3,5,5,3,1,1,1,0,0,0,0
2022-04-01 07:00:00,3,17,34,39,27,22,26,29,28,39,32,22,22,18,13,15,16,5,3,3,7,9,4,3,2,2,2,2,2,3,3,4,4,0,0,1,0
2022-04-01 08:00:00,2,14,27,34,14,15,22,22,26,33,35,23,22,20,17,16,14,6,4,4,4,14,7,6,9,12,11,10,7,9,10,18,31,33,29,2,0
2022-04-01 09:00:00,2,13,18,20,11,11,14,14,16,22,21,13,10,11,10,10,9,7,6,4,6,6,7,5,5,4,8,6,9,9,7,8,4,2,1,2,0
2022-04-01 10:00:00,4,9,17,19,14,16,14,16,16,19,19,16,10,7,6,8,9,3,3,6,4,5,7,7,7,7,5,8,7,8,7,9,8,4,2,1,0
2022-04-01 11:00:00,2,8,11,13,8,8,10,13,15,14,14,9,6,6,5,10,7,5,5,7,8,9,8,11,11,12,13,14,14,16,17,19,17,12,8,3,0
2022-04-01 12:00:00,1,5,10,11,10,10,11,10,12,16,15,12,9,7,4,5,5,6,5,10,9,8,12,15,21,20,19,15,12,15,16,20,16,9,8,6,0
2022-04-01 13:00:00,1,8,13,15,13,15,14,14,11,14,13,10,10,8,8,7,6,4,5,6,7,8,10,11,15,13,13,9,10,12,14,16,17,14,13,8,0
2022-04-01 14:00:00,3,12,15,16,14,13,17,16,18,17,18,11,11,8,6,5,9,7,7,6,5,6,8,8,11,10,10,11,10,13,16,28,24,17,13,2,0
2022-04-01 15:00:00,4,10,12,14,14,13,15,15,15,15,14,10,10,11,12,6,8,6,5,8,10,9,14,18,18,18,20,18,20,20,23,25,20,15,8,5,0
2022-04-01 16:00:00,6,7,13,19,21,16,17,16,17,19,19,11,9,8,8,7,7,7,6,10,10,11,14,17,27,24,21,27,30,37,38,50,39,30,21,20,0
2022-04-01 17:00:00,3,8,12,12,10,12,12,15,15,16,14,12,14,14,14,8,9,5,11,13,15,16,13,15,17,19,17,18,17,20,21,30,21,20,9,7,1
2022-04-01 18:00:00,6,4,10,12,11,12,12,10,13,14,15,13,13,10,8,7,9,8,11,14,15,16,18,24,29,28,21,20,22,23,26,50,32,18,14,5,0
2022-04-01 19:00:00,0,2,4,10,7,9,9,12,12,11,11,8,8,7,8,7,8,5,7,12,12,12,13,22,28,28,21,21,22,23,24,47,33,23,20,8,0
2022-04-01 20:00:00,0,2,4,8,7,2,7,5,6,7,8,8,8,5,7,6,4,4,5,5,6,7,9,12,15,16,16,15,14,17,17,30,22,16,13,5,0
2022-04-01 21:00:00,0,2,3,2,5,4,3,4,4,5,5,5,6,6,8,7,4,6,5,13,8,9,10,19,26,26,19,17,14,20,24,31,17,11,10,2,0
2022-04-01 22:00:00,0,1,1,3,3,2,3,6,7,9,7,9,9,8,6,9,9,6,8,9,11,11,13,16,21,18,19,19,19,19,22,29,22,15,12,3,0
2022-04-01 23:00:00,0,0,0,0,1,4,5,6,3,6,2,5,7,8,8,9,3,10,9,8,10,14,14,21,22,22,18,19,17,14,13,17,14,11,9,2,0
2022-04-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 05:00:00,0,2,5,4,5,7,5,8,9,10,9,9,7,3,8,1,7,1,2,6,8,6,0,4,3,5,4,4,3,1,0,0,0,0,0,0,0
2022-04-02 06:00:00,0,2,5,6,5,5,8,6,6,7,7,4,2,6,5,3,3,3,2,2,2,2,1,2,1,2,0,1,1,0,0,2,1,0,0,0,0
2022-04-02 07:00:00,1,4,9,10,5,6,7,8,9,16,15,6,4,7,6,5,5,3,0,1,1,2,2,2,3,2,3,0,4,3,1,3,2,0,1,0,0
2022-04-02 08:00:00,1,4,16,18,14,15,16,16,15,19,19,14,10,9,7,8,10,8,5,4,4,3,3,2,4,3,5,2,4,5,1,2,5,4,2,0,0
2022-04-02 09:00:00,1,8,21,20,12,14,14,17,17,20,16,10,11,12,9,13,12,8,4,3,3,5,9,10,15,11,13,10,10,9,4,17,6,5,4,3,0
2022-04-02 10:00:00,1,7,16,21,17,18,16,15,17,25,22,10,12,12,10,7,10,7,5,7,6,6,8,10,15,13,10,9,12,15,19,22,17,15,13,10,0
2022-04-02 11:00:00,3,6,17,21,19,19,18,22,22,29,24,18,14,13,12,12,8,6,6,7,7,6,8,9,14,10,11,11,11,15,14,16,12,8,5,4,0
2022-04-02 12:00:00,2,14,22,27,16,20,24,22,24,26,21,14,9,9,8,7,9,10,12,11,12,15,18,18,23,20,18,17,15,17,18,24,21,15,12,8,0
2022-04-02 13:00:00,1,9,14,17,13,13,15,17,16,19,20,12,17,15,11,9,7,12,7,11,12,14,12,16,19,18,18,14,25,29,19,35,28,19,15,9,0
2022-04-02 14:00:00,2,8,15,16,15,14,13,19,26,31,29,15,14,13,9,10,14,7,8,14,10,13,14,12,15,14,17,16,15,16,16,21,17,11,10,6,0
2022-04-02 15:00:00,4,6,11,13,8,11,13,17,20,18,15,10,11,10,9,6,10,9,7,11,12,15,15,14,23,22,18,20,20,18,19,20,19,18,11,4,0
2022-04-02 16:00:00,3,8,11,12,10,10,13,16,16,21,21,14,11,12,11,10,13,9,12,13,14,18,19,18,25,22,18,17,17,23,21,27,20,15,12,3,0
2022-04-02 17:00:00,4,13,17,20,18,12,8,10,12,13,16,15,18,17,15,9,10,10,13,15,16,15,16,24,24,24,23,17,21,26,30,28,21,12,10,2,0
2022-04-02 18:00:00,2,6,17,22,17,16,12,11,14,15,14,11,10,12,8,9,8,6,10,13,10,11,13,21,27,29,24,22,27,29,36,40,27,18,14,5,0
2022-04-02 19:00:00,2,3,5,11,9,5,8,8,9,11,12,8,8,10,11,10,9,7,8,10,9,10,13,14,21,22,20,19,18,24,22,32,23,14,12,4,0
2022-04-02 20:00:00,1,2,3,0,1,0,3,5,4,6,6,4,8,5,5,3,4,6,5,5,6,7,6,13,18,11,14,15,17,24,24,29,27,20,15,5,0
2022-04-02 21:00:00,0,1,0,3,4,2,6,4,3,3,5,6,8,3,7,7,4,6,10,10,12,14,11,19,24,26,22,21,18,19,16,23,15,15,7,3,0
2022-04-02 22:00:00,0,0,1,1,1,2,6,5,3,3,3,1,7,9,11,3,1,9,10,7,6,9,8,17,21,23,17,15,15,13,16,24,25,15,12,4,0
2022-04-02 23:00:00,0,1,0,1,3,3,4,3,4,4,2,4,14,15,5,13,13,14,12,11,8,13,15,16,24,24,21,19,19,17,16,21,16,9,7,1,0
2022-04-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 05:00:00,0,1,3,2,3,4,5,7,0,8,0,2,7,6,4,1,1,2,1,2,3,0,2,1,3,0,2,0,0,0,0,0,0,0,0,0,0
2022-04-03 06:00:00,1,2,4,3,3,5,6,5,0,5,3,5,2,3,1,2,3,1,2,4,3,0,2,3,0,1,2,1,2,1,0,1,0,0,0,0,0
2022-04-03 07:00:00,0,2,4,7,6,5,5,6,7,9,5,4,2,5,4,1,4,3,1,2,0,0,2,4,1,1,2,3,3,1,1,2,3,0,0,1,0
2022-04-03 08:00:00,2,4,8,9,7,6,10,9,8,13,8,6,5,5,5,4,4,3,1,2,4,3,3,5,5,4,3,3,2,3,3,4,3,1,1,1,0
2022-04-03 09:00:00,1,5,11,10,8,8,9,9,11,15,17,9,8,7,6,7,3,4,3,4,6,7,8,10,9,7,5,4,5,7,9,6,5,5,1,0,0
2022-04-03 10:00:00,0,8,16,19,12,9,11,10,11,15,14,10,8,7,9,9,11,7,6,8,10,8,10,7,13,12,11,12,14,15,14,15,13,11,12,7,0
2022-04-03 11:00:00,5,13,16,19,17,15,15,18,19,27,23,14,13,11,12,12,13,9,8,6,7,6,7,8,9,8,7,8,12,13,15,14,13,12,10,6,0
2022-04-03 12:00:00,2,7,15,16,12,13,13,14,16,25,24,19,16,17,18,13,11,8,7,8,10,12,13,18,18,19,17,14,13,19,19,19,15,12,11,5,2
2022-04-03 13:00:00,5,11,20,13,17,9,19,19,22,22,21,16,9,9,8,12,13,9,6,9,7,8,9,14,18,19,15,16,17,21,18,19,16,8,8,5,0
2022-04-03 14:00:00,4,7,14,17,14,15,16,17,19,25,26,18,14,9,8,13,12,6,6,10,12,12,11,12,12,11,9,9,9,12,14,18,17,11,12,3,0
2022-04-03 15:00:00,5,8,13,16,13,15,17,28,17,18,17,12,12,16,9,6,7,7,10,18,15,15,14,14,13,12,12,13,12,15,14,17,14,10,7,4,0
2022-04-03 16:00:00,5,7,13,11,16,18,18,17,29,29,25,11,6,9,15,15,13,12,12,11,9,10,10,13,17,19,16,14,18,24,28,31,29,16,11,4,0
