Unnamed: 0,1_개화역광역환승센터,2_개화역1번출구.개화검문소,3_개화산역,4_방화사거리,5_국민은행방화동지점,6_방화2동우촌연립,7_방화2동청성아파트앞,8_공항시장역.공항성산교회,9_공항시장,10_송정역,11_공항중학교.마곡엠밸리9단지,12_마곡엠밸리5단지,13_서울항공비즈니스고등학교,14_신방화사거리,15_방화동도시개발2단지아파트,16_서남환경공원.마곡청구아파트,17_서남물재생센터,18_마곡실내배드민턴장,19_겸재정선미술관.서울식물원,20_양천향교역.휴먼빌아파트,21_가양한강타운아파트,22_가양2단지성지아파트.동양고등학교,23_한보구암마을아파트,24_서울서진학교.우체국앞.허준박물관,25_가양도시개발4단지아파트,26_가양도시개발5단지아파트,27_가양초등학교,28_가양3동도시개발9단지아파트,29_블루나인비지니스센터.이마트,30_태영.삼성한사랑아파트,31_태영송화아파트,32_염창동관음삼성아파트,33_염창동새마을금고,34_핑크힐병원,35_염창동아3차아파트,36_안양천입구,37_양평동한솔아파트,38_양평한신아파트.선유도공원입구,39_당산역,40_당산역,41_당산유원제일1차아파트,42_영등포구청,43_당산동진로아파트,44_김안과병원,45_영등포시장로터리방면,46_경방타임스퀘어.신세계백화점,47_김안과병원,48_당산동진로아파트,49_현대아파트,50_영등포구청,51_당산삼성아파트,52_당산역,53_당산역,54_양평한신아파트.선유도공원입구,55_영등포아리수정수센터,56_염창동아3차아파트.나이아가라호텔,57_염창동새마을금고,58_염창동한마음.관음삼성아파트,59_금호.한솔아파트,60_블루나인비지니스센터.이마트,61_가양도시개발9단지.세현고등학교,62_가양3동주민센터,63_가양3동도시개발6단지아파트,64_가양2동강변아파트,65_대림경동아파트,66_탑산초등학교허준박물관,67_가양동천주교영등포공업고등학교,68_가양2단지성지아파트.동양고등학교,69_가양한강타운아파트,70_양천향교입구,71_양천초등학교.겸재정선미술관,72_겸재정선미술관.서울식물원,73_마곡실내배드민턴장,74_서남물재생센터,75_서남환경공원.마곡청구아파트,76_방화동도시개발2단지아파트,77_신방화사거리,78_서울항공비즈니스고등학교,79_신방화역7번출구,80_공항중학교,81_공항중학교,82_송정역,83_공항시장,84_공항시장역3번출구,85_방화2동청성아파트,86_방화2동우촌연립,87_국민은행방화동지점,88_방화사거리,89_개화산역,90_개화119안전센터,91_개화역광역환승센터,92_강서공영차고지(종점가상)
2022-03-05 04:00:00,0,0,1,0,0,0,1,2,1,0,0,1,0,3,3,0,0,0,0,0,5,5,0,6,8,8,12,13,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,0,0,2,0,3,1,3,2,2,1,0,1,0,2,2,0,0,3,1,2,1,3,2,4,4,6,8,6,9,6,10,15,7,8,13,12,11,8,7,6,6,4,3,0,5,0,1,0,4,4,2,2,0,3,4,0,2,1,0,3,4,0,0,6,7,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,1,2,0,2,1,2,3,2,2,0,0,1,0,1,3,0,1,0,1,2,3,0,0,3,3,5,4,6,3,5,9,7,8,6,8,9,10,8,3,7,6,3,1,2,5,4,5,6,5,2,0,4,3,3,2,1,2,4,5,6,5,3,4,4,0,4,2,5,0,9,6,8,7,3,4,1,2,0,3,0,1,2,2,0,1,1,1,1,0,0,0
2022-03-05 07:00:00,0,0,1,0,1,4,0,2,3,4,3,4,5,4,4,5,2,5,3,2,2,3,5,4,7,10,10,6,6,7,7,12,13,12,13,14,5,13,6,3,4,5,1,1,1,3,4,4,5,6,5,1,7,1,5,3,6,5,1,0,4,4,1,3,1,0,5,6,7,6,1,2,0,0,0,3,4,2,0,0,2,1,0,1,0,1,1,3,0,1,0,0
2022-03-05 08:00:00,0,0,1,1,3,4,5,4,3,2,3,3,5,5,8,11,0,3,2,8,9,10,11,9,10,14,13,16,9,6,19,21,14,13,15,18,18,15,10,10,9,7,5,4,4,4,5,6,6,5,7,5,8,9,11,9,9,4,5,4,5,8,3,9,8,5,4,4,5,4,5,5,6,0,2,5,6,4,1,7,5,3,0,2,1,3,1,5,3,1,0,0
2022-03-05 09:00:00,2,6,4,1,1,3,4,5,4,5,7,6,5,7,8,10,9,3,8,7,7,11,12,4,13,7,14,15,13,16,17,22,21,23,18,19,22,22,17,16,14,13,14,12,5,7,6,2,3,7,8,7,15,15,15,13,15,13,10,9,7,8,5,3,6,6,7,8,7,6,5,4,0,4,2,5,3,4,3,3,2,2,4,6,4,4,4,3,3,1,0,0
2022-03-05 10:00:00,1,5,5,5,7,8,7,2,4,5,9,3,6,4,4,7,4,3,6,8,7,8,7,8,7,10,14,14,13,15,14,17,15,16,16,15,17,12,15,15,14,13,10,6,3,5,6,7,8,8,6,3,6,5,9,9,12,5,1,4,2,5,9,6,9,6,8,8,10,9,9,11,1,7,4,7,5,4,4,0,3,2,2,3,0,0,0,1,3,2,0,0
2022-03-05 11:00:00,0,3,2,2,4,4,5,4,3,5,6,5,3,6,10,15,13,0,12,11,9,12,11,11,13,12,15,16,15,20,22,23,24,26,19,18,21,20,13,13,10,13,12,7,8,10,12,13,11,9,11,8,11,10,10,8,12,14,13,12,6,8,10,10,9,3,7,6,8,7,9,6,7,4,5,11,9,9,8,7,7,5,5,3,2,3,3,4,5,3,0,0
2022-03-05 12:00:00,1,3,2,3,8,9,8,7,4,5,5,6,3,5,7,8,0,0,9,5,6,9,11,14,8,13,13,11,13,17,12,17,20,23,24,19,22,23,11,13,12,12,12,8,8,7,8,8,10,8,4,6,8,7,9,11,9,8,7,7,12,11,10,7,10,11,12,11,13,13,15,15,0,14,4,9,9,8,5,4,5,4,6,4,5,2,2,1,1,0,0,0
2022-03-05 13:00:00,1,2,5,4,8,9,9,8,7,8,13,4,9,7,8,9,6,7,6,7,8,8,11,13,14,14,17,20,21,27,32,34,31,30,29,31,32,33,16,18,18,16,14,9,5,8,13,13,14,18,18,14,18,7,21,15,16,11,8,10,9,10,9,10,8,8,9,8,9,6,11,12,7,11,10,7,6,4,2,3,1,2,4,4,2,4,3,6,5,2,0,0
2022-03-05 14:00:00,1,2,2,3,7,8,7,5,4,7,7,5,2,4,5,6,0,5,7,8,8,9,7,6,10,7,7,10,10,16,19,23,26,24,16,27,16,33,16,13,18,19,19,8,7,10,12,11,11,13,12,11,16,10,16,16,6,14,10,14,12,10,11,11,12,14,12,15,11,8,8,8,7,6,6,4,2,4,3,4,1,3,2,3,2,1,1,2,1,0,0,0
2022-03-05 15:00:00,2,7,6,2,6,3,2,4,4,7,10,4,11,10,8,10,5,8,9,10,12,10,7,8,9,10,16,8,18,17,14,13,12,14,11,14,14,7,12,14,12,19,16,9,6,11,15,17,17,17,13,12,16,14,14,13,12,11,9,9,8,8,7,8,9,3,7,7,6,5,8,9,10,9,10,7,5,5,6,6,5,3,4,7,8,7,2,1,1,0,0,0
2022-03-05 16:00:00,1,4,4,4,6,7,3,7,5,11,10,4,4,8,9,11,13,4,11,10,10,9,11,12,13,15,15,15,11,12,11,15,15,16,21,20,19,18,13,14,15,14,13,9,4,14,17,19,15,14,13,14,17,16,18,16,16,10,8,8,8,9,7,7,7,8,4,8,10,9,8,7,6,5,9,7,7,8,6,7,6,7,2,5,0,1,5,4,0,3,0,0
2022-03-05 17:00:00,5,3,4,3,5,4,3,5,4,8,0,0,7,5,6,8,0,10,9,13,11,12,9,12,8,8,10,10,15,16,10,16,20,22,23,23,26,25,16,17,14,15,14,10,6,14,17,19,16,12,11,10,17,11,18,16,17,16,13,14,13,12,12,11,12,10,11,10,13,10,16,8,18,16,8,6,5,5,4,5,4,3,5,7,3,4,6,4,2,0,0,0
2022-03-05 18:00:00,1,4,3,2,5,6,5,4,1,4,3,4,0,1,3,6,0,0,4,6,1,9,1,4,4,11,6,7,9,5,8,10,13,13,10,9,16,15,8,7,8,9,8,6,7,32,34,14,29,25,24,23,25,0,25,23,21,17,15,17,12,10,9,9,9,7,7,6,6,7,8,5,5,7,6,5,5,5,2,0,3,4,3,5,4,3,4,2,2,1,0,0
2022-03-05 19:00:00,4,5,4,1,3,0,2,4,5,4,4,0,6,4,3,4,0,0,4,5,6,5,5,7,0,5,8,3,9,10,8,4,9,7,5,5,6,6,4,7,6,8,7,6,7,11,13,15,11,15,11,13,16,15,19,16,15,15,12,10,7,7,6,5,5,3,7,6,7,5,6,0,0,5,4,2,3,2,6,5,4,3,8,7,6,6,3,2,0,0,0,0
2022-03-05 20:00:00,1,2,7,3,7,8,9,1,8,5,3,2,4,5,8,10,11,9,6,6,7,5,6,5,3,3,4,1,5,4,0,2,2,2,1,4,3,0,2,7,6,4,5,4,1,20,23,14,12,15,16,15,17,9,18,16,15,13,10,12,10,12,11,5,8,3,7,5,4,1,7,6,3,0,5,4,3,5,3,1,0,1,0,4,2,1,2,3,2,0,0,0
2022-03-05 21:00:00,1,2,2,1,3,3,2,4,3,3,6,2,7,3,6,0,5,7,1,8,6,7,0,0,5,4,3,5,7,8,7,6,2,4,0,2,5,3,4,7,3,4,3,1,2,13,13,0,15,18,16,12,17,13,19,18,15,13,12,12,9,8,7,7,6,7,6,6,4,5,7,6,0,3,3,2,4,5,3,2,4,4,2,2,0,0,0,0,0,0,0,0
2022-03-05 22:00:00,1,5,3,2,1,0,0,1,3,4,2,0,4,3,2,3,0,0,2,5,3,3,2,0,0,2,2,2,3,0,4,5,6,5,4,4,5,2,5,6,3,6,4,3,4,13,12,10,11,14,12,10,19,18,20,17,16,15,11,13,10,8,6,5,0,5,5,5,4,3,6,4,0,3,5,3,2,4,2,3,2,0,0,3,2,0,1,2,1,0,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,3,0,0,7,5,5,4,0,5,4,2,1,0,0,0,1,2,3,0,0,5,0,1,0,0,1,1,2,4,12,9,7,7,13,10,11,15,13,14,13,10,9,8,5,7,6,1,3,5,1,1,2,4,1,7,6,0,0,5,3,1,0,0,0,1,1,1,2,0,0,1,1,0,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,4,2,7,0,4,8,8,8,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,1,0,1,0,0,1,0,0,1,0,0,0,2,0,2,0,0,0,2,0,0,1,5,5,6,7,8,3,3,3,7,8,6,7,5,4,2,2,0,4,3,2,0,0,2,2,0,1,2,3,0,1,0,0,0,0,0,0,0,2,3,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,1,2,0,1,3,1,1,2,2,1,0,0,3,3,2,3,0,0,2,0,3,1,0,4,0,4,4,2,5,0,4,3,6,2,1,0,3,2,0,2,3,0,1,0,1,0,0,2,2,4,2,2,1,0,1,3,3,1,0,4,1,0,0,3,2,3,2,4,0,6,5,0,0,4,3,4,0,2,3,2,1,2,2,1,0,1,0,0,0,0,0
2022-03-06 07:00:00,0,1,3,1,1,2,0,1,1,3,2,1,1,4,3,2,0,0,1,0,6,4,7,3,6,4,8,9,8,9,6,7,5,6,10,5,7,0,6,2,4,7,6,4,2,2,0,5,1,2,3,3,4,1,2,0,2,0,2,2,1,4,5,6,3,0,4,0,2,3,4,2,3,0,1,0,4,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0
2022-03-06 08:00:00,0,4,6,5,4,8,6,7,2,5,3,5,3,2,4,4,0,3,2,1,3,4,4,5,4,6,9,8,7,4,8,5,10,6,9,9,11,8,6,6,7,5,0,2,2,3,5,6,6,6,4,5,4,2,3,4,4,5,1,4,2,5,3,3,4,7,6,5,4,1,2,5,0,4,3,4,3,3,0,0,2,2,2,1,2,2,3,0,2,2,0,0
2022-03-06 09:00:00,0,1,2,2,1,2,4,5,1,4,0,3,6,7,8,11,10,3,9,7,6,8,9,6,11,14,14,17,19,20,22,26,25,25,19,24,25,25,21,13,18,17,14,6,1,2,3,2,2,4,4,5,6,0,5,6,2,7,8,3,7,7,6,3,2,5,4,6,4,4,5,0,0,0,4,7,6,4,2,3,1,3,1,2,3,3,2,0,2,1,0,0
2022-03-06 10:00:00,0,3,4,4,4,3,2,2,3,3,3,0,3,2,4,5,0,0,0,2,5,5,6,7,5,7,9,9,8,11,11,15,16,17,17,17,17,17,12,10,12,10,9,10,2,5,6,1,6,5,5,3,5,4,5,5,4,4,3,2,2,4,1,5,5,4,1,3,6,2,6,4,5,4,4,7,2,8,3,7,6,5,3,5,4,2,2,0,0,0,0,0
2022-03-06 11:00:00,0,1,3,1,5,5,3,7,6,2,4,5,3,2,9,7,5,0,8,1,7,8,4,9,7,9,9,13,7,9,9,12,11,13,14,13,14,15,11,11,14,12,10,6,4,7,9,8,5,5,5,4,5,6,6,6,5,3,0,3,2,4,3,3,0,2,3,4,6,5,4,3,0,2,1,5,6,2,4,2,1,1,3,0,6,5,3,1,0,0,0,0
2022-03-06 12:00:00,1,5,6,4,7,6,5,6,5,6,6,4,5,2,7,8,7,0,6,4,5,7,8,9,8,9,10,5,13,15,18,19,21,21,24,22,24,24,14,11,12,18,9,10,6,12,13,14,8,14,11,9,7,8,5,9,10,10,6,7,4,6,1,5,4,3,4,5,4,3,5,4,0,3,2,2,2,5,6,0,4,1,0,2,4,2,5,1,3,0,0,0
2022-03-06 13:00:00,1,2,3,3,5,5,6,10,2,9,11,9,2,5,6,7,2,3,4,4,4,6,2,7,5,8,6,8,9,12,9,14,15,15,14,15,16,17,14,14,17,13,12,6,5,10,9,8,7,9,10,9,10,8,9,8,8,7,7,8,6,8,7,6,8,8,6,9,10,8,7,2,8,6,5,6,4,3,3,3,4,3,1,3,0,0,0,1,0,0,0,0
2022-03-06 14:00:00,0,5,7,4,4,2,1,3,2,5,5,1,8,9,10,11,0,0,8,9,10,11,11,8,12,9,13,15,9,9,16,15,15,16,12,13,13,13,12,13,12,15,9,10,11,12,11,13,11,12,13,11,15,13,15,14,18,14,8,8,9,7,5,9,0,0,8,7,8,4,9,5,3,8,6,4,5,4,2,0,3,4,4,4,1,0,3,1,1,0,0,0
2022-03-06 15:00:00,2,2,3,2,7,6,8,8,10,8,4,0,7,6,6,5,6,0,5,6,9,6,0,4,8,9,12,10,8,6,10,8,9,7,9,10,8,11,6,8,11,13,13,8,6,12,14,13,14,13,15,10,11,11,14,12,11,10,8,9,6,8,5,6,8,10,9,11,7,8,11,10,2,8,6,5,5,0,4,2,4,2,3,5,4,3,4,0,2,0,0,0
2022-03-06 16:00:00,1,3,4,3,6,8,10,8,3,8,6,7,4,7,8,10,0,8,11,12,11,9,13,10,11,10,10,9,9,9,8,11,9,9,8,12,8,10,9,7,7,16,7,9,5,15,16,14,13,14,12,10,12,10,12,10,10,10,10,8,9,10,8,9,6,6,6,7,8,6,5,7,2,5,2,7,6,6,5,1,4,4,2,5,3,2,2,2,1,0,0,0
2022-03-06 17:00:00,1,5,4,6,7,9,3,7,6,9,8,5,7,3,6,6,3,2,5,8,5,5,7,7,9,4,12,12,11,14,13,9,15,13,11,10,0,10,9,11,10,12,10,7,5,24,25,26,24,19,15,14,17,14,16,17,20,19,13,13,11,9,9,8,9,7,6,5,6,5,4,0,0,3,3,6,5,4,1,2,1,1,2,10,8,7,1,0,1,0,0,0
2022-03-06 18:00:00,1,2,1,1,4,2,3,5,3,6,5,2,7,6,6,7,0,0,6,9,7,4,2,6,4,5,5,5,6,7,9,11,10,9,10,9,10,8,7,5,6,3,3,2,5,23,27,23,26,25,22,24,29,19,25,22,22,19,20,15,14,15,17,11,11,10,7,8,4,5,7,7,9,11,5,3,1,0,0,0,1,2,2,3,1,0,0,0,1,0,0,0
2022-03-06 19:00:00,0,2,3,2,3,3,1,0,3,6,8,7,3,7,7,8,3,2,6,1,3,4,2,1,3,1,4,5,4,5,6,7,7,0,6,5,3,1,4,5,4,4,3,0,2,12,16,15,13,15,13,11,14,0,35,30,29,26,19,17,15,10,6,8,7,0,0,6,4,4,5,0,0,0,5,3,2,0,0,1,1,1,1,1,0,2,1,0,0,0,0,0
2022-03-06 20:00:00,0,2,1,3,3,1,2,4,3,4,3,3,2,2,2,1,0,0,0,3,7,2,0,1,1,7,5,3,4,0,2,5,1,6,1,3,7,5,4,2,3,2,4,1,2,13,15,15,8,14,13,9,13,14,16,12,17,14,11,12,10,11,7,8,6,5,3,2,2,0,5,0,4,0,3,2,4,2,0,3,0,2,1,0,0,0,1,0,0,0,0,0
2022-03-06 21:00:00,6,2,6,5,2,4,3,2,0,4,5,4,3,1,2,2,0,0,1,4,2,1,3,2,1,0,0,0,2,3,4,4,6,2,7,3,8,8,3,2,2,2,0,1,2,13,13,14,13,13,10,9,19,17,17,15,11,7,10,9,7,5,4,3,3,2,3,2,1,1,6,2,5,4,2,1,1,3,0,1,2,2,1,2,0,1,0,0,0,1,0,0
2022-03-06 22:00:00,5,1,2,2,2,0,1,2,2,1,2,1,2,1,1,2,0,0,1,7,6,4,5,0,0,4,3,3,1,0,2,1,2,0,2,1,3,2,3,2,2,4,3,0,3,5,6,8,4,6,6,5,6,4,7,6,7,8,8,6,9,4,3,6,7,2,3,1,1,0,4,2,1,1,2,1,2,2,0,0,1,0,0,2,3,1,0,1,0,0,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,2,0,0,0,0,3,0,2,3,0,0,5,6,0,3,1,1,1,0,5,6,5,3,5,5,3,5,7,10,11,10,9,7,3,5,3,2,4,2,1,1,1,0,0,4,0,0,0,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,1,2,1,2,2,0,2,1,3,1,2,3,1,5,6,0,0,0,4,5,8,8,9,12,17,23,25,0,0,24,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,0,1,1,2,4,3,4,2,3,2,0,0,2,3,5,1,3,2,2,4,3,4,4,6,9,12,13,12,11,13,13,12,13,21,21,11,10,18,17,18,14,8,7,5,6,6,3,4,5,6,7,2,0,6,6,7,6,0,0,5,6,5,0,7,6,0,7,8,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,0,2,0,1,2,1,2,3,2,4,2,3,4,3,5,6,5,6,6,5,5,7,7,4,2,8,11,13,11,13,16,17,20,20,20,22,22,21,11,12,10,9,5,4,2,2,3,3,4,2,5,7,12,0,11,6,4,5,5,5,6,7,8,9,8,7,7,5,7,4,4,3,2,2,5,6,7,6,10,11,2,1,1,2,1,2,3,2,1,0,0,0
2022-03-07 07:00:00,1,4,2,2,3,11,12,8,8,7,9,8,15,16,25,33,30,14,29,26,27,14,13,12,11,13,11,16,18,23,27,32,34,33,39,33,40,41,21,10,10,12,13,4,1,9,11,13,11,11,17,11,16,12,13,12,17,24,23,23,21,25,25,26,28,28,23,15,14,10,7,7,5,6,6,8,8,7,6,7,12,11,0,10,8,4,4,5,3,2,0,0
2022-03-07 08:00:00,1,5,2,3,4,6,7,6,7,11,14,14,13,16,24,28,27,25,19,21,19,20,22,21,23,24,23,23,18,21,22,25,26,30,34,32,43,47,23,24,20,19,11,6,2,16,23,23,21,12,14,14,23,22,25,23,24,26,21,19,18,16,12,15,14,13,14,15,17,15,17,16,15,8,14,12,14,14,13,7,4,5,5,6,6,6,8,10,8,5,0,0
2022-03-07 09:00:00,1,6,7,6,5,8,8,9,8,6,8,7,8,8,10,11,4,12,8,9,9,9,16,19,19,11,20,18,19,25,27,31,36,37,39,38,38,40,17,15,14,14,11,6,4,6,7,7,8,7,7,5,10,9,8,7,9,10,9,7,6,8,7,3,5,5,4,6,8,4,6,5,0,5,3,6,8,5,4,3,2,6,3,5,4,4,4,4,3,2,0,0
2022-03-07 10:00:00,0,1,2,2,3,4,3,5,6,8,9,9,4,10,12,4,11,10,8,4,8,9,7,9,12,13,12,14,16,17,19,19,20,17,22,17,17,19,11,8,9,9,8,4,2,3,4,5,4,7,7,6,7,5,5,5,6,3,5,4,3,4,2,5,3,3,2,3,1,1,2,3,0,1,2,4,3,2,1,2,1,1,0,2,2,0,2,1,2,0,0,0
2022-03-07 11:00:00,1,3,2,2,3,3,2,4,3,6,5,6,4,4,7,3,6,8,0,5,9,5,5,8,6,5,9,10,13,14,15,15,15,14,15,13,14,15,10,6,9,7,7,3,3,4,6,6,5,7,4,6,6,7,8,5,6,7,6,3,3,5,5,6,3,5,4,5,6,5,9,10,7,0,8,8,7,6,5,3,4,5,4,4,3,3,2,1,1,0,0,0
2022-03-07 12:00:00,0,3,3,1,5,6,7,4,3,7,5,4,6,3,5,6,0,3,3,5,5,6,7,9,9,9,11,10,11,10,12,13,13,14,13,13,14,12,9,10,9,9,7,4,4,5,9,13,7,14,13,10,14,13,14,12,13,10,6,10,5,10,9,10,9,10,8,9,9,7,9,4,10,9,7,9,9,0,0,2,1,6,7,7,5,0,5,4,4,1,0,0
2022-03-07 13:00:00,1,5,4,3,5,6,4,7,8,8,7,6,10,9,13,14,7,14,10,10,9,8,8,8,10,7,6,13,15,11,11,13,17,18,13,15,16,11,11,9,8,9,8,4,2,8,7,7,5,7,6,4,7,6,9,10,8,7,5,4,4,8,8,7,8,6,6,6,7,6,5,4,7,5,7,8,9,12,10,9,7,5,5,7,6,7,5,2,2,0,0,0
2022-03-07 14:00:00,1,2,2,1,6,7,5,8,8,7,7,6,7,6,7,8,4,0,6,8,9,11,10,7,6,7,8,2,9,8,3,9,10,11,9,7,8,10,9,9,8,10,6,5,4,5,8,9,9,11,8,12,14,15,17,17,18,18,17,7,7,14,14,13,4,8,7,6,10,9,8,7,6,3,5,7,5,8,6,2,3,5,4,6,7,6,2,0,1,0,0,0
2022-03-07 15:00:00,2,4,4,3,5,5,7,6,4,11,9,9,7,9,8,10,9,11,9,11,8,10,14,13,14,9,13,13,15,18,16,15,16,8,16,15,15,17,11,13,11,11,4,7,6,15,18,20,6,17,16,15,13,11,12,12,11,11,10,9,8,10,9,8,8,8,9,10,10,9,12,10,11,9,12,8,8,8,6,6,5,4,5,6,5,3,2,2,0,0,0,0
2022-03-07 16:00:00,0,2,4,4,5,4,4,5,6,7,5,5,6,4,8,8,4,2,5,8,13,33,47,36,35,35,40,47,47,42,42,24,17,16,19,18,15,11,7,9,10,14,12,9,7,14,16,14,12,16,15,14,21,21,18,19,20,16,14,11,13,11,8,7,8,10,15,43,42,40,44,45,6,42,32,26,16,10,9,5,3,4,2,6,5,4,2,3,1,0,0,0
2022-03-07 17:00:00,2,7,9,5,5,8,9,7,7,9,9,8,10,9,9,10,5,11,10,10,8,10,12,11,10,11,12,12,12,15,14,13,10,11,14,19,18,15,9,10,11,11,9,8,7,8,12,15,16,15,14,13,28,29,27,23,21,19,16,18,18,18,14,15,13,13,11,12,14,12,13,10,15,14,14,13,12,8,7,6,5,3,3,5,4,3,4,2,0,0,0,0
2022-03-07 18:00:00,1,10,7,6,6,10,9,8,7,6,6,8,9,7,7,7,6,5,6,19,14,11,14,17,16,15,14,17,25,26,26,36,35,35,37,33,33,33,14,17,17,15,13,10,10,17,22,28,26,27,28,24,38,38,40,35,27,23,21,19,18,19,18,12,12,19,17,17,18,14,23,25,23,16,23,19,15,13,13,12,11,4,5,6,5,3,5,9,9,1,0,0
2022-03-07 19:00:00,3,6,7,5,6,5,5,5,4,6,6,6,8,9,9,8,0,10,8,12,8,7,6,4,4,3,4,6,8,5,9,9,10,7,11,14,10,11,6,8,10,13,8,4,3,11,13,16,14,16,18,19,28,33,38,30,27,22,22,12,19,17,13,12,13,12,11,8,9,8,16,9,17,6,12,7,7,7,8,5,3,4,3,9,8,2,3,1,1,0,0,0
2022-03-07 20:00:00,1,7,9,2,9,9,8,5,5,5,5,3,6,5,5,6,2,0,3,5,5,7,6,5,1,4,4,3,4,6,4,8,10,11,12,10,7,0,6,6,4,5,3,3,1,8,7,9,9,8,12,10,16,13,15,13,11,10,8,16,15,14,12,11,10,4,4,7,6,5,9,0,8,5,7,4,2,2,3,1,2,3,1,3,4,3,5,4,3,0,0,0
