Unnamed: 0,1_개화역광역환승센터,2_개화역1번출구.개화검문소,3_개화산역,4_방화사거리,5_국민은행방화동지점,6_방화2동우촌연립,7_방화2동청성아파트앞,8_공항시장역.공항성산교회,9_공항시장,10_송정역,11_공항중학교.마곡엠밸리9단지,12_마곡엠밸리5단지,13_서울항공비즈니스고등학교,14_신방화사거리,15_방화동도시개발2단지아파트,16_서남환경공원.마곡청구아파트,17_서남물재생센터,18_마곡실내배드민턴장,19_겸재정선미술관.서울식물원,20_양천향교역.휴먼빌아파트,21_가양한강타운아파트,22_가양2단지성지아파트.동양고등학교,23_한보구암마을아파트,24_서울서진학교.우체국앞.허준박물관,25_가양도시개발4단지아파트,26_가양도시개발5단지아파트,27_가양초등학교,28_가양3동도시개발9단지아파트,29_블루나인비지니스센터.이마트,30_태영.삼성한사랑아파트,31_태영송화아파트,32_염창동관음삼성아파트,33_염창동새마을금고,34_핑크힐병원,35_염창동아3차아파트,36_안양천입구,37_양평동한솔아파트,38_양평한신아파트.선유도공원입구,39_당산역,40_당산역,41_당산유원제일1차아파트,42_영등포구청,43_당산동진로아파트,44_김안과병원,45_영등포시장로터리방면,46_경방타임스퀘어.신세계백화점,47_김안과병원,48_당산동진로아파트,49_현대아파트,50_영등포구청,51_당산삼성아파트,52_당산역,53_당산역,54_양평한신아파트.선유도공원입구,55_영등포아리수정수센터,56_염창동아3차아파트.나이아가라호텔,57_염창동새마을금고,58_염창동한마음.관음삼성아파트,59_금호.한솔아파트,60_블루나인비지니스센터.이마트,61_가양도시개발9단지.세현고등학교,62_가양3동주민센터,63_가양3동도시개발6단지아파트,64_가양2동강변아파트,65_대림경동아파트,66_탑산초등학교허준박물관,67_가양동천주교영등포공업고등학교,68_가양2단지성지아파트.동양고등학교,69_가양한강타운아파트,70_양천향교입구,71_양천초등학교.겸재정선미술관,72_겸재정선미술관.서울식물원,73_마곡실내배드민턴장,74_서남물재생센터,75_서남환경공원.마곡청구아파트,76_방화동도시개발2단지아파트,77_신방화사거리,78_서울항공비즈니스고등학교,79_신방화역7번출구,80_공항중학교,81_공항중학교,82_송정역,83_공항시장,84_공항시장역3번출구,85_방화2동청성아파트,86_방화2동우촌연립,87_국민은행방화동지점,88_방화사거리,89_개화산역,90_개화119안전센터,91_개화역광역환승센터,92_강서공영차고지(종점가상)
2022-03-14 14:00:00,1,2,3,2,4,4,4,6,3,7,8,7,5,5,6,8,0,3,2,7,7,6,7,6,5,5,8,9,9,6,8,9,11,7,8,7,8,12,6,7,11,12,10,8,5,6,10,10,10,9,10,8,10,12,14,12,13,12,8,11,9,8,7,8,6,14,15,13,6,6,7,4,6,6,5,7,6,5,5,4,3,4,1,5,4,1,3,2,2,0,0,0
2022-03-14 15:00:00,0,7,6,6,5,6,8,5,4,6,6,4,7,6,10,9,5,8,8,9,8,10,16,13,16,15,15,17,13,11,10,12,12,11,12,10,10,12,6,7,5,9,8,7,5,8,14,12,15,14,9,9,12,13,14,10,10,9,7,10,9,9,6,6,8,5,13,14,13,11,16,18,18,15,13,9,8,9,8,9,8,6,5,7,5,3,2,3,2,0,0,0
2022-03-14 16:00:00,1,3,3,9,7,10,5,7,8,11,8,7,7,7,8,9,0,5,8,10,10,22,32,31,32,11,31,55,56,47,36,14,11,9,10,12,14,15,7,5,6,8,10,8,5,8,11,8,8,13,15,13,17,17,17,17,16,12,9,11,13,14,12,8,9,8,7,23,16,14,14,22,7,22,17,14,12,11,7,2,10,6,5,5,4,4,4,2,1,0,0,0
2022-03-14 17:00:00,5,10,6,2,7,8,7,8,6,10,7,9,10,8,9,6,10,10,9,12,8,15,20,24,22,22,19,21,25,24,23,16,14,12,15,14,15,16,8,8,7,8,7,4,4,9,14,15,10,22,21,19,32,32,35,32,21,18,16,14,13,12,10,8,10,12,13,17,10,16,17,8,15,14,12,12,11,9,10,9,6,5,7,10,4,4,3,2,3,0,0,0
2022-03-14 18:00:00,3,8,6,4,7,7,6,8,8,9,10,10,10,10,11,6,7,12,10,18,9,7,7,9,13,14,12,15,31,32,32,36,38,37,38,33,27,32,15,17,18,22,14,12,10,16,19,22,24,28,31,28,50,48,51,41,29,22,15,18,18,21,19,14,18,19,17,16,15,17,23,24,23,21,17,10,9,8,9,4,8,6,3,7,9,4,6,6,5,3,0,0
2022-03-14 19:00:00,1,2,1,3,5,7,7,4,4,6,6,4,11,7,4,8,0,5,6,15,12,8,7,6,6,4,8,10,12,8,14,14,14,13,12,10,13,14,5,11,5,12,10,8,4,12,15,14,14,12,13,14,23,24,24,23,23,18,18,19,16,16,14,12,10,9,11,8,4,8,14,12,7,10,12,6,4,3,5,4,4,7,6,5,4,2,0,0,1,0,0,0
2022-03-14 20:00:00,1,4,5,4,2,3,3,4,5,8,8,7,6,6,7,7,0,5,6,9,7,5,5,5,6,6,5,3,4,4,5,7,7,8,7,3,4,6,5,5,9,11,9,2,1,5,9,7,9,12,13,9,15,14,16,12,19,13,6,14,16,15,14,13,11,9,8,8,7,9,10,2,5,8,6,5,4,5,1,4,3,1,1,3,2,1,1,0,1,0,0,0
2022-03-14 21:00:00,1,3,5,5,4,5,4,3,0,3,2,3,5,7,6,5,0,3,4,6,5,4,9,5,4,6,7,9,8,7,6,5,6,4,4,5,7,0,3,6,4,3,2,1,4,10,11,7,7,11,10,8,14,14,16,15,13,11,10,10,8,9,9,10,9,8,7,9,8,9,11,10,0,8,8,9,7,0,4,3,0,2,0,5,4,3,3,1,0,0,0,0
2022-03-14 22:00:00,0,1,2,4,2,0,1,1,2,3,2,0,2,3,3,3,5,6,5,8,4,7,8,0,3,2,7,3,6,6,4,6,8,6,7,6,5,5,5,5,5,6,7,4,1,8,7,8,10,10,9,10,14,8,13,12,16,16,14,13,12,9,7,7,6,7,7,6,7,6,6,4,0,5,3,4,3,4,5,3,4,2,0,2,1,0,0,1,2,0,0,0
2022-03-14 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,9,0,4,0,3,0,4,0,6,4,3,3,3,2,0,0,1,3,3,2,1,2,0,3,3,4,5,6,7,7,11,6,11,9,8,10,5,6,3,5,3,4,3,1,1,4,2,3,6,3,5,0,3,2,3,1,0,1,1,2,0,2,1,0,0,0,0,0,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,1,3,1,0,1,2,2,3,2,0,0,0,3,5,7,9,0,0,0,6,7,11,11,14,17,19,24,26,23,0,0,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,1,0,3,3,3,1,4,2,2,3,3,1,0,2,6,7,3,6,1,3,1,4,4,5,6,5,7,9,11,13,10,11,8,7,21,17,11,10,16,13,11,10,5,3,1,5,0,3,2,3,1,3,5,0,4,3,5,4,3,5,3,4,0,0,5,0,0,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 06:00:00,1,2,2,1,3,4,2,2,1,2,3,2,3,5,9,11,0,8,5,5,4,8,5,5,6,7,6,8,9,11,13,16,20,19,15,17,19,12,5,4,5,4,2,1,1,3,6,5,3,2,6,3,8,3,7,4,3,4,3,5,4,5,3,4,5,0,4,7,10,1,9,8,0,6,7,6,5,2,4,3,3,2,0,3,0,4,4,3,1,0,0,0
2022-03-15 07:00:00,2,5,3,3,5,8,8,8,5,10,11,11,12,16,24,31,29,28,29,28,29,12,13,14,11,13,17,19,19,26,30,39,45,47,50,47,55,57,10,9,8,8,7,4,3,10,10,10,9,8,11,7,13,12,13,8,16,25,25,25,25,28,29,14,30,27,26,17,20,8,7,6,5,3,4,9,14,12,11,6,3,3,2,1,0,2,2,1,2,1,0,0
2022-03-15 08:00:00,1,6,5,4,4,7,8,6,8,9,11,12,15,17,21,27,29,9,28,23,26,27,29,25,27,27,25,25,28,30,30,33,40,44,48,47,53,53,37,33,29,21,16,7,5,17,21,22,18,20,26,24,36,35,39,44,39,27,23,20,14,17,19,21,22,18,17,17,16,12,14,15,10,13,12,10,11,17,17,8,4,4,6,7,1,6,4,1,3,1,0,0
2022-03-15 09:00:00,0,3,3,3,4,5,4,4,5,4,5,3,5,3,7,7,7,4,0,9,9,10,12,12,12,13,13,13,13,14,15,18,19,19,20,22,24,25,13,14,15,14,10,7,4,6,6,8,9,10,11,9,13,5,19,15,13,13,9,7,6,7,6,6,7,6,6,6,7,8,5,4,6,3,2,6,4,4,3,0,2,4,5,6,5,3,3,2,2,1,0,0
2022-03-15 10:00:00,1,4,6,2,8,8,9,6,8,10,7,5,4,9,8,8,7,0,7,7,11,10,11,11,10,10,11,13,13,14,14,18,18,20,20,18,18,19,12,13,13,11,10,5,4,4,6,5,6,6,8,7,8,0,6,6,5,5,5,4,3,3,2,1,4,4,2,8,7,5,7,0,3,6,2,8,7,8,4,6,5,3,5,4,5,4,3,2,2,1,0,0
2022-03-15 11:00:00,1,2,2,1,9,5,3,10,5,6,5,6,5,3,9,10,0,7,9,6,7,9,10,9,8,12,11,6,9,13,15,16,18,17,19,18,20,19,11,12,10,14,11,6,5,5,8,10,7,8,7,5,6,7,8,7,8,7,4,9,6,7,6,9,7,3,10,6,9,8,11,4,10,9,8,4,5,5,7,6,5,3,4,3,2,1,1,1,0,0,0,0
2022-03-15 12:00:00,0,3,3,1,5,4,4,5,4,7,8,8,7,10,10,11,8,10,8,10,11,9,9,11,12,9,10,9,11,12,13,11,12,11,11,11,13,12,10,7,10,6,6,4,5,9,11,11,10,9,11,8,10,8,12,10,10,9,8,6,5,7,7,7,6,7,6,8,8,7,8,7,4,5,10,8,7,6,7,5,5,4,5,5,4,4,2,1,0,0,0,0
2022-03-15 13:00:00,1,2,2,3,7,3,5,6,7,10,11,10,8,9,12,6,2,9,6,8,8,7,6,7,6,8,9,11,8,11,10,12,14,13,14,15,11,14,11,10,10,9,8,5,5,10,14,8,12,11,11,4,8,8,7,8,7,9,8,8,5,8,6,9,6,5,5,9,10,7,9,7,9,7,8,7,5,5,5,0,4,4,2,4,5,1,3,2,1,0,0,0
2022-03-15 14:00:00,1,2,3,2,6,5,4,6,4,5,3,6,6,5,6,7,0,6,5,7,8,6,8,6,7,9,11,12,11,10,10,10,11,8,7,9,11,12,10,11,11,10,9,6,5,8,7,9,10,7,10,9,16,5,18,19,18,16,12,12,9,9,9,10,11,10,8,9,7,8,7,7,5,6,3,7,5,6,3,5,0,5,4,4,3,1,1,2,1,0,0,0
2022-03-15 15:00:00,0,3,1,5,12,9,4,8,10,11,12,9,8,8,11,8,0,12,11,10,9,10,12,13,12,11,12,12,10,10,9,9,10,11,10,10,10,10,8,10,10,13,10,8,6,12,14,17,11,16,16,15,20,21,19,20,20,18,17,17,7,10,7,8,10,10,10,10,8,6,10,10,12,10,9,8,9,9,5,8,6,5,6,6,4,3,3,2,2,0,0,0
2022-03-15 16:00:00,1,3,2,8,10,6,0,5,5,11,7,6,7,6,8,10,3,7,10,7,11,22,40,43,42,41,39,47,45,41,36,20,16,16,17,20,25,24,12,16,16,19,7,5,5,12,14,14,14,13,14,13,17,18,19,17,16,14,15,15,17,19,18,20,19,20,34,45,46,45,47,12,17,40,32,22,18,18,14,10,5,9,9,9,7,5,4,3,3,2,0,0
2022-03-15 17:00:00,10,12,9,4,7,9,6,5,8,8,8,7,8,6,10,11,8,8,9,10,11,10,13,14,13,13,14,16,15,17,18,17,20,22,22,22,21,22,12,13,13,14,13,10,5,12,19,21,21,23,22,21,30,31,32,28,25,23,18,13,13,12,11,9,9,10,9,12,10,12,15,14,13,12,11,9,8,7,5,4,6,4,3,4,2,5,6,7,6,1,0,0
2022-03-15 18:00:00,2,3,3,3,8,7,7,8,6,9,8,7,9,10,9,10,0,7,9,15,14,13,13,14,15,14,13,17,24,25,29,40,42,23,39,32,28,33,16,18,17,16,16,10,7,13,17,15,16,21,25,23,35,38,45,36,29,21,18,20,20,24,22,20,18,19,24,23,21,21,23,24,18,23,16,15,11,10,10,11,9,5,4,7,7,6,6,7,5,1,0,0
2022-03-15 19:00:00,3,6,7,5,4,0,3,4,3,6,5,9,9,8,8,7,9,8,9,14,12,9,7,6,7,6,6,6,7,8,6,10,14,13,14,9,11,8,6,7,8,15,12,6,6,13,11,15,16,21,22,18,27,32,33,27,21,18,18,17,15,12,10,9,8,9,9,5,6,6,11,8,9,7,9,5,7,6,5,2,8,6,5,5,4,3,3,1,0,1,0,0
2022-03-15 20:00:00,1,4,2,3,4,3,2,1,2,5,6,2,7,7,7,7,4,5,5,10,8,9,9,8,9,2,6,5,7,6,8,8,10,8,2,7,3,8,4,5,5,8,7,3,2,13,8,14,13,11,11,10,14,15,18,18,16,14,12,12,15,15,15,5,15,14,12,12,9,0,11,10,2,6,9,8,4,5,2,4,2,6,5,1,4,0,1,0,0,0,0,0
2022-03-15 21:00:00,4,2,5,3,3,0,2,1,0,2,2,1,3,7,7,9,5,11,10,11,9,7,14,9,8,3,13,11,9,2,10,11,11,9,11,9,8,9,6,6,7,4,0,3,2,9,11,10,9,12,10,12,20,18,20,19,16,14,15,14,12,12,10,9,9,6,5,7,6,5,10,5,5,9,6,4,5,3,1,2,3,1,0,3,1,1,0,0,2,0,0,0
2022-03-15 22:00:00,0,3,2,3,4,0,3,2,2,4,0,3,6,7,3,4,0,0,4,6,5,6,5,4,2,1,2,2,5,4,4,6,8,7,8,5,2,7,3,4,2,3,2,2,4,6,6,7,9,9,10,7,17,10,19,17,13,11,10,2,9,8,9,4,7,0,6,5,3,1,7,6,3,5,4,3,3,3,2,1,2,0,2,1,0,0,0,1,0,0,0,0
2022-03-15 23:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,0,0,0,3,5,6,6,5,5,4,5,0,2,4,0,3,4,4,3,1,0,0,2,1,3,3,2,1,1,7,7,6,6,9,8,9,11,12,13,10,9,9,5,8,6,5,2,4,5,1,4,4,0,3,5,3,2,2,3,2,1,1,2,0,1,0,1,2,2,1,1,1,2,0,0,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,1,2,3,0,0,2,0,0,1,1,0,2,2,5,9,10,0,0,0,7,9,13,14,14,18,20,27,29,28,0,0,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,0,1,2,0,2,4,4,5,0,4,2,3,1,3,5,6,0,5,4,4,3,5,3,3,5,5,7,12,11,12,13,14,12,26,25,22,13,21,19,15,15,14,10,6,5,5,5,3,3,4,3,2,2,0,1,2,3,4,0,3,0,4,0,5,0,0,0,0,4,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,0,1,2,0,1,3,3,2,1,4,5,3,3,6,7,8,0,0,5,5,4,7,5,5,6,5,7,8,10,12,10,14,15,18,20,14,18,16,6,8,6,5,3,2,0,2,2,2,6,5,5,3,6,3,6,2,4,4,2,4,5,3,4,1,0,0,2,6,7,5,7,0,2,6,4,5,3,4,2,3,2,2,1,2,2,3,3,3,2,1,0,0
2022-03-16 07:00:00,2,4,4,2,3,5,6,6,7,8,9,10,10,15,21,24,22,17,21,25,29,16,16,16,14,12,18,12,22,26,30,37,41,43,40,41,44,39,10,11,10,10,9,3,2,7,8,10,8,8,9,6,13,10,14,14,20,24,24,26,27,33,22,23,35,32,31,10,11,10,17,15,10,7,9,8,12,9,5,7,5,2,2,3,3,5,6,4,4,2,0,0
2022-03-16 08:00:00,3,6,5,5,3,4,5,5,6,10,13,12,12,15,21,27,25,22,22,17,21,23,22,22,15,21,23,23,21,25,26,28,27,28,45,45,49,38,18,24,17,15,9,4,8,15,21,23,22,25,24,22,37,36,40,41,38,36,35,20,17,18,18,19,20,21,20,16,15,14,13,12,13,11,10,10,15,11,9,7,5,6,7,9,7,7,6,4,5,2,1,0
2022-03-16 09:00:00,0,5,5,5,5,7,8,8,7,5,6,4,5,6,9,12,9,10,11,10,12,14,12,14,17,16,14,14,12,14,16,20,24,25,27,27,29,30,13,14,17,14,10,4,3,11,12,11,11,10,8,6,9,8,12,23,22,12,11,8,7,6,6,6,5,5,5,7,6,9,8,7,6,7,8,7,7,8,7,6,4,2,3,3,4,6,7,7,6,3,0,0
2022-03-16 10:00:00,0,2,2,1,5,2,5,5,6,6,5,3,4,4,5,7,4,0,7,5,9,9,7,10,9,8,11,13,13,14,15,16,19,13,19,16,15,15,11,11,12,12,7,3,2,4,6,6,5,6,7,5,5,5,6,4,6,6,2,3,4,2,2,4,5,3,2,6,7,6,6,7,6,5,2,6,5,5,3,4,2,2,3,4,2,3,2,2,0,1,0,0
2022-03-16 11:00:00,1,2,2,1,7,5,5,4,8,10,9,8,5,6,7,7,4,3,4,7,6,6,4,5,9,9,9,10,11,13,14,14,14,15,12,12,18,13,11,12,11,11,9,4,5,6,8,10,8,5,6,5,6,3,7,5,6,7,9,10,3,11,10,7,7,6,7,11,9,8,9,5,6,5,0,9,7,5,0,3,5,3,4,4,0,3,1,0,1,0,0,0
2022-03-16 12:00:00,0,3,4,3,5,5,4,6,7,7,8,7,6,5,7,8,7,0,5,6,5,6,5,2,3,6,7,7,7,9,9,11,13,13,14,15,16,11,8,10,11,13,11,10,10,6,10,5,9,8,4,4,8,8,9,4,7,6,4,7,7,6,6,6,6,7,8,9,8,8,8,9,10,3,5,9,11,6,9,0,6,5,3,5,4,2,5,1,4,2,0,0
2022-03-16 13:00:00,2,3,3,1,5,4,5,6,7,7,6,6,8,9,9,10,8,7,4,9,10,9,10,8,9,9,8,8,10,11,13,12,14,12,16,17,17,15,11,10,11,13,9,7,3,7,6,7,6,7,9,10,11,3,15,14,12,11,11,9,8,10,10,12,9,12,8,9,7,9,8,7,10,9,7,8,6,6,4,5,3,6,6,7,8,8,3,4,1,0,0,0
2022-03-16 14:00:00,1,4,4,1,7,6,4,5,4,7,10,9,6,5,5,5,0,4,3,5,4,7,15,16,6,6,16,16,7,8,9,9,10,8,11,11,9,11,8,7,6,7,6,7,6,9,11,7,9,9,11,10,13,11,12,10,11,11,8,9,7,7,6,5,6,8,4,7,7,8,7,8,0,7,6,6,4,6,4,4,2,4,0,3,3,0,5,6,2,0,0,0
2022-03-16 15:00:00,1,3,3,3,3,3,5,7,6,5,7,5,8,6,6,9,10,7,9,7,6,23,30,23,28,27,22,22,22,21,17,14,15,12,17,13,7,7,8,9,12,10,10,9,6,7,10,12,10,13,12,10,12,13,14,13,13,16,10,16,13,12,7,11,9,10,18,41,41,41,16,15,15,40,37,31,21,18,11,10,9,4,9,10,8,4,1,0,3,2,0,0
2022-03-16 16:00:00,1,3,3,11,12,11,10,11,8,13,12,9,11,9,7,8,5,9,8,11,13,11,9,13,13,12,10,41,44,28,32,20,16,14,16,17,12,17,9,10,9,9,7,5,5,15,19,22,19,20,20,18,24,25,27,26,22,16,13,12,18,14,15,14,13,11,12,9,8,10,8,9,9,6,8,7,10,10,6,6,5,5,3,5,4,5,3,3,1,0,0,0
2022-03-16 17:00:00,0,8,7,6,8,5,6,6,5,7,8,9,8,7,9,9,10,5,10,11,10,7,8,9,9,9,9,11,14,14,12,14,14,15,17,15,18,18,13,13,13,14,10,4,4,14,22,22,21,20,22,21,26,22,32,29,25,18,20,21,21,20,21,19,18,16,14,13,10,6,19,19,7,18,15,10,6,6,8,3,6,5,2,8,3,7,2,1,1,0,0,0
2022-03-16 18:00:00,3,6,7,6,10,11,10,11,4,10,11,10,11,12,9,6,5,6,5,20,15,15,18,17,7,17,16,16,16,17,21,26,27,23,32,28,40,42,21,22,18,23,16,12,7,18,22,20,20,24,28,24,34,36,33,31,26,23,22,24,21,21,22,23,20,22,19,14,14,15,22,24,25,23,20,13,10,9,8,9,7,6,6,7,5,4,5,4,3,0,0,0
2022-03-16 19:00:00,5,9,8,5,5,3,1,5,0,6,9,8,8,10,8,10,9,9,5,14,10,8,7,9,11,7,9,8,13,9,11,12,14,13,13,10,11,14,10,9,9,7,7,6,4,13,18,19,19,22,24,20,33,34,36,32,28,23,14,21,18,16,13,6,13,11,8,6,6,7,16,15,14,11,11,7,7,5,5,3,2,2,3,6,6,3,3,4,4,2,0,0
2022-03-16 20:00:00,2,6,4,3,4,2,2,5,3,8,6,5,6,5,4,5,0,4,5,11,6,4,5,6,7,6,7,6,6,5,1,3,5,6,7,5,8,7,4,4,6,7,8,3,3,9,11,13,12,14,16,15,23,24,25,21,17,15,14,13,14,18,16,5,7,15,5,11,8,4,10,8,9,9,7,5,8,4,6,3,5,3,3,3,2,1,1,0,0,0,0,0
2022-03-16 21:00:00,6,6,6,6,7,2,5,2,0,4,5,8,2,5,3,4,0,0,3,6,5,4,4,5,2,3,2,3,3,2,3,5,4,5,6,5,4,0,3,4,4,4,0,2,2,9,11,9,9,12,15,14,17,16,20,17,16,14,12,11,10,10,8,5,7,4,2,5,4,2,6,5,6,5,6,4,2,6,0,0,5,2,1,3,2,2,2,2,0,0,0,0
2022-03-16 22:00:00,0,3,2,2,4,2,3,1,4,4,1,2,5,3,4,2,5,6,0,7,6,8,8,7,6,7,6,5,6,7,8,4,5,4,6,5,7,3,3,4,3,4,2,1,2,11,11,12,8,14,13,11,15,14,16,14,15,15,14,16,17,13,6,11,8,7,6,5,3,5,7,2,4,4,6,4,5,6,2,5,3,2,0,4,2,0,0,1,1,0,0,0
2022-03-16 23:00:00,0,0,0,0,0,0,0,0,1,0,2,0,3,0,2,0,0,1,1,4,3,3,0,0,1,2,0,2,0,4,2,3,5,0,0,0,4,0,2,3,1,3,0,0,2,5,7,6,7,10,9,6,11,9,16,13,11,10,7,6,7,6,5,4,3,0,2,3,2,0,5,1,2,4,3,2,2,0,1,0,1,2,0,0,1,0,0,1,0,0,0,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,1,1,2,0,1,2,0,2,1,0,0,3,4,6,9,10,0,0,0,7,3,10,11,13,16,17,25,25,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,0,1,1,1,1,2,3,4,3,2,3,3,3,2,5,7,1,0,6,4,1,5,5,4,4,4,12,14,13,14,15,25,24,24,23,17,12,12,18,19,13,14,9,7,5,3,8,3,7,3,2,4,3,0,4,5,6,8,1,8,8,10,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 06:00:00,1,3,3,4,3,4,6,5,5,4,2,3,2,1,4,6,0,5,5,4,4,5,6,4,5,6,6,7,9,10,9,13,12,13,14,15,14,13,7,6,5,4,4,3,2,3,4,4,5,2,5,3,11,9,11,9,8,9,8,2,5,2,1,3,1,0,3,10,10,2,12,0,11,2,8,9,3,8,6,2,2,2,0,3,0,4,3,2,1,0,0,0
