Unnamed: 0,1_은평공영차고지,2_덕은교.은평차고지앞,3_수색교,4_월드컵파크11.12단지,5_월드컵파크9.10.11.12단지,6_DMC첨단산업센터,7_MBC,8_SBS.YTN,9_공항철도디지털미디어시티역,10_디지털미디어시티역,11_청구아파트.참누리아파트,12_중동현대아파트,13_가좌행복주택.건영월드컵아파트,14_가좌역,15_월드컵아이파크,16_성산2교,17_성미약수터,18_경성중고.홍대부속여중고입구,19_서울도시가스마포사옥,20_서서울농협홍대역점,21_홍대입구역(가상),22_홍대입구역,23_연희동대우아파트,24_서대문우체국,25_연세대앞,26_세브란스병원앞,27_이대후문,28_이대부고,29_삼호아파트,30_독립문역.서대문형무소역사관,31_독립문공원,32_국립대한민국임시정부기념관,33_독립문파크빌,34_독립문역.서대문형무소역사관,35_독립문역,36_독립문(가상),37_독립문공원.극동아파트,38_이대부고,39_이대후문,40_세브란스병원앞,41_연세대학교앞,42_연세로.스타광장,43_신촌오거리.현대백화점,44_동교동삼거리,45_홍대입구역,46_동교로사거리,47_서울도시가스마포사옥,48_경성중고.홍대부속여중고입구,49_성미약수터,50_성산2교,51_월드컵아이파크,52_가좌역1번출구,53_가좌행복주택.건영월드컵아파트,54_중동현대아파트,55_청구아파트.참누리아파트,56_디지털미디어시티역,57_공항철도디지털미디어시티역,58_SBS.YTN,59_MBC,60_DMC첨단산업센터,61_하늘초등학교,62_월드컵파크10단지,63_수색교,64_덕은교.은평차고지앞,65_은평공영차고지(가상)
2022-04-09 14:00:00,1,0,4,6,14,15,16,14,8,5,5,10,12,12,13,10,14,13,16,14,13,14,16,16,19,20,17,16,11,7,6,0,4,5,7,1,14,18,22,24,18,18,15,14,12,13,12,13,11,10,7,9,5,6,4,6,11,10,6,3,2,0,0,0,0
2022-04-09 15:00:00,0,1,4,11,14,15,16,15,8,6,7,8,9,9,7,9,9,11,13,15,12,12,14,12,19,22,23,22,14,8,8,5,8,0,17,16,19,21,25,26,17,17,18,14,15,18,21,19,16,12,10,14,12,10,9,9,12,10,10,0,6,5,2,2,0
2022-04-09 16:00:00,0,1,4,10,11,12,13,13,10,11,7,9,10,13,7,20,19,23,22,20,19,13,14,13,15,18,16,16,10,4,5,4,2,2,6,0,14,18,24,24,15,15,15,11,13,16,10,16,10,13,5,13,22,19,17,12,16,18,15,7,6,4,3,2,0
2022-04-09 17:00:00,3,3,4,10,12,12,15,16,13,11,12,15,12,13,14,14,17,18,19,23,20,21,19,15,25,26,23,22,13,11,10,7,6,4,8,6,16,21,23,22,15,15,18,14,14,14,14,13,12,11,10,12,12,11,10,8,14,4,9,8,2,2,0,0,0
2022-04-09 18:00:00,0,0,1,5,8,13,17,15,16,11,10,10,9,11,12,12,14,15,15,17,14,18,18,21,18,19,18,21,17,12,7,4,4,3,7,0,10,14,19,18,14,14,17,17,19,22,20,16,17,15,11,10,18,18,18,19,21,13,12,13,9,7,5,3,0
2022-04-09 19:00:00,1,1,1,5,6,8,9,10,12,10,0,6,5,0,6,9,10,11,9,12,10,20,20,19,23,15,21,20,9,3,0,2,2,3,5,0,8,12,15,6,10,10,14,15,16,12,11,11,8,6,12,9,12,10,9,9,12,10,8,7,5,2,0,0,0
2022-04-09 20:00:00,0,0,0,1,0,1,6,5,9,8,7,6,9,9,0,9,6,8,10,10,7,13,15,12,16,16,15,12,10,4,3,1,2,1,1,0,5,6,8,7,7,7,8,3,15,11,16,15,13,11,0,7,12,7,4,6,14,9,12,12,9,4,2,1,0
2022-04-09 21:00:00,0,1,1,2,3,2,5,14,11,5,3,10,4,3,2,2,4,6,5,8,5,15,14,15,15,15,14,15,8,5,7,6,1,1,2,1,7,7,4,10,11,11,7,4,21,22,21,20,16,12,15,11,10,14,13,12,16,15,13,12,7,4,1,0,0
2022-04-09 22:00:00,0,0,1,1,2,3,5,7,7,7,6,6,4,3,0,5,0,3,5,5,3,17,14,10,16,18,17,16,9,4,7,0,1,0,2,3,4,6,3,4,10,10,13,8,22,23,22,21,20,19,16,19,18,17,16,14,22,19,18,15,10,2,1,0,0
2022-04-09 23:00:00,0,0,0,0,2,0,0,0,6,7,6,5,4,0,1,1,0,2,3,4,3,21,21,17,18,17,17,12,11,4,2,1,1,0,1,0,2,3,2,3,5,5,4,5,13,15,10,12,16,11,5,14,15,13,12,10,14,13,11,11,9,3,1,0,0
2022-04-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 05:00:00,0,1,0,2,3,3,4,3,3,0,0,4,0,3,0,0,2,1,0,0,0,2,3,0,0,3,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 06:00:00,0,0,3,5,4,4,3,4,3,2,5,2,0,0,0,0,3,0,4,0,2,4,3,0,4,0,3,1,0,0,0,0,1,1,1,0,4,5,4,4,3,0,4,1,1,1,0,0,0,1,2,2,0,4,4,4,5,4,1,0,0,0,0,0,0
2022-04-10 07:00:00,0,0,2,5,5,5,6,0,5,3,0,3,3,0,4,1,4,3,5,5,4,4,4,3,2,3,4,3,2,0,0,0,0,0,1,0,1,3,0,2,0,0,2,2,5,4,0,5,3,2,0,3,2,3,2,3,8,2,3,0,1,0,0,0,0
2022-04-10 08:00:00,0,0,1,6,11,11,16,14,10,5,5,7,7,5,5,5,5,8,9,0,6,5,6,7,8,2,7,9,2,3,2,0,4,2,4,0,7,9,8,7,5,0,3,2,3,2,0,3,0,1,2,3,2,4,5,5,6,4,4,1,0,0,0,0,0
2022-04-10 09:00:00,1,1,2,6,12,13,10,12,11,9,8,9,9,3,3,10,11,8,10,8,7,10,6,19,20,19,18,19,15,1,0,0,2,0,4,0,5,9,11,11,9,0,3,3,3,6,5,0,2,1,4,4,5,4,3,6,6,5,4,2,0,0,1,0,0
2022-04-10 10:00:00,0,1,3,14,16,11,17,15,8,8,9,7,8,10,7,11,15,14,17,16,13,15,14,13,12,13,15,12,8,4,2,2,6,0,7,6,12,14,16,14,13,0,12,7,6,3,4,5,4,3,2,5,7,8,8,7,8,4,5,4,3,0,1,0,0
2022-04-10 11:00:00,0,1,3,7,8,10,14,12,10,7,8,10,8,9,12,14,16,15,14,11,12,17,19,21,23,12,18,17,14,7,4,0,5,6,5,3,17,20,21,20,15,0,19,17,9,6,0,0,5,3,0,4,6,5,7,5,6,5,4,0,2,0,0,0,0
2022-04-10 12:00:00,0,0,3,9,14,15,19,16,11,7,3,11,12,13,16,16,20,25,18,16,16,9,10,8,11,10,14,12,6,3,4,0,2,6,11,10,15,21,26,18,14,0,12,9,13,12,13,14,14,11,12,12,13,14,6,13,8,11,9,2,2,1,1,1,0
2022-04-10 13:00:00,0,2,6,7,11,12,13,12,12,11,0,10,11,10,9,9,10,11,12,14,13,21,29,29,27,14,26,12,15,12,7,1,4,2,8,0,12,22,21,19,17,0,16,15,9,11,10,10,9,10,6,9,8,7,13,11,10,9,6,4,3,1,2,0,0
2022-04-10 14:00:00,0,0,1,6,10,12,18,14,14,12,14,13,13,10,14,16,18,20,21,17,16,17,14,10,17,17,16,14,10,7,3,5,3,4,4,2,10,15,17,13,14,0,14,14,10,11,11,12,11,8,10,6,9,7,5,6,11,9,8,7,5,1,0,0,0
2022-04-10 15:00:00,0,0,4,7,10,12,18,19,15,11,0,15,12,16,6,16,17,16,19,16,14,20,19,20,22,22,21,20,15,7,5,4,3,4,8,7,11,16,17,17,13,0,12,12,15,13,14,10,13,14,8,13,11,10,4,11,11,10,9,2,8,4,3,0,0
2022-04-10 16:00:00,0,2,1,6,7,8,9,10,10,6,7,7,9,9,0,18,18,20,21,22,11,11,16,12,14,15,16,13,12,5,2,0,1,4,13,0,21,20,22,23,17,0,19,19,21,13,18,18,18,18,6,8,17,16,4,14,18,16,14,15,4,1,1,0,0
2022-04-10 17:00:00,0,2,3,7,7,9,12,10,8,9,8,6,4,7,6,5,8,7,11,13,13,16,16,17,19,18,18,17,13,8,7,6,2,3,12,0,15,16,16,12,11,0,19,19,18,18,15,14,12,11,4,11,10,11,7,10,13,12,10,8,3,1,0,0,0
2022-04-10 18:00:00,0,1,1,6,8,7,15,14,11,8,7,8,8,7,8,12,9,8,11,5,9,12,10,12,18,18,13,14,11,11,6,5,2,0,9,0,12,24,19,17,15,0,12,9,21,14,19,15,14,8,6,9,9,8,6,7,14,12,10,12,11,3,1,0,0
2022-04-10 19:00:00,0,1,2,3,4,5,7,8,9,9,7,6,7,0,9,7,0,9,11,12,9,16,16,14,13,15,13,10,6,3,1,0,0,0,2,0,5,8,7,6,7,0,9,13,19,19,17,16,16,17,0,14,12,10,6,9,12,14,13,11,7,6,2,1,0
2022-04-10 20:00:00,0,0,1,2,4,5,5,1,4,3,5,2,1,6,8,9,10,2,7,9,8,11,12,11,14,14,13,12,5,3,7,0,1,0,2,0,6,10,10,0,9,0,12,6,22,23,0,20,17,0,16,6,14,12,11,8,15,14,13,11,9,5,1,0,0
2022-04-10 21:00:00,0,1,1,2,3,1,5,4,5,6,3,3,3,2,0,4,6,6,4,7,6,21,20,18,23,27,18,16,11,12,8,3,3,0,1,0,3,3,11,11,9,0,10,7,17,20,7,5,20,17,15,14,13,8,6,9,20,11,16,7,5,4,1,0,0
2022-04-10 22:00:00,0,0,1,1,1,0,2,3,3,3,0,0,1,4,0,3,4,5,8,9,7,19,20,19,24,17,26,22,11,7,5,0,0,1,1,0,2,2,2,4,3,6,8,7,14,20,12,17,16,14,12,8,11,8,5,9,16,15,15,9,12,7,1,0,0
2022-04-10 23:00:00,0,0,1,0,2,4,6,0,6,5,4,3,0,2,0,2,2,0,5,7,0,21,20,16,18,18,15,14,7,4,2,0,0,0,0,0,2,2,0,1,1,6,7,5,12,11,9,0,9,10,9,8,5,5,4,5,11,12,10,9,7,3,1,1,0
2022-04-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 05:00:00,1,0,0,4,5,6,3,6,2,0,0,3,4,5,0,4,3,0,5,4,4,5,0,0,6,6,4,0,0,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 06:00:00,0,1,3,18,23,8,19,22,10,5,3,6,6,5,6,9,10,10,11,9,10,5,6,9,9,8,7,6,4,0,0,0,2,4,3,5,5,8,7,6,5,3,3,1,7,2,1,3,6,3,0,5,5,4,5,5,6,5,3,2,1,0,0,1,0
2022-04-11 07:00:00,1,0,14,42,56,57,59,53,16,9,10,17,17,15,17,20,21,19,22,23,21,16,18,27,28,27,26,10,8,9,10,4,8,9,16,9,30,32,18,17,9,8,5,7,7,6,5,7,7,10,12,23,30,38,15,13,27,24,17,4,2,1,2,0,0
2022-04-11 08:00:00,0,2,4,23,47,26,46,25,23,8,6,11,11,11,15,24,29,32,31,28,24,16,24,23,25,25,13,15,7,3,4,0,8,10,15,14,23,22,18,15,20,15,13,10,18,16,15,17,16,17,0,21,23,28,34,42,58,55,34,6,2,1,0,1,0
2022-04-11 09:00:00,2,1,4,15,19,22,25,21,16,8,10,11,12,15,17,15,18,24,25,24,18,11,14,13,13,9,7,2,6,3,4,3,3,2,8,4,14,16,16,15,16,11,8,8,16,16,18,19,15,15,14,17,20,22,22,25,43,40,27,7,2,0,0,0,0
2022-04-11 10:00:00,0,0,1,8,13,15,16,13,10,10,4,11,9,11,7,10,8,8,12,10,7,9,11,11,10,9,11,10,8,5,3,0,4,2,6,0,12,12,11,13,13,8,8,7,9,15,16,17,15,13,11,12,5,8,9,9,16,15,10,5,4,1,0,0,0
2022-04-11 11:00:00,1,1,4,7,10,13,16,16,11,7,12,11,11,9,10,10,15,16,14,9,9,9,11,13,8,8,9,7,7,4,3,0,8,9,7,6,9,11,9,12,13,12,10,9,9,6,3,4,3,4,5,5,7,8,10,8,10,10,8,3,1,0,0,0,0
2022-04-11 12:00:00,1,1,3,7,9,11,14,14,10,7,8,9,10,11,12,13,13,12,12,14,13,12,13,12,10,10,9,7,8,6,3,0,3,3,6,8,9,10,12,11,11,9,12,8,9,10,9,10,0,9,6,10,8,9,8,9,13,11,5,4,2,1,0,0,0
2022-04-11 13:00:00,0,1,3,7,12,12,15,14,8,5,6,5,7,2,8,9,10,11,13,15,12,19,18,17,18,16,12,9,7,4,5,0,2,1,5,0,11,12,15,12,13,11,10,11,14,12,10,10,7,7,4,9,8,3,5,4,9,8,7,6,5,3,0,0,0
2022-04-11 14:00:00,0,0,3,8,9,10,10,10,10,7,11,11,9,8,8,11,10,9,10,13,10,10,11,11,9,9,16,15,8,5,5,4,2,3,6,3,11,12,15,17,18,14,9,8,11,10,7,6,5,9,7,6,10,7,0,8,10,8,7,6,4,2,0,0,0
2022-04-11 15:00:00,1,0,2,4,7,8,10,10,9,7,8,8,8,6,7,12,12,13,13,14,12,11,11,12,12,9,14,16,13,8,6,0,4,3,8,2,10,12,21,20,21,23,23,17,8,7,9,10,9,8,8,7,4,4,6,7,8,4,7,2,2,1,0,0,0
2022-04-11 16:00:00,2,3,4,6,9,14,21,20,17,14,12,11,10,10,11,17,19,20,22,16,19,14,15,11,16,19,21,27,16,9,9,4,5,2,11,10,18,35,38,39,33,24,15,15,15,15,11,17,15,9,10,16,16,15,13,13,15,14,10,13,7,2,0,0,0
2022-04-11 17:00:00,0,3,5,9,15,39,51,53,30,17,18,15,14,13,13,15,25,28,31,26,25,16,14,15,17,22,23,20,17,13,12,0,2,0,6,5,13,19,27,27,30,21,21,15,24,25,26,22,20,16,14,16,19,14,13,10,19,20,16,13,6,3,1,0,0
2022-04-11 18:00:00,1,1,2,4,13,51,59,58,24,22,18,16,17,15,14,21,22,23,22,23,19,15,14,15,17,19,23,22,17,11,16,13,3,5,8,0,16,21,33,34,35,26,26,20,27,28,24,27,24,20,19,21,17,15,13,16,30,27,24,14,8,5,2,1,0
2022-04-11 19:00:00,0,2,4,4,5,19,25,31,23,19,17,14,11,10,9,10,13,19,22,13,16,13,15,10,12,13,14,15,9,8,9,0,2,3,4,3,8,10,17,15,15,20,20,11,22,23,20,19,18,18,17,17,16,13,12,14,30,28,27,26,12,6,1,0,0
2022-04-11 20:00:00,3,0,0,5,4,6,10,12,15,14,13,11,10,4,0,13,16,8,17,19,13,14,13,13,15,15,13,9,6,5,5,1,1,1,2,0,6,9,8,9,10,9,7,6,10,12,11,22,18,13,4,9,9,8,8,7,14,8,13,7,5,3,1,0,0
2022-04-11 21:00:00,0,1,0,1,0,6,12,15,13,9,8,9,8,6,5,2,3,6,10,9,6,13,19,16,18,17,16,14,8,7,8,0,3,1,1,0,2,5,7,8,7,9,8,7,18,20,19,13,13,10,11,9,10,7,4,4,11,12,12,4,6,5,2,1,0
2022-04-11 22:00:00,0,0,0,1,2,8,15,10,11,6,5,3,4,3,3,3,5,7,5,4,4,12,10,11,19,20,17,16,13,9,3,0,2,4,2,0,6,10,8,4,5,14,14,12,18,11,9,16,14,13,12,10,9,8,3,8,13,9,11,12,6,4,2,0,0
2022-04-11 23:00:00,0,0,0,0,1,3,3,4,5,5,0,4,3,0,0,6,5,4,6,5,4,14,13,15,18,19,20,16,8,3,2,0,0,0,3,0,4,1,2,3,4,6,6,5,14,15,14,13,9,12,10,12,10,8,0,7,8,4,7,0,6,1,0,0,0
2022-04-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 05:00:00,1,1,0,4,5,0,0,6,2,2,2,3,3,4,0,0,5,7,7,6,5,6,6,0,6,5,4,3,2,1,2,1,2,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 06:00:00,1,1,3,15,20,11,21,17,9,4,3,4,6,6,4,7,8,8,5,0,6,7,7,8,7,6,6,5,2,1,2,0,3,0,4,3,7,11,8,7,6,4,3,0,3,3,2,4,4,5,7,4,5,4,1,5,11,2,7,3,2,0,0,1,0
2022-04-12 07:00:00,0,0,11,35,42,32,37,35,14,8,9,12,13,12,14,26,32,35,36,23,18,17,25,29,27,22,20,12,8,6,8,0,12,11,8,5,22,23,13,11,8,6,8,6,7,6,5,7,6,7,8,12,10,13,13,11,13,11,8,7,3,2,1,0,0
2022-04-12 08:00:00,1,1,7,30,43,45,51,47,25,12,14,17,15,17,18,26,27,26,27,27,30,23,26,26,24,23,15,14,9,5,2,0,12,9,21,11,31,33,23,19,19,16,15,18,37,34,32,33,30,32,33,40,43,44,43,55,68,60,39,11,5,4,1,0,0
2022-04-12 09:00:00,0,1,3,14,21,21,25,20,13,12,4,13,13,13,12,12,14,14,13,13,12,17,20,22,19,16,9,6,5,2,2,0,4,3,12,6,26,26,23,18,18,11,11,12,20,20,19,16,15,12,12,16,17,21,21,24,48,42,23,3,1,0,0,0,0
2022-04-12 10:00:00,0,0,1,8,9,10,12,10,5,4,5,6,8,9,10,11,11,13,11,12,11,14,13,11,11,10,10,9,8,3,4,0,2,4,9,0,16,17,13,13,16,11,11,10,14,14,12,14,9,9,0,7,7,11,8,7,11,10,7,2,2,0,1,0,0
2022-04-12 11:00:00,5,2,2,5,9,17,16,16,13,10,11,5,14,15,14,10,11,11,14,13,11,14,9,8,8,9,8,8,5,6,5,0,3,2,6,0,12,13,13,12,10,8,9,9,7,6,1,4,1,3,5,4,5,6,5,6,7,5,4,0,2,1,0,0,0
2022-04-12 12:00:00,0,0,3,6,9,10,11,8,7,5,3,5,6,4,7,8,5,7,9,8,6,13,17,16,14,12,9,9,5,4,4,3,3,1,6,0,10,9,11,15,13,9,11,9,9,9,10,10,9,8,8,9,9,10,10,7,12,9,7,5,4,2,1,0,0
2022-04-12 13:00:00,0,1,2,9,9,10,13,11,9,7,8,9,8,10,4,9,11,10,10,11,9,18,19,18,18,16,12,12,6,5,2,0,4,5,8,7,12,14,15,18,14,15,13,12,12,13,9,7,12,14,13,11,9,9,10,8,15,11,8,7,5,2,0,0,0
2022-04-12 14:00:00,0,0,2,5,8,10,13,14,9,11,10,9,5,5,4,9,11,12,10,11,9,9,14,13,13,10,9,10,7,3,3,1,2,0,6,0,9,24,18,20,11,20,20,13,13,14,13,12,9,8,6,9,6,9,8,7,10,10,6,0,3,1,0,0,0
2022-04-12 15:00:00,1,1,1,5,7,11,14,13,15,13,14,10,8,10,6,13,15,11,13,11,10,10,14,15,17,16,16,21,14,9,7,6,2,6,7,6,12,35,35,36,38,32,25,20,15,14,13,13,12,8,11,12,9,6,7,5,10,9,7,6,5,2,1,0,0
2022-04-12 16:00:00,1,0,2,6,11,15,22,25,20,13,14,8,12,11,10,11,14,19,20,19,16,9,10,12,13,15,28,29,15,10,12,0,6,5,11,4,16,17,28,27,19,21,22,17,14,13,12,16,13,12,13,16,18,12,10,10,14,12,9,9,6,4,0,0,0
2022-04-12 17:00:00,0,2,3,8,18,38,48,47,31,21,22,20,17,15,13,16,25,27,28,26,23,14,15,18,21,26,31,34,29,15,3,0,2,4,5,1,13,18,30,33,34,33,23,19,24,26,23,22,17,14,8,16,12,13,12,13,21,17,14,13,7,4,4,0,0
2022-04-12 18:00:00,1,2,1,4,15,42,50,54,28,28,28,18,19,19,17,23,38,50,54,55,47,16,18,20,21,20,24,24,16,10,13,12,3,3,10,9,15,22,47,47,44,32,36,29,35,31,31,30,27,24,22,19,15,12,8,14,22,22,20,6,10,4,1,2,0
2022-04-12 19:00:00,0,2,3,7,10,23,34,30,23,20,18,15,13,11,8,22,25,27,30,31,29,10,10,10,19,14,21,25,13,12,10,0,3,4,5,0,8,16,23,22,23,15,20,15,29,33,33,31,27,22,17,19,14,9,0,16,21,19,17,19,9,4,2,0,0
2022-04-12 20:00:00,0,0,0,2,3,10,20,21,15,13,8,6,9,4,6,8,9,12,11,12,11,15,17,17,12,13,14,15,12,8,7,3,2,3,4,4,6,9,11,12,11,13,11,10,16,17,15,13,12,11,10,10,9,6,2,9,16,15,17,0,8,5,2,0,0
2022-04-12 21:00:00,1,0,0,2,2,5,13,10,11,9,0,8,7,3,2,6,10,11,13,12,10,19,23,23,32,35,23,27,18,8,4,0,2,0,2,0,4,9,12,12,8,10,10,8,25,29,22,26,20,17,15,16,15,8,6,8,13,12,12,11,7,3,1,0,0
2022-04-12 22:00:00,0,1,1,0,2,5,10,12,10,7,4,3,2,2,0,1,2,7,4,9,7,17,19,19,23,25,16,15,8,5,6,3,1,3,2,0,7,4,7,10,5,11,12,11,21,24,17,20,18,14,12,13,13,13,12,7,16,16,13,13,10,2,2,1,0
2022-04-12 23:00:00,0,0,0,0,0,1,5,6,7,6,5,4,3,3,3,5,6,7,11,10,9,10,11,11,13,12,11,10,6,4,4,0,1,0,2,0,3,3,3,3,4,2,7,6,11,15,16,15,12,8,3,7,4,3,0,4,8,7,4,2,4,2,0,0,0
2022-04-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 05:00:00,1,1,0,4,5,3,0,2,2,2,3,3,4,5,0,4,3,1,4,3,0,1,2,0,2,2,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 06:00:00,0,0,3,16,20,0,21,18,10,7,3,9,7,6,8,11,13,14,15,4,14,4,6,2,6,6,4,5,4,1,0,0,3,3,3,1,7,8,6,5,2,3,0,0,5,4,3,2,1,3,4,5,7,12,0,5,5,0,2,0,1,0,0,0,0
2022-04-13 07:00:00,2,0,12,37,54,55,54,49,47,8,4,12,14,13,19,22,30,32,32,30,28,16,22,24,26,25,24,10,6,4,5,0,9,8,13,0,19,17,14,12,12,7,6,7,8,6,5,4,5,8,0,12,16,24,20,18,27,24,15,6,2,2,0,0,0
2022-04-13 08:00:00,0,2,5,20,29,19,37,35,21,14,13,12,11,13,11,13,23,22,25,26,23,16,24,26,26,21,13,12,6,2,2,0,11,3,16,15,21,25,21,18,19,12,13,12,33,35,32,25,22,22,18,28,30,35,33,40,57,53,36,6,1,1,2,0,0
2022-04-13 09:00:00,0,0,5,12,21,21,19,17,14,8,8,9,10,9,9,13,14,15,15,12,14,10,12,11,15,14,6,4,4,3,3,0,4,5,9,7,17,17,16,13,12,10,8,8,21,21,20,16,13,10,0,10,13,15,16,19,36,30,14,4,2,3,2,0,0
