Unnamed: 0,1_선일교통(가상),2_강북청소년수련관,3_무량사입구,4_국립4.19민주묘지,5_국립4.19민주묘지입구사거리,6_인수동장미원,7_가오리역,8_우이초등학교,9_화계사입구,10_빨래골입구,11_롯데마트삼양점.래미안1차아파트,12_삼양초등학교,13_강북청소년문화정보도서관입구,14_삼양동사거리,15_송천초등학교.미아뉴타운입구,16_미아초교,17_길음동동부아파트,18_길음뉴타운,19_미아리고개.미아리예술극장,20_돈암사거리.성신여대입구,21_삼선교.한성대학교,22_혜화동로터리.여운형활동터,23_명륜3가.성대입구,24_창경궁.서울대학교병원,25_원남동,26_광장시장,27_중구청앞.덕수중학교,28_충무로역8번출구.대한극장앞,29_퇴계로3가.한옥마을.한국의집,30_퇴계로2가.명동역,31_남대문시장.회현역,32_숭례문.한국일보,33_서울역버스환승센터,34_남대문시장.회현역,35_명동입구,36_퇴계로3가.한옥마을.한국의집,37_충무로역2번출구.대한극장앞,38_퇴계로5가.제일병원,39_을지로5가.훈련원종합체육관,40_방산시장.훈련원종합체육관,41_종로5가,42_종로5가.효제초등학교,43_종로5가.효제동.김상옥의거터,44_방송통신대.이화장,45_혜화역.마로니에공원,46_혜화역.동성중고(장면총리가옥),47_삼선교.한성대학교.조소앙활동터,48_돈암사거리.성신여대입구,49_미아리고개.미아리예술극장,50_돈암동삼성아파트입구,51_길음동동부아파트,52_미아초교,53_송천초등학교.미아뉴타운입구,54_삼양동사거리,55_강북청소년문화정보도서관입구,56_삼양초등학교,57_롯데마트삼양점.래미안1차아파트,58_빨래골입구,59_화계사입구,60_우이초등학교,61_가오리역,62_인수동장미원,63_국립4.19민주묘지입구사거리,64_국립4.19민주묘지,65_무량사입구,66_강북청소년수련관,67_선일교통종점(가상)
2022-03-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 04:00:00,0,2,0,5,8,13,15,16,15,18,19,17,12,18,9,19,20,17,17,17,16,17,19,17,16,11,10,8,6,7,5,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 05:00:00,0,1,1,2,3,5,7,7,7,8,10,11,12,13,12,13,14,14,16,15,7,14,12,13,12,7,6,7,6,5,4,3,4,3,5,5,7,7,9,4,9,10,11,11,11,11,12,14,13,15,14,15,6,14,13,5,15,10,7,8,5,3,3,1,0,0,0
2022-03-12 06:00:00,0,2,2,3,4,8,9,10,3,12,13,12,10,15,18,13,13,16,15,15,13,11,10,7,9,6,5,3,1,0,1,0,2,3,2,0,1,0,2,2,0,0,0,1,2,4,3,4,3,5,6,7,4,7,5,6,7,6,5,6,5,5,3,2,0,0,0
2022-03-12 07:00:00,0,2,3,2,2,6,7,9,10,15,16,14,12,13,15,16,17,19,18,17,13,8,11,8,9,7,6,2,0,5,3,0,1,3,1,0,2,2,1,0,2,1,1,0,2,0,4,4,3,3,2,3,4,4,5,5,4,4,2,2,1,0,3,2,0,0,0
2022-03-12 08:00:00,0,1,2,2,4,6,8,9,10,13,15,16,18,17,18,18,21,20,20,15,14,14,13,14,13,9,9,7,5,2,2,3,3,2,2,2,1,1,2,2,5,5,4,6,3,6,7,8,8,7,5,7,8,11,12,5,10,8,9,0,7,6,4,3,1,0,0
2022-03-12 09:00:00,0,4,6,6,8,9,10,10,15,18,22,21,24,21,26,32,35,28,26,22,20,19,19,18,14,10,8,9,6,6,3,2,5,3,4,4,7,5,6,4,4,4,3,5,6,3,7,11,13,11,11,8,9,10,12,11,9,6,8,8,7,6,7,4,5,0,0
2022-03-12 10:00:00,0,3,4,6,7,9,8,8,9,11,15,16,18,20,19,22,23,23,23,25,22,20,9,7,15,12,11,7,8,6,2,3,3,3,2,2,3,3,3,6,7,8,6,8,8,8,8,8,10,13,8,13,11,10,9,8,11,8,10,5,9,9,6,4,6,0,0
2022-03-12 11:00:00,0,2,3,4,6,7,9,11,12,17,17,18,19,23,27,28,29,22,21,23,20,17,16,15,15,11,11,10,9,6,3,3,3,6,9,6,8,7,7,8,9,8,7,10,8,5,9,8,11,10,8,8,14,15,22,21,21,16,10,10,13,12,11,9,5,0,0
2022-03-12 12:00:00,0,11,12,13,13,12,12,13,12,17,19,18,17,24,25,28,29,27,28,21,19,16,14,13,11,10,9,7,7,7,4,3,4,6,6,7,9,9,11,10,14,14,8,13,14,11,8,13,12,13,13,12,11,14,15,12,13,11,10,15,12,10,9,7,2,0,0
2022-03-12 13:00:00,0,13,12,13,5,9,13,15,17,19,18,17,16,21,24,30,31,28,26,25,25,21,16,14,12,6,3,8,3,3,4,5,4,8,12,8,12,10,12,13,13,16,15,15,12,15,21,23,26,24,22,21,17,17,18,17,14,14,13,12,11,9,11,6,4,0,0
2022-03-12 14:00:00,1,3,5,4,15,16,17,16,17,25,28,30,28,26,27,30,31,27,24,16,15,11,9,9,7,7,7,7,7,6,5,3,5,11,11,11,12,10,11,8,14,15,8,13,15,16,18,19,23,24,19,18,16,12,13,12,13,15,16,15,11,8,9,7,6,0,0
2022-03-12 15:00:00,0,6,7,9,5,11,12,11,10,12,10,9,12,14,15,18,18,16,20,24,19,15,13,13,12,11,10,10,11,6,6,5,7,8,8,7,11,9,11,9,13,16,12,15,15,13,16,29,30,26,22,20,20,21,19,12,16,14,11,13,10,9,4,2,2,0,0
2022-03-12 16:00:00,1,6,6,7,8,11,14,14,15,17,16,7,15,16,17,23,22,23,24,20,18,16,17,17,14,9,9,7,7,8,4,9,5,12,15,16,18,17,19,21,18,17,9,14,17,30,32,40,42,40,34,26,23,18,16,15,17,18,18,6,13,13,11,10,8,0,0
2022-03-12 17:00:00,0,5,8,10,13,14,18,20,19,21,19,18,20,16,17,19,18,15,15,13,13,10,11,12,11,9,8,5,8,6,6,8,6,8,9,11,12,15,18,20,15,17,19,21,21,23,27,30,30,34,33,21,20,22,21,15,20,16,15,9,10,8,4,3,2,0,0
2022-03-12 18:00:00,0,7,9,10,11,11,10,14,16,18,19,17,16,15,15,14,15,21,19,15,12,7,9,12,9,11,10,9,9,5,3,4,3,7,11,14,13,12,12,10,17,18,15,18,21,23,20,27,30,30,29,25,22,17,19,18,17,19,19,18,8,8,6,2,3,0,0
2022-03-12 19:00:00,0,8,11,4,13,6,13,16,4,17,16,0,4,19,16,15,17,11,9,8,5,5,4,5,8,4,5,3,4,2,3,3,6,5,9,8,19,22,23,23,22,21,20,10,18,20,19,20,22,21,18,16,12,13,5,12,13,13,12,9,9,8,4,1,1,0,0
2022-03-12 20:00:00,0,1,1,2,2,5,7,5,3,8,10,7,10,9,6,11,13,13,9,8,4,3,5,0,1,3,7,5,2,3,1,1,2,1,5,8,9,11,11,12,12,13,10,16,10,17,20,35,36,37,31,24,20,16,14,15,15,13,12,10,5,1,4,2,0,0,0
2022-03-12 21:00:00,0,3,0,2,1,4,4,6,4,6,5,1,6,4,6,5,5,7,6,5,1,0,4,0,0,1,0,0,0,2,1,0,2,3,4,6,8,9,7,9,11,11,10,12,16,20,24,29,29,31,30,18,18,15,15,13,12,10,8,7,6,4,4,1,1,0,0
2022-03-12 22:00:00,0,1,2,0,3,4,5,4,4,2,3,0,5,8,5,4,5,3,2,5,6,3,4,1,1,3,1,2,1,3,0,2,2,3,4,6,11,10,5,6,11,7,10,13,16,18,21,21,22,20,19,24,17,16,18,17,17,15,10,4,4,3,1,1,0,0,0
2022-03-12 23:00:00,0,0,0,0,1,1,6,0,3,4,6,7,11,6,7,8,5,5,4,4,3,1,3,3,3,4,0,5,4,3,3,1,2,3,0,2,5,4,5,0,5,3,0,7,10,13,19,22,21,19,20,15,11,10,9,9,10,9,8,7,6,5,2,1,0,0,0
2022-03-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 04:00:00,0,1,2,0,3,4,2,3,5,5,6,4,5,4,1,6,2,4,0,4,3,4,0,1,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 05:00:00,0,1,2,0,1,3,2,4,3,4,5,3,6,8,9,10,10,8,7,5,4,6,3,2,4,3,1,5,2,5,3,1,1,2,3,1,0,3,0,0,0,3,2,2,3,0,3,4,6,6,4,5,3,3,3,0,1,2,0,2,1,1,0,0,1,0,0
2022-03-13 06:00:00,0,1,0,1,0,2,2,3,1,4,5,4,3,5,5,4,6,4,5,6,4,2,3,2,1,2,0,1,0,1,0,0,0,1,0,0,1,2,3,4,3,2,1,0,2,0,4,3,4,7,6,5,4,5,3,0,4,2,1,0,3,2,1,0,0,0,0
2022-03-13 07:00:00,0,2,1,1,1,3,3,4,2,6,7,6,8,5,5,5,6,4,6,4,3,5,4,2,2,1,0,2,1,0,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,1,2,2,3,2,0,0,4,3,1,0,0,2,1,0,3,2,0,0,1,0,0
2022-03-13 08:00:00,0,1,2,0,4,3,6,7,4,5,8,10,12,13,13,13,15,11,9,9,5,3,6,9,4,9,4,3,0,2,0,1,1,3,4,3,2,0,3,0,2,1,2,0,2,3,1,2,4,3,1,1,3,4,1,2,3,5,5,0,5,4,0,1,4,0,0
2022-03-13 09:00:00,0,1,3,2,3,5,6,6,7,7,9,9,10,12,14,18,11,14,15,11,11,4,6,9,8,8,5,6,4,2,2,1,1,2,1,1,2,0,0,0,3,0,4,0,3,3,5,8,5,8,7,7,4,8,0,0,5,3,2,2,4,2,3,2,2,0,0
2022-03-13 10:00:00,0,2,3,3,3,6,10,14,16,16,14,14,13,14,15,15,16,15,17,16,11,14,13,14,13,9,8,8,5,3,1,1,2,3,3,3,4,4,5,0,1,2,0,4,2,2,4,5,5,6,7,9,9,10,9,7,6,7,6,4,5,6,0,5,4,0,0
2022-03-13 11:00:00,0,0,3,1,4,6,10,5,6,8,8,8,7,13,17,22,20,16,16,13,12,7,11,10,9,7,5,6,5,3,2,2,5,5,5,3,6,5,9,3,5,6,3,6,5,4,6,7,8,7,5,7,6,4,7,1,2,6,6,7,6,5,5,2,2,0,0
2022-03-13 12:00:00,0,4,7,7,8,13,16,17,18,15,18,19,20,21,19,20,21,20,20,18,14,16,14,9,13,8,5,5,7,6,5,2,3,3,7,7,6,8,4,6,8,9,8,7,7,8,13,9,8,6,8,9,7,8,7,8,9,10,5,5,6,5,4,1,0,0,0
2022-03-13 13:00:00,0,3,4,8,11,12,13,11,8,20,20,19,21,19,22,23,22,18,21,19,14,8,7,6,14,8,6,8,7,3,3,2,2,4,4,2,4,3,5,4,2,5,8,7,7,1,11,16,11,20,17,14,14,14,14,14,14,12,11,12,7,6,4,2,2,0,0
2022-03-13 14:00:00,0,2,3,6,6,4,8,14,9,19,20,14,25,21,25,29,21,26,28,24,21,12,8,7,7,6,6,4,1,4,1,3,2,4,5,6,7,9,8,9,10,10,3,12,12,13,11,14,16,15,14,3,13,11,9,5,8,7,6,7,5,4,4,3,0,0,0
2022-03-13 15:00:00,0,5,6,9,10,11,9,9,9,10,14,11,10,16,18,24,19,22,18,14,11,10,9,8,7,6,7,7,11,5,4,3,3,4,4,5,6,7,9,10,9,5,0,4,9,10,10,15,14,16,12,15,13,8,14,15,12,11,11,9,9,7,4,3,1,0,0
2022-03-13 16:00:00,0,5,4,5,6,7,8,9,10,9,11,10,6,12,10,11,13,14,15,12,10,10,9,8,8,4,6,0,1,3,0,2,5,3,7,6,6,8,5,7,6,7,6,7,11,16,18,21,20,19,18,12,11,9,6,0,6,7,6,4,5,4,3,2,2,0,0
2022-03-13 17:00:00,0,4,3,5,6,7,10,8,9,10,12,13,9,8,11,10,12,14,13,10,9,4,7,6,5,6,5,4,1,3,3,3,3,4,6,8,8,7,8,7,8,4,10,8,11,15,13,17,18,21,20,17,13,10,9,8,12,11,10,9,5,2,1,1,0,0,0
2022-03-13 18:00:00,0,3,5,1,0,6,8,11,12,15,13,12,12,13,14,5,10,13,12,11,12,7,5,5,8,9,7,5,6,2,2,1,3,3,3,3,5,2,4,5,7,9,10,7,9,14,17,21,22,24,16,17,17,13,14,6,12,11,7,9,5,5,3,0,1,0,0
2022-03-13 19:00:00,0,1,1,3,4,6,3,4,5,9,9,7,4,8,9,9,8,12,5,11,9,6,5,0,4,3,2,4,0,2,3,2,3,3,10,11,12,4,11,9,12,13,0,12,12,17,19,20,24,25,18,14,10,14,9,13,5,9,8,7,4,3,2,1,0,0,0
2022-03-13 20:00:00,0,2,2,2,5,0,9,2,6,12,12,0,13,14,13,12,7,8,7,6,7,3,4,4,4,0,4,3,1,1,1,0,3,0,2,5,5,4,6,0,7,8,5,7,10,17,15,19,16,18,15,9,7,8,8,6,7,5,4,4,3,2,1,1,0,0,0
2022-03-13 21:00:00,0,1,0,0,1,3,3,2,3,3,4,2,6,5,6,5,0,4,3,2,3,0,7,6,6,0,1,5,2,4,3,3,5,3,5,2,6,4,3,0,4,6,6,9,10,11,14,20,20,20,16,15,11,13,14,13,14,13,12,11,7,5,3,2,1,0,0
2022-03-13 22:00:00,0,2,0,2,3,4,4,5,4,5,5,1,3,6,7,6,8,3,3,2,2,1,2,2,2,1,0,1,0,2,1,1,3,4,7,3,6,4,5,4,5,5,4,6,7,14,14,19,22,22,20,16,11,9,8,3,9,7,6,4,4,1,2,0,0,0,0
2022-03-13 23:00:00,0,0,0,1,0,1,2,0,1,0,2,0,2,4,5,8,10,8,7,5,4,1,3,5,3,2,0,2,0,3,2,1,3,1,2,1,3,5,4,0,4,3,0,4,9,16,15,22,23,26,22,18,10,9,8,7,7,5,6,7,4,1,4,3,2,0,0
2022-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 04:00:00,0,9,11,15,18,23,25,28,30,31,33,34,32,36,37,39,40,49,48,40,32,29,27,28,24,21,18,15,10,7,6,6,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 05:00:00,0,1,0,1,3,5,7,8,9,12,13,10,11,16,17,18,19,20,15,22,20,24,22,22,19,17,16,14,11,10,5,5,4,5,11,8,9,10,4,10,10,11,10,8,7,8,9,12,15,19,19,21,17,15,14,0,9,8,6,1,4,4,2,3,1,0,0
2022-03-14 06:00:00,0,4,3,4,4,10,11,15,17,18,19,21,18,24,24,32,27,22,20,20,20,20,18,16,15,14,9,8,6,5,4,1,2,2,2,2,0,0,3,0,4,2,0,1,6,3,7,5,6,7,8,6,6,7,0,7,7,5,3,2,2,1,3,0,2,0,0
2022-03-14 07:00:00,0,5,8,8,10,18,24,28,30,41,41,44,45,48,34,38,40,41,43,38,35,35,32,31,26,21,20,14,11,8,5,3,4,2,3,0,4,6,0,2,8,6,5,4,4,5,5,7,11,16,5,9,9,6,6,5,3,3,3,2,2,4,2,2,1,0,0
2022-03-14 08:00:00,0,3,6,7,9,13,16,19,19,26,27,29,31,33,37,48,47,52,55,57,59,60,56,53,37,26,19,16,13,8,5,2,9,7,6,3,6,4,7,6,6,5,3,4,3,5,9,7,9,14,15,14,16,19,20,19,17,17,16,15,12,10,12,9,7,0,0
2022-03-14 09:00:00,0,3,1,3,5,12,13,18,18,19,20,22,23,25,27,33,35,29,33,25,25,25,24,30,18,14,10,10,8,6,5,2,3,4,5,4,5,3,6,2,5,5,4,4,3,4,5,4,5,6,7,7,8,8,7,5,8,5,4,9,9,8,6,5,3,0,0
2022-03-14 10:00:00,0,3,5,6,9,12,12,13,15,10,15,16,17,16,17,19,19,21,21,17,16,14,13,14,13,8,7,6,6,4,2,3,3,3,3,4,4,6,6,4,7,6,5,4,5,7,6,7,4,5,7,9,5,7,3,6,6,4,4,4,3,3,2,1,0,0,0
2022-03-14 11:00:00,0,2,2,3,4,5,6,6,5,16,9,17,18,19,14,20,19,18,18,17,15,14,12,11,9,8,5,5,6,5,2,4,2,3,5,5,7,8,9,4,10,2,8,7,9,13,12,12,11,14,13,10,9,7,8,4,7,5,3,2,4,3,3,1,0,0,0
2022-03-14 12:00:00,0,2,2,3,4,6,7,9,8,8,11,8,11,13,9,14,15,13,12,14,13,11,13,12,13,11,8,7,6,5,5,3,3,3,5,5,4,5,4,5,7,6,0,12,12,12,13,15,18,16,13,11,10,11,9,11,13,13,12,12,9,6,2,1,2,0,0
2022-03-14 13:00:00,0,3,3,4,4,5,6,8,7,8,8,9,10,14,14,17,19,14,12,10,9,6,10,9,10,10,9,5,5,3,2,4,4,6,7,8,8,9,10,10,11,12,11,12,15,16,16,19,20,21,16,13,11,15,14,11,9,8,6,7,7,6,5,4,1,0,0
2022-03-14 14:00:00,0,1,2,3,2,4,5,6,7,9,7,6,8,8,7,9,9,7,5,8,7,8,7,4,4,3,5,4,4,3,3,4,2,3,5,5,7,9,10,11,11,10,8,8,14,16,19,13,14,18,16,12,10,9,8,7,6,7,7,7,6,5,4,2,3,0,0
2022-03-14 15:00:00,0,7,8,8,8,9,9,10,11,13,13,8,8,11,11,12,11,11,9,8,3,6,7,8,4,10,8,6,7,6,3,2,3,6,6,7,6,9,10,12,9,9,9,13,16,21,22,20,20,22,23,25,22,20,20,15,13,10,10,9,7,5,4,2,1,0,0
2022-03-14 16:00:00,0,2,3,3,2,7,12,6,10,11,10,17,14,17,18,18,15,14,15,15,11,10,4,2,2,6,7,7,5,5,5,4,3,4,8,9,12,10,12,14,15,15,17,17,18,20,34,32,31,32,27,21,33,34,31,26,26,23,23,17,11,9,5,4,2,0,0
2022-03-14 17:00:00,0,2,4,4,2,5,5,7,4,10,8,9,10,10,12,10,11,10,11,7,5,3,10,9,9,8,8,8,9,5,3,7,5,9,13,14,16,16,23,26,25,31,18,30,31,32,33,35,36,33,32,29,22,24,24,23,17,16,14,15,11,8,7,5,4,0,0
2022-03-14 18:00:00,0,4,4,2,4,6,8,12,11,12,9,8,5,9,9,9,11,11,8,8,7,8,7,11,24,10,8,6,5,4,2,10,8,10,12,17,19,22,26,25,27,28,29,34,35,35,35,38,37,40,35,34,32,27,26,16,23,22,20,19,15,16,11,6,4,0,0
2022-03-14 19:00:00,0,3,6,6,6,7,7,6,8,10,11,6,6,6,5,7,6,8,9,6,6,5,4,3,4,3,3,6,5,4,0,5,3,4,10,8,13,12,14,16,15,20,16,15,21,26,24,40,36,36,32,28,24,22,21,17,16,12,11,11,9,5,4,2,2,0,0
2022-03-14 20:00:00,0,4,5,2,6,7,8,7,4,9,8,13,15,8,7,8,8,4,6,6,4,6,7,5,6,4,3,3,2,1,2,4,6,7,11,14,17,18,20,18,18,20,21,22,21,27,26,30,29,25,21,19,14,12,12,14,13,10,8,8,5,5,6,4,2,0,0
2022-03-14 21:00:00,0,2,1,3,4,2,4,7,7,9,8,7,8,8,7,8,8,8,11,10,9,4,2,3,6,4,3,4,3,1,4,3,4,5,6,8,9,10,9,11,11,13,13,13,17,20,21,21,19,18,26,23,15,12,11,13,12,7,5,5,6,5,4,3,2,0,0
2022-03-14 22:00:00,0,1,1,2,0,3,2,4,3,4,4,4,3,5,6,11,14,14,14,9,7,4,3,0,4,5,2,4,3,2,3,1,2,2,4,4,7,8,7,8,10,15,8,12,14,16,15,28,24,29,23,20,18,15,17,15,14,10,8,8,5,6,3,5,1,1,0
2022-03-14 23:00:00,0,0,0,0,0,0,0,1,0,2,1,0,5,5,2,5,5,3,2,5,6,5,3,7,7,5,4,4,3,3,2,1,2,1,3,3,7,4,8,9,3,8,3,10,11,14,18,21,22,21,19,14,13,13,4,11,12,11,7,4,4,3,3,2,1,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,0,8,10,14,17,23,29,30,30,33,39,41,45,44,29,43,41,39,36,35,33,33,28,27,28,27,25,19,13,7,6,6,11,0,10,8,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,0,2,0,1,4,5,6,7,9,14,15,17,18,15,19,18,21,24,22,20,18,17,17,17,17,13,16,16,10,6,5,5,3,7,4,7,12,13,16,17,18,20,4,21,22,23,23,20,18,20,11,18,17,16,7,0,15,10,9,2,6,5,4,3,2,0,0
2022-03-15 06:00:00,0,1,2,3,4,8,11,11,12,14,15,19,19,25,13,22,20,20,19,18,18,20,12,15,12,8,7,3,8,5,2,2,5,2,1,3,1,2,1,0,2,1,0,3,1,4,4,5,6,7,5,6,6,7,4,8,7,5,4,3,2,1,3,1,1,0,0
2022-03-15 07:00:00,3,5,8,10,13,20,22,29,30,41,43,36,40,44,40,40,43,43,43,40,38,36,31,27,22,18,13,13,8,9,3,2,4,5,5,4,4,2,1,0,3,3,2,4,7,6,5,3,4,4,3,4,4,5,0,3,4,5,4,4,4,3,2,0,0,0,0
