Unnamed: 0,1_선일교통(가상),2_강북청소년수련관,3_무량사입구,4_국립4.19민주묘지,5_국립4.19민주묘지입구사거리,6_인수동장미원,7_가오리역,8_우이초등학교,9_화계사입구,10_빨래골입구,11_롯데마트삼양점.래미안1차아파트,12_삼양초등학교,13_강북청소년문화정보도서관입구,14_삼양동사거리,15_송천초등학교.미아뉴타운입구,16_미아초교,17_길음동동부아파트,18_길음뉴타운,19_미아리고개.미아리예술극장,20_돈암사거리.성신여대입구,21_삼선교.한성대학교,22_혜화동로터리.여운형활동터,23_명륜3가.성대입구,24_창경궁.서울대학교병원,25_원남동,26_광장시장,27_중구청앞.덕수중학교,28_충무로역8번출구.대한극장앞,29_퇴계로3가.한옥마을.한국의집,30_퇴계로2가.명동역,31_남대문시장.회현역,32_숭례문.한국일보,33_서울역버스환승센터,34_남대문시장.회현역,35_명동입구,36_퇴계로3가.한옥마을.한국의집,37_충무로역2번출구.대한극장앞,38_퇴계로5가.제일병원,39_을지로5가.훈련원종합체육관,40_방산시장.훈련원종합체육관,41_종로5가,42_종로5가.효제초등학교,43_종로5가.효제동.김상옥의거터,44_방송통신대.이화장,45_혜화역.마로니에공원,46_혜화역.동성중고(장면총리가옥),47_삼선교.한성대학교.조소앙활동터,48_돈암사거리.성신여대입구,49_미아리고개.미아리예술극장,50_돈암동삼성아파트입구,51_길음동동부아파트,52_미아초교,53_송천초등학교.미아뉴타운입구,54_삼양동사거리,55_강북청소년문화정보도서관입구,56_삼양초등학교,57_롯데마트삼양점.래미안1차아파트,58_빨래골입구,59_화계사입구,60_우이초등학교,61_가오리역,62_인수동장미원,63_국립4.19민주묘지입구사거리,64_국립4.19민주묘지,65_무량사입구,66_강북청소년수련관,67_선일교통종점(가상)
2022-03-26 04:00:00,0,1,0,3,6,8,6,8,0,10,11,13,13,14,13,15,13,13,14,13,13,13,14,13,12,10,6,6,6,5,4,3,3,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,0,1,2,3,2,6,7,5,6,8,9,10,11,12,14,13,12,15,13,8,6,7,5,8,5,9,6,10,6,5,6,1,3,4,5,5,7,4,4,6,6,7,8,7,6,8,5,8,8,10,3,8,5,6,7,1,6,5,4,2,2,0,2,1,0,0,0
2022-03-26 06:00:00,0,1,1,2,2,4,4,5,5,6,7,8,6,9,9,10,7,10,6,8,7,5,8,9,7,4,2,3,3,2,1,1,1,1,0,2,0,0,2,2,2,3,0,2,5,1,4,5,4,7,6,8,7,6,4,3,6,5,6,4,3,0,2,1,0,0,0
2022-03-26 07:00:00,0,2,2,2,4,6,8,9,11,13,15,17,19,11,11,21,22,13,13,12,11,9,10,11,9,5,3,2,0,1,0,1,2,1,2,1,2,1,2,3,2,1,0,3,6,0,2,5,6,2,2,3,5,4,3,0,3,5,3,2,2,3,1,2,1,0,0
2022-03-26 08:00:00,0,2,4,3,5,8,9,12,13,16,15,19,22,26,27,23,28,26,25,22,21,20,21,21,16,10,9,9,8,8,4,2,2,6,6,0,5,6,2,5,2,3,1,3,4,5,4,7,4,6,5,7,7,8,10,11,12,13,12,7,12,11,10,6,4,0,0
2022-03-26 09:00:00,0,2,5,4,5,9,14,15,11,13,17,19,21,22,23,26,28,27,26,26,19,20,18,15,17,11,8,6,5,4,4,3,3,2,3,3,4,2,2,3,3,4,2,6,7,6,9,7,9,11,9,7,6,8,6,8,9,10,9,10,8,3,8,7,5,0,0
2022-03-26 10:00:00,0,5,5,3,4,8,11,12,14,16,18,19,19,18,22,26,25,24,24,17,14,13,10,12,9,12,10,8,7,7,2,1,3,7,5,6,5,5,4,5,6,0,2,7,5,5,7,8,9,13,9,9,11,6,7,3,7,6,5,4,4,4,2,3,2,0,0
2022-03-26 11:00:00,2,3,1,1,4,7,6,7,8,10,9,11,9,12,13,15,18,25,25,18,15,15,12,11,13,10,7,7,5,4,3,3,4,6,9,8,9,6,8,8,8,4,3,5,5,10,10,9,8,12,11,10,10,7,9,4,9,8,9,13,12,11,4,8,0,0,0
2022-03-26 12:00:00,0,5,3,6,6,7,9,11,12,16,16,16,17,20,23,26,29,25,25,22,20,17,13,14,12,13,10,11,8,7,6,4,4,6,5,6,7,8,9,0,8,7,5,6,6,7,12,17,19,19,20,20,16,12,4,9,13,18,18,16,12,14,13,12,5,0,0
2022-03-26 13:00:00,0,3,5,4,5,6,9,13,12,13,12,4,13,21,21,26,23,16,13,13,14,13,13,14,14,13,9,8,7,4,3,2,4,7,10,8,10,10,9,9,11,8,10,10,10,12,17,21,22,22,19,18,16,18,17,15,17,17,17,16,12,14,8,4,1,0,0
2022-03-26 14:00:00,0,3,2,7,6,8,10,14,18,21,19,18,18,19,17,19,20,23,22,17,14,12,11,9,11,11,11,9,6,3,2,2,3,6,7,4,7,8,13,15,19,20,21,20,25,33,31,42,38,39,35,34,25,20,11,10,11,11,9,10,11,11,12,8,2,0,0
2022-03-26 15:00:00,0,5,5,6,9,10,17,18,17,15,17,17,11,18,19,15,22,20,18,16,14,10,9,12,10,9,9,10,9,6,6,3,6,7,8,10,9,10,10,8,12,17,18,17,24,25,23,26,26,29,26,25,23,20,20,20,20,17,12,15,9,8,5,4,1,0,0
2022-03-26 16:00:00,0,9,13,14,13,15,17,16,22,22,27,16,27,25,20,25,26,25,28,22,16,15,12,10,9,8,4,5,3,1,4,2,3,8,12,14,16,20,23,20,16,19,19,18,19,18,19,25,24,30,22,21,20,20,19,18,16,14,12,14,11,10,10,8,5,0,0
2022-03-26 17:00:00,0,3,5,8,4,12,8,10,12,14,14,0,13,12,13,16,18,19,16,21,16,11,12,5,11,14,13,14,13,7,4,3,4,10,11,10,11,11,13,14,15,17,16,20,22,24,27,26,26,29,26,24,21,22,16,21,19,19,11,10,7,4,6,2,3,0,0
2022-03-26 18:00:00,0,10,12,6,11,12,13,14,11,10,13,12,15,17,17,19,19,20,17,13,11,9,9,7,6,8,7,6,7,3,3,3,3,8,12,12,16,15,15,15,14,17,18,20,20,24,22,31,30,31,26,23,23,20,19,18,19,20,18,13,10,8,6,3,2,0,0
2022-03-26 19:00:00,0,3,2,5,5,6,7,9,9,7,9,11,12,12,9,10,13,10,9,9,7,7,8,7,6,7,6,3,6,3,4,4,2,4,6,6,10,7,11,8,18,19,5,17,13,17,19,30,30,26,21,18,17,18,15,14,16,15,15,14,12,9,8,5,3,0,0
2022-03-26 20:00:00,0,1,2,3,2,5,7,5,7,6,8,7,6,3,4,6,3,9,7,5,4,4,4,3,3,5,3,2,3,1,1,1,2,4,9,8,9,12,11,12,14,11,13,14,16,17,23,24,24,24,22,22,15,15,17,16,16,16,13,12,8,6,2,4,2,0,0
2022-03-26 21:00:00,0,2,1,2,3,5,4,3,2,4,6,2,4,6,6,6,7,5,6,5,3,2,2,1,0,5,2,4,3,2,3,1,3,4,5,6,7,5,6,8,11,10,8,8,14,17,22,27,27,25,22,17,16,16,18,10,15,15,15,11,7,5,6,5,4,0,0
2022-03-26 22:00:00,0,3,0,2,4,4,7,8,5,6,5,3,7,8,8,9,9,6,4,7,6,5,7,8,6,8,7,6,4,2,1,0,1,2,5,5,6,5,6,6,11,12,13,13,17,25,25,40,37,35,30,27,26,20,15,7,13,10,10,10,8,6,3,2,0,0,0
2022-03-26 23:00:00,0,1,0,0,2,3,0,2,3,5,6,0,3,5,4,6,6,6,4,4,3,1,2,0,1,4,3,4,4,2,1,0,3,0,5,5,7,6,6,3,5,6,0,9,8,8,12,35,16,26,21,17,13,12,0,4,17,13,11,6,5,2,2,1,0,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,2,3,1,4,5,3,5,5,5,7,8,5,9,8,4,2,5,1,4,3,2,3,0,2,0,0,1,1,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,1,1,0,1,1,4,6,7,5,8,4,9,5,5,8,6,7,7,6,6,5,4,6,3,5,2,3,4,0,2,1,1,1,3,2,0,5,2,5,2,6,0,6,7,8,9,9,10,9,0,7,6,4,0,2,3,2,0,3,4,3,2,2,1,0,0
2022-03-27 06:00:00,0,1,1,2,2,2,3,2,3,4,4,4,4,4,6,6,7,5,6,6,4,3,4,3,2,3,2,1,1,1,1,1,1,2,1,1,0,2,3,4,3,0,0,2,2,3,3,6,7,7,2,4,8,6,6,0,8,7,6,2,4,3,2,0,1,0,0
2022-03-27 07:00:00,0,2,1,1,2,6,3,3,6,7,8,6,7,7,10,10,4,9,8,6,6,5,4,1,1,1,3,2,2,0,1,1,2,1,0,0,0,2,1,0,1,2,0,0,4,0,1,4,4,5,2,3,1,2,2,3,1,2,0,0,5,2,1,0,0,0,0
2022-03-27 08:00:00,0,1,3,2,4,5,8,9,5,9,11,12,13,14,13,16,17,20,20,17,12,12,9,7,8,6,5,3,0,2,0,0,1,3,0,4,2,0,3,2,3,0,0,1,0,2,4,5,6,6,5,6,5,4,0,5,3,4,2,5,6,5,2,3,2,0,0
2022-03-27 09:00:00,0,3,6,3,7,8,13,12,13,15,16,16,18,21,22,26,27,20,17,13,12,11,6,7,7,5,2,2,2,0,1,2,4,3,2,0,2,4,3,4,0,2,3,3,0,3,4,6,6,7,8,7,6,10,9,2,7,7,6,0,5,6,7,5,4,0,0
2022-03-27 10:00:00,0,2,3,4,6,9,11,15,18,22,19,19,22,24,25,29,33,26,24,20,13,13,10,8,8,6,6,5,5,2,0,1,4,5,6,5,6,1,9,0,5,4,2,1,5,5,6,7,7,16,13,9,12,9,10,8,8,7,7,7,9,7,6,2,0,0,0
2022-03-27 11:00:00,1,2,4,5,7,9,9,13,14,13,14,8,15,16,18,19,26,26,21,15,16,13,12,10,7,8,7,7,5,2,2,1,4,5,7,4,8,11,4,10,9,10,11,10,8,7,6,7,8,8,8,9,8,7,8,8,11,11,4,10,11,8,9,5,3,0,0
2022-03-27 12:00:00,0,4,6,8,10,15,16,20,24,26,27,25,22,23,27,34,38,32,24,26,18,15,16,11,8,6,6,5,5,3,1,5,4,5,9,7,7,5,6,5,7,6,3,8,7,10,13,19,11,18,17,18,17,14,16,15,17,16,17,14,15,15,14,9,5,0,0
2022-03-27 13:00:00,2,4,6,9,8,11,13,14,16,18,17,17,16,18,23,39,45,35,34,19,19,13,9,9,11,10,8,5,5,2,2,6,6,5,9,3,12,13,14,15,4,5,7,13,12,11,10,18,17,16,15,15,13,12,10,11,16,16,11,18,19,12,15,4,6,0,0
2022-03-27 14:00:00,0,6,11,15,9,10,11,13,13,15,18,18,16,17,21,25,27,19,17,16,14,12,12,10,13,10,9,7,6,5,4,3,4,6,10,8,6,8,9,4,7,6,6,4,10,6,9,15,16,17,12,12,9,10,12,11,11,10,11,10,12,9,6,6,4,0,0
2022-03-27 15:00:00,0,9,12,10,17,17,20,21,23,21,24,22,20,18,17,21,22,24,21,23,18,14,13,13,18,13,11,9,7,7,5,6,6,7,11,10,8,8,10,10,13,3,10,11,12,17,19,15,17,18,15,10,16,13,14,14,10,9,5,9,7,5,2,1,0,0,0
2022-03-27 16:00:00,0,6,9,16,13,13,11,15,14,16,15,15,17,17,16,16,16,23,23,13,10,8,8,16,17,14,8,7,5,5,6,5,5,7,10,9,11,12,8,11,17,6,16,18,20,21,20,21,22,22,16,16,17,17,15,5,11,13,12,11,12,7,6,2,2,0,0
2022-03-27 17:00:00,0,6,8,11,9,10,9,8,13,14,10,13,11,11,14,20,21,15,13,13,11,10,9,12,7,10,12,10,9,8,9,10,4,8,11,13,9,16,16,17,23,24,10,12,22,27,23,34,37,34,28,24,22,11,12,11,11,13,18,16,13,10,9,8,5,0,0
2022-03-27 18:00:00,0,4,3,8,9,11,9,3,6,7,7,4,6,7,8,10,6,10,11,7,8,2,10,11,12,14,12,8,6,4,3,3,3,4,7,15,10,15,16,15,12,11,11,11,12,18,21,30,29,25,20,15,19,14,14,16,17,16,16,12,10,5,4,3,0,0,0
2022-03-27 19:00:00,0,4,6,6,7,6,9,9,8,10,7,7,9,12,12,13,15,12,11,10,8,5,8,7,6,3,5,2,1,4,3,5,4,3,4,6,10,11,4,8,10,10,6,8,11,16,12,16,17,18,11,17,12,10,10,8,9,9,7,6,5,3,2,1,0,0,0
2022-03-27 20:00:00,0,2,4,6,7,8,7,8,9,8,9,6,11,11,10,8,7,8,3,4,5,7,9,3,4,6,0,4,3,2,2,0,7,7,6,9,10,9,7,10,2,8,3,11,12,15,16,29,29,29,25,23,14,11,10,9,7,6,4,3,3,3,3,2,0,0,0
2022-03-27 21:00:00,0,2,3,1,4,5,9,10,8,6,6,4,5,7,5,5,1,5,4,7,6,2,4,1,1,3,5,2,4,7,5,3,3,6,7,6,6,6,6,9,10,6,0,10,12,17,19,21,21,27,24,20,12,13,11,10,12,9,9,8,6,5,7,2,4,0,0
2022-03-27 22:00:00,0,2,0,1,1,3,5,4,1,4,3,2,4,5,5,4,4,5,4,3,2,3,3,3,1,3,2,1,3,1,1,1,2,4,4,5,4,7,9,5,4,5,7,8,10,15,25,29,27,27,21,17,14,19,20,12,16,13,12,10,8,5,4,2,0,0,0
2022-03-27 23:00:00,0,0,0,2,0,0,3,0,5,5,5,0,1,4,4,3,2,2,1,0,0,2,1,0,4,1,2,2,1,1,0,0,3,4,5,4,6,5,6,6,7,4,6,5,7,13,15,21,20,19,16,16,14,15,14,8,16,11,7,2,4,2,1,1,2,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,0,6,8,12,19,26,27,29,31,34,38,36,36,40,41,32,31,38,34,32,31,33,29,29,25,22,17,15,12,9,6,5,13,1,10,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,0,1,1,2,5,7,8,7,9,12,14,12,14,18,19,18,20,21,18,23,19,22,18,20,14,19,18,13,11,8,4,4,2,3,4,1,5,1,7,8,12,13,12,10,9,10,10,9,10,15,4,13,12,9,2,8,7,5,4,1,4,1,2,3,0,0,0
2022-03-28 06:00:00,0,2,0,2,5,12,14,14,15,18,20,19,18,23,18,27,26,22,22,21,22,22,21,20,19,11,6,8,6,3,1,1,3,2,1,1,0,2,3,4,1,3,2,3,3,2,3,7,6,4,4,4,5,6,0,7,6,5,1,5,2,4,3,2,1,0,0
2022-03-28 07:00:00,0,6,8,13,11,25,29,33,35,47,51,54,55,56,39,47,47,40,44,42,37,34,33,29,27,22,18,12,11,7,3,4,4,5,6,6,5,4,3,0,3,3,2,2,4,2,4,4,5,6,6,5,5,6,5,1,3,2,2,2,2,1,3,2,1,0,0
2022-03-28 08:00:00,0,5,7,8,9,15,19,23,23,31,33,31,32,35,41,46,48,50,55,57,55,55,55,53,45,33,26,17,14,12,7,6,7,15,12,7,8,10,8,10,10,7,4,3,3,3,4,5,6,8,3,11,12,14,5,4,5,13,11,10,7,4,6,3,4,0,0
2022-03-28 09:00:00,0,4,6,3,6,7,10,13,17,20,22,22,26,31,33,35,38,30,28,27,28,30,31,38,29,19,14,12,11,9,5,3,6,6,5,6,5,2,4,0,2,1,3,2,2,0,4,4,6,4,4,6,8,9,10,5,9,5,4,4,5,3,4,1,2,0,0
2022-03-28 10:00:00,0,2,3,4,4,8,10,13,14,13,14,13,14,15,18,20,22,20,21,21,22,22,18,18,16,14,11,10,6,6,4,3,3,3,4,3,5,5,4,4,5,6,6,5,5,8,8,7,9,9,9,10,9,6,8,6,6,2,0,6,5,3,4,1,1,0,0
2022-03-28 11:00:00,0,3,2,3,3,7,9,6,7,10,11,9,12,11,10,13,14,15,17,15,14,10,9,8,9,9,9,8,5,3,2,4,3,7,3,6,6,4,6,3,5,9,12,11,6,9,7,11,12,11,9,7,6,5,6,4,7,9,7,5,5,5,2,4,0,0,0
2022-03-28 12:00:00,0,3,3,4,4,5,7,9,10,16,15,14,16,13,14,18,21,19,20,15,13,12,14,14,12,14,12,8,6,4,5,5,5,7,6,7,7,5,7,8,7,7,6,9,11,15,13,17,19,17,12,9,9,9,10,10,12,9,7,10,7,6,3,3,1,0,0
2022-03-28 13:00:00,0,1,4,4,4,8,9,9,8,12,11,12,12,16,17,22,21,16,15,12,12,10,12,10,8,8,7,6,6,6,4,5,4,7,8,9,3,10,7,7,9,11,10,10,12,9,12,15,16,18,19,18,18,16,17,8,17,6,5,4,3,6,5,2,1,0,0
2022-03-28 14:00:00,0,2,4,4,3,5,5,5,7,11,11,12,7,15,15,16,16,14,10,11,11,11,11,13,10,7,6,6,4,4,3,3,7,7,4,7,10,21,21,19,21,25,10,12,11,11,13,17,16,16,14,13,13,14,12,12,16,12,13,13,10,9,8,6,4,0,0
2022-03-28 15:00:00,0,6,8,9,8,12,9,11,11,10,12,10,7,11,11,10,13,17,15,13,10,8,8,6,10,8,8,6,8,9,4,4,6,11,12,6,9,9,10,13,18,13,12,17,26,25,29,31,37,33,24,22,19,18,19,18,17,16,13,12,8,6,5,4,2,0,0
2022-03-28 16:00:00,5,5,6,6,8,13,17,19,18,19,21,21,20,19,20,17,19,23,16,14,8,7,7,8,6,7,8,7,6,4,4,5,6,10,13,14,15,20,23,24,24,22,20,22,24,24,31,40,35,29,32,30,39,36,19,33,30,28,28,28,20,16,13,7,4,0,0
2022-03-28 17:00:00,0,1,6,3,3,4,10,8,11,13,15,12,13,14,14,20,21,17,16,12,8,8,9,8,10,7,6,6,5,4,9,11,6,9,11,13,16,27,20,21,22,24,21,23,24,27,30,38,36,35,27,23,21,22,21,18,22,23,19,18,15,16,15,11,10,0,0
2022-03-28 18:00:00,0,10,11,12,12,11,10,11,13,14,13,12,15,14,16,15,15,15,10,7,12,12,14,16,23,15,8,6,4,5,3,7,12,21,24,30,34,37,38,40,40,40,39,38,43,40,41,53,53,55,42,33,30,21,19,18,17,18,13,15,12,9,6,5,2,0,0
2022-03-28 19:00:00,0,1,4,3,3,5,3,6,6,7,6,6,7,12,14,16,15,9,8,8,8,5,5,4,4,5,4,3,6,4,3,3,3,6,5,10,12,16,16,17,16,19,20,20,21,36,30,37,37,39,34,36,23,20,22,20,26,26,25,21,10,8,7,5,2,0,0
2022-03-28 20:00:00,0,2,3,5,5,1,7,7,6,7,6,8,7,8,9,7,7,9,8,10,7,5,5,6,6,4,2,4,2,3,4,3,3,3,6,9,11,13,9,11,12,16,10,18,19,20,25,34,33,33,27,20,19,16,14,16,15,13,10,12,8,7,6,4,1,0,0
2022-03-28 21:00:00,0,3,4,0,2,2,6,7,8,5,7,4,3,7,8,7,9,9,8,8,6,4,2,3,5,2,2,3,4,1,2,2,5,2,6,6,11,16,15,17,16,15,12,15,17,20,20,30,32,34,27,25,18,16,14,11,11,9,7,7,7,5,3,1,0,0,0
2022-03-28 22:00:00,0,1,1,1,3,1,5,2,5,7,7,8,8,6,5,5,7,10,10,9,5,2,5,3,6,5,4,2,3,2,1,2,6,5,6,7,7,7,8,5,10,17,18,18,22,22,29,36,33,32,31,22,19,16,14,11,13,10,9,7,6,7,6,5,2,0,0
2022-03-28 23:00:00,0,0,0,2,1,2,1,0,4,3,5,3,4,5,4,5,5,5,3,3,5,4,6,4,3,5,3,4,4,3,4,2,2,2,3,3,7,8,10,10,12,13,11,13,14,16,16,17,18,18,15,14,12,8,13,12,11,9,7,6,5,3,1,1,0,0,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,0,8,11,16,22,28,30,32,33,35,39,37,35,38,39,39,38,39,38,35,33,33,28,25,24,21,19,19,13,8,4,5,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,0,1,1,1,4,6,7,8,9,10,11,13,16,17,16,18,21,18,20,19,17,18,17,17,14,16,12,11,8,5,3,4,7,6,7,6,10,7,11,10,12,12,11,11,12,9,11,11,13,14,12,12,11,10,3,3,8,7,4,3,1,3,2,1,0,0,0
2022-03-29 06:00:00,0,2,2,3,6,8,10,11,13,15,16,16,17,22,25,31,28,22,23,22,21,20,20,19,13,10,6,6,5,4,4,3,3,3,0,0,0,6,3,5,3,1,3,2,4,3,4,5,8,8,6,10,8,7,3,4,8,6,7,4,5,3,3,2,2,0,0
2022-03-29 07:00:00,0,6,8,11,10,21,27,28,35,39,38,40,32,39,35,46,46,43,44,39,38,32,28,25,24,18,15,13,7,8,3,8,7,8,6,3,4,3,5,4,4,2,2,1,2,1,5,9,12,11,3,3,2,4,3,0,1,3,2,1,3,2,2,0,0,0,0
2022-03-29 08:00:00,0,3,5,5,9,16,19,23,24,26,29,31,34,41,48,51,54,53,52,52,53,55,47,53,34,28,25,17,13,10,6,5,8,9,7,6,10,8,7,5,7,9,6,4,3,5,4,6,7,8,7,10,10,12,11,10,10,8,9,7,8,7,12,9,7,0,0
2022-03-29 09:00:00,0,2,5,3,4,10,10,11,16,19,22,23,23,26,26,32,36,40,36,37,32,29,24,26,19,13,11,10,9,6,3,3,5,5,5,3,4,3,4,6,4,3,3,3,5,3,6,7,6,8,7,8,9,11,8,10,11,10,8,4,7,6,1,5,1,0,0
2022-03-29 10:00:00,0,3,4,5,7,7,8,12,14,14,12,13,9,18,20,17,21,20,20,22,20,17,18,16,12,12,9,9,8,5,3,4,8,10,9,7,7,6,9,8,7,6,6,7,10,8,9,12,13,13,12,13,13,11,7,9,7,6,5,5,6,3,5,4,2,0,0
2022-03-29 11:00:00,0,2,3,3,3,5,7,6,5,9,12,0,13,13,13,15,17,20,21,19,22,20,18,17,17,12,10,10,12,9,3,4,1,5,6,6,3,8,6,3,7,7,3,2,7,7,4,11,10,10,11,10,7,10,10,7,10,9,9,8,7,7,6,5,2,0,0
2022-03-29 12:00:00,0,2,3,3,4,9,14,16,8,17,11,16,14,19,15,21,22,15,14,16,13,14,10,11,10,10,8,10,11,9,4,6,5,4,4,5,4,5,8,7,8,9,5,8,8,7,7,9,9,10,11,12,10,10,7,9,10,12,9,9,10,12,6,5,1,0,0
2022-03-29 13:00:00,0,4,5,4,8,10,11,13,7,12,9,9,8,14,13,15,15,21,19,16,16,15,10,11,10,8,8,9,9,7,5,4,4,6,11,9,9,8,10,8,11,11,7,12,8,12,12,13,7,13,8,10,10,10,7,6,8,6,3,5,6,5,7,3,1,0,0
2022-03-29 14:00:00,0,3,3,4,5,8,10,13,13,12,14,9,15,15,15,15,16,11,12,11,10,9,8,10,10,11,12,8,8,3,4,4,4,6,9,9,9,10,14,9,15,15,8,13,14,11,12,16,15,18,17,15,13,9,10,9,9,9,8,7,9,8,8,6,5,0,0
2022-03-29 15:00:00,1,5,5,7,8,7,9,11,10,11,11,5,10,9,10,13,14,10,11,10,10,8,9,10,10,6,8,11,10,7,4,3,6,9,9,10,11,13,10,14,14,16,10,17,23,24,22,23,25,25,23,16,13,12,12,11,10,13,12,14,9,9,8,6,5,0,0
2022-03-29 16:00:00,0,4,4,5,7,6,6,8,9,10,9,11,11,11,13,14,17,16,9,13,9,4,6,7,7,5,5,7,5,2,2,3,3,9,11,10,10,12,13,15,16,21,23,25,26,25,26,34,37,39,37,33,40,39,38,31,32,31,28,26,24,20,14,9,6,0,0
2022-03-29 17:00:00,0,6,9,9,11,12,14,12,14,16,15,9,16,15,20,23,23,18,16,10,8,7,6,9,10,7,7,9,10,5,5,7,8,13,15,17,20,27,28,26,28,31,31,30,34,37,33,32,29,28,30,29,32,27,28,25,22,20,17,15,11,8,8,5,3,0,0
2022-03-29 18:00:00,0,10,8,6,10,11,15,15,13,14,14,15,16,16,19,17,19,17,17,14,11,8,11,12,13,9,8,7,6,4,3,13,14,18,22,23,24,23,27,30,29,31,32,34,34,36,38,47,47,46,39,32,25,25,23,22,20,19,18,15,10,7,4,2,1,0,0
2022-03-29 19:00:00,0,3,3,4,6,7,9,9,11,13,14,7,14,13,14,14,8,5,5,4,5,7,5,4,2,3,2,2,3,3,2,3,4,5,7,9,11,16,16,24,25,27,28,30,25,28,28,31,30,42,40,35,33,31,32,31,24,20,18,15,11,10,7,4,3,0,0
2022-03-29 20:00:00,0,5,2,1,4,5,2,6,3,7,8,9,9,13,13,16,16,14,13,10,8,7,7,5,7,5,4,3,2,3,4,4,2,3,6,11,7,7,8,10,16,19,17,16,17,23,24,35,33,35,27,22,19,15,14,13,13,13,9,8,8,3,3,1,1,0,0
