Unnamed: 0,1_성수동차고지,2_뚝도시장구길,3_서울숲지구대앞,4_성수1가새마을금고,5_천주교성수동성당앞,6_뚝도아리수정수센터수도박물관,7_서울숲,8_성동구민종합체육센터,9_뚝섬역8번출구,10_뚝섬역5번출구,11_성수역1번출구,12_성수동SK아파트형공장앞,13_경동초등학교입구,14_경일초등학교앞,15_성수공고앞,16_성원중성수동이마트앞,17_뚝도시장,18_경수중학교,19_성수119안전센터,20_노룬산시장앞,21_국민은행신자양지점,22_뚝도변전소앞,23_광진문화예술회관,24_건국대학교앞,25_자양초등학교앞,26_자양사거리,27_구의역3번출구,28_광진우체국,29_테크노마트앞.강변역,30_구의역2번출구,31_자양사거리,32_자양초등학교앞,33_건국대학교앞,34_건대로데오거리입구,35_대동아파트앞,36_국민은행신자양지점,37_노룬산시장앞,38_성수119안전센터,39_경수중학교,40_뚝도시장,41_성원중성수동이마트앞,42_성수공고앞,43_경일초등학교앞,44_경동초등학교입구,45_성수동SK아파트형공장앞,46_성수역1번출구,47_뚝섬역4번출구,48_뚝섬역2번출구,49_성동구민종합체육센터,50_서울숲,51_뚝도아리수정수센터수도박물관,52_천주교성수동성당앞,53_성수1가1동새마을금고,54_서울숲지구대앞,55_뚝도시장구길
2022-04-03 09:00:00,1,2,5,0,7,5,3,2,3,2,2,0,1,2,2,3,4,5,4,8,9,8,6,5,8,5,5,1,3,4,6,5,4,7,0,6,4,6,6,4,3,0,2,1,0,0,3,5,4,2,1,0,3,0,0
2022-04-03 10:00:00,1,3,5,7,8,7,7,4,3,4,7,3,5,7,8,7,7,9,6,7,9,7,6,6,5,4,4,3,7,11,10,12,12,15,5,13,12,14,12,8,5,1,5,3,3,4,4,5,7,7,6,3,2,1,0
2022-04-03 11:00:00,1,4,0,8,9,7,6,5,4,5,4,3,0,2,5,7,10,6,12,11,9,15,15,7,5,12,6,2,3,4,7,10,9,13,13,14,15,14,13,8,7,6,3,0,4,2,0,1,0,0,0,0,0,0,0
2022-04-03 12:00:00,0,1,3,4,5,6,5,4,4,4,7,11,9,9,7,13,16,19,18,20,19,21,16,14,13,7,6,3,5,9,13,10,11,17,16,16,19,20,18,15,14,13,10,11,10,9,8,7,5,5,2,1,4,1,0
2022-04-03 13:00:00,1,4,7,9,11,13,10,10,7,10,17,9,11,13,12,15,20,21,21,24,23,19,12,15,8,11,1,9,6,9,15,14,12,14,0,17,16,15,16,13,9,6,4,3,4,10,1,9,2,4,0,3,0,0,0
2022-04-03 14:00:00,1,3,6,7,9,8,6,8,7,8,4,6,10,0,4,14,0,12,14,6,16,15,5,5,3,0,4,1,7,10,11,12,10,15,6,13,15,5,12,4,6,7,5,0,4,11,10,6,7,11,7,0,1,0,0
2022-04-03 15:00:00,0,1,1,0,4,0,5,0,3,2,12,5,13,12,10,11,16,15,16,14,18,15,9,12,14,13,10,9,7,7,9,10,11,15,7,12,11,11,4,7,5,7,5,8,10,15,14,19,15,8,8,7,6,2,0
2022-04-03 16:00:00,1,9,4,2,8,12,15,17,13,12,4,3,5,7,3,8,10,7,10,10,11,12,10,14,8,4,5,4,11,8,12,13,12,19,18,17,16,0,13,8,6,6,5,0,3,11,11,15,12,10,8,6,5,2,0
2022-04-03 17:00:00,2,3,4,5,6,12,20,28,13,9,16,13,10,11,14,25,28,28,28,26,22,24,17,15,13,12,6,7,7,11,13,9,13,15,0,11,10,11,7,6,4,6,0,0,0,7,8,10,8,7,3,6,0,2,0
2022-04-03 18:00:00,0,2,2,0,4,6,7,25,22,19,11,3,12,12,14,15,17,0,14,18,21,21,20,23,21,13,8,6,7,7,10,9,8,17,13,15,12,12,12,10,9,8,7,5,4,9,8,10,9,8,7,4,5,3,0
2022-04-03 19:00:00,0,2,1,2,0,2,6,11,13,11,8,7,5,6,0,8,8,11,11,10,11,10,8,10,8,5,10,8,6,7,12,14,10,12,10,8,7,7,4,5,6,4,4,5,2,5,6,14,8,8,4,4,3,2,0
2022-04-03 20:00:00,0,2,0,2,3,0,5,8,5,3,8,0,8,3,10,16,17,9,18,15,8,14,9,13,6,12,5,0,4,5,8,7,5,12,11,10,7,9,7,4,4,6,2,0,4,2,1,0,2,3,0,1,0,0,0
2022-04-03 21:00:00,0,1,1,2,3,2,5,3,4,4,9,8,7,6,7,13,10,12,13,8,11,12,12,22,18,16,7,6,4,7,8,9,8,13,12,11,11,11,10,6,6,5,6,0,0,3,2,5,4,0,4,3,1,0,0
2022-04-03 22:00:00,0,2,0,0,0,0,2,0,2,3,4,0,3,4,5,7,8,0,7,6,6,4,6,7,6,5,4,2,3,8,10,9,6,8,7,6,4,2,4,2,5,3,2,0,2,4,3,3,3,8,9,0,2,0,0
2022-04-03 23:00:00,0,0,0,0,1,0,2,0,1,2,1,0,0,0,0,8,9,10,11,12,11,9,6,5,5,4,4,3,9,10,9,10,7,11,10,9,3,0,7,6,5,1,3,0,0,5,2,3,0,2,8,6,1,0,0
2022-04-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 04:00:00,0,2,0,2,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,5,7,6,7,0,8,3,1,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 05:00:00,1,1,5,6,3,6,4,4,1,0,2,1,2,0,2,5,0,5,7,8,5,7,6,0,8,7,4,0,4,6,7,8,7,9,4,8,6,6,1,4,0,2,0,1,0,3,2,0,2,2,0,1,1,0,0
2022-04-04 06:00:00,0,2,7,9,11,7,6,3,2,1,1,2,0,3,5,3,7,4,2,6,5,4,3,3,4,2,1,0,5,9,3,6,4,9,10,10,6,5,5,3,5,4,3,0,0,2,2,3,2,2,1,0,0,0,0
2022-04-04 07:00:00,2,3,10,17,19,16,9,10,2,3,3,4,4,4,5,7,11,12,14,16,17,18,15,11,11,10,6,5,6,7,10,12,12,14,15,16,17,18,20,13,18,11,17,4,2,4,3,5,5,9,7,3,1,0,0
2022-04-04 08:00:00,5,8,22,28,34,29,21,20,5,8,5,8,8,3,6,7,14,17,17,11,15,16,14,15,13,8,9,6,10,12,16,16,16,18,17,20,23,20,16,11,8,8,9,6,5,6,4,12,12,13,12,6,3,2,0
2022-04-04 09:00:00,1,4,7,11,12,9,6,5,1,4,3,4,3,8,8,8,10,14,14,17,19,17,14,14,15,14,11,6,9,8,13,14,13,13,14,13,14,15,13,10,8,5,5,4,2,5,10,12,9,9,8,6,2,0,0
2022-04-04 10:00:00,2,4,9,10,13,11,6,6,4,10,8,1,5,9,6,10,13,15,16,16,18,18,11,10,8,6,4,3,4,6,11,10,10,12,8,10,9,8,5,5,6,0,4,0,3,2,3,4,5,6,5,0,3,2,0
2022-04-04 11:00:00,1,2,4,5,6,5,5,4,3,2,1,1,2,3,2,5,10,11,12,13,9,10,11,10,9,4,5,2,8,9,10,10,9,11,4,10,7,7,8,7,6,6,4,3,5,4,2,4,3,4,0,4,3,1,1
2022-04-04 12:00:00,1,3,5,4,9,10,8,9,4,3,4,5,3,3,2,5,10,11,10,8,11,10,9,10,5,9,6,6,4,7,10,12,6,9,9,6,6,6,5,5,8,1,5,3,0,1,2,5,4,5,4,3,2,1,0
2022-04-04 13:00:00,1,2,3,4,7,7,11,13,9,2,5,3,7,6,5,8,9,10,7,8,11,12,10,12,11,5,4,4,7,10,14,14,15,19,18,19,9,12,11,6,8,4,2,4,3,3,1,1,2,3,0,4,3,2,0
2022-04-04 14:00:00,0,1,2,3,4,4,5,7,4,6,6,4,4,7,10,11,12,14,12,15,12,14,15,14,12,7,4,5,8,11,13,14,11,14,15,18,14,13,16,10,10,9,7,6,7,7,4,9,9,8,3,4,2,0,0
2022-04-04 15:00:00,1,3,4,5,8,8,7,8,5,9,9,12,14,11,12,12,15,10,9,17,20,20,17,19,15,10,8,6,6,9,17,14,17,23,20,20,18,9,18,12,10,8,7,3,5,7,7,10,11,8,5,3,1,0,0
2022-04-04 16:00:00,0,2,4,6,9,6,4,7,5,7,9,8,16,17,18,20,21,16,21,23,24,22,16,18,14,9,5,3,6,9,9,10,10,17,16,13,15,14,10,8,10,9,8,12,11,8,11,13,14,13,8,11,9,4,0
2022-04-04 17:00:00,1,2,4,6,7,10,10,11,8,7,7,8,12,12,9,8,13,14,14,15,19,12,12,17,15,11,7,5,5,7,10,9,11,17,13,13,11,12,11,7,11,10,13,14,7,10,10,15,14,12,11,5,6,4,0
2022-04-04 18:00:00,1,4,7,13,17,16,24,22,13,11,12,13,11,13,17,16,17,18,21,22,23,24,18,15,15,14,12,4,13,16,19,19,15,22,16,19,16,17,13,9,9,8,4,5,7,8,11,18,16,19,18,13,8,2,0
2022-04-04 19:00:00,1,4,6,9,13,13,16,15,7,7,4,5,6,8,11,11,13,11,16,15,13,10,15,15,15,8,6,6,5,9,15,15,14,19,7,19,18,15,14,9,9,8,5,8,7,7,7,10,13,15,14,10,10,5,0
2022-04-04 20:00:00,1,2,3,4,6,5,6,9,6,5,3,4,5,8,7,10,12,10,11,13,14,15,16,16,11,9,7,4,5,9,11,12,9,12,11,8,12,11,4,7,8,5,5,4,0,3,3,5,8,11,2,6,5,0,0
2022-04-04 21:00:00,2,2,1,0,2,2,3,5,6,4,5,4,3,4,5,6,8,3,12,13,10,10,11,10,9,4,3,2,6,10,9,6,8,12,11,13,12,12,7,5,4,2,2,1,0,2,1,5,3,10,11,8,7,4,0
2022-04-04 22:00:00,0,2,1,0,3,2,3,4,1,3,1,3,4,4,0,6,3,5,3,6,5,5,7,10,8,7,3,4,5,9,8,6,6,12,10,9,8,6,1,4,4,3,1,2,3,3,3,7,5,8,8,6,3,2,0
2022-04-04 23:00:00,0,1,0,0,1,0,0,0,1,2,5,0,3,4,6,7,9,8,8,9,8,7,9,8,6,4,2,2,3,4,6,7,2,8,1,9,8,9,10,7,5,6,3,0,5,5,4,6,5,2,0,0,0,0,0
2022-04-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 04:00:00,0,0,0,2,0,1,0,0,2,1,0,0,0,1,0,3,2,0,0,4,3,2,6,4,5,3,2,1,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 05:00:00,2,3,4,7,4,6,4,3,4,2,0,0,1,0,2,3,2,2,4,5,4,3,4,5,7,3,3,2,2,7,9,9,5,8,3,6,3,6,0,5,2,5,0,1,4,2,1,0,1,0,0,0,0,0,0
2022-04-05 06:00:00,1,3,4,5,7,4,2,1,1,0,1,1,0,2,3,4,5,2,3,2,2,6,4,6,5,6,5,4,7,8,5,1,4,3,2,5,2,2,2,0,0,1,2,1,0,1,0,2,1,1,0,0,0,0,0
2022-04-05 07:00:00,5,6,12,15,17,17,11,10,2,3,4,5,4,3,2,5,8,7,9,13,11,12,10,5,7,4,4,3,6,7,8,9,8,11,13,15,16,16,16,14,12,11,9,2,1,4,5,11,6,5,3,2,1,0,0
2022-04-05 08:00:00,5,6,13,17,22,20,10,10,4,3,4,5,3,3,6,8,14,16,15,19,16,20,16,18,16,13,13,10,10,12,18,20,18,17,18,18,17,18,17,12,9,7,9,7,6,3,4,8,11,8,0,6,3,1,0
2022-04-05 09:00:00,5,9,12,16,19,18,11,12,8,8,5,6,7,6,11,12,13,13,13,14,23,21,21,19,19,15,10,7,8,8,12,9,9,10,8,10,12,12,10,6,8,6,2,5,2,3,6,10,9,7,5,5,2,1,0
2022-04-05 10:00:00,2,5,6,7,8,6,6,6,5,5,3,3,3,5,3,7,8,8,6,10,12,11,10,5,7,1,4,3,3,4,8,5,9,11,6,10,12,11,9,7,6,2,5,4,2,3,5,4,2,3,0,3,2,1,1
2022-04-05 11:00:00,1,2,5,2,7,6,8,5,5,3,4,4,5,7,9,8,9,8,9,8,11,11,8,10,9,6,4,3,6,9,11,5,13,14,9,9,10,9,10,5,4,5,4,2,0,6,5,6,5,4,2,2,0,2,0
2022-04-05 12:00:00,1,2,3,4,6,5,4,3,2,4,4,5,5,7,5,7,9,10,5,11,13,10,9,9,7,5,4,1,4,6,7,9,3,11,12,11,10,11,9,6,11,0,6,4,0,7,7,4,5,4,2,2,2,1,1
2022-04-05 13:00:00,1,2,6,8,9,8,5,7,3,3,5,7,8,5,6,9,9,5,7,7,8,9,8,8,6,5,2,2,5,9,11,10,8,11,10,8,5,6,6,4,2,0,2,1,0,4,6,5,5,6,0,3,1,1,0
2022-04-05 14:00:00,1,5,2,5,6,5,4,6,5,3,3,1,2,4,5,8,9,11,12,14,15,14,14,12,10,8,4,5,5,5,11,10,9,11,10,7,8,8,7,5,5,4,3,6,0,5,6,5,4,6,4,2,0,1,0
2022-04-05 15:00:00,0,0,2,5,4,5,7,8,6,6,10,13,18,14,14,12,12,17,17,18,16,14,10,11,10,8,5,2,9,12,15,13,11,18,16,14,15,15,13,9,8,7,8,3,5,4,3,6,8,5,4,2,2,1,0
2022-04-05 16:00:00,1,2,5,6,9,8,11,13,11,11,10,10,25,24,23,25,28,27,29,31,26,24,23,20,12,8,9,5,9,14,19,19,20,21,20,19,19,17,13,11,8,7,4,3,4,7,8,7,13,12,9,7,6,4,0
2022-04-05 17:00:00,0,2,6,8,5,7,8,9,6,9,12,13,11,8,8,14,15,10,9,12,11,12,15,15,14,14,10,8,8,11,13,13,10,17,14,14,16,14,12,9,8,8,8,6,5,6,11,15,9,8,7,6,6,3,0
2022-04-05 18:00:00,6,7,8,9,13,16,15,14,13,15,11,14,17,18,20,23,24,23,23,24,21,18,15,18,16,13,10,7,8,13,18,17,14,18,15,14,12,15,12,8,7,5,6,7,6,10,19,20,16,20,19,17,12,8,0
2022-04-05 19:00:00,1,3,5,6,7,6,7,5,9,8,5,6,7,7,7,11,13,16,16,15,15,15,16,14,12,10,6,6,6,8,11,11,9,11,10,10,8,8,11,11,7,5,6,0,5,5,6,11,8,11,0,8,6,7,0
2022-04-05 20:00:00,0,1,0,3,2,0,2,3,4,5,6,8,4,9,13,18,18,16,14,17,18,17,16,16,14,11,6,4,8,9,10,10,10,10,9,9,8,16,14,15,15,12,11,9,7,7,6,6,6,12,10,6,4,1,0
2022-04-05 21:00:00,0,2,3,5,6,5,4,6,4,4,5,7,5,2,6,8,9,6,6,8,8,7,9,11,11,10,6,4,6,7,8,7,9,14,13,12,9,7,0,7,4,3,2,2,0,5,6,9,9,5,8,6,5,4,0
2022-04-05 22:00:00,0,1,0,1,0,0,2,1,1,3,4,5,2,5,5,6,6,5,6,9,4,5,10,8,8,4,3,2,6,8,11,10,9,14,12,13,10,8,8,9,5,4,2,1,0,3,4,8,9,10,9,8,4,3,0
2022-04-05 23:00:00,0,0,0,1,2,0,0,1,2,2,3,3,5,3,6,10,11,8,7,8,8,7,9,9,6,6,5,2,5,4,6,8,8,10,4,7,7,8,7,5,6,5,5,0,1,2,2,4,1,6,3,5,3,1,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,0,0,0,2,1,0,0,0,1,0,0,0,0,2,0,3,0,0,0,6,9,10,11,0,6,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,1,1,4,5,0,4,3,3,1,3,1,0,0,0,5,7,5,6,5,5,3,5,4,12,11,7,6,3,3,6,8,5,9,10,8,7,6,5,3,2,2,4,1,1,0,3,4,0,2,3,0,1,0,0,0
2022-04-06 06:00:00,1,3,1,4,5,4,4,3,2,0,1,1,0,2,3,4,5,2,6,7,4,8,7,4,5,6,4,3,6,5,5,6,4,10,0,5,4,5,4,3,2,1,2,0,0,1,0,2,0,1,0,1,0,0,0
2022-04-06 07:00:00,6,8,12,16,18,16,13,8,3,6,7,0,6,4,12,6,8,6,9,12,14,12,11,8,7,6,4,3,7,11,10,10,11,14,17,22,24,26,25,23,21,21,16,3,0,4,3,7,1,10,0,8,4,1,0
2022-04-06 08:00:00,6,12,21,26,31,28,13,11,5,4,4,8,7,6,11,14,18,17,16,17,20,19,19,17,19,14,12,6,12,11,15,15,16,19,19,19,18,23,21,18,12,11,11,7,4,6,4,11,12,13,11,8,5,3,0
2022-04-06 09:00:00,5,8,9,11,12,10,6,4,5,4,5,4,6,7,10,12,13,16,16,20,23,20,16,15,12,10,6,5,12,14,15,14,15,13,12,14,12,11,10,8,8,5,6,5,4,8,9,12,7,7,6,5,4,2,0
2022-04-06 10:00:00,1,5,9,12,16,12,5,6,3,2,3,0,3,7,8,8,9,10,9,8,9,8,11,11,7,6,4,4,7,9,10,11,10,13,13,6,12,11,7,5,5,2,1,1,0,3,4,4,3,4,3,2,0,1,0
2022-04-06 11:00:00,0,1,2,2,5,5,3,5,5,5,6,7,6,7,11,8,10,9,9,10,12,11,6,7,6,5,3,2,7,6,8,7,0,9,8,9,9,8,6,6,9,7,5,5,2,6,4,6,4,0,3,2,1,0,0
2022-04-06 12:00:00,1,2,4,5,1,5,5,7,4,6,8,9,8,5,9,10,11,10,9,9,7,9,9,10,9,8,6,3,5,7,11,10,13,13,12,11,10,10,10,10,9,4,6,3,3,9,8,12,6,8,0,7,5,2,0
2022-04-06 13:00:00,1,3,3,5,6,4,5,5,4,5,4,5,4,6,8,9,10,11,9,6,8,7,8,11,8,5,5,4,7,8,14,13,13,12,6,10,7,11,6,9,5,2,2,3,2,3,3,4,4,5,4,3,2,1,0
2022-04-06 14:00:00,1,2,1,3,5,5,6,4,3,5,5,6,5,6,7,10,11,13,13,12,12,13,10,9,7,4,4,4,6,9,14,15,8,8,6,7,6,7,0,7,6,7,8,7,8,7,3,7,6,5,4,1,3,2,0
2022-04-06 15:00:00,1,2,3,5,0,6,7,8,5,4,8,6,7,9,10,11,14,15,12,15,13,15,14,13,11,11,9,8,5,7,11,10,12,13,12,15,13,16,14,13,10,8,9,7,8,6,8,10,6,11,7,6,4,1,0
2022-04-06 16:00:00,0,4,8,9,11,12,17,17,12,11,4,5,23,28,10,30,31,28,21,20,19,18,16,13,10,9,7,6,7,10,15,14,16,17,11,13,14,12,10,9,8,6,3,2,0,6,8,14,13,8,8,10,7,4,0
2022-04-06 17:00:00,2,6,10,8,8,11,13,12,7,12,9,11,12,13,17,19,20,16,17,17,15,17,14,16,13,9,6,5,10,11,12,11,11,18,16,15,12,9,8,7,10,9,7,11,5,14,14,14,13,18,17,13,7,2,0
2022-04-06 18:00:00,0,4,7,13,16,15,14,15,10,7,5,9,8,11,12,22,25,23,22,24,24,22,17,16,20,14,10,6,13,18,20,13,11,14,13,12,12,15,14,11,10,8,6,10,9,11,13,17,18,24,23,10,9,6,0
2022-04-06 19:00:00,0,1,2,2,4,4,7,13,8,9,6,6,9,8,9,12,13,14,12,18,14,15,16,17,14,11,9,6,8,9,11,12,20,23,21,18,14,17,16,13,10,8,6,5,0,5,9,11,9,24,20,16,9,4,0
2022-04-06 20:00:00,0,1,2,4,5,4,4,5,3,2,5,6,4,7,7,12,13,14,13,15,16,19,16,19,15,13,7,5,4,6,8,0,10,12,11,9,9,11,9,8,6,2,1,1,0,2,4,7,6,13,12,8,4,1,0
2022-04-06 21:00:00,0,1,0,2,2,2,5,8,7,6,6,5,6,5,6,7,12,14,13,5,8,11,12,9,8,6,7,0,6,6,10,8,10,11,8,9,8,6,6,7,5,4,4,5,0,6,5,11,5,9,7,4,4,1,0
2022-04-06 22:00:00,0,2,1,0,1,2,1,4,4,5,5,0,5,4,6,8,10,8,9,10,10,9,6,7,5,8,4,2,6,11,12,7,12,13,11,12,5,10,8,2,4,3,3,0,0,3,4,7,7,13,12,9,3,2,0
2022-04-06 23:00:00,0,0,0,1,0,1,2,2,3,3,5,6,0,0,7,10,13,9,10,11,11,11,4,7,6,3,0,2,4,4,6,5,6,8,0,8,7,7,6,5,5,3,1,0,0,4,4,8,8,11,10,6,4,2,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,0,0,0,1,3,2,0,0,3,1,2,0,0,2,0,5,0,0,0,6,7,6,9,0,7,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,0,0,1,1,0,0,1,2,0,0,2,0,1,3,6,7,6,7,7,7,8,8,10,8,8,10,6,9,4,6,8,5,9,7,8,6,5,2,4,3,0,3,1,0,2,2,0,0,1,0,0,0,0,0,0
2022-04-07 06:00:00,2,0,7,0,0,4,3,2,2,1,2,0,1,2,4,2,5,6,5,5,4,4,3,5,4,3,2,1,3,6,6,7,6,6,0,7,5,4,6,4,3,1,1,0,0,1,2,4,3,5,4,3,1,0,0
2022-04-07 07:00:00,4,6,11,15,19,17,10,6,2,4,6,3,2,5,4,10,12,13,12,13,15,15,11,8,7,5,4,4,9,12,11,6,11,11,11,15,18,20,14,16,14,13,12,2,3,3,5,8,7,7,6,5,2,0,0
2022-04-07 08:00:00,7,13,18,20,22,16,14,10,7,4,3,4,5,6,9,10,15,18,17,19,22,27,25,23,22,15,12,6,13,15,21,22,23,24,18,22,24,26,22,18,11,12,8,6,5,6,7,11,10,8,7,8,6,4,0
2022-04-07 09:00:00,4,5,10,12,15,13,10,8,5,5,5,6,7,4,5,6,7,8,0,11,13,11,11,0,12,10,8,7,5,6,11,11,11,12,0,13,12,13,8,14,10,5,5,4,3,4,6,3,2,3,0,2,1,0,0
2022-04-07 10:00:00,2,3,5,6,8,6,4,4,2,3,3,4,2,4,6,8,10,5,10,5,11,12,10,11,8,4,5,2,3,7,9,8,7,9,10,13,12,11,8,6,5,4,4,3,1,3,1,4,4,4,0,2,1,0,0
2022-04-07 11:00:00,2,2,5,7,6,6,4,5,3,1,5,3,2,6,3,5,6,4,7,5,8,9,8,6,6,5,0,3,7,7,7,7,8,13,7,11,14,16,9,7,8,5,4,1,0,2,1,6,6,5,3,3,3,1,0
2022-04-07 12:00:00,2,4,6,10,11,5,8,7,6,5,5,6,0,5,8,7,9,6,6,8,7,8,9,8,7,6,6,4,11,7,10,9,3,9,10,10,9,10,8,7,7,7,4,2,4,5,5,7,8,7,6,5,3,2,0
2022-04-07 13:00:00,1,4,3,5,5,6,5,6,4,3,6,3,5,5,5,7,9,6,10,12,12,13,10,12,9,7,6,4,6,12,14,12,11,13,12,11,6,13,8,10,8,6,5,3,3,5,3,8,7,5,6,3,0,1,0
2022-04-07 14:00:00,1,5,7,7,8,7,8,7,7,8,4,3,3,4,5,8,7,5,0,7,8,8,8,13,11,8,5,5,4,7,10,10,10,10,8,12,12,14,13,10,11,5,8,8,2,6,5,8,7,7,3,3,2,1,0
2022-04-07 15:00:00,1,2,4,5,6,5,5,7,6,4,8,5,7,8,8,8,9,14,17,20,19,16,12,12,12,7,10,4,4,7,9,8,10,12,11,12,15,12,1,11,10,10,7,10,9,9,9,11,8,9,6,4,3,2,0
2022-04-07 16:00:00,0,3,5,0,8,8,8,9,6,12,10,11,32,35,35,40,41,40,40,39,31,26,19,15,13,10,8,7,12,10,13,12,14,20,20,22,19,17,14,13,12,11,4,8,5,7,9,15,16,12,9,6,4,3,0
2022-04-07 17:00:00,0,1,3,3,5,4,7,8,11,13,10,11,12,13,17,20,21,20,20,18,20,19,14,16,14,12,7,2,5,6,11,14,14,18,19,18,16,15,14,9,10,4,8,7,6,10,10,13,9,14,13,11,8,3,0
2022-04-07 18:00:00,1,3,5,11,17,18,24,21,14,10,14,11,11,13,16,19,22,23,21,22,22,19,19,19,19,13,8,6,8,11,17,14,17,25,21,16,15,17,14,14,11,9,8,10,5,14,15,22,19,26,22,21,12,4,0
2022-04-07 19:00:00,1,1,2,5,7,3,8,9,10,13,7,8,7,10,12,15,20,20,19,22,21,19,15,16,15,12,8,7,13,19,20,17,17,21,22,19,15,14,11,10,8,9,7,7,3,8,11,14,11,16,16,10,7,6,0
2022-04-07 20:00:00,0,0,0,1,3,2,3,7,6,6,4,4,8,8,6,10,11,10,8,10,8,11,11,13,12,6,7,5,9,8,7,6,5,10,9,10,9,7,6,4,4,2,3,0,1,8,4,6,7,5,5,3,2,4,0
