Unnamed: 0,1_보성운수기종점,2_구로두산아파트,3_남구로역6번출구,4_남구로역,5_남구로역,6_가리봉시장,7_디지털단지오거리.가산파출소,8_디지털단지오거리,9_가산동주민센터.금천글로벌센터,10_구립가산도서관.두산위브아파트,11_독산사거리,12_금천우체국,13_말미고개.금천소방서,14_금천구청.금천경찰서,15_시흥사거리,16_박미삼거리.국립전통예술중고,17_시흥유통센터,18_석수역,19_석수역,20_시흥유통센터,21_박미삼거리.국립전통예술중고,22_시흥사거리,23_금천구청.금천경찰서,24_말미고개.금천소방서,25_금천우체국,26_독산사거리,27_구립가산도서관.두산위브아파트,28_가산동주민센터.금천글로벌센터,29_디지털단지오거리,30_디지털단지오거리,31_가리봉시장,32_남구로역,33_구로종합사회복지관,34_영서중학교,35_대림역,36_대림역12번출구,37_대동초등학교.명지성모병원,38_대림동우성아파트,39_신길5동새마을금고우리시장,40_신길5동주민센터,41_성락교회,42_도림마을금고,43_남부지방법원등기국.구로세무서(에이스하이테크시티),44_영등포역,45_전경련회관,46_여의도환승센터,47_유진투자증권.파이낸셜뉴스신문,48_한국거래소,49_여의도역,50_샛강역4번출구.여의도자이,51_진주아파트,52_시범아파트,53_여의도중학교,54_여의나루역,55_여의도순복음교회,56_국회의사당,57_국회의사당역,58_KBS,59_영등포역,60_남부지방법원등기국.구로세무서(에이스하이테크시티),61_도림마을금고,62_성락교회,63_신길5동주민센터,64_신길5동새마을금고,65_대림동우성아파트,66_대동초등학교.명지성모병원,67_대림역,68_대림역,69_보성운수기종점
2022-03-26 09:00:00,5,6,8,10,11,9,10,7,5,8,7,6,3,5,4,0,0,0,2,5,6,9,15,18,19,17,12,18,16,16,16,17,18,18,16,17,15,19,21,21,20,23,20,13,12,7,4,2,4,4,2,4,1,2,2,5,0,3,3,7,7,7,8,9,12,7,3,1,0
2022-03-26 10:00:00,9,10,11,13,14,14,13,5,6,11,10,9,9,6,5,6,3,0,4,4,5,6,10,16,17,17,19,20,18,21,21,22,22,22,21,13,15,14,16,18,19,24,21,13,12,7,4,5,4,3,1,3,0,2,0,1,5,6,7,9,6,5,4,4,5,6,9,8,1
2022-03-26 11:00:00,5,8,10,9,7,6,5,12,11,14,12,11,8,5,2,3,4,0,6,9,9,13,18,18,18,19,20,18,25,27,27,27,27,30,29,22,22,22,26,27,28,33,25,17,9,6,5,6,8,6,4,2,3,2,2,3,4,5,6,10,7,8,9,8,13,9,7,2,0
2022-03-26 12:00:00,6,8,10,10,10,11,10,13,13,17,18,15,10,8,7,5,1,0,3,3,6,9,13,15,19,18,23,28,21,19,20,17,18,21,16,19,21,21,22,26,26,26,22,10,11,6,4,6,9,6,4,4,5,6,7,1,9,0,9,11,13,12,10,11,12,9,6,4,0
2022-03-26 13:00:00,7,12,13,13,8,11,11,11,11,15,11,12,10,9,7,5,3,0,3,4,4,7,10,11,17,19,20,22,23,27,25,23,17,17,17,16,16,18,21,21,24,28,22,9,10,5,4,4,6,5,1,1,2,1,0,3,5,3,8,8,11,11,16,14,14,8,6,4,0
2022-03-26 14:00:00,15,16,17,17,19,19,17,18,20,18,19,20,17,12,9,8,3,0,3,5,7,8,12,13,17,20,17,18,19,23,26,22,21,22,20,17,17,21,22,22,21,25,22,11,12,10,8,1,2,1,3,4,0,2,3,0,5,6,14,13,12,14,12,10,13,10,7,9,0
2022-03-26 15:00:00,5,7,8,9,12,8,13,9,9,10,9,10,10,7,5,4,5,0,5,4,3,10,11,11,17,16,15,16,18,19,21,20,19,24,20,21,19,24,27,27,27,25,21,15,0,10,9,2,10,9,7,2,3,4,3,4,9,10,15,17,15,11,11,7,8,7,10,9,0
2022-03-26 16:00:00,10,14,13,15,18,16,20,12,10,11,10,13,12,9,8,6,5,1,4,5,9,14,15,16,21,24,21,19,22,24,25,18,15,13,14,13,16,18,20,19,21,23,18,16,15,10,6,6,8,4,7,3,6,6,10,7,12,13,18,20,17,13,14,15,15,11,8,6,0
2022-03-26 17:00:00,8,10,11,11,13,13,17,21,19,18,16,21,16,13,6,6,3,0,5,5,4,11,13,15,23,25,25,23,26,31,33,29,26,19,22,19,19,22,24,23,24,25,19,5,0,4,3,4,5,0,4,3,10,11,10,11,12,3,19,21,15,14,12,10,9,7,6,4,0
2022-03-26 18:00:00,4,6,10,9,17,20,23,25,24,21,18,13,14,11,5,5,3,0,12,10,9,14,11,19,18,20,22,21,16,18,21,19,19,16,12,13,10,7,8,6,9,12,12,9,8,5,4,5,10,9,3,3,5,13,14,5,17,16,38,40,37,33,26,19,20,16,12,9,0
2022-03-26 19:00:00,4,7,9,8,9,6,10,12,14,14,8,13,10,8,6,4,4,0,3,4,5,7,8,8,12,13,12,11,12,14,15,11,13,16,14,12,11,9,8,8,6,9,7,6,3,2,3,3,5,8,5,6,8,6,0,1,10,0,13,13,10,11,7,10,9,8,6,5,0
2022-03-26 20:00:00,1,0,2,1,3,4,5,6,10,12,5,12,11,6,6,4,3,1,4,2,4,8,8,5,9,12,10,8,10,8,7,6,5,4,4,7,8,10,0,9,9,11,9,6,0,4,0,0,6,8,7,3,6,2,4,6,10,7,20,15,11,7,14,10,10,8,6,3,0
2022-03-26 21:00:00,2,2,3,3,4,4,5,12,13,13,14,12,7,5,4,3,1,0,3,3,1,8,11,0,15,14,11,10,12,11,15,12,7,7,6,8,7,6,8,7,8,4,7,6,4,2,0,3,2,3,2,1,5,9,10,14,13,16,14,17,14,11,10,7,8,5,3,2,0
2022-03-26 22:00:00,0,0,0,0,5,0,0,6,7,7,0,6,0,6,6,5,2,1,1,0,2,3,3,4,5,6,0,7,12,13,14,12,5,11,9,9,7,5,5,5,3,2,3,1,2,0,0,2,5,3,2,2,2,1,3,2,8,5,19,22,18,13,9,7,8,6,5,3,0
2022-03-26 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,5,0,0,5,5,6,4,9,7,1,2,0,1,0,0,2,3,4,0,1,5,0,3,1,4,4,1,0,0,0,31,32,24,26,22,21,14,13,10,5,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,2,0,1,1,2,3,0,4,5,3,4,8,7,1,6,7,5,0,1,0,1,2,4,5,7,10,11,14,15,16,18,10,13,12,7,4,7,10,11,0,14,14,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,2,1,0,3,6,4,2,3,0,0,2,4,7,5,3,7,4,0,0,0,1,3,4,3,0,3,3,6,6,7,11,7,6,5,3,5,5,4,0,5,7,8,10,6,5,4,5,0,7,0,4,2,0,0,1,1,2,0,3,2,4,0,0,3,4,2,1,0,0
2022-03-27 06:00:00,2,0,2,1,3,3,4,4,5,4,5,2,2,2,1,0,0,0,4,1,1,4,5,2,3,3,5,3,1,3,4,2,2,1,4,5,7,8,2,7,3,9,7,5,3,2,1,0,0,0,2,0,1,3,1,0,1,0,1,3,1,1,2,2,3,2,1,0,0
2022-03-27 07:00:00,3,2,3,0,5,3,2,2,1,3,3,2,0,1,0,2,2,0,3,3,2,3,4,3,6,5,4,7,6,5,6,8,7,6,6,5,5,6,8,5,9,10,7,6,5,3,2,1,0,0,0,1,0,0,0,2,0,0,1,2,1,3,2,3,5,4,2,0,0
2022-03-27 08:00:00,3,4,5,3,5,5,6,6,8,8,7,3,5,3,4,2,7,0,2,3,2,5,5,8,12,3,12,13,13,15,16,14,17,15,12,12,10,8,10,13,12,10,9,8,6,6,5,0,2,3,1,3,0,6,10,11,12,11,10,7,3,2,2,4,5,4,1,0,0
2022-03-27 09:00:00,2,4,6,6,8,9,5,2,8,10,0,7,7,6,5,9,8,5,3,4,8,11,9,12,13,15,16,18,17,20,23,25,19,21,19,17,18,16,19,22,19,22,17,11,9,6,3,3,4,3,2,3,2,2,2,0,0,0,3,3,1,3,3,4,8,7,2,1,0
2022-03-27 10:00:00,5,6,7,7,6,7,6,4,5,6,0,6,5,4,3,2,0,0,3,5,6,8,9,11,15,16,14,20,20,21,20,23,24,19,11,15,13,17,19,22,24,21,16,8,6,5,1,0,1,2,1,1,0,4,12,1,15,1,6,7,7,6,7,8,12,11,9,0,0
2022-03-27 11:00:00,11,12,12,14,13,11,10,10,9,7,5,7,5,4,3,0,2,0,4,6,6,6,8,12,14,15,16,18,16,24,28,32,28,28,18,12,14,13,18,20,25,27,20,10,7,4,3,4,2,0,1,2,1,9,7,8,9,10,6,8,9,8,9,7,13,11,10,8,0
2022-03-27 12:00:00,8,9,11,10,11,9,8,9,8,10,12,13,11,9,7,13,8,1,3,2,5,8,9,12,12,13,18,18,17,23,22,26,24,27,20,18,18,21,21,31,36,36,31,12,8,6,3,5,5,4,3,5,4,5,21,4,6,20,13,12,11,14,16,13,13,9,3,1,0
2022-03-27 13:00:00,5,9,8,10,11,13,9,17,16,19,20,16,15,7,5,6,3,0,3,5,6,8,10,11,11,12,15,17,18,20,25,24,25,27,29,27,25,26,27,26,32,35,33,12,10,8,8,7,6,4,3,6,5,3,10,12,13,15,9,9,10,10,9,10,11,7,9,5,0
2022-03-27 14:00:00,6,4,7,8,13,15,13,9,10,12,11,6,10,9,6,3,3,3,4,5,3,5,8,9,11,12,10,12,15,19,27,28,25,28,21,17,18,20,19,21,28,29,30,13,13,9,6,0,7,6,5,6,3,5,19,22,21,0,17,18,21,18,17,16,17,14,8,6,0
2022-03-27 15:00:00,5,7,11,11,16,16,15,17,12,15,12,10,9,5,3,4,1,0,4,3,4,8,8,12,14,16,15,17,17,17,19,20,20,29,25,27,25,32,33,33,31,34,26,20,11,19,18,0,3,6,2,8,8,10,7,2,9,3,15,13,10,12,14,13,11,11,13,12,0
2022-03-27 16:00:00,6,8,13,14,11,13,6,11,11,10,10,9,6,4,3,2,3,1,8,2,5,6,7,9,11,11,8,10,10,13,16,14,13,19,16,12,13,15,15,14,25,28,26,16,15,10,16,9,7,0,6,17,18,12,14,14,17,19,20,22,18,19,21,16,13,9,8,5,0
2022-03-27 17:00:00,5,7,8,8,10,9,8,11,11,11,10,13,10,9,7,3,2,2,4,6,8,12,13,13,16,15,8,18,21,18,19,21,16,17,14,11,12,14,15,12,15,16,15,8,6,5,5,5,4,5,4,8,13,24,25,24,22,20,19,17,18,17,16,15,21,17,13,3,0
2022-03-27 18:00:00,3,6,9,10,9,10,13,14,15,14,13,12,8,6,4,3,3,0,2,2,3,6,7,8,13,12,13,14,14,17,16,13,12,18,18,18,19,20,7,23,29,29,27,16,17,14,12,3,11,0,13,3,13,7,8,0,16,17,29,30,27,23,21,14,11,11,12,9,0
2022-03-27 19:00:00,5,9,11,11,10,10,10,10,9,8,2,7,8,4,1,1,1,0,3,3,4,8,7,9,13,7,11,12,15,15,14,13,11,12,11,11,9,7,7,8,7,9,4,2,2,5,5,6,7,5,7,6,9,12,0,12,14,1,16,17,14,15,11,8,8,7,4,2,0
2022-03-27 20:00:00,5,7,8,4,6,6,8,9,10,10,5,3,4,3,1,1,3,0,2,1,1,5,6,9,10,8,3,7,6,8,9,10,11,10,9,7,8,8,8,7,6,0,4,4,2,2,6,8,9,0,7,2,3,2,6,7,8,13,18,16,16,15,13,10,9,8,10,5,0
2022-03-27 21:00:00,2,2,2,4,4,6,7,9,8,5,7,10,6,4,3,4,1,0,7,5,4,9,10,10,12,11,12,8,10,9,7,7,5,6,6,8,9,8,8,7,5,5,2,5,2,3,4,4,6,4,2,2,2,5,1,7,10,7,19,21,17,15,9,8,8,5,6,3,0
2022-03-27 22:00:00,1,0,2,3,4,5,5,0,5,0,3,3,4,3,2,2,1,0,4,2,2,3,3,4,5,6,5,5,8,9,8,9,9,8,8,9,7,5,4,5,3,2,1,3,0,1,4,0,3,1,1,0,3,1,0,0,4,6,13,15,12,16,14,9,4,2,2,1,0
2022-03-27 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,0,4,6,4,2,0,3,2,1,1,2,0,0,0,0,0,0,1,1,0,1,2,2,0,1,10,0,6,11,5,11,6,3,2,1,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,8,9,12,12,9,10,9,7,9,7,9,12,11,7,8,10,9,0,2,5,7,14,21,17,20,22,22,28,27,27,25,23,24,19,20,22,24,27,31,32,36,38,29,23,27,20,17,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,3,4,6,8,12,10,10,11,13,12,11,12,14,13,10,13,10,1,0,1,4,5,9,10,10,12,16,20,20,20,20,29,28,24,16,14,15,17,16,18,21,24,19,16,15,12,10,6,9,7,3,5,0,6,3,4,5,1,5,6,5,10,8,11,14,11,5,3,0
2022-03-28 06:00:00,2,2,3,2,4,3,2,0,5,3,4,5,4,4,4,4,3,0,7,5,6,5,5,6,9,6,10,8,7,8,8,9,8,8,7,7,8,10,14,15,18,21,17,14,14,10,7,5,3,2,2,4,1,0,0,5,0,0,5,7,5,2,5,6,12,6,2,0,0
2022-03-28 07:00:00,3,6,9,9,17,18,13,14,18,21,23,22,19,22,14,9,6,0,8,15,19,23,20,23,24,23,26,27,27,27,28,25,23,21,22,23,23,28,30,33,40,41,34,37,30,14,9,7,6,5,6,6,5,4,3,2,3,2,12,4,6,6,4,4,8,4,2,0,0
2022-03-28 08:00:00,5,9,16,20,31,32,36,36,37,30,22,17,15,13,10,10,10,1,7,16,20,31,36,39,37,36,36,29,30,26,23,21,28,27,26,28,29,37,42,51,55,64,56,49,39,18,15,10,11,6,4,6,5,4,2,2,2,0,15,7,7,9,8,4,13,9,8,6,0
2022-03-28 09:00:00,5,7,6,6,6,8,7,4,8,7,8,6,5,3,3,5,1,0,5,6,7,9,11,13,13,13,13,12,10,27,24,26,27,25,22,18,21,27,36,36,42,42,33,28,24,10,8,5,7,4,4,3,1,4,3,2,4,5,5,6,7,6,8,10,17,15,6,5,0
2022-03-28 10:00:00,4,4,3,5,5,5,8,8,9,8,7,10,9,4,4,1,2,0,6,5,8,8,15,12,15,16,14,12,10,11,13,14,13,15,16,7,7,12,13,14,17,18,13,9,7,5,5,4,5,2,2,3,0,1,0,2,3,2,4,6,5,6,7,6,7,5,3,2,0
2022-03-28 11:00:00,4,4,5,7,7,8,7,8,9,11,6,10,8,5,5,2,4,0,3,7,9,8,7,10,14,10,11,9,12,14,14,12,13,18,17,7,6,8,8,9,10,12,9,6,7,4,2,3,4,2,0,2,0,0,1,2,4,3,5,6,5,6,7,5,6,5,5,4,2
2022-03-28 12:00:00,6,8,8,7,8,6,7,7,7,8,6,8,4,7,5,4,3,0,2,4,6,9,10,9,12,14,14,10,10,12,13,13,11,15,15,14,14,15,13,12,13,15,13,7,6,6,3,6,4,3,2,1,2,3,1,4,6,6,9,11,10,6,10,9,8,9,9,6,0
2022-03-28 13:00:00,3,5,5,9,9,9,10,5,7,8,5,7,7,6,5,1,2,0,3,8,5,6,9,15,20,19,18,18,16,15,15,15,17,18,17,14,16,17,18,20,11,13,9,11,8,4,3,1,2,3,2,2,0,2,3,2,6,8,12,12,9,10,11,9,6,7,4,3,0
2022-03-28 14:00:00,5,9,13,11,10,5,9,11,15,15,13,9,6,6,5,4,4,1,2,3,3,9,5,9,12,11,13,12,14,16,17,17,17,16,15,16,14,16,16,12,20,20,12,5,4,3,1,2,5,0,4,3,0,3,5,7,13,15,15,17,17,15,14,13,9,8,5,4,0
2022-03-28 15:00:00,5,5,8,6,9,10,9,9,11,10,8,8,6,7,5,2,1,0,3,6,7,7,10,8,9,11,13,13,11,11,13,16,15,14,10,9,9,10,14,12,11,10,9,5,9,4,2,4,3,2,3,5,6,8,10,13,16,18,19,20,14,17,22,10,23,6,24,13,0
2022-03-28 16:00:00,7,9,10,11,15,17,17,19,19,21,20,16,13,9,7,5,4,0,8,7,9,13,11,14,17,17,13,14,15,14,14,14,14,13,14,14,16,14,14,14,16,20,13,9,8,7,1,6,7,4,6,5,4,3,4,6,9,13,12,18,18,13,12,8,9,9,8,8,0
2022-03-28 17:00:00,4,6,7,13,18,15,15,18,19,23,22,18,13,11,6,7,4,0,7,10,8,13,21,14,16,20,20,19,19,24,25,26,24,26,21,19,23,18,15,15,14,15,13,6,6,4,4,4,7,5,8,8,10,14,15,15,22,22,27,35,29,28,27,22,19,13,9,9,0
2022-03-28 18:00:00,6,9,12,13,17,25,33,41,44,44,43,41,39,25,22,18,10,2,9,10,12,14,18,25,31,31,31,27,30,30,32,25,22,21,19,18,17,18,15,17,15,16,17,11,12,8,7,9,14,11,8,6,4,7,8,12,28,33,26,31,25,18,17,14,13,8,8,7,0
2022-03-28 19:00:00,3,7,8,10,11,14,12,17,23,22,22,21,20,17,14,14,6,0,9,9,12,12,13,12,18,20,20,22,21,18,19,19,13,12,13,16,15,10,12,12,10,9,10,6,5,4,3,4,4,2,4,3,0,3,4,3,10,11,27,31,26,21,17,12,8,6,5,2,1
2022-03-28 20:00:00,2,5,6,9,12,12,12,11,10,11,8,16,15,13,6,5,3,0,7,8,8,9,11,8,13,13,9,8,9,12,10,9,7,6,5,6,6,5,5,5,7,8,6,6,3,3,5,6,7,3,4,2,0,9,8,4,13,9,13,19,17,12,11,7,5,6,3,2,0
2022-03-28 21:00:00,1,3,3,2,4,5,6,17,16,15,12,10,9,7,7,5,3,0,4,3,3,6,7,10,12,11,10,9,9,12,15,9,10,9,8,9,7,6,3,7,5,4,3,3,4,3,4,3,5,4,5,3,2,6,7,9,9,10,23,28,22,18,17,11,9,7,4,4,0
2022-03-28 22:00:00,1,2,2,3,4,0,5,5,6,0,4,6,4,3,2,1,1,0,4,3,6,7,11,8,12,12,9,10,11,9,9,9,8,5,5,10,7,3,7,6,6,4,3,1,1,2,0,1,3,3,2,1,0,4,0,2,7,8,14,18,13,11,9,7,5,4,3,2,0
2022-03-28 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,4,0,3,3,4,0,4,5,4,3,0,1,1,0,2,3,1,2,0,3,2,0,0,5,0,2,3,4,7,7,8,10,8,7,3,4,6,5,4,2,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,8,9,11,14,13,8,7,9,10,10,8,12,9,7,13,16,14,0,1,3,10,12,18,18,18,21,23,26,26,26,23,18,19,21,17,18,17,22,25,30,33,34,20,18,18,17,14,11,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,5,9,11,10,16,12,8,11,11,9,8,9,11,11,11,14,13,0,1,4,7,4,9,11,14,15,15,20,17,18,23,31,33,28,14,12,13,16,13,15,28,30,19,15,14,11,10,7,5,2,3,5,0,6,4,0,5,0,6,5,5,8,7,11,14,8,3,0,0
2022-03-29 06:00:00,4,1,5,5,5,5,4,4,3,5,3,5,6,4,5,6,4,0,3,3,4,5,8,4,9,10,11,10,7,8,9,9,16,9,8,7,9,9,8,10,14,17,13,9,8,5,3,3,2,1,1,0,0,1,1,2,1,0,2,5,4,4,3,4,10,7,2,0,0
2022-03-29 07:00:00,3,6,7,8,11,14,17,17,18,21,20,19,20,17,16,13,11,0,12,13,17,22,25,30,20,21,22,25,28,27,28,22,22,23,26,27,21,31,30,29,37,44,38,31,29,16,13,9,9,7,5,4,3,2,1,3,4,5,1,6,3,6,8,7,18,12,3,2,0
2022-03-29 08:00:00,4,8,11,16,18,21,24,23,23,18,17,20,16,15,14,10,8,0,11,15,20,25,28,23,30,31,31,31,30,28,23,24,26,27,27,25,25,32,40,42,49,58,49,56,40,16,10,6,8,7,4,5,2,8,5,4,5,4,4,4,8,8,6,9,32,21,2,1,0
2022-03-29 09:00:00,3,5,7,7,8,10,11,8,10,11,9,8,7,5,2,2,3,0,6,6,6,11,13,14,15,17,16,15,16,16,17,17,15,15,14,13,11,14,14,21,26,42,36,45,34,15,14,7,6,3,2,4,1,5,2,2,3,3,3,6,6,8,5,7,10,8,5,2,0
2022-03-29 10:00:00,2,4,4,5,10,3,6,8,7,10,9,9,3,6,1,2,2,1,5,3,6,6,8,9,11,11,10,10,9,14,12,13,11,15,10,11,12,12,16,17,18,17,15,11,10,7,5,5,5,7,3,4,2,0,0,5,5,2,9,9,7,5,2,4,7,7,5,4,0
2022-03-29 11:00:00,4,6,6,9,10,9,5,7,9,9,9,8,2,6,4,2,3,0,3,6,7,11,10,9,15,14,16,12,11,11,13,11,10,9,9,9,8,9,10,11,9,13,14,9,7,4,5,3,2,2,2,2,1,1,3,2,7,9,7,8,8,8,9,9,10,8,8,6,0
2022-03-29 12:00:00,4,6,6,5,6,5,0,8,8,6,5,8,6,4,3,1,3,0,2,2,5,5,6,6,9,11,15,17,11,16,20,14,15,13,11,10,14,16,18,8,14,17,13,11,9,6,4,4,5,4,2,3,0,2,0,2,3,5,6,3,6,7,3,4,6,7,6,5,0
2022-03-29 13:00:00,4,7,8,9,8,9,8,9,12,11,10,9,7,5,2,0,0,0,4,3,4,6,9,10,10,11,12,13,13,17,20,17,17,22,18,18,17,20,21,20,19,22,17,8,7,5,7,4,7,5,5,6,4,5,3,5,5,6,10,11,11,10,11,10,5,5,3,1,0
2022-03-29 14:00:00,3,5,4,5,4,5,5,6,7,9,7,6,6,4,4,4,2,0,6,5,3,7,9,10,13,13,13,13,14,16,14,13,12,11,12,8,10,10,12,12,16,14,12,5,12,5,3,4,5,3,4,3,3,5,5,9,16,14,21,20,12,13,23,21,8,12,13,3,0
2022-03-29 15:00:00,7,8,8,10,14,9,15,18,13,10,13,11,8,5,3,5,2,0,3,3,4,9,12,13,10,12,11,10,12,13,14,11,8,10,9,12,12,12,13,15,14,14,15,9,8,4,3,3,6,0,6,7,6,5,6,4,17,18,19,19,17,16,14,11,10,11,7,4,0
2022-03-29 16:00:00,7,11,12,14,15,17,18,18,19,20,20,16,13,7,5,5,3,0,4,4,9,13,18,19,17,20,14,16,18,17,17,18,14,15,14,11,13,14,15,15,14,15,12,9,8,7,0,4,4,7,4,4,13,14,13,14,30,31,20,22,18,15,15,12,10,9,11,10,0
2022-03-29 17:00:00,6,11,13,19,21,22,24,25,24,25,25,24,19,12,7,6,5,0,6,7,7,11,14,15,20,19,16,15,15,14,17,22,21,24,20,21,19,18,16,17,18,20,19,8,7,4,3,0,6,4,4,5,4,6,7,10,19,28,26,26,21,21,23,24,25,17,10,8,0
2022-03-29 18:00:00,6,10,12,18,22,25,30,37,38,41,39,36,32,27,17,17,15,0,11,9,8,9,10,13,16,16,18,17,18,19,23,22,20,23,24,25,23,17,17,18,21,17,20,12,10,5,6,7,9,8,4,4,5,7,8,9,29,34,29,35,27,23,17,19,19,14,5,3,0
2022-03-29 19:00:00,2,4,6,6,6,7,13,13,14,16,14,17,17,14,10,9,6,2,7,5,6,5,6,9,14,16,13,13,16,14,15,12,14,12,11,14,15,10,10,11,11,9,11,5,4,2,0,0,5,4,6,5,4,3,3,8,14,15,14,18,15,11,10,10,10,9,4,3,0
2022-03-29 20:00:00,2,5,7,4,7,9,5,9,14,10,16,13,12,8,8,3,2,0,6,11,6,12,14,7,15,15,12,13,11,12,13,12,13,9,8,8,6,5,5,6,4,5,5,4,2,3,2,6,6,3,3,1,1,5,6,8,12,13,16,18,12,8,13,11,7,6,4,3,0
2022-03-29 21:00:00,4,5,2,8,9,6,9,10,12,10,11,9,8,6,4,5,3,0,6,3,3,7,8,5,10,9,6,8,11,11,11,9,6,5,6,14,12,7,7,6,3,3,4,5,4,5,4,5,4,3,3,2,2,4,5,8,13,17,17,23,15,10,10,8,7,4,3,2,0
2022-03-29 22:00:00,3,0,1,0,3,4,3,4,5,1,6,4,2,7,4,3,1,0,2,2,3,11,11,9,9,9,8,9,7,8,8,6,5,5,6,9,6,3,4,4,3,5,4,4,1,3,2,1,3,1,3,9,3,10,4,6,11,9,17,17,10,7,6,4,5,3,5,3,0
2022-03-29 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,4,3,9,7,6,3,4,3,2,2,1,1,2,0,1,2,0,1,2,0,4,0,6,8,4,12,20,15,10,10,9,4,2,1,0,0
